-0.13389-7.63278e-17j 0.0483986-0.0293739j 0.00238284-0.0288604j -0.0387513-0.0883512j -0.0204408-0.0193036j -0.0169049-0.0136844j 0.0103809-0.0226667j 0.0206971+0.00938626j 0.0260202-0.0220968j 0.0191391+0.0101777j -0.00791715-0.00383597j 0.0308486-0.0177136j -0.00597706+0.0109333j 0.0241377-0.0219812j 0.0114841+0.0167467j -0.0287426-0.00452495j 0.00464654-0.0169417j 0.011781-0.0105205j 0.011126-0.0231557j 0.0219471+0.0162762j -0.0557627+0.036674j 0.0530364+0.0299768j -0.012708+0.0732048j -0.0372101-0.0543196j 0.0211138-0.0325066j -0.0118974-0.0288782j 0.00359651+0.0227067j 0.0613604+0.0693536j 0.0191396-0.0129427j 0.0272815-0.00182934j 0.0513785-0.0253041j -0.0107497+0.0244055j -0.0111193-0.031659j -0.00581705-0.0174877j -0.00262679-0.0146328j 0.0178958-0.00246036j 0.0143695-0.0379954j 0.0203123+0.013515j 0.0131131-0.0105597j 0.0270781-0.0257556j 0.0324053-0.0430133j 0.00218105+0.017478j 0.00202713+0.0300574j -0.00231047+0.012057j -0.00878684+0.00380196j -0.000403673-0.0150503j -0.0162844-0.0322085j -0.0258472-0.031496j 0.00141201+0.00347123j -0.0456787-0.0440869j 0.00670753+0.0104801j 0.0258857-0.00436941j 0.0343006+0.057772j 0.0123693+0.0730647j -0.042148-0.0227657j -0.0147245+0.0333305j 0.000148168+0.00651884j -0.000452669+0.00960937j 0.020315-0.0579487j -0.0237019+0.0948364j 0.0149487-0.0430486j 0.06416-0.0148562j 0.0491994+0.0811533j 0.0667985-0.0175172j -0.00925912-0.0335173j 0.138775-0.0548567j 0.0646908+0.0159579j 0.0400197+0.0578579j -0.0298511+0.0161503j -0.0526416+0.0417848j -0.0213852-0.0111503j 0.0179597-0.0463838j -0.0092511-0.0572063j -0.0209737+0.08513j 0.00137721+0.0442692j 0.00295146-0.02378j -0.00304958-0.0108231j 0.0429542+0.0254287j -0.0238442-0.0120722j -0.013156-0.0527971j -0.0225471-0.0519658j 0.0319651-0.0385634j -0.00739346-0.00938655j -0.15021+9.84089e-05j 0.165638+0.171732j 0.137285+0.0135443j -0.113233+0.266208j 0.123139+0.15225j 0.0188352+0.0935154j -0.153761-0.0529674j -0.134563-0.0140622j -0.0968068-0.0173378j 
-0.000452669-0.00960937j -0.0122832+0.0330324j 0.0832395+0.114685j 0.0149981-0.0966228j 0.0372261+0.0670231j 0.00771066+0.0463669j -0.0355558+0.026822j 0.00359973+0.0501657j 0.0885746-0.028318j -0.093379-0.0289082j 0.0268888+0.0463912j 0.0344089-0.052461j -0.0125593+0.0752582j 0.0245947+0.0175841j 0.0319249+0.139052j 0.0309808-0.0606749j -0.0386037-0.0903669j 0.018618+0.0224013j -0.0435111+0.0541846j -0.0535151+0.0835977j -0.0768431+0.0602981j -0.0091157+0.0597179j 0.0122702-0.095697j 0.0107308-0.0671717j 0.0670703+0.00408632j 0.0220918-0.0285016j 0.107755-0.0174263j -0.0452563-0.0906331j 0.0642218+0.0787973j -0.0747434-0.0218807j -0.0509661-0.0289991j -0.0374418-0.0372059j -0.0330314-0.0132271j -0.00532821+0.0321002j 0.0344321+0.0665397j -0.0924418+0.0223568j 0.105334+0.030648j 0.00845602-0.0190357j -0.019981-0.019744j 0.0431302-0.0783509j 0.121736+0.0572036j 0.066011+0.0115951j 0.0192904+0.0382658j 0.0528448-0.0239642j -0.0816228-0.00807j -0.0746419-0.0367397j 0.0205483+0.0163435j 0.0430538-0.0521689j -0.0135256+0.0441668j -0.0508981+0.00892306j 0.0561245+0.0288387j -0.0935706+0.00219581j -0.0270602-0.042521j 0.0788714-0.0296058j -0.0219968-0.0233124j -0.0124295+0.0351454j -0.0899576+0.0214045j -0.171518+9.21832e-15j -0.0634152+0.0807875j 0.0119072+0.0519739j -0.0110782+0.0159433j 0.0225558-0.00869517j 0.0354046+0.0209023j 0.0247532+0.103472j -0.0585767+0.058315j -0.00286809-0.09934j -0.0710994+0.0462443j 0.0183189-0.0681675j 0.0327579-0.0376408j -0.0479324-0.0948787j 0.00414473-0.0239328j 0.0267558-0.0893669j -0.012035-0.0405767j -0.0697839-0.0134308j 0.106767+0.0461924j 0.0617189+0.0181699j -0.0563564-0.0381206j 0.0438024-0.0673257j 0.0304476-0.0279663j -0.0493188+0.094121j -0.010724-0.076304j 0.014625+0.0371483j 0.0906556-0.0371112j 0.0631973+0.0387228j 0.0279557+0.0711818j -0.0746318+0.0157159j 0.0354467+0.0151874j -0.0380432-0.0950566j -0.0382588-0.0484835j -0.0271685-0.0334028j -0.0472194+0.0333097j 0.0311521+0.033275j 
0.020315+0.0579487j 0.0157496+0.0224716j 0.0273014-0.125322j -0.0410641-0.0945341j -0.00674075-0.0245366j -0.111491-0.0740311j -0.0242327-0.0330999j 0.129128-0.0482033j 0.0443981-0.111203j 0.0153826+0.0258025j -0.0772795-0.0131125j -0.0756995+0.0990779j 0.0292217-0.0292784j -0.0148938+0.0215031j 0.00102158-0.0875688j -0.0279596-0.0548602j -0.0239768+0.146941j 0.0525405+0.0861852j -0.0171665-0.0276465j 0.0856338-0.0998565j -0.0182945-0.0289708j -0.0191005-0.0547052j -0.0666303+0.0386498j -0.0787911-0.0215928j -0.0142535+0.0222983j -0.0780299-0.0797461j -0.103897-0.0254365j 0.125717+0.0127497j 0.0977205+0.0753789j -0.0362133+0.0155941j 0.0407857-0.0381926j 0.0694664+0.0589859j 0.0211019+0.063948j 0.0595627+0.0106845j 0.0946747+0.0286172j 0.0889005-0.0839141j 0.094304-0.0240387j -0.0305603-0.00777274j 0.0497296-0.0238036j 0.0576146+0.0358767j -0.0666572-0.05702j -0.0415187+0.0414566j -0.0566257-0.0655096j 0.0120569+0.0357247j -0.00264443+0.059552j -0.14242+0.0900357j 0.0502089-0.0481408j 0.0738965-0.0427699j 0.0844723-0.0310357j 0.0416973+0.00408746j -0.0611857+0.0161271j 0.0143669-0.0203527j 0.0148889+0.0790746j -0.0144545+0.00987917j 0.0565966+0.0581419j -0.0310814-0.0198402j -0.103803+0.00493714j -0.0634152-0.0807875j -0.136518-1.15186e-15j 0.0112146+0.146531j -0.0704554+0.034038j -0.0357742+0.034996j -0.0060151-0.00479317j 0.0423325-0.0702853j -0.0235109-0.00665433j 0.0654399+0.0410915j 0.00720061+0.042528j -0.0454791-0.0886259j 0.0751446+0.05132j -0.0358331+0.0745856j 0.00085771-0.131094j 0.029542+0.0666845j 0.0527081+0.0274132j 0.0581158+0.0140315j 0.00383449-0.0224821j 0.00556894-0.0032289j -0.0317657-0.0664468j -0.00556333-0.0350309j -0.073443+0.00433346j 0.0600643-0.00867003j 0.0757198+0.0885526j -0.0329098+0.0452716j 0.0301638-0.0589491j 0.0250703-0.0336744j -0.00116476-0.0674629j -0.0129564-0.0366604j -0.0441747+0.0138349j 0.0236717-0.0388966j -0.0532261+0.0537249j -0.00797349-0.0451972j -0.00725483+0.0148818j 0.0465344-0.00250307j 
-0.0237019-0.0948364j -0.101618+0.0281695j 0.0628612+0.0467053j -0.00661595+0.0391988j 0.0465792+0.116693j -0.0700101-0.0193777j 0.0184754-0.0719064j -0.0260369-0.0451403j 0.0438255-0.0222411j 0.000965199-0.0318522j -0.10066-0.110705j 0.0530884-0.0730125j -0.0252875-0.0668629j 0.0435141-0.0588439j 0.0322768+0.0261987j 0.0230269+0.0533666j 0.0123049+0.0108908j 0.0573292-0.0329814j 0.00237397-0.0139517j 0.0254162-0.0548075j 0.00522386+0.0126098j 0.0883171+0.0500629j -0.0836988+0.0170707j -0.00732261-0.00179081j 0.0580348-0.0729364j 0.0769814+0.0128696j 0.073085-0.018225j 0.018252-0.0485448j 0.00673497-0.103196j -0.00582607-0.00915187j 0.000572794-0.0802455j -0.00790793-0.11348j 0.0727092-0.1324j -0.0962894+0.0697822j 0.013058+0.0576265j -0.0931107-0.0170488j -0.0152742-0.109874j 0.0463951-0.00264283j -0.0178166+0.0580677j 0.00166212+0.0469407j 0.00938809+0.0752389j 0.00113459+0.0932394j -0.0260671+0.135034j -0.032246+0.0978452j 0.0672877+0.0847541j 0.0716927-0.00327085j -0.0295722-0.110672j -0.0137264-0.0303763j -0.0417876+0.00286267j -0.0925337-0.0287545j -0.0127955-0.0126248j 0.0261658+0.09986j -0.0153763-0.000315779j 0.00487508+0.0235282j 0.00153923+0.0103085j 0.0200821+0.0039851j 0.0532142+0.00320261j 0.0119072-0.0519739j 0.0112146-0.146531j 0.0667535-8.32667e-17j 0.0118585-0.033878j 0.0119327+0.0590658j -0.0485827+0.0152456j -0.0237864+0.0187766j -0.000135521+0.0134292j 0.00255049+0.00338703j 0.0432252+0.0218191j 0.112322-0.112484j -0.0209005+0.00752591j -0.0565982+0.0995633j -0.0818984+0.0162153j 0.0355026-0.00355137j -0.00134378+0.114379j -0.00523625-0.0322053j -0.00333491-0.0806933j -0.00449097+0.0127342j 0.0217535-0.0521002j -0.0088965+0.0490407j -0.0127898-0.0327934j 0.0108429+0.0109013j -0.023699-0.0512903j -0.0470619+0.0634362j -0.0510295-0.0645265j 0.0230519-0.0471573j -0.0644075-0.0224337j 0.000369067-0.0754768j -0.010294+0.0376502j 0.00724707-0.101128j 0.011273+0.0579605j 0.0253893-0.0446156j 0.0751946-0.0551166j -0.081273-0.0167455j 
0.0149487+0.0430486j 0.0371261+0.0561056j 0.0619846+0.0809472j 0.00419467-0.156867j 0.0460712+0.0278244j -0.0230093+0.0525751j 0.084282+0.0432456j 0.0598957+0.00319021j 0.0626451+0.200062j -0.0191383-0.0438614j -0.0254827+0.0467754j -0.0209985+0.0756005j -0.0646997+0.0195798j 0.0193887-0.067304j 0.0501712-0.0346539j 0.00833101-0.0628051j 0.0120411-0.00665438j 0.0304272+0.00455579j 0.0621421-0.0529035j -0.0255257+0.0200407j 0.077565-0.119039j 0.0339045-0.00739441j -0.0665121+0.0304437j -0.0510285+0.0261288j -8.13943e-05-0.059246j -0.0258984+0.0148568j -0.036851-0.0114624j -0.036144+0.0117957j 0.106411-0.03276j 0.0665442-0.0560193j 0.080466+0.00144277j 0.01421+0.114676j 0.00143648-0.0705925j -0.00140956-0.044942j 0.0932052+0.03529j -0.0412175-0.0486913j 0.034217+0.00417751j 0.00836957+0.0158285j -0.0203429-0.0135596j 0.00815135-0.0526456j 0.0339093+0.00566727j -0.00875039-0.00200416j 0.0380871-0.0502764j -0.0419075+0.0553749j -0.0314659+0.000899807j -0.00365836+0.0430029j -0.0580574+0.000119931j 0.0127226+0.0674185j -0.0453922+0.0595587j 0.05033-0.0262708j 0.0769192-0.00613185j 0.038287+0.0376455j -0.0326428+0.00529321j -0.0263488+0.0642738j -0.0590525+0.0252261j 0.0323463-0.0532227j -0.0442744-0.0423083j -0.0110782-0.0159433j -0.0704554-0.034038j 0.0118585+0.033878j -0.0286364+8.63198e-15j -0.0421776-0.0152135j -0.0173815+0.0327126j -0.00881123-0.00375056j 0.0906745+0.0657017j -0.0666271+0.0371949j -0.146132-0.053809j -0.018182+9.31894e-05j 0.00409882+0.12395j -0.157432+0.0029951j -0.0309316+0.0220293j 0.0112405-0.114561j 0.0458468+0.0507491j -0.0150515-0.0626901j -0.0773442+0.0977047j -0.0295434+0.0314559j -0.0807984-0.016956j -0.00949176-0.0194684j -0.0348853+0.0785118j 0.0123739-0.031646j -0.00936954-0.0447964j -0.0447935+0.128704j -0.00947305+0.0384311j 0.0272397+0.0369294j 0.0398653-0.00311587j 0.0128132+0.000760479j -0.0378281-0.0697664j 0.0111827-0.0581802j 0.0386905+0.0140745j 0.061778+0.0467482j -0.0152535-0.00482558j -0.0195111+0.00127436j 
0.06416+0.0148562j 0.0323049-0.0565692j 0.0190829+0.0506392j 0.104818+0.099055j -0.0892931+0.0541428j 0.0619921-0.0685158j -0.060768+0.0958376j 0.0502985-0.107054j 0.0324158-0.0672023j 0.0654835+0.117147j -0.00543875+0.0339747j -0.0130252-0.0251917j 0.0250157+0.0526317j -0.0475877-0.0130105j -0.0297002-0.0117376j 0.12103-0.0102047j -0.0540309+0.0702734j -0.0323734+0.0418392j -0.0239175-0.012902j -0.013224-0.0701018j -0.0178026+0.0671251j -0.00334356+0.0690232j -0.109287-0.0479481j -0.0221834+0.0612272j 0.0319868-0.0062392j 0.0988013-0.0299624j 0.0325154-0.0413534j 0.0382754+0.0462626j 0.0205231+0.0353283j 0.0286642-0.0829576j -0.0402332-0.0204773j -0.0184357-0.0997494j 0.135809-0.0695719j 0.0493033-0.08382j 0.0703747+0.00577979j 0.0673944+0.0540789j -0.0498385-0.0352979j 0.0653441+0.0199799j -0.0677294-0.0294798j -0.0913222-0.0528076j -0.0916149+0.0498407j 0.00800723+0.0588561j 0.047693+0.0835106j 0.121936-0.0134771j 0.0137902+0.0772429j -0.058584+0.0143569j -0.0186992+0.0172685j 0.0846776+0.0470584j 0.00875219+0.049507j -0.0313885-0.0166614j 0.0187528+0.0206099j 0.0539871-0.120123j -0.0451522+0.0137942j 0.0267831+0.0579158j 0.0123015+0.00446111j -0.037889+0.0357602j -0.0332089-0.0853418j 0.0225558+0.00869517j -0.0357742-0.034996j 0.0119327-0.0590658j -0.0421776+0.0152135j -0.106336+9.87058e-16j -0.0267063-0.0511013j 0.064229-0.10599j 0.0892464+0.0243671j -0.0869188-0.0183734j -0.0555649+0.0312087j 0.042362+0.00835046j -0.0973482-0.0665267j -0.03451+0.0046518j -0.0578895-0.00375537j -0.0199681+0.0451286j 0.0772005-0.0353115j -0.0241865-0.0562415j 0.00943868-0.00989578j -0.0397549+0.0424015j -0.07631+0.015135j 9.79016e-05-0.0392412j -0.0252131-0.0192106j 0.0178975-0.0395123j -0.0110286+0.0200859j -0.0369087+0.00257751j 0.0158091-0.0385603j -0.00821326+0.0223353j 0.077287+0.0197437j 0.0411394-0.0313125j -0.128294-0.0341095j -0.00538802-0.054893j 0.0432491+0.000828374j -0.029197+0.0266355j -0.0107662-0.0165202j 0.0192547+0.00643321j 
0.0491994-0.0811533j 0.0366353-0.107726j 0.0523025+0.0539904j 0.0269096+0.0198628j 0.0703877+0.0693394j -0.0951361-0.0464033j 0.017919-0.0156871j -0.0528772+0.0546018j -0.0304178-0.0413373j -0.0124473-0.0352588j -0.0218017-0.0390815j 0.0146631+0.008966j -0.0895552-0.050281j 0.0172545+0.0743863j 0.0706628-0.00974598j -0.0605594-0.0254145j -0.00331716-0.00512502j 0.0658452-0.0083238j -0.0146644+0.00213553j 0.0350836+0.0382532j -0.0146771-0.0611148j -0.0222411+0.00297048j 0.0113151-0.0544083j -0.046793+0.0518007j 0.00429746+0.0854362j -0.0259914-0.0602005j -0.0310142+0.0152513j 0.0181537-0.0192577j -0.00584207+0.0650304j 0.00534578-0.00952825j -0.0838337-0.0978662j -0.011162-0.0290699j -0.11257+0.00822994j -0.102729+0.0832592j 0.037145-0.0862429j -0.00762871+0.0162657j -0.0233485+0.0400651j 0.0205953+0.00410738j -0.0123126-0.0310566j -0.0303201+0.0614198j 0.0322671+0.119158j -0.000507798+0.0324553j -0.0738318+0.0487117j -0.0242301-0.046588j 0.0634008+0.00416601j 0.0917891+0.00645993j -0.0493937-0.105435j 0.0612672-0.00921015j -0.0959095+0.0578085j 0.0553721-0.0571531j 0.0201056-0.0654503j 0.00900164+0.071488j -0.092158+0.0814355j -0.0462313+0.0904995j 0.0454539-0.0379416j 0.0126369-0.02968j -0.0643382-0.0430252j 0.0354046-0.0209023j -0.0060151+0.00479317j -0.0485827-0.0152456j -0.0173815-0.0327126j -0.0267063+0.0511013j -0.0482363-1.36696e-15j 0.0240826-0.0124246j -0.0871103-0.0745013j -0.0842286+0.0221753j -0.0818603+0.0184281j 0.0257447-0.0519394j -0.163391-0.0121305j -0.0408024-0.0359797j -0.0339067+0.0954187j -0.0289424-0.0292379j 0.0411431+0.00193933j -0.0438844-0.0147826j 0.0363882-0.0248329j -0.0150123-0.00173917j -0.0628576-0.0446021j -0.0921512-0.0652714j 0.0472626-0.051067j 0.00559131+0.0874885j 0.0560489+0.101209j 0.000403578+0.00376581j 0.0488847-0.0435296j -0.00293114+0.0248148j 0.0120682-0.0371103j -0.0342474+0.0221207j -0.00798589-0.00602358j 0.0366985-0.0185981j -0.007593-0.00874104j -0.0545456-0.0171982j -0.0460217-0.0291231j -0.0676776-0.0330346j 
0.0667985+0.0175172j -0.0463789+0.0144868j -0.0589138+0.00371593j -0.0287912+0.0812915j -0.0245874+0.01257j -0.0170091-0.0274843j -0.0484116-0.103118j -0.142431+0.0911598j -0.0247695-0.0794185j -0.0146871+0.0261535j 0.13023-0.0373609j 0.0444051-0.0263291j 0.0497598+0.0104701j 0.0644805-0.0197115j 0.0148685+0.0633409j -0.0466612+0.0624027j 0.00981797-0.0436273j 0.0134445-0.135457j 0.0170637+0.0116075j -0.00532228+0.104321j 0.0269093-0.043466j 0.0514776-0.0315231j 0.0952095-0.0071001j 0.045351+0.0462201j -0.03288+0.052554j -0.00492476-0.0520894j -0.0574902-0.0464569j 0.00397494+0.0347313j 0.0221245-0.0150688j -0.0831054+0.10738j 0.0845074+0.0617024j -0.13244-0.000476449j 0.0571983+0.0367899j -0.100879+0.0405659j 0.00430922+0.000616298j 0.00722703+0.0416241j -0.0267411+0.0106033j -0.0649975-0.029315j 0.0177591+0.00519336j -0.0171879+0.0120409j 0.0129876-0.0398772j -0.0015803+0.0364962j -0.00990824-0.0198115j -0.0720795+0.0120667j -0.00352431+0.00421842j 0.0220725+0.0032144j -0.0370081+0.0142402j -0.00282274+0.0447806j -0.0201891-0.00955774j 0.0453943+0.0395131j 0.00262091-0.0394541j 0.034751+0.0361537j -0.013405+0.00315874j -0.0839237-0.0180294j -0.047585+0.0216216j -0.0176814-0.00877425j -0.0360987-0.00505431j 0.0247532-0.103472j 0.0423325+0.0702853j -0.0237864-0.0187766j -0.00881123+0.00375056j 0.064229+0.10599j 0.0240826+0.0124246j 0.0465773-4.64212e-15j 0.0122745-0.0686416j -0.0907757+0.00119454j 0.0588222-0.0173752j 0.0523054-0.0266768j -0.0930643+0.00522103j -0.0457325+0.0422351j -0.0791106-0.0947222j 0.0335829+0.054156j -0.0540594-0.0301323j 0.0303644-0.0414892j 0.0373717-0.0795995j -0.00536941-0.000666545j 0.00530455+0.0802409j 0.0692699-0.124638j -0.0258616+0.0216267j 0.0328167-0.0835466j 0.0522075+0.0326308j -0.0638462+0.00509736j -0.034157+0.0554912j 0.0143294+0.0108427j -0.014465-0.0154518j 0.0325509-0.0281517j 0.075835+0.0916717j -0.0878536+0.028921j -0.054199+0.0316927j 0.0689489+0.0436778j -0.00633009-0.0576174j -0.0517877+0.0177798j 
-0.00925912+0.0335173j 0.0131969-0.0360726j -0.069949-0.0216087j 0.0926575+0.163942j -0.117375+0.0448301j -0.0278393-0.0891798j -0.00747466-0.0991213j 0.175778+0.0151336j 0.0451159+0.000571724j -0.00126789-0.0631896j -0.0170834-0.00820167j -0.0619578-0.0465471j 0.0351767+0.0261224j 0.033701+0.120544j 0.0454449-0.0408509j -0.0603642-0.0183225j 0.0203675-0.0253733j 0.0785656+0.0550998j 0.0105855+0.0729706j 0.0710163-0.0944906j 0.00242173+0.10002j -0.0358266+0.0627314j -0.0630778+0.0468436j 0.0314022+0.0561176j 0.0426163-0.0285104j -0.0984659+0.117316j 0.000334722-0.022914j 0.00556066+0.0457314j 0.106295-0.0594204j 0.0720347+0.0435812j -0.0492935+0.087046j 0.0440012-0.085075j 0.0591877+0.0540845j -0.0698693+0.00636456j -0.0360445+0.0280329j 0.0767593+0.103228j 0.0559208-0.0425495j 0.0508401-0.00659735j -0.0243469-0.0144534j 0.117813-0.012289j 0.105376+0.0354139j 0.08119+0.00108697j -0.0175879+0.112823j 0.104907+0.0388612j -0.0356638+0.0286272j -0.0578932-0.0642509j -0.0360409+0.0165489j -0.058064+0.037632j -0.0319826+0.00954483j -0.0234172-0.0353771j 0.0736703-0.0316143j -0.0188785-0.0123349j -0.0114672+0.0212997j 0.0182679+0.0874889j 0.010074-0.00292798j -0.0319396-0.00143429j 0.0290959-0.0376586j -0.0585767-0.058315j -0.0235109+0.00665433j -0.000135521-0.0134292j 0.0906745-0.0657017j 0.0892464-0.0243671j -0.0871103+0.0745013j 0.0122745+0.0686416j -0.0994768+1.63411e-15j 0.00791108-0.0158249j -0.0986982+0.0137936j -0.0840568+0.0380706j 0.0288431-0.0565362j 0.069693+0.0553703j -0.0627037+0.0786131j 0.0383953+0.0411678j -0.0189842-0.00281991j 0.0255503+0.0132176j 0.0716771+0.0207753j 0.030777+0.0289237j -0.0416687+0.0532471j -0.0723559+0.0695005j -0.0181724-0.0594985j 0.00716744-0.0947647j 0.0552332-0.0157173j 0.0436423-0.0328721j 0.0470229+0.0132494j -0.00648051+0.00942152j 0.0249797+0.0620348j -0.0539411-0.0385258j 0.0667407-0.105306j -0.033126-0.0429128j -0.0548855-0.0482465j 0.0391484+0.0420251j -0.0438029+0.0139551j -0.0244415+0.0240236j 
0.138775+0.0548567j 0.0122693-0.127807j -0.0105878-0.0163015j -0.00474522+0.0274577j 0.0233368-0.110521j -0.0792315+0.0825796j 0.00625198+0.0250166j 0.0376958+0.0621178j 0.00171856+0.115466j 0.0225925-0.0112732j 0.0187537+0.067805j -0.0345018+0.0157021j -0.00258822-0.0065644j -0.0136854-0.013145j -0.00876229+0.016304j 0.0126852-0.0235056j 0.0413643-0.00673816j -0.0105579-0.0460743j 0.0189914+0.0131514j 0.0257423+0.0387189j 0.011697-0.0211012j -0.00017031+0.0341655j -0.00327436+0.0459363j -0.0136351+0.00900345j 0.00629742-0.0813733j 0.0201765+0.00440845j -0.0292539+0.0130035j 0.045809+0.0586497j -0.023764+0.109909j -0.00702846-0.0822498j 0.0952252-0.0135465j 0.071277+0.0420927j 0.0758005-0.0294337j -0.0505724+0.0296709j -0.0847145+0.0140409j 0.0676968-0.0435621j 0.00551786+0.0414893j -0.01301-0.0443133j -0.0482972+0.0475886j 0.0581016-0.00635339j 0.0433775+0.00159206j 0.0575375-0.0156208j -0.0147997+0.0135295j 0.0334116+0.0579426j -0.0177946-0.0411434j 0.0101385-0.0183623j -0.00393892-0.0780179j -0.0184507-0.0506342j -0.0705665+0.0294346j -0.0699211-0.00439147j 0.0947931+0.0290973j -0.00194611+0.0131259j -0.0404162+0.0129374j -0.0130091-2.57737e-05j -0.0400045-0.0170301j -0.0165612-0.0301873j -0.0118011+0.0126893j -0.00286809+0.09934j 0.0654399-0.0410915j 0.00255049-0.00338703j -0.0666271-0.0371949j -0.0869188+0.0183734j -0.0842286-0.0221753j -0.0907757-0.00119454j 0.00791108+0.0158249j -0.000305024-2.15106e-16j -0.00224524+0.0511711j 0.0449993+0.00995777j 0.0216292+0.0404567j 0.0546954-0.0252821j -0.0164359+0.0298491j -0.0282296+0.0892791j 0.0354275+0.0691434j 0.0208879-0.024125j -0.0193527-0.0386954j -0.0305097+0.000805488j -0.0377805+0.11787j -0.0961341+0.124818j 0.0382858+0.0541871j -0.0394891-0.00520882j -0.036164+0.0251224j -0.024348+0.0257761j 0.0953817-0.0267745j -0.0298761+0.0401523j -0.00031121-0.0773835j 0.000694702+0.00276295j 0.0782487-0.0436666j 0.0329508+0.0278819j -0.0416523-0.088086j 0.0266582-0.00997102j 0.0816173-0.0570528j -0.0146049+0.00954739j 
0.0646908-0.0159579j 0.0562115-0.0539492j 0.0329846-0.0384614j 0.00784979+0.037371j -0.0274882-0.0814202j -0.0929563+0.109519j 0.067218+0.0516551j 0.058525-0.0273693j -0.0322486+0.0347453j 0.0392049-0.00558722j -0.0797549+0.0466297j -0.0221379+0.046694j 0.0218439-0.0715164j -0.0494982-0.0466917j -0.0284926-0.019262j 0.0211968-0.0239972j 0.0851751+0.0222365j -0.0124827-0.0834603j -0.0206387-0.0519021j 0.00583611-0.0156524j 0.00812835-0.0382831j -0.0516223-0.086085j 0.0352505+0.0665937j 0.0767938+0.0452767j -0.0224747-0.019319j 0.0191722+0.0270286j -0.0249304-0.0379899j 0.0351928+0.0327417j 0.0448951+0.07641j 0.0249455-0.00217869j -0.0499593-0.0576059j 0.00383529+0.00916134j -0.0209669+0.051824j 0.0811267+0.0528263j 0.0624134-0.0769361j 0.0353389-0.0270062j -0.0521306-0.00648052j -0.0410989+0.039518j 0.0306748-0.089611j 0.0416331-0.025075j 0.0457915-0.0334896j 0.0271666-0.0194339j 0.0360594-0.00487191j -0.00140758-0.0611407j 0.0390639+0.00558595j -0.0966842-0.0308574j -0.0194026+0.0202893j 0.000263743-0.0269918j 0.015544+0.0177124j 0.00184428-0.0547671j -0.0600826-0.00757719j -0.0143374-0.0251147j 0.0288725-6.0289e-05j 0.0570356+0.0192131j -0.0543703+0.00568125j 0.0168609+0.0449203j -0.0460751-0.0102712j -0.0710994-0.0462443j 0.00720061-0.042528j 0.0432252-0.0218191j -0.146132+0.053809j -0.0555649-0.0312087j -0.0818603-0.0184281j 0.0588222+0.0173752j -0.0986982-0.0137936j -0.00224524-0.0511711j 0.0933344+9.78384e-16j -0.122946-0.0407201j -0.061569+0.0323462j -0.11747-0.0105883j -0.0175362-0.0421109j -0.0465333-0.011558j -0.0458837-0.0467819j -0.0111989-0.0570231j -0.0157611-0.0949328j -0.0273979-0.000254914j 0.00571714+0.046628j -0.0146572-0.0159762j 0.0471954+0.00822208j 0.0778018+0.0559508j 0.148729-0.0635633j -0.026741-0.00861475j 0.00496825-0.0242872j 0.0124591+0.00484371j 0.046577+0.0575522j -0.0124495+0.0257348j 0.000151054+0.115221j -0.168554-0.0453328j -0.0643527+0.110404j 0.0160451-0.0343713j -0.0466166-0.0482066j -0.0438917-0.0102022j 
