-1.72138e-15-0.00407199j -1.26471e-16+0.00509833j -1.28595e-18-0.00463709j -1.25287e-17+0.00389951j 9.20548e-18-0.00572501j -3.95038e-19-0.00166907j 9.6349e-18-0.00420071j -3.91313e-18+0.000415479j 3.05879e-18-0.00210969j -2.72748e-19+0.0059969j -2.8326e-18-0.000725173j -3.59089e-18+0.00120626j 1.28461e-17-0.00444023j 1.03663e-17-0.00427379j -1.64737e-17+0.00452671j 5.24769e-17-0.00445968j -2.78098e-18+0.00133405j -4.34399e-18+0.00170018j 1.36784e-17-0.00259423j 3.62505e-19-0.0018574j -5.08814e-17-0.00526j 3.91766e-18-0.0033847j 9.66586e-18+6.34427e-05j 2.3036e-17+0.0049005j 4.30281e-17-0.00349519j 1.5673e-17+0.00168999j 7.87606e-17+0.00840869j 2.08343e-17+0.00368386j 5.98676e-17+5.51849e-05j 9.37773e-18-0.0022038j -4.83877e-17+0.00182242j -3.96406e-17+0.00279408j 6.18252e-18+0.00391532j -2.76227e-17-0.00135094j 1.76974e-19-0.000569531j -3.005e-16-0.00397571j 4.33296e-17+0.00265524j -1.49066e-15+0.00185546j -1.28146e-15+0.000146409j -4.24252e-16-0.000402225j -8.96733e-17+0.00448732j 8.14232e-16-0.00518476j 2.63035e-17-0.00146911j -4.9134e-17+0.00131741j -1.46853e-17-0.00418945j 1.54374e-16-0.00302539j 1.44139e-17-0.0019107j 2.48866e-17-0.000466234j -2.24597e-17-2.28454e-05j -4.2867e-17+0.00354815j -3.92014e-17-0.00713861j -8.30965e-17+0.00490056j -4.32733e-18-0.00208144j -1.84769e-17+0.00529355j 1.02883e-17-5.26997e-05j -5.08866e-20-0.00158028j -6.94197e-17+0.00439271j 9.46093e-18-0.00222265j 1.1997e-17-0.00427965j -7.12133e-19-2.39434e-06j -1.67607e-17+0.000572175j 3.34514e-17+0.00591648j 1.01645e-18-0.00330885j 1.59677e-18+0.00211086j 3.47208e-19+0.00538137j 2.34069e-18-0.000568222j -9.19955e-18+0.00188285j -3.22786e-17-0.00561915j -5.84959e-18+0.00106239j 4.62815e-18-0.00262604j -4.49965e-19+0.00475608j -7.0613e-18+0.00156154j -1.58597e-17+0.00485457j 1.39332e-17-0.00490329j -3.41888e-18-0.0037123j 1.17906e-16-0.00533666j -1.57509e-15-0.00366625j 
-3.26632e-15-0.0078964j -3.65916e-16+0.0093429j 9.13437e-17-0.0093278j -1.25754e-16+0.00654712j 1.38742e-16-0.0113107j 3.64845e-17-0.0031988j 1.20922e-16-0.00742787j -4.32031e-17-0.000825557j 4.12748e-17-0.00470262j -1.34273e-16+0.011462j 3.07269e-17-0.000474279j -2.64282e-17+0.00272142j 1.37564e-16-0.00763006j 9.66903e-17-0.00946665j -1.18554e-16+0.00929141j 2.06813e-16-0.00722524j -4.11111e-17+0.00309574j -3.3246e-17+0.00437334j 1.12362e-16-0.00367058j 5.07554e-17-0.00324874j 1.29845e-17-0.010351j 6.22273e-17-0.00769665j 2.13557e-17+0.000130975j -7.65823e-17+0.00880107j 1.54723e-16-0.00758425j -3.38429e-17+0.000844334j -3.29136e-17+0.0165277j -4.34746e-17+0.00717157j 1.05321e-16-0.000187994j 3.50164e-17-0.0053673j -1.38924e-16+0.00335361j -1.2725e-16+0.00496384j -9.38629e-17+0.00711352j -1.85446e-17-0.00253777j 2.20802e-17-0.000465705j -3.88837e-16-0.00652992j 1.81086e-17+0.00364882j -4.98909e-15+0.00612717j -4.16944e-15+0.000446856j -1.32419e-15-0.0012853j -2.67497e-16+0.009685j 1.75649e-15-0.0105619j 8.43081e-17-0.00336127j -1.30372e-16+0.00244196j 5.91045e-17-0.00804049j 3.71008e-16-0.00588809j 4.95171e-17-0.00362368j 6.6535e-17+0.000377449j -4.57655e-17-0.000378278j -1.68148e-16+0.00632761j 1.1378e-16-0.012537j -2.73613e-16+0.0114459j 4.02425e-17-0.00284389j -1.51314e-16+0.0102212j 1.9672e-17-9.65148e-05j 6.12379e-17-0.00159241j -2.33644e-16+0.00769439j 7.1221e-17-0.0044193j 1.06849e-16-0.00913826j -1.88519e-17-0.0012033j -5.08772e-17+0.000482769j -5.04427e-17+0.0121339j 8.88202e-17-0.00533626j -6.98693e-17+0.0024637j -1.13591e-16+0.0106947j 2.29025e-17-0.000599973j -4.81183e-17+0.00439396j 7.39633e-17-0.0102414j -4.72284e-17+0.00122873j 4.37687e-17-0.00649778j -1.03442e-16+0.00929997j -5.05064e-17+0.00283569j -1.51632e-16+0.0084568j 1.25916e-16-0.00989546j 9.4495e-17-0.00627339j 3.30636e-16-0.0101513j -2.70964e-15-0.006561j 
-5.50189e-15-0.0131789j -5.8337e-16+0.0146636j 1.25958e-16-0.0161413j -1.86198e-16+0.00919253j 2.01133e-16-0.0192342j 5.24093e-17-0.00527397j 1.75793e-16-0.0111695j -6.50741e-17-0.00416585j 5.84025e-17-0.00889369j -1.925e-16+0.0188439j 5.36481e-17+0.000801309j -3.78468e-17+0.00519529j 2.03105e-16-0.0110587j 1.4682e-16-0.0178145j -1.6918e-16+0.0163842j 2.91231e-16-0.00962668j -8.85923e-17+0.00603622j -5.875e-17+0.0091386j 1.82025e-16-0.00380141j 8.039e-17-0.00481851j -6.55186e-18-0.0175331j 8.81717e-17-0.014782j 4.25591e-17+0.000232177j -1.05028e-16+0.0134889j 2.5625e-16-0.0140361j -1.94824e-17-0.00274895j -2.14447e-17+0.0279629j -6.01039e-17+0.0120167j 1.68794e-16-0.000817963j 2.71636e-17-0.0108271j -2.25867e-16+0.0052887j -1.6566e-16+0.00750781j -1.56307e-16+0.0110535j -3.10706e-17-0.00409539j 3.01129e-17+0.000314422j -5.22978e-16-0.00888185j 7.66814e-17+0.00352571j -1.1912e-14+0.0145486j -9.83641e-15+0.00102427j -3.06868e-15-0.00300875j -4.45864e-16+0.0178444j 3.0301e-15-0.0184949j 1.50922e-16-0.00648556j -2.18065e-16+0.00388286j 6.75882e-17-0.0132763j 6.13642e-16-0.00986337j 3.57322e-17-0.00590844j 8.29874e-17+0.00282032j -7.08487e-17-0.00120214j -2.58023e-16+0.0096155j 1.70476e-16-0.0186914j -5.00296e-16+0.0224232j 2.50473e-17-0.00270834j -2.23435e-16+0.0169835j 2.99389e-17-0.000151372j 9.45011e-17-0.000141747j -3.47008e-16+0.0114335j 1.18071e-16-0.0075622j 1.65023e-16-0.0166857j -2.45147e-17-0.00405693j -7.26832e-17-0.000265541j -4.99992e-17+0.0213803j 1.22692e-16-0.00705975j -1.01364e-16+0.0013265j -1.63997e-16+0.0182922j 2.99879e-17-0.00014349j -7.48558e-17+0.00860282j 9.769e-17-0.0159727j -6.93704e-17+0.000629653j 6.41121e-17-0.0132466j -1.48051e-16+0.015653j -7.48773e-17+0.00440378j -2.23735e-16+0.0124782j 1.82569e-16-0.0171767j 1.44169e-16-0.00888829j 4.93104e-16-0.0166047j -4.10585e-15-0.0100125j 
-6.62519e-16-0.00151896j 3.12257e-17+0.00306194j -5.74393e-17-0.00101388j 6.07153e-17+0.00361966j -7.27879e-17-0.00169014j -2.43178e-17-0.000703407j -6.06427e-17-0.00309912j 2.24765e-17+0.00363516j -1.99246e-17+0.000517647j 8.58036e-17+0.00259379j -3.26934e-17-0.00225883j 9.88867e-18-0.000365537j -6.76653e-17-0.00374803j -4.80404e-17+0.000920908j 4.31826e-17+0.000593697j -2.55824e-17-0.00469942j 4.36868e-17-0.000587747j 2.13195e-17-0.0016621j -6.1357e-17-0.00386953j -3.77671e-17-0.00144626j -8.92833e-17-0.00164047j -3.14994e-17+0.00115467j -3.8467e-18+6.71073e-06j 9.09682e-17+0.00332567j -4.11272e-17+0.000416561j 3.03777e-17+0.00582084j 1.56573e-16+0.002664j 6.72898e-17+0.00131482j 3.65567e-17+0.000649968j 1.36137e-17+0.00151124j 1.44839e-17+0.00106475j -9.11298e-18+0.00201179j 8.91984e-17+0.00248261j -3.90484e-17-0.000678796j -1.26674e-17-0.00157514j -3.6831e-16-0.00400005j 3.48282e-17+0.0041911j 3.91994e-15-0.00470346j 3.11471e-15-0.000293004j 9.12806e-16+0.000927992j 4.31761e-17-0.000423662j 8.1999e-17-0.000851184j -2.54366e-17+0.000545093j 1.09323e-17+0.00073198j -5.37892e-17-0.00174132j 2.85497e-18-0.00108323j 2.35762e-17-0.000886736j 1.57419e-17-0.00290807j -1.07978e-17+0.000703996j 3.66831e-17+0.00250328j -1.56019e-16-0.00544962j 9.50645e-17-0.00231663j -9.37751e-18-0.00332044j 6.58886e-17+0.00206867j 6.28527e-18-3.17775e-05j -4.4619e-17-0.00373005j 2.27306e-17+0.00339643j -3.93984e-17-0.000596282j -5.41494e-17+0.000193886j 8.79383e-18+0.00255637j -4.96144e-19+0.00155066j 8.12207e-17+0.000797521j -5.15508e-17-0.00353898j 4.899e-17+0.00426424j 7.46051e-17+0.00145445j -7.9347e-18-0.00128278j 1.73205e-17-0.000882218j -1.04743e-16-0.00349407j 2.01202e-17+0.00217016j -2.00729e-17+0.00201868j 6.54388e-17+0.00160992j 2.04602e-17+0.000993064j 7.11289e-17+0.00385297j -5.50931e-17-0.00100344j -7.41631e-17-0.00335931j 5.00838e-18-0.00241211j -1.19067e-15-0.002538j 
-5.40147e-15-0.0109062j 7.84605e-16+0.0149419j -8.95812e-16-0.0116257j 9.13485e-16+0.0128457j -1.11169e-15-0.0148395j -3.48003e-16-0.00455997j -9.36262e-16-0.0129504j 3.17359e-16+0.00497307j -3.29726e-16-0.00420337j 1.24904e-15+0.0164575j -3.06863e-16-0.00414774j 1.78233e-16+0.0023262j -1.01781e-15-0.0142126j -6.75209e-16-0.00865683j 7.94678e-16+0.0109096j -9.45526e-16-0.015312j 2.24387e-16+0.00236912j 1.87575e-16+0.00200657j -7.12469e-16-0.010167j -4.39821e-16-0.00581045j -1.18624e-15-0.0137313j -5.09961e-16-0.00638413j 2.85082e-17+0.000151114j 1.17373e-15+0.0147865j -4.97553e-16-0.00745306j 7.20514e-16+0.0102837j 1.90851e-15+0.0219971j 8.13176e-16+0.00980081j 2.26846e-16+0.000845926j -2.30091e-16-0.00331437j 2.75039e-16+0.00530806j 4.89468e-16+0.00855891j 9.17236e-16+0.0116203j -3.71992e-16-0.00381223j -2.08396e-16-0.00303692j -2.00047e-15-0.0134402j 8.4279e-16+0.0106618j 9.76913e-16-0.00101533j 5.58302e-16+6.55008e-06j 4.48905e-17+0.000118475j 5.57256e-16+0.00969195j 1.02582e-15-0.0126854j -1.75866e-16-0.00272228j 1.64864e-16+0.00379529j -8.94918e-16-0.0114188j -2.1524e-16-0.00805277j -3.12907e-16-0.00531052j -1.89269e-16-0.0042815j -2.15168e-17+0.000729149j 6.88718e-16+0.0108117j -1.78739e-15-0.0222107j 5.76578e-16+0.00852805j -5.75907e-16-0.00839667j 1.03618e-15+0.0142822j 1.95497e-17-0.000154591j -5.48948e-16-0.00771609j 8.09506e-16+0.013715j -4.26787e-16-0.00569476j -7.2582e-16-0.00947653j 1.71469e-16+0.00283015j 1.55107e-16+0.00301575j 1.19204e-15+0.014283j -8.26875e-16-0.0114186j 6.78956e-16+0.00951017j 1.06361e-15+0.0137998j -1.79306e-16-0.00270967j 2.52197e-16+0.00328529j -1.33917e-15-0.0166007j 3.23154e-16+0.00481304j -3.15304e-16-0.00370771j 9.58538e-16+0.0125563j 3.27667e-16+0.00463775j 1.08984e-15+0.0152673j -9.0195e-16-0.0122169j -9.16988e-16-0.012133j -7.61472e-16-0.0147608j -5.65442e-15-0.0111177j 
2.64176e-15+0.00646795j 1.51337e-16-0.0120709j 2.19295e-17+0.0049141j -1.9277e-17-0.0136079j 2.41992e-17+0.00756821j 1.57685e-17+0.00292784j 1.64838e-17+0.0119191j -1.21041e-17-0.0125775j 8.29568e-19-0.00111652j -4.98558e-17-0.0107473j 5.70276e-17+0.00796067j 4.3065e-18+0.000876601j 2.24149e-17+0.0142157j 2.49456e-17-0.00182441j 2.28865e-17-0.00344088j -1.47569e-16+0.0174797j -1.10241e-16+0.00159779j -3.49479e-17+0.00516294j 6.31817e-17+0.0140577j 4.49814e-17+0.00553023j 1.16235e-16+0.00725352j 4.42591e-18-0.00290142j 1.24663e-17-4.27111e-05j -1.03062e-16-0.0129125j 1.13992e-17-0.000339465j 2.8693e-17-0.0204585j -2.31858e-16-0.0117378j -9.0858e-17-0.00564818j -1.33089e-16-0.00224292j -1.05819e-16-0.00448973j 4.33064e-17-0.00421293j 1.68034e-16-0.00775814j -1.37467e-16-0.00971913j 8.60894e-17+0.00274462j 2.18306e-18+0.00557106j 1.16216e-15+0.0149342j 1.64087e-17-0.0151778j -1.29589e-14+0.0155295j -1.02664e-14+0.000957832j -2.99533e-15-0.00305273j 3.05386e-17+5.52239e-05j -7.26059e-16+0.00452727j 3.515e-17-0.00140972j 3.36153e-17-0.00291632j 1.9341e-17+0.00726591j -1.77778e-16+0.00465032j -1.63739e-16+0.00363078j -1.17224e-16+0.0101034j 5.26903e-17-0.00240366j 4.51171e-17-0.00967574j 2.24189e-16+0.0208818j -1.60417e-16+0.00640899j -8.39348e-17+0.0120179j -7.5907e-18-0.00873027j -2.69878e-17+0.000125209j 4.73236e-17+0.0132647j 1.42643e-16-0.0129969j 4.65208e-17+0.00273316j 3.53178e-17+0.000667036j 4.61077e-18-0.00875331j 4.78125e-17-0.00548804j -7.17529e-17-0.00457108j 1.31307e-17+0.013148j -3.7072e-17-0.015259j -4.85463e-17-0.00665425j -1.06953e-17+0.00456949j -2.83223e-18+0.0024355j 1.25809e-16+0.0137127j -7.30578e-19-0.00776191j 3.1796e-18-0.00609608j -3.65761e-17-0.00699219j -6.44225e-20-0.0038863j -1.74926e-17-0.0147039j 3.47828e-20+0.00496112j 8.03276e-17+0.0126582j -2.7226e-16+0.00991975j 4.40521e-15+0.00983134j 
-1.60594e-15-0.00352652j -1.96515e-18+0.00332707j -9.25866e-17-0.00468749j 8.06356e-17+0.00134613j -1.04334e-16-0.00537599j -3.36137e-17-0.0013697j -8.70719e-17-0.0022007j 2.68091e-17-0.00290492j -3.25596e-17-0.00305094j 1.20931e-16+0.00485889j -1.89429e-17+0.0012372j 1.70088e-17+0.00180969j -9.07406e-17-0.00188322j -5.51161e-17-0.00606074j 7.64834e-17+0.00494744j -9.32368e-17-0.00101437j -1.25186e-17+0.00217354j 5.08461e-18+0.0036266j -4.38373e-17+0.000475462j -3.38144e-17-0.000901838j -1.47975e-16-0.00485713j -5.02505e-17-0.00519892j 1.72645e-17+7.08497e-05j 1.21042e-16+0.00283911j -5.10454e-18-0.00464085j 1.04385e-16-0.00340552j 2.20896e-16+0.0077257j 8.30294e-17+0.00324607j 4.73681e-17-0.000542629j -4.79281e-17-0.00409747j -8.0188e-18+0.00121719j 6.33391e-17+0.00151029j 6.43975e-17+0.00243203j -4.34647e-17-0.00100593j -2.19349e-17+0.000785099j -1.79171e-16-0.00108195j 1.43401e-16-0.000702944j -5.4891e-15+0.0066685j -4.47919e-15+0.000452897j -1.37338e-15-0.00135964j -2.50408e-17+0.00585393j 7.54307e-16-0.00550606j 1.96337e-17-0.00229776j -2.38646e-17+0.000915271j -1.07553e-16-0.00346076j 8.57758e-17-0.00266265j -6.95471e-17-0.00149153j -3.04824e-17+0.00216112j -9.95987e-18-0.000688196j 4.36745e-17+0.00196616j -1.6791e-16-0.00356814j -7.50043e-17+0.00813221j -9.35786e-17+0.000583899j 9.13421e-17+0.00449624j 4.74068e-18-3.42714e-05j -4.54683e-17+0.00157756j 5.87974e-17+0.00215526j -2.22274e-17-0.00214333j -5.57082e-17-0.00538585j 1.94272e-17-0.00240103j 1.39202e-17-0.000758917j 1.43818e-16+0.00644617j -8.53162e-17-0.000703589j 6.45085e-17-0.00143351j 1.0171e-16+0.00517922j -2.04336e-17+0.000512429j 1.69217e-17+0.00311712j -1.41942e-16-0.003555j 2.89005e-17-0.000743976j -2.85843e-17-0.00508693j 9.30697e-17+0.00427303j 2.83106e-17+0.00096721j 9.69353e-17+0.00228859j -8.38318e-17-0.00502098j -7.91064e-17-0.00136272j -4.20325e-17-0.00422648j -9.32324e-16-0.0020772j 
3.33537e-15+0.0078781j 1.23145e-16-0.0124803j 8.67171e-17+0.0073568j -7.65833e-17-0.0124275j 9.79868e-17+0.0100715j 3.81991e-17+0.0034114j 7.87135e-17+0.0115828j -3.0341e-17-0.00865315j 2.48121e-17+0.00113915j -1.31631e-16-0.012407j 6.274e-17+0.00588752j -9.01917e-18-0.000494438j 8.67182e-17+0.0133082j 6.2584e-17+0.00259578j -3.75506e-17-0.00628841j -5.49502e-17+0.0154753j -8.57697e-17-0.000132983j -3.40643e-17+0.00188983j 8.73973e-17+0.0115639j 6.35105e-17+0.00529276j 2.05147e-16+0.00945109j 4.09443e-17+0.00109644j -1.31155e-18-8.45018e-05j -1.75905e-16-0.0128589j 1.64036e-17+0.002882j -5.09011e-17-0.0149763j -3.56212e-16-0.0152023j -1.37662e-16-0.00699331j -1.45202e-16-0.0015263j -5.51729e-17-0.000998951j 3.99013e-17-0.00439406j 9.53388e-17-0.00759241j -1.65029e-16-0.00988025j 1.04074e-16+0.00300805j 1.79867e-17+0.00417534j 1.11063e-15+0.0133688j -8.82589e-17-0.0123559j -7.21108e-15+0.00857965j -5.62364e-15+0.000500772j -1.59528e-15-0.00165325j 3.86757e-17-0.00395075j -1.1237e-15+0.00758863j 1.75555e-17+0.000376854j 4.31499e-17-0.00309134j 9.45855e-17+0.00850803j -2.05532e-16+0.00575102j -8.87655e-17+0.00408908j -7.67515e-17+0.00706873j 5.11151e-17-0.00156284j 3.88647e-18-0.00952542j 3.13359e-16+0.0200964j -8.83808e-17-0.000133117j -3.76678e-18+0.00976481j -7.47894e-17-0.0104535j -2.59969e-17+0.000129292j 7.40496e-17+0.0101407j 7.48657e-17-0.0124633j 5.69344e-17+0.00377505j 7.20436e-17+0.00424193j -1.03413e-17-0.00576311j 2.97745e-17-0.00412301j -1.65012e-16-0.00826765j 7.397e-17+0.0115997j -7.91075e-17-0.0119257j -1.16357e-16-0.00916423j 5.95721e-18+0.00351451j -1.54648e-17-6.88648e-05j 2.10184e-16+0.0140245j -2.22269e-17-0.00605623j 2.40191e-17-0.00168178j -9.97784e-17-0.00883122j -2.13017e-17-0.00394713j -8.72331e-17-0.0139979j 6.24801e-17+0.0076243j 1.26886e-16+0.0116356j -1.95379e-16+0.0112753j 4.36672e-15+0.00973284j 
1.85638e-15+0.00444078j 9.66888e-17-0.00714269j 2.65245e-17+0.00408047j -2.00837e-17-0.00720619j 2.72434e-17+0.00563584j 1.31031e-17+0.00193046j 2.06339e-17+0.00667129j -9.28011e-18-0.00520072j 5.45489e-18+0.000521018j -4.36837e-17-0.00702675j 2.94949e-17+0.00350328j -2.78749e-19-0.000203007j 2.32075e-17+0.00769584j 1.85794e-17+0.00122973j 3.94746e-19-0.00344305j -6.13215e-17+0.00900503j -4.64236e-17+2.57928e-05j -1.55379e-17+0.00127843j 3.29173e-17+0.0067878j 2.60245e-17+0.0030534j 8.97598e-17+0.0052976j 1.0007e-17+0.000393659j 3.15404e-19-4.60586e-05j -7.27742e-17-0.00738741j -3.76134e-18+0.00146485j -9.25496e-18-0.00892375j -1.60708e-16-0.00852544j -6.00738e-17-0.00393653j -8.1478e-17-0.000918778j -4.09217e-17-0.000779691j 3.17589e-17-0.00251261j 7.28626e-17-0.00436974j -7.42766e-17-0.00566424j 5.24613e-17+0.00171183j 4.82824e-18+0.00248008j 6.19444e-16+0.00776944j -2.79445e-17-0.00726196j -4.48013e-15+0.00533709j -3.5033e-15+0.000314547j -9.98889e-16-0.00103198j 3.84397e-17-0.00203228j -6.43137e-16+0.00417709j 6.25939e-18+0.000110957j 3.04085e-17-0.00176488j 3.10635e-17+0.00481244j -1.29711e-16+0.00323757j -6.41174e-17+0.00232111j -5.26344e-17+0.00423835j 3.04151e-17-0.000947092j 2.21421e-17-0.00547886j 1.38901e-16+0.0115867j -3.95404e-17+0.000309703j -1.99292e-17+0.00574045j -1.54105e-17-0.00590125j -1.52387e-17+7.40053e-05j 2.92334e-17+0.00600771j 6.90755e-17-0.00718856j 2.25921e-17+0.00210633j 2.29507e-17+0.00222493j -1.22507e-18-0.00348597j 2.2704e-17-0.00244822j -6.51844e-17-0.00452953j 2.0779e-17+0.00675256j -2.83807e-17-0.00704508j -3.98279e-17-0.00511443j -1.68556e-18+0.00208048j -2.18167e-18+0.000108274j 8.87475e-17+0.00803517j -4.12811e-18-0.00357848j 5.44379e-18-0.00122632j -3.27632e-17-0.0049628j -3.45072e-18-0.00226306j -2.14229e-17-0.00808002j 1.17312e-17+0.00422107j 5.07193e-17+0.00674214j -1.40988e-16+0.00639484j 2.49188e-15+0.00559492j 
-1.11996e-15-0.00267523j -2.28664e-17+0.00505936j -4.05251e-17-0.00199139j 4.14528e-17+0.00575285j -5.01368e-17-0.00310471j -1.87914e-17-0.00121564j -4.07854e-17-0.00501795j 1.66218e-17+0.00540223j -1.22443e-17+0.000536785j 6.47951e-17+0.00446571j -3.43843e-17-0.00340691j 4.82519e-18-0.000409442j -4.64651e-17-0.00600001j -3.52358e-17+0.000899149j 2.00171e-17+0.00136027j 2.32315e-17-0.00740431j 5.43608e-17-0.000723248j 2.16789e-17-0.00226743j -5.29063e-17-0.00598121j -3.43353e-17-0.00233068j -8.51512e-17-0.00298167j -2.01707e-17+0.00133899j -5.21453e-18+1.66914e-05j 8.20507e-17+0.00542686j -2.66723e-17+0.000239279j 1.16784e-17+0.00876021j 1.56109e-16+0.00482773j 6.44975e-17+0.00233275j 5.75887e-17+0.000963873j 3.52943e-17+0.00199111j -3.51657e-18+0.00176465j -4.91453e-17+0.00326459j 8.91871e-17+0.0040787j -4.63044e-17-0.00114526j -8.25348e-18-0.00238258j -5.26386e-16-0.00632166j 1.82815e-17+0.00646169j 5.61737e-15-0.00673331j 4.45297e-15-0.00041615j 1.30023e-15+0.00132461j 1.59859e-17-0.000143391j 2.56669e-16-0.0018103j -2.36069e-17+0.000645904j -3.24946e-18+0.00122005j -3.80333e-17-0.00301554j 5.10813e-17-0.00192083j 5.61378e-17-0.00151174j 3.99151e-17-0.00433604j -2.05281e-17+0.00103514j 9.68967e-18+0.00406982j -1.52702e-16-0.00879716j 9.60033e-17-0.00288904j 1.53839e-17-0.00511696j 4.14766e-17+0.00361636j 1.09388e-17-5.24845e-05j -3.91078e-17-0.00566694j -2.42061e-17+0.00547672j -3.54566e-17-0.00111709j -4.15272e-17-0.000173003j 4.16451e-18+0.00376745j -1.28648e-17+0.00234678j 6.85054e-17+0.00180965j -3.4653e-17-0.00557063j 3.92204e-17+0.00651114j 5.76688e-17+0.00272051j -2.05749e-18-0.00195154j 1.09905e-17-0.00109843j -9.64445e-17-0.0057521j 1.22585e-17+0.00331238j -1.28835e-17+0.00269374j 4.90439e-17+0.00288262j 1.22623e-17+0.00163102j 4.72421e-17+0.0061991j -3.31289e-17-0.00200454j -6.55198e-17-0.00534908j 7.52271e-17-0.00412716j -1.88277e-15-0.00413364j 
-1.04193e-15-0.00240316j -8.36912e-17+0.00200245j 1.47831e-18-0.00335771j -1.43652e-17+0.000423158j 1.17148e-17-0.00376517j 2.52127e-18-0.000914944j 1.07302e-17-0.00114997j -5.93274e-18-0.00277393j 2.18373e-18-0.00237686j -9.00135e-18+0.00322968j 1.07432e-17+0.00129693j -1.88077e-18+0.00141937j 1.51464e-17-0.000805893j 1.44289e-17-0.00470421j -7.90482e-18+0.00362137j 1.12032e-17+1.68373e-06j -3.00727e-17+0.00172891j -1.25783e-17+0.0029955j 2.73015e-17+0.000986348j 1.04083e-17-0.000442599j -2.43399e-17-0.00338333j 3.37529e-18-0.00409458j 1.27889e-17+5.21509e-05j 2.03107e-19+0.00159288j 4.37404e-17-0.00355521j 2.50255e-17-0.00350543j 2.46948e-17+0.0053726j -2.78218e-21+0.0022256j 2.58779e-17-0.000513435j -1.83994e-17-0.00332483j -3.58122e-17+0.000741596j 5.2137e-18+0.000807902j -2.59719e-17+0.00142403j -6.50683e-18-0.000645586j 7.08969e-20+0.000846046j -6.92975e-18-0.000162795j 4.95493e-17-0.00120957j -4.76251e-15+0.00577584j -3.87275e-15+0.000387974j -1.17994e-15-0.0011726j -7.88639e-17+0.00446796j 6.21174e-16-0.0039993j 3.43128e-17-0.00181532j -3.93611e-17+0.00056881j -1.23853e-17-0.0023176j 1.06271e-16-0.00182482j -2.84296e-17-0.000976698j -5.88394e-18+0.00209678j -8.80491e-18-0.000631608j -2.86019e-17+0.00107057j 1.27319e-17-0.00179545j -1.20891e-16+0.00648776j -2.74358e-17+0.000978573j -1.68681e-17+0.00304252j 3.3387e-18-2.05882e-05j 1.02516e-17+0.00179187j -2.95872e-17+0.00106748j 1.98096e-17-0.00151372j 1.85145e-17-0.00407886j 1.01291e-18-0.0022199j -3.86954e-18-0.000822391j 1.84915e-17+0.0047145j 1.72773e-18+4.65846e-05j -5.70912e-18-0.00177046j -8.64339e-18+0.00365562j -9.80046e-19+0.000593613j -8.99133e-18+0.00248586j -4.05107e-18-0.00210348j -4.93029e-18-0.000911872j 4.37404e-18-0.00415087j -6.71663e-18+0.00294936j -5.941e-18+0.000565398j -1.66373e-17+0.00109347j 1.08917e-17-0.00361002j 1.41629e-17-0.000477948j 4.45636e-17-0.00278397j -4.49985e-16-0.00114837j 
1.28422e-15+0.0030083j 1.21702e-16-0.00273778j -1.65506e-17+0.00406061j 3.24272e-17-0.000960994j -3.25205e-17+0.00462454j -8.39746e-18+0.00116143j -2.86185e-17+0.00174475j 1.21227e-17+0.00277917j -8.41805e-18+0.0027155j 3.04204e-17-0.00411401j -1.54449e-17-0.00122744j 5.62727e-18-0.00161433j -3.50546e-17+0.0014255j -2.79954e-17+0.00538775j 2.46989e-17-0.00431516j -3.75714e-17+0.000602639j 3.44603e-17-0.00194806j 1.66342e-17-0.00329237j -4.21528e-17-0.000656672j -1.80045e-17+0.000704127j 1.39414e-17+0.00417121j -1.28595e-17+0.00464411j -1.41828e-17-6.19055e-05j 1.53975e-17-0.00229232j -6.06217e-17+0.00410774j -1.57543e-17+0.00335418j -7.35804e-18-0.00663132j 9.86436e-18-0.0027742j -3.36344e-17+0.000517348j 1.26485e-17+0.00369724j 4.99262e-17-0.00100502j 1.08558e-17-0.00120447j 4.04674e-17-0.00198621j 5.5117e-18+0.000842984j -3.66962e-18-0.000787636j 3.10834e-17+0.00070518j -4.35663e-17+0.00087658j 5.07027e-15-0.00615543j 4.13243e-15-0.000416422j 1.26349e-15+0.00125312j 1.05837e-16-0.0051752j -7.61976e-16+0.00479065j -4.24407e-17+0.00205469j 5.17368e-17-0.00075996j -6.47158e-20+0.00293676j -1.39971e-16+0.0022753j 2.02872e-17+0.0012573j -2.18515e-18-0.00208012j 1.28021e-17+0.000648717j 4.87167e-17-0.00157516j -3.56927e-17+0.00280269j 1.46931e-16-0.00729581j 1.8435e-17-0.000718215j 3.81846e-17-0.00382739j -5.00372e-18+2.81867e-05j -1.96339e-17-0.00161748j 5.69256e-17-0.00168645j -2.89531e-17+0.00184851j -3.32648e-17+0.00474932j 2.05783e-18+0.00226947j 9.77914e-18+0.000763099j -4.60655e-18-0.00562088j -1.60683e-17+0.000400785j 1.70134e-17+0.00152369j 2.67703e-17-0.00446599j -2.54107e-18-0.00052978j 1.50945e-17-0.00279617j -1.25827e-17+0.00291164j 1.15951e-17+0.000788133j -1.06672e-17+0.00459884j 2.32007e-17-0.00365933j 1.29187e-17-0.000789556j 3.83633e-17-0.0017756j -2.9028e-17+0.0043546j -2.91872e-17+0.00099163j -8.05028e-17+0.00356895j 6.59351e-16+0.00167069j 
