-1.72138e-15-0.00407199j -1.26471e-16+0.00509833j -1.28595e-18-0.00463709j -1.25287e-17+0.00389951j 9.20548e-18-0.00572501j -3.95038e-19-0.00166907j 9.6349e-18-0.00420071j -3.91313e-18+0.000415479j 3.05879e-18-0.00210969j -2.72748e-19+0.0059969j -2.8326e-18-0.000725173j -3.59089e-18+0.00120626j 1.28461e-17-0.00444023j 1.03663e-17-0.00427379j -1.64737e-17+0.00452671j 5.24769e-17-0.00445968j -2.78098e-18+0.00133405j -4.34399e-18+0.00170018j 1.36784e-17-0.00259423j 3.62505e-19-0.0018574j -5.08814e-17-0.00526j 3.91766e-18-0.0033847j 9.66586e-18+6.34427e-05j 2.3036e-17+0.0049005j 4.30281e-17-0.00349519j 1.5673e-17+0.00168999j 7.87606e-17+0.00840869j 2.08343e-17+0.00368386j 5.98676e-17+5.51849e-05j 9.37773e-18-0.0022038j -4.83877e-17+0.00182242j -3.96406e-17+0.00279408j 6.18252e-18+0.00391532j -2.76227e-17-0.00135094j 1.76974e-19-0.000569531j -3.005e-16-0.00397571j 4.33296e-17+0.00265524j -1.49066e-15+0.00185546j -1.28146e-15+0.000146409j -4.24252e-16-0.000402225j -8.96733e-17+0.00448732j 8.14232e-16-0.00518476j 2.63035e-17-0.00146911j -4.9134e-17+0.00131741j -1.46853e-17-0.00418945j 1.54374e-16-0.00302539j 1.44139e-17-0.0019107j 2.48866e-17-0.000466234j -2.24597e-17-2.28454e-05j -4.2867e-17+0.00354815j -3.92014e-17-0.00713861j -8.30965e-17+0.00490056j -4.32733e-18-0.00208144j -1.84769e-17+0.00529355j 1.02883e-17-5.26997e-05j -5.08866e-20-0.00158028j -6.94197e-17+0.00439271j 9.46093e-18-0.00222265j 1.1997e-17-0.00427965j -7.12133e-19-2.39434e-06j -1.67607e-17+0.000572175j 3.34514e-17+0.00591648j 1.01645e-18-0.00330885j 1.59677e-18+0.00211086j 3.47208e-19+0.00538137j 2.34069e-18-0.000568222j -9.19955e-18+0.00188285j -3.22786e-17-0.00561915j -5.84959e-18+0.00106239j 4.62815e-18-0.00262604j -4.49965e-19+0.00475608j -7.0613e-18+0.00156154j -1.58597e-17+0.00485457j 1.39332e-17-0.00490329j -3.41888e-18-0.0037123j 1.17906e-16-0.00533666j -1.57509e-15-0.00366625j 
-2.24859e-15-0.00506812j -1.12993e-16+0.00409563j -4.83265e-17-0.00715983j 2.33768e-17+0.000654637j -4.01137e-17-0.00798944j -1.43051e-17-0.00192069j -3.23039e-17-0.00225694j 5.8249e-18-0.00623227j -1.49695e-17-0.00515594j 5.19181e-17+0.00677201j 7.74781e-18+0.00295352j 7.00556e-18+0.00308292j -2.77265e-17-0.00146986j -8.78022e-18-0.0101971j 3.2473e-17+0.0077575j -4.35037e-17+0.000336966j -5.56529e-17+0.00376538j -1.69547e-17+0.00656953j 1.78789e-17+0.00239884j -1.63429e-18-0.000850671j -1.11246e-16-0.00717057j -2.29339e-17-0.00890069j 2.8547e-17+0.000111845j 6.24049e-17+0.00319481j 6.02968e-17-0.00768665j 9.54062e-17-0.00796278j 1.4642e-16+0.0113824j 4.15662e-17+0.00470018j 5.65421e-17-0.00115193j -5.84539e-17-0.00726812j -5.34528e-17+0.0015217j 5.13824e-17+0.00159734j -8.34857e-18+0.00289093j -2.90842e-17-0.0013423j -1.20036e-17+0.00193392j -4.98981e-17-6.68918e-05j 1.51577e-16-0.00290242j -1.05351e-14+0.0127735j -8.56159e-15+0.00085639j -2.60654e-15-0.00259134j -1.25159e-16+0.00965303j 1.27111e-15-0.00855321j 6.18154e-17-0.00394845j -6.78527e-17+0.00117317j -7.66219e-17-0.00486807j 1.90606e-16-0.00385341j -8.78202e-17-0.00204069j -3.14254e-17+0.00472227j -1.54278e-17-0.00141028j -1.42559e-17+0.00212821j -6.37775e-17-0.00348045j -2.22918e-16+0.0141375j -9.56772e-17+0.00234315j 2.63622e-17+0.00640616j 6.02631e-18-4.20884e-05j -8.22891e-18+0.00412387j -2.22281e-18+0.0020582j 1.83436e-17-0.00321792j -2.73328e-18-0.00879868j 1.25065e-17-0.00496248j 4.67998e-18-0.00188124j 1.02856e-16+0.0100974j -4.43731e-17+0.00035136j 2.58577e-17-0.00411565j 4.17913e-17+0.0077702j -1.33331e-17+0.0013695j -3.57918e-18+0.00541655j -7.83783e-17-0.00428259j 9.00868e-18-0.0021179j -9.50201e-18-0.00908323j 4.03505e-17+0.00623807j 7.26894e-18+0.0011473j 2.9298e-17+0.00208178j -3.11149e-17-0.007704j -1.96726e-17-0.000791108j 2.63081e-17-0.00582495j -9.36111e-16-0.00229331j 
-1.09935e-15-0.00254393j -8.2306e-17+0.00237425j -2.20005e-18-0.00339735j -1.00698e-17+0.000922907j 6.75433e-18-0.003888j 7.37273e-19-0.000986264j 6.64628e-18-0.00155345j -4.20156e-18-0.00217294j 1.0023e-18-0.00222989j -2.83878e-18+0.00349713j 7.21375e-18+0.000936711j -1.37452e-18+0.0013236j 1.0371e-17-0.00131197j 1.06823e-17-0.004428j -5.80227e-18+0.00359331j 1.28611e-17-0.000664214j -2.39415e-17+0.00159208j -1.01122e-17+0.00266721j 2.14324e-17+0.000407532j 6.90156e-18-0.000633803j -3.09544e-17-0.00351096j 1.43717e-18-0.00380413j 1.17886e-17+5.14862e-05j 7.53952e-18+0.00201474j 3.95435e-17-0.00338605j 2.5015e-17-0.0025721j 3.76562e-17+0.00558362j 5.77453e-18+0.00234295j 2.99802e-17-0.000405438j -1.44528e-17-0.0030077j -3.46533e-17+0.000869484j 5.58484e-19+0.00106792j -1.68997e-17+0.00173166j -1.03918e-17-0.000721764j -6.67844e-19+0.00059666j -5.3947e-17-0.000724505j 4.91124e-17-0.000578278j -4.0596e-15+0.00493049j -3.31149e-15+0.00033444j -1.01402e-15-0.00100479j -7.41747e-17+0.00426952j 6.18489e-16-0.00399601j 3.07719e-17-0.00168185j -3.80274e-17+0.000654901j -1.52648e-17-0.00249253j 1.0647e-16-0.00192177j -2.21887e-17-0.00107208j -2.04162e-18+0.00161979j -1.02866e-17-0.000512295j -2.65673e-17+0.00139209j -1.47835e-18-0.00251197j -1.0726e-16+0.00595855j -2.48949e-17+0.000477797j -1.24708e-17+0.00324137j 4.18407e-18-2.44529e-05j 6.3255e-18+0.00120787j -3.05661e-17+0.00151564j 1.58118e-17-0.00155132j 1.40341e-17-0.00392503j 1.33998e-18-0.00178892j -4.87207e-18-0.000577207j 2.38502e-17+0.00468145j -1.43482e-18-0.000456285j -1.96556e-18-0.00111143j -3.1308e-18+0.00374845j -1.1186e-18+0.000393471j -7.63797e-18+0.00228385j -1.25178e-17-0.00253339j -3.63352e-18-0.000576141j 3.04381e-18-0.00373627j -2.05658e-18+0.0030861j -4.60214e-18+0.000688587j -1.17325e-17+0.00160551j 7.48892e-18-0.00364037j 7.71012e-18-0.000939112j 4.95117e-17-0.00303949j -6.0058e-16-0.0014724j 
2.12286e-15+0.00527696j 2.96068e-16-0.00691158j -1.05598e-16+0.00582135j 1.27968e-16-0.00562183j -1.46949e-16+0.00730221j -4.03287e-17+0.00218419j -1.26923e-16+0.00584601j 4.31956e-17-0.00145208j -4.47968e-17+0.00239149j 1.47966e-16-0.00786516j -2.69629e-17+0.00146176j 2.75583e-17-0.00134912j -1.40871e-16+0.00630331j -9.49348e-17+0.00487818j 1.23968e-16-0.00557881j -2.0885e-16+0.00657638j 1.87218e-17-0.00144388j 2.52189e-17-0.00160045j -9.98268e-17+0.00412372j -4.92929e-17+0.00260483j -5.88699e-17+0.00673209j -6.77469e-17+0.0037517j -8.96518e-18-7.77653e-05j 9.89609e-17-0.00674383j -1.21725e-16+0.00407783j 6.92508e-17-0.00355273j 9.39571e-17-0.0107729j 5.92774e-17-0.0047584j -7.38417e-17-0.000236747j -5.40784e-17+0.00224338j 1.08488e-16-0.00246277j 1.36748e-16-0.00387543j 8.77249e-17-0.00534227j 4.11759e-18+0.00179661j -2.55909e-17+0.00109581j 3.22348e-16+0.00581298j 4.3014e-17-0.00428123j 7.57373e-16-0.000988022j 7.18257e-16-9.84746e-05j 2.67599e-16+0.000238236j 2.01102e-16-0.00526454j -1.13095e-15+0.00643473j -5.53763e-17+0.00161687j 9.49048e-17-0.0017704j -8.64961e-17+0.00547605j -2.69408e-16+0.00390877j -7.82436e-17+0.00252179j -7.27243e-17+0.001322j 3.58318e-17-0.000157451j 1.51548e-16-0.00490783j -1.36936e-16+0.00998266j 1.7177e-16-0.00526263j -7.4262e-17+0.00336526j 1.52959e-16-0.00688469j -1.55556e-17+7.14761e-05j -6.18253e-17+0.0028724j 2.15968e-16-0.00615407j -6.06135e-17+0.00281925j -1.0229e-16+0.00507607j 2.2618e-17-0.000668253j 4.87469e-17-0.00109255j 8.98579e-17-0.00729725j -1.01472e-16+0.00489305j 7.67577e-17-0.00364827j 1.24455e-16-0.00682865j -2.66338e-17+0.00101749j 4.38851e-17-0.00202403j -1.0332e-16+0.00764897j 4.80197e-17-0.00184246j -4.5012e-17+0.002616j 1.14094e-16-0.00612038j 5.03961e-17-0.00213141j 1.54628e-16-0.00682723j -1.30814e-16+0.00613752j -9.8327e-17+0.00532921j -2.94975e-16+0.0070265j 2.08651e-15+0.00505842j 
1.01785e-15+0.00252901j 8.12758e-17-0.00468033j -8.9125e-18+0.00194581j 1.10864e-17-0.00524712j -1.2855e-17+0.00297438j -6.6002e-19+0.00114206j -1.24451e-17+0.00460831j 1.7315e-18-0.00479945j -6.29091e-18-0.000392165j 5.0781e-18-0.00419011j 1.62676e-17+0.00304501j 5.35496e-18+0.000315003j -1.19253e-17+0.00548725j -4.11487e-18-0.000627757j 2.53304e-17-0.00138267j -7.86637e-17+0.00673137j -3.81658e-17+0.000587809j -9.62579e-18+0.0019406j 9.7781e-18+0.00539789j 8.8209e-18+0.00213672j 2.48301e-17+0.00284713j -8.46495e-18-0.00105221j 4.82489e-18-1.72774e-05j -1.83556e-17-0.00499792j -7.79041e-18-7.41834e-05j 2.42674e-17-0.00782278j -5.7143e-17-0.00460563j -2.05365e-17-0.0022105j -5.06035e-17-0.000855577j -4.60274e-17-0.00167611j 2.49513e-17-0.00163418j 7.69468e-17-0.00300049j -3.57115e-17-0.00376546j 2.7693e-17+0.00106721j -3.23156e-18+0.00213195j 4.28602e-16+0.00575373j 2.02904e-17-0.0058257j -4.9146e-15+0.00588852j -3.89185e-15+0.000362688j -1.13487e-15-0.00115695j 2.7908e-17-4.97943e-05j -3.08486e-16+0.00180705j 8.6586e-18-0.00051401j 1.90902e-17-0.00113211j -9.12044e-18+0.00283495j -8.20258e-17+0.00181985j -7.03737e-17+0.00141374j -5.05489e-17+0.00385746j 2.12948e-17-0.0009156j 3.34056e-17-0.00374313j 5.42408e-17+0.0080701j -4.60709e-17+0.0023649j -4.35036e-17+0.00461249j 1.8353e-17-0.0034104j -1.06702e-17+4.85451e-05j 7.62257e-18+0.0050797j 7.50839e-17-0.00502206j 9.14379e-18+0.00107661j -1.17912e-18+0.000321746j 5.17381e-18-0.00333557j 2.25215e-17-0.00210035j -6.47369e-18-0.00183529j -1.11093e-17+0.00506252j -1.20367e-18-0.00584804j 1.93054e-18-0.00262068j -7.77835e-18+0.00175026j 4.35832e-18+0.000898371j 2.44749e-17+0.00531418j 6.3629e-18-0.00297459j -5.19013e-18-0.00228157j 4.5634e-18-0.00273958j 6.77934e-18-0.0015056j 1.54126e-17-0.00567984j -1.8397e-17+0.00196793j 1.34208e-17+0.00488224j -1.27172e-16+0.00386435j 1.68756e-15+0.00380429j 
4.67226e-17+0.00216767j 1.23074e-15-0.00293041j -9.31226e-16+0.00233497j 9.88526e-16-0.00247966j -1.18626e-15+0.00296455j -3.59177e-16+0.000903579j -1.00573e-15+0.00252196j 3.40093e-16-0.00087028j -3.55249e-16+0.000879735j 1.29642e-15-0.00325892j -2.92888e-16+0.000756887j 1.9919e-16-0.000490032j -1.09802e-15+0.00275383j -7.29457e-16+0.00180598j 8.90835e-16-0.00220552j -1.19712e-15+0.00294028j 2.00275e-16-0.000507724j 1.95551e-16-0.000476774j -7.62595e-16+0.00192224j -4.46381e-16+0.00112928j -1.06465e-15+0.0027401j -5.45977e-16+0.00135095j 8.61852e-18-3.06105e-05j 1.13255e-15-0.00288805j -6.36712e-16+0.00153974j 7.27441e-16-0.00186774j 1.70359e-15-0.0043881j 7.6367e-16-0.00194998j 2.31329e-17-0.000146766j -3.09726e-16+0.000737964j 4.38621e-16-0.00104194j 6.8995e-16-0.00166822j 8.94741e-16-0.00227491j -2.82438e-16+0.000751767j -2.19086e-16+0.000557345j -8.28265e-16+0.00258588j 7.76e-16-0.00201044j -3.61077e-17+1.86303e-05j 1.81665e-17-1.3103e-05j 1.82789e-17+1.305e-05j 8.43268e-16-0.00199754j -1.42538e-15+0.00255806j -2.42972e-16+0.000578179j 3.20792e-16-0.000746171j -8.948e-16+0.0022635j -7.17614e-16+0.00160208j -4.33577e-16+0.00104959j -3.13504e-16+0.000758154j 5.9378e-17-0.000120734j 8.59952e-16-0.00210885j -1.68685e-15+0.00431991j 7.70157e-16-0.00183571j -6.27917e-16+0.00158252j 1.13857e-15-0.00283549j -1.81196e-17+3.03144e-05j -5.59253e-16+0.001427j 1.09808e-15-0.00266626j -4.56835e-16+0.00113977j -7.83097e-16+0.00194429j 1.84343e-16-0.000475693j 2.27928e-16-0.000554002j 1.13584e-15-0.00288667j -8.6838e-16+0.00219128j 6.96011e-16-0.00177217j 1.09997e-15-0.00276157j -1.99441e-16+0.000502209j 2.8954e-16-0.000706765j -1.2726e-15+0.00325203j 3.55971e-16-0.0008964j -3.43408e-16+0.000838716j 9.9622e-16-0.00250121j 3.64289e-16-0.000907842j 1.18403e-15-0.00296514j -9.87817e-16+0.00245621j -9.24613e-16+0.00234447j -1.23088e-15+0.00291949j 7.93628e-17+0.00216997j 
-4.63489e-16-0.00128811j -4.88329e-17+0.00390321j 1.80455e-17-5.34969e-05j -1.29289e-17+0.00550799j 1.848e-17-0.000931549j 2.69636e-18-0.0006875j 1.68623e-17-0.00435375j -1.54661e-18+0.00700239j 9.03747e-18+0.00190836j -1.27475e-17+0.00260141j -2.16488e-17-0.00415495j -6.65879e-18-0.00122848j 1.44416e-17-0.00553425j 2.69033e-18+0.00361375j -3.16104e-17-0.000729707j 9.10017e-17-0.00740443j 5.86505e-17-0.00172088j 1.64833e-17-0.00399581j -2.02577e-17-0.00654972j -1.17636e-17-0.00207499j -1.4439e-18-0.00102887j 1.25592e-17+0.00370173j -1.33742e-17-1.34057e-05j 8.78438e-18+0.00450702j -1.25431e-17+0.00229089j -4.94382e-17+0.0107821j 3.0304e-17+0.00172675j 1.49495e-17+0.00104813j 3.90138e-17+0.00126005j 6.50002e-17+0.00390957j -9.25981e-18+0.00133648j -9.43804e-17+0.00279799j 4.65295e-17+0.00325645j -2.34737e-17-0.000772574j 5.6619e-18-0.00287054j -4.57014e-16-0.00622698j -6.09084e-17+0.00715896j 8.36474e-15-0.0100656j 6.68695e-15-0.000639994j 1.98149e-15+0.00200114j 1.04421e-17-0.00272174j -3.66861e-17+0.000497818j -2.85563e-17+0.00169341j 5.46968e-19+0.000891662j 2.6589e-17-0.00167775j 3.0451e-17-0.000867541j 9.91732e-17-0.000947932j 6.21587e-17-0.00554555j -1.84057e-17+0.0013995j -2.71995e-17+0.00345154j -5.07117e-17-0.00776002j 1.1851e-16-0.00663266j 7.10362e-17-0.00568108j -2.08067e-17+0.00186017j 9.77909e-18-4.05974e-05j -9.23683e-18-0.00670033j -7.45963e-17+0.00486007j -1.78973e-17-0.000243423j -2.55232e-18+0.00218084j -8.12441e-18+0.00504807j -2.45045e-17+0.00282109j -1.57097e-17-0.000911195j 1.96746e-17-0.00559687j -1.98991e-18+0.00753208j -7.58103e-18+0.000610612j 1.11064e-17-0.00229388j -2.01045e-18-0.00253283j -1.16955e-17-0.00453755j -7.40468e-18+0.00383822j 6.34379e-18+0.00508881j -1.06454e-17+0.00118027j -7.31063e-18+0.00130455j -1.81794e-17+0.00556737j 2.31045e-17+7.89645e-05j -1.44244e-17-0.00507264j 1.236e-16-0.00252011j -1.56793e-15-0.00347046j 
1.10446e-15+0.00253517j 5.49515e-17-0.00270933j 2.21444e-17+0.00317383j -1.25803e-17-0.00156032j 1.97521e-17+0.0037428j 7.61319e-18+0.00100677j 1.5712e-17+0.00200142j -4.02109e-18+0.00113574j 6.40955e-18+0.00183619j -2.6903e-17-0.00359064j 3.15908e-18-0.000345179j -2.60787e-18-0.00107775j 1.47353e-17+0.00192634j 7.12475e-18+0.00366856j -1.1743e-17-0.00325696j 4.41602e-18+0.00156017j 9.94497e-18-0.00126545j 2.6405e-18-0.00197858j 8.29449e-19+0.000452462j 5.82693e-18+0.000854533j 5.52813e-17+0.00340368j 1.01285e-17+0.0030758j -9.58361e-18-4.62921e-05j -3.5701e-17-0.00245092j -2.04364e-17+0.00286536j -3.46211e-17+0.00102749j -8.09769e-17-0.00542453j -2.59485e-17-0.00231731j -3.42751e-17+0.000217818j 1.24056e-17+0.00230695j 2.35304e-17-0.000980383j -4.43778e-18-0.0013511j -1.18739e-17-0.00202811j 1.98554e-17+0.000771013j 5.16087e-18-0.000191409j 1.32976e-16+0.00146674j -5.71042e-17-0.000370717j 2.72123e-15-0.00331705j 2.23704e-15-0.000230434j 6.93644e-16+0.000682358j 4.85843e-17-0.00363418j -5.47354e-16+0.00366184j -1.94621e-17+0.00135263j 2.82521e-17-0.000723818j 3.25036e-17+0.00253676j -8.77867e-17+0.00190173j 1.81164e-17+0.00111987j 1.1068e-18-0.000805226j 1.08127e-17+0.000299709j 8.10609e-18-0.00173635j 4.90104e-17+0.00332785j 6.71267e-17-0.00471168j 2.91827e-17+0.00027657j -1.28621e-17-0.00325802j -4.85373e-18+2.79544e-05j 8.75862e-18-0.000274472j 1.25549e-17-0.00203053j -1.54425e-18+0.00147708j 5.94959e-18+0.00338178j -4.62624e-18+0.00102611j 2.42864e-18+0.000179559j -4.79424e-17-0.00424827j 1.96799e-17+0.00113663j -1.46808e-17+7.88744e-05j -2.25784e-17-0.00357192j 4.3778e-18-7.528e-05j 5.2297e-19-0.00180713j 4.42006e-17+0.00293829j -4.15154e-18+4.93054e-05j 4.55092e-18+0.00283626j -2.06768e-17-0.00302688j -3.44629e-18-0.000807692j -1.50161e-17-0.00220418j 1.36358e-17+0.00338353j 1.69729e-17+0.0015201j -3.39453e-17+0.0031537j 7.79825e-16+0.00181362j 
-1.27159e-15-0.00294429j -8.18047e-17+0.00307838j -1.16675e-17-0.00372809j -5.20465e-19+0.00168488j -4.88363e-18-0.00437299j -3.28906e-18-0.00116449j -2.97392e-18-0.00223437j -6.25713e-19-0.00152355j -2.1457e-18-0.00220919j 1.1294e-17+0.00414913j 1.60045e-18+0.000517738j 1.04861e-19+0.00129961j -3.10452e-19-0.00211429j 3.10675e-18-0.0044084j 6.18227e-19+0.00384692j 1.08976e-17-0.00163353j -1.65305e-17+0.00153345j -6.65773e-18+0.00243284j 1.16603e-17-0.00035494j 6.07242e-19-0.000948161j -4.75247e-17-0.00397187j -3.57998e-18-0.00371424j 1.14277e-17+5.47591e-05j 2.34467e-17+0.00275844j 3.4186e-17-0.00342888j 3.03594e-17-0.00149835j 6.64791e-17+0.00632772j 1.77142e-17+0.00269477j 3.83158e-17-0.000289959j -1.15631e-17-0.00281638j -3.3997e-17+0.00111597j -2.78668e-18+0.00151216j -1.69822e-18+0.00229534j -1.79352e-17-0.000885163j -2.73164e-18+0.000302385j -1.27613e-16-0.00155552j 5.61094e-17+0.000242442j -3.4235e-15+0.00416946j -2.80927e-15+0.000288051j -8.68443e-16-0.000855833j -7.01243e-17+0.00434394j 6.6045e-16-0.00431643j 2.73492e-17-0.00163516j -3.79388e-17+0.000826491j -2.45577e-17-0.00293565j 1.12502e-16-0.0022113j -1.73117e-17-0.00129036j 1.73091e-18+0.00109586j -1.29488e-17-0.000389951j -2.21276e-17+0.00194723j -2.89183e-17-0.00370112j -9.38786e-17+0.00571564j -2.62631e-17-0.000171692j -2.31111e-18+0.00377827j 5.63158e-18-3.17535e-05j -1.10553e-18+0.000503338j -2.95914e-17+0.00225491j 9.53768e-18-0.00172914j 5.47981e-18-0.00403275j 2.73219e-18-0.001342j -5.65799e-18-0.000287125j 3.83934e-17+0.00501669j -9.83912e-18-0.00118461j 6.19013e-18-0.000295938j 9.19458e-18+0.00418086j -2.29737e-18+0.000150361j -5.10321e-18+0.0021919j -3.10431e-17-0.00333031j -5.4332e-19-0.000161512j -8.64107e-20-0.00347018j 8.70908e-18+0.003525j -1.49773e-18+0.000913909j -6.01199e-19+0.00243988j -1.03239e-18-0.00397809j -4.75387e-18-0.00164937j 5.50611e-17-0.00363788j -8.60331e-16-0.00203752j 
3.46555e-17+1.41298e-05j 9.85307e-18+0.00107875j -2.07493e-18+0.000692679j 7.26063e-18+0.00203267j -6.42178e-18+0.000440871j -2.8612e-18-7.05696e-05j -5.14403e-18-0.00143347j 3.83092e-18+0.00328772j -2.87207e-19+0.00124033j 9.13364e-18+0.000316387j -1.34014e-17-0.00187667j -3.23051e-19-0.000774931j -7.86669e-18-0.00196148j -8.81167e-18+0.00239193j -2.2613e-18-0.0010505j 2.18001e-17-0.00285373j 3.09053e-17-0.00103044j 1.08504e-17-0.00217618j -2.07047e-17-0.00273354j -1.09352e-17-0.000705596j -5.60146e-18+0.00032225j -9.63017e-19+0.00229633j -7.7563e-18-1.62447e-05j 1.40693e-17+0.00139844j -1.98996e-17+0.00163807j -1.75223e-17+0.00489967j 2.27907e-17-0.000475905j 1.30278e-17-6.88863e-05j 1.00701e-17+0.000594646j 2.6157e-17+0.0022129j 7.91291e-18+0.000357487j -3.12839e-17+0.000906608j 3.19012e-17+0.000952396j -1.04606e-17-0.000160574j 1.20001e-19-0.00128592j -1.84222e-16-0.00236505j -2.65771e-17+0.00301573j 4.23521e-15-0.00510589j 3.39965e-15-0.000329047j 1.01418e-15+0.00102026j 2.82652e-17-0.001998j -1.5565e-16+0.00104143j -2.04716e-17+0.00103821j 1.13472e-17+0.000222776j 4.44828e-18-0.0001542j -1.68108e-17+5.33389e-05j 4.03502e-17-0.000157811j 2.24383e-17-0.00258247j -4.78805e-18+0.000673489j 3.4256e-18+0.00110266j -3.82808e-17-0.00260899j 7.82801e-17-0.00393419j 2.73623e-17-0.00239715j 6.1273e-18+7.04977e-05j 2.94654e-18-1.1271e-05j -1.09854e-17-0.0029627j -1.25658e-17+0.00164611j -1.53566e-17+0.000227762j -1.21994e-17+0.0017069j -1.62941e-18+0.00241691j -6.58614e-18+0.00126184j 8.0331e-19-0.00135266j -8.99006e-19-0.00216671j 6.97279e-18+0.00327867j 9.21542e-18-0.000541274j 2.64043e-18-0.00101007j 3.80298e-18-0.00150414j -1.57319e-17-0.00130174j 1.49496e-18+0.00167281j -1.6746e-18+0.00284281j 6.64674e-18-0.000171717j 1.81822e-18+0.000382613j 7.53138e-18+0.00191315j -2.5792e-18+0.000797324j -1.7259e-17-0.00185326j 2.72957e-17-0.000379737j -5.16685e-16-0.00109342j 
1.45775e-15+0.00341419j 8.60078e-17-0.00428744j 1.7043e-17+0.00388017j -6.39083e-18-0.00329328j 1.2576e-17+0.00479531j 6.51882e-18+0.00140033j 9.10623e-18+0.0035389j -2.55537e-18-0.000386465j 3.48565e-18+0.0017546j -2.20716e-17-0.00503206j 7.60919e-18+0.000629798j -3.57209e-19-0.00100247j 8.00303e-18+0.00374585j 3.81739e-18+0.00355586j -1.23428e-18-0.00378347j -2.43381e-17+0.0037725j -1.5294e-18-0.00110666j 1.76203e-19-0.00140039j 1.75453e-18+0.00220693j 7.48849e-18+0.00156561j 6.14148e-17+0.00440677j 6.02881e-18+0.00281147j -8.22424e-18-5.30085e-05j -3.91003e-17-0.00412527j -2.5287e-17+0.00291173j -2.54603e-17-0.00147381j -9.62272e-17-0.00704517j -3.09115e-17-0.00308812j -5.12907e-17-5.31612e-05j -3.04429e-18+0.00182225j 3.33962e-17-0.00153224j 2.22711e-17-0.00235334j -2.10158e-17-0.00329403j 2.83989e-17+0.00113462j 3.59411e-18+0.000492449j 2.71625e-16+0.00336103j -4.95972e-17-0.00226135j 1.20077e-15-0.00149665j 1.03501e-15-0.000118952j 3.44118e-16+0.000325446j 6.11673e-17-0.00373947j -6.63454e-16+0.00433535j -1.78347e-17+0.00121982j 3.5992e-17-0.00110723j 2.76801e-17+0.00351463j -1.18329e-16+0.00253617j -5.4077e-18+0.00160395j -1.60696e-17+0.000420854j 1.80935e-17+1.13538e-05j 2.158e-17-0.0029879j 6.26419e-17+0.00601595j 5.60946e-17-0.00406354j 1.39947e-17+0.00177306j -3.8975e-18-0.00443945j -8.45479e-18+4.43192e-05j 9.76951e-18+0.00135938j 4.02541e-17-0.00370235j 2.14336e-20+0.00186105j 3.40297e-18+0.00356871j -2.52389e-18-2.59912e-05j 1.0408e-17-0.000494386j -4.77863e-17-0.0049453j 1.39994e-17+0.00279957j -1.33581e-17-0.00180794j -1.92393e-17-0.004506j 1.38653e-18+0.000488155j 2.79024e-18-0.00156135j 4.93539e-17+0.00472674j -1.15053e-18-0.000910191j 1.97372e-18+0.002169j -1.67513e-17-0.00398598j -2.7052e-19-0.00131378j -6.91423e-18-0.00409271j 5.11825e-18+0.00410217j 1.8965e-17+0.00313423j -7.93012e-17+0.00447918j 1.34144e-15+0.00308681j 
-1.54047e-16-0.000615956j -5.38406e-17+0.00324944j 3.9901e-17+0.00082782j -3.28266e-17+0.00521479j 4.37717e-17+8.55719e-05j 1.07649e-17-0.000425071j 3.8031e-17-0.00390837j -8.24045e-18+0.00749717j 1.68307e-17+0.00246779j -4.17684e-17+0.00166928j -1.64691e-17-0.00435712j -1.0777e-17-0.00155961j 3.67658e-17-0.00513992j 1.65993e-17+0.00472636j -5.00911e-17-0.00165416j 1.13591e-16-0.00715972j 5.95667e-17-0.00211679j 1.4446e-17-0.00464818j -8.13481e-18-0.00659124j -3.11688e-18-0.00189035j 3.17532e-17-0.000108552j 2.45882e-17+0.00465174j -1.65813e-17-2.66227e-05j -1.96741e-17+0.00394054j -8.45285e-18+0.00314632j -7.22978e-17+0.0113434j -2.00418e-17+0.00026224j -4.58834e-18+0.000430438j 2.95463e-17+0.00135283j 7.50067e-17+0.00465106j -9.72418e-18+0.00109797j -1.08855e-16+0.00249372j 2.96377e-17+0.00277562j -1.36616e-17-0.000577885j 1.08202e-17-0.00299712j -4.14962e-16-0.00597817j -9.13191e-17+0.00723878j 9.3352e-15-0.0112454j 7.47987e-15-0.000720433j 2.22516e-15+0.00224204j 1.11303e-17-0.003802j -1.73147e-16+0.00152895j -3.08911e-17+0.00211287j 3.5673e-18+0.000713142j 5.10443e-17-0.00101511j 1.7251e-17-0.00036081j 1.13575e-16-0.000660704j 6.88888e-17-0.00591119j -1.66281e-17+0.00151862j -3.93309e-17+0.00305683j -1.03458e-17-0.00703279j 1.28093e-16-0.00811252j 9.11781e-17-0.00574932j -4.33805e-17+0.0010016j 8.87606e-18-3.38602e-05j 2.13812e-18-0.00694787j -9.03102e-17+0.00441954j -1.13515e-17+0.000161153j 1.17692e-17+0.00317708j -1.26197e-17+0.00546244j -2.80127e-17+0.00294311j -4.83002e-17-0.00211598j 3.98355e-17-0.00542377j -1.75342e-17+0.00774648j -3.20623e-17-0.000367186j 1.58381e-17-0.00237343j -6.58012e-18-0.00310014j 2.14269e-17-0.00383632j -1.45196e-17+0.00395j 1.33485e-17+0.00600764j -3.29655e-17+0.000368616j -1.43534e-17+0.00111326j -4.20554e-17+0.00509661j 4.35168e-17+0.00102199j 5.12276e-18-0.0047795j 1.36317e-16-0.00170741j -1.37703e-15-0.00305474j 
