0.173695-0.0669169j -0.0394057-0.153851j 0.163926+0.301019j -0.140932+0.0940363j -0.370454+0.0965261j -0.186491-0.0236396j -0.000529845+0.148501j -0.0921789-0.0540187j 0.032342+0.0152411j -0.075224-0.334063j -0.0260646-0.0477956j -0.199633+0.0144928j 0.048463+0.101832j -0.0469326-0.265415j 0.30498-0.136354j 0.091018-0.282206j 0.22689+0.0793049j 0.140376-0.0342357j 0.0110396+0.149562j -0.0524313-0.024486j 0.042139+0.0606177j -0.042996+0.0319807j 0.0454944+0.0348381j 0.00259368-0.0208025j -0.00277306-0.0301994j 0.0469902-0.0186047j -0.0106202+0.0253905j 0.0342924-0.0255289j 0.0236533-0.0109285j -0.0536002-0.00397901j -0.0140135+0.0132561j -0.0249355-0.0145291j 0.0206195-0.00532206j -0.0023024-0.034941j -0.0194284-0.0318069j -0.0334117+0.00555207j -0.0188406+0.0474163j -0.0282447-0.0481302j 0.0621466+0.00152348j -0.0201096+0.0449277j -0.0431897-0.0236817j -0.00244138-0.00391983j 0.00252919-0.00126258j -0.0415948+0.0517014j 0.0119742-0.0232786j 0.0446931+0.0339127j 0.0147758-0.0124447j 0.0395101+0.00918003j -0.000944641-0.0108994j 0.0150959-0.0124032j 0.00124487+0.0124011j 0.0209422+0.0148001j 0.00655099-0.0167922j 0.0062562+0.00606606j 0.00844701+0.0139538j -0.00562435+0.00996333j 0.0155992+0.0191514j -0.0086551-0.0113584j 0.00656933-0.0205703j 0.00100627-0.0221579j -0.00203582+0.0227925j -0.0230469-0.0163898j 0.00590115-0.0156158j 0.0125764-0.0176136j 0.0087789+0.00784803j 0.0080147+0.0047364j -0.0102921-0.000710739j 0.0189436+0.0106089j 0.00824617+0.00403788j -0.0181362-0.00415808j -0.0155775+0.0153415j 0.009422+0.000678544j 0.0134012+0.00411021j -0.0025848+0.0127338j -0.025887-0.00289172j 0.0109765+0.00168415j 0.0150613-0.0132721j -0.00346912-0.00212467j -0.00793917+0.0043361j -0.00031777+0.0185983j 0.000826679+0.00263866j 0.00604374-0.0012888j -0.0040615-0.00447487j 0.0146018-0.0087262j 0.0108459-0.00826434j 0.0102898-0.0180969j -0.0234397-0.018915j -0.00624623-0.0132083j -0.0192278+0.00409292j -0.0049205+0.00907464j -0.0151013-0.0282478j -0.0185131-0.00851869j 0.00472412-0.018246j -0.0127293-0.000959402j 0.0143037+0.0277267j -0.0164265+0.01712j 0.0171347+0.0202933j 
-0.0013251-0.00526296j -0.00769897-0.000739095j -0.0020208-0.0107759j -0.00749329-0.000625499j 0.00500668+0.00381603j -0.00692541-0.011346j -0.00503937-0.000285869j -0.00888422-0.00886453j 0.0119312+0.00197629j -0.00159298-0.0104465j 0.00593136+0.00195872j 0.000602985+0.0026395j 0.00165266+0.00114267j 0.00670397+0.00883395j 0.00694782+0.00527671j 0.00530937-0.00156538j 0.000266151-0.00762473j -0.00985389+0.000319308j 0.000132477-0.00529617j -0.0025721+0.00608835j -0.00223062+0.00695177j -0.00323919+0.00431775j 0.00155125-0.00161417j -0.00150654-0.00235801j 0.0102772-0.00347907j 0.00274346-0.000802074j 0.00196179-0.00158468j -0.00138084-0.0111827j 0.0074243+0.000390017j -0.00154376-0.00239864j -0.01703+0.011194j 0.000380072-0.00536682j 0.00645388-0.00886999j -0.00671066+0.00930082j -0.00322392-0.00543329j 0.000264554+0.00531614j 0.0060559-0.00436057j 0.0053977-0.00797683j 0.0095755-0.00838071j 0.0031736+0.0020821j -0.00643735+0.000553691j 0.00524445-0.00349876j 0.000888454-0.00570647j 0.00859607+0.00398396j -0.00197885+0.00093017j -0.00306726+0.00113354j -0.00167949-0.00317931j -0.00289622+0.00243659j -0.00277797-0.000455512j 0.00259429-0.00316842j 0.0038526-0.00340426j 0.00382731+0.00340348j -0.00203202+0.00178724j 0.00274593-0.00388039j -0.00365667+0.00762303j 0.000214977-0.00046755j -0.00173521-0.00262204j -0.00703198-0.00694675j 0.000414926-0.00382557j -0.0164921-0.00581902j 0.000803073+0.0047908j 0.00814266+0.00575603j 0.0079685-0.00207608j 0.00416974+0.0182358j -0.0135478+0.00292226j -0.00413434-0.00234354j 0.001097-0.0136671j 0.00312036+0.000322934j -0.00403528+0.00103948j 0.00399981+0.00581589j 0.00856268-0.00973187j 0.00253625+0.0102879j 0.00508712-0.00659498j 0.00576427-0.000851713j 0.0118471+0.00653426j 0.00147234+0.00345066j 0.000838316-0.0102916j 0.00261923+0.00640969j -0.00983854-0.000440055j -0.00522859+0.0120352j 0.00435861-0.00114561j 0.00280675-0.00254851j -0.00224144+0.00500794j 0.00702727-0.000315159j 0.00387167-0.00192865j -0.00153276-0.00381285j 0.000430535-0.00132022j 0.00119488-0.00178526j 0.000354493+0.005197j -0.00565446-0.00138879j 0.00145102-0.00183037j -0.014666-0.00627198j 0.00858836+0.0112354j -0.00172147+0.00823677j 0.00693338+0.00422678j -0.000718883-0.00307606j 0.00167195+0.00213551j 
-0.00301546+0.00299424j 0.00428134+0.00285132j -0.00730546-0.00982478j 0.00200212-0.00977487j -0.000633333-0.00217953j -0.000724047-0.0006378j -0.00484585+0.00165848j -0.00164238+0.00121491j -0.00242575+0.002074j -0.000508169+0.00618711j 0.00919022+0.00907148j 0.00186178+0.00717014j -0.00230131+0.00648514j 0.00357223+0.0030151j 0.00326721+0.00540517j -0.00552996+0.00421414j -0.00201106-0.00370664j 0.00104065-0.0119434j 0.00645863+0.00687553j 0.00219378-0.0101946j -0.000638319-0.000698633j -0.00384353+0.000991624j -0.000827039+0.00211456j 0.0057253+0.000626591j -0.00264946-0.00150549j -0.00251725+0.00259355j -0.000879991+0.00519851j 0.00162339+0.00494965j -0.00547317+0.00176648j 0.00397645+0.00150431j 0.00570637-0.00588393j 0.000418496+0.0112086j 0.00257293+0.00670405j 0.00159002+0.00675015j 0.00616633-0.000436045j -0.00603292+0.000789635j -0.00318599+0.00412526j 0.000998072-0.00842043j -0.00295246-0.00106023j -0.0073341-0.00155332j -0.00430917-0.0020149j -0.005157+0.0106905j -0.00890287+0.00903804j 0.0061757-0.00143978j 0.00129249-0.00920243j 0.000625713+0.00277942j -0.000440571+0.00291603j -0.00645955-0.0130306j 0.00414303-0.00339798j -0.000668904+4.49851e-05j 0.00742204-0.00258887j 0.0035803+0.00268224j -0.00877501-0.00165368j 0.00272724+0.011165j -0.00332317+0.0163436j 0.000120023+0.000120174j -0.00605179-0.00176595j 0.00363836+0.000697634j -0.00833477+0.0127493j 0.000978424-0.00545431j -0.000727008-0.000757438j 0.00133705-0.00144303j -0.0030447-0.00138592j -0.00421027-4.19597e-05j -0.00996527-0.000918929j 0.00118735-0.0152134j 0.00407591+0.00125579j 0.0016219+0.0107466j -0.00654976+0.00344867j 0.00919205+0.00218948j 0.00273337-0.0101829j -0.00213676+0.00200539j 0.00112402+0.00381422j -0.00180426-0.0120296j 0.0136406-0.000728403j -0.00945419+0.00426353j -0.00791045-0.000868403j -0.0040778-0.010001j 0.00391907-0.0025467j 0.00526196-0.00368799j -0.00538245-0.00993607j -0.0151013-0.00304574j -0.0026589+0.0143436j 0.00416794-0.000961782j 0.00301304-0.00651604j 0.00693816+0.0126181j -0.015384-0.00203292j 0.000629322-0.0125358j 0.00569213-0.00674691j 0.000540853+0.00149196j -0.0102924+0.00376259j -0.003741+0.000454965j 0.00519287+0.00830697j 0.0114445-0.0049898j -0.000688341-0.0172671j 0.000112679-0.00541917j -0.00376643-0.00663931j 
-0.00658522-0.00923453j -0.00118816-0.00158206j -0.00297726+0.00490943j 0.000645646+0.00820343j -0.00174513-0.00135939j 0.00418507-0.00988307j 0.000159302-0.00329895j -0.00806845+0.0071007j -0.00263925+0.00245979j -0.00498338-0.00719344j 0.00440594+0.0025661j 0.00129307-0.00532566j -0.00291463+0.00411574j 0.00220053+0.00295704j 0.00331886+0.00908225j 0.00493525-0.00680804j -0.00674718-0.000473887j -0.00745699+0.00467378j -0.0056739+0.00012879j -0.000510739+0.00399884j -0.00529526-0.00174404j 0.00179973+0.00519799j 0.00480307+0.00357954j 0.00411574-0.00408703j -0.00908529+0.000421513j -0.00673132-0.00225795j -0.0028254+0.00830334j -0.000623735-0.00521002j -0.00479278-0.00575723j 0.00236117+0.00745821j -0.00236302-0.000495902j 0.00117766-0.00328424j -0.00144596+0.000271182j 0.00477619-0.00549539j 0.00467885-0.00557736j -0.00487055-0.00126284j 0.00406029-0.00483239j -0.000542903+0.001903j -0.000828456+7.88685e-05j 0.00648346+0.00149321j -0.00627838+0.00484997j 0.0109189-0.00319284j 0.00445712-0.00205573j 0.00267825+0.00562439j -0.00632035+0.0134272j -0.00514183-0.0074418j -0.00494975-0.0020378j 0.0114598+0.0047876j 6.98208e-05+0.00365374j -0.0015669-0.00368686j 0.00366909-7.46305e-05j 0.00534961+0.0112277j -0.0123322-0.00689039j -0.00660514-0.00629174j 0.00119301+0.00502295j -0.00358676-0.00309062j 0.0177937-0.00506259j -0.00668152+0.0167701j -0.00642886+0.0103512j 0.00020446-0.00730806j -0.00020095+0.00169065j -0.00542951-0.00900634j -0.00460491-0.000826922j -0.00166494+0.00323796j 0.000788281-0.00786705j 0.00367833-0.00931227j 0.0041372+0.000106792j -0.00859135-0.0102754j -0.00279437-0.00411027j 0.000392008-0.00308144j 0.00116781-0.00104629j -0.00480993-0.00212248j 0.000983642-0.0112141j 0.000696421-0.00353107j -0.00733907+0.00179741j -0.00415529+0.00721293j -0.00391369+0.00541815j -0.00463414+0.0108591j -0.00907355-0.00193784j -0.00868837+0.00972948j 0.00660534+0.00479689j 0.00204719+5.79754e-05j 0.00734834-0.00287755j 0.00993783+0.00244697j 0.00389663+0.00500222j -0.00657406-0.0128665j 0.0161586-0.00265741j 0.00146622+0.0108612j -0.00363835-0.00474474j 0.00300362+0.00396002j 0.0188016-0.00353503j -0.00516159-0.0083326j 0.00951061+0.0029548j -0.00835584+0.00879917j -0.00394935+0.00694238j 0.00314952+0.00631598j 0.00037042+0.000162554j 
-0.00248557-0.00056024j -0.00778765-0.00211329j -0.00114597+0.00253646j -0.0037387+0.00498075j -0.00395599-0.00236366j 0.00797227-0.000426598j 0.0032844-0.00521315j -0.0013218+0.00210939j -0.00200093+0.00626824j -0.00124948-0.00282388j 0.0023678+0.00467282j -0.00895778-0.00109042j 0.0036125-0.00320607j -0.000414478+0.0026129j 0.00648939+0.0091786j 0.00629304-0.0075924j -0.000775742+8.95136e-05j -0.00857935+0.00436541j -0.00178904+0.0104423j -0.00467196-0.00700724j 0.00219311+0.0032672j -0.0112672+0.00171623j -0.00110828-0.00253282j 0.00551067-0.00115607j 0.00865411-0.00210755j 0.00769825+0.00382764j -0.00416666-0.000119974j -0.00304533+0.00326243j -0.0041894-0.00459891j 0.00679552+0.00200261j -0.00347559+0.00247259j -0.00385943+0.00898541j -0.00111785+0.000728592j 0.000907276-0.00263896j -0.000772326-0.0019843j -0.00129002-0.000192831j 0.00613984-0.00579714j 0.0063631-0.00163004j 0.00071559-0.00214219j 0.00319085-0.00277444j -0.0011678+0.00244421j 0.00533562-0.00366797j -0.0012009-0.00381266j -0.00527403-0.00176792j 0.000829865-0.00102725j 0.00193926+0.00364476j 0.00558405+0.00291209j -0.0141086-0.0081741j -0.00184703-0.00078553j -0.00206547+0.000107385j -0.00589118+0.00114041j 0.000465653-0.0017487j 0.00306494-0.00213416j 0.000393482+0.0065513j -0.00417265-7.25687e-05j -0.00141499+0.00189749j 0.00159743+0.0042171j -0.00967126+0.00979639j 0.000731539+0.00102515j -0.00931236-0.00856227j 0.000671143-0.0140067j -0.0107918-0.00397149j 0.0101208-0.00551886j 0.00432496+0.00378146j 0.00343046+0.000680304j -0.00542536-0.00465365j 0.00477591+0.000327674j 0.00181789+0.00709204j -0.00561798-0.00949661j -0.00296778+0.00132819j 0.0197583-6.30941e-05j -0.000151608-0.00673637j -0.00978451-0.00231642j -0.00173076+0.005126j -0.00748724+0.0119153j 0.0067963-0.00780659j -0.00396974+0.00250743j 0.0072407+0.00131272j 0.0165364+0.014233j 0.00440202-0.00116827j 0.0154266+0.00128781j 0.0110509+0.00467925j 0.00404237-0.0109706j -0.0142771-0.00949466j -8.66068e-05-0.00068108j -0.00146073+0.00140262j 0.00701103-0.00853235j 0.00795445-0.0015871j -0.0115917+0.00298062j -0.00817945+0.00279275j -0.00395611+0.0023422j 0.000922951+0.00240589j -0.0010866+0.000320725j 0.00219108-0.000243523j 0.000225136-0.00515677j -0.00185635+0.00349929j -0.00291216-0.00573213j 
0.000154554+0.00565189j -0.00138811-0.00540526j -0.00194229-0.000254823j 0.000248631-0.00487968j -0.00480336-0.000411404j 0.00232136-0.00763002j -0.00131413+0.000441427j 0.00077856+0.000964125j -0.00335358-0.00319586j -0.00610632+0.00163749j -0.00319568-0.00214476j 0.00981794-0.0102356j 0.00654199+0.00683059j 0.0068269+0.0129081j 0.00867007-0.00023387j 0.00447868-0.0063923j 0.00188653-0.00258605j 0.00280948-0.00640145j -0.00141736+0.000245503j 0.00485994-0.00217222j -0.00925979-0.00322783j 0.00546422-0.00594343j -0.00079352+0.00287095j -0.00102707-0.00248051j 0.00635217-0.00470038j -0.00465619-0.00607114j -0.00627567+0.00474191j 0.00200933-0.0022177j 0.000954302+0.00323959j -0.00436227-0.00542537j -0.0106639+0.00721994j -0.00246245-0.00582229j -0.00198048-0.00335211j 0.00225088+0.00294522j -0.00574641+0.00109763j -0.00146778-0.00202183j -0.00225406-0.00216839j 0.00346212+0.0026602j 0.00527739-0.00662669j 0.00454655-0.00174891j 0.00182935-0.000386822j -0.00744381+0.00309245j 0.00299415+0.00635913j 0.000391068+0.00124798j -0.000666161-0.00296265j -0.00808437-0.00229004j -0.00651688-0.00218721j 0.00481836-0.00213488j -0.00547623+0.0017873j -0.00395586-2.86191e-06j 0.00337389-0.000828008j 0.00166783-0.00383235j 0.00342426-0.0043132j -0.00235059+0.0110791j 0.000493046+0.000629287j -0.00166359+0.00369204j 0.0020036-0.00881514j 0.00530969-8.37384e-05j 0.00387267-0.00256527j 0.0038683-0.0067785j 0.00442583-0.00392429j -0.00302601+0.00624399j -0.00269867+0.00505909j -0.00116923+0.00271069j 0.00416434-0.0063781j 0.0151229+0.00449904j 0.00179-0.00437989j -0.000195005-0.00386142j 0.00143027+0.00266031j 0.00358439-0.00533175j -0.0044526-0.00334719j -0.00124781+0.00214351j 0.00133217-0.0093875j 0.00864979-0.00890368j -0.0142892-0.00423809j -0.00570622+0.00390241j 0.00246276+0.00673777j -0.00188259+0.00274304j 0.00697058-0.00739151j 0.00389673-0.0160646j 0.00517929+0.00387351j 0.00308833-0.00630178j 0.0013878-0.0107561j 0.00764927-0.00668272j -0.00458249-0.00150163j 0.0109706-0.00421137j 8.68766e-05-0.00659203j 0.00754573-0.00484241j -0.00213344-0.0129108j 0.00733228+0.00690634j -0.00280487+0.00613823j -0.00225364+0.00417627j 0.00273257+0.00136632j 0.00203241+0.00121223j -0.00243077-0.00600249j -0.000476132+0.000164589j -0.00154054-0.00224917j 
-0.00137658+0.00377868j 0.0064974-0.00367658j 0.00110826-0.00828226j 0.0030456+0.00293998j 0.00156523+0.0065062j 0.00587837-0.00254772j 0.0101336-0.0101589j 0.00066381-0.00593416j 0.00522934+0.00892321j 0.00718394-0.00107905j 0.00325126+0.000847666j -0.00834222+0.00270166j -7.98814e-05-0.00564828j -0.00448351-0.00396656j 0.000339628+0.00213933j -0.000488518-0.00238124j 0.0071177+0.0031184j -0.00158829-0.00656865j 0.00469652+0.00150465j -0.000258849-0.00294714j -0.012956-0.000584869j 0.006142-0.00245218j 0.00537759+0.00768577j -0.000834647+0.00392551j -0.0157555-0.0120701j -0.000132306-0.00626915j -0.000253296+0.00811032j -0.00149307+0.00121399j 0.0107262-0.00497142j -0.00164399-0.000746001j -0.00205744+0.00217546j -0.00500298-0.0114626j -0.00257506+0.00528617j 0.0018165-0.00248542j 0.00208807+0.0065361j -0.00198565-0.000874303j 0.00170534-0.00360263j -0.000575348-0.00149306j -0.000646003+0.00127962j -0.001544-0.00486979j -0.00294327+0.000869226j -0.00162208+0.00393261j -0.00451542+0.0051673j -0.00102181-0.00376657j 0.00316068-0.00174167j 0.000304777+0.000558169j 0.000706262-0.00320184j -0.00317706-0.00445642j 0.0070109+0.0054198j -0.00192283-0.000423708j -0.00140042-0.00412577j -0.00618522+0.00444424j -0.000489392-0.0061006j -0.00111175+0.000814531j 0.00260052+0.00174294j -0.00242777-0.00379815j -0.00955608-0.00855082j -0.00307835-0.0014859j 0.00244377+0.0078251j -0.0012502-0.00563785j -0.00152528-0.00242518j -0.00394028+0.00479682j 0.00140842-0.00817899j -0.00869322-0.00166902j -0.0047451-0.00633455j -0.00193018+0.00271967j 0.000394818+0.00477307j -0.00326867-0.0057607j 0.00944458-0.00238472j 0.00375729+0.00603663j -0.00641015-0.00880792j -0.0049868-0.00109899j 0.000182872+0.0103147j 0.0148682+0.00673289j -0.00852523-0.00017696j 0.000257369+0.00247489j -0.000895889-0.00231471j 0.00141232+0.00604366j -0.000523914-0.00726246j 0.00283087-0.00301557j 0.00818695+0.0124722j -0.00245647-0.00686767j -0.0041026+0.00301025j 0.00306603-0.00355935j -0.0124754-0.00445686j 0.00346838+0.000208641j -0.0042377-0.00252567j 0.00655505-0.00302391j 0.00214959-0.0119689j 0.00132934-0.0014844j -0.00464788+0.00376996j 0.00217181+0.00429045j 0.0054716+0.00219161j 0.00477248-0.000244625j 0.00292607-0.00893129j -0.000996406-0.000846803j -0.0052656-0.00564696j 
0.00234323+0.000733623j 0.00147548+0.00566089j 0.0024077-0.00326825j 0.00175766-0.00124735j 0.000238551+0.0023246j -0.00434377-0.00867699j -0.00399107+0.00172777j 0.00369414+0.00515326j -0.011211-0.00335755j 0.00210084+0.00614194j 0.0014016-0.00796961j 0.0141835+0.00203706j -0.00929362+0.00158465j -0.00465159-0.00640582j -0.0132808-0.00374765j -0.00500908-0.00642279j 0.00105599+0.00649143j -0.00469547+0.00593661j 0.00261944+0.00020412j -0.000490245-0.00145837j -0.000953248+0.00131562j 0.00156731+0.00739285j 0.00597747-0.00864061j -0.0034673+0.000574083j -0.000722257-0.00143715j 0.00598839-0.00341164j 0.00877582-0.0123097j 0.00130775+0.00321098j 0.00314658-0.00354131j -0.00319539-0.00194682j -0.000256279+0.00396855j -0.00465739+0.00604486j 0.00316197-0.00032009j -0.00427451+0.00254944j 0.00744494+0.00407778j 0.00203777-0.00366298j 0.00303571-0.00476057j 0.00118778-0.00155489j 0.00354938-0.00547277j -0.00417645+5.65324e-05j 0.00193511+0.00127182j 0.0026023+0.000175808j -0.000149036+0.00305796j 0.00513381-0.000697946j 0.00508061-0.00171109j -0.00410074-0.00599585j -0.00197209+0.000279131j 0.000746015+0.00933545j -0.0049197+0.0039701j -0.00190547+0.00318017j -0.001407-0.00417771j 0.00579039+0.00232213j -0.00286454-0.00465974j 0.00123066-0.00466748j 0.00109061-0.000664348j -0.0129916-0.000472316j -0.00285428-0.00531573j -0.00164733-0.00409491j 0.00121235-0.00487902j -0.0063824-0.0025486j 0.000889362+0.000293008j 0.000996134+0.000862886j 0.00515448-0.00362744j 0.00641492+0.0044193j 0.00116109-0.00436588j -0.000901461-0.00473826j 0.00938712+0.000483515j 0.0160141+0.000201732j -0.0074213+0.00051113j 0.00592687+0.00236198j 0.0148162-0.00155596j -0.0018648+0.00204948j -0.00293817-0.00998767j 0.00141538+0.00787991j 0.00510306+0.00417135j -0.00481709-0.00209903j 0.00773101-0.00520682j 0.000205856+0.00379006j -0.00247883+0.00599319j -0.0011138+0.00144069j 0.000935548+0.00694448j 0.00227027-0.00161801j 0.00576626+0.0024413j 0.0056197-0.00119697j 0.00063011-0.00689994j 0.00303366-0.0036098j 0.000651229-0.00700558j 0.00341833+0.00822667j -0.00508871-0.00417046j -0.000769612+0.00240808j -0.000698913+0.00271576j 0.0025916-0.000435349j 0.0016601-0.000265626j -0.000856341+0.00160075j -0.000364199-0.00105574j -0.00195299+0.00279136j -0.00741888-9.09695e-05j 
0.00270877+0.00156926j -0.00253106+0.00176864j -0.002371+0.00390348j -0.00144747-0.00216221j -0.000207924-0.00320802j -0.00127299+0.0112114j 0.00646641-0.00268621j -0.00929958-0.00306337j -0.000719631+1.75063e-05j 0.00501241-0.00156271j -0.00780012+0.00407561j -0.00182549-0.0102559j -0.00364975-0.000752498j 0.00591319-0.00198542j -0.00254974+0.000756279j -0.00678133+0.00490563j -0.00260494-0.00299303j 0.00314574-0.00159119j -0.00150161+0.00703912j 0.00914219-0.00336189j -0.00241766-0.00352793j 0.00084845-0.00316722j 0.00577705+0.0035518j -0.000617071-0.00376226j 0.00493658+0.00453374j -0.0107103-5.94991e-05j -0.00182444+0.00993998j 0.000983469+0.00750178j -0.0129893+0.011516j -0.00175401+0.00352511j 0.00762274-0.00334926j -3.35746e-05+0.0055337j -0.0101327-0.000280471j 0.0103394-0.000197824j 0.00304632-0.00485562j -0.00584277-0.00560889j 0.00180091-0.00213129j -0.00157856+0.00272387j -0.000788887-0.00390633j -0.00690633-0.0021432j 0.0046396-0.00183982j -0.00305758+0.00168875j -0.00121007-0.000305223j 0.00128155-0.000507266j 0.00341279+0.00428288j -0.00571614-0.00355002j -0.00413404+0.00495549j 0.00285612+5.2738e-05j -0.00705282-0.00207743j -0.00343784+0.00127202j 0.000133581+0.00338246j 0.000738883+0.0042527j 0.00692246+0.00512977j 0.000114546+0.00630623j 0.00310952+0.00402791j 0.012626+0.00379958j 0.000630651+0.000904892j 0.00243132+0.00178997j -0.00247493-0.000344087j -0.00213969-0.00759318j 0.0071233+0.00183419j 0.00511971+0.0114914j -0.00513283+0.00278052j -0.00755375+0.00263771j -0.00553632-0.000977883j 0.00747868-0.00667971j -0.0056696-0.00470563j -0.0175246+0.00968532j 0.00805711-0.00226266j 0.00238432-0.0021901j 0.00250281-0.00453317j 0.00336965-0.00989678j -0.00421222-0.000119396j -0.00259466-0.00156556j 0.000366324+0.0012476j 0.000275486-0.00550279j -0.000725252+0.0077028j 0.00204777-0.00749225j 0.0115943+0.00622859j -0.00245196+0.000501889j -0.0065954-0.00341507j 0.00980662+0.00213468j 0.00243229+0.00402776j 0.005221-0.00728147j 0.00473926-0.00362312j 0.00474289+0.000624567j -0.0016387-0.00615111j 0.00513958-0.000798155j -0.00592622-0.0057177j 0.0118171+0.00662239j -0.00150128+0.00142555j -0.00214383-0.00405052j -0.00528035-0.00024616j 0.00347389-0.0060303j -0.00187498-0.00514401j -5.36905e-05+0.00367346j -0.00559382-0.00156981j 
-0.00335315+0.00201996j 0.0061863+0.00415582j 0.0044714+0.010115j 0.00433012-0.00331855j -0.00491344+0.00196436j 0.00068664-0.00358183j 0.00311129+0.0032113j -0.00155997-9.16289e-05j 0.000919499+0.00481779j -0.000802323+0.00246638j 0.0119841+0.000307752j 0.00464843-0.00106461j 0.00340682+0.00807604j 0.0078358+0.00111222j 0.0101944+0.00102676j -0.00137614+0.00254555j -0.00699515+0.000791968j -0.00375156-0.00147712j -0.00661456+0.00056106j -0.00279345+0.00330167j 0.00525809+0.000995528j 0.00572948+0.00266488j 0.00402022-0.00626491j -0.00418282+0.00601844j -0.0112308-0.00589326j -0.00164732-0.00215308j 0.00517999+0.00688829j -0.0034127+0.00631954j 0.00335965-0.000740437j 0.0131501+0.00394996j 0.00126265+0.00299157j 0.00483766-0.00199331j -0.00759388+0.00160753j 0.0010833+0.0058619j 0.00507559-0.00795751j -0.00110826-0.00588593j 0.00730543-0.00295859j 0.000576674+0.00726188j 0.008021-0.0157714j 0.00531064-0.00474189j 0.00506184-0.000837688j -0.00407666-0.00154797j 0.00223434-0.0024859j -0.00560927+0.000650405j 0.000376932-0.00858395j -0.00582363-0.00844599j -0.000462588-0.00608952j -0.00332781-0.00399346j 0.0054479+0.00927603j -0.0036956-0.00458426j -0.000139323-0.00134255j -0.00173822+0.00442193j -0.000345309-0.00274329j -0.00189288+0.00254266j -0.00487431-0.0109129j -0.00414302+0.000733697j -0.00147798-0.00382929j 0.00669642-0.00293386j 0.00924495+0.00999817j 0.00146565-0.00448929j -0.00348014-0.0061334j -0.00185556-0.00501216j -0.0012457+0.00125746j 0.000745137-0.00420361j 0.00409847+0.00534906j -0.00241236+0.00242382j 0.0046594-0.000324068j 0.00217606-0.000738892j -0.00231547-0.00112285j 0.000751033+0.00337885j -0.00285393-0.0116141j 0.0128536+0.00664267j -0.00601972-0.00501786j -0.00189034-0.00168653j -0.00222459-0.00478281j 0.00518092+5.39492e-05j 0.00729614+0.00258138j -0.00219322-0.00976172j -0.00577701-0.012084j -0.00370799+0.00682641j 0.00768705-0.000758895j 0.000142108+0.00045218j 0.00214834+0.00181515j 0.00305095+0.00529165j -0.000776529+0.00314828j 0.00766161+0.00112039j -0.00672367-0.00230697j 0.00567992-0.000218282j 0.00438768+0.00129696j -0.000355986-0.00561498j 0.00411089+0.00491187j -0.0151907-0.0158369j -0.0199813-0.00880891j -2.62e-06-0.00482753j 0.0020129-0.00456273j 0.00138576+0.00229239j -0.00130089+0.00493582j 
-0.00288394+0.00049041j 0.00315182-0.00237121j 0.00239909-0.00405971j 0.00223417+0.00221776j 0.00493267+0.00360806j 0.000191649-0.00680614j 0.00107988-0.000942472j -0.00466317-0.000187731j 0.0021359+0.000678457j 0.00159731-0.00913581j -0.00276954-0.0104135j 0.00952741-0.00234477j -0.00721458-0.00479709j -0.00663583-0.00016412j -0.00703708-0.00545248j 0.000110651-0.0031462j 0.00252574-0.00300542j 0.00130604-0.00423492j 0.000632286+0.0037321j -0.00285484-0.00533527j 0.00290117+0.00218615j 0.00373988-0.000471565j 0.000835719+0.0045331j -0.000848626+0.0151328j -0.00902008-0.00725464j -0.00861377-0.00127066j 0.00265132+0.00333639j -0.00459025+0.00388222j 0.00772409-0.000348845j 0.00206595+0.00461738j 0.000794481-0.000937125j 0.00109016-0.0061621j 0.00048522+0.00733565j -0.00566725+0.000750351j 0.00411706+0.00234846j -0.000676383-0.00274984j -0.000694386+0.00202916j -0.00137212-0.00245905j -0.000860191+0.00164294j -0.00333225-0.000738723j 0.00392059-0.00083231j 0.00259321+0.00303894j 0.00164955-5.18258e-05j 0.000670299-0.00400214j 0.00189247+0.00106802j -0.00179193+0.00248581j -0.00561274+0.00284522j 0.000939767-0.00473906j 0.000848638+0.000645767j 0.00151947+0.00438169j 0.00382254+0.00222745j 0.00551489+0.00143813j -0.0072178+0.00342674j -0.00915427+0.0055483j -0.000977886+0.00738464j -0.00433624-0.0129343j 0.00576983+0.00410573j -0.0022643-0.000180661j -0.0075646-0.00672294j 0.00732442-0.00481209j -0.000433437+2.47393e-05j 0.00179413+0.00061872j -0.00869312+0.00155501j 0.00579006-0.00713974j -0.0038014-0.00303708j -0.00757757-0.00933954j -2.03213e-05-0.00425588j 0.00512264-0.0016482j -0.00339918+0.00810775j -0.00984162-0.0117359j 0.00923645-0.00143781j -0.0060642-0.0118385j 0.00269955+0.0100991j -0.00497025+0.0103804j 0.0104655+0.000573659j 0.00175224-0.00558218j -0.00586739-0.00272924j 0.00730705+0.000722524j 0.00609287+0.00343534j -0.00843358+0.00209886j -0.00280046-0.00816597j -0.000874862-0.00125096j 0.00130431+0.00904525j -0.00122866+0.00112974j 0.00682188-0.00290104j 0.000750147-0.00107926j 0.00134496+0.00338994j -0.0025427-0.00364548j 0.0002194-0.00202032j 0.00386203+0.00143885j 0.00308992-0.00144723j 0.00222238+0.00351942j 0.00171353-0.00357651j 0.00194266-0.00315237j 0.00118001-0.00295951j 0.000824078+0.00139041j -0.0011645-0.00314632j 
