-0.0123342+0.0136076j -0.00488742-0.0571885j 0.00462286+0.0447218j -0.00493407+0.016685j -0.00139791-0.00216237j 0.00930895+0.00367314j 0.00612018+0.00216927j 0.00299322+0.0119996j 0.00504889+0.0148355j -0.0136074-0.0143899j -0.00106426-0.0096485j 0.0118052+0.0113609j -0.000251173-0.0182124j 0.00652723+0.0115769j 0.0207091+0.0114424j -0.00059697-0.0227518j 0.00232489+0.000159337j -0.00215915+0.00347839j -0.000439959-0.00710173j 0.00212975+0.013578j 0.00278541-0.0196351j -0.00253077+0.0200731j -0.00298697-0.0119124j -0.00375295-0.011166j -0.00479057+0.0147759j -0.000180792-0.0279872j 0.00165995-2.95151e-05j 0.00139478+0.00650063j 0.000562617-0.00552363j -0.00147718+0.00257202j -0.000183578+0.0146393j 0.00178289+0.00788712j -0.00365268-0.00188048j -0.00033607-0.0179249j 0.00273624-0.0264129j -0.00420699+0.00702132j 0.00669655-0.0144948j -0.00122054-0.0502908j 0.00853848+0.013701j 0.0058964-0.0117113j 0.0253715+0.0813752j -0.0437042-0.0120835j 0.036867-0.0368122j -0.00023857-0.0324031j -0.0096033+0.0229898j -0.0176121+0.0379615j 0.00157057-0.0186211j 0.00758848-0.00638878j 0.0127839+0.0174962j -0.000588352-0.00537449j -0.00324849-0.014826j -0.00408184-0.0134556j 0.00507141+0.025517j -0.00571843-0.0195711j -0.0173547-0.0124387j -0.00381849+0.0165029j 0.00443077+7.59037e-05j 0.0050694-0.00843976j 0.00271811+0.0013096j -0.00295716-0.00702949j 0.00208009-0.0381414j 0.0122839+0.0230157j 0.00164026+0.0317559j 0.0084918+0.00626971j 0.00497586+0.0095955j -0.00907955-0.0233689j -0.00519957+0.118311j -0.023662-0.163063j -0.0156141+0.432596j 
-0.00101043-0.0318819j -0.000323742+0.0101646j 0.00425053-0.0491705j 0.00273309-0.0702408j 0.0220648-0.0133019j -0.014-0.0231216j 0.0122908+0.0157437j -0.011784-0.00966198j 0.00043981-0.0190805j -0.00386766+0.0144407j 0.02733+0.00837354j -0.0131509-0.00467411j -0.00022532+0.0202913j -0.00495699-0.0438297j 0.0276457+0.0232037j 0.0227433-0.0280943j 0.00664303+0.0375116j -0.00040148+0.0313199j 0.0122741-0.0147214j 0.00755013-0.0302867j -0.00754708+0.00738387j 0.00279297+0.0061973j 0.028875+0.0131323j -0.013747-0.00496315j -0.0118538-0.0205524j 0.0123071+0.00335176j -0.0205657+0.0243284j -0.0257907+0.00890026j 0.0239535-0.00289556j 0.0446361-0.0114613j -0.0169626+0.00985677j 0.0569852+0.0027639j -0.027611-0.00171555j -0.0361102+0.00420106j -0.0664806+0.00761523j 0.0333874+0.011361j -0.0236392-0.0332625j 0.0202362+0.0284224j -0.0345704-0.00701611j -0.0102779-0.0105275j -0.00294626-0.0281143j 0.00325358+0.0162438j 0.009501+0.00883463j 0.00630913+0.0129283j 0.0057408+0.061413j 0.00497368-0.0804346j -0.00838442-0.000632584j 0.000857035+0.039325j 0.00225617+0.0155244j 0.0103102-0.0197099j -0.00539103-0.0319445j 0.0120186-0.0348953j -0.00164462-0.0648917j -0.00652858-0.0442031j -0.00767243+0.0050832j 0.00561629-0.0263743j -0.000632198+0.00927436j -0.00699411-0.069627j 0.00194341+0.0791551j -0.000793558+0.0258807j 0.00197506-0.000705824j 0.0107429+0.0129952j 0.0050327+0.0706671j -0.00441031-0.0577194j 0.000931376-0.218075j 0.00866114-0.11891j 0.00446288-0.0282842j 0.00345286-0.0313436j -0.00279415-0.00346326j 
0.000432235-0.0642153j -0.000787097-0.0744157j -0.00196583+0.00532645j 0.00446334-0.102375j -0.00857095-0.0353367j -0.00771903-0.0313642j -0.00367744+0.0105677j -0.0137696+0.0124858j -0.00392357+0.000554639j -0.000391325-0.00419885j -0.00578551+0.0131584j -0.00359342+0.0114698j 0.00296398+0.0300926j 0.00329247-0.0596546j -0.00251395+0.0233589j 0.0011784-0.010569j 0.00142575+0.00680359j 0.00105717+0.0155889j -0.00236941+0.00486789j -0.00151844-0.00630082j -0.00181939+0.00653845j 0.00155033+0.0215808j -0.00236322-0.00428998j 8.17547e-05+0.00320863j 0.00481126-0.0192054j -0.0101092+0.0125868j 0.00111886-0.000942613j 0.00145077-0.00174192j -0.0105855+0.00137066j -0.00640147-0.00511308j -0.00791871-0.0130442j 0.00173862-0.00779433j 0.0107958+0.0320884j 0.00295073+0.0105324j 0.0160838-0.010405j -0.00377332-0.000689468j 0.00561939-0.0136061j -0.00790783+0.0207536j 0.00580733+0.0139526j -0.00341384+0.000422202j 0.00188607-0.0266988j -0.00016015-0.00936717j 0.00151708-0.0114821j 0.00100761+0.0130189j -0.00140411+0.007007j 0.000973456-0.0126645j 0.000774386-0.033823j -0.00423855-0.0186036j 0.00116946-0.030357j -2.22685e-05+0.00902363j -0.0186182-0.00653138j 0.0164302+0.0038382j -0.00269778+0.0295599j 0.00202665+0.0257217j -0.00589309+0.00883383j 0.000676348-0.0441106j 0.000123992+0.0105421j 2.65296e-05-0.0084688j -0.00252751+0.00484305j 0.00330167-0.0196593j -0.00124646+0.032893j -0.000647806-0.00935681j 0.00186358+0.00773058j 0.000365981+0.0155086j -0.000253741+0.0555395j -0.000839081+0.0276891j 0.00101349-0.0259731j -0.000443486-0.000306299j -0.000380322+0.0278346j 
-0.00532682+0.188372j 0.00229146+0.30828j -0.00287373-0.02061j -0.00963556+0.212388j 0.00704748+0.0450005j 0.00023097+0.0245439j 0.0039977-0.0341766j 0.0151462-0.0351769j -0.0118575+0.0188316j 0.00150869+0.0129304j 0.00424467-0.0202971j 0.0082218-0.0306814j 0.00309919-0.0471081j 0.000142442+0.0597837j 0.00121743-0.0259235j -0.00662462-0.000946191j 0.00562467+0.0331126j 0.0106722+0.00481306j -0.0112957+0.00562656j -0.00854662+0.0316135j 0.00456202-0.0163121j -0.000153169-0.0583306j -0.00686556+0.00560612j -0.00394237+0.0172432j -0.00469415+0.0244636j -0.0038136-0.0133357j 0.00618165-0.0166011j -0.00677095+0.0112058j -0.00548736-0.00224549j 0.00755819+0.0144579j 0.0116537+0.035109j -0.00662033+0.0283048j -0.00610661-0.0677169j 0.00946505-0.0380364j 0.00589493+0.0346042j -0.00155455+0.0164155j 0.000850124+0.0430988j -0.00202141-0.0884749j -0.0156703-0.0602796j 0.0194427+0.018636j 0.0016207+0.044865j 0.0124143+0.00900267j -0.00857438+0.0385403j 0.00247387-0.011677j -1.02362e-05-0.0257871j 0.00639779-0.0497627j -0.00440817+0.0257423j -0.0027029-0.0012444j -0.00096854+0.0260541j -0.00138372+0.0312916j 0.00256062-0.00665033j -0.000784323-0.0154229j -0.000606344+0.0143899j 0.00239383+0.00035556j 0.000506935-0.0515594j -0.00262245-0.0222316j -0.000276805+0.00638007j 0.00245781+0.017278j 0.00146654+0.0171541j 0.00225107+0.00465771j 0.00118696-0.0214079j 0.00322747-0.0277342j 0.00125383-0.0369833j 0.00174837-0.0435495j 0.000906204-0.0101622j -0.00263579+0.0245193j 0.00245296+0.135739j 0.00825396-0.0180763j -0.00342606-0.105223j 
-0.000126613-0.0551295j 0.00614861-0.0769655j 0.0163326+0.0404576j -0.0125727+0.0100913j -0.0024808+0.0198125j 0.00108446+0.00903716j 0.00717569+0.00765181j -0.0122192+0.0411712j -0.010186-0.00725747j -0.00702193-0.00542222j 0.0065462-0.0202468j 0.0128672-0.00412972j -0.014861+0.00712918j -0.00543109+0.0356485j 0.00238933-0.00623302j 0.00745351+0.00298217j -0.00716731+0.00197786j 0.00780852+0.0387882j -0.0100707-0.0357783j 0.00437796+0.00169362j -0.0122489+0.00832305j 0.00123815+0.00158631j -0.00512504-0.0167911j -0.00837722+0.00965397j -0.0113795+0.0306575j 0.0426435+0.0130489j -0.00718206+0.0280059j -0.0108-0.005993j 0.0111951-0.00367361j 0.00714681-0.00505611j -0.00890666-0.0344388j 0.00844047+0.00290937j -0.00304174+0.0218514j -0.0125387+0.000131772j 0.00288379-0.0232293j -0.00509889-0.0246214j 0.000486087-0.0041851j -0.0100221-0.00105523j 0.0067585-0.0108951j 0.00240343-0.023243j -0.00311454-0.000314066j 0.00620053-0.00914253j 0.00255408+0.00784097j -0.00608988-0.0036865j 0.000256391+0.0879268j 0.00159191-0.028302j 0.00398327-0.0755566j 0.00527326-0.0180408j 0.000249664+0.013365j -0.000607411-0.00279952j 0.0209265+0.0106608j -0.0174677+0.00344759j -5.50092e-05-0.0284375j -0.00368626-0.00942945j 0.00491291-0.00308132j 0.000303074+0.0159387j 0.000387317-0.0009886j 6.11809e-05-0.0327798j 0.00273672+0.0307786j -0.00589933+0.000200116j -0.000473667-0.0108608j -0.00105749-0.0190724j 0.00206869-0.0222573j 0.000770235+0.232435j -9.87924e-07-0.279343j -0.00144479+0.0489097j 0.00148256+0.0412597j -0.000727197+0.00522063j 0.000244321-0.0298324j 
-0.00109723+0.0499083j -0.00111306-0.108172j -0.0216433+0.0209994j 0.00911868-0.0263344j -0.00857108-0.000660423j -0.00530365+0.0147323j -0.00618105-0.0155515j 0.00771175+0.00800587j -0.00176632+0.000406628j -0.0265054-0.0234069j 0.0174669+0.0257805j 0.0035328+0.0281577j 0.00260306-0.0133197j -0.0106331-0.00222734j 0.00104304-0.00956488j -0.00161327+0.0300063j 0.0063011+0.00178081j -0.0122409-0.0261459j 0.00133366-0.00575266j -0.0150165-0.00031095j 0.00153776-0.0252858j -0.00174459+0.0216916j -0.00979256+0.0106311j 0.0209173+0.0119774j -0.00576074-0.0190674j 0.00625349-0.00623281j 0.00557259-0.023022j -0.00237312-0.0173275j 0.000105616+0.0049215j -0.0244681-0.00280993j -0.026086-0.0244292j 0.0130832-0.0340876j 0.00290861-0.0050699j 0.000921925+0.0114113j 0.00771783-0.00618804j 0.00428202-0.0240102j -0.00771749+0.00546647j -0.025421+0.0194298j -0.000164382-0.0158104j 0.00839323+0.00432833j -0.0129091+0.00872035j 0.00461107+0.00937587j 0.00333291+0.014077j -0.00971603+0.0255841j 0.00479375-0.000355282j 0.00830788+0.024279j 0.0100537-0.0209533j 0.00209395-0.00149098j -0.00223473+0.0160574j -0.00358927-0.0198122j 0.0234632-0.0438184j -0.0215035-0.0448437j 0.000368892-0.05743j -0.000731329-0.0266497j 0.00862926+0.028637j -8.72468e-05-0.0155323j 0.00119574+0.0260682j -0.00101657-0.0214078j 0.00253493+0.0483555j -0.0070406-0.0334654j -0.00443288-0.00129262j -0.000776018+0.0168438j 0.00506459+0.0141611j 0.00138458-0.29962j 0.00130834-0.0453032j -0.00136096-0.255033j 0.00426203+0.061389j 0.00157792-0.00192349j 0.00335485-0.0324714j 
-0.0033985+0.0725197j -0.0047936+0.000932966j -0.0205772-0.0426422j 0.0181247-0.0821011j 0.0133177-0.0130922j -0.0104046+0.0209449j -0.0106719-0.0134139j 0.0025791-0.0143115j 0.00614917-0.00508182j -0.0177891-0.00432309j 0.0147048+0.0282204j -0.00646074+0.0316219j 0.0174978+0.00355125j -0.00131795-0.0520804j 0.0053954+0.0231876j 0.00287881+0.0372246j 0.016077+0.0140829j -0.0231936+0.00725461j 0.0240209+0.00956267j -0.00931285+0.0506289j 0.0158393+0.0197719j -0.000923365-0.0134235j 0.0209268-0.0390031j 0.0223335+0.00348381j 0.010075+0.00927281j -0.0418165+0.0108525j 0.0105107+0.0376688j 0.0137735-0.0115022j -0.00724444+0.0003846j -0.0180617+0.00230603j -0.0113398-0.0128688j 0.0114921+0.000446236j 0.000506955+0.0247516j -0.0208406+0.00497668j -0.0187061-0.00213328j 0.0110939+0.0057584j -0.0210559-0.00645113j 0.00113493+0.0176066j -0.0149351-0.00603085j 0.00310884-0.00354026j -0.00814745+0.01511j -0.00509525-0.0045611j 0.00321324-0.0258651j 0.00913263-0.0261903j 0.00639052-0.0635229j 0.00569557+0.0328056j 5.50634e-05+0.0117267j -0.000370873-0.0144628j -0.00278956-0.00626696j 0.00102162-0.0358124j 0.00327607+0.00554598j -0.0063391+0.0108448j 0.00316831+0.0665621j -0.000329701+0.014642j 0.000543924-0.00985771j -0.000433732+0.000900936j 0.00389795+0.0337332j 0.00131967+0.0505274j -0.000738057-0.0708895j 0.000169873-0.0234507j -0.00263431-0.040177j 0.00552974-0.00731407j 0.00136197-0.0697658j -0.00263017+0.41126j -0.000272145+0.142407j 0.00549377+0.399269j 0.00138048+0.0476418j 0.0022613-0.0124845j -0.000107687+0.0167583j 
-0.00134303+0.0019576j 0.00187486-0.0377252j 0.014389+0.00333266j -0.00575203+0.0229924j 0.0119031-0.0133553j 0.00172922+0.000983424j 0.00590473+0.00108054j -0.011254+0.00323197j 0.00408288+1.97831e-05j 0.0024518-0.00260458j 0.0057092-0.000899795j -0.00154862+0.00907184j -0.0045817-0.0122763j -0.000593599+0.00336564j 0.0078879-0.00783586j 0.0106081-0.0017448j -0.00109433-0.00720822j -0.00555584+0.0260077j 0.0126432-0.0199198j 0.0179002-0.0200993j 0.000563576-0.0186601j 0.00100775+0.015891j 0.02309+0.0312196j -0.0111105-0.006569j 0.00647535-0.00909566j 0.00731028-0.0140403j -0.00765248-0.0364147j 0.0072367+0.0119916j 0.00781118+0.00443829j 0.0121476-0.00130796j 0.00592162+0.0113144j 0.0094985-0.012472j -0.0104591-0.0113698j -0.0208291+0.000392509j -0.0275388-0.00825693j 0.00408856-0.0228023j -0.0111677+0.00345297j 0.0178639-0.00946802j -0.00632218+0.0125796j -0.0106649+0.0119757j 0.00103199-0.0124247j -0.00198312+0.00498148j 0.00243566+0.0173031j 0.00691905+0.00366818j 0.00379535-0.0229315j -0.00366564+0.0259839j -0.00445642+0.0372458j 0.00417028-0.00732542j -0.000119915-0.0151358j 0.00418904-0.0192787j 0.00361493+0.0323816j -0.00368497+0.0361109j 0.00277701+0.0379207j -0.0036839+0.0462175j 0.000826392-0.0280246j 0.00140519-0.00196096j 0.00145992-0.00620272j -0.00114014+0.0928892j 0.000333529-0.0814782j -0.000374808-0.0339267j 0.00217751-0.00745566j 0.00278386-0.00425708j -0.00287791-0.0462376j -0.00246158-0.435284j -0.000422222+0.641771j 0.00392646-0.0300511j -0.00169421+0.0119424j -0.000563757-0.0145437j -0.000998815-0.0153975j 
-0.00295166+0.0317973j -0.00232754-0.0260338j -0.0175958-0.0271051j 0.0119517-0.054469j -0.010535-0.00665223j 0.00187672-0.00135554j -0.0262951+0.000849713j 0.0110034-0.00747812j -0.012686-0.0108838j -0.0111534-0.00363352j 0.00579393+0.0284396j 0.0136694+0.0134097j 0.0130757+0.00204837j 0.00174673-0.0328632j -0.00284432+0.00788778j -0.000463251+0.00846694j 0.0103756+0.0339219j -0.0095689-0.0240936j -0.00282521-0.00545516j -0.0176878-0.00186395j 0.00491078+0.0331388j -0.000146478+0.00525144j -0.00612184+0.0175755j 0.0147638+0.00488394j -0.00444213-0.0134342j -0.0106153-0.00242544j 0.0144047-0.0174463j 0.00952406-0.00198921j -0.0117205+0.00549373j -0.0176406+0.00199171j -0.0208767-0.00536085j -0.00796226-0.0048703j 0.0111756+0.010222j -0.00295674+0.0133921j 0.0202774+0.00792595j -1.77124e-05-0.00104623j -0.00845428+0.0031725j -0.0294858+0.00903983j 0.000478485+0.0147719j 0.0179855-0.00216128j -0.0119898-0.00623169j 0.00185917+0.0118619j 0.00428966-0.00912655j -0.000670726+0.00487278j -0.00110171-0.0314112j 0.00650821-0.0271194j 0.00461197-0.0286019j -0.00874848-0.000722945j 0.00146118+0.0143283j -0.000537698+0.0126588j -0.0265555-0.0088165j 0.0233258-0.0168808j -0.0057238+0.0106837j 0.00529738-0.0367668j -0.00624905-0.00300261j -0.000484116+0.0382434j -1.33784e-06-0.03877j -0.0018144-0.0528695j -0.00533965+0.0290559j 0.00359801+0.0341301j -0.00362501+0.00342745j 0.00240754+0.0325269j 0.00611704+0.0615013j 0.00190402-0.222191j 0.000251158-0.106107j -0.00170915-0.20733j 0.00424636+0.00561869j 0.00101398-0.0313239j 0.000239853+0.00421372j 
0.00325508-0.0499401j -0.00354522+0.104073j -0.00871542-0.0277291j 0.00501744-0.0734724j 0.0141272+0.00519035j -0.0111336-0.0260252j 0.00928689-0.000906553j 0.00842217-0.0238651j 0.0112087-0.00354467j 0.0103072+0.0220107j -0.0254202-0.000753368j -0.0186294-0.0182208j 0.0104976+0.0612448j 0.0113501-0.0306167j -0.00790939+0.0195948j -0.0169251-0.0238063j 0.00195333+0.0325662j 0.0229926+0.0123781j -0.00526441+0.0256557j -0.0185783+0.00733885j 0.00646632+0.0267947j 0.00199199+0.00655582j -0.0109203-0.0227643j 0.0131809-0.0209214j 0.000975738-0.0237623j -0.0456728+0.00623788j 0.0105164+0.0305454j -0.00246497+0.0316661j 0.00034954+0.00520637j 0.0138629-0.00680889j 0.0211702+0.0577131j -0.0211153+0.0130373j 0.00191744+0.0117576j 0.0209646-0.0169976j 0.012107-0.00488084j 0.00671802+0.0512768j 0.0258438-0.0187935j 0.0141248+0.00795823j -0.00146844+0.041785j 0.00467822+0.0162675j 0.0170835-0.0217917j -0.0080258+0.00133145j -0.00600448-0.0257561j 0.00636473-0.0490142j -0.00711128-0.0148058j 0.00174277-0.0473727j -0.00614964+0.0384156j -0.00114341+0.0345893j -0.00126017-0.0415895j -0.00360357+0.0131141j 0.00544629+0.00964512j -0.00692958+0.0121171j 0.00352693-0.0818515j 0.00182051+0.0170024j -0.00421951+0.0805623j -0.00457457+0.0287997j -0.000617756-0.00967039j 0.00780198+0.0138483j 0.00375981+0.0407234j 0.00353898+0.00898576j 0.00016697+0.0536005j -0.000763144+0.0611412j -0.00146567+0.120581j -0.00049656-0.168815j -0.00134688-0.0450066j 0.00111675-0.18982j -0.00318522-0.225555j 6.44245e-05+0.015003j -0.00395265+0.0949827j 
0.00147365-0.0242974j 0.00731408-0.00123931j -0.00634652+0.0219945j -0.0248253-0.0352802j -0.020044+0.019604j -0.00783531+0.00206934j -0.0082953+0.00928681j 0.010008+0.0186096j -0.0133727+0.00132738j -0.00551776-0.0146385j -0.00254744-0.00783495j 0.0104108+4.05764e-05j -0.0110873+0.0443569j -0.00202172+0.017136j 0.00171184-0.0016345j -0.0134769-0.00705522j 0.00306708-0.00291164j 0.00847257+0.0489987j -0.0221672+0.00597882j -0.0287127+0.0158776j 0.00482053-0.00679165j -0.00601417-0.00551428j -0.0279771+0.0104504j 0.0192521+0.0159946j -0.0298766-0.00277021j 0.0146048+0.00352525j 8.73751e-05-0.0219767j -0.0299185+0.00268888j 0.00490426+0.00339301j 0.000413325+0.00746592j -0.0293931-0.00630966j 0.0206578+0.00374549j -0.0211601+0.0227138j 0.00509499+0.00376529j 0.0165043+0.00824151j -0.00465405-0.0129561j 0.00363891+0.00121223j -0.0289866-0.00429688j -0.00699932-0.0196283j 0.0111189+0.01217j -0.00244527-0.00158797j 0.0131316+0.0222025j -0.000820495+0.0179917j -0.0129716-0.00443318j -0.00217614-0.0279304j 0.00909304+0.00327575j 0.00323879+0.0402456j -0.00632101+0.00966526j 0.00304715-0.0483094j -0.00203297+0.00832983j -0.014181+0.0123824j 0.0161853+0.0181422j -0.00789612+0.047529j 0.00265409+0.00506797j -0.00388978-0.0188616j 0.00106627-0.0105202j -0.00160912-0.00194534j -0.00483504+0.0201498j 0.000424051-0.0480338j -0.000772301-0.0132295j 0.000340982+0.0225134j 0.00301346-0.0213915j 0.00699257-0.0866121j 0.00249721+0.0576729j 0.00221972+0.226466j -0.00311072+0.133435j 0.00600242+0.0146035j 0.00449865+0.0113809j -0.00183268-0.00856847j 
0.00329564-0.0649056j 0.00235238+0.0577935j -0.00707085-0.098434j -0.00576178+0.012016j -0.00801775-0.0196925j -0.00373488-0.0421027j -0.00243268+0.00525389j 0.0118357-0.037843j -0.00891392-0.0299392j -0.0155841+0.0621055j 0.0151817+0.00504039j 0.00982715-0.0164462j -0.00413175-0.0697699j -0.00564981-0.0205521j -0.000882237-0.00515504j -0.00356074-0.0030358j 0.000282835+0.0658678j -0.00770205-0.0264394j -0.0105139-0.00102145j -0.0154558+0.0108535j -0.000766018+3.79773e-05j -0.00377704+0.00163781j -0.017858-0.0119372j 0.0166883-0.0345503j -0.0161881-0.0601647j 0.0181639+0.0139671j 0.00259546+0.0260634j -0.0100772+0.0248265j 0.00780585-0.00110269j -0.00941007-0.0280237j -0.0176846+0.0671122j 0.0102845+0.0106235j -0.00734786-0.0131754j -0.00215186-0.0133888j -0.000963989+0.0112745j 0.00348715+0.0741452j -0.00168277-0.0113243j -0.0181582+0.0102126j -0.00208142+0.0726301j 0.0135323-0.00534478j -0.00674515-0.00440049j 0.00176975-0.0179095j 0.00421038-0.0594519j -0.0105483-0.0118479j 0.00189589+1.05064e-05j 0.00527378-0.00579537j 0.00847342+0.0353754j 0.00395792+0.023023j -0.000530135-0.0552923j -0.00390575-0.0307573j 0.0258961+0.0107667j -0.0232569+0.0347028j 0.00043432-0.00861453j -0.00103857+0.0421251j 0.0111668+0.0660767j 0.00010987+0.0160709j -0.000365344-0.00299544j -0.00204718+0.0431753j 0.00361977-0.0231221j -0.00611584-0.0022827j -0.00277612+0.0507371j -0.000953755+0.100554j 0.00375098+0.0982174j 0.000625558-0.0127861j 0.000959527+0.176985j 8.45814e-05-0.00224572j 0.00107881-0.184185j -0.0010481+0.025636j 0.00287333+0.102747j 
0.00349777-0.0842876j 0.00215002+0.045806j 0.00719607-0.0416824j -0.00514048-0.0146643j 0.00732544+0.0167979j 0.00232654-0.0214768j 0.00640064+0.0225112j 0.011443+0.00357252j -0.00904781-0.0275169j 0.000571924+0.0403195j -0.00695158-0.00880127j 0.00538215-0.0382928j -0.00294336+0.00609453j -0.000951378-0.0147201j 0.000589585+0.00493953j 0.00118346-0.0147069j -0.0044229+0.0493669j 0.0127827+0.0173937j -0.0083019-0.0548091j -0.00235955+0.0163245j -0.000473178+0.0548752j 0.00104898+0.00469372j -0.00873134-0.028576j -3.63514e-06-0.0457644j -0.00642533-0.0434091j 0.017406+0.0324282j -0.00214607+0.0625184j -0.01623+0.036164j -0.000913704-0.00414888j 0.00838658-0.037516j 0.00755694+0.0339508j -0.001144+0.0248854j -0.00352015+0.0136496j -0.00653278-0.0171602j 0.00533311-0.0168859j 0.00320566+0.0668332j 0.00498621-0.0362907j -0.00474346+0.0147369j 0.00377508+0.0690542j 0.00731456-0.0312429j 0.00217599+0.00897517j -0.00392704-0.030967j 0.00250926-0.0840314j 0.000286093-0.0389702j -0.0044409+0.0324588j -0.00100209-0.0121483j -0.000631044+0.0386994j -0.000366651-0.0153476j 0.00228931-0.0479498j -0.000859783+0.0115761j -0.00383001+0.0129679j 0.00503655+0.0234511j -0.00166916+0.0126834j 0.00165239+0.0381259j -9.34631e-05+0.0819759j 0.000704827+0.00475427j -0.00119944-0.0162563j -0.0013761+0.0258285j 0.000143476-0.0253702j 0.00106249+0.00948946j -0.000386103+0.0304435j -0.000173517+0.0711783j 0.00059738+0.0861663j -0.000619432+0.228055j -0.000247886+0.0204618j -0.000118647+0.101474j -0.0014233-0.205101j -0.00301973+0.0318387j -0.000142882+0.110229j 
0.00397653-0.00118982j 0.00437044-0.0408238j -0.00448499+0.0412459j -0.0102907-0.0638917j -0.00499674+0.010593j -0.00931472+0.0247625j -0.000891032-0.014796j 0.00516547+0.0197292j -0.00922687+0.0133968j -0.00298278-0.0200411j -0.0142971-0.000262604j -0.00618495+0.00985263j -0.00420882+0.0632462j 0.00090187+0.00524958j -0.00172617+0.00377185j -0.010868-0.002523j 0.0026047-0.0285709j 0.0131489+0.0355086j -0.0100079+0.0324219j -0.0196536-0.00461163j -0.00490613-0.00672121j -0.000573452+0.00970668j -0.0112466-0.0100559j 0.0155673-0.00538143j -0.0119092+0.014866j -0.00798814-0.0184241j 0.00309399-0.0193475j -0.0149084-0.00180941j 0.0158136+0.000642675j 0.00643595+0.0141385j -0.0130732-0.0111457j 0.00921109-0.00653489j -0.00568824+0.00374223j 0.00272801+0.0109636j 0.0123005-0.00286972j 0.00099191-0.0265649j 0.00809299-0.00481099j -0.00837144+9.0873e-05j -0.00268602-0.0244598j 0.00446007+0.00565956j 0.00278774-0.0148748j 0.00238957+0.0262464j -0.00338125+0.0282541j -0.00399415+0.000740141j -0.00261528-0.00899245j 0.00656208-0.00178123j 0.00015474+0.0334044j -0.000197873-0.0177711j -0.00114205+0.0373644j -0.00245213-0.0297837j 0.0123906+0.00986966j -0.0121526+0.00540692j -0.00032549+0.00813804j -0.00275928-0.0190146j -0.00342724-0.0272886j -0.00283423+0.0207827j 0.00100303-0.00759274j 0.00373936+0.0132196j 0.00466576-0.0219773j -0.0024551-0.0192819j -0.000103752-0.0208006j 0.00232649-0.0356393j 0.00403399-0.0647189j 1.45699e-05-0.0311701j -0.000100307+0.0666161j 0.000423654+0.0411233j 0.00312035+0.0301807j 0.00243958-0.00571449j -0.00251889-0.0244149j 
0.00779761-0.012716j 0.00812027-0.0105931j -0.00564771-0.0102492j 0.00707034+0.0286373j -0.0198765-0.0209925j 0.0120771-0.0333427j 0.00194506-0.0119261j 0.0185247+0.0010599j -0.011313-0.00825732j 0.0067549+0.0111378j -0.00804148+0.0096828j 0.0072137-0.00285194j -0.00248154-0.0366796j 0.00776644-0.0379384j -0.00547676-0.0025242j 0.00618026+0.0152762j -0.00225765+0.0161891j 0.0320616-0.0199816j -0.024906-0.0236949j 0.000160901+0.0069934j -0.0341421+0.00585229j 0.0073226+0.0457188j -0.0151566+0.00275514j -0.0371308-0.042095j -0.0111829-0.0631517j 0.0398456-0.00894253j -0.0117415+0.00434126j -0.0340691+0.0189258j 0.0143203-0.00813108j 0.0320142-0.0326289j -0.00795263+0.0496105j 0.000828562+0.0020817j 0.0168343-0.0163251j 0.00995207-0.0147086j 0.021386-0.0116528j 0.0180248+0.0367175j 0.0102861-0.0126276j -0.0163768-0.0179093j 0.0128161+0.0401714j 0.0097101-0.0179363j -0.00920884-0.0128854j -0.00169456-0.00553085j -0.00404156-0.04559j -0.00388096-0.00525164j -0.00861341-0.0252276j -0.00135888-0.00507855j 0.00114388+0.0265007j -0.00415365-0.0291277j 0.000713305+0.00422063j -0.000773196-0.00450002j -0.0117521+0.0342509j 0.014887+0.0219883j -0.00717529+0.0526712j 0.000908948+0.0728713j 0.000472432+0.0308913j 0.00286524-0.00483648j -0.00560112-0.0080055j -0.00733205+0.0207359j 0.0019873-0.0301977j 0.00192542+0.0108895j -0.0045749+0.0119925j -0.00310826+0.0566404j 0.00365596+0.0458775j -0.00114505+0.00805558j -0.00169701+0.183227j 0.000294566+0.0418193j 0.000501154-0.0943463j -0.00075068+0.0421109j 0.0049849+0.0481143j 
