-0.0123342+0.0136076j -0.00488742-0.0571885j 0.00462286+0.0447218j -0.00493407+0.016685j -0.00139791-0.00216237j 0.00930895+0.00367314j 0.00612018+0.00216927j 0.00299322+0.0119996j 0.00504889+0.0148355j -0.0136074-0.0143899j -0.00106426-0.0096485j 0.0118052+0.0113609j -0.000251173-0.0182124j 0.00652723+0.0115769j 0.0207091+0.0114424j -0.00059697-0.0227518j 0.00232489+0.000159337j -0.00215915+0.00347839j -0.000439959-0.00710173j 0.00212975+0.013578j 0.00278541-0.0196351j -0.00253077+0.0200731j -0.00298697-0.0119124j -0.00375295-0.011166j -0.00479057+0.0147759j -0.000180792-0.0279872j 0.00165995-2.95151e-05j 0.00139478+0.00650063j 0.000562617-0.00552363j -0.00147718+0.00257202j -0.000183578+0.0146393j 0.00178289+0.00788712j -0.00365268-0.00188048j -0.00033607-0.0179249j 0.00273624-0.0264129j -0.00420699+0.00702132j 0.00669655-0.0144948j -0.00122054-0.0502908j 0.00853848+0.013701j 0.0058964-0.0117113j 0.0253715+0.0813752j -0.0437042-0.0120835j 0.036867-0.0368122j -0.00023857-0.0324031j -0.0096033+0.0229898j -0.0176121+0.0379615j 0.00157057-0.0186211j 0.00758848-0.00638878j 0.0127839+0.0174962j -0.000588352-0.00537449j -0.00324849-0.014826j -0.00408184-0.0134556j 0.00507141+0.025517j -0.00571843-0.0195711j -0.0173547-0.0124387j -0.00381849+0.0165029j 0.00443077+7.59037e-05j 0.0050694-0.00843976j 0.00271811+0.0013096j -0.00295716-0.00702949j 0.00208009-0.0381414j 0.0122839+0.0230157j 0.00164026+0.0317559j 0.0084918+0.00626971j 0.00497586+0.0095955j -0.00907955-0.0233689j -0.00519957+0.118311j -0.023662-0.163063j -0.0156141+0.432596j 
0.00275312-0.0251474j -0.00113976+0.0295174j -9.28482e-05+0.00700633j -0.00699809-0.093447j -0.0040902+0.0319756j -0.00262028+0.018443j -0.00253439-0.092279j -0.0147885+0.00189167j 0.0177561-0.00177192j -0.00452874+0.0376812j -0.0171372-0.0448119j -0.0260945+0.0125477j -0.0115094+0.0792622j -0.0109049+0.0232759j -0.0136333-0.0485497j 0.00810453-0.00170352j 0.00338642+0.0270147j 0.00360826-0.000418435j -0.000898917+0.242433j 0.00302663-0.0232057j 0.0090573+0.19415j 0.00443262+0.0192455j 0.0071348-0.212418j 0.000981163-0.0689094j 0.000551371+0.190889j -0.00117971-0.0270427j -0.00421099+0.00463288j -0.00540944+0.0944048j -0.00584939+0.0842723j 0.00401641+0.17303j -0.0147724+0.0728457j 0.010182+0.214539j -0.00724709+0.137355j 0.00398492-0.0188514j 0.000884797-0.0421156j -0.00306174-0.074173j -0.0131723+0.0970834j -0.00382832-0.157814j -0.00982657+0.0648311j 0.00153034+0.0525703j -0.00804442-0.12458j 0.00490298+0.026391j -0.00890028+0.0421463j -0.00441528-0.100718j 0.00296791+0.0362895j 0.00433486-0.0086136j -0.000972452-0.135907j 0.000394427-0.0568422j -0.000106166+0.0214459j 0.000322186-0.0216785j 0.00161269-0.0386804j -0.00085439-0.0241894j -0.00254471+0.0583901j -0.00332319+0.0201876j -0.00085552+0.069448j 0.00201816-0.23098j 0.00185784+0.213515j 0.00267263+0.0370531j -0.000261328-0.105462j -0.00278545-0.0134578j 0.000478147-0.0255019j 0.00334627-0.109756j 0.00145964-0.0473214j -0.000344843+0.0590275j 0.000271284+0.0434212j -0.000712332-0.167712j 0.00573853+0.0023312j 0.0010509-0.237453j 0.0075215+0.109717j 
-0.00194318+0.0515233j -0.00454371+0.0558966j 0.00364475-0.0286103j 0.00598337+0.0370849j -0.00404759+0.00597225j 0.00941794-0.0114107j -2.80234e-06-0.0107124j 0.00225925+0.0264553j -0.00744225-0.0210802j 0.00258679-0.0178055j 0.00508649+0.0697996j -0.0062871+0.00693895j 0.00549894-0.0248501j -0.00254512+0.0199291j 0.00421906+0.0218413j 0.00239554+0.0754319j 0.00243477+0.0485472j 0.00145038-0.00633864j 0.00332762-0.0961081j -0.000450477-0.0628749j -0.00339961-0.245533j -0.00056544+0.0181287j 0.0024605+0.159655j -0.00021612+0.0867672j -0.00156603+0.0511146j 0.000951421-0.050352j 0.00389811+0.0162679j -0.000658352-0.0669807j 0.00383306-0.0466402j -0.00436773-0.0733885j 0.0050861+0.00310213j 0.00170171-0.0402943j 0.00312294-0.174259j 0.00301466-0.00829344j 0.00293876+0.0749927j -0.00780633+0.135912j 0.00996629-0.104459j 0.00538856+0.256119j -0.00998857+0.205044j 0.011855+0.194982j -0.00781298+0.0215011j -0.00194782+0.225472j -0.00871904+0.143594j -0.00905582-0.169252j 0.00269697+0.00399458j -0.00155492-0.114492j 0.00114867-0.171007j -0.0013669-0.0273845j 0.00268857+0.078027j -5.91949e-05+0.0656228j -0.00213915-0.0256267j 0.000846264-0.0209084j 0.00128236+0.0652578j -0.00165802-0.0502387j -0.00303677+0.040863j -0.00192352+0.0749681j 0.00126154-0.148538j 0.00201286+0.0180501j -0.0013465-0.150889j 0.00142283-0.0684539j 0.00277606-0.0222767j 0.000655318-0.0703817j 0.00122204+0.000999577j 0.00149228+0.152964j 0.000291463+0.063337j -0.00214214-0.143017j 0.00439497-0.0900746j -0.00433288-0.239115j 0.0044375-0.175648j 
0.00227386-0.0385258j 0.00255683+0.111265j 0.00222932-0.106206j -0.00228201-0.0310617j -0.0159587+0.0311359j 0.00462676+0.041171j 0.00293787+0.0806611j -0.000758934-0.0596617j 0.0048927+0.0345546j -0.00703342-0.0352452j 0.011436-0.0122763j -0.0195357+0.0190945j -0.00149098+0.035041j 0.00733408+0.0432607j -0.0146148-0.0502994j -0.0034829-0.0810116j 0.00402228-0.0222689j 0.000944358-0.110727j 0.000385265+0.0846288j 0.00162634-0.00451471j 0.00205875-0.0630406j 0.00201231-0.17615j -0.000686758+0.252806j -0.00171269+0.204776j 0.00103181+0.045129j -0.00731407+0.0284358j -0.000398688-0.149423j -0.00644766-0.0795122j 0.000698686-0.00375821j 0.00316446+0.207509j 0.00504646+0.107432j 0.000591638-0.027609j 0.00315209+0.100783j 0.0012466+0.189084j -0.00818764-0.113952j -0.00369442-0.26579j -0.0139601+0.0250644j 0.005109-0.112808j -0.01031+0.229481j 0.0038713+0.170455j 0.00301245-0.0689083j -0.0032383-0.0642469j -0.00182738+0.0549057j 0.00658435+0.154931j -0.00165385+0.0756106j 0.000261618+0.163741j -0.00376337+0.191278j -0.00119546-0.0453641j 0.00267599-0.000818706j 0.00102347-0.000139329j -0.000286566-0.0200524j -0.000247026-0.0385616j -5.77768e-05-0.0472682j -0.00112726+0.195129j -0.00610742+0.0532162j 0.000856476+0.144117j 0.000485555-0.0763244j 0.00369565-0.0664017j -0.000896533-0.0536203j 0.00335279+0.0218981j 0.000221382+0.0322223j 0.00280519+0.070316j 0.00176836+0.15393j -0.00189023+0.116419j -0.00161826+0.0192746j 0.00290067-0.0513601j -0.000631772-0.0661089j 0.00105206-0.02322j -0.00227379-0.0437199j 
-0.00307905-0.0394678j 0.0013692+0.0163416j 0.00209148-0.0403981j -0.000830381+0.0165517j 0.00127169-0.0376019j 0.0109658+0.0340687j -0.00236772-0.0328545j 0.00656357+0.0114939j -0.00335049-0.0317698j -0.0128071+0.0226001j 0.0111789+0.0473748j -0.015062+0.0694554j -0.0131534-0.0115704j -0.00508775+0.0506535j 0.00845225-0.00652116j -0.0116481-0.0211812j -0.00385692-0.100304j 0.00305802+0.090246j 0.00643631+0.109368j 0.00187755-0.104529j -0.00051302+0.183104j -0.00728182-0.172859j -0.0029092-0.136986j -0.00430047+0.0428975j -0.00450325+0.0662398j -0.00181619+0.150596j -0.000873688-0.376385j -0.00298888+0.138982j 0.00154145+0.0699823j -0.000997399-0.117541j 0.000871956-0.194758j 0.00112937+0.0560748j -0.000383755+0.191965j 0.00691447-0.0435962j 0.00116434+0.127736j -0.00425756+0.190057j 0.00821149-0.0508867j 0.00927092+0.284611j 0.00708595-0.0941686j -0.00847882+0.200483j 0.00851021+0.159016j -0.00764285+0.00550522j 0.00198396-0.106559j -0.00452195+0.0919373j -0.000258169+0.00449076j -0.00630379-0.0505969j 0.00116727-0.0216695j 0.00292056-0.0711917j 0.00125192+0.0709031j 0.00038678-0.0234667j -0.000696244+0.0525203j 0.00167172+0.0244985j 0.00153339-0.0669552j 0.002962+0.182239j -0.000936326-0.0210845j 0.000692958-0.03j 0.00112179+0.161352j -0.00141792-0.0545144j 0.000822619-0.0116366j -0.0013779+0.0203643j 0.00345222+0.168034j -0.00372452+0.0154763j -0.00184043-0.0257423j 0.000318281+0.00157652j 0.000841188+0.0106023j -0.00156238-0.00218983j -0.00293088-0.0382272j -0.00518971+0.0283996j -0.00253909-0.146931j 
0.00145483+0.0379741j 0.00153645-0.0327134j 0.000167674+0.0685129j -0.00254137+0.025696j -0.00534642-0.0300198j -0.00401369-0.0830883j 0.00876612-0.0147628j -0.00498324+0.00845303j -0.000915605-0.0328847j -0.00658436-0.00352938j -0.000175189+0.0393134j -0.00145065+0.0192766j 0.00361219-0.00180998j 0.00309118-0.0128529j -0.0116961+0.0177223j 0.00360522-0.00454944j 0.00402315+0.0648145j 0.00157438-0.0530445j -0.00388757-0.117145j -0.00455678-0.0713314j -0.00167222+0.130832j -0.00411246+0.131439j -0.0012523+0.178231j 0.00221922-0.057922j 0.00458627-0.209041j -0.00602889-0.188641j -0.000664856-0.618632j -0.00471364+0.0837862j 0.00252464+0.048496j -0.00134718-0.0351251j 0.00310122+0.255837j 0.00324965-0.0735788j 0.000430187+0.0992858j 0.00852524-0.0404914j -0.00407673+0.111626j 0.01106+0.0219043j -0.00217444+0.010971j -0.00329718-0.051375j -0.00751303-0.0310718j 0.00151643+0.00655256j -0.0064551-0.0658489j 0.00386765+0.030914j -0.00343392+0.141808j 0.00118763-0.255594j 0.000516442-0.0250795j 0.00371297+0.0518707j -0.000929813-0.0356123j -0.00377839+0.0888778j -0.00286307+0.00341656j -0.000994045-0.0245736j -0.000870709+0.0136526j 0.00130048+0.0174798j -0.0017549-0.211788j -0.00152487-0.00884969j 0.000596381+0.0259009j 0.000242468+0.0306462j -0.000368525+0.0336408j 0.000227414+0.097728j 0.000332651+0.0443171j 0.00165991-0.133667j -0.00237872-0.0660008j 0.00161956+0.0141014j 0.00126142-0.024268j -0.00081978+0.0333206j -0.000801955-0.0587323j 0.00202716+0.09199j 0.0020927+0.0166466j 0.00364312+0.0276034j 0.0019112+0.041243j 
-0.00309372+0.0917384j 0.00434269-0.0386722j 0.00335249+0.0341302j -0.00248334-0.0902715j -0.0273539+0.0129838j 0.01321-0.0459324j 0.0178826-0.0462249j 0.00127659-0.0898946j 0.00880399+0.0449506j -0.0105528+0.0528114j 0.0317137-0.033425j -0.0210278+0.0119738j 0.00154706+0.0501217j 0.00759898-0.0277229j -0.0221715+0.0293981j -0.00652864-0.108287j 0.0115146+0.0449011j 0.0104057+0.0465857j 0.000467837+0.0843383j -0.0037611+0.151818j 0.00108125-0.160846j -0.00785564+0.0649084j 0.00158012-0.268461j -0.00809426-0.0575426j 0.00200185-0.064745j -0.00676035-0.0449165j 0.00338118+0.0668479j -0.00342638+0.05082j 0.00114812-0.0316771j -0.000427158-0.0261393j 0.0070477+0.0708553j -0.00480366-0.0203605j 0.00461454-0.0999831j -0.00211983-0.0725654j 0.00220569+0.0650765j 0.00913547+0.0767742j -0.00613113-0.0697j -0.00518335+0.109101j 0.00177315-0.0520807j 0.00332884+0.00302044j 0.00825549-0.170236j -7.96886e-05-0.0122723j 0.00354042+0.211889j 0.0113017-0.100368j -0.000999986+0.0739894j 0.00320255+0.0585664j -0.000672823-0.0453435j -0.00261123-0.114088j -0.0019426-0.0461475j -0.000879166+0.036075j 0.00017732+0.0288472j 0.00194836+0.0112761j -7.28956e-05-0.0311012j 0.00303795-0.0940097j 0.00472678+0.0230364j 0.00212029-0.0843996j -0.00215706-0.0672368j -0.00130655+0.0198993j 0.000732439+0.034516j 0.00331442+0.167435j -0.00297396-0.0407105j 0.00171459-0.0133925j -0.000953694-0.0471275j -0.00134652+0.0137126j -0.00115757+0.0193501j 0.00217923-0.0102109j -0.00172106+0.0151759j 0.00456715+0.184462j -0.00393832-0.0557697j 
0.00243895-0.0895672j -0.0013121-0.0292782j 0.000216837+0.00199179j 0.00303261-0.0528609j 0.00162566+0.0291661j -0.0109355-0.0308144j 0.00376328-0.0177468j -0.00102345-0.111156j -0.00361405+0.0545395j 0.0194701+0.034654j 0.00294663-0.0662295j -0.00177073+0.010216j 0.00340787-0.000159054j 0.00713951-0.00537455j 0.0210119+0.0270139j 0.00501087-0.0567723j -0.00263409+0.00649088j -0.00176524+0.248018j 0.000206433+0.186338j 0.00136057+0.22144j 0.00140805-0.379544j 0.00400075-0.0547302j -0.00527527-0.0933278j -0.000706545+0.113164j -6.07001e-05-0.237757j -0.00294852-0.0272543j -0.00263936-0.262794j 0.00222403+0.0904751j 0.000609744-0.084789j 0.00144361-0.203123j -0.00574088-0.0669397j -0.00607162-0.0360321j -0.00726958-0.101561j 0.01164-0.027193j 0.00604793-0.124734j -0.0127726-0.00847463j -0.00596082-0.00475111j -0.00448793-0.0781669j -0.00126492-0.0211977j 0.00108614+0.166894j 0.00500431-0.0555598j 0.0083107+0.00357481j -0.00232361-0.0841982j -0.00269214+0.205075j -0.000491973-0.103829j 0.00143683-0.127738j -0.00541342-0.0757605j -1.45017e-05-0.0222397j 0.00288806-0.00512046j -0.000678341+0.0396482j 0.00152626+0.00607498j -0.00180286-0.0100032j 0.00104896+0.019842j -0.00310561-0.0307611j -0.00317397-0.0106118j -0.00159046+0.0954181j 0.000218932+0.0147085j 0.00596278-0.0135626j -0.00200817-0.0875808j -0.00110673+0.0452791j -0.000326003-0.0965786j 0.000826381+0.0231564j 0.000251106+0.00846627j 0.00398528+0.00838769j 0.00153452-0.0291877j -0.00539631+0.00696649j 0.000106964-0.0201044j 0.00115187-0.0447792j -0.000642252+0.175985j 
-0.00145878+0.0517061j -0.00152434+0.0324435j -0.000581975-0.00838604j 0.00553083+0.106004j -0.00382024+0.0881428j 0.00227209+0.0730375j 0.00541879+0.180281j -0.00169892+0.0537309j 0.00124678-0.0419221j 8.55415e-05+0.0407946j 0.00442789+0.0514335j 0.00876903+0.106502j 0.0110129+0.0331062j 0.00161588+0.0680369j -0.00735598-0.00932878j -0.00266361+0.047309j 0.00283493-0.0778381j 0.00445932+0.154745j 0.00394704-0.311815j -0.00440443+0.580545j 8.89477e-05+0.28147j 0.00150096-0.204433j 0.00417199+0.0186109j 0.000449368+0.0894231j 0.000498499-0.168976j 0.000346014-0.149732j 0.00283797+0.0821931j 0.00157447+0.0131396j 0.00448379+0.0844197j -0.000987158-0.00826638j 0.00586251-0.129439j -0.00183531+0.154218j -0.0020791+0.172302j 0.00303362-0.000275314j 0.00129468+0.0222942j -0.00114941+0.0616837j 0.00179201+0.00133912j 0.000399002-0.0127153j -0.0064402+0.0402417j 0.00572354-0.015101j -0.00303461-0.0710499j 0.00207223+0.0208149j -0.0048426-0.0410874j -0.00142815+0.00811719j 0.00017198+0.0562845j 0.00382131+0.0386657j -0.00346261-0.0901416j -0.00254484+0.0483859j 0.00213169+0.138222j 7.92852e-05-0.0556881j -0.00110418+0.0275321j 0.000738445+0.0380392j 0.000295055+0.046317j -0.00131652-0.0477079j -0.00307066+0.0481078j -0.00200774+0.0197081j 0.000323851+0.0363148j 0.0015004-0.0197042j 6.01987e-05+0.0128541j 0.00192771-0.0313553j 0.000654715-0.0261824j 0.00167147+0.0088244j 0.00249909+0.0350054j 0.000169059-0.0225305j 0.000293287+0.032323j -0.000189371-0.0547814j 0.00272847-0.00569207j 0.00199235+0.00520406j -0.000131575+0.0131559j 
0.00204469+0.17248j -0.00402479+0.0281145j -0.00297634+0.0286044j -0.00371692+0.0312353j -0.000784724+0.209487j -0.010688-0.0403974j -0.00970214+0.103199j 0.00400029-0.010834j 0.00128935-0.0150236j -0.000486885+0.0229358j 0.00675144-0.160809j -0.00757359-0.125054j 0.00123997+0.0915446j 0.0150915+0.0648453j 0.00980814+0.100455j -0.00175697-0.296366j -0.00549348+0.341259j 0.00257218+0.00159051j -0.00744517-0.239702j 0.00477185-0.133695j 0.00545153+0.019163j 0.00614457-0.176687j -0.00463205-0.0764353j 0.00633961-0.0172015j 0.00450052+0.159126j 0.00295678+0.23074j -0.000684727-0.0797244j 0.00173532+0.107534j -0.00268929-0.0349556j 0.00849714-0.0984288j 0.00965285-0.102959j -0.00700453-0.0111905j -0.0064943+0.0922141j -0.00806517-0.0247234j 0.00324341-0.168797j -0.0043129-0.0932413j -0.00746742-0.0886922j 0.00213461+0.0678561j 0.003003+0.0198659j 0.00203482-0.0215779j 0.000820248-0.017869j -0.00282435-0.143787j -0.00227168-0.0488057j 0.00743155-0.151094j -0.00463358-0.0439888j -0.00366217+0.146382j -0.00366868-0.147393j 0.00201239-0.134225j 0.00127617+0.0135153j 0.000411138-0.0475069j 0.00078872-0.00803609j -0.000657225-0.0336885j 0.00037461-0.0238129j -7.8053e-06+0.0552647j -0.00431144-0.087397j -0.00104991+0.0984767j 0.00165305-0.0491038j 0.00448549-0.0224761j -0.000623846+0.00293975j 0.000299794+0.0588659j -1.77788e-05-0.138952j 0.00239502-0.0556112j -0.00340926+0.0283915j -0.000331869-0.0180928j -0.00125816+0.034806j -0.00045084-0.0270296j -0.00134969+0.0347061j -0.000607887+0.0237919j -0.00175992+0.0268004j 
0.00224128-0.0108157j -0.00175567+0.138831j 0.00240222-0.0859451j 0.00343121-0.14923j 0.000466959+0.261994j -0.00194081+0.0930392j -0.00821028-0.16412j -0.00705413+0.0588602j 0.0059632-0.0593325j 0.01047-0.0188666j 0.00124833+0.0655171j 0.00375-0.00384595j 0.0031072+0.136388j -0.00189007+0.0358086j -0.00362123-0.129165j 0.00248406+0.277189j -0.00258565+0.236631j -0.00144191+0.171008j -0.0045335-0.0104801j 0.0018462+0.118484j -0.000693457-0.101519j 0.00595676+0.0745043j -0.00181486-0.152867j 0.00698133+0.0112937j 0.00912787-0.127876j 0.00265569-0.0442816j -0.00599216-0.119008j 0.000348667+0.0863818j 0.000117647-0.00104556j -0.000994912-0.0710489j -0.00832819+0.0498612j -0.00536472+0.0788897j -0.000708656-0.0820258j -0.00398708+0.0451101j 0.000450478-0.0482425j 0.00935106-0.146826j -0.00175014+0.00705677j -0.00314091+0.0119428j 0.0131086+0.162746j -0.00494962-0.109007j -0.0120935+0.078718j -0.013365-0.0639704j 0.00086576-0.0306294j 0.000143577-0.00972004j -0.00254002+0.1223j -0.0071563+0.0465175j 0.00900702+0.0160452j 0.00221938+0.0212335j -0.0020796-0.0943075j -0.0014694+0.0341115j 0.00133181-0.00240479j -0.00137584-0.00444409j -0.000102179+0.0390014j -7.98152e-05+0.027002j 0.00243621-0.088012j 0.000695097-0.016189j -0.000128823+0.0491333j -0.00291466-0.132197j 0.000291569+0.0597593j -0.000754628-0.046892j -0.000516404+0.11771j -0.00349255-0.127651j -0.0012747+0.0825654j -0.0027937-0.00910806j -0.00211183+0.0164106j 0.0040675-0.00642865j -0.000731604+0.0375631j -0.00522852-0.0574009j 0.00509706-0.101195j 
-0.000829151-0.146652j 0.00113789-0.0795635j -0.00805908-0.0414355j 0.000978848+0.0242425j 0.00417113+0.151775j 0.00543897-0.108775j -0.00847804+0.0341263j 0.00565968-0.0695745j -0.0162114+0.00960286j -8.79274e-05+0.0370371j -0.0342417-0.0338062j 0.0324619+0.0133962j 0.0102424-0.0537363j -0.023581+0.162779j -0.0350005-0.060881j -0.0101384-0.192002j 0.000160785+0.212916j -0.0117198-0.0980915j -0.00342618+0.157768j 0.00104634+0.168571j -0.00570653-0.038672j 0.00871639-0.094621j 0.00763898-0.0448653j 0.00375948+0.0887033j -0.00115017-0.0760836j 0.00361077+0.127781j 0.00219085-0.0482437j 0.0037449-0.0381866j 0.00226712-5.45545e-05j -0.0028641+0.0411978j 0.00208011-0.0379105j 0.0147697-0.069445j 0.0018126+0.0158667j -0.00663349+0.0181657j -0.0175048+0.108213j 0.00668485-0.00753146j 0.00903218+0.0493797j 0.00816674+0.0160821j -0.0129894-0.179894j 0.00301576-0.0423016j -0.00170609-0.153057j -0.00142534+0.00440556j 0.00250834+0.192107j -0.00433494+0.0491103j 0.00320551-0.0358242j 0.00407976-0.00294459j 0.00716616+0.0239705j 0.000544365-0.0903313j -0.00115609-0.112636j 0.00154031-0.0759961j -0.000187162-0.00221486j 0.0020782-0.00180154j -0.00236472+0.0771998j 0.00373496+0.0498794j 0.0081048+0.0274052j 0.00167739-0.0263104j -0.00217011+0.0559147j -0.0108302-0.12428j 0.00289074-0.083893j 0.000625517-0.0939617j 0.00269965+0.0400415j 0.000663593+0.0632285j 0.00244831+0.0444487j -0.00288699-0.00362243j -0.000122096-0.0135073j 0.00589669+0.00149634j 0.000815882+0.0413255j 0.00300423-0.0792213j 0.00128988-0.0908468j 
0.00555494-0.174176j 0.00248098+0.0914378j -0.00129807+0.112759j -0.0116194+0.107508j 0.00220307-0.0752789j -0.0137711-0.0186444j -0.0164596+0.0203691j 0.00418946+0.0964841j 0.00441393-0.0163921j 0.00289229+0.0114532j 0.0248776-0.0687619j -0.0221917-0.0092591j -0.00486447+0.0184409j 0.0206769+0.0109411j 0.00442748-0.00914897j -0.00600522+0.0165504j -0.00490154-0.20462j 0.00505366+0.138341j -0.017306-0.083404j 0.00267371-0.123629j 0.00136099+0.0159294j 0.00922107-0.0176655j -0.0093967+0.00231047j 0.00446016-0.117839j 0.0138986-0.0943092j -0.00515763-0.025599j -0.00290935+0.0763392j -0.000940314+0.0655558j -0.00654484-0.00987983j 0.0123787-0.0988108j 0.0109333-0.0325881j -0.00699751+0.0583697j -0.00154757-0.0635935j -0.00214911+0.00518059j 0.011729-0.0692466j -0.000807313-0.123327j -0.0209484-0.0223117j 0.000884603+0.0555127j -0.000994424-0.0523696j 0.00299068-0.0610213j -0.00571383-0.185541j -0.00230318+0.000432489j -0.0136899+0.10378j 0.0151096+0.17591j -0.00570194-0.186357j -0.00376404+0.087231j -0.00402842+0.0985984j 0.00169596+0.0722237j -0.00365934+0.0253096j -0.000795237-0.0523779j 0.00251907+0.00600019j 0.000533922+0.0100109j -0.000342959-0.121781j 0.00283786-0.00528029j 0.00214299+0.106036j -0.000499564-0.0534537j 0.000698191+0.0156712j 0.00659213-0.043767j -0.000577746+0.134816j 0.00307957-0.00784855j -0.00318604+0.0481095j -0.00121464+0.0591864j -0.0071051+0.0332215j -0.00458044+0.00881791j -0.00435615+0.00584957j 0.00426871+0.0610697j -0.00511646+0.0187915j 0.00314286-0.209097j 0.000679464-0.111683j 
-0.00117284+0.209015j -0.00206848+0.0532825j 0.00232957-0.161645j -0.00181564-0.217599j 0.0131388-0.173638j -0.00826006+0.0794889j -0.0125202-0.0268101j 0.00325711-0.110432j -0.01479+0.0253515j 0.0170648+0.00913023j 0.0038215+0.00644826j 0.0157286+0.0924989j 0.00743565+0.0298668j 0.00630032-0.193634j 0.0119421+0.0887512j 0.000115562+0.070974j -0.00399128-0.13786j -0.00180629+0.122773j -0.00768187+0.0898329j 0.00126602+0.0610763j -0.000282003+0.00456843j 0.00697863-0.0144141j 9.45846e-05-0.0940976j 0.00443897+0.0577947j 0.000384638+0.0703583j 0.00780783-0.118224j 0.00455357-0.110147j 0.00472044+0.0486672j -0.00190137-0.00577819j -0.00547848+0.13621j 0.0104936+0.160562j 0.000410975-0.0277106j 0.00319783+0.157541j -0.00758858-0.00997077j 0.000296954-0.0921136j -0.000803513-0.0608855j 0.00503536-0.0389531j -0.00124855-0.107467j -9.14676e-05+0.0296582j 0.00848075+0.0252451j 0.00920028-0.0109896j -0.00374306-0.111898j 0.0100619-0.0534617j 0.00446263-0.0860958j -0.000528139+0.176853j -0.000457165+0.0533497j 0.000562544-0.0454861j 0.000151204-0.0827115j 0.000897968+0.0567111j -0.00080087+0.0753955j -5.46176e-05-0.00421118j -0.000173012-0.0199643j -1.85863e-06+0.0196757j 0.00160013-0.0588004j 0.00439514+0.0249765j -0.00145766-0.00987789j -9.52492e-05-0.0952557j -0.000246272-0.0336429j -0.000168546+0.0228921j 0.00189666+0.111608j 0.000424557-0.0146355j 0.000985588+0.0174656j -0.0018586-0.0607661j 0.000641538-0.00281973j 0.000561627+0.0178084j -0.000642967-0.0299837j -0.00270447-0.0338j -0.000771459+0.0108534j -0.00554384-0.223442j 
-0.00194857-0.0231629j -0.00516665+0.303585j -0.00383084+0.382643j 0.00704859-0.077045j 0.00139095+0.0210546j 0.0113464-0.091114j 0.0116126-0.058418j 0.00785829+0.0674756j -0.0120585+0.0680285j -0.00140228-0.0414754j -0.0248452-0.0404804j 0.00222524-0.136163j -0.000799317+0.342824j -0.0191873-0.0911729j -0.00458614-0.000131143j 0.00643081-0.0896742j 0.00342264-0.129007j -0.000177391-0.102019j 0.0121858-0.0370339j 0.00645864-0.021328j 0.00310211+0.00100566j 0.00907142+0.019487j 0.00891377-0.0857463j 0.00760661-0.172252j -0.00571808-0.184521j 0.0157925+0.00376137j 0.0027759-0.0363264j 0.00554389+0.0253672j 0.0027272+0.0167069j -0.00360095-0.100662j -0.00251667-0.0480049j 0.00949015+0.0133695j -0.00401323-0.0414235j -0.00081269+0.050259j -0.00880278-0.00696931j 0.000682967+0.018118j 0.0063587-0.0448466j -0.00205172+0.0601184j -0.00527113+0.0527958j 0.00480894-0.0381998j 0.00754416+0.0107201j -0.00108789-0.036641j 0.0125865-0.0827176j -0.00854301+0.0926712j 0.00228496+0.0721014j 0.0052971+0.21079j 0.00146604+0.169098j 0.00127696+0.00448767j 0.00668312+0.0934631j 0.00088324-0.0780842j -0.000892857-0.0412054j 0.000197761-0.0229537j -0.000677529+0.0340759j -0.00104631-0.0847115j 0.00137538+0.0209787j 0.00108182+0.0350018j -0.00157686-0.0164235j -0.00361412+0.0703799j 0.00111696-0.129818j -0.001492-0.0704103j 0.00248643-0.0354063j 0.003675-0.00314304j 0.00407002-0.00349072j 0.0026651+0.0628712j 0.00256052+0.0238774j -0.00260804-0.1182j 0.00334693-0.0365788j -0.00258189-0.0112726j -0.00167181-0.118513j 
