-0.224715+0.175306j 0.179056+0.224154j -0.121087+0.0672458j -0.0471339-0.131477j -0.00101785-0.101205j 0.0300895+0.02003j -0.210876+0.0652706j -0.0187231-0.171032j -0.00705068-0.0351657j 0.0560734+0.037467j -0.178077-0.0502131j -0.0224352-0.0716841j -0.095808-0.0918453j 0.0214636-0.126648j -0.144397+0.0352324j -0.094012+0.0734988j -0.118725-0.0471382j 0.027807+0.0234082j 0.0279377-0.0719401j 0.0659114-0.118691j -0.0199436-0.0133037j 0.0609379+5.18729e-05j -0.0469016+0.0366401j -0.0163963-0.136133j 0.120381-0.0349928j -0.0341182+0.0752095j -0.0454663-0.0780863j 0.00522525+0.073146j -0.00417172+0.049386j 0.0435577-0.0567993j -0.00123391-0.0168124j 0.0419384-0.051315j 0.0257873-0.03133j 0.0391541-0.0725789j 0.0753079-0.0318128j -0.0471507-0.0807811j 0.0137847-0.097512j 0.043059-0.0615075j 0.0323882+0.0215321j 0.0257716-0.104864j 0.0165484+0.0414631j 0.0544302+0.026174j -0.0519155+0.029613j -0.0533687-0.129504j 0.0148051+0.0206504j 0.0298334+0.0351601j 0.0623692+0.021825j 0.00432918+0.0159356j -0.0175864-0.021939j 0.000114788+0.0443342j -0.030279-0.0355803j 0.0507017+0.0460915j -0.00890019-0.0229905j 0.0260153+0.0677589j -0.0819489+0.0122487j 0.0847735+0.0365099j -0.0983348-0.0975721j -0.0577077-0.0169809j -0.0456939+0.0112422j -0.0741114-0.0225846j 0.00569901-0.0487999j 0.0291685-0.00167515j 0.00148327-0.0103573j -0.0866109+0.011855j -0.0464595+0.0898999j -0.0434477+0.0227759j 0.0285011+0.00980588j -0.0306342-0.0384546j 0.0859945+0.0251478j -0.126745+0.109911j 0.0900142+0.089715j -0.00939525-0.0308689j 0.0285229+0.0878453j 0.151032-0.0141221j -0.0106333-0.141852j 0.108845-0.249083j 0.248771+0.108656j 
-0.00224236-0.00516281j -0.00529294+0.00238395j 0.00629187-0.00300006j 0.00277993+0.00684849j 0.0109756-0.00119307j 0.00329689+0.0099753j -0.000441047-0.0153968j 0.0121476-0.00288671j -0.00680967-0.000989473j 0.00330626+0.00198008j 0.00051631-0.000958103j -0.00723559-0.0109873j 0.003451-0.0108022j 0.00566793+0.00517201j -0.00710334+0.0059198j -0.000500445+0.00580424j -0.00387416+0.000667116j 0.00695593-0.00598734j -0.00426464-0.00686251j -0.0044033+9.05654e-05j 0.00471443+0.00488927j 0.0025154+0.000451936j 0.00221067-0.00271075j -0.00371622+0.00281803j -0.00281039-0.00213696j 0.00378363+0.00127699j 0.00176037+0.00660775j 0.0012482+0.000723488j -0.00816456+0.00165267j 0.0120887+0.00348775j -0.003411+0.00361327j -0.000151168-0.000889951j 0.00639935+0.00125656j -0.00172718+0.00234733j 0.00114898+0.000471438j -0.000313493+0.0051374j -0.000863502+0.00154912j -0.0102806+0.00405856j -0.00479645+0.00539546j 0.000849863-0.00285719j 0.00165808+0.0043078j 0.00227284-0.0047791j 0.00288945+0.00594329j -0.00247821+0.00163856j -0.00520924+0.0026075j 0.00184816-0.00429373j -0.00438874-0.00150918j 0.00249825-0.00308533j 0.00132139-0.00639478j -0.000536705-0.00139417j 0.000453149-0.00268678j -0.00327137-0.00180868j -0.000314849+0.00525431j 0.00446366+0.000572626j 0.00306643+0.00165809j -0.0038708-0.00669489j 0.00176249+0.00712897j 0.00208938+0.00529654j -0.0011057-0.000645496j -0.000287725+0.00136047j 0.00167931+0.00305705j -0.00216661+0.00580199j -0.00155078-0.000781714j 0.0104913+0.000897922j 0.0144021-0.00637533j 0.00555884-0.00317862j -0.00753622-0.007932j 0.00303369+0.0119074j -1.95208e-05+0.00378778j -0.00104492+0.0127748j 0.0178642-0.00548313j -0.00765366-0.0131962j -0.00291624+0.00438299j 0.000837298-0.00200562j -0.00173127-0.000726961j -0.000993297-0.00245848j 0.00247242-0.00094442j 
0.000450216+0.0083264j 0.00850894-0.000623816j -0.00225522-0.00329932j 0.00334617-0.00288948j -0.0235437+0.000200846j -0.00158562-0.0204292j -0.00273189+0.0231912j -0.0204017-0.00235881j 0.000632914+0.00283947j -0.00508115+0.00393107j 0.00153976+0.000977179j 0.00181042+0.0177371j -0.00560226+0.0114779j 0.00165349-0.0057465j 0.014883-0.00222377j 0.00673872-0.000316926j 0.00349012-0.00273741j -0.0158946+0.0039514j 0.00349922+0.0161218j 0.0033114+0.00578455j 0.00374915-0.0123706j 0.00250976-0.0036599j -0.00175656+0.000699825j 0.000262892+0.00682832j 0.00311046+0.0123714j -0.00721303-0.00105895j 0.00379883-0.00867324j -0.000354048-0.00333106j 0.00816117+0.00356435j -0.0150647-0.00844314j 0.00373649-0.00125633j -0.000343677+0.001854j -0.00743261-0.00693414j 0.00180548-0.00597087j 0.00012386-0.0019263j 0.00211119-0.00552967j 0.00624585+0.00168465j 0.0190938+0.0047841j 0.00977537-0.00699984j -0.00303839+0.00482853j -0.000550067-0.00533251j -0.000838654+0.00404841j -0.00898098-0.00877977j 0.0042014-0.000544766j 0.0125699+0.00478805j -0.00769904-0.00268825j 0.00189616-0.000996948j -0.00650799+0.00463617j -0.00549958+0.00806328j -0.00558387+0.00744216j 0.00214928+0.00577526j -0.000339058+0.00371218j 0.00770643-0.00610834j -0.00302992+0.00194376j -0.00505317-0.00144659j 0.000986359+0.0100655j 0.00655329-0.0114503j 0.000775296-0.00680612j -0.0052005+0.0068766j 0.00371849-0.0060154j 0.00428018+0.00209738j 0.00427174-0.00278428j 0.00179913-0.00491054j -0.00993806-0.00144692j -0.0171408-0.00545029j -0.00157708+0.00881434j 0.0131734+0.0103591j 0.00912977-0.0192505j 0.00247912+0.00112177j 0.0083247-0.0174813j -0.0318151-0.00694943j -0.00237024+0.0282554j 0.0109278-0.000991606j 0.000655518+0.0010668j 0.000981817-0.000865068j -0.0022277+0.00560908j -0.00563179-0.00229388j 
-0.00736784+0.00800452j 0.00795161+0.00699369j 0.0100613-0.00601372j 0.0053494+0.00908594j -0.00461421+0.00249204j 0.00241954+0.00202711j 0.0149977-0.0144985j 0.0175151+0.00557231j -0.0146643-0.0124693j 0.000914356+0.0166687j 0.00175285+0.00376259j -0.000486192-0.00859517j 0.0100666-0.00578981j 0.0112357+0.00817291j -0.00852985+0.00212506j 0.0042719+0.0192348j -0.0156965-0.00971528j -0.00386225+0.00619402j -0.00339883-0.00140985j -0.00991795+0.00510962j 0.00913906-0.000820226j 0.00869176-0.00305974j 0.0143816-0.00610705j -0.0107395+0.0119209j 0.00459564+0.010033j -0.00274784+0.00754806j 0.000566721+0.0045359j 0.000473633+0.000767957j -0.013711+0.00583523j 0.00652595+0.00301732j -0.00641337+0.00451029j 0.00289751-0.0070534j 0.00134262+0.00290107j -0.00499528-0.00085363j 0.00539153-0.00539061j -0.00615821+0.00430009j 0.00581994+0.00974486j 0.000497211+0.00486256j -0.00192098+0.0035756j 0.00219408-0.000891766j -0.000739101+0.0107567j 0.0123464-0.00573889j -0.0149295+0.00842825j -0.00107648+0.00394177j 0.00661586+0.00988816j -0.0044128-0.013045j -0.00428667-0.0133941j -0.000941496+9.23196e-05j -0.00309043-0.00724319j -0.00937412+0.00802726j 0.00497191-0.00459095j -0.00761175-0.0048264j 0.00216572-0.0015421j 0.0105759+0.0138041j -0.00416348+0.00705777j -0.00532685-0.00733684j 0.0102468-0.000946233j 0.00354613+0.00198134j -0.0103813+0.0110585j -0.00300819-0.00692412j 0.00645693+0.0119562j -0.00715534+0.0089554j -0.00192407-0.00763377j 0.0117415+0.0132096j 0.0204215-0.00839762j 0.0214828+0.014183j 0.0128214-0.0221893j 0.00571294+0.00545149j 0.00092385+0.0177097j -0.0149063+0.00386987j 0.00659968-0.000223773j -0.0119777-0.00477347j 0.00023759+0.0137129j 0.00623926-0.00476628j -0.00463085-0.00544671j -0.00309027+0.00495859j -0.00503319-0.00308947j 
0.00184034+0.00826897j 0.0087554-0.00187557j 0.0105619-0.00693933j 0.00798806+0.00978213j -0.0142978-0.0142949j 0.00931275-0.0063278j 0.00732481+0.0091757j -0.00293389+0.00337609j -0.00257379-0.0134568j -0.0124685+0.0159104j -0.00511884+0.000286209j 0.000928598+0.00283507j 0.00386588+0.00246961j 0.000282544+0.00108836j -0.00170908+0.000516816j -0.00164968+0.00691158j -0.00659992-0.00977426j -0.00661621+0.00670611j -0.00239405+0.00841495j 0.000222273+0.00511729j 0.0112282-0.00312259j 0.00530592-7.0919e-05j 0.00993609-0.00259597j -0.0100386+0.00560598j 0.00609184+0.0113623j -0.00324399-0.00206053j 0.00115293+0.00318382j -0.00329192-0.000308219j -0.00710891+0.00309557j -0.00914815-0.00159166j -0.000530986+0.000493096j 0.00229178-0.00906281j -0.00170463+0.0018716j 0.00343462-0.0051115j 0.00205475-0.00178136j -0.00521891-0.00236412j 0.00978572+0.0120566j 0.00941453+0.0092253j 0.00494066-0.00385805j -0.000652933-0.0015026j -0.00286169+0.00232333j 0.00341706+0.00214757j -0.0115292-0.00270091j 0.00442645-0.00103204j 0.00707536+0.00512041j -0.00334571-0.0079256j -0.000531853-0.0114024j -0.00707114+0.00130463j -0.00374492-0.00287981j -0.0160256+0.00340903j 0.000534312+0.00655443j -0.00858602-0.00389594j 0.00239523-0.00354565j 0.00121562+0.00768082j -0.00702205+0.00219428j -0.00662059+0.00298305j 0.00882433-0.00015953j 0.00566063-0.00930258j -0.0086547+0.00825837j -0.000531507-0.00529719j -0.0023007+0.0115194j -0.00328985+0.00539403j 0.00262644-0.00081269j -0.00152268+0.0130558j 0.010977-0.000534219j 0.00357115+0.0150274j 0.0181489-0.00231773j 0.00306006-0.00103939j -0.0083542+0.00905076j -0.00283644-0.0136626j -0.0136944-0.0068775j -0.0125159+0.00955428j 0.00333636+0.0116863j 0.0125499-0.00964113j -0.00955052-0.0120296j 0.00491306+0.00461658j -0.00462099+0.00477667j 
-0.00143219+0.00295892j 0.00265666+0.00118689j -0.00317885+0.00624342j -0.0063902-0.00323236j 0.00252578+0.00192495j -0.000162919+0.00113097j 0.000327009-0.00258325j 0.00397862+0.00331174j 0.00335894+0.00295177j 0.00237671-0.00392393j -0.00250281+0.000514376j 0.00355431+0.00100661j -0.00383946+0.00410742j 0.000897685-0.00264629j 0.00245093-0.0017572j 0.00294832+0.001267j 0.000319392-0.000541148j -0.00383455-0.00210323j -0.00425214-0.00128304j -0.00466627-0.00162202j -0.00424309-0.00102123j -0.00152173+0.000661298j 0.000160238-0.00019181j 0.00383366-0.00138287j -0.000517736-0.00141313j -0.00176988+0.000558958j -0.00131383-0.00495793j -0.000694474+3.08382e-05j 0.000189034+0.00214393j 0.00219242-0.00528027j -0.000215803-0.00144379j 0.00147394-0.000168671j -0.00113575+0.000495345j -0.00126136+0.00543374j 0.00172287-0.00275515j 0.00156068-1.53236e-05j -0.00440409+0.000367566j 0.00105853-0.00206433j -8.76095e-05+0.00354459j -0.000776763+0.00177091j -0.000415748+0.00201333j 0.00104666-0.000105916j 0.000391369-0.00050981j 0.000247234+0.00261958j -0.000209768+0.000121756j -9.08113e-05+0.000503329j 0.00167052+0.00101009j 0.00185276-0.000418923j -0.00441988-0.000377673j 0.0041482-0.000947905j -0.000599881-0.00476081j 0.00229851-0.000542257j -0.00190846-0.00199094j -0.000928156+0.00193823j 0.000142821-0.000594474j -0.000852634-0.000993776j 0.00133647-0.000459853j 0.00101545+0.000772614j 0.00093795-0.00276186j -0.00011344+0.00205857j 0.000449082-0.00306087j -0.000689877-0.00045863j 5.49768e-05+0.000379587j -0.000177701-0.00353409j -0.00333076-0.0018385j -0.000911906+0.000480303j -1.3085e-05+0.000185578j 0.000199248-0.00319228j 0.0019952-0.00081849j 0.00397-0.00179829j 0.00040251-0.00442098j -0.00136175-0.00370844j -0.00358993-0.00165334j -0.00418254+0.00334436j 0.00315742+0.00395184j -0.00107706+0.00699478j -0.00715718-0.00102886j 
-0.00164988-0.00237266j -0.00202712+0.00189955j -0.00126769-0.00531219j 0.0059879-0.00115091j -0.000359331-0.00263663j 0.00108319+4.55324e-06j 0.00219049+0.00129423j -0.00206688+0.00364764j 0.00299513-0.000560013j 5.85995e-05+0.00155809j -0.0020279+0.00136296j -0.00176774+0.000826749j 0.000598123-0.000797531j -0.00254541-0.000509878j 0.000855973-0.00106781j -0.00140874+0.000230549j 0.000418535-0.00148165j -0.00127919-0.00281079j 0.00153164-0.00113474j -5.46681e-05+0.000160296j 0.00104271-0.00256724j 0.000227761-0.0015122j 0.00056651+0.00265098j -0.000218521+0.000835124j -0.000597852-0.00113715j 0.000513348-0.00155496j 0.00142569+0.00160278j -0.000752693-0.000669171j -0.00192258-0.000424153j 0.00143008+0.00169735j 0.000751852+0.000443785j -0.000381571+0.000438364j -0.00061426-0.00053167j -0.000255532-0.000525107j 0.000107036+0.000899136j -0.00100895-0.000351728j -0.000302594+0.000760724j 0.000619448+0.000550946j -0.00138415-0.000121068j -0.00108526+0.00103923j -0.00216294-0.000265148j -0.00118013+0.000801004j 0.000804167-0.000543809j -0.0018089+0.00064502j -0.000728184+0.000788429j 7.76369e-05-0.000687079j 9.59787e-05+0.00134713j 0.000170664-8.28587e-05j 0.00174289-0.00140216j -0.000768747+0.000228517j 0.00160529+0.00147146j -0.000782901+0.000610206j 0.00118835+0.000343172j -0.000847952-0.000323598j 0.000532741-0.000740085j -0.00142441+9.62567e-05j 0.00247861+0.00196802j 0.000858664-0.00094197j -0.000127176+0.000929624j 0.000648019-0.000848743j 0.000766967+0.000142609j 0.000632249+0.000230073j 8.04402e-05+0.00079887j 0.000650197-0.000202085j -0.000432063+0.000626277j -0.00118937+0.000529691j 0.00169461+0.00119965j -0.00111069+0.000541972j -0.00309186+0.000849859j -0.00198994-0.00383021j -0.00072201+0.00169539j -0.000313664-0.00219839j -0.00291908+0.000923448j -0.00178603-0.00400863j -0.00416572+0.001688j -0.00467663-0.00244623j 0.00257134-0.00466096j 
0.00779597-0.00918466j -0.0090082-0.00649152j 0.00586358-0.00842689j 0.00882976+0.0074145j 0.00183083-0.00450216j -0.000775365-0.00140443j 0.00259437+0.00687356j -0.011704+0.00317679j 0.00511262+0.00460584j -0.0021434+0.00626331j -0.00657656-0.00613677j -0.00356212-0.00481383j 0.00258764-0.00410766j 0.0014177-0.00783789j -0.00135292+0.00215881j -0.00478796-0.00192039j 0.00024227+0.000190669j 0.00947607-0.00339013j 0.00268114+0.00511304j 0.00166681+0.00123982j 0.00929404-0.00320008j 0.00276973+0.000121421j -0.00425321-0.00122934j -0.00095168-0.0011118j 0.00551958-0.00403957j 0.00313422-0.00274017j -0.0022822+0.00895962j 1.60521e-05-0.00287018j -0.00169147-0.0049315j -0.00442015+0.00605754j 0.00201857+0.00345871j -0.00467801-0.0028183j 0.00304137+0.0018807j 0.00303091-0.00199301j -0.00323494+0.00168986j 0.00040016-0.00269302j 0.00403112+0.000759187j 0.00314155+0.00323418j 9.56793e-05-0.004274j -0.00462054-0.00631542j -0.00190778-0.00385728j -0.0058291-0.00194851j 0.00123237+0.00257925j -0.00219208-0.00539809j -0.00274987-0.00236642j 0.0010291+0.000203616j -0.00440412-0.00188859j -0.0020096+0.00036349j 0.00446329+0.00358072j -0.00398678+0.000816169j -0.000931994+0.00640181j -0.00675231+0.00154892j -0.0022077+0.00216124j 0.00173896-0.00374041j 0.00115817+0.00105089j -0.00431253+0.000258716j -0.00327956+0.00494825j 0.00330138-0.00221146j 0.00136416+0.00276016j -0.000121351+0.00355866j -0.000556263+0.00288177j -0.000162023+0.00209927j -0.000230843+0.00496348j 0.00298229+0.00210091j 0.000729928+0.00164052j -0.000248793-0.000287487j 0.00147262+0.000359014j -0.00359327-0.00163262j -0.00124232-0.00373292j 0.00442896-0.00213238j -0.00264857-0.00199024j -0.00107556+0.00189559j 0.0018802-0.000766643j -0.000563681-0.00533551j -0.00432896+0.000364501j 0.00478619-0.00146949j 0.00159406+0.00503217j 
0.0075575+5.448e-05j 0.000363965-0.00826679j 0.000614034+0.00584559j -0.00477649-0.000562184j -0.00680938-0.000123181j -0.000388815-0.00429231j -0.000878051-0.00517455j 0.0116406+0.00145138j 0.0001891-0.00590186j 0.00151091-0.00270929j -0.000212018+0.00904177j 0.00113317+0.00115631j 0.00260387+0.00377498j -0.00938+0.00611184j 0.000439521-0.00305148j 0.0039806-0.00217019j -0.000343122-0.00418853j -0.00646299+0.00154643j -0.00830112-0.000898842j -0.00320569+0.00261441j -0.00605874-0.00716828j -0.00488001+0.00271824j 0.00525891-0.00206142j 0.00505555+0.000327539j -0.00414563-0.00484512j -0.00264073-0.00500402j -0.000369962-0.00626817j -0.00241333+0.00162047j 0.00142673+0.0085793j 0.000411815-0.00302954j -0.000616148-0.0063666j -0.000915857-0.00282967j -0.00164785+0.00133221j 0.000941441+0.00712195j -6.68825e-05-0.00168962j 0.000353049+0.00328589j 0.000673619+0.00536295j 0.00209792+0.000415023j -0.00341188+0.00224563j 0.0021085+0.00551263j -0.0023651+0.00346082j -0.000373301+0.000233601j -0.00077118-0.00258322j 0.00442178+0.00680835j 0.0004126-0.00227338j -0.0025112+0.000129804j 0.00226471-0.000775458j 0.0031572-0.00019561j -0.0119749+4.0919e-05j 0.00224172-0.00109473j -0.00162507-0.00544283j 0.00121269-0.00206j -0.00237808-0.00060131j -0.00262635+0.000705215j 0.000284136-0.0019575j -0.00065853+0.00131424j 0.00618025-0.0020025j 0.00183473-0.00436083j 0.00424581-0.00324773j 0.00255631+0.00276914j 0.000985786+0.000233455j -0.00221877+0.000349621j 0.00342454-0.00114728j 0.00206791-0.00232941j 0.00241545+0.00149323j 0.000935816+0.000306457j 0.000602676-0.00511124j -0.00145685+0.00388198j -0.00470427+0.00282323j 0.00123871-0.00196659j -0.00170279-0.002814j 0.000833324+0.00326365j 0.00395134-0.0038382j -0.00322266+0.00243742j 0.00262746+0.00209383j 0.000145863+0.00676942j -0.00693636+1.74186e-05j 
-0.0133799+0.00573792j 0.00532119+0.012426j -0.00841381+0.00757985j -0.0084126-0.00960889j 0.00188273+0.00759779j -0.00171725+0.00512916j -0.000599096-0.00393542j 0.00405947-0.00183585j -0.00617476-0.00099148j 0.00340077-0.00212955j 0.00477337-0.00143126j 0.0026057+0.00423188j -0.00703097-0.000642679j 0.00512872+0.00304267j 0.0012401+0.00191678j -0.000274392+0.00433597j 0.00111074+0.00417784j -0.0027848-0.000623057j 0.00397303-0.00582174j 0.0025828-0.00619306j -0.00392265+0.0044386j -0.000147557-0.00197156j -0.000294017+0.000485351j -0.00405913+0.00245343j -0.00138023+0.00695268j -0.00236802+0.00407174j 0.00682993-0.00373304j 0.00151597+0.000498409j -0.00125424-0.00222964j 0.00498185-0.00163625j 0.00109195-0.000104004j 0.000631095+0.00588699j 0.000779251-0.00274204j -0.0078429-0.00471722j 0.00324193+0.00220998j -0.00192252+0.000186204j -0.0020342-0.00778866j -0.00291205-0.00357754j 0.00126096+0.000891363j -0.00156228+0.00218772j 0.00256189+0.00129101j 0.00475141+0.00356747j 0.000363586-0.00076051j -0.00242585+0.000954407j 0.00194869+0.0032237j 0.000304229-0.000735356j 0.00150371+0.00336461j -0.00255832+0.00275691j 0.00578093-0.00678726j 0.000416462+0.00389971j 0.00747738-0.000583019j 0.00465277+0.00372142j 0.00249911-0.000219314j -0.00161032-0.00162718j -0.00114734+0.000642648j 0.00468896+0.00156573j -0.00205753+0.00326035j -0.00332979+0.00197685j 0.00106027-0.00102194j -0.00136236-0.00169833j 0.00332242+0.00108952j 0.00034328-0.00223335j 0.000855825-0.000468164j 0.00105559+0.00178266j 0.00220456-0.00178788j -0.00332059-0.000849108j -0.00110387-0.000820744j -0.000806015-0.00180733j 0.00348512+1.92358e-05j 0.00368138+0.00278302j 0.00116366-0.00222781j 0.00261189+0.00085205j 0.00267558-0.0020863j 0.00714883-0.00220259j -0.002015-0.00675791j 0.00471276-0.00968244j 0.00928075+0.00455829j 
-0.00504582-0.00206082j -0.00221941+0.00459267j 0.000575115+0.00854489j -0.00866328+0.000733759j 0.00207522+0.00746445j -0.00581842+0.00231645j 0.000439789+0.000386993j -0.00140711+0.00254059j 0.000547601+0.00165367j 0.00169323-0.00363064j 0.00203872-0.00327613j 0.000356946+0.00187799j -0.00461802-0.00497328j 0.0019604-0.000827427j -0.00236225-0.000350462j 0.00103416+0.0038147j -0.00243288-0.00297305j 0.000900407-0.00668126j 0.00478313+0.00241133j -0.00739092+0.00219333j -0.00488881+8.86205e-05j 0.00338668+0.00243873j -0.00700244+0.000385456j 0.00291559-0.00289712j -0.00354448-0.00944331j -0.00443923+0.00338806j -0.000499848-0.000497129j -0.00105737-0.000963257j -0.00315403-0.00146318j 0.000607682-0.00134236j 0.000411486+0.000180432j -0.000262222+0.0018257j 0.003898+0.00182251j 0.00306885-0.00207967j 0.00279834+0.00145358j 0.00256865-0.00272309j 0.00118431-0.00113771j 0.00364122-0.00501088j -0.00500448+0.002734j -0.00562787+0.00069882j -0.00149769-0.000436143j -0.00303231+0.002194j -0.000360316+0.00267244j -0.00396891-0.00265871j -0.00421632+0.00137105j 0.00176676-0.000536132j -0.000571821+0.000429355j -9.09983e-05+4.49994e-05j 0.00111344+0.00701802j -0.000165472+0.000330432j -0.000386497-0.000321528j 0.000523192+0.0055217j -0.00354866+0.00429508j 0.00375747+0.00270355j -0.00228687+0.00238027j 0.0014126-0.00124428j -0.00217591+0.0023325j -0.00160183-0.00160047j 0.00171299-0.00106397j 0.00830718+0.000546537j -0.00080031+0.00279787j -0.000365917-0.00102177j -0.000871163-0.000862068j -0.000341333-0.00323445j 0.00145868-0.00134034j -0.000118353-0.000267473j -0.00160586-0.00107023j -0.00155125+0.0020698j -0.00246337-0.00570997j 0.00622619-0.00216639j -0.00156835-0.00680689j -0.00194985+0.00243485j 0.00422756-0.000925984j 0.000586628-0.00488734j -0.00416339-0.000974907j 0.00699666-0.00329994j 0.0030953+0.00692287j 
-0.00147894+0.00432531j 0.00481172+0.00105459j -0.00158988+0.00578694j -0.00394492-0.0016389j -0.00525485-0.00464222j 0.00241456-0.00418099j -0.00810574-0.00850169j 0.0113844-0.00320124j 0.00189221-0.00233279j 0.00246866+0.000109019j -0.00398426+0.001899j 0.00340243+0.00140031j 0.00101973+0.00310457j -0.00695172-0.000630067j 0.00312085-0.00281397j 0.00261694-0.00298715j -0.0019991+0.00117796j -0.00505847-0.00312383j -0.000284924-0.0122778j 0.0111397+0.00109759j 0.00102846-0.00395943j -0.00114469-0.00282814j 0.00573125+0.0033666j -0.0014348-0.00293373j -0.00655938+0.0068684j 0.00228802-0.000238711j 0.00567524-0.00193365j -0.00273564+0.00407344j -0.000634693+0.00900281j 0.00500193+0.00200735j 0.00371818-0.00581888j 0.000801967-0.0018842j 0.00128981-0.00526417j -0.0064185-0.00526368j 0.00191295-0.00349032j -0.00329856+0.0024807j 0.000337759-0.000530554j -0.00333331-0.00464268j 0.0046615-0.0016374j 0.00381583+0.00561004j 0.000217954+0.00273792j 0.00707623+0.0028195j 0.000716467-0.000841938j -0.00470673+0.00863169j 0.00512495+0.0028772j 8.7071e-05-0.00202087j 0.00268368+0.00426407j -0.000726081+0.000948446j 0.00168627-0.00957252j 0.000638067+0.00273585j 0.00343487+0.00229541j 0.00626688-0.00167689j 0.00285154-0.000437522j -0.000632369-0.00726574j 0.00658833-0.00116062j 0.00155952+0.0022429j -0.000750819+0.00036202j 0.00338727+0.00263158j 0.00644972+0.00223687j -0.00195844-0.00305512j 0.00561967+0.00256667j 0.000743616-0.0030444j -0.00231412-0.000613261j 0.0014894+0.00577649j 0.00133632+0.00374412j 0.00204345-0.00434461j 0.00462753-0.000469055j 0.00451442+0.000251964j -0.00979963+0.00508716j 0.00644392+0.00248434j 0.00485929-0.00374635j 0.00844444+0.000338383j 0.00774233-0.0113973j 0.00793969+0.00180559j 0.00347033-0.00979157j 0.00731292-0.00754241j 0.00727831+0.00713188j 
-0.00124125+0.00253527j 0.00280793+0.00101481j 0.00038996+0.00386143j -0.00240537-5.20757e-05j -0.00311748-7.62948e-05j -0.00265238-0.00173578j -0.00473101-0.00526977j 0.0100035+0.0001228j 0.00663554-0.00310231j 0.00502377+0.000105966j -0.00983899+0.000688522j 0.00586875-0.00121231j -0.00654364+0.0087713j -0.00278567-0.00614584j 0.00394735+0.00496842j -0.0010865-0.00630863j 0.00104735+0.0133306j -0.00703536+0.00152524j -0.00163563-0.011943j 0.0239907-0.00447009j -0.00163558-0.00292422j -0.000849121-0.00634517j 0.00985142+0.00332922j -0.0140379-0.0109132j -0.00790805+0.0216294j 0.00560167-0.000853579j 0.00264271+0.00508603j -0.0014492+0.0080244j 0.0108994+0.00604188j 0.000678124+0.00181984j 0.00118145-0.00558087j -0.00723168-0.000854001j 0.000845514-0.00924054j -0.011436-0.0142074j -0.0046473-0.00448415j -0.00416207+0.00192906j 0.00391556-0.00479832j -0.00728959-0.00707776j 0.0124712-0.00364095j 0.00797212+0.000616195j 0.00468555+0.00623294j 0.0124413-0.00196063j 0.00406984-0.000522694j -0.00318355+0.0113316j 0.00523237+0.00044961j -0.00170319-0.00422466j -0.000253549+0.00527151j -0.00328126+0.00106324j 0.0107821-0.00583171j -0.00369037+0.0015663j 0.00288749+0.0115685j 0.00340881-0.00601535j 0.00895917-0.000307579j -0.003585-0.0133702j 0.0104681-0.00259657j -0.000681829+0.00757735j -0.00876601-0.00156823j 0.00228034+0.0027934j 0.00786762-0.00506326j -0.00747877-0.00664598j 0.00624317-0.000933597j 0.00114115-0.000329151j -0.000890401+0.00386842j 0.00157098+0.0127891j 0.00219102+0.0021013j 0.00437247-0.00517623j 0.00902279-0.00331147j 0.00808011-0.00818504j -0.00455077+0.0168004j 0.00415976-0.00222328j 0.00224618-0.0090907j 0.00112072-0.008189j -0.00527006-0.0111306j 0.000693541+0.00307963j 0.00276332-0.00316272j 0.00970985-0.00278452j 0.00263343+0.00975793j 
