0.0915416+0.0455415j 0.156829+0.000119608j -0.125465-0.141093j -0.0261252-0.00129808j -0.0639278-0.0721141j -0.0242299-0.0489681j -0.0512638+0.0849573j 0.00157089+0.0487879j -0.0430514+0.0829648j -0.0667829+0.0782139j -0.106996+0.0317471j 0.0398494+0.0143369j 0.0321492-0.0744478j -0.0155766+0.00570136j -0.048729-0.00139772j 0.0474079-0.091868j 0.198901-0.214975j 0.0815619+0.019327j -0.266317-0.010734j 0.0956279-0.0530172j 0.019333-0.149457j -0.111751+0.233937j 0.0971461-0.0495146j -0.0445955-0.165451j -0.0477002-0.0475277j 0.144806+0.0272418j -0.0565177-0.142837j 0.096835-0.112745j 0.282132+0.395368j -0.0169864-0.0871698j -0.157684+0.00383236j 0.0503414-0.00327764j -0.00467468+0.0244839j -0.0141336-0.0106591j 0.046127-0.0281104j -0.0333617+0.0177529j -0.0171246+0.03761j 0.0138335+0.0109462j 0.0232203-0.00578587j 0.0434751-0.00239289j -0.018086+0.00849659j 0.00937899-0.0227327j 0.00721799+0.00585395j -0.0224326+0.0239008j 0.0344639-0.00830302j 0.0250368+0.00835854j -0.00631776-0.00508683j 0.00347877+0.0208601j 0.00129972-0.00351566j 0.026727+0.0393428j -0.0578283-0.0367522j 0.0219693+0.0411985j 0.0217064-0.00878591j 0.0149317+0.00237232j 0.0258069+0.0145878j -0.036146+0.020572j -0.0295259-0.0120776j -0.0525143-0.00896596j 0.0880724-0.0526019j -0.0362022-0.0282389j -0.00716994+0.104599j 0.0314192-0.0635189j -0.00751351+0.0198872j -0.0486057+0.0274547j 0.0301095-0.0211029j -0.0848028+0.00122384j 0.0536692-0.0812575j -0.13544-0.0806482j -0.0719907-0.162031j 
-0.0699549+0.0510501j 0.0688896+0.011622j 0.111581+0.0697763j -0.0958757+0.145668j -0.113695+0.0673896j -0.0413939+0.0180942j -0.0355181-0.0787423j 0.0561325-0.10382j 0.377507+0.00758431j -0.0369704-0.17393j 0.0231613-0.0100605j 0.123401-0.110991j -0.0811849-0.121737j 0.108212-0.0502342j 0.00535897+0.0995188j 0.0157718-0.162727j 0.209226-0.184601j -0.0643034+0.154751j 0.107195+0.00543116j 0.220805-0.113485j -0.0942983-0.23717j -0.0509226-0.0952113j 0.0889271-0.0102268j -0.172101+0.0955781j -0.0733572+0.0444521j -0.00553797-0.0142104j 0.020544+0.0481167j 0.0146639-0.0245124j -0.0504967-0.0980933j 0.0553305-0.0207895j -0.0215148-0.0115411j -0.0374138-0.0490061j 0.0357319-0.0378109j -0.000458514+0.00118069j 0.033499+0.0344884j 0.0181122-0.0360971j -0.0260413+0.0303598j 0.026413-0.0135135j -0.0157121+0.017656j -0.00252387-0.00132747j -0.0278063+0.0192045j -0.0327146+0.00847957j -0.0126623-0.0435083j -0.00828107+0.00990828j -0.0136594-0.0246442j -0.014514+0.0114841j 0.00888902-0.00580456j -0.00551742+0.0132491j 0.0262987-0.00997183j 0.00205039+0.00348596j -0.00468992+0.0151395j 0.00764103-0.00324849j 0.00321193+0.00479157j -0.0179959+0.0154089j -0.0204526+0.0130971j -0.0154517-0.00791184j -0.000203297-0.00584275j -0.00257127+0.0153877j -0.0100274-0.0182009j -0.00828811-0.0103328j -0.00315397-0.0194522j -0.0117167+0.000915622j 0.0042206+0.0127242j -0.020676-0.00431537j 0.00125117-0.00932067j 0.000740979+0.00395356j -0.000446184-0.00449856j -0.00541208-0.00803397j 0.0175271+0.011073j 
-0.0154363-0.0521135j -0.11105+0.106927j 0.10444-0.104569j 0.149356+0.0669433j -0.0220609+0.133166j 0.357525-0.0433421j 0.118297+0.250971j -0.13558-0.031403j -0.0277511+0.086127j -0.176074+0.185656j 0.0093853-0.0940911j -0.179335-0.193965j -0.183466-0.213118j -0.041318-0.0443427j 0.184446-0.0868296j -0.0566551+0.0217973j 0.0843835-0.215048j -0.122399-0.0463463j -0.0364173+0.0854431j -0.0176651-0.17178j -0.000765964-0.0130522j 0.00492823-0.102368j -0.0346468+0.0442984j 0.0359226-0.0760086j 0.00977419+0.0416459j -0.0689462+0.0776758j 0.0310534-0.0905935j -0.0406871-0.0355716j -0.00862437+0.0576944j -0.0453319+0.0286506j 0.0531321-0.0299333j -0.0621607+0.0418092j -0.0303808-0.0383177j -0.00168929+0.0446179j -0.0929797+0.0221184j 0.0290707+0.0395695j 0.0135254-0.0379533j 0.00640484+0.0187501j 0.0126888-0.0371584j 0.0107849+0.024588j 0.00588009+0.0184892j 0.00698298+0.00353406j -0.0265207-0.0158039j 0.0293325-0.0239759j -0.00383955+0.00632844j 0.00885953+0.0231621j 0.00319788-0.0205399j -0.0059755+0.00200073j -0.00947899-0.00858826j 0.0193808+0.00396268j -0.01173+0.00533048j 0.000787747-0.00306498j -0.00967768-0.00148881j 0.0073849+0.00994072j -0.010448-0.00351108j -0.00255511+0.00718441j -0.0117919+0.00281965j 0.0140944+0.00160213j 0.000943724+0.0016389j 0.0048971-0.00595919j -0.00720753-0.00389294j -0.0134802+0.000218272j -0.00122772+0.00225559j 0.000755514+0.00310357j -0.00704363+0.000414835j 0.00393573+0.00532941j -0.0204145-0.00175906j 0.0318031+0.00743758j 0.00226739+0.0223148j 
-0.296213+0.218694j -0.0765667+0.277951j 0.0129598-0.0213134j -0.100802-0.0582594j -0.0897859+0.0387669j -0.0805453+0.021658j 0.154268+0.0492647j 0.186022+0.140635j -0.0977467-0.165002j -0.36112+0.177583j 0.0701242+0.203287j -0.060443-0.113082j 0.189539+0.135699j 0.0612418+0.00865234j -0.0390119-0.0754006j 0.0352817+0.00860496j -0.031801-0.136682j -0.0119594-0.0869776j 0.00194333+0.113845j 0.0172464+0.106447j -0.0127481-0.156123j -0.01494+0.133137j 0.0763125+0.113991j -0.00113053+0.0956327j -0.0351574-0.0544445j 0.0417309+0.056279j -0.062765+0.112744j 0.00523054-0.121672j -0.00142229-0.0160056j 0.182074-0.100055j 0.163727-0.184853j 0.0341885-0.00495186j 0.0169354-0.0251875j -0.0128847+0.0201919j -0.0141212-0.0284729j 0.025312-0.00483355j -0.0085584-0.0238087j -0.012238-0.030307j 0.00668891+0.000704523j 0.0117725-0.0293862j -0.00415371+0.0182394j 0.010109+0.0316617j -0.00455314+0.0380236j 0.00717187+0.00667623j 0.0253008-0.00337703j 0.0111011-0.00648038j 0.00805295+0.0154828j 0.00774975-0.0309478j 0.011643-0.000593714j 0.00799887+0.00526969j -0.0100866+0.0117416j 0.00297597-0.00109246j 0.00505719-0.0130244j -0.00134128+0.00988055j -0.00223834-0.00521821j 0.00784572-0.00710422j -0.00609973+0.00337346j -0.00143464+0.000435188j 0.0082853+0.00640762j -7.3481e-05+0.00794602j 0.0168114-0.0133001j 0.00262845-0.00711324j -0.0120213-0.00527235j 0.00133638-0.012361j 0.0134792+0.00206341j 0.0094988+0.000430804j 0.0136022+0.00365335j -0.00804845-0.0235558j 0.0378666+0.0122829j 
0.0781204-0.277845j -0.291054+0.225799j 0.0512509+0.0304919j -0.0102719-0.00714402j 0.0453556-0.150223j -0.137303+0.0545092j -0.027033-0.141499j 0.033026-0.401115j -0.00885648+0.108267j -0.00455718+0.233805j 0.347503-0.0279429j 0.0670679+0.179635j 0.0180124-0.162077j -0.0298657-0.0760871j -0.0142612-0.00131884j 0.0329799-0.00345298j 0.036769-0.0792933j 0.101689+0.0186949j -0.0353697+0.103788j -0.0282807-0.0144329j -0.032979-0.0554621j -0.062626-0.0063159j 0.0103391+0.137545j -0.0231311-0.0502263j 0.0201089-0.0613177j -0.0426053+0.128894j 0.011771-0.101124j 0.00110518+0.00897425j 0.0230429+0.0937391j -0.15268+0.185322j 0.170095-0.111055j -0.017846+0.0348074j 0.0323929-0.000723487j -0.0144248-0.0512982j 0.0202082-0.01192j -0.010448-0.0205111j 0.0252049+0.0219184j -0.00238449-0.00808438j 0.00535485-0.0343495j -0.00169545-0.0078035j 0.0134243+0.013117j 0.0270476-0.0108318j 0.0203523-0.00235632j 0.00208096+0.00312141j -0.000118003-0.0352408j -0.00604131-0.0356614j 0.0109846-0.00975767j -0.0153962+0.008768j -0.00687412+0.000833721j -0.0131353+0.00751969j 0.004897+0.0174551j -0.00186596-0.00205215j -0.00353272+0.0146121j 0.000802277+0.0207737j -0.00220322+0.000444223j -0.0061433-0.00257187j -0.000559293+0.00341427j 0.0034045-0.0126093j -0.00192493+0.00955584j 0.00900832+0.00236269j 0.00671067-0.00548383j 0.00312566-0.0117219j -0.00557099-0.00426101j 0.0143811+0.00834377j -0.00928995+0.00151564j 0.011468+0.00241698j -0.0147766-0.00563152j 0.0334724+0.0114651j 0.00265656+0.0220895j 
-0.035754+0.0417302j 0.0815704-0.0385324j -0.0549434-0.0196778j -0.0489846-0.0185578j -0.0440727-0.0316989j -0.0438575+0.00852542j -0.00776777+0.0410616j 0.0129283+0.0161989j 0.00732775+0.0423738j -0.0311605+0.0112281j -0.0669521+0.0107933j 0.00299513+0.0180072j 0.0301914-0.0246787j 0.00298925+0.00767829j -0.0281802+0.0106522j 0.0125389-0.0297161j 0.0785187-0.0693294j 0.0395701+0.0145685j -0.113595+0.00211175j 0.0426546-0.0209836j -0.00169617-0.0352892j -0.0437791+0.0823803j 0.0436976-0.00922434j -0.00389875-0.092416j -0.00528141-0.00109644j 0.0462931+0.0287909j -0.0176411-0.0604741j 0.0667162-0.0742914j 0.0958305+0.168456j -0.046019-0.105581j -0.178033-0.0104661j 0.0963383+0.0873599j -0.0230363-0.0679878j -0.0285788-0.00625774j 0.0313147+0.0385111j -0.0367406-0.0336977j -0.00157213-0.10598j 0.00863057+0.00126807j 0.0041794+0.00717606j 0.0320751+0.0321716j 0.0866073-0.0314591j -0.0395631+0.0261869j -0.011269+0.0156823j 0.0177736-0.0254902j 0.0399275+0.00575415j -0.0395129-0.00545222j 0.0332307+0.00659398j 0.0238484-0.0372753j -0.0124027+0.00331067j 0.0173703-0.0967729j 0.034543+0.00323071j -0.0574367-0.000262271j -0.0161166+0.0304019j -0.0724317+0.0700523j -0.00683269-0.0409887j 0.0498813-0.0956935j -0.00674136-0.018823j 0.125818+0.021446j -0.226689+0.0836833j 0.111705+0.115607j 0.0263551-0.23384j -0.0644082+0.133849j 0.0786209+0.0339177j 0.0821222-0.0272893j -0.0852646-0.0418077j 0.0586982-0.0357067j -0.119493+0.0413983j 0.257674+0.145297j 0.1526+0.319416j 
-0.0740005+0.0397116j -0.0327627+0.0464858j 0.041004+0.0215711j -0.0413392-0.0177844j 0.00143296+0.00216405j 0.0011477+0.0298071j 0.030571+0.0221549j 0.0312439-0.0545276j 0.0263034+0.0237429j -0.00528258-0.0137094j 0.0159237+0.0742817j -0.00131673+0.006072j 0.00787325-0.0360866j 0.0131905-0.017289j 0.0184709+0.0472815j -0.0461075-0.0127474j -0.069738-0.00284938j 0.00739487-0.0205647j -0.0421788+0.0591045j -0.0573317-0.0611983j -0.0143786+0.0356032j 0.089112+0.0313338j -0.0801741-0.0856787j -0.04609-0.0133547j 0.0583431-0.0250072j -0.0151282-0.024423j -0.0484984-0.037514j 0.105028+0.159281j -0.0736698+0.0773955j 0.181312-0.0112515j -0.0377352-0.0928173j 0.035477+0.0462097j 0.0683915+0.0750952j -0.00136721-0.0361348j 0.0285669+0.00161042j 0.0234275+0.109023j 0.00192025-0.0153785j 0.0476069+0.00844805j 0.0540197-0.0415943j -0.0125142-0.0386009j 0.00509831-0.11425j -0.0176425+0.0277201j -0.000646196-0.00575815j -0.0286719+0.0448591j 0.00907059-0.101135j 0.0302437+0.00200521j -0.000592961-0.0497061j -0.00856022+0.0262821j 0.0182359+0.0398677j 0.0272112-0.090513j -0.0393255-0.0337986j -0.00172428+0.0372794j 0.0492405-0.00399764j 0.0697895+0.00758909j 0.0095255+0.0377833j -0.0936002-0.0247876j -0.051237+0.0501293j 0.103512-0.156421j 0.0769509+0.115392j 0.0733431-0.125728j -0.262112-0.0997038j 0.11126-0.0143406j 0.115013-0.0287763j -0.118623-0.0653602j 0.000818793+0.0317015j -0.129065+0.0481809j -0.0370368+0.0317825j 0.163867+0.316045j -0.267475-0.122448j 
0.00708722-0.0188809j 0.0403142-0.0399528j -0.0145317-0.000608966j 0.0175624-0.0122349j 0.0230171+0.00245637j -0.0235665-0.0233044j -0.0230372-0.00212173j -0.0176552-0.0216312j 0.00447692-0.0252557j -0.023102-0.0446309j 0.0203778-0.00138548j 0.0284406+0.0111016j 0.00459789+0.02188j -0.013586+0.00531557j 0.022779-0.0227195j -0.0032187+0.0101154j -0.0354024+0.0119866j 0.0134551-0.0252265j -0.0314034+0.00272148j -0.00380963-0.0394663j -0.0241679-0.0316206j -0.021262-0.00569055j -0.0028087+0.0138801j 0.041383-0.0167895j 0.00982443-0.0542998j 0.0305159+0.00260722j 0.00442477+0.0223823j -0.0266613-0.00813489j -0.00296668-0.00827959j -0.102555+0.0377317j 0.0536726+0.0139284j -0.0629176-0.00846139j -0.0102087-0.00309572j -0.0365601-0.0626961j 0.0101294+0.00930196j -0.00322044-0.0487031j 0.0716497+0.0179404j -0.00408834-0.0682349j -0.00503045-0.0140259j 0.0278649+0.209973j -0.0351787+0.0417388j 0.0542154+0.0160427j 0.04524+0.0362052j -0.0943063+0.122274j 0.0468945+0.121677j 0.0016697-0.0949916j 0.0097757+0.0321653j 0.0803719+0.0597017j 0.0597523-0.0081514j -0.0762856-0.00101239j -0.10684-0.128526j 0.0830281-0.0708526j 0.102629-0.105305j 0.146576-0.177036j -0.0817617+0.0129529j -0.0043709+0.0754091j -0.0865094+0.0678583j -0.100231+0.195297j -0.0679256+0.0279409j 0.287077+0.062549j -0.12128-0.0481017j 0.0984289-0.0401025j 0.0542886+0.119415j -0.161651+0.0502502j -0.163159-0.101014j -0.0484368+0.11774j 0.123663+0.014941j 0.106173-0.0318855j 0.156849+0.187862j 
-0.0381218+0.0413444j -0.00117184-0.0312865j -0.00533361+0.0111416j 0.00395568-0.0130135j 0.0268258-0.00664929j -0.0273465-0.00455988j 0.00751025-0.00357537j 0.00602341-0.000187387j 0.0182475-0.00876899j -0.0109523-0.00508992j -0.0116108-0.00319034j -0.0124161+0.00441717j -0.00167181-0.00603771j 0.00578187+0.00108081j -0.012672+0.00437699j -0.00183817+0.00583142j -0.00822899+0.015372j -0.0121569+0.0582055j 0.000280472+0.0147084j -0.0187722-0.0225108j -0.0536648+0.00252223j -0.0436198-0.0131419j -0.0138863-0.000505302j -0.0459367-0.0241114j -0.0342309-0.00455843j -0.015251-0.030546j 0.0121422-0.0137367j -0.0139209-0.00254387j 0.0197507+0.00247637j -0.0618607+0.0259703j -0.0845134+0.0236282j 0.0213624+0.0468271j 0.0202511-0.0105092j -0.0371056-0.0238652j 0.150313+0.0872093j 0.0232574-0.0463717j 0.0131665+0.0440245j 0.0391584-0.0541645j 0.0379984+0.119993j 0.0498913+0.0394331j -0.0343231+0.0937023j 0.0100863-0.000865927j 0.0300278+0.0384984j 0.0387669+0.018042j -0.00483068+0.0918748j -0.0165602-0.0140024j -0.0163048+0.0617724j 0.0499882-0.153064j -0.0288799-0.0912035j 0.144094-0.0243508j -0.0630923+0.00733388j -0.0808179-0.0520578j -0.130101-0.119403j -0.0678267+0.00789277j -0.114169-0.015307j 0.0274542-0.0364871j 0.0566235+0.101694j 0.118473+0.0103458j 0.162386-0.021479j 0.162606-0.293779j -0.0179572+0.0276681j -0.195805-0.176607j -0.0579021-0.0715121j 0.0759821-0.0915857j 0.0171967+0.0851423j 0.164621+0.0853908j 0.00178231-0.126118j 0.155611+0.167558j -0.0912409-0.00385604j 
0.0152449+0.0216736j -0.0282338+0.00998824j 0.0010597+0.00860511j 0.0144013-0.0113861j 0.0219805-0.0227174j 0.0120765-0.0151694j 0.0211954-0.0106553j 0.00532294+0.00228397j 0.0140088+0.00309371j 0.00861797+0.015149j -0.00930777-0.0122384j -0.00484562-0.025017j -0.0125144+0.00164812j 0.00312754+0.00376166j 0.0226889+0.0252522j -0.032571+0.0298863j 0.0125232+0.00760474j -0.00708979-0.0129314j 0.0210873-0.0026242j -0.00923621-0.0124429j 0.0121288+0.0213644j 0.0150762+0.0496602j -0.00229275+0.0242595j 0.0200863-0.00988411j -0.0325359-0.00724106j 0.0432779+0.0016047j 0.00518493+0.0654261j -0.00663549+0.00230064j 0.00605926-0.0130325j 0.0399963+0.019009j -0.00610887+0.0212305j -0.055114+0.0447222j 0.0413564+0.0144268j 0.0425961+0.00212233j 0.210119+0.0542771j 0.0585147-0.0467104j 0.0458901+0.0945639j 0.0219841-0.0856816j 0.0722175+0.051672j 0.0628937-0.078483j -0.00337369+0.0959501j 0.0345392-0.0104654j 0.0309889+0.00318988j 0.0632457+0.0595876j 0.00383263-0.062565j -0.125355-0.0798085j -0.0650491+0.12324j -0.0269214-0.0830708j -0.151832-0.0833062j 0.0180815-0.00786899j 0.0448369-0.0757479j -0.153116+0.109033j 0.000445899+0.087739j 0.179968+0.0700117j 0.164174+0.0281926j -0.0798601+0.128501j 0.219873-0.211483j 0.0719101+0.0147195j -0.0785921+0.0765932j -0.0218153+0.0787859j -0.00257902+0.122582j 0.103534+0.0522598j 0.145836+0.269208j -0.291624+0.166085j -0.284451-0.0935618j 0.021693-0.0608476j -0.0497194-0.0953204j -0.00783465-0.0247935j -0.0754496-0.0164867j 
-0.00995641+0.019493j -0.0324536+0.0279697j 0.0172102+0.00138753j -0.00152198+0.00222788j 0.0180171-0.00536004j -0.0165647+0.00483658j 0.0129006-0.00785011j -0.0189017-0.0107191j 0.0169477-0.00655376j -0.0188689-0.00858629j 0.00526437+0.0158505j 0.00866676-0.0247316j 0.00898942+0.00778489j -0.016747-0.0111301j -0.0143368+0.0279719j -0.00379513-0.0463053j -0.0532874-0.00872754j -0.0390733-0.0119032j -0.0305382+0.0134186j 0.0340496+0.0267779j -0.00948864+0.035938j -0.0067218-0.000803729j -0.0112792-0.00631549j -0.00473129+0.0290556j -0.0199048+0.0112329j 0.0266862-0.0258676j 0.0260036+0.0255582j -0.00174144+0.0257019j -0.011228+0.00080594j 0.0555702-0.0133021j -0.0535484+0.0157728j 0.0494145+0.0313261j 0.0639047+0.0138846j -0.0630512-0.0257399j 0.0638449-0.00802516j -0.0149913-0.00232323j -0.0252312-0.00691846j -0.0432071-0.137572j 0.0305881+0.0266648j 0.0490225+0.0653927j -0.0507076+0.0560908j 0.0837313-0.0271073j 0.00557165+0.0338126j -0.167912+0.102148j 0.0259558-0.00830566j -0.0255064-0.0949243j 0.0836016-0.195333j 0.0844244+0.0232923j 0.168458+0.177398j 0.123313+0.0977115j 0.0732422+0.02526j -0.124055-0.0139196j -0.0152374+0.17357j -0.0974602+0.0820031j 0.095486-0.0417224j 0.0275833+0.0790952j -0.0337734+0.159497j -0.16676-0.00667328j -0.12353+0.205635j -0.0542605-0.13835j 0.176463+0.0790531j 0.0664765-0.057046j 0.0452302+0.16975j 0.0141277+0.192572j -0.128293-0.0347874j -0.0530921+0.0197197j 0.0232362+0.06468j 0.0369999+0.00576588j -0.0710076-0.0627965j 
-0.0224324+0.0520886j 0.00971572-0.0143651j -0.015693+0.0301962j -0.013363+0.00121614j -0.0183671+0.00366998j 0.00432079-0.00489862j -0.0119174+0.00495508j 0.00694709-2.0371e-05j -0.0320272+0.0189077j -0.00499034-0.0265821j -0.016306-0.0132677j -0.0264583+0.00801633j 0.00999833-0.0196755j -0.0212075-0.0120931j 0.022713-0.00769187j 0.044647-0.00313932j 0.011547-0.0125225j -0.00681362+0.00412701j -0.0138998-0.00568846j -0.0119525+0.0162384j 0.00241347+0.0443928j 0.0202914+0.0189678j 0.00349284-0.019008j -0.00158093+0.00319378j -0.0118867-0.0104387j 0.00475431-0.00312742j 0.0187203+0.00177784j -0.00394532-0.00170647j 0.000884996+0.0170175j -0.0591877+0.0356199j -0.0453153+0.0488876j -0.0143099+0.0663025j -0.0610448+0.00319896j 0.0752369-0.00986449j 0.0146671+0.0298423j 0.0447895-0.0133855j -0.0326739-0.0901826j 0.0806987+0.0320732j 0.0829419-0.000963586j 0.00275311-0.0067655j -0.00769387+0.0458091j -0.0564092-0.0190757j 0.110817+0.141883j 0.0979737+0.0737597j -0.150473+0.127251j 0.0446918-0.0148768j 0.120612+0.12641j -0.122292+0.0585609j -0.0492466+0.138286j -0.0153895+0.119635j -0.0431429+0.0964651j 0.0858048-0.165467j -0.0134291-0.0576267j 0.146857-0.0675613j 0.149425+0.237595j 0.0333458-0.20199j -0.170043-0.0594303j -0.124227-0.194965j -0.0677917+0.142387j -0.0413237-0.174736j 0.157485-0.0187693j -0.0681332-0.0038182j -0.00692553-0.0032671j -0.100774+0.161281j -0.00302885+0.0760541j -0.0211694-0.0825856j -0.0842993-0.00565163j 0.0515178+0.040851j 0.0196638+0.00504797j 
0.0173414-0.0430107j 0.0126752+0.00640168j 0.0248882+0.00668546j -0.0228716-0.00670287j -0.0211208-0.00306298j -0.00138466-0.0245155j 0.00959748-0.00779697j -0.0136608-0.00728077j 0.0176466-0.0187781j -0.000493741-0.00954049j 0.030401-0.0274144j 0.0055144+0.00705197j 0.00592881+0.00723065j -0.0299338+0.0142499j 0.0196482-0.000496539j -0.00979808+0.0211299j -0.0352839-0.0258236j 0.0157052+0.0340304j 0.00739838+0.00402465j -0.00190218-0.0174728j 0.0349725-0.00779512j 0.00604437+0.00225692j -0.014222+0.00475858j -0.00451859-0.00306068j 0.00737826-0.0250306j 0.000704023+0.00941603j -0.0164876-0.00950777j 0.0078331-0.00370789j -0.0111108-0.00381663j 0.0237326-0.0377837j 0.0487018-0.029023j 0.0124315+0.0190968j -0.0493895-0.0161425j 0.0685203+0.00381026j 0.0111099-0.0754941j -0.0070888-0.0645524j -0.0252366+0.0178728j -0.0101343-0.0206009j -0.106942-0.11678j 0.164162-0.0839861j 0.10327-0.0662827j -0.0645585+0.00720318j 0.114916+0.0421256j -0.122955-0.0227296j -0.0349156-0.143616j -0.101082+0.0159294j 0.0424869+0.0182835j 0.0816934+0.0582701j 0.0168622-0.0861872j 0.0747775-0.153316j 0.0158193-0.1858j 0.0655765-0.127615j -0.135736-0.079584j 0.0223669-0.126361j -0.0698864-0.0064613j 0.139339+0.085541j -0.188135-0.148099j -0.116742-0.108443j 0.0393342+0.137976j 0.0464631-0.161329j 0.235435-0.0210146j -0.18497+0.112644j -0.0628918+0.033327j -0.168861-0.149546j 0.0391921+0.0220427j -0.0697819+0.0143133j 0.11809+0.0616168j -0.0624038+0.0236991j 0.010311-0.00596381j 
-0.00105821-0.00913018j 0.0197292-0.00267907j 0.0101682+0.0181305j -0.0273769-0.00727135j -0.0223383-0.00452673j -0.000210704-0.000519305j 0.0122335-0.00697698j -0.0206475-0.000143024j 0.0250438-0.00444946j -0.0140558-0.0116494j 0.00366381+0.000579636j 0.00762918+0.0118816j 0.031318+0.0237719j 0.0115436-0.0033935j 0.0252419+0.0280038j 0.011388+0.0228139j -0.0135352-0.00672101j -0.0153685+0.0206298j -0.0254524+0.00056535j 0.0185849+0.00790323j -0.00952146-0.00171915j -0.0177621+0.00723358j -0.00556775+0.00127952j 0.00700341-0.00205461j 0.00400309-0.0165622j -0.000148392+0.00424169j -0.00313077-0.00990446j 0.00886397-0.00375824j -0.00967971+0.00764963j -0.0167096-0.0143581j 0.0174196+0.00272108j 0.0128975+0.0400647j -0.0732922-0.020868j 0.0686117+0.00469562j 0.0164704-0.00272253j -0.0505786-0.0372904j -0.0363917-0.0572487j -0.106639-0.0572035j -0.0694535-0.115545j 0.0294769-0.0170867j 0.134081-0.0139963j 0.0069549-0.0264782j -0.0285974-0.0675619j -0.0319562+0.0225709j -0.0175935-0.138668j 0.071359-0.0500194j 0.0527171+0.214383j 0.00584266+0.0765012j 0.166305-0.07383j 0.0714944+0.00677354j 0.0339764+0.0226875j -0.0359802+0.133422j 0.214481-0.140867j 0.127783+0.00599048j -0.180152+0.0150355j 0.0750316+0.126234j 0.102922+0.101739j -0.0227864+0.0577138j 0.0344605+0.155564j -0.130158-0.155102j 0.112423+0.00499301j -0.103906+0.0398642j 0.0174546+0.0841584j -0.124299-0.0971256j 0.0210679-0.00118721j -0.0828221-0.0126528j 0.0708756+0.0484431j -0.0224693+0.0568375j 0.0223798+0.013465j 
0.0260745-0.0247311j 0.00887294-0.015542j 0.00112191+0.0111514j 0.00483952-0.0182405j 0.0152874-0.0124951j 0.0185824-0.00456485j -0.00422445+0.00944303j -0.0334849+0.0161529j 0.0136073+0.0106253j 0.0259271+0.0234751j -0.000962352+0.0366321j 0.0241661-0.00329961j -0.00772663-0.00618048j -0.0284227+0.00282961j -0.00817638-0.000762806j -0.0092779+0.0254754j 0.0281666-0.00564088j -0.0112128+0.0194858j -0.0242705-0.0190514j -0.00818557+0.0459498j -0.00825683-0.0191621j 0.0050333-0.0137129j -0.0120568+0.0290341j -0.00414108-0.00961668j -0.0203304-0.0101202j 0.00735908+0.00330642j -0.0162921+0.00672656j 0.000523196-0.0112643j 0.00704383-0.00960829j 0.0048192+0.00637424j 0.0566688-0.0191768j -0.0529823+0.00844753j -0.0191932-0.0125786j 0.0273119+0.000191278j 0.0898244+0.0428137j -0.00843574-0.0636026j -0.0133875+0.12282j -0.177537-0.145778j 0.0669554+0.0666046j -0.0143022+0.0563648j -0.0475014+0.0179988j 0.0346697-0.0209282j -0.0450551+0.0680731j -0.0100068+0.059895j -0.0367974+0.0376948j -0.00397177+0.0782093j -0.0109112-0.352978j -0.0342969-0.0708236j 0.129803+0.0693963j 0.0847118-0.113712j 0.0813778+0.0937046j 0.268817+0.16584j -0.0631517-0.0481314j 0.0733592-0.0808338j -0.0141224+0.118409j 0.0486252-0.15275j 0.122785-0.11j 0.0884616+0.11357j 0.0648116+0.0250786j -0.0757041-0.00548183j -0.0599952-0.15022j -0.0567877+0.0768495j 0.0437968+0.0712466j -0.0388923+0.0888179j -0.0175224-0.0157778j -0.015734+0.0460444j 0.0238159-0.0703947j -0.0237043-0.0411726j 0.00725032+0.0383589j 
0.0326437-0.0182927j -0.0063576+0.0269872j 0.0295201+0.0234608j 0.00534527+0.00761638j 0.00840281-0.000289937j 0.0198601-0.00817277j 0.00717634+0.0129808j 0.00145631-0.00922449j -0.00487261+0.00543163j 0.00932873+0.0241701j 0.0187109+0.036101j 0.00384011-0.0178448j -0.0316626-0.0168133j 0.0105289+0.000545201j 0.00679863-0.0259846j 0.0300933-0.020078j 0.0378094-0.0171638j 0.0245286+0.0155199j 0.0034094+0.0490104j 2.89888e-05-0.00457182j 0.0201418+0.00675875j -0.0098092+0.00788438j 0.0103797+0.00703433j 0.0195423-0.0124953j -0.0316569-0.0156682j 0.0201932-0.0069468j -0.0113691+0.0208771j -0.0110727-0.000265914j 0.00286542-0.0186811j 0.0462899-0.0272135j 0.0334516+0.0302753j -0.0048502+0.0605776j 0.00506669+0.0718048j 0.087299-0.0485376j 0.118836+0.0676614j 0.0759687-0.0982522j -0.0234017+0.0756297j 0.0320483+0.00877293j 0.0364283+0.016519j 0.0560516+0.0586293j -0.0204915+0.111406j 0.0557554-0.0507666j -0.0869066-0.0786688j -0.0557506+0.068128j -0.00327532+0.154685j 0.0161266+0.211944j 0.0366622-0.0586154j -0.197214+0.019962j -0.0446471+0.0119381j -0.0713391-0.194613j -0.227152+0.0338509j -0.0542744+0.130877j 0.0756186+0.218982j -0.104988-0.144075j -0.119785-0.16251j 0.107745+0.00574631j -0.190613+0.0206257j 0.0217422+0.115072j 0.0381389-0.165589j 0.0642955-0.0715866j -0.0182092+0.0733069j -0.0149902+0.160205j 0.00757027+0.0481504j -0.161551+0.00980793j -0.00214811-0.0202547j -0.00864448+0.0470742j -0.0116708-0.0204671j -0.0119337-0.0557241j -0.031336-0.00464237j 
