0.0915416+0.0455415j 0.156829+0.000119608j -0.125465-0.141093j -0.0261252-0.00129808j -0.0639278-0.0721141j -0.0242299-0.0489681j -0.0512638+0.0849573j 0.00157089+0.0487879j -0.0430514+0.0829648j -0.0667829+0.0782139j -0.106996+0.0317471j 0.0398494+0.0143369j 0.0321492-0.0744478j -0.0155766+0.00570136j -0.048729-0.00139772j 0.0474079-0.091868j 0.198901-0.214975j 0.0815619+0.019327j -0.266317-0.010734j 0.0956279-0.0530172j 0.019333-0.149457j -0.111751+0.233937j 0.0971461-0.0495146j -0.0445955-0.165451j -0.0477002-0.0475277j 0.144806+0.0272418j -0.0565177-0.142837j 0.096835-0.112745j 0.282132+0.395368j -0.0169864-0.0871698j -0.157684+0.00383236j 0.0503414-0.00327764j -0.00467468+0.0244839j -0.0141336-0.0106591j 0.046127-0.0281104j -0.0333617+0.0177529j -0.0171246+0.03761j 0.0138335+0.0109462j 0.0232203-0.00578587j 0.0434751-0.00239289j -0.018086+0.00849659j 0.00937899-0.0227327j 0.00721799+0.00585395j -0.0224326+0.0239008j 0.0344639-0.00830302j 0.0250368+0.00835854j -0.00631776-0.00508683j 0.00347877+0.0208601j 0.00129972-0.00351566j 0.026727+0.0393428j -0.0578283-0.0367522j 0.0219693+0.0411985j 0.0217064-0.00878591j 0.0149317+0.00237232j 0.0258069+0.0145878j -0.036146+0.020572j -0.0295259-0.0120776j -0.0525143-0.00896596j 0.0880724-0.0526019j -0.0362022-0.0282389j -0.00716994+0.104599j 0.0314192-0.0635189j -0.00751351+0.0198872j -0.0486057+0.0274547j 0.0301095-0.0211029j -0.0848028+0.00122384j 0.0536692-0.0812575j -0.13544-0.0806482j -0.0719907-0.162031j 
0.00569094-0.0085719j -0.00722776+0.00562688j -0.00893853+0.000634683j 0.00228292+0.00215511j 0.0109457-0.00771192j -0.00745301-0.00201968j 0.00378621-0.0130785j -0.0135679+0.00684415j -0.00128857-0.00673893j -0.00206208+0.00903444j -0.00876415-0.0100756j -0.00468886-0.00122151j 0.00414285-0.000833893j 0.00461146+0.000448517j -0.00222957+0.0034138j -0.00496883-0.00306189j -0.0128296+0.0162468j 0.000672841+0.0041185j 0.00775717-0.00556595j 0.0132438-0.00292904j 0.00487205-0.00227293j 0.00745963+0.0071108j 0.000297909-0.015857j 0.00502384+0.000718956j 0.0102638+0.0136623j -0.0127418+0.0184737j -0.00509444-0.0078256j -0.0105424-0.00508042j 0.00489187-0.00772986j 0.0112405-0.0154026j -0.00702576+0.00596011j 0.0130926+0.0107595j 0.000730666-0.0143265j -0.0186872+0.0164648j -0.0212468-0.0107059j -0.00957352+0.0209798j -0.0288491-0.00166394j 0.0293691+0.00758171j 0.0176704+0.0015986j 0.0116093+0.00984049j 0.0181877+0.0120638j -0.00715175+0.0018083j 0.0245248-0.00736505j 0.0143333+0.0158909j 0.0201665-0.0108322j -0.00848713-0.0119689j -0.00138059+0.0262343j -0.00902618+0.00712708j -0.030585+0.000893196j 0.0256106+0.00416031j -0.021919+0.00162342j -0.0166078-0.0287304j 0.0135967+0.0284267j -0.0106921-0.00223418j -6.0433e-05+0.0330761j -0.00784147-0.0072714j -0.016107+0.0140514j -0.0120402+0.0190447j 2.40776e-05+0.0260247j -0.00741604-0.0102029j 0.0139479-0.0107384j 0.0102837+0.00420304j -0.0237333+0.0178971j 0.00762703-0.0147188j 0.0193223+0.026513j -0.000101935-0.0067291j 0.027436+0.00256727j 0.00520527+0.00595809j -7.44179e-05+0.00178697j 
0.00420416-0.00265855j 0.00552734-0.00895812j -0.00321829-0.00660991j 0.00124083-0.00470593j -0.00319976-0.0013209j 0.00339114-0.00321483j 0.000454409-0.00134559j -0.00138409+0.00263903j -0.000758566+0.00236095j -0.00262862-0.00319305j -0.00657938-0.00403651j -0.000834252+0.00715586j 0.00941686+0.00397811j 0.00319874+0.0032255j -0.00278682+0.00767463j -0.00695361+0.000901874j 0.0105672+0.00148638j 0.0129899-0.00548846j 0.00966176-0.00402646j 0.0126408-0.0225684j 0.0110741+0.0069359j -0.00644854+0.00448915j -0.0061382+0.00561342j -0.00203231-0.00207402j 0.00751474+0.00103507j -0.00432174-0.00905728j 0.0198406-0.0179214j -0.00102097+0.000994991j 0.00168542-0.000153759j 0.00503493-0.00947532j 0.00353754-0.00741242j -2.27451e-05-0.00630316j 0.00496986+0.0164128j 0.0178496-0.0136313j 0.00786296-0.000743644j 0.0166802-0.0120534j 0.0060103+0.009426j 0.0165431-0.00251783j 0.0103742+0.0015781j -0.00317837-0.0100769j -0.0127531-0.0136262j -0.00445989+0.0172202j -0.00488996-0.00829983j 0.0167411+0.000865135j 0.0045144+0.0164324j 0.00227564+0.0354046j 0.00197046-0.0199282j -0.0425218+0.00783997j -0.0130222+0.00487095j -0.0194853-0.0102895j -0.016567-0.0190383j -0.0251239+0.0260878j -0.018128-0.017603j -0.0054651+0.00197399j 0.0137744-0.038552j 0.0185279-0.0101411j 0.0223886+0.0217967j -0.00553618-0.00906695j -0.0109234+0.0167362j 0.00892102-0.00360622j 0.00813769-0.00856667j -0.0155136+0.0116303j -0.017552-0.0100285j 0.00580195+0.0141078j -0.0169923-0.0120222j 0.009854+0.00905438j -0.0154067+0.00958305j -0.00588488-0.00684414j -0.00194618-6.10755e-05j 
-0.000627723-0.00548012j -0.0055571-0.00349736j -0.00315232+0.000882117j 0.00240812-0.0122214j 0.00915547-0.00827202j 0.0062872-0.00910729j 0.00451902-0.00484898j -0.00337427-0.00710335j -0.00531622-0.00155581j -0.00344145-0.00698482j 0.00444658-0.00622094j 0.00119818-0.00876288j -0.00367653-0.0104571j -0.00136202+0.00592955j -0.0068087+0.00036697j 0.0167928-0.00286345j -0.00804439-0.0011821j -0.00481595-0.0028194j -0.0105814-0.00673037j 0.00381684+0.00839775j 0.0141111+0.0125965j 0.0116861-0.00784636j -0.01122-0.0140827j -0.00506464+0.00262152j 0.00821625-0.00283793j -0.0108828+0.00606359j 0.00864189-0.0169578j -0.00117627+0.00388383j -0.00590704-0.000720597j -0.00137482-0.000520232j 0.00224199+0.00878529j -0.00215764+9.04603e-05j -0.00466192-0.00447305j -0.00473005+0.00556668j -0.00341201-0.00292585j -0.00754697+0.00184459j 0.0141625-0.00575233j -0.0156785-0.00941296j -0.00466778+0.0213767j 0.00765044-0.017835j 0.00326137-0.0154266j 0.0185739-0.00837479j 0.0172239+0.0050289j -0.0117305-0.011572j 0.00923803-0.00419922j -0.0059339-0.00648182j 0.0152684-0.0195051j 0.0512636+0.00369144j 0.0255425-0.000808992j 0.0148235+0.00697237j 0.0308261+0.0226244j -0.00449341-0.00906722j -0.0173107-0.0139234j 0.0101997+0.00947355j 0.0215226+0.0195731j -0.0272777+0.00262661j 0.0113724-0.0231581j 0.0258389+0.0136196j 0.0124383-0.0410433j 0.0250505+0.0139349j -0.0243016-0.00703052j 0.0130635+0.00149782j 0.0164547-0.00350193j 0.00235445-0.00624728j 0.00514066+0.00380039j 0.0033131-0.00256401j 0.000508217+0.00281018j 0.00227749+0.00039375j 0.0100973+0.00453638j 
0.00207682+0.00163634j 0.000157808-0.00852361j -0.00573631-0.00543141j 0.00202756-0.00823749j 0.00740726-0.00610758j -0.00274172-0.0110354j -0.0035741-0.00823406j -0.00280537+0.0050065j -0.000663845-0.0032673j -0.00215273+0.00368081j 0.00860918-0.0139464j 0.000321061+0.00176898j 0.00478303-0.00943546j -0.0140523-0.0102865j 0.00014181-0.00611592j 0.0162373+0.00230554j 0.00160807-0.00526836j -0.000524685+0.00571897j -0.0160828+0.00558132j 0.0175836+0.0203735j 0.00820227+0.0357427j 0.0131646-0.0266269j -0.0122737+0.00535741j -0.00654858+0.00276176j -0.00644828-0.00281946j -0.0100063-0.00220289j 0.002882-0.00187485j 0.00384295+0.00323145j -0.00189093-0.00124089j 0.00618154+0.0141104j 0.00404826-0.0143994j -0.00408051+0.00656865j -0.00253688-0.00163968j 0.00101773-0.00147219j -0.00649251-0.00425017j 0.00595485+0.000337288j -0.00503835+0.00996148j 0.000674352+0.00193289j -0.00126385-0.0189217j -0.0171685+0.00832239j -0.00719063+0.00589774j -0.00454938+0.00769039j -0.00956262-0.00350895j 0.00422894+0.00108746j -0.0113502-0.00136293j -0.00684715+0.000610074j -0.0198573+0.00770859j -0.0254926-0.0178504j 0.0032842+0.00210728j -0.00942629-0.010851j -0.00415632-0.0181289j 0.0217166+0.00486382j 0.0189619+0.0113669j -0.00554743+0.00379454j -0.0175162-0.00172836j 0.0132376+0.00822926j -0.00621298+0.00732104j -0.00637248-0.00768689j 0.00110852+0.0108975j -0.00466727-0.00256854j 0.000850502+0.0187175j 0.000324483-7.57296e-05j -0.0036713+0.00315412j 0.00392333+0.00279387j 0.00499151+0.000154433j -0.00725442-0.0013324j 0.00451215-0.00389285j -0.00123913+0.00131097j -0.00644039-0.00487947j 
-0.00827514-0.000461039j -0.000866885+0.00115445j 0.0083528+0.00648103j -0.00563286+0.00129951j -0.0074443-0.00189025j 0.0119428-0.00410442j 0.00122329+0.00401364j 0.00665114+0.00100514j 0.00230564-0.00236075j 0.00309975-0.00184368j 0.0177531+0.00202144j -0.00256528+0.0109869j -0.00273404+0.000171581j 0.00194312+0.00100503j 0.0101141+0.0181774j 0.00517802+0.00627374j 0.0020074-0.0253932j -0.0154107-0.00602612j 0.0134082+0.00858057j -0.00151688-0.00317216j -0.00509397+0.00685227j 0.000724312+0.0110083j 0.00924602-0.00729323j -0.00898828-0.00320749j -0.00554794-0.00480071j 0.00504436-0.0167089j 0.00479102+0.00420843j 0.00331033+0.00465188j -0.0103793+0.0113425j -0.000711445+0.0100705j -0.00200353+0.00521146j 0.00107494+0.00266234j 0.000346511-0.0054525j -0.00723403-0.000352612j -0.00888522-0.00715313j -0.00456629-0.00160889j -0.010742-0.00617384j 0.00436863-0.0114946j -0.0117193+0.00290472j -0.000556333-0.00197157j 0.00716854+0.0132725j -0.00280346-0.000712552j -0.00442977+0.00892088j -0.00994343+0.0126763j 0.00612155-0.00891111j -0.00818784-0.016017j -0.0161662+0.00879359j 0.0040106+0.00416738j 0.00488129-0.0173301j 0.0118464+0.00137231j -0.011224+0.00168518j 0.0150469-0.0287669j 0.0066689+0.0174488j 0.0113625-0.00743395j -0.00616749+0.0175782j -0.0115937-0.00980305j -0.013515-0.0102723j -0.00199438+0.00825749j -0.00495416+0.00261621j -0.0108312+0.0070724j -0.011428-0.020777j 0.00591295-0.00229453j 0.00385003+0.0112561j -0.00290363+0.0107776j 0.0113635-1.3996e-05j -0.00988841+0.00104775j 0.00444724-0.0123615j 0.00901405-0.000112881j 0.000223812+0.00410239j 
-0.00252341-0.00650858j -0.000398126-0.000734712j 0.00316428-0.00289216j -0.00047615+0.00394802j -0.00473445-0.000394936j 0.00523774-0.00109228j 0.00345393-0.00358841j 0.00388767+0.0109969j 0.00553774-0.00189445j -0.00175208+0.0074423j -0.00850451-0.00114262j 0.0010029+0.0108015j 0.00255747+0.00923335j 0.00323949+0.00221841j -0.00398239+0.00668971j -0.0145937-0.014693j -0.00912445+0.00644752j -0.00865866+0.00231717j 0.00393914-0.0184476j -0.00141485-0.00116092j -0.0056016+0.00277424j 0.00317949+0.00200318j -0.00161926+0.00266177j 0.00130559-0.000518282j -0.0105684-0.00322144j -0.0044033-0.00813261j 0.00660458-0.000785247j -0.00404512+0.00114796j -0.00717468+0.00348257j 0.00492038-0.00130253j -0.00588506+0.000859391j 0.00935544-0.00440586j 0.00785437-0.00473855j -0.0121141+0.00576668j -0.00696962+0.00582723j -0.00687339+0.00357268j -0.00764557-0.0140315j -0.00767465+0.0210974j 0.00200846-0.0135772j 0.0139777+0.00181286j -0.0111484+0.00199247j -0.00322626-0.00343987j 0.0211191-0.025745j 0.00692546-0.0168605j 0.015202+0.0193222j 0.0316988-0.037335j 0.0336899+0.0224216j 0.0209489+0.0368814j 0.00393333-0.0117348j 0.00751238+0.0177138j -0.0205663-0.0167165j -0.0116012+0.0387904j 0.0086306-0.0121286j 0.0255853-0.00655787j 0.000425935-0.00301143j -0.00919561+0.0330952j 0.0141344+0.0137174j 0.0124281-0.0147669j -0.0183955-0.0144816j 0.0150083-0.00449536j 0.00243682+0.0263927j -0.0066881-0.00612824j 0.000423583-0.00693704j -0.00214923-0.0131507j -0.00212381+0.00126985j -0.0024154+0.00338703j 0.001536-0.00460521j 0.00747255-0.0029628j -0.00318473+0.00293526j 
-0.000694118+0.00100193j 0.00679514-0.0150307j 0.00171662+0.00410497j 0.000321756-0.00224294j -0.003601+0.00115621j -5.75456e-05-0.00114183j -0.00524803+0.007859j -0.0098282+0.00818738j 0.00575162+0.00500484j 0.00424776-0.00122118j -0.0238337+0.00625871j 0.00335778+0.00863697j 0.0104165+0.0106145j -0.0106464+0.00025738j -0.0136496-0.00360818j -0.0114179-0.0104556j 0.00789584+0.0113321j -0.00855217+0.00515715j 0.0127008-0.00823086j 0.0155949+0.000186508j 0.00990615-0.00143933j -0.0135641+0.0075914j 0.00226815+0.0153154j 0.00522849-0.00345099j -0.00203593+0.00625407j -0.00609219-0.00773023j 0.00577225-0.00527026j 0.00271169+0.00484312j -0.0127601+0.0101253j -0.00216112+0.0187709j 0.000406589+0.000984801j -0.00987154+0.00106032j -0.0031817-0.0023984j -0.00226268-0.0043635j -0.000491186-0.00565355j 0.00323701-0.0053803j -0.000103309-0.0029693j -0.00917258-0.0130201j -0.0168463+0.00103306j -0.00401593+0.000237672j -0.00180513+0.00770639j 0.00515209-0.00206286j -0.0135339+0.0211917j -0.0246734+0.00300859j -0.0119453-0.00643944j -0.0199996-0.00565528j -0.0167441-0.00587573j 0.0136082-0.0170684j 0.0223139-0.00756436j -0.000454959-0.0015161j 0.00891963+0.00859495j 0.0328221-0.0250157j 0.00890739+0.0176065j 0.00254569+0.00313649j -0.0154117+0.016012j -0.00214687-0.00592308j -0.0220695-0.0179898j -0.00135533+0.000596279j 0.00159265-0.0179405j -0.0036739+0.0127839j -0.00953518-0.00426649j 0.00661735-0.00517867j 0.0173764-0.00111844j -0.005379+0.0119552j 0.00831072-0.00554075j -0.0104587+0.00270707j -0.00357857-0.0098466j 0.00254-0.0034575j 0.00245948-0.000454761j 
-0.00122899+0.00246447j 0.000524968-0.00865798j -0.00459423-0.0105319j -0.0054963-0.0110704j -0.00362775-0.00509811j -0.00948215+4.29804e-05j -0.00104064+0.00298536j 0.00769298-0.0083136j -0.00578349+0.00198977j -0.00791878-0.0158381j 0.00980503+0.0087938j 0.00693886-0.000101057j -0.00510406+0.0126395j -0.000618213+0.0026777j -0.005668-0.0137561j -0.00510134+0.00311989j 0.0180276+0.00400391j 0.0145341-0.0121153j -0.00376594+0.00942025j -0.0128825-0.0109047j 0.00322539+0.00588146j -0.00538523+0.000565636j -0.00394594+0.0111976j 0.00573789-0.00693215j 0.00837638-0.0160852j 0.00909254-0.00398148j 0.0107524-0.00689128j 0.00290269+0.00469825j -0.000934458-0.000636767j 0.00643283+0.00212251j 0.0024632-0.00274334j -0.00660167+0.00619248j -0.002046-0.00896647j -0.00996144+0.00766778j -0.012167+0.00423353j 0.00170401+0.00889971j -0.0163992+0.00586725j -0.00229889+0.000166413j 0.00223087-0.0108587j -0.00332149+0.00191901j 0.00375814+0.00361573j -0.00085562+0.000264047j 0.0134108-0.00504242j 0.00176636+0.00599402j -0.00337605-0.00970813j -0.00120182-0.00110053j -0.00122044+0.0125495j 0.00658514-0.00286259j -0.0109132+0.00296442j 0.0159661-0.00863541j -0.00705523+0.0103736j 0.00163547-0.000977919j 0.0271741+0.0272947j -0.0144132+0.00211405j -0.0126142+0.0224601j 0.00161574+0.0110708j -0.0184886+0.0102323j 0.00112948+0.004392j -0.00395713+0.00423686j -0.00192222-0.00858343j 0.0108254+0.00199352j -0.00197687-0.00018728j -0.00139574+0.0117114j -0.0037771-0.00519587j 0.0109091+0.00669085j -0.008766-0.00239494j 0.0144058-0.0105466j 0.0044724+0.00302843j 0.0026457+0.005944j 
0.00190032-0.00641282j -0.00253314-0.00916772j 0.00273053+0.000625263j 0.0028451-0.00454731j 0.000485735+0.000165386j 0.0170162-0.00837711j 0.00356902-0.00711211j -0.00361489-0.00447854j -0.00473802+0.00198792j -0.00143686-0.0104202j -0.00915658+0.00991493j -0.00472822-0.00774705j -0.0124029+0.0074998j 0.0118164+0.00460652j -0.00444667+7.49081e-05j 0.00303817-0.0231331j -0.0101753+0.0166352j -0.0162305+0.00159578j -0.0102172-0.0171323j -0.0166138+0.00820682j -0.000611259-0.0105112j 0.00120181+0.00130986j -0.0109583-0.0103082j -0.00208144-0.00461643j -0.0028519-0.0172663j -0.00487008+0.00791266j 0.00113785-0.00249738j 0.00185857+0.000662893j -0.00841115+0.00443264j 0.00407889+0.00883255j -0.000165105-0.0050947j 0.000321111+0.0020291j 0.00159175+0.00462346j 0.0020482-0.00549724j -0.00044124-0.00759623j 0.00676153-0.00289912j -0.00585259+0.00646435j 0.0045573-9.60016e-05j -0.00025713-0.0114798j -0.00304179+0.00975452j -0.00184814+0.00165064j -0.00802138+0.000389399j -0.00874206+0.000374932j 0.0122592-0.000760584j -0.00140279+0.00664156j 0.000615215-0.00766833j -0.0146632+0.0157715j -0.0254333-0.00637932j -0.000144796-0.00472801j -0.0134362-0.00479964j -0.0029808-0.0218502j 0.0152239-0.00266318j 0.0113527+0.00158126j 0.00309696+0.00162387j -0.0115178-0.00491257j 0.00398404-0.00031417j -0.00457844+0.00221648j -0.00797906-0.00699538j 0.00259136+0.0149847j -0.00602447+0.00197427j -0.00347838+0.00805597j -0.00204586+0.000970844j -0.0056026+0.00181443j 0.00243588+0.00700482j 0.000856457-0.00159796j -0.00290525+0.00147714j -0.000263481-0.00154618j 0.00384903-0.00211651j -0.00676212-0.00207242j 
-0.00287199+0.000873304j 0.000951815-0.00501702j -0.00135343+0.0107774j -0.00128331-0.00512137j 0.00834197-0.00782459j -0.00387684-0.00269677j -0.00169829+0.00446767j -0.00203362-0.000886165j -0.00638393-0.0119834j -0.00445587+0.00389886j -0.00669908+0.000902225j 0.00129492-0.00907332j 0.00969237-0.00113442j -0.000641108+0.00288664j -0.0343667+0.00262055j 0.00569435+0.00268628j 0.00563912-0.00232516j -0.0109551-0.0170539j 0.00481894-0.00741348j -0.000456139+0.010699j 0.00423351-0.00501268j 0.00143201-0.00446793j 0.0100897-0.0177391j -0.00612536-0.00610305j -0.00229327+0.00998913j 0.00143579+0.000709788j -0.000413136+0.000363614j 0.00366474-0.00313311j -0.00192041+0.00505859j 0.00201909+0.00663351j 0.00350571-0.012445j -0.0121513-0.00654181j 0.00479613-0.00115327j -0.00295245-0.00190597j -0.00229489+0.00616385j 0.0146746+0.000480431j -0.00151191+0.0115145j -0.0013105-0.0109953j -0.0032541-0.022573j -0.00354222+0.000450542j -0.0114581-4.10736e-05j 0.0158105+0.0150925j 0.00517827-0.00776807j -0.00736494-0.0079302j -0.0215968-0.00149254j -0.00646402+0.03691j -0.000663638-0.00379303j -0.0145491-0.00667241j -0.00406701+0.0169965j -0.00696995-0.0163869j -0.0194694-0.00422835j -0.00537043+0.0325406j 0.0153462+0.0419655j -0.0187398+0.00891543j -0.0168868-0.0080016j 0.00528945+0.00920644j -0.0106907+0.0172286j -0.000923226-0.0134876j -0.00905048+0.0128478j 0.00345425-0.0127691j 0.0177637-0.000619291j -0.00943461+0.00335833j 0.00663605-0.00316647j 0.0036242+0.00607067j -0.00220854-0.00206769j -9.85914e-05+0.000896961j -0.0119361-0.00378106j -0.000422372-0.000283986j -0.00207768-0.000347981j 
-0.00117688-0.00699102j -0.00757677+0.00506519j 0.00905771-0.00377347j 0.000732372-0.000763144j 0.00115784+0.000981947j 0.00321808+0.00122433j 0.00404941-0.000188999j -0.0152064+0.00111069j 0.0070165+0.00488811j 0.00784141-0.0199356j 0.00819922+0.00131702j -0.00611971+0.000983057j -0.00880132-0.0107135j -0.0156478+0.0039378j 0.0231731-0.00371017j 0.0264225+0.00857333j -0.000377046-0.017902j -0.00367704+0.00654743j 0.0201477+0.0144999j 0.00667874-0.0085916j 0.0101763-0.00109316j -0.00828781+0.0113046j 0.000353425-0.00835721j 0.00208975+0.00354418j 0.00916401-0.00366559j -0.00431085+0.00510503j 0.00133364-0.00357798j 0.00192922+0.00156086j -0.00526748+0.00125288j 0.000652373-0.00581631j -0.00571331+0.00448127j 0.0109622+0.000454397j 0.000398935+0.00104589j 0.000248565+0.00520323j -0.0030133+0.00216911j -0.0066869+0.00449741j -0.00312791-0.00548763j 0.00313878+0.0198867j -0.0031674-0.00907627j 0.0017106+0.000878677j 0.000811223+0.00338798j -0.0145726+0.00453264j 0.00434091-0.0190822j 0.0162711-0.00532744j 0.0135745+0.0107469j 0.0215651-0.0242521j 0.0112991+0.0180864j -0.0124651+0.0268874j -0.00661551-0.00712945j -0.000317548+0.00747761j -0.0192976-0.0185547j -0.00624689+0.016641j 0.00572582-0.0147759j 0.0122698-0.00679622j 0.00297033-0.00680876j 0.000752466+0.011447j 0.0125765+0.014567j 0.00335143-0.00715925j -0.00741887+0.00693859j -0.00188673-0.00600326j 0.00409253+0.0126408j -0.00409601+0.00193699j -0.00918927+0.0019595j -0.0003306-0.00671205j -0.00104422+0.00355907j -3.32001e-05-0.00129789j 0.00581426+0.000898281j 0.00657592+0.00165423j -0.00500876+0.00169361j 
-0.00289779-0.000850815j -0.00338408+0.00814394j 0.00950694+0.000295369j -0.00293789+0.00176318j -0.0123251+0.0013694j 0.00447872+0.0113945j -0.00137377+0.0034432j -0.0107065-0.0193483j 0.00562056+0.00277784j 0.0102684+0.00695335j -0.0177147+0.0142715j 0.00785086-0.00999692j -0.00642146-0.0149909j -0.0210465+0.00801987j -0.0179526-0.00265151j 0.0127217+0.00307363j 0.00812948-0.0063208j -0.00582072+0.00183104j -0.010576-5.03951e-05j 0.00760414+0.0160288j 0.00596241-3.86696e-05j -0.00954214-0.0112227j -0.000847377+0.00407178j 0.000168635+0.00331835j 0.00105674-0.00361054j -0.00294013+0.0084663j 0.00025568-0.000953384j 0.00239149-0.00139678j -0.00206869+0.00151595j -0.00217739-0.00243228j -0.00210583+0.010248j 0.0106367+0.00528336j -0.00473294+0.000178417j 0.00408096+0.00469453j 0.000820742-0.00482068j -0.0123437-0.00149434j 0.0113092-0.00284026j -0.000869667+0.00468725j -0.0176935+0.0173693j -0.00378008-0.0097603j 0.0038072+0.000116258j -0.0220471+0.0126375j -0.00547454+0.0146453j 0.00452814+0.00558138j 0.00832652-0.000828914j -0.00281771-0.015489j -0.0033884-0.0112423j -0.0145115+0.0185042j -0.00121147-0.010808j 0.000806967+0.00648905j -0.0051649-0.0170055j 0.00373052-0.0167496j -0.0202481-0.0238969j 0.0127673-0.0101271j 0.0142462+0.00814165j -0.00784608-0.0144917j 0.0102448-0.000630461j 0.00697958+0.00549435j 0.000207326+0.000575939j 0.00048982+0.009762j 0.00312777-0.00541061j 0.00196993+0.00243078j -0.00608347+0.00317711j -0.00269117+0.00117303j 0.00240902+0.0053806j 0.000962576-0.00583918j 0.00737242+0.000972069j 0.000753971+0.00300435j -0.000347041-0.000213738j 
-0.00450312+0.00269726j 0.000384098+0.00340676j 0.00225199-0.00167843j -0.00206149-0.00534964j 0.00235002-0.017611j -0.0148704-0.0042953j 0.00909936+0.00660958j -0.00836465-0.00346518j -0.00113521-0.00980111j -0.00890565+0.00109129j 0.00766236-0.00466385j 0.00374227-0.00912104j 0.00658732+0.00757218j 0.00349599-0.00585364j -0.0257392-0.0064506j -0.00219067+0.00649011j 0.0112297+0.0054106j 0.0015977-0.0152343j 0.00334732+0.00575992j -0.000144596+0.00868693j -0.00123624-0.00200786j 0.00266625-0.0070234j 0.00410038-0.00935077j -0.0016739-0.00756889j 0.00279426+0.00693692j -0.00114891+0.00830141j 0.00608209-0.00412225j -0.000209685-0.00377407j 0.00220905-0.00351499j 0.00333287-0.004869j -0.000132508+0.00371972j 0.0168621-0.000246579j 0.00216526+0.00136396j -0.00351818+0.000829862j -0.00267308+0.000814503j -0.00976579+0.00222933j -0.00846727-0.0086293j 0.0117753+0.0195775j 0.0123666+0.00168352j 0.00614077+0.00802088j 0.00654628+0.00358541j -0.00653254-0.0130904j -0.00223151-0.0147967j 0.0150741-0.00826034j 0.0163381+0.00949741j 0.00895167-0.0354495j 0.0178464+0.0274502j 0.0140183+0.00965587j -0.00274515-0.0109675j 0.000831228+0.0103797j 0.000300838+0.000972729j -0.00631722-0.00881341j -0.00635981-0.0332757j 0.0154766-0.00720751j 0.0104287-0.00984414j 0.00459716+0.00518671j 0.013589-0.00830708j -0.00578673+0.00294635j -0.00347503-0.00521373j -0.00164219+0.0061433j -0.0103072+0.0129699j 0.00482087-0.00420724j -0.00972504-0.00166868j 0.00547085-0.00903876j 0.000282881+0.00077088j 0.00290849-0.000676693j 0.00823247+0.000832667j 0.00273255+0.000259733j -0.00273798+0.00272302j 
-0.00570822-0.000692785j 0.00813292+0.00686861j -0.00313491-0.00421582j -0.0019419-0.00217j 0.00194727-0.00888823j -0.00726879+0.0148848j 0.00514563-0.0176257j 0.00453204-0.010804j 0.00467231+0.0168895j -0.0183137-0.00465465j -0.00284083-0.0270658j -0.0194172+0.0133953j 0.00761983+0.00562574j -0.00503084-0.0180772j 0.0167588-0.001823j -0.00717795+0.0081405j 0.00771201-0.000670646j -0.00636555+0.00693981j 0.0150522+0.0142628j -0.0066239+0.00701226j -0.00246641+0.000988864j -0.00706916+0.0101191j 0.00393713+0.00280317j -0.012809-0.00252315j -0.00317462-0.0032628j 0.0024642-0.00339127j -0.00209367+0.00783746j 0.00289158-0.00599952j 0.00097556+0.00326772j 0.00767098+0.00329505j 0.00509671-0.0011789j -0.0055497+0.000245339j -0.0015741-0.000376119j -0.00105022-0.00177129j -0.00881177+0.00994587j -0.00246803-0.00765249j 0.0140361+0.00486064j -0.000506291-0.00884868j -0.0210098+0.0141392j -0.00352708-0.0182587j 0.00799206-0.00227049j 0.0143936+0.0147731j -0.0080705+0.00678355j -0.0226712+0.0104299j -0.0184819-0.0123956j -0.0101277+0.0261142j 0.00292836-0.00710662j 0.000455154+0.00790713j -0.00551455+0.00989677j 0.00603952-0.00400169j -0.0175017+0.0143751j -0.00947305-0.00630476j 0.000127777+0.00927719j -0.0128951+0.00181752j 0.00371654+0.00496615j 0.00993856+0.000894261j -0.000987538+0.00386793j -0.000105083+0.00795293j -0.000316975-0.0123289j -0.0021972-0.0028069j 0.0129719-0.0105558j 0.00564304+0.000346893j 0.00746372+0.00425144j -0.00152946-0.00284266j 0.00178065-0.00307713j -0.000935511-0.00121042j 0.00441386-0.00363593j -0.0106365+0.0010844j 0.00487549-0.000790018j 
