0.087215+0.0210088j -0.00330922-0.00219006j 2.29151e-05+0.00413j -0.0228894-0.0739913j 0.00265049-0.0253242j 0.0122085-0.00229788j -0.0189754+0.0631229j 0.00833811-0.0240512j 0.00721795-0.00294845j -0.0158842+0.0261698j -0.0129509+0.00816018j -0.00471704-0.0454653j -0.0252879-0.0308799j 0.00404637+0.0261463j -0.00448576+0.0140982j -0.0197356+0.00912674j 0.00687012-0.019588j 0.0111074-0.00980254j 0.0321037-0.00253708j 0.00616411-0.00499463j 0.0184704+0.00385616j 0.00446049-0.00799529j -0.00223259-0.00604546j -0.0114813-0.0219725j 0.0102219-0.00235846j -0.00388527-0.00572197j 0.0108556+0.00160122j -0.00851434+0.0283905j -0.0174006-0.00628988j 0.0141999-0.0180728j -0.00379789+0.000486711j -0.00187277-0.00994316j 0.00160209+0.00953213j -0.00495984-0.00779792j -0.0151048+0.00838419j -0.0138519-6.66169e-05j 0.00863936+0.00638154j -0.0239881+0.0125248j 0.0472977-0.0128422j -0.00733645+0.000408716j -0.0130441-0.0187359j 0.0237606+0.00586327j 0.0145445-0.0259867j 0.00490516+0.011913j -0.00601482-0.00148772j -0.0220201-0.00534609j 0.00659898+0.0347711j 0.00859044-0.00526476j -0.00190368-0.00053355j 0.0214454-0.00576134j 0.000743327-0.000750595j -0.000604158-0.00184248j -0.00772856+0.000125466j 0.00626942+0.0238893j 0.0356908-0.0174119j 0.0307121+0.0106283j -0.0137365+0.0135274j -0.0215319-0.0193595j -0.00940184-0.00705076j -0.0118855+0.0146004j -0.0324999+0.00797945j 0.0379195-0.00356982j -0.062305-0.00254239j -0.0190226+0.0354151j 0.0332338-0.0280777j -0.0109365-0.0237117j 0.0563243+0.00474505j 0.0116099+0.00576262j 0.0282277-0.0291313j 0.0148032-0.0358904j 0.0404792-0.0341986j -0.0223094+0.0243783j 0.074409-0.0159486j -0.00406985-0.0391539j -0.0936866+0.00849593j 0.0596696+0.0233005j -0.0542774+0.0201j 0.0393027+0.0119991j 0.000169912+0.0763575j 0.0227085+0.0305918j 0.00102639-0.0488594j -0.100731-0.00483167j 0.0469492+0.0240095j 0.00462135+0.109909j -0.0156799+0.066897j 0.0570422+0.0428355j -0.0702001+0.108204j 0.0914174-0.0363159j 0.103607-0.016579j 0.0799425-0.153744j 0.234203+0.149707j -0.0916447-0.176224j 
-0.000734397-0.0420901j 0.0389372-0.0194132j -0.0212834+0.00960649j -0.00975302-0.00192014j 0.0394213-0.0337151j -0.0526316+0.00369019j 0.00966554+0.0347836j -0.0218245+0.015935j 0.0182953-0.013979j -0.00741944-0.0308834j -0.00267517+0.000232655j 0.0161447-0.0176854j 0.0260143+0.0115343j -0.00629465-0.00159552j 0.0170719-0.0161957j 0.0139358-0.0150135j 0.00302824-0.00324376j -0.0111583+0.00576882j 0.00168758+0.028047j 0.0148286-0.0180098j 0.0198691-0.00531961j -0.0216025-0.00587084j 0.0161165+0.0296448j -0.00901191-0.00141121j 0.0270509+0.0140016j 0.00847539-0.0136111j -0.00524031+0.00235987j 0.00471681-0.00308206j 0.00406943-0.0289936j -0.00346798+0.0155431j 0.000954527+0.0127684j 0.000417613-0.0142522j 0.00695961+0.00412308j 0.0128564+0.00294373j -0.00224299+0.0067848j 0.0457165-0.0104612j 0.00487324-0.00160302j 0.0109509+0.00711097j -0.00444696-6.11167e-05j 0.00661751-0.00908927j -0.000533689+0.00937877j -0.0122022+0.00151644j -0.0238731+0.00429879j -0.0254334-0.0129937j -0.0048732+0.0118495j -0.0165509-0.0115781j 0.00171143-0.0149292j 0.012314-0.0212287j -0.0138711+0.000410298j 0.0120334+0.0201176j -0.0023514+0.00577167j 0.0192747+0.0117629j 0.0145294+0.00191571j 0.00878546-0.0065493j -0.013916-0.00514768j 0.0157648+0.0102918j 0.0190197-0.014739j -0.00038198+0.0115757j 0.0287573+0.000617763j 0.00844486-0.00358264j -0.00263216+0.00602646j -0.0114676-0.00434873j -0.00940202-0.00584908j 0.00209102-0.0268982j -0.00366673+0.0410416j 0.00184991-0.00167311j -0.00509234+0.0208978j 0.0046854-0.0112642j -0.00471048-0.0146439j -0.00230246-0.00542137j -0.0192183-0.00576851j 0.00227808+0.00304898j 0.0191792-0.00139831j -0.00647028-0.0142585j 0.00074044+0.00111627j -0.0016438+0.00479386j 0.0130442-0.00836409j -0.00193194+0.0347426j 0.0167669-0.0265136j -0.0106569-0.0280619j 0.0108393-0.00317943j 0.0132168+0.00834421j 0.00429109-0.0203914j -0.0149182-0.0023855j -0.0114084-0.0208219j -0.00347547+0.0300117j 0.0424456-0.0196576j 0.000761566+0.0218743j -0.0257877-0.0144975j -0.00211726+0.0273961j -0.00791262+0.0131453j 0.000527836+0.00635299j 
-0.0584023+0.0548729j -0.0293411-0.0286752j 0.0041797-0.0137293j 0.0423961-0.00521674j -0.0171895-0.00341952j -0.00879831+0.000226385j -0.00932226+0.008344j 0.00973413+0.0100563j -0.00976441-0.0107536j 0.0259036-0.0256442j 0.0349862+0.0106436j 0.0122354+0.0118605j -0.0080332+0.0329876j -0.0299042-0.0358709j 0.0331987+0.0224957j 0.0200274+0.0397351j 0.00941719+0.00927099j -0.00367399-0.00429926j -0.0246207-0.0175692j 0.0130253+0.033052j -0.00897113+0.00336179j 0.00117087-0.000979888j 0.002402+0.00459658j 0.0383844+0.0337335j -0.00612452+0.0106754j -0.00250649-0.00383876j -0.007215-0.0147866j 0.000637318+0.00273474j -0.0262293+0.000212096j -0.00727075+0.010963j 0.00571507-0.00496873j 0.00577558+0.00467544j -0.00140527+0.0262498j -0.055966-0.0268172j 0.0100802+0.0106833j 0.00686965+0.0442085j -0.0413213-0.0229812j -0.00461861+0.0220142j -0.00240172-0.0394025j 0.0376519+0.00361813j -0.014201-0.0218664j -0.00679997-0.0385919j 0.015616-0.00782711j -0.00961978-0.0207983j 0.0148555+0.0289038j -0.00447171+0.0309505j 0.000250664-0.0193433j -0.00395079-0.0154012j -0.0154882-0.0237653j 0.000568991-0.0222634j -0.000997799+0.0134711j -0.00398574+0.00824832j -0.0100459-0.00252884j 0.0154974+0.0149102j 0.010772-0.028266j -0.0373444-0.0210822j 0.014153-0.00645322j 0.0166025+0.0340024j -0.0173704+0.0145419j -0.0106952-0.00997945j 0.00694706+0.00874988j 0.0188085+0.0119608j -0.00172488-0.0325691j -0.0130971-0.0109118j 0.041986-0.0445053j -0.0371579-0.00665632j -0.00276271+0.0141881j 0.0040971-0.00448878j 0.00838377+0.0229363j -0.00628388-0.0312035j -0.00278916-0.044908j -0.00790723+0.0054531j -0.00444274-0.0428277j 0.00975628-0.00967545j -0.00259761+0.0380665j 0.000176836-0.0236259j -0.0125412+0.0076388j -0.0132062+0.00746233j -0.00557247-0.0146691j -0.0113335-0.0110623j -0.015251+0.0174573j 0.0285857+0.0268698j -0.0157129+0.0431183j 0.0213102+0.0162121j -0.00722081+0.0109378j 0.00172001-0.0285857j -0.0140149-0.00103733j 0.0138883-0.00685665j 0.0099008+0.0176551j 0.0121951-3.30276e-05j -0.0257379-0.0165778j 0.0116552-0.00217005j 
0.0581405-0.0751526j 0.02521+0.021594j -0.0162914+0.00885382j -0.0323995-0.00658718j 0.0209416-0.0407329j -0.0179481+0.00552106j -0.00732786+0.0254596j 0.00851079+0.0261294j -0.0308198-0.0147131j -0.0433078+0.0122479j -0.00408692-0.0115805j 0.0178244-0.0269806j 0.00268772-0.0113422j -0.00915718+0.0321554j -0.00961381-0.0333102j 0.0113213-0.0135033j -0.00493747+0.0199984j -0.0158424+0.00760508j 0.00782608+0.0355643j 0.00641508-0.0237122j -0.0105576+0.0217925j -0.00729346-0.0273042j 0.0214934-0.00263705j 0.0115146+0.0114927j 0.00810118+0.022155j 0.0278843+0.00436609j -0.0178901+0.00685341j -0.0237194-0.0190742j 0.0340512-0.00446992j 0.0157276+0.0450989j 0.00180888+0.00118366j -0.00924941-0.000880109j 0.0134115+0.0172334j 0.00617769+0.0130242j 0.00412272-0.0156565j 0.00998748-0.0322213j -0.0126807+0.00587278j -0.00172175-0.0119515j -0.00280241+0.00692344j 0.0143296-0.0031535j -0.0134405-0.0031326j 0.00897802-0.000682075j -0.0200185+0.00136759j 0.0187002-0.00797833j 0.00621997+0.0218957j 0.0226756+0.0020378j 0.00417143-0.0106105j -0.00856072+0.0215168j -0.00507656-0.0142305j 0.00878359+0.0104408j 0.00467542+0.00292175j 0.00298985-0.029752j 0.0369843-0.000153433j 0.00336205+0.00170133j 0.00317511+0.0289217j 0.0032735+0.0066914j -0.00416999+0.00291944j 0.00827962-0.0145227j 0.0104072+0.033431j 0.0113435-0.00186584j -0.010166-0.00125753j 0.00637836-0.0221077j -0.010437+0.00912122j -0.00412274-0.0274211j 0.000541096-0.00586987j -0.00922441-0.00954891j -0.0263022+0.0202313j 0.0244275-0.00546207j 0.010927+0.000328589j 0.00656745+0.0102856j -0.0299343+0.0185937j 0.0154224+0.0214115j 0.0325504+0.0156482j -0.0211319-0.0118884j 7.17261e-05-0.0141147j 0.0104423+0.0163429j 0.00838585-0.0301576j -0.0169453+0.0195046j -0.0145795-0.03184j -0.0120938-0.0307203j -0.00352402+0.0065159j 0.000880258-0.0183642j 0.0362149-0.0192496j 0.0187275-0.0151142j 0.00583978-0.031415j 0.00835354+0.0564729j 0.0397903-0.0214127j -0.00125025+0.0147875j 0.00354702-0.0134518j -0.0038523+0.0224017j 0.0192222+0.0112136j -0.00965997-0.000272643j 
0.0349923-0.0481559j 0.0197338+0.00919612j -0.0102636-0.00652037j 0.000331116+0.0122435j 0.0102419-0.0325209j -0.0184573+0.00822843j -0.00389948+0.0131803j -0.013842+0.0408524j -0.00301039+0.00164232j -0.000800753-0.00320242j 0.00152985-0.0296603j 0.010887+0.00750953j -0.00734666-0.0105671j 0.00675489+0.0151864j 0.00539839-0.0351322j -0.00456583+0.00245016j 0.0108626+0.013695j 0.00678292+0.0136161j 0.00435646+0.0279538j 0.0126068-0.0273715j -0.0118765-0.00228421j -0.00255604-0.0147346j -0.000360314+0.0220157j -0.00326205+0.0149448j -0.0117854-0.00949409j -0.0172194+0.00429171j 0.0106138+0.00013428j -0.00692662+0.0154636j 0.0191721-0.0199006j 0.00806375+0.0393527j 0.0171187+0.016832j -0.0114525+0.0071104j -0.0124092+0.015804j 0.00398889+0.0147244j 0.015148-0.0182958j 0.0195819-0.00419929j -0.010216+0.00937718j 0.0190113-0.00352364j -0.00869801+0.000262546j 0.0102943-0.0189626j 0.00807403+0.00470261j -0.0131565+0.0127993j -0.00199698-0.0144279j -0.00374456-0.0191494j 0.0103512+0.0317678j 0.00292372-0.00745597j 0.0311504-0.012338j -0.000602407-0.0238269j -0.00774248+0.00426523j -0.0101453-0.00157727j -0.0247425+0.0232861j -0.00795061+0.00477511j -0.00763324-0.0273134j -0.0227854+0.00797928j -0.0116431-0.00122292j 0.00518049+0.0054012j 0.00256752-0.0141869j -0.00843657+0.00868003j -0.0108798+0.0014801j 0.00769842-0.00181394j 0.0142772-0.0145943j -0.00300311-0.00720844j 0.0182067+0.0040828j -0.00517063-0.00353577j 0.00198896-0.00648529j -0.0171159-0.00759188j -0.0152598-0.00641861j 0.0119347+6.6985e-05j 0.0164891-0.0184836j -0.0120106+0.0215333j -0.0135915+0.0196248j -0.000722454+0.0077462j 0.00259198+0.00738306j -0.00629297+0.016278j -0.00587895+0.018404j -0.00845334+0.017961j 0.0188946-0.0106691j -0.0111702+0.0166522j -0.00285147-0.0217532j -0.00170081-0.0216412j 0.0077621+0.00522878j 0.000328554-0.0103032j 0.0412612-0.0127229j 0.000801268-0.0071281j 0.00621556-0.0249472j 0.000978612+0.0364657j 0.0282627-0.015803j 0.0096437+0.0150273j -0.00122414+0.00298427j -0.00705508+0.0284101j 0.00645505-0.0131861j -0.00338806+0.000584169j 
0.0996798-0.120336j 0.0588964+0.0217623j -0.0590528-0.00194694j -0.0496423-0.0100909j 0.0225955-0.000430953j 0.0291672+0.00330933j -0.0142863-0.0124115j 0.0301115+0.0365982j 0.0093942-0.00878483j -0.0727698+0.0253822j 0.0138126+0.00402197j 0.0314896+0.0117589j 0.0175539-0.0365007j -0.0369787+0.026855j 0.00636033-0.051622j -0.00252303-0.0253972j 0.0223067+0.0159262j -0.00664998+0.0123657j 0.00523234+0.021207j 0.0178503-0.0400447j 0.0179291-0.00165055j 0.00220164-0.012615j 0.00773947+0.00934113j -0.00304969+0.00952337j 0.0233071-0.017875j 0.007889+0.0211452j -0.0116481+0.00244725j -0.0232787-0.00193511j 0.00402087-0.0195165j 0.000996249+0.0443189j 0.00962643-0.00753514j -0.0173877+0.0326274j -0.00733733-0.0126391j 0.0223083+0.0250193j -0.000141991-0.0352272j -0.0410197-0.0496223j -0.0228849+0.0289381j -0.0159378-0.0201219j -0.000568868+0.0382057j 0.0133153-0.0313441j 0.00720206-0.00370541j 0.00638711+0.00733912j -0.0159843+0.00374217j -0.00909876+0.00568965j -0.0015973-0.020805j 0.00321398-0.0175108j -0.0110052-0.00106835j 0.00660401+0.00494389j -0.00364474+0.0182972j -0.00173646+0.0220779j 0.0123172+0.00856124j 0.00845098-0.00542672j 0.0112488-0.00887158j -0.00266162-0.0102747j -0.00825523-0.000531548j -0.00550005+0.00233112j -0.012686+0.0027369j 0.00333326-0.0176664j 0.0129136-0.0165386j 0.00900271+0.0272471j -0.0256244-0.00468175j 0.00911719-0.0169962j 0.00454139+0.0309956j -0.000445623-0.00771816j 0.0100603+0.012924j -0.00100967+0.00899606j -0.0264698+0.0234369j -0.000270634+0.0320464j 0.00692581-0.0405639j 0.0246153-0.0224943j -0.00313994+0.0442936j -0.00657715+0.00295042j 0.00789035-0.00434086j -0.018093-0.01734j -0.00150759-0.0363614j -0.006029+0.0137971j 0.00353456-0.0225635j -0.0475316-0.00625371j -0.0299846+0.0388392j -0.000181641+0.00136333j 0.024002-0.00340002j -0.0284356-0.0333464j 0.0423812+0.00673921j -0.00268157-0.0317637j 0.00335348-0.0335673j 0.00358912+0.0633265j 0.00677509-0.0433447j 0.0160543+0.0133966j 0.0290685-0.04212j -0.0179426+0.0340273j 0.0339758-0.00180667j -0.0492976-0.0183655j 
0.0160625-0.0353566j 0.0451561-0.0063206j -0.0137995-0.00376226j 0.00661841+0.0105576j 0.0300678-0.0210638j -0.0449405+0.00815562j 0.0154758+0.0276656j -0.00554964+0.0155978j -0.0016658-0.0115874j -0.0419611-0.0131575j -0.00919739+0.025627j 0.0114477-0.0209439j 0.0168883-0.00310663j 0.0117714+0.0056689j 0.0445148-0.00547376j 0.0155652-0.00217989j 0.00763879-0.00482163j -0.00933469-0.00507103j 5.46089e-05-0.0167883j -0.0044628-0.0316467j 0.00837434-0.00371322j -0.0116452-0.00949152j 0.000541374-0.00823881j 0.0127697+0.0271607j -0.00567836-0.00214216j -0.00239425-0.00478181j 0.00230872+0.0144005j -0.0277579+0.033946j -0.0277641-0.00934987j 0.0208455+0.0304712j -0.0182776+0.0012876j 0.0176379+0.024908j 0.0144898-0.00716025j -0.00235257-0.0190573j 0.00222878-0.0256738j -0.0148957-0.0040504j -0.0118646+0.0151607j -0.00310918-0.000520897j -0.0186908-0.00973241j -0.0184999-0.0387548j -0.00493129-0.0295134j -0.0161822+0.00452017j 0.00212959-0.00368909j -0.00992315+0.00209526j -0.00804221+0.00769496j 0.0004345+0.000479039j 0.00859968+0.0160309j -0.0114895+0.00107124j -0.0123833-0.0203683j -0.00110574+0.0136313j 0.00159-0.00686514j 0.0105844-0.00678514j -0.0332803-0.016223j 0.0109837+0.0271119j -0.00186892-0.0392533j -0.029167-0.00692486j 0.00185447+0.0259468j -0.00225683+0.0015228j 0.00940728-0.0377662j 0.00799364+0.000389384j 0.0140418+0.00442306j -0.00375494+0.0115196j 0.0206735+0.0474159j 0.00773781-0.0213983j 0.0490669+0.0337218j -0.00541099+0.0273172j 0.0178419+0.0315514j 0.00574439+0.00862406j 0.0179232+0.0158985j -0.0105549+0.00862471j -0.0063415+0.0383844j -0.00586696-0.00870337j 0.00611578-0.0106483j -0.0149728+0.0160399j 0.00159781-0.0296094j -0.00218155+0.00885425j 0.0176419-0.0249713j -0.036975+0.0361393j 0.0155986+0.0301533j 0.0150146+0.0176156j 5.66651e-05-0.00815875j -0.0103408-0.0812463j 0.0326185-0.0140636j 0.00448342-0.0305297j -0.021632-0.0381035j -0.012112+0.0519803j 0.02897-0.0342102j 0.0130825+0.0250502j 0.0103889-0.00980666j -0.0121169+0.0210286j -0.00698216-0.0183332j -0.0330269-0.0258881j 
-0.0782427+0.0699749j 0.00297446-0.0310555j 0.0135221+0.0150685j 0.0548887+0.0165368j -0.0325618-0.00697664j -0.0279413-0.0150479j 0.00519176+0.0244287j -0.0142759-0.0227338j 0.00882395+0.0123957j 0.0665107-0.0197888j 0.0211231+0.00273364j -0.0314391+0.00359612j 0.00102058+0.0326413j 0.0494232+0.00438944j 0.033203+0.0325094j -0.014869+0.0126655j -0.0236162+0.000734372j 0.0204924-0.0190401j -0.0339192-0.0377637j -0.0241546-0.00122992j -0.00856216+0.00767233j -0.00891073+0.00686298j -0.0151628+0.00511088j -0.0216769-0.0220503j -0.00419934+0.0105566j -0.0414307-0.0130908j 0.0132705+0.00330326j 0.00609265+0.00427447j 0.000177617-0.00675005j 0.00311721-0.00151032j -0.0138296-0.00223894j 0.0104601+0.00257906j -0.00998254-0.000293859j -0.0275615-0.0304413j -0.000929723-0.00739893j -0.00185691-0.0238861j 0.0121623-0.000224036j 0.0159815-0.00649047j -0.0228699-0.00730948j -0.00343322+0.00970342j 0.0150698-0.00460857j -0.0125978-0.00532682j 0.0248793+0.0112135j -0.000873176+0.0166168j 0.0321404-0.00821562j 0.00316145+0.00916955j 0.00996476+0.0282657j -0.00226971-0.00262618j -0.0172831-0.00166918j -0.00936526+0.0089903j 0.0114083+0.00319228j 0.0102618+0.0100396j -0.00795925+0.00828103j -0.0160134-0.0215549j -0.00192725-0.00134858j -0.0181126+0.00231657j 0.00205743-0.00144651j -0.0189926+0.00809766j -0.0133287+0.0171636j -0.00722065+0.00721301j -0.0130732+0.0261714j -0.00868812+0.0347925j 0.0224225+0.0120334j -0.00450961+0.0501957j -0.00629498-0.0425728j -0.00624353-0.00704501j 0.0152956+0.0121187j 0.0027947-0.0123636j -0.00816806+0.00555808j -0.0084-0.0113006j 0.0129886-0.000124605j 0.00558058-0.00879579j -0.0277537-0.0241375j -0.0102407+0.0182303j -0.00637809-0.00490473j 0.00913001+0.0288265j -0.00831943-0.0183493j -0.00407766+0.0145418j -0.0107595+0.00350265j 0.0365138+0.0172336j -0.00636298+0.00652294j -0.0162726-0.038556j -0.0140992-0.00850035j 0.00960145-0.0285346j 0.0107213-0.00119453j 0.00179716+0.0160017j 0.0249021-0.0175971j 0.0155518+0.0123331j -0.00698327+0.0222446j 0.00531727+0.0159351j -0.0261466-0.0214374j -0.00764362-0.0193225j 
0.00144446+0.00494003j -0.00684389+0.00522978j 0.00789741+0.00861215j -0.0163791-0.0162417j 0.0170201-0.00185428j -0.0347653+0.0357593j 0.0219022+0.0268153j -0.00547906+0.013647j -0.00262133-0.00960968j -0.00976895-0.0284081j -0.0138902+0.0202783j -0.0153664-0.0219715j 0.00250946+0.0096013j -0.0042652+0.0122355j 0.0011392+0.0194019j 0.0270467-0.0198134j 0.0145505-0.00286433j 0.00184358+0.00638717j 0.0183008-0.0151544j 0.0111246+0.00214978j 0.0194831+0.0130135j -0.0102397-0.00268502j 0.00253678-0.0016857j 0.00442895-0.00116785j -0.00644981+0.00623268j 0.0212539-0.0245343j 0.0092639+0.0171207j 0.0182274-0.0235581j 0.000596416-0.00568759j 0.00583321-0.0156011j 0.00864295+0.0214759j 0.00401761-0.0070513j 0.0134397-0.00472685j -0.0144771-0.0101079j -0.00804363-0.0090389j 0.0323077+0.00783376j 0.0154461-0.0250939j -0.00528006-0.00438258j 0.0128258+0.0164524j 0.0130086-0.018546j -0.00824269+0.01793j 0.00981634+0.000569583j -0.0179186+0.00803206j -0.0204316-0.0159864j 0.00193943+0.01756j 0.00846216-0.0169012j -0.0289136+0.0192633j 0.0134985+0.0111247j 0.00860297-0.00885948j 0.0251072+0.0255785j -0.00268993-0.0295422j 0.0137522-0.00534525j 0.0205518+0.0439342j -0.0102266+0.0262529j -0.00585351-0.026073j 0.0213177-0.00203058j 0.038891+0.0320764j 0.00388864-0.00169451j -0.00904827+0.00706538j 0.00874317-0.0130418j -0.0190709+0.0189133j -0.00856761-0.0475327j -0.00342243-0.00359552j -0.0032116-0.0199574j 0.010566+0.0260467j -0.00437206-0.00827086j -0.00292262+0.0385236j -0.00377731+0.00545679j 0.0278653-0.0086039j 0.00278782-0.019371j -0.0399577-0.0183729j -0.00929542+0.00859707j 0.0212259-0.0325891j -0.00866908-0.0192125j -0.00924411-0.00292556j 0.00164002-0.00947869j -0.00380048+0.00375125j -0.00610365-0.0154233j -0.00340101-0.00402591j -0.0147561-0.00382307j 0.0169519-0.0192056j 0.0239254+0.0286531j -0.00781855-0.00509588j -0.0106013+0.00718079j 0.000634029+0.0266879j -0.00322462+0.0176567j 0.0123838+0.0129984j 0.00426991-0.00641106j 0.000701641-0.0176681j -0.000250865-0.00869562j 0.00359001+0.00857638j 9.21641e-05-0.0051501j 
-0.0349729+0.0203345j 0.0286822-0.0445267j 0.00641245+0.0133224j 0.0167274+0.00952632j -0.0159146+0.015038j -0.0281486+0.0150555j 0.0123062+0.00800508j 0.00270094+0.000585213j 0.00411886+0.00918622j 0.0155621-0.035853j 0.00477568+0.0230013j -0.0172754+0.0262048j -0.0020367+0.00930093j 0.0223017+0.0110901j 0.0159513+0.0226495j 0.0159461-0.00193653j -0.0364929-0.0149512j -0.00204695-0.00167067j -0.0184763-0.0196769j 0.0121297+0.000725126j 0.00656917+0.00640759j -0.00985604-0.00442931j -0.0115279-0.0140133j -0.0071848-0.0256563j 0.0265667+0.00823558j -0.0125631-0.0314252j 0.00246408+0.00202257j 0.00631848-0.00818811j -0.00718925-0.00316082j -0.0269354+0.000957937j -0.0286202+0.00854724j -0.00175577-0.00685622j -0.00103496-0.0174936j 0.00126553-0.0252984j -0.002008-0.00153066j 0.00933757-0.0170766j 0.0100885-0.00232719j 0.0187766-0.0102122j -0.00349153+0.00584974j -0.00332888-0.00158618j 0.00165716-0.0121638j -0.00243698-0.00134263j 0.0198286+0.00715221j -0.0195191+0.014831j 0.0102333-0.0160686j -0.00292276+0.00704093j -0.0224505+0.016978j -0.00548329+0.00303847j -0.0114624-0.00538124j 0.015218+0.000180729j -0.0331165+0.0177794j -0.00549513+0.00154944j -0.00029244+0.0151873j -0.0174645-0.000929374j -0.00177683-0.00954313j -0.00537313+0.00230652j -0.0105799+0.0164984j 0.00073069-0.013681j 0.00717797-0.00520707j 0.0139634-0.023429j -0.00765039-0.00451507j -0.00175179+0.0104203j 0.00640555+0.00503952j 0.00188912+0.016929j -0.0109036+0.00155183j -0.0130153+0.0212451j 0.0148865+0.0191129j -0.0117741+0.00151903j -0.000791871+0.00945353j 0.00608021-0.023904j 0.00286841-0.00703672j -0.00773889-0.00433997j -0.00382679-0.0244577j -0.00398046-0.0062166j -0.00318115-0.00352149j -0.000223143+0.026831j 0.0128057-0.00111583j -0.000319972-0.0131767j 8.26804e-05+0.0208749j 0.000659874+0.0153874j 6.82375e-05+0.00390682j 0.00365327-0.0127082j -0.00209766-0.0155404j -0.016981-0.00371347j -0.00533559-0.000887004j -0.00108599+0.00978794j 0.0169245-0.00371605j -0.00540446+0.00266146j 0.00710294+0.00374779j -0.00802133+0.0086374j -0.0102398-0.00328109j -0.0166987-0.0147225j 
0.00190094+0.0261391j -0.0463853+0.0364362j 0.0210936+0.0146177j 0.00110803-0.0250562j -0.00310117-0.00289951j -0.0494981+0.0177843j 0.0157789+0.0300122j 0.00830442+0.000797572j -0.0225654-0.000185113j -0.0109494+0.0232267j -0.0278729+0.0270363j 0.0210268-0.0301047j -0.0181377+0.0213425j 0.00723853-0.0205293j -0.0172914+0.0221795j 0.0113778+0.0134216j 0.0159126+0.00362453j -0.00378299-0.0125093j 0.00520423-0.00756779j -0.0237818+0.0112295j 0.00121875+0.0171494j 0.00235529-0.0101485j 0.0281368+0.0101133j 0.011452+0.0135493j -0.0150822-0.00636021j 0.0179747+0.00962229j -0.0120734+0.0178194j 0.00481642+0.00705316j -0.00264019-0.00466096j 0.0290653-0.0233143j 0.0098362-0.00630851j -0.0172537-0.0116661j 0.0148953+0.00448038j -0.011861-0.0109844j -0.0108324-0.00423287j -0.00926126+0.018036j -0.00792811-0.00493898j -0.0132137+0.0114566j 0.00430885-0.0101474j -0.000117565-0.0111564j -0.00936159+0.0195132j 0.0100988+0.00970101j -0.0294808+0.00671061j 0.0215672-0.0283296j -0.0242663+0.0172124j 0.0123446-0.0164708j 0.00343174-0.0034789j 0.00369813-0.0279249j 0.000355759-0.00126613j 0.00269618+0.00123647j 0.00415442-0.00767403j 0.000321286+0.0115202j 0.0313443-0.0150846j -0.00218489+0.0114472j 0.015567-0.0250122j -0.0287721-0.00333779j -0.00414678+0.0119408j -0.00400313+0.00662627j 0.00255284-0.0129018j -0.00108896-0.0161438j -0.00881754-0.0119029j 0.00297855-0.0185187j 0.0115045-0.00265507j -0.00418577+0.00821836j 0.0116428+0.0125951j -0.00451014-0.00618951j -0.0110935-0.0125048j 0.00935347+0.00631254j -0.00442328-0.0127343j -0.0172522+0.00307278j -0.0128374-0.0125702j -0.000658403+0.000881336j -0.00173665+0.0248979j -0.00378536+0.00668177j -0.0015943-0.0241537j 0.0107226-0.00847246j -0.0149009+0.0235159j -0.00280888+0.0250062j -0.00293529-0.0017404j -0.00503284+0.013645j 0.000170139-0.00546721j 0.00938371-0.0060158j 0.00862496-0.0111332j 0.00716899+0.0098991j -0.00565231+0.00930608j 0.00576114+0.00640849j 0.0300801+0.00245919j 0.0099918-0.00969941j -0.000562791-0.000113215j 0.0144115-0.0222278j 0.00819872+0.00727476j 0.0101422-0.00268506j 
