0.0387888-0.0491054j 0.00230945+0.128483j 0.0863438-0.0467772j -0.00703582+0.0173225j 0.0286193-0.0480903j 0.0258658+0.0340508j -0.0101405+0.0109567j -0.0586366+0.0584429j 0.00753828+0.0246541j 0.00672015+0.00184437j -0.00981188-0.0544548j -0.0634356-0.00317183j -0.0279316-0.0498134j -0.00390262+0.0416348j 0.000180214-0.048328j 0.0230159+0.00204674j 0.00271878+0.0283112j 0.0302426-0.00980468j 0.00505053+0.0241601j 0.0174626+0.0278608j -0.024127+0.00153169j 0.017414+0.00526674j 0.0531071-0.00610221j 0.000177149+0.0697071j -0.00231111+0.0215249j 0.0303835+0.00896128j 0.0111387+0.0126754j 0.0174605+0.0496373j -0.031739+0.0137648j -0.0273479+0.032707j -0.0309793+0.0404547j 0.018323-0.00870537j -0.0245216-0.0121047j -0.0650186-0.00132098j 0.0194028+0.0428604j -0.027247-0.0193971j -0.0325877-0.0548733j -0.0258625-0.0016972j -0.0405597-0.00684683j 0.0793816+0.00745198j 0.0546009-0.0320501j -0.00372531+0.0275466j 0.00616858+0.0153527j -0.0179517+0.0190026j -0.0211177+0.0383627j 0.027591+0.00937429j 0.00554037+0.0465054j -0.00528368+0.00749273j -0.0455421+0.0393635j -0.0246585-0.0064762j 0.0185316-0.036535j -0.0426536-0.0484281j -0.0311221-0.0332731j 0.0108197-0.00151535j -0.0442323+0.00226202j -0.00482988+0.0297811j 0.0112134-0.0418749j -0.0414223-0.0182862j 0.0671792+0.0425734j 0.0212686+0.0428116j -0.00924653-0.0145165j 0.014687-0.00108593j -0.037156+0.0296602j 0.0376931+0.0810844j -0.0277129-0.0651739j -0.0228615-0.0481692j -0.00906486+0.00403685j 0.0408102+0.0330668j 0.00891721-0.00881692j -0.0332749+0.00215316j 0.00738031+0.0269924j 0.0761193-0.00303954j -0.00621295-0.00447439j -0.0301491+0.0445108j 0.0642391+0.0775054j -0.0347805-0.00197083j 0.0137519-0.0964082j 0.00142029-0.0449574j 0.0155539+0.00446606j 0.0280228-0.094681j 0.00431122+0.00528425j -0.0619263-0.0793751j -0.0725376-0.0380838j 0.0240334+0.0243315j 0.111921+0.00124789j 0.063662-0.0114598j 0.0343894+0.104639j -0.0495342-0.0910248j 0.0659401-0.0101607j -0.0359452-0.0331414j -0.00524556-0.0131975j -0.0369803-0.0888192j 0.118543+0.0927333j -0.0743127+0.229942j 0.300173-0.214617j 
0.0129296+0.0440814j -0.137274-0.057384j 0.0344833-0.0262088j -0.00728705-0.00285198j 0.0535081+0.0184095j -0.0174692-0.0143066j -0.0390138-0.000720624j 0.0240527+0.017801j -0.0392376-0.0287094j 0.0316909+0.0467226j -0.027175-0.00151666j -0.0545839+0.00664228j -0.0439664+0.00703755j 0.0283724+0.00310796j -0.0127535-0.00705115j -0.000300519-0.0111728j -0.0234177+0.00219246j -0.00368432+0.00744949j 0.0128837+0.030106j 9.40349e-05-0.007915j 0.0433442-0.0186959j 0.00544687-0.0392313j 0.0976078-0.0241042j -0.033609-0.0213431j 0.0276697+0.0133287j -0.00626432-0.0111945j 0.00605728-0.00167972j -0.00595454+0.00578547j -0.0107067-0.00399218j -0.00834886-0.00261766j 0.0617257-0.0289511j -0.000869489+0.0194838j -0.0287478+0.00382404j -0.00478457-0.026406j -0.0581816+0.00524446j -0.10618+0.0248542j -0.0124782-0.00269134j 0.0107574-0.0365311j 0.0122924+0.0478591j -0.0229841+0.0371327j -0.0771628-0.0182438j 0.0234345-0.0497701j -0.0101526-0.0422959j 0.047491-0.0647733j 0.0371532+0.051711j 0.00541504+0.115729j 0.0114417+0.0264251j -0.00727279-0.0641855j 0.036307+0.0567598j -0.020385-0.0425952j -0.00463849+0.0774958j -0.0392424+0.00820388j -0.0487761-0.026073j 0.00459482+0.00339876j -0.0194759-0.01768j 0.00574173-0.0706061j 0.0208879+0.0146929j -0.0128525+0.0132674j -0.116795+0.0912033j 0.0445158+0.0972037j 0.093389+0.0156657j 0.0133062-0.0479399j 0.0174155-0.0585103j 0.0393006-0.106247j 0.0170005-0.00729688j -0.0244829+0.0444875j 0.0395177-0.0924379j 0.0865965-0.00478365j 0.0115679-0.0919646j -0.0650329+0.0976077j -0.0547295-0.0903705j 0.0773809-0.0502228j -0.0184027+0.0421363j 0.00164585+0.123496j 0.0543207-0.0193988j -0.0331615-0.0796593j -0.1248-0.0944001j -0.0342801+0.0706343j 0.00736931-0.137493j -0.0732583+0.0237902j 0.0197587+0.0243374j -0.0291055+0.000700726j 0.0164082+0.0669212j -0.0230494-0.0272026j -0.0893295-0.00314004j 0.057347+0.036287j 0.062176-0.0341204j -0.00571934-0.0583823j 0.0117189+0.0649872j 0.0509361+0.00963294j -0.0171149-0.00386992j 0.0836094+0.0446984j 0.00941116-0.0282708j -0.0817807+0.0172964j 0.0600191-0.000304595j 
0.00203452+0.0117931j 0.0186088+0.00223562j -0.0107208+0.00158245j -0.0124126+0.0162218j -0.00212776+0.0277789j -0.00393028+0.02874j -0.00910905+0.00174506j -0.0104822+0.0107618j -0.0112479+0.0100598j -0.00771695-0.0272405j 0.0163532+0.00110809j 0.0285486-0.000294359j 0.00436958-0.0151034j -0.00843563-0.00237973j 0.0069234-0.00663849j 0.00145384+0.0202994j -0.0028149+0.0169443j -0.00226368-0.00736966j 0.000148959-0.0173573j -0.0086-0.00903873j -0.00775482+0.0160943j -0.00515346+0.00453907j -0.028101-0.0213835j -0.0150256-0.0223803j 0.00360442-0.0133898j -0.0171355+0.0121026j 0.0201658-0.0104735j 0.0177506+0.00381878j 0.0115638+0.0144492j 0.00650434+0.00333379j -0.00272707+0.0188963j -0.00506834-0.00104401j 0.00249653-0.00178485j 0.00977543-0.00464108j 0.00165171-0.00247136j 0.0223218-0.0091069j -0.0160224+0.0117253j -0.0149029-0.00657385j 0.0412874-0.0179577j -0.0111692-0.0107189j 0.040596+0.000253478j 0.0145746+0.0184359j -0.00856152-0.00587508j 0.0197124+0.0426636j -0.00222947+0.0273261j -0.0137457-0.00243153j -0.00381198+0.010006j 0.0272491-0.0011898j -0.0234231+0.0211286j 0.00504491+0.0265096j 0.0109467-0.0159364j 0.0170249+0.0242528j 0.012029+0.0244989j 0.0062281+0.0240464j -0.00937045-0.00943711j 0.0218265+0.0447509j -0.0430331+0.0121177j -0.00061847-0.00386878j -0.00854268-0.00327743j -0.0039375-0.0541897j 0.00218269-0.00337699j -0.0167861-0.00624065j 0.0200299+0.0224572j 0.00562259+0.0331301j 0.00328182+0.0349302j 0.00989222-0.000808691j -0.0019175+0.0057331j -0.015153+0.0105904j 0.013483-0.00446571j -0.000912913-0.00750222j 0.0216006-0.00320993j -0.0264326+0.0177714j 0.00177169+0.00537653j -0.0118705-0.00370122j -0.0238292+0.011268j 0.0483943+0.00172098j -0.0386966+0.0183036j 0.0573445-0.00581413j -0.0251573-0.0400267j -0.0074332-0.0305271j -0.0426995-0.0503071j 0.00575946+0.0115707j -0.0350507-0.00804417j 0.0284144+0.0152418j 0.0158124-0.0191932j -0.0285041-0.0128599j 0.00626196+0.0264444j -0.00121631+0.0234453j 0.0185498-0.0203272j 0.0191745-0.0220475j 0.0336697-0.00039984j 0.00433264+0.00234835j 0.00872816+0.0101654j 0.00763331-0.00451012j -0.0357424+0.02452j 
0.0265003+0.0280672j -0.00654845+0.0125398j -0.0141307-0.014789j 0.00126559-0.00642612j 0.0095951+0.00453915j -0.0104319+0.00240567j -0.014692-0.0308136j -0.0104888-0.0149308j -0.0247953-0.0173251j 0.00978005-0.025662j -0.0121447-0.0013588j -0.00290267-0.0059584j -0.0137669-0.00897065j -0.00580161+0.00654821j -0.00313719-0.00406012j 0.0100884+0.0276072j 0.00874789-0.00646643j 0.0158995-0.0128212j 0.00458864-0.0360458j 0.00593923+0.0141998j -0.00730056+0.0195133j -0.017529-0.010755j -0.0252124-0.0120437j -0.0133027-0.0059921j -0.0280052-0.00594838j -0.0197135-0.0323205j -0.0197208+0.00872873j 0.00687881-0.00353501j 0.0060245+0.00779429j 0.00872934-0.0244476j -0.0268707+0.00495858j -0.00696732+0.00171067j 0.00311625+0.00901395j 0.00219858-0.00911719j 0.0124734-0.0264852j 0.00422118-0.0205121j -0.0232751-0.0100841j -0.00721181-0.0176281j 0.00279228+0.0146638j -0.00211476-0.00296297j 0.0128214+0.0141002j 0.00447703+0.00527057j 0.0119954+0.00585127j 0.0202201+0.0247434j -0.0123346-0.0176442j 0.0166871-0.00402333j 0.0201591-0.00941063j 0.00282041+0.00580593j -0.0084594+0.0466919j 0.0142926+0.0233425j -0.000208101+0.0217362j -0.0134261-0.0140257j 0.0281674-0.00391649j -0.0291842-0.0378152j -0.00104934+0.0276914j -0.0036498-0.0155828j 0.00094045-0.0401229j 0.0362316-0.0270171j 0.0408148-0.0343395j -0.00290167-0.0177493j -0.0106216-0.017729j 0.00149752+0.0085586j 0.0522093-0.0325949j 0.0230416+0.0086376j 0.00461812-0.0203793j 0.0259081+0.0183572j 0.00855103+0.0170293j 0.0101072-0.0146722j 0.0658428-0.00597068j 0.0436789-0.0072344j 0.0355029+0.00774386j 0.00353825-0.00958492j 0.00958444-0.0198659j -0.00613318+0.044343j 0.00597702+0.00963269j -0.0621341+0.010925j -0.0169667-0.0150848j 0.0212203-0.0119818j -0.0110568-0.00296262j 0.00625839-0.00868727j 0.03153+0.0059057j 0.00432669-0.0227217j 0.0188087-0.0193909j -0.00778313-0.00301936j 0.0177491-0.0171074j 0.00625015-0.0175543j -0.0513229+0.0247314j -0.00894856+0.0458695j -0.0269828-0.0290457j -0.0269226+0.0259184j 0.0195631+0.000788362j 0.00507054-0.0291485j 0.00758029+0.0312753j 0.00208754+0.0233555j 0.013347+0.00934864j 
0.0113999+0.0398638j -0.0412425-0.0270315j 0.00198787-0.00692211j 0.00103608+0.0181444j 0.0158757+0.0146972j -0.0187935+0.000555452j -0.01874+0.021434j 0.00492491+0.0196222j -0.0249748-0.0195004j 0.02915+0.0080358j -0.0142974+0.0166911j -0.0177568+0.0018587j -0.00854516+0.0243914j 0.0197891+0.0110261j -0.0150292-0.00898698j -0.00666865-0.0140796j -0.0069352-0.00650013j 0.000263158+0.0202701j 0.0088237+0.0115686j -0.00798215+0.0044715j 0.0247451-0.0122454j -0.0125694-0.0131149j 0.027635-0.0284043j -0.0415528-0.00702711j 0.00451893+0.00867677j -0.0147611+0.0293125j 0.0342496-0.0371789j 0.000306652+0.00946564j -0.00488723-0.0132815j -0.000130733+0.00744976j 0.0142325-0.00249838j -0.000327781+0.00394187j 0.00442583+0.00308974j -0.011305+0.00128159j -0.0168418+0.00300131j -0.0430141+0.00781387j -0.010169-0.0303758j 0.0129494-0.0150289j 0.0293754+0.0135541j -0.0188581+0.0130719j -0.00179465+0.00673851j 0.000698765-0.0217132j -0.0168672-0.0374288j 0.0322421-0.0387444j 0.032302+0.0661039j -0.00155714+0.0559863j -0.000311809+0.00875918j 0.0298177-0.00839269j 0.000257722+0.0131023j 0.00309538-0.00595411j -0.00135542-0.00911564j 0.0175011+0.047655j -0.0169786-0.0109579j 0.00470263+0.0386751j -0.0280256-0.0381413j 0.0245648+0.00543348j -0.0536951+0.0566991j -0.00205428+0.0395288j -0.0383156+0.0734411j 0.0368146+0.0224567j 0.0347616+0.0274938j -0.00942162+0.0272864j -0.0200048+0.00320564j -0.00134681-0.0106636j 0.00335038+0.00609288j 0.0379776-0.0254293j 0.0300044-0.0203876j -0.0131237+0.0426963j 0.00109111-0.0239051j -0.0382808+0.0742073j 5.28576e-05-0.0084825j -0.0307882+0.0217905j 0.0367618+0.0141837j -0.0514264+0.0232294j 0.0167254-0.00829618j 0.0665944-0.0263556j -0.102635+0.0154295j 0.0314788-0.0111007j -0.0580461-0.0290136j -0.0129034-0.01769j -0.0348033-0.00943389j -0.0464321+0.022339j -0.0443658-0.00451265j 0.0365189-0.0194123j -0.0547058-0.0105458j -0.0245929-0.0153984j 0.0726265-0.0201275j -0.0430602-0.0441931j 0.0374128+0.0415781j 0.0569222-0.0341236j -0.00347059+0.0315405j 0.0196457+0.0291067j 0.0388918-0.0126214j -0.0237546-0.00908754j -0.00548986+0.0306999j 
-0.0613613-0.0458036j -0.013182-0.0350963j 0.0271213+0.0185961j 0.0242395+0.0136743j -0.00575667-0.0128995j 0.0048034-0.00851269j 0.0143841+0.0242303j 0.00393435-0.000345307j 0.00557595+0.0226184j -0.0155936+0.03045j -0.0011166-0.0221807j 0.00827473+0.0263598j 0.0108264-0.00536076j 0.00367682-0.00379715j 0.00551431+0.00515447j 0.00144848-0.0150591j 0.00796152+0.0102021j -0.00367018-0.000878242j 0.000953854+0.011333j -0.0073838-0.00332218j 0.0019901-0.00900298j 0.0270287+0.00849185j -0.00124864+0.0132931j 0.017662+0.0014912j 0.0108763-0.0148064j 0.00742112+0.0143659j -0.018308-0.013799j -0.00711041+0.0106438j -0.00684109+0.00549439j -0.0207035+0.0171984j 0.027836-0.00515517j -0.00215764-0.00147878j -0.00868916-0.0108428j 0.00796779+0.0128466j -0.0241413+0.009227j -0.00122217+0.00900317j 0.018715+0.0171371j -0.0115942+0.0128391j 0.0180241-0.012234j -0.00310478+0.000392687j -0.00905963-0.0259419j 0.0136044-0.00374138j -0.0165253-0.000964503j -0.0244414+0.0197137j 0.00572087+0.00423514j -0.0122752-0.00526631j -0.0299521+0.00319525j -0.0176949-0.00479228j 0.0150061-0.0268493j -0.00536307-0.00976166j 0.0384037-0.00167978j 0.000179357-0.00953062j -0.0453391+0.0064226j 0.0469204+0.0460624j -0.00540209-0.0194024j -0.00682708-0.00474456j 0.0086799+0.00705943j -0.0251302+0.018496j -0.0227554+0.0427791j -0.00786772-3.07162e-05j -0.000895142+0.0151436j -0.00244321-0.020367j -0.0485273+0.0253424j -0.020852-0.0309838j 0.00230997+0.00776227j -0.0382852-0.011503j -0.0324932-0.00912183j 0.00869303+0.0162006j -0.0626175+0.00620396j -0.0260345-0.00680858j -0.0267611+0.0157085j 0.0259756+0.0270911j -0.0333652+0.0242922j 0.0192959-0.0465339j -0.00980311+0.0126629j 0.0734072+0.00464876j 0.018307-0.00231682j -0.0204773+0.0117592j 0.0349954-0.00687632j -0.0169492+0.00836693j -0.0463128-0.00295793j -0.00973511+0.00922148j -0.0110885+0.0250552j 0.00630746+0.00914271j -0.00539645+0.0301194j 0.000746053+0.00951634j 0.0623948+0.000475816j 0.041166-0.0526967j 0.0376386+0.0167291j 0.0167015-0.0166447j 0.00108226-0.0224513j 0.0156881+0.0236845j -0.023192-0.0253198j -0.00193872-0.0139561j 0.0129207-0.0301294j 
0.0579254+0.0360996j 0.00190845+0.0152387j -0.0114774-0.0282991j -0.0514104-0.000106909j -0.0120217-0.0280244j 0.0133513-0.00942509j 0.0185075-0.00126417j -0.0154198-0.00547902j 0.0215912+0.00610108j -0.0212994-0.000952094j -0.0132641-0.00547946j 0.00160576+0.00242535j -0.0013314+0.0322077j 0.0157602-0.00787241j -0.0173211+0.00439738j 0.00110753+0.00377293j -0.000323668-0.00374338j 0.0141675+0.00524356j 0.00268491+0.0028502j 0.0246912-0.0306079j -0.0197796-0.00313652j -0.0117172+0.0261665j -0.00188891+0.00399917j -0.000932522+0.0114115j 0.0179554-0.000699425j 0.0299124+0.00990891j 0.0226668+0.0272338j -0.011166+0.0116714j -0.00762931+0.0140859j 0.0143565+0.0061825j -0.00864868+0.00526697j 0.0020646-0.00430932j -0.00437405+0.0136754j 0.0126686-0.00785027j 0.022519+0.0271412j 0.0155606+0.023509j 0.00316828+0.0181204j 0.00329681-0.000208672j -0.0206712-0.0216285j 0.0170808-0.0310994j -0.020956+0.0556536j 0.0309183-0.0311499j 0.00668155+0.0478447j 0.0041366-0.050021j -0.0271045-0.0193071j -0.020571-0.00939145j 0.0293204+0.00391735j 0.0104748-0.0450843j -0.0115004-0.0314492j -0.0150062-0.00715343j -0.0301951+0.0277959j -0.0515051-0.0147191j 0.0479097+0.0198203j -0.0103406-0.00336885j 0.0181686+0.0211068j -0.00412337+0.0109074j -0.028602+0.0228865j 0.00444436-0.0260428j -0.00994989-0.0332961j 0.0163487+0.024929j 0.0201889+0.0160109j 0.0244806-0.0726308j 0.0363808+0.0144637j 0.02538-0.00743674j 0.0233293+0.00892073j 0.0492577+0.000416377j 0.00976904+0.0208013j -0.0543977+0.0246229j -0.000494245-0.00799627j -0.012558+0.000672371j -0.00402295-0.026499j 0.00117722-0.0518182j 0.0299053-0.0148236j -0.01776+0.00961065j 0.00221266-0.0170535j -0.0555794-0.00407034j -0.00159455+0.000380251j 0.038002-0.00885836j -0.0500336-0.00764309j 0.0353552+0.00412048j 0.0572979-0.0145695j -0.011956-0.0373419j 0.0502384-0.021894j -0.00900353+0.0124616j 0.0132962-0.00645589j -0.0157012-0.00685935j -0.05893-0.0176583j -0.0347209+0.0456149j -0.0342541-0.00432077j -0.0106268+0.0114931j 0.0215181-0.0262898j -0.00944872-0.00133656j 0.00985369+0.0210674j 0.00809244-3.38414e-05j -0.0138642+0.0114864j 
-0.0503411-0.0689144j 0.0567948-0.0141478j 0.0118724+0.00147193j -0.0278888-0.0154867j -0.0144283-0.00270343j -0.0217394-0.00905346j -0.00363256-0.0145263j -0.0343618-0.0193157j 0.00373402+0.0138099j -0.00184164-0.0379616j 0.019434-0.00535457j 0.0162356-0.0229709j 0.0228474+0.00606321j -0.0155176-0.0055141j 0.00631871+0.0072544j 0.00285818+0.0151486j 0.00881825-0.0101132j -0.00465344+0.0213177j 0.00547073-0.00616577j -0.0127109-0.0132728j -0.0021949+0.0141449j -0.00508303+0.0119106j -0.045599-0.0254414j -0.0477484-0.0133881j 0.0108495-0.0491569j -0.0139445+0.0340399j 0.0150214+0.00780325j -0.0134781+0.00810964j 0.00611147-0.0205518j 0.0249487+0.0242387j -0.0137796+0.0168054j 0.00146953+0.0095021j -0.0117965-0.00407451j -0.00426526-0.0272798j 0.000628602+0.00256514j 0.0529469-0.0130691j -0.00592932+0.0369568j -0.0319343+0.00383646j 0.056745-0.025758j -0.023528-0.049591j 0.0506592+0.0244609j 0.0358797+0.000241668j -0.0316523+0.00801338j -0.00931351+0.0141075j 0.00122705+0.0259427j -0.0111585-0.0119644j -0.0149308-0.00665593j 0.018334-0.0174531j -0.0650099+0.00708867j -0.00193725+0.0246655j 0.0157866+0.0198237j 0.0068893+0.0186417j -0.0308098+0.00239911j 0.0418324+0.0581518j -0.0355693+0.00112382j 0.0110812-0.00772888j -0.0059841+0.0358418j 0.0267675+0.0262639j -0.0301516-0.032981j -0.0321133-0.0266316j 0.0202923-0.00555789j -0.00489505-0.0258473j -0.0194128+0.0101714j -0.00132243-0.0357882j 0.0264707+0.0229974j -0.0119897-0.00842848j -0.0316907-0.0183008j -0.00337512+0.0195056j -0.00493369-0.0355596j 0.00267436+0.00727941j 0.0269715-0.0513802j 0.000756478+0.0372178j 0.0148659+0.0357465j 0.0339306-0.0179779j -0.0341898+0.00115988j 0.0748036-0.0276348j -0.0672378+0.0123993j 0.0597986+0.00503829j -0.0288972-0.0354276j -0.0314688-0.0109157j -0.0548296-0.0198163j 0.0454323+0.0237366j 0.0207677+0.00167709j 0.0200907+0.0116975j 0.0132998+0.00148157j -0.0290646+0.00495434j -0.0424413+0.00319911j 0.0197415+0.0631884j 0.00815842-0.028715j 0.0286922-0.017464j 0.0248669+0.00911589j 0.00647189-0.00210648j -0.0359448-0.0155989j 0.0251321-0.0408788j -0.0362206-0.0113711j 
-0.0210953+0.00677771j -0.0205814-0.00824681j 0.00230385+0.013397j 0.00561948+0.0122385j -0.00102268-0.0122382j 0.00472974+0.0107257j 0.00561126+0.0138652j -0.00289251+0.00213339j -0.0179573+0.00439237j -0.00282972+0.00933852j 0.00143164-0.0105133j 0.00283129+0.0205913j -0.00263943-0.00799643j -0.0025569-0.00474481j -0.00162676-0.00237736j -0.00299366-0.0121969j 0.017131-0.00329158j 0.00252358-0.0348356j 0.001401-0.00131324j -0.00600936-0.0155409j -0.0103331+0.00626214j 0.0157175+0.00565109j 0.0110488-0.00606531j 0.017229+0.0110753j -0.00905208-0.000616358j -0.00585155-0.0104196j -0.0151918-9.09543e-05j -0.0137091-0.0128029j 0.0020074+0.0138721j -0.0120441-0.0104229j 0.00986711+0.01391j -0.00413612-0.00265488j -0.0223187+0.00933931j 0.00220161+0.000163044j 0.00225497+0.00332537j 0.0130917+0.00418047j 0.00015329+0.00146957j -0.020078+0.00568205j -0.0207289+0.0162774j 0.0014846+0.000781198j 0.0131287-0.0115117j -0.0247443+0.00839194j -0.00605186-0.0138046j -0.012242+0.0178594j -0.0047685+0.00563242j -0.00173492-0.00845156j 0.0121288-0.0139184j -0.00193126-0.00921845j -0.0134966+0.0192865j 0.00640528+0.00306606j 0.00436691+0.00753581j 0.0150113+0.0301092j -0.0240435-0.0192992j 0.00352572+0.00165752j -0.0114893-0.00622438j -0.00475089-0.0169645j 0.0174364-0.0154637j -0.00549321-0.000273681j 0.00239155-0.0186436j -0.0138029-0.0124333j -0.011506+0.0135599j 0.0071686+0.0191627j -0.0187887+0.00571617j 0.00290658-0.0324927j -0.00537905-0.0281287j -0.0249531-0.00604605j -0.00970803-0.0100408j 0.0450724-0.00945044j -0.00272447-0.0204799j -0.018871+0.0254286j -0.00266494-0.0152981j 0.0173359+0.00660401j -0.0120028+0.0026644j 0.0107778-0.000391666j -0.00504224+0.0115177j -0.00428651+0.00847912j 0.0230656-0.00652898j -0.0192486+0.00390015j 0.0196146-0.00870382j -0.0108231-0.0153822j -0.00893181+0.0107194j -0.00624432+0.0146704j 0.0131379+0.0282497j -0.00338157-0.0214109j -0.00545777+0.00433151j 0.0171167+0.0102721j -0.0156996-0.00629936j 0.0161878-0.00456664j 0.00909383-0.00594496j -0.00858852-0.001736j -0.00686082+0.00153689j 0.018175+0.00255475j -0.0117426+0.00384571j -0.0020663+0.00800797j 0.0100181-0.0033786j 
-0.0100065-0.00141923j 0.0361231-0.006292j 0.0101429+0.00363202j -0.0211332+0.0041051j 0.00964822+0.00392515j -0.0161371+0.0189056j -0.0217087-0.0133667j 0.0104002-0.00329772j -0.0022575-0.0121449j -0.00991613-0.0320186j 0.0116697-0.0117645j -0.00377672-0.0161537j 0.00546329-0.0184262j -0.00591652+0.00395432j 0.00246026-0.00738232j 0.00196714-0.00291581j -0.0122253-0.0152837j -0.00359012+0.00705631j -0.00951255-0.00721149j -0.0136815-0.00605372j 0.00399985+0.0217987j -0.00784083-0.00311323j -0.0146651-0.016872j -0.0171033-0.00598495j -0.00433352-0.0200185j -0.0130637+0.0123243j 0.0285185-0.0267861j 0.00301922+0.0141321j -0.00823602-0.016944j 0.0280989+0.00857677j -0.0169341+0.00685262j 0.00274704+0.0104285j 0.0107873-0.0041074j -0.0129782-0.00417304j -0.0123179-0.012883j -0.00512278-0.0154116j -0.0127436+0.000968452j 0.011146-0.0149756j 0.0364912-0.021437j -0.00952094-0.0111776j 0.0141543-0.00251734j 0.0328082+0.0137151j -0.0404102-0.00176204j 0.00997435+0.00652202j 0.00954288+0.0453261j 0.00717265+0.0106742j -0.00837948+0.0174278j 0.031174+0.0113094j -0.00445848+0.0111002j 0.00597416-0.00673509j -0.00929482-0.0151947j 0.0158545-0.00436856j 0.00470835+0.0117573j 0.0126688+0.0592335j -0.0174199-0.0289196j 0.0138602+0.0255235j -0.0126925+0.0117138j 0.0177432+0.00856439j 0.0030107+0.0417072j 0.0129165-0.0138769j 0.0122074+0.00529348j 0.00193166+0.0186799j 0.0222554+0.0232297j 0.00580282+0.0364133j 0.0142137+0.0264291j 0.0235386+0.0272936j -0.00304926-0.00100991j -0.0278222+0.0260675j 0.0049466+0.0163884j 0.0128174+0.0174016j 0.0266417+0.00116044j -0.0451579+0.0379693j 0.047537+0.010243j 0.00550209+0.0192129j -0.0337128-0.00251191j 0.069642-0.0273539j -0.0805985+0.0317139j 0.0364881+0.00627136j -0.0202124-0.0243589j 0.000237363-0.0187262j -0.0451119-0.00326594j 0.0260421-0.000502769j -0.0384256-0.0116865j 0.0297469-0.00490975j -0.000243467-0.0307744j 0.000858647-0.00539199j 0.0282561-0.00664293j -0.0119453+0.00625398j 0.00211337-0.0056595j 0.0119367-0.0178133j 0.00401733+0.0204897j -0.00392132-0.0101493j 0.0167565-0.00931401j -0.0177716-0.0112585j -0.0292284+0.0260893j 
0.00454359-0.0222861j 0.0303394-0.000329529j -0.00531139-0.00573592j -0.0162869-0.0141358j -0.000474281+0.00585784j 0.00264028-0.00684939j 0.0222346+0.0184513j -0.0165729-0.00509606j -0.00423093-0.00989598j 0.00107808+0.0154004j -0.0183921-0.00231563j -0.0168682-0.000476163j -0.000782271+0.0275074j 0.0113351-0.00349301j 0.00942291-0.0010481j -0.012989+0.0226334j 0.00943009-0.00375576j 0.00797006-0.00999336j 0.00169392+0.00981553j -0.00045662+8.21728e-05j 0.00422928-0.011187j -0.00182271+0.0149347j 0.00409207-0.0194047j -0.0368519-0.00063607j 0.000749483-0.0128694j 0.0131228+0.00399748j 0.0283876+0.000612296j 0.000864614+0.0230974j -0.00839483-0.00901523j 0.00116849-0.00953776j -0.00883784+0.00249223j -0.00160049+0.000407458j 0.0111707+0.0030336j 0.005119-0.00460241j 0.0107317-0.00451345j 0.00902118-0.0250787j 0.0203887-0.0039481j 0.0347045+0.000137306j 0.0334922+0.0104144j -0.0177991-0.0222544j 0.0460729+0.00629601j -0.0190298-0.00601291j -0.00495839-0.0101697j -0.00817048+0.0319229j -0.00630617+0.00108019j -0.0165241+0.0161295j -0.0211921+0.00913943j 0.0254119-0.00571083j -0.0386483+0.0117741j 0.0108729-0.00257934j 0.00705055+0.0256798j 0.0122868+0.0244073j -0.0242597-0.0262206j 0.0331924-0.00922043j -0.0150172+0.0203889j -0.00374617-0.00650842j -0.0279556+0.0248209j 0.0464485+0.0200395j -0.0363252+0.022618j -0.0226938+0.0211892j 0.00140631-0.012112j -0.0109406+0.00213948j 0.00286457-0.0231891j -0.00211782-0.0141137j 0.00118688-0.00187828j -0.00164996+0.0282482j 0.00286269+0.0224515j -0.0165813+0.0102125j -0.0177545-0.00528148j 0.0172969-0.0161592j -0.0110989+0.000462238j 0.00236442+0.0174916j 0.00868915+0.0151199j -0.00314776+0.0323589j -0.0144132+0.0196151j 0.0174755-0.00561639j -0.0131306-0.0105475j 0.0296886+0.00469279j -0.022583-0.00540168j -0.0172773+0.0139024j -0.00319691-0.00550361j 0.0351893-4.05064e-05j 0.0437529-0.00866958j -0.0171153+0.00560601j -0.00152677-0.0149024j -0.0205331-0.0193486j -0.0332361-0.0055905j 0.0196218-0.00384855j -0.0276029-0.00243184j 0.0020436-0.00804794j 0.0264716+0.00580794j -0.0113209+0.00135502j -0.0151907-0.0102121j 0.0265368-0.024085j -0.0152145-0.0150214j 
