-0.0175942+0.0109217j -0.0295978-0.00998756j -0.0271703-0.00704892j 0.010322-0.00268055j -0.010635-0.00353332j 0.0241325+0.00179956j -0.00856945+0.00352173j -0.0209388-0.00307617j -0.00665593+0.000174154j 0.00888108+0.00188287j 0.00137905-0.00357544j 0.0223464+9.20668e-05j -0.00153887+0.0013534j -0.0112039-0.00122407j 0.00698189+0.00145429j -0.00516617+0.000470623j -0.0202706-0.00119295j 0.00435025+2.89167e-05j 0.00389766-0.00239757j -0.000493115+0.000614812j -0.00237674-0.000632779j -0.0234443-0.00232124j 0.00714143+0.00187008j -0.00819708+0.0024885j -0.000698805-0.000793069j 0.00469066-0.000241196j -0.0216493-0.00222177j -0.0236256-0.00107323j 0.0076146-0.00184288j -0.00940889-0.00399432j -0.0238062-0.000179413j 0.00944704+0.00191892j -0.0454256+0.00145235j -0.0220364-0.0042279j -0.0385839+0.00347381j 0.0130731+0.00438188j -0.0642022+0.00330323j 0.112689-0.0058979j -0.258606-0.0102715j -0.175155+0.00528751j 0.510053-0.000948869j -0.0746949-0.00243711j 0.130065-0.00345756j 0.00656313+0.00672124j 0.00940135-0.00495377j -0.0454342-0.000717812j 0.0188697+0.00899538j 0.0512366-0.00637572j 0.00544875-0.00351497j 0.00794473+0.00143812j -0.0087842+0.00514516j -0.0421084-0.00286639j 0.0138684-0.00314984j 0.0104603-0.00824843j 0.00950373-0.00144403j -0.00552804+0.00195819j 0.0152041-0.00182201j -0.0332229-0.000515508j 0.00109947-0.00182258j -0.0159752+0.00161092j -0.00759413-0.00594961j -0.00411804+0.00270079j -0.0116054+0.00445665j -0.00892115-0.000798172j -0.000791057-1.40029e-05j 0.00794207-0.00131926j -0.0100025-0.00226032j 0.00295397+0.000592324j 0.000500585-0.00583703j 0.00997464-0.00292474j -0.010412+0.00112992j 0.0118711+0.00505074j -0.00999345-0.00317006j -0.00982443-0.000144461j -0.0042977-0.00145207j 0.0108454-0.0035373j -0.00633172+0.00176967j 0.00052455+0.00353113j -0.0100236-0.00578708j 0.00809365+0.00369934j -0.0027354+0.0110677j -0.0120143+0.000166618j 0.00296007-0.0107975j -0.0165146+0.00614018j -0.0142076+0.000696311j -0.0100105-0.0293248j 0.0356573-0.00516583j 0.0314263+0.0302733j -0.0142031+0.0632472j 0.039248+0.0114439j -0.00534263+0.071805j 0.13842+0.0188753j 
0.00544645-0.000834492j 0.00156026+0.00490233j 0.00645901-0.00522658j 0.00473766-0.00248549j -0.00810018+0.00334211j -0.0126389-0.00263203j -0.00165666-0.000601283j -0.00628555-0.00332687j 0.0221899-0.000809725j 0.0120302-0.00344259j -0.0123231+0.0025482j 0.0019091-0.00674663j 0.0137299+0.00343067j 0.00050037-0.00521224j 0.0221996-5.37193e-05j -0.0115288-0.00574698j -0.00266181-0.00205617j -0.0218598+0.00285428j -0.0413152+0.00787589j 0.0813234-0.00397036j -0.00220825+0.00685723j 0.0349295-1.52014e-05j 0.0593558-0.00291589j 0.115448+0.000990261j -0.0151662-0.00258329j -0.00538567+0.000795078j -0.0148673-0.00254556j 0.0770314+0.00672805j -0.0300109+0.00538293j -0.0737353-0.00638121j -0.0264781+0.00288991j -0.061328+0.00297974j -0.0115481-0.00122536j -0.00329626+0.00607068j -0.00688504-5.35216e-05j -0.00251236-0.00218092j 0.0106684-0.00303451j 0.0284331+0.0039697j 0.0097895+0.00188242j -0.00878957+0.00235208j -0.0128312+0.00113584j -0.0106721+0.00103826j -0.000718234-0.00245595j 0.0105284+0.00549353j 0.00923022+0.00511558j 0.00748746-0.00395611j 0.000530442+7.83679e-05j 0.00617876-0.0034972j -0.000205165+0.00147754j -0.00898042-0.00383525j -0.00122966-0.00960004j 0.000305356-0.00687463j 0.00588738-0.000528809j 0.0105115+0.00011993j 0.000787081+0.00105565j -0.00672955-0.014258j -0.000144326+0.00603925j -0.00400562+0.00958658j -0.0100776-0.0195127j 0.00412542+0.0146957j 0.00889407+0.0441023j -0.00633064-0.0011612j 0.0015463-0.0197087j 0.0090426+0.00433536j 0.00387747+0.0214631j 0.00493711+0.0195765j 0.0199222+0.00964493j -0.00880387-0.0108662j 0.00305206+0.0142594j -0.00555618-0.0398999j 0.00642509-0.00776662j -0.0069438+0.0255367j 0.00703859-0.0323704j -0.0014534+0.0444027j -0.00609195-0.0352955j -0.00718942+0.0453576j 0.0166948-0.014508j 0.00335192+0.00298911j -0.00340775+0.036844j -0.00138994-0.0161965j 0.00151428-0.0200275j 0.00518716-0.0273344j -0.00122914-0.00893087j 0.00132744+0.00574165j -0.0032626+0.00400385j -0.00126294+0.00794757j 0.00251445+0.00330002j 0.00381832+0.00114132j 0.00973438+0.00300467j -0.00274616-0.00708312j 0.00103358-0.00097473j -0.00607586-0.000934367j 
0.00404913+0.00428874j -0.00397064+0.00243213j -0.00225526+0.0027923j -0.00897453-0.00114125j -0.00166816+0.00233905j 0.00348153-0.00703279j 0.023178-0.000379383j 0.00677255+0.002614j -0.0103672+0.00132178j -0.00684202-0.0030979j -0.0311612+0.00394699j -0.0214603-0.00231913j 0.00596839+0.0032191j -0.01603+0.00406908j 0.0135634-0.0109205j 0.0345855-0.00246666j 0.0120273-0.00377741j -0.00442941-0.00334098j -0.0700795+0.00915979j 0.0483441-0.00348759j -0.0197901+0.00406141j 0.00485851-0.00624828j -0.076226+0.00232563j -0.046422-0.00034228j 0.151386+0.00667296j 0.0128575-0.00194204j 0.0613224-0.00109436j 0.0871713-0.00013151j -0.0438914-0.00402987j -0.00724937+0.0011911j -0.00726029+0.00294764j 0.0160711-0.00272109j -0.00465142+0.00588355j 0.0145309+0.00370684j -0.0044461+0.00205306j 0.00876316-0.00189462j 0.0132349+0.0023169j 0.00356325+0.000424443j 0.0142876+0.000658121j 0.00505529-0.00164414j 0.000432021+0.000608486j -0.00594798+0.00218702j -0.00156118+0.00143288j -0.00988754-0.00120725j 0.00256937+0.000942059j -0.00680787-0.00806064j -0.0120324-0.00517374j -0.00586412+0.0051199j 0.00256876+0.00607961j 0.00224928+0.000252994j -0.00715621-0.00785734j 0.0117372+0.00140167j -0.00078844+0.0217483j 0.000352368+0.00207246j 0.000265791-0.000235261j -0.00491174-0.0132555j -0.000235827+0.00809847j 0.0177083+0.00535286j 0.000541127+0.00268403j 0.0147099+0.0176666j 0.010766+0.0132353j -0.00274309-0.0152419j 0.00224816+0.00210944j 0.00496383-0.00545499j -0.00530817-0.0402048j -0.00729541-0.0130186j 0.0173351+0.0394249j 0.000313346+0.0153789j -0.0093693-0.0509796j -0.00965493-0.0600733j -0.00101439-0.00529411j -0.00317397+0.0283146j -0.0197989+0.0296457j 0.00548367-0.0265433j 0.017417-0.0289688j 0.0019545-0.0227833j 0.00714719-0.0437361j 0.00297326-0.0168706j -0.0014655+0.0111965j -0.000269901+0.00265408j 0.00329217-0.0241563j -0.000924274+0.000499297j -0.00187531+0.0120962j -0.00178718-0.00374066j 0.0028391-0.00802402j -0.0053567-0.000507112j 0.00201795+0.0071029j 0.00303512+0.00229366j -0.00250691+0.00254113j 0.00439178+0.00419448j 0.00373769-0.000115023j -0.00733499-0.00207956j 
0.00259377-0.0021054j 0.00334346+0.0033932j 0.00845778+0.00204781j -0.00286275+0.00260859j 0.00662914-0.0011103j -0.000174634+0.000813009j 0.00318162+0.000495845j 0.0173543+0.00282876j 0.00692504+0.00112075j -0.00456152-0.00712937j -0.0108528+0.00187286j -0.0145654+0.00326847j -0.00432297-0.00329556j 0.033146-0.00167476j -0.00440609-0.0056758j 0.00620085+0.00268469j 0.042613-0.0084861j -0.0450683+0.0004921j -0.00906947-0.000703402j 0.0216559-0.00306845j 0.0430482+0.000469267j 0.0604898+0.000729401j -0.105945-0.000414776j -0.0162872+0.00144338j -0.0513718-0.00172637j -0.0516868-0.00142276j 0.121215+0.00443272j -0.022736+0.00267461j -0.00781386+0.00740939j -0.0267517+0.00342971j -0.00540458-0.000100462j 0.00550777-0.00141708j -0.0136307-0.000462915j -0.00198013-0.00249028j -0.0204863-0.000187862j 0.0036928+0.00121144j -0.00513706+0.0023427j 0.0120757+0.000380484j 0.00299261+0.000320487j -0.0081884-0.00130241j -0.00704478+0.00199068j -0.000318326-3.16806e-05j -0.0111627-0.000450063j 0.00300184-0.00359395j -0.00349196-0.00314007j -0.00370628+0.00128683j 0.00287868+4.51097e-05j -0.0078735+0.00528342j -0.000642076+0.0118968j -0.00438783-0.00627734j -0.00198744-0.00267347j 0.0056098+0.00503758j -0.00375052+0.00705447j -0.00561228+0.000594205j -0.00794764-0.0187903j -0.000982605+0.00348281j -0.00718703-0.0151774j 0.003572+0.00398412j -0.0099765-0.00375745j 0.00574288+0.0175944j -0.000900594+0.0119187j 0.00210638-0.0270178j 0.0103814+0.0620076j 0.00668448-0.0329505j -0.00693197-0.00935553j -0.000514602+0.0594973j -0.00740126-0.03564j -0.00725448-0.0372564j -0.0133696+0.0285236j -0.00284509+0.0269448j -0.00596944+6.81537e-05j 0.00113447-0.00200847j 0.000193649-0.0496495j 0.00106322+0.0375156j -0.00157859-0.00476253j -0.00103615-0.0227634j -0.00600392+0.0166184j 0.00781602-0.0336111j -0.00266411+0.0155869j -0.000158708+0.00148882j 0.00161215-0.0126622j -0.00341635+0.00626427j -0.000876473+0.00668115j -0.00146186+0.000442679j -0.000425753+0.00273565j 0.00199225-0.00316736j -0.00234939-0.00434402j -0.00149671+0.00222684j -0.00128068+0.00324059j 0.00239706+0.000265963j -0.00424077-0.00129206j -0.00627503-0.000822734j 
-0.00392612-0.00380467j 0.00494793-0.00205718j 0.00116909+0.00243475j 0.00333872+0.000420634j 0.00846814-0.00136923j -0.00620564+0.00340881j -0.00781607-0.00384311j 0.00999935+0.00166219j 0.000920863+0.00357568j -0.00041598-0.00157793j 0.0110051-0.00488668j 0.00475788+0.00237073j -0.0310065+0.000217823j 0.0114612+0.0038085j -0.0531452-0.00156784j -0.00676516+0.00629005j 0.0558213-0.0119902j 0.0509075+0.00151067j 0.0965647+0.000658305j 0.0710388-0.00257307j -0.0791223-0.000690635j 0.0761785+0.000211951j -0.0525471-0.000461791j -0.102215-0.00734399j 0.0202249+0.00113168j -0.0211975+0.0107106j -0.0100325+0.0030533j 0.0120847-0.0012376j 0.0250665-0.000853051j -0.029524+0.00153962j 0.00393355+0.00337824j 0.00492893+0.00366465j -0.00861971+0.00167616j -0.00813753-0.00220589j 0.00234964-0.00106599j -0.0029836-9.14786e-07j -0.0143681+0.000284068j -0.0022853-0.00016651j -0.00919291-0.00100704j -0.000786452-0.00196152j 2.54602e-05+0.00105998j 0.0147159-0.00224502j 0.00134744+0.0016042j 0.00373123-0.00161499j -0.00549258-0.00182848j 0.00345379+0.00417376j 0.00611043-0.00313807j -0.00595395-0.00213226j 0.00102578+0.00986548j -0.00209713+0.00225554j -0.000112576+0.00455112j -0.0044197-0.00646576j -0.00239945+0.00816899j -0.00936012-0.00709991j 0.00135245-0.00106792j 0.009576+0.0237144j -0.00160044-0.0270462j -0.0040457-0.00333932j -0.00618555-0.0148497j 0.0163673+0.044584j -0.00613677-0.0413369j 0.0199027-0.0356009j 0.0073386-0.0176536j -0.00360316-0.00929405j -0.00542514+0.0229188j 0.00495586-0.0102057j -0.00473243+0.0101886j 0.00946354+0.0160875j -0.00477974-0.00223921j 0.0030502+0.0090363j -0.0107759-0.0563813j 0.0072034-0.0251103j -0.0103008+0.0395516j -0.00528939+0.0151089j -0.000420365+0.00582168j 0.00582726-0.0286992j -0.00345205+0.023682j -0.00220415+0.00865526j 0.000651748+0.0125182j 0.000363349-0.00453049j 0.00187164-0.00564045j -0.00187009-4.32932e-05j -0.0012165-0.00254611j 0.00156927-0.00927532j 0.0033428+0.000525277j 0.00117584-0.0009857j 0.000390602+0.00028902j -0.00259716-0.000963163j -0.00199158-0.000929084j -0.00188156+0.000234795j -0.00778904-0.000305283j 0.000596166+0.000732422j 
-0.00548318+0.000490782j -0.00131468-0.00551927j -0.0108258+0.0018477j 0.00127928-0.00269496j 0.00282548-0.000827082j 0.00236423+0.00089572j -0.00351943-0.00237181j -0.00749795+7.60789e-05j -0.0194297+0.00181742j -0.000492577+0.00628969j 0.0203772-0.0070722j 0.0334174+0.000502862j -0.0267102+0.00860197j -0.098363+0.00386021j -0.0753994+0.00440738j -0.0260182+0.00203838j -0.00442294+0.00121645j 0.0906784+0.00235544j 0.0259224+0.00287324j 0.0346283+0.00131446j 0.04221-0.0024847j -0.0485419-0.000490897j 0.0313669-0.00276896j -0.0312122-0.00490868j 0.00832342+0.000831313j 0.021884+0.0098206j 0.00367146-0.00277573j 0.00715748-0.00100274j 0.00678631-0.00178084j -0.0106218-0.00246111j 0.00559401+0.00194159j -0.00607718+0.00605951j 0.00497079+0.00315421j -0.00432932+0.00045493j 0.0199999-0.000626883j -0.00590786-0.00163026j -0.00562244-0.00156275j -0.0108804-0.00117644j -0.00805835-0.0006193j 0.00791202-0.000476603j 0.00843265-0.00151539j 0.0100461-0.00103506j 0.0116423+0.00275455j -0.00564158+0.00105193j -0.00353158-0.000364211j 8.23121e-05+0.0018137j -0.00119068-0.00205858j 0.00121987-0.00355341j 0.00216631-0.00367526j 0.00706524+0.00912303j -0.00174788+0.0114106j -0.00945716-0.0142929j 0.00270888+0.0113711j -0.00158329-0.0139104j 0.0203605+0.0346201j 0.0156614+0.00936459j 0.010343-0.00865609j -0.0018312+0.0189124j 0.00670599-0.0363202j 0.00377274-0.0393766j 0.00255614+0.0131238j 0.00614012-0.00458401j 0.00194176+0.00738551j -0.0151666-0.0321256j 0.00627331-0.0428969j -0.0042859-0.0460754j -0.000826119+0.00943007j 0.00521566-0.034857j -0.000208125+0.0591393j 0.0086058-0.0478238j -0.00251428-0.0222191j -0.00274236+0.0266872j -0.00386522+0.0108759j -0.00231808+0.00553887j 0.000915982-0.00676416j 0.00269528-0.0115223j 0.000287254+0.00271477j -0.00246661+0.017499j 0.00123228+0.00804745j 5.03447e-05+0.00476793j -0.000120809+0.00381151j 0.00177402-0.00196861j 0.000694959-0.00558794j 0.00296325-0.00679508j 0.00440866-0.00263201j -0.00171774-0.000109005j 0.00332779+0.0041295j -0.00123118-0.00337792j -0.00281496-0.00471586j -0.00321795+0.00161466j 0.000250063+0.00109681j 0.00650859+0.00101954j 
0.00013219+0.00592795j -0.00740444-0.00289617j -0.0135469+0.00324493j -0.00750407-0.0042373j -0.00824607-0.000493521j 0.0254336-0.0115162j 0.0263798+0.00669442j -0.0108682+0.00380158j -0.0370917+0.00555052j -0.00104802-0.000320573j -0.0476885-0.000301807j 0.00404335-0.00405746j -0.0339909+0.000210943j -0.0904852-0.000677742j 0.0610694-0.00441802j 0.117814-0.0115131j 0.0656022-0.00621493j 0.0357807+0.00285818j 0.00158982+0.00300532j 0.0769444+0.00441061j -0.0422699-5.97364e-05j -0.050845-0.00886918j -0.0198262-0.00476221j 0.01556+0.0033771j 0.0149091+0.00598704j 0.00893313+0.00685718j 0.0149329+0.000541961j 0.00442382+0.00860235j -0.00446492+0.000216189j -0.00582449-0.000907973j -0.00234861+0.00215868j -0.00980832+0.000383686j 0.00491672+0.00263341j 0.0023118+0.000705048j 0.00273293+0.00308798j 0.00574135-0.000782955j 0.0115992+0.000337414j -0.00927016+0.000745787j 0.00410219+0.00251349j 0.0147913-0.000109339j 0.000561121-0.00239598j -0.00216466+0.00273407j 0.00989634+0.00315683j -0.0144749+0.000645184j 0.00192817-0.000644373j -0.0168608-0.0126261j -0.0163278+0.00209542j 0.00676972+0.013264j 0.00844863+0.00168564j 0.0123238+0.00869488j -0.0169088-0.00949843j 0.00436688-0.0233991j 0.00448018+0.00937794j 0.000865009-0.0106897j 0.00740014+0.00583982j -0.0127673-0.0416917j 0.00463143-0.0103439j 0.0317111+0.0280947j 0.00966743+0.0214126j 0.025412+0.0279757j 0.00796201+0.0216576j 0.00313605-0.00945825j -0.00307082+0.0333546j -0.00650148+0.0725187j -0.00502411+0.0204352j -0.00610975+0.0214661j 0.0152063-0.0456063j -0.00248297-0.0125844j 0.00195919+0.00335948j 0.00120974+0.0142922j -0.000429085-0.0201225j -0.00574402+0.0139693j -0.00708853+0.0166098j -0.000119424+0.00387806j 0.00257491-0.00711825j 0.00199332+0.00789105j 0.00430239-0.0104946j -0.000466068-0.00840572j -0.00227843+0.00891318j -0.00304441+0.0172967j 0.00419557+0.00139965j 0.000835275-0.00698311j 0.000980531+0.00455629j -0.000295097-0.00508387j 0.00446-0.00346305j -0.00513375-0.00736995j -0.00110207+0.00652957j 0.00180549+0.00247298j -0.00265321-0.000354257j 0.00191604+0.00433049j 0.0102248+0.00212529j -0.00149375-0.00123344j 
0.000740528-0.00142248j 0.00233921+0.00118911j -0.00717588+0.0114467j -0.0157733-0.00515984j 0.0256078+5.60447e-05j -0.00568961+0.00364304j 0.0219769-0.00545548j 0.0232769+0.00667129j -0.0518814-0.00334947j -0.0205532+0.00445447j 0.0533755-0.00761429j -0.0716567+0.00646521j -0.00307327-0.00975908j -0.0130596+0.00438057j -0.0745435+0.00389315j 0.0397353-0.00100604j 0.11476+0.000892662j 0.0319416+1.06947e-05j -0.0100163+4.10508e-05j -0.0736901-0.00221866j -5.04127e-05+0.00517119j 0.0130147+0.00504548j -0.0014473-0.00544009j 0.0122075+0.00372013j 0.00148144+0.00249368j 0.00530014+0.00793777j -0.0117645+0.0033916j -0.0104051-0.00517049j 0.010845+0.00213411j 0.0148269+0.00527548j 0.00169386-0.00214736j -0.00386621+7.60737e-05j -0.0137785+0.000168897j -0.00711161-0.00301011j -0.0114447-0.00261621j -0.0137533-0.0032773j -0.0126677+0.000537848j 0.0149962-0.00247158j 0.00282927+0.00316844j 0.00244615-0.0021043j -0.0102935+0.00134095j 0.00697529+0.000754123j 0.000150121+0.00982203j -0.0193994-0.00337116j -0.0162604-0.00306941j 0.00129567+0.00765112j -0.00536096-0.0110257j -0.0178558+0.00312392j 0.00868767+0.00166299j 0.011972+0.00835725j 0.0136758+0.0370206j -0.00118074+0.0153342j -0.0115356-0.00331988j -0.0169248+0.0302031j -0.00316876+0.00417623j 0.0237725+0.00374779j -0.00749871-0.0280067j 0.0161329-0.02337j 0.00956865+0.0389656j 0.0102236+0.0203422j -0.00108122+0.00627869j 0.0110847+0.030572j 0.00124067-0.0280169j -0.00184682+0.00336629j -0.00230372+0.0311738j -0.00585455+0.0189831j -0.0140558-0.00707825j 0.00496792-0.0272263j -0.00328411+0.0112882j -0.001255-0.0214611j -0.000186509-0.0214323j 0.00550197-0.036523j 0.000822875-0.0152159j 0.00344804-0.031282j 0.000397611+0.00557397j 0.000828157-0.00289256j -0.00176245+0.00961847j 3.02293e-06+0.00491128j 0.000276821+0.00696911j -0.00396573+0.00625403j -0.00203676+0.00385483j -0.00120041+0.0142187j 0.00333303+0.00523702j -0.00138632+0.00152617j 0.00532541-0.00272124j -0.000809417-0.00558028j 0.00296737-0.000737638j -0.00557388-0.00284799j -0.00802199-0.00368997j -0.00250505+0.00335538j -0.00145693+0.000256292j -0.00752682-0.00106717j 
-0.0068902-0.00256272j 0.00203125-0.00484068j 0.00178414-0.00310592j 0.012107+0.00421967j 0.00633819-0.00467827j -0.00248665+0.00568594j -0.0236585-0.00413821j 0.0173413-0.0012059j -0.00862023+0.000536159j 0.0029903+0.00276489j 0.100838-0.0153889j 0.103383+0.00211688j -0.043394+0.00350539j -0.0145235-0.0031358j -0.0329696-0.00209397j -0.00306481-0.001837j -0.0388156+0.00463102j -0.0324982-0.00565423j -0.00184357+0.00369418j -0.0147939-0.00389945j -0.0568387-0.0105495j -0.0654912-0.00498945j -0.00830505-0.0104154j -0.00228884+0.00252645j -0.00210195-0.00127733j 0.00712499+0.00457144j 0.0137217-0.00501627j 0.0179431+0.00221296j -0.0118164-0.00107698j -0.0106006+0.00246472j 0.00176675-0.00102579j -0.0156068+0.00532089j 0.00238981-0.00165533j -0.00779999-0.00276193j 0.00899282+0.00131669j -0.00657433+0.00161715j -0.0120341+0.000979087j -0.0114073-0.00107776j -0.00880795-0.00385988j 6.54804e-05-0.000218216j 0.0134668-0.000474177j 0.00975959-0.00312001j 0.00408491-0.00385581j 0.0126779-0.000992195j -0.00280799-0.00536941j 0.00109542+0.00804763j 0.0144437-0.000773803j -0.00731583-0.00916726j -0.00242725+0.00246046j 0.00311234+0.00391932j 0.00781236+0.0435602j -0.0327518-0.0213149j 0.00410229+0.00349123j -0.00688003-0.0294106j 0.0127386-0.0121008j -0.00288068-0.0293912j 0.010458+0.0593743j -0.0172678-0.00448491j 0.000840605+0.0271608j -0.00110454+0.00568186j 0.000923929+0.0458327j -0.00316185-0.0244512j -0.0121377+0.0537215j -0.0050266+0.0015406j -0.00471055+0.0712452j 0.00420956-0.00846079j -0.00382115-0.0171526j 0.0039014-0.0248821j 0.00808181-0.00791687j 0.00249171-0.022009j -0.00438916+0.00940658j -0.00302553+0.0230372j -0.00283218+0.00354952j 0.00335227-0.0116464j 0.00132743-0.00952619j -0.00248366-0.00232069j 6.76464e-05+0.00214596j -0.00192049+0.0229317j -0.000577718+0.0116712j 0.00100136+0.00140852j -0.00112528-0.00547476j -0.00204679+0.00371383j 0.000927348-0.00816552j 0.00436158+7.49752e-05j 0.000967431+0.00475695j 0.00227014+0.00264382j -0.000406909+0.00207478j -0.0012293-0.00263109j -0.00152358-0.00166602j -0.00107022-0.000673072j -0.00649373-0.000133159j 0.0102107+0.00185817j 
-0.00399249-0.00479158j 0.00609815-0.00264855j -0.0012663-0.00236222j 0.0103721-0.00348884j -0.0161545+0.0036145j -0.0236698-0.00198309j -0.0157248-0.00101568j -0.0530777-0.00636716j 0.0588572-0.0140223j -0.0473211+0.0146572j 0.0953726+0.00404979j -0.030077+0.00247325j 0.006926+0.00265408j -0.0845707+0.00732371j 0.0899846+0.00636404j -0.0662601+0.00150258j 0.00735859+0.00263488j -1.39287e-05+0.000710125j 0.0526936+0.00858787j -0.00808852+0.00677994j 0.000270707+0.00268073j 0.0136543+0.000484205j 0.0163138-0.00201799j 0.0201192+0.000908875j 0.0289177-0.00509517j 0.00336765-0.00227686j -0.0158182-0.00263802j -0.021533-0.00384279j 0.0198439+0.000838681j 0.00655794-0.0056707j 0.0188994-0.000383393j -0.00514938-0.00324405j -0.00345273+0.00165052j -0.0114264+0.0023985j 0.0155614+0.000587253j 0.000622645-0.00165446j -0.00324167-0.00444549j 0.00445245+0.00186243j -0.00960423-0.000161873j -0.00219448-0.000385727j -0.00222143+0.000240718j 0.0165352-0.00161202j 0.00818872+0.002455j 0.00507101+0.00479847j 0.00605836+0.0100722j 0.0159085-0.00518485j -0.00463622+0.000248948j 0.0173608-0.0046182j -0.0148014-0.0420487j 0.00166669-0.0141251j 0.0285312+0.00146082j -0.00108442+0.0259669j 0.0183284-0.0480153j 0.00603932-0.0169204j 0.016599+0.0717114j 0.00147789-0.00342911j -0.0134593-0.000785414j -0.00693166-0.02097j 0.0113455+0.0433342j -0.00244174+0.00724946j -0.0140312+0.0159095j -0.0073306-0.0499403j 0.0060248-0.0080165j -0.00746807+0.0127603j -0.00123692+0.0104195j -0.00100489+0.0375813j 0.0018839+0.00191787j -0.00338491+0.0102417j 0.00248441-0.000875945j 0.00587272-0.0319198j 0.000720679+0.0150166j -9.17307e-05-0.00709975j -0.000152106+0.00120651j -0.00228843+0.0195035j -0.000392997+0.0119654j -0.00236844+0.00720684j -0.00289223-0.00635715j 0.00163603-0.000328297j 0.000169124-0.00969821j 0.000707186-0.00166431j -0.00146426+0.0104396j 0.00458144-0.00413364j 0.00144688+0.00162301j -0.00119567+0.00470075j -0.000352493-0.000701728j -0.00244979+0.000532464j 8.40883e-05+0.00630344j 0.00289793+0.000555317j 0.00603632-0.00199173j -0.00616375-0.00492607j -0.00627961-0.000186251j 0.00216856+0.00110011j 
0.00102186-0.00299111j 0.00370502+0.0031524j 0.0179051-0.0107263j 0.016515+0.00723165j -0.00230684+0.000787076j -0.0269684+0.00921855j -0.0416333-0.00624456j 0.0182462-0.00514997j 0.0587195+0.00599632j 0.123995-0.00798531j 0.0129226-0.00678321j 0.0666427-0.00978143j 0.050431-0.00926893j 0.0488323-0.000322927j 0.0210665-0.00387736j -0.072897-0.00448817j 0.0324718-0.0017354j 0.0144971+0.00431974j -0.0397533-0.00215379j -0.00481067-0.00566932j -0.025069-0.00422409j -0.00724933-0.00212596j -0.0221011+0.00106227j -0.0250549-0.0040443j -0.0140667-0.00179415j -0.00817814-0.00329518j -0.00704651+0.000358945j 0.00783205-0.00020393j -0.0109137-0.00450313j -0.0170271-0.00235517j -0.0180229+0.00242005j 0.00433266+0.00748166j 0.0011557-0.00334161j 0.00871334+0.00174835j 0.00465173-0.000944969j 0.00159687+0.00165493j 0.00156736+0.000840508j 0.00287283+0.00120563j 0.00091376-0.00382786j -0.0108965+0.00175778j 0.00518178+0.0015078j -0.00572776-0.00252516j -0.00890045-0.00986238j 0.0241588+0.00219686j 0.00602824+0.000981646j 0.0146696+0.0131642j 0.0243263+0.00168353j -0.00072817-0.0181416j 0.00718131+0.0299906j -0.0318017+0.00347372j -0.00293271-0.00272278j -0.0219652-0.0357946j 0.00507548-0.0429756j 0.0161174+0.0260005j -0.0156938+0.012989j -0.000577431-0.026877j -0.0077178-0.0434903j -0.0271186-0.0182604j -0.00965351+0.025481j -0.000124363+0.0481071j 0.00110771-0.0356473j -0.00184849-0.0238402j 0.00228866-0.00329758j 0.00473374+0.012371j -0.00152887-0.00201605j 0.00330633-0.00644502j -0.00234509+0.00210231j 0.0081997-0.0435313j 0.0043482-0.00828726j -0.00146819+0.0171691j -0.00349846+0.00921154j 0.00135605+0.00256352j 0.00238283+0.00347712j -0.000982225-0.00396644j 0.000657464-0.00230388j 6.38578e-05-0.000239426j -0.00103643+0.0125242j 1.40819e-06+0.00573469j 0.00120707+0.000666393j 0.00326193-0.0103515j -0.000102487-0.0074427j -0.000363796-0.00850488j -0.00416682-0.0146761j 0.00632146-0.0028993j -0.0056097+0.0053129j 0.00565709+0.011861j 0.00194265-0.00260959j 0.00147586-0.00260273j 0.00646527+0.0037499j 0.00127296-0.00463329j -0.00652911-0.00172289j 0.00391795+0.00091386j 
