-0.0175942+0.0109217j -0.0295978-0.00998756j -0.0271703-0.00704892j 0.010322-0.00268055j -0.010635-0.00353332j 0.0241325+0.00179956j -0.00856945+0.00352173j -0.0209388-0.00307617j -0.00665593+0.000174154j 0.00888108+0.00188287j 0.00137905-0.00357544j 0.0223464+9.20668e-05j -0.00153887+0.0013534j -0.0112039-0.00122407j 0.00698189+0.00145429j -0.00516617+0.000470623j -0.0202706-0.00119295j 0.00435025+2.89167e-05j 0.00389766-0.00239757j -0.000493115+0.000614812j -0.00237674-0.000632779j -0.0234443-0.00232124j 0.00714143+0.00187008j -0.00819708+0.0024885j -0.000698805-0.000793069j 0.00469066-0.000241196j -0.0216493-0.00222177j -0.0236256-0.00107323j 0.0076146-0.00184288j -0.00940889-0.00399432j -0.0238062-0.000179413j 0.00944704+0.00191892j -0.0454256+0.00145235j -0.0220364-0.0042279j -0.0385839+0.00347381j 0.0130731+0.00438188j -0.0642022+0.00330323j 0.112689-0.0058979j -0.258606-0.0102715j -0.175155+0.00528751j 0.510053-0.000948869j -0.0746949-0.00243711j 0.130065-0.00345756j 0.00656313+0.00672124j 0.00940135-0.00495377j -0.0454342-0.000717812j 0.0188697+0.00899538j 0.0512366-0.00637572j 0.00544875-0.00351497j 0.00794473+0.00143812j -0.0087842+0.00514516j -0.0421084-0.00286639j 0.0138684-0.00314984j 0.0104603-0.00824843j 0.00950373-0.00144403j -0.00552804+0.00195819j 0.0152041-0.00182201j -0.0332229-0.000515508j 0.00109947-0.00182258j -0.0159752+0.00161092j -0.00759413-0.00594961j -0.00411804+0.00270079j -0.0116054+0.00445665j -0.00892115-0.000798172j -0.000791057-1.40029e-05j 0.00794207-0.00131926j -0.0100025-0.00226032j 0.00295397+0.000592324j 0.000500585-0.00583703j 0.00997464-0.00292474j -0.010412+0.00112992j 0.0118711+0.00505074j -0.00999345-0.00317006j -0.00982443-0.000144461j -0.0042977-0.00145207j 0.0108454-0.0035373j -0.00633172+0.00176967j 0.00052455+0.00353113j -0.0100236-0.00578708j 0.00809365+0.00369934j -0.0027354+0.0110677j -0.0120143+0.000166618j 0.00296007-0.0107975j -0.0165146+0.00614018j -0.0142076+0.000696311j -0.0100105-0.0293248j 0.0356573-0.00516583j 0.0314263+0.0302733j -0.0142031+0.0632472j 0.039248+0.0114439j -0.00534263+0.071805j 0.13842+0.0188753j 
-0.00256503+0.000126504j 0.00320667+0.000584096j -0.0135647-0.000926588j -0.00344995+0.000753492j 0.00116896+0.000952858j -0.00265122+0.000690552j 0.000995635+0.000688807j -0.00633779+0.000460721j -0.00605125-0.000161366j -0.00344743-0.00145014j 0.00522221+0.000461228j -0.00506365+0.000155059j -0.00850797-0.000258149j -0.0476269-2.99754e-05j -0.0113243-0.000753417j -0.0146514+0.000215473j 0.0127207+0.000282672j 0.953782-0.000362674j -0.113512-0.000376695j 0.0136792-0.000712664j -0.00323821-0.00077318j 0.048311+0.000525516j -0.0147322+8.40335e-05j 0.0485764-3.44669e-05j -0.0226339-0.000228608j 0.00715638-0.000895949j 0.0329911+0.000597094j 0.0125261+0.000567218j -0.0152166+0.000171614j 0.0276136+0.00114308j -0.00325226+0.000100736j -0.0079658-0.000241245j 0.015577-0.000560638j -0.0146143-0.000349716j -0.0132231-0.000502738j 0.00194253+0.000100883j -0.000829437-3.57525e-06j -0.0186133-0.000480652j -0.00885375-0.000488434j -0.00428609+9.20568e-05j -0.00151525+0.000105463j 0.0156782+0.000667823j 0.0125256-0.000244202j -0.0161645-0.000701078j -0.00207529-4.55859e-05j 0.0100753+0.000144955j -0.00257144+0.000558487j 0.00521838+0.000410553j 0.00601396+0.000574665j -0.00230041-0.00042903j -0.00546081-3.13951e-05j 0.00158072+0.000298098j 0.00195498+0.000389828j -0.00498062-0.000637984j 0.00038284+0.000382687j 0.0115172-2.12061e-05j 0.0152432+0.000597732j -0.00456348-0.000382077j 0.016427+0.000327902j 0.00863547-0.000151884j 0.00426146-0.000144297j 0.00592389-0.000253294j 0.00149759-0.000461387j -0.00113981+0.000201359j 0.000715274-8.35564e-05j 0.00312383-0.00068551j -0.00133376+0.000550043j -0.00554123+0.00025635j -0.0040454-0.000247755j 0.00108537+3.17682e-06j -0.00252787-1.36695e-05j -0.00697436-0.000314033j 0.00296179+0.000658164j 0.00186327+0.000106157j -0.00205876+0.000133543j -0.00124269-0.000439397j -0.0009151+0.000317074j 0.00412457+0.000625018j 0.00215123-0.000603465j -0.00656689+0.000106545j 0.00820731-0.00032749j -0.00143623-0.000444365j -0.00316284+0.000302564j -0.000412922-0.000463192j 0.00319926-0.000248878j 0.000702873+0.000382437j 0.00575191-0.000840746j -0.00196701-6.51967e-05j -0.00157705-0.000485593j -0.00339882+0.00035221j 0.00083394-0.00018753j 0.000247088-4.27852e-05j 
0.0117583+0.000208756j 0.00568923-0.00103828j -0.00689337-0.00161759j -0.00524227+0.00184913j 0.0168107+5.53042e-05j -0.00704578-0.000118942j 0.00114749+0.000961536j 0.0219-0.00155821j 0.000727514-0.000269657j -0.0105135+0.000595318j 0.0106217+0.000233085j -0.0293561+0.000140564j -0.0352129+0.00100744j 0.0891704-0.000366113j -0.161701-9.30011e-05j 0.00990364+6.21551e-05j 0.923167+0.0016633j -0.0165045-2.19756e-05j 0.0434887+0.000196861j 0.0911438+0.00136342j 0.0212612-0.00100697j -0.0606239+0.000389894j 0.0352346-1.36627e-05j 0.0257037-0.000291942j 0.0300954-0.00116239j 0.050127-0.00132607j -0.0277293-0.00046044j -0.0321275+0.00067897j 0.0115082-0.000853579j -0.00104797-0.000824333j -0.0213724-0.000627061j 0.000621824+0.000251845j 0.00157692-0.000490727j -0.0258516+0.000163864j -0.0281219-0.000378939j 0.0186111+0.000589132j -0.0190475-0.000423644j 0.0359739+0.000323409j -0.0256831-0.00152668j -0.0496239-0.000286638j -0.0052371-0.000250575j -0.0181864+0.000983258j 0.00470877-1.00564e-05j -0.0204878-0.000886379j -0.010456-0.000669362j -0.00410415-0.000621292j 0.00351706+0.0010069j -0.0122619-0.000322547j 0.0037761+0.000253255j -0.00520796+0.00026903j -0.00972797+4.38802e-05j -0.00827612-0.000297965j -0.00170745+0.000557496j -0.0223662-0.000716122j -0.00670037-0.000643014j 0.0175733-6.33047e-05j -0.0168344-0.000725989j 0.00458726+0.000105519j -0.00653574+0.000403091j 0.0123314+0.000669381j -0.0014345-0.000469464j 0.00683703-0.000984447j -0.000562614+0.000416335j 0.00108663-0.000528767j 0.00269294-0.000352698j -0.00165967+0.00106424j 0.00689793-0.000318115j -0.00219468+0.000508858j 0.00496832+0.000322833j 0.00499121-0.000221173j 0.00277738-0.000123798j 0.00122708+4.49616e-05j 0.00317796+0.000522332j -0.00349462+0.000670417j -0.00238592-0.000124515j 0.0052197-3.11636e-05j 0.00457919+0.000502995j -0.00193907-0.000140632j 0.00281816+0.000351263j -0.00884539+0.000267188j -0.00291564-0.000873427j -0.00442405+0.000330144j -0.000240438-0.000193674j 0.00181787-0.000735021j 0.00749722+0.000121986j 0.00348878-0.000708966j 0.00183983-0.000835354j -0.00645774-0.000921548j -0.00223548-0.00051794j 0.00131413+0.000373594j -0.00323547-0.000655309j -0.00748953+0.00112983j 
-0.00278908-0.000584776j -0.00495222+0.00111517j -0.00974851-0.000961585j -0.00918458+0.00124955j -0.00780266+0.000382961j 0.0236132+0.000897606j 0.0295497-0.000570727j 0.00200535-0.00101076j -0.0405471-0.000651061j -0.00530245+0.00055706j -0.0399492-0.000553328j -0.0267337-0.00067515j -0.00312227+0.000422929j -0.175398-0.000287036j 0.124674+0.000256653j 0.9095+0.00148271j 0.0136628+0.000995864j 0.00168161+0.000313495j 0.0679521-0.000152053j -0.0226001-0.000515003j -0.0152294-0.000375652j 0.0518762-2.7366e-05j 0.0333253+0.00014849j 0.00689567-0.000582825j -0.0816223-0.000533914j 0.00579363-0.000950907j -0.0183754-0.000461211j 0.0328218-0.000163164j -0.0273116-0.000278869j 0.00858854-0.00047973j -0.026616+0.00011429j 0.00850002+0.000315606j 0.00872128-0.000392786j 0.0367636+0.000759325j 0.000190814+0.000283333j -0.0015026-0.000165525j 0.0145967+0.00029879j 0.0192476+0.000286571j -0.00122344-0.00026946j 0.00206095+0.000385881j 0.0179631+0.000519425j 0.0195953+0.000971281j 0.00764852-5.04656e-05j -0.0162823-0.000204192j 0.0037134+0.000941282j -0.0258849-0.000604248j -0.0206117-0.00078435j -0.000699994-0.000116706j 0.0061745+7.55058e-05j 0.0113946+3.3748e-05j -0.00734306+0.000305003j -0.000722162-0.000699702j -0.00564519+0.000838016j -0.00075039+0.000475023j 0.00239517+0.000869051j -0.0162725-0.00152753j 0.00224814-2.32568e-05j 0.0259818+0.000306185j 0.00318539+0.000530926j 0.00397057+0.000555748j 0.000739969+0.000395667j 0.000235817-0.00117728j 0.0029548+0.000307882j 0.00259091+0.00100159j 0.0034398+0.000621635j 0.0029634+3.45507e-05j -0.00700135+0.000477213j 0.00355192-0.000983031j 0.00301864-0.000519529j 0.000214163+0.000264045j -0.00240585+0.000650898j 0.00387936+0.000168853j 0.00319169+0.000422061j -0.000528386+2.55393e-05j -0.00986355-0.000212615j -0.00192161+6.41121e-05j 0.00337184-0.000554505j -0.00399063+6.63407e-05j -0.00292062+0.00095018j -0.00192396-0.000254085j 0.0075416-0.000718189j -0.000670873+1.76025e-05j 0.00528902-0.000163586j -0.00370263+0.000288284j 0.00477893+0.000502708j -0.0104418+0.000313644j -0.00325008+0.00135716j 0.00345767-0.000695998j -0.00557611+0.00014667j 0.00496135-1.95219e-05j 0.00573688-0.00139493j -0.00289386-0.000524927j 
-0.00215701-0.000255633j -0.000523805+0.000946472j -0.00656799+0.00127394j -0.00607472+0.000728499j -0.0195409-0.000221277j 0.00245967+0.000462003j 0.00997021-0.00113431j -0.0332641+0.00141609j -0.00501226+0.000406987j 0.00182436-0.00133349j -0.0134977-0.00113144j -0.0300926+0.000445102j 0.045217+0.00039243j -0.294255+5.7989e-05j 0.849773-0.000224849j -0.197725+0.000908559j 0.206867+0.00125415j -0.00788722-0.000471066j 0.00120881-0.000481299j -0.0558726-0.00117312j -0.0155533-0.000606578j 0.000242255+0.000189803j -0.0156504-0.00134193j -0.0492131-0.00168139j -0.0217923+0.00157942j -0.0123336-0.00032708j 0.0212013+0.000961556j 0.0227248+1.71096e-05j 0.00259479+0.000648076j 0.0188442+0.00140272j 0.00772135+0.000751581j 0.0021795+0.000204597j -0.0168909-0.000890802j -0.00224383-0.00053382j 0.00589816-7.12653e-05j -0.026115-0.000626949j 0.000807744+0.000320535j -0.0242503-0.000732564j 0.00996567+0.000225924j -0.00341355-0.000170051j 0.00958553+0.000442904j 0.0184293+0.000345949j 0.00257466-0.00098836j -0.0086434-8.15832e-05j 0.00984697+0.000559641j 0.00654882-3.09258e-05j -0.019318-0.000267138j 0.0273697+0.000743333j 0.0053121+0.000593254j 0.00504343-0.00083777j 0.00465124+7.09056e-05j 0.0140993+0.000121037j 0.033263+0.000483195j 0.013818-0.000181337j -0.00528848+0.000170325j -0.012526-0.00122738j -0.0111439+0.00102858j 0.00766016+0.000299204j 0.00388928+3.44402e-05j 0.00223866+0.000259117j 2.61968e-05+0.00110172j 2.37359e-05+9.44794e-05j -0.0025105+0.000420017j 0.0046523+0.0010644j 0.000907647+0.00033846j -0.00189398-0.000189243j -0.0104687+0.000312249j -0.000955282-0.000520946j 0.00120454-0.000464235j -0.00290418+0.000249694j -0.00239934+0.000382446j -0.00165789+0.000253463j -0.00689875-0.000551378j -0.00453206-5.04679e-05j -0.00463201-0.000338102j 0.00222554+3.95765e-05j -0.00393921-0.000596485j 0.00291929-1.18125e-05j -0.00936301+0.000444656j 0.00173131+2.1175e-05j 0.00968169+5.83933e-05j 0.0029856-0.000506652j 0.00128837+0.000651712j -0.00297081+0.000395842j -0.00563945+1.18109e-05j -0.00181238+0.00125493j 0.00165456+1.00295e-06j 0.00750045+0.000216157j 0.00377005-0.00079795j -0.00449096+0.000243533j 0.003833-0.00092886j 0.000213607-0.000397375j 
-0.007134+0.000444434j 0.00656864+0.00126526j -0.0193874-0.0018332j 0.000592077+0.00115581j -0.00247588+0.00200485j 0.00221396+0.000195798j 0.00973232+0.000737605j -0.0108608+6.04995e-05j -0.0331573+0.000734584j -0.0168909-0.00167711j 0.0355666+0.00139532j 0.019882-0.00142392j -0.0962313-0.000904691j -0.862831-0.000806203j -0.339075-0.00112065j -0.140283-0.000134017j 0.020284+0.000527787j -0.0942088+0.000687368j -0.0411142+0.000439104j -0.00448474-0.00101821j 0.00276941+0.000154723j 0.0636802-0.00014254j -0.0168366+0.000125711j 0.0307563-0.000687842j -0.0312358+0.000107681j 0.0150963-0.000763691j 0.0170478-0.000114413j 0.00460316-0.000379233j -0.0242202+0.000220244j 0.00132014-0.000110049j 0.0051447+0.000535516j 0.0159903+0.000190949j 0.0422569-0.000144633j -0.00140511+7.35938e-05j -0.0101451+0.000181329j -0.0111786-0.000405274j -0.0100522-0.000248643j -0.0344793-0.000530748j -0.0163071-0.000528718j 0.00119419+0.000316418j -0.00848322+8.8301e-05j 0.0289033+0.00105924j 0.0232984+7.55105e-05j -0.0123837-0.00113089j 0.00345626+0.000798094j 0.00371401+0.00069149j -0.0128804+0.000437472j -0.00600504-0.000148802j 0.00310007-0.000376201j 0.0126512+0.000732441j -0.00306632-0.000141684j -0.00834145-0.000589236j 0.00956293+0.000936208j 0.00665516+0.000583929j 0.0328106+0.00123053j 0.0237542+6.04524e-07j 0.00512252-0.000106878j 0.00582909+0.000535488j 0.00510288-0.000536243j 0.00153494-0.000766411j -5.17328e-05+0.000482951j -4.96495e-05-0.000672656j -0.000197609-0.000305419j 0.00443593+8.8468e-05j -0.00852517-0.000143582j -0.00184164-0.000714907j -0.00194477+0.000682733j -0.00248687-0.000855249j -0.0031097+0.000673939j -0.00514101-0.00104825j -0.00544246+0.000216614j -0.00100348+0.000286899j 0.000275937+0.000579916j 0.00458531-0.000275287j -0.00829912+0.000135326j -0.00259266+0.00047983j -0.00171807-0.000362564j 0.000391697+0.000927817j 0.0029004+0.00102186j -0.00374695-0.000163101j 0.00540469+0.000209733j 0.00163733+0.0002972j 0.00320952-0.000974069j 0.00378329-0.00105852j 0.0116064-0.00113349j -0.00581941+0.000633149j 0.00650963+2.42746e-05j -0.000125466-0.000282122j -9.93394e-05-0.000618492j -0.00545367+0.00016369j 0.000952764+3.66427e-05j 0.00219326-0.000314476j 
-0.00615343+0.000771607j 0.010154+0.000257718j 0.000342662-0.00126569j 0.000981814-0.000151241j 0.000333881+0.000479861j 0.01501-0.00047604j -0.00877097+0.00069818j 0.0061088-0.000781818j -0.000576434+7.51739e-05j -0.00931275-0.000475901j 0.0564073-0.000495986j 0.0979165-0.000835561j -0.950771-0.00135454j 0.0943728-0.000493025j 0.100201-0.000433719j -0.00978176-0.000801168j -0.0141032-0.00129024j -0.020143+0.000220537j -0.0348487-0.000221774j 0.0127805+0.0006576j 0.0193686+0.000830453j 0.00135218+0.000130488j 0.000234746+0.000714926j 0.0352551+0.000287309j 0.0270485+0.000328338j 0.0114207-0.000303449j -0.0085965+4.89781e-06j 0.0106459+0.000288022j -0.00529631-0.000139947j -0.0171904-0.000394392j 0.0180837+1.50217e-05j 0.00289161-0.000224848j 0.0325102+0.000169032j -0.0165885+6.00015e-05j 0.0281973+0.000368088j 0.00791062+0.000359003j -0.0119597+8.26434e-05j -0.016378-0.000114934j -0.0307391-0.0002987j 0.00710638+0.000757032j -0.0170417+5.14114e-06j 0.0160443+0.000385198j -0.00832849+2.62363e-05j 0.00361146+0.000261825j -0.00347131+0.000575389j -0.0105481-0.00109696j 0.00270692-0.000447325j -0.00310942-0.000622182j -0.00588882-0.000123374j -0.00110894-0.000563817j -0.0105478+0.0008865j -0.0148204-0.00124928j 0.0183689+0.000816736j -0.029094-0.000929612j 0.0137236+4.04663e-05j -0.00718652-0.000985736j 0.00491977+0.000498059j -0.00186407+0.000415783j 4.72777e-06-1.04085e-05j -0.000825472+0.000350607j -0.000310238+0.000554499j -7.10367e-06-0.000696215j 0.00697223+0.000308519j 0.00548201+0.000113743j 0.00127291+0.000267666j -4.22594e-06+0.000260688j -0.00333316-0.00035839j -0.00196947+0.000293036j 0.00086412+0.000163895j -0.000185749-0.000237405j -0.00314107-0.000332032j -0.000605528+0.000371318j 0.00248749+0.000202005j 0.00401848+0.00020407j 0.00103804-0.000127373j -0.000582857+0.000111571j 0.00372471-2.06345e-05j -0.00392784+4.70985e-05j -0.0018655+0.000487387j -0.00260275+0.000705026j 0.000824612-0.000661949j -0.00085379+0.000434824j 3.07909e-05-0.000396376j 0.00325438-0.000193817j 0.00471382+4.64125e-05j 0.00149968-0.000797171j -0.0051689-0.000113785j -0.00354572+0.000445876j -0.00128854+0.000389161j -0.000758634+8.6914e-05j -0.00321099+0.000922821j 0.00294511+0.000134118j 
0.0151222-0.00094945j -0.00615813+0.00025958j -0.0187156+8.62676e-05j -0.0221447+0.00315754j 0.00248802-0.000344358j -0.00920368+0.00131312j 0.0409134-0.00112336j -0.00627164+0.000291739j -0.0515547+0.000649559j -0.0833687-0.00099807j -0.197592+0.000236145j -0.89593-0.000345222j -0.130803-0.00169621j 0.00476062-0.000595387j -0.0342094-0.00150631j -0.0676147+0.000447083j -0.0656793-8.22038e-05j -0.0150288+0.000173444j 0.0335775+0.000128141j 0.0176996-0.000995847j -0.0341237-0.000992173j -0.0391089-0.000841316j 0.0230148-0.000307415j -0.0280922-0.00124091j -0.0523148-0.000133113j 0.00936774-0.000536244j -0.0150528-4.91663e-05j -0.00344905-0.000160379j -0.00891934+7.63609e-05j 0.00979718+7.40278e-05j -0.0555043+0.000331921j -0.00822668+0.000503603j -0.0352253-0.00073496j 0.0138393-0.000123232j -0.0365975-0.000112842j -0.00470918-0.000445493j 0.00580591-0.000176647j 0.0358536-0.000272424j 0.00733-0.00106051j -0.0555784-0.000924324j 0.0259035+0.000354329j -0.012589+0.00128909j 0.0172308-0.000847658j -0.0452083-0.00137598j -0.000261614-0.000267269j -0.00107813-0.000149865j -0.0242488+0.000823051j 0.00703648+0.00169955j 0.00569548-9.14079e-05j 0.00656564+0.00101347j 0.0253703-0.000803353j 0.0563812+0.00247548j -0.0118294+0.000445905j -0.0209694+0.00150665j -0.00420569-0.000579007j 0.00260232+0.000861928j -0.00270872-0.00131751j 0.00149271-0.000287316j 0.000686174+5.88392e-05j 0.00259904-0.000296489j 0.00354794-0.00158055j -0.0037821+0.000403261j -0.00835348-0.000682955j -0.00522614-7.53168e-05j -0.00525744-0.000663611j 0.00376899+0.000223149j -1.87591e-05+0.00102592j -0.000827805+0.000118874j -0.00079915-0.000210717j 0.00520915+0.00107219j 0.000984994+0.000387122j -0.00783524-0.00103497j -0.00531668-0.000147069j -0.0132851+0.000439579j -0.00955731+0.000254305j 0.0044521-0.00054679j 0.000434554+0.000255959j 0.00151666-0.000978711j 0.00164976-0.000484823j -0.00639226-0.000679128j 0.00321042+0.00045434j 0.00178687-0.000455386j 0.006879+0.0011893j -0.0130398+0.000995762j 0.00105038+9.71498e-06j -0.0060407+0.00100046j 0.00344554-2.73917e-05j 0.00254241-0.00096103j -0.00399297-0.0011764j 0.000421682+0.00101905j 0.00460423-0.00273645j -0.0109161+0.000426883j 
-0.000305307-0.000750356j -0.0157337-9.08567e-05j 0.00540726+0.00149185j -0.00323284-0.00210833j -0.0168153+0.000864244j 0.0334025+0.000151041j 0.0116946-0.00146573j 0.00833062-0.000855833j 0.0128692-0.000948895j 0.108156+0.000640932j -0.906509-0.00229016j 0.217005-0.000271274j -0.0589445+0.00030066j -0.0310891+0.00114219j -0.032385+0.0017143j -0.065746-6.51572e-05j 0.0265439-0.000668408j 0.0113131-0.000123379j 0.0497944+0.000751329j -0.058616+0.000535517j -0.00560989+0.000678759j 0.0227677+0.000755939j 0.0322186-0.000811256j -0.0106561+0.000681563j -0.0222257+3.32095e-05j -0.0141479+0.00135267j -0.00392728-9.79194e-05j 0.00290831-5.79541e-05j 0.00931808-9.23825e-05j 0.0304676+0.000188308j -0.000934809-0.000224655j -0.0236782+0.000163121j -0.00293712+0.000803847j 0.0330859+0.000642964j -0.0108124-0.000310974j 0.000871352+0.00013285j 0.0189868+0.000304562j 0.0320504+0.00104486j 0.0443998+0.000973805j 0.020949-0.000232079j 0.0242039-0.000144671j 0.00564429-0.000244768j -0.00457482+0.000457424j 0.0135366+5.23259e-06j 0.00433723+0.000421013j -0.0297241+0.00011397j -0.00491968+5.62518e-05j 0.0093678-0.00029906j -0.0072038+0.000279719j -0.0260861+0.00045052j -0.0621794-0.00216947j 0.0333712-0.000786061j -0.00535435+0.0014644j 0.0083137+0.000804982j -0.00212264-0.000663225j -0.00200268+7.25786e-05j -0.000676797-0.000764407j 0.000278665+0.00155845j 0.00265323-0.00195974j -0.00289905+0.000113823j -0.00681405-0.000615995j -0.0015034+0.000139756j -0.003909-0.000300474j -0.00652942+0.00040673j -0.00536384-0.00206165j 0.00529242-0.000100926j -0.0013434+0.000126117j 0.00691023+0.00010936j 0.000450967-0.000300475j -0.00517111+0.00113427j 0.00150705-0.000504749j 0.00406438+0.000389892j 0.010888+0.000750335j 0.00106454+0.000789756j -0.00221712-0.000625543j 0.00590107-0.000366307j 0.00406249-0.00106638j -0.00109306-0.000237268j 0.00168379+0.000240632j 0.0097087-0.000331751j 0.00159599-0.0011388j -0.00356657-0.000400841j -0.00994262-7.84216e-05j -0.00350104-0.000663008j -0.00196114+0.00020961j -0.00220922-1.74052e-05j -0.00119318+0.00165039j 0.00144911-0.000326879j 0.00101376+0.000239552j 0.00802835-0.00140787j 0.00879707-0.000745533j 0.000300935-0.00138036j 
0.000686954-0.000529879j -0.0116138-0.00118219j 0.0180885+0.0015908j 0.0154258-0.00175702j 0.00647266-0.0016232j -0.0304425+4.08079e-05j -0.026495+0.000791224j 0.00737249+0.00176096j 0.164951+0.00154337j 0.915549+0.00162237j 0.0837452-0.000368725j -0.1419+0.000352941j -0.0425274+6.73468e-06j -0.0614755+0.00109715j -0.0126261+0.000254787j 0.0405685+0.000630766j 0.00602612-0.000227733j -0.00705121-0.000958417j 0.0222751-0.000444583j -0.022944+0.000672263j 0.00979995-0.000251997j -0.00113587+0.000604619j 0.00204158-0.00021491j -0.00955704+0.00019786j 0.0173316-0.000470995j -0.00864993+0.000164681j 0.0192171+0.000321544j 0.000772859+0.000363366j 0.00960378-0.000403363j 0.0332365+0.000372071j 0.0266421-0.000369763j 0.00788833+0.000165926j -0.0267068-0.00020514j 0.00206644+0.000181311j -0.0166949-0.000723947j -0.000310698+0.00010835j 0.0143824+0.000175144j 0.0104304+0.000579193j 0.0330086+0.00102294j 0.0269054-0.000321162j 0.00872129-0.000191969j -0.0222917-0.00159042j -0.00853402+0.000506919j 0.0262184+0.00113463j -0.00149682-0.000816028j 0.0173767+0.00120938j 0.0241954-0.000743556j 0.00469579-0.00127827j 0.0555217+0.00131727j -0.0605507-0.000549436j -0.00494746-0.000228597j -0.00845747-0.00179086j 0.00296052-0.00212947j 0.00553729+0.000620147j 0.00366405+0.000294943j -0.0036416+4.60269e-05j 0.000671954-0.0016837j 0.00551814-0.000477497j 0.00343747+0.000215669j 0.00255609+0.00211294j -0.00465354-0.0011987j 0.00383348+0.000136311j -0.00388283-0.000888756j -0.00183983+2.71542e-05j 0.00642243-5.99779e-05j -0.000561452+3.10999e-05j 0.00101766-0.000621457j -0.0079069-0.00154483j 0.0015537-0.000148003j 0.00343332+0.000774497j 0.00248604-0.000516668j 0.0029724-0.000775112j 0.00507709-2.29832e-05j 0.00201727-0.000347803j 0.00958769+8.92273e-05j 0.00364558-0.000320894j -0.00194714+0.000855426j 0.00231823+0.000596413j -0.00163076+8.18651e-05j 0.00284127-0.000317401j 0.00308516+0.000121982j -0.00315894-0.000871181j -0.00905166-0.00047174j 0.0113915-0.000993442j -0.0104969+0.000584197j 0.00609375+0.000434969j 0.00517471-0.000148981j 0.00333488-0.000246842j 0.00377226+0.000525536j 0.00307391-0.000808999j 0.000147389+0.000532893j 0.00184515-0.000181161j 
-0.0125566-0.00112374j -0.00819609+0.00133175j -0.0158024-0.00176823j -0.0218206+0.000770061j 0.0216245+0.000200317j 0.0295584+0.000660574j 0.0412334-0.00146187j -0.00073411+0.000356667j -0.909584-0.00247366j 0.190292+0.000675242j 0.0457322-0.00166733j 0.0468823+0.00166784j 0.0130182-0.000230033j 0.0659643+0.00147338j 0.00611837-0.00144579j -0.0721834+0.000583785j -0.010391+0.000998285j -0.0285162+0.000433469j 0.00515164+0.000111601j 0.0166308+0.000960038j -0.0145007-0.000821318j 0.0396305-9.60941e-05j 0.021345-0.000290842j 0.0198455-0.000854293j -0.0518971-0.000800209j 0.00506154-0.000723869j 0.0128453-9.83138e-05j 0.0425922+0.000601316j -0.047987-0.000613073j 0.00223189-0.000504808j -0.0251064-4.73936e-05j 0.0235169+0.000412066j 0.029682-0.00019982j 0.0318266+0.000224963j -0.0084039+0.000470294j 0.0263214-4.03219e-05j 0.0515536+0.000679211j -0.0136751-0.000703836j 0.000604636+0.000168299j 0.0277561+0.0006685j 0.0127056+0.000461965j 0.0281691+0.000396626j -0.00166754+3.32013e-05j -0.0301911+6.9986e-05j -0.0192115-0.000472631j -0.00418732-0.00061897j 0.00266769-0.00123416j -0.0098136+0.00169003j 0.0712074+0.000349887j 0.0523478+0.00170655j -0.0240343+0.00162472j -0.00262451-0.000720205j -0.00666027+0.000185328j -0.00551869+0.00179488j 0.00204867-0.00206792j -0.00134856-0.000429717j -0.00543651-0.00117392j -0.00537243+0.000864916j -0.00478405-0.00046629j -0.00702308-0.000512128j -0.00616607-0.000995221j 0.0042869+0.000351983j -0.00163464+0.000303086j 0.000869332-0.00070693j 0.0087568+0.00117454j 0.00365948-0.000331375j 0.00262994-0.000446738j 0.00188142-0.00133956j 0.00302935+0.000198645j -0.00192132+0.000504159j 0.000999864+0.00022188j 0.0033025+0.000103393j -0.000228667+0.000601878j -0.00280211-0.000391286j -0.00285637-1.2519e-05j 0.000349943+0.000277573j 0.000219737+0.000764402j 0.00292266-0.000587944j 2.96609e-05+0.000325609j -0.00484142+0.000137283j 0.00835118+0.000588736j 0.00418799-0.000966763j 0.0087871-0.000292852j 0.000553587+0.000641602j 0.00363023+0.000152437j -0.00880682+0.00033299j 0.00308529-0.000134572j -0.00210261+0.000435033j -0.0160744+0.000895598j 0.000605149+0.00170958j 0.00502232-0.000104231j 0.00349258-0.000825436j 
