-0.0946602-0.00259851j 0.0320067-0.00995187j 0.00146028-0.00475464j 0.0888034+0.00283537j -0.00231379-0.00186369j 0.0170163-0.0121052j 0.0922872+0.00391172j -0.0367171-0.00605986j 0.0133076-0.00304094j -0.112212+0.00609178j -0.0504723-0.00573085j -0.0896187-0.0010031j 0.202198+0.00429048j -0.0732297-0.0251441j 0.262483-0.000718399j -0.0586738+0.00203272j -0.0378896-0.0123353j -0.0151153-0.013329j -0.028017+0.00868412j 0.00133518+0.0296387j -0.0024345-0.0198821j 0.0227549+0.00728658j 0.0172237+0.00877878j 0.00109819-0.000877726j 0.00512522+0.0100278j 0.00814281+0.0380514j -0.0100954-0.000369473j -0.000232818+0.0096243j 0.0180165+0.00373552j 0.00650743+0.00135787j -0.00861501+0.00380035j 0.00237314-0.00187764j 0.0053551+0.0539215j -0.000249678+0.00634651j 0.0049738+0.0153972j -0.0701011-0.0226087j -0.023854+0.0867719j -0.0187027-0.0262736j 0.00582069-0.0153802j 0.00895487-0.00983433j -0.0307985-0.0112756j -0.0156117+0.0069727j 0.00261962+0.0130648j -0.00317725+0.017266j 0.0142749-0.00479077j 0.00982278+0.0185002j 0.0213525-0.000386918j -0.00329617+0.00862184j 0.0174514+0.00181653j -0.00828419-0.00608845j 0.00960279+0.00260359j 0.00443613+0.00482633j -0.0104117+0.0016719j 0.00830598-0.0048429j -0.00948448-0.00777534j -0.00339293-0.00587304j 0.0140192-0.0025848j -0.000538716-0.00687217j -0.0037519-0.0054198j -0.00765858+0.00186173j -0.00046058+0.00612806j 0.00328762-0.00645635j -0.0165642-0.00796096j 0.00556366-0.000903287j 0.00197294-0.00308675j -0.00708006-0.00436123j -0.0107823-0.0047147j 0.00773083+0.00250762j 0.0041405+0.0046545j 0.0192389+0.00168968j -0.00577038-0.00528921j -0.0123422-0.0137j -0.000329012+0.0135629j 0.000521953-1.3575e-05j 0.00571448+0.00130894j 0.00874791+0.0129814j 0.00183215-0.00125674j 0.00163658-0.00588028j -0.00847729-0.00432137j 0.000252418-0.0157303j -0.0133431+0.00222467j 0.00653959-0.0131982j -0.00752922-0.00632204j 0.00171843-0.00713215j 0.0131689+0.00276647j -0.00540559+0.0125367j 0.00189854+0.00517425j -0.0411986-0.00374616j -0.0131653-0.00499803j 0.0516007+0.0163192j -0.00589029+0.09685j -0.0140793+0.0217547j -0.0224499-0.0184514j 0.0542552-0.089665j -0.0874108-0.0403956j 
0.00338189-0.0211647j -0.0140314-0.0110589j 0.0197929-0.0242478j 0.0103226-0.0264756j 0.00543202-0.00871875j 0.00956447-0.00210863j 0.0204791-0.0253631j 0.00727257+0.0382564j -0.0103461-0.0095276j -0.0147806-0.0114972j 0.0221487+0.0421978j 0.0540951+0.0413038j 0.017658-0.00402668j -0.00280578+0.00165711j -0.00847874+0.0348721j 0.0111154+0.0200835j 0.00900757+0.00643198j -0.0226326-0.0288586j -0.0126986-0.0382409j -0.00782475-0.0403906j -0.00665713-0.00306844j 0.032566+0.0352625j 0.0211103+0.0392097j 0.00697346+0.0175846j -0.00527636-0.0358691j -0.0438975-0.0630059j -0.047671-0.0379556j -0.00213914+0.000412152j 0.0506036+0.0881717j 0.173799+0.057893j 0.333945-0.0196211j 0.117334-0.174436j 0.0529812-0.414274j 0.00797184+0.198601j 0.0109271-0.0974979j -0.0139667+0.0131612j -0.0119653+0.0471687j -0.00834885-0.0316577j 0.0198601+0.0375404j -0.0119945-0.0126113j -0.00138596+0.0162652j 0.000464069-0.0214216j 0.0208139+0.0340077j -0.0165743-0.0504542j -0.0174475+0.00615796j 0.00663799-0.0118925j 0.0067515+0.00294082j -0.00396567-0.0135793j -0.00557646-0.0125687j -0.0127227-0.0029371j -0.0198676-0.00338653j 0.000663893-0.00492156j -0.010818-0.0128352j 0.011335+0.0050997j 0.0159997-0.00592346j 0.00261896+0.0207561j 0.0123448+0.0118629j -0.0107363+0.00273399j 0.00300192+0.00502973j -0.00535014-0.0084686j -0.00695894-0.0188731j -0.00383739+0.00492965j -0.00546837+0.015756j 0.00326491+0.00335126j 0.00978602-0.0129338j -0.00240475-0.00915673j -0.00973048+0.00178292j -0.0165073-0.00644582j -0.015827+0.00646349j 0.0150263-0.00578116j 0.0144021-0.0105737j 4.53416e-05-0.00559832j -0.0153024-0.0324981j -0.0372108-0.0077176j 0.0108344-0.00372678j 0.00111847-0.013283j 0.0146804+0.0400177j -0.00353168+0.0114876j -0.00979825+0.0451337j -0.0016748+0.00335182j -0.0270326-0.0370166j 0.000629918-0.0237811j -0.0740121-0.0140598j -0.0430726+0.00831289j 0.00419557-0.00542428j -0.0231312+0.0029444j -0.000957061-0.0193037j -0.0133809-0.0105495j 0.005984+0.0150194j 0.00297687+0.00105538j -0.00431442-0.00214187j 0.000667408-0.0183542j 0.00309958-0.0150075j 0.000167399-0.00054884j -0.000102788-0.00518341j 
0.0020114-0.00839924j 0.00969258-0.00125674j 0.0113845-0.00754121j -0.0088738-0.00333731j -0.000414835-0.00347285j -0.0138697+0.0025841j 0.00739852-0.00310198j 0.0444439+0.00255136j 0.0718589+0.00656189j 0.0249105-0.0215389j -0.00584328-0.0630332j -0.00224018+0.00642707j 0.00358217+0.0196356j -0.0196124-0.00240343j -0.0163381-0.020357j -0.00377379+0.00819726j -0.0205832-0.00422771j -0.0311151-0.013255j -0.00209729+0.00339768j 0.00157635+0.0049831j 0.00762037-0.0104055j -0.00424361+0.0104051j -0.0149305-0.00556439j -0.0281838-0.00781542j 0.00372766-0.0134534j 0.0107093-0.0134674j -0.0506552-0.0121046j 0.0288962-0.0133109j -0.178244-0.0349961j 0.465488+0.092436j 0.0421846+0.135343j 0.0661121-0.203149j 0.0282562+0.323717j 0.0139392-0.0358554j -0.0391245-0.0434009j -0.0237239+0.0412375j -0.0532975-0.0330778j -0.00921062-0.0102415j -0.0159256+0.0186933j -0.0127824-3.47965e-05j -0.00378899-0.0093877j 0.00607577+0.00379745j 0.0250935-0.00297304j -0.000467296+0.00226482j 0.000903546-0.00165101j 0.00123607+0.0126104j -0.00179328+0.0030027j 0.00475563+0.000583624j 0.0135196+0.00946441j 0.00410805+0.00459486j 0.00810772-0.00649008j 0.0160888+0.00104639j 0.0191446+2.46252e-05j -0.00576946+0.00761931j 0.00462164-0.00623647j 0.00864095+0.00806672j 0.00202332+0.00384322j -0.0205606+0.0135852j 0.00638894-0.00372573j 0.00202472+0.00150635j -0.00589173+0.0128087j -0.0121331+0.00667388j 0.00398502-0.00173426j 0.00189274+0.0048884j 0.000333801+0.00150574j -0.0070956+0.000790113j 0.00128567-0.0017481j -0.0135704+0.00214217j 0.0074988+0.0258159j 0.0108878+0.0125547j -0.0012084+0.0114195j -0.0148738+0.0206932j 0.033557-0.0538771j -0.0138732+0.0456324j -0.0164792+0.0184334j 0.0281168+0.00630623j -0.00310191+0.0144217j 0.0116159-0.0436489j -0.00598711+0.00423304j -0.0568936-0.0450872j 0.0241089+0.0111139j -0.00316889+0.0107964j 0.0376423+0.00560456j -0.00400038+0.0096966j -0.00568351+0.00356302j -0.000308775+0.00439183j 0.000173991+0.00804387j 0.0149721+0.00737796j 0.00455571+0.00766141j 0.00130792+0.000912329j -0.00218138-0.00178195j -0.0091484-0.00764088j 0.00206633+0.00118571j -0.00497811-0.00615657j 0.00274513-0.00559739j 
0.00583872+0.0295934j 0.0202766+0.00960151j -0.0123076+0.021904j -0.0241375+0.0102488j -0.00192897+0.0130468j 0.00765167+0.015682j -0.0244241+0.0155098j 0.0389127-0.0325723j 0.0468834+0.0156394j 0.0202275+0.0177873j -0.0192982+0.0506997j -0.021169-0.048216j 0.00258455-0.0204873j -0.0357437+0.00874711j 0.0135665+0.0063016j 0.00791541-0.0257319j -0.0219552+0.000726452j 0.00645123+0.0266504j 0.0254341+0.0129351j 0.0259133+0.00887363j -0.0196554+0.0206559j -0.0222388-0.0454968j -0.0206829-0.0406611j -0.0229727-0.0176528j 0.0400462+0.0330609j 0.110634+0.0295605j 0.0263262+0.0557352j 0.0650007-0.00839588j -0.135292-0.105161j 0.268521+0.038655j 0.078066+0.0524908j -0.12399+0.438859j -0.0347238-0.23199j -0.0429615-0.0893083j -0.0524457+0.107276j 0.049868-0.0878481j -0.0641983+0.0148662j -0.010616+0.0525232j -0.0102178-0.053374j 0.00664497+0.01213j -0.00699865+0.00509931j 0.00575611+0.00233912j -0.014558-0.0153921j 0.019588+0.0222843j 0.0148544+0.00849947j 0.00668127-0.00815246j -0.00643223-0.00154036j 0.00794187+0.00528314j 0.0112359+0.00369457j 0.0140713+0.00623841j 0.0274864+0.0167211j 0.00639638-0.00283784j 0.0212398+0.00517758j -0.0129115-0.012874j -0.00731408+0.00989392j -0.00852079-0.0203981j -0.0101069+0.00143662j 0.00470076-0.000292583j 0.00440848-0.0090276j 0.00863764+0.0110739j 0.00060112+0.00117167j -0.00613247-0.00117991j 0.00517277-0.0194711j 0.00511017-0.00741469j -0.0160501+0.00868367j 0.00261399-0.00418228j 0.0152101-0.014777j 0.0103324+0.0144974j -0.00267182-0.0267203j -0.0145849+0.0208518j -0.0262454-0.00642006j -0.0245501-0.0200915j 0.0178094-0.0408008j 0.00807982+0.00138787j -0.0102527+0.000624602j 0.0339021-0.0477429j -0.022358-0.040194j -0.00799382-0.0145679j -0.00959321-0.0340939j 0.0516978+0.0122748j -0.0569694-0.0197974j 0.00577595+0.00576904j 0.0065792-0.0109388j 0.0227386-0.00205476j -0.00486277-0.000600285j 0.0041465-0.00851336j 0.00379631-0.00152799j -0.020362+0.0042165j -0.00761172-0.0116854j -0.0117787-0.00374703j 0.00267002+0.00456074j 0.00276472+0.0146588j 0.000469131+0.013097j -0.010392+0.0132394j -0.00719953+0.018678j 
0.00648595-0.00812561j -0.012068-0.0254019j 0.00549218-0.0287171j -0.0241757-0.0261935j 0.00836245-9.38173e-05j 0.019838-0.0306597j -0.00273378-0.0265033j 0.0250868+0.0211384j 0.0172865-0.0577164j 0.00950324+0.0710032j -0.00897036+0.0383752j -0.000393309-0.00294391j 0.0360329-0.0114082j -0.000705853+0.0302252j 0.0176889+0.00595287j 0.00876035-0.000770104j 0.0268697-0.0162013j -0.0116625-0.0413085j 0.0220807-0.028576j 0.00989008+0.00757998j -0.00138774+0.0197254j -0.0140788+0.0425539j -0.00352088+0.0595432j -0.00326456+0.00650054j -0.0403763-0.00454027j 0.0125599+0.00833142j -0.0506048-0.0867089j 0.101405+0.00828329j -0.192553+0.112464j -0.0304197+0.20122j 0.0505047-0.46737j 0.0851821+0.130999j -0.0735322+0.162608j -0.0958505+0.153331j -0.0111967-0.0271124j 0.0263132-0.066159j 0.00909846-0.0737289j 0.0161521-0.0504226j 0.0193611-0.0258867j -0.00357862-0.0314673j -0.00929141+0.0021735j 0.0108799-0.00403554j 0.0118702+0.0572425j 0.00146781+0.009442j -0.00244908-0.015924j -0.00170616-0.0131002j -0.000695314+0.00623745j 0.0049684-0.00327874j 0.00485777-0.021521j -0.00642196-0.0178636j -0.00111712-0.0200208j 0.013975-0.000245434j -5.00609e-05-0.0114327j 0.0018976+0.0153132j 0.00740876+0.0104686j 0.0110694-0.0138295j -0.00394265-0.00589657j -0.0310187-0.0283175j 0.0128829+0.0181992j -0.00152574-0.00547857j -0.0125721+0.00768493j -0.0171402+0.00228976j 0.00215272+0.00397697j 0.00274867+0.00933893j 0.00427737-0.0151135j -0.0091057-0.017036j -0.00902996-0.031605j -0.0130174-0.00679531j -0.0260517-0.0287889j -0.0186421+0.00781677j 0.00462303+0.0065675j 0.000792822+0.00510628j 0.00187219-0.0174544j -0.0488582-0.0330585j 0.0177776-0.0276156j -0.00744692-0.0147034j -0.0319912-0.0515256j 0.0173706-0.00339822j 0.0298336+0.0393511j 0.03567+0.0125072j 0.0239774-0.00660325j 0.0775547-0.00485468j -0.0244793+0.00720228j 0.0132952+0.000682734j -0.00252588-0.00792355j -0.0024493-0.006633j -0.0244668-0.0188663j 0.00120451-0.00555055j -0.00237417+0.00692308j -0.00259174+0.00100705j 0.0112627+0.00446864j 0.00163817-0.013026j 0.00870942-0.0197773j 0.00512262-0.0154995j -0.00886631+0.0186132j 
-0.0444532+0.00464077j 0.0165348+0.00297641j 0.0276891-0.0119138j 0.0608284-0.0269398j -0.0187638+0.0028894j -0.0838319+0.00682274j 0.0609291-0.0282188j -0.0123966+0.0360823j -0.0261298+0.0337416j 0.015107+0.0371521j 0.0154548-0.00164784j 0.0214408-0.0334836j -0.0296542-0.0112865j 0.0365561+0.0122388j -0.0228249+0.0201124j -0.0548552-0.0118817j 0.0123327+0.00635458j -0.0179441-0.0049607j -0.0540619-0.036096j -0.0940616-0.0440724j 0.0742816+0.0363899j -0.00662701+0.0354833j -0.0508444+0.0221195j -0.00651095+0.0298402j -0.078795-0.0170281j -0.306719-0.158283j 0.0101441+0.0279176j -0.268224-0.142233j -0.138542+0.205123j 0.0616737-0.0838161j -0.0489552+0.0717196j 0.0446646+0.211852j 0.138002+0.0455102j 0.0162015+0.0700145j 0.0635623+0.0689311j -0.079984-0.061577j 0.0758826+0.040846j 0.0485324+0.0107113j -0.0266413-0.00611372j 0.00152275-0.00339019j 0.0178238+0.016884j -0.0196047-0.0137249j 0.0222514+0.00788201j -0.0534094-0.0167768j 0.00144879-0.01399j -0.0244666+0.000155638j 0.0247234+0.00568372j -0.0146315-0.0102188j 0.0376765-0.0238914j 0.000298597-0.000318381j -0.00784235-0.0264374j 0.0110128-0.015095j -0.00750891-0.0162628j 0.0105541+0.0161479j 0.000317509+0.0125322j 0.0335758-0.0160806j 0.0409099-0.00728144j 0.0175554+0.0163501j -0.0122718+0.00409261j -0.0175062+0.00240682j 0.0159097+0.0120537j 0.0125356+0.00266941j -0.0152444+0.0253165j -0.000699912-0.00772479j 0.014987-0.00110322j -0.0118178+0.0187312j -0.0415296+0.0187514j 0.000775744-0.020482j -0.00125011-0.0217375j 0.0530585-0.0350888j 0.00264239+0.0154513j 0.00486658+0.0637868j -0.0418172-0.024166j 0.0194466+0.00335892j -0.00116274-0.0387881j 0.00701391-0.0351206j -0.0404259-0.000171237j -0.00644651+0.0108904j -0.0150153-0.012312j -0.00553909+0.0135093j 0.000384579-0.000750057j 0.0118454+0.0140666j 0.000840244+0.0053613j 0.0183256+0.0039424j -0.00138259-0.0100985j -0.00653909+0.00272786j 0.00438496-0.0167614j 0.00255748+0.0035989j 0.0177983+0.00985759j -0.00262624+0.00133268j 0.00589323-0.00146542j -0.00189164-0.000561456j -0.00329113-0.0171125j 0.00833501+0.0109171j 0.00912469+0.0097963j 
-0.0160405+0.0206881j 0.0252787+0.0127891j -0.0191039+0.0241172j 0.0086686+0.0141139j -0.0083345+0.0160722j -0.0244851+0.0302582j 0.0100563+0.0278135j 0.0154747-0.018798j -0.0336877+0.0231125j -0.0130165-0.0268515j 0.0195115+0.0218206j -0.0107777+0.0189764j -0.024757+0.019378j 0.00615215-0.00948955j -0.0181186-0.00531247j -0.0351309-0.0157315j -0.0300603+0.0027245j 0.0326372+0.0267606j -0.00677868+0.0124777j -0.00479833-0.00371054j 0.0144367+0.0266819j -0.00507682-0.0548731j -0.0334181-0.0627436j -0.0125271-0.0083835j 0.0739423+0.0100046j 0.0234538-0.00726091j 0.0587729+0.110508j -0.250362-0.0688737j 0.0632096-0.18792j 0.164828-0.260013j 0.0461154-0.4344j -0.0960782-0.126718j -0.0209027+0.00123919j 0.0601904-0.0548027j 0.0327069+0.0335811j -0.0363048-0.00349938j -0.00874487+0.0234059j -0.000222525+0.0387957j -0.0436748-0.0185712j 0.0121024+0.00905182j 0.0106605+0.000590147j -0.0104799+0.00190723j -0.0217696-0.018512j 0.00380427+0.00142904j 0.00764883+0.0169374j -0.00340398-0.0166774j 0.00412523-0.0091828j -0.00237234+0.00392076j 0.0124673+0.0181674j 0.0168759+0.00805915j 0.0179317+0.0122613j -0.00726565+0.000445323j 0.00592424+0.005323j -0.00771017-0.013758j -0.0143871-0.00952017j -0.00807765+0.0262832j 0.000146875-0.00407656j 0.0287369+0.00109106j -0.00755839-0.0106352j -0.00105292+0.00727548j 0.0246087-0.00827638j 0.0238534-0.0124714j -0.00432275-0.00220855j -0.00296271-0.00671011j -0.0176076+0.0145743j 0.0175157+0.0152897j 0.00374113+0.0289394j 0.0260619+0.0195053j 0.0227758+0.0128309j 0.0160818+0.000366006j -0.034755+0.00424956j -0.0111626+0.0209772j -0.0169798+0.0178168j 0.00231983+0.0194254j 0.00203613+0.0262671j -0.0204832-0.0341467j 0.0515618+0.00483933j -0.016334+0.0177379j 0.0381691+0.017976j 0.00514998-0.00518989j -0.0157014-0.00717939j -0.00120511-0.00483638j 0.00270595-0.00345635j -0.00365824+0.00778433j 0.0038199+0.00373652j -0.00333752+0.004952j 0.0104834+0.0133062j -0.00204891+0.00839876j -0.0113921-0.00219265j 0.000916362-0.00212232j -0.00476198+0.000903299j 0.00676311+0.0082207j -0.00720167+0.015169j -0.0034492+0.0118625j 0.00769088-0.00227429j 
-0.0105869-0.0148296j -0.0168029+0.0175092j 0.0151946-0.00765598j 0.00993928+0.00882326j -0.0223393+0.00709465j -0.0045424+0.0111507j -0.011756+0.0271464j -0.0684497+0.0156688j 0.0347135-0.00733328j -0.00573303-0.0599372j 0.0183946-0.00762154j 0.0105688-0.0138977j 0.0127236+0.00457854j 0.0134336-0.00607849j 0.0188556-0.00777683j 0.0178654+0.00408144j 0.0316719+0.0178229j -0.0308114-0.0190682j -0.0225669+0.00848626j -0.0463582-0.0110485j 0.0359602+0.0160285j -0.0262551-0.034114j 0.02032+0.0170747j 0.0350576+0.0415399j -0.222293-0.123976j -0.221818-0.0935899j 0.0547706+0.0530886j 0.305967+0.234876j 0.119769-0.161723j 0.0746959-0.202116j 0.0262648-0.0971257j 0.143036+0.103j 0.103463+0.0486333j -0.0224773-0.0864742j -0.0241029+0.00111434j 0.0284824+0.0284282j 0.0611277+0.0358878j 0.0151853+0.0273537j 0.0388491+0.0248492j -0.0116984+0.00673108j -0.00201363-0.00392395j -0.00509373+0.00619611j 0.0250326-0.00136493j -0.0315828+0.00266544j 0.0102537+0.0221623j -0.0333793-0.0110338j -0.00509963-0.00265321j -0.0105319+0.00471769j 1.29325e-05+0.00330479j -0.0121957+0.00645284j -0.00243024+0.00851281j -0.00526792+0.00194014j -0.0192582+0.00617175j 0.000786305-0.0102995j -0.00678721-0.00602017j 0.04968+0.00616877j 0.02271-0.00135979j 0.00485016+0.00388875j -0.0128962-0.00122498j -0.000859786-0.00516559j -0.0604712+0.00798918j -0.0227084-0.00896982j 0.00621579+0.0301307j 0.00786368-0.0212924j 0.0282423-0.0128895j -0.0160005-0.0250501j 0.0215488-0.0239502j -0.0119666-0.0209389j 0.0352144+0.00743982j -0.015075-0.0474584j 0.00859015-0.046973j 0.00896738-0.0170418j 0.000771245-0.00156601j 0.019661+0.0436636j -0.00999714+0.0180028j -0.0124935+0.0119644j 0.014779+0.00114435j -0.0248561+0.0059236j 0.00321174-0.0184187j 0.00325637-0.00266004j -0.0100429+0.00444084j 0.000313548+0.00796502j 0.0131866-0.00427394j -0.00959993+0.010272j -0.00566198-0.00464896j -0.00826168-0.00321133j 0.00386315-0.00275649j 0.0040829+0.00679166j 0.0142364+0.00590441j -0.0044157-0.00127686j -0.00308744-0.000862295j -0.00843401-0.00127405j 0.00333807+0.0109601j 0.00832202+0.00594227j -0.00212584-0.0133573j 
0.00114718-0.00106029j 0.00408208+0.003523j 0.00414299-0.0102284j 0.00905497-0.010811j 0.0351691-0.00100764j 0.00256489+0.0241484j 0.0662885-0.0271869j 0.00383636-0.0228029j -0.00173318-0.0221127j 0.0103585-0.0561271j 0.0117867+0.0250104j 0.0335846-0.0280683j -0.0187391+0.0284142j 0.00381882-0.00400823j -0.0141835-0.0116869j 0.0153065-0.00649525j -0.00833599+0.00473946j -0.0218915-0.0252148j -0.0249221-0.00922408j -0.0329493-0.0297587j 0.00260506+0.0183607j 0.0622679+0.0251193j 0.0117356-0.0202714j -0.022752-0.0276142j 0.0247488-0.0309628j -0.10635-0.126009j -0.299237-0.13048j -0.0722525-0.101378j -0.0445761-0.459294j -0.139226+0.199438j 0.0766675+0.0184381j 0.0161464+0.0560635j 0.0242018+0.0171749j 0.0761177-0.0364951j 0.0062277+0.0223341j -0.038508-0.0164608j 0.0101701+0.00816839j -0.015062+0.0272052j 0.0121274-0.0055426j -0.0102487-0.00135033j 0.00310772-5.9279e-05j -0.00493132+0.00175332j 0.0211508+0.0143853j -0.0284804-0.0106692j -0.0209929+0.0126328j 0.00152418-0.00480828j 0.0119394+0.00669526j -0.0095107-0.000528326j 0.0162525+0.0344823j -0.00991867+0.0193017j -0.0213072+0.0185715j 0.0209445+0.0157424j 0.0127062+0.0252483j 0.0170558-0.00403809j 0.0111546-0.0107889j 0.00457454+0.0318048j 0.00669488-2.26785e-05j -0.0394138+0.00517107j 0.0200467+0.0127268j -0.0223482+0.00516505j -0.000256621-0.00761514j 0.00438604+0.000529068j -0.0138598+0.0181508j 0.00928568+0.025006j 0.0350482-0.019629j -0.0125795-0.00189325j -0.0228842+0.0142698j 0.00101366-0.0378897j -0.00834286+0.0494914j 0.00851167-0.000265502j -0.0436785-0.0388954j -0.0268393+0.00195817j 0.0381579+0.0232548j 0.00695166+0.0161468j -0.00981742-0.026446j 0.00779435+0.00544006j 0.0311532-0.00457259j 0.00108018+0.0174931j -0.0101864-0.00427099j 0.0229264-0.012132j 0.00495521-0.0172141j -0.0117812+0.0201452j -0.00258037-0.00366322j -0.000483487+0.0110262j -0.00164944-0.000133739j -0.0156105-0.00564392j 0.00313612-0.00192415j -0.00562374-0.00246935j -0.00196889+0.00962661j 0.00141967-0.000898731j -0.00430003+0.0014127j -0.00474623-0.00172519j -0.00897918+0.0085535j -0.0020369+0.00461424j 0.00423272-3.10505e-05j 
-0.022243+0.00997006j 0.00841964+0.00384079j -0.0200766+0.010681j 0.00892405+0.0117426j -0.0406049+0.0172575j -0.0380368+0.0161177j -0.0193969+0.0339199j -0.0258003-0.017143j -0.0114219-0.0294299j -0.0240893-0.0115783j 0.0093783+0.00610675j -0.0213616+0.0334111j -0.0114959+0.00978873j 0.0297233-0.00888734j 0.0055524-0.0123708j -0.0392983-0.0119248j 0.00707337-0.00205561j 0.0489944+0.01138j -0.00221894+0.00465414j -0.025621-0.00416704j 0.0406998+0.0251477j -0.059057-0.0580124j -0.0532819-0.0322783j 0.0105401+0.0171813j -0.033149+0.00286249j -0.108302-0.0039637j 0.245659+0.198507j -0.0871226+0.0607676j 0.219209-0.0609088j 0.062912+0.502891j -0.0358762-0.0313524j -0.0324259-0.0105162j 0.0305686+0.0147333j 0.00665881-0.0142006j 0.0490593-0.0117043j -0.00509727+0.0116953j 0.0622632-0.0134775j 0.026387+0.0089295j -0.0273795-0.0166233j 0.0175586-0.00383181j 0.012657-0.00113609j -0.0123719+0.00466805j -0.0292185+0.000826296j -0.00578716+0.00199167j 0.0207379+0.0112902j -0.0232015-0.00824869j 0.000256623-0.0116474j -0.00383019+0.00869388j 0.00812229+0.00466502j 0.0131619+0.00116593j 0.0223936+0.00824679j -0.0187556+0.00643521j -0.0113716+0.00646055j -0.0125341-0.0175846j -0.0183848+0.0108781j 0.00930302+0.0108869j 0.0147188+0.000667332j 0.0550326-0.0157959j -0.0266432-0.00650131j 0.00277703+0.00710285j -0.0053313-0.00504539j 0.00757442-0.0282722j 0.00134863+0.0127207j -0.00454296-0.0330274j -0.0161962+0.00797404j 0.0163524+0.0108347j 0.014076+0.0220305j -0.000171839+0.0127603j 0.0270945-0.0270559j 0.00424175-0.0247742j 0.0115896+0.00385256j 0.00763393-0.000933815j 0.0358231+0.0335705j -0.0341539-0.0186432j -0.0148894+0.0126656j 0.0142575+0.0157609j 0.00910707+0.010615j 0.0113335+0.0181261j 0.0189509+0.00883309j 0.0206462-0.00941877j 0.00806955-0.0275576j -0.00564999+0.0121544j 0.00271862+0.0161659j -0.00991208-0.00428178j 0.00498863-0.0023478j 0.0012613-0.000262679j 0.0136813+0.00628649j 0.00213129+0.00575079j -0.000830699-0.00177474j 0.00398551-3.22381e-05j 0.00132579+0.00150939j 0.00800185+0.00243443j -0.00131388+0.00753252j 0.0100622-0.00180468j 0.00300557-0.00601976j 
-0.00117972+0.025176j 0.00919979+0.00352633j -0.0185168+0.0150783j -0.00294372-0.018205j -0.0151427+0.0109609j -0.00282114+0.0583051j -0.0121689-0.0458567j -0.00372447-0.0029026j 0.0199779+0.0679359j 0.00440926+0.012131j 0.00868191-0.00548394j -0.00651728+0.00753707j 0.00446003+0.000814863j -0.00800985+0.00458498j 0.00830343+0.0117473j 0.000520774-0.0154586j -0.0104432+0.00480925j 0.0217667+0.0306019j 0.00939175-0.00949915j 0.00373254-0.043824j -0.000381867+0.0432569j -0.0257347-0.0258566j -0.0435962-0.0606844j -0.0402355-0.0469156j 0.0785055+0.0565405j -0.00781959-0.245043j 0.0554686+0.0722308j 0.332948-0.472796j 0.121778+0.0338044j -0.0125084+0.00253011j -0.0121619-0.0278036j -0.0112421-0.0518308j 0.000461433+0.0388846j -0.00633261+0.0501301j -0.00989079+0.0579312j 0.030741-0.0517891j -0.0123679+0.0422231j -0.00750125+0.0319588j -0.00760092-0.0354337j 0.00809572+0.0105758j 0.00208055+0.0218874j -0.00414124-0.0138875j -0.0174562-0.0111108j 0.00418978-0.0329395j 0.0134252-0.000997909j -0.00673369-0.0112753j 0.00244028+0.0137563j -0.000661026-0.0105612j 0.00783759+0.0218475j 0.00466337+0.00964618j 0.0189347-0.00441779j 0.00313022+0.00336639j 0.0134878-0.00337857j -0.00489004+0.00513529j -0.000430445+0.00880402j -0.0191999+0.0103068j 0.0124072+0.0266547j 0.0186935+0.0234637j -0.0155377-0.00731732j 0.00240625-0.00995267j -0.00716639+0.0395745j 0.00892737+0.0308677j -0.018848-0.0161702j -0.00149484-0.0261602j -0.00333335+0.00644891j -0.0284317+0.0271456j -0.0472613-0.0323215j 0.000991537+0.0116369j 0.0129263-0.0166844j 0.0138874+0.0469977j -0.00783322-0.0272013j -0.04742-0.00204697j -0.015585-0.0202193j -0.0012966+0.00533872j 0.0194353+0.00597725j 0.023296+0.00709375j -0.0148303+0.0120346j -0.0317915+0.00947388j 0.00145864-0.00446878j -0.00774266+0.00367708j 0.00258658+0.0060222j -0.0180117-0.010252j -0.000154687-0.00163394j -0.00832974-0.00291619j 0.00304551+0.00124557j 0.00245185-0.000734595j 0.00627384+0.0112453j -0.000118674+0.00689353j -0.000926895+0.00449992j -0.00821272-0.00278706j 0.00325042+0.00161529j 0.00337233+0.00580996j 0.00117486-0.00593366j -0.00539646+0.012183j -0.00490307+0.0142113j 
