0.0411317+0.0251027j -0.131929-0.101133j -0.013278-0.144901j 0.00313192-0.0249453j 0.0326885-0.0434738j -0.0268502-0.0631858j -0.0101702+0.0421325j -0.00974053+0.0274085j 0.0105462-0.0417409j 0.0484277-0.0246861j -0.0198121-0.036742j -0.0293529+0.0294656j -0.00965628-0.000660802j -0.000196533-0.0356042j 0.00194382-0.00997387j -0.0107922+0.0398079j -0.0519362+0.00371424j 0.0427755+0.00116329j 0.0460934+0.029236j -0.00464696-0.0340984j 0.0652838-0.0125061j 0.0292073-0.0456121j -0.0505745-0.0234117j -0.00657816-0.0154972j -0.147487+0.00534165j 0.0866818+0.23383j 0.162903-0.081387j 0.11198-0.0107521j -0.112456+0.0144513j -0.0204583-0.0867582j -0.0368719-0.0665807j 0.0208454+0.0445473j 0.0404707-0.0358519j -0.0396729-0.0157203j 0.0148121+0.0516943j 0.0322788-0.0112605j -0.00265704-0.0311394j 0.0154485+0.0173933j -0.0126641+0.017468j 0.00700772+0.0151947j -0.0236792-0.0284254j -0.00094474-0.00556599j 0.0179226-0.00494774j -0.0277118-0.00880621j 0.0190825+0.0107876j 0.00130408-0.0176745j 0.012799+0.00216772j -0.0127103+0.0034494j 0.0055523-0.00179635j 0.00339971+0.0248591j 0.00095174+0.013879j 0.0214051+0.00174232j 0.0172116+0.0183994j -0.0260795-0.027722j -0.0295465-0.00891877j -0.0210773+0.0024899j -0.00457504+0.00197628j -0.0335252-0.0329052j 0.0338275+0.0409858j 0.0212839+0.0120412j 0.00964816+0.013754j 0.0398819-0.0128901j -0.0126079-0.0559533j 0.0413284-0.0727516j -0.10282-0.026962j 0.308146+0.0611051j 0.00574197-0.250762j -0.00051866+0.00326267j -0.13773+0.129192j 
-0.0160445-0.0163393j 0.00918723-0.0151921j 0.0172965+0.00269151j 0.0104343-0.0159505j 0.0214505-0.0172632j -0.0182715-0.00522193j 0.0070598-0.00612679j 0.00020758+0.00748929j 0.00303185-0.0104629j 0.00820933-0.00176214j 0.0103264+0.0107107j -0.0211777+0.0103085j 0.0045347-0.0019263j 0.0110609-0.00156648j -0.0025707-0.000178607j 0.0191336+0.00598193j -0.0130121-0.00705938j 0.0550963+0.0107183j 0.0144128+0.0153368j 0.0113855+0.0206629j -0.0162019+0.0336978j -0.00138101+0.0135931j -0.00953663+0.0241995j -0.0033223+0.0143155j -0.00585272+0.00521031j -0.0189322-0.00675969j 0.000591346-0.0364063j 0.0240079-0.00111615j -0.0217151+0.0103097j -0.00457628-0.0034488j 0.0283383-0.0492903j 0.0893614-0.0329294j -0.00777625+0.0297467j 0.0662956+0.0299859j -0.0386085-0.0293487j 0.00283045-0.0252366j -0.00560959+0.0442934j 0.00497264+0.046969j 0.0297679+0.0315136j -0.0420548+0.022124j 0.086156-0.0300032j 0.0674149-0.010577j -0.0522914-0.0416544j 0.0335428-0.0801474j -0.0101234-0.0170026j -0.00268524-0.014098j -0.0641544-0.0066478j 0.105501+0.0553856j -0.00610485+0.0681999j 0.062039-0.0335734j -0.0318495+0.0147811j 0.0101706+0.113069j 0.121646-0.0548588j -0.0497076-0.176506j 0.0501465+0.123096j 0.0184542-0.0804419j 0.255108-0.100362j 0.124188+0.191826j 0.0461349+0.0874129j 0.0830763+0.0277058j 0.117747+0.144241j 0.0502262-0.107652j -0.168038+0.030414j -0.118382-0.126229j 0.138783-0.120244j -0.0649483+0.104209j -0.0348555-0.139023j 0.00535218-0.0107398j 0.04958-0.0410157j 
-0.00697651+0.0184291j -0.0162802+0.0181681j -0.0156521+0.0132456j 0.0110586+0.00238967j 0.0111339+0.00695225j 0.0179083-0.00812486j -0.0224664+0.0271951j -0.00547362-0.00769757j 0.0210038-0.0137798j 0.0183375-0.00266332j -0.0143871+0.0133714j -0.0030781-0.00646469j -0.000851802+0.0151006j -0.010558-0.0163952j 0.00856479+0.0204619j -0.00352642+0.00582798j -0.0248499-0.00171822j -0.00595572+0.00497403j 0.00159023-0.0207609j 0.0142791+0.0241903j 0.0142702+0.00825444j 0.0161393+0.0233177j 0.0201136+0.0334114j -0.0373116-0.0137929j 0.0188074-0.0139991j 0.0203275-0.00502574j -0.00716282+0.00694209j 0.000899252+0.0285329j -0.0175191+0.00966941j 0.00992954+0.0156632j -0.0127045+0.0175289j -0.0211839-0.0354773j -0.00337844-0.0164704j -0.0164757-0.0267925j 0.0383662+0.0282541j -0.0811364+0.0933141j 0.0482277-0.0015958j -0.0454336-0.0426605j -0.0176385-0.0100583j -0.0200391+0.0441152j 0.00796313+0.000151969j -0.0784956-0.003713j 0.0403224-0.00346813j 0.0566039+0.0512154j -0.0318151+0.0179728j 0.0301614-0.0297692j -0.0137487+0.0576619j -0.00186099-0.0553701j 0.086644+0.00568214j -0.10193-0.0366762j -0.0963014-0.0654444j 0.0638164+0.137176j 0.0126868-0.118245j -0.0255794-0.0349615j -0.22159-0.0154855j -0.0178373-0.213174j 0.0539867+0.0579336j 0.0754707+0.0439627j 0.131297-0.108878j -0.0521627-0.0364332j -0.00695305+0.0534602j -0.15553-0.0106093j -0.0700831-0.16405j 0.191567-0.164619j -0.0445175+0.164241j -0.00888852+0.00880415j 0.00225442-0.0422088j 0.0522511-0.0468466j 0.00832979+0.0665116j 
-0.0098432-0.0367393j -0.00814652-0.0168804j -0.00785318+0.00175509j -0.00156422+0.00851191j 0.0105949-0.00124532j -0.0106532+0.00916357j -0.0185818-0.00312894j -0.02532+0.0146999j 0.0254825-0.00943448j 0.0334502+0.00402176j -0.00271639-0.00156147j 0.0132919+0.0196045j -0.0101504+0.0036874j 0.00520832-0.00168035j -0.00925687-0.0205468j -0.0111057+0.00544939j -0.00898238-0.00933538j 0.0175875+0.0355683j 0.00244971-0.0136j -0.00384144+0.0149877j 0.0167448+0.0223765j 0.0120537+0.0135257j -0.0286018+0.0137945j -0.00444573-0.029187j 0.0250892-0.0108562j -0.0206505-0.0119043j -0.00539186-0.0185583j 0.012058-0.0162116j 0.0168801+0.000108599j -0.013778-0.00559846j 0.0155132-0.0229258j 0.0198113-0.000603897j -0.0078308-0.00251515j 0.0624949+0.0176802j 0.0963963-0.00090513j 0.0138295-0.0442675j 0.0763431+0.0377381j 0.0219848-0.00540852j -0.00643153+0.0381592j 0.0234095-0.0144672j 0.0527023-0.0280396j 0.00270741-0.049163j -0.000269548+0.0342177j 0.0523571+0.0547332j -0.0678396-0.00416699j -0.051184-0.0170933j 0.0239561-0.0265735j 0.0279013-0.045882j -0.059683+0.0374894j -0.00489944+0.108503j -0.0138532-0.131336j -0.00543518+0.113784j -0.00361128+0.093602j -0.0830574-0.00648671j 0.00992931+0.0549016j 0.0245786+0.0559613j 0.0253286+0.00693085j -0.0185847+0.0324849j 0.0433699+0.148218j 0.050653+0.143576j 0.128098-0.0407186j 0.166336-0.0359031j 0.271966-0.139885j 0.117271+0.206629j -0.111498+0.141216j 0.0410048+0.0267615j -0.104162-0.0446461j -0.00331947+0.0459317j -0.011189+0.0101588j 
0.00636997+0.00981223j -0.000398887+0.0193816j -0.0112128+0.0114986j 0.0131277-0.00491082j 0.0122391-0.0121146j 0.0102944+0.00876378j -0.0176599+0.0171188j -0.00453667+0.00973344j 0.00280064-0.000912287j 0.019452-0.0125631j 0.0149106-0.0137912j 0.00421975-0.00574325j -0.0218803-0.00115701j -0.02576-0.00297983j 0.0347103-0.0120861j -0.00309077-0.00281225j -0.0207571+0.00617319j -0.0333363-0.0195365j -0.0121154-0.0309578j 0.0205283-0.0513833j 0.0261605+0.0259751j 0.00755943-0.013494j 0.0334469+0.0160711j 0.00538604+0.00875674j 0.0199528-0.00478738j -0.0119475-0.000171969j -0.00768834-0.00986388j -0.00297001+0.0199379j -0.0177487-0.00188743j -0.00323643-0.00480499j -0.012901+0.0177953j -0.0250845-0.0341189j -0.0104209-0.00611716j -0.00559898-0.0261569j 0.00386929-0.0158512j -0.0230811+0.0229348j 0.00897777-0.0167639j 0.0829206+0.0140143j 0.0387607+0.00614368j 0.0841454-0.0544004j 0.0042345-0.0428744j -0.0252781-0.0490854j -0.00851885-0.0341127j 0.0592074+0.073451j -0.0730325+0.0302476j 0.189536+0.0648749j 0.0158835+0.173826j -0.0809144-0.0840374j 0.0155242-0.0247881j -0.111227+0.00726078j -0.177029+0.107539j -0.0872276+0.0886161j -0.0934521-0.080986j -0.200905-0.167937j -0.039207+0.137119j -0.108077+0.0715829j 0.221314-0.0545093j 0.128109+0.0236914j -0.120682+0.00374687j 0.0365111+0.0745332j 0.20404-0.0056971j -0.00152339+0.027313j 0.0153196+0.0426376j 0.026827+0.0443424j -0.0686635-0.0145883j -0.0463455-0.076308j 0.0340734+0.00770208j 0.00547158+0.0121988j 0.000990488+0.0220435j 
-0.042128-0.0447907j -0.0133615+0.0422368j -0.0111308+0.0543687j -0.0116499-0.0187959j -0.00660986+0.00531121j -0.00066973-0.0146455j 0.000592644+0.0280477j 0.0309328-0.0386024j -0.00812722-0.0407714j -0.0128902+0.00112684j -0.00679223+0.00244113j 0.0120612+0.00882055j 0.00650471+0.0191375j -0.00198883+0.0216022j -0.0129822-0.0192207j 0.0018718-0.00193033j -0.0100347-0.0022182j -0.0338997-0.00576872j 0.00834093+0.0030894j -0.00851113+0.00269321j 0.0388114-0.00161518j 0.0334925-0.00169245j 0.0296972+0.00151338j -0.0139816+0.0222972j -0.00659689-0.00292019j 0.00331248-0.0100086j -0.000926544-0.00466759j -0.0263926+0.0152114j -0.0134319-0.0296177j -0.000738637-0.0391689j 0.00326466-0.00235382j 0.071649-0.0674309j -0.00793174+0.0388901j 0.00521725+0.0475498j 0.0573171-0.0682546j -0.0435508+0.0388502j -0.0474728+0.0395204j -0.108939-0.00648209j -0.023248-0.00814631j 0.0171466-0.0457653j 0.027358-0.0370292j 0.0184144+0.0327024j -0.0493018+0.0746224j 0.0875206-0.053777j -0.0476157+0.00792394j -0.0518766-0.0314784j 0.00226019+0.0028413j -0.101229-0.0214458j -0.150923-0.0281577j -0.0876665-0.00675092j 0.00938126-0.0028626j 0.0080437+0.025313j -0.0845804+0.200593j -0.0706494+0.0606224j -0.0326223+0.12289j 0.0288335-0.0134076j -0.112806-0.0112279j 0.11095+0.0130347j 0.0207141+0.0574328j 0.00473955+0.0480058j 0.0221912+0.00485868j -0.0475755-0.0480486j -0.0604465-0.223972j 0.135468-0.10668j -0.0857404+0.139589j 0.0506906+0.101917j 0.056318-0.102614j 0.108491-0.0228085j -0.00820517+0.0824899j 
-0.019714+0.000882016j 0.00640029+0.00964671j -0.00634275-0.00844891j 0.0149723-0.0484278j -0.0167677-0.0155943j -0.0284975+0.0294167j 0.00368929+0.00633003j 0.0303698+0.0176521j 0.0271129-0.0111587j -0.0137411-0.010827j 0.0488745-0.00119366j 0.00977924-0.00652128j 0.0157643+0.0219521j 0.00656761+0.00774658j 0.000409983-0.0115196j -0.0071674-0.00619282j -0.00954853-0.00160394j 0.0281459-0.0302748j -0.0201685+0.00942253j 0.0129776+0.00855527j -0.00574347+0.0242351j 0.0229283+0.0208001j 4.76983e-05+8.55429e-05j -0.0264696+0.00490218j 0.00869293-0.0163174j 0.0025492+0.00714612j -0.00847957+0.00804902j -0.00460716+0.0108217j -0.0244107+0.00077911j -0.0213407+0.00801933j 0.0114649+0.00882353j 0.038083+0.0363185j -0.0257606+0.0768711j -0.00513906+0.0359713j 0.047913-0.0560947j 0.0543754-0.0671942j -0.141183+0.0154919j -0.0453706+0.0121574j -0.0516791+0.0456482j 0.0632718-0.0329338j 0.12707+0.0558308j 0.116208+0.00651448j 0.0583991+0.0309153j 0.137393+0.0591581j -0.0715355+0.098743j -0.0136094+0.0809132j 0.0431768+0.178162j -0.107639-0.0587376j 0.151614-0.019279j 0.0866112-0.0553908j 0.0445016+0.163391j 0.0247171-0.00643191j 0.110217+0.0483633j 0.10528-0.0636468j -0.0734514-0.0438356j -0.0615843+0.0719669j -0.110379-0.107067j 0.0505784-0.098554j -0.00685441-0.179282j -0.0764695-0.0649515j 0.0432603-0.139496j -0.0640098+0.00547294j 0.124559+0.00615292j -0.0741452+0.145666j 0.0591952+0.0471734j 0.106578+0.099017j -0.00722606-0.00119446j 0.0527927-0.0246151j 0.02025-0.0534381j 
0.0185791+0.00130644j -0.00518918+0.0286959j -0.0222476+0.0454081j -0.00699884+0.0200275j 0.0364778-0.00610235j 0.0077448+0.0082127j -0.00868713+0.0156819j -0.0159845+0.00373897j 0.000247613-0.0189832j -0.000683837+0.00139131j -0.000911012-0.0173185j -0.0202687-0.000469813j 0.0288925-0.00106323j 0.010117+0.016414j -0.00748479-0.00342183j 0.00970619+0.00487072j -0.0190755-0.00617137j 0.0296843+0.0294621j 0.0168778-0.00828393j -0.00191313+0.013759j -0.0252411+0.0106276j 0.0189214-0.004059j 0.0143041+0.0129959j -0.00928865+0.0326825j -0.000379695-0.0121669j 0.00459253-0.00122716j -0.00679139-0.0160725j 0.00023154+0.0253239j -0.0036659-0.0013445j 0.0183836-0.0337603j -0.0155568+0.041261j 0.0464387-0.0861532j -0.0184635-0.0274939j 0.0859403-0.0297236j -0.0367596-0.0711486j -0.0653805+0.0390689j 0.028041+0.0334098j 0.124395-0.0222749j -0.00110302-0.0250061j 0.0651028+0.0275078j 0.0269922+0.0571877j 0.00310979+0.0515805j 0.01489-0.024835j 0.0727256-0.0664436j 0.0218377-0.0254701j 0.039267+0.0764236j -0.0124564-0.0709334j 0.0151847+0.189348j 0.0336836+0.0297201j -0.0888428-0.00346306j -0.0123892-0.190989j -0.00499354+0.0204265j -0.118632+0.0899524j 0.0657758-0.102697j -0.0377016+0.200072j 0.00766972+0.104786j -0.0323223+0.0218559j 0.00614743-0.00935473j -0.0603227-0.10571j -0.0733596-0.0617236j 0.038766-0.0170072j 0.0185986-0.0347377j 0.00810217+0.0405276j -0.0910693+0.165803j -0.131646+0.0111141j -0.139142+0.0485102j 0.0316586-0.0874814j 0.0255977-0.0520724j -0.0391412+0.0927021j 
0.00523928-0.0148271j -0.0124858+0.0161163j -0.0190219+0.0332963j -0.00735359+0.0270877j -0.00672762+0.017196j -0.00191245+0.0324727j 0.000569744-0.00602781j 0.0104324-0.0131923j 0.00734943-0.0156814j -0.00287363-0.00621849j 0.0180962-0.0080548j -0.014608+0.0117721j 0.00572981+0.0116264j 0.0056235+0.00731484j -0.0236131-0.0212062j 0.00361298-0.0067362j -0.0209878+0.0187328j -0.009223+0.0252774j -0.0200213+0.0173393j -0.040299-0.00116015j 0.0143913+0.0113369j 0.00508461+0.000506752j -0.0190572+0.0109636j -0.0134613-0.00642181j 0.00452587-0.00564547j -0.0175837-0.00165614j 0.00181276-0.00743396j -0.0204682+0.00804178j 0.013973-0.00707068j 0.0227468-0.0124958j -0.0184535+0.00892223j 0.0179266-0.0423649j 0.00934388-0.124018j 0.0309869+0.0256257j -0.00413105-0.040031j -0.0324986+0.0132325j 0.01881+0.0868237j 0.0352701-0.0611574j 0.00673913-0.0636212j 0.0208944+0.0318262j -0.0655154-0.0948708j 0.117407+0.00956644j 0.0290598-0.098644j 0.0643437+0.0287369j -0.0921196+0.0265776j -0.0402605-0.0388895j 0.0688037+0.154429j -0.2433+0.190877j 0.0142739-0.276641j -0.0762469-0.110858j 0.106782+0.0551201j -0.0444098-0.0186389j 0.0541865+0.100447j 0.0351266+0.0166347j 0.0370192-0.0449901j -0.10576-0.103206j -0.080626-0.136841j -0.0491435-0.0662065j -0.0827571+0.0623823j 0.138512+0.057167j 0.0684417+0.0025951j -0.0139405-0.0809746j -0.000726491+0.0924861j -0.0251273-0.0887063j 0.0314143+0.0293661j -0.0856819+0.0614107j -0.109412-0.0393153j -0.00311344-0.0510159j -0.0441022+0.0467768j 
0.00419045-0.0175216j 0.0137357+0.0141975j -0.0425567-0.015768j -0.0203071+0.0186182j 0.0126278+0.0310367j 0.0233141-0.0073089j -0.021451-0.00865112j 0.00425473+0.0130302j -0.0193805+0.00672913j -0.00299647+0.0240628j 0.000163207+0.00959064j -0.00680098-0.0243421j 0.00900837-0.00214864j -0.00951814+0.00658028j 0.0118521+0.00376153j 0.00993769+0.0139029j -0.0192054+0.00510662j -0.0266321-0.00255559j -0.00463365-0.0064182j 0.0023773+0.00292109j -0.0223889-0.00492441j -0.00584931+0.0317005j -0.0162167-0.0179447j -0.00908273-0.0131571j -0.00361688-0.0104246j 0.00246787+0.00451638j -0.0175035+0.00624025j -0.0114789-0.00303391j 0.00506636-0.0158378j -0.00020811-0.0249634j 0.0178235+0.00254425j 0.0420054+0.0450665j 0.0337816-0.0106329j 0.0202976+0.0778673j 0.045268+0.0596682j -0.0151004-0.0699489j 0.0880713-0.0351047j -0.00811972-0.0221337j -0.0680218+0.0782546j 0.0371143+0.0343094j -0.0535303+0.0260817j -0.0555216+0.129778j -0.0379243-0.027531j -0.158576-0.00594621j 0.033006-0.0216177j 0.042338-0.149399j 0.0218352-0.0136176j 0.0471398+0.0201941j 0.0453116-0.120716j -0.124572+0.117946j -0.0444148+0.0600788j -0.000257285-0.023722j -0.0522778+0.0750868j -0.0660254-0.135548j 0.0523361+0.0610533j -0.0749134-0.087539j 0.0587258-0.0266681j -0.00308616+0.0845584j -0.128489-0.0731881j -0.154808+0.0972465j 0.0320135+0.114828j 0.134492+0.153726j -0.0691349+0.002774j 0.0775257-0.0293962j 0.0270662+0.0756919j 0.0837212+0.00787796j -0.0750957+0.015687j -0.0297025-0.00544964j 0.0174614+0.0276384j 
-0.0118809-0.0139433j 0.00911901-0.00780215j 0.0174896-0.00492564j -0.0120667+0.00207481j -0.00364684-0.00159608j 0.00801231-0.00778187j -0.00479248+0.000735518j -0.0236458-0.00762583j -0.0143486+0.0105697j -0.0112118-0.0175614j 0.00416294-0.0338436j -0.00178274-0.00382936j 0.0212026-0.00712664j -0.0111627-0.0308244j -0.0133131+0.0124828j -0.0059892-0.0238502j -0.0195687+0.0116149j -0.0121177-0.0133648j -0.0043687-0.00522256j 0.0037184+0.0161661j 0.0155758-0.00552685j 0.00152055-0.0204647j 0.000196761+0.00674362j 0.0111226-0.0282239j 0.00955175-0.00580754j 0.0115898+0.00104963j 0.00230252-0.00614942j 0.0155306-0.00665392j 0.0034348-0.00245722j -0.0158611-0.0387495j -0.0052159-0.00923806j -0.0167747+0.0245629j -0.00639916+0.0811939j -0.0390487-0.00996956j 0.0161774+0.0108315j 0.0192549-0.0392014j 0.00767307-0.0112757j -0.016728-0.0194542j 0.0236632-0.0555507j 0.0309056-0.0615183j -0.0549765+0.048054j 0.0443859+0.076099j -0.113507-0.229274j 0.0450175+0.000864639j 0.0731987+0.0716888j -0.0147087+0.183117j -0.018839-0.0930839j -0.015607+0.207634j -0.14099-0.000746935j -0.0210712+0.146271j -0.159337-0.0900433j -0.0665362-0.170453j -0.190362+0.0575097j -0.0891846+0.0205804j 0.0303086-0.0359797j -0.102635+0.0243261j -0.289728-0.0872978j 0.0976211+0.0147328j -0.0306789-0.0230518j -0.0825415-0.138941j -0.00117959-0.00551157j 0.0117454+0.085127j -0.102755-0.0475082j 0.0252177-0.0252067j 0.000538354-0.0334143j -0.0127032-0.0413339j 0.0921349-0.0368181j -0.0320292+0.0586037j 0.00312454+0.000524974j 
-0.0173278-0.0227219j -0.00374764-0.0220277j 0.0305036-0.00145601j -0.0013739+0.014716j -0.0246774+0.0151817j -0.0129836-0.0281716j 0.0278766-0.0201026j 0.0082902-0.00637724j -7.76953e-05-0.0147154j 0.0175801+0.0109716j 0.0107808-0.000300948j -0.0125546+0.0155029j 0.0228638-0.0234902j 0.00184742+0.0130417j 0.0082281+0.0188759j 0.0330364-0.00266984j -0.024035+0.0162978j -0.00694739+0.01456j 0.00449345-0.0199109j -0.00997011-0.0124974j -0.0271945-7.61914e-05j -0.00756548+0.0187065j 0.00377109-0.00252162j 0.0169934+0.0102768j -0.00768795+0.00470938j 0.00150254+0.000828136j 0.00541094+0.00163427j -0.0030244-0.021982j 0.0217857-0.00526816j -0.0078345-0.00856423j -0.0100421-0.033172j -0.0520128+0.0190525j 0.00666262-0.0257151j -0.0608414+0.00472663j 0.000756218+0.0299496j 0.0425435+0.00991311j 0.0219746-0.0364012j -0.0366868+0.0608758j 0.110129+0.0227081j 0.013264-0.0211302j 0.09118-0.124206j 0.0297083-0.0624234j -0.0147059-0.00310294j 0.0148257+0.0507951j 0.0980679+0.00325753j -0.0189032+0.0545089j 0.036808+0.0329571j 0.0874341+0.113111j 0.0637359+0.0765412j 0.0369847+0.138617j 0.0995666-0.0238511j -0.0339323+0.128531j 0.168339-0.2072j -0.212207-0.16884j -0.161566-0.0828361j -0.118475+0.0944616j 0.00271598-0.0899588j 0.150199+0.0520831j 0.048293+0.0312014j 0.00847809-0.0470207j 0.122062-0.0990338j -0.103012+0.0256833j 0.0211855-0.00786926j 0.0431867-0.0659748j -0.0487599-0.00399349j 0.0243835-0.0479054j 0.0148354-0.0308618j -0.0386153+0.0639539j -0.0254487-0.00739771j 
0.00206815-0.00179328j 0.0110532-0.000104799j -0.00398472-0.0154901j -0.0263439+0.00992865j -0.00948225+0.0169275j 0.0154843-0.023573j 0.000209118+0.00681233j -0.0218779+0.00817868j 0.0256014-0.0459622j -0.0156777+0.013489j -0.0144789+0.00105151j -0.0114543+0.00163516j 0.0235338+0.00755818j -0.0253101-0.0271824j -0.000181985+0.0147937j -0.0160965+0.0153597j -0.018897+8.69445e-05j -0.0157942+0.016755j -0.00426138-0.0248972j 0.0119849+0.0302945j 0.00750245+0.00241207j -0.000758899-0.0125421j 0.0097637-0.00333662j 0.00694829-0.00051469j -0.0159321+0.00553827j -0.00481433-0.000929056j -0.00719876+0.00215101j -0.0046091-0.0103095j 0.00779017+0.000515866j -0.00328924-0.00262489j 0.00672246-0.00111164j 0.0266899-0.00924969j 0.0557761-0.0590248j -0.0165054+0.0395792j -0.0297474+0.0286297j -0.0513483+0.0346693j 0.0838082-0.0197031j 0.0503298+0.176753j -0.0318173+0.0237633j -0.0915981+0.0910814j 0.072164-0.0535052j -0.102941-0.104914j -0.156375-0.032495j -0.00181131+0.00257522j 0.0977317+0.0982068j 0.0188855+0.0233103j -0.166237-0.131211j -0.116016-0.038875j 0.0419988+0.167652j 0.0423712+0.0953704j -0.073168-0.110054j 0.0666784-0.177132j -0.228087+0.113811j 0.0764681+0.0218841j -0.00918474-0.100918j -0.194761-0.169073j -0.0437908-0.100183j -0.211113-0.0470221j 0.108385-0.0424308j 0.105392-0.0256357j 0.139451+0.121316j 0.0385667-0.0540189j 0.106098-0.00174528j 0.0119061-0.0310571j -0.0540906+0.0169671j 0.0937881+0.00551707j -0.0364159+0.0368882j -0.0104684+0.00537007j -0.0196134+0.00711794j 
-0.00226313-0.0194756j -0.00868289+0.00948695j 0.00659597+0.0339678j 0.0168492-0.00584606j 0.00734887-0.0255841j -0.0180044+0.0433809j -0.0274448-0.00716921j 0.00158748-0.00832279j 0.0130711+0.00445392j -0.0166574-0.00265265j -0.0124396-0.01486j 0.000610647-0.0302435j -0.00626473-0.0190626j 0.0160927+0.0107373j -0.00851756-0.00912543j -0.00514093+0.0172216j -0.0103521-0.0100963j 0.00344462+0.0247666j 0.0227141-0.00345171j -0.00477119-0.00375711j 0.00177421+9.34167e-05j 0.0198402-0.0039011j 0.00307461-0.00410177j 0.0162861+0.00180396j 0.0123607+0.00998585j -0.0100493-0.00788783j 0.00401633-0.00737804j 0.00418434+0.010992j -0.0109647-0.00417792j -0.000662521-0.0219335j -0.00954807-0.0021712j 0.00630222-0.0257812j -0.0412502+0.0194841j 0.033831-0.0250036j 0.0259619-0.092951j 0.0073452-0.0829743j -0.0349802+0.0135019j -0.032701+0.0713507j 0.00918704-0.0419739j -0.00330861-0.167549j 0.134045+0.0979616j -0.0933326-0.0176405j 0.133151-0.151671j -0.0673656-0.00240546j -0.161605-0.0935554j -0.0324711+0.019693j 0.0936284-0.050371j -0.0781509+0.0853463j -0.0100745+0.178363j -0.00313319+0.105712j -0.0690904-0.0554249j 0.0617964+0.087646j 0.0578242+0.024978j 0.15399-0.0660476j -0.0180801+0.00948985j -0.0859276-0.146093j 0.124235-0.0454083j 0.165098-0.0846033j -0.0105974-0.150758j -0.0555877-0.0811155j -0.010347-0.013755j -0.0203822+0.00350062j -0.00517696-0.0735327j 0.0217649+0.102063j 0.0243679+0.0274341j -0.0470547-0.000348976j -0.000532392-0.0486481j 0.0173766+0.00295653j 0.00211124+0.0319888j 
-0.0184682-0.04711j 0.0189829+0.0373757j 0.000562768-0.00646772j -0.0461667+0.00196461j -0.0282948+0.0189953j 0.0401261+0.027306j -0.0079781+0.00467881j -0.0254387-0.00367394j -0.0326129-0.00204171j 0.0159007-0.0101282j -0.000895475+0.0178558j 0.0271273+0.0216492j -0.0143488+0.00328348j 0.010418-0.000273419j -0.00642583+0.0153878j 0.00340432-0.00235607j -0.00514046+0.0039866j -0.0144858-0.0136582j 0.0129178-0.00699439j 0.0041037-0.0113411j -0.00198283-0.0242604j -0.00349597+0.00268498j 0.0123858-0.00724444j -0.0100187+0.00773639j 0.0143468-0.0197862j 0.00887394-0.0101357j -0.00361964-0.00977239j -0.0136165+0.00215245j 0.00453307-0.0311503j -0.0210418-0.0752117j 0.00804658+0.0178169j -0.0356599+0.0254033j 0.0314342+0.0792369j -0.110686+0.0475621j 0.00608032-0.0532765j 0.0535775-0.0794527j 0.0704534-0.0624329j 0.107203-0.0746784j 0.0015942-0.0735884j 0.0430236+0.0997442j -0.0772595+0.0307875j -0.0495703-0.0892608j 0.0851659-0.0605353j 0.0926376+0.157153j -0.190692+0.0319776j -0.0969318+0.0436106j 0.0641101+0.025253j -0.0416995+0.00964396j -0.0222561+0.0285356j -0.012933+0.195834j -0.0598116+0.0466807j 0.00253919+0.0410206j 0.132451+0.0224383j 0.115368+0.0947156j 0.14205-0.098688j 0.00646737-0.00323084j 0.0622967-0.103674j 0.00486949+0.0157441j -0.0477046+0.131853j 0.0890488+0.00147083j -0.0107342+0.0428731j 0.090981+0.100922j -0.0600816-0.0663086j -0.0163013+0.0500184j -0.0971171-0.0599838j 0.0587502-0.0510338j 0.0459442+0.0128133j -0.0258114+0.0553524j -0.0276454+0.0872816j 
