0.0411317+0.0251027j -0.131929-0.101133j -0.013278-0.144901j 0.00313192-0.0249453j 0.0326885-0.0434738j -0.0268502-0.0631858j -0.0101702+0.0421325j -0.00974053+0.0274085j 0.0105462-0.0417409j 0.0484277-0.0246861j -0.0198121-0.036742j -0.0293529+0.0294656j -0.00965628-0.000660802j -0.000196533-0.0356042j 0.00194382-0.00997387j -0.0107922+0.0398079j -0.0519362+0.00371424j 0.0427755+0.00116329j 0.0460934+0.029236j -0.00464696-0.0340984j 0.0652838-0.0125061j 0.0292073-0.0456121j -0.0505745-0.0234117j -0.00657816-0.0154972j -0.147487+0.00534165j 0.0866818+0.23383j 0.162903-0.081387j 0.11198-0.0107521j -0.112456+0.0144513j -0.0204583-0.0867582j -0.0368719-0.0665807j 0.0208454+0.0445473j 0.0404707-0.0358519j -0.0396729-0.0157203j 0.0148121+0.0516943j 0.0322788-0.0112605j -0.00265704-0.0311394j 0.0154485+0.0173933j -0.0126641+0.017468j 0.00700772+0.0151947j -0.0236792-0.0284254j -0.00094474-0.00556599j 0.0179226-0.00494774j -0.0277118-0.00880621j 0.0190825+0.0107876j 0.00130408-0.0176745j 0.012799+0.00216772j -0.0127103+0.0034494j 0.0055523-0.00179635j 0.00339971+0.0248591j 0.00095174+0.013879j 0.0214051+0.00174232j 0.0172116+0.0183994j -0.0260795-0.027722j -0.0295465-0.00891877j -0.0210773+0.0024899j -0.00457504+0.00197628j -0.0335252-0.0329052j 0.0338275+0.0409858j 0.0212839+0.0120412j 0.00964816+0.013754j 0.0398819-0.0128901j -0.0126079-0.0559533j 0.0413284-0.0727516j -0.10282-0.026962j 0.308146+0.0611051j 0.00574197-0.250762j -0.00051866+0.00326267j -0.13773+0.129192j 
-0.0261984+0.0141173j 0.0510782-0.00200004j 0.0694528+0.014178j -0.0266197-0.0961911j 0.203249-0.0871792j -0.0335793+0.089229j -0.10278+0.124895j -0.0614156-0.0926357j -0.02304+0.145659j -0.0762393+0.128976j 0.0542948-0.0927186j -0.127715-0.190149j -0.254295+0.0954948j 0.00145683+0.0874053j -0.185214+0.0269414j 0.164779-0.0869552j 0.0379595+0.0247756j 0.0598105+0.0254559j 0.10127+0.159871j 0.10027-0.0148251j 0.0245391+0.0802096j 0.134804+0.0446434j -0.0130469-0.0946463j -0.0400441-0.0950973j 0.000180173+0.0187686j 0.0293815-0.104349j -0.0268047-0.0283611j -0.0342968+0.0164374j 0.0173084+0.0242251j 0.0215557-0.00253808j -0.00338725+0.00294883j 0.0069493+0.012426j 0.006246-0.0231414j -0.0510914+0.0155813j -0.0112965+0.0138326j 0.0244257-0.0251512j -0.00530099-0.0443233j -0.0429971+0.0170693j -0.0113951-0.0113147j 0.0203784-0.00206396j -0.0200323-0.0325468j 0.00942051+0.00134324j 0.00872539-0.00638766j 0.0126642+0.051679j 0.0179218+0.00486733j 0.0250589-0.00589672j 0.0132467+0.0197439j -0.0196886-0.00118414j 0.0113662+0.0185779j -0.00381622+0.0040781j -0.0104007+0.00781097j 0.00919782+0.00909342j 0.0160831-0.010405j -0.0046076+0.00272518j 0.00192204-0.00351623j -0.00403362+0.00884804j -0.014867+0.00777647j 0.00894402+0.00495651j -0.00881986+0.00126287j 0.00116821-0.00784486j -0.00342529+0.00689098j -0.00862241+0.0101271j 0.0060101+0.00184551j 0.00331154+0.00683845j -0.0067009+0.00883266j 0.00931268-0.00393616j 0.00505354+0.0148203j -0.0056213+0.013316j -0.00589923-0.00204446j 
-0.0347095+0.03041j 0.0393563+0.0530682j 0.00852382-0.059088j 0.0208964-0.00373241j 0.091772+0.227742j 0.275362-0.122933j 0.254194+0.2223j -0.0277705+0.0798699j -0.012453-0.138552j -0.0357563-0.0566896j 0.11399-0.091887j 0.11332+0.00719715j -0.160025+0.0508907j -0.0307187+0.270632j 0.0340835+0.0568082j 0.0847591-0.190553j -0.134907-0.0270313j -0.0322409-0.0677582j 0.0891649-0.0275728j 0.0859017-0.0124937j -0.0545756-0.0213313j -0.0125323+0.0164952j -0.0247822-0.0013948j -0.13441-0.00786126j -0.0698472+0.0393917j -0.011252-0.0222791j 0.0523009+0.0336094j -0.0217472-0.0376179j 0.00197632-0.0159732j 0.0235346+0.0186176j 0.010435-0.0295156j 0.00150965-0.00993172j 0.0145845+0.00755417j -0.018482-0.057174j 0.066877-0.00953781j -0.0217248-0.0430076j -0.00822414+0.0196393j 0.00416863+0.0051916j 0.0247158-0.0293459j 0.00534473+0.0226144j 0.00391255+0.0407102j 0.0141593+0.00135722j 0.0293915-0.0109535j 0.00058266-0.00617384j -0.0074979-0.00706053j 0.00497765-0.00813396j 0.0164578+0.00479675j 0.00675847-0.000244601j 0.00219872-0.00701958j 0.00800309+0.00542967j -0.00490352+0.00487126j 0.0023053+0.00112706j 0.00400914+0.0123833j 0.0140508-0.0106938j -0.000855168-0.0057072j 0.00822493+0.0143254j 0.000867921+0.00159297j 0.00289373-0.0160193j -0.00513994-0.00243146j 0.00306984-0.0184483j 0.00685767-0.00707673j 0.00412487+0.00903351j 0.00630369+0.00435144j -0.0069917+0.00432513j 0.00452053-0.00762171j -0.0102151+0.00312871j -0.00647617+0.0077901j 0.00713059+0.00177887j -0.00156411+0.00162287j 
-0.0249483-2.74257e-07j 0.0621188+0.0301548j -0.0968652-0.131103j -0.143159+0.145306j -0.144963-0.0693566j 0.125211+0.076051j -0.301456+0.0905121j -0.0552581+0.0712762j -0.135171-0.0112226j 0.0349416+0.0919634j -0.0739167-0.0111651j 0.267894-0.135278j 0.0645606+0.126636j -0.120076+0.12347j 0.148556+0.0220966j -0.038226+0.0801338j -0.0634067+0.0175117j 0.0593867+0.0972049j -0.0420897-0.00745474j -0.0574814+0.0484637j -0.0405799-0.0969405j -0.0436261+0.093685j -0.124269+0.0236793j 0.0814999+0.01766j -0.0670298+0.023081j -0.0123589-0.0224316j 0.0448878-0.0316397j 0.0110989-0.0342611j -0.0219529+0.0588371j 0.00450063-0.00391242j -0.0243966+0.0102212j -0.0324716-0.053288j -0.051482+0.0496677j 0.0265942+0.00182439j 0.0109782+0.00974297j 0.0680269-0.0230618j -0.0377738+0.00208463j -0.0356723-0.010807j 0.00441781+0.0121816j -0.0239098+0.0221052j 0.0374786-0.0163564j 0.0340319-0.0277627j 0.00764286+0.0186163j 0.0122465+0.00425481j -0.021667-0.0167114j 0.00345149+0.00200716j 0.00393937+0.00431586j 0.0101076-0.00569468j 0.0139906-0.00044267j 0.00912549-0.00468114j 0.0148278+0.0136715j 0.00907225+0.00181072j 0.00337243-0.00744369j -0.00454573-0.00805958j -0.017335-0.00801142j -0.00213696+0.000807385j -0.00381339-0.00916327j 0.00715015+0.00592052j 0.000163752-0.00150051j -0.00388647-0.000163067j 0.00150626-0.00549808j 0.0040158-0.00807088j 0.00563651-0.00466042j -0.0010342-0.00523493j 0.0115598+0.00513973j -0.0289488-0.000595276j 0.00918225+0.0248956j 0.00408298-0.00775837j 0.0154439-0.000493365j 
-0.0166978-0.0126534j -0.0683065+0.0467599j 0.0148196+0.049091j 0.0677513-0.0895349j -0.14849-0.00479292j -4.45656e-05+0.14955j -0.0783229-0.0197403j 0.0559928+0.204301j 0.166575+0.0233596j 0.0439332-0.0323966j 0.0685345+0.166343j -0.0104863-0.0381562j 0.194074+0.0754258j -0.0837003+0.0629648j 0.0558331+0.087039j -0.0748732-0.0356395j -0.0132288+0.0501135j -0.0497682-0.0363364j 0.0239196+0.0734494j 0.0343584-0.00931457j 0.0689451-0.00328891j 0.0106794-0.0623969j 0.0179685-0.00362066j 0.0197419-0.0345828j 0.0392903-0.0510556j -0.0315927-0.01072j -0.0243891+0.0884378j 0.0193425-0.0201408j 0.0203948-0.0391728j -0.0080764+0.047442j 0.0534592-0.0207641j 0.00766024+0.028855j 0.0267534-0.0289959j 0.0457451+0.00564297j -0.0112394+0.0257279j 0.0196982+0.0362663j 0.0266959+0.016683j 0.017485-0.00215643j -0.00722302-0.00729007j -0.0069428-0.00499396j -0.0892145-0.0165143j 0.0290995-0.00956114j 0.00672323-0.0314934j 0.0172814+0.0131858j -0.0229365+0.0199077j 0.0176672+0.00467886j -0.00446817+0.0225228j -0.00190604+0.0115877j -0.000785093-0.0205484j 0.00108295-0.00963983j 0.00396375+0.0115448j -0.00939738-0.0108064j -0.00752992+0.0110413j 0.00129262+0.00271956j 0.00433551-0.00915663j 0.0114361-0.00138057j -0.00239637+0.00192076j -0.000824684-0.00279435j 0.00355075-0.00438966j 0.00843978+0.00816288j -0.000852652+0.00724096j 0.00066717+0.00914895j -0.00842988-0.00146082j -0.00105845+0.000988246j -0.00178793+0.00237978j 0.0229332-0.00412927j 0.00338218-0.0187837j -0.0088237+0.00574187j -0.0160962-0.0117251j 
0.130975+0.0234767j 0.0877739-0.0571059j -0.0977722+0.0750045j 0.14232+0.157383j -0.0368472-0.0721007j -0.0359205-0.00599291j 0.0604383-0.0534315j 0.0230841+0.0728729j 0.0678027-0.242327j -0.134867-0.0504539j 0.0451748-0.169545j 0.142025+0.144132j -0.0471263-0.263231j -0.0914451-0.0402963j -0.00111991+0.00644489j -0.00963678-0.00403607j -0.0537807+0.103653j -0.0248823-0.00250952j 0.00830874-0.0472078j -0.0875009-0.0645571j -0.0403763+0.16495j -0.0372244-0.00913082j -0.0730286-0.0546669j -0.0239187-0.0602865j -0.00180017-0.0308439j -0.0848331-0.0929526j 0.0341089+0.0329571j -0.0390927-0.0191138j -0.0254114-0.00493366j -0.0561358-0.0194441j -0.0573538+0.0510555j -0.0375027+0.03469j 0.0469368+0.0571476j -0.00740082+0.019499j -0.00237999-0.00830996j -0.00291072+0.00734083j 0.0207992-0.0209392j 0.000353754-0.0219948j -0.00242925-0.0223101j -0.0505013+0.00973897j -0.00839789+0.0241004j 0.0161425+0.000212998j -0.0114561+0.00844432j -0.013822+0.00793763j 0.00717898+0.00982615j 0.00677422+0.00789879j 0.00314041+0.0241211j -0.0156387-0.0178545j -0.00816537+0.00198493j 0.00484703+0.0159916j 0.00704676-0.01231j -0.00462131-0.00454984j 0.00750828-0.00608845j -0.00655638-0.000116774j -0.00108353-0.0160748j -0.00360126-0.00465825j -0.00554329-0.00672152j -0.0100453+0.0172055j -0.00151475-0.00243383j -0.00352185-0.0118927j -0.0174201-0.00167888j -0.0105993+0.00952461j 0.000245182+0.0067955j 0.00313008-0.00463828j -0.00758184+0.00847858j 0.00607086-0.0234817j -0.0251479+0.00745115j -0.0180634-0.00617368j 0.0105788-0.00481708j 
0.123298-0.0803558j -0.0772164-0.0570848j -0.0255434-0.104493j 0.0588615+0.024987j 0.0538206+0.178986j 0.131951-0.034333j -0.059238+0.173366j -0.00504544-0.142477j -0.0184437+0.113894j 0.180737+0.10871j 0.0485796+0.183784j 0.0235609+0.00196999j 0.22528-0.107302j 0.0654194-0.163176j 0.0715165+0.0189495j 0.00351863+0.11307j 0.04446+0.117504j -0.124604-0.0338562j -0.0899084-0.00753299j -0.117296+0.0158373j -0.188492+0.00545962j -0.0359537+0.000597597j 0.0658614-0.028432j 0.0307594-0.0388044j 0.101284-0.019552j 0.0367712-0.0432839j -0.109301-0.0410951j -0.0218072+0.0172686j -0.0264347+0.0519157j -0.062192+0.00948109j -0.0146379+0.0229667j -0.00867846-0.0394194j 0.0209067+0.00181339j -0.0288979-0.0503871j 0.0359172-0.00536392j -0.00314317-0.0537839j -0.0184153-0.00933261j -0.0151676+0.00127619j 0.0605711-0.000333171j -0.00654856-0.0115251j -0.00344511+0.00310899j 0.00041748-0.00217803j 0.0131895-0.0287493j -0.000898936+0.000520165j 0.000870928+0.00689097j 0.00857751+0.0116349j -0.000385956+0.00721437j 0.0137465-0.0014854j -0.00490367+0.000168827j 0.00444059+0.0210364j -0.000569657+0.00379146j -0.00797575-0.0017422j 0.00415106+0.00535048j -0.0173758-3.42737e-05j -0.00847364+0.00660783j -0.00958225-0.00389599j -0.00245975-0.00541709j -0.0170407+0.0139796j -0.00857981-0.00636551j 0.0109313-0.00954694j -0.0177831-0.0202706j -0.00070463-0.0188829j -0.0137003+0.00177535j 0.00244215-0.00646481j -0.00451796-0.0181103j 0.00838786+0.0263828j -0.000215855-0.0133403j 0.00756919-0.0127178j -0.00277883+0.0132809j 
-0.0639162-0.0347767j -0.05305+0.137285j -0.0297089+0.131551j 0.29015+0.0624255j -0.0186941+0.11096j 0.0794296-0.0695379j -0.0670183-0.134836j 0.258688-0.150793j -0.196435+0.0295046j -0.0946289+0.0524457j -0.0380886+0.100737j -0.0945428-0.000440415j -0.074511+0.0442746j 0.0811388-0.0042645j 0.064515+0.119973j 0.0219097-0.0973431j -0.0384391+0.0106801j -0.0531583+0.000521624j -0.146603+0.0598381j 0.074189-0.0660429j 0.0159005-0.0909093j 0.0111951-0.0603578j -0.0902248-0.0627602j 0.0647674-0.0181953j 0.0880821-0.0553198j 0.00749095-0.0383203j -0.0529949+0.0617981j -0.00514097-0.0774227j 0.0146075+0.0200764j 0.00630925+0.071424j 0.0646514-0.0401466j 0.0118888+0.0622248j 0.103194+0.00807397j 0.00567416-0.0155779j 0.0104814-0.0472397j 0.0312355+0.0141705j 0.0362763-0.0529285j 0.00812852-0.00382141j -0.018243+0.0106996j 0.0172792-0.000773898j -0.00871991-0.0106199j -0.0177811-0.0169812j 0.00586974+0.00642836j -0.025469+0.021332j -0.00610747+0.000444193j 0.00375982-0.00469371j 0.00853484-0.00391306j 0.00630511+0.000967834j -0.00864764-0.00536807j -0.0119442+0.00158257j -0.000383803+0.00126048j -0.00525607-0.00383382j 0.000418969-0.00591698j 0.00125762-0.00636754j 0.0034927-0.0094648j 0.0103971+0.00853444j 1.93508e-05-0.0065981j -0.00753343+0.000302293j 0.00730546-0.0187632j 0.0159684+0.0100106j -0.00797102+0.00626273j 0.00689125+0.0100906j -0.0014071-0.00117772j -0.0132191+0.00234327j -0.00371216-0.00248632j 0.0101196+0.0015612j 0.000498034+0.00581157j -0.0111612+0.00208452j -0.0100742-0.0154679j 
0.118122-0.0657363j -0.0120808-0.0936173j 0.172273-0.113816j -0.0921342-0.0144842j 0.0103874-0.0334418j -0.0316201-0.0571374j 0.016246+0.15401j -0.0152552-0.152653j 0.0714695+0.0372718j -0.113755+0.11908j 0.00938196-0.0713353j 0.143951-0.0431878j -0.0899329-0.0307364j -0.117935-0.023269j -0.00569241-0.0883777j 0.0050286+0.0506561j 0.0679734-0.0352133j -0.144536-0.0634582j 0.074185-0.0553092j -0.0884216-0.097454j -0.000135151-0.0298704j 0.00921376-0.0611117j 0.0266804-0.00409077j -0.0745416-0.0207734j 0.00374517-0.00650306j 0.13064+0.0820186j -0.00316979-0.0527548j -0.054545-0.0388235j -0.0278418+0.0580453j -0.0940076+0.0162065j 0.0052509+0.0949169j 0.100569-0.0670799j -0.0442296-0.0345141j 0.0253473+0.0327716j -0.0332087-0.00536872j -0.0235464-0.0407947j 0.0416874+0.0143738j 0.0157761-0.0293028j 0.00190482+0.000372854j -0.00968285+0.0312724j -0.0144807+0.011362j -0.00902606+0.00501703j -0.0013765+0.0196557j -0.00855441-0.011237j -0.0123103-0.00981103j -0.00353332+0.00108891j 0.00181787+0.00890612j 0.00668822-0.0114633j 0.00130929-0.0120357j -0.012684-0.018756j -0.00759116-0.00528052j 0.00366353+0.00588925j 0.00331151-0.00815033j -0.00320521+0.000833778j 0.0076303+0.000328832j -0.00851693-0.0185459j 0.00484806+0.00144765j -0.0134242+0.00844937j -0.0100716+0.00565518j 0.00299396+0.00368337j -0.000362233-0.0066923j 0.0104607+0.00968223j -0.005455+0.0116304j -0.00244426-0.0149303j 0.0121008-0.00230516j -0.043867-0.00556173j -0.0121074+0.040389j 0.00358272-0.0260626j 0.0366319+0.000621732j 
-0.105094-0.0925892j -0.0711094+0.208362j 0.0186696-0.04974j -0.124209-0.00461534j 0.103725-0.172952j -0.010667-0.141539j 0.0103678-0.0570042j 0.174846-0.0138717j 0.067393+0.0443761j -0.0265032-0.0511114j 0.179965+0.0962006j -0.0400622-0.01401j 0.0882009+0.082704j 0.0668848-0.0337575j -0.0977482+0.00983033j 0.00815421-0.0100723j -0.0167909+0.00475937j -0.0268113+0.0500236j 0.00308975+0.00204964j 0.0371972-0.049942j 0.0272957-0.0783127j 0.0246956-0.0627419j -0.00757889-0.00107534j -0.0102327-0.0140908j 0.0428449-0.0775977j -0.0320742+0.0357883j 0.0109688+0.0709485j -0.0278626-0.100197j 0.00984962-0.0164437j 0.0896295+0.118455j 0.079328-0.111668j -0.0145619-0.019583j -0.0523329+0.0106363j -0.0181469+0.0547994j -0.00785202-0.0275602j 0.0532979-0.010905j 0.0220921+0.00473774j 0.0116425+0.00356771j -0.00338038-0.0194871j -0.00746842-0.0166627j -0.0026594-0.0154893j 0.0143477-0.0059523j -0.0229251-0.0288788j -0.00495033-0.014368j 0.0203384-0.00267122j 0.00471501+0.0120143j -0.0121768-0.00498325j 0.00519899+0.0150503j 0.00833675-0.00380313j 0.00442692-0.00681465j 0.00335779-0.0135722j -0.00749161-0.000121992j 0.00806023+0.000430328j 0.00826712-0.00584087j 0.0225009-0.00600915j 0.0125439-0.0037986j -0.00294724-0.00422616j 0.00350915-0.0055637j 0.000663789-0.00651723j 0.00842249+0.013021j 0.00084099+0.00807415j -0.0112734+0.00255935j 0.0065405+0.00757663j -0.0141284+0.00824898j -0.00343619+0.00166797j -9.58719e-07-0.0435441j -0.0348012-0.0318947j -0.0304559+0.0187279j -0.0149764-0.0172664j 
-0.052145-0.272965j -0.209522-0.0245388j -0.055791+0.0281361j -0.210213+0.00570434j -0.0488206+0.00548008j 0.0309477-0.128285j 0.0557135+0.173924j 0.103361-0.0733959j 0.0794495-0.0592149j 0.140363+0.0144016j -0.0192239+0.00321173j 0.0390762-0.129338j 0.0339085+0.0213278j 0.0464486-0.149295j 0.0360131+0.0463016j -0.0280166+0.0953905j 0.0332975-0.0229801j 0.145007+0.0112565j -0.0605596+0.0029117j -0.0114346-0.082563j 0.0511586+0.101544j -0.0126547-0.0672344j -0.105999-0.014227j 0.0849061-0.0667075j -0.161084-0.0414075j -0.00224134+0.107852j 0.116663-0.0169409j 0.0604758+0.0085532j 0.0367658+0.0596458j -0.0295413+0.185552j 0.177696+0.0919821j -0.0491412+0.0265371j -0.0474491+0.0341167j 0.00710183-0.0154545j -0.0449826-0.0292913j -0.00857708-0.0256229j 0.012071+0.000573552j 0.00258003+0.0110588j -0.0303725-0.00199055j -0.00392662-0.00978588j -0.0090677+0.0194913j 0.000721968-0.00180234j -0.0282067+0.0162662j 0.0176878+0.0111269j 0.00316264-0.0245327j -0.00193757-0.00932401j -0.0064991+0.0250929j 0.00378417-0.0141149j 0.00772703+0.014794j -0.0131141-0.00902704j 0.00167576-0.0131937j -0.0216465-0.000496065j -0.0159197-0.0222974j -0.00911043+0.00869088j 0.00885051-0.017866j 0.00507631-0.0126564j -0.00315928-0.000189326j 0.0165838+0.0157067j 0.0121861-0.0183716j -0.0055174-0.00424937j 0.00116727+0.00325068j -0.00290399+0.0239855j 0.00684453+0.0103603j -0.0166609+0.0127143j 0.0197923+0.0190936j -0.0381556-0.0407754j 0.00212807+0.0463239j -0.0315487-0.00377986j 0.0300173-0.0276006j 
0.118307-0.0266884j -0.10777-0.0917998j 0.259377+0.112378j 0.188702-0.102879j -0.112485-0.0016969j -0.0109776+0.174982j 0.00375572+0.0712421j 0.0663701+0.0768229j 0.17994+0.00279825j 0.0397841-0.0224016j -0.082286+0.107811j -0.186074+0.105037j 0.000318125-0.0286136j 0.0458352+0.00796629j -0.0140123-0.00578524j -0.0152062+0.0458589j 0.0327959-0.0380554j 0.0508471-0.0877499j -0.029424+0.0373878j -0.0109256+0.0582214j -0.0135631+0.0253691j 0.0342555+0.00400454j 0.0267993+0.0145557j -0.0376513+0.0620577j -0.0976903+0.0977267j 0.0392214-0.00860549j -0.00747837-0.00384542j 0.0131693-0.0107203j -0.0566169-0.00860361j -0.140404+0.0136058j 0.05817+0.10478j 0.0802189+0.0203712j 0.0529812-0.0191151j -0.0185441+0.0231436j 0.00668706+0.0231474j 0.0186575-0.0252296j -0.00694312-0.0179761j 0.0178223-0.00440945j -0.0161137+0.0198546j 0.0132668+0.00420407j -0.0241461+0.000383117j -0.01189-0.00333543j 0.016449+0.0261317j 0.0145475-0.00761388j -0.00156407+0.00344331j -0.0219537+0.000271103j 0.00896978+0.00408595j 0.00102761+0.00513353j 0.00219037-0.00187975j -0.0181698+0.0219838j 0.00180375-0.00430102j 0.00110309+0.00498193j -0.00748587+0.00378501j 0.00754751+0.00567661j -0.00587688-0.00685237j -0.00461814-0.00189288j 0.00898822+0.00126836j -0.00174422-0.00704529j -0.00234334-0.0135346j 1.97881e-07+3.43331e-05j 0.0149687-0.00577633j 0.019309+0.0186357j -0.00615896-0.00365699j 0.00808408+0.00881518j -0.00273043+0.00166858j 0.0216239-0.000191606j 0.0114664+0.00357385j 0.00109608-0.00331553j -0.00401675-0.00617219j 
0.0044333-0.0175897j -0.040695-0.071414j 0.0980243+0.120434j 0.128622-0.16639j -0.243585+0.32382j -0.184656-0.0324025j 0.297454-0.103403j -0.0552771-0.00427547j 0.0544329-0.0455438j -0.0492101+0.0205478j -0.0265909+0.0194987j -0.00170641+0.0263607j 0.00927649+0.0174951j -0.0418898-0.00239118j 0.00248857-0.00899437j 0.0179316-0.0149343j -0.0141767+0.0198264j 0.0206849+0.0518186j 0.0125469-0.0409564j -0.0375834-0.0304422j 0.0215296-0.00391176j -0.0637558+0.00882841j -0.0160531+0.00836204j 0.0319187-0.0584643j -2.15308e-05-0.0190988j 0.096178+0.00543747j -0.0429436-0.0555432j 0.0762341+0.0369214j -0.00694973-0.0235759j -0.0232535+0.00635271j 0.0127454+0.024452j 0.0592409+0.0356575j -0.00890618-0.0545772j 0.0531232-0.0273435j -0.0222126+0.00552208j -0.0312952-0.0217338j 0.0435298-0.00746617j -0.0109262+0.00156102j 0.00826029-0.00569835j 0.0113931+0.025189j 0.0210443-0.0046731j 0.00794276-0.00117472j -0.00261235-0.00462082j 0.00228885+0.00680909j -0.00649377-0.00725548j 0.00713109-0.00750646j -0.00248055+0.00128317j -0.00298382-0.00746408j 0.00136374-0.00212164j 0.0112908-0.00560401j -0.00454787+0.00726812j -0.00179896-0.000471292j -0.00422524-0.00608754j -0.00875015-4.77411e-05j 0.00333261-0.000548334j -0.0031606-0.000879752j -0.00272764+0.00188062j 0.00715764+0.00977205j 0.00553969+0.00972545j -0.00485417-0.0101189j -0.00475971-0.00429211j 0.0168112+0.00129418j -0.00237764-0.000254694j -0.0043706-0.0139697j 0.024013+0.00129184j -0.0330911+0.0584103j 0.0685419+0.0533024j 0.0253764-0.0242399j 0.0310726+0.00699738j 
0.0446904+0.0658732j 0.00316432-0.0444081j -0.0195984-0.0958298j -0.0808742+0.155109j 0.216688+0.194136j 0.110761+0.0604806j 0.0750667-0.0385028j -0.158021+0.0790837j 0.0316659-0.00312918j 0.0626497-0.0213259j -0.0623369-0.0246711j -0.0624453-0.0661967j -0.0559406+0.0216034j -0.0138336+0.0153056j 0.0644733-0.0135723j -0.0189919-0.00956971j -0.0197635-0.0586978j -0.0367886+0.0471033j -0.0335847-0.0243358j 0.00486523-0.0665259j -0.00468355+0.0395254j -0.0221527-0.0298291j 0.0447678+0.0119253j 0.0322517-0.00980741j 0.0321667+0.0781865j -0.0563185-0.102045j -0.0699103-0.000545246j 0.00269245-0.021058j -0.0802539-0.0274198j -0.00721435-0.0285617j -0.0266639+0.00576351j 0.0383985-0.0197969j -0.0357326+0.0443395j -0.0406488-0.0499203j 0.0369973+0.0104356j -0.0296771+0.0196276j -0.00721202-0.0385377j 0.0120338+0.0236223j 0.0100767-0.0107745j 0.0065902+0.00461618j -0.000713246-0.0382032j 0.00158596-0.017712j 0.00180358+0.00444053j 0.0064554+0.000151769j -0.00643923+0.00899453j -0.0108683-0.0136478j 0.00364904+0.00736968j -0.0094066+0.00120979j 0.00158769+0.0015794j 0.00185318-0.00311625j 0.0148006+0.0062449j 0.00424447-0.00112225j 0.00829034+0.00714706j -0.0139544+0.00151618j -0.01191+0.00260311j -0.00649491+0.00616594j -0.00116284+0.00128654j -0.00888805-0.00564073j 0.0195045+0.0122487j 0.00202594+0.00220916j 0.00572886+0.00650263j 0.0115984-0.0212735j -0.0150315-0.0211725j 0.0164823-0.00543973j -0.010819-0.0119625j 0.0885313+0.0564844j 0.0368635-0.0650865j 0.0261463-0.00910408j -0.029781+0.0200724j 
-0.0756569-0.102679j -0.0261472+0.0828236j 0.213973+0.11667j -0.215944+0.201802j 0.0522058-0.210048j 0.0331334-0.0398133j -0.0644637+0.0329754j 0.0865846-0.0768809j 0.0180856-0.0634478j -0.0737141+0.0225271j 0.0468992+0.0196121j 0.00678705+0.0245306j 0.0138817+0.0165022j -0.00668901+0.0306691j -0.0411187-0.00362722j 0.0271649-0.0174776j -0.00881968-0.0282556j -0.0356177-0.0622004j -0.0121097-0.00221443j -0.0351332+0.0368946j -0.0209172-0.00230512j -0.0178371+0.0178263j 0.013415+0.013285j -0.0248278-0.00767819j 0.00113846+0.0953238j 0.134617-0.101697j -0.0941582-0.0364302j -0.0842084-0.0812554j -0.143253-0.0282942j 0.00524674+0.0886333j -0.0132333-0.0292363j 0.0329333+0.106794j -0.0834523-0.00115954j -0.0145392+0.0725527j 0.0284624+0.0383941j 0.00445414-0.0197813j 0.0219946-0.00280403j 0.0164856-0.00434555j -0.00349872+0.0348295j 0.00176344-0.000237951j -0.0143678+0.0179321j 0.000219657+0.00350044j 0.00860784-0.0105911j -0.0181735+0.00425172j 0.0183479-0.0224169j 0.00766619-0.0084215j 0.00699676-0.00750383j -0.00659873+0.00331171j 0.00733475-0.0115805j 0.0175141-0.0134514j -0.00956122+0.010406j 0.00881625-0.00425512j 0.00380447-0.00775877j -0.0175185-0.00288636j -0.00394122-0.00608357j -0.0175623+0.00660331j -0.00688286+0.00968309j -0.00108022-0.00594999j 0.0196472-0.00459512j 0.0184897-0.0192857j 0.0110009-0.0284827j 0.0584002-0.00523048j -0.0157814-0.00847114j 0.0108334-0.0229213j 0.0308973-0.00524751j 0.0379986+0.135178j 0.166985+0.017198j 0.0735267-0.0495417j -0.00319312-0.00770877j 
