0.0139444-0.00723836j 0.00480034+0.0036391j 0.0111524-0.00676581j -0.0107344+0.000452979j -0.00118673+0.00368639j -0.00151223+0.00295414j 0.0104238-0.00155941j 0.00130363-0.00485463j -0.00342719-0.00169379j 0.00230522-0.00254368j -0.00209622+0.000381824j -0.0012402+0.00170612j -0.00571979+0.000709688j 0.0004381+0.000204096j 0.00265643-0.0023148j 0.00384505+0.00101563j 0.000360751-0.00214483j 0.00255152+0.000733317j 0.00196332-0.00307252j -0.00952113+0.00185718j 0.00826182-0.00387577j -0.00323588-0.00213076j 0.000565739-0.00106156j 0.00331342-0.00119804j -0.000599571-0.00273514j -0.00260072+0.000339855j -0.00360363+0.00469133j -0.00909904+0.00552249j 0.00220189-0.00309984j 0.0026872+0.00129227j 0.00312921-0.00274537j -0.00471753+0.000418565j -0.00260764+0.00156904j 0.00145071+0.00165547j -0.00821092+0.00218249j -0.00495211-3.32635e-05j 0.00309525-0.00217184j -0.00160188+0.000465292j 0.01317-0.0056286j -0.0103659+0.00261629j 0.00655411-0.00388128j -0.00470121+0.000661347j 0.005102-0.00148919j 0.00502644-0.00334555j -0.00916719+0.00183258j 0.00772375+0.00210957j 0.00344648+0.00512878j 0.00315159+0.00277595j 0.00265134+0.00355767j -0.0111525+0.00289964j -0.00644452+0.00184554j -0.00136665+0.0048268j -0.00819155-0.00109748j -0.00230454-0.000558214j 0.00467091-0.00564527j 0.00786826+0.00704281j -0.000615842-0.00704941j -0.00206261+0.00232304j -0.00600066-0.00334973j -0.00424286+0.00310002j -0.00678596-0.0106969j 0.000936068-0.00603569j 0.00745028-0.000684405j 0.00149699-0.00953471j -0.000109928-0.003484j 0.000374957+0.0046582j -0.00933288-0.0124932j 0.00922952-0.00289829j 0.00885745+0.0188458j 0.0154195+0.00329421j 
-0.000696518-0.000501124j 0.000497879+0.000775533j -0.00272319+0.00137228j -0.000153429-0.000872965j 0.00174282+0.00197853j -0.00280718+0.00255096j -0.000382774+0.000665473j -0.00305335+0.0025869j -0.0042473+0.00443986j -0.00130166-0.00284851j -0.00109145-0.00141267j -0.0012587+7.54437e-05j -0.00188604-0.000679094j 0.00400402+0.00139279j -0.00416516+0.00458229j -0.000722915-0.00240329j 0.00166576+0.00423951j 0.00564146+0.00459472j 0.00172093+0.00396103j 0.000573956+0.000158827j 0.00384931-0.000244227j 0.00248055-0.0052114j 0.000747223-0.00547092j -0.00169907-0.00192888j 0.0023779-0.00474661j -0.00121457+0.00244392j -0.00359888-0.0011437j 0.00482743-0.00594721j -0.00144636+0.00782445j -0.00574067-0.00236108j 0.00239271-0.00296345j -0.000817752+0.0025486j 0.00321928-0.00484187j 0.00739679-0.000207017j 0.00242398+0.00115933j 0.0122511+0.00256931j 0.00761858+0.000421959j -0.00268717+0.00710878j -0.00473812+0.00227224j -0.00455383-0.00499017j 0.0179228-0.00056595j -0.0104194-0.00567514j 0.00637485-0.00139793j -0.00678305-0.0069173j -0.00550347-0.00200098j -0.0184672-0.000832231j -0.000671338-0.00647128j -0.00329463+0.0032168j 0.0211361+0.00916374j 0.00675949+0.00945987j 0.00165324+0.00271398j -0.00574479+0.00638101j -0.0176157-0.00948126j 0.0115503+0.00613496j -0.00649977-0.0105541j -0.00191285-0.000810909j -0.00337997+0.0143282j 0.0063741-0.0020309j -0.000963448+0.00557923j -0.00553021+0.0123266j 0.0063254+0.00420152j 0.00211473+0.00411118j 0.00136135+0.00204128j -0.00483373+0.00247222j 0.0031346+0.00884717j 0.00463393-0.00604853j -0.000642396+0.000565196j 0.000193271+0.00200989j -0.000338548+0.00157076j 0.000314418+0.00240552j 
-0.000100613-0.000258684j -0.0023049-0.00159751j 0.00086039-0.00141683j -0.000355605+0.00242307j -0.000909645-0.000258866j 0.000792997-0.000180561j -0.00331137+0.00260987j -0.00233108+0.000989909j -0.000391934+0.000574183j -0.00158662-0.00326179j 0.000816574+0.00166174j -0.00403987-0.00260424j -0.00278206+0.000900373j -0.00103407+0.000179508j -0.0020921+0.00206751j -0.00220878+0.00471072j 0.000753704+0.00420671j -0.00404141+0.00138142j -0.00105701-0.000441362j -0.00136101+0.00256995j 0.00558706-0.00633057j -9.69624e-06-0.00556786j -0.000478624+0.00139007j -0.00276862+0.00730502j 9.68611e-05-0.00596887j -0.000448948-0.00494364j -0.000699268+0.00345052j -0.00292251-0.00545099j -0.00503307-0.00387549j 0.00212983-0.00347068j 0.0017775-0.00345068j 0.0027694-0.000669069j -0.00297173+0.00780536j -0.000245795-0.00724368j 0.00531146+0.00653809j 0.00581671+0.00345695j -0.00262785+0.00942571j 0.0194279-0.00888679j -0.00355895+0.00202879j -0.00385531-0.00328492j 0.00617238+0.0046431j -0.00418603+0.00279633j 0.0127579+0.00484786j 0.00830992-0.00821024j 0.00154215+0.00887965j 0.00688734-0.0108927j -0.0110416+0.00258941j -0.0106602+0.00509788j 0.00144689-0.00829733j 0.00913793+0.00110209j 0.00615204+0.00821598j 0.0144703-0.00927977j 0.00201846-0.0109924j 0.0148209-0.00801j 0.00773639+0.00730805j -0.00457857-0.00670199j 0.0100287-0.0129943j 0.00348983+0.00938265j 0.000180528-0.00945087j -0.00230844-0.00297563j -0.00450591-0.00444439j -0.0025199+0.00375634j -0.00195951+0.00450818j 0.00145455+0.003214j -0.00323598-0.0044882j -0.000540912+0.000844677j 0.00157657+0.00150486j 0.000193786+0.00104819j -0.000478956+0.00180466j 0.00115254-0.00260957j 
-0.000431384-0.00200203j -0.00181877+0.00238662j -3.57958e-05+0.00088242j 0.000678146-0.00176184j -0.00107755+0.000504726j 0.000826923-0.00262454j 0.000252082+2.39056e-05j -5.2496e-05+9.82949e-05j 0.00169868-0.00219481j -0.00186202+0.0051937j 0.00324464+0.00211138j -0.00220896+0.0029618j 0.000282216-0.000485878j -0.000428591-0.000845008j -0.00246162-0.0019406j 0.0014915-0.00260985j 0.00455732-0.00623274j 0.00345712-0.00460684j 0.000622974-0.00443947j 0.000507693-0.000225424j -0.00180789+0.00054984j -0.00230093+0.00262794j 0.00312144-0.00251913j 0.00412561-0.00640243j -0.00209736+0.00374869j 0.00117925-0.00158046j 0.00119271-0.00615448j 0.00687477+0.0133532j 0.00152568-0.00358975j -0.00271434-0.000777373j -0.00210939+0.0055917j -0.00653751+0.00739439j 0.00126117-0.00264846j -0.000516141+0.00171571j 0.00561682-0.00194515j -0.000107845-0.00580356j -0.000813507-0.0146418j 0.00734893+0.00165517j 0.00447213-0.00456859j -0.00660618-0.00141385j -0.00502963-0.00400623j -0.000426545+0.0054657j 0.00381564+0.0129513j -0.00203602+0.004105j 0.0027389-0.00892275j -0.00852059+0.00855798j -0.00156506-0.0128732j -0.00308326-0.0168432j -0.00110911+0.00353836j -0.005694+0.0100184j 0.00693959-0.0114482j -0.00391613+0.000860965j 0.00422462-0.010208j -0.0054551-0.00776781j 0.00592613-0.00161755j 0.00942866-0.00944478j -0.00479848+0.00467855j -0.00746251+0.0167683j -0.0038418+0.00150415j 0.00668583+0.000818302j -0.00042892-0.0070293j 0.00449982+0.00338007j 0.00155078+0.00422323j 0.00436176+0.00110732j 0.00115713+0.000709311j 0.000223753+0.00257374j 0.00050427+0.00117647j 0.00146965+0.00245329j 0.00023442+0.00152239j -0.0025082-0.00132244j 
-0.00208248+0.000488333j 0.00118888+0.000407549j -0.000968806+0.00159775j -0.00100654-0.000659091j 0.00125834-0.00168154j -0.00143451+7.5407e-05j 0.00112015-0.00111982j -3.0601e-05+0.00157571j 7.41644e-05+0.000906129j -0.000238005-0.00277832j 0.000455508-0.00409569j 0.00157489-0.000373442j 0.000187052-0.000925136j 0.000591737+0.00103757j -0.00159779+0.00270141j -0.00119196+8.22384e-05j -0.00193963+0.00065175j 0.00106154+0.00181017j -0.00212241+0.00204901j -0.00161722+0.00298276j 0.00041587-0.00246046j -0.00205792-0.000747752j -0.00326283-0.00273371j -0.00370382+0.000545565j -0.00241017+0.000853356j -0.00470152+0.000998776j -0.00415371+0.000752753j -0.00873129+0.00230863j 0.00182525+0.000317847j -0.00520682+0.000856758j -0.00881972+0.00132251j 0.00798899+0.00216121j -0.00299024-0.00399792j -0.0157137-0.000690611j -0.0106734+0.0103434j -0.00829904+0.0106912j -0.0055235-0.00354841j -0.00584743-0.00201603j 0.00447149-0.00178665j 0.00645372-0.0030278j -0.0135248+0.00133338j 0.0072816-0.0149757j 0.000637289+0.0105253j -0.001993-0.0152458j 0.00608806-0.00643769j 0.0197458-0.000442848j 0.0047619-0.00816651j 0.016522+0.00630371j -0.0233473+0.0141199j 0.000813457+0.00175332j -0.00443244+0.00417498j -0.00888569-0.00260928j -0.00702568-0.0105041j -0.00978896-0.00437867j 0.00182942-0.00151853j 0.00108029-0.0108541j 0.00443575+0.00709296j 0.000359592+0.00677529j 0.0018321+0.00238443j -0.00456846+0.00997684j 0.000664657-0.00110893j 0.00218914+0.00262321j 0.00198401+0.00175805j 0.000558483-0.000721398j 0.00424913+0.00282754j 0.000889552-0.00114371j 0.00119399+0.00167347j 0.0017942+0.00190119j 0.00157188+0.00208449j 0.000429527+0.000822481j 
-6.81455e-05+0.000186408j 0.00113028+0.00307204j 0.00115102+0.000261442j 0.00161995+0.00221967j -0.000864892+0.000362919j 0.00261815-0.00270968j 0.00160204+0.00667541j 0.00303908+0.00490336j 0.00205637-0.00685194j 0.0017712+0.000474813j -0.00137068-0.00378617j -0.00108539-0.0027604j 0.000825462+0.00753393j -0.000882161-0.00214275j 0.00319071-0.00448438j -0.00344167-0.000151942j -3.11426e-05-0.00318781j 0.000824398+0.00445126j 0.00271864-0.000339893j -0.00249418+0.000168465j 0.00115793+0.00387303j -0.0022011+0.00144084j -0.00286717-0.00164574j -0.00133103+0.0104604j 0.00286149+0.00145161j 0.00236735-0.00507744j 0.00206203-0.00300357j 0.00118921+0.00350828j 0.0071052-0.000378031j 0.00525817-0.000757175j -0.0027218-0.00459335j -0.00216506+0.002231j -0.00437313+0.000995053j 0.0099661-0.00134762j -0.0077435-0.00659206j -0.00657216-0.00728123j 0.0013902+0.00853366j 0.00458762-0.00905762j 0.00327036-0.00305421j -0.00643222-0.00919989j -0.000498384-0.00328348j 0.000715456+2.62936e-05j -0.00166247-0.000674838j 0.00431625-0.00559789j -0.00131644-0.00953352j -0.00235965-0.00833969j -0.00311135-0.00521475j 0.00283348+0.0140673j -0.00114042+0.0113808j 0.00972907-0.0026127j 0.00469345+0.00652137j 0.0119858-0.00480156j -0.00204729-0.00928595j 0.00810519+0.0156345j -0.0025528-0.022646j -0.00843291-0.0019395j -0.00606067+0.00554579j -0.00606483+0.000289417j 0.00538066+0.00896412j 0.00390697+0.00360485j -0.00298292+0.00825024j -0.00528283+0.00863859j 0.00245982-0.00169972j 0.00166826-0.00108321j -0.00503996+0.00733917j -0.00149834-0.00515424j 0.000200165-0.00284518j 0.00299908-0.00621166j 0.000361058-0.000531299j -0.000538144+0.00244251j 
-1.35034e-05+0.000547731j 0.000444886+0.00134017j 0.000227081+0.00361164j -0.000382377+0.00126916j -0.00081459-0.0019347j -0.00367258+0.00122568j 0.000503328+0.00274586j 0.000393714+0.00606347j -0.000395873-0.000118774j 0.00321907+0.000343692j 0.00152741+0.00087121j 0.000315235-0.000882453j 0.00236285+0.00747201j 0.00145875-0.0056715j -0.00370873-0.0021634j 0.00470753-0.0034799j -0.00178266-0.0022661j -0.00315619+0.00233139j 0.00447778-0.00407244j 0.00463457+0.000220885j 0.000735506+0.00480939j 0.00134204+0.0047314j 0.00171209-0.00406993j -0.000821164+0.00571261j 0.00511199+0.000528408j -0.00272642+0.00501524j 0.0029341-0.0036269j -0.00368078+0.0004305j -0.00792746+0.00885111j -0.00728211-0.000673368j -0.00707771-0.0103053j 0.00105718+0.0062829j -0.00520908-0.0055519j 0.000878034-0.00382428j 0.0060795-0.00532561j 0.0129208-0.0123707j 0.000493755-0.00549265j 0.00103149+0.00824505j -0.00267481+0.00370183j 0.00777741+0.00528726j 0.0175493-0.0166149j -0.0189981+0.00747901j 0.0062805+0.00454351j -0.0105139+0.0005054j 0.000247118-0.00381125j -0.00949963+0.0167163j 0.0057839-0.00758742j -0.0089607+0.0035127j 0.0101146-0.00650548j -0.00185422-0.00217397j 0.0126121+0.0048517j -0.00148494-0.000434933j -0.00365821+0.0101346j 0.00784511+0.00727504j 0.0115283+0.00321608j 0.00507578-0.00576232j -0.00719434+0.00332778j -0.000882069+0.00539466j -0.00255367-0.00200546j -0.000366009-0.00192826j 0.00545117-0.00696544j -0.00142713+0.00778343j 0.00403872-0.00122821j 0.00201519-0.00603733j -0.00161121-0.000251845j 0.0011174+0.0051635j 0.000237398-0.00108936j 0.00476413-0.00203631j 0.000792838-0.00258751j -0.00123571-0.000958504j 
-7.30754e-05+0.00213219j -0.000117872+0.00137241j -0.000520301-0.00350978j 0.0010337-0.00144104j -0.000990341+0.0021971j -8.48746e-05-0.00435451j -8.38469e-05+0.00344349j 0.000899248-0.00260376j -0.000825596+0.00224111j -0.000503011+0.000637386j -0.00225316+0.00839247j -0.00107563+0.00646101j 0.000859203+0.001944j -0.000579171+0.00265017j 0.000353829+0.00143938j -0.00145242+0.00746014j -0.000428702-0.00373106j -0.00289771-0.00296263j -0.00580908-0.00600592j 0.000983017+0.00517646j 0.0046357-0.00920179j -0.00108892+0.00263214j -0.00323994+0.00255414j -0.000113348-0.0055816j -0.000456629+0.00518039j -0.00448004-0.000134576j 0.000972295+0.00175439j -0.00508131-0.000629298j -0.00868131-0.00707867j 0.00114821+0.00194711j -0.0108369+0.00506767j 0.0016386+0.000671839j 7.89617e-05-0.00601076j 0.00176073+0.00878238j -0.00300844-0.00687339j 0.00421845+0.00694876j 0.00197348-0.00944651j 0.0146808-0.00817097j 0.00230615+0.0058294j -0.000999287+0.00747283j 0.0135342+0.0130862j 0.00430679-0.0208863j -0.000504611-0.0038655j -0.00819142+0.0138866j 0.00618885-0.0119592j 0.00212057-0.0150156j -0.00201351+0.010722j 0.00726504+0.00365788j 0.00022539+0.00448976j -0.00104749+0.00368097j 0.00462585+0.00371709j -0.00631087+0.00227748j -0.0056711-0.0013354j 0.0107504+0.00897562j -0.00904956-5.31251e-06j 0.00225622-0.00513228j 0.00548145-0.00488665j -0.00352162-0.00424078j -0.00907511+0.0093063j 0.00744348-0.00718568j 0.00214189-0.00421272j 0.00203291-4.87032e-05j -0.00328885+0.00178899j 0.00347334-3.41063e-05j -0.0025522+0.00128947j -0.00350746+0.00111499j 0.000473605-0.00136359j -0.0035062+0.000706322j 0.00169676-0.00148947j -0.000867519+0.000340647j 
-0.00121021-0.000270873j 0.0014177+0.00274667j -4.80268e-05+0.00113316j 0.000522989-1.69445e-05j -0.000810119+0.000929259j -6.75845e-06+2.47801e-05j -0.00115639+0.00289557j -0.000135417+0.00383275j -0.000216886-0.000318544j 0.00252538+0.00365274j -0.00403507-0.000848262j 0.00146289+0.00369712j -0.000727449+0.00315641j 0.00207885-0.000537535j 0.000616197+0.00469789j 0.0021861-0.00106227j -0.00116498-0.00443935j -0.000597694-0.00194784j 0.00454302-0.00731084j 0.000545884+0.000366955j 0.00268377-0.00289224j -0.00169937+0.00107572j -0.000368191-0.00316546j -0.00149541+0.00254995j 0.000919819-0.001261j 0.00258289+0.000699345j 0.00138554-0.00199474j -0.00233941+0.00505938j 0.000154158+0.00505121j -0.00164394+0.00108245j 0.00327005+0.00175408j 0.00644475+0.00573971j 0.00187631+0.00364326j 0.000300764-0.00204941j 0.00314868-0.0028757j 0.00999932-0.013548j -0.00148403-0.00264346j -0.00767351-0.0220328j 0.000551065-0.000683643j 0.00494365+0.00530338j -0.00073943-0.0101839j 0.00397196+0.014661j -0.00391066-0.00504932j -0.0174252-0.00118398j 0.0067943+0.00232887j 0.00472216+0.0206422j -0.00270197+0.00689304j -0.000260574-0.000168621j 0.00461956-0.00856703j 0.000807051-0.00691902j -0.00361465-0.0147937j 0.000250388-0.01058j -0.0130908-0.00393589j 0.00182208-0.0137567j 0.0073955-0.00355981j -0.00063346-0.000657966j -0.00296453-0.00373443j -0.00654804-6.62526e-05j -0.00149154+0.00520267j 0.00228005+0.00218019j 0.000880241+0.00903048j -0.000877435-0.00897242j 4.13945e-05-0.00443475j 0.000546654-0.00187753j -0.00333883-0.00103685j -0.00104845-0.00217779j 0.000283265+0.000163396j 0.000904127-0.00281127j 0.000841088+0.00127587j -0.000411813+0.00269191j 
0.000786092+0.000552793j 0.000722192+0.00146537j -0.000204364+0.00367444j 0.000950627-0.00161828j -0.000927419+0.00131774j 0.00066484-0.0026445j -1.13092e-05+0.00177168j 0.000698154+0.00588326j 0.00200238+0.00198345j 0.000670327+2.9451e-05j 0.00312386-0.0028889j 0.000866393+0.00498803j 0.00157001+0.00491443j -0.00193638+0.000449772j -0.00137535+0.00237459j 0.00175688+0.00312581j 0.000749097-0.00630832j 0.00141457-0.0038716j 0.00151359+0.00138829j 0.00360752+0.00602759j -0.00185275-0.00786528j 0.00183086-0.00069796j 0.000538528-0.00432678j 0.00480259-0.0041366j -0.00295615+0.00323915j 0.00553211-0.00229643j 0.000574059+0.0104087j 0.00556464-0.0175475j 0.00386086-0.00175006j 0.00245201+0.000971362j 0.00985046-0.0105157j 0.00766972+0.00174947j -0.00378527-0.0031766j -0.00300474-0.010443j 0.00195541-0.00533308j -0.00326546-0.000559905j 0.000360284-0.00871092j 0.00184177-0.00346548j -0.00326311+0.0131675j -0.00423584+0.00234731j -0.0161135-0.00353519j 0.0115393-0.0175597j 0.00466836-0.00588876j 0.0135204-0.00828646j -0.00299353-0.00389258j -4.69483e-05+0.00687126j -0.0115191+0.00055738j -0.01802+0.0093558j 0.000884184-0.00394084j 0.0077943+0.000966707j -0.0163492+0.00627554j 0.00256366+0.00132692j -0.00294692+0.00155575j 0.00204766-0.00457706j -0.0089066+0.00565605j 0.00310189-0.00620175j 0.00051911-0.00389866j 0.000556576-0.0012609j -0.00229774+0.00258448j -0.00272468+0.00470152j 0.00405747-0.00459107j 0.000877819-0.000479892j 0.00505468-0.00326551j 0.00251313-0.0017977j -0.000969322-0.000860211j -0.00107965+0.00073558j -0.00121422+3.55351e-05j 0.000804423-0.00116739j 0.00147154-0.00108375j -9.44549e-05+7.05662e-05j 
0.000363348+0.000769751j 0.000864345-0.00234175j -0.000139786+1.75247e-06j -0.000692902+0.00098665j 0.00107799-0.00108147j 0.00132847+0.00234011j 0.000623125-0.000757809j -0.00113716+0.00089997j 0.000459145+0.00263658j -0.00213742-0.00145098j 0.000214008+0.00126857j -0.00200597+0.00096783j -0.000417581-0.00125062j 0.0022277-0.00219917j -0.00246635+0.00539181j 0.00529621-0.00707011j 0.00228757+0.0040436j 0.00207236+0.0033091j 0.00577256-0.00711464j 0.00123225+0.00191774j 0.00503689-0.00613032j -0.00126834-0.00123701j 0.000496733-0.00119213j 0.00304716+0.00367939j -0.00278415+0.000149632j 0.00633841+0.000519817j 0.00118078+0.00446541j -0.00569699+0.0103984j 0.00597591+0.00550342j -0.0179716+0.000823503j 0.00507302-0.00253461j -0.000816475-0.00821636j -0.0205972+0.00702417j -0.00590589+0.00866219j -0.00378535+0.000684881j 0.00479634-0.00774032j -0.0105884+0.00624998j 3.51452e-05-0.000813495j 0.00881448+0.00705781j 0.0123593-0.00804308j -0.0281691+0.00429735j 0.00298696-0.000828263j 0.00360149-0.00392129j 0.00252546+0.0176846j 0.00567344-0.00573927j 0.0228151-0.0178815j -0.00109347+0.00277185j 0.00204089-0.00305792j -0.00600783+0.00387978j 0.00614191-0.000482824j 0.00630565+0.00165174j -0.00275993+0.00415298j -0.00278633+0.0077674j 0.00841035+0.00165327j 0.0128869-0.00437571j -0.000105512-0.00157552j 0.00215694-0.0012151j -0.000147509-0.00460547j -0.00187651+0.00219709j 0.000603445+0.002278j 0.000313621-0.00288169j 0.00122677+0.000632025j -0.0015091+0.00131886j -0.00159735+0.00285022j 0.000757118+6.17468e-05j -0.000222927-0.00195005j 6.99247e-05-0.000454305j -0.000320508+0.000234148j -0.00012934-0.00058279j 0.00177675-9.15191e-05j 
0.000513617+0.00229292j -0.000716206-0.000866563j 0.00128517+0.000967242j 0.000623523+0.00136225j -0.000851439-0.00170112j -0.000236168+0.00167933j -0.00121398+0.00131658j 0.00166819+0.00242231j 0.000404439+0.00423949j 9.39184e-05-0.00395747j -0.00256157+0.00120375j -0.000899514-0.00129575j -0.000385499+0.00263271j 0.000150973-0.00356678j 0.00608982+0.00476845j -0.00110675+0.00483599j -0.000214123+0.00304327j -0.00490352+0.00233187j -0.00164495+0.00689764j 0.00275872+0.00395447j -0.00438316-0.00712869j -9.5684e-05+0.000165575j -0.0012655+0.00429848j 0.00336941+0.00968568j -0.00012694-0.00124431j -0.00287135+0.00714636j 0.00190056+0.0127129j 0.000492138+0.00537343j -0.00306235+0.0110307j 0.00199509+0.0018118j -0.00369564+0.00885063j 0.00316949-0.00818436j 0.0040475-0.00453785j 0.000740317+0.00669204j 0.015174+0.0108101j 0.0117168-0.00356714j 0.0113218-0.000566648j 0.000811955-5.91067e-05j -0.00604194+0.00396594j -0.000553038-0.0130598j 0.0226508-0.0159061j -0.00867368+1.60058e-05j 0.00600104-0.00331167j -0.00843931-0.000423674j 0.00276148-0.00207444j -0.012309-0.0102682j 0.00460283-0.00426123j 0.00682061-0.0117199j 0.00841393+0.0108096j -0.00583443-0.00240935j 0.00468708+0.00344452j -0.00122656+0.00605503j -0.00668777+0.0046548j 0.00141911-0.00573587j 0.00158664+0.00203289j -0.00463996-0.00208693j 0.00443448-0.0108997j 0.00101292-0.00101317j -0.00362923-0.00137493j -0.00296943+0.00809156j 0.00459135-0.00142152j -0.0021648-0.000933749j -0.00140653-0.0039001j -0.00174826+0.000210917j -0.00148641-0.00206292j -0.000579999+0.00114837j 0.000601385-0.000235427j 0.000250293-0.00212607j 0.00102276-0.0013426j 0.000762854-0.00161302j 
-0.00115104+0.0011725j -0.000519044+0.000341793j -0.000984596-0.00128877j -0.000244548+0.000813732j 0.00112655-0.000258878j 0.000230723+0.0011097j 0.00152508+0.00188891j 0.000245077+0.000346754j 0.00138414+0.00366196j -0.00317996-0.00397384j 0.00217809+0.00370573j -0.00172379-0.00127786j -0.000574013+0.00271364j 0.000884939-0.0020598j 0.00314431+0.00101103j -0.00208707+0.00316466j 0.00217857+0.00224565j 0.00095572+0.00512911j -0.00459512+0.00258275j -0.00120671+0.000743079j -0.00270799-0.00207898j -0.00334356-0.0014207j -0.00291867+0.000641913j 0.000364588+0.0060657j -0.00547949-0.00308928j -0.00210091+0.00520405j -0.00262336+0.00382966j -0.0056911-0.00244345j 0.00643799+0.0119319j -0.00855001-0.0033896j -0.0118413+0.000589465j -0.001083-0.00278659j 0.00182411-0.00926259j -0.00281055-0.00712284j -0.00422146-0.00796254j -0.0110119-0.0152964j 0.00455908-0.00672854j 0.00173326-0.00550212j 0.0037066+0.00840125j -0.000431442+0.000226508j 0.00362317-0.0383831j 0.0103925+0.0144234j -0.00258539-0.00504496j 0.00363469+0.0104451j 0.00755846+0.00127132j 0.00271882+0.0128124j 0.0102217+0.00219284j 0.00855987+0.0131413j -0.0137221-0.0200646j 0.00131715-0.00133442j 0.0046755-0.00349225j -0.00387248-0.00240085j -0.00371104+0.00773346j -0.000375634-0.0120975j -0.00235902-0.00366468j -0.00113173+0.00029236j 0.00288424+0.00261606j 0.00344778-0.00567597j -0.00121834+0.00206045j -0.00155188+0.00299974j 0.000957003-0.00335436j 0.000678311+0.00563009j -0.000227113+0.0049511j 0.000581983+0.0028624j 0.00242126+0.00529468j 0.000350724-0.00187635j 0.00221285-0.00026453j 0.0014908+0.00251562j 0.00149091+0.00160217j 0.000353054-0.000634671j 
3.93512e-05-0.00141076j -0.00155544+0.000841054j -0.00259476+0.00094459j 0.00225103-0.0019317j -0.00127721+0.00331946j -0.00183634-0.00280026j 0.000394849+0.00171897j 0.000433357+0.000982079j -0.00141992-0.00279344j -0.00103439+0.00107269j 0.00157543+0.00252311j -0.00234551-0.00122305j 0.00276219-0.000127666j 0.000726161+0.00375939j -0.00509557-0.00135892j 0.00518331+0.00402883j 0.00117408+0.00294319j 0.00638131-0.00125807j -0.00472471+0.00254463j -0.000217557+0.00281114j 0.00143608-0.0060911j 0.000475297-0.00235811j 0.00400446+0.00248014j 0.0106841-0.000609016j -0.000160176-0.00834494j -0.00327373-0.00410477j 0.00177389-0.00150412j -0.00457885+0.00434874j -0.00381983-0.00231339j 0.00844359-0.0183504j -0.00748786-0.000940623j -0.00115031-0.0112062j 0.0133576+0.0041186j -0.00556921-0.00564319j 0.00110626+0.00358768j 0.00362569+0.00365494j 0.0146132+0.00538916j -0.00337345-0.00724507j 0.00282843+0.00174642j -0.001417+0.00349922j 0.0075488+0.00644296j -0.00316285+0.000675991j -0.00223511+0.00032787j -0.0130645-0.00135514j 0.000985098+0.00624312j -0.00440173-0.0183466j -0.00220846+0.0120852j 0.0139873+0.00192312j 0.00102947-0.00271156j -0.00606815-0.00696506j 0.00525523+0.00320369j -0.00854918-0.0157793j -0.00139586-0.00152484j 0.00362562-0.0110812j -0.00850723+0.00231943j -0.000708531+0.0107269j 0.000711657-0.00484095j -0.0023872+0.00160302j -0.00089794-0.00680267j -0.0015019-0.00136079j 0.00206761+0.00344292j 0.000658856+0.00692931j 0.00234362+0.00418733j 0.000735383-0.000419857j 0.00194722+0.00641195j 0.00212008+0.00389129j -0.00111953-0.000747737j -0.000337715+0.0019228j 0.000572656+0.000846934j -0.00170483-0.002255j 
-0.000931425+0.00112589j 0.000838015-0.00171758j 0.000771285-0.00508482j -0.00182045+0.00189536j 0.000784409-0.00493404j -0.000606005-0.00185874j 0.00310461-0.00391725j 0.000825022-0.00440964j -0.00139567-2.41567e-05j -0.00186172-0.00204922j -0.000680754-0.000887044j -0.00166871+0.0018325j -0.000996848-0.000155093j 0.00128933-0.000851059j 0.00209977-0.00335913j 0.00116894+0.000336714j 0.00481475-0.0026351j -0.00277826+0.00574248j 0.00237521-0.00925499j 0.000692333-0.000409756j -0.00384617+0.00341324j -0.00524823+0.00594916j 0.0014451+0.00376117j 0.00199636+0.000658938j -0.00988694+0.00631023j -0.0110581-0.000586387j 0.00191722+0.00133628j 0.00303795-0.00550761j -0.00548717-0.00376785j -0.0213462+0.00713642j -0.000214887-0.0105311j -0.0087969+0.0145376j -0.00105817+0.0112014j -0.00523584-0.000585117j -0.000145419+0.00149966j -0.00812358+0.00676761j 0.00432079+0.00415559j -0.00904305-0.0146025j -0.00469175-0.00637566j -0.0105036+0.00944283j 0.000477424+0.0184022j 0.009934-0.0114106j -0.001056-0.00274121j 0.00741293-0.0164046j 0.00696121-0.00371253j -0.0175597-0.00433251j 0.00939202+0.00526394j -0.00274981+0.005703j -0.00569597+0.00634658j -0.00145819-0.00797077j 0.00690435-0.00151701j -0.00151746-0.0155485j -0.00120083-0.00216622j -0.00705248-0.00317649j 0.00146061-0.00238259j 0.00635751+0.00255774j 0.00186265-0.00401477j 0.00552447-0.00076254j -0.00247384-0.00360284j 0.00230726-0.00147669j 0.000495426+0.00339502j 0.00150122+0.00239384j -0.00265654+0.0022129j 0.00236356-0.00195848j 0.00247106+0.00224774j -0.00215875+0.00316096j 0.00175618-0.000895679j -0.000605865+0.000659308j 0.000344874-6.98464e-05j 0.000685178-0.00108946j 
