-0.0110643+0.010617j 0.00911079+0.000181595j -0.00961304+0.00311819j -0.0152312+0.0078725j -0.014901+0.00597633j 0.00125695-0.00090534j 0.00409813+0.00153447j 0.001197+0.00214179j 0.00512152-0.00197468j 0.0101549-0.000868559j -0.00989273+0.00264604j 0.00388374-0.00367783j -0.0206372+0.0102788j -0.0115207+0.00308939j 0.00281685-0.00138426j 0.0111647-0.0028532j -0.0138398+0.00433576j 0.00857477+0.00350228j 0.0123695-0.00204129j 0.000690741+0.00500811j -0.00250761-0.00254632j 0.00879231+0.00212282j -0.00538505-0.00441847j -0.0055131-0.00377236j 0.0121188+0.000393985j 0.0115845-0.00294225j -0.0142567-0.0156894j -0.0274972-0.0159287j -0.005764+0.0142741j 0.0107033+0.00409325j 0.00710525+0.0128393j 0.000334628-0.00761533j 0.00730718+0.0138817j -0.00316406-0.00692557j 0.0013651+0.00473654j -0.0027049+0.00467094j 0.00162931+0.00311171j 0.00158043-3.55174e-05j -0.0016073-0.00380738j 0.00175293+0.00765363j 0.00558617+0.00601241j -0.00700521-0.0109229j -0.00334309-0.00833038j -0.00116034+0.0111214j -0.00532549-0.011783j 0.00027723-0.000516722j -0.00130812-0.00507297j 0.0052193+0.0124633j -0.00240685-0.007724j -0.00293163-0.0079292j 0.00128549+0.00546601j 0.00355518-0.00234808j 0.00403313+0.00687921j 0.000968345-0.00398273j -0.0014647-0.0151559j -0.00310338+0.0084749j 0.000367467+0.00314521j -0.00465612+0.004229j -0.00135032-0.000222704j 0.00540636-0.0161576j 0.00199225+0.0107143j 0.00403127-0.00265015j 0.00190416-0.00224313j 0.00179393+0.0101796j -0.00473301+0.000259423j -0.0038247-0.00178822j -0.00708688+0.0133318j -0.00511452+0.0228506j 0.0028913+0.000138382j 
-0.0158494-0.0171005j -0.0365313+0.0272245j 0.0289215+0.0138142j -0.0341062-0.0613996j 0.0243262-0.016573j -0.000725385-0.00424986j -0.00521252+0.0460186j -0.0227971+0.000706517j -0.00847063+0.0125903j -0.00418557+0.0284265j 0.00279559+0.00439579j -0.0047601-0.0128875j -0.013307-0.00946652j -0.00122142+0.00289306j 0.00842185+0.0023769j -0.0010201-0.00802317j -0.00318967-0.0120948j -0.00264582+0.00479324j 0.00153187+0.00269707j -0.00341347+0.00227423j -0.000504258-0.00949221j 0.000830269+0.00785711j -0.00567957-0.00239449j 0.00230252+0.00536416j 0.00200897-0.00459183j -0.000759394-0.00430467j -0.00474571+0.00118495j 0.0067479-0.000350521j -3.53057e-05+0.000503465j -0.0190581+0.0102738j 0.0235587-0.00835418j 0.0141591-0.0112759j 0.0164706+0.00844927j -0.00709566+0.00161253j -0.0139157-0.00368545j 0.00859942-0.000438692j 0.0174754-0.00234859j -0.0144873-0.0104846j 0.00850467+0.00456131j 0.00570344-0.00724191j -0.00377643-0.0188374j -0.000454991-0.0239811j 0.00449535-0.005183j -0.00794169-0.010888j 0.00200295+0.00557933j -0.00325211-0.0188657j 0.00197313-0.0171838j 0.00129094-0.00612599j 0.00412701+0.000980207j -0.0041905-0.00311811j -0.00025735+0.00161612j -0.00119073-0.00104134j -7.16967e-05-0.000131224j -0.000539888+0.00271369j 0.00272743-0.00132537j 0.00285801-0.00207683j 0.00150835-1.63711e-06j -0.00169598-0.0010859j 0.00309755+0.00407571j 0.00109577-0.000330052j 0.000286307+0.000882648j -0.00060702+0.00182696j 0.00131926-0.000361446j 0.000770123-0.00159136j -0.00326012+0.00262227j 0.00113831-0.00233939j -0.00293248-0.000646674j 0.00520819+0.00139601j -0.000618578+0.00534584j 
-0.0279879+0.0288546j 0.0236524-0.00498544j -0.0294425-0.0486182j -0.0177304-0.0345697j -0.00852433+0.00658833j 0.00112984-0.00890889j -0.00991743+0.0156206j -0.0068752+0.0264733j 0.0217969+0.0105994j -0.00331077+0.0134542j -0.0100591+0.000767633j -0.00687379+0.000524808j -0.0145271+0.00355057j -0.00736074+0.00124109j 0.00890654+0.00131208j -0.00281406-0.00458558j -0.0116224-0.00438073j 0.0188159-0.00171055j 0.00833511-0.0018042j 0.00155088+0.00586029j -0.0222609-0.00294551j 0.00578169+0.00325552j 0.00640348-0.00536343j 0.0104138-0.00022205j -0.0162275-0.0013863j -0.00384976-0.00627959j 0.00608545-0.00262976j 0.00108818+0.00559015j 0.00496153-0.00284715j 0.02309-0.0207082j 0.0119032+0.000619039j 0.00367053-0.00277371j -0.0160323+0.00502076j -0.000124526+0.0107487j -0.00814891-0.000517994j 0.0166106+0.0062271j -0.00187629-0.00266968j -0.012801+0.0113284j -0.000583871+8.16878e-05j 0.00240958+0.00785142j -0.0127641+0.0100254j -0.005654+0.0107399j 0.00714538+0.0018462j -0.0101831-0.00219867j -0.00751704-0.0105543j 0.00290436+0.010168j -0.00524289+0.00883732j -0.00239529+0.00561938j -0.00156512+0.00196159j 0.00389916+0.000361566j 0.000220483+0.00636191j 0.00556189-0.00243858j 0.00220332+0.00276408j -0.00229137+0.00386383j 0.000366319+0.00695j -0.00274101+0.00117594j 0.00310513-0.000809621j -0.00326284-0.0010459j 0.000943795+0.00137854j -0.00124716+0.00255842j 0.000109096-0.00260598j 0.00407996-0.00347908j -0.000941509+0.000538638j -0.000367764-0.00329014j -0.00250637-0.000763592j -0.00236142-0.00128525j 0.00548148-0.000816297j 0.000761325-0.00129799j 0.0036871+0.00228472j 
0.00348838-0.00900499j -0.00782022-0.00277473j 0.0122024+0.0294589j 0.00135714-0.0225371j -0.0213293-0.0432604j -0.0376823-0.00635335j 0.012754-0.0197206j 0.050289+0.0154801j -0.0283696-0.018836j 0.00513784+0.00419513j -0.00849406-0.0136853j -0.00152754-0.00122834j 0.0388673+0.0133098j 0.00151907+0.00705256j 0.00357937+0.000700057j -0.00467788-0.0030697j 0.0169849+0.0147521j -0.000341724+0.00692667j -0.0178684-0.00736099j -0.0113753-0.00449439j 0.0183132+0.0110355j -0.0138659-0.00540784j 0.000684156+0.0058798j -0.00962912-0.00607695j 0.00149551-0.00396915j 0.00887365+0.00526134j -0.00420651+0.000494491j -0.00245932-0.00179569j 0.000534249+0.00295354j -0.000671281+0.00398873j -0.00390193-0.0045501j -0.00815107-0.0154342j 0.00456609-0.0106823j -0.0128016-0.014632j 0.00219715+0.00222746j -0.0146704+0.00673004j 0.00172983-0.002868j 0.0207062+0.00334384j -0.0238831+0.00966307j -0.0166131-0.00425937j -0.00542576-0.000608971j 0.0161801+0.00718947j -0.00322423-0.0107388j 0.00557707-0.0191497j -0.00298783+0.0116811j 0.00246936+0.00762219j 0.00665098+0.000537881j 0.00317273-0.00123225j 0.0073722-0.0124252j 0.00252191+0.00611842j -0.00498071+0.00114881j 0.00138852-0.00445764j -0.00379596+0.00894572j -0.00233058-0.000891453j -0.0060155+0.00937363j -0.000941855+0.00414549j -0.00012021-0.000881049j -0.00202356+0.00398761j -0.00818916-0.000125549j 0.00154192-0.00600585j -0.00123133+0.00195405j 0.00121378-0.00624027j -0.00533961+0.00211183j 0.00475018+0.00530297j 0.000835676+0.00244157j 0.00358203-0.00329615j 0.00072699-0.00412992j -0.00261733+0.00246115j -0.00106985+0.000345625j 
-0.0413658+0.0322314j -0.0113504+0.0424423j -0.00716616-0.0119498j -0.0262711-0.0115553j -0.00388319+0.0289906j -0.0138943-0.00870162j -0.00377203-0.0114896j 0.00420144+0.0160988j 0.00439246-0.0226168j -0.0181678-0.00883688j -0.0100938-0.00165913j -0.00217367+0.0120881j 0.00488502+0.0123088j -0.00551363+0.00388981j -0.00213557-0.000666033j 0.00790795-0.000256953j 0.0114719+0.00649322j -0.00251323-0.0080281j -0.00163769-0.00343445j 0.00258482+0.0012834j 0.00480429+0.00860669j -0.00567959-0.00241542j -0.000876289-0.00117893j -0.00551651-0.00373445j 0.00139055+0.00344957j 0.00703582+0.00292933j -0.00880707+0.000649405j 0.00691143-0.00832051j 0.00499798-0.00574899j 0.00290144-0.00846677j 0.0261665-0.0307925j 0.0181491+0.0131872j -0.0215879-0.00542061j 0.0062636+0.00158497j -0.0139196-0.00849589j -0.000148735-0.000292998j 0.00023699-0.000112595j -0.00279666+0.00711886j -0.00656129+0.00371152j -0.00410332+0.00686039j 0.00152738+0.00393327j 0.000461556+0.0177417j 0.00259047+0.00425547j 0.00659954+0.00831944j 0.00299562+0.00025464j 0.000230055+0.00800041j -0.00573241+0.0101321j 0.00205467+0.00309506j 0.00159532+4.39801e-05j 0.00216681+0.00771031j -0.000171086+9.5868e-05j 0.00309792-0.00211521j 0.00286573-0.00230026j -7.88864e-05-0.000256627j -0.00080323-0.000146738j 0.00141296+5.3584e-05j 0.00145155-0.001619j -0.00417158+0.00296367j 0.0033118-0.00237827j -7.06957e-05+0.000556813j 0.00185703-0.00203093j 0.000265273+0.000234971j -0.00154625-0.000566553j -0.000196352-0.0018227j 0.000407608-0.000392144j 0.00406494+0.00219975j -0.000293731+0.00367665j 0.000116185-0.0042905j 0.00364642-0.00161624j 
0.0318077-0.0460382j -0.0177957-0.032528j -0.0110934-0.00689472j -0.00174025+0.00405382j 0.0155727+0.0249314j 0.0194566+0.00134647j -0.0182782+0.0283659j -0.0179333+0.00177657j 0.0103-0.00165779j -0.0121021+0.00615977j 0.00614362+0.00781433j 0.0119947+0.00258445j -0.018816+0.000769981j 0.00376612-0.00439999j -0.00797953+0.00333399j 0.00369036+0.000561475j -0.00752949-0.00648578j -0.0108221-0.00466986j 0.0108891-0.00218954j 0.00743786-0.00550845j -0.00507178+0.00169203j 0.00976569-0.00386607j -0.00571165-0.00153877j 0.00585469-0.00210704j 0.00445547+0.00535994j -0.00333147+0.00544565j 0.00255225-0.00457305j -0.00215337+0.00275659j -0.00493958+0.006582j -0.0158992+0.0204382j -0.0117153+0.0248131j -0.0056927+0.00851485j 0.0184392-0.00971529j -0.00207995-0.00599447j 0.000853471-0.00698242j -0.0024064+0.00963888j 0.00952287-0.00553076j -0.0161974+0.013342j 0.00999786-0.00224279j 0.0181228+0.00875246j 0.00116086+0.0145905j -0.0160518+0.000934353j 0.0106468-0.00644631j 0.00401314+0.00442249j -0.01193-0.00710316j -0.00207168-0.000940483j -0.00746947+0.00756721j 0.00239548+0.00233784j 0.0029064-0.00200285j -0.00573898-0.00382068j -0.000683928+0.0074393j -0.000452475-0.00325757j -0.0011671-0.000908371j -0.00185905+0.00382151j 0.0037157-0.0032404j 0.00186628-0.00180699j 0.00308965-0.00174138j -0.0024059-0.00053629j 0.00575018-0.00101998j 0.00112143+0.0021765j 0.00150766+0.00111902j 0.000580149+0.000560801j 0.00556269-0.00127042j -0.00254453+0.00307894j -0.00147904-8.01708e-05j 0.000264954+0.00118487j -0.00259434-0.00207787j 0.000699079+0.00393503j -0.00260343+0.000525685j 
-0.00218348-0.0392267j -0.0414148+0.0461054j 0.00104529+0.0090311j 0.0200555+0.0228319j -0.013485-0.00366042j -0.039124+0.00719977j 0.00255337+0.00737183j 0.00658168+0.0138499j 0.0149605-0.00704879j -0.0192151+0.0073814j -0.00281147+0.0129269j -0.0149873+0.00791415j 0.00847669+0.0147749j -0.000112754+0.00886146j 0.00331228-0.00333283j -0.00223805-0.00611939j -0.00109015-3.95909e-05j 0.0041476-0.00536774j -0.00448203-0.00553003j 0.00573287-0.00243128j -0.00877428+0.00594862j 0.00452465-0.000655312j -0.0107037-0.00277609j 0.00594407-0.00193421j -0.00327482+0.00267411j -0.0108747+0.00204083j -0.0014632-0.000433478j 0.00829857-0.00478311j -0.00683033+0.00484266j -0.0209215+0.0305936j 0.00443887-0.0200372j 0.0223488+0.00303929j 0.00977011-0.00511856j -0.0111063+0.00552583j -0.0116986-0.00328157j -0.0041736+0.000628166j -0.00481077-0.0029547j -0.0196034+0.015039j -0.00984561+0.00553574j 0.00450837+0.00778662j -0.00179387+0.00990567j -0.00219272+0.0132781j 0.00702362-0.00491448j 0.00107281+0.00265629j -0.00179476-0.00751639j 0.00586254+0.00308039j -0.00806462+0.0117466j 0.00702599-0.00050974j 0.00606859-0.0032355j -0.000549633+0.0018994j -0.00386835+0.00830196j 0.00820459-0.00540102j 0.00506877+0.000880687j -0.00234854+0.00936914j -0.00407294+0.00252016j 0.000635733-0.00267637j 0.0034087-0.00182654j -0.0112889-0.00206714j 3.18386e-05+0.00263891j 0.00399626+0.00405117j 0.00376848-0.00378709j 0.00437137-0.0038309j -1.9319e-05-0.00451243j 0.0010113-0.00133999j -0.0051124-0.000487025j 0.0017956+0.00373118j 0.000678895+0.000364781j 0.00462246-0.00134115j 0.000135579+0.00330385j 
-0.00227054+0.0116192j 0.00523766-0.00525512j 0.0247161+0.0191158j -0.0259341-0.0165996j -0.0373106-0.0113497j 0.0340816-0.0136836j -0.030688+0.0255194j 0.0276175+0.0172394j -0.0201542-0.00991884j 0.00522395+0.0103091j -0.0228493-0.00764692j 0.0257039-0.00989235j 0.0101917+0.0118541j -0.00459874+0.00352137j 0.00141506+0.00599795j 0.00201654-0.00406794j 0.0225909+0.00378487j -0.00581478+0.0119227j -0.0083879-0.00786597j -0.00918846-0.0017054j 0.0258622+0.00330821j -0.01566-0.00370717j 0.00825352+0.00756484j -0.0152104-0.00659712j 0.00165326-0.00498442j 0.0178915+0.00196214j -0.00412766+0.00251566j -0.00507598-0.00134395j 0.00472494+0.00112978j -0.00174829-0.0100224j 0.00137554+0.00630314j -0.0026935-0.0110774j 0.00544533+0.0059027j 0.00320388+0.00962286j -0.0100961+0.0169176j 0.00628284+0.00331591j -0.00666379-0.0116215j 0.00130898+0.030703j 0.017194-0.00381064j 0.0181096-0.0154608j 0.00934133+0.0261214j -0.00816994+0.016322j 0.00923651-0.0261335j 0.00526405-0.00178986j -0.010151+0.0085119j -0.00388971+0.00293741j 0.00502091+0.0173752j -0.00130717-0.00564982j -0.00193254-0.0119146j -0.000629287-0.00232881j -0.000406736+0.00381283j -0.00307661-0.00632484j -0.00345217-0.00225569j -0.00386306+0.000515506j 0.00197731-0.00113262j -0.000838757+0.00205471j 0.00341115-0.001204j 0.00192127+0.0038177j -0.0017779-0.0018859j -0.0044164-0.00239852j 0.0005298+0.00141399j 0.00149775-0.00214478j -0.00412314-0.00120797j 0.00754728+0.00354429j 0.00388369+0.00370665j 0.00423101-0.00339908j 0.000213119-0.00112042j -0.00428808-6.9107e-05j -0.000913109+0.000710982j 
-0.00794802-0.0321791j -0.0208504+0.0310724j -0.0374864-0.0412079j -0.00289997-3.08981e-05j -0.0295572-0.0193694j 0.042686-0.0155178j -0.00265303-0.00587367j 0.00865236-0.000185418j 0.0312575+0.0206316j 0.0425959+0.0047319j 0.00035316-0.00855366j -0.000420603-0.0122552j -0.0146729-0.0160775j 0.00207464-0.00121553j 0.0135345-0.00202642j -0.0200155+0.00339837j -0.0121504-0.0031275j 0.0166464+0.00580567j -0.00436532+0.00718981j 0.00271759+0.00469937j -0.00973287-0.0103528j 0.00676726+0.00550112j 0.00417163+0.00466925j 0.00164934+0.00535374j -0.0101427-0.00569749j -0.0147096-0.00525661j 0.00828936+0.00450224j 0.00384262-0.00370067j -0.00368077+0.00518009j -0.0073552+0.0265175j 0.00846575-0.00559113j 0.0280077+0.017207j -0.00132311+0.00445882j -0.00877112-0.0135482j -0.0148426+0.0058256j 0.00679433+0.00408884j -0.0126518+0.00742321j 0.0174808-0.00672935j 0.00737275-0.0106434j 0.00320755-0.00829805j 0.0159017-0.00371632j -0.00181936+0.010893j -0.0116367-0.0081538j -0.0107389+0.00146952j -0.00100746+0.00470279j -0.00366144+0.00205635j 0.0134451-0.00127343j -0.00918955-0.00684796j -0.011904+5.581e-05j 0.000970349-0.00276438j 0.00753929-0.00653297j -0.00501698+0.003064j 0.000837751-0.00130013j 0.00571859+0.00300901j -0.000415452-0.00276715j -0.0096599-0.000765867j -0.00270235+0.000896285j 0.00224743-0.00412493j -0.00664276+0.00231901j 0.00303716+0.00312711j 0.00122766-0.00306739j -0.00100664+0.00199303j -0.00663912-0.00300212j 0.00676011-0.00405863j 0.00130787-0.000667532j -0.00715326+0.000429228j 0.0015041+0.0024414j 0.00562772-0.00267822j 0.00200451+0.00255034j 
0.0264529-0.0304422j -0.00246281-0.0362276j -0.0164163-0.0691919j -0.0726176-0.0462399j 0.0270806-0.00330939j -0.0230536-0.0162363j 0.0386595+0.00289471j 0.0294713+0.0317943j -0.0104502-0.0121291j 0.0185375+0.0167215j 0.0142763-0.00920285j -0.000297174+0.00243496j 0.0140489+0.00847354j 0.0125392+0.00215177j -0.00382115+0.000708324j -0.0110777-0.00255144j -0.011915+0.0065527j -0.00183669-0.00109082j -0.00166525-0.00473818j 0.00340169+0.000253518j -0.00673513+0.00775064j 0.00960983-0.00412451j -0.00686961+0.00125195j 0.00600702-0.00707909j -0.00139987-0.000345693j -0.00753821+0.00405055j 0.00193181-0.00538419j -0.0012792+0.00509883j -0.00372462+0.00771j -0.00103736+0.0152102j -0.00644239+0.0295962j 0.0136168+0.0185961j 0.0282773+0.0304896j -0.00834086+0.00767584j 0.0123712+0.00215796j -0.00294521-0.0113371j 0.00873087+0.00883303j -0.00044981+0.0133102j -0.00110284-0.000400198j 0.00206869-0.00546986j -0.00716093-0.0106599j 0.00808317+0.0142543j -0.0020375+0.00503153j -0.00334326+0.00706318j -0.00052466-0.00520851j 0.00341899-0.00327608j -0.00193766+0.00842151j 0.00395597+0.000567224j 0.00576727-0.00256881j 0.00143181+0.006394j -0.00174223+0.000212869j -0.000531357-0.00132783j 0.000362361-0.00144596j -0.000498259+0.00400956j -0.000239703-0.00404443j -6.80138e-05-0.00249945j -0.00203085+0.000993412j -0.000972261-0.00355587j -0.00286052-0.00506164j 0.00429711+0.000777914j -0.000635136-0.00591967j -0.000387521-0.00288957j 0.00194404-0.003654j -0.001617+0.000531355j -0.00346184-0.00188429j -0.00195351+0.00152514j -0.000539236-0.000480429j 0.00372787-0.000532949j -0.000352355+0.00154091j 
-0.0112896+0.0164578j 0.00944814+0.00234539j 0.0121191+0.0523903j 0.0154108-0.0106056j 0.0291-0.0388219j 0.0399778+0.00389201j 0.0339732+0.0151134j -0.033002+0.0177171j 0.0296317-0.00608732j 0.011819+0.00825109j 0.0221036-0.00246585j 0.00220609+0.00214198j -0.0266524+0.0140974j -0.00491653+0.00539268j -0.0011695-0.00375917j -8.52029e-05-0.00354804j -0.0271798+0.0050019j -0.00237665+0.000903078j 0.0137342-0.00599008j 0.0027495-0.00246229j -0.0179536+0.00603307j 0.0128529-0.000840762j -0.0042053-0.000529587j 0.0107815-0.0022803j 0.00514825+0.0017089j -0.00942158-0.00262434j 0.00368066+0.00104871j 0.00179879+0.00110655j -0.00149433-0.00441263j 0.00992424-0.00445625j 0.00216427-0.00514481j -0.0142467-0.020418j -0.00173758-0.00525653j 0.00282105-0.00750321j 0.0113877+0.0061202j 0.00772993-0.0188421j -0.000640544+0.00815423j -0.0036417+0.0292177j -0.00960084-0.0251144j -0.00131672-0.0288583j 0.00853041-0.00441358j -0.00416659+0.0255627j -0.0114612-0.0174005j -0.000217011+0.00904122j -0.00362128+0.00488113j -0.000826856+0.00452346j -0.00860779+0.0033162j -0.00033336+0.000271071j 0.00511059+0.0054471j -0.0143451+0.00318737j 0.00563611-0.00319567j -0.00292743+0.00184049j -0.00194101+0.000370964j 0.00880848+0.00370482j -0.000809352-0.00633591j 0.000339532-0.000655457j -0.00318952-0.00167757j 0.000725928-0.00171837j 0.0115094-0.00349094j 0.00795386+0.00153046j 0.00209082-0.00276449j 0.00416746-0.000598177j 0.00386019-0.00255538j -0.0123481-0.000977921j 0.00129481+0.00127496j -0.00328929-0.00124293j 0.00113882+0.000870458j 0.00195939+0.000435486j -0.00270422-0.000892829j 
-0.0181876+0.00123847j 0.00915044+0.0327251j 0.0326277-0.00903347j 0.013342+0.040269j -0.0151321-0.0312595j -0.0304386+0.0223741j 0.0257877+0.000718008j 0.016635-0.0154003j -0.00764183+0.0378734j -0.0013301+0.0168248j -0.00621294+0.00876902j -0.00880832-0.0108433j 0.0194003-0.0132268j -0.00197161-0.000272979j 0.0012509+0.0021599j 0.000743616-0.00607314j 0.0099131-0.0110965j 0.00326141+0.0106987j -0.00972359+0.00361072j -0.00579646+0.00256245j 0.0067367-0.0136388j -0.00853225+0.00727444j 0.00257731+0.00118184j -0.00465107+0.00652296j 5.05099e-05-0.00578736j 0.00689486-0.00567612j -0.00273418+0.00480046j -0.00421541-0.00346174j 0.00499302-0.00223394j 0.0176475+0.0137005j -0.00651146-0.0140953j -0.0070352+0.00594741j 0.000336307-0.0193921j -0.0233764-0.00620522j -0.00137064-0.0123309j -0.00452634+0.0118073j 0.0356755-0.0371759j -0.00870565+0.0123206j 0.0102634-0.00991046j 0.00169638+0.00925265j -0.00251342+0.00536947j 0.00802108+0.00575665j 0.00969298-0.0039517j -0.00121413+0.0134832j 0.0036584+0.010546j -0.00188854+0.00378719j -0.000942369+0.00733727j 0.00667322+0.000291038j 0.00253969-0.00582461j -0.00570868+0.0134693j -0.000544652-0.00214966j 0.000993185-0.00308572j -0.000450539-0.00260003j -0.00614339-0.00514017j -0.00314616-0.00242484j 0.00673016-0.00161947j 0.00301828-0.00143117j 0.000905945+0.0033898j -0.000540613-0.00836317j -0.00788975+0.00134564j -0.00106579+0.00502083j -0.000912479+0.00452674j 0.000167785+0.00253297j -8.29267e-05+0.00327652j 0.000317727+0.00100798j 0.000927963-0.0034783j -0.00294277+8.58995e-05j -0.00206815+0.000719766j 0.003305+0.000108957j 
0.0286593+0.0601568j 0.0331308-0.00711177j -0.0119832+0.0304158j -0.0219544+0.0282786j -0.000531738+0.00632541j -0.0195684-0.00802554j -0.00664806+0.0123948j 0.0128258-0.004806j -0.00730813-0.00241563j 0.00244589-0.00810958j -0.0107639+0.00484569j -0.00390863-0.00517174j 0.00358243+0.00646099j -0.00179863+0.00135612j 0.00349343-0.00315153j 0.000544638+0.00149052j 0.00467809-0.00127125j 0.00311061+0.000659623j -0.00164478-0.000121553j 0.00080995+0.000449647j 0.0017406-0.00263175j -0.00217337+0.0013907j 0.00160648-0.00102315j -0.00172951+0.00288632j -0.00402881+8.09728e-05j -0.000222369-0.004109j 0.000711475+0.00273871j -0.00402648-0.00194371j -0.0062376-0.00511542j -0.0236825-0.0114283j -0.0325877-0.0296431j 0.0121746-0.022102j -0.0042916-0.00336656j -0.0122682-0.00680661j -0.0275083+0.0174073j 0.00671631-0.0164373j -0.00681632-0.0120847j -0.00311063-0.000383852j 0.00320196-0.0103571j 0.00522248-0.00269058j 0.00470742-0.00109923j -0.00697157-0.00344172j 0.000607951-0.00178641j -0.00189246-0.0022484j -0.00439697+0.00624504j -0.000190165+0.00789964j 0.00193668-0.00685157j -0.00258759+0.00595404j -0.00508544-0.000499119j -0.00280653+0.00327996j 0.00203613-0.00179092j 0.00063747+0.00217261j 0.000212503+0.00557633j 5.58543e-05-0.00349729j 2.58734e-05+0.00334384j -0.00237176+0.00300733j 0.00130476-0.00169136j -0.000453084+0.00249047j 0.000995178-0.00120921j -0.00151825-0.00181731j 0.0017277+0.00270696j 0.00339638-0.00117885j -0.00176627+0.00520329j 0.00280659+0.000812412j 0.0017229-0.000244592j -8.35582e-05-0.00328583j 0.0031828-0.000973382j -0.00291427+0.000566207j 0.00127575-0.00432527j 
-0.0220703+0.018736j 0.0366657+0.052423j 0.00384993+0.00283174j -0.0135507+0.00265047j -0.0119847+0.00593614j 0.00842612+0.0149229j 0.0045081-0.0124689j -0.00383739-0.00497316j 0.0131941-0.00745006j 0.00524022-0.00190765j 0.000168601-0.000156331j -0.00452165+0.00835368j -0.00726403-0.00357936j 0.00187251+0.000360884j 0.000715764-0.00197304j -0.00377678+0.00197865j -0.00438507-0.000209571j 0.00247952-0.00190555j 0.00152836+0.00423081j 0.00284701+0.00103983j -0.00644136+0.00076918j 0.00620269+0.000333574j -0.00161489+0.00244075j 0.0048671-0.000323122j -0.00352979-0.00146913j -0.00540139+0.00164383j 0.00368017+0.0020101j -0.00446749-0.00246311j -0.00109647+0.00103088j 0.0256943+0.0152385j -0.027732-0.0078723j 0.00752978-0.0101903j 0.0148868-0.0156489j -0.00831762+0.00466218j 0.00519486+0.00927535j -0.00574657+0.0212875j -0.0122904-0.00363585j -0.000665804-0.00497106j -0.00663535+0.0124236j -0.000439163+0.0106315j -0.00107804+0.00303886j 0.00125853-0.00693643j 4.29129e-05-0.00169655j 0.0013515-0.00344508j 0.00250684-0.0100984j 0.00223718+0.00139915j 0.0012524-0.000262692j -0.000667191-0.00627146j 0.00147499-0.00356726j 0.00464399-0.00562581j -0.00335455+0.00236175j 0.0017977-0.00104407j 0.00061275-0.00260507j 9.43263e-05+0.00298525j -0.00151822+0.0020231j -0.00248125-0.00237689j -0.000444658-0.000482596j -0.00275648+0.00302958j -0.00427241+0.0053941j 0.0032712+0.000147935j -3.12439e-05-0.00173972j 0.00143999+0.00301061j -0.000739322-0.00066074j 0.00156382-0.0046553j -0.00238945+0.00151099j 0.000246837+0.00103478j 0.0011688+0.0060284j 0.00298923-0.00589057j 0.000152807+0.000426322j 
0.0205893-0.00225901j -0.0302633-0.0375744j 0.0245804+0.00186403j 0.0075054-0.0626403j -0.0315417+0.0318336j -0.0244287+0.0201806j 0.0270537+0.0345422j 0.000839734-0.0161671j 0.0186978+0.0187582j 0.00538227+0.00718116j -0.00682583+0.0158066j -0.0276003-0.00346965j 0.00682039-0.0136274j -0.00370061+0.00341424j 0.00685446-0.00477867j -0.0027703-0.00243229j 0.00228447-0.0126221j 0.0158726-0.00399859j -0.0066208+0.00683881j -0.00336348+0.00908266j -0.00803006-0.0120217j -0.00248023+0.0116189j 0.00277293-0.00607791j 0.00232767+0.00666628j -0.0104746+0.00124908j -0.00207456-0.011571j -0.00031391-0.00181167j 0.00721111+0.0111441j 0.00167325-0.00042275j -0.0143622-0.00633432j 0.0131912+0.0258743j -0.00613684-0.00258721j 0.01194+0.0162106j 0.00902542-0.00255928j 0.00215717+0.0160493j -0.0346072-0.00421669j -0.0055996+0.00228139j 0.00787063+0.00658274j -0.00262897-0.0202975j -0.0119998-0.0114121j -0.000888388-0.0036986j -0.00506494+0.0138734j 0.0161915-0.00512307j 0.00122413+0.00842393j 0.00234077+0.0155003j -0.00326842+0.00378287j 0.00404395-0.00477558j 0.00363696+0.00465643j -0.000660241+0.0111048j 0.0080598+0.00445743j 0.000475304-0.00679475j 0.00477542+0.000544412j 0.00429605-0.000806909j -0.00754897-4.65689e-05j -0.00159504-0.000522224j 0.000215482+0.00127066j 0.00345393-0.00241208j -0.00168245-0.00154277j -0.00693452-0.00115244j -0.00534507+0.00569228j 0.00133082+0.00063611j -0.000496625-1.81003e-05j 0.00192523+0.00211775j 0.00478259-0.0039854j -0.00309946-0.00179369j -0.00271724-0.00199703j 0.00118918-0.00119165j 0.00407069+0.00404744j 0.00220669+0.000121024j 
