-0.0110643+0.010617j 0.00911079+0.000181595j -0.00961304+0.00311819j -0.0152312+0.0078725j -0.014901+0.00597633j 0.00125695-0.00090534j 0.00409813+0.00153447j 0.001197+0.00214179j 0.00512152-0.00197468j 0.0101549-0.000868559j -0.00989273+0.00264604j 0.00388374-0.00367783j -0.0206372+0.0102788j -0.0115207+0.00308939j 0.00281685-0.00138426j 0.0111647-0.0028532j -0.0138398+0.00433576j 0.00857477+0.00350228j 0.0123695-0.00204129j 0.000690741+0.00500811j -0.00250761-0.00254632j 0.00879231+0.00212282j -0.00538505-0.00441847j -0.0055131-0.00377236j 0.0121188+0.000393985j 0.0115845-0.00294225j -0.0142567-0.0156894j -0.0274972-0.0159287j -0.005764+0.0142741j 0.0107033+0.00409325j 0.00710525+0.0128393j 0.000334628-0.00761533j 0.00730718+0.0138817j -0.00316406-0.00692557j 0.0013651+0.00473654j -0.0027049+0.00467094j 0.00162931+0.00311171j 0.00158043-3.55174e-05j -0.0016073-0.00380738j 0.00175293+0.00765363j 0.00558617+0.00601241j -0.00700521-0.0109229j -0.00334309-0.00833038j -0.00116034+0.0111214j -0.00532549-0.011783j 0.00027723-0.000516722j -0.00130812-0.00507297j 0.0052193+0.0124633j -0.00240685-0.007724j -0.00293163-0.0079292j 0.00128549+0.00546601j 0.00355518-0.00234808j 0.00403313+0.00687921j 0.000968345-0.00398273j -0.0014647-0.0151559j -0.00310338+0.0084749j 0.000367467+0.00314521j -0.00465612+0.004229j -0.00135032-0.000222704j 0.00540636-0.0161576j 0.00199225+0.0107143j 0.00403127-0.00265015j 0.00190416-0.00224313j 0.00179393+0.0101796j -0.00473301+0.000259423j -0.0038247-0.00178822j -0.00708688+0.0133318j -0.00511452+0.0228506j 0.0028913+0.000138382j 
0.00336987-0.00222494j -0.00127613+0.00609852j 0.0165884-0.00699929j -0.013536+0.0043654j -0.0208448+0.0056299j -0.00562623+0.000163759j 0.0117524-0.00202381j 0.00535271+0.00296261j 0.0108313-0.00497846j 0.0108924-0.00141433j -0.0146579+0.00619443j -0.0127001+0.00700771j -0.00922778-0.00395303j -0.00669744+0.000944808j 0.0074005+0.000994052j -0.00357736-0.00658406j -0.00801788-0.0135086j 0.0223688-0.0180763j -0.0171253-0.00909717j -0.0234695-0.00331051j -0.0144946-0.00235482j -0.0256074-0.0088012j 0.0194184-0.0466066j 0.00510734-0.0144482j -0.0339252-0.00313811j 0.00668333+0.0261506j 0.0137527-0.0474775j 0.0118508+0.000578153j -0.0131762+0.0114769j -0.00653743-0.000577387j -0.00377888-0.00596697j -0.0101739+0.004044j 0.00490381-0.00475182j -0.00432269+0.0044073j 0.00543748-0.000370473j 0.00699927-0.00195584j -0.000347515+0.00362641j 0.00466373+0.0015592j -0.00303462+0.00273282j 0.0053081-0.00283392j 0.00538864+0.00457502j -0.00436584-0.00231673j -0.00929265-0.0008144j 0.00288609+0.000805866j -0.0091278-0.00106626j -0.00207836-0.00602486j 0.00355655+0.00723874j -0.00736568-0.00588038j -0.0117054-0.00380039j -0.00336992-0.0103609j 0.00975958+0.00423651j -0.0106987-0.0097206j -0.0118815-0.00430602j 0.014195+0.00485564j -0.00748687+0.00291385j -0.00199921-0.0120601j -0.0147049+0.00390133j 0.012764+0.0137725j -0.00142932-0.0205343j 0.0174001-0.010525j 0.00200256+0.0239143j -0.0209526+0.00290433j -0.000586527-0.0283499j -0.0150545-0.000289335j 0.0117681+0.00405087j -0.0097318+0.00370754j -0.00269393+0.00337009j 0.00459574-0.00817889j -0.000378934-0.000159477j 
0.00706644+0.00196449j -0.00198976+0.00837816j 0.0208681-0.00321328j -0.00411684+0.000496704j -0.0084039-0.00420791j 9.43768e-05-0.00940003j 0.0101429-0.00412592j -0.0110333+0.0062131j 0.01401-0.00212786j -0.00149893-0.00128359j -0.000577514-0.0135425j -0.0079203-0.0088303j -0.009497+0.00380072j -0.00437001-0.00479333j 0.00296127+0.00520912j -0.00112547+0.00415459j -0.00851899+0.0166384j 0.00314164+0.0126878j 0.00331023+0.00724958j -0.0107251-0.00638968j -0.0125754-0.00543406j -0.00559847-0.0170539j -0.0127082+0.00162376j -0.000748127-0.0217537j 0.0150873-0.00699535j 0.0239801-0.0248242j 0.00544214-0.0515897j 0.0170821+0.0117326j -0.0189711+0.0143204j 0.00214751+0.00258516j -0.00718028-0.0150118j -0.0145437+0.004018j -0.000330804+0.00201841j -0.00651174-0.00161174j 0.00725066+0.0137471j 0.00316092-0.00127311j -0.00106952-0.00123506j -0.00134393-0.00228927j 0.0021387+0.00656822j 0.00811538+0.00971358j -0.00390813+0.00233841j 0.0018527+0.000130497j -0.00295685-0.000709138j -0.00167996+0.00541898j 0.00414593+0.00723666j 0.00687786+0.00239732j -0.00471021-0.00232941j 0.00728279+0.00234524j 0.00101628-0.00276812j 0.0138571+0.0122492j -0.0033626-0.00714545j -0.000369125-0.00263492j 0.0118901-0.000129514j -0.0136156-0.00713144j 0.00742485-0.00841045j 0.0089418+0.0082765j 0.00585099+0.00553437j 0.000536145-0.005742j 0.0146369+0.00789431j 0.0109825+0.0169768j -0.00802422-0.0112546j -0.0260372-0.0086569j 0.00864985+0.0136831j 0.00634354-0.022636j 0.0121004-0.00346292j -0.00696612-0.00250521j 0.0052741-0.00938984j -0.000805435-0.00800626j 0.00303178-0.00352471j 
-0.00690737-0.000678267j 0.0098048-0.00715334j -0.0165155+0.0069054j 0.00854737-0.0103807j 0.00890808-0.010544j -0.0113106+0.00488821j -0.0159539+0.00897932j 0.0112114-0.00573029j -0.0194121+0.00769954j -0.0135023+0.00571336j -0.00573258-0.0063725j 0.00844325-0.00536037j 0.0139309-0.0109777j -0.00328059-0.00453996j -0.00668427-0.00666076j 0.0131458-0.00278607j 0.0152174-0.00802441j -0.0178043+0.00548177j -0.0175193+0.00580543j 0.00429096-0.0160093j 0.0312494-0.0311496j -0.012741+0.00536783j -0.0187384+0.000851544j -0.0300997+0.0354324j -0.00940603-0.0441752j 0.0248848-0.0322877j -0.00352432+0.0313404j -0.0142196+0.0113613j -0.0244703-0.0108259j 0.0148184-0.00255655j -0.00310797+0.00692308j 0.00954869-0.00625521j -0.0016331+0.0055729j 0.00516509-0.00438753j 0.00492826-0.00516989j 0.00151799+0.00477971j -0.00287333-0.0018239j 0.0011637+0.00226957j 0.00431393-0.00785375j 0.00497124+0.00308833j 0.00427394-0.00230795j -0.000883167-0.0036954j -0.00182684-0.00213611j 0.00115981+0.00468715j -0.00135691-0.00937185j 0.000199096-0.000927966j 0.00450822-0.000350761j -0.00192382-0.000696384j -0.00130262+0.00178011j 0.000528771+0.00194757j 0.00785762+0.00116216j -0.00927312-0.0132209j -0.0026868+0.0131438j 0.00881341-0.013316j 0.00095649-0.00699338j -0.00590145-0.0291243j 6.21035e-05+0.0362657j 0.00255642+0.0149654j -0.00273742+0.020421j 0.00166437+0.0372679j 0.00740751-0.00893916j -0.00337446-0.00608339j -0.00914938-0.00480044j -0.0182084+0.0163933j 0.00464402+0.00698564j 0.00162339-0.0129389j 0.00297642-0.000895365j 0.000787169+0.00261136j -0.00634025+0.00673662j 
-0.00195472+0.00490033j -0.00428162-0.00576336j 0.00549071+0.0144532j 0.00567115-0.00563919j 0.0142706-0.00367291j 0.00916374-0.00211323j 0.00755874+0.00542409j -0.0141625-0.0156328j 0.0131734+0.0101989j -0.00173239-0.00562803j 0.0237323-0.000455626j 0.0103314-0.0059397j -0.0154142-0.00908988j 0.00995306-0.00529569j 0.00131643-0.00126661j -0.0149493+0.00394949j -0.037467-0.0139988j -0.0192448+0.00746523j 0.00204688+0.0121588j 0.0190476-0.00668397j -0.00841261-0.0223575j 0.0249049+0.00290107j -0.0501868-0.00753853j 0.000142845+0.0148142j 0.0451748+0.0099027j 0.0116894+0.035002j -0.0432211-0.00707975j -0.0176322-0.0143404j 0.011659-0.00287878j -0.0030734-0.0106157j -0.00177083+0.00028799j -0.00943448-0.00929377j -0.0103071+0.00161058j 0.00780543-0.00204491j -0.0183467+0.00457334j -7.91593e-05-5.97324e-05j 0.00822543+0.00342372j 0.0127975+0.00386685j -0.00048498+0.00266261j -0.0164032+0.00514571j -0.00245762+0.00389855j -0.00469742-0.00179885j -0.000590388-0.00416098j -0.00327172-2.98829e-05j -0.0176782+0.00494822j -0.000383273-0.0036389j 0.00639826+0.00338651j -0.0093881+0.00187706j -0.00308681-0.00597295j -0.0132775+0.00734146j 0.00599653-0.00224882j 0.00594669-0.00723642j 0.00060793+0.00501417j 0.00128835-0.0113734j 0.00263873-0.00650151j -0.021494+0.003368j -0.00557314+0.00406518j 0.0182088+0.0115917j -0.00352596-0.0118997j -0.00154694+0.00261054j 0.00300755+0.00590286j -0.0190809-0.0279817j -0.019534-0.00989619j 0.0198187+0.00877211j -0.00120841-0.00235789j -0.00544922+0.00222703j 0.0106255+0.00111578j -0.00483765+0.00546233j -0.00502525+0.00153211j 
-0.0108691+0.00443659j 0.00460311+0.00261865j -0.0117884+0.00213975j -0.000908124+0.00256736j -0.00049471-0.000802728j -0.0137861+0.000495332j -0.00421632-0.00890659j 0.0170897+0.00373162j -0.00834596-0.00928889j 0.00159827-0.0051087j -0.0066892-0.00755266j -0.00804696+0.00513496j 0.0141745+0.0037099j 0.00569438-0.00568395j 0.00436781+0.000324621j -0.00832211+0.00619115j 0.00113467+0.0163608j 0.0102653-0.00302682j -0.0112879-0.00939088j 0.0159597-0.0220838j -0.00500846+0.0170398j 0.00276162-0.0267672j -0.0184399+0.022269j -0.00673964-0.0132274j -0.0318341-0.00438892j -0.0536789+0.0758868j -0.0329582+0.00537618j -0.0458746-0.0479923j 0.0079058-0.0208827j 0.0130305-0.00822626j 0.0140749+0.00155787j 0.00331455-0.005475j 0.00527188-0.000857093j 0.00318276-0.00311221j 0.0102998-0.000703318j 0.00501197-0.0021716j -0.00200718+0.00418079j -0.00757374-0.00354857j 0.00337225-0.00400262j 0.0033085+0.00716424j 0.00123013+0.00200351j 0.00419619-0.000438728j 0.00160961-0.00306882j 0.00103042+0.0062416j 0.00497026-0.000168522j -0.000515776-0.00348407j -0.0019813-0.00246757j 0.00259599+0.00332967j -0.00350719+0.00241897j 0.00117825+0.00397607j -0.00123619+6.99596e-05j -0.00344818-0.00737549j -0.000495471-0.00274833j 0.00184361+0.00342719j -0.00306073-0.00468868j 0.0114982+0.0103106j -0.00254466+0.0119695j -0.000608538-0.0144764j 0.00945948+0.0116551j 0.00479886+0.0103089j -0.00221836-0.00202341j -0.00574242+0.0145073j -0.00933581+0.0170358j -0.0176456-0.00030013j 0.00751766+0.00993803j -0.00524707+0.0205345j -0.0105353+0.00684037j -0.01218+0.00487838j -0.0123948-0.0033907j 
-0.00809664+0.0118711j 0.00246832+0.00374679j -0.0202046+0.00570319j 0.0010016+0.00719238j 0.00833993-0.000996423j -0.00318801+0.000215671j -0.00284856-0.00746457j 0.00689229+0.0018068j -0.00563404-0.00349248j -0.00107164-0.004463j 0.0120698-0.0132549j 0.00537547+0.00173555j 0.0114596-0.00067675j 0.01262-0.00601687j -0.00629772-0.000448849j -0.00157235+0.00492484j 0.00453362+0.00623609j -0.00422819+0.00596164j 0.000964459-0.0046883j 0.017032-0.00956024j 0.0187442-0.00285414j 0.0208385-0.0232683j 0.00584231+0.00622931j -0.00509706-0.00933521j 0.0152524-0.00956453j -0.0116266+0.0199738j 0.00652817-0.0357076j 0.0231764-0.00439705j 0.0509799+0.0745346j -0.00173263-0.0206686j 0.00139262-0.0168223j 0.0122432-0.00119618j -0.00176688-0.00658514j 0.00637554-0.00257698j -0.00420017+0.00144404j -0.00389223-0.00195601j -2.99594e-05-0.00113062j -0.0033539+0.00209241j -0.00047881-0.00265827j -0.00301066+0.00410739j 0.00418294+0.000390924j -0.000776598-0.00286874j 0.00708911-0.00224432j -0.000834223+0.000241437j 0.00305305-0.00399048j -0.00301287-0.000398309j 0.00250977+0.00100788j 0.00459734-0.000696356j 0.00327048-0.00283932j -0.00163368-0.0014245j -0.00188884+0.000288212j 0.00360261-0.0126698j 0.000226823+0.00767646j -0.00060967+0.00116103j -0.00224732-0.00215318j 0.000278006-0.0109704j 0.0032619+0.0193455j -0.0124319+0.00949713j 0.00697136+0.00214729j 0.00590298+0.0126712j -0.00547643+0.00124468j 0.00508619+0.00692578j -0.00148895+0.00481432j 0.0163644+0.0024418j 0.00283466-0.00499693j -0.0201951+0.00409627j 0.022368-0.00677244j -0.0196902-0.00476224j 0.0175833-0.0106407j 
0.000806393+0.00067819j 0.000288241-0.0110956j -0.00631865+0.00922251j 0.00203227-0.00142214j -0.000401989+0.00172068j -0.00677783+0.00962453j -0.00694231+0.00387101j 0.00694468-0.00482506j -0.00862947+0.00207637j -0.00320771+0.0070598j -0.00795443+0.00331969j 0.000378295+0.000923177j 0.00562714-0.00415665j -0.00213589+0.000273633j -0.00140444-0.00268007j -0.000265605-0.000661178j 0.00358306-0.00849372j -0.0029052+0.00752573j -0.00926261+0.0127355j -0.00489071-8.73337e-05j -0.00348946-0.0142151j -0.0110209+0.00713717j 0.000349325+0.00190274j 0.00972011+0.00661116j -0.0224029-0.0130875j 0.0279555-0.00354472j 0.0124541-0.0104013j -0.0340082-0.0716294j 0.0315911+0.0218877j -0.00447727-0.0118515j 0.00489892+0.0134843j -0.00103021-0.00767235j -0.000168274-0.0011698j 0.00173445-0.000395651j 0.00209232-0.00373156j -0.00140243-0.00264792j 0.00113595+0.00328312j -0.00117477+0.000308846j 0.00263973+0.000670689j -0.000875936-0.00232994j 0.00439322+0.00154854j -0.000711146-7.24585e-05j -0.00275127-0.000701931j -0.00203493-0.00336448j 0.00261665+0.00260074j -0.00130103+0.00215624j 0.000847472-0.000776284j -0.0018167+0.000413456j -0.00394631+0.000412567j 0.00468603-0.001057j 0.00371946-0.000270175j -0.00258185+0.0111653j 0.00221994+0.000146815j -0.00167687+0.0030085j -0.00150189+0.004132j 0.000753522+0.000856541j 0.0011738-0.0149578j 0.00310563-0.00603366j -0.00564574-0.00947059j -0.00148317-0.0108975j 0.00654479-0.00200988j -0.0123546-0.000798736j -0.0191208-0.008747j -0.0106797-0.000351457j 0.0103115-0.0185162j -0.0311692-0.00674013j -0.0175346-0.007409j -0.0206844+0.0108373j -0.0124165-0.00741277j 
0.00835024-0.0010974j 0.00194774-0.000975144j 0.00977264-0.00236486j 0.00232611+0.00158912j -0.00539787+0.00402047j 0.00940609-0.00224066j 0.00386359-1.60503e-05j -0.00135246+0.0043592j 0.00987902-0.00282947j 0.00576694+0.0028763j -0.00678555-0.00312743j -0.00603192+0.00456988j -0.00318725-0.00417446j 0.00213619+0.00199027j 0.00883542+0.0028265j -0.00164828-0.00267785j 0.0193517+0.000519135j 0.0218893-0.000429304j 0.0206944-0.0045721j 0.00249148-0.00608163j 0.00777234+0.00561712j 0.00303649-0.00735739j 0.0464557+0.0250219j -0.0215034+0.00670726j 0.0313369+0.0252281j -0.0262575+0.0190681j -0.013046+0.00342919j 0.00326796-0.0150375j -0.00275968-0.0105915j -0.00690547-0.00328116j -0.0117201+0.00415928j -0.00356727-0.000892113j -0.00328173-0.00240051j -0.00435879+0.00323312j -0.00328844+0.00022294j -0.000176233-0.000205177j 0.000392288+0.000876101j 0.00119618+0.000763751j -0.00225993+0.00037599j 0.00466197+0.00160894j -0.00162227+0.00451307j -0.00339707-0.00350816j 0.00361546-0.000263038j 0.00370079+0.00163256j -0.00137302-0.000815912j 0.00602806-0.00418942j -0.00469821+0.00442321j 0.00623174-0.00311358j 0.00529586-0.00589132j 0.00253129-0.00308737j -0.00380618+0.00257408j 0.0025285-0.0146054j 0.00476781+0.00292055j -0.0147742-0.00090837j 0.00985219+3.62544e-05j -0.00691672-0.0102759j 0.0156864+0.0130565j -0.00743828+0.0185731j 0.0201967-0.000403824j 0.00675391+0.0158458j -0.0178204+0.00611511j 0.00592641-0.000241567j 0.0118931-0.00706458j -0.00205941+0.00214785j -0.0100124-0.010919j 0.00568346-0.00148376j -0.00774578-0.000663381j 0.00216472+0.00439006j -0.00643208+0.000594771j 
0.0109041-0.00352981j -0.00164809-0.00780356j 0.0126658+0.00159896j -0.000170325+0.00114579j -0.00871403+0.00577053j 0.00659625+0.00485891j 0.0038729+0.00438263j -0.0027303+0.00187312j 0.00584726-0.0013095j 0.00506439+0.00863597j -0.0112652+0.00152905j -0.00606029+0.00423359j -0.00667578-0.00598119j -0.00456005+0.0027027j 0.0063873-0.00119884j -0.000628094-0.000886363j 0.00824256+0.000469505j 0.0152248-0.00358408j 0.0147355+0.00836448j -0.0122419-0.00145162j -0.00872772-6.25126e-05j -0.00846572+0.00942896j 0.0259068+0.015015j -0.00893955+0.0111992j 0.00435971+0.0173344j 0.020984-0.0283214j 0.00182151+0.00256822j -0.0249895-0.0366981j 0.00277525-0.00736145j -0.0116596+0.00090626j -0.0017377+0.0170427j -0.00791247-0.00156589j -0.00183455-0.00241783j -0.0044349+0.00628227j -0.00266041-0.00393402j 0.00147646+0.000851586j -0.00136526-0.00156011j 0.000645197-0.000918586j -0.00263838-0.000598578j 0.00499647-0.00403037j 0.00270959+0.00238977j -0.00386691-0.00164772j -0.000822598+0.00148899j 0.00185414-0.00122851j -0.0016586-0.00385204j 0.00100357-0.00262599j -0.000294691+0.00458628j 0.00105058-0.00624076j 0.000295558-0.0030527j 0.00283172-0.00621174j 0.00162868+0.00366609j -0.00414382-0.00556638j -0.00018082-0.00564388j -0.0105443+0.00374955j 0.00596268-2.14255e-05j -0.00747414-0.00973417j 0.0104358-0.00146161j 0.00151706+0.0147052j 0.0190006+0.00613737j 0.0131605+0.0149122j -0.00481769+0.00626096j 0.00703623-0.00592169j 0.00840496+0.00449297j -0.0074399+0.0184772j -0.00306526+0.0141782j -0.0157545+0.00952808j -0.0153939+0.00288151j -0.00398883+0.00166581j -0.0141334+0.0001654j 
0.00219028-0.00399751j 0.000304191-0.0018708j 0.00278801-0.0118551j -0.00310666+0.00811239j -0.00879203+0.0123347j -0.00911319+0.00367004j -0.00104588-0.0102649j 0.00551371+0.0025912j -0.00981353-0.00959841j 0.00392654-0.00198033j -0.0179073+0.00849744j -0.00380036+0.0102694j -0.00887435+0.00624951j -0.0166346+0.00248661j 0.00464458-0.00146433j 0.00532078+0.00236216j 0.00188177+0.0119417j -0.0105438-0.0204085j -0.00146296+0.0100961j -0.0383502+0.015438j -0.0117298+0.0125527j -0.0149434+0.0136392j -0.0203902-2.46469e-05j 0.0167207+0.0181398j -0.0256437+0.0307698j 0.0130122-0.0304091j -0.0196323+0.00238466j 0.0060165-0.000276953j 0.0221683+0.0259781j -0.00437228+0.00170371j -0.00180605+0.00200224j -0.00337917+0.00417102j -0.000383124-0.0027675j 5.4864e-05+0.00365772j 0.00718591+0.000549137j 0.00235173-0.00109115j -0.00531163+0.00380373j -8.35928e-05+0.00166497j 0.00120352+0.000899673j 0.0108403-0.000665265j 0.00791861-0.00212572j -0.0046302+0.0020897j -0.00888232+0.000519319j 0.000163306+0.00158276j -5.96928e-05-0.0033064j -0.00510002-0.00299664j 0.00454476+0.00120922j -0.00489585-0.0053854j -0.0049405+0.00167732j 0.00408574+0.00327481j 0.00568425-0.00717548j -0.0190788-0.00638419j 0.000814066+0.00472777j 0.00390739+0.00825114j 0.00674236-0.0150157j -0.0121584+0.00592515j 0.0113224+0.0068753j 0.00455511+0.00428135j 0.000757528-0.0111767j 0.0215776+0.00543364j 0.0150556-7.28383e-05j 0.00104088-0.00390948j -0.0102344+0.00370982j 0.00623902-0.00931143j 0.00302221-0.00545832j -0.00820439+0.00296971j 0.00890849-0.0155679j -0.00879795+0.000393301j 0.00820325-0.000794652j 
0.00803141+0.00936561j 0.00828689-0.00460277j 0.012968+0.00153885j -0.00337503-0.00355055j -0.011701-0.00792036j -0.00433298+0.00466601j 0.00521269-0.000154733j -0.00521669-0.00197682j 0.0125558-0.00176416j -0.00217874+0.00443708j -0.00757895-0.00858325j -0.0121732-0.00327673j -0.00804955-0.00232474j -0.00334036-0.00842632j 0.0068646+0.00443913j -0.0038891+0.00377376j 0.00110436+0.00409659j 0.00941274+0.0132489j -0.000781497+0.0036474j -0.00654587-0.0168193j -0.0169365+0.000505686j -0.0200488-0.00062863j -0.0117609+0.039035j -0.00956944+0.011584j -0.00846359-0.0211886j -0.00968855+0.0206535j -0.0682824+0.0344296j 0.0225738+0.0177076j 0.016282+0.0393678j -0.00277617-0.0149907j -0.0168871-0.00292514j -0.00696421+0.00248817j -0.00377606-0.000299696j -0.00414778-0.000305038j 0.00587012-6.86451e-05j 0.000868633-0.00227496j -0.00146097-0.0033774j -0.00157198-0.00245605j 0.0016121-0.000140734j 0.00592674+4.71455e-05j 0.00415658+0.00239331j -0.00256639-0.00199739j -0.00289951-0.000293792j -0.000109561-0.000563666j 0.000814134-0.000287596j 0.00473115+0.00187414j -0.000931565+0.0023551j -0.00129706-0.00049454j -0.00717495-0.00171899j 0.00247644-0.000831777j 0.000412072+0.00672733j -0.00099013+0.00859461j 0.00308466-0.0131512j 0.000148879-0.00566868j 0.00200952+0.0140793j -0.00269511-0.0072791j -0.00595511-0.014206j 0.0118704-0.0061073j 0.00702674+0.010899j 0.0118236+0.000890885j 0.00397423+0.00217375j -0.0124981-0.00369943j 0.00613978+0.00982044j 0.0128005+0.00160355j 0.00819665+0.00824174j -0.0138641-0.018146j 0.0166772+0.0065661j -0.00596012+0.000867804j 0.0132692-0.00860988j 
0.0107557-0.00621458j -0.000990734-0.00453332j 0.0173989-0.00459904j -0.000978798-0.00340981j -0.00676405-0.00196673j 0.0134346+0.000853637j 0.00939086+0.00250106j -0.0164186+0.00589889j 0.019148-0.00530635j 0.00138182+0.00480497j 0.00896128-0.00338901j -0.00517358-0.00288103j -0.00716591+0.00351128j 0.000781623-1.50035e-05j 0.00592932-0.00414983j -0.0021748+0.00386381j -0.0131133-0.000958162j 0.00810867+0.00360862j 0.00387229+0.00191514j 0.0228404+0.00843879j -0.000186151+0.00749154j 0.00248577+0.0219711j -0.00714424-0.00922145j -0.0235911-0.00734402j 0.0116212-0.0401339j 0.0359527-0.0483096j -0.017094+0.0111197j -0.0108345-0.019829j 0.0128931+0.014083j -0.0125083+0.000651193j -0.00886677+0.00941489j -0.0113491+0.00332093j -0.00232111+0.000302599j -0.0055991+0.00170986j -0.00669736-0.000942764j -0.00123668-0.000863233j 0.00646012-0.000640577j 0.00113065-0.00362923j -0.00241963+0.000720157j -0.00354775+0.00194569j -0.0025124+0.00244654j 0.00114512-0.000546521j 8.79712e-05+0.000619035j -0.00151594+0.00440878j 0.00103161+0.00377602j 0.00540809-0.00148802j -0.0024509-0.000249038j 0.00268191+0.00836618j -0.00125379-7.52385e-05j 0.000863528-0.000305781j 0.00117779+0.00952329j 0.014707+0.0083526j -0.00305852-0.0101672j 0.00574669-0.0117685j 0.00868679+0.00931117j 0.0121055-0.0100554j -0.0162342-0.010056j -0.0128809-0.00963739j -0.00911167+0.00848833j -0.0245574-0.00535023j 0.000574063+0.000286577j -0.00090029+0.00372857j -0.00768758-0.00199193j -0.00972222+0.00759818j -0.00458626-0.00566307j -0.0133583+0.00553723j -0.00100502-0.0153789j -0.00818246+0.00178569j -0.00401372+0.00367494j 
-0.00908552+0.00954758j 0.00887242-0.00605843j -0.0263745+0.0168969j 0.00540653-0.0043106j 0.0068578-0.00360531j -0.0137228+0.0117337j -0.020186+0.0115246j 0.0213959-0.0190897j -0.0222887+0.0225881j -0.00982359+0.00396658j -0.0158434+0.0085248j 0.0081601-0.00280882j 0.0207819-0.0193553j -0.00180012+0.000872213j -0.00689956+0.000926265j 0.00651182-0.010564j 0.0417869-0.0333614j -0.0107453+0.022211j -0.0132847+0.0211822j -0.00225227-0.0100694j 0.019745-0.036694j -0.0326255+0.0170414j 0.0286302+0.0040729j -0.00118059+0.0179695j -0.0117251+0.0200492j -0.0111328+0.0158853j 0.012885-0.0129536j 7.4543e-05+0.00778102j -0.00398138+0.0044169j 0.0101396-0.0167833j -0.00335095-0.0018869j 0.0114998-0.0135877j 0.0016183+0.00300853j 0.00402408-0.00535118j 0.0037618-0.00818941j -0.000624607+0.00428398j -0.00200204+0.0089829j 0.001766+0.00632647j 0.00246027-0.00659798j 0.00259708-0.0021433j -0.00254493-0.00543031j 0.00148526+0.000350815j -0.00326538-0.00829424j 0.00344475+0.00907047j -0.000207758-0.00605817j -0.00291986-0.0089824j -0.00259331-0.0038552j 0.00359542+0.0073452j 0.00968235+0.00343242j 0.00244869-0.00614075j 0.0053388+0.011003j 0.00158869+0.0198509j 0.00262452-0.0199661j 0.00381769-0.00602439j -0.0123251-0.009877j -0.00901312-0.00441213j 0.00835826-0.0308866j -0.00430206-0.0116453j 0.0111995-0.00250406j 0.01918-0.0133695j -0.0184765-0.000218625j 0.00262279-0.00213905j 0.00418839+0.00591693j -0.00365779+0.00284123j -0.000248387-0.00404058j 0.000691046+0.00601526j 0.0105501-0.00575923j -0.000555463+0.00156071j -0.00174443+0.00241022j 
-0.00948615-0.0011742j -0.0055824+0.00440932j -0.0026747-0.00290113j -0.00822434+0.00541901j -0.00429844+0.00185645j -0.00781578-0.00325984j 0.00822983-0.00882319j 0.00671347+0.00897022j -0.00508097-0.0148837j 0.00316158+0.00250087j 0.00331125-0.00929749j -0.00404781+0.000875642j 0.00792619-0.00475036j 0.0105716-0.00751614j -0.00568992+0.00154601j -0.0145296+0.00800662j -0.0060204+0.0178231j -0.0064358-0.00714296j -0.00660988+0.00475345j 0.0121316-0.0426048j -0.00800272+0.0218888j 0.0119499+0.000932201j -0.0231083+0.00854079j 0.0125965+0.000669075j 0.00424257+0.0197584j 0.00697302-0.00519874j 0.0169155-0.00170004j -2.85475e-05+0.0113195j 0.000301167-0.0119684j 0.0029584+0.0048213j 0.0129912-0.00466313j 0.00348207+0.00180978j 0.00201439-0.00477175j 0.00472442+0.00125318j 0.00274212+0.0041226j 0.00539151-0.00242296j -0.00448698-0.00293735j -0.00518213-0.00575627j -0.00181432-0.00289875j 0.00209224+0.00351084j 0.00865968+0.00531074j -0.00269785-0.00494226j 0.000466791-0.00728045j 0.00117869+0.000629256j -0.00505217-0.00921235j -0.0045668+0.000362363j 0.00415245+0.00808363j 0.00266242-0.00184603j -0.014872-0.0180673j -0.00737578+0.01349j 0.0132515+0.0171929j -0.00135583+0.00689802j -0.0107731-0.0204736j -0.0041882-0.00852545j 0.0104326+0.00841436j -0.00541399-0.0198446j -0.0044113-0.019854j -0.000566201-0.0202616j 0.0142506-0.00167208j -0.00374473+0.0127827j 0.00401476+0.0290087j 0.00500921-0.00373891j 0.000500904-0.00652597j 0.00478999-0.00795171j -0.00112224+0.00364425j 0.011229-0.000547745j -0.00215478+0.00243474j 0.00307992-0.0010478j 0.00161984+0.000668262j 
