1.68209e-13-0.288046j 3.62144e-14+0.0161178j -2.1909e-17+0.0474075j 2.07709e-16-0.149698j 1.55079e-16-0.0266169j 3.64238e-15-0.14498j 4.4225e-16+0.215601j -1.19906e-15-0.117064j -2.31909e-15+0.179985j 4.85316e-15-0.094174j 1.94741e-15+0.117592j -2.50388e-15+0.0641628j 4.33599e-16+0.0410069j -2.07381e-15-0.194286j -3.83941e-15-0.0922697j 1.45466e-15-0.107143j 1.65907e-14+0.107344j 1.99542e-14+0.0373722j 1.63342e-14+0.0432999j 1.53057e-14+0.172679j 6.14891e-15-0.230677j 1.8616e-14-0.182969j -1.49566e-14-0.175254j 4.33108e-14-0.223149j 8.53963e-15+0.0651676j 2.19425e-14-0.112653j 1.35904e-14-0.00531305j 2.69709e-15+0.0803802j -7.89415e-14-0.145721j -1.03823e-14+0.123444j 1.35605e-14+0.079132j 1.07708e-14+0.0500762j 4.27187e-15+0.0375327j 8.08221e-15-0.0164514j -1.85786e-14-0.229519j -9.57114e-15-0.0297945j -3.49931e-14+0.190372j -1.39314e-13+0.0435773j -1.25983e-13+0.137849j -8.94616e-14+0.161397j -2.30098e-15+0.0299375j -3.77219e-14+0.015955j 1.09487e-15-0.221798j 8.31414e-16+0.101594j 4.48267e-15+0.0450355j 1.31833e-15-0.0508981j 2.9225e-15+0.0812793j 1.43663e-15+0.170797j 2.64067e-15-0.181313j 1.26868e-15-0.0900111j 1.61528e-15+0.0949614j -1.77341e-16-0.0643568j -4.85285e-17+0.193249j 9.64167e-17-0.00107229j 4.20702e-15-0.16342j -1.88851e-14-0.209218j 
-3.23047e-16+0.000639575j -5.938e-17-0.000377547j -7.83712e-18+0.000134059j 2.82182e-17-0.000309723j 1.30493e-17-0.000377693j 7.57746e-18+0.000126218j -1.03103e-17-0.000417628j 2.91414e-17-0.000252445j 2.20885e-17-0.00105835j -1.7513e-17+0.000361592j -1.09182e-17-0.00016377j 7.37538e-18-0.000419495j -4.25111e-18+0.000219072j -3.51153e-18+0.00111798j 4.54501e-17-0.000294024j -5.10621e-17-0.000342351j -5.17839e-17+6.76089e-06j -2.789e-16-0.000424799j -9.94676e-17+0.000200281j -6.6239e-17-0.00100953j -1.23371e-18-0.000211528j 4.39061e-18+0.000276099j 1.49521e-17+0.000213351j 5.19938e-18+0.000255641j -2.49422e-17-0.000451923j 8.49672e-17-0.000461427j 3.69459e-17-0.000808924j 3.48417e-18-4.85926e-06j -1.17059e-16-0.000273222j -5.66162e-17-0.000524513j 8.95293e-17-0.000160817j 1.82095e-17+0.000562476j -5.05246e-18+0.000557144j 2.84545e-17-0.000511575j -1.31621e-17+0.00016372j 4.57414e-17-0.000347154j 5.35272e-17-0.000839096j 1.74691e-16+0.00011335j 1.47868e-16-0.000277144j -3.27848e-16+0.000575569j -1.45529e-16+0.000250633j 9.36962e-16-0.000287134j -1.50003e-17+0.00104819j -3.19856e-18-0.000168676j -1.2321e-17-0.000202962j -6.69382e-18+0.000423865j -1.95526e-17-0.000201284j 9.16307e-19-0.00102734j 2.64634e-17-0.000263309j -1.1557e-17+0.000577732j -2.19328e-18-0.00023106j 5.94247e-18+0.000171875j -2.89967e-17+0.000295984j -3.72243e-18-1.23565e-05j -5.68805e-18+0.000106238j 7.56272e-17+0.000761527j 
3.5462e-16-0.000609778j 6.51745e-17+5.66077e-06j 1.8087e-18+0.000141748j -2.73829e-17-0.000365216j -3.81093e-18-0.000126431j 8.82623e-18-0.000349173j 1.11103e-17+0.000449712j -2.6469e-17-0.000279334j 3.33627e-18+0.000247341j 8.67294e-18-0.000174203j 1.18152e-17+0.000251491j -2.68179e-18+7.98674e-05j 8.98297e-18+0.000126795j -9.60104e-18-0.000275727j -1.14456e-17-0.000260581j -1.95426e-17-0.000341515j 4.73538e-17+0.000190925j 1.37968e-18+3.52025e-05j 3.27999e-17+0.000126467j 2.98636e-17+0.000243912j -5.93358e-18-0.000579722j 5.34943e-17-0.000444751j -5.59647e-17-0.000354427j 8.46806e-17-0.000475347j 3.08666e-17+4.96961e-05j 4.67796e-17-0.000336937j 2.3244e-17-0.00014409j 1.97444e-17+0.00017426j -2.2056e-16-0.000362313j -1.63374e-17+0.000173722j 5.38911e-17+0.000127753j 3.23655e-17+0.00021765j 2.81251e-17+0.000151138j 1.12176e-17-0.000107776j -4.98547e-17-0.00055356j -5.55394e-17-6.91151e-05j -6.52153e-17+0.000311773j -3.07702e-16+0.000132795j -2.70842e-16+0.000280478j -2.53131e-16+0.000487563j -1.68338e-17+7.55681e-05j 1.24854e-16-3.32193e-05j -1.0044e-17-0.000347453j 1.25577e-17+0.000201613j 1.2822e-17+6.54605e-05j 9.08284e-18-6.82626e-05j 5.29352e-18+0.000169802j 8.50243e-18+0.000232464j -1.50951e-17-0.000456953j 1.04842e-17-0.000146299j -2.64074e-18+0.000221994j -9.9487e-18-0.00010582j 2.49094e-17+0.000483302j 5.91778e-18-2.19017e-05j -2.8355e-18-0.000371256j -2.99791e-17-0.000415994j 
4.68184e-16-0.000862774j 1.03015e-16+0.000402856j -1.92478e-17+0.00052252j 1.22834e-17+0.000368961j 3.46452e-17-0.000614333j 5.30479e-17-0.000991975j 4.04424e-19+0.000236952j 1.29638e-17+0.000507737j 5.46058e-17-0.00108714j -6.74814e-18-7.51847e-05j 4.73426e-18+8.86246e-05j 2.19199e-17-0.000484205j -8.36909e-18+0.000215996j -3.8691e-17+0.00100269j 1.84219e-16-0.00045339j -3.99043e-16-0.00166395j -4.85396e-16-0.001595j -8.87833e-17+1.3933e-05j -6.69972e-17+0.000118661j 2.29157e-17-0.000869668j 1.25978e-16-0.000852113j 1.07234e-16-0.00177779j -4.98039e-17+0.000572063j 1.78508e-16+7.91463e-05j 1.1156e-16-0.0013226j 1.44248e-16-0.000747846j -1.52044e-17-0.00105434j 1.88591e-17-0.000242875j -1.173e-17+6.15605e-05j -4.58348e-17-0.00132634j -1.25047e-16-0.000979942j -1.15011e-16+0.00107856j -5.66226e-17-1.44473e-05j 8.62996e-17-0.000280748j -7.06919e-18-0.00146774j -3.37129e-16+0.00117106j 4.49163e-17-0.000655055j -3.70463e-16+0.000587885j -3.03366e-16-2.00092e-05j -8.43684e-16+0.00151059j -3.82572e-16-0.000655851j 2.74279e-15-0.00103997j -7.34606e-17+0.000980334j 4.04899e-18-0.000287859j -2.19383e-18-0.000382492j -4.29753e-18-7.64661e-05j -3.73878e-18+0.000249544j 5.95872e-17-0.00101754j 3.14932e-17-0.000370042j -7.84282e-18-0.000287109j 1.82568e-17+0.000969078j -8.28472e-18+0.000597808j -2.68437e-17+0.000231675j 1.02804e-17-0.000527214j 3.06038e-17-0.000338574j -8.59392e-17-0.000870975j 
-3.98941e-16+0.000673688j -8.58872e-17+6.3315e-05j -1.51082e-17-0.000226515j 3.21194e-18+0.000529108j 2.22421e-17+0.000261887j 7.5571e-18+0.000451245j 4.70338e-19-0.000497639j -4.25475e-19+0.000401897j 4.88162e-17-6.13341e-05j -1.44331e-17+0.000149115j -4.93709e-18-0.000292182j 2.60829e-17+6.37418e-07j -1.5318e-17-0.000217198j -4.36472e-17+8.74466e-05j 8.95547e-18+0.00041286j 9.86012e-17+0.000560979j 3.03612e-17-0.000204808j 6.53961e-17+4.59445e-05j -2.01463e-17-0.000210056j 2.5806e-17-7.33886e-05j 1.49698e-17+0.000818542j -2.6708e-17+0.000563859j 3.31701e-17+0.000396531j -1.3957e-16+0.000557181j 1.76357e-17+6.95315e-05j -6.44204e-17+0.000555811j 2.81622e-18+0.000389956j -1.07255e-17-0.000217637j 2.9634e-16+0.00052585j 9.55132e-17-7.50339e-05j -4.25622e-17-0.000103679j -7.89836e-17-0.000432445j -3.18433e-17-0.000315476j -1.25193e-17+0.000257612j 9.88512e-17+0.000720383j 2.7534e-17+0.000132469j 1.15504e-16-0.000203832j 3.52574e-16-0.000212244j 3.40776e-16-0.000302186j 3.79377e-16-0.000796052j 8.90741e-17-0.000134001j -3.98888e-16+0.000133401j -4.10829e-17+0.000195885j 4.5669e-18-0.000216359j 4.75568e-18-3.03236e-05j -1.36157e-17-1.29095e-06j -3.36404e-18-0.000182839j 4.31231e-17-5.07011e-05j 1.07335e-17+0.000657849j -1.0821e-17+7.20888e-05j -2.20039e-17-0.000263515j -1.61992e-17+8.33545e-05j -1.70562e-17-0.000695206j 1.17977e-17+4.53729e-05j 9.92895e-19+0.000466292j 3.42756e-17+0.000396988j 
-4.00046e-17+0.000126864j 1.84683e-17-0.000176376j -5.72055e-18+5.72205e-05j 6.87295e-17-0.000261835j 1.19772e-17-0.000141103j 2.79334e-18+1.5847e-05j -2.51316e-17-4.24827e-05j 6.16904e-17-0.000223242j -1.15306e-17-0.000257006j -2.45603e-18+9.35272e-05j -1.92073e-17+6.87552e-06j -6.07897e-18-0.000103493j -1.50983e-17+0.000108864j 1.34684e-17+0.000277929j 2.78814e-17-0.000161801j 2.49648e-18-0.000115132j -4.38465e-17+0.000181023j -8.70125e-17-0.000156657j -4.30185e-17+0.000108684j -3.01655e-17-0.000255209j 3.48468e-17-0.000198218j -1.04908e-17+0.000103882j 4.17683e-17-6.86984e-05j 5.98055e-17-5.25843e-05j -3.79443e-17-6.27678e-05j 7.06223e-17-0.000228959j 3.99128e-17-0.000282634j -2.14133e-17+7.01108e-05j -5.81796e-17-0.000223623j -6.40747e-17-5.26214e-05j 2.14146e-17+4.97905e-05j 1.20012e-17+0.000206956j -3.11539e-17+0.000266133j 3.3608e-17-0.000212781j -1.32707e-17+3.01423e-06j 8.77867e-17-0.000245067j -2.23314e-17-0.000183513j 5.68998e-19+4.14453e-05j -2.30938e-17-2.0472e-05j -1.74047e-16+0.000263135j -7.48399e-17+0.000170667j 1.82554e-16-4.49538e-05j 2.18632e-17+0.000230092j -2.24907e-17+1.77244e-05j -1.17692e-17-3.06926e-05j -1.30137e-17+0.000150759j -7.78665e-18-4.51091e-05j -1.5996e-17-0.000254659j 5.42974e-17-0.000216669j -1.91598e-17+0.000202722j 1.41068e-17-9.45139e-05j 2.39767e-17-1.0077e-05j -6.15896e-17+0.000247972j -1.47955e-17+2.78541e-05j 2.06228e-17-4.77147e-05j 1.13941e-17+0.000235141j 
-1.38636e-16+8.22189e-06j -1.50548e-15-9.08953e-05j -8.58515e-16-4.54906e-05j -3.38925e-15-0.000191472j 1.10216e-15+5.39902e-05j 1.408e-15+8.2368e-05j 1.44725e-15+6.90482e-05j -3.34217e-15-0.000188088j 4.30814e-15+0.000215278j -4.98018e-16-1.93566e-05j 9.93247e-16+5.01893e-05j 1.78169e-15+8.95777e-05j 1.12886e-16+9.98222e-06j -4.15651e-15-0.000205325j -1.38744e-16-1.06703e-05j 3.4575e-15+0.000181924j 6.37415e-15+0.000345869j -9.17207e-17-1.41599e-05j 4.32224e-16+2.65292e-05j 3.61328e-15+0.000177428j -5.19453e-16-2.9055e-05j 3.5494e-15+0.000204024j -3.6979e-15-0.000197821j -2.71922e-15-0.000142324j 4.33842e-15+0.000230709j 3.40966e-16+1.12333e-05j 2.22207e-15+0.000105965j 1.7482e-15+9.55167e-05j -2.40583e-15-0.000133056j 5.00018e-15+0.000264476j 3.86227e-15+0.000207021j -1.99599e-15-0.000101308j 1.20691e-15+7.65278e-05j 3.09001e-17-7.82418e-06j 1.86403e-15+0.0001097j -4.36547e-15-0.00025062j 3.35114e-15+0.000167612j -1.15232e-15-6.10634e-05j 1.42357e-15+7.25746e-05j -1.90055e-15-9.86127e-05j 2.76108e-15+0.000154241j 2.65385e-15+0.000163468j -4.50912e-15-0.000226229j 1.9526e-15+0.000103268j 1.50008e-15+7.81465e-05j 1.2059e-16+1.56057e-05j -2.66618e-18-5.1779e-06j 4.01581e-15+0.000199869j -1.44207e-15-8.2533e-05j 4.72428e-16+3.85508e-05j -2.09807e-15-0.000121481j -2.44152e-15-0.000130743j 2.06e-15+0.000117115j 1.60101e-15+8.82962e-05j -8.65645e-16-4.35304e-05j 1.02296e-15+7.36531e-05j 
2.83132e-16-0.000504306j 1.30741e-17+0.000201178j -6.01949e-17-8.44274e-06j -1.01117e-16+7.00069e-05j 8.52069e-17+0.00012784j 9.22214e-17-0.000190691j 5.06791e-17+0.000330251j -1.13492e-16+6.97714e-05j 2.31128e-16+0.000539484j -1.86989e-17-0.000224821j 3.50971e-17+0.000148947j 9.65946e-17+0.000207053j -2.24355e-17-6.55744e-05j -2.35792e-16-0.00057923j 2.9671e-17+5.81612e-05j 2.16558e-16+1.42843e-05j 2.67963e-16-1.45497e-05j 1.5739e-16+0.000217059j 4.27361e-17-6.02148e-05j 2.46183e-16+0.000523086j 6.50903e-17-8.06402e-05j 1.99491e-16-0.00031887j -1.59031e-16-0.00017471j -5.587e-17-0.000245774j 2.41383e-16+0.00018291j 6.51573e-17+0.000108673j 1.61231e-16+0.000316867j 6.00382e-17+3.85411e-05j -3.95032e-17+4.11795e-05j 2.57872e-16+0.000250558j 1.28318e-16+7.43087e-05j -1.60356e-16-0.000176457j -7.81194e-19-0.000233055j 4.55104e-17+0.000210826j 1.2536e-16-0.000280539j -2.06122e-16+0.000196244j 1.32774e-16+0.000465824j -2.5277e-16+1.83173e-06j -1.03161e-16+0.000207688j -1.22918e-16-9.58807e-05j 1.41155e-16-0.000127724j -1.61523e-16+9.16639e-05j -2.33572e-16-0.000564738j 7.9041e-17+0.000123913j 8.19523e-17+0.0001015j -1.39376e-17-0.000227624j 6.48718e-18+0.000152103j 2.29722e-16+0.000523133j -5.1454e-18-4.8769e-06j 1.06218e-18-0.000331151j -9.72992e-17+0.000207803j -1.12304e-16-8.86137e-05j 3.02429e-17-9.49423e-06j 7.64489e-17-1.98684e-05j 5.41264e-19-0.000161684j -1.4607e-17-0.000513582j 
-2.70825e-16+0.000534421j -5.56465e-17-0.000286449j -1.61391e-17-0.000215826j 1.06857e-17-0.000278187j 2.22583e-17+0.000204567j 7.35382e-18+0.000494126j -1.82656e-18-0.000185215j 2.17508e-18-0.000327236j 4.81162e-17+0.000301117j -9.254e-18+0.000110643j -5.82687e-18-6.55855e-05j 2.02913e-17+0.000144344j -1.48287e-17-4.61993e-05j -5.14467e-17-0.000247453j -4.8868e-17+0.000136389j 2.52426e-16+0.00071442j 2.69113e-16+0.000797726j -5.10918e-18-0.000104565j -3.34391e-18-2.82651e-06j 3.65317e-17+0.000205549j -1.53487e-17+0.000330739j 9.1998e-19+0.000909201j 7.91596e-18-0.000254084j -8.23047e-17-9.90711e-06j -3.51474e-18+0.000546613j 1.18041e-18+0.000236615j 8.53196e-17+0.000318025j -4.42923e-18+0.000129622j -1.74232e-17-0.00011838j 6.3392e-17+0.000539505j 1.17243e-16+0.00045195j 3.30998e-18-0.00038313j 1.38917e-18+0.000148222j -2.60908e-18+1.0381e-05j 4.49359e-17+0.000723265j 1.56419e-16-0.000661608j 3.27189e-17+0.000144704j 1.7833e-16-0.000253403j 1.71529e-16-3.70091e-05j 2.41717e-16-0.000574566j 1.58414e-16+0.000386191j -1.07642e-15+0.000441122j -3.17262e-17-0.000257613j 8.37433e-18+0.000114943j 1.67862e-17+0.000144418j -1.31173e-17+0.000132895j -5.023e-18-0.000158841j 3.81154e-17+0.000273249j 2.26506e-17+8.97763e-05j -1.11584e-17+0.000267487j -3.24587e-17-0.00051592j -1.66681e-17-0.00026017j -2.30501e-17-1.23743e-05j 1.0314e-17+0.000254662j -2.43633e-18+0.000166966j 6.02709e-17+0.000579895j 
-7.93652e-16+0.00134011j -1.53183e-16+5.21188e-05j 2.82449e-18-3.33663e-05j 4.22567e-17+0.00100166j -3.53284e-19-0.000147587j -1.5685e-17+0.000413137j -1.90157e-17-0.00117751j 5.11052e-17+0.000878724j -1.48474e-17-0.00160686j -2.61192e-17+0.000541786j -2.07408e-17-0.000654709j 2.26487e-18-0.000618817j -5.86494e-18-0.00012387j 4.70452e-17+0.00165745j 1.04876e-16+0.000309718j -2.32007e-16-0.000140052j -3.85945e-16-0.00132067j -1.78414e-16-0.000245561j -1.35234e-16-0.000181456j -1.29578e-16-0.001465j 2.033e-17+0.00094176j -1.03873e-16+0.00030019j 1.07787e-16+0.00128246j -1.41837e-16+0.00134642j -5.5491e-17-0.000995595j -6.51218e-17+0.000284213j -1.13085e-16-0.000500164j -2.63426e-17-0.000571841j 4.65076e-16+0.000846696j -2.49688e-17-0.00134027j -1.70643e-16-0.000901437j -8.31477e-17+0.000231335j -6.02418e-17-0.000176672j -1.01489e-17-7.10604e-05j 7.79045e-17+0.000696112j -3.91086e-17+0.000657549j 1.85028e-16-0.00145876j 6.72308e-16+1.57549e-05j 5.91289e-16-0.000829048j 1.48556e-16-0.000221457j -1.97031e-16-0.000440168j 1.46365e-15-0.000573101j 1.58579e-17+0.00180086j -2.56105e-17-0.000727983j -4.60334e-17-0.000445404j -9.92032e-18+0.000296222j -1.98741e-17-0.000377213j -3.26714e-17-0.00152056j 1.31179e-17+0.000863745j -1.55567e-17+0.000442744j 2.36397e-17-0.000142773j 2.66777e-17+0.000649088j -3.31829e-17-0.000990794j -1.54238e-17-0.000226406j -3.405e-18+0.000805077j 6.65116e-17+0.00089094j 
-3.32739e-16+0.000592167j -9.72048e-17-0.000229908j 5.28402e-18-0.000154071j -6.47062e-17-0.000108684j -1.31611e-17+0.000108609j -1.30579e-17+0.000420569j 2.24813e-17-0.000301262j -5.7195e-17-0.000155372j 1.81143e-17-3.52316e-05j -7.71481e-18+0.000168528j 1.33576e-17-0.000135434j 7.62048e-18+6.55785e-06j 1.60386e-17-3.40207e-05j -1.34388e-17+8.46045e-05j -6.70233e-17+0.000117189j 1.21164e-16+0.0004875j 2.10858e-16+0.000434331j -6.8272e-17-0.000133698j 3.88539e-18-1.0013e-05j -1.1371e-17-8.58959e-05j -8.4233e-17+0.000339497j -1.37583e-17+0.00072314j -2.62279e-17-2.36812e-05j -1.25245e-16+0.000166484j -7.01194e-18+0.000256916j -6.30984e-17+0.00017702j -1.37771e-18+0.000122662j 2.25062e-17+2.85469e-05j -3.61197e-17-6.58237e-06j 5.56072e-17+0.000206718j 9.97144e-17+0.000217348j 3.96457e-17-0.000218227j 5.36086e-17+0.000125393j -4.56845e-17-3.43917e-05j 9.31266e-18+0.000624861j 5.46203e-17-0.000433777j 4.69221e-17-0.000118755j 2.34559e-16-0.000177402j 2.24187e-16-0.000142177j 2.47745e-16-0.00041119j 1.26211e-16+0.000249803j -5.62882e-16+0.000239298j -1.74637e-17+8.9226e-05j 2.47877e-17-1.12767e-05j 9.13579e-18+4.11109e-05j 1.08398e-17+0.000160416j -3.74032e-18-0.000174285j 5.91631e-18-4.36629e-05j -5.26217e-17+0.000149437j 1.60472e-17+0.000286818j -2.83076e-17-0.000412037j -2.40544e-17-0.000104716j 5.86912e-17-0.000105054j 1.3125e-17+0.000160445j -3.82643e-17+0.000223863j 7.28584e-17+0.000581376j 
5.7163e-16-0.00107641j 1.14533e-16+0.000455735j 7.62255e-18+0.00022075j -2.2894e-17+0.000260728j -9.83959e-18-9.75185e-05j 9.36319e-18-0.000703116j 9.03784e-18+0.000558892j -1.93408e-17+0.000322069j -2.18829e-17+0.000257514j 1.60041e-17-0.000342277j 1.3238e-17+0.000243903j -9.96969e-18+6.90523e-05j 9.57879e-18+5.86024e-06j 1.46593e-17-0.000349684j 4.38322e-17-0.000121547j -2.0549e-16-0.000720397j -2.1542e-16-0.000729851j 1.36418e-16+0.000304487j 5.08743e-17-3.00816e-05j 3.5497e-17+0.00033174j 4.21226e-17-0.000489417j 4.38334e-17-0.00122883j -4.27259e-17+1.47513e-05j 1.20005e-16-0.00030212j 5.38808e-17-0.000337133j 1.03216e-17-0.000183066j -5.57118e-17-3.34811e-05j 1.05136e-17-5.52596e-05j -1.08952e-17+8.43308e-05j -2.10356e-17-0.000245941j -1.21532e-16-0.000334006j -2.98327e-17+0.000237168j -4.94245e-18-0.000326878j 1.41322e-17+0.000164942j -3.5367e-17-0.00103809j -2.05206e-16+0.000790827j -6.12497e-17+0.000348465j -3.99575e-16+0.000263963j -3.5133e-16+0.000276273j -2.54276e-16+0.000539879j -1.05004e-16-0.000467426j 7.58671e-16-0.000336709j 3.13877e-18-0.000339648j 1.5705e-18+4.20329e-05j 2.15398e-18-3.07476e-05j 1.1458e-17-0.000346799j 1.4255e-17+0.000319918j -1.71634e-18+0.000266021j -1.93705e-17-0.000170914j 1.24289e-17-0.000582733j 2.21796e-17+0.000716569j 8.31815e-19+0.000144299j 2.52543e-17+8.95734e-05j 7.85742e-19-0.000261863j 1.32627e-17-0.000372507j -1.06567e-16-0.00109299j 
-1.69053e-16+0.000356563j -5.54862e-17-0.000267402j -3.12516e-17-0.000228685j -3.86204e-17-0.000362127j 4.20368e-17+0.000255933j 3.20136e-17+0.00045308j 2.00564e-17-3.407e-05j -4.90044e-17-0.000404467j 1.16775e-16+0.000561134j -1.33572e-17+2.76719e-05j 9.91651e-18+1.36807e-05j 4.81084e-17+0.000246148j -1.56461e-17-5.273e-05j -1.22896e-16-0.000516321j -6.10776e-17+0.000132198j 3.42191e-16+0.000774323j 4.08647e-16+0.000952016j 3.75667e-17-4.66495e-05j 2.18969e-17-8.42231e-07j 1.1346e-16+0.000444652j -1.69679e-17+0.000259435j 6.58085e-17+0.000877306j -5.55599e-17-0.000409634j -1.0623e-16-0.000169672j 7.02205e-17+0.000699474j 1.3024e-17+0.000251319j 1.35593e-16+0.000444069j 2.13912e-17+0.000191894j -8.39253e-17-0.000185586j 1.46827e-16+0.000733626j 1.85498e-16+0.000568746j -2.55837e-17-0.000462697j 1.95764e-17+0.000123775j 1.55365e-18+6.03145e-05j 7.13208e-17+0.000655536j 9.95199e-17-0.000716293j 6.18767e-17+0.000367585j 8.02241e-17-0.000270496j 1.22549e-16+7.02495e-05j 2.21305e-16-0.000613287j 2.31192e-16+0.000419925j -1.28322e-15+0.000534386j -1.02455e-16-0.000535679j 3.88494e-17+0.000206478j 4.54746e-17+0.000210465j -1.25016e-17+7.05314e-05j -1.93455e-18-0.000107219j 1.05811e-16+0.000521161j 5.76566e-18+2.49944e-05j -4.67447e-18+0.000180552j -6.66973e-17-0.000494491j -5.58944e-17-0.00034735j 4.5279e-18+6.46131e-05j 3.60805e-17+0.000285063j -1.08578e-17+7.94498e-05j 6.23502e-17+0.000439179j 
1.19479e-16-0.00021313j 4.58562e-17+7.03289e-05j 1.01108e-17+0.000255832j 4.75447e-17+6.18583e-05j -1.05086e-17-0.000356067j -5.38796e-18-0.000390381j -1.96173e-17+5.34718e-06j 5.09391e-17+0.000136915j -5.17854e-17-0.000715305j 2.66851e-18+5.61779e-05j -1.17567e-17+2.7126e-06j -2.25896e-17-0.000306223j 1.88331e-18+0.000149995j 6.08747e-17+0.000694682j 7.62415e-17-0.00027205j -2.48507e-16-0.000789449j -3.05129e-16-0.000654107j -1.1416e-16-0.00010228j -5.12959e-17+0.00010476j -7.50169e-17-0.000612614j 3.86961e-17-0.000426506j -1.54054e-17-0.000681029j 3.26229e-17+0.000280937j 1.1147e-16+8.3383e-05j -3.3974e-17-0.000663462j 5.9216e-17-0.000439717j -5.00869e-17-0.000650075j -1.28448e-17-9.64828e-05j -2.13695e-17-5.62414e-05j -1.16843e-16-0.000679714j -8.5915e-17-0.000443942j 6.54878e-18+0.000599133j -2.7334e-17+0.000142031j 2.99245e-17-0.000251443j -4.99206e-17-0.00058471j -7.00002e-17+0.000394565j -2.92441e-17-0.000477577j -9.49926e-17+0.00027735j -1.16165e-16-7.05868e-05j -3.86914e-16+0.000790408j -2.3176e-16-0.000205352j 1.32901e-15-0.000506459j 4.56385e-17+0.000665176j -2.64635e-17-0.000156384j -2.89292e-17-0.000208816j 1.11745e-18+7.50333e-05j -5.3104e-18+5.72462e-05j -5.02937e-17-0.000678926j 2.34423e-17-0.000235833j -6.31508e-18+2.46723e-05j 4.14416e-17+0.000349872j 3.5942e-17+0.000288896j -3.00378e-17+0.000187649j -2.22563e-17-0.000222674j 1.58302e-17-0.000125054j -3.03137e-17-0.000179004j 
-1.30346e-15+0.00224791j -2.96839e-16-0.000303324j 1.57315e-17-0.000407346j -4.57456e-17+0.000795806j -2.81892e-17+0.000234821j -4.84828e-17+0.00122539j 1.03262e-17-0.00156198j -2.82195e-17+0.000563366j -1.02661e-17-0.00115286j -3.12735e-17+0.000720264j -4.04533e-18-0.00082531j 4.79848e-18-0.000396793j 1.66683e-17-0.000265611j 4.05317e-17+0.00128221j -4.15892e-17+0.000639527j 5.31328e-17+0.00103488j 3.68247e-17-0.000282937j -1.9348e-16-0.000352824j -9.51311e-17-0.000260171j -1.38782e-16-0.00114915j -1.21793e-16+0.00165877j -1.5322e-16+0.00171123j 8.78205e-17+0.00104117j -3.53607e-16+0.00148862j -9.33495e-17-0.000195897j -1.99231e-16+0.000804882j -1.1304e-16+0.000101107j -4.65965e-18-0.000459048j 4.41077e-16+0.000858333j 6.86378e-17-0.000590484j -1.97309e-17-0.000300839j -2.63405e-18-0.00045935j 2.39009e-17-9.84374e-05j -9.6873e-17+4.94093e-05j 9.51134e-17+0.00190441j 1.26595e-16-0.000196012j 2.22666e-16-0.0012758j 1.0514e-15-0.000404596j 9.41686e-16-0.000957138j 7.64747e-16-0.00128768j 1.00967e-16+3.821e-05j -2.29712e-16+9.16026e-05j 1.7116e-17+0.0014484j 4.76545e-18-0.000626184j -3.15133e-17-0.000244429j 5.40009e-18+0.000456217j -2.05233e-17-0.000641129j -4.17345e-17-0.00110345j -6.48537e-17+0.0012022j 8.10464e-18+0.000802432j -1.76871e-17-0.000922243j -2.25268e-18+0.000306265j 5.13426e-17-0.00123562j -1.22231e-18+0.000139392j -5.9136e-17+0.00117168j 1.72583e-16+0.0017706j 
4.4878e-16-0.000818193j 7.37075e-17+0.000146893j 1.65117e-17+8.40775e-05j -6.08189e-17-0.000230385j -2.7622e-17+2.18571e-05j -8.48687e-18-0.000378381j 2.1322e-17+0.000583229j -5.44031e-17-0.000170425j -3.09559e-17+0.000631854j 1.84298e-17-0.000300874j 2.1224e-17+0.000299995j -1.64909e-17+0.00023322j 2.30696e-17+3.80716e-05j 1.84379e-17-0.000681132j -4.96977e-17-0.000136828j -2.96813e-17-0.000195217j 6.80503e-17+0.000178942j 9.41814e-17+0.000192727j 8.04954e-17+4.48299e-05j 2.93846e-17+0.000610241j -3.92474e-17-0.000470448j 3.33034e-17-0.0005251j -6.54828e-17-0.00041639j 6.6209e-17-0.00054686j 2.26039e-17+0.000216944j -1.86792e-17-0.000146411j -2.65001e-17+0.000166947j 2.40097e-17+0.000167195j -1.89245e-16-0.000241255j -7.22993e-18+0.000361834j 1.50621e-17+0.000181732j 5.41033e-17-4.72897e-06j 5.24823e-17-6.55879e-05j -2.15442e-17+8.96981e-05j -6.53871e-17-0.000586242j -8.00864e-17+6.43855e-05j -9.68467e-17+0.000610649j -3.46339e-16+8.3337e-05j -3.09056e-16+0.000370042j -7.34982e-17+0.000246329j 4.78172e-17-2.21734e-05j -2.47143e-16+7.64118e-05j 1.70048e-17-0.000722997j 1.56068e-17+0.000254598j 1.20827e-17+0.000138313j 2.12503e-17-0.000223727j 1.40836e-17+0.000236532j -1.75715e-17+0.000606095j -5.32128e-17-0.000334663j 2.52445e-17-0.000355426j 3.51233e-18+0.000297058j -9.01848e-18-0.000164989j 6.52096e-17+0.000347434j 4.09426e-18-1.60277e-05j -1.41752e-17-0.00039198j -5.3392e-17-0.000680092j 
