1.68209e-13-0.288046j 3.62144e-14+0.0161178j -2.1909e-17+0.0474075j 2.07709e-16-0.149698j 1.55079e-16-0.0266169j 3.64238e-15-0.14498j 4.4225e-16+0.215601j -1.19906e-15-0.117064j -2.31909e-15+0.179985j 4.85316e-15-0.094174j 1.94741e-15+0.117592j -2.50388e-15+0.0641628j 4.33599e-16+0.0410069j -2.07381e-15-0.194286j -3.83941e-15-0.0922697j 1.45466e-15-0.107143j 1.65907e-14+0.107344j 1.99542e-14+0.0373722j 1.63342e-14+0.0432999j 1.53057e-14+0.172679j 6.14891e-15-0.230677j 1.8616e-14-0.182969j -1.49566e-14-0.175254j 4.33108e-14-0.223149j 8.53963e-15+0.0651676j 2.19425e-14-0.112653j 1.35904e-14-0.00531305j 2.69709e-15+0.0803802j -7.89415e-14-0.145721j -1.03823e-14+0.123444j 1.35605e-14+0.079132j 1.07708e-14+0.0500762j 4.27187e-15+0.0375327j 8.08221e-15-0.0164514j -1.85786e-14-0.229519j -9.57114e-15-0.0297945j -3.49931e-14+0.190372j -1.39314e-13+0.0435773j -1.25983e-13+0.137849j -8.94616e-14+0.161397j -2.30098e-15+0.0299375j -3.77219e-14+0.015955j 1.09487e-15-0.221798j 8.31414e-16+0.101594j 4.48267e-15+0.0450355j 1.31833e-15-0.0508981j 2.9225e-15+0.0812793j 1.43663e-15+0.170797j 2.64067e-15-0.181313j 1.26868e-15-0.0900111j 1.61528e-15+0.0949614j -1.77341e-16-0.0643568j -4.85285e-17+0.193249j 9.64167e-17-0.00107229j 4.20702e-15-0.16342j -1.88851e-14-0.209218j 
7.48237e-16-0.00134736j 1.75441e-16+0.000441706j -6.00621e-18+0.000401183j 3.79979e-17+9.281e-05j 1.49086e-17-0.000341136j 3.15439e-17-0.000995815j -1.0947e-17+0.000703517j 3.33974e-17+0.00022816j -7.17839e-18-5.33042e-05j 1.39657e-17-0.000350835j -4.25701e-19+0.000332986j -5.48095e-18-7.11285e-05j -8.37988e-18+0.000147066j 2.09255e-18-5.22645e-05j 1.1214e-16-0.000378426j -2.78987e-16-0.00122768j -3.48309e-16-0.000912987j 7.74271e-17+0.000227379j 1.08302e-17+9.03799e-05j 4.00696e-17+6.69657e-05j 1.13709e-16-0.000935587j 7.78276e-17-0.00166252j -3.01861e-17+2.73343e-06j 2.29835e-16-0.000440988j 6.53942e-17-0.000639107j 1.15889e-16-0.000560607j -9.41155e-18-0.000455408j -1.65756e-18-2.05199e-05j -8.12821e-17-0.000125941j -7.39768e-17-0.00051015j -1.28857e-16-0.000478796j -5.64108e-17+0.000640482j -4.79917e-17-0.000138204j 7.04693e-17-4.4184e-05j -4.49207e-17-0.00149258j -2.22602e-16+0.00088009j -7.87666e-17+0.000187834j -5.64269e-16+0.000446836j -5.06073e-16+0.000334475j -6.26379e-16+0.00113778j -2.46299e-16-0.000488619j 1.47771e-15-0.000590744j -7.24484e-18-9.31851e-05j -1.36726e-17+4.46202e-05j -1.73984e-18-0.000111732j -2.32933e-18-0.000294995j 9.14018e-18+0.00039175j 1.31587e-17-3.26908e-05j 3.93978e-17-0.00049337j -6.72082e-18-0.000566392j 3.45645e-17+0.000925962j 1.40589e-17+0.000236837j -3.68896e-17+0.000407624j -5.61654e-18-0.000363098j 4.30026e-17-0.00056931j -1.3113e-16-0.00125271j 
7.74692e-16-0.00143423j 1.61728e-16+0.00053652j 5.78659e-18+0.000515666j -1.28164e-17+0.000255894j -4.28639e-18-0.000490524j 2.52997e-17-0.00118544j 6.14421e-18+0.000662817j -6.39926e-18+0.000412514j -1.91542e-17-0.000424996j 1.41168e-17-0.00032463j 1.36713e-17+0.000300634j -1.0739e-17-0.000228968j 1.16207e-17+0.000185479j 2.16078e-17+0.000304485j 1.24674e-16-0.000455194j -4.22125e-16-0.001612j -4.52183e-16-0.00137647j 2.31695e-17+0.000211158j 7.34279e-18+0.000102361j 1.19604e-17-0.000244622j 8.38605e-17-0.00105134j 8.38646e-17-0.0020376j -6.17294e-17+0.000233487j 2.25207e-16-0.000315747j 7.96855e-17-0.00101517j 9.21361e-17-0.00070537j -6.98684e-17-0.000731421j 1.98604e-17-0.000120734j -9.80443e-17-4.42455e-05j -8.43457e-17-0.000914559j -1.56714e-16-0.000770639j -4.76022e-17+0.000900603j -1.95977e-17-0.000155948j 5.29747e-17-0.000112514j -7.01608e-17-0.00176636j -3.39741e-16+0.00119566j -6.29946e-17-7.52149e-05j -5.80589e-16+0.000579928j -5.14582e-16+0.000263885j -7.39602e-16+0.00145863j -3.19585e-16-0.00067114j 2.20124e-15-0.000869718j -8.70012e-18+0.000270061j -1.3459e-18-7.80615e-05j -6.72401e-18-0.000233031j 1.35344e-17-0.000288754j 9.61751e-18+0.000417717j 4.1887e-19-0.000381888j -8.11791e-18-0.000507159j 1.09825e-17-0.000595803j 3.93707e-17+0.00113214j 7.20048e-18+0.000422754j 1.59195e-17+0.000380188j -1.84674e-18-0.000499487j 2.2581e-17-0.000580979j -1.34614e-16-0.00137742j 
8.14872e-19-0.000146473j -1.18639e-18+0.000687344j -2.65643e-18-0.000406816j -5.17472e-18+0.00121062j 4.10187e-18+0.000784312j -6.956e-18+0.000261133j 2.67868e-18-3.6298e-05j -1.08874e-17+0.000981876j -7.80012e-19+0.00123649j 9.53336e-18-0.000324985j 1.13233e-18-0.000145169j 9.89217e-18+0.00051469j -1.51833e-17-0.000565961j -1.7367e-17-0.00130006j -2.36571e-17+0.000895164j 1.02075e-16+0.000960457j -2.53306e-17-0.000550546j 4.67555e-16+0.000666121j 1.00518e-16-0.000545981j 9.51498e-17+0.00118739j 4.28614e-17+0.00125611j -5.97185e-17+6.86933e-05j 4.8776e-17+0.000325155j -1.41045e-16+0.000398553j 3.45559e-17+0.000513226j -1.9035e-16+0.00127516j -7.66386e-17+0.00149402j -3.16935e-17-0.000325694j 5.80343e-16+0.00110322j 1.52015e-16+0.000421496j -2.41124e-16-7.46785e-05j -1.27816e-16-0.00119766j -5.29297e-17-0.0012155j -4.60598e-17+0.00102401j 1.29335e-16+0.000489767j -4.407e-17+0.000865236j 5.28596e-17+0.000806569j 1.75899e-16-0.000347406j 1.83991e-16-1.60148e-05j 8.57424e-16-0.00163208j 2.37811e-16-0.000644515j -1.43644e-15+0.000412508j -8.02686e-19-0.00105935j -6.64831e-18-9.92792e-05j 8.77252e-18+0.000183183j -9.22347e-18-0.000615308j 2.28494e-17+8.15874e-05j 2.52397e-17+0.00121842j -8.33223e-18+0.0011943j -2.35612e-18-0.000770083j -2.98278e-18+0.000135583j -8.2451e-18-3.20279e-05j -1.33886e-18-0.00131383j 7.37473e-18-9.5604e-06j 2.07178e-17+0.000418664j -8.45943e-17-0.000692022j 
-7.96386e-16+0.00148684j -1.71105e-16-0.000670536j 6.11063e-18-0.000341091j -1.2806e-18-0.000452832j -1.36598e-17+0.000184213j -3.43815e-17+0.00102624j -3.19222e-18-0.000729007j 7.92787e-19-0.000540114j -7.18851e-18-0.000196401j -1.55593e-17+0.00045341j -1.03682e-17-0.000308434j -2.80895e-18-2.91643e-05j 4.23583e-18-1.36875e-05j 1.48412e-17+0.000328372j -1.0797e-16+0.00017969j 2.87445e-16+0.00112617j 3.59439e-16+0.00120913j -1.91132e-16-0.000414906j -4.36444e-17+4.65362e-05j -7.60295e-17-0.000323211j -1.12615e-16+0.000683275j -8.40446e-17+0.00182262j 4.93211e-17-0.000135879j -1.85901e-16+0.00033705j -1.02164e-16+0.000618348j -6.01291e-17+0.000285998j 4.02662e-17+0.000142777j -6.49921e-18+0.000128499j -4.31959e-17-0.000175631j 1.48496e-17+0.000511526j 1.84713e-16+0.000587159j 9.46353e-17-0.000414698j 4.48684e-17+0.000472919j -5.26507e-17-0.000211054j 1.45227e-17+0.00150996j 3.00889e-16-0.00122781j 5.11195e-17-0.000360272j 5.58952e-16-0.000409091j 4.80644e-16-0.000336558j 4.58424e-16-0.000839632j 1.94438e-16+0.000726715j -1.34776e-15+0.000574098j 2.83565e-17+0.000306613j 1.53111e-18+3.79632e-06j -6.8338e-18+9.4536e-05j -2.10838e-18+0.000475222j -1.63753e-17-0.0004428j -3.39791e-17-0.000218039j -1.261e-17+0.000209584j -1.96819e-18+0.000811636j -2.61493e-17-0.00106072j 2.20604e-18-0.00028054j 7.27832e-18-7.84899e-05j -5.28831e-18+0.000415602j -3.77541e-17+0.000495637j 1.55355e-16+0.00153881j 
-6.82364e-16+0.00139834j -1.47058e-16-0.00111049j -7.56687e-18-0.000141318j 2.80874e-18-0.00136511j 6.15671e-18-0.000194118j -1.07565e-17+0.000879788j -1.90828e-18-0.000513827j 6.27641e-19-0.00130876j 3.81214e-17-0.000534552j -2.18738e-17+0.00054963j -9.26501e-18-0.000112924j 9.06375e-18-0.000176436j 1.81448e-18+0.000319267j -2.67638e-17+0.000700972j -1.05928e-16-0.000358566j 3.49412e-16+0.00072868j 5.07905e-16+0.00189518j -4.10786e-16-0.00075746j -8.26342e-17+0.000386154j -6.83132e-17-0.000676055j -1.18138e-16-0.000146499j -6.62295e-18+0.00187117j -4.27723e-18-0.000602333j -9.26431e-17-0.00014394j -8.45702e-17+0.000607429j 8.4303e-17-0.000444141j 1.52495e-16-0.00054755j 1.62565e-17+0.000440195j -4.48502e-16-0.000972963j -2.86756e-17+0.000616446j 3.85399e-16+0.000872269j 1.5233e-16+0.000150668j 7.16065e-17+0.00121022j -8.54616e-18-0.000768872j -4.14353e-17+0.00121802j 3.51091e-16-0.00194208j 1.42967e-17-0.00051086j 3.48436e-16-0.000257874j 2.94542e-16-0.000175587j -5.15936e-17+2.46934e-05j 1.25948e-16+0.00123242j -9.72653e-16+0.000522354j -1.0511e-17+0.000515599j 1.602e-17+0.000216206j 8.32159e-18+9.97512e-05j -4.59786e-18+0.000784187j -2.75254e-17-0.000441805j -2.81429e-18-0.000566929j 1.08319e-17-0.000608952j -6.39783e-18+0.00120065j -4.51405e-17-0.0011912j -1.10907e-17-0.000427478j -6.28855e-18+0.0008434j 2.75524e-18+0.000504446j -4.13893e-17+0.000134529j 2.00322e-16+0.00184832j 
7.55154e-16-0.00134945j 1.52141e-16+0.000294528j 2.05751e-18+0.000392097j -2.50726e-17-0.000212082j -1.48432e-18-0.000352743j 2.43105e-17-0.000945014j 1.14265e-17+0.000793257j -2.2787e-17-5.20222e-05j -2.50035e-18+7.75964e-05j 1.56586e-17-0.000351161j 1.65332e-17+0.000404901j -6.18448e-18-1.75112e-05j 1.08716e-17+0.000206742j -3.48361e-18-0.000168983j 5.61873e-17-0.00046976j -2.22753e-16-0.00113033j -1.84712e-16-0.000508985j 3.00534e-17+0.000161365j 3.65921e-17+0.000165368j 4.31678e-17+0.000162958j 4.71516e-17-0.0010859j 9.67442e-17-0.00147561j -8.20435e-17-0.000238042j 2.01408e-16-0.000635258j 7.3536e-17-0.000442254j 9.71752e-17-0.000662458j -5.38247e-18-0.000470822j 2.6011e-17+0.000109227j -2.50269e-16-0.000362521j -5.51067e-17-0.000267022j -3.25668e-17-0.0002567j -1.10894e-18+0.000639821j 9.8377e-18+4.18589e-05j 4.27408e-17-0.000137286j -7.76961e-17-0.00143939j -2.21931e-16+0.000552881j -9.56751e-17+0.000306454j -6.04144e-16+0.000416802j -5.32924e-16+0.000420074j -6.16237e-16+0.00118411j -1.75222e-16-0.000277163j 1.18998e-15-0.000457621j -1.68314e-17-0.000252951j 9.71709e-18+0.000165326j 1.01522e-17-4.40314e-05j 1.28967e-17-0.000232732j 1.0442e-17+0.000386146j 1.34619e-17+8.33575e-05j -1.04731e-17-0.000688975j 1.2731e-17-0.00047124j 1.7191e-17+0.000799125j -5.57772e-18+0.000101942j 2.31862e-17+0.000649002j 4.86262e-18-0.00027291j 1.35482e-17-0.00066045j -1.02501e-16-0.00113766j 
-2.90343e-16+0.000443775j -2.31858e-17+0.000452033j -3.0292e-17-0.000372675j 1.03137e-16+0.00113483j 5.11663e-17+0.000596604j 1.82013e-17+0.00045493j -3.4082e-17-0.000436242j 8.31823e-17+0.000913104j 4.27702e-17+0.000515862j -9.07829e-18-4.77717e-05j -3.06309e-17-0.000325843j 2.93026e-17+0.00023513j -5.2519e-17-0.000473271j -4.97001e-17-0.000533423j 5.98355e-17+0.000800397j 1.28175e-16+0.000868629j -1.22666e-16-0.000598034j 3.25745e-16+0.000394684j -2.39587e-18-0.000464147j 7.64665e-17+0.000496529j 1.28709e-16+0.00131547j -6.19699e-17+0.000389078j 1.18602e-16+0.000565155j -1.17259e-16+0.000705641j 1.63826e-17+0.00022812j -8.1522e-17+0.00110377j 6.41299e-18+0.00105029j -6.42119e-17-0.00038264j 6.52904e-16+0.0010506j 1.18406e-16+5.25628e-05j -2.23846e-16-0.000208214j -1.84507e-16-0.000928371j -1.30566e-16-0.000922182j 1.87211e-17+0.000746491j 1.79166e-16+0.000774127j 5.97056e-17+0.00066795j 1.17885e-16+0.000197329j 3.64302e-16-0.000323474j 3.44121e-16-0.00027472j 6.51135e-16-0.00144293j 1.15001e-16-0.000511305j -9.06929e-16+0.000253067j -2.44665e-17-0.00031255j -3.24985e-17-0.000264992j -2.17427e-18+4.02446e-05j -4.13654e-17-0.000333591j 5.08777e-18-9.70282e-05j 5.49253e-17+0.000521114j 9.23499e-17+0.00118024j -4.24206e-17-0.000368154j -1.18947e-18-8.19081e-05j 9.60699e-18+0.000103472j -1.15279e-16-0.00128734j -1.23344e-18-7.19621e-06j 5.68167e-17+0.000603547j -4.36445e-17-8.85773e-05j 
1.55684e-16-0.00022932j 3.54555e-17-0.000122522j -8.98504e-18+0.000255884j 8.47454e-18-0.000343835j 1.49642e-17-0.00038796j 2.20561e-17-0.000342167j -1.10036e-18+0.000128071j 7.88179e-18-0.000232018j 2.71791e-17-0.000570686j -5.05622e-18+5.70422e-05j 5.00761e-19+0.000100265j 7.61399e-18-0.00024771j -1.56165e-18+0.000236869j -1.92637e-17+0.000567855j 5.43692e-17-0.000407315j -1.02641e-16-0.000696673j -8.54319e-17-0.000143549j -1.55683e-16-0.000194422j -4.50625e-17+0.000210038j -6.25206e-18-0.000510002j 2.77928e-17-0.000649195j 5.86485e-17-0.000464954j -3.34461e-17-2.97179e-05j 9.68253e-17-0.000174809j 2.82475e-17-0.000430076j 1.09754e-16-0.000596839j 4.0751e-17-0.00070003j 1.4931e-17+7.32135e-05j -2.02708e-16-0.000376129j -4.88255e-17-0.000384597j 5.87186e-17-0.000166811j 4.12782e-18+0.000625945j -1.60855e-18+0.000389014j 4.3706e-17-0.000387139j -3.64813e-17-0.00054319j -6.52247e-17-2.4296e-05j -6.96559e-18-0.000338469j -1.8369e-16+0.000250392j -1.6101e-16+4.2169e-05j -4.98745e-16+0.000889964j -1.58264e-16+6.77138e-05j 1.04722e-15-0.000351607j -2.96409e-17+0.00047926j 5.08937e-18-1.16701e-06j 1.99994e-18-0.00012738j -1.2173e-18+0.000160767j -7.73865e-18+5.34246e-05j 2.06272e-17-0.000552589j 1.89162e-17-0.000509661j -3.96567e-18+0.000151473j 4.93127e-19+0.000197793j -3.74998e-18+0.000121228j -1.38483e-17+0.000520487j 3.33137e-18-0.000112485j 5.2518e-18-0.000254361j 2.24349e-18-3.64251e-05j 
1.69507e-15-0.00333289j 3.53314e-16+0.00209786j 1.00521e-17+0.000465574j -3.25527e-17+0.00216083j -6.04962e-18+0.000162685j 3.99241e-17-0.00210197j 1.5959e-17+0.00146327j -2.88419e-17+0.00216351j -4.94426e-17+0.00115509j 4.76944e-17-0.00121353j 3.03688e-17+0.000491606j -1.24258e-17+0.000367418j 2.61835e-18-0.000431522j 2.32312e-17-0.00150181j 2.06076e-16+0.000335688j -6.93225e-16-0.001878j -9.25931e-16-0.00344755j 7.5543e-16+0.00144037j 1.79831e-16-0.000564804j 1.71842e-16+0.00143365j 2.31629e-16-0.000442494j 8.95072e-17-0.00411405j -6.12399e-17+0.000781415j 2.79929e-16-0.000244935j 2.1051e-16-0.00119456j -8.30265e-17+0.000382666j -2.46532e-16+0.000755181j -5.96761e-18-0.000646914j 5.90276e-16+0.00140969j 4.08497e-17-0.00107628j -6.59906e-16-0.00156659j -2.67465e-16+6.12562e-05j -1.11349e-16-0.00207432j 4.1571e-17+0.0012775j 2.97713e-17-0.00299556j -7.45294e-16+0.00362693j -8.50647e-17+0.0012226j -1.01944e-15+0.000677539j -8.67782e-16+0.00062879j -2.74222e-16+0.000629697j -2.86135e-16-0.00225871j 2.20268e-15-0.00110088j -9.78588e-18-0.00123941j -1.34933e-17-0.000207159j 1.5878e-18-0.000149348j 1.56776e-17-0.0015318j 5.58888e-17+0.0010259j 3.18309e-17+0.00120534j -2.83493e-17+0.000592351j 2.04704e-17-0.00240702j 7.81921e-17+0.00253688j 4.89136e-18+0.000731765j 3.15099e-17-0.00101026j 5.23565e-18-0.00100673j 7.85186e-17-0.000685953j -4.10741e-16-0.00395433j 
-6.03477e-16+0.000766571j -1.07209e-16+0.00127319j -4.05866e-18-0.000537351j 5.28601e-17+0.0029938j 1.25547e-17+0.000951093j -1.6204e-17+0.00052192j -2.08119e-17-0.00108943j 5.13719e-17+0.00254991j -1.78947e-17+0.000182877j -8.84577e-18-4.02431e-05j -2.14181e-17-0.000819751j 1.67685e-17+0.000113724j -3.39942e-17-0.000966592j 2.24618e-17-0.000262476j 1.14972e-16+0.00160293j -1.80128e-16+0.000940819j -5.70809e-16-0.0025788j 5.63717e-16+0.000849438j 1.36938e-17-0.00101606j 2.38827e-17+0.000298522j 1.29566e-16+0.00266056j -1.78146e-16-0.000119641j 1.83222e-16+0.00188572j -2.94623e-16+0.00192226j 1.65363e-17-0.000481071j -3.25444e-16+0.00210758j -2.41171e-16+0.00164059j -7.92129e-17-0.00112886j 1.38011e-15+0.00258763j 1.85939e-16-0.000951805j -6.02227e-16-0.00124321j -3.09693e-16-0.00140643j -1.65593e-16-0.00212992j -5.7362e-17+0.00150501j 2.72289e-16+0.0010182j -1.82425e-16+0.00234584j 2.55962e-16-0.000248364j 8.09307e-16-0.000376891j 7.54336e-16-0.000805302j 1.28523e-15-0.00240574j 7.61601e-17-0.00163892j -1.77074e-16-0.00016808j 1.22591e-17+0.000253262j -4.3009e-17-0.000922238j -3.62028e-17-0.00023002j -2.67951e-17-0.000738145j 1.71116e-17-0.000148745j 1.02284e-17+0.000254247j 1.71692e-17+0.0026265j -2.37467e-17-0.000911591j 3.20747e-17+0.000363819j 2.06731e-17+0.000725802j -5.32577e-17-0.00297764j -6.96198e-18-0.000378145j 4.4304e-17+0.00132951j -1.04216e-16-0.000535073j 
2.81407e-15-0.00497331j 6.15645e-16+0.00103158j -4.22531e-18+0.000925438j 2.7915e-17-0.00101681j 1.45885e-17-0.000493377j 7.52081e-17-0.00283937j -1.03789e-18+0.0032393j 8.8454e-18-0.000562133j -3.93083e-17+0.00222923j 7.47772e-17-0.00159373j 2.70796e-17+0.00165171j -3.27904e-17+0.000746033j -3.50588e-18+0.000443066j -1.9311e-17-0.00255039j 9.60087e-17-0.00119426j -3.56402e-16-0.0025333j -3.08898e-16-0.000363934j 4.70691e-16+0.000942003j 2.29927e-16+0.00039338j 2.44148e-16+0.00230684j 2.15956e-16-0.00330774j 2.84441e-16-0.00424914j -1.97965e-16-0.00171564j 7.14247e-16-0.00282102j 1.96073e-16-5.05689e-05j 3.08494e-16-0.00153553j 8.54569e-17-0.000189487j 2.45921e-17+0.000698923j -7.64169e-16-0.00132276j -1.55263e-16+0.00070998j -1.14403e-16+0.000121223j 2.93945e-18+0.00102173j -2.20067e-17-0.000221281j 1.54313e-16+0.00011681j -2.23496e-16-0.00434966j -4.51341e-16+0.00123549j -4.59361e-16+0.00253265j -2.19251e-15+0.000970643j -1.96535e-15+0.0019098j -1.50644e-15+0.00274199j -2.77995e-16-0.000602303j 1.21136e-15-0.000530648j 1.55503e-18-0.00281335j -5.52798e-18+0.00109079j 4.86488e-17+0.000374746j 1.44897e-17-0.00116191j 5.25131e-17+0.00143357j 3.72433e-17+0.0021563j 5.68505e-17-0.00218518j 1.17028e-17-0.00200912j 6.22257e-17+0.00235371j 9.81427e-18-0.00034708j -2.65186e-17+0.0021471j -1.64485e-18-0.000530129j 1.00384e-16-0.00237228j -4.07267e-16-0.00420251j 
8.69954e-16-0.00133887j 1.71644e-16-0.000688789j 4.23281e-18+0.000811802j -3.53802e-17-0.00211708j -7.34154e-18-0.00118878j 3.25034e-17-0.00117972j 1.50168e-17+0.00110752j -2.94427e-17-0.00165965j 6.66365e-18-0.000843471j 9.9455e-18-6.40813e-05j 2.07772e-17+0.000749427j -1.75381e-17-0.000407653j 3.12456e-17+0.000920998j -1.16382e-18+0.000838158j 2.31674e-17-0.00160631j -1.91073e-16-0.00196989j 7.03726e-17+0.000896916j -5.01014e-16-0.000630908j -4.32013e-17+0.000890375j -3.5208e-17-0.000779971j -3.42871e-17-0.00277162j 1.90446e-16-0.00126428j -1.70553e-16-0.001125j 3.78821e-16-0.00152824j 3.40855e-17-0.000549087j 3.35906e-16-0.00221719j 1.39603e-16-0.00202897j 7.25733e-17+0.00073424j -1.11948e-15-0.00202182j -2.19084e-16-0.000162022j 3.59766e-16+0.000292835j 1.98889e-16+0.00188478j 1.0398e-16+0.00165413j 9.08653e-17-0.00137336j -2.53973e-16-0.00194242j -9.08919e-17-0.000987173j -2.11969e-16-0.00019493j -9.37619e-16+0.000732909j -8.61437e-16+0.000669096j -1.59114e-15+0.00301702j -3.40983e-16+0.000810243j 2.06227e-15-0.000609838j -1.96279e-17+0.000410991j 2.84444e-17+0.000551345j 1.63842e-17-7.69978e-05j 2.64647e-17+0.000493962j -1.3114e-17+0.000329891j -7.85998e-18-0.000852734j -7.29763e-18-0.00237744j 2.04205e-17+0.00045977j 4.60202e-18+0.000456022j -6.8271e-18-0.000160449j 3.79653e-17+0.002555j 1.81026e-18-8.6502e-05j -1.7843e-17-0.00134343j 8.28329e-18-0.00030307j 
1.22271e-15-0.00237321j 2.67739e-16+0.00143j 1.02419e-18+0.000313467j 1.00237e-17+0.0014037j 6.23057e-18+0.000132832j 3.29659e-17-0.00145737j -1.3311e-20+0.00108779j 6.75993e-18+0.0014123j -3.18186e-17+0.000929905j 3.40347e-17-0.000872054j 1.28346e-17+0.000384439j -7.85074e-18+0.000306045j -8.9646e-18-0.000290765j 1.01376e-17-0.00117032j 1.49378e-16+0.000215186j -4.42291e-16-0.00125155j -6.30845e-16-0.0022433j 5.43653e-16+0.00100697j 1.22603e-16-0.000376415j 1.30633e-16+0.0011071j 1.8621e-16-0.000359204j 6.43608e-17-0.0028176j -2.66778e-17+0.000432371j 2.22239e-16-0.00026892j 1.40366e-16-0.000724761j -3.01192e-17+0.000254228j -1.41721e-16+0.000573039j -1.59353e-17-0.000397958j 4.01843e-16+0.000904459j 1.87342e-17-0.000618026j -4.53763e-16-0.000992879j -1.91647e-16+7.03487e-06j -9.64817e-17-0.0014111j 4.56572e-17+0.000887148j 2.55224e-17-0.00208395j -4.74541e-16+0.00242249j -7.57421e-17+0.000958138j -7.47536e-16+0.000454304j -6.43812e-16+0.00049332j -2.1269e-16+0.000423612j -1.95523e-16-0.00150759j 1.3562e-15-0.000696327j -3.56093e-18-0.00100035j -1.84143e-17-8.37112e-05j 1.64239e-18-6.33033e-05j 2.56348e-18-0.00107245j 3.84796e-17+0.000728161j 2.60986e-17+0.000956879j 9.80689e-18+0.000349138j 4.02735e-18-0.00168075j 5.68339e-17+0.00173643j 1.04321e-17+0.000444613j -1.0493e-17-0.000624426j -2.95349e-19-0.00066581j 6.89646e-17-0.000524836j -2.92983e-16-0.00276663j 
-2.58167e-15+0.00494316j -5.57687e-16-0.00268852j -2.12094e-19-0.0006414j -3.40684e-18-0.00232725j -1.32783e-17-0.000243132j -7.02765e-17+0.00294198j -7.02329e-18-0.00243551j 4.99866e-18-0.00239533j 5.14113e-17-0.00216619j -7.17204e-17+0.00181161j -3.17973e-17-0.000938849j 1.41846e-17-0.000731318j 1.44274e-17+0.000484067j -1.86552e-18+0.00263896j -2.58846e-16-0.000261907j 7.8699e-16+0.00243542j 1.0931e-15+0.00389724j -1.06476e-15-0.00196182j -2.68335e-16+0.000633676j -2.86681e-16-0.00246969j -3.49026e-16+0.00105108j -1.62491e-16+0.00551344j 9.03881e-17-0.000439244j -4.75188e-16+0.000933883j -2.89165e-16+0.0011435j 2.52134e-17-0.000317719j 2.31796e-16-0.00114213j 1.8715e-17+0.000577979j -5.95614e-16-0.00141879j -3.88412e-17+0.00083224j 8.023e-16+0.00164535j 3.38506e-16-3.08753e-05j 1.63225e-16+0.00257914j -9.41871e-17-0.00165579j -2.00091e-17+0.00424542j 9.04208e-16-0.00441126j 1.98582e-16-0.00220798j 1.64627e-15-0.000894076j 1.42063e-15-0.0011896j 5.1499e-16-0.000993626j 3.32807e-16+0.0027289j -2.29226e-15+0.0012036j 1.70759e-17+0.00237016j 2.51803e-17-5.5887e-05j -1.77019e-17+6.18697e-06j -8.53366e-18+0.00210601j -7.81629e-17-0.00150432j -6.2992e-17-0.00219448j -1.40527e-17-0.000338851j -1.29246e-17+0.003308j -1.00138e-16-0.00337315j -9.92259e-18-0.000670587j 8.15257e-18+0.000823558j -5.3612e-18+0.00121526j -1.31248e-16+0.0012716j 5.75811e-16+0.00553237j 
1.65549e-15-0.00278869j 3.59772e-16-5.4739e-05j 9.83219e-19+0.000746989j 1.13168e-17-0.00181156j 1.27859e-18-0.000747656j 4.30226e-17-0.00169418j 5.08296e-19+0.00204785j 2.3039e-18-0.00137639j -2.42966e-17+0.000820495j 4.05801e-17-0.000736161j 1.70829e-17+0.00116217j -2.89815e-17+0.000235109j 1.10611e-17+0.000680928j -4.10835e-18-0.000944584j 1.79119e-17-0.00135611j -1.49446e-16-0.0018295j 2.29087e-17+0.000819238j -4.97543e-17+4.9921e-05j 8.91832e-17+0.000668236j 8.8612e-17+0.000830868j 6.33216e-17-0.00288329j 2.1092e-16-0.00215644j -1.62466e-16-0.00160088j 5.08824e-16-0.00219696j 7.58582e-17+3.13329e-05j 3.14113e-16-0.001786j 1.40855e-16-0.000979642j 4.01764e-17+0.000817499j -9.80904e-16-0.0018059j -1.90457e-16+0.000603916j 1.88079e-16+0.000506993j 1.37902e-16+0.00126372j 5.00128e-17+0.000878444j 1.11561e-16-0.000675988j -2.39118e-16-0.00268978j -1.44055e-16-0.000357694j -3.44386e-16+0.00121618j -1.44075e-15+0.00070228j -1.31405e-15+0.00126245j -1.39841e-15+0.00258429j -2.29371e-16+0.000392406j 9.79524e-16-0.000301985j 8.48968e-18-0.00130858j 6.79831e-18+0.00089962j 3.14406e-17+0.000233116j 1.6912e-17-0.00021206j 1.6022e-17+0.0007706j 6.90759e-19+0.000762229j 3.35284e-17-0.00228169j 1.1733e-17-0.000554742j 2.75801e-17+0.00105509j 7.1548e-18-0.000421944j -5.66036e-18+0.00240857j -4.76794e-18-0.000139894j 3.64871e-17-0.00176616j -1.59098e-16-0.00182811j 
