-1.08895e-13+0.169402j -5.5726e-14-0.0220258j -5.64309e-16-0.251588j 3.92337e-16+0.000883047j 2.08748e-16+0.245055j 2.81321e-15-0.214022j -3.08888e-15-0.0794145j 2.13949e-15+0.0211081j -3.20512e-14+0.0861949j 1.73107e-14-0.405492j -7.79865e-15-0.0194803j -8.22004e-16+0.213395j -3.77547e-15+0.169188j 7.52523e-15+0.0576781j 1.83922e-15+0.0796991j 4.1699e-15-0.0376965j -1.31312e-14-0.0456195j 6.58608e-16+0.3223j -6.2859e-16+0.286218j 2.98894e-15+0.108559j -5.723e-15-0.0899208j -3.9736e-14+0.218849j -8.61643e-15-0.149101j 1.48896e-14+0.205258j 1.18566e-14-0.085083j 8.1486e-15-0.148286j 1.22413e-14-0.184361j 7.06422e-15-0.139703j -8.02384e-14-0.0521857j 1.16656e-12+0.185405j 1.78165e-12-0.294581j 8.66861e-14-0.00660532j 1.04757e-14+0.0167124j 3.88063e-16+0.0309154j 2.52965e-16-0.0230805j 9.25144e-17+0.0153875j -1.26774e-16+0.00346345j 1.89976e-16-0.00026202j -2.51765e-17-0.0105405j 1.31853e-16+0.0101032j 1.15535e-16-0.00366026j -3.41735e-16-0.0146483j -1.38231e-14+0.00368119j -3.31249e-16-0.00889436j -1.10133e-17-0.000714575j -5.61004e-16-0.00093614j -7.87909e-16-0.000710812j 2.93914e-16+0.0080272j -3.13756e-16+0.000379795j -2.17591e-16-0.000455327j 1.61859e-15-0.00137471j -8.52005e-16+0.0143193j 7.21123e-17+0.00179576j 8.81648e-17+0.00349584j 2.88797e-16-0.00366088j -4.32872e-16+0.000433597j -5.12348e-16-0.00419461j -3.02589e-16+0.00247182j 1.88553e-16+0.00656411j 7.10093e-16-0.000209644j 2.03248e-16-0.0201824j 7.52311e-16-0.00389725j 2.42849e-16-0.0179947j 1.68634e-16-0.00626278j 1.53948e-16-0.00529626j 4.1634e-17-0.0022377j -2.14821e-16+0.026061j -1.67139e-16+0.0270025j 5.08024e-16+0.00483055j 5.56319e-16-0.0430017j 2.36999e-14-0.0126902j -7.049e-14-0.0488367j 
-6.09277e-16+0.000877472j -3.18137e-16+5.4333e-05j -3.50966e-18-3.76149e-05j -4.50809e-19+7.02183e-05j -3.06812e-19-0.00017778j -1.82065e-18+6.40051e-05j -1.0073e-18-0.000174723j 2.16372e-18+1.83087e-06j 2.19979e-17-3.72094e-05j -1.15249e-17+0.000305579j 1.54926e-18-9.44988e-05j 5.70059e-18-0.000195633j 8.5823e-18-0.000114161j -1.84341e-17-0.000138026j 2.91146e-18-6.10567e-05j -4.41489e-18+0.000133287j 1.46909e-17+7.42597e-05j -1.92766e-18-0.000341889j -5.11971e-19-0.000360311j -3.45321e-18-0.000155948j 3.75441e-18+6.99551e-05j 3.39974e-17-0.000250752j 9.8831e-18+0.000371954j -1.46198e-17-0.000251848j -6.86723e-18+0.000188116j -8.97667e-18+9.71209e-05j -1.84929e-17+0.000538596j -1.36057e-17+0.000145433j -1.99024e-16+0.000175281j 2.83736e-15+0.000468904j -7.40155e-15+0.00124131j -3.70746e-16-0.000276792j 1.31814e-16+0.000239044j 4.26429e-18-0.000364291j -1.87198e-18+0.000552277j -1.4132e-17-0.000624954j -6.50845e-18-0.00098024j -5.74338e-18-0.000428495j -3.94345e-18+0.000866568j 6.38835e-18+2.17766e-05j -2.22768e-17-0.000702082j 2.14191e-17+0.000353724j -1.24817e-15+0.000325624j -1.34941e-17-0.000566069j -4.02196e-17-0.00133252j -1.09535e-17-0.000945049j -1.43644e-17-8.20823e-06j 1.40711e-17+0.00105902j -8.12611e-18-3.17793e-05j -1.83017e-17-0.000325514j 6.49632e-17-0.000506031j -2.60386e-17-0.000198315j 1.46285e-17-0.000103691j 1.77503e-17+0.000387525j -1.19242e-17-0.000923981j -6.31973e-17-0.000107382j -8.98277e-17-0.00129995j -2.89694e-17+0.00028573j 2.92288e-17-2.06854e-05j 3.56873e-17+0.000867301j -5.43207e-18-0.00043274j 1.80938e-17-0.000365951j -3.55608e-18-0.000840963j -7.3531e-18-0.000699119j 1.62574e-17-0.000736827j -2.73586e-18-0.000671529j 2.66274e-18+0.000782965j 1.54029e-18+0.000223165j 5.11927e-18+0.000498351j -6.21952e-18-0.000663951j 6.23956e-16-0.00034692j -1.88697e-15-0.00129776j 
-6.73436e-16+0.00100766j -3.37129e-16+5.40332e-05j -5.63765e-18-0.000438906j 4.54111e-17+0.000135337j 9.18863e-18+0.000273002j -1.51789e-18-0.00030368j -2.94471e-17-0.00030565j 3.87022e-17+7.68306e-05j -3.16567e-17+0.0001167j 2.11256e-17-0.000413665j -1.77331e-17-0.000115222j 1.17694e-17+0.000206038j -3.75197e-18+0.000176392j -1.10414e-17-2.79389e-05j 9.73116e-19+7.30566e-05j 6.1059e-18+4.85105e-05j -5.79042e-18-8.42503e-06j -4.98386e-18+0.000245613j -5.97423e-19+0.000183959j -4.04539e-18+4.26411e-05j -3.25067e-18-8.45409e-05j -3.66798e-17+0.000168159j 1.1902e-17+8.25148e-05j 1.88795e-17+0.000146191j 3.55448e-18-1.05667e-05j -1.22789e-17-0.000197726j 2.47205e-17+0.000160747j 2.52476e-17-6.52309e-05j -2.84736e-16+6.69246e-05j 4.22814e-15+0.000685546j -3.10459e-15+0.000534766j -2.05982e-16-0.000302809j 2.84933e-16+0.000351666j 4.45788e-17-0.000174144j 8.6095e-17+0.000545453j -4.90611e-17-0.00053235j -2.65601e-17-0.000798713j -1.75043e-16-0.000626648j 3.61565e-19+0.000658983j 8.01557e-17+0.00016273j -7.07845e-17-0.000646693j 1.73843e-17+0.00025223j -4.92137e-16+0.000113141j -1.44023e-16-0.000680078j -1.71786e-16-0.00131121j -1.06337e-17-0.000716796j 1.30317e-17+4.52952e-05j 3.51523e-17+0.000879569j 2.91336e-17+6.5642e-05j -9.32118e-17-0.000381591j -8.9404e-17-0.000701013j -1.40238e-16-0.000304022j -3.16067e-17-0.000165956j 9.68476e-17+0.000423797j -2.77463e-17-0.000776233j -1.10509e-16-0.000171037j -1.39318e-16-0.00111177j -1.57889e-16+9.27834e-06j 1.29865e-16+0.000168739j 1.34829e-16+0.000843969j -2.69813e-18-0.000361123j 2.61834e-17-0.00027226j -8.93536e-17-0.000837856j -8.60947e-18-0.0005592j -1.65766e-16-0.000905584j 8.02865e-18-0.000512139j -2.55817e-18+0.000646952j -2.43521e-17+0.000172104j 1.15068e-16+0.000593825j -1.40004e-17-0.000601091j 4.87507e-16-0.00036642j -1.62292e-15-0.00112697j 
-1.98666e-16+0.000332895j -1.20731e-16+0.000209784j -1.95765e-17+9.92549e-05j 5.70568e-17+0.000328102j 1.21913e-17-0.000100281j -1.50253e-17+8.80582e-05j -4.29111e-17-0.00016693j 6.75801e-17+0.000152593j 2.45629e-17-2.53082e-05j -9.32132e-18+0.000283428j -1.22572e-17-5.37461e-05j 1.25527e-17-9.69631e-05j 9.13407e-19-0.000140895j -2.76825e-17-0.00011515j -3.93711e-18-8.53162e-05j 6.12686e-18+7.28756e-05j 1.64234e-17+6.93991e-05j -1.05883e-17-0.000273471j -9.04712e-18-0.000217493j -1.35333e-17-0.000134822j 5.79314e-18+8.49449e-05j 1.07457e-17-0.00012791j 4.18854e-17+0.00029547j -9.25547e-18-0.000118341j -8.59364e-18+1.00085e-05j -2.67964e-17-3.76996e-05j 3.05749e-17+0.000374607j 1.7249e-17+0.000288314j -2.48394e-17+0.000125974j 6.70737e-16+0.000107901j -3.53349e-15+0.000619037j -2.56349e-16-0.000365659j 4.76028e-16+0.000594851j 4.35444e-17+0.000129943j 1.37688e-16+0.000746401j -8.41941e-17-0.000437847j -8.71218e-17-0.000403067j -2.41311e-16-0.00125442j 6.91737e-17+0.000222296j 9.42114e-17+0.000509114j -1.16032e-16-0.000539977j 3.29249e-17+9.55311e-05j 1.9265e-15-0.00049704j -2.10422e-16-0.00101821j -2.23364e-16-0.00139672j -1.03963e-16-0.000150204j 1.32014e-17+0.000205926j 1.02953e-16+0.000420562j -4.05005e-18+0.000344764j -1.34807e-16-0.000580072j -9.97175e-17-0.00132079j -2.12598e-16-0.000734172j -3.4036e-17-0.000372493j 1.73228e-16+0.000550616j -6.04707e-17-0.000424428j -1.21886e-16-0.000372765j -2.33738e-16-0.000681002j -1.75093e-16-0.000784595j 1.51233e-16+0.000676395j 2.17404e-16+0.000876525j -4.05553e-17-6.31662e-05j -8.22093e-18-1.31868e-05j -1.585e-16-0.000802329j -5.48259e-17-0.000186773j -2.39427e-16-0.00144824j -2.95254e-17-0.000107001j 4.62359e-17+0.000160396j -1.08919e-17-0.000136246j 1.5664e-16+0.000897654j -6.58072e-17-0.000199484j 9.26025e-17-0.000376672j -6.16432e-16-0.000442078j 
-6.43233e-16+0.00108238j -3.26848e-16-0.000262887j -3.2603e-18-0.00113928j 1.32641e-17-0.000283311j 3.08374e-18+0.000927594j 1.13104e-17-0.000889762j -1.84875e-17-0.000290713j -2.44717e-17-7.61025e-05j -1.26694e-16+0.000337666j 6.90508e-17-0.00164952j -3.24521e-17-0.000102525j -6.77399e-19+0.00078257j -1.34894e-17+0.000723803j 2.60194e-17+0.000231946j 7.48206e-18+0.000354726j 1.74584e-17-0.000111714j -4.83303e-17-0.000190751j 5.00089e-19+0.00127632j 1.29443e-18+0.0010574j 9.59186e-18+0.000439792j -2.07552e-17-0.000387305j -1.35544e-16+0.000789285j -2.57656e-17-0.000584126j 6.08593e-17+0.000724094j 4.07439e-17-0.000186176j 2.20927e-17-0.000466105j 5.78933e-17-0.000663853j 4.02099e-17-0.000735547j -4.44769e-16-0.00018925j 6.45061e-15+0.00103026j 4.519e-15-0.000752319j 2.11647e-16+0.000121215j -2.13481e-16-0.000356605j -1.09639e-17-0.000330521j 1.82065e-17-0.000404011j -2.18165e-17-1.66253e-05j -1.05894e-17-0.000409016j -2.69053e-17+0.000956801j -2.17858e-17+0.000473857j 1.93894e-17-0.000480444j -2.11396e-17-5.10912e-05j 4.18706e-18+0.000147162j -3.28404e-15+0.000823747j -1.94344e-17+0.00055283j -1.16267e-16+0.000321936j 5.66107e-17-0.000663991j 1.52688e-17-0.000228181j 7.42761e-18+0.00050453j 7.11682e-17-0.000391414j -3.86058e-18+0.000330678j -1.25385e-16+0.000955481j 3.91829e-17+0.000663094j -3.31141e-17+0.000311994j -4.32282e-17-0.000233589j -4.71562e-17-0.000365957j -9.81704e-18+0.000303659j 6.01056e-18-0.000422173j -9.30954e-18+0.00108908j 1.46182e-17-0.000708629j 3.16127e-18-0.000177715j 1.80027e-17-0.000388623j 2.04705e-17-0.000318852j -2.03572e-17+4.94582e-05j 4.0145e-18-0.000433196j -5.60454e-17+0.000874814j -9.53084e-19-0.00047779j -9.93994e-19+0.000612662j -1.11997e-17+0.000445381j 4.22231e-17-0.00049996j 9.8748e-18-0.000535476j 4.49582e-16+4.78569e-05j -1.3801e-15-0.000851185j 
1.02322e-16-0.000209583j 5.36022e-17+0.000112861j -4.04535e-20-0.000175018j 1.05205e-18+0.000228951j 4.70768e-19+0.000336612j 2.24873e-18-0.000221535j -3.755e-18-9.7922e-05j 3.44395e-17+0.000154705j -3.87006e-17+0.000107016j 2.11616e-17-0.000464525j -9.30128e-18+5.68858e-06j -1.75372e-18+0.000317022j -7.30238e-18+0.00016374j 1.16805e-17+7.60864e-05j 7.32555e-19+6.65169e-05j 5.2034e-18-8.57892e-05j -1.86405e-17-5.13444e-05j 1.5843e-18+0.000405751j -3.4607e-18+0.000426983j 4.18979e-18+0.000131981j -7.79362e-18-8.56612e-05j -6.58319e-17+0.0003401j -1.34117e-17-0.000210546j 1.84981e-17+0.000333541j 1.70203e-17-0.000238064j 1.42381e-17-0.000280399j 1.32064e-17-0.000314443j 5.41121e-18-2.70713e-05j 2.7896e-17-8.98061e-05j -3.57811e-16-6.29168e-05j 4.77168e-15-0.000785274j 2.29666e-16-0.000104932j 2.26821e-16+0.000344332j 1.78193e-17+0.000435464j 5.95619e-18+0.000182028j 1.02669e-17+0.000132934j 3.21685e-18+0.000429653j -1.40802e-17-0.000745418j 1.82761e-17-0.000504215j 7.36135e-19+0.000434159j 7.47655e-18+8.36256e-05j -6.57191e-18-0.000213619j 2.70014e-15-0.00068204j -1.32372e-17-0.000442797j 6.31111e-17-0.000155245j -4.52396e-17+0.000615175j -7.99613e-18+0.000183503j -3.92293e-19-0.000463469j -4.72823e-17+0.000323272j -1.25695e-17-0.000244547j 6.50403e-17-0.00074282j -5.55407e-17-0.000460981j 1.48583e-17-0.000237774j 4.90323e-17+0.000173669j 3.40494e-17+0.000358573j 8.92828e-20-0.000236667j -1.17576e-17+0.000433144j -1.89441e-17-0.000900287j 8.67633e-18+0.000608059j 1.92549e-17+7.21431e-05j -1.23366e-17+0.000263734j -1.25187e-17+0.000272977j -1.79991e-18-4.98705e-05j -2.64525e-18+0.000383319j 3.72196e-18-0.000675235j 2.89672e-18+0.000435081j -8.20879e-19-0.000449429j 2.54888e-18-0.00026265j -7.3082e-18+0.000387442j -7.08038e-18+0.000302171j -3.23473e-16-6.6111e-05j 9.65735e-16+0.000586226j 
-8.22567e-16+0.000381411j -4.40609e-16+0.000198956j 6.97848e-17-6.04929e-05j -4.56274e-16+0.000335949j -9.47137e-17+7.4159e-05j 6.87515e-17-5.61897e-05j 2.78808e-16-0.000211077j -1.92856e-16+0.000172724j -4.84008e-17+3.42158e-05j -5.26394e-18-1.40233e-06j 7.60433e-17-6.05278e-05j -7.11242e-17+5.81597e-05j 3.87499e-17-2.41636e-05j 8.71284e-17-6.93353e-05j 4.55699e-17-3.04612e-05j -5.29938e-17+3.90195e-05j -4.89486e-17+3.53636e-05j 6.11446e-17-4.02892e-05j 6.57196e-18-4.35358e-06j 7.56002e-17-5.44216e-05j -3.48803e-17+2.24953e-05j -6.40212e-17+3.4447e-05j -2.40274e-16+0.000175603j -4.59717e-17+3.54766e-05j 9.14587e-17-6.27699e-05j 1.99111e-16-0.000146371j -3.06696e-16+0.000219807j -2.78332e-16+0.000194459j -1.89232e-16+8.09533e-05j 9.19101e-16+0.00019399j -2.38344e-15+0.000338812j 3.80689e-16-0.000360556j -4.4654e-16+0.000609221j -2.36388e-16+0.000188083j -9.5832e-16+0.000712818j 5.22542e-16-0.000390264j 4.33036e-16-0.000330512j 1.7e-15-0.00126817j -1.68882e-16+0.00014768j -7.22157e-16+0.000534813j 6.63068e-16-0.000502414j -6.35538e-17+5.83966e-05j 2.93485e-15-0.00054385j 1.34805e-15-0.00101582j 1.84184e-15-0.00133656j 2.08188e-17-7.33011e-05j -3.14278e-16+0.000214641j -4.47233e-16+0.000349382j -5.57855e-16+0.000361994j 7.48356e-16-0.000575376j 1.9399e-15-0.00133115j 9.13696e-16-0.000737255j 5.43445e-16-0.000377419j -6.57106e-16+0.000541238j 5.09454e-16-0.000362466j 4.59909e-16-0.00037828j 7.00682e-16-0.000596638j 1.10314e-15-0.000840489j -9.33118e-16+0.000710375j -1.07157e-15+0.000835583j 2.81282e-17-4.0846e-05j -2.81152e-17+1.60915e-05j 1.03375e-15-0.000772768j 1.65009e-16-0.000136692j 1.97767e-15-0.00144599j 6.28205e-17-5.34113e-05j -1.41453e-16+0.000114959j 2.05079e-16-0.000143666j -1.2148e-15+0.000893605j 2.15133e-16-0.000177449j 6.29404e-16-0.000369853j 7.89375e-17-0.000377753j 
1.09218e-16-2.34985e-05j 6.32254e-17-0.000302902j 4.6088e-18+0.000256392j 1.16194e-20-0.000558229j -4.77199e-19-0.00047414j -1.04662e-18+0.00031471j 8.30025e-18+0.000287283j -7.58405e-17-0.000333048j 5.08331e-17-0.000158653j -2.7924e-17+0.00057045j 1.55777e-17+3.9416e-05j 1.33698e-19-0.000438356j 7.50633e-18-0.000179999j -8.19769e-18-3.89567e-05j -2.76844e-18-5.61373e-05j -6.83854e-18+7.65328e-05j 2.30862e-17+3.49194e-05j -1.30531e-18-0.000467368j 9.0285e-18-0.000525094j -4.76678e-18-0.00011913j 1.14434e-17+8.62908e-05j 9.94992e-17-0.000448777j 1.61915e-17+0.000121291j -2.06436e-17-0.000442024j -2.76237e-17+0.000348803j -2.12833e-17+0.000465215j -1.18582e-17+0.000217017j 2.90482e-18-0.00012757j 2.16847e-17+4.76373e-05j -4.02587e-16-6.18072e-05j -4.47419e-15+0.000718097j -2.03927e-16+0.000418821j -5.87615e-16-0.000920836j -3.6959e-17-0.000703467j -1.25361e-17-0.00079769j -9.05531e-18+0.000139595j 6.11402e-18-0.000287634j 3.05515e-17+0.00195553j -4.70622e-17+0.00052708j -2.07405e-18-0.000977214j 2.96227e-18+0.000290153j -3.73569e-18+0.000225991j -5.19024e-15+0.00130203j 3.73199e-17+0.00136867j -1.08163e-16+0.00125522j 1.18646e-16-0.000728412j 2.8934e-17-0.000404314j -1.83669e-17+0.000316628j 1.14065e-16-0.000699415j 3.97212e-17+0.000767507j -1.92906e-16+0.00200194j 1.37563e-16+0.00117304j -4.48507e-17+0.000602459j -1.2182e-16-0.000649735j -5.95691e-17-0.000171942j 4.09399e-17+0.000601643j 9.78939e-17-8.21288e-05j 5.18485e-17+0.00181548j -3.34257e-17-0.00133853j -7.05292e-17-0.00075293j 3.63486e-17-0.000306022j 2.05472e-17-0.000361877j 1.06254e-17+0.000673696j 1.82625e-17-0.000382251j -2.19171e-17+0.00200613j 2.95356e-18-0.000514021j -8.71461e-18+0.000485129j -1.08756e-17+0.000450943j 1.42308e-17-0.00120152j 2.72637e-17-0.000248513j 3.12389e-16+0.000376185j -8.99261e-16-0.00045356j 
-1.96892e-15+0.00265486j -1.0026e-15+0.000328471j 1.21794e-18-0.00127002j -1.61423e-17+0.000692388j -3.58124e-18+0.00096133j 1.56397e-17-0.000953265j -5.9594e-19-0.000967434j 7.72464e-17+0.000398836j -1.21135e-16+0.000388121j 6.65882e-17-0.00136178j -3.20746e-17-0.000325503j 8.6774e-18+0.000768289j -2.15705e-18+0.000543585j 1.51214e-18-6.16793e-05j 1.70373e-17+0.000212323j 4.95313e-18+9.00279e-05j -4.08941e-17-3.46287e-05j 5.02152e-18+0.0008701j -5.0855e-18+0.000747857j 1.35359e-17+0.000163862j -2.43327e-17-0.000258879j -1.6298e-16+0.000673019j -4.53528e-17+0.000174439j 4.51715e-17+0.000613274j 5.08063e-17-0.000220454j 3.711e-17-0.000774546j -1.45703e-17+0.000331372j -1.6323e-17-7.04943e-05j -7.84421e-16+0.000158863j 1.11681e-14+0.00182038j -6.02034e-15+0.00104472j -2.97809e-16-0.00105221j 8.59586e-16+0.00147989j 5.76551e-17-4.73371e-05j -4.75626e-17+0.00192778j 2.50134e-17-0.00149832j 4.49217e-17-0.00194726j 3.0041e-17-0.00283066j -1.70346e-17+0.00143489j -4.83336e-18+0.00101369j 4.47439e-18-0.00188798j 3.01331e-17+0.000536721j 2.02738e-15-0.000478668j 2.41535e-18-0.00262005j 1.34361e-16-0.00422779j -8.49372e-17-0.00146576j -7.0718e-17+0.000361885j -2.10016e-17+0.00214224j -1.39751e-16+0.000591994j -4.05761e-17-0.00147069j 4.14933e-16-0.00305542j -1.54836e-16-0.00151007j 9.59559e-17-0.000800536j 1.14411e-16+0.00151169j 9.48466e-17-0.00195543j -1.64234e-16-0.000813268j -2.05401e-16-0.00289897j -1.0029e-16-0.00106075j 7.298e-17+0.0012462j 7.1751e-17+0.00268851j -1.99115e-17-0.000771167j 4.41667e-17-0.000505156j 5.87934e-17-0.00262152j 1.0309e-17-0.00125361j 1.53586e-16-0.00359979j 3.00247e-17-0.0010508j -3.4881e-17+0.00142116j 5.17564e-18+0.000181931j -6.11871e-17+0.00229215j 7.07941e-18-0.00143773j 1.2474e-15-0.0011943j -3.62207e-15-0.00270895j 
2.17744e-15-0.00321406j 1.12671e-15+3.56589e-05j 9.73754e-18+0.00165381j 3.21605e-18-0.000122664j 4.97557e-19-0.00106398j -1.44265e-17+0.00116239j 1.72743e-17+0.000900398j -9.07968e-18-0.000104935j 1.43916e-16-0.000437024j -7.83332e-17+0.00175367j 4.25507e-17+0.000350317j -8.18445e-18-0.000824098j 1.8658e-18-0.00077005j -2.87817e-18-2.21234e-05j -1.88288e-17-0.000347739j -1.38092e-17-9.59993e-05j 4.52372e-17+0.000102546j -2.52815e-19-0.00115017j 3.60129e-18-0.000871823j -1.09713e-17-0.000291319j 2.60615e-17+0.000387472j 1.57694e-16-0.000722559j 3.20626e-17+1.80889e-05j -5.6109e-17-0.000634817j -5.54443e-17+4.19616e-05j -2.92814e-17+0.000651926j -2.60279e-17-0.000176813j -8.91484e-18+0.000537708j 9.92843e-16-0.000104565j -1.42583e-14-0.00231116j 7.32813e-15-0.00125087j 3.74783e-16+0.000678089j -3.22112e-16-0.000600171j -8.61011e-18+0.000765747j 1.58932e-17-0.00112799j 2.68833e-17+0.001419j 7.0236e-18+0.0024058j -8.27335e-18+0.000858602j 2.06322e-17-0.00210642j -9.38158e-18-2.11259e-05j 4.36168e-17+0.00171316j -4.74411e-17-0.000795626j 3.64664e-15-0.00094806j 1.57684e-17+0.0013074j 8.55612e-17+0.00314304j 1.29979e-17+0.00239067j 3.9949e-17+6.42551e-05j -2.47048e-17-0.00267398j 1.50737e-17+0.000144034j 3.33801e-17+0.000724337j -1.69619e-16+0.00105086j 4.53827e-17+0.000279992j -3.71297e-17+0.000183361j -2.32607e-17-0.000906864j 2.39589e-17+0.00230168j 1.48102e-16+0.000201069j 1.99397e-16+0.00321652j 5.86053e-17-0.00089317j -6.05898e-17+0.000140594j -7.00045e-17-0.00204775j 5.66243e-18+0.00121659j -5.27163e-17+0.000955867j -7.92649e-18+0.00210589j 9.85926e-18+0.00178831j -6.05691e-17+0.00164012j 2.06492e-18+0.00170832j 1.20609e-18-0.00212853j -2.21998e-18-0.000760836j -3.34052e-18-0.00113241j 3.27334e-18+0.00192084j -1.71392e-15+0.000892313j 5.14025e-15+0.0035292j 
-1.43424e-15+0.00211957j -7.20058e-16-0.000105573j 1.4724e-18-0.00134807j 1.20792e-17-1.36222e-05j 2.27488e-18+0.000969406j 1.51634e-17-0.000993714j -1.43666e-17-0.000608453j 4.92413e-18+4.67122e-05j -1.31017e-16+0.000377753j 7.27263e-17-0.00163264j -3.41119e-17-0.000227254j 6.4828e-18+0.00078231j -9.07012e-18+0.000711712j 1.41212e-17+0.000109923j 1.17903e-17+0.000331114j 1.20465e-17-1.55814e-06j -4.53578e-17-0.000134471j 1.85665e-18+0.00115758j 2.63916e-18+0.000926609j 1.07792e-17+0.000341308j -2.19125e-17-0.000367344j -1.41164e-16+0.000733011j -3.25775e-17-0.000258897j 6.00664e-17+0.000660015j 4.0796e-17-0.000123251j 2.21518e-17-0.000564145j 3.00327e-17-0.000197183j 2.63922e-17-0.000573998j -7.03937e-16-2.70415e-05j 1.0085e-14+0.00163122j -1.66011e-15+0.000289497j -9.37132e-17-0.000332235j 1.30935e-16+0.000230093j 2.25575e-17-0.000484854j 2.1717e-18+0.000476336j -1.04405e-17-0.000754673j 2.02852e-17-0.00139952j -3.3679e-17-0.000190039j -4.63403e-17+0.00125365j 2.95647e-17-0.000118135j -1.96476e-17-0.000932505j 1.47322e-17+0.000458499j -2.9157e-15+0.00074081j -2.93011e-17-0.000548593j -7.50481e-17-0.00159044j 4.42157e-17-0.00146568j -9.02964e-18-9.89655e-05j -1.45004e-17+0.00157633j 2.67663e-17-0.000186932j -2.76358e-17-0.000294528j 2.64945e-17-0.000293845j -3.40976e-17+4.50096e-05j 4.27982e-19-9.23767e-06j 4.99135e-18+0.000421175j -2.06642e-18-0.00133578j -9.21858e-17-2.18266e-05j -7.49828e-17-0.00184108j -7.76159e-17+0.000785428j 6.41262e-17-0.000270827j 3.52209e-17+0.00104483j 1.88409e-17-0.000771358j 4.99505e-17-0.000603046j 4.0929e-18-0.00112237j 1.93274e-17-0.00108168j -7.99879e-18-0.000633859j 2.39211e-17-0.00104917j -2.93247e-17+0.00132536j -1.74749e-17+0.000547513j 2.74259e-17+0.000467587j 2.30182e-17-0.00120223j 1.05694e-15-0.000470887j -3.13701e-15-0.0021544j 
8.1916e-16-0.0012759j 3.38288e-16+0.000425898j -2.91849e-17+0.000369299j -5.5053e-17+0.000700488j -9.03303e-18+0.000156738j -1.21762e-17+8.827e-05j 1.18572e-18-1.13114e-05j 6.62074e-17+0.00040034j -4.80138e-18+1.95139e-05j -3.893e-18+2.52113e-05j -7.2641e-18+8.98672e-05j -1.67574e-17+0.000210999j 1.20179e-18-0.000103463j 8.22117e-18+2.93257e-05j 3.06328e-18-8.12762e-05j 1.04679e-17-0.000131189j -1.15779e-17+4.78452e-06j -5.32118e-19+9.46519e-05j -2.73551e-17+0.000290616j 2.53535e-18+1.83405e-05j -9.2846e-18+5.89857e-05j -7.81943e-17+0.000263618j -4.46101e-18-0.000118827j -1.68341e-17+0.000292463j 4.25936e-17-0.000430491j 3.96313e-17-0.000330901j 1.7339e-17-0.000315315j -4.40767e-17+0.000417379j 3.85598e-16-9.22153e-05j -5.30429e-15-0.000872903j 8.53393e-15-0.00138339j 4.28341e-16-0.000293311j 5.76299e-16+0.000995082j -4.35454e-17+0.00123779j -3.73886e-17+0.000631826j 6.43102e-18+0.000367669j -8.99653e-17+0.00133243j 1.43097e-16-0.00228569j 1.73923e-16-0.00153407j -1.03145e-16+0.00130037j 4.89941e-18+0.000286192j 2.73233e-17-0.00061291j 8.5628e-15-0.00212125j 7.08285e-17-0.0013194j 2.40497e-16-0.000446372j -2.85063e-16+0.00191898j -6.71562e-17+0.000567969j 1.09292e-16-0.00147977j -2.24234e-16+0.00099507j 2.4673e-17-0.00074447j 3.79525e-16-0.00227198j -4.78118e-17-0.00146722j 1.05231e-16-0.000736594j 1.06283e-16+0.000513823j 1.8847e-17+0.00113796j 6.26086e-17-0.000728191j -1.34361e-16+0.00137783j 1.65936e-16-0.00278825j -1.23359e-16+0.00184972j 3.35261e-17+0.000203943j -1.07791e-16+0.000894654j -1.08646e-16+0.000862912j 5.02489e-18-7.02471e-05j -1.0192e-16+0.00121863j 1.80268e-16-0.00204459j -9.62777e-17+0.00136294j 1.13362e-16-0.00149552j 8.04392e-17-0.00091132j -1.21694e-16+0.00116504j -1.07978e-16+0.00110044j -1.08113e-15-0.000150246j 3.11713e-15+0.00201034j 
