-0.0289816+0.054201j 0.0499496+0.0340231j 0.0490404-0.0412084j -0.0361105-0.0398163j 0.00692381+0.0042516j -0.00409564-0.00479689j -0.0127942+0.00301181j 0.0152565+0.02328j -0.00536324-0.0100032j 0.00485935+0.00424316j 0.00429422+0.00361674j -0.00552647+0.018461j -0.0028771+0.00710257j 0.0153854-0.000162617j -0.0118558-0.0103771j -0.0039875+0.00290028j -0.00491839-0.0102938j 0.000326162-0.000413596j 0.0177517+0.0105724j 0.0211414-0.0107933j 0.00349498+0.0031685j -0.00208976+0.00334556j -0.00551093-0.00348199j 0.00553802-0.0190788j 0.0097962+0.000557843j -0.00123437-0.0033018j -0.000837177+0.00923062j -2.14452e-05-0.000674121j 0.00274272+0.00620162j 0.000469453-0.00473572j 0.0262064-0.0209385j 0.0234119+0.00738148j -0.00244873+0.00297342j -0.0144731+0.0107865j 0.0136472-0.00273329j -0.019146+0.00906399j -0.0073209-0.00477753j 0.0121648+0.00926294j -0.0134389-0.00372077j -0.00984979+0.00438182j 0.00541045+0.00180883j -0.000968686+0.00410033j 0.00658456+0.0136725j -0.00586601-0.00159164j 0.00892124+0.00454371j 0.00109422-0.00191861j -0.0039859-0.00498741j -0.00221955-0.006522j 0.000594478-0.00254033j 0.002395-0.00128072j -0.00464386-0.000481078j 0.00752694+0.00636327j -0.0024383-0.00304675j -0.0154182-0.00855328j -0.00195101-0.0052592j -0.00757199-0.0168092j -0.00314844-0.00925475j 0.00276858+0.00979245j 0.00451294-0.0012574j -0.0239609-0.00263695j 0.00191977+0.001296j -0.00338459-0.00683974j -0.0159505-0.0229829j 0.0124207-0.00126353j 0.00949841+0.00662932j 0.0178138-0.00690226j 0.00542822+0.00481735j 0.00480238+0.00954867j -0.0114982+0.0071292j 0.00482448-0.00512271j 0.00288724+0.0152094j 0.0100567+0.0037003j -0.00215291+0.0115754j -0.00157345-0.000366836j 0.00793762-0.00128904j 0.00484353+0.00300458j -0.0143536-0.00622355j 0.00189647-0.0282827j 0.0167546+0.000765981j -0.00123654-0.00415829j 0.0105904+0.0169449j -0.0296169+0.000167239j -0.0172532+0.00373924j 0.00706247+0.0300021j 0.00362778+0.0272516j -0.00853364+0.00127282j -0.00450854+0.011855j -0.0113628+0.00299483j -0.0294705+0.0384917j -0.0401314-0.0287389j -0.0612182+0.00407868j 0.000945087-0.0632483j 
0.0146411-0.000854916j 0.00498609-0.0146376j 0.00962371+0.00191261j 0.00777007-0.0105979j -0.00941089-0.0165518j -0.00393327+0.00590492j -8.4975e-05-0.00123154j -0.000778389+0.00248559j 0.00376956-0.0125871j -0.00767062+0.00651131j 0.00675222+0.0135505j -0.00637616+0.00650891j -0.000244303-0.000314842j 0.00317341+0.00434881j -0.00639043+0.00312657j 0.00148259-0.00493167j 0.00288368-0.000190583j -0.00392013-0.00975808j -0.00114258+0.00566056j -0.00196607-0.00121743j 0.00313336+0.00425065j -0.00219431+0.00240331j 0.00325167+0.00172748j 0.000306234+0.00298715j -0.00129896-0.00318454j 0.00477233+0.00305293j -0.00346101+0.00937794j -0.00357465-0.00388389j -0.00523947+0.00664757j -0.000287827+0.00401843j 0.00031074+0.00435114j -0.00266155+0.00321771j 0.00514319-0.00374683j -8.27764e-05-0.00730004j -0.00232278+0.000173696j 0.00241903-0.00482617j -0.00313238-0.00176871j -0.00279942-0.00531858j -8.25322e-05+0.000742394j 0.00684417+7.64146e-05j -0.003179-0.00227569j -0.00357451+0.00235643j -0.00234243-0.00385948j 0.00264049+0.00187668j -0.00457378-0.00287581j 0.00648623+0.00170668j 0.000792708-0.00382963j 0.0131776-0.00181932j 0.00840908+0.00373444j 0.00607322-0.00708177j 0.000299109-0.00827453j -0.000350597+0.00875242j -0.00160363+0.0020147j 0.00644728+0.00960342j 0.00606669-0.000584463j 0.00999841+0.00393071j -0.00146949-0.00148248j 0.00304108+0.00298522j -0.00255881-0.0047835j 0.00295345-0.00024363j -0.000478699+0.000690623j -0.00465061+0.00726191j 0.00552752+0.0015011j -0.0041075-0.000643249j -0.00870432-0.00409618j -0.00618959-0.000874608j -0.00178408+0.00146473j -0.00434348+0.00235681j -0.000445215-0.00665034j 0.000926157+0.00213589j -0.00810338-0.00279361j -0.0019481-0.00547139j -0.00104684+0.00484584j -0.0030208+0.00229191j -0.00112323+0.000660539j 0.00334942+0.00399905j -0.00108787+0.00507156j -0.00821076-0.00438653j 0.00668996-0.00163056j -0.00641069+0.000934175j 0.00696593-0.00553556j 0.0111679-0.00945801j -0.00494807-0.0104198j 0.000832372-0.0180455j -0.00660397-0.00788519j -0.00991034+0.0145914j 0.0223162+0.000180426j -0.00542741+0.00759216j -0.00779132-0.0108995j 0.00532031-0.0162456j -0.00892498+0.0113605j -0.0125396-0.00387536j 
-0.00173828+0.0357537j 0.0333089+0.0019198j 0.0174973-0.0101964j -0.00821454-0.0132604j -0.0178422+0.00472461j 0.0033337+0.0124726j -0.00382447-0.0120906j -0.00330048+0.016727j -0.00639015-0.0081375j 0.00361683-0.00219928j 0.00349503+0.00766858j -0.0103268+0.00634442j 0.00536078-0.00126555j 0.012611+0.00271669j -0.0155466+0.000841214j -0.00461857-0.000815917j 0.00146251-0.00390209j -0.00483886-0.000587915j 0.00755124+0.0117432j 0.0124698-0.00210536j 0.000950707+0.0105713j -0.00322146+0.00668249j 0.00355703-0.00429081j 0.000118286-0.0187077j 0.000864976+0.00242944j -0.000302939+0.00788501j -0.0108527+0.00502007j -0.00255803+0.00213504j -0.00481212+0.0066064j -0.00382138+0.00380916j 0.0166081-0.0156847j 0.00698667+0.00119244j 0.00325826+0.0012628j -0.0119861+0.00100389j 0.00353911-0.00629155j -0.0072807+0.00254419j -0.00545437-0.00821338j 0.00178233-0.00149478j 0.00217966-0.00311725j -0.00231246+0.00370991j 8.39237e-05-0.00329393j -0.0070283+0.00387986j -0.00546675+0.0103609j -0.00856395-0.00235859j 0.000133095+0.000473252j 0.0120486+0.000133356j -0.00374189-0.0143424j 0.00366574-0.00146925j 0.00353647-0.000320141j 0.000862081+0.00439j 8.70677e-05-0.00623277j 0.000517909+0.0173161j -0.00653625+0.00129889j -0.0143591+0.00260628j 0.00436847-0.000881821j 0.00533342-0.00834748j -0.00513817-0.00974866j 0.0054444+0.0127971j -0.00160071-0.00171628j -0.0152052+0.00436451j -0.00181421+8.76514e-05j -0.00284286+0.00193903j 0.00400081-0.004734j 0.0127968+0.00519924j 0.00805727+0.00334416j 0.0162069+0.0103459j 0.00413532+0.00347864j 0.00251894-0.000663394j -0.0052656+0.000895818j 0.00259542-0.00736911j 0.00438345+0.0127368j 0.00565752+0.00338503j 0.00886532+0.00630376j 0.00284207-0.00400921j -0.00294068+0.00722418j -0.00261743+0.00378978j -0.00980186-0.00307139j 0.00664753-0.000541645j 0.00801362-0.00115685j 0.00466935+0.012098j -0.00674408+0.00340388j -0.0113671-0.0169944j -0.0166106-0.00908189j 0.000281271-0.000704181j -0.00645478-0.00342493j -0.00152504+0.00390747j -0.0086067-0.00362725j -0.00642999-0.0209075j -0.0135057-0.000579384j -0.00768694-0.0194364j -0.040186+0.0182542j -0.0170596-0.0419801j 
-0.0100655+0.0139931j 0.0194051+0.00865234j 0.0073158-0.028437j -0.0235884-0.0130243j -0.00227521+0.00460254j 0.00348814+0.00209362j -0.0107815+0.0151168j 0.0116293+0.00530264j -0.00818463-0.00209639j -0.008638-0.00879232j 0.000507064+0.00555064j 0.00553772+0.00676229j -0.00101165-0.00163277j -0.000351295-0.00284235j -0.00510711+0.00653784j -5.34858e-05-0.000798893j -0.00164829+0.00199155j 0.00516411+0.00416777j -0.00578785+0.00225643j -0.00562448-0.00199892j 0.00259009-0.00173854j 0.000116665-0.00572827j -0.00437398-0.00193323j 0.00115953-0.00694583j 0.00350886-0.00677845j 0.000677939-0.0117376j 0.00342884+0.00681875j 0.00083479-0.0033578j -0.00885416-0.000804683j 0.0010638-0.000212596j -0.00325651-0.00800747j 0.00682526-0.00114632j -0.00458131+0.00539892j -0.00512784+0.00230983j 0.00241627-0.00711254j -0.00536905-0.00505524j -0.00679856-0.00545323j 0.00165147+0.00334439j -0.00606097+0.00251485j 0.0024087-0.0033329j 0.00253329-0.00334507j -0.0013405-0.00769775j 0.00611401-0.0134606j 0.00279613+0.00124107j -0.0071359-0.00112545j -0.00212696+0.00320106j -0.00285771+0.00325975j 0.00464273-0.00358704j 0.00602386-0.0014015j 0.00616699-0.00397923j 0.000182592-0.00311872j -0.00576574+0.00642718j 0.0040776-0.00414106j 0.000578965+0.00436225j 0.00321893+0.0018606j -0.0100444-0.00347645j 0.000717826-0.00933436j -0.000611791-0.000174159j 0.00569257-0.00420974j 0.00176606+0.00497501j 0.00749633+0.00269901j -0.00384397-0.00606964j -0.00378203-0.0121168j -0.00214531+0.00599944j 0.000835362-0.00522733j -0.00464247-0.00165258j 0.00593915-0.00530392j 0.00627146-0.000733107j -0.00446518-0.00361776j 0.00133432+0.000356211j 0.00684918-0.00536804j 0.00567733-0.000319749j 0.00573542-0.00252879j 0.0054704+0.0118476j 0.012022+0.00335806j 0.00369979-0.005902j 0.00080208-0.00726199j 0.00877552-0.00951372j 0.00526284+0.00495038j -0.011639+0.00177409j -0.0168284+0.00121558j -0.0102164+0.0142554j 0.00694815-0.00703432j -0.00197657+0.0172655j -0.0130304+0.00426077j 0.00311404-0.000453093j -0.00506549+0.0111866j -0.0190704+0.004645j -0.0125971+0.014678j -0.0211997-0.0209686j -0.0257368-0.0133602j 0.0123699-0.0202339j 
0.00121541-0.00595432j -0.00755919-0.000494713j -0.00517341+0.00417129j 0.00271672+0.00705092j 0.000397853+0.00301478j 0.00732712-0.00324541j 0.000843591-0.00995724j -0.00909483-0.00607764j 0.00139384-0.00677196j 0.00500158-0.00269472j 0.00164597-0.00640431j 0.00230364-0.00546478j 0.00739977+0.00138901j -0.000858329-0.00232413j 0.00108644-0.00594183j -0.00142822+0.00449048j -0.00291374-0.00372538j -0.000569169+0.0029895j -0.000996194-0.000244532j -0.00585918+0.00543562j -0.00366581-0.00112459j 0.00573131+0.00043775j -0.000162442+0.00897856j 0.00415507+0.00982817j 0.00201632-0.000977545j 0.000327917+0.00361876j 0.00100843-0.000284766j 0.00155981+0.000577876j -0.0031664+0.00948308j -0.0106088-0.00278565j 0.000776774+3.97879e-05j 0.00051499+0.00087138j -0.00395968+0.00120255j 0.00431658+0.00388578j -6.78054e-05+0.00169711j 0.00869084-0.000224526j -0.00106259+0.00429508j -0.00713246+0.00110997j 0.00205135-0.00196244j 0.00154301-0.00211248j 0.00185785-0.000919415j 0.000469658-0.00173876j 0.00262126+0.00659067j 0.00225938+0.00157701j -0.00689081-0.00211278j -0.00410229+0.001848j -0.00061024-0.00499017j -0.00688874-0.00177079j -0.00525701-0.00339384j 0.000330352-0.00785753j -0.00677463+0.00323631j -0.00170417-0.00715522j -0.00316796-0.00300633j 0.0010563-0.00444523j -0.000259755-0.0015703j -0.00312178+0.000597931j -0.00465178+0.00764483j -0.0115949-0.00148694j 0.0031118-0.00497671j 0.00498279+0.0109366j -0.0028352-0.00251732j -0.00741725+0.000981976j -0.00334594+0.00691042j 0.00710579-0.00624585j -0.00386211-0.00239342j -0.00324438+0.0123739j 0.00237956+0.00195729j 0.00255698+0.00336266j 0.00489755-0.00674212j 0.00233752-0.0029677j 0.00187935-0.00364098j -0.00386414-0.00902631j -0.00324463+0.00180525j 0.00657293-0.000893129j -0.00373536-0.00685897j 0.00673667-0.000862006j -0.00121884+0.00577142j -0.00865688-0.0033314j 0.00322277+0.00130917j 0.00623981+0.0127596j -0.00393666-0.000387285j -0.000699732+0.0030398j 0.00289765-0.000940681j 0.00420506+0.00219446j 0.00447415-0.00468306j 0.00475378-0.00158071j -0.000607529+0.00461758j 0.000534551+0.00339577j 0.00297669-0.00102052j 0.00456523+0.00124794j 0.00668494-0.00337085j 0.00270958+0.00540068j 
0.00639034+0.0142585j 0.014658-0.00778224j 0.0194833-0.006332j -0.00398493-0.019605j -0.0138484+0.00289641j 0.00442488+0.0176015j -0.00115968+0.000538673j 0.00695523+0.0116681j -3.54919e-05+0.000867698j -0.00226757-0.00588527j -0.00764416+0.0105269j -0.0062128+0.0103516j -0.0100145-0.00201198j -0.0086526+0.0164003j -0.0132232-0.0113064j -0.00909094-0.00612431j 0.00981115+0.0109207j 0.00642654-0.00317731j -0.017185+0.00648054j 0.00315553+0.0019018j -0.00435888-0.00233656j -0.00632517-0.0019984j -0.00496329-0.00232534j -0.00795964+0.00454157j -0.00945978-0.00202037j 0.00578565-0.00408745j -0.000111645+0.00777113j 0.00969591-0.00400338j -0.00294355-0.00499831j 0.00134757-0.0132465j -0.00421428+0.00742454j 0.00439544-0.00940041j -0.00252601+0.00702071j -0.0141731-0.00267555j -0.00186668-0.00318219j -0.00883545-0.00129924j -8.12565e-05-0.00752831j 0.00473732-0.000678455j 0.00136681+0.00866131j -0.00287799+0.00248731j -0.00131159+0.00510823j 0.00400427+0.00106337j 0.00495729-0.000627774j -0.00291583-0.00244682j 0.00291374-0.0027986j 0.00197577-0.00500888j 0.00325809+0.00734037j 0.00206202+0.00339896j 0.00943262+0.00408977j -0.00687367-0.0073999j 0.0170339+0.0019692j -0.00302376+0.00938881j 0.00093004+0.00922199j 0.00504222-0.00568826j 0.00849057+0.00261021j 0.00851593-0.00873709j 0.00129994-5.58494e-05j 0.0137759-0.00168476j -0.00797203-0.00829275j -0.00182689+0.000448217j 0.00046073-0.00123503j -0.00106573+0.00326296j -0.00299294-0.000386449j 0.0118799-0.0110685j -0.00900141-0.000152635j -0.00309771+0.00536903j 0.00280221+0.00279894j 0.00153526+0.00304581j 0.00086994+0.0112322j 0.00397937-0.000788437j -0.0023417+0.00681386j -0.00602134+0.00361486j -0.00586215+0.00283702j -0.00318145-0.00118295j -0.00384668-0.0101078j 0.000231974-0.00217162j -0.00228155+0.0113881j -0.0114359-0.0044259j 0.0126245+0.00664069j 0.00524462-0.00427341j -0.00643103+0.00552614j 0.000360627-0.00305709j -0.00822897+0.00338723j -0.00568566+8.89864e-05j 0.00634386-0.00337821j -0.0016366-0.00861571j 0.00155532-0.00511295j -0.00122074+0.00631603j -0.014943-0.0117488j 0.00135792-0.0127507j -0.0124267+0.0119092j -0.0112391-0.0122335j 
0.00651105-0.00635944j -0.00462919-0.00751194j 0.0056787+0.00239611j 0.000344387-0.00545963j 0.000572007-0.0115564j -0.00754814-0.0032466j -0.000808201+0.00165791j -0.00131827-0.00275364j 0.00177933-0.00334936j -0.00655357+0.0157781j 0.00861833+0.00952533j 0.00684933-0.00718558j 0.00795185+0.00850118j -0.00911647+0.00223291j 0.010699-0.00298194j -0.00265945+0.00215919j 0.0038442+0.00279879j -0.00121263-0.00127693j -0.00185382-0.00626129j 0.00707839-0.0100199j 0.00158733-0.00440082j 0.00358264+0.00112418j 0.00462645-0.000236764j -0.00437383+0.00203581j -0.00513913+0.00484656j 0.00505071+0.00132159j 0.0022327-6.95819e-05j 0.0056466+0.0115755j 0.00436691-0.0103469j 0.00350404-0.000263082j -0.00129579+0.00955239j -0.00620691-0.00371012j 0.000160868-0.00735419j 0.00516587+0.00358651j -0.00665496+0.00930708j 0.00373065+0.00422973j 0.00976375+0.00630206j 0.00225417+0.00334384j -0.00285078-0.00138719j -0.00301365+0.00437877j 0.00664621+0.00200174j 0.0118169+0.00797822j 0.00521128+0.00113174j 0.00326938+0.00411711j 0.00803846+0.00079512j -0.0079219+0.00595537j 0.00472971+0.00718698j 0.000532133-0.00377136j -0.0114212+0.0122003j -0.00299969+0.00157455j -0.0160713+0.00256708j 0.00676956-0.00638494j 0.00337377-0.0131124j 0.00516486+0.000992303j 0.00743146-0.00326503j -0.00747637-0.0035442j 0.00635368+0.00354817j -0.00505926-0.00525983j -0.00644074+0.00579379j -0.00323842-0.00361462j 0.00363974+0.0015707j -0.0045752-0.000335832j 5.13955e-05-0.005093j -0.00220318-0.00635441j -0.0019853-0.00327502j -0.00587213+0.00388451j -0.0112374-0.000201029j 0.000324701-0.00370707j 0.00587961-0.00097258j -0.00284665-0.00134077j -0.00499021+0.0020681j -0.00236794+0.00178622j 0.00739585+0.00448526j 0.00417349-0.00427075j 0.00227917-0.00555618j 0.00657996-0.00366898j -0.00630661-0.0054452j 0.00304486+0.00361194j 0.00299399+0.00593002j 0.00677299+0.00599945j -0.00267702-0.00617835j -0.00322393+0.00434037j 0.00866143+0.00149431j 0.00147756-0.00411715j 0.000222989-0.0127095j 0.00208613+7.88423e-05j 0.00608076+0.000744575j 0.00476023+0.00434265j -0.00405588-0.00526325j 0.00221143-0.00255868j 0.00221874+0.00112937j -0.00121342+0.0034455j 
-0.000611563+0.0064152j 0.00657033-0.000318813j -0.00283543+0.00316739j 0.00197801+0.00269501j -0.00951021+0.00195782j -0.00440957+0.00372004j -0.00241938+0.000110057j 0.00103544+0.00682958j 0.000657208+0.00539302j 0.00805366-0.00267971j -0.00451291+0.00325739j -0.00727314+0.00567583j -0.0015676-0.00142349j 0.00296145-0.00216536j -0.00376076-0.00273721j -0.00117127+0.00158963j 0.00590901+0.00243503j -0.000947567+0.000841996j 0.00776811+0.00294864j 0.00865062-0.00205567j -0.00319584-0.00241515j 0.00333483+0.000876191j -0.000313377+0.00146589j 0.00244551-0.00607661j 0.00391205-0.004317j 0.00277209-0.00233748j 0.00156636-0.000444685j -0.00467957-0.00164835j 0.000997664-0.0016566j -0.000403105-0.00334894j 0.0082464+0.000718917j 0.00625927+0.00542452j 0.00208757+0.00646064j 0.00135081+0.00185344j 0.00457201-0.0015489j -0.00673653+0.00641093j 0.0047886+0.0030233j 0.00415657-0.00200377j 0.00931296+0.00745192j 0.00540627-0.00108525j -0.000827802+0.00067404j -0.00129134+0.010899j -0.00596036+0.00153927j -0.00169251+0.00654484j -0.00323773+0.00223738j -0.000678976-0.00433828j 0.000281967+0.00348034j -0.00437585+0.00840547j 0.00127009-0.00724804j -0.0117606+0.000719619j 0.000446415+0.00634452j 0.00421562+0.000998422j -0.00724782-0.00324689j 0.00713531-0.00804803j 0.00468175-0.00137133j 0.0028816-0.0082214j 0.00211067-0.000550801j 0.00883341-0.00277968j 0.00322973+0.000441542j 0.000998965-0.00378528j -0.00153915-0.0102995j 0.00192811+0.0019055j 0.00570953-0.00347339j 0.00824456-0.00117676j -0.0051965+0.00607584j 0.00126974+0.00577176j 0.00182449+0.00452363j 0.00266357+0.0027851j 0.00500621-0.00208367j 7.63022e-05+0.000851031j 0.000679401+0.00575751j -0.00362577+0.0121481j -0.00118708+0.000542082j -0.000270617+0.00402526j -0.00451978-0.000335049j -0.00130858+0.00438134j 0.00539224+0.00926462j -0.00686485+0.0135656j -0.00047153-0.0045218j 0.00627938-0.00394586j 0.00221046-0.0050942j -0.00194848-0.00660373j -0.00577459-0.00364872j 0.00336159-0.00251775j -0.000911253+0.0107435j -0.00286569-0.00290015j -0.00750741+0.000440533j -0.00430307-0.00597282j 2.18756e-06-0.00137118j -0.00114994+0.00388765j -0.00603578+0.00377823j -0.00191658-0.00556583j 
-0.00300857+0.00406523j 0.00436274+0.00219055j -0.00179071-0.000722637j -1.04364e-05-0.00100983j -0.00993805+0.00324154j 0.00763982+0.00972451j -0.0035122-0.000224265j 0.00575266-0.00306325j -0.00332577+0.00774174j 0.000544032+0.00422043j -0.00289123-0.000272862j 0.00523174+0.0094841j -0.00410299+0.00642852j 0.0115013+0.00625164j 0.00229946-0.00703202j 0.0053693-0.00045148j 0.00271709-0.00304889j 0.0113483-0.00569564j 0.00335719-0.00511612j 0.00301175-0.00104984j 0.0051278-0.0034128j 0.00977975-0.00112905j 0.00378574-0.0018799j -0.00664927-0.00127251j 0.00145877+0.00572854j -0.00875535-1.79923e-05j 0.00148876-8.38162e-05j 0.000352516-0.00391118j -0.00233055+0.000681309j 0.0115586+0.00557714j -0.00894245+0.0097811j 0.00431616+0.00575758j 0.00104738+0.0069259j 0.00170704+0.00239578j -0.00487758+0.00520798j 0.00628273-0.000208837j 0.0148586+0.00829704j 0.0112109-0.00215108j -0.00910042-0.00208891j -0.00536196+0.000740956j 0.00715357+0.0105189j -0.00228493+9.36623e-05j 0.00135161-0.000418179j 0.00809815+0.00950408j -0.00455272-0.00381998j -0.00300832-0.00569647j -0.00268421+0.0188383j 0.00461921+0.016116j 0.00460731+0.00613564j -0.00274238+0.00273458j -0.00100263+0.000895623j 0.0100599+0.0089306j 0.00147696+0.00298892j -0.00129052-0.00580257j 0.00884603-0.0118474j -0.00138393+0.00502543j 0.0115161-0.00970961j 0.0090276+0.0102483j 0.00407047+0.00265418j -0.00587056+0.00251284j -0.00919192+0.00675645j 0.00471046+0.00941219j 0.000693202+0.00421457j -0.00824938+0.000354322j 0.00482873+0.00204226j 0.003007+0.00662606j 0.00437325+0.00012627j -0.000609795-0.00644221j -0.0049452+0.0107372j -0.00647477+0.0117031j -0.00251842-0.00497258j 0.00577683+1.08329e-05j -0.00543265+0.00604773j 0.000762894+0.000243022j 0.00317679+0.0133j -0.00368881-0.00577273j -0.00390853-0.00342097j 0.000693132-0.0107828j -0.000352767-0.00464372j 0.000669524+0.00453427j -0.000487493-0.00470105j -0.00545436+0.000706287j -0.0038586-0.00171617j 0.00350287-0.00332563j -0.00740122+0.00332079j 0.00231545+0.00276032j -0.00126113+0.00123632j -0.000604813-0.00653691j 0.00502967-0.00177097j -0.000488088+0.00116042j -0.00382534-0.0023857j 0.00169576-0.00331528j 
-1.99556e-05-0.0074509j -0.00768961-0.00197194j -0.0119385+0.00643613j 0.00491212+0.0077464j -0.00180078+0.00786222j 0.00649431+0.00130328j 0.00167418+0.00245621j 0.00399559-0.00684873j -0.00794978+0.00190775j -0.00299249-0.00241072j 0.00235708-0.00445903j 0.0100087-0.00708118j 0.00611706+0.00358868j -0.00154151+0.00256974j 0.00270437+0.00460771j -0.00118323-0.000122903j -0.00988848-0.00344713j -0.000832734+0.00376831j -0.00256879-0.0060187j -0.00230197+0.000352034j 0.00163322+0.00817087j -0.0100157+0.00496826j 0.00448644-0.00428542j 0.000734113-0.00775578j -0.0112158+0.0100132j 0.00266361+0.00883036j -0.0169986+0.00398418j 0.00806892-0.00177449j 0.00682973+0.0025385j 0.00244127+0.00710191j 0.000882865+0.00728209j -0.00670792-0.00362483j -0.000916536-0.00146431j 0.00354338+0.00348023j 0.000824819+0.000188208j -0.00141596-0.00703271j -0.00127111-0.00870614j -0.00863297+0.00327381j 0.00088533-0.00576182j -0.000651067-0.00640929j 0.00288741+0.00879473j 0.000218948-0.000571355j -0.00278743-0.0017396j -0.00409752-0.0168832j 0.00129103-0.00113971j 0.00503862+0.00854442j 0.000581104-0.00501779j 0.00507971-0.0168549j -0.00958627+0.0101725j 0.00836268-0.00134749j 0.00308021-0.00300055j -0.00564506-0.00135624j 0.00606568+0.014194j 0.000110672+0.00803464j 0.000127073-0.000428204j -0.000158524+0.00805349j -0.0010004+0.00635009j -0.000777307-0.00332798j -0.00755475-0.00204977j 0.00177053+0.00100945j 0.00964176-0.000167934j 0.00794337-0.00235099j 0.00155974+0.000722503j -0.0036112+0.008375j -0.00408696+0.00326376j 0.00402594-0.000906681j -0.000918577+0.000221906j -0.00760579-0.00606362j -0.00128324+0.00369395j 0.00317108-0.00141189j -0.000716814-0.00355903j 0.00533029-0.00403297j -0.00657988-0.0042853j -0.0046521-0.00526812j -0.00628296+0.00441272j -0.0020596-0.00507497j 0.0036512+0.0121376j 0.000266344+0.00081406j -0.00635353-0.00494899j 0.00170135-0.00275185j 0.00177034-0.00679523j -0.00327087+0.00145993j -0.00728116+3.55153e-05j 0.00591524-0.00569957j -0.0029076+0.00607462j -0.000449925-0.00410495j -0.00465038+0.000568395j 0.00814399-0.00978298j 0.016106-0.00758471j 0.0106807+0.0131464j 0.012641-0.00276491j 0.00334302+0.0121409j 
0.00352143-0.0204275j -0.0230019-0.00255426j -0.0115799+0.0169536j 0.0149871+0.0130973j 0.00562039+0.0018904j 0.00703928+0.00570597j 0.0141983-0.00751625j -0.00648458-0.0105378j 0.0095268-0.00220181j 0.00188328-0.00227928j -0.00156495-0.0103462j 0.0105624-0.0159144j 0.000709375+0.00421439j 0.0016918-0.00359226j 0.00955528+0.00141219j 0.00395661-0.00316362j -0.00144076+0.00272717j -3.30675e-05-0.0057382j -0.000763364-0.00248252j -0.00725434+0.0121428j -0.00343648-0.00535998j 0.00230583-0.00301651j -0.0130638-0.00325599j -0.00114916+0.0171975j 0.00166295-0.00743771j 0.00453027-0.00215222j 0.00507975-0.0089601j -0.00584981-0.00635242j -0.00173062+0.0106335j -0.0174384-0.00327132j -0.0122345-0.00531069j 6.83966e-05-0.00844932j -0.00639413+0.00673361j -0.00459975-0.00845205j 0.0101027-0.00111114j 0.0083202+0.00203595j -0.00465226+0.00999223j 0.00463814-0.00948935j -0.00229471-0.0117924j -0.00744583+0.00840094j -0.00200209+0.00621139j -0.00260125-0.00988386j 0.00162122+0.00470282j 0.00689736-0.00923586j -0.000317913+0.00370272j 0.00505338+0.00376078j -0.00272446-0.00545428j -0.00612202+0.000428173j 0.00232692-0.00162061j -0.00655676-0.00453349j 0.0133855+0.00909417j 0.00648547-0.000686225j 0.00107149+0.000196809j 0.00544162+0.00463054j 0.00595964-0.00105606j 0.0030531-0.00849991j 2.83544e-05+0.000576077j -0.00558091+0.0043394j 0.0067535+0.00642519j 0.0097613+0.0029928j -0.0100692-0.000778159j 0.00946369+0.00948508j 0.0047382+0.00703455j -0.00139579-0.00656553j -0.00118169-0.00634841j -0.00202407-0.000796784j 0.000788345-0.00845294j 0.00501562+0.00328517j 0.00402384-0.00115288j 0.00356856+0.00990551j 0.00308346-0.0085207j -0.00385454+0.00366168j 0.00146397-0.00323497j 0.0031687+0.00401616j 0.0013675+0.0040062j 0.00260765+0.000969153j -0.00105665+0.000354945j 0.00344436+0.00552681j -0.00185855+0.00947545j 0.0017987+0.00393803j -0.00350827-0.00159046j 0.00355258+0.00964908j -1.49771e-05+0.00856245j 0.00444095-0.000966976j -0.000730745-0.00965812j 0.0018185+0.00642637j 0.00557273+0.00305409j 0.00684913-0.00299631j 0.0101253-0.00113668j 0.0111459+0.00967578j 0.0224558-0.00175987j 0.00116425+0.0188605j 
