-0.0289816+0.054201j 0.0499496+0.0340231j 0.0490404-0.0412084j -0.0361105-0.0398163j 0.00692381+0.0042516j -0.00409564-0.00479689j -0.0127942+0.00301181j 0.0152565+0.02328j -0.00536324-0.0100032j 0.00485935+0.00424316j 0.00429422+0.00361674j -0.00552647+0.018461j -0.0028771+0.00710257j 0.0153854-0.000162617j -0.0118558-0.0103771j -0.0039875+0.00290028j -0.00491839-0.0102938j 0.000326162-0.000413596j 0.0177517+0.0105724j 0.0211414-0.0107933j 0.00349498+0.0031685j -0.00208976+0.00334556j -0.00551093-0.00348199j 0.00553802-0.0190788j 0.0097962+0.000557843j -0.00123437-0.0033018j -0.000837177+0.00923062j -2.14452e-05-0.000674121j 0.00274272+0.00620162j 0.000469453-0.00473572j 0.0262064-0.0209385j 0.0234119+0.00738148j -0.00244873+0.00297342j -0.0144731+0.0107865j 0.0136472-0.00273329j -0.019146+0.00906399j -0.0073209-0.00477753j 0.0121648+0.00926294j -0.0134389-0.00372077j -0.00984979+0.00438182j 0.00541045+0.00180883j -0.000968686+0.00410033j 0.00658456+0.0136725j -0.00586601-0.00159164j 0.00892124+0.00454371j 0.00109422-0.00191861j -0.0039859-0.00498741j -0.00221955-0.006522j 0.000594478-0.00254033j 0.002395-0.00128072j -0.00464386-0.000481078j 0.00752694+0.00636327j -0.0024383-0.00304675j -0.0154182-0.00855328j -0.00195101-0.0052592j -0.00757199-0.0168092j -0.00314844-0.00925475j 0.00276858+0.00979245j 0.00451294-0.0012574j -0.0239609-0.00263695j 0.00191977+0.001296j -0.00338459-0.00683974j -0.0159505-0.0229829j 0.0124207-0.00126353j 0.00949841+0.00662932j 0.0178138-0.00690226j 0.00542822+0.00481735j 0.00480238+0.00954867j -0.0114982+0.0071292j 0.00482448-0.00512271j 0.00288724+0.0152094j 0.0100567+0.0037003j -0.00215291+0.0115754j -0.00157345-0.000366836j 0.00793762-0.00128904j 0.00484353+0.00300458j -0.0143536-0.00622355j 0.00189647-0.0282827j 0.0167546+0.000765981j -0.00123654-0.00415829j 0.0105904+0.0169449j -0.0296169+0.000167239j -0.0172532+0.00373924j 0.00706247+0.0300021j 0.00362778+0.0272516j -0.00853364+0.00127282j -0.00450854+0.011855j -0.0113628+0.00299483j -0.0294705+0.0384917j -0.0401314-0.0287389j -0.0612182+0.00407868j 0.000945087-0.0632483j 
0.000996397-0.00421399j -0.00247326+0.000712571j -0.00200555+0.0003958j -0.00134947+0.0030966j -0.000826381+0.000681666j -0.00197979+0.00180655j -0.000941219+0.00326992j -0.00205553-0.00123877j -0.000257252+0.00266636j -0.00328719+0.000333406j -0.00194549+0.00114076j 0.0011821-0.000420548j 0.00293746-0.000864245j 0.00136206-0.0038497j 0.00145243-0.00650344j -0.00285854+3.23804e-06j 0.00179039-0.00176402j -0.00313049+0.000448102j 0.00185724+0.000174717j -0.00172907+0.00595523j 0.00502562+0.00344106j -5.71885e-06+0.00448246j 0.00471314-0.0043603j 0.00313413+0.00177834j 0.00339017+0.000987959j -0.00264821-0.000396305j 0.00483609-0.00138834j 0.000641979+0.000623792j -0.00139154+0.00138708j -7.73392e-05+0.000479488j -0.00403822+0.00188356j -0.00304473-0.00608236j -0.000573882+0.000378128j 0.00354854+0.00153375j 0.000985831+0.000501358j -0.00112155-0.00126023j 0.00514192-0.000529557j -0.000893453-0.00169119j 0.000755116-0.00324431j -7.86149e-05-0.00128386j 0.00326379-0.00202734j -0.00208229+0.00125925j -0.000438501-0.00157148j -0.00367141-0.000555745j 0.00564935-0.00193595j 0.00127845+0.00330917j 0.000601852+0.00433221j -0.000766623+0.00021429j 0.00332318-0.00155275j 0.00810238-0.00181162j 0.00130569+0.00153383j -0.000462302-0.00233792j -0.00150915+0.000537327j 0.00351208+0.00328174j 0.00256104+0.000784561j -0.000832893+0.000860625j -0.00223299+0.000396114j -0.00298112-0.00488892j 0.00345026+0.000422861j -0.00143552-0.00477216j -0.00283652-0.000846831j 0.00222289-0.000943133j 0.00114917+0.00350768j 0.00118193-0.00156658j -0.0024895-0.00260957j 0.00327235+0.00111898j 0.000564753-0.000119989j 0.000361034-0.00169005j -0.00303862-0.00081637j 0.00135719+0.000748921j 0.00257061+4.75294e-06j -0.00219754+0.00376762j 0.0021101-0.000468457j 0.000817983-0.00105565j 0.000996892-0.000595885j 0.00245832+0.00462369j -0.000421028+0.000480488j -0.00164393+0.000821573j -0.00164292-0.0019806j -0.00228397+0.00133126j -0.00160002+0.000916778j -0.00203073+0.00299045j 0.00230865+0.000905175j -0.000971877-0.000322928j 0.000332512-0.000696281j -0.00121011+0.00395128j -0.00139008+0.00413571j 0.00163496+0.00156237j 0.000861955+0.00108449j 0.00270682-0.000167447j 0.00252781-0.00266147j 0.00217357+0.00357047j 
-0.000213857+0.00157338j 0.00147657-4.19499e-05j 3.28992e-05+0.000204504j 0.0016756+0.000562234j 0.00229025-0.00174188j 0.000992909-0.000927818j 0.00387749-0.000907618j -0.00234818-0.00138904j 0.000248033-0.000472944j 0.000744642-0.000672514j -9.41521e-05-4.44054e-05j 0.000857755+0.001842j -0.00152443+0.0017976j 0.0033712-0.00257032j 0.00124887+0.000653678j -0.00191296+7.91124e-05j -0.00107445+0.000505068j 0.00325507+0.000243762j -0.00259931-0.00245655j 0.00132595-0.00218842j -6.22385e-05+0.00175996j 0.00332392+0.000407086j 0.000125844+0.000754881j 0.000414775-0.00118647j -0.00235614-0.00418938j -0.00111796+0.000303188j -9.22914e-05+0.00104294j -0.00222451+0.00206943j -0.00257874-0.000281246j -0.00471935+0.000359751j 0.00276318-0.00430253j -0.00122057+0.00258269j -0.00536285+0.000693214j -0.00560218-0.00146006j -0.00487169-0.00276375j -0.00224155-0.00152089j 0.000830717-0.000520843j -0.00108184+0.000523382j -0.000305864-0.000703757j 0.00147661+0.00117013j 0.00269615-0.000222583j -0.000475092-0.000205725j 0.00102224-0.00180201j 0.001181+3.09506e-05j -0.00185763+0.00211338j 0.00023904-0.00294034j 0.000270265+0.0040143j 0.000385012-0.00212872j -0.00201092+0.000577493j -0.00312841+2.55148e-05j 0.000898742-0.0039266j -0.00150653-0.000370637j -8.42804e-05+0.00187005j -0.000571163+0.000264962j -0.00143958+0.00275986j 0.00267084-0.00457352j 0.00263846-0.00551105j 7.83123e-05+0.00151713j -0.00196426+0.00192499j 0.000764707+0.000137147j -0.000272756-0.00445391j -0.00457831-0.00325005j -0.00119434-0.000368518j 0.000302536-0.00367311j 0.000947586-0.000850086j -0.00280097+0.00428023j -0.00290414+0.00236006j 0.00166173+0.00242313j 0.00452277+0.00029765j 0.0016019+0.00216352j 0.002854-0.000219304j 0.0043965-0.00119436j 0.00126021-0.00225034j -0.00282074+0.000397413j -0.00444169-0.00354384j -0.00273682-0.00392929j -0.000223816+0.00161988j 0.001778+0.000315488j 0.00220054-0.00378643j 0.00452399+0.000586961j -0.00104439-0.000208559j 0.00294755+0.00133803j 0.000358299+0.00134061j -0.00239521+0.00228233j -9.1441e-05-0.00322028j 0.00156059-0.00216145j 0.00234653-0.00171133j 0.000593122-0.000929777j -0.000673087-0.000750053j -0.000397713-0.00141339j -0.00176361+0.000873809j -0.00101911-0.00071859j 
0.00064715-0.0039843j -0.00174637-0.000171038j 0.000821944+0.000144457j 0.00296814+0.00573226j 0.000431155+0.00411098j -0.00127249-0.00210149j 0.00172131-0.00139647j 0.00248451-0.00209539j -0.00495941+0.00643633j -0.00289084-0.00182919j -0.0025768-0.00166853j -0.00263089+0.000894636j -0.00113363+0.00257965j -0.00249627-0.0024503j 0.00425233-0.00388834j -0.00172589-0.00653872j 0.00329361-0.00348894j 0.00230745-0.00170747j -0.00243594-0.00338323j 0.00182186-0.00152276j -0.00252673+0.00742743j -0.001367+0.00216038j 0.00340075-0.00243012j 0.0053966+0.00251052j 0.00486097+0.00505455j -0.00216955+0.00237479j 0.00181171-0.00565631j -0.00336943+0.00371438j 0.00212176+0.00589796j 0.00171684+5.21623e-06j 0.00378189-0.0047988j -0.00302437-0.00578432j -0.00781429-0.000338377j 0.00202468-0.0018381j -0.00319075-0.00357661j -0.00518956-0.00339378j -0.00273462+0.00105347j -0.00363242-0.00238927j 0.000933328-0.00490259j 0.00196495+0.00358846j -0.000433862+0.00294205j 0.00359906+0.00248433j -0.00514521-0.00775337j 0.00282184+0.00790818j -0.000951264-0.000624733j 0.0022404+0.00302201j -0.00105102+0.00259627j 0.000554082-0.0065965j 1.00593e-05-0.00256382j -0.00164836-0.00127871j 0.0076008-0.00148475j 0.00184419-0.00117549j -0.0030254+0.004185j -0.00396572+0.00417461j -0.00356174-0.00505114j -0.00430688-0.000443649j 0.00240834-0.000373219j 0.00190583-0.00169631j 0.00625483+0.000445576j -2.19806e-05-0.00402656j 0.00330191+0.00135964j -0.00290083+0.00220583j 0.00452962+0.00196848j 0.00142593-0.0051298j -0.00548003-0.00161962j -0.000753743-0.00276261j -0.00166478+0.0049289j -0.0016435-0.00159708j 0.000644041+0.00422437j -0.0011073-0.00332416j 0.000369735-0.000317635j -0.00348955+0.00694094j 0.000159443-0.00242629j -0.00664521+0.0090473j -0.000747918+0.00143042j -0.00136422-0.00433633j 0.00376861-0.00151615j 0.00304396-0.00134255j -0.00303465+0.00473151j 0.000227128+0.000286615j -0.00268153-0.000493497j 0.000617582+0.00287487j -0.00262145-0.00326619j 0.000441445-0.00123732j 0.00245644+0.000356078j 0.00460457+0.0017023j -8.81195e-05+0.000482375j 0.00148429-0.00159846j 0.000888611+0.00271068j 0.00323828+0.00373723j 0.000581278-0.000142234j 0.00131792+0.00637088j 
0.00128494+0.0019354j 0.000864986-0.00227018j 0.00214259+0.000133201j 0.0029916+0.00065033j -0.00687837-9.49042e-05j -0.00383344-0.00187305j 0.00260929-0.000179761j -0.00330479+0.0015283j -0.00334719-0.0020059j -0.00400092-0.00122316j 0.00116891+0.000961389j -0.00368518-0.00228438j -0.00244244+0.000325954j -0.00124475-0.000297947j -0.00279707+0.00179432j 0.00168985+0.0038228j 0.00335763-0.000645641j 0.000524801+0.00244973j -0.00469662+0.00301287j -0.00121591-0.00471854j 0.000175665-0.000398788j -0.00276144-0.000743127j 0.000428033-0.00387929j -0.00150179+0.000689579j -0.00259868+0.00537539j 0.00136932-0.000153051j -0.00224249+0.00231668j -0.00124389+0.00201821j -0.000451334+0.000913709j 0.000431462+0.00103733j 0.00282645+0.00316055j -0.00463262-0.0034266j 0.004201-0.0010737j -0.000612-0.00517369j -0.000737247-0.00266142j 3.48658e-06+0.00203058j 0.00128262+0.00512024j -0.00169789+0.000316599j 0.00295925+0.00124498j -0.00231718+0.00309176j 0.000600942+0.00164304j -0.00124734-0.00161964j 0.00268033+0.0033689j 0.00179943+0.000477508j -0.000472739-0.000347693j 0.00150569-0.00130542j -0.0013042-0.000773157j -0.000220846+0.000892934j -0.00196364-0.00111141j -0.000738211-0.00134798j -0.00217465-0.000492381j 0.00399261-0.00184939j 0.00140789-0.00161187j -0.000225959+0.00195138j -0.00164822+0.00140552j 4.64236e-05+0.000912933j 0.000792015+0.00429033j 0.00109354-0.00428034j 0.00211239+0.000650312j -0.00158304+0.0024606j 0.00286012-0.00141024j -0.00252111-0.00117869j -3.45306e-05+0.00283937j 0.00148912-0.000558878j -0.00249068-0.000588214j -0.00169744+0.000195962j 0.0014963-0.000113846j 0.0010505+0.00169231j 0.00447793-0.000421946j -0.00191688+0.00063888j -0.000564728-0.0016775j 8.64326e-05+0.00204053j -0.00196608-0.00274964j -0.000471689+0.0029947j -0.000893867+0.00357791j -0.00164238-0.000207025j 0.0018452-0.000634959j -0.00141323+0.00104622j 0.000193496+0.00222464j 0.00252608+6.94586e-05j -0.00323115-0.000753824j 0.00230051-0.00163038j 0.000967543-0.00358405j -0.00127165-0.00273133j -0.00128643-0.000369394j 0.00392855+0.00114566j -0.0012258-0.00414874j 0.00116306+0.0021752j -0.00149987-0.00102583j 0.00214267+0.00105263j 0.00123108+0.00143629j -0.00138652+0.000690748j 
0.000697933-0.000706881j -0.0020325-0.00344542j -0.00206617-0.001187j 0.00520671-0.00279964j 0.00229218+0.00247732j 0.00148964-0.000834848j 0.00209611+0.00262267j 0.00119281+0.00320595j 0.00148669+0.00771131j 0.00437157-0.000456083j -0.00218896+0.0024578j 0.00129446+0.00260177j 0.00223316+0.00393129j -0.00264577-0.000276207j -0.00263675-0.004452j -0.00419678-0.00588229j 0.00176059+0.00253575j 0.000240079-0.000905402j -0.0023966-0.00278656j -0.00208144+0.00584989j 0.00226545+0.00275686j 0.00258389+0.00315674j 0.00068516+0.00102248j 0.00425745+0.00042494j 0.00357903-0.000827371j 0.00207898-0.000716672j 0.000619197+0.00494421j 0.00179069-0.000482613j -0.00300557-0.000281556j 0.00442103+0.00338768j -0.00317872+0.000438331j 0.00122874-0.011148j -0.0077858-0.00151603j 0.00734755+0.00656547j -0.0029261+0.00345023j 0.00268597-0.00392869j -0.000596455-0.00129321j -0.00255505+0.00250257j -0.003037+0.00169147j 0.00209937+0.00288645j 0.00491375+0.00505355j -0.00348954+0.00440767j -0.00390179+0.00356354j -0.00409355-0.000654966j 0.00307716+0.00407664j -0.0019221+0.00242953j 0.00682366+0.00434224j -0.00358666-0.00377534j -0.00156577-0.00172142j -0.000932543+0.000895722j 0.00425359+0.00188249j 9.74437e-05+0.000348007j -0.00559796+0.00145367j -0.00372482-0.00140821j 0.00498457+0.00114199j 0.00292558-0.00383252j 2.1401e-05+0.00343624j -0.00237714-0.00479055j 0.00106753-0.00445744j -0.000841734-0.000688795j -0.00529477-0.00391501j -0.00300776+0.00033539j -0.00285931+0.00578068j -0.00553033+0.00372717j 0.00421838-0.000753839j 0.00251274+0.00688193j -0.000103274+0.000761998j -0.00157961-0.00144711j -0.00299028-0.00227825j 0.00141305-0.000172811j 0.0025584-0.00111578j -0.00238766+0.00491715j 0.000252979-0.000125038j -0.00484589+0.000737132j 0.00352988+0.000622152j 0.00045059-0.00200327j -0.0027239+0.000940318j 0.00506725+0.00522705j 0.000571967-0.00491558j 0.000304997+0.00335402j -0.00054594-0.0010061j -0.000224119+2.51393e-05j 3.61123e-05-0.00119062j 0.00132098+0.00313105j 0.00108802+0.00069485j 0.00127343+0.00320582j -8.84418e-06+0.00231368j -0.00103381-0.00198623j -0.00127003-0.00115935j 0.00158993-0.00218722j 0.000731375+0.00236769j -0.00198755+0.0020557j 
0.000834518+0.00168714j 0.000886938+3.98568e-05j 0.00322578-0.000501096j 0.000578309-0.00504424j -0.00059537-0.0011428j -0.00170956-0.000977886j 0.00068753-0.00597966j 0.00141028+0.00217901j -0.00225823-0.00256408j 0.000245701-0.00308311j 0.00252345+0.00196089j -0.000228809+0.00345792j 0.000622269-0.00067563j -0.00409727+0.00365518j 0.0014746+0.000271931j -0.00326072-0.00570528j -1.12372e-05-0.000300306j 0.00272928-0.00226215j 0.0022122-0.000588037j 0.000290766+0.00269297j 0.00618266+0.00729438j -0.000645188-0.000796457j 0.00027172+0.00256789j 0.00177012+0.000670722j 0.000673227-0.00352943j 0.00331573-0.00225367j 0.00170698+0.000356404j 0.00150426+0.00135544j 0.00235988+0.00536049j 0.00349683-0.0033407j 0.00390478-0.00222924j 0.00548716-0.00635675j -0.00222399-0.00117271j 0.0047463+0.00186582j -0.0044396+0.000443384j 0.00116971+0.000742294j -0.00287612+4.25591e-05j 2.63182e-05+0.00012616j 0.00234152+0.00154439j -0.0025331+0.00453711j -0.00417771+0.00447235j 0.00245912+0.00207569j -0.0018176-0.00469088j -0.000664609+0.00231662j -0.000459992+0.00241325j 0.000565182+0.00460101j 0.00307754+0.00189823j -0.00414164-0.00454308j -0.000156431-0.00226235j -0.00609166-0.000903638j 0.00236491+7.17187e-05j -0.00202684+0.00452117j -0.000384978+0.00099364j -0.00806964+0.000268385j -0.00302649-0.00283132j 0.00340824-0.00176053j 0.0017934-0.00149357j 0.00263853+0.00338233j -0.00220712-0.000551011j -0.00322228+0.0024512j -0.00247201+0.00165281j 0.000641392+0.00135989j -0.0027153-0.00211734j -0.00592517+0.00377205j -0.000496903-0.00276124j 0.00559603-0.000102342j -0.00177555+0.00269823j -0.00195198+0.00231612j 0.00251412+0.00232468j 0.0037519-0.0029424j -0.000359179+0.00164765j 0.00374539+0.00373469j 0.00133141+0.000433706j -0.00685648+0.00254572j 0.00257529+0.00112727j 0.000730525+0.00267632j -0.00180166+0.00158374j 0.00399134+0.000758112j 0.00118523-0.000963307j 0.00147449-2.02802e-05j -0.00127252+0.00165345j 0.00361215-0.0037923j -1.09791e-05+0.000133811j 0.000348876+0.00116098j 0.00291999+0.00216211j -0.00220403-4.21107e-05j 0.00192857-0.00202393j 0.0002253-0.000159002j -0.00330457-0.00123889j -0.000209699+0.000114641j -0.00329593+0.00378198j -0.00351494-0.000419077j 
0.000348956-0.000864628j -0.000924187-0.000228703j -0.00438077-0.000206052j 0.00493562+0.00656872j -0.00439121+0.00672147j 0.00408981-0.00328316j 0.00342655-0.0035904j -0.00417511-0.00615693j 0.00326786-0.000737559j 0.00433357-0.00840875j -0.00507623+0.00278325j -0.00220012+0.00282672j -0.00349898-0.00160521j 5.10815e-05+0.00439787j -0.00150268+0.00632796j -0.00443808+0.00421466j 0.000867609+0.00672758j 0.000248326+0.000549826j -0.00128147-0.00177498j -0.00393103+0.00391172j -0.00208879-0.00561251j 0.00450145-0.00623521j -0.0023272+0.00209471j -0.00580561-0.00256366j -0.000534665-0.000633606j 0.00209402+0.00291327j -0.00469614+0.00291859j -0.00050069-0.00387454j -0.00262913+0.000815592j -0.00466257+0.00141343j 0.00116927+0.00281415j -0.00010007+0.00345685j -0.00293186+0.00205025j 0.00070542-0.00236604j -0.00241226+0.00467714j 0.00297113+0.00362538j -0.00206986+0.00306475j 0.00385858-0.00437567j -0.00197805+0.00475541j 0.00167906+0.00330155j -0.00319166+0.00315013j -0.00117876-0.00357754j 0.00530865+0.00336022j -0.00123816-8.31708e-05j -0.000673582-0.00307995j -0.00290058-0.00123177j 0.000942309-0.00695081j -0.00446544+0.00487343j -0.00272468+0.00218335j -0.00398055+0.00591504j -0.00807713+0.00440343j 0.000191494+0.000861333j -0.00359343-0.001616j 0.00280689+6.05875e-05j -0.000838301+0.0013153j 0.00249124+0.0014076j -0.00249512+0.00635976j 0.00547288-0.00202912j -0.00579489-0.00152468j 0.00553742-0.00144414j -0.000540462-0.0039738j 0.00201993-0.00395149j 0.00302861+0.00420233j -0.000820394+0.00210566j -0.002614+0.00194462j -0.00116888+0.000562125j -0.000453538+0.00169751j 0.00186033-0.00142387j 0.00177467-0.00290585j 0.00143558-0.00115554j -0.00227599-0.000199715j 0.00671323-0.000799579j -0.00307889-0.00163574j 0.00344063-0.000333435j 0.00139277+0.00125656j 0.00010351-0.00617527j 0.00399994+0.000485251j -0.00114295+0.000717269j -0.00198617-0.00168989j 0.000390808-0.000111554j -0.00606335+0.00103414j 0.000482519+0.00159626j -0.00234698+0.00115895j 0.00482917-0.00180357j -0.00490294-0.00131323j 0.00165848+0.00352793j -0.00296057-0.0041892j 0.00173063-0.000883457j 0.00427176-0.00197538j 0.00530982+0.000370558j 0.00359742-0.00143094j 0.00206199+0.00166161j 
0.00209193+9.00443e-06j -0.00125174-0.00103099j -0.00416876+0.00274592j -0.00190368-0.000719117j 0.00495649-0.00213319j 0.00707262+0.00332461j 0.000684791-0.0038189j 0.000826856-0.00414469j -0.00554242+0.00128661j -0.000679558+0.00629855j 0.00295857-0.00581111j -0.000133073-5.94078e-05j 0.00644556-0.00210371j -0.002118-0.000443155j 0.0058408+0.00349729j 0.00577238-0.00140239j 8.08583e-05-0.00700153j 0.00694777+0.00918992j -0.00604584-0.00215623j -0.00343907-0.00297388j -0.00284267+0.00379517j -0.00171675+0.00314329j 0.000912143-0.0198586j 0.00782727-0.00157045j 0.00593901+0.00890563j -0.00061774+0.000328512j -0.0044558+0.005667j 0.00135883+0.0107179j 0.00343395+0.00991895j -0.00180087-0.00240137j 0.00130561+0.00681605j -0.000886862-0.00638393j 0.00526149+0.000605936j 0.00230636-0.00187723j 0.00323313+0.00564819j 0.00347183+0.00335447j -0.00398838+0.00126305j -0.00310883+0.000916275j -0.00104092+0.000562527j 0.00757022+0.000118299j 0.00499237-0.00148724j 0.000202706-0.000187145j 0.00391342-0.00309553j -0.00104847-0.00636518j 0.00753639-0.00423382j 0.00402671-0.00754996j 0.000215684-0.00372765j 0.00342747+0.00494429j -0.00597257-0.00187889j 0.00219908+0.00143591j -0.00209145-0.00418787j 0.0125129+0.000313953j 0.00500552+0.0010834j 0.00598397-0.00337818j -0.00628813+0.00164622j 0.00115866+0.00604268j 0.000803259+0.00488425j 0.000403044+0.00917536j 0.0033897-0.00172445j 0.00112837-0.00255598j 0.000357217+0.00327703j -0.00574868+0.00181048j -0.00248785+0.00216708j -0.00266592-0.00126781j 0.00138778+0.000708255j 0.00256123+0.000764248j 0.00399117-0.00350397j 0.00353757+0.011301j 0.000668251+0.00605555j -0.00207886-0.00313134j -0.00375265-0.00864904j -0.00181475+0.0034171j -0.000573768-0.00166846j 0.00364694-0.00213231j 0.000795472+0.00259008j 0.00388177+0.00207724j -0.00319854+0.00208245j -0.00341911+0.000359376j -0.00225189-0.000956859j -0.00233555-0.0019337j 2.80999e-05-0.000932676j -0.00465068-0.00213308j 0.00348113-0.000488539j 0.00285784-0.00289636j 0.000999233+0.00198575j 0.00381871-0.00211035j -0.00045308+3.1112e-05j -0.00281778-0.000846569j 0.00117861-0.00451161j 0.00258881-0.000433266j 0.00104834-0.000120563j 0.000558904-0.00117924j 
-0.0018721+0.00936395j 0.00992665+0.00176467j 0.0117961-0.00742597j 0.00574582-0.00682139j -0.00903618-0.00316217j -0.00777504-0.0025455j 0.00423068+0.000550686j -0.0010482+0.00056239j 0.00202076+0.00446519j 0.00527816+0.00577882j -0.00364903+0.00299606j -0.00593418+0.00991229j -0.00311645+0.00853022j 0.00131988+0.00358678j 0.000806798+0.00196426j 0.00208307-0.00224924j 0.00794609+0.00890062j -0.00200779+0.00223572j -0.00826812-0.000868825j 0.00239193-0.00676294j -0.00159856+0.000427499j 0.00157781-0.00460457j 0.000563872-0.000762415j 0.000348391-0.000422575j -0.000897087-0.00391698j 0.000635814+0.00336219j -0.00499783-0.00197692j -0.0040727-0.00178307j 0.00135398+0.00330552j -0.00290878-0.00317878j 0.00814583-0.00662482j -0.00761428-0.00585462j 0.00207392-0.000963964j -0.00392192-0.00247306j -0.00161326-0.000332837j -0.00259668-0.00389347j -0.0105737-0.00227013j -0.00213875+0.00299499j -0.0120097-0.00345974j 0.00117247+0.00601496j 0.00958668+0.0015146j -0.000165259+0.00130464j 0.00183301+0.00446916j -0.00329479+0.000353737j 0.00105325-0.000762006j -0.000425512-0.00576344j 0.00147157+0.000801028j -0.00092229-0.00374789j -0.008918-0.00116683j -0.00108283+0.00428779j -0.00174878-0.00347572j 0.00877611+0.000204199j -3.21269e-05-0.00307142j 0.00689126-0.00223301j -0.00299613+0.00565662j -0.00212501-0.00595997j 0.00110199+0.0011609j 0.00296277-0.00285299j -0.00422347+0.00156568j 0.00233236+0.00184763j 0.000252297-0.00652328j -0.00712461-0.00576501j -0.00686958+0.00141801j 0.00181472-0.0014085j 0.00548027+0.000540013j 0.000928384+0.00506377j -0.000660379+0.00352034j 0.00577313-0.000425963j 0.00613822-0.00160534j -0.00645998-0.00191894j 0.00206179+0.00198189j 8.08534e-05+0.00248133j -0.00511994-0.00507342j 0.000145097+0.000633231j 0.00195636+0.000915115j -0.00514904-0.00350973j -0.00506782+0.00397354j 0.00108477-0.0017456j 0.000552689-0.00261927j 0.00798472-0.00161141j -0.00151795+0.00792163j 0.000462985+0.000726016j -0.00238626+0.00506186j -0.00261835+0.000836297j -0.00276952-0.000393594j 0.00114022+0.0024588j 0.00500088-0.00125519j 0.00490603+0.00206086j -0.00598866+0.00316318j -0.00233705-0.00944589j -0.00707437+0.00596479j -0.00198696-0.00777487j 
0.00134334-0.00249335j -0.00251345-0.001409j -0.00385429+0.00301637j -0.00274659+0.000202663j 0.00571354-0.00175807j 0.00516849+0.00681896j -0.00550323+0.00112896j -0.00110401-0.000380667j 0.001301+0.00883779j 0.0020677+0.00503437j -0.00110508-0.00410193j -0.00206895+0.00448322j 0.00216874+0.00208901j 0.00318628+0.00129892j -0.00444934-0.00185699j 2.43929e-05+0.00159762j -0.00291484+0.00403357j -0.00864348-0.0048164j 0.00160576+0.00471687j -0.00438704+0.0039913j -0.00939634-4.38575e-05j 0.00610345-0.0073649j -0.00422832+0.01264j -0.00364951+0.00372082j -0.00209358-0.00241738j -0.00410779+0.000586079j 0.00277533-0.0104116j 0.00033676-0.00648323j -7.22773e-05-0.000801389j 0.00708756+0.00520341j 0.00454128-0.00292999j 2.70067e-05+0.000420067j -0.00140245+0.00070263j 0.00334224-0.00271252j 0.00928414-0.00379398j -0.0028059+4.90289e-05j -0.000443414-0.00740596j -0.000252112+0.00263091j -0.0105675-0.00293998j 0.00151315+0.000923512j -0.00113526-0.00253206j 0.00410629+0.00343618j -0.00177071+0.00466521j -0.00189464+0.00440876j 0.000142534+0.00120484j -0.00179285+0.00603782j -0.00282238-0.00114749j 0.00121303-0.00402563j -0.00119256+0.00114672j 0.000265116+0.00171116j -0.00613278+0.00437302j -0.000737574+0.0033867j 0.00378708+0.00585079j 0.00828813-0.00127484j 0.000562478+0.00325318j -0.00479139-0.00464942j -0.000197121+0.00188896j 0.000297786-0.00180157j 0.00193338-0.00744741j 0.00497848-0.00311889j 0.000680582+0.00254872j 0.000682119+0.00488315j -0.000118867-0.000343773j -0.00227829-0.000822875j 0.0055052+0.00338589j -0.00160959-0.00272465j -0.00301818+0.00180041j 0.000355128-0.00403065j 0.000336227-0.00401446j -0.0110035+0.00411067j -0.00548371+0.00362645j -0.00635532-0.00537738j 0.00186589+0.00176992j -0.00124839+0.00433854j 0.000352874+0.000397423j 0.00212363+0.000612599j -0.00172778-0.00102314j -0.00115978-0.00135373j -0.00575747+0.00292786j 0.00144337-0.000603203j 0.00245242-0.00131595j -0.00123319-0.00146121j -0.00140301-0.00406361j 0.00215545-0.000865516j 0.00237344+0.000143722j -0.000548535-0.00107231j 0.000179891+0.000400293j -0.00339547-0.00131323j 0.00116958+0.000968426j 0.00153985+0.000821562j -0.000243167+0.00163678j 0.00146476+0.00050893j 
