0.250143-0.166412j -0.134836-0.258728j 0.00432563+0.0691141j 0.0280741+0.0152177j 0.101062+0.115573j 0.104282+0.0456008j -0.17796+0.0839942j -0.122822-0.200028j -0.0966864-0.0365162j -0.00486357-0.164054j -0.0719804-0.0629171j 0.0836249+0.153977j 0.00741916+0.0262833j -0.00428454+0.0889708j -0.0764906+0.0345351j -0.0445803-0.0490241j 0.000617574+0.0258847j 0.0558307-0.202282j 0.0762667-0.0967817j -0.0284596-0.138515j 0.0199368+0.017755j 0.0959508-0.189994j -0.16515-0.013209j 0.13358-0.0272426j -0.0878275+0.131345j 0.0922503-0.0641368j -0.132983-0.0137108j 0.238061-0.21183j -0.212969-0.295516j 0.0735861-0.179197j -0.157525-0.0548339j 0.043308-0.0242285j 0.0195043+0.0296796j -0.00698445+0.0349726j 0.0549575+0.000752279j 0.0113386-0.0155094j 0.00482193+0.0486229j -0.031017+0.00670908j -0.0212034+0.0112898j 0.0102867+0.00442021j 0.0172397+0.0224388j 0.00398631-0.009812j -0.00790867+0.00384452j 0.00718136-0.0117489j -0.0105534-0.0188593j -0.0269301+0.000587984j -0.00311126-0.00218532j -0.0073069-0.00951064j 0.00939221-0.00224958j 0.033982-0.00386844j 0.00629395-0.00663048j -0.00122815+0.00637849j 0.00119336+0.015087j -0.000136397+0.00445654j 0.00781251+0.00496421j -0.00878634+0.00785025j 0.0130734-0.00542653j -0.0225095-0.01398j 0.0180233+0.016095j -0.00971138+0.0147729j 0.0119509-0.00179019j 0.0356268+0.0197271j -0.00343361+0.0182919j 0.0051988+0.0124911j -0.00024288-0.00297452j -0.00375062-0.00899938j 0.00607986+0.0114875j -0.0390421+0.00558549j -0.00719264-0.0487508j 
0.000836803-0.000331626j 0.000654954+0.000997716j 0.00139278+0.000587075j 0.00117153+0.00112186j -0.00137821-0.00423388j -0.000158902-0.003372j -0.00439251+0.000201763j 0.000344981-0.00510037j 0.00142943+0.00250781j -0.000619127+0.00582115j 0.00383822-0.000263454j -0.0028937+0.0029986j 0.0031113-0.00201607j -0.000887295+0.00723959j -0.00118557-0.000745863j 0.00498719-0.00174848j 0.00570655-0.000469674j -0.00253005-0.00223328j -0.0006708+0.00443393j 0.00136534+0.000158193j -0.00183989+0.00288693j -0.00644512-0.000763905j -0.00551941-0.000591014j 0.00130857+0.00464787j 0.00356513-0.000639516j 0.00249086-0.000599087j -0.000458341+0.00114282j 0.00157315-0.00159298j 6.76806e-05+0.000712231j 0.000293636-0.000910582j 0.000132812+0.000591298j -0.000199244+0.0015665j 0.00101134-0.0010003j 0.0029885+0.00159088j 0.00235253-0.0015912j 0.00117444-0.000163123j -0.00310292+0.000345971j 0.00138398-0.00701669j 0.00592546+0.00283824j 0.00221194+0.00246737j -0.000606001-0.00246842j -0.00364434-0.00164296j 0.00113235-0.000621463j 0.00267842-0.000234395j 0.0013451+0.000934884j -0.00301137+0.00197338j -0.00322432+0.00430997j -0.00161145+0.00324025j -0.00380059+0.00383377j -0.000148745-0.0036496j 0.00362441+0.00157544j -0.00535741-0.00427838j -0.000738675+0.00126395j 0.00146518-0.00328774j 0.00453366-0.00239561j 0.00473927+0.00583393j -0.00104019+0.00294615j 0.00243317+0.00306773j 0.0030137-0.000717288j -0.00214312-0.00280665j -0.00315172+0.00162292j -0.000769313+0.00210535j -0.00078341-0.000421967j 1.75281e-05+0.000431823j 0.000467008+0.000358251j 0.000691083+0.00264432j 0.00128418+0.00191876j -4.39372e-05-0.0010632j 0.000571988+0.000576612j 
-0.00104011+0.00176646j -0.00204584-0.00182194j -0.000957071+0.00377194j -0.00383349-3.71349e-05j -0.00120554+0.000560188j -0.002682-0.00287391j -0.005898+0.0023495j 0.000577342-0.000342234j 0.00346417-0.000547216j 0.0010792+0.00234213j 0.000943212+0.00202988j -0.00167826-0.000914665j 0.00439251+0.000827373j 0.00201143-0.00108709j 0.00213509+0.000271592j -0.00164272+0.000687101j 0.000553784-0.00158856j 0.000127105+0.000385372j 0.00155294-0.00153741j 0.000478731+0.00121236j -0.00329799+0.00093806j -0.000688013+0.000558399j -0.0026362+0.00332962j 0.00188819+0.0035931j 0.00265997-0.0012398j 0.000396666-0.00111086j -0.000623958-0.0006892j -0.00165722-0.000145928j 0.00020594-0.00156354j -0.000449251+0.00110876j -0.000639132-0.00131986j -0.0053864-0.0040425j -0.000623409+0.00225116j -0.00550281-0.00228423j 0.00105028-0.0043814j 0.00274239+0.00207589j 0.00150647+0.00025148j -0.00228866-0.00479605j -0.0008394-0.000100902j -0.000513172+0.000386011j 0.0035135+0.00114357j 0.00223334-0.00148338j -0.000967474+0.00157969j -0.00551392-0.00197904j 0.00191036-0.00447677j 0.00103081-0.00469801j 0.00495999+0.000849733j 0.0029412+0.00105237j -0.002966+0.0017155j 0.00204156-0.0024214j 0.00262041-0.000644098j -0.000369121-0.00104228j 0.00425552-0.00281059j 0.000107068-0.00262542j -0.00189736+4.97689e-05j -0.00122204-0.00568996j 0.00233187+0.00161951j 0.000882251+0.00147014j 0.00171684-0.00291094j -0.00140182-0.00345366j -0.000268497-0.00303825j -0.00116377+0.0019914j 0.00182543-0.000920383j 0.000624268+0.00119668j -0.0020264-3.20112e-05j -0.0018247+0.000494505j -0.00166384+0.000622803j -0.00147477+0.000685426j -0.000146248-0.00128595j 
0.000981143-0.0012231j 0.00136373+0.0018957j -0.000565035-0.00347274j 0.00317559+0.000235448j 0.00231264+0.000861327j 0.000264909+0.00420585j 0.00564068+0.000832742j 0.00251902+0.00108151j -0.00266391+0.00181601j -0.00311569-0.00371383j 0.00177371+0.000488437j 0.00232395+0.000964069j 0.000857994-0.00234644j -0.00207516+0.00208103j -0.00122916-0.000147949j -0.000323167-0.00330041j 0.00114121+4.16438e-05j 0.000734163-0.000529163j -0.00128609+0.00180588j -4.90989e-05-0.000196896j 0.00150519+0.000941915j 0.000841968-0.00181219j 0.00138321-0.00389167j -0.000947253-0.00283335j -0.00186779+0.000966574j -0.00176737+0.000664045j 0.000957834-7.06931e-05j 0.0019097+0.00113055j -0.000850691+0.00131751j 0.000202498-0.00172912j -0.000108601+0.00254809j 0.000268935+0.00215021j 0.00228374-0.00403303j 0.000320944-0.000608904j -0.000541589-0.000156291j 0.00610343+0.00267067j 0.00334908+0.00260809j 0.000961816-0.00604168j -0.00320502-0.00314466j 0.00327893+0.00154005j -0.00268249+0.00240625j 0.0029857-0.00730999j -0.00453939-0.0041658j -0.00584868+0.00307977j 5.8775e-05+0.00362707j -0.0018151-0.00334687j 0.000459054-0.00245188j -0.00017439-0.00170493j 0.00125698-0.000243465j -0.000118577+0.000624616j 0.000157523-0.00263013j 4.38354e-05+0.00419064j 0.00288529+0.00191876j -0.00143011-0.00112668j -0.00603327+0.000237254j 0.00153692+0.00366419j 1.49371e-05-0.00253147j -0.0008139+0.000103926j 0.00217584-0.00116799j 0.00163706+0.00356258j 0.00108517-0.000444783j -0.0010866-0.00242781j 0.000104393+0.000135383j -0.000753536-0.00285591j -0.000198267-0.00302706j 0.00294614-0.00187185j -0.00112786-0.000863881j 0.000448818-0.000644105j -0.000149868-0.000203251j 
-0.00352821-0.00302727j 0.00303317-0.000864226j -0.00870569-0.00298111j 0.00122818-0.00841129j -0.000605533-0.000269325j 0.00541986+0.00344673j 0.000754785-0.00676212j -0.0023197-0.000464773j -0.00160915+0.00180139j -0.00100743-0.00138075j -0.00199513+0.00184594j 0.00112434+0.00511321j -0.000930523-0.00395124j -0.00335266-0.00189717j -0.00396086-0.00937892j 0.00276264-0.00487446j 0.0039025-0.00633301j 0.00138631+0.00142743j -0.00308281+0.00027246j 0.000590316+0.00184055j 0.00274535-0.000885345j -0.00589611+0.00138579j -0.000664668-0.00318129j -0.00531352+0.00243449j -0.000762535-0.000751182j 0.0016389+0.00114245j -0.00256404+0.00377874j 0.000901068-0.0026325j 0.00279739+0.00515852j 0.000417221-0.0046443j 0.000259411-0.00268723j -0.000228129+0.0020728j -0.00260801+0.00123506j 7.17618e-05-1.42985e-05j -0.000419216-0.00192428j -0.00404109-0.000938076j 0.000320976-0.00179371j -0.00174934+0.00504197j 0.00060294+0.00364112j -0.00331899-0.000468654j 0.000670199-0.000638566j -0.00354291+0.00471262j 0.00331606+0.00276481j 0.00319358-0.00109842j -0.00115662-0.00473446j -0.0028657+0.00337621j -0.000350257-0.000436474j -0.000127147+0.000621582j -0.0012626+0.000641755j -0.000208078-0.00194528j 0.000734502+0.00185741j -0.000478138-0.00310375j -0.00122958-0.00273171j -0.000296263-0.000436845j 0.00511669-0.0034929j -0.000777414-0.00588903j -0.000841814+0.00260033j 0.000283037+0.00158418j -0.00331218+8.37422e-06j -0.00024585-0.00713184j -0.00173148+0.000145922j -4.14527e-06+0.00334305j 0.000207735-0.000901164j 3.10281e-05+0.00449294j 0.000598005+0.00254822j -0.00197194-0.000275522j 0.00205404+0.00162225j 0.00211506-0.000937443j -0.000972799+0.00337225j 
-0.000111462-0.00213752j -7.02342e-06-0.00152127j -0.00162925-0.0019367j 0.00185547-0.00173268j 0.00251427-0.000819874j 0.00320697-0.00282976j 0.00217204-0.0020815j -0.0010131+0.00513574j -0.000796893-0.00103426j 0.00273601-0.00494354j -0.00501161-0.00585994j 0.00165702-0.00218201j -0.00788699+0.0042717j -0.00194965-0.00378079j -0.000351415+0.0010811j -2.18103e-05+0.00384595j -0.00675474+0.000781475j -0.000377518-0.00094822j 0.00208732-0.00136603j -0.00355853-0.00171779j -0.000122195-0.00398341j 0.00442062+0.000160511j 0.00313854+4.17386e-05j 0.000991165-0.00295052j -0.00151377+0.000116436j -0.00201117+0.000506729j 0.000818006-0.00246146j -0.000611711-0.000109424j -0.000178037-0.00269555j -0.000997984+0.00169354j 0.00229456+0.000820427j -0.00183307+0.000248848j 0.00460274+0.00327716j -0.00727491+0.00107325j 0.000970536+0.000655927j 0.00531215+0.00096379j 0.00574277+0.00449025j -0.00202638+0.00139065j -0.000967886-0.00711659j 0.00317271-0.00211664j 0.00349751+0.000473204j 0.00611055-0.00865284j -0.000354566+0.00125285j -0.00102391+0.000644741j 0.000273533+0.00116411j 0.00387787-0.00123042j 0.00582474+0.00208821j -0.00124219-0.00413917j -0.00271718-0.00385575j 0.00291319+0.00692657j 0.00314587-0.00482204j -9.67959e-05+0.00382265j -0.00147547+0.00145123j 0.0048489+0.00135536j -0.00671001+0.00639729j -0.0044589-0.00150955j -0.00108845-0.00241924j -0.000678393+0.000233297j -0.000972331-0.00442161j 0.00182058+0.00443204j 0.00440897+0.00119708j 0.000981548-0.00279161j 0.00237719-8.03779e-05j -0.000888313-0.0020162j -0.00274729-0.000913278j -0.000257664-0.0006387j -0.00334557-0.00240266j -0.00248309+0.00253796j -0.00146915-0.00297384j 
0.00145451-0.00161465j 0.00112088+0.000735573j 0.00114956-0.00390966j 0.00508148+0.000143623j 0.00164022-0.00266108j 0.000598225-0.00433167j -0.00269979-0.00166122j 0.00186702+0.000576792j 0.00100735+0.000895374j -0.00131168-0.000583128j -0.00108576-0.00212207j -3.90417e-05+0.000667001j -0.00097203+0.00109702j -0.00190368+0.00341969j -0.00040973+0.000998543j 0.000791943-0.000556968j -5.6996e-05+0.00135317j -0.00271355-0.00299944j 0.00123195+0.000612514j -0.00108392-0.000349323j -0.00225443+0.000114143j -0.000676092-0.00167787j -0.000777637-0.00154368j 0.00114857+6.65619e-05j 0.000968158-0.000639248j -3.38066e-05-0.000281376j 0.00106263-0.000879778j 0.00133899-0.000171846j -0.000882353-0.00134268j -0.000117165+0.00103323j 0.00130444+0.00165451j -0.00215261-0.00237123j -0.00201839+0.00502786j -0.00454672+0.000983403j 0.00677159+0.00309305j -0.00581479-0.00148183j -0.000232118+0.00791559j -0.000208197+0.00678631j 0.000327583-0.00267031j 0.000607777-0.000669271j 0.000233886-0.00544444j -0.00674975-0.00647727j 0.00225714+0.00360569j 0.000603825-0.00100118j 0.00106463-0.000895426j 0.00149006+0.00381081j 0.00239201-0.000401159j -0.000442176-0.000471543j -0.00555635-0.00104288j 0.00337375+0.00793072j 0.0019345-0.00297821j 0.000496585+0.00118653j -0.00275007+0.00183461j 0.0032753-0.000770807j 0.000170261+0.0047984j 0.00155388+0.00401497j -8.72715e-05+0.00138363j -0.000271463-0.00168201j 0.000493591-0.000674614j 0.00153657+0.00389198j 0.00268256+0.00219256j 8.97842e-05-0.00116243j 0.00193286-5.38792e-05j -0.00229792-0.00178793j 0.000527681-0.00149175j 0.000731981+0.000722078j -0.00264554-0.00303597j -0.000845669+0.00180189j -0.000850694-0.00100112j 
0.000263243+0.000424262j -0.00244589-0.00116178j -0.000191803+0.00164577j -0.00400889+0.000825632j 0.00285364+0.00334209j -4.22119e-05+0.00443235j 0.00308433-0.0038316j -0.00199626-0.000605276j -0.00136848+0.000256628j 0.000828078+0.00187614j -0.00307658+0.00119737j -0.00167011-0.00214322j -0.000753303+0.00165481j 0.000408779-0.00203787j 0.000760944-0.000741208j 0.00153645+0.00182717j 0.00130359+0.002785j 0.00168107+0.00194768j -2.85342e-05-0.00119453j 0.00124964-1.05622e-05j 0.00188206-0.00110274j 0.000939276-0.00102344j 0.000562669+7.47009e-05j -0.00280595-0.00204824j -0.0029536+0.00182183j 0.0016694-0.000461742j 2.90106e-05+0.00217807j -0.000109895-0.00084884j 0.000322829+0.00102219j 0.00108076+0.00259432j 0.00131076-0.00172317j 0.000117121-0.00112322j -0.00126691+0.000481936j -0.00457047-0.00206987j -0.000334079-0.000554394j 0.000212246-0.00546987j 0.00282569+0.000451481j -0.00308989+0.00331169j 0.000990229-0.00304163j 0.00342687-0.00654437j 0.00280473+8.54676e-05j 0.00207923-0.000714709j 0.00495875-0.00376867j 0.00751636+0.00150655j -0.00521537+0.00171611j 0.00613981+0.00271114j 0.00268434+0.0021469j -0.00528389+0.000796758j -0.00182529-0.00108911j 0.00342488+0.0050021j 0.00149393-0.00493711j -0.00241751+0.000760711j -0.00199606+0.00178337j 0.00774643-0.00112154j -0.00219668+0.00477364j -0.00591159-0.00331478j -0.00340522+0.000718713j -0.000614681-5.45317e-05j -0.00602662-0.00234612j 0.0025203+0.00137959j 0.00121881+0.00162531j 0.000880144-0.000392394j 0.00107152+0.00189243j -0.00083835+0.00267446j -0.000830865+0.0027731j -8.55209e-05-0.00103913j 0.000385585-0.000766368j -0.000772535+0.000690556j -0.000933776-0.000282644j 
-0.00174603-0.000268376j -0.000312276-0.00198506j -0.00308171+0.00168986j -0.00263598-0.00237475j -0.00076543+0.000851851j 0.00142411+0.000242533j 0.000876404-0.00354302j -0.00290352+0.000128281j -0.000836041-0.000479758j 0.00178809+0.000190752j -0.00336338+7.69581e-05j -0.000512015-0.000647436j -0.00133698+0.00214625j -0.00113164-0.0029304j 0.000303802-0.00283892j 0.00229749+0.00169205j 0.000609727-0.000816951j 0.00146659+0.00195893j -0.000332666-0.000887038j 0.00022481+0.000492549j 0.00106306-0.0019609j -0.000770408+0.000837971j -6.95638e-05+0.000430844j -0.00210009+0.000412818j -0.000417127+0.000402649j 0.00155547+5.94105e-05j -0.00142907+0.00129129j -0.000871103-0.00142571j 0.00105165+0.000956159j -0.000369924-0.000781931j 0.00031214-0.00225156j 0.00236512+0.000291842j -0.000207135-0.00531499j -0.000423432-0.00125844j -0.00158508+0.000445843j 0.00327997-0.00591996j 0.000737216-0.0029042j -0.00228057+0.000285067j 0.00055393-0.0030466j 0.00258653-0.0059728j 0.0010509+0.00189905j 0.00355144-0.000653684j 0.00220006-0.00422124j 0.00538271+0.000958428j -0.00276718+0.00489338j 0.00645662+0.000527667j 0.000748674+0.00254579j -0.00262861+0.000676878j -0.000202361-0.000291358j 0.000808543+0.00255368j 0.00224625-0.00264489j -0.00223902+0.000340618j -0.00044412+0.00279289j 0.00652215-0.00230071j -0.00343797+0.00241323j -0.00503863-0.00225083j -0.00350191+0.000920316j 0.000609469+0.00116139j -0.00504498-0.00282126j 0.00244214+0.000806408j 0.000718219+0.00118404j 0.000377502+0.000219741j 0.00032715+0.00229778j -0.00023386+0.000854464j -0.00226369+0.00184745j 0.00191942-0.00122245j 0.00175657+0.000535433j 0.000338758-0.00125835j 0.000740574+0.00105631j 
-0.000225316-0.00334565j 0.00130526-0.00057895j -0.00100864-0.00539732j 0.00588785-0.00407117j 0.000463348-0.00140058j 0.00256456-0.0038183j -0.00127087-0.0020516j 0.000432242+0.00342921j 0.000362732-0.000103383j -0.000550031-0.00340183j -0.00295767-0.00380117j 0.00185658+0.000506204j -0.00549542+0.00101442j -0.0024117+0.000181853j -0.00203313+0.000329616j -0.000568182+4.51543e-05j -0.00394483-0.000911787j -0.00191353-0.00286469j 0.00180067-0.000516378j -0.00285207-0.0008051j -0.00114902-0.00162468j 0.0014175-0.000286679j 0.00110959-0.00184323j 0.0014622-0.000563052j 0.000171317-0.00169568j -0.0018097+0.000674618j 0.000594368-0.00118928j 0.000558826-0.000211554j -0.000168553-0.00153242j 0.000265536+0.000266573j 0.00181803+9.90502e-06j -0.00189018-0.00464681j -0.00462054+0.00768416j -0.00419332-0.00327049j 0.00545114-9.62474e-05j -0.00639391+0.00387651j -0.00181253+0.00813355j 5.21503e-05+0.00534921j -0.00139605+0.00309941j -0.00137324+0.00207539j 0.000356819-0.00344548j -0.00629213-0.0024545j 0.00138593+0.00378858j -0.00452084-0.000488588j -0.00255514-0.00569327j -0.00218166+0.00369979j 0.00257931-0.00503472j 0.000358859-0.00055302j -0.00216594-0.00152377j 0.00089916+0.00626111j 0.000668296+0.000320267j 0.00201881+0.0014861j -0.000990203-0.00186161j -4.55963e-05+0.00156191j -0.000906699+0.00069943j 0.000878799+0.000573199j 0.000879825+1.7409e-05j -0.00175896-0.00277141j 0.00386058+0.000115022j 0.000220148+0.00197344j 0.00183142+2.18761e-05j 0.00103214-0.00073102j 0.00188644-0.000260755j -0.000844758+0.00118867j 0.00120709-0.00126138j -0.00104118-0.00128765j -0.00350006-0.00252807j -0.00103942+0.00269362j -0.00200886-0.00139872j 
0.00412596+0.000939848j -0.00105677+0.00386066j 0.00857412-0.002575j 0.00394087+0.00722382j 0.00378393+0.00215288j -0.00249522+0.00685497j 0.0042919+0.00123384j 0.00349634-0.00379078j -0.00148263+0.00210088j -0.00515974+0.00221151j 0.00198341+0.00123828j -0.000165015-0.00113519j 0.0015017-0.00162435j 0.00328221+0.00487504j -1.81654e-05+0.00500757j -0.00320562-0.00230526j 0.00224275+0.00595146j -0.000507551-0.00145318j 0.000752361+0.000659495j 0.00266573-0.000293274j 0.00209361+0.00288413j 0.00264454-0.0042639j 0.000836365-0.00194993j -0.000384855-0.00501678j -0.00279166+0.00205167j -6.15823e-05-0.00106153j 0.00275808+0.000282777j 0.00286906+0.00113545j -0.00260683-0.000284499j 0.00304877+0.00216695j -0.000125923+0.0019661j 0.00313182-0.00261579j -0.00704488+0.00146786j 0.00257213-0.00438245j -7.52855e-05+0.000638836j -0.00515942-0.0010433j -0.00462485-0.00033778j -0.00213616+0.000608972j -0.00146073+0.00549443j 0.00137318-0.00177545j -0.00150394+0.00251658j -0.00440285+0.00307472j 0.000137981-0.00139822j 0.000263348+0.000742323j -0.00433701-0.000716714j -0.000784685+0.0046888j -0.00312423-0.00537017j -0.00227195+0.00178093j 0.00359361-0.00134537j -0.00212806+0.00245905j -0.00119342+0.00172396j 0.00264887+0.000846407j 0.000570809+1.37045e-05j 0.000582422+0.00119015j -0.00115282-9.07434e-05j 0.000409463+0.00185734j -0.00138305+0.000562452j -0.00133108-0.00229959j 0.000905654+0.00119541j 0.00174399+0.00150735j 0.000503792+8.69554e-05j 0.00212267+0.0003806j -0.000910271+0.00220951j -0.000720937+0.00233069j 0.00190561-4.85516e-05j 0.000230834-0.00148055j -0.000472573-0.00176678j 0.000269999+0.00129564j -0.00174645-0.000581939j 
0.00131595+0.00225892j -0.00237383-0.00225275j 0.00662104+0.00513634j -0.00237665+0.00538293j -0.00165229+0.000358856j -0.00132164-0.00569709j -0.00539272+0.00112051j -0.000932512+0.000749771j 0.00174336-0.00210344j 0.00302088+0.00234825j -0.00291915-0.00215463j -0.00254423-0.00398041j -0.000756563+0.00357096j 0.00293484-0.00174692j 0.00429121+0.00238335j 0.000148813+0.00545584j -0.00396538+0.00186154j -0.000470487-0.000342018j 0.00458765-0.00404504j -0.00109023+0.00049074j -0.00248869-0.000206319j 0.00246226-0.000659051j -0.000836336+0.00515861j 0.00175057+0.000536811j 0.00263558-0.000384221j 0.00189318-0.00163871j 0.000168737-0.00210861j -0.00154069-0.000977967j -0.00150451-0.00512213j -0.0010205+0.00344573j -0.000221657-0.000318678j 0.00588105-0.00318278j -0.00557814-0.0072169j 0.00521343-0.00362402j -0.000630349+0.00329503j 0.000357125+0.000954488j -0.00323517-0.00150355j 0.0002895-0.00289711j -0.00427365+0.00113708j 0.00356098-0.000351216j -0.00532753+0.00316746j -0.00232158-0.00118202j -0.00304434-0.0023475j -0.00346397+0.0022877j 0.000286758+0.00413348j -0.000221451+0.00136971j -0.00461922-0.00501943j -0.00167097+0.000485442j 0.00512483-0.000690196j -0.00320445+0.00121739j -0.00275656+0.000591171j 0.00275309+0.00265573j 0.00140473+0.00283528j -0.00213315+0.00128058j -0.00224616-9.30165e-05j 0.00293838+0.00747042j -0.000257361-0.00136929j -0.000373644-0.00450495j 0.00354864+0.00254178j 0.0017356+0.00558664j 0.00163048+0.00115308j -0.000728835-0.000365816j -0.001872+0.000687564j -0.00111735-0.00192797j 0.000620897-0.00459001j 0.0022315+0.000495917j -0.00240181-0.00419669j -0.00191556+0.000978173j 0.000365041-0.0020725j 
-0.000615209+0.00276831j -0.000571583+0.000366345j 0.00146037+0.00250712j -0.002682+0.00224594j -0.000112752+0.00302629j -0.00302728+0.00254188j 0.000156687+0.000455497j -0.000770142-0.00197556j -0.000736636-0.000456244j 0.000378841+0.00300207j -0.000514783+0.00215049j -0.00115116-0.00185573j 0.00229807+0.000667749j 0.00258091-0.00132775j 0.00215672+0.000416715j 0.00016508+0.00122566j 0.00148027+0.00206297j 0.000758835+0.00253794j 0.000289856-0.00118903j 0.00167404+0.00113006j 0.000943201+0.00100969j 0.000258196-0.000621579j -0.000145111+0.00150494j -0.00149432-0.00107233j -0.000958358+0.000826786j 0.00187713-0.00104469j -3.18877e-05+0.000891696j -0.000457287-0.000304992j -0.00043942+0.000333814j 0.00122675+0.00029931j -0.00159915-0.00149466j 0.00171485-0.00104284j -0.00329044-0.000967306j 0.00104153-0.00213992j 0.000260307-0.000339744j -0.00240815-0.000615241j 0.000789491-0.000725434j 0.00136139+1.97937e-05j -0.000730182+0.00017636j 0.00150436-0.00129688j -0.00268571+0.00163401j 0.000277434+0.00254834j 0.00255838-0.00115974j 0.00232167+0.00102899j -0.00190716+0.000874588j 0.00286534+0.00155592j -0.000810206-0.000410919j -0.00135839+0.00118806j 0.00108748-0.000769471j -0.00137372+0.00128456j -0.000329948+0.00029068j 0.000207783-0.000403879j -0.000816169+0.00151213j 0.00185228+0.000807266j -0.000296824-0.00104208j -0.000466555-0.000513096j -0.00113421+0.000540045j -0.000631281-0.000683474j -0.00207419-0.000311116j 0.00217331+0.000287797j 0.0010346-2.22811e-05j -0.000289283+0.000362497j -0.000870135-0.00025343j -0.00206455+0.00116397j -2.54551e-05-0.000144544j -0.000278973-0.00103995j 0.000851056-0.00259768j 0.000842142+0.000172191j -0.000382983+0.00114988j 
7.76956e-05-0.000634609j -0.00188197-0.00195047j 0.00212069+0.00411122j -0.00177411-0.00267217j -0.00137185-0.00204379j -0.000615795-0.00509906j -0.00537489+0.000143136j 0.000161488+0.00182856j 0.000905533-0.0021381j 0.00108055+0.000589787j -0.00265093-0.00157544j -0.000852332-0.00095138j -0.000777404+0.002691j -1.68869e-05-0.000293703j 0.000343892+0.000389879j 0.000514857+0.00223113j -0.00310281+0.000301381j -0.00103085-0.00126941j 0.00261899-0.0020414j -0.00136439+0.00065154j -0.00213486-0.00011194j 0.000972563+6.32589e-05j -0.00102783+0.00151695j 0.0014656+0.000820156j 0.0012371-0.00100996j 0.000680964-0.000243413j -0.00027685-0.000827014j -0.000341784-0.00095943j -0.000523293-0.00329333j 0.000259578+0.00295366j 0.000862058-0.00159192j 0.00399262+0.00517626j 0.00166762+0.00797112j 0.00422903+0.00793204j 0.00249615+0.00345892j -0.00536507+0.00407882j 0.00215295+0.00631318j 0.00366777+0.00810079j 0.00117956-0.00280089j 0.000404539+0.00475885j -0.00331801-0.0052084j -0.0056523-0.00146916j 0.000879083+0.0100068j 0.000983628-0.00206941j 0.00563578+0.00194851j 0.000111637+0.00423704j -0.000614822+0.00126667j 0.00220085-0.00294297j -0.00155922-0.0018731j 0.00263098+0.00410182j -0.00371873-0.000877889j 0.00247243+0.000292054j -0.00329631-0.00139324j -0.00244372+0.00626558j 0.00238921+0.00376848j 0.00518681+0.00558545j -0.000538522-0.00329086j 0.00243695-0.00138432j 0.00260635+0.00253942j -0.00146403+0.00469819j 0.00246225+0.00360145j 0.00302587-0.0032684j -0.0017366-0.000704852j -0.000944896-0.00310628j 0.00290778-0.00224214j -0.0019958+0.0020065j -0.000392674-0.00484713j -0.00247125+0.00364313j -0.00185518-0.00226585j 
0.00292098-0.002328j -0.00229665+0.00134711j 0.000841417-0.00411467j 0.00226331+0.00196425j 0.00438596-0.00010845j -0.000879534+0.00453852j 0.00280045+0.00191076j 0.00276501-0.00288003j 0.000379117+0.00265685j -0.00334952+0.000444367j 0.00300387+0.000964381j 0.000632603-7.45994e-05j 0.00168037-0.00274893j 0.000592411+0.0048438j -0.00181062+0.004011j -0.00236163-0.00227533j 0.0013899+0.00165842j -0.000525325-0.00216227j -0.000397325+0.00301086j 0.00107344-0.00155303j 0.000330799+0.00112175j 0.00144531-0.0015424j 2.27975e-06-0.00250962j 0.00121577-0.00187837j -0.00153981+0.00152574j -0.00232162+0.000111804j 0.00218587-0.000614658j 0.00232608+0.00157495j -0.000576522+1.72758e-05j 0.00124865+0.00324875j 0.00343085+0.00213007j -0.00674651-0.00500182j 0.00194699+0.00549415j -0.00870223-0.00065146j 0.000366225-0.00451256j 0.00187261+0.00237019j -0.00100333-0.00148439j -0.00429426-0.00410178j 0.000340095+0.00412914j -1.0207e-05-0.00203567j 0.00586702+0.000480292j -4.9792e-06+0.000457333j 0.000694133-0.00523136j -0.00439551-0.00371565j -0.00363645-0.0094866j -0.00312378-0.00221638j 0.00395145-0.00360873j -0.00240128+0.00171331j -0.00190313+0.00125199j 0.00241297-0.00214228j 0.00223758-0.000548881j -0.00228581+0.000384078j 0.00274889-0.0028646j -0.000705091-0.00567025j 0.00019801-0.000793773j -0.00404596-0.0030183j 0.00130214+0.00135j -0.00107637+0.00274189j 0.00361597-0.00165797j -0.00207783-0.00404415j -0.00232379-0.00219207j 0.000388676+0.00256127j 0.00315608+0.000918301j 0.00310494+0.00300938j -0.00185234+0.00286888j -0.00301113+0.000867591j -0.00470505+0.00355714j -0.00372454+0.000960324j -0.00139403-0.00467029j 
