0.250143-0.166412j -0.134836-0.258728j 0.00432563+0.0691141j 0.0280741+0.0152177j 0.101062+0.115573j 0.104282+0.0456008j -0.17796+0.0839942j -0.122822-0.200028j -0.0966864-0.0365162j -0.00486357-0.164054j -0.0719804-0.0629171j 0.0836249+0.153977j 0.00741916+0.0262833j -0.00428454+0.0889708j -0.0764906+0.0345351j -0.0445803-0.0490241j 0.000617574+0.0258847j 0.0558307-0.202282j 0.0762667-0.0967817j -0.0284596-0.138515j 0.0199368+0.017755j 0.0959508-0.189994j -0.16515-0.013209j 0.13358-0.0272426j -0.0878275+0.131345j 0.0922503-0.0641368j -0.132983-0.0137108j 0.238061-0.21183j -0.212969-0.295516j 0.0735861-0.179197j -0.157525-0.0548339j 0.043308-0.0242285j 0.0195043+0.0296796j -0.00698445+0.0349726j 0.0549575+0.000752279j 0.0113386-0.0155094j 0.00482193+0.0486229j -0.031017+0.00670908j -0.0212034+0.0112898j 0.0102867+0.00442021j 0.0172397+0.0224388j 0.00398631-0.009812j -0.00790867+0.00384452j 0.00718136-0.0117489j -0.0105534-0.0188593j -0.0269301+0.000587984j -0.00311126-0.00218532j -0.0073069-0.00951064j 0.00939221-0.00224958j 0.033982-0.00386844j 0.00629395-0.00663048j -0.00122815+0.00637849j 0.00119336+0.015087j -0.000136397+0.00445654j 0.00781251+0.00496421j -0.00878634+0.00785025j 0.0130734-0.00542653j -0.0225095-0.01398j 0.0180233+0.016095j -0.00971138+0.0147729j 0.0119509-0.00179019j 0.0356268+0.0197271j -0.00343361+0.0182919j 0.0051988+0.0124911j -0.00024288-0.00297452j -0.00375062-0.00899938j 0.00607986+0.0114875j -0.0390421+0.00558549j -0.00719264-0.0487508j 
-0.00087791+0.0018868j 0.0018274+0.00156041j 0.00464983-0.00119134j -0.00104672+0.00111452j -0.00256003+0.00426148j 0.00249642-0.00265672j 0.00336452-0.00307831j 0.000996342+0.000358686j 0.00027752-0.000606034j 0.00418357+0.000774461j -0.00272737+0.00162372j 0.00888998+0.00427247j -0.00408354+0.00141121j -0.00108426+0.00686054j -0.000881735+0.0012618j -0.00560702+0.000616955j 0.00021689+0.00645461j -0.00570044+0.00276426j 0.00112764+0.00336263j 0.00836601+0.00636919j 0.00586183-0.00149563j 0.00616013+0.00161983j -0.00456745+0.0023071j -0.00265598-0.000107467j 0.00490879+0.0050244j -0.00511249+0.00463687j -0.0063909-0.000223176j -0.000185679+0.0017351j 0.0022456+0.00233733j 0.00150002+0.00097128j 0.00154925-0.00140665j 0.00118604+0.00455175j -0.00299894+0.00499461j 0.00733446+0.00241387j -0.002561-0.0100522j -0.00204759+0.00289455j 0.000636693+0.00148744j 0.000473696-0.000624905j -0.00827109+0.00282888j -0.00278554+0.00815921j 0.00644237+0.000490499j -0.00383935+0.00124828j -0.00395412+0.00401469j 0.00810534+0.00501155j -0.00543439-0.00241642j -0.000177074+0.00501158j -0.000285284+0.000792206j -0.0135162+0.00544868j 0.00624772+0.00183426j -0.00362502+0.00339606j -0.00112669-0.00505277j 0.00752116-0.0027678j -0.00448008+0.00833286j 1.90925e-06-0.000782037j 0.00485648-0.00201481j -0.0035639-0.00194222j 0.00435863+0.00490754j -0.000581942+0.00835428j -0.00556345-0.00782238j 0.00678308+0.00543811j -0.00109884-0.00211001j 0.00314333+0.00971834j 0.00643717+0.000702435j 0.00230302-0.000832275j 0.00275658-0.0131676j 0.00211285+0.00309725j -0.00369425-0.00505952j 0.00374306+0.000484481j 0.000110471+0.00270616j 
-0.000992099+0.00092542j 0.000924407+0.000122839j -0.000790864-0.000491691j 0.000504677-0.00025598j 0.00150639+0.00216201j 0.00169854+0.000448647j 0.00147369+0.00155206j 0.000340865-0.000263517j 0.00254983+0.000642763j 0.00496164+0.000727175j -0.00196086+0.00106065j 0.00257745-0.000845881j 0.000257042+0.00138513j -0.00236825+0.000107107j 0.00155538-0.00296686j -5.55113e-05+0.000152727j -0.00122969+0.00113186j -0.000616299-0.00122679j -0.000150756-0.000458222j 0.00263038+0.00174223j 0.00474557+0.00213961j 0.000386491-0.000758661j -0.000697009-0.00113068j 0.000497114+0.000133358j 0.00494318-0.00176029j 0.00212203-0.00127943j -0.000959185+0.00173271j 4.60334e-05-0.000822133j -0.0013851-0.000487193j 0.000761789-0.00255246j -0.00203523-0.000427846j -0.000292525+0.00221402j -0.00366692-0.00115758j 0.00172468-0.00291122j -0.00306085-0.00398534j -0.00184702+0.00703699j -0.00104198+0.00521786j 0.00422329-0.0017631j -0.00360721+0.00183623j -0.00214515-0.00268184j -0.00566851+0.00292524j 0.00205554-0.000468772j -0.00390328-0.00250676j 0.00863971+0.00364187j -0.00424654+0.00593384j 0.0105025+0.000924903j -0.00201993+0.00357064j -0.00492204+0.0104608j 0.00791332+0.0103677j -0.00565983+0.0102826j -0.0136387-0.00701869j 0.00159681-0.0126611j -0.00224639-0.0055394j 0.00649223-0.00127939j 0.0127134+0.00313023j -7.04775e-05-0.00587763j 0.0080786-0.00239636j 0.00127889+0.00596221j 0.00285765-0.00958236j 0.00230517+0.00422195j -0.000308702-0.00457309j -0.00368751+0.00466707j 0.00499615+0.00700422j 0.00370253-0.00389068j 0.0065764+0.0064992j 0.00094006+0.00774428j -0.000490687+2.52788e-05j -0.00196893-0.00358692j 0.00338345-0.000306212j 
0.000721891-0.00160609j -6.46517e-05-0.0015284j -0.00257176+0.00123142j -0.000808089-0.00395531j 0.0044517+0.000114886j 0.00179657+0.000571573j 0.00054466+0.00234798j 1.60529e-05+0.000456452j 0.00473545-0.000854181j 0.00625422+0.00331848j 0.00081687+0.000179876j -0.00159956-0.00356667j 0.00308648+0.00150837j -0.000832351-0.00733357j 0.00537371-0.00539773j 0.00435151+0.000264645j -0.000581434-0.0016578j 0.00221359-0.0043673j -0.000626804-0.0021471j -0.00198441-0.0028981j 0.00085739+0.00697663j -0.00326558-0.00292726j 0.00164552-0.0055268j 0.00288746-0.000677045j 0.00114834-0.00389703j 0.00178558-0.00377099j 0.00308017+0.00123214j -0.00110899-0.00131165j -0.000900511+0.000349033j 0.000951098-0.000322596j -0.00237772-0.00121622j 0.00215642-0.000740994j -0.00113778-0.00328492j 0.00242509-0.00956985j -0.000453276-0.00452814j -0.007961+0.0010019j -0.00270641+0.00483931j -0.00144708-0.00352133j -0.00939676-0.000154174j -0.00104064+0.00789421j 0.0034024+0.0038481j 0.00192584+0.0024631j -0.00862407-0.000235121j 0.0080161+0.0030403j -0.00340134-0.00598983j 0.0028916-0.0165179j 0.00532822+0.0043459j 0.00610345+0.000169375j -0.0111147-0.00242959j 0.0030724-0.0070588j 0.00984756+0.0041693j -0.00566152+0.00627794j 0.00255263+0.00382878j -0.0153449-0.00149905j 0.00417075+0.00263895j -0.00504094-0.00330657j -0.0126889-0.0036518j 0.00709329-0.0041546j 2.88969e-05+0.00533796j -0.00612892+0.0100211j -0.000957732+0.00914946j 0.00277943-0.00842836j -0.00260233+0.00663701j 0.00846188-0.00421102j -0.0117766-0.00283094j -0.00337743-0.000963228j -0.00236357+0.00155321j 0.000412289+0.00388922j -0.00422498-0.00114523j 
0.00158304+0.000488417j 0.000828667-0.000457863j 0.00029491+0.00682794j -0.000984285-0.00256292j 0.000246776-0.00582472j 0.00195035-0.00401685j 0.00107158-0.000579305j -0.000313442+0.00307907j 0.00137946-0.0079706j 0.000392382+0.00306338j 0.00532404-0.00196537j -0.00120018+0.00244199j 0.00318681+0.00499736j 0.00692784-0.00296188j 0.00152315+0.000646183j -0.00488394+0.00131189j 0.00487619+0.00714121j -0.00446178-0.000378841j 0.00180731+0.00263841j 0.000935689-0.00214359j -0.000310056+0.00193831j 0.00159369-0.00330416j -0.00200993-0.0045445j -0.00208858-0.00420531j -0.00353715+0.00535527j -0.00691967+0.00268349j -9.54778e-05-0.0041262j 0.000513231+0.000913652j 0.000474479+0.000808718j 0.000714279+9.37517e-05j -0.00107812+0.000932974j 0.00182015-0.00155695j -0.000864505-0.000494417j -6.89978e-05-0.00564148j 0.00238678+0.00118854j 0.000601316-0.00167562j -0.0016343+0.0102426j -0.00100645+0.00345773j -0.00731226-0.000450185j -0.0026995+0.00191042j -0.00762032+0.00526109j 0.00655252-0.0025881j -0.00510543-0.000880421j 0.000167202-0.0013323j 0.00212522+0.00359894j 0.00226688-0.0089016j 0.00380684+0.00126793j 0.00751541-0.000393807j -0.00114949+0.00848116j -0.00338956+0.00241266j 0.00109327+0.00363446j -0.00622452-2.34788e-06j -0.00165753-0.0116174j 0.000406768-0.00230893j 0.00276815-0.000414914j -0.000210154-0.0029966j -0.00548086+0.00115304j -0.000901762+0.000572213j 0.000956575+0.000789206j -0.00149903+0.00153577j -0.00133635+0.00110103j -0.000675693-0.00413063j -0.00138932+0.0016114j 0.0023314-0.00180966j -0.00479459+0.0110476j -0.00490955+0.00631723j -0.00205953+2.41222e-05j -0.003+0.00181844j -0.00334297-0.00249197j 
0.000627598-0.000480992j -7.0883e-05+0.000770761j 0.00113827+0.00727123j 0.00101288-0.00238534j -0.00144764-0.00462658j 0.00179644-0.00391789j -0.000605332-0.000739357j -0.00215675+0.00570883j -0.00293282-0.00790721j -0.000894987+0.00493741j 0.00447807+0.00122846j 0.000494646-0.000157053j -0.00333091+0.0022165j 0.0024606+0.0010381j -0.000251305-0.00267585j -0.00549841-0.00790112j -0.000952874+0.00339385j 0.00220459+0.00153429j 0.00226916+0.00201731j -0.00118885-0.00951554j 0.000365055+0.00924531j -0.00307735-0.00845836j 0.00256186-0.00709088j -0.000965207-0.00385904j -0.00110895+0.00202713j -0.000834976+0.00548599j 0.0017129+0.00250482j 0.00141154-0.000311435j 0.0011304+0.00132569j 0.00198397+0.00105178j 0.00127141-0.00111662j -0.00258221-0.00169177j 0.00020322-0.00128174j 0.00280695-0.00104923j -0.00083281-0.00207287j 0.00361089+0.000356552j -0.000770836-0.000687886j -0.00573228+0.00303889j -0.00338591-0.000275554j 0.0001744+0.00777908j 0.0115695-0.00323106j -0.00748366+0.00261582j 0.00299953+0.0033435j -0.00235781-0.000299848j -0.00393708-0.00777243j -0.00446306+0.00527889j 0.00318279-0.00500696j -0.0147122+0.00111848j 0.000562278+0.00484529j 0.00298243+0.00566634j -0.00392789+0.000429376j 0.00826655+0.00263901j -0.00716096+0.00599438j 0.00264611+0.00784961j -0.00667484-0.00218853j 0.00339249+0.00509773j 0.000397166+0.00599709j 0.00339696+0.0115682j -0.00614616-0.00136388j 0.00332257+0.00262581j -0.00705088-0.00778704j 0.00640253+0.000475703j 0.00618242-0.00205899j 0.000339961+0.000392525j 0.00432222-0.0118641j 0.00068601-0.00065669j -0.0002568-0.00451933j 0.00196243-0.000637657j 0.000901231+0.00106078j 
0.0010151-0.000488663j -0.000143147-0.00176519j -0.0011413-0.00244304j -0.00209388-0.00323006j 0.00865372+0.0047816j 0.00190753-0.00236198j 0.00376816+0.000341697j 0.00192825-0.00315488j 0.00821081-0.00337898j 0.0191412+0.000498079j -0.00294316+0.00616863j 0.00605949-0.00303109j 0.0039251+0.00146621j -0.00727594-0.00149801j 0.00625728-0.00879677j -0.00012926+0.00167087j 0.00161015+0.00395051j -0.00711228-0.00355204j 0.000415744+0.00171279j 0.00783551+0.00506886j 0.0114414+0.00369701j 0.00388406-0.00590456j -0.0057455-0.00197811j 0.00341553-0.000407823j 0.0131063-0.0051709j 0.000499981-0.00493913j -0.00323437+0.00242542j -0.000668255+0.000151924j -8.41174e-05+0.00052866j -0.00010222+0.000853714j -7.55694e-05+0.000228765j 0.000737734+0.000664534j -0.000397428-0.00221568j 0.00295802-0.00343339j -0.00160693-0.00268577j -0.00153022+0.0026401j -0.00146667+0.00313068j -0.00199788-0.000499786j -0.00597207+0.0016598j -2.66899e-05+0.00667544j 0.00638581+0.000850654j -0.00196767+0.000138601j -0.00342507+0.00285508j 0.00526934+0.000138651j -0.00459563-0.00401427j -0.000869811-0.00463472j 0.0040613-0.000577341j -0.00510971+0.0018583j -0.00161489+0.00292977j 0.000664591+0.00340607j 0.000149161-0.00161581j 0.00222915+0.00294035j -0.00491042+0.00430361j -0.00537122+0.00404682j 0.00180376-0.00109723j -0.00268069+0.000963285j -0.00374816+0.00215262j 0.00461321+0.00531462j -0.00283207-0.00338352j 0.00247127+0.0070372j -0.00103189+0.00150777j 0.00364691+0.00011072j 0.00525913+0.00298007j 0.00339327-0.00535182j -0.00450679-0.00541359j 0.0011924+0.00359151j -0.00421072+5.30275e-06j 0.000563107+0.00050923j -0.000519422-0.000353134j 
0.00245671-0.000156987j -0.000307487-0.000962516j 0.00324642-0.000196061j -0.00463554+0.0011009j -0.000802086+0.00170191j 0.00621067-0.00377469j 0.00590931+0.00294459j -0.00139831+0.00457886j 0.0063037+0.0018222j -0.000107582-0.00524969j 0.00281814-0.00575469j 0.00631669+0.00265382j 0.0036159+0.00279121j 0.00269663-0.000688983j -0.00329505-0.00837147j 0.00868553+0.000582536j 0.000780601+0.00235298j 0.00309539-0.00252771j -0.00092482-0.00448924j 0.0106478+0.00335281j 0.00515009+0.00593171j -0.00436044+0.00821259j -0.00247672-0.00617152j 0.00130165-0.000413526j -0.00205215+0.00180086j -0.00416518+0.00210621j 0.00116461-0.00227435j 0.000130637+0.00142887j 0.000885546+0.00118387j -0.000572572+0.000123846j 7.54361e-05+0.000242331j 0.00415388+0.00258274j -0.00133106+0.00851252j 0.00374728+0.00376505j -0.00283084-0.00679503j -0.00712258+0.00138587j 0.000270011-0.00505904j 0.00893879-0.00609974j 0.00415058+0.00624885j 0.000111026-0.00548057j 0.00106827-0.00291487j 0.000331664-0.00438193j -0.00260199+0.000474731j 0.00661167+0.00305477j -0.00259421+0.0034586j -0.00142804+5.74981e-05j -0.00311824+0.00401677j 0.00684117-0.00111025j 0.00217011-0.0117012j -0.00167815-0.00813412j 0.00511458-0.00766748j 0.00108301-0.000443801j 0.00575866+0.00791669j -0.00542035-0.0049365j 0.00847364+0.00318069j -0.0077635-0.0069836j 0.0037226-0.00369064j -0.00136406-0.0103192j 0.00593146-0.00643509j 0.00173454+9.91081e-05j 0.0136962+0.0119162j -0.00647938+0.00843995j -0.00259615+0.00230401j 0.00024788-0.00344205j -0.00199427-0.00228763j 0.002426-0.000561025j -0.000489097+0.00170586j 0.00108294+0.000761434j 0.000352466+0.000359556j 
0.000725913+0.000972331j 0.00117567-0.000222909j 0.00134663-0.00336682j -0.000687145+0.00200035j 9.79664e-05+0.00212209j -0.00113592-0.0019332j -0.00168848-0.00447286j 0.00110068-0.00304625j -0.00299038-0.00093042j 0.000686682-0.00253298j -0.00176701+0.0015803j 0.00998388+0.00609235j -0.00109311+0.00210225j 0.00666404+0.00705372j 0.00237924+0.011809j -0.00713561+0.0132821j 0.0115648+0.006894j -0.0142013+0.00874282j 0.00450256+0.00549365j 0.0124308+0.00932056j -0.0042117-0.0163028j 0.0160305-0.00262545j -0.00632355+0.0141703j -0.00470333+0.00230229j 0.00568788+0.0100318j -0.00972473+0.0067562j -0.0128112-0.00280636j 0.00191637+0.0031407j 0.00390447-0.000743836j 0.000973529+0.00108836j 0.000540982-0.000160655j -0.00141612-6.35828e-05j 0.00160741-0.000101297j -0.0024342+0.000651954j 0.00165534+0.000403276j -0.000975984-0.00103562j 0.000992093-0.000387132j -0.00282479+0.000157169j -0.00137637-0.00134428j 0.00109664+0.00251063j 0.000508507+0.00235566j 0.00210384+0.000945452j -0.00146801+0.00130866j -0.000651077-0.00166374j 0.00299815-0.00241448j -0.00455483-0.00528883j 0.00197814+0.00145741j 0.00515925-0.00809873j -0.00952264-0.00323629j -0.00152866-0.00804996j 0.0124789+0.00221434j -0.00368137+0.00822359j 0.00452967-0.000629053j -0.00742613-0.00015588j -0.0031917-0.000976889j -0.00160004+0.0018555j -0.00920887+0.00197887j -0.00418482-0.00594705j -0.000415643+0.00813035j -0.00261038+0.000115719j 0.00174343+0.00473337j 0.00123527-0.00500069j -0.00246582+0.00033979j -0.000168598+0.00223785j -0.00724606+0.000780669j -0.000640646-0.00344387j 0.000767432-0.000455588j 0.00220904+0.00206037j -0.00258772+0.00093901j 
-0.000295898-0.00105936j -0.00051953-0.000949019j -0.000573961-0.0063811j -0.00027607+0.00268147j 0.000159909+0.00632059j 3.7913e-05+0.000232772j 0.00226115+0.00131166j 0.000780531+0.00338207j 0.00275542+0.00730338j -0.00637535-0.00268951j -0.00271654-0.00505133j 0.00258701+0.000561232j 0.00133821-0.00268414j -0.000962926+0.000614177j -0.00601672-0.000628088j 0.00982698+0.00113282j -0.00148532-0.00382914j 0.00515736-0.00477888j -0.00329247-0.00544501j 0.00481009+0.0029799j 0.000712758-0.00234831j -0.00208146+0.0117196j 0.000115409+0.000611975j 0.00142203+0.00431206j -0.00147977-0.00155865j 0.000648333-0.000475277j 0.00136783+0.000747798j -0.000723194-0.000281425j -0.000149023-0.00119337j -0.00122447-0.00106528j -0.00101205+0.000953758j 0.00410834+0.00251867j 2.26736e-05+0.000322413j 0.0055834-0.00201201j 0.0010754-0.000767843j 0.00364408-0.00310643j -0.00125508+0.00914465j -0.00147344+0.00494814j -0.0106748+0.00218441j -0.000736384+0.0100479j -0.000264619+0.000472799j 0.00131654-0.000424557j -0.00349823+0.00262612j -0.000391703+0.000410911j -0.0008435+0.000649844j -0.000282013-0.000355081j 0.00373813-0.00206536j -0.00422989+0.00424541j 0.00607887+0.00770981j -0.00397659+0.00495123j -0.000260021+0.00125372j 0.00168365+0.00112016j -0.00572132-0.00275342j 0.00212778-0.00124692j -0.00306558-0.00378896j -0.00109268-0.000275504j 0.00025834+0.00703221j -0.00112382+0.00903735j -0.00624598-0.00296583j 0.00545301+0.000650583j -0.00309373-0.00338296j 0.00455467+0.00231228j 0.00273766-0.00385375j 0.00124208-0.00176668j -0.00712774-0.000526841j -0.00084855+0.00691799j -0.0085408+0.0013731j 0.000876933+0.000677396j -0.00193199+0.000864496j 
0.00116083-0.000540903j 0.000327706-0.000979411j -0.00362767-0.00427192j 0.00102936-0.00384993j 0.00686562+0.0061361j 0.000228975-0.00581424j 0.00129244+0.00508651j -0.00442714+0.0185714j 0.000789692+0.00215531j -0.010036-0.00136886j 0.00688463-0.00882272j 0.00731559+0.00502933j 0.000932115+0.00167788j 0.00943683+0.00356425j -0.0113218-0.00247198j 0.00796922+0.00293267j 0.0056983+0.00501787j 0.00567661-0.00794017j 0.00213042-0.00737328j 0.0181417-0.00144867j -0.000621809+0.000557132j -0.00286257+0.00936821j 0.00367922-0.00123231j 5.66125e-05+0.0016111j 0.000912826+0.00488192j 4.38101e-05+0.0084622j 0.0021735+0.00114695j 0.00232157+0.000544725j 0.00110226-0.00156689j -0.000555916-0.00244672j -0.00218275+0.000345686j 0.00150081-0.000632103j 0.00122019-0.00162608j 0.00484154-0.00554678j -0.00128083-0.000455453j -0.00147279-0.00344044j -0.0050293-0.0101123j 0.00631321-0.00456719j 0.0128418+7.506e-05j -0.00687042-0.0136217j 0.00441094-0.00682913j -0.00366327-0.00713822j 0.00538091-0.00525753j -0.00877988+0.00166548j -0.00434052-0.00289271j -0.00282358-0.00402228j 0.00292899-0.00410679j 0.00692092-0.00607703j -0.0039865-0.00504457j 0.00348133-6.12338e-05j -0.0092104-0.00385112j 0.00332049+0.00282862j -0.00232469-0.000999351j 0.000135389+0.00775019j -0.000972196+0.0033922j 0.000852467-0.00469319j -0.000304494-0.00643059j 0.00669983+0.000142133j 0.00760648-0.0125848j -0.0044521-0.00620232j 0.010695+0.000840853j -0.003164+0.00374043j -0.00190743-0.00104802j -0.00267944+0.00109551j 0.00365325-0.00111595j 0.00130225-0.00585384j 0.00519034-0.000497296j -0.000862017-0.00171958j 0.00244775-0.00105773j 
-0.000522316-0.00163702j -0.00104036+0.00113019j 0.00463497+0.000391144j -0.00201921+0.0102289j -0.00889293-0.000970766j 0.00567624-0.00249887j 0.00349131-0.00026702j 0.000974901-0.0021204j 0.000272715+0.00550784j -0.00828505-0.00522533j -0.00336598-0.00339727j 0.00472374-0.00117035j -0.00483321-0.000692785j -0.00221726+0.00389685j -0.00726766-0.00401377j 0.00528355-0.0118983j -0.00928874-0.0049515j 0.00982195+0.00278138j -0.0053976-0.00267981j -0.00146706-0.00435917j 0.00358653+0.00760682j -0.00598674+0.0100325j -0.000498023-0.0052727j 0.000331952+3.79635e-05j -0.00624023+0.00336676j 0.00123652+0.00481861j 0.000390519+0.000421231j -0.000757314-0.000438173j 0.000186476+0.0017711j 0.000546138+0.00117814j 0.00239278-0.000288481j -0.00552787-0.000780537j 0.00165141+0.00325852j -0.00937651+0.00789625j -0.000983389+0.00113593j -4.89236e-05+0.00648944j 0.00474777-0.00327486j -0.00285608-0.00325634j 0.0032126-0.00319089j 0.00263255-0.00362399j -0.00584463+0.00679233j 0.00207717+0.00519436j -0.000678461-0.0013461j 0.00791975-0.00164504j 0.00502902+0.00472847j 0.00498587+0.00470702j -0.007146+0.0075425j 0.000323698-0.000787694j -0.0031535-0.00353464j -0.00153584-0.00423195j 0.00468261+0.000899232j -0.00595271-0.00520195j 0.00927983+0.000315122j 0.000896309-0.00759048j 0.00509292-0.000649056j -0.00230783+0.00220232j 0.000995972-0.00305077j -0.0102875-0.00986728j 0.000147327+0.00690086j -0.00173889+0.0027828j -0.000284727-0.00206802j -0.00142407+0.000956884j -0.000408012+0.00657262j -0.000170813+0.00241183j 0.0052119+0.00195054j 0.00124372-0.00368633j 0.00428068-0.000698827j -0.000337192-0.00101221j 0.0014859-0.00041103j 
-0.000355342+0.000352855j 0.000905122+0.000258224j 0.000128167+0.000741917j 0.0020727-0.00187121j -0.00160392-0.000916831j -0.00227664+0.00312883j -0.00372887+0.000571315j -0.000230074+0.00130324j -0.00564928+0.00203463j -0.00505065+0.00277948j 0.00109137+0.000168322j -0.00234237+0.00115039j -0.00355069+0.000236758j 0.00339834+0.00197941j -0.000185119+0.00636434j -0.00402599+0.00161105j 0.000595781-0.000471218j 0.000865294+0.00205106j 0.00153815+0.000924581j -0.0039486-0.00232492j -0.00660973-0.00333105j 0.00060144-0.00187911j 0.00393331+0.00334656j -0.00184379+0.000714645j -0.00224223+0.0013389j 0.000596833+0.00230214j 0.000741966+0.00127296j 0.000406909-9.47137e-05j 0.000403321-0.000464732j 0.000264573-0.000686925j -0.00137462-3.00903e-05j 0.00185631+0.00158999j -0.00165951+0.000935183j 0.00236098-0.00425512j -0.00613227-0.00650969j -0.00492748+0.00780539j 0.000433192+0.00153927j 0.00120973-0.00604035j -0.0042694+0.00601813j 0.00071857+0.00145917j 0.00344229+0.00357665j -0.000401496+0.000560834j -0.00684714+0.00292774j 0.0142168+0.000390742j -0.00564431+0.000952319j 0.00399891-0.00880048j 0.00125194+0.00502098j 0.0027537+0.00441962j -0.00260834-6.19437e-05j -0.000389521+0.00042497j 0.00145591-0.00488883j -0.000849227-0.00335304j 0.00335073+0.00531139j -0.00877967-5.20247e-05j 0.012354+0.00016361j -0.00721523-0.00422532j -0.00266045-0.00290556j 0.00500754-0.00260333j 0.00205771-0.00353332j 0.00126384+0.00921302j 0.0043107+0.00585971j -0.000960401+0.00107706j 0.00399253+0.0087144j 0.00666329-0.00749444j -0.00291692-0.00271157j 0.00150034+0.00203263j -0.00113377+0.000667693j 0.000539773+0.000212802j 0.000116805-0.000128795j 
-0.00126911+0.00134313j 0.00187423+0.00105111j -0.000623361-0.00044409j 0.00134133-0.00265278j 0.00491675+1.42443e-05j -0.00238193+0.00296822j -0.00404437+0.00306402j 0.00284885+0.000393634j -0.00846895+0.00475811j 0.0112973-0.000622075j 0.000633575+0.0109909j 0.00797535-0.00612519j -0.0125454+0.00456173j -0.00206984+0.0125326j 0.00129622-0.000887581j -0.0134563-0.00281855j -0.00391277+0.000831035j 0.00180035+0.00706123j 0.00440571+0.00274717j -0.000711876-0.00817867j 0.00372106+0.00341295j -0.00253866-0.0137307j 0.00836714+0.00263813j 0.000633603+0.000708891j 0.0142905-0.00568857j 0.0101152+0.00386401j -0.00233288+0.0138518j -0.00186544-0.00119961j 0.00039993+0.000585085j -0.00138953-6.33533e-06j 0.00133024+0.00128805j 0.00047142+0.000265682j 0.000997697-0.000496747j -0.00302175+0.00182893j 0.000159918+0.00292634j 0.000418109+0.00122729j 0.000176646+7.82313e-05j 0.00205499-0.00249407j 0.0051562-0.00246006j -0.00477245-0.00986065j -0.00973075+0.00743728j 0.00491502-0.00362961j -0.00152494-0.00348647j 0.00165778-0.00169209j 0.00540844+0.00749406j 0.00563378-0.00266324j -0.0029187+0.00536532j 0.00893739-0.00208433j 0.00106798+0.00208232j -0.0022201+0.00239365j -0.00556261-0.000970558j -0.00845111-0.00588233j 0.00215102-0.0116155j 0.00278338-0.00508697j 0.00818036+2.03594e-06j -0.000811718-0.00371687j 0.00145721-0.00660706j -0.00563441-0.00553138j 0.00678382-0.0029061j -0.00415102-0.00184922j 0.00480623-0.000410085j -0.00586565+0.000854403j -0.00240042+0.00275109j 0.000162326+0.00114268j 0.00573654+0.0124566j -0.00135198-0.000132615j 0.00159393+0.000792949j -0.00403474-0.000630857j 2.33818e-05-0.00250259j 
-0.0013679+0.000139111j -0.000313035+0.000981296j -0.00274499+0.00100428j -0.00115581+0.000792238j -0.00288578-0.00421542j -0.00262484+0.00740861j -0.00283858+0.00326597j 0.00557998+0.00519342j -0.00850848+0.011123j -0.0146761+0.0031141j 0.000671786-0.00695294j -0.000729955+0.00636143j -0.00676119+0.00117994j 0.00991036+0.00440443j -0.00403604+0.0163485j -0.000316884+0.00573066j 0.00204618-0.00301647j 0.000785464+0.00195516j -0.000476185-0.00202823j -0.00532563-0.00153986j -0.0147963-0.00729039j 0.000557587+0.00656449j 0.00804834+0.00318689j -0.00245174+0.00373765j -0.00892292+0.00463722j 0.000536762+0.00259687j 0.00325139-0.00209512j 0.000997621+0.000444971j 0.000291406-0.0023766j 0.000993132+0.000532255j 0.000443074-0.000407344j -0.00268449-0.001492j -0.00134104-0.00327262j -0.0069027-0.00130518j 0.00326289+0.00391576j 0.000655005-0.00287587j 0.00254862+0.00430883j -0.0021767+0.00512643j -0.0027512-0.00412685j 0.00299986+0.00568421j 0.00221506-0.000989812j 0.00373143+0.00338759j 0.00141349+0.000711591j -0.00239393+8.7564e-05j 0.00353448-0.00362439j -0.00126751-0.000845926j 0.00293658+0.000618612j -0.00658026+0.00182361j 0.00259737+0.00331298j 0.00214982-0.00112989j -0.00062469+0.00288155j -0.000886851+0.00390513j -0.00295745-0.00363378j -1.66104e-05+0.00192593j -0.00584519+0.000549503j 0.00559721+0.00337589j -0.00389663+0.00276946j 0.00275564+0.00406278j -0.00195205+0.0080643j -0.0012391+0.00204704j -0.00942418-0.000968501j 0.00150193-0.00685247j -0.000899926-0.000281487j 0.00124077+0.000459901j -0.000225005+0.000529347j -0.000987131+0.00157297j -0.000408127-0.00116526j -0.00109793+0.000380614j -0.000528753-0.000382625j 
