-0.0331292+0.0236101j 0.0205525+0.0374895j 0.029882-0.0449969j -0.0430516-0.0274432j 0.00347532+0.0284924j -0.0386523+0.00745202j -0.0159313-0.00700419j -0.00649111+0.0175488j -0.0246525+0.000550376j -0.0013454+0.0163184j 0.00719345+0.0285102j -0.0161066+0.0110543j -0.028251-0.00935818j -0.0149156+0.0138425j -0.00986756+0.0032446j -0.0122083+0.0094556j -0.000623858-0.00148376j -0.000613384+0.011074j -0.0108758-0.00895017j 0.0139885+0.0123701j -0.00515076-0.0160975j 0.00586099+0.0115485j -0.000844247-0.00552112j -0.0130454-0.011105j 0.0215885+0.00877763j 0.00194792-0.000439808j -0.00213221+0.000655428j -0.0186128-0.0167658j -0.0233787+0.0104612j -0.00582521-0.0238307j -0.000182516+0.0031902j -0.00487859-0.0163411j -0.00649147+0.0076125j 0.00750234+0.00103418j -0.000344929+0.00952686j 0.00328906-0.00431572j -0.00719309-0.0113016j 0.00469475+0.0305336j -0.0155576+0.00447097j 0.0169325+1.55762e-05j 0.00890087+0.006856j 0.0239402-0.00716958j -0.0175458+0.000500568j -0.021334-0.0274314j 0.0146106+0.0118442j -0.0149985-0.0047572j 0.0123914-0.00201731j -0.0144528+0.0165992j -0.01151+0.049785j -0.0444153-0.00974516j -0.0373432-0.0131899j 0.0206964-0.0395101j 
0.000897937+0.00163965j 0.00089923-0.0016943j 0.000470498+0.00250035j -0.000775938+0.00221087j -0.0108499+0.00607015j 0.00615558+0.000894179j 0.00778578-0.00193351j -0.000650731-0.00534129j -0.00112582+0.00201354j -0.00267033+0.00763287j 0.00321233-0.00149626j -0.00530261+0.00241973j 0.00419474-0.00251063j 0.00733952+0.00612032j 0.000266302-0.0063888j 0.00255019+0.00410033j 0.00454641+0.000409044j -0.00218625-0.00923175j -0.00218604+0.00373812j -0.000389301-0.00233648j -0.00380036-0.000142915j 0.00980025-0.00950103j 0.00266719+0.00599386j -0.000939352-0.000880858j -0.00823576+0.00366777j 0.00427953-0.00162289j -0.00517649-0.0030496j 0.0091611+0.00633628j -1.89712e-05-0.002711j -0.00201379+0.00400747j -0.00284959-0.00216317j 0.00122719-0.00217876j 0.00648173-0.00178805j 0.00237138+0.00161617j -0.00217015+0.00193744j -0.00316028-0.00435617j 0.00569194+0.0114888j -0.0101544-0.00438513j 0.000730541-0.00039842j 0.00119799+0.00345923j 0.000113551-0.0052733j -0.00198566+0.000275665j -0.00225007-0.00138356j -0.00562316+0.000726311j 0.000216113-0.00154772j -0.00111758+0.00203885j 0.00137233-0.00058342j 0.00083448-0.00609974j -0.000107416-0.000917817j 0.00552222+0.002108j 0.000547764-6.823e-05j -0.000843452+0.000961053j 
-0.00372891+0.000127859j 0.000380232+0.00327796j 0.00561565-0.00882969j 0.00157172-0.00676068j 0.0029344+0.00696772j 0.00927837+0.00599929j -0.00413152-0.00170859j -0.000122949-0.00314127j 0.00280982-0.00129898j -0.00293592+0.0110099j 0.00187909+0.00725259j 0.000420756+0.00248417j -0.00362704+0.0022538j 0.00304709-0.000575345j 0.00393386+0.010113j 0.00512035+0.000323257j 0.00646263+0.00605681j -0.00568318-0.00362266j -0.00257759+0.00151701j -0.00124109-0.00210119j 0.00221675+0.000396652j -0.00095541+0.00257665j -0.000140777-0.00440791j 0.00100058-0.00355531j 0.0047885-0.002066j 0.00075044-0.00201642j 0.00227331+0.00748898j 0.0028867+0.0073327j -0.0014387-0.00463017j -0.00227372+0.00241701j 0.00359983-0.00224613j -0.00158497-0.00494802j -0.00593627+0.00260197j -0.00188011+0.00753377j -0.00565917+0.000335212j -0.00256604-0.00564578j 0.00240351-0.000597954j 0.00121568+0.00149412j -0.00450841-0.000584284j -0.000339224-0.000152572j -0.00186058+0.00285547j 0.00240611-0.00462163j 0.00347425+0.00470168j 0.000560505-0.00162595j 0.00117346-0.00222689j -0.00291756+0.0026469j -0.00416362-0.00189948j -0.000960593+0.00321192j -0.00289731+0.00460925j -0.00546877-0.00571982j -0.00150945+0.000367298j 0.00145137-0.00156965j 
0.00200566+0.00305546j 0.00323303-0.00156042j 0.00280622+0.00153676j 0.00261678+0.00681115j -0.00798531-0.00384854j 0.0122803+0.00433172j -0.00698458-0.00467975j -0.00312883-0.00114087j 0.00614641+0.00416096j 0.000359435+0.0023768j -0.00806736-0.000291509j 0.000651854+0.00145388j 0.00841735+0.00158628j -0.00228745+9.55211e-05j 0.00940494-0.00502349j -0.010165-0.00531986j 0.00687108+0.001484j -0.00310097+0.00265017j 0.00570811-0.000839212j 0.00274017-0.00292357j -0.0029862+0.00723665j -0.00783673-0.00288909j 0.00157372+0.00781351j -0.00951902-0.00222105j 0.00697487-0.00708864j 0.00146997-0.0145617j -0.0030018+0.00575688j 0.00445494+0.00487812j 0.00118683-0.00129997j 0.00171444+0.00540506j 0.00148051+0.00310021j -0.00481909+0.000631984j 0.00143605-0.00791438j -0.0062971+0.00696304j -0.000957644-0.00946997j -0.00281341-0.0048433j -0.000147671+0.00343886j -0.000631131-0.00422253j -0.00477519+0.00584339j -0.00185325-0.00344422j -0.00355402+0.000894287j -0.00297042-0.00077249j 0.00382481-0.00189828j 0.0110579+0.00349244j -0.00306797+0.00290964j 0.00128885+0.00229543j -0.000522058-0.00245486j -0.00320439-0.00158257j -0.000114422+0.000554796j 0.00538277+0.00183383j 7.71938e-05-0.00185011j 0.00151865+0.00165667j 
1.0474e-05+0.00144731j -0.000310542+0.00155273j -0.000580363+0.000910768j -0.00349944+0.00520289j -0.00831805-0.00277153j -0.0041812-0.00256314j 0.00676172-0.00048389j 0.00177041-0.00558194j -0.00668992+0.00383434j 0.00238694-0.00303715j 0.000350618-0.00619295j -0.00414947-0.000482198j 0.000630128+0.00179184j 0.00121901-0.000759515j -0.000780927-0.00912451j -0.000467232-0.00428503j -0.00540505-0.00466176j 0.00540309-0.000712938j 0.00413897-0.00371306j 0.00517613+0.00414859j 0.00235133+0.00229377j 0.00460708-0.001789j 0.00933595-0.00317267j 0.00366048-0.000459744j -0.0024193+0.00305807j -0.00182791+0.00231328j -0.00466383-0.00360205j 0.0027161-0.000779889j 0.00448352+0.00157239j -0.00507495-0.00761589j -0.00542628+0.000938043j -0.000687169-0.00149378j 0.00280116+0.00356638j -0.00050295-0.00500002j 0.00210326+8.85848e-05j -0.00105638+0.00519167j 0.00154572+0.000695737j -0.00418258-0.00162652j -0.00318888+0.00407318j 0.000423064-0.000209266j 0.000342669-0.000832299j -0.00239083+0.00216445j -0.00334255+0.00224713j -0.00317875-0.00173769j -0.00111967-0.00273812j 0.00354084-0.00258069j 0.00381671+0.00322905j -0.000875232+0.000616274j 0.00313302-0.00143382j -0.000130173+0.00011431j -0.000885121-0.00144365j -0.00092579-0.00225408j 
-0.00126061-0.00475766j -0.00389741+0.000921719j -0.00925743+0.00428557j -0.00442849+0.00247565j 0.00486016-0.00212632j -0.0135551-0.00283406j -0.00328918+0.00313111j 0.000723889+0.00361518j -0.00388326+0.00407324j -0.00401224-0.00377703j 0.000865728+0.00199733j 0.00726659-0.0047101j -0.0039151-0.00262574j -0.00871833+0.0012171j -0.00661879-0.00663117j -0.00592575+0.0018463j -0.00907391-0.00788788j 0.00406121+0.00589217j 0.00158536-0.0016448j -0.00146153+0.000655392j -0.00330324+0.000136614j -0.00422172+0.00209553j -0.00598836-0.000246545j 0.00212664+0.00490321j 0.00182633+0.000350631j -0.00572809+0.00400317j 0.00163914-0.00583132j -0.00694468-0.0114556j -0.00552655+0.00952085j 0.00673113+0.000301164j 0.000597876+0.00244039j 0.00616724+0.00303757j 0.0014928+0.00452175j 0.00109881-0.00644432j 0.004949-0.000667471j 0.00781065+0.00674961j -0.0069685-0.0042847j 0.0030258+0.0083679j 0.00543901-0.00303658j 0.00256952-0.00426587j 0.00161842-0.00218366j 0.00249574+0.000989309j -0.00267443-0.00637893j -0.00554069-0.000501988j 0.00234108+0.00430465j -0.000239875-0.00200094j 0.00576831+0.00265253j -0.00144321+0.0036558j 0.0017447+0.00167035j -0.00155344+0.00382021j 0.000988316-0.0030268j 0.00317112+0.00139739j 
0.00171466-0.00311896j -0.00350955-0.00200491j 0.00017384+0.00133746j 0.000458567-0.00023848j -0.00327651+0.00119385j 0.00770211+0.00343192j -0.000825908-0.00438246j 0.00100051-0.00377109j 0.000195411+0.00189436j 0.00556267+0.00286022j 0.00216329-0.00128951j 0.00565827-0.00084566j 0.00491517-0.000572789j 0.000372655-0.0071402j 0.00238498-0.00258588j 0.000504605-0.000636679j -0.00123689-0.0027099j 0.00134247-0.00385321j -0.00197604+0.00515565j -0.00265605-0.0044699j 0.00445629+0.00390042j 0.00224723-0.00484729j 0.00161194+0.00363941j -0.00153155+0.00410309j -0.00229968-0.00845885j -0.00055906-0.00463913j -0.00188749+0.00149642j 0.00624073+0.000813324j 0.00587914+0.000219199j -0.00603316+1.44653e-05j -0.00382208+0.000278914j 0.000801638-4.97315e-05j 0.000983709+0.00137161j -0.00336199+0.00245132j -0.00482564-0.00407876j 0.000576367+0.000707746j 0.00216694-0.00251402j -0.000760511+0.00241273j -0.00292535-0.000160737j -0.0017902-0.0033173j -0.00015022-0.00375563j -0.00280894+0.00124707j 0.00538947-0.00197841j 0.00247012+0.00428491j 0.00270448+0.00398724j -0.00248071+0.00135048j 0.000184329-0.0027613j -0.000551217-0.00528714j -0.00134568-0.00179712j 0.00426139+0.00364749j 0.00314813-0.00169991j 0.00107516+0.00483873j 
0.00292131-0.00157395j -0.00114172-0.00307294j -0.0048419-0.00120842j 0.00210149-0.00505318j -0.00223109-0.00251102j -0.00230558-0.00390823j -0.00333448-0.00423046j 0.00256924-0.00071752j -0.000417914-0.00473167j -0.000683809-0.00210182j 0.00215335-0.00180068j 0.002936-0.00598931j -0.00411728-0.00236617j -0.00196594-0.0112614j 0.000169174+0.00621263j 0.00614391+0.00208348j -0.0084599-0.00476064j 0.00299418-0.00221149j -0.00661251+0.00794002j 0.00117271-0.00537163j 0.0018973-0.00510331j 0.00734774-0.00833947j -0.00719422+0.00792889j 0.000408759+0.0139565j 0.00564968-0.00152261j -0.00268849+0.00406224j -0.000373727-0.00172523j -0.00251074-0.00173341j 0.00290018-9.5183e-06j -0.00176317-0.00249714j -0.0011787+0.00106023j 0.00646902-0.000228288j -0.00804736+0.000859689j 0.00332208+0.00251516j -0.00650995-0.00254929j 0.00555209+0.00396671j 0.000236366-0.00549465j 0.000940501+0.00468263j 0.000550787-0.00118737j 0.00285673-0.00142302j -0.00171134+0.00265694j 0.00059362+0.00467296j 0.00308025-0.000357319j -0.00247042+0.00126664j 0.00150683+0.00715385j -0.00476553+0.0030731j -0.000701887-0.00183175j -0.00110733-0.00454744j -0.00320009-0.00449594j 0.000333675+0.00060203j -0.00113516+0.00225294j -0.00179735-0.000467747j 
0.00124082+0.00558137j 0.00321411-0.002103j -0.000264817+0.000714498j -0.00358375-0.0105788j 0.00206266-0.00904169j -0.00921975-0.00410241j -0.00167397-0.0035335j 0.00301029-0.000812105j -0.00432364-0.00782542j -0.0044344+0.00777867j 0.00477904+0.00325366j -0.000563991-0.00373854j -0.00154312+0.00202274j 0.0016158+0.00615023j -0.00299636+0.0102941j -0.00147847+0.00338263j 0.0094245+0.00292852j 0.000440721+0.00302901j -0.00284501-0.00354558j -0.000167351-0.0027143j -0.00324367-0.0020318j 0.00395193-0.00027282j -0.00235385+0.000842844j 0.00321832-0.00107751j 0.00647664+0.00969667j 0.000364738+0.00686491j 0.00516518+0.00309127j -0.000705657+0.00895506j -0.00358282-0.00892568j 0.00384161+0.00725479j 0.000829129+0.00342908j -0.00183889-0.00254777j -0.00502341-0.00236854j 0.00379639-0.00688325j 0.00124181+0.00535316j -0.000618979-0.00188117j 0.00363743+0.00112758j 0.00443665-0.00407118j 0.000643718+0.000251777j 0.000948407+0.00351749j 0.000775792+0.00110943j 0.00199431+0.00216034j -0.00325038+0.00201294j 0.000185385-0.0057186j -0.000518328-0.00355862j -0.00178186+0.00240378j -0.00269204+0.000317331j 0.000961098+0.00524057j -0.00457425-0.00146439j -0.000498999-0.00630945j -0.00550596+0.00700561j -0.00386555-0.00673292j 
0.000190337-0.00370213j -0.00450715+0.00178975j -0.00179518+0.00516952j 0.00048149+0.00968161j -0.00530381+0.00182436j -0.00065538-0.000426573j -0.00305008+0.000193648j -0.000516565-0.00208206j -0.000861488+0.005962j 0.00366311-0.00659464j -0.00628211-0.00448449j 0.00309573-0.00391701j 0.000718488+0.000862032j -0.0015815-0.00133284j 0.00141778-0.00666244j -0.00290478-0.00446653j -0.0103185-0.00457512j 0.00470424+0.00123517j 0.00284183-0.00193725j 0.00106325+0.00274155j 0.00395047+0.00340509j -0.00038198-0.00133486j 0.00117373-0.000802898j 0.00125464+0.000781597j -0.000997811-0.00141312j -0.00614224-0.00327694j -0.00471554-0.00164559j -0.00338578-0.00424889j 0.00200076+0.00365354j -0.000455635+0.00100828j -0.000831263-0.00119078j 0.00361494-9.10744e-05j 0.00466709+0.0029845j -0.00325794-0.00107903j 0.00035426-0.00419631j 0.00276419+0.00416226j -0.00328819-0.00233405j -0.000195095+0.00226538j 0.00154219+0.00163204j -0.00194314-0.00279678j -0.000674384-0.000146245j -0.00187734-0.00111113j -0.000130273+0.0013063j -0.00163715+0.00118809j 0.00100549-0.00268514j 0.00537732+0.00196811j 0.00403084-0.00113285j -0.00144686+0.0028458j 0.00509522+0.00132194j -4.29505e-05+0.00174668j 0.00538518-0.00372818j 0.00218729+0.00471697j 
0.00140469+0.0032464j 0.00545874-0.000986722j 0.00657907-0.00814372j 0.00908494-0.0065993j 0.00593+0.00457743j 0.0106286-0.00192164j 0.00041862-2.83068e-05j -0.00426911+0.00223926j 0.00641759-0.00784364j -0.00392228-0.00152416j -0.00155275+0.000515337j -0.00654272+0.00470991j -0.00634006-0.000613315j 0.00362842-0.00510391j 0.00474053+0.00950907j 0.00961826+0.00294571j 0.00350165+0.00513684j -0.00372343-5.55946e-05j -0.00564071+0.00738163j -0.00136837-0.000757504j 0.00309168-0.00757922j 0.00368809+0.00155479j -0.00157388+0.000594142j -0.00230429-1.29651e-05j 0.00215138+0.000572079j 0.00468166-0.000258005j 0.00026274+0.000979807j -0.000620251+0.00334867j -7.72966e-05-0.0034102j -0.00170108-0.00538117j 0.00231206+0.000408099j -0.00157814-9.7276e-05j -0.00514668-0.000455066j 0.00500359+0.00569863j -0.00263625+0.00531532j -0.000231519-0.00689223j 0.0036609-0.00173599j 0.0026762-0.00248546j 0.000428363-0.00147248j 0.000100013+0.0038391j -0.000345073+0.00655828j 0.00456298+0.00127077j 0.00190811+0.00362337j 0.00120652+0.000947499j -0.00125745+3.06798e-05j -0.00227871-0.000644966j -0.00496724-0.000832737j -0.000189763-0.00360979j -0.00200704-0.00295755j -0.00366993-0.0028752j -0.00325724+0.00384274j -0.00362141-0.00371463j 
0.0010209-0.000275756j 0.0023014-0.00206786j 0.000591304+0.000885254j 0.00472566+0.00252892j 0.0024531+0.0010985j 0.00643445+0.00147545j 0.00474743+0.00420688j -0.00414457+0.00533251j 0.00595134+0.000165209j -0.00174906-0.00518956j -2.92334e-05-0.00255909j -0.00159651+0.00695911j 0.00174388-0.00246033j -0.000993582-0.000503331j -0.00131383-0.00468432j -0.000385082+0.00191424j 0.00201999+0.0032913j -0.00171327-0.00199401j 0.00170627+0.0016413j -0.00136094+0.000693998j -0.00201238+0.000688604j -0.00515043+0.000322586j 0.00254269+0.00173852j -0.00311194-0.00262539j -0.00521354-0.00628255j 0.00832317-0.00354535j -0.00156158-0.00256825j -0.000360122-0.0062584j 0.00283013+0.00620238j -0.00219308-0.00674055j -0.00161363+0.000620541j -0.000459627+0.00437272j 0.00411106-0.00325743j -0.00255338+0.00179735j 0.00228535-0.00210308j -0.00367682-0.00036132j -0.00153791+0.00098497j -0.00195097-0.00084679j 0.000386557-0.00218491j -0.00185801-0.00133621j 0.000151036-0.00124583j 0.000452273+0.00103572j 0.00166158-0.00580451j 0.00446613+0.00433984j -0.00229574+0.0048242j -0.00308355-0.00453278j -0.00111361-0.00019608j 0.00108571-0.00911344j -0.000824716-0.00236311j 0.00388232+0.00613157j 0.000221537-0.00091834j -0.00129824+0.00232157j 
0.0020498+0.00434164j 0.00571302+0.000512153j 0.00668334-0.00384882j 0.00729236+0.00537525j -0.00392501+0.00579761j 0.00488463+0.000841978j 0.00149201+0.00226812j -0.00282753+0.000319258j 0.00216076+0.00111178j -0.00418723-0.0103662j -0.00923971+0.000581108j -0.00781626+0.00529574j -0.00351164+0.000607007j -0.000976688-0.00126922j 0.00366254-0.000298549j 0.00387395-0.00448293j -0.00432028+0.00125306j 0.00205979+0.00382989j -0.00028634+0.00213051j 0.00436859+0.0027458j -0.00157991-0.00543719j 0.000257498+0.00326338j 0.00151859-0.00294995j -0.00126803+0.00183264j -0.00131128+0.00336328j -0.00222969-0.000368453j -0.0002332-0.00396573j -0.00378809+0.00185597j 0.00149115-0.000696355j -0.00312475-0.00417104j -0.00035283-0.000498041j -0.000489534+0.0022085j -0.00264969-0.00146356j 0.00405367+0.00203772j 0.000683852-0.000183312j 0.00153788-0.0035324j 0.00364503+0.00213956j -0.00145908-0.00143797j 0.000217519+0.00240088j 0.00211746+0.00210848j -0.000906253+0.00659248j -0.000518726+0.00379423j -0.00152325+0.00421657j 0.000649744+0.00022426j -0.00291057-0.00149813j 0.00443499+0.000511628j -0.00141772+0.0019986j 0.000556042-0.00094339j 0.00226571-0.00154581j -0.00239481-0.0055274j -0.00374397+0.00103509j -0.00260589-0.0048681j 
0.00613271-0.000850999j 0.000197138-0.00550631j 0.00406138+0.00708919j 0.00623153+0.00363453j -0.00501773-0.00227732j -0.0038411+0.0120446j 0.00173742-0.00488735j 0.000820221+5.80226e-05j -0.00151989+0.000987983j -0.00177263-0.0108771j -0.00492644+0.00712664j 0.00317149+0.000370683j -0.000200698+0.000948445j -0.00289471-0.00793376j 0.00127333+0.0017619j 0.00491653-0.00575884j -0.00131839-0.00680721j 0.00114441+0.00533838j -0.00133378+0.00356398j 0.00550693-0.000484228j -0.00166925-0.00209221j 0.000951425+0.00118902j -0.00621272+0.00732538j -0.00407392+0.0114368j 0.00281773+0.000214502j -0.00554441+0.000962117j 0.00229202-0.000718683j 0.000336487+0.00660622j -0.000133393-0.00406583j -0.00258465-0.00276665j 8.20755e-05-0.0012741j -0.000318417+0.00285425j -0.0122182-0.0044455j 0.00622598-0.00106001j 0.00113994-0.00293106j 0.00598586-0.00477233j 0.001086+0.00324285j -0.000105083-0.00472426j -0.00168655+0.00504433j 0.00838789+0.00192878j 0.00260372+0.000669948j -0.00611631+0.00876357j 0.00199572+0.00182139j 0.00287173+0.00202272j 0.00443006+0.00289935j 0.000612152-0.00109316j 0.00264469-0.00045418j 0.00199963-0.00102394j 0.00130152-0.00618856j 0.00512203+0.00102877j 0.00208604+0.00128778j -0.00110955+0.00192917j 
-0.00441406+0.00112157j 0.000881943+0.00514447j -0.00553197-0.00952484j -0.00187012-0.00391199j 0.00575092+0.00104508j 0.00690252-0.0150676j -0.00246205+0.00471111j -0.000125322-0.00187973j 0.00264667-0.00271091j 0.00285371+0.00953923j 0.00522198-0.0109843j -0.00618214-0.00219898j -6.72482e-05-0.00152003j 0.00393749+0.00359522j 0.00134364-0.000319955j -0.00337953+0.00645397j -0.00168402+0.00508642j 0.00201363-0.00745611j -0.00221036-0.000509371j -0.0047777-0.000422567j 0.00471653+0.00182859j 0.00270391-0.00429199j 0.00526127-0.00570639j 0.00350249-0.00649189j 0.00124592-0.000747284j 0.00462456-0.000332j -0.00485843+3.38675e-05j -0.001181-0.00806569j 0.00276659+0.0034792j 0.00112182-0.000924891j -0.00202901+0.00220998j 0.00465449-0.00249439j 0.0106603+0.00483408j -0.0054125+0.00340173j -0.00459484+0.00270631j -0.0045665+0.00529094j -0.000417825-0.00794654j -0.000632632+0.00579135j 0.00199104-0.0040615j -0.00856307-0.00154395j -0.00461865+0.00301934j 0.00757203-0.00627399j -0.00142521+0.0022493j -0.0025004-0.00102764j -0.00662463-0.00282065j -0.00227779+0.00328631j -0.00636258+0.000839834j -0.00480545+0.00127748j -0.00134387+0.00380948j -0.00423705-0.00412795j -0.00315066-0.00069784j 0.000556167-0.00292056j 
0.00152693-0.00362642j -0.00391108+0.000200505j 0.000772184+0.00433803j 0.0024813+0.00551949j -0.00134239-0.000558915j -0.00200232+0.00860354j -0.00514216-0.00417831j 0.00213184-0.00358884j -0.00357881+0.00445432j 0.00117763-0.00363256j -0.00566876+0.00552615j 0.00460423-0.00312775j 0.000373455+0.0012906j -0.00332145-0.00144194j 0.00319452-0.00125608j 0.000188902-0.0057634j -0.00453571-0.0065505j 0.00197464+0.00513398j -0.000666853+0.00031987j 0.00312515-0.00112032j -0.000559984-1.03741e-06j -0.000752018+0.00166644j -0.00644713+0.000434909j -0.00190076+0.00703219j 0.00392179+0.000880307j -0.0108516-0.0023301j 0.00215743+0.000544067j -5.34687e-06+0.00415823j -0.00179477-0.00261061j 0.0017451+0.00469988j 0.00182481-0.00188654j 0.00128795+0.000602465j -0.00567836-0.000296148j 0.00203194+0.00132005j -0.000402667-0.00398373j 0.00591953-0.00123963j 6.49871e-06+0.000726996j -0.000194507+0.00160039j -0.000700168+0.00297594j 0.00499052-0.000968905j 0.000706763+0.0007217j -0.00451735+0.00282364j 0.00147511+0.00277021j 0.000315728+0.000630344j 0.00244551+0.00057498j 0.00304671+0.00434683j 0.00346269-0.00028609j 0.00104885+0.00597566j 0.00318963+0.00211355j -0.00120654-0.00298538j 0.00423627-0.00168514j 0.00261738+0.00350552j 
-0.00194959+0.00384156j 0.00295793+0.00369561j -0.000379752-0.00529441j -0.00194671-0.000288716j -0.000525971+2.51148e-05j 0.000165221-0.0085587j -0.00472105+0.00159283j -0.000714987-0.00197737j 3.82456e-06-0.000498098j 0.00104664+0.00289703j -0.00222755-0.00288078j -0.00451724-0.00275801j -0.00101374+0.000184985j 0.00250811+0.00341383j 0.00167294+0.00232571j -0.00252201+0.00130634j -0.00119909+0.00224693j 0.000363341+5.24788e-06j 9.76386e-06-0.00197038j 0.000251893+0.00346327j 0.00309604-8.80407e-05j 0.00203809+0.0012861j 0.00182484-0.00473596j 0.00106909-0.00385475j 0.00363335+0.00574279j -0.00148302+0.00114005j -0.00178078+0.00177921j -0.00215025+0.000759784j -0.00126665-0.00369524j 0.00241756+0.00315188j 0.00152434+0.00180073j 0.000279507-0.00216673j 0.00262029+0.00134212j 0.000529463-0.00029314j -0.000432266+0.00353824j -0.000352398+0.00137444j -0.000218815-0.00289762j 0.00245608+0.000599217j 0.00192175+0.00237576j -0.00326515+0.00266752j -0.00282692+0.00469651j 0.00326445-0.00333917j -0.0033448+0.00579785j -0.00151142-0.00266272j -0.00319579-0.0056605j 0.00310742+0.00282851j -0.00288168+0.00162505j -0.00343466+0.00733252j 0.00143521+0.00231846j -0.00286187-0.00683709j -0.00344884+0.000858697j 0.000491071-0.00492505j 
-0.00103234-0.00112297j -0.0020119-3.17072e-05j 0.0010166-0.00015021j -0.00730414-0.00368183j -6.07484e-05+0.000560008j -0.0076953+0.00757294j -0.00258854-0.00278504j 0.00238561+0.00135829j -0.00512119+0.000318577j 0.00190816+0.00399429j 0.00184221+0.0054695j 0.00328016-0.00272951j -0.000312567+0.00255873j -0.0024491+0.000779087j -0.00130476+0.00174033j -0.0027981-0.00265209j 0.000353495-0.00200004j 0.000778538+0.00209871j -0.00123634-0.00319311j 0.000545457-0.00268126j -0.00331623+0.00113437j -0.00144747-0.000191707j -0.004273+0.00282301j 0.00117987+0.00187724j 0.00404602-1.48187e-05j -0.00187921+0.00234887j 0.00208204+0.0011816j 0.000849672+0.000986164j -0.00539994-0.000244436j 0.00241875+0.00214986j 0.000979203-0.00319752j -0.000230761-0.00198001j -0.00455515+0.00162147j -8.19826e-07+0.000145122j -0.000601589-0.00131118j 0.00180917-0.00232329j -0.00138488-0.00127549j -0.000578995+0.0011823j -0.00199135-0.000366112j 0.00473574-0.000710417j 0.00197432-0.00163294j -0.00108103+0.000226023j -0.000359843+0.0004458j -0.00218711-0.00352833j 0.00549569-0.00123886j -0.00231169-0.00101899j 0.00107336-0.0022437j 1.05718e-05+0.00338961j -0.00228566+0.00239737j -0.000481993-6.00485e-05j -0.000652282-0.00106042j 0.00286181-0.000609547j 
-0.00893657+0.00253876j 0.00214776+0.00685284j -0.00336421-0.00320076j -0.00982104-0.00273762j 0.000162481+0.0042919j -0.0087346-0.00104292j 0.00180526+0.00292657j 0.00118154+0.0059895j -0.00431896+0.001148j -0.0064092+0.0057453j 0.00441713+0.00385576j 0.0020177-6.84634e-05j -0.00607876-0.00149706j -0.0052436+0.00206963j -0.00793897-0.000203678j -0.00047232+0.00441487j -0.0020812-0.00212359j -0.00302062+0.000110052j 0.000171461-0.00325446j 0.000548187+0.0035629j -0.00332705-0.00101773j -0.000845135+0.000809384j -0.000445452-0.00019557j -0.001745-0.0016719j 0.00296027+0.00133434j 0.00570209+0.00108401j 0.000258668-3.82063e-06j -0.00374267-0.00677823j -0.00377297+0.00625118j -0.000989096-0.00335872j 0.00330027+0.000356005j 0.00172262-0.00313759j -0.000110973+0.00304304j -0.000437594+0.00106327j 0.000478431-0.000758481j -0.000705505+0.00433879j -0.00504452+0.000723614j -0.00122019+0.00615801j -0.00127034-0.00320937j 0.00259257-0.00251982j 0.00111741-0.000866806j 0.00579324-0.00353695j -0.00365216-0.00515614j -0.00562773-0.00434725j 0.00188266+0.00654205j -0.0037407-0.00371778j 0.00527583+0.00303796j -0.0072289-0.000166735j -0.000921173+0.0069838j -0.00548434+0.00870498j -0.00368579-0.00490115j 0.00510473-0.00248165j 
0.00165941+0.00728876j 0.00726236-0.00321326j 0.00452584-0.00649605j -0.00563998-0.0119363j -0.000339552-0.00551971j -0.00139256-0.00143777j -0.00210302-0.00469291j -0.00284887+0.00333418j 0.00191467-0.0060253j -0.00228188+0.00446359j 0.00407913+0.000631556j -0.00323852+0.00330673j -0.00264062+0.000686148j 0.000522434-0.00160743j -0.0017711+0.00345827j 0.00114535+0.00708543j 0.00593708+0.00300618j -0.000820616-0.00161125j -0.00268919+0.00235084j -0.00149815-0.00232559j -0.00103999-0.00222999j 0.00201125-0.000150843j 0.00281353+0.00296824j -0.00162165-0.000148084j 0.000233773-0.000969008j 0.0079552-4.74712e-05j 6.00507e-05-0.00232584j 0.000226298-0.000531252j -0.00143112-0.000156379j 0.00020988-0.00667889j -0.00306565+0.000961903j -0.00182015+0.000633539j -0.00184004-0.00160119j 0.00309849-0.00255156j 0.000927094+0.00473139j -0.00237591-0.00102277j 0.0018046-0.0024032j 0.0042023+0.00157145j -0.00159549-0.00179962j -0.0018358+0.00216576j 0.000741001-0.000612392j 0.00136284+0.00286764j -0.000478186-0.00464368j 0.00297462-1.15872e-05j 0.00161499+0.0034798j -0.00690908-0.0029164j -0.00178704-0.00126082j -0.000151475-0.00772508j -0.0102637-0.00207542j -0.0014516-0.00118319j -0.010736+0.00455159j -0.00429125-0.00918002j 
