0.00831227+0.0113558j 0.0114411-0.00923778j 0.00938057-0.0127765j 0.0208791+0.00824541j -0.0150703-0.0165087j 0.00843284+0.00960855j 0.0333841-0.00748248j 0.012017+0.0222463j 0.00223383+0.0260776j 0.00525546+0.0172809j 0.000248796-0.013596j -0.00805047+0.0356503j -0.025594+0.0010905j -0.0107413+0.00148014j 0.0118718-0.0190698j -0.0153873+0.0191767j -0.0106263+0.000969401j 0.0109847+0.0080685j 0.0124908+0.00765236j -0.00678758-0.0116677j 0.0294054+0.00739135j -0.0107542-0.0299457j 0.0104302-0.010702j -0.0130479-0.0186405j -0.00500661+0.00581941j -0.00507617+0.00478689j 0.00483523+0.0274847j -0.0106549-0.0146426j -0.00238348+0.0175197j -0.0195333-0.00846949j -0.00044874+0.000732659j -0.00338558+0.00599613j 0.00217266-0.00739283j 0.012476+0.00488176j 0.0196103-0.013711j -0.0175907+0.011483j -0.00230981-0.014001j 0.00177847+0.00869854j -0.00615267-0.00211452j 0.00567753-0.00442796j -0.0106541-0.00770847j -0.000906516-0.0113859j 0.00810846+0.00985036j -0.00368049-0.00334445j -0.0161344-0.0144766j -0.0178805-0.0177207j 0.00800535-0.000642895j -0.0146155+0.0329467j 0.00162131-0.00191321j -0.0161581-0.0130998j 0.00754864-0.00238843j -0.00686556-0.0578968j 0.00716591-0.0159408j -0.0206825-0.0210415j 0.00984269-0.0177477j 0.0164044+0.0100423j 
-0.0129188+0.00452851j 0.00954177-0.0104946j 0.0217899-0.0110408j 0.0185089-0.018016j 0.0121744+0.00890098j 0.00150323-0.0130556j -0.00153243+0.00563709j 0.0210864+0.0179189j -0.025571+0.00558793j 0.00291638+0.00512413j -0.00263797-0.00342653j -0.012923+0.0117496j -0.00720379-0.00695895j -0.0110938+0.00624368j -0.0136286-0.00337934j -0.0184056+0.0227195j -0.00476504-0.00105736j 0.030729+0.0034747j 0.0174131+0.0176788j 0.0118819-0.00771786j 0.016642-0.00394976j -0.00266612+0.000270885j -0.0112849-0.0128794j -0.0103833-0.023619j -0.00244907-0.00593112j 0.0017901+0.0104984j -0.00629739-0.0141379j -0.0191706-0.00726473j 0.00830147-0.00259741j -0.0124373+0.0120927j -0.0144403+0.00843195j 0.00749217+0.0011501j 0.00840548-0.00590332j 0.00273399-0.0116875j -0.000603407+0.0037241j -0.00270524+0.00984931j 0.00962818-0.000629855j -0.0002403-0.000159936j -0.0117627+0.0110696j 0.00745526-0.00173517j 0.0111448+0.00431783j 0.0163662+0.001813j 0.00672366+0.00790825j -0.00273428+0.0036064j 0.0115939+0.00490663j 0.000304999-0.00315491j -0.0069212-0.00262987j -0.0125935+0.00534451j 0.00431561-0.0134146j 0.00311238-0.00234908j -0.00108936-0.00778774j -0.00277254-0.00720896j 0.0111804-0.00883334j -0.0139304-0.0179535j -8.08738e-05-8.47293e-05j 0.00111277+0.00141893j 
0.0162797-0.00461353j 0.0100084+0.00447172j -0.0174609+0.00774722j 0.0205872+0.0145249j -0.0178158+0.0061518j 0.017084+0.00111763j 0.0278792-0.0072522j 0.00120935+0.00427416j 0.0103234-0.00487944j 0.0170523-0.00317105j -0.0204419-0.00245735j 0.00133657+0.0115166j -0.0155298-0.000418376j -0.0142235-0.00310708j -0.00341043+0.0020954j 0.00393537-0.0086764j -0.0070868-0.00192078j -0.0242282-0.00550647j 0.0187613-0.0169723j -0.0192047-0.0106063j 0.012737+0.0214935j -0.00738437-0.00359687j -0.00295724+0.00330033j 0.000337423-0.0058385j 0.00340781+0.0123464j -0.00933765+0.00423163j 0.00654272+0.0171803j -0.00081888-0.00190609j -0.0104313+0.00560938j 0.00162517-0.0153659j 0.0109424-0.010203j -0.00138059-9.00077e-05j -0.000145356+0.0140304j 0.00260471+0.0197395j 0.0140486+0.0106793j -0.00479026+0.0106484j -0.00719877-0.00234602j 0.000980171-0.0100714j 0.00668262-0.00442465j -0.00351854-0.00919934j -0.0164942+0.00184369j -0.000108896-0.00472769j -0.0113741+0.0111461j -0.00165428-0.00278527j -0.0111903-0.0024137j -0.00970977-0.00511382j 0.00945532-0.00231547j 0.00205704+0.0056099j 0.000664373+0.00179196j -0.0108989+0.000766169j 0.00190724-0.000318814j -0.00445835-0.0231007j -0.000701873-0.0117469j -0.0123991-0.00581735j 0.0071032-0.00890562j 0.0102841+0.00667851j 
-0.0121342-0.00794621j 0.0165525-0.00638279j 0.0198976+0.0181623j 0.0159479-0.0136521j 0.0273621+0.0326299j -0.00391196+0.00212513j 0.00120993-0.016705j -0.00316436+0.00540778j -0.0133436-0.0282758j -0.00248675-0.00706008j -0.00047711+0.0238556j 0.0110263-0.0078223j -0.00736627+0.00438299j -0.000566054-0.00452702j -0.0104814-0.0137086j 0.0223753-0.0112911j -0.00740969-0.00806514j 0.00410792-0.0181326j 0.0118015+0.000140905j 0.00542673-0.00296438j -0.0248766-0.00346038j 0.00623417+0.0225762j -0.0136798+0.0135251j 0.0121077+0.00114875j 0.0013592-0.00396214j -0.0179962+0.0092235j 0.00398902-0.0204788j 0.00293583+0.00554231j -0.00871378-0.0198806j 0.00925034+0.00920624j 0.00543454+0.011284j -0.00440656-0.00294613j 0.00185101-0.00265773j -0.00384698+0.00877596j 0.00103709+0.0140821j 0.0227318-0.0173718j 0.000773414+0.0101142j -0.0105193-0.010543j -0.00078654-0.00586728j 0.00715166+0.000547702j 0.0221736+0.0140083j -0.0124416+0.00549864j -0.00455739-0.00453439j -0.0143476-0.00341778j 0.00820906+0.0203622j 0.0073448-0.000696962j 0.000733733-0.0138361j 0.00473424-0.0101629j 0.00733976-0.0078101j -0.0180542+0.00513722j -0.0104944+0.0230238j -0.00503161+0.0212417j -0.00238938+0.00109808j -0.00138174+0.00257636j 0.00700571+0.0087218j -0.0103619+0.00617356j 
0.00617257-0.00146056j 0.00900678+0.00206499j 0.00581361-0.00748807j 0.0223996+0.014734j -0.0217808+0.0145153j 0.0073353-0.0108601j 0.00458107+0.00395912j 0.010747+0.0126419j 0.00919943+0.00405333j 0.00928258+0.00629958j -0.00925803-0.00558247j -0.00146598+0.0247373j 0.00109502-0.0055102j 0.00741559+0.0184665j -0.00766494-0.000378141j -0.0128168+0.00609999j -0.0046684-0.000774507j -0.0054036+0.00539251j 0.00567781-0.0123898j -0.00800029+0.00569266j -0.00206829-0.00258831j -0.00886157-0.0150965j 0.00434699+0.00749113j -0.00533796-0.0163961j 0.00551331+0.00308165j -0.00149959-0.00187033j -0.00193288+0.0177918j 0.00845487+0.008015j -0.00438763+0.00478917j 0.00270231-0.00276663j 0.0035344+0.00413962j 0.00247121-0.00431966j 0.0059751-0.00439305j 0.0065466-0.00543072j 0.00167149+0.0119462j -0.00556321-0.0129677j 0.00204027+0.0039225j -0.00610441-0.00213607j -0.00508714-0.00230398j 0.0128175-0.00084206j -0.00794328+0.00113158j 0.0132734+0.000790325j -0.00538028-0.000124842j 0.000221738+0.00515022j -0.00820587+0.00414133j -0.0202348+0.000941474j 0.00992828-0.0103533j -0.00171236+0.000446885j 0.00952311-0.00922743j -0.012848-0.00448364j 9.89007e-05-0.0134032j -0.0205467-0.00941089j 0.0124094-0.00863865j -0.00797235-0.0153911j 0.00768341-0.00285453j 0.00525222+0.00829428j 
0.00338392-0.00267582j 0.00300888-0.00467323j -0.00498553+0.0117269j 0.00275381-0.00426357j 0.00242986-0.0103585j -0.000592923+0.00410659j 0.00822784+0.00539014j -0.00159465-0.00651374j 0.00374911+0.00170577j 0.00727031-0.000794391j 0.00138976+0.00174859j 0.00520254-0.00861014j -0.00558496-0.000717187j -0.00242036-0.00605625j -0.000579499-0.00159921j 0.0102347-0.00292996j -0.000994041-0.00554455j -0.00837103-0.00532308j -0.00235404-0.00294178j -0.00548384-0.00482975j 0.00295365+0.00241209j 0.000835481+0.00221338j 0.00029978+0.00357356j 0.00220739+0.00109875j 0.00493117+0.00641063j -0.00500517+0.00381928j 0.00750587+0.00141607j 0.010218-0.000374737j 0.000155934-0.00487061j 0.00719925-0.00970882j 0.0028082-0.00466452j -0.00371747-0.000217795j -0.00730204+0.0101104j -0.00108871+0.00718554j 0.00336401-0.00446105j 0.00285381+0.00427182j -0.00616603+0.00377415j 0.000914454+0.00371875j 0.0046247-0.00473655j -0.00162828-0.00104551j -0.00732146-0.000870939j -0.0087537+0.00046374j -0.00664089+0.00382886j 0.000731568-0.00138969j -0.00345345-0.00619796j 0.000439319+0.002052j 0.00125122+0.00341092j 0.0121755+0.00247366j -0.00298562+0.00671641j 0.00133147+0.00568841j 0.00156979+0.00679211j 0.000522907+0.00108991j -0.00706223+0.00199196j -0.000916381+0.0075597j 0.00270817-0.000948671j 0.0011671+7.02834e-05j 
-0.00498794+0.00592872j 0.00864107-0.00592178j 0.0117125-0.00313964j 0.00919422-0.00405975j -0.0111686+0.00323423j -0.00140592-0.02108j 0.00794495+2.04558e-05j -0.0029113-0.0106339j 0.0116318-0.0113001j 0.00855156-0.0161356j -0.0060225-0.00439031j -0.0035757-0.0185531j -0.000654239-0.00771071j 0.0104006-0.00680911j -0.0122903+0.00268696j -0.00959618+0.00336201j 0.00409552-0.00273452j -0.00129094-0.00986946j -0.00268759-0.0183611j 0.00683108-0.00610894j -0.00209404+0.00418871j 0.00503061-0.00140043j -0.0115616+0.00135339j 0.0161359+0.000380372j -0.000506761-0.0018329j -0.0123366+0.00637295j 0.00416506-0.00407856j 0.0108454+0.0048631j 0.000255505-9.60951e-05j 0.0183545-0.00753629j 0.00494817+0.00390525j 0.00457101-0.00314473j -0.00490023+0.00289509j 0.000296+0.00301385j 0.00672402+0.0102823j 0.00774262-0.00519925j -0.00737777+0.00630677j -0.00204272-0.0149199j 0.00340563-0.01294j 0.00335324+0.00391508j 0.000412694+0.00436427j 0.00932134+0.00465862j -0.00322509+0.00076384j 0.00500761+0.0135888j 0.000536388-0.00657478j -0.00942555+0.0134758j 0.00498059-0.00552127j 0.0051111-0.0158392j -0.00245986-0.0085287j 0.00207673+0.0112404j -0.00281544-0.00743728j -0.0136252+0.0150397j 0.00300787+0.000190893j -0.00467271-0.00186347j 0.00751166+0.00422528j -0.004942+0.00351928j 
-0.00589934+0.0015252j -0.00229513+0.0040457j 0.00287597+0.00139849j -0.00840633-0.00766993j -0.00739453+0.000937796j -0.00616152+0.00250571j -0.0138838-0.00624632j -0.0130589-0.00157714j -0.00529129-0.00499507j -0.00489976-0.00763425j 0.000492466+0.00802458j -0.00540989-0.0196052j 0.0122142-0.00125782j -0.0100177-0.00969263j 0.00164287+0.00181747j 0.00739508-0.00232095j 0.00494628+0.0050975j 0.00515725-0.00528787j -0.00726635+0.00125466j 0.0107976+0.00316727j -0.00180268+0.00522209j 0.0106821+0.0146722j -0.0155278-0.00849107j 0.0039571+0.0053477j -0.00409049-0.00545764j 0.00981314+0.000816929j -0.000745719-0.0186004j -0.00656377-0.000694035j 0.000222868-0.00771513j 0.00351638+0.00541897j -0.00964562-0.00381411j 0.00120235+0.00894731j -0.00289932-0.000814983j -0.00475888+0.00572757j 0.00204647+0.0103456j 0.00227906+0.00232251j 0.00123895+0.000256279j 0.00316432-0.00787023j 0.000665342+0.00393115j -0.00255782+0.00175206j 0.011141+0.00507636j 0.00240004+0.00147233j 0.00260159+0.00212188j 0.00592224+0.00710629j 0.0111043+0.00302633j 0.00732364-0.00130142j -0.00889933+0.0055951j -0.000613347-0.00920773j -0.00239758+0.00130634j 0.00837755+0.00224074j 0.000726188-0.00430005j 0.00501079+0.0136197j 0.00109033-7.82482e-05j 0.00563232+0.00352695j -0.00496644+0.0055813j -0.00805826-0.00271245j 
0.00181889+0.00887643j 0.00524129+0.00847301j 0.0009223-0.0228865j 0.00284052+0.0174831j -0.00816276+0.0262844j 0.00144117-0.00775391j 0.0176502-0.0179707j -0.00322201+0.0162832j 0.0041664-0.0088219j 0.0110276+0.0024425j -0.0137887+0.0115059j -4.83184e-05+0.012196j -0.00593871-5.2577e-05j -0.0012788-0.00128356j -0.0103539+0.00429307j -0.00164562-0.00565994j -0.0071194-0.0029886j -0.0018118+0.00358744j 0.0107539-0.0102176j -0.0062515-0.000366412j 0.00071646+0.0113649j 0.00557672-0.00124918j -0.0102041+0.00207269j -0.00407915-0.01175j 0.00369555-0.00164402j -0.00754785+0.00490126j 0.0046463-0.00733474j -0.00905729-0.000154787j -0.0158439-0.00661989j -0.00546549+0.00320657j -0.00139304+0.00591194j -0.000324601-0.00102438j 0.00656649-0.0055094j 0.00662097+0.00651959j 0.00957188+0.0223395j 0.0099889-0.0121502j -0.000338233+0.00311164j -0.0043955-0.0146302j -0.00510716-0.00178611j 0.0141765-0.00400603j 0.00572755+0.0101419j 0.00499887+0.00319333j -0.00624727+0.00180067j -0.005371+0.00230673j -3.16335e-06+0.018997j -0.0129545-0.0058403j 0.00673139-0.0167498j -0.00181038-0.00514042j 0.0102076-0.011256j -0.0204253-0.00385487j -0.00303363+0.00185499j -0.0161473-0.00503121j 0.0124388-0.0105451j -0.0130847-0.013333j 0.00845198+0.00174618j 0.00106804+0.0104487j 
-0.0076083-0.00575036j 0.00325164+0.00951705j -0.00325118+0.00460333j 0.0123895+0.0141376j 0.0242542+0.0190754j -0.0191498-0.0147064j -0.0176324-0.00739062j 0.00733849+0.0141748j -0.0272009-0.0167342j -0.00304973-0.00196497j -0.00230344+0.00928634j -0.00587553-0.00441057j 0.00251881-0.00499743j -0.00703898+0.0121618j -0.00760276+0.00347514j -0.00331777-0.00923189j 0.00593259+0.00206559j 0.014558-0.00443706j 0.0021291+0.012253j 0.013033+0.00699081j -0.0134564-0.0130647j 0.0182371+0.0149979j -0.00483595+0.00464785j -0.00378161-0.00429978j -0.00697239-0.00826273j 0.00331892-2.94311e-05j -0.011508-0.0197751j -0.0149752+0.00145597j 0.00645262-0.0180859j -0.0105042+0.0200664j -0.0137678+0.0145382j 0.000875225-0.00108296j 0.00404988-0.0100152j -0.00217344-0.0162989j -0.00820978+0.00316253j 0.0113578-0.0153138j 0.0136717+0.00651787j -0.00430557+0.0039367j -0.00961267+0.011346j 0.00808937+0.00266197j 0.0264009+0.0108326j 0.00622784+0.00458609j 0.0100642-0.00711153j -0.00856477+0.00593553j 0.0207126+0.0196063j 0.0117687+0.00210515j -0.0139857-0.00682984j -0.012026-0.0110782j 0.00477395-0.0124465j -0.00363486-0.00244842j -0.0087915+0.00353969j -0.00579787+0.0205715j 0.00988009+0.000439335j -0.00125778-0.00512734j 0.000366766+0.00925593j -0.00961232-0.0024771j 
-0.000182132-0.00571068j -0.00849486-0.00491609j 0.00358392+0.00307874j -0.00170236-0.0111872j -0.00286555-0.02225j -0.000126316+0.00134647j -0.0141037+0.00970975j 0.00257567-0.00267254j -0.0142296+0.0256084j -0.0140458-0.000849394j 0.00792018-0.00917553j -0.00500357-0.000286472j 0.00472146-0.00411214j -0.0110914+0.0100232j 0.0122305-0.00318347j -0.00730865+0.0106294j 0.00842821+0.00982959j 0.00660125+0.00283396j -0.0053119+0.0167712j 0.0111552+0.00334962j 0.00524975-0.00534359j -0.00653366-0.00231991j 0.00670415-0.0101863j -0.00707441+0.000732407j -0.00816754-0.00255872j 0.0193188-0.00498069j -0.008813+0.0083026j -0.00900696-0.00270492j 0.0105089+0.00841301j -0.0116138+0.00559105j -0.00812686-0.000738648j 0.00262479+0.00575953j -0.00176536+0.00031504j -0.000553187-0.0118762j -0.0084492-0.0141707j -0.0148789+0.0114207j 0.00603041-0.00994969j 0.00409314+0.0130909j -0.0041187+0.0099151j -0.00623327+0.0047849j -0.00212018-0.00404996j 0.00443981-0.00507472j 0.010082+0.0034803j 0.00697717+0.000181732j -0.000507544-0.010473j 0.0075928-5.18532e-05j -0.00889072+0.014419j -0.00879842+0.00905003j -0.00401897+0.00727973j 0.016835-0.00376378j 0.00361219-0.0132968j 0.00772079-0.00967933j -0.00195134+0.00182812j 0.00485738-0.000872295j -0.0102265-0.00439741j 0.00289258-0.00758535j 
-0.00368928-0.0058153j -0.00289949-7.96125e-05j -0.0122636+0.0173533j -0.00963741-0.0126078j 0.021631-0.00210967j -0.00213826+0.00214477j -0.0164453+0.00451192j -0.00560676-0.0177174j -0.00923962-0.0155704j 0.00475763-0.0132798j 0.00588559+0.00347295j 0.00662233-0.0266531j 0.0103086+0.00131139j -0.00148282-0.014324j -0.00280014+0.00751375j 0.00910997-0.00492065j 0.0039383-0.0021264j 0.00346154-0.00936107j -0.00579837-5.8725e-05j 0.00711523-0.00473632j -0.00532894-0.00253314j 0.012657+0.0161591j -0.012082+0.000899193j 0.00756002+0.00704617j 0.0032121-0.0024273j 0.000982315+0.00205306j 0.00119454-0.0158996j 0.00382225-0.000597103j 0.0023539-0.00946461j 0.0111851-0.000161144j -0.00356893-0.00164187j 0.00307053-6.06487e-05j -0.00250301+0.00711509j -0.00427099+0.00179776j -0.0031825-0.000752139j 0.00825692+0.00578094j -0.00160249+0.00364732j 0.00471731+1.5173e-05j 0.00143175+0.000950476j -0.00581029+0.00318746j 0.00546662+0.0029585j -0.00632061+0.00631149j -0.00068551-0.0016187j 0.00632616-0.00470203j 0.0092365-0.00128936j 0.017718+0.00201508j -0.00430735+0.00939859j 0.00741287-0.00847792j -0.00859136+0.0104936j 0.0149672+0.00579681j -0.0039903+0.00505149j 0.0165154+0.0183005j -0.0122+0.00966638j 0.0142145+0.0142028j -0.00508281+0.00676742j -0.00893593-0.00730797j 
0.00336238+0.00886527j 0.00800393-0.00162855j 0.00921586-0.00745986j 0.009609+0.00283443j -0.0250228-0.00528122j 0.0039703+0.00865307j 0.0218864-0.00157392j 0.00545436+0.00509842j 0.0204647+0.00243521j 0.00969168+0.00713695j -0.00749878-0.00408504j -0.00123568+0.0121249j -0.0110363+0.00124253j 0.00491757-0.00894429j -0.00710756+0.000209201j -0.00209474+0.00260363j -0.00586486-0.0043897j -0.00469312+0.00703988j 0.00677915-0.00937996j -0.010911-0.00916911j 0.0130821+0.0102037j -0.00428275-0.0110448j 0.000523832-0.00169554j -0.000376058-0.00738574j 0.00390891+0.00623673j -0.0130645+0.00119303j 0.0086067+0.00286519j 0.00492817-0.0038503j -0.00437478+0.00494929j 0.00293806-0.0106161j 0.00322994-0.0060654j -0.00188734-0.000131645j -0.000296007-0.00233309j 0.00474468+0.0137507j 0.0129914+0.00621698j 0.000428648+0.00197299j -0.00817073-0.000974841j -0.00295872-0.00975174j 0.00346464-0.00921477j 0.0025408-0.00432307j -0.0107941-0.00163056j -0.000706159-0.00269433j -0.00676301+0.00603637j -0.000871653+0.00067371j -0.0111954-0.00325002j -0.0188873-0.00219212j 0.00924898-0.0093365j 0.00427681+0.0048704j 0.00464634-0.00411007j -0.0126277+0.00129871j 0.00631532+0.00182285j -0.0127478-0.013207j 0.00548429-0.00799477j -0.0126432-0.00514156j 0.00719144-0.00569694j 0.0072442+0.00829626j 
0.0080001-0.0045309j -0.00525498-0.00908942j -0.011475+0.0108206j -0.00352832-0.00944283j 0.00406483-0.0328116j 0.00322436+0.00161835j -0.011099+0.0105299j 0.00097456-0.00614556j 0.00556375+0.0236473j -0.0101667-0.000927766j 0.0128906-0.0121759j 0.00135465-0.00457956j 0.00221535+0.000743158j 0.000915978+0.00092447j 0.00918899-0.00580668j -0.000534375+0.0129239j 0.00368648+0.00377388j -0.00117463+0.000740386j -0.00342457+0.00183513j 0.0016175-0.00569179j 0.00403675-0.000506787j -0.0144026-0.00720079j 0.0046006-0.00818543j -0.00168869+0.00385247j 0.00369186+0.00184517j 0.00381904-0.000219272j -0.00235881+0.0135952j 0.00627569-0.00578823j 0.00428357+0.00868913j 0.00441336-0.00978648j -0.000916764-0.00267559j 0.00618576+0.0028537j -0.00699671+0.00723209j 0.00325258-0.000316409j -0.0043999-0.0145904j -0.014279+0.0164815j -0.00359595-0.0101488j 0.0039239+0.00881211j 0.00102123-0.00101477j -0.00812954+0.00665435j -0.0134443-0.00571865j -0.00413416-0.00311628j 0.00180135+0.00586271j 0.0145159-0.00809446j -0.0115015-0.0189466j 0.00480896+0.00141763j 0.00232778+0.0147253j 0.002515+0.010979j -0.00819507+0.0174514j 0.0194579+0.00196155j 0.00401512-0.0081264j 0.00973365-0.0129386j -0.0118194+0.00650989j 0.00714167+0.00697932j -0.00807197-0.00587991j 0.00517259-0.00701986j 
