0.00888052-0.00438293j 0.00140081+0.00936159j 0.00811192-0.00847805j 0.00768358+0.00263708j -0.00180499-0.0140195j -0.00417085+0.00309215j 0.00646063-0.00587286j 0.00867995-0.00963185j 0.00457595+0.00179092j -0.0023251+0.00202455j -0.00271421+0.0124359j 0.0030964-0.0114112j 0.00438958-0.00740148j 0.00157046+0.00187558j -0.00496427+0.0117285j -0.00757765+0.00845824j -0.00819122-0.00633799j -0.0037249+0.0153406j -0.0014304+0.0106647j -0.0034502+0.00389906j 0.012056-0.00383399j -0.00854834-0.00243142j 0.0220587-0.0110873j 0.0164728+0.0165815j -0.00919157+0.06099j -0.0617666-0.00535046j 0.0103297-0.0189199j -0.137822+0.112353j 0.117734+0.0671363j 0.0468235+0.000416589j 0.0141805-0.0293606j -0.0194945+0.0142068j -0.0210334+0.00563739j 0.00923912-0.0109246j 0.00865306-0.00719738j -0.0210241-0.000460802j -0.0180407+0.0109175j 0.00971582-0.00250441j -0.00474574+0.00242718j 0.00219241+0.00836945j 0.028318-0.00766931j 0.00929699-0.00136113j -0.00385885+0.000170914j 0.00210607+9.45156e-06j 0.0179832+0.000933807j 0.0112192-0.00650229j 0.000236178-0.000637311j 0.013382-0.000107938j -0.00162891+0.00232111j 0.0035114-0.00781076j -0.00057777+0.0053463j 0.000722697-0.000413896j -0.0150124-0.000183251j -0.00279591-0.000241434j 0.00136114+0.00281274j 0.00265884-0.00282971j -0.00147716-0.00521556j -0.0187287+0.00360224j -0.0107582+0.0161054j 0.0156622+0.0108897j 0.0323721-0.00834551j -0.00433802-0.00132121j -0.0180348-0.0140272j 0.0356472+0.00534947j -0.00446988+0.00823865j -0.00345222+0.00860892j 0.0241701+0.00723996j 0.0343165+0.0180693j 0.0441082-0.00822272j 
-0.0019658-0.00848333j 0.00833162-0.000729237j 0.00310516+0.0199955j -0.00461892-0.0231246j -0.00478608+0.0251442j 0.000496146+0.0356417j 0.0299183+0.00919127j 0.00868282-0.0361444j 0.00977773+0.00862068j 0.016038+0.0452078j -0.00162102+0.0346377j -0.0155305+0.0269291j -0.00595896+0.0259232j -0.00378893+0.0437297j -0.00318704+0.0152117j 0.00278307-0.00786319j -0.00346393+0.0174359j 0.00347592-0.00566651j 0.00166449-0.00133876j 0.00262313-0.036883j -0.00533471+0.0135808j 0.00430505-0.0162155j 0.00183805-0.0103191j -0.00389466-0.00645847j 0.00892821-0.0149822j 0.000271626-0.0085614j -0.00705653+0.00653449j -0.00669612-0.00438768j -0.0122639+0.00531437j -0.0010411+0.00658447j 0.014158-0.00601091j -0.01342-0.00849359j 0.0309383-0.0166784j -0.0254518+0.0118449j 0.0027734-0.00520387j -0.0156549+0.00599803j -0.00479511+0.00385143j -0.0366003+0.00778318j -0.033893+0.00400534j 0.00521003-0.00171435j 0.023759+0.0100166j 0.00640285+0.0081554j 0.0195638-0.0141177j -0.00035686+0.0117969j 0.00680262+0.00477137j -0.0014285-0.0036167j -0.00106802-0.00849204j -0.0284931-0.00105864j 0.0133064-0.00406884j -0.0132927+0.00465008j -0.0200164-0.0102057j -0.00461507+0.00115487j -0.0106174-0.00588999j -0.00921484-0.00141081j -0.00168208+0.00314203j 0.00378795+0.00356627j -0.00233299-0.000319418j 0.0008857+0.00460919j -0.00555714-0.00235628j -0.00688545-0.00614081j -0.017231-0.0047344j -0.0136602-0.00277134j 0.0022282-0.00185809j 0.0099915+0.0017575j -0.00288329+0.000284373j 0.000748655-0.00133817j -0.00786224-0.00256769j 0.00662276-0.00198962j -0.00681372-0.000670854j 
-0.0137896+0.00551631j -0.00684669-0.0161732j -0.0149959-0.00484934j 0.0166491+0.021394j 0.0163548+0.0529875j 0.0248724+0.00924559j -0.00723009-0.0578j -0.02399+0.0213844j -0.00920672+0.0325667j 0.00404455+0.026854j 0.00671016-0.0479365j -0.0091552+0.0215994j -0.00781277-0.0135667j -0.00153954-0.0121986j 0.00173514-0.0176169j 0.00182254+0.0050469j -0.00250699-0.00128902j -0.001352+0.00312358j 0.0047374-0.00290809j 0.00458672-0.00434233j 0.0051841-0.00892244j -0.0030315+0.0137518j -0.00474499-0.00128672j 0.00707658-0.0156488j -0.000784139+0.0113566j 0.00102186+0.00567429j 0.0058797-0.0113699j 0.014713-0.00503908j -0.00984002-0.00134235j -0.0219165+0.00866987j -0.00351484+0.0163808j 0.0203147-0.00193594j -0.00651845+0.0149501j -0.0239846+0.0232058j 0.0152026-0.00400013j 0.0275904-0.00877738j -0.0234407-0.0083315j -0.0242139+0.00142781j 0.0145537+0.000713706j -0.0115869-0.0124771j 0.0329127-0.00647331j 0.00601856-0.00388605j 0.0277365+0.00925675j 0.0135553-0.00345246j 0.00713036-0.00743003j -0.0168467+0.00408287j 0.000862198+0.00136043j 2.25187e-05-0.00472337j 0.00576329+0.00383257j 0.0297047+0.0083577j 0.0126803-0.0011259j 0.00335964+0.000716924j 0.0176604+0.00304314j 0.0103487-0.00117675j -0.00320911+0.000371457j 0.000202223-0.00138239j -0.000738782-0.000247684j 0.00822641+0.000696943j -0.000673679-0.00195213j 0.00141276+0.00181721j 0.002918-0.00231367j 0.0122691+0.0014444j -0.00534967-0.00116383j 0.0110527+0.00257556j -0.00141238+0.00173701j 0.000748846-7.31114e-05j 0.00708778+0.000567523j -0.00804718-7.84833e-05j -0.00677634+0.00184282j 
0.019785+0.0202375j -0.00810629+0.0195474j 0.0178897+0.0556804j -0.0341758+0.00103989j -0.0109192-0.0112847j -0.0216255+0.0590953j -0.0187465-0.0230384j -3.58922e-05+0.00564659j 0.0014677+0.0235978j 0.00385734-0.00683199j 0.00209204+0.00720247j 0.000990118-0.011611j 0.00708977+0.00278593j 0.00383933-0.000849983j 0.00182476+0.0119896j -0.00201303+0.00526421j 0.00360229-0.018302j 0.00362612+0.00030493j -0.00610553+0.0150193j 0.000608063+0.00690333j -0.00522189+0.0129727j -0.00240323-0.00371218j 0.00710603-0.00736325j 0.00356208+0.0109924j 0.00533349-0.000862629j -0.00989431+0.00906597j 0.00462883+0.00333298j 0.0137534+0.000961009j 0.0120142-0.00490355j 0.0202079-0.0303225j -0.031971-0.00289797j 0.0189575-0.0243934j 0.0155603-0.00446966j 0.0244985-0.0170337j -0.01786-0.0202489j 0.0451693+0.000242897j -0.0174818+0.00544093j -0.0281124-0.00884502j 0.0127783-0.00692954j 0.0220941+0.0117558j 0.00151588-0.00820343j 0.00558557-0.00220421j 0.000937953+0.000594117j -0.00204943-0.000135991j 0.00018363+0.00230421j 0.00116345-0.00155638j -0.00472667-0.000628632j 0.00732813+0.00306516j 0.00419855+0.000654304j -0.00205632+0.000148124j 7.14946e-06+0.00331569j -0.00385355-0.000185057j -0.00939471+0.00122761j 0.00167052+0.00341513j 0.00143686-0.000462276j 0.00219915+1.59085e-05j 0.00117336+0.000365299j -0.008343-0.000278879j 0.00678101+0.00328938j 0.00098128+0.000463816j -0.000256247+0.00183977j -0.0109712+0.00155647j -0.00399027+0.00017037j -0.00514536-0.00247359j 0.00886542+0.00167766j 0.000955475-0.000877758j -0.0036824+0.000644286j -0.00615592+0.00106746j 0.00627199+0.000132028j 
-0.0101513+0.0177232j -0.0172559-0.0186651j -0.0248752+0.00738117j -0.0216071-0.0669837j -0.0264708+0.0221086j 0.014925+0.0171231j -0.0087899+0.0578424j 0.00464613-0.0102139j 0.00245211+0.00554581j 0.00020839-0.00228018j 0.0042463-0.00623234j -0.000497417-0.0150693j 0.00246439-0.0143703j 0.00131165-0.00417101j 0.00412899-0.00356582j 0.000964379+0.00314093j -0.00456825-0.00658066j -7.82977e-05-0.00441187j 0.00497328+0.0101692j 0.00135595-0.00620192j 0.00423634+0.00628548j -0.00332484+0.00500282j -0.00591664-0.00935664j 0.00416433-0.0110396j -0.0016328+0.00209201j 0.00176444+0.00914931j 0.0073681-0.0107955j 0.0116021-0.00643097j -0.0120125+0.000726169j -0.0289102-0.00368687j -0.0178167+0.0265532j -0.00793344-0.0055244j 0.0231858-0.029379j 0.0348501+0.0015144j 0.037348-0.00235984j -0.0138264+0.0218703j -0.000992379+0.00153557j -0.0243658+7.69502e-05j -0.0337122-0.00994132j 0.00351611-0.0102163j -0.0230965-0.00799832j -0.00303089-0.00380155j -0.0111551+0.000532919j -0.00338635-0.00214511j -0.00366213+0.00097401j -0.0112733-0.000474063j -0.00748092+0.00109283j 0.00706685-0.00126509j 0.0019221+0.00197743j -0.00665043+7.39713e-05j 0.00616823+0.00140857j 0.00431293+0.000904986j 0.00255642+0.00242525j 0.00393894+0.000879031j 0.00568602+0.000425418j 0.00418845-8.01893e-05j -0.00358184-3.21618e-05j 0.00597359+0.000872423j 0.00314317+0.00149912j 0.00250954+0.000438576j 0.000583401-0.00258156j -0.000819168-0.00033902j -0.00614236-0.00112883j 0.00792344+0.00211122j -0.00138809+0.00202336j 0.00241803-8.90223e-05j 0.00358573-7.86653e-05j -0.00542909-0.000335147j -0.00672414+0.00110398j 
0.024204-0.0106309j 0.0215917+0.0143587j -0.0205413-0.0104044j 0.0126647+0.0019674j -0.0105431-0.0158253j 0.0173186+0.00334939j 0.0105949-0.00697952j -0.00853105-0.00703414j 0.0124789+0.000900034j 0.00523966-0.000253374j -0.00815584+0.0119415j -0.0155974-0.00944465j -0.00407369-0.00682736j -0.0101436+0.00298132j 0.00619664+0.00877798j 0.0165952+0.00488968j 0.00761261-0.00470123j -0.000950873+0.0129069j 0.0147233+0.00640722j 0.00759627+0.00284734j -0.00908326-0.00516329j 0.0182768-0.00250859j -0.0325244-0.00550645j -0.0132784+0.00883701j -0.00209742+0.0320883j 0.0949872-0.00388843j -0.0230741-0.0113813j 0.332382-0.0202977j -0.30939-0.0121546j -0.0878787-0.00150964j -0.0234245-0.005649j 0.0242214+0.00041408j 0.0205304+0.00414837j -0.00374589-0.00535763j -0.012704+0.000363362j 0.0156377-0.000738928j 0.0123078+0.00102566j 0.00185963+1.56837e-05j 0.00199058+0.0015657j -0.00389477+0.00264237j -0.0131963+0.000797316j -0.00685017+0.000326324j 0.000394958-0.00091905j -0.00244535+0.000750327j -0.00928278+0.00246147j -0.00378138-4.58842e-05j -0.002363+0.000126326j -0.00558531+0.000657064j 0.00217792+0.000267918j 0.00220447-0.00475037j -0.000919433-0.000894527j 0.000470508+0.00157527j 0.00611188-0.000550099j -0.00522444+0.00110248j -0.00386089+0.00179179j -0.00072118+0.00151893j -0.000173577+0.000145739j -0.00289306-0.00026532j -0.0066902+0.00248149j 0.00544637+0.00123906j 0.00123484+0.000153125j 0.00423686-0.00166567j -0.00194314+0.00105097j 0.0178654-0.000286662j -0.00381541-0.00188201j -0.00429497+0.00507849j -0.0161322-0.00211869j -0.0274497-0.0195057j -0.198459-0.00595716j 
-0.0220555-0.0140901j 0.0299622-0.0101927j -0.016443+0.00247531j -0.0196732-0.01069j 0.0049895+0.00616935j 0.00656171-0.0162757j -0.0218765-0.00571703j -0.0105596-0.00359122j -0.00581639-0.00575816j -0.0118058+0.00564657j 0.0150456+0.00951183j -0.000752508+0.0058642j -0.00918055-0.000758781j 0.00351508+0.00204144j 0.0127543+0.00185977j 0.00277016-0.00162083j -0.0117407-0.00465473j 0.00463629+0.0135632j 0.0073738-0.00760501j 0.0188801+0.00653963j 0.00139472-0.00460967j -0.0139864-0.00392347j -0.0181332+0.0260437j 0.0293358+0.0130598j 0.00173512+0.00517105j 0.0063221+0.0231087j 0.105584-0.00927103j 0.309188+0.0130301j 0.325669-0.022614j 0.0313385+0.00675911j -0.0987374-0.00186223j 0.0306652+0.00215279j -0.0172313-0.000474342j -0.00452956-4.83662e-06j -0.0162715+0.00355349j -0.0132907-2.28145e-05j 0.0116217+0.000472421j -0.00141262-0.000483471j -0.00944641+0.00317432j 0.00486483-0.000975818j -0.000575932-0.00159235j 0.000852008+0.000569997j 0.00268127-0.000695671j 0.00204991+4.233e-05j 0.00613075-0.00313387j -0.00782741-0.000993852j -0.000647276-0.00104568j -0.000301314+0.000462918j -0.00116755+0.00108703j 9.71734e-05-0.00127054j 0.00545947-0.00137259j -0.00266608+0.000764767j -0.00270633+0.00160684j 0.000776369+0.00245379j 0.00350796+0.000812754j -0.00236657+0.00222399j -0.00486013+0.00225453j 0.00703865-0.00200837j -0.00172435-0.000112611j -0.00183644-0.00108722j -0.00143339+0.000146651j -0.00079334-0.00217659j -0.0145179+0.0028745j 0.00446635+0.00417959j 0.0144891+0.000788494j -0.00785475-0.00247259j 0.00871512-0.00190426j -0.196543-0.00583569j 0.0266483+0.0195226j 
-0.013978-0.00856923j 0.0117009-0.0103005j 0.00669884+0.00379819j -0.017188+0.00341306j 0.00969476-0.00288274j -0.00162584-0.00918304j -0.0217212+0.00313573j 0.00281215+0.0139618j -0.0106092+0.00356145j -0.025914-0.00383147j 0.00890582-0.00443931j 0.0135863+0.000683422j -0.00597486+0.0017469j 0.0109887+0.000918578j 0.00390777-0.00934726j -0.0174861-0.0079525j -0.0290049+0.00112706j -0.0258029-0.00574365j 0.0106179-0.0157758j -0.00065318+0.00825524j 0.0519886-0.00915576j -0.0572701+0.0105847j -0.00919307-0.0184675j 0.0823131+0.00420545j -0.0958344-0.00132254j -0.358074+0.00950026j 0.0952342+0.0092639j -0.00664578+0.00551779j -0.052918-0.00524316j 0.0152305+0.00634668j -0.0432871+0.00280436j -0.0020036-0.00170117j -0.0146398+0.0015551j 0.00358208+0.000294457j -0.0092507+0.00173951j -0.0108555+0.0013573j -0.00942223-0.00220031j 0.00024934-0.00152138j -0.0118882+0.00112457j 0.00199903-0.00161426j 0.00923205-0.00221329j 0.00332981-0.00053215j -0.000505127-0.000316099j -0.00302353+0.00104604j 0.00762788-0.0027668j 0.000437018-0.000911463j -2.0051e-05-0.000229561j 0.00277511-0.000283333j -0.00277129-8.48024e-05j 0.00242982+0.000527398j 0.000661842+0.000229013j 0.00227723-0.00139272j 0.000791697-0.00117672j 0.00780761-0.00249221j 0.00467934-0.00050443j 0.00479759-0.00278221j -0.000507617-0.00131362j 0.0055695+5.53479e-05j -0.000421025+0.000801663j -0.00397694+0.0029261j 0.00692018-0.00202505j -6.93895e-05+0.000335658j 0.00283183+0.000492342j 0.0128399+0.00270159j 0.021957+0.00739016j 0.011627+0.0123621j 0.106988+0.00811903j -0.00110406+0.00528343j 0.023579+0.00284468j 
0.00566366-0.0127048j 0.0158132+0.00505252j -0.0173186+0.00869648j -0.018234+0.0040409j 0.0142635-0.00720684j 0.0137904+0.00289303j -0.0197094-0.00293673j -0.0102943+0.0121415j -0.0141964+0.00660842j -0.022207-0.0113878j -0.00791705+0.00188346j 0.0103102-0.00335434j -0.0166651-6.36562e-05j -0.00711514+0.00527118j 0.00565709-0.00263945j 0.00406314-0.00796935j -0.0140919-0.00411514j -0.0330568+0.00560352j 0.0169033+0.00180993j 0.0359412-0.000372539j 0.0286807+0.00161755j -0.00514776+0.00435946j -0.0996785+0.00909572j 0.057704-0.0138629j -0.0907826+0.0030802j 0.0956128+0.0165728j 0.281963-0.0197791j -0.0342745+7.65696e-05j -0.00628728-0.0019714j -0.0348509+0.00602531j -0.0199568-0.00423009j 0.0138573-0.00487451j -0.0161789+0.00214318j 0.0129076-0.00302754j -0.0103384+0.000707698j -0.00448747+0.00158018j -0.00365808+0.000254003j 0.00165999-0.00126682j -0.0111513+0.00278164j -0.00221831+0.000928466j 0.00372073-0.00207957j -0.000762935-0.000257656j 0.00433359-0.00146701j 0.000877388+0.000812468j 0.00315152-0.00193093j 2.36496e-05-0.000595778j 0.00323503-0.00105811j -0.000480624+9.44956e-06j -0.000500435+0.000700296j 0.00325482-0.00155055j 0.0037001-0.00154455j -0.00135437+0.000721118j 0.00164888+0.000245559j -0.000992715+3.77914e-05j -0.00287391+0.000732968j -0.00171824+7.10246e-05j -0.0023039+0.000721889j 0.00221156-0.000442234j 0.000277085-0.00224067j 0.0058411+0.000656286j 0.000838932-0.00250551j -0.00743162-0.000896986j 0.0128917+0.000164437j 0.00391638+0.00154123j 0.00526422-0.00432154j -0.0772451-0.00401255j 0.0268032+0.0106961j -0.028799-0.0014501j -0.000483258+0.00439301j 
0.00595937+0.000250801j -0.000820622+0.00377953j -0.00998279+0.0155481j -0.0110523+0.00113455j 0.0220837+0.000338321j 0.00210891+0.0143187j -0.00311291+0.000525726j 0.0018069+0.00647873j -0.00688184+0.00500859j -0.0101947-0.00945456j -0.0272598+0.00650944j 0.0216767-0.00855339j -0.00359683+0.00255122j -0.0200756+0.00284073j -0.0100858-0.00709127j 0.00248112-0.0120896j -1.58018e-05+0.0081785j -0.0476103+0.00404553j -0.0206764+0.00881089j 0.0608808+0.000805441j 0.032464-0.00731441j 0.0570735-0.00215445j 0.00249168+0.00319363j 0.00120297-7.99164e-05j -0.276194+0.0132934j 0.00842021+0.00205769j -0.025371-0.00725436j 0.00952144-0.00561964j 0.00516507-0.000855237j -0.0112477-0.000141649j 0.00847493-0.000808699j 0.00680499-0.00703611j -0.0147863+0.00100377j 0.0163113-0.00158978j 0.00149183-0.00115057j 0.000493163+0.00222404j -0.00842533+0.0010793j -0.00204927-0.00041275j -0.00531165+0.00149416j -0.00504773+0.00188882j -0.000546198-0.000356501j -0.00146652+0.000222747j 0.00415309-0.000874226j -0.00212192+0.00110392j -0.0019067+7.66505e-05j 0.0045418-0.00035748j 0.00310775-0.000909644j 0.000581472-0.000157457j 0.00089693+0.000812594j 0.00401368-0.000655822j 0.00102429-0.000781342j 0.000257328-0.000260203j 0.0027591-0.00111859j 0.00131972-0.000209444j -0.00215432+0.00101353j -0.00154521-0.00115555j 0.00196837+0.000441422j 3.97243e-05-0.00157941j 0.000779331-0.000686774j 0.00231023+0.000572492j -0.00200739-0.00145042j -0.0151489+0.00171407j -0.00498368+0.00242176j 0.00278476-0.00418094j 0.0471835+0.00534853j -0.0224606-0.000656273j 0.00411829+0.00469489j 0.00299388-0.00137855j -0.00616449-0.000658342j 
-0.0117002-0.000976364j 0.000459699-0.00988861j 0.00866747-0.00131878j -0.00749975-0.0051027j 0.00068758+0.00999435j -0.0172442-0.00404937j -0.00865595+0.00245451j -0.00318344-0.00240872j -0.000914163+0.000100751j 0.00453978+0.00547502j 0.0280225-0.00323856j 0.0036729+0.0141352j 0.000562668+0.00773127j 0.00936069-0.00293387j 0.0103695+0.00140019j -0.0195092+0.00645586j -0.0653584+0.0181746j 0.0539-0.00520893j -0.0205956+0.0206061j -0.000425328+0.00358475j 0.0409703+0.00453991j -0.0659894-0.00674599j 0.244296-0.00592262j 0.101289+0.00674993j -0.0212249+0.00569957j 0.0373015-0.00111249j -0.0177408+0.000701546j -0.00557092+0.00767106j -0.0147713+0.00388036j 0.0210712+0.00324901j -0.0167285+0.00405134j -0.00030954+0.00158895j -0.00485516-0.00145974j -0.00324219+0.00223604j 0.00510128+0.00119161j -0.00701925-0.000146374j 0.00390118+0.00016697j -0.00118615+0.00011674j 0.00121376-0.000565085j 0.00180379-0.00106643j 0.00376169+0.000375843j 0.00346765+0.000664697j 0.00056232+0.00072839j 0.00511572-0.00163507j 0.00351395-0.000674995j -0.0016532-0.000875842j 0.000536611-0.00095775j 0.00285049-0.00103502j 0.000184648+0.000162154j -0.00578893+0.000476608j -0.00119401+0.00168016j -0.000343029-0.000944469j -0.00319934-0.000390655j 0.00309755-0.000869429j 0.00173738-0.000677059j 0.000236959+0.000393568j 0.000804809-0.00129459j 0.00168057+0.000238348j -0.000781558-0.000452264j 0.00379618+0.00256681j -0.00254787-0.00229379j 0.0152235+0.00175069j -0.0196129-0.00812042j 0.0339708+0.00118342j -0.00263051+0.00403382j 0.00664797+0.000330497j -0.00115295-0.00104788j 0.00837917+0.00368289j 0.0180665-9.93896e-05j 
-0.00142564+0.0130319j -0.014033-0.00296411j 0.0237829-0.00880234j 0.0200376+0.0046702j -0.00783857-0.00276582j -0.00687725+0.00733839j 0.0323147-0.00440318j 0.0306519-0.00255146j 0.0296906-0.0125972j 0.0206001+0.000317923j -0.00866733-0.00323051j -0.012069-0.00535667j 0.0410053-0.0107518j 0.00636866+0.00557307j -0.0135474+0.00301409j 0.00636857-0.00812513j 0.0650742-0.00122474j 0.0393109-0.000196081j -0.0619261+0.000751095j -0.0950643-0.000236223j -0.115511+0.00138387j 0.0258416-0.00136157j 0.0380961+0.00440117j -0.169653+0.0137949j -0.0369948-0.00659191j -0.00470434-0.00307396j 0.0276171+0.00293654j 0.015716-0.00367637j -0.00114314+0.00633277j 0.0218119-0.00729364j 0.0196933+0.00505518j -0.0223571+0.00509858j 0.0133526+0.000296808j -0.00469549+0.00131698j 0.0050737-0.00299612j 0.0113915-0.00152951j -0.00206629+0.000330573j -0.00226219+0.00088354j 0.00830345-0.00227852j -0.000731672+0.000211771j -0.00489523+0.00189239j -0.000255369+0.000230898j -0.00419477+0.000888218j -0.00105794-0.000319115j -0.00757201+0.00281665j -0.000668602+0.00123876j -0.000802285+0.000703255j -0.000886429+0.00122149j 0.00149169-0.000250142j 0.00124304-0.000428731j -0.00205819+0.000107319j -0.0002294+0.00108992j 0.000541895-4.87183e-05j 0.000588565+0.00316138j 0.000578517+0.000237662j 0.000397759+1.29606e-05j 0.000105581+0.00168704j 0.00704897+0.00139637j 0.00440836+0.000591405j -0.00777926-0.000478122j 0.0100392+0.00289131j 0.00470324-0.00317784j -0.0237755+0.000351585j -0.0282861-0.00670907j -0.000910704-0.00188985j 0.0091682-0.000994813j -0.014961-0.00417721j 0.0150272-0.000635542j -0.00782814-0.00298697j 
-0.00045541+0.00789343j -0.0083487-0.0018897j 0.00920486-0.00544487j 0.0135925-0.00185252j -0.00171446+5.9757e-05j -0.0147386+0.0119109j 0.0278517+0.00428219j 0.0262739-0.00502721j 0.0367563-0.00704646j 0.0148664+0.000891812j -0.0268392+0.014982j -0.00876291-0.00447283j 0.0166683+0.000349734j -0.0180897-0.00585186j -0.0120765-0.00359867j 0.0156121-0.00758413j 0.0908951-0.00559768j 0.0838333+0.00192079j -0.0605501+0.000768335j 0.0385972-0.0016791j -0.0831724+0.00115021j 0.138102-0.00729584j 0.000257652+0.00241373j 0.0560499-0.00221528j -0.0267711+0.00288471j 0.00735512-0.00601626j 0.0110531+0.000805452j 0.00437887-0.00331335j -0.00212627+0.00186501j 0.0127217-0.00436439j 0.0108765+0.00349549j -0.00736986+0.00250364j 0.00840156-0.000564296j -0.00066894+0.000528197j 0.00985994-0.00289552j 0.00887317+6.9245e-05j -0.00211195+0.00134221j -0.00480254+0.00096209j 0.0061439-0.00120691j -0.00166902+0.00127224j -0.00936758+0.00228726j -0.00263063+0.000574338j 0.0010558-2.77559e-05j -0.00197154+0.000130734j -0.00535507+0.00229643j 0.00129299+0.00062702j -0.000265692-4.73527e-05j -0.000758592+0.000872287j 0.000886761+0.000516269j -0.0008672-0.000483901j 0.000714941-0.00109055j -0.000652372-0.000314553j 0.000430681+0.000380554j 0.00334598+0.00239462j 0.000527026+0.000911093j 0.00171436+0.00219472j -0.000255367-0.000802461j 0.0075647+0.000343576j 5.94742e-05+0.000710134j -0.00638883-0.00398852j 0.0130652+0.000519684j -0.0139546-0.00342342j -0.0118362+0.000396896j -0.00136012-0.0033211j 0.00208565+0.000190454j 0.00255884-0.00294483j -0.0162232-0.00272887j 0.00601325-0.00103159j -0.00742179-0.00131902j 
-0.000677715-0.00128461j 0.00199193-0.000543779j -0.00644521-0.00121069j -0.000183903-0.00453723j 0.00219064+4.66787e-05j -0.000972208+0.0036583j 0.00321177+0.00234919j 0.00662644-0.00317561j 0.0173866-0.00599718j -0.00539451+0.00681901j -0.00161798+0.00832985j -0.00180673-0.00530401j -0.017059+0.00859645j -0.0217125-5.02485e-05j 0.002605-0.00761176j 0.0242381+0.0017042j 0.00248026-0.00485454j 0.020118+0.00267859j 0.000433707+0.00258095j 0.152818-0.0014487j -0.121562-0.000711876j -0.0537977-0.00092868j 0.00601781+0.00122611j 0.00843714-0.00195955j -0.010209+0.00139236j 0.00394156-0.00228953j -0.00354686-0.000457525j -0.00352877+0.000926558j 0.000608077-0.00432056j 0.000576914+0.000536107j -0.00418703+0.000100275j 0.00598056+6.48598e-05j 0.000885669-0.000714633j 0.000984247-0.000475279j 0.00115127-0.000477813j 0.00261522+0.000261969j 0.000737756+0.000972018j -0.00338157+0.000798334j 0.00250798+0.000426782j 0.00214825+0.00029424j -0.00515186+0.000923872j -0.00112128+0.000114608j 0.000824849-1.60406e-05j -0.001428+0.00022347j -0.00136998+0.000350757j 0.0013012-0.000338735j 0.00164367-0.000855692j -0.00027214-0.00054164j 0.000770764+0.000875558j -0.00140055+0.000100294j 0.00123708-0.000133832j -0.000420766+0.000974289j 0.000292459-0.000940941j 0.000949752-0.000175267j 0.000772981+0.000155316j 0.00135736+0.00209789j 0.000489219+0.00140086j 0.00260288+0.0021723j -0.00645914+5.76784e-05j -0.00835058-0.00166954j -0.00554403-0.00350093j -0.00568499-0.000445904j -0.00354843+8.29514e-05j 0.00346805-0.000955065j 0.00146432+6.57387e-06j -0.00217693-0.00186194j -0.00585402-0.000356709j -0.00572027-0.000403379j -0.000738184+0.000977998j 
-0.00534353+0.00457143j -0.00573139-0.00655021j 0.0097942+0.00749381j -0.00900874+0.000469601j 0.0222024+0.000589364j -0.0137476+0.00779812j -0.00755715+0.00254967j 0.0296796+0.000805981j -0.0173224-0.00782203j -0.0117381-0.00735186j -0.0177608-0.00703714j 0.0463053-0.0110735j 0.0302047+0.00162427j 0.0675414-0.00577676j -0.0165367+0.00321696j -0.117829-0.00360411j 0.00220944+0.00132234j -0.0659464+0.00343092j -0.149612+0.00143048j -0.0126661+0.00140823j 0.0139704+0.00389794j -0.0195272-0.000564411j -0.0203226+0.00153654j -0.0264228+0.00239114j -0.0130302+0.00305638j 0.0228841+0.00124712j 0.00259064+0.00102813j -8.9488e-05+0.004667j -0.00425293+0.00681688j 0.0156617-0.000784326j 0.00119125+0.00455481j -0.00637115-0.00217019j -0.00882859+0.000758248j 0.0087374-0.000496297j 0.00140142-0.00117611j -0.00206857+0.00132659j -0.0110852+0.00124961j 0.00173085+0.000138676j -0.000689622-0.000166615j -0.00287194+0.000469981j 0.00308037-0.000667818j 0.000281596-0.000218176j -0.00312851+0.000399239j -0.000875986+0.00113513j -2.44244e-05+9.15196e-05j 0.00277169-0.000966255j -0.00158+0.00234095j 0.00121601+0.000102185j -0.000153441+0.00100682j 0.000611586-0.00129307j 0.000432826+0.000424437j -0.00133188-0.00111857j -0.00104489+0.000500012j 0.000813771+0.00047532j 0.00288322+0.00082977j -0.00573434-0.00130458j -0.00368704-0.000762177j 0.00697795-0.00049695j 0.00898761+0.00425482j 0.00176961+0.00197017j -0.00627015+0.000735616j -0.00274267+5.22615e-05j -0.00235151+0.00105264j -0.00632689-0.00194903j 0.00686648+0.00111618j -0.00246683+0.000726356j 0.00289608+0.000690868j 0.0102816+0.00187541j 0.00893615-0.0010322j 
