0.00888052-0.00438293j 0.00140081+0.00936159j 0.00811192-0.00847805j 0.00768358+0.00263708j -0.00180499-0.0140195j -0.00417085+0.00309215j 0.00646063-0.00587286j 0.00867995-0.00963185j 0.00457595+0.00179092j -0.0023251+0.00202455j -0.00271421+0.0124359j 0.0030964-0.0114112j 0.00438958-0.00740148j 0.00157046+0.00187558j -0.00496427+0.0117285j -0.00757765+0.00845824j -0.00819122-0.00633799j -0.0037249+0.0153406j -0.0014304+0.0106647j -0.0034502+0.00389906j 0.012056-0.00383399j -0.00854834-0.00243142j 0.0220587-0.0110873j 0.0164728+0.0165815j -0.00919157+0.06099j -0.0617666-0.00535046j 0.0103297-0.0189199j -0.137822+0.112353j 0.117734+0.0671363j 0.0468235+0.000416589j 0.0141805-0.0293606j -0.0194945+0.0142068j -0.0210334+0.00563739j 0.00923912-0.0109246j 0.00865306-0.00719738j -0.0210241-0.000460802j -0.0180407+0.0109175j 0.00971582-0.00250441j -0.00474574+0.00242718j 0.00219241+0.00836945j 0.028318-0.00766931j 0.00929699-0.00136113j -0.00385885+0.000170914j 0.00210607+9.45156e-06j 0.0179832+0.000933807j 0.0112192-0.00650229j 0.000236178-0.000637311j 0.013382-0.000107938j -0.00162891+0.00232111j 0.0035114-0.00781076j -0.00057777+0.0053463j 0.000722697-0.000413896j -0.0150124-0.000183251j -0.00279591-0.000241434j 0.00136114+0.00281274j 0.00265884-0.00282971j -0.00147716-0.00521556j -0.0187287+0.00360224j -0.0107582+0.0161054j 0.0156622+0.0108897j 0.0323721-0.00834551j -0.00433802-0.00132121j -0.0180348-0.0140272j 0.0356472+0.00534947j -0.00446988+0.00823865j -0.00345222+0.00860892j 0.0241701+0.00723996j 0.0343165+0.0180693j 0.0441082-0.00822272j 
0.00577753-0.00477402j 0.00496474+0.00140192j -0.00296163+0.00342077j -0.00640421-0.00151038j 0.00204358-0.00130855j -0.000832297-0.0051115j -0.00421879+0.00351966j -0.0021567+0.0118645j -0.00382714+0.0134979j -0.00400232+0.000532133j -0.00127982+0.0111352j 0.0007031-0.00217872j -0.00562637+0.0198659j 0.00165997+0.00927666j -0.00384628-0.00291825j 0.0016909-0.00587597j 0.00579096+0.0337235j -0.0119661+0.0265256j 0.0634746-0.0289614j 0.291417-0.0661665j 0.343373-0.100563j 0.0729007-0.00702414j -0.0334186-0.0969225j 0.00608132+0.467561j 0.0385384-0.059645j 0.00135893+0.0124808j -0.0173713-0.0169565j -0.00939408-0.0143237j 0.0013124-0.0201207j -0.0144999+0.000228325j -0.00583288-0.0177808j 0.00268718+0.00553176j -0.00391613-0.00694712j -0.000401927+0.0027177j 0.00226217+0.00522941j -0.00110187+8.37549e-05j -0.000556707+0.00290283j -3.85341e-05-0.00347129j 0.000596564+0.00134338j 0.000517937+0.00223036j -0.00163109-0.00317936j 0.000965767+0.00348794j -0.0029288+0.0058774j 0.000493556-0.000834514j -0.00260725-0.00358893j -0.00316657-0.00430599j -0.00160285-0.00655035j 0.00131242+0.0076736j 0.010758+0.00755426j 0.00394769+0.00601734j -0.00283964+0.00674813j -0.000323543-0.0138493j -0.00336847-0.0073317j -0.0426343-0.018973j 0.051821+0.000630041j 0.00382997+0.0130135j -0.0124744-0.0177227j -0.0471715-0.000626243j -0.0377316+0.0164112j 0.0518801-0.0134558j -0.0321919+0.00537182j -0.0285374+0.0232755j 0.0343345-0.032947j 0.0277472-0.0532801j 0.00562702-0.0145197j -0.0108837+0.00664084j 0.0118014-0.00453439j -0.00598498-9.91385e-05j 0.000497126+0.00190966j 
0.0114439-0.00497764j 0.00473102-0.0144847j -0.00230196+0.00136214j -0.00900596+0.00411143j 0.00119535+0.00108027j 0.00389915-0.0113392j -0.0127304+0.00867522j -0.0127007+0.0147456j -0.0166207+0.014004j -0.0098288+0.00751957j 0.0121042-0.01946j 0.0144808-0.000671569j -0.0117807+0.0155149j 0.00848001+0.00800033j 0.00244177-0.000901555j 0.00601223+0.0132508j -0.10323+0.0605145j -0.206005+0.0203701j 0.380231-0.139544j -0.101615-0.0314932j -0.139787-0.0393452j 0.122858+0.427599j 0.0317453-0.00810413j -0.0197517+0.0574444j 0.0155872+0.023024j 0.00387325-0.0229581j -0.00799221+0.0393825j -0.00619701+0.010265j 0.00837458+0.00965842j -0.0124838+0.0189689j 0.00141922+0.0240753j -0.00409875-0.00679982j 0.001222+0.00691042j -0.00103121+0.00238048j 0.00174966+0.0147784j 0.00134418+0.0111323j -0.00203631-0.0085694j -0.00214271-0.00408827j 0.00452661+0.00976651j -0.00341144-0.00306735j -0.0097277-0.020235j -0.00385664-0.00867797j -0.00160331+0.00822289j 0.00180337-0.00370854j -0.00904872-0.0132941j 0.000588808+0.00796594j -0.00517034-0.0130568j 0.0167626+0.00738139j 0.0132876+0.00660871j -0.000396406+0.00732784j -0.0065548-0.00691643j -0.025868-0.0283744j -0.0442165-0.00602391j -0.0209862-0.0298713j -0.0277543-0.0405663j 0.00172991-0.0139292j 0.0289201+0.0109282j -0.0658769-0.0291682j -0.015525-0.0162846j -0.0248377+0.00702157j 0.0279642-0.0636477j -0.00164908+0.0367475j 0.00522099+0.00780765j -0.010902+0.00689459j -0.00633198+0.000526938j -0.00689697+3.34712e-05j -0.00452554+0.00174535j -0.000831626-0.000942539j -0.00831295-0.000994323j 
-0.00577795+0.00815751j -0.00653722+0.00659515j -0.00410117-0.00208607j -0.00999788+0.0141443j 0.00945046-0.012049j -0.00304669+0.00375547j 0.000574455+0.00795066j 0.00483168-0.0135994j -0.0127409+0.0243257j 0.000311667+0.00783022j -0.0137126+0.013494j 0.0143193-0.0385637j 0.0071403-0.0183466j 0.00989486-0.0220062j -0.0106258+0.00099841j -0.0473471+0.0100941j -0.0312198-0.04362j -0.273227+0.142604j -0.440143+0.120011j 0.0217912+0.149369j -0.0468223-0.124736j 0.0634314+0.263957j 0.0103446-0.130154j -0.000728266+0.0370148j 0.023295-0.0513242j 0.00791656-0.033792j 0.0129208-0.00136105j 0.0188745-0.026022j -0.00147034+0.0106111j 0.00916956-0.0181465j 0.0098883+0.00342011j -0.00144407+0.00519451j -0.000630225+0.012545j -0.000945064-0.00522293j 0.00195995+0.00482862j 0.00177172+0.00921046j 0.00398496+0.00669759j -0.0035877-0.012525j -0.000426552+0.00822769j -0.000240971+0.0107233j -0.00255646-0.0205054j 0.000194418-0.00886089j 0.000887544+0.0110002j 0.00216544+0.005327j 0.00273829-0.00297233j -0.00797201+0.00491654j -0.00107289+0.0122968j -0.0234619+0.00388459j -0.0200759+0.0048809j -0.0208829-0.0149219j 0.0031473+0.017181j -0.00491736-0.0170023j -0.0253444+0.00163146j -0.00647297-0.0119582j 0.0374405-0.0256608j -0.0385887-0.0369343j -0.0320865-0.0122241j 0.0607818-0.00273602j 0.0746757+0.0489833j -0.0110494+0.0218624j -0.0284019-0.0341959j -0.0468276+0.0389867j -0.0134119-0.00974114j -0.0147074+0.00387255j 0.0106492-0.0101983j -0.000582324+0.000119677j -0.0032876-0.00166157j 0.00100937-0.00236424j 0.00362258-0.00248006j 
0.00764755-0.0119871j -0.00519765+0.00603613j -0.00455603+0.00748148j -0.00845636+0.00387085j 0.00814077-0.00912112j 0.000868822-0.00676338j -0.00229422-0.000629126j -0.00438524+0.013865j -0.00387826+0.021261j -0.0065077-0.00310306j -0.0241643+0.0131042j 0.0168619-0.0288897j -0.011698-0.00228358j -0.018304+0.0223893j -0.0235062+0.0046633j 0.0205164-0.010979j 0.125007-0.0558011j -0.407939+0.163715j 0.144354-0.145958j 0.0268385+0.0373705j -0.141495-0.166359j -0.0439411-0.381103j 0.0312101-0.108183j 0.0174307-0.0286172j 0.016629-0.0473453j 0.000496596+0.00508088j -0.00923377-0.00346425j -0.00115622-0.00366376j 0.0132668-0.0185534j -0.0095706+0.0155373j 0.00619915-0.0224882j -0.00145423-0.00475907j -0.00430192+0.00424662j 0.000448898-0.00910962j -0.00214068-0.00538698j 0.00296464+0.0020976j 0.0025993+0.00290423j -0.00147373+0.000297629j 0.00210834+0.0133743j 0.00831701+0.0120843j -0.00426967-0.00584363j -0.000305306+0.00380826j -0.00178735-0.0112041j 0.00686262+0.00514474j 0.00167097-0.00694632j -0.00436544-0.00271284j -0.00492626+0.00360588j 0.0233641+0.015157j 0.0058834+0.0132618j -0.0345971-0.0124039j -0.012658+0.0109247j -0.0134554+0.013291j -0.0593749-0.0251964j 0.0100472-0.0169933j 0.024793+0.0318122j 0.00814204-0.00337582j 0.0295389+0.00463923j -0.0368524-0.033624j 0.0277033+0.00826498j -0.0194643+0.0266859j -0.0309568+0.0487826j -0.0145784-0.0167931j 0.00122004-0.00741157j -0.00682983+0.00282003j 0.0129031-0.00527092j -0.00747342+0.00235401j 0.000823697-0.00164739j 0.00279342-0.000890413j -0.000614798+0.00141927j 
0.000113238+0.00293876j -0.00562638+0.00628388j 0.0037978-0.0109306j 0.00294643-0.00787381j -0.00383211+0.00549929j 0.00019714+0.00260775j 0.018508-0.0245312j -9.42931e-07-0.00325999j 0.0170803-0.0247062j 0.0172524-0.0275141j -0.00707973+0.0179293j -0.0117774+0.00270653j 0.0291657-0.040616j 0.00447575+0.0123444j 0.0362124-0.0129869j 0.13477-0.0558312j 0.439076-0.222686j -0.0467693-0.0679155j 0.0369221-0.131361j 0.118166+0.22171j 0.117424+0.214559j -0.0102637+0.172141j 0.0191516-0.003174j 0.0165706-0.0757237j 0.0049082+0.01076j -0.0146222+0.0157904j 0.00913623-0.0166731j -0.00185728+0.00233986j 0.00999865-0.00123882j 0.000499972-0.0164983j 0.00859347-0.00525206j 0.00214538+0.0160574j 0.000946854-0.0127999j 0.00159677+0.00920817j -0.00361911-0.00119764j -0.00222082-0.0156421j 0.000501973-0.0135025j 0.00115811+0.010016j -0.00403146-0.0113752j 0.00498964+0.0070672j 0.0056771+0.00837433j -0.00247732-0.00358401j 0.00267155+0.0136511j 0.00651988-0.00256328j 0.021243+0.0228357j 0.0113648+0.0147709j 0.00758509+0.00250184j 0.028634+0.0286335j 0.0179555+0.00758309j -0.037203-0.0139179j -0.0154764+0.0028951j 0.0326271+0.00684005j 0.0287082+0.0236683j 0.0581555+0.072034j 0.0457152-0.0396598j 0.0490574+0.0220305j 0.0188987+0.0281988j -0.0282344+0.0032196j 0.016768+0.0125138j 0.00979051-0.0264331j 0.00015656+0.0119335j -0.00809732+0.0214154j -0.00811673-0.00140453j -0.00123887-0.000161167j 0.00988554-0.00283848j -0.00167067+0.00120449j -0.00168974+0.00308506j 0.00301458-0.000890212j -0.00215152+0.000719537j 
0.00207144+0.00133587j 0.0064794-0.00108671j 0.00261082-0.00544683j -0.00239531-0.00464442j -0.0033233+0.00456605j 0.00332697-0.00783842j -0.00104439-7.7277e-05j 0.000659912+0.000269519j -0.00377645+0.0106916j 0.00016174+0.00712489j 0.013928-0.010285j -0.0127261+0.0155881j 0.000907133+0.0288542j 0.0180824-0.00120168j 0.0440874-0.00683784j -0.0145652+0.00861963j -0.284192+0.16773j -0.0664012+0.0292567j 0.078657+0.012995j 0.11707+0.480783j 0.00703373+0.281384j 0.0217826-0.108661j 0.00175084+0.0191087j -0.0149684-0.00460906j -0.000786908+0.0176874j 0.00473863-0.0050716j -0.00777349-0.0132107j -0.00743402-0.010203j -0.00346893-0.00881133j -0.00984088-0.00965037j -0.00724483-0.00580114j 0.00282846+0.0166162j -0.000250323-0.0104672j -0.00126498+0.00875027j 0.00179298+0.00942952j -0.00358241-0.00441075j -0.000296261+0.00038842j -0.000333362-0.00492449j 0.000112814-0.00330962j -0.00614053-0.0083367j 0.000256347-0.00461814j -0.000208063-0.00400408j 0.000575132+0.0096717j -0.00281301-0.00169621j -0.00537945-0.00834629j 0.00370782+0.00655831j -0.00321697+0.00580591j -0.0176015-0.00136366j -0.00295939-0.016311j 0.0166978+0.00737156j -0.00149022+0.0214435j -0.0181239-0.0048225j -0.0266996-0.0127925j -0.0579071+0.0216658j -0.0105706-0.0729363j -0.00889242-0.0187034j -0.00630609+0.00724999j -0.0183112+0.0260541j -0.0382348+0.0428566j -0.000548667-0.0252313j -0.0308852+0.0514125j -0.00460749+0.0102961j 0.0114186-0.00961564j 0.016245-0.0144091j 0.00311337-0.00475132j -0.00615321+0.0030549j 0.0109384-0.00185869j -0.00632126-0.000129899j 0.000823568+0.00138873j 
-0.00446365+0.00543803j 0.00340641+0.000565785j -0.000835935-0.0117365j 0.000701161-0.00160333j -0.00488421+0.00635202j 0.00245542+0.00292399j -0.00236787-0.00117107j -0.00106852-0.0147488j -0.0113952-0.023391j 0.0027906+0.000862147j 0.00524472+5.34777e-05j 0.00897813+0.0127655j 0.012292-0.00600613j 0.0333523-0.0100618j 0.0703782-0.0177996j -0.136038+0.0476363j 0.0934944-0.0515696j 0.193425-0.1676j 0.139484+0.124785j 0.0933297+0.30387j -0.108463-0.453579j 0.0510027+0.00726682j 0.00541874+0.026728j 0.0142912-0.0125846j 0.00148374+0.0119356j -0.00231511-0.00619477j 0.0114159+0.00819167j -0.00329237-0.0156728j -0.0048488+2.15496e-05j 0.00431816-0.00780774j -0.00297349+0.00668532j 0.00146318+0.0144169j 0.00640689+0.00125162j -0.000979493+0.00758755j 0.00278278+0.00241714j 0.00118656+0.00968145j -0.00116811+0.00263941j -0.00400087-0.00510492j -0.00167778+0.00916296j -0.00161918+0.00963655j -0.00263027-0.0096935j -0.001015-0.00591774j 0.00728502+0.00667543j -0.00283019-0.0143117j 0.00229446-0.00641513j 0.00131149+0.0207054j 0.0091667+0.0243138j -0.00656723-0.00449685j 0.0199851+0.0120303j 0.0114044+0.00534081j -0.000933961+0.0451936j -0.00145768+0.014372j 0.0292799+0.046566j 0.026791-0.0112231j 0.00486639-0.0274642j 0.0126592-0.0471688j 0.0202797-0.027559j 0.0198249-0.0197814j -0.0427143+0.0389508j -0.0311231+0.0624945j 0.0128724+0.0137545j -0.00154171+0.0197089j -0.0106637+0.010384j 0.000223947+0.00266477j -0.00824736-0.000161475j 0.0012138-0.00178282j -0.0087193+0.00155796j -0.00474293-0.00229431j -0.0019649+0.000465276j 
0.00396333-0.00807677j 0.00304212-0.00596532j -0.00822601+0.00652419j -0.00136321-0.00729393j -0.00843001+0.0212893j -0.00195516+0.00426247j -0.00430269-0.00787701j -0.0216537+0.019218j -0.00513024-0.0123009j 0.009006-0.0188349j 0.00157721+0.000664672j 0.009995+0.0205422j -0.0251033+0.0155809j -0.0101714+0.0254214j 0.0922497-0.0422605j 0.444283-0.267474j -0.173536+0.0201729j 0.067466-0.114402j -0.158704-0.256329j 0.0282779+0.0444042j -0.0720311-0.170207j 0.0199855-0.0122908j 0.00422215-0.0141337j -0.0177163+0.0157272j -0.00123517+0.0131484j -0.0117932+0.0295718j 0.00734707+0.0113398j -0.0123846+0.0197556j -0.00247905-0.00665245j -0.00223256+0.0249024j -0.00332884+0.00112029j 0.00296951-0.00631336j 0.00144872-0.00860676j 0.00104697+0.0143014j 0.00189867-0.00716711j 0.00111939+0.00376719j -0.00301534-0.0202192j -0.00499569+0.00854454j 0.00245853+0.00704899j 0.00189294+0.00657303j 0.00285602-0.000823448j 3.74147e-05-0.00812292j -0.0111991-0.00934328j 0.00235094-0.00849535j -0.00705166-0.00575311j 0.0187577+0.0277305j -0.0140134-0.00895545j -0.00551576+0.0338124j -0.0189543+0.0146362j -0.00126111+0.010915j -0.0314022-0.0115995j 0.0506952+0.0268566j 0.0150219+0.0135293j -0.0351131-0.0288302j -0.039145-0.0351564j 0.0635181+0.0399201j -0.00522237+0.0141801j 0.0173083-0.0473909j -0.00457711-0.0263507j -0.0114141+0.0211251j 0.00437474+0.00982533j -0.0100332+0.0121494j -0.00292699+0.00461416j 0.00599725+0.00609129j -0.00713097+0.00167526j 0.00444459-0.000641234j -0.00866951+0.00234311j -0.00186459+0.0013121j -0.00338505+0.00185366j 
0.00570539+0.00425417j 0.000725462+0.00295788j 0.00622032-0.000312184j 0.00331439-0.0053014j 0.00206391+0.000651838j -0.00463514+0.00418213j 0.00635181-0.0160824j 0.0056533+0.0144206j 0.00865856+0.00846541j 0.012412-0.0306238j -0.0121662+0.00302674j -0.0270391+0.0124931j 0.0110422-0.0133806j -0.0237433+0.0462925j 0.0531428-0.002506j 0.24328-0.200249j -0.0358201-0.0908887j -0.177497-0.0748391j 0.142957+0.532226j -0.0404782-0.0445708j 0.0471494-0.00522704j -0.0196837+0.00636573j -0.00730824+0.0189167j 0.00374306-0.00118398j -0.000963243+0.00861967j -0.00628045+0.00422616j -0.00806031-0.0224381j -0.00743933-0.00977899j 0.0107336+0.00658771j -0.0133671-0.0256338j 0.00351784-0.00374587j -0.000204916-0.000195132j -0.00351212-0.00285004j 0.00121376-0.000471665j -0.00337769-0.0112069j -0.000689141-0.00651249j 0.00255062-0.0050407j 0.000784279-0.00597011j -0.00498426-0.0117842j 0.00615961+0.00450779j 0.00441712+0.0213401j 0.000380959+0.00761363j -0.00139156-0.0103658j 0.00174951-0.00103297j 0.00672669+0.0165305j 0.0187868-0.00342192j -0.0105824-0.0104057j 0.0138292-0.0234468j -0.00598361-0.0383308j -0.0209806-0.0173465j -0.018064-0.00477176j 0.0207303+0.0498993j -0.0241777+0.0336193j -0.0233717+0.0242859j -0.0202522+0.0246686j 0.0283596+0.0175269j 0.0185365-0.0236511j -0.0541252+0.062668j -0.000608037+0.0334025j 0.0125138-0.00491084j -0.0020051+0.000714863j 0.00688881-0.0118563j 0.0162534-0.00921051j 0.00765671-0.00324365j 0.00192909+0.00117608j -0.00404891+0.00239808j 0.00796232+0.00141054j -0.00161045-0.0014844j -0.00353979+0.000310861j 
-0.000236124+0.00819623j 0.00183443-0.00845909j 0.00452708+0.000444628j -0.00255593-0.00147197j -0.00963657+0.00586961j 0.0008646-0.00242965j 0.000395184-0.000215777j -0.00931658-0.00519507j -0.00746674+0.0133647j 0.0191527-0.00599585j 0.0463538-0.0247183j -0.0224796-0.00277838j -0.00335129-0.0116716j 0.0294772-0.0434228j 0.122981-0.079674j -0.136271+0.0712748j -0.0101169+0.0736299j -0.266976-0.553865j -0.0892935-0.0588872j 0.0505639-0.101296j -0.024304+0.0538401j 0.0176832-0.0482474j -0.00830886+0.0037861j -0.00569602+0.0115383j -0.00597333+0.0245433j 0.00678585-0.00340152j -2.9848e-05-0.00524122j 0.00019853+0.0105591j -0.00310329+0.023318j -0.000631936-0.0115806j 0.00146794+0.0228922j 0.000452377-0.00246078j -0.00434797-0.0158853j 0.00388213+0.0200175j 0.0010964+0.00487973j -0.00150146-0.00721541j -0.00108502-0.0122401j -0.000181058+0.00413336j -0.00223217-0.0150678j -0.00496997-0.0170674j 0.000977078+0.00849273j -0.000183542-0.00221622j 0.00837096+0.00379793j -0.00619555-0.00965922j -0.00454336-0.00126709j 0.00583953+0.00220455j 0.0132243+0.014806j -0.0240487-0.0289334j 0.00796723+0.0108657j -0.0178275+0.0605813j -0.0112084+0.000901637j -0.0158842+0.0142926j -0.0184726+0.0737797j -0.010607+0.00957823j 0.021111-0.017875j -0.0358422+0.0224227j 0.00661048-0.00502015j -0.000471866+0.0379583j 0.0354387-0.0537748j -9.9843e-06-0.0133984j -0.0246974+0.0226232j -0.0190342+0.00664038j 0.0083583-0.0077456j -0.00647449+0.00295971j 0.0112695-0.00646598j -0.00346548+0.00316877j 0.0104255-0.000454538j 0.0002843+0.00126942j -0.000763233-0.00255471j 
-0.0017766+0.00429765j 0.00114255+0.00532957j 0.00567203-0.00483413j 0.00252696-0.00385463j 0.00265988-0.00492429j -0.00464606+0.0017468j 0.0107445-0.0043099j 0.0105733-0.0063062j 0.0104093+0.00742307j 0.00685439+0.0148281j -0.00472142-0.00538268j 0.00283486+0.00461137j 0.0455436+0.0193855j 0.0291414+0.00211239j -0.0789767+0.120978j 0.0513265+0.236174j -0.294695-0.529433j -0.0110214-0.0734916j 0.0203108-0.0703969j 0.0101909+5.31833e-05j 0.0398144-0.0154009j 0.00685767-0.00725791j 0.00472187+0.0185271j -0.00379052-0.0180516j -0.00325024-0.00621884j 0.0023672-0.00060292j -0.00579058-0.0135856j 0.000639531-0.0127846j -0.00120679-0.00848367j -0.00515053-0.0222241j -0.00297353-0.0114449j 0.00128199+0.0106886j -0.000737682-0.00175577j -0.000941443-0.00606895j -0.00380206-0.00224359j -0.00322263-0.0118781j 0.000316262+0.00516871j 0.0014844+0.00687246j -0.00282228-0.00486934j 0.000503344+0.00253686j -0.000449946+0.00121287j -0.0035731+0.00708313j 0.00430303+0.0124777j 0.00223377+0.012749j 0.00685481+0.0186353j -0.00419079-0.0273548j 0.000995043+0.0175069j -0.000444456+0.0412474j -0.0180135+0.0251099j 0.0164654-0.0209666j 0.0127664+0.0188425j -0.0119622-0.00267016j -0.0274127+0.0253599j -0.0590311+0.0898997j -0.0193867+0.0502435j -0.00746931+0.00321742j -0.0122969+0.0152016j -0.00497304+0.00451222j -0.0206028+0.0152549j 0.0105375-0.00673638j -0.0142221+0.0163549j 0.00647931-0.00209127j 0.00398009-0.00643356j 0.0175423-0.00805568j 0.000597632+0.000317582j -0.000549399+0.00139369j 0.00935374-0.00105288j -0.00265412-0.000251614j 0.00377361+0.00120008j 
0.000501822+0.0015905j -0.00697048+0.00763198j -0.00374141+0.000615331j -0.000206941-0.00152256j -0.000622439-0.00691614j 0.000338893+0.0148682j 0.00181832-0.000853693j 0.00145156-0.0107738j -0.0059946-0.00559999j -0.00241759+0.0240755j 0.0115177+0.0257656j 0.00397526-0.0667687j -0.00200934-0.0100747j -0.0145281+0.0769516j -0.398539+0.371263j 0.212629+0.163925j 0.0845728+0.204636j -0.0103842-0.170045j -0.0230385+0.0335173j 0.0132359+0.0547263j -0.0122099-0.0315853j -0.00623518+0.00754084j -0.000215308-0.00550131j 0.0114198-0.00614025j 0.00796409-0.00461322j -0.00443237-0.0100601j 0.0108325-0.00654267j 0.00850388-0.0204236j 0.00589692+0.00455735j -4.56037e-05-0.0111809j 0.0107577-0.00280912j 0.00156128-0.00157266j -0.000628848+0.00197551j 0.00245176-0.00253253j 0.000722908-0.00200825j 0.00266148+0.00275229j -0.00120632+0.0157136j 0.00385112+0.00560733j 0.00245581+0.00566006j -0.00340225-0.0118003j -0.00428129-0.0137965j 0.00514699+0.00736072j -0.000361797-0.00971506j 0.00668389+0.0191167j -0.000665046-0.00365683j -0.032332-0.0539665j -0.0222434-0.0211611j 0.0428898+0.0113758j -0.0412656-0.0318605j 0.018195+0.0594052j 0.0331384+0.0592593j 0.00430797-0.0324394j -0.0263761-0.0246298j 0.0128206-0.0170901j 0.0255385-0.00767087j 0.0348368-0.0336891j -0.00321054-0.0227271j -0.00659341+0.0150031j 0.00405007-0.00735097j -0.00790898+0.00440325j 0.00657714+7.94033e-05j -0.0151086+0.00602801j -0.00359819-0.000536812j -0.00773025+0.00195485j 0.00281624-0.00220935j -0.000343636-0.000442708j -0.00501763+0.00069708j 0.00213091-0.00307072j -0.00124074-0.00168534j 
0.00216032+0.00382607j 0.00405232-0.00636359j 2.87095e-06-0.00222526j -0.00166996+0.0023017j -0.000365424+0.00872386j 0.000402745+0.00251015j -0.00289579-0.00793444j -0.00229978+0.0129949j -0.00300152-0.00900543j -0.00631859-0.0289533j 0.0253441-0.0134959j -0.00297459+0.0274824j 0.0125485-0.0383355j 0.0341972-0.00234183j 0.139723-0.271302j 0.307097+0.499572j 0.0536232+0.108309j -0.00617163+0.0799408j -0.0155176+0.0566873j 0.000191352-0.0221744j -0.00371367-0.00571373j 0.00164261-0.0165258j -0.00727992+0.00189002j 0.0010799+0.00610397j -0.0020175+0.00729369j -0.00348919-0.0126592j 0.00180342+0.00841788j -0.00824834-0.00341473j 0.00103858+0.0123173j -0.00236111-0.00342981j -0.000456899+0.0180212j -0.000946108+0.001927j 0.00215663+0.00784243j -0.000815062-0.00124081j 0.000135479+0.00778229j 4.94299e-05+0.00368841j -0.000873826-0.00281897j 0.00215108-0.00802636j -0.00161089-0.00427158j -0.00117477-0.00144712j 0.000228272-0.00324139j -0.00471665-0.00728594j 0.00691458+0.00747764j -0.00546258-0.0284818j 0.000418385+0.000624148j 0.0209368+0.00992453j -0.00240771+0.0352031j -0.00342112-0.0628856j -0.000855618+0.039962j -0.0218609-0.000969532j -0.0252338+0.000211109j 0.0388952-0.042056j 0.0191344+0.00469787j 0.00242921-0.0147366j -0.0232348+0.0104467j 0.051803-0.0671677j 0.0163624-0.00729178j -0.0100878+0.0171445j -8.07194e-05+0.00415439j -0.00532227+0.00458428j 0.00823542-0.0131642j -0.000671755-0.00012169j 0.00173557+0.000227423j 0.00122576+0.00180541j -0.00400026+0.00248558j -0.00135683-0.00151651j -0.00660481+0.000968406j -0.00295456-0.00149038j -0.00588127-0.000688819j 
-0.00476355+0.00970058j 0.00518814-0.00407971j 0.0107658-0.0154511j 0.00186771+0.00130326j -0.00311286+0.00710035j -0.00267322-0.000156712j 0.00468985-0.0108811j 0.0126857-0.0168197j 0.0100856-0.0263422j 0.0182876-0.0290569j 0.025009-0.105039j -0.0246952+0.0529189j 0.075391-0.183843j 0.296129-0.473903j 0.124148+0.248212j 0.0679437-0.0343248j 0.00325861+0.0468904j -0.0274445+0.0660599j 0.0284994-0.00667762j 0.0285983-0.0461315j 0.0101034-0.0144784j 0.00722955-0.0258186j -0.0100377+0.017849j 0.00852588-0.0147393j -0.0102721+0.0186813j 0.00712357-0.0185049j -0.000495953-0.00458193j -0.00292179-0.00896116j -0.00417872+0.00632549j 0.00279686-0.014594j -0.00567269+0.016443j -0.00151425+0.0165321j 0.00325717+0.00208974j -0.000622042+0.00279784j -0.00238675+0.00292666j -0.00184938-0.00346585j 0.000840417-0.00192681j 0.00205893-0.00275515j -0.0074238-0.0236987j -9.93242e-05-0.0106068j 0.00229213-0.0205391j -0.00780033-0.0066829j 0.0379044+0.0933176j -0.0192529-0.0223942j 0.00356559+0.00982428j 0.0207817-0.000910285j 0.0372275+0.0541425j -0.0227718-0.0101708j -0.00305613-0.0366727j -0.0214842-0.00209536j -0.00547643+0.0458848j -0.00421415-0.0299274j 0.025497-0.00235497j -0.000357884-0.00460588j -0.0103739+0.0202406j 0.00722293-0.0102115j 0.00931789-0.00525723j 0.00031321+0.00571708j -0.00196218+0.00197135j -0.00428275-0.000636326j -0.00210161-0.0032218j 0.00730559-0.00412109j 0.00029443-0.000598788j 0.00249626-0.00024489j -0.00180492+0.00195529j -0.000940204-0.00176085j 0.00199663-0.000473145j -0.00334172-0.00127177j -0.000961372-0.000515489j 
