-0.00278688+0.0090429j -0.00219785-0.00748848j -0.0014035-0.000120909j 0.000867765+0.00797066j 0.000422796-0.00509787j -0.000976487-0.00283779j -0.00174605+0.00411669j 0.000864931+0.0045781j -0.000167983+0.00199411j 0.00128238+0.00249956j 0.0011967-0.000491013j -0.000452143+0.00404048j 0.000598284+0.00325098j 0.000676428+0.00458616j 0.000286838+0.000242708j -0.000756405-0.0015895j -1.91272e-05+0.00119655j -0.000990945+0.00204899j -7.47926e-05+0.00117775j 0.000425822-0.000331742j 4.20948e-05+0.00368789j 0.000167372-0.000180666j 0.000154987-0.00115912j -0.000488638-0.00149851j -0.000404413-0.000888004j -5.51966e-05+0.002682j -0.000233984-0.00191142j -0.000237688-0.00102732j -0.000519205+0.00186648j -0.000157687-0.000424283j 0.000583005+0.000839052j -4.70432e-05+0.00231839j 0.000156056-0.00154222j 0.00012055+0.00120175j 0.00074862-0.000259961j -0.000293749-0.00108847j -1.53656e-05-0.00197612j 0.00012636-0.000953085j 0.000721522+0.000941156j -0.000679225+0.00293366j 0.000107446+0.000846535j 0.000966607+0.000222871j -0.000691389+0.00245958j 0.00056363+0.00118366j -0.000275043-0.00195222j -7.25564e-05+0.00125235j -0.000411261+0.00129667j -0.000210624-0.000199869j 0.000215727+0.000584695j 0.000448392+0.0019154j 0.000403745-0.00219122j 0.00140172+0.00107547j -0.0015494-0.00176674j -0.000475963+0.0007235j 0.00150373-0.00401069j 0.00117432-0.00279385j 0.00203612+0.00337981j -0.00234818+0.00094671j -0.000939464-0.00721874j 0.00239607-0.00256751j 0.00140065-0.0047072j 0.00197147-0.00340301j 0.00745007+0.00319478j 0.00166669+0.0184856j -0.0197678+0.00787616j -0.0194067-0.0220646j -0.0600022+0.0141828j -0.0215002-0.0351228j 0.0156204-0.043458j 0.227047-0.0101654j 
0.0039438+0.00327173j -0.00472943+0.00385525j -0.00599061-0.00320091j -0.00513603+0.00781839j -0.00534154+0.00243254j 0.00119712-0.00535551j -1.25446e-05+0.00335669j 0.00783614-0.00257365j 0.00029234-0.000994799j 0.00195814-0.00445276j 0.00480672+0.00169935j 0.00408292+0.000531864j 0.00752877+0.0011161j 0.010492-5.95188e-05j 0.000252061-0.00306724j -0.0013014-0.00732942j -0.00266367+0.000487279j 0.00929935-0.00143838j -0.0084158+0.00703031j 0.00181587+0.000736647j -0.00681065-0.00473249j 0.000160678+0.00178408j -0.000363046+0.00363878j -0.0128734+0.00175463j -0.00388072+0.00277659j 0.00499894-0.00231197j 0.00117734-4.96026e-05j -0.00304774-0.00122752j 0.00313491-0.00073884j -0.00609509+0.00173962j 0.000857841-0.00415096j -0.00161001-0.00263495j -0.0130494+3.38891e-05j -0.00218419+0.00337109j 0.000543218+0.00394345j -0.01245+0.00164877j 0.0122562+0.000651256j -0.00773647-0.0032135j -0.00117567-0.000590003j -0.00555843+0.000264932j -0.00150148-0.00124268j -0.0212535+0.00898129j 0.00273893+0.00668372j 0.0179586-0.00681441j -0.036729+0.00803232j -0.0248641+0.00068135j 0.0537743-0.00516589j 0.00536642+0.00693748j -0.0194142-0.0043792j 0.00286773+0.00340513j 0.00733728-0.00834104j 0.022271-0.00718851j -0.0273742-0.00668466j 0.0489296+0.0049295j -0.0288213+0.00952174j -0.0466363+0.00601189j 0.188442+0.0035558j -0.0244615-0.00119074j -0.0405864+0.00218474j 0.00548809+0.00575581j -0.00790084-0.00523902j -0.00412816-0.00405875j 0.0174032-0.00568627j -0.00562186-0.00354715j 0.00633182-0.00137098j -0.0117832-0.0036135j 0.00241684+0.00444129j -0.00639842-0.00107107j -0.00314899-0.000609355j -0.000408571+0.0015704j 
0.00335057-0.000656056j 5.47392e-05+0.00266862j -0.000156598-0.00276116j -0.00440386+0.000944965j 0.000306621+0.000935567j 0.000192611-0.00253775j 0.00502844-0.00370602j -0.00827329-0.00329887j -0.00369112-0.00343011j -0.00190067-0.00187167j -0.00396648-0.00521133j 0.000387572+0.000845153j -0.00231133-0.00110981j -5.5083e-05+0.00266167j -0.00719556-0.000129512j -0.00619948-0.000962986j 0.00119943-0.000267337j 0.00852807-0.00640777j -0.00489128+0.00449856j 0.00261785+0.00562506j -0.00723124-0.00126324j -0.00710737+3.1284e-08j 0.00611594+0.000956348j -0.00291282+0.00460868j -0.00354325+0.00284535j 0.00749636+0.000190807j 0.00808779-0.00222032j 0.00159442-0.000319642j 0.0103037+0.000970022j 0.0111661+0.00139451j 0.0101846-0.00243578j -0.0222294+0.00711677j -0.0131593+0.0033511j -0.00811117-0.0039489j -0.001559+0.0166808j -0.00723034+0.000447927j 0.00753344-0.00915113j 0.0164895-0.00420807j 0.0189171-0.00258362j -0.0136763-0.00277481j -0.0102143+0.00212695j 0.0421569-0.00581032j -0.0516221+0.00431787j 0.0336768-0.00686681j -0.00324437+0.00043796j -0.0194146+0.00634789j 0.0139341+0.000481726j 0.00749919-0.0104264j 0.0575255+0.000593469j 0.0221075+0.00332825j -0.0309899+2.58497e-05j 0.0736994+0.00298755j -0.00313929-0.00806965j -0.0621175-0.008311j 0.0027896-0.00330309j 0.17403+0.0137382j 0.0351216-0.00987926j -0.0161209-0.00376586j 0.00597498+0.00356097j 0.0189231-0.00372283j 0.0100111+0.0011354j -0.0120589-0.00260149j -0.00252056-0.00028939j 0.00286582-0.00104264j -0.00142668-0.00349142j -0.00547111-0.000200481j -0.00396591+0.00154985j -0.0027491-0.00216319j 0.000865126+0.00189364j 0.00312528+0.00047388j 
-0.00181029-0.000722996j 0.00138929-0.00172995j 0.00269405-0.00181162j -0.0013325-0.0031325j 0.00115452-0.00517616j 0.010391-0.000326951j 0.000917666+0.00194687j -0.00698987-0.00231926j -0.00749995-0.00508507j 0.00083123-0.00197365j -0.00172266-0.00362681j -0.00233804+0.000233651j -0.00165933-0.000791367j -0.0102359+0.00530018j -0.00121057-0.00368676j -0.000374403+0.00167431j -0.00061427-0.00111514j 0.00200716+0.00196625j -0.00174684-0.00408114j -0.00182458+0.00300167j 0.00480241+0.00333694j 0.00176387-0.000107359j -9.85742e-05-0.00246669j 0.017371+0.000270391j 0.00129427-0.000804155j -0.00796232+0.00382985j 0.00633356-0.00326272j -0.0112871+0.00188809j 0.00336334+0.00966753j 0.000327502-0.00127362j -0.000458779+0.00158014j 9.80835e-06+0.00308474j 0.0013493+0.00410542j -0.0115108+0.00652781j -0.00409873-0.00283872j -0.0184471+0.00011641j -0.00199195-0.0098693j 0.0332456-0.00792259j 0.0180937-0.0031589j 0.0131633-0.0102872j -0.0162423+0.000933287j -0.0685168+0.00770402j 0.00713963-0.000740253j -0.0194239+0.00382763j 0.00789298+0.00382531j 0.0335427-0.00479489j 0.00343797-0.00279128j -0.00695432-0.00426621j 0.0282153-0.00275488j -0.0156105+0.00214615j -0.0350733-0.00886509j 0.0261217+0.00158389j 0.143179+0.00347702j 0.0848121-0.00167671j -0.108174-0.0140692j 0.0725108+0.00707893j -0.0145178+0.00315401j 0.00900677+0.00214405j 0.00595406+0.000872815j 0.0143625-0.00175928j -0.000534395+0.00436674j -0.000122798+0.000964825j -0.0117669+0.000135186j 0.000110526+0.00680661j 0.0110304+0.00342981j 0.00833282-0.00068705j -0.00639691-0.00135785j 0.000696699-0.00230112j 0.00120014-0.000155229j -0.000538049-0.000796235j 
0.00496458+0.000691133j -0.00182173+0.00432255j 0.00206504+0.00143424j 0.00121244+0.000315646j 0.000264951+0.00271214j 0.0003959-0.000558409j 0.00331807-0.000335675j 0.00119787-0.00200013j 0.000629978-0.000906907j 0.00157872-0.00272254j 0.00208627+0.00243917j 0.0077414-0.000994571j 0.00189645-0.0020322j -0.000256126-0.0010487j -0.00549551-0.000767437j 0.00111716+0.0030119j -0.00319892+0.00202044j -2.27157e-05-0.00053148j -0.00807149+0.00792184j -0.00197618+0.00119175j -0.0157135-0.000620805j -0.00233282+0.000356902j 0.0087005-0.00152263j -0.00896879+0.00152307j -0.00169267+8.00159e-05j 0.00445273-0.000697976j -0.00369321-0.00225079j -0.00172422-0.00198025j 0.0021443+0.00252541j 0.00692374-0.000541225j -0.00310429+0.00429325j -0.00966153+0.000938133j -0.00236885+0.00704195j -0.00734914-0.00257022j -0.00690999-0.00197272j 0.0106686+0.00566623j -0.00698373+0.00329598j -0.0167353+0.000349866j 0.0234102-0.00450529j -0.0183062-0.000120008j 0.00146191+0.00480978j 0.0301054-0.00398067j -0.00228015-0.00178077j 0.0120168-0.00381091j 0.000517366-0.00976253j 0.0542037-0.00215568j -0.000888945-0.00374949j -0.0834927-0.00553319j 0.0364474+0.00242339j -0.0104185-0.00654702j 0.0286723+0.00698428j 0.0381518-0.0049873j -0.00150314+0.00100864j 0.0844369-0.000567568j 0.115587+0.00316421j 0.0644218+0.00677916j 0.010538-0.00480713j -0.0057509-0.00162534j -0.00574628+0.00271051j 0.00476378+0.00224173j -0.00634982+0.0015155j 0.0049189+0.00102851j 0.00276094+8.71826e-05j -0.00095746-0.00119707j -0.00486129-2.55855e-05j -0.000686785-0.000247357j 3.06777e-05+0.00124723j -0.00128258-0.000659043j -0.00227251+0.00113762j 0.00243141+0.00173225j 
-0.00836021+0.00385559j -0.00396934-0.00694585j 0.0018479+0.00141101j 0.00651595-0.00440291j -0.00274612+0.00042983j -0.00302723-0.00602027j 0.00995131-0.00237695j -0.00582721-0.00100297j 0.00314872+0.00139287j -0.00749808+0.00494827j -0.00753529-0.00144576j 0.00470134-0.0020812j -0.0107073-0.00301668j -0.00674167+0.00131687j -0.00159553+0.00512314j -0.00762623-0.000799963j 0.0102168+0.0018933j 0.00438268-0.00569856j 0.010142-0.00601569j 0.000439452+0.00100484j 0.00781134+4.39816e-05j -0.0175506+0.00252832j 0.0048376-0.00140136j 0.0134459+0.00041602j -0.00212625-0.000610543j 0.00314089+0.000499956j 0.00536951+0.000672896j 0.00403767-0.00209971j -0.00289138-0.00653713j 0.000401785+0.000631787j 0.000244357+0.00169385j -0.00837343+0.00197836j -0.0202134+0.00362468j 0.00870571-0.00216087j 0.00426739+0.00393642j 0.0219047-0.00717355j 0.00236994-0.00160442j -0.0177904+0.00301117j -0.0384629+0.00743864j 0.00222549+0.00399374j -0.000271301+0.00483034j -0.00584563+0.000954627j -0.0331228+0.00324995j 0.0243101-0.0027721j -0.0202689+0.00124516j 0.0834644+0.00631865j -0.110784+0.00025606j 0.0758652+0.0045862j 0.161205+0.00639032j 0.030121+0.00082001j -0.0121181+0.00419856j -0.0287762+0.00333762j -0.108027-0.0107985j 0.0136829-0.00175419j -0.0499748+0.000150714j -0.00480505-0.00449285j -0.0289491+0.00417495j 0.0171653-0.00722802j -0.0176239-0.00444268j 0.0169564+0.000519905j 0.0148411+0.00653966j 0.0101235+0.00191456j -0.00541802+0.00851013j 0.0211296+0.000525305j -0.00562096-0.00694963j -0.00568544-0.00124256j -0.00513572-0.00435401j 0.00638013-0.00110555j -0.00131843-0.00136453j -0.00245646+0.000254337j 
0.00154067+0.00138717j -0.00232228+0.00130481j 0.00324311+0.000582691j 0.00162651-0.00238746j -0.00158968+0.000114247j 0.00456116-0.00180874j 0.00170499+0.00144653j -0.000827951-0.000451841j 0.000607888-0.000453943j -0.00402552+0.00107944j 0.00131536+0.000803818j 0.00272609-0.00564343j -0.00802706-0.00174929j -0.0155708-0.000793471j 0.00733003-0.00490897j -0.00663815+0.00259362j -0.000206521+0.000582844j 0.00707596+0.000381086j 0.00184612-0.00566955j -0.000880292-0.00127539j 0.000195247+0.001542j -0.000821812+0.000159361j 0.00650864-0.000610805j 0.023192+0.00320668j 0.0224374-0.00315437j 0.00103774+0.00108687j -0.00218161+0.00426941j -0.0151772+0.00328631j -0.0137788+0.00271856j -0.00656129+0.00360016j 0.009533+0.00528104j -0.0101322-0.000847638j -0.0289236+0.00672345j -0.0173656+0.00485162j -0.00576562-0.00856272j -0.00645763+0.00171191j -0.0285544-0.00141619j -0.0348254+0.00385983j 0.0021877-0.00091063j -0.0418861+0.00161322j 8.27501e-05-0.000533809j -0.0378938-0.00105495j -0.00296818+0.00477146j -0.00986058-0.00110063j 0.0280633-0.00347751j 0.00820385+0.00110229j -0.0394579-0.00374876j 0.0461119+0.00594618j 0.023644-0.00191636j 0.0747381-0.00106202j 0.0315818-0.00860287j 0.153443+0.0127866j 0.0173149-0.00112972j 0.0240981-0.0044509j 0.000680043+0.00560302j -0.0227877+0.00410855j -0.00801178+0.00406284j 0.00388366+0.00219266j 0.00961765-0.00313344j 0.00302313-0.000766717j 0.0127191+0.00651603j 0.0121872-0.000886117j 0.00239086+0.00259471j 0.00673666+0.000681812j 0.0014565+0.000212683j -0.000733265-0.00081722j -0.00532721-0.000806934j 0.00171218-0.00172362j -0.000950158+0.000447855j 0.00089922+0.00080502j 
-0.00403389+0.000701199j -0.000480546-0.00348679j 0.000216869-0.00303306j -0.0024453-0.0016682j 0.00302611-0.00187008j 0.00155662-0.00015913j 0.00187062-0.00150695j -0.00673756-0.000849986j -0.00415689-0.00445964j 0.00643708-0.00261714j -0.00206851+0.00223095j 0.0090262+0.00103157j -0.00594151-0.00442549j -0.00088993+0.000996633j -0.00325641+0.00424039j 0.00563052+0.0014175j 0.00606194-0.00133297j -0.00226236-0.00368952j -0.0032931+0.00388977j 0.0017038+0.00833325j -0.000742524+0.00133652j -0.0187502-0.000191693j 0.000330731-0.00325598j -0.00840383-2.6775e-05j -0.0207017+0.00166142j 0.00369866+0.00323656j 0.000874674-0.000122667j 0.0178511-0.000390699j 0.00794357+0.000331681j 0.0189589-0.00625342j -0.0081757+1.80213e-05j -0.0198269+0.010617j 0.00710603+0.00156354j -0.00367271+0.000221945j -0.0164952-0.0274942j -0.0191053-0.00763375j -0.0039504-0.000310552j 0.00612847-0.00184106j -0.046626+0.00241132j -0.0816848+0.00502466j -0.0200898-0.00270873j 0.0150024-4.67859e-07j -0.0109204-0.000492286j 0.0804298+0.00295257j 0.0588783+0.00280249j 0.0736908+0.000117497j 0.0490029+0.00285713j 0.112793+0.0146477j 0.0727421+0.00304723j 0.0107871+0.0123568j 0.0757872+0.00504548j -0.0655318-0.00516206j 0.0416396-0.0020626j -0.0189948-0.00272559j -0.00535044-0.00415506j 0.0250214-0.00124675j -0.00341722+0.000831055j -0.0196341-0.00343079j -0.00917978+0.00589813j 0.00497563+0.00372074j -0.0124809+0.000987643j 0.00307543+0.00337412j -0.00261525+0.00343914j 0.00661136-0.000169136j -0.00261872-0.00228075j 0.00033216-0.000201968j -0.00289325-0.00108597j 0.00145186-0.00111027j 0.00111943+0.000506109j 0.00022463-0.000378023j 
-0.000802498+0.00477203j -0.0061199-6.01158e-05j -0.00283978-0.00058029j 0.000887312+0.00323835j 0.00247362-0.0023078j 0.00487206-0.00338174j 0.000452733-0.00191594j -0.0044576-0.00105141j -0.00396277-0.00417733j 0.0056687-0.00233162j -0.00592866-0.000449258j -0.00181988+0.00574441j 0.00473799-0.000283662j 0.00351434-0.00136405j -1.40306e-05-0.00296647j -0.00965942+0.000553644j -0.00662661-0.00276171j -0.006679-0.00336985j -0.0118591+0.000539943j -0.00662987+0.0036656j 0.0113156-0.00506335j 0.00281983-0.00258433j 0.00668828+0.000207077j -0.00835283-0.0044005j -0.00856684+0.00412044j 0.0192807+0.00699619j -0.00290355-0.00296305j 0.0131226-0.000336628j 0.012525-0.00437802j 0.00451056+0.00336899j -0.0131701+0.00141011j 0.00208812+0.00135708j 0.00755292+0.00717121j 0.0189127-0.00225079j -0.0297298-0.0474392j 0.0307605-0.00221553j -0.0379884+0.00131337j -0.0143029-9.22046e-05j 0.0236614-0.00558178j 0.00397859+0.00365431j 0.0560379+0.00218038j 0.00254248+0.00151377j 0.0336461+0.00539357j 0.000580691+0.00393435j -0.0511448-0.00227354j 0.0670541+0.00565335j 0.0547862-0.00620091j -0.0481147-0.0012944j 0.0162149-0.00492017j 0.135777+0.00558363j -0.00676199+0.00871905j -0.0285947+0.00251537j 0.00307009-0.00344562j 0.00313296+0.00305255j -0.00544941+0.000517244j 0.000401251-0.00181446j 0.003663-0.00101008j -0.0108662-0.000482845j -0.000668529+0.00567109j 0.00811186+0.0014285j -0.0137611-0.00177731j -0.00234996+0.00332386j -0.00565904-0.000193154j 0.00286262+0.00131861j -0.0043275-0.000697236j 0.000888968+0.000656789j -0.00169582-3.61639e-05j -0.000415911-0.001754j -0.00274578-0.00129256j -0.00176941+0.000859674j 
-0.00165654-0.00166594j 0.00285254-0.00152894j -0.00100963+0.000113495j -0.000183795+0.000152183j 0.00318494-0.00175143j -0.0020698+0.00118212j 0.000207196-0.00359441j -0.00503855+0.000191553j -3.22037e-05-0.00183495j 0.00423708+0.000850482j 0.00160511+0.000158081j -0.000900176-0.000462836j -0.00289613+0.000879302j -0.0137369+0.00179458j -0.00123924-0.00213339j 0.00400703+0.00714453j -0.00215017-0.00163526j -0.0083356+0.00121729j -0.0084669+0.00300993j 0.00179997+0.00372311j -0.0101885+0.00318585j -0.00801477-0.00113652j 0.00788348-0.00653663j 0.00305642-0.000127957j -0.0161017-0.00323379j -0.0052289+0.00130515j -0.0040277-0.00118154j 0.00034165-0.00316789j 0.00494603+0.00287235j 0.0192507-0.0073138j -0.0216051+0.00753832j 0.0149834+0.00642276j 0.0183391-0.00655735j 0.00134041-0.000566962j 0.0121487+0.0244514j -0.00838466+0.00572152j 0.0278417-0.00143095j 0.0267305+0.00171013j 0.0451573+0.0026157j -0.00253788+7.78318e-05j 0.138605-0.000418024j -0.0201213+0.000157591j -0.0465881-0.00299572j 0.116607-0.00254921j 0.0605151-0.00144601j 0.0901128+0.007575j -0.036218-0.00347503j 0.013935+0.00619526j 0.0237759-0.00403216j -0.0397289-0.00769249j -0.0497805+0.00244042j 0.00291889-0.00177914j 0.0515509+0.00302638j -0.0132579+0.00335695j 0.0321204-0.00817015j 0.00120193+0.00365016j -0.0137911-0.0033366j 0.00672278-0.00125845j 0.00508306+0.00126239j -0.000210244+0.000888003j -0.00321992+0.001084j -0.00228717+0.00225915j -0.00417261+0.000769711j -0.000980696+0.000271452j -0.00160343-0.000561699j 0.0017071+0.00159988j -0.000684628-0.000404169j -0.00111015-0.0004425j 0.00223757+0.000708481j 0.00074588-0.0010773j 
-0.00437582-0.00156214j 0.00275435-0.00392605j 0.00177378-0.00266418j -0.00314009-0.0030028j -0.00127015-0.000738548j 0.00159783+0.00225926j -0.00151729+0.00490595j 0.00485077+0.000649646j 0.00397144+0.000269217j 0.0016578+0.00204314j 0.000599301+0.00515277j 0.00927641-0.00206753j -0.00377706-0.00343283j 0.00274634+0.000348054j 0.00415439+0.00153846j 0.0105468-0.000302961j 0.00332866-0.000994542j -0.0014928+0.000485193j 0.00660351+0.00548677j -0.0021736-0.0039499j -0.0230792+0.00573842j -0.00478463+0.00222905j 0.00313178-0.00117867j 0.0137133+0.00116978j -0.000390557-0.00073442j -0.00561512+0.00249743j -0.00403555-0.00900742j -0.000713685-0.00541164j 0.0132354-0.00112758j 0.00524273-0.000423613j -0.0159208+0.00258796j 0.033614-0.000619379j 0.00160911+0.00352613j -0.11179+0.0096665j -0.0190149-0.0343678j 0.00524466-0.00261624j 0.024396+0.00103334j -0.0255011+0.0020487j -0.0756913-0.000780384j 0.0031994+0.000856847j 0.0230103-0.00351215j -0.0849235-0.00131309j 0.00939468-0.00249247j -0.0218871+0.0063392j 0.0497341-0.00597545j 0.0167598-0.00416632j 0.0761673+0.00575815j 0.0113774+0.00579109j 0.0334751+0.00300068j -0.0368795+0.00280986j -0.00871149-0.00293327j 0.00248222-0.00317039j 0.000625494+0.0049584j 0.00730473-0.00327187j 0.00264895-0.00133412j -0.00109416+0.000782011j -0.00633916+0.00194542j 0.00171174-0.000564562j -0.0124123-0.00410104j -0.0125606+0.00276322j -0.00114816-0.00122118j 0.00491708+0.000307536j 0.00514106+0.00180809j 0.000104296-0.000419033j 0.00558447+0.00145901j 0.000761994-0.00152499j -0.000539816-0.00127389j 0.00184595+0.000271962j 0.0018294-0.000219686j -0.000942418-0.00103066j 
-0.00384665+0.000362497j 0.000433133-0.00289825j -0.00482529+0.000906701j 0.000766912+0.00294076j -0.00275832-0.000929852j -0.00234922-0.0017439j -0.00174775+0.000290303j 0.00333245+0.00173678j 0.00178432+0.00162787j 0.000908627+0.00164398j -0.00188455-6.81739e-05j -0.00278547+0.00285609j 0.00532435+0.00107918j 0.00677572+0.00228132j -0.00334823+0.00335534j 0.00523867+0.000131351j 0.00287896-0.000122078j -0.0111995+0.000606036j 0.0103849-0.000195117j -0.00287535-0.00410265j 0.00156381+0.0024071j 0.0114053-0.00172476j -0.00681854+0.00257408j -0.00422034-0.00809465j -0.00548873-0.00112376j 0.0128211-0.00131203j -0.0110771-0.000890577j 0.0118589-0.00508716j 0.00242609-0.0056993j -0.0109741-0.000624387j -0.0621068+0.00136952j 0.0668326-0.00773795j -0.0165359+0.00305245j 0.00427688-0.0004754j -0.00439685-0.0025297j -0.00544922-0.00625932j 0.0178864-0.00257611j -0.0077814-0.00133291j 0.0410094-0.00353199j 0.121874-0.000106943j -0.0141307+0.0011816j 0.0267621+0.000587839j 0.128572+0.00353294j -0.00655567+0.000441332j -0.0158482-0.000645032j 0.0147044+0.00683191j 0.0302783+0.00417602j 0.0177134+0.00254359j 0.00615418-0.00565415j -0.0231237-0.0011297j -0.0157903+0.00150513j -0.0230116-0.00365862j -0.0117888+0.00119959j -0.0105066+0.00315742j -0.00164835-0.00013393j -0.0142557-0.0047475j -0.00449761-0.000733472j 0.00890233-0.00024645j -0.00837192-0.00219373j -0.00723814+0.00116659j -0.00390681-0.00352856j -0.00341252+0.00163477j -0.00161256-0.000924388j -0.000929605+0.000836068j 0.000986717+0.000292219j -3.64214e-05+0.000491095j 0.00357677-0.000154632j -0.000762995+0.000862006j 9.67079e-05-0.00175258j -0.00287464-0.000916321j 
9.37693e-06+0.000282031j -0.000441686-3.1202e-06j 0.00230775-0.00216815j -0.00302392-0.0013767j 0.000810828+4.05448e-05j 0.0037276+0.000671146j 0.00133581+0.00247361j 0.000612009-0.000559453j 0.00229247+0.000156192j -0.00408038+0.00137682j 0.000581973+0.000699677j 0.000331446-0.00185491j -0.00111938-0.00179177j 0.00667705+0.00103522j 0.00595242-0.00250076j 0.00529813-0.000826405j -0.0102907-0.0044954j -0.00146532-0.0031863j -0.0136938+0.00482496j 0.0121128-0.00188876j -0.0176009+0.00241627j -0.010642-0.00307803j 0.0106969+0.00332931j 0.00062188+0.00370406j -0.00163942+0.00640027j 0.016102+0.00594838j 0.0545632-0.00691814j 0.0309412-0.00968043j -0.00391367+0.00127197j 0.0105917-0.00094457j 0.0270731-0.00356316j 0.023608-0.00396734j -0.0811871+0.00215321j -0.0575674+0.00198365j 0.0233989+0.0520181j -0.0031492+1.61469e-05j -0.0503506-7.99957e-05j 0.0399529+0.00378365j 0.0326341+0.00178885j 0.0112655+0.00382454j 0.00125599+0.00340428j 0.00727442+0.00410877j -0.0585685-0.00774295j -0.0457666-0.0041834j -0.0349685-0.00290595j -8.02495e-05-0.0010611j 0.0309517-8.43456e-05j 0.00144982-0.0024827j 0.0240943+0.000777531j -0.00532255+0.00104331j -0.00933048-0.00121115j 0.0134512+0.000741093j 0.0107976-0.000452202j 0.00439239+0.000348337j 0.00300045+0.000290283j 0.00105845+0.00402803j 0.00753861-0.00120068j -0.00338569+0.000970756j 0.00208416-0.00157663j -0.00582837-0.00177034j 0.00558067+4.10924e-05j 0.00134645-0.0021067j 0.00195193+0.000575798j 0.00145628-0.000522507j 0.00102298+0.000482246j 0.000125989-0.00100879j -0.00168837-0.000489479j 0.000955453-0.000653919j 0.000187722+0.000207212j 0.000260744+2.2146e-05j 
0.00167922-0.00191488j 0.00240867+0.00141573j -0.0051048-0.000867716j -0.00434566+0.00405102j -0.00287926+0.000505141j -0.00436966-0.00214373j -0.000606079-0.00277651j -0.00329949+0.00104217j -0.00234318+0.000447908j -0.0015238-0.00073652j -0.000345933-0.00418427j -0.00623485+0.0018838j 0.000203603+0.00289021j -0.002697+0.00083258j -0.000685684-0.000590717j -0.00405511+0.000609772j -0.00483576+0.000832212j 0.00536645+0.00273679j -0.000416371-0.00255973j -0.0135517+0.00191837j 0.00196392+4.9171e-05j 0.0128585+0.000196693j -0.0171103-0.00426247j -0.006025+0.00232544j 0.00674487-0.00125684j -0.0495788+0.0087293j -0.0501218-0.00146994j 0.0325534+0.0063806j 0.00120788-0.00748015j 0.0108114-0.0014128j 0.0842053+2.39336e-05j 0.00540407-0.000731404j -0.00120239-0.00263005j 0.0155943-0.00601375j -0.00779966-0.0304803j -0.150551-0.000379026j 0.000767858-0.00472554j -0.0160445+0.00372146j 0.00578736+0.000844533j 0.0894619+7.19107e-05j -0.0102314-0.000941478j 0.0011888+0.00577602j -0.0287299+0.00667291j 0.0509005-0.000787945j 0.0530911+0.00941072j -0.00937918+0.00123042j 0.00362741+0.00251905j -0.0173534+0.00449407j -0.0192231-0.000614485j -0.00363983-0.00201559j 0.0117973+0.00183779j -0.00359152+0.000684198j -0.00507561+0.00429833j -0.00926447+5.73333e-05j -0.00215552-0.000759798j 0.00126824-0.00151484j 0.000579148-0.00072951j -0.00149708+0.00127793j 0.00688061+0.00105942j -0.00105794-0.000664273j 0.00103947-0.000734369j -0.00432102-0.00156497j -0.00136148-0.00287706j -0.0026747+0.000398435j 0.00358018-0.000915673j -0.00179755+0.000257714j 0.00211921+0.00229028j -0.00437634-0.000120907j 0.00159941+0.000550853j 0.000789677-0.000685727j 
-0.00315186+0.00138523j -0.0017939-0.00252586j -0.00172561-0.00252522j -0.00348573+0.000595638j -0.0109473+0.00357638j -0.00161499-0.00616263j 0.00661955+0.0058149j 0.00849104-0.000673271j 0.00683684+0.00116444j -0.00346584+0.000537923j 0.000626784+0.00347475j 0.0174274-0.000693839j 0.0043727-0.00371377j 0.0143686+0.00136727j -0.00665987-0.000158563j 0.00425888-0.00889532j 0.00372194+0.0056553j 0.0318228-0.00357935j -0.000378262+0.00561776j -9.85218e-05+0.00295136j -0.0178417-0.00158847j -0.00713124+0.00354202j -0.000753974+0.000502432j -0.0267361+0.00248327j -0.00819633+0.00352012j 0.0130178-0.00471147j -0.0644059+0.00262789j -0.0195556+0.00485862j 0.0446834-0.00453269j 0.000859686-0.00257521j 0.0166235-0.00167539j -0.0958545+0.00557221j -0.101385+0.0020536j -0.0120495+0.00104035j 0.00413884+0.0118654j 0.0179927+0.000727204j -0.0189126-0.00165588j -0.0713692-0.00177739j -0.100586-0.00521669j 0.0191672-0.000814716j 0.000350538-0.000932832j 0.0435367+0.00898782j 0.0171449+0.00480164j 0.064121+0.00528902j -0.0172037-0.00738334j 0.00807485+0.00287422j 0.0395584+0.00452984j -0.000838822-0.00114183j 0.0144929+0.0048272j -0.0167311+0.00290497j -0.000413259+0.000675448j 0.00524626-0.00553272j -0.0332351-0.00161107j 0.00820786-0.00489299j 0.00113657+0.00667448j 0.0069735+0.00403465j 0.01586+0.00217417j -0.00295116-0.0042501j -0.0203119-0.00153407j -0.0047787+0.00277852j 0.00305157-0.00194297j 0.00582008-0.001664j 0.00671314+0.00156767j 0.00683288-0.000310746j 0.00517473-0.00303048j -0.00770995-0.00418332j 0.00131907+0.000901184j -0.000974239-0.000377229j -0.00139398-0.000914699j -0.00111948+0.000706629j 
