-0.00278688+0.0090429j -0.00219785-0.00748848j -0.0014035-0.000120909j 0.000867765+0.00797066j 0.000422796-0.00509787j -0.000976487-0.00283779j -0.00174605+0.00411669j 0.000864931+0.0045781j -0.000167983+0.00199411j 0.00128238+0.00249956j 0.0011967-0.000491013j -0.000452143+0.00404048j 0.000598284+0.00325098j 0.000676428+0.00458616j 0.000286838+0.000242708j -0.000756405-0.0015895j -1.91272e-05+0.00119655j -0.000990945+0.00204899j -7.47926e-05+0.00117775j 0.000425822-0.000331742j 4.20948e-05+0.00368789j 0.000167372-0.000180666j 0.000154987-0.00115912j -0.000488638-0.00149851j -0.000404413-0.000888004j -5.51966e-05+0.002682j -0.000233984-0.00191142j -0.000237688-0.00102732j -0.000519205+0.00186648j -0.000157687-0.000424283j 0.000583005+0.000839052j -4.70432e-05+0.00231839j 0.000156056-0.00154222j 0.00012055+0.00120175j 0.00074862-0.000259961j -0.000293749-0.00108847j -1.53656e-05-0.00197612j 0.00012636-0.000953085j 0.000721522+0.000941156j -0.000679225+0.00293366j 0.000107446+0.000846535j 0.000966607+0.000222871j -0.000691389+0.00245958j 0.00056363+0.00118366j -0.000275043-0.00195222j -7.25564e-05+0.00125235j -0.000411261+0.00129667j -0.000210624-0.000199869j 0.000215727+0.000584695j 0.000448392+0.0019154j 0.000403745-0.00219122j 0.00140172+0.00107547j -0.0015494-0.00176674j -0.000475963+0.0007235j 0.00150373-0.00401069j 0.00117432-0.00279385j 0.00203612+0.00337981j -0.00234818+0.00094671j -0.000939464-0.00721874j 0.00239607-0.00256751j 0.00140065-0.0047072j 0.00197147-0.00340301j 0.00745007+0.00319478j 0.00166669+0.0184856j -0.0197678+0.00787616j -0.0194067-0.0220646j -0.0600022+0.0141828j -0.0215002-0.0351228j 0.0156204-0.043458j 0.227047-0.0101654j 
0.00501279-0.00389926j 0.00125941+0.00696045j -0.00085947+0.00295376j 0.000855858+0.00315422j -0.00087262-0.00051468j 0.00260043+0.00422433j -0.000869913-0.00159594j 0.00159559+0.00474978j -0.0006175-0.000293141j -0.00229132-0.0135959j -0.00213127-0.00396244j 0.00274367+0.00579541j 0.00149182-0.00406004j 0.000951135+0.00122464j -0.00181472-0.00235308j 0.000216363+0.00821313j 0.000579917-0.00583663j 0.00213246-0.00411756j 0.00406349+0.0104353j 0.000168623+0.00768423j -0.00149939-0.0179882j -0.0037754-0.00146445j 0.00236557+0.00510771j 0.003364+0.00286302j 0.000730288+0.0136214j 0.00203457+0.00234586j 0.00312291+0.00831313j 0.00353251+0.00419097j 0.000197029-0.000390868j 0.00162743+0.00212372j -0.0060226-0.0109396j 0.000317268+0.00932573j -0.00401171-0.000891542j -0.00419188-0.0231845j -0.0272118+0.0184646j 0.00315125+0.00663466j 0.00288309+0.0152123j -0.0013377-0.00385657j -0.00657571+0.00574333j 0.00383677-0.0184408j 0.000119829-0.00469274j -0.0146638-0.017857j 0.00476994+0.0108424j -0.00800742-0.034006j 0.00596445+0.0270177j 0.0103421+0.00163098j -0.0112203+0.0366173j 0.00741367+0.00857918j 0.01718+0.0049465j -0.00492589+0.0256168j -0.0081546-0.0182589j -0.000300307-0.0259828j -0.00478858-0.0442172j 0.000693086+0.0450115j -0.02553+0.0317993j -0.00395207+0.0102054j -0.0170596-0.0239848j 0.0154964-0.00482053j -0.0240689+0.0538276j -0.0140157-0.00246838j 0.00908316-0.00501645j 0.00689231-0.00198441j 0.00564209-0.0121814j 0.00986781-0.00127445j -0.00237897+0.00579775j -0.000562768+4.90601e-05j -0.0126526+0.0068361j 0.000984099-0.00377381j -0.00624965-0.00301159j -0.012733+0.00139428j 
-0.0012584+0.00202644j -0.000698534-0.00159815j -0.00139802-0.000363724j -0.000424509+0.00294377j -0.000625474+0.000605559j -0.000274135-0.00346989j 0.000125169+0.00562651j 0.000866873-0.000887208j 0.000189452+0.00234796j 0.000498209+0.000165718j 0.00164555+0.00288762j -0.00132485+0.000444179j 0.000204341+0.00473598j -0.000943262+0.000578471j 2.39293e-05-0.00487135j -0.00160312-0.00981602j -0.000515579+0.00210531j -0.00163624+0.00564016j -0.00200443-0.00353573j 0.000207947-0.00565587j -0.000446432-0.0027805j 0.000340235+0.00479345j 0.000861163+0.00239794j 2.74707e-06-0.00437514j -0.00096632-0.00184152j -0.00251435-0.00430328j -0.000719851-0.000646944j -0.00126883-0.00629876j -0.00182103+0.000389132j -0.00106873-0.00129151j -0.0013292-0.00269311j -0.00247229-0.0159147j 0.00206295-0.00620836j 0.0052345+0.0271006j 0.0133583-0.00755223j -3.18415e-05+0.00592375j -0.000774869-0.00182949j 0.0012848-0.010414j 0.000671516-0.0012546j -0.00826574-0.00223807j 0.00302378+0.000739938j 0.0117471+0.0540145j -0.00896756-0.0194667j 0.00136644-0.0180136j 0.00429214+0.0573696j 0.00571881-0.0107507j -0.0059563+0.00222115j -0.00538042+0.068727j 0.00869166-0.0442099j -0.000535157+0.023539j 0.0103381-0.0726694j 0.00497379-0.013273j 0.00113056-0.00256057j -0.0141634+0.0431587j 0.00762372+0.019044j 0.0147396+0.00813253j -0.0147467+0.0176758j -0.00589656+0.00223607j 0.0072849-0.0168724j 0.00184541+0.00538912j -0.00103336-0.000429811j -0.00180037-0.00328851j -0.00145969-0.00137849j -1.75556e-05+0.000358899j -0.00304742+0.0033019j 0.00235+0.000114003j -0.000796891-0.00232921j -0.000840267+0.000182426j 0.0101164+0.00128697j 0.00353976-0.00264503j 
-0.00120222-0.00192525j 0.00219814-0.00261343j -0.000395256+0.0038913j 0.00082887+0.0017995j 0.000366028-0.0029329j -0.000588352+0.00820378j -0.00273883+0.0021636j 0.00134424+0.00739638j 0.00106697+0.00460974j 0.0028151+0.00283048j 0.000568877+0.00364283j 0.00174456+0.00970865j 0.000412947+0.00960613j -0.000988891-0.00187961j 0.00178122+0.00109223j 0.000267351+0.00356898j -0.000150082+0.000795792j 0.00357554+0.0152303j -0.00241934-0.00662899j -7.65559e-06-0.00911616j 0.00173966-0.000911567j -0.00631561-0.00518139j 0.00245821-0.00199835j -0.00266537-0.0178761j -0.00329503-0.00552374j 0.00118778-0.00235834j -0.000546721-0.000598848j -0.00380688-0.00494753j -0.000976834-0.00534279j 0.00107452-0.00699166j 0.00616674+0.000222897j -0.00980212-0.0180719j -0.0113719-0.021703j -0.0017042-0.00223663j 0.0173641-0.0103665j 0.00812685+0.0241261j -0.000176365+0.0348653j -0.00256938+0.0279287j -0.00479056+0.0043908j -0.0140887+0.0181395j -0.010396-0.00647908j -0.00114466-0.0169669j -0.0162624-0.0385277j 0.00717111+0.0369134j -0.000703318-0.0130564j 0.00622202-0.0077287j -0.0031137-0.00152335j 0.0125019+0.012765j 0.0177467-0.023532j 0.0119607-0.02273j 0.00322042+0.0440098j 0.0213241-0.011033j -0.00594236+0.0278244j -0.000614582+0.040872j -0.0105686-0.00203044j 0.0221551-0.0311442j 0.00654902-0.00535982j -0.00850748+0.0116106j -8.24276e-07-0.00685933j 0.00271845+0.00398977j 0.00623839-0.00872972j 0.00337379+0.00104342j 0.00503874-0.00564977j 0.00684652-0.00247599j -0.00243064+0.00349223j -0.00352516+0.00690446j -0.00813238-0.00159525j -0.00692619+0.00386657j 0.00476945+0.00302198j 0.0106448-0.00157156j 
-2.22447e-05+0.00222704j -0.00149991+0.000561805j -0.0016809-0.00183037j -0.000421637+0.00431991j -0.000694789+0.00744376j -0.00198191-0.00411634j 0.00144842+0.00406117j 0.0027627-4.71469e-05j 0.00198894+0.00760874j -0.000763837+0.00174958j 0.00153452+0.0110377j -0.00152044-0.0120677j -0.00200212-0.000758819j -0.00199958-0.00876582j 0.00123293+0.00899597j -0.00162777-0.0146243j -0.000182245+0.00148242j -0.00380996-0.00307439j -0.00105509+0.00434987j -0.00133196-0.0119692j 0.00139222+0.0017348j 0.000559099+0.00587125j 0.0019389+0.00903756j 0.00267005+0.00456285j -0.00172033+0.00443098j -0.00358861-0.00438279j 0.0022702+0.0154476j 0.00564402+0.01057j -0.00515798-0.0250906j -0.00103425+0.0117157j -0.00247279+0.00553066j 0.00531123-0.0135117j 0.00738184+0.000123691j 0.000730279-0.00134925j 0.0225709-0.0122393j -0.00249655-0.0333073j 0.00326502+0.0326222j 0.0179161+0.0234416j 0.0161021+0.00953788j -0.000833791+0.0373889j 0.005614-0.0394672j -0.00696862-0.0129879j -0.00159179+0.0233625j 0.00326169+0.0116012j 0.00596005-0.0158286j 0.0101891-0.0237758j -0.00453033+0.0232762j -0.0145562+0.0232204j 0.00581088+0.0557479j -0.000512456+0.0275326j -0.0174753-0.00997982j -0.00283034+0.0105838j 0.0249234+0.0196086j 0.00697303-0.0233438j -0.00237174+0.0558952j 0.0149781-0.0239277j -0.00501207+0.0114646j 0.0133561-0.00247912j 0.00789674-0.00641979j 0.00312241+0.00189915j -0.00350487-0.00278776j -0.00282753-0.00557202j -0.00967748+0.00531351j 0.00185412-0.00439527j 0.00167723-0.00206049j 0.00640867-0.0047045j -0.000173124+0.000980561j -0.000696291-0.00133088j 0.00274431-0.00079464j -0.00362099-0.000660505j 
-0.00166922+0.00404784j -0.00253629-0.0011479j 0.00119869+0.00532315j 0.0025205-0.00335874j 0.000852033+0.00411342j -0.0028043-0.00429527j -0.0012342-0.0066219j -0.0014378-0.00157009j -0.00120175+0.000763369j 0.000895311+0.00470881j 0.000562304+0.000617793j -0.00109773+0.00017212j -0.000452268-0.00605999j 0.00060857-0.00292199j 0.000860947+0.00701051j 0.00244936+0.00382233j -0.00112519+0.000745444j -0.00267216-0.0114025j -0.00121778-0.0052616j 0.00196804+0.00775868j -0.00465678-0.00632217j 0.00592683-0.00137373j -0.0043426-0.00142149j -0.00172444-0.000751483j 0.00364051-0.00162705j -0.00232345-0.00111885j 0.00122752+0.00339466j -0.00328077-0.00818222j -0.00174881-0.021234j -0.000997498-0.00296483j 0.00685734+0.00184919j 0.00664295+0.00783803j 0.00134502+0.00199894j -0.00991554-0.0195874j 0.00265972-0.00269796j -0.0064829-0.000100648j 0.00409514+0.0193853j 0.00949503+0.0184581j 0.00391961+0.014424j 0.00734345+0.0598127j -0.00605138+0.0375601j -0.00720671-0.0152646j 0.00237036-0.0006944j -0.00818464-0.0286787j 0.00430234-0.0167882j -0.0230313+0.0593232j 0.0154404+0.0127019j -0.0121777+0.0439924j -0.0228073-0.0218855j -0.00917825-0.00508592j -0.00483175+0.0564878j 0.00586573+0.0155203j 0.0148687-0.0301012j 0.00144716+0.00699984j -0.00861409+0.00693057j 0.00505633-0.000444821j 0.00349325-0.00418908j -0.00289852-0.00542594j 0.000396498+0.00348409j -0.0078287+0.00254375j -0.00370489+0.00794587j -0.00236535+0.00397403j -0.00142661+0.00546686j -0.00328556+0.0015132j 0.0102552-0.00600253j -0.0010096+0.00142931j 0.00540483-0.00404204j -0.00148675-2.11416e-05j 0.004627-0.00124971j -0.00320193-0.0011614j 
-0.00269305-0.000175388j 0.000865679-0.00438575j 0.00128918-0.00128592j -0.000718701-0.0033121j 0.00109428-0.0066523j -0.00029497+0.00218849j -0.000712585-0.0027352j -0.00276186+0.000981208j -0.00150972-0.00590945j 0.00146771+0.00259186j 0.000958476-0.00141905j 0.00125937+0.00230168j -0.00168995-0.00218573j 0.00066435+0.00430908j 0.00229216+0.00782163j -0.000975724+0.00580471j 0.000194025-0.00709095j 0.00210623+0.000868387j -0.00081972-0.0131137j 0.00120956+0.00982352j 0.000261649+0.0154593j -5.59347e-06-0.00811831j -0.000906103-0.00713967j -0.00432785-0.00724172j 0.000582648-0.010434j 0.00348333+0.0194878j 0.00086502-0.000918094j -0.0028675+0.00274013j 0.00267612+0.00655162j 0.000148353-0.0168237j 0.00764804-0.00556498j -0.00228094+0.0271549j -0.0101703-0.0233307j -0.0004223+0.0140897j -0.00113193+0.00640527j -0.00226021-0.0363209j -0.00170747+0.00256012j -0.00884766-0.0205994j 0.00531488+0.0378945j 0.00442221-0.0068285j 0.000196352-0.0302209j 0.0114451+0.00121915j 0.00271239-0.0090214j -0.00963653+0.0132238j -0.0133126+0.0597504j -0.0160115-0.0304207j 0.00211864+0.0340285j -0.024398+0.0510508j -0.00623246+0.00602487j -0.00152751+0.0335872j 0.000602797-0.00373064j 0.0122617+0.00138155j -0.00919884-0.00499893j 0.00163365-0.0017185j 0.0131738-0.0301548j 0.00422809-0.0242497j 0.00732728+0.00159169j 0.000759286+0.00180982j -0.00481365+0.0101342j -0.00317704+0.00174772j 0.00185952+0.00424328j -0.00154422+0.00935909j 0.00167004+0.00231739j -0.00322318-4.45544e-05j 0.00228049-0.00367615j -0.00462301+0.00331241j 0.00460124-0.00215586j -0.000805194+0.00403404j -0.004124+0.00295167j 0.0123904+0.00137208j 
0.000803872+5.68284e-05j -0.000518299+0.00130681j 0.00113629-0.00258666j -0.000576175-0.00290504j 0.000312942-0.0021622j 0.00214291+0.000774207j 0.000976706+0.00145795j -0.00036874-0.00469438j -0.001101-0.00738625j -0.000710091-0.00371621j 0.00168513+0.00467784j -0.000644053-0.00714116j -0.000448895-0.00425218j 0.00018504-0.00130493j -0.00381239-0.00788075j 0.00128912+0.00906115j -0.000164315+0.000178915j 0.000410001+0.00309143j 0.00496227+0.0095192j -0.000788256+0.00666224j 0.00244482+0.0126346j 0.00184361-0.00319305j -0.00370534-0.00953511j -0.000932916+0.00620954j 0.0028046-0.00352233j 0.00485175+0.0117345j -0.000421954-0.0126573j 0.00476612+0.00277016j 0.00285709+0.0205354j 0.000946051-0.00794498j 0.00254058+0.0443404j 0.00437907+0.0105675j 0.000701128+0.032534j 0.0110489+0.0193157j -0.0207258+0.0135844j -0.00232996+0.0372129j 0.00561745+0.0224722j -0.000986508+0.0333951j 8.85904e-05-0.0274957j 0.0158408+0.00633803j -0.00526821-0.00989062j 0.0109776-0.0204015j 0.00359579+0.0174515j -0.00915128+0.0463757j -0.00199417-0.0760601j -0.0105795-0.0293542j 0.00205497-0.0231689j -0.00172402+0.0374205j -0.00357457-0.00650833j -0.00159485-0.00938528j -0.00430786+0.000339178j -0.00880834+0.00916293j -0.0101285+0.0180227j -0.00505664-0.0106106j -0.0010053-0.00250538j -0.00340629+0.0155644j 0.00148825+0.00232683j 0.00172789+0.00114823j -0.00163858+0.00160836j -0.0010429+0.00364108j 0.000350968+0.0021472j -0.00270743+0.00360563j -0.00153155+0.00270132j -0.00159935+0.00135128j -0.00310665+0.00219932j -0.000440488-0.00255232j 0.00541153+0.000958856j 0.00267731-0.001473j -0.00430102-0.00154108j -0.00499162+0.00126359j 
0.00209599-0.00489988j 0.00223916+0.00220292j 0.00129307-0.00173088j -0.000176636-0.00190102j -0.00022584+0.00211344j 0.000374581+0.0046546j 0.00179287-0.000616964j 0.000894339-0.00025516j 0.00223656+0.00229286j -0.000903007-0.000127356j -0.00208146-0.000960595j 4.03349e-05-0.011959j -6.34499e-05+0.00370106j -0.00012426+0.00193076j -0.00142504-0.00274485j 0.00393763+0.00869933j 0.00184196+0.00141286j 0.00417024+0.0152382j 0.00136712+0.00851283j -0.0019976+0.000720964j 0.0077855+0.0141387j -0.00270444+0.00517386j -0.00293445-0.0185184j 0.00315382+0.0323372j -0.00293984-0.00823555j 0.0043111-0.019083j 0.000847166-0.00107356j 0.00316556-0.000281981j 0.0077667+0.0241525j 0.00455758-0.0168187j -0.00876831+0.00833414j 0.00569034+0.0102369j -0.00726526-0.0525651j 0.00821556+0.00303282j 0.0450441-0.0283103j 0.00935487+0.032118j -0.00915273+0.0149434j -0.00461951-0.0062884j -0.00536474+0.0570252j 0.00629104-0.0162681j -0.00641462-0.0170412j 0.00184634+0.029729j 0.0150797-0.0310244j -0.00291396-0.0360759j -0.0124897+0.0186315j 0.00748346-0.0111429j 0.00606302+0.00151056j -0.00167348+0.0224187j 0.00134098+0.00527023j 0.0130173-0.0355203j 0.00658189-0.0217756j -0.00439341-0.014484j -0.00463938+0.0165902j 0.000176978-0.00378557j -0.00179116-0.00435255j -0.00268372+0.0100638j 0.00143932-0.00116486j -0.00261871+0.0031773j 0.000294072-0.00271132j 0.00189623+0.000990239j -0.00316818-0.000674877j 0.000346797-0.00366155j -0.000616346+0.000859237j 0.00194317-0.00183263j -0.00403665-0.00149226j 0.0019512-0.00483447j -0.00188211+0.00519299j 0.00308228-0.000740869j -0.0163721-0.00203783j -0.00546839+0.00409095j 
-0.00107689+0.00151885j -0.000958178-0.000942859j -0.00213932-0.00268744j -0.00131039+0.00507264j -0.00082095+0.00503433j -0.00128172-0.00741634j 0.00196561+0.00397757j 0.00022895-0.00113891j -0.00120814-0.000936898j -0.000464034-0.0110216j 0.00140731+0.0134824j 0.00102325+0.00441941j -0.0035433-0.0123713j -0.0028285+0.00374846j 0.00097297+0.0174589j -0.00231327-0.00660208j 0.00262109+0.00818939j -0.00529735-0.00474504j 0.00684031+0.0460363j 0.00378854+0.0186412j -0.000516885-0.0166519j 0.00237536+0.00707764j -0.000339536-0.00571312j 0.0115829-0.0037597j 0.00200108+0.00407912j -0.00418233-0.0107099j 0.0091337-0.0133765j -0.00231329-0.0258654j -0.00991764-0.0118966j 0.00136428-0.0227317j 0.00152736-0.0242967j 0.00970766+0.0351878j 0.0085336+0.0100211j 0.00531337+0.00274213j -0.00180191+0.00155235j -0.0038667+0.00164152j -0.00680879-0.00311609j 0.00806691-0.0151013j 0.0101832-0.0203019j 0.00183753+0.021324j -0.00359285-0.0190945j -0.0100656+0.0177099j 0.00212142-0.0384201j -0.0148638-0.00696596j 0.00132701-0.0145348j -0.00597842+0.00695992j -0.0164282+0.00451279j -0.00151793+0.00563831j -0.00699165+0.00897179j 0.00162403+0.021928j -0.00458251+0.0184009j 0.0134325-0.0475473j 0.00503504+0.00356372j 0.00252059-0.00530946j -0.00422553+0.0031802j -0.00581076+0.0191578j -0.00552153-0.00127104j 0.0058649-0.0124326j 0.0073198+0.00130274j -0.0030364+0.0103087j 0.00320241-0.00914556j -0.00321804+0.00142265j -0.00480992+0.00190923j 0.00241295-0.00210958j 0.0019495-0.00130482j 0.00707885-0.00368001j -0.00466813+0.000380576j 0.0028331-0.00146298j 0.00256732-0.000265136j -0.000715338-0.000591944j 
-0.000577932+0.000822483j -0.000264227-0.000904343j 0.00159726+0.000351765j 0.000462779-0.00378302j 0.00023301+0.00215474j 0.000150547+0.00208635j 0.000667261+0.00554684j 0.00145934-0.00381661j 0.000762165+0.00534567j 0.000580828+0.0034425j 0.0021829+0.00509109j -0.00320787-0.010422j -0.000678541+0.000483941j 0.0014782-0.00194526j 0.000621841+0.00708762j -5.97681e-05-0.00187835j -0.000995533+0.00101179j -0.00259282-0.00359366j -0.0017732+0.00785057j -0.00276494-0.0154525j 0.0019718+0.00274345j 0.00393692+0.00444587j 0.00266555+0.0125705j -0.000432781+0.0108675j -0.00218016-0.00396364j -0.00424613-0.0230456j -0.00720152-0.0202445j -0.00682022-0.061612j 0.00855003+0.0425423j -0.00397598+0.0134316j 0.00341291-0.0210734j -0.00156211-0.0175261j 0.00466661+0.0171029j 0.00445717+0.0477891j -0.010653-0.00464952j -0.0153545-0.00335635j -0.00453323+0.0475309j 0.00374803-0.0180003j -8.40024e-05+0.0128964j 0.00115313+0.0165283j 0.00594309+0.0134521j 0.00959891-0.0466093j 0.00566395-0.0598135j 0.00925977-0.0185955j 0.00547052-0.0244426j 0.00415343-0.00432771j -0.00157583+0.0195639j 0.00485847-0.0142371j -0.00257645+0.00394815j 0.00514968-0.000730762j 0.00483992-0.0103358j -0.00161292-0.00637235j 0.00300984-0.00774585j -0.00240226+0.000436509j 0.00115643+0.000118948j -0.000689764+0.00770371j 0.000356208+0.000467376j 0.000251414+0.00149209j 0.00581203-0.00701769j -0.00108609+0.000897648j -0.00272958+0.00215628j 2.41997e-05-0.00201422j -0.00162577+0.0029375j 0.000884819+0.000161639j -8.85268e-05+0.00115312j 0.000668911+6.09439e-05j 0.0036352-0.00127595j -0.00458246+0.00088578j 0.0014814-0.000157968j -0.00107839-0.000458785j 
-0.00253417-0.00330516j 0.00305116-0.00519117j -0.000441412-0.0016106j -0.00120747+0.00188872j -0.000536766-0.000320784j -0.00260442+0.00134171j 0.00119891+0.00250601j -0.000824235+0.00439841j 0.00219659+0.00769855j 0.00271725+0.00742987j -0.000893593+0.00222085j 0.00195706+4.89943e-05j -0.00300989+0.00527699j -0.00203667+0.00476573j 0.00598809+0.0199804j -0.00163029+0.000444621j 0.00251889+0.00444731j 0.00239815+0.0160642j -0.00607478+0.00789851j -0.000780737-0.02059j 0.0069279+0.030925j -0.00536582+0.00727023j 0.00209525-0.00913715j -0.0010135-0.00871278j -0.0106345-0.0194957j 0.00766454+0.000595139j 0.00190278-0.0320152j -0.0132062-0.0230151j -0.00229956-0.0298106j 0.00273854-0.018211j 0.0099702+0.025603j -0.00736838-0.0398852j -0.00111259+0.0196355j 0.00714396+0.00398698j -0.0492518+0.0224847j 0.00515116-0.0435328j -0.00858936-0.00295772j -0.00318791+0.0487516j 0.00830614-0.0240447j -0.0143928-0.018342j -0.00518201-0.00434025j 0.00496961-0.0344268j -0.00865388+0.0216414j -0.00334828+0.000146843j -0.00296047-0.0242505j -0.00104377+0.00846847j -0.00479789+0.0319146j -0.00321295+0.0151926j -0.00201482+0.00723445j 0.00985183-0.00846625j 0.00191521+0.00105312j 0.00466743-0.0179531j 0.00164041+0.00755578j 0.00138451-0.00216895j 0.00172793+0.00133673j 0.00338235-0.00934898j 0.00293955-0.00406048j -0.00141478+0.00168592j 0.00559743-0.00602656j 0.00251398+0.00294878j -0.000279287-0.00328493j -2.56784e-05+0.0012482j -0.000863825-8.75276e-05j 0.00104409-0.00315183j -0.000890979-0.00559317j 0.00186177+0.000642847j -0.00531422+0.00124307j -0.00136476+0.005017j -0.0080645+0.0041221j 0.0161226+0.00238531j 
0.00119723+6.83043e-05j -0.00039731+0.00150954j -0.00147027-0.00710296j -0.00285046+0.00393743j 0.000456603-0.00149362j 0.00136754-0.000954406j 0.000952467+0.00317239j 0.000861098+0.00219409j 7.90955e-05+0.00060121j -0.00337317-0.00651016j -0.00193138-0.00641893j -0.000163917-0.00352976j 3.83155e-05+0.00152961j -0.00126448+0.00474999j -0.00270543-0.0153002j -0.00384635-0.00996589j 0.0013636-0.0185267j -0.00410978-0.0145891j 0.00453096+0.00545065j -0.00286806+0.00132379j 0.00311376+0.0022616j -0.00853933+0.00123693j 0.00685163+0.0340428j 0.00356379+0.0170327j -0.0116857+0.0221994j -0.000195741+0.0694153j -0.0106839-0.0474382j 0.00216153-0.0241208j -0.0112158-0.0242582j -0.00277226+0.00616509j -0.0149609+0.00153017j -0.00461179-0.031285j 0.00218514+0.0288365j 0.00481381-0.00961891j -0.034797+0.00951582j 0.00310179+0.0203225j 0.0105788-0.0169346j -0.00265264+0.0429955j -0.00508019+0.0217154j -0.0061113+0.043563j -0.00106214+0.0131218j -0.00159971+0.0165529j 0.00390191-0.003069j 0.000198668+0.0182993j 0.00597155-0.0143496j 0.00217538+0.00945026j -0.00254157-0.00308383j 0.00591986-0.00733084j 0.0040151+0.00271435j -0.00325738+0.0112883j -0.000154924-0.00766035j -0.00506699+0.00538634j -0.000771808+0.0020602j -0.000528387+0.000396195j -0.000701037+0.00817956j -0.00395862-0.00134204j -0.00374996-1.79461e-05j 0.00167248+0.00391079j -0.00456162+0.00530557j 0.00372034-0.00414551j -0.00129947-0.000126762j 0.000854499-0.00367474j -0.00167648-0.00153205j 0.000949971-0.00374357j -0.00350545+0.00125575j 0.00149201-0.00172344j -0.000907662+0.00149226j 0.00469105-0.000295728j -0.00268909+0.00163909j 0.00420181+0.00105144j 
-0.00233412+0.00341174j -0.00105724-0.00322537j -0.00251419-0.00322046j -0.00194696+0.00687854j 6.12551e-05+0.00406251j -0.00282894-0.007379j 0.000268529+0.00691602j 0.000852488+0.00308865j 2.76389e-05+0.0101122j -0.000165029-0.000795235j 0.00147857+0.00460192j -0.00266332-0.00697064j -0.00376261+0.00144903j -0.00492358+0.00165333j 0.00156432+0.00876713j -0.00773077-0.0432351j 0.000364483+0.00668457j -0.00993843-0.00379281j -0.0108915-0.0083121j 0.00542015-0.00807368j -0.00114577+0.0142665j -0.00445467+0.00750591j 0.0119205+0.031796j 0.0035699-0.0239074j -0.0132176+0.0134279j -0.0136424-0.0533291j -0.00651373-0.00619614j 0.00388758+0.0419284j -0.00893448+0.0189136j -0.00336897+0.015521j -0.00305675-0.00483786j 0.00262314+0.0494509j 0.0110218-0.0289702j -0.00475396+0.000748695j 0.0029583-0.00387306j 0.000644421-0.00583041j -0.00130647-0.0116502j 0.0129362-0.0356348j 0.00302734+0.0393635j -0.00706389-0.0226793j 0.00218136+0.0256896j -0.00522858+0.0134342j -0.00480015+0.00309992j 0.000820984+0.00353835j 0.00328836-0.0168788j 0.00227077+0.0135412j -0.00413562+0.00893186j 0.00239126-0.0139072j 0.00102438+0.0107647j 0.00113566+0.0069214j 0.000924685-0.0139852j -0.00118576-0.00724649j 0.0058363-0.000637712j -0.000113203-0.00305427j -0.000651764+0.0106894j 0.000955216-0.00267723j -0.00351354+0.00397372j 0.00171672+0.00112168j 0.00352229-0.00259058j 0.000859426+0.00272962j -0.0025289+0.00194623j -0.00130028-0.00335046j -0.00547471+0.00016845j 0.001329-0.00482753j 0.00176984-0.000432678j 0.00504174+0.000720174j -0.00346602-0.00332883j 0.000683734+0.00282034j 0.00917694+0.00528287j 0.0153768-0.00198059j 
-0.00243025+0.0038093j -0.00189716-0.00166371j 0.00174342+0.00833276j 0.0032907-0.00736507j -0.00257108+0.00509705j -0.000976245-0.0159031j 0.0017344+0.00592341j -0.00178014-0.0164939j -0.00167195+0.0029741j 0.00322853+0.00826596j 0.00536719+0.00311427j -0.00710765-0.00455396j 6.99642e-05-0.0124073j 0.00445647-0.00184984j -0.00243904-0.011961j 0.00179188-0.0161773j -0.00171178+0.0205099j -0.0153145-0.0157471j -0.0026818-0.00433813j 0.00372348+0.00129003j -0.00977134-0.00750583j 0.0288672+0.0171771j -0.0209065-0.0357536j -0.0134247+0.0076077j 0.0175498+0.0355616j -0.00248907+0.0147528j 0.00600682-0.0229638j -0.00601228+0.0201416j -0.00318034-0.00258509j 0.00028397+0.0115837j 0.00715617-0.0363268j 0.0129071-0.0320658j 0.0131467-0.0203166j -0.00121763+0.00405694j -0.0254173+0.00773544j -0.00896478+0.0276906j 0.00453854-0.00779635j 0.00758401-0.000414054j 0.0128313-0.00701586j 0.00277367-0.00981569j 0.00201533-0.00904314j -0.0016636+0.0224501j -0.000219326-0.000579365j -0.000886831+0.0058004j 0.00316659-0.00330086j -0.00131977-0.0140396j -0.000297888+0.017671j -0.00478071+0.00300344j -0.00864298+0.00480172j -0.00247717-0.00828327j -0.000769371+0.00814567j -0.00345935+0.0132294j 0.0059271-0.0103943j -0.00152167+0.00216007j 0.00237323-0.000951807j -0.00192283+0.0126608j 0.00304535+0.0011816j -0.00164083-0.00359913j 0.00683325-0.0128433j -0.0024825+0.00218319j -0.00399346+0.0103618j -0.0032361+0.000512031j 0.000665655+0.00284336j -0.00865606+0.0108943j 0.00121532+0.00232032j 0.00374223-0.00256607j 0.00859655-0.00471933j -0.0039334-0.00355178j 0.0164951-0.00469645j -0.0152265-0.00498737j 
