-0.00877603-0.00128106j -0.00601618-0.00902179j -0.00248599+0.000427249j 0.00425953+0.0108075j -0.00340328-0.00153957j 0.00050317-0.000968887j 0.00757447+0.0200327j -0.0034096-0.00436409j 0.00142679+0.00679647j -0.00578865-0.00848467j -0.00495172-0.0115965j -0.00136717-0.00487424j -0.00551321-0.00821832j -0.00110364-0.00300567j 0.000489328+0.0131569j 0.00207335+0.0166088j -0.00117375+0.0113411j -0.00465708-8.53015e-06j -0.000236623+0.00185573j 0.000838305-0.0117131j 0.00209073+0.0106231j 0.00176112-0.00527342j 0.00517637-0.0123056j -0.000820268-0.00960887j -0.00372033+0.00874127j -0.00369028+0.00917255j -3.66566e-05+0.0030699j 0.00229039-0.00421228j -0.0070259-0.0053632j 0.0151-0.0139269j -0.00899479-0.00923788j 0.00736021-0.0146772j 0.00068578+0.00292551j -0.00358095+0.00196022j -1.30379e-05-0.00315175j 0.00557171-0.00390212j -0.00852159+0.00531228j -0.00728677+0.000262124j -0.00994815+0.00539259j 0.00410624-0.00402257j -0.00469864+0.00216209j -0.00461905+0.00440203j 0.00951156-0.00241969j -0.00189836+0.00348834j 0.00553826-0.00176209j -0.0127545+0.00208006j 0.0016184+0.0012292j 0.0120145-0.00268085j -0.00398563+0.00200693j -0.000924578+0.00151254j -0.00589549+0.00164179j 0.00372+0.00377347j 0.00188417-0.00258479j -0.00070561-0.000954308j 0.0104981-0.00149496j -0.00298732+0.00108099j -0.0124977-0.00189266j 0.0125168+0.00197232j 0.00782957-0.00266584j 0.00414859+0.00254351j 0.00540866+0.00118627j -0.00629502+0.000433758j 0.00477228+0.0016313j 0.00774803+0.00330573j -0.00219613-0.00470512j -0.00998129-0.000372388j -0.00956429-0.00282962j 0.00462312+0.00207278j -0.000895364-0.00166363j 0.0082777+0.00260409j 0.00297061+0.00397022j -0.0165128-0.00140947j 
-0.00224777-0.000918268j 0.00126714+0.000422739j 0.00367079+0.00439855j -0.000487237+0.000466701j -0.0100586+0.011693j 0.00150531-0.00415678j -0.00853871+0.0127389j 0.00614382+0.00366438j 0.0027871+0.00648212j 0.00359992-0.0252261j -0.0091331+0.0156304j 0.00189272-0.0126028j -0.000838889+0.0128381j -0.000539188-0.0183605j -0.00281564-0.0056978j -0.00285291-0.00516381j -0.00322147-0.00244849j -0.000132995+0.0126352j -0.000661322-0.00424998j 0.00291178-0.00893012j -0.00107565+0.00489666j -0.00157584+0.00809089j -0.0036865+0.00372322j -0.00252872+0.0013189j 0.00200086-0.00415886j 0.000803241-0.000379556j 0.000499722+0.000394929j 0.00392735-0.00197733j 0.00593969+0.00235492j 0.00160873+0.00324089j -0.00506886-0.000366142j 0.00041162+0.00170339j -0.00181533+0.00363087j 0.00748291-0.00590947j -0.00995872+0.00244775j -0.00609142+0.00162107j -0.0120972+0.0041705j -0.00462031-0.00547526j -0.00479769-0.00145595j -0.00821917-0.00664891j -0.00135254-0.00431524j -0.0124627-0.00505703j -0.00099723+0.00402026j -0.00119556-0.00553876j 0.0124908+0.0110281j 0.00160257+0.0113911j -0.00297017+0.00768584j -0.0100875-0.00284105j 0.00381956-0.00203938j 0.0055652+0.00188564j 0.000350816-0.00366235j 0.000936781+0.00783011j -0.00289763-0.0108162j -0.00445984+0.0039511j -0.00311279-0.00023569j -0.00220783-0.00337365j 0.00470726-0.00206156j 0.00106987-0.00687308j -9.40309e-05-0.00194785j -0.00593096+5.31779e-05j 0.00412654-0.00248759j 0.00117941-0.00198985j -0.00175882+0.00154749j -0.000711419-0.0045675j -0.00527435-0.00380487j -0.00149302+0.00231413j -0.00118707+0.00112723j -0.0023196-0.000351271j 0.00175227+0.00338109j -0.00305655-0.00119722j 0.0011359+0.000920461j 0.000544427-1.08184e-05j 
0.00259855-0.000727992j 0.0024915+0.000228102j -0.00868706+0.00249092j -0.00539914-8.69728e-05j -0.00593388-0.00844467j 0.00321616+0.000936874j 0.00428726-0.00731444j -0.00283405+0.00261566j 0.0019821-0.014147j -0.000234749-0.00735165j -0.00195661+0.015515j -0.000183182+0.00123164j 0.0132749+0.00492873j -0.00243702-0.0103558j -0.00889548-0.00712277j -0.0053705+0.00591576j -0.00421831+0.00122401j 0.00088889+0.00414357j 2.11851e-05-0.00371078j -0.00671749-0.003857j 0.00297253+0.00837378j 0.00228197-0.00232457j -0.00640019-0.00872513j -0.0028776-0.00292946j 0.00243506-0.00112082j 0.00380796-0.00243659j -0.00336088+0.00226579j -0.00190554-0.00237388j -0.000236858-0.00289225j 0.00689298+0.00184911j 0.00075147-0.00372135j -7.02928e-05-0.000707454j 0.0126697-0.00328345j -0.00379128-0.00500958j -0.00360383-0.00360642j 0.00445185+0.00175122j -0.000179304-0.000342628j 0.00521245-0.0070953j -0.0017188+0.00534174j -0.00173977+0.00747834j 0.0068984+0.0109427j 0.000474898-0.00303024j 0.000373621+0.00878627j 0.00375214+0.0039259j 0.000971097-0.00263158j 0.00337233+0.00813202j -0.00248469-0.00121775j 0.00127967-0.00578087j -0.00622195+0.00415522j 0.00274081-0.00902845j -0.00187564+0.0129363j 0.000201657-0.000150008j -0.002989+0.00623029j 0.00125426+0.000946485j -0.00425801+0.00468722j -0.00380369+0.00600036j 0.0010414-0.0143086j 0.000187022-0.00146938j 0.00638996-0.000234273j 0.000708257+0.000415514j -0.00448477+0.000926684j 0.00107865+0.00251194j 0.00267804-0.00399436j -0.00278276-0.00286133j 0.00399763+0.00339791j -0.00165136+1.51238e-05j -9.67873e-05-0.00120427j 0.0036547-0.00343989j -0.0048046-0.0012047j 0.00379019+0.00339189j 0.0011632+0.000451244j 0.00326684+0.00114649j 
-0.00274987-0.00107529j 0.000412859-0.00192372j 0.0022415-0.010651j -0.00733771+0.00376932j 0.00511072-0.00881492j -0.00569689+0.0152547j 0.0125586+0.00801731j -0.00948469-0.019048j 0.00438362-0.013612j -0.00830838+0.00131419j -0.00744729+0.0204806j -0.00571569+0.0198082j -0.00156492+0.025353j -0.00309276-0.00754659j -0.00691588-0.00517906j -0.00740409+0.0069753j -0.00534769-0.00447792j 0.00436717-0.00437953j -0.00279436+0.0103739j -0.0010854+0.00311202j -0.00942729+0.00834066j 0.0023156+0.00816362j 0.00528546-0.00716857j 0.00154988-0.00498801j 0.00802514+0.00487585j 0.000524982+0.0085994j -0.00435757-0.00384097j 0.00093381+3.45015e-05j 0.00167434-0.000383315j -0.00379679+0.000538333j -0.000335012+0.00145951j 0.00312551+0.00264577j -0.00327672-0.000763907j -0.00558897+0.00998934j 0.0062756+8.83309e-07j 0.00803372+0.00828077j 0.000318575-0.000388586j -0.00394032-0.00127804j 0.000279571-0.00138912j 0.00182912+0.00300904j -0.00153445+0.00458316j -0.00361037+0.00567732j -0.00165868+0.000863173j 0.00181139+0.00418361j -0.00285258-0.00667332j -0.000118959-0.00137343j 0.00459518-0.000854428j -0.00233236+0.00224664j 0.00319917-0.00795427j 0.00180095+0.00424304j -0.00302981+0.00402619j 0.00842665+0.000170217j -0.00161922+2.80811e-06j 0.00922242+0.0022351j -0.00486667-0.000680188j -0.00433461-0.00423353j 0.000253988-0.000262345j -0.00499561-0.00202188j -0.00210869+0.00240979j 0.00249623+0.000797276j -0.0016022-0.00301883j -0.00179928+0.000445932j 0.00332169+0.00555242j 0.00299927+0.00182532j 0.000258197-0.00255347j 0.0013333-0.00390024j 0.000350234+0.00390803j 0.00244331+0.00536755j -0.0031532+0.000380459j -0.00152377+0.000302827j -0.000773165-0.00286623j 0.00220767+0.00097396j 
-0.00569979+0.00174021j -0.00448268+0.0010194j -0.0195523+0.0116277j -0.0016887+0.00965038j 0.0107817+0.0140714j 0.0115684-0.00509595j -0.000116963+0.0157093j 0.00774748-0.00436862j -0.0035709+0.0079012j -0.00972204-0.0263549j 0.00489845+0.00233839j -0.0105556-0.00823698j -0.00395926+0.00304897j -0.00137159+0.00146235j 0.00288836+0.00211237j -0.00396081-0.014051j 0.000924018+0.000995642j 0.00413689+0.00828799j 0.00250638+0.00678758j -0.000260961-0.0122113j -0.00358131-0.0110604j -0.00429849-0.00320637j 0.00286236+0.00464724j 0.00459638+0.00923168j -0.00303689-0.00146918j -0.00451002+0.00428075j 0.00550053+0.000658871j -0.00434092-0.00307212j -0.00407634+0.00334842j -0.00934333+0.00757453j 0.0058752+0.000893345j 0.00422846+0.00298867j 0.00978891-0.0074522j -0.00606201-0.00397874j 0.0109744-0.00052052j 0.00117211-0.00106824j 0.00249038-0.00388197j -0.00129771-0.00620661j 0.00364635+0.00462464j 0.00148201-0.00132672j 0.00428228-0.000163747j 0.00576355-0.0115726j 0.00203611-0.000640135j -0.000159024-0.00619214j -0.00270758+0.00248149j -0.00220788+0.000471923j -0.00537529-9.24351e-05j 0.00132743-0.0059409j 0.00697989+0.0101283j -0.00377139-0.000624156j 0.000195204+0.000729456j -0.00774868+0.00557239j 0.0043472-0.00247696j -0.00223171+0.00846757j 0.0020854-0.00390758j 0.00646778+0.00304393j -0.00503093-0.00336947j 0.00174549-0.00185632j 0.0018957-0.000508049j -6.68311e-05+0.00362909j 0.00160711-0.00150786j 0.00381512-0.00372392j -0.00255868+0.00211473j 0.000619609+0.00387674j 0.00126748+0.00266515j 0.000473196+0.0028486j 0.0013382+0.00246004j -0.00187422+0.005472j 0.00301979+0.00105044j 0.00137378+0.000263344j 0.000398118-1.1588e-05j 0.000781016+0.0035481j 
-0.00523442+0.00136562j 0.000799787+0.00148811j -0.00390969-0.00334611j -0.0184166+0.0167203j -0.00347152-0.0132613j 0.00905345+0.000642708j 0.00347576-0.015013j -0.00981965+0.00325293j -0.00425931-0.000870375j 0.0219684+0.00116594j -0.00847882-0.0102551j 0.00527353-0.00617982j -0.0159702-0.000763887j 0.0194346-0.00325257j -0.000977497-0.000760001j 0.00798861-0.00433079j 0.00263003-0.00137636j -0.00781668-0.00327308j -0.00131149+0.00273376j 0.0117258+0.00149609j -0.00265934-0.00355774j -0.000514157-0.00315245j -0.0005976-0.000660496j -0.00039906+0.000468023j 3.78869e-05-0.000945606j -0.00152539+0.00208738j 0.00175839-0.00173078j 0.00454639+0.000515168j 0.00238624-0.00162086j -0.00290289+0.00149215j -0.00317806+0.00124089j -0.00226264-0.00197495j 0.000497258-0.00394333j -0.00419483+0.00450101j 0.00460632-0.00146179j 0.00406635+0.00728118j 0.00194463+0.00305116j 0.00138634+0.00340888j 0.00663962+0.00115362j -0.00111675+0.00208094j -0.00328361-0.00672929j 0.018066+0.00742661j -0.0053465-0.000256011j -0.00197889+0.00394943j -0.00162399+0.000628197j -0.00832293-0.00234699j -0.00332089-0.000622641j 0.00570745+0.00683767j -0.000789402-0.00329525j 0.00393736-0.000811018j -0.00670554-0.00649422j -0.00446284-0.00136071j 0.00277554+0.00132451j -0.0074199-0.00169401j -0.00135267-0.00230877j 0.00116493-0.000128146j 0.00640948+0.00594572j 0.00471513-0.000819977j 0.000457554-0.000584238j -0.00235492+6.39419e-05j 0.000561252-0.000332137j 0.00314539+0.00334866j -0.00306555+0.00116068j 0.0023725+0.00345195j -0.00299731-0.00107677j -0.00208357-0.000667135j -0.00208192+0.00264348j -0.00298767+0.00196326j 0.000851576+0.000293021j -0.0038174-0.00144301j -0.000123994+0.00117259j -0.00103708+0.000862896j 
0.00178312+0.00260054j 0.00275381-0.000889986j 0.00542049-0.00715551j 0.00753438-0.010477j 0.000796791-0.00361985j -0.00588296+0.00785107j -0.00339578+0.0057998j 0.00543932-0.00773316j 0.002318+0.00208354j 0.0127555-0.00737087j -0.0101072-0.00760114j -0.00474629+0.00136577j -0.0193304+0.0120473j 0.00740311-9.39722e-06j 0.0070127-0.00651737j 0.00368402-0.00986705j 0.000420569-0.00252506j -0.0022782-0.00198806j -0.00131224+0.00577285j 0.0106011-0.00814542j -0.00406118-0.00238068j -0.00187375-0.00113895j 0.000713603-0.000821838j 0.00270941+0.00101374j -0.000847014+0.00175697j -0.00126501+0.00334749j 0.00201978-0.000864728j 0.000590051+0.00184342j -0.000576365+0.00165179j 0.00252008-0.00310996j -6.49707e-05+0.00149749j -0.00362291+0.00186946j -6.26014e-05-0.00120923j -0.00435355+0.0031693j -0.00211957+0.00259116j -0.00189545-0.00190888j -0.00181316+0.0026996j 0.00348502-0.00377929j 0.00636784-0.007735j -0.003462+1.46589e-05j -0.00398327-0.00620536j 0.00288349+0.0035999j -0.00605915+0.00221578j -0.00116709+0.00486835j 0.00432466-0.0048997j -0.00931037+0.00325438j -0.00296483+0.00142136j 0.00489564+0.00155664j 0.00188081+0.00267217j -0.000773855-0.00212288j -0.00394231-0.00314233j -0.00122939-0.00126703j 0.00550286+0.0042793j -0.00800491+0.0033018j -0.00241995+0.000810373j 0.00394933+0.000970757j 0.00691305+0.000385672j 0.0057957-0.00440249j 0.00266551-0.000252852j -0.000635362-9.06232e-05j -0.0024333+0.000501732j 0.0078186-0.00296892j -0.00335349-0.000220406j -0.000187861+0.00657533j 0.00422578-0.000144183j -0.00117602-0.00264834j 0.00129259-2.23083e-05j 0.00159526+0.000600956j -0.00291985-0.000541941j 0.000790867-0.000445054j 0.00251874+0.000942932j 0.00169961+0.000811354j 
-0.00364157+0.00159062j -0.00918044+0.00473401j -0.00778649+0.00654126j 0.00607118+0.00183404j 0.000447581+0.00832649j 0.00236925+0.00559248j -0.014047+0.0116037j 0.00135077-0.00109584j -0.00446789-0.009423j 0.0145428-0.000666531j 0.0115869+0.0245354j 0.0042054-0.00217438j 9.58158e-05-0.00530043j -0.00326551-0.00129837j -0.00410551+0.00735112j 0.00860463+0.0124373j -0.0014107+0.0014094j 0.000500701+0.000526123j -0.0141426-0.00122333j 0.00824349+0.0120999j 0.00802987+0.00857071j 0.00464192+0.00379666j -0.00467718-0.0014071j -0.00768672+0.00289081j 0.00609651-0.00899662j -0.00349335-0.00584146j -0.00203831+0.00908099j 0.00106597+0.000152505j -0.0025335+0.004198j -0.00710237+0.00179134j 0.000431568-0.0059253j 0.00164125-0.00513206j 0.000267403-0.00502062j 0.000105492-0.000721174j 0.00794412+0.0051786j -0.000397636-0.00121751j -0.00246181-0.000554513j 0.00214971+0.000899125j 0.00433285+0.00519874j -0.000454262+0.00579281j 0.0164534+0.00625488j 0.00540837+0.0123536j -0.00260949+0.00138922j 0.00457889+0.00452222j -0.0038476-0.00304176j -0.000744718-0.00246028j 0.00104666-0.00356614j 0.00431827-0.000205203j -0.0101192-0.0046323j 0.00272481+0.000692518j 0.00186625+9.24282e-05j -0.00375515-0.00665514j 0.00142566+0.00311356j -0.0034427-0.0124919j 0.00263975+0.00494767j 0.000868356+0.00273547j -0.0045332+0.0002479j 0.0033482+0.00668249j 0.00570507+0.00337971j 0.000552221-0.00469638j -0.00198794+0.00334674j 0.00357956+0.00705575j -0.00118378-0.00513887j -0.00458496-0.00700305j 0.00321342-0.0031694j -0.0028615-0.000208963j -0.000785244-0.00471908j -0.000604216-0.00449514j 0.000462038+0.00591496j 0.00148998-3.46733e-06j -0.000538285-1.27636e-05j -0.00150398-0.00348653j 
-0.0131995+0.00628596j 0.00526378-0.00149023j -0.0111701-0.00467461j -0.0149766+0.0170768j -0.0101346+0.000544488j 0.0201425-0.0139694j 0.0021272-0.0095649j -0.00444431+0.0212524j 0.00335102+0.00340276j -0.00244837-0.00115012j -0.00548592+0.00145874j 0.00116942-0.0140003j 0.0115377-0.00538793j 0.00066229-0.0083193j -0.00574033+0.00797245j -0.00608367-0.000443175j -0.00221362-0.00142518j -0.00155602+0.00607494j 0.00309916-0.00408798j -0.00731889-0.000847358j 0.000809742+0.00272907j 0.00168186-0.00125472j 0.00371897+0.00310516j -0.000132591+0.00147365j -0.00239409-0.00427009j -0.000380845-0.000855634j -0.000259322-0.00341055j 0.0058143-0.00114772j 0.00769209-0.00247578j -0.00989863+0.00742427j -0.000670069-0.000621226j 0.00691936-0.00447866j 0.00567684-0.01002j -0.00225215+0.00565986j -0.00576887+0.00777345j 0.00767464-0.0022464j 0.00395619+0.00120645j -0.00095186+0.0011985j -0.00395055-0.000698557j -0.00158418+0.00423947j -0.000209342-0.00160678j 3.47606e-06+0.0040585j 0.00203815-0.00066382j 0.00141752-0.000472068j -0.000101719-0.00168948j -8.72932e-05+0.000915332j 0.00404497-0.00162393j 0.00102996-0.003258j -0.000232027+0.00506901j 0.0031208+0.00302637j -0.00185084-0.00203425j 0.00506391+0.00182439j -0.00526064-0.00296379j 0.00440461+0.00712381j 0.000127057-0.00247816j -0.003943-0.00418925j 0.0032887-0.00557862j -0.00655941-0.00223019j 0.000878086-0.000399829j 0.000769971-0.000457854j -0.00368399+0.000508018j 0.00136419-0.00234742j 0.00151435+0.00250068j 0.00200681-0.00282829j 0.00146279-0.00112075j 0.00142481+0.00282565j 0.00477893-0.000694609j 0.00129178+0.00020316j -0.00204487+0.0010264j -0.000136642+0.00128288j 0.00212389-0.000788696j 0.000656301+0.000548788j 
-0.00431573+0.00406111j 0.0104973+0.000282114j -0.00192364+4.72945e-05j -0.00648485+0.00342017j 0.00117894-0.00470683j 0.00838205+0.00444113j 0.0130038+0.00401138j 0.0064745-0.013586j -0.0124978-0.013114j -0.00628546+0.00255747j 0.0193674+0.00487856j -0.00468121+0.015057j -0.005416-0.00172488j -0.00319822+0.0051161j 0.00435563+0.00176033j 0.00923527+0.00977513j 0.000134768+0.00285894j 0.00727974-0.0030317j 0.000400074+0.0131266j 0.00145999+0.00703933j 0.00688109-0.000670055j -0.00225344-0.000413008j -0.00552845-0.00296128j 0.00121666+0.000816513j -0.0037105-0.00297104j -0.00278034+0.00388412j 0.00533063+0.0020807j -0.00614218-0.0024793j 0.00191073-0.00387185j 0.00667254+0.0027162j -0.00283552+0.00306232j 0.000499677-0.000176072j 0.00508374-0.00129131j -0.00233304-0.0028846j -0.00696672-0.00062413j 0.00125896+0.00243806j -0.00443902-0.000827392j -0.00188627-0.00203076j 0.0105794+0.000722406j 0.00884212+0.00436614j 0.0117002-0.00282637j -0.00458902-0.00251165j 0.00423298+9.0727e-05j 0.00335133+0.000453437j 0.00506133+0.00148308j 0.00107109-0.00117762j -0.00312284-0.00424809j -0.00805077-0.00483443j 0.000595867+0.0038434j -0.00613904-0.00194484j 0.00968427+0.00647342j -0.00139138+6.25788e-06j 0.00499671+0.00633408j -0.00346073-0.00633725j 7.29502e-05-0.000753852j -0.000715598+0.00414432j -0.00561233-0.00178384j 0.0036474+0.00703984j -0.000105205+0.000904142j -0.00187258-0.00215513j 0.00232909+0.0035894j 0.00413073+0.00517195j -0.000876519-0.00275674j -0.00323307-0.00116044j -0.00160143+0.000530108j 0.00221225-0.00071643j 0.000108968-0.00282564j -0.00236581-0.00101672j 0.00283355+0.00107198j 0.00163431-0.000865381j -0.000594805+0.0003411j 0.00237128+0.00119747j 
0.00164352-0.000350331j -0.00322108+0.00275804j -0.00136071+0.0099207j 0.00746341-0.0141205j 0.00146938+0.0022578j 0.0107109-0.0171119j -0.0119533+0.0328862j 0.00983259-0.0118773j 0.0067561-0.0170288j 0.00174853+0.0076637j -0.00132151+0.00804934j -3.58753e-05+0.0156287j -0.00296965+0.00929657j 0.013713-0.0175614j 0.0198993-0.00308304j -0.000573628+0.00925873j 0.00183856-0.00546565j -0.00317729-0.00489864j 0.00527361+0.00705133j -0.00288314+0.0150352j 0.00707792-0.00632907j 0.000399423+0.00352713j 0.0081522-0.00065725j 0.00241413-0.000433172j -0.0115369+0.0112938j -0.00207788+0.00425649j 0.00190266-0.00188529j 0.00218795-4.94609e-05j -0.00316206+0.00486131j -0.00266565+0.00194879j 0.00513822-0.0016066j -0.00484323+0.00448511j -0.00085062+0.00500117j 0.00533811-0.00640979j -0.00831401-0.0070012j 0.00497322-0.00437457j 0.00409961+0.00338574j -0.000238543-0.00415973j 0.00552562+0.00391973j -0.00572147-0.00575269j -0.00693347-0.00268135j -0.00121043-0.00841616j -0.00895969-0.00743272j -0.00433658-0.00105179j 0.0103935+0.011674j -0.00433602-0.00730591j 0.00072208-0.000968357j 0.00816345+0.00129988j -0.00367388+0.00321814j 0.000651321+0.000321141j -0.00582093-0.00678048j 0.00183996+0.00418161j 0.000990734+0.00908014j 0.000600588+0.00198769j -0.0027922-0.00670467j -0.00277666-0.00726425j 0.00132785+0.00142679j -0.00132765+0.000323765j 0.000646672-0.00351612j 0.000226906-0.000734406j -0.00097032-0.00400181j -0.000264011+0.00632029j 0.00195509+0.00288762j 0.000203567+0.0012598j 0.00276758-0.00188628j 0.00323522-0.00332982j 0.000995621+0.0036914j 0.000763606+0.0031423j -0.000992036-0.000824582j 0.00121601-0.000143436j 0.000308099-4.74554e-05j -0.0015459+0.00117923j 
0.00735497-0.00338472j 0.000789613-0.00529622j 0.00259962-0.00653808j -0.00839428+0.019665j -0.00566686-0.00478837j 0.00663148-0.000651237j 0.0138212-0.00912586j -0.0109628+0.00997273j -0.010541-0.00234551j -0.00429384-0.00680738j 0.0127442+0.00116324j 0.002989-0.00100877j 0.00517731+0.00398127j 0.000704449-0.0108346j 0.00108389+0.0109417j 0.0057292-0.0013359j 0.0006415-2.79393e-05j -0.00697905+0.00188641j 0.00513312+0.0106594j 0.00298117-6.80861e-06j 0.00657751-0.00430766j 0.00192846-0.001696j 0.00159772+0.00290993j 0.000893126+0.00229995j -0.00441087+0.00032653j -0.000656074+0.00511135j 0.00233187+0.000212993j 0.00321753-0.00804932j 0.00300194-0.00365369j -0.00407717+0.0026213j -0.00193378+0.00447957j 0.0012229+0.00411599j 0.00309789-0.00620319j -0.008304+0.00467927j 0.0122924+0.00121655j 0.00679499-0.00219985j 0.000476026-0.00122079j -0.000468075+0.00337662j 0.00174357+0.000970058j 0.00758215+0.00295552j 0.00837414+0.00259772j 0.0114568-0.000307057j 0.0041865-0.000821813j 0.0114137-0.00447959j -0.00877317-0.000373858j -0.00356815-0.00414121j 0.00288903-0.00781018j 0.000951079-0.00281965j -0.00517245+0.00833347j -0.0013432+0.00463611j 0.00456328+0.000293036j -0.00448567-0.0027454j 0.00574935-0.000782856j -0.00421666+0.00168328j 0.00541137-0.00148837j -0.00202151+0.000532725j 0.000361098-0.00228213j 0.000581852+0.000721747j 0.00175692+0.0020461j -0.00318669-0.00030302j 0.000855997+0.00265961j 0.00500705+0.000456652j -0.00234207+0.00292238j 0.00198819+0.00097472j -0.00278377-0.00277241j -0.00231352+0.000793718j 0.00278017+0.00180006j -0.00155647+0.00307337j 0.00384423+0.00401302j 0.000325015-0.000323259j -0.000694427-0.00145344j -0.00296949+0.00231992j 
-0.00759894-0.00259746j 0.000849578-0.00133092j -0.00594811-0.00744253j 0.00238448-0.00770254j -0.0124347-0.0111767j 0.00579418+0.00182919j 0.00102514-0.00471992j 0.00384261-0.00759681j -0.0102816-0.00201928j -0.00116036+0.0122515j 0.000542924-0.0139598j 0.00387693+0.0136394j 0.000312599+0.00430558j -0.00279911+0.004141j 0.00541087-0.00778071j 0.00260708-0.00139411j 4.74252e-05-0.00149079j 0.00323239-0.00248139j 0.0119485+0.00400609j -0.00155413-0.000348846j -0.00265929-0.00369182j -0.00548623-0.000256433j -0.00554302-0.000983752j 0.00476592-0.00311527j -0.00322333+0.0032819j 0.00478274+0.0036734j 0.00445824-0.00493089j -0.00327919+0.00387003j 0.00765987-0.00393609j 0.0113211-0.00110949j -0.00680205+0.00363475j 0.00298833-0.00067677j 0.00238796+0.00426369j 5.12315e-05-0.001198j -0.00770627+0.0029456j 0.0125449+0.00103654j -0.00804168-0.00692484j -0.000719504+0.000509052j 0.00915083-0.00273203j 0.00429974-0.000246209j 0.00575535-0.00799663j -0.00650384+0.0039139j 0.00237171+0.00134849j 0.000596606-0.00505485j 0.0030109+0.00163331j 0.000625175+0.000903296j -0.00268916+0.00101328j -0.010941-0.00681953j 0.00638998+0.0052409j -0.00435044+0.00349824j 0.00844348-0.000236308j 0.00265797+0.00267443j 0.00231745-0.00379079j -0.00315003+0.00160782j -0.00243673-0.00369195j 0.00126832-0.00235208j 0.00196847+0.00414361j 0.00142037-0.00127564j -0.00322204-0.000819877j -0.000303168-0.000438101j -0.000876974-0.00173638j 0.00235605-0.00254368j -0.00176864-0.000434992j 0.00293748+0.00340992j -0.00464965-0.00119219j 0.00114447-0.00240467j 0.00348347+0.000436624j -0.00165479-0.00203688j 0.00292608-0.0034116j -0.00240601-0.00246261j 0.00313684+0.00207502j 0.00279631+0.000170021j 
0.000542076-0.00229936j 0.0104232-0.00705382j 0.0114593-0.0140488j -0.00567038-0.0126303j -0.0026207+0.0092499j -0.0064572+0.00823621j 0.0113483+0.00757274j -0.00820135+0.00114967j -0.00815758+0.00219021j -0.00160237-0.00275743j 0.00524828+0.00209877j 0.00475721-0.00110545j 0.0030106+0.0043434j -0.00421714+0.00172539j -0.00176519-0.00059258j 0.00568539-0.000878362j -0.000656738+0.000722564j -0.00264057-0.00152427j 0.00127728+0.00641312j 0.00289689-0.00294444j 0.00357826+0.00162705j 0.00170736+0.000261588j 0.000207171+0.00214968j -0.00165321+0.000827807j -0.000694515-0.00345054j -0.000673745+0.00144998j -0.00211344+0.000309579j 0.00320393-0.00216889j 0.00271148-0.00363718j 0.00405858-0.00184553j -0.00585138+0.00601521j -0.00261479-0.000574019j -0.008939+0.00280606j -0.00426891+0.0128012j -0.00377866-0.00810564j 0.00213237+0.000623842j 0.000531356-0.00581006j 0.00265576-0.0051768j 0.00592332-0.00635852j 0.0111115-0.00267546j 0.00695477-0.00801604j 0.00417631-0.00792818j 0.00210446+0.0036116j 0.00502614+0.000600369j -0.00941698+0.00237937j -0.00253637+0.00375076j -0.00524362+0.000490888j 0.000344975-0.00521693j -0.000175448+0.000752977j -9.45743e-05+0.000724602j 0.00346229+0.00365241j 0.00103439+0.00299905j 0.00414649-0.00335521j -0.00199533-0.00450353j 0.00103114+0.00242257j 0.00159046+0.000514716j -0.00319559+0.00379231j 0.00310853-0.000675266j 0.0021624-0.00101047j -0.000662799-0.00256772j 0.00166705+0.00223995j 0.00466052-0.000107066j -0.000811591-0.00204401j -5.07531e-05-0.000433535j 0.00132489-0.00414132j 0.000645955-0.000231876j -0.00159284+0.000115461j 1.2309e-05-0.00103031j -0.0022378+0.00232343j 3.77458e-05-0.00142119j -0.00182452+0.000453676j 0.00193834+7.91175e-05j 
