-0.00877603-0.00128106j -0.00601618-0.00902179j -0.00248599+0.000427249j 0.00425953+0.0108075j -0.00340328-0.00153957j 0.00050317-0.000968887j 0.00757447+0.0200327j -0.0034096-0.00436409j 0.00142679+0.00679647j -0.00578865-0.00848467j -0.00495172-0.0115965j -0.00136717-0.00487424j -0.00551321-0.00821832j -0.00110364-0.00300567j 0.000489328+0.0131569j 0.00207335+0.0166088j -0.00117375+0.0113411j -0.00465708-8.53015e-06j -0.000236623+0.00185573j 0.000838305-0.0117131j 0.00209073+0.0106231j 0.00176112-0.00527342j 0.00517637-0.0123056j -0.000820268-0.00960887j -0.00372033+0.00874127j -0.00369028+0.00917255j -3.66566e-05+0.0030699j 0.00229039-0.00421228j -0.0070259-0.0053632j 0.0151-0.0139269j -0.00899479-0.00923788j 0.00736021-0.0146772j 0.00068578+0.00292551j -0.00358095+0.00196022j -1.30379e-05-0.00315175j 0.00557171-0.00390212j -0.00852159+0.00531228j -0.00728677+0.000262124j -0.00994815+0.00539259j 0.00410624-0.00402257j -0.00469864+0.00216209j -0.00461905+0.00440203j 0.00951156-0.00241969j -0.00189836+0.00348834j 0.00553826-0.00176209j -0.0127545+0.00208006j 0.0016184+0.0012292j 0.0120145-0.00268085j -0.00398563+0.00200693j -0.000924578+0.00151254j -0.00589549+0.00164179j 0.00372+0.00377347j 0.00188417-0.00258479j -0.00070561-0.000954308j 0.0104981-0.00149496j -0.00298732+0.00108099j -0.0124977-0.00189266j 0.0125168+0.00197232j 0.00782957-0.00266584j 0.00414859+0.00254351j 0.00540866+0.00118627j -0.00629502+0.000433758j 0.00477228+0.0016313j 0.00774803+0.00330573j -0.00219613-0.00470512j -0.00998129-0.000372388j -0.00956429-0.00282962j 0.00462312+0.00207278j -0.000895364-0.00166363j 0.0082777+0.00260409j 0.00297061+0.00397022j -0.0165128-0.00140947j 
0.000339402+0.00033951j -0.000772455-0.00617784j 0.00272152+0.00277915j -0.000334643+0.00110153j 0.000541442+0.00331044j 0.000438782+0.00101805j -0.00110698-0.00206108j -0.0024568-0.00326327j 0.000693318+0.000231161j -0.00167969-0.00119519j -0.00453375+0.00245843j 0.00189399-1.34676e-05j 0.00524933-0.00180671j 0.00342624+0.00230138j 0.0024625-0.00328092j -0.00484327+0.0023115j -0.00219671+0.000458917j -0.00264786+0.00166835j 0.00477156-0.00175832j -0.00837633+0.00247629j 0.00332213-0.00283187j -0.00173881+0.00185407j -0.00389107-0.00324998j -0.00782251+0.0029097j -0.00173813-0.0037119j -0.000384868-0.00193687j -0.00241834+0.000113647j 0.00116938+0.001864j 0.00360085+0.0108888j 0.00855632-0.000976623j 0.00557444+0.000246257j 0.00334572-0.00273046j -0.00204981+0.00965323j -0.00327365+0.00454065j 0.0014154-0.0021452j 0.00148734+0.00464414j -0.00160013+0.00521355j -0.00311944+0.00675365j 0.00160721+0.00343734j -0.00168663+0.0021048j 0.000117378-0.00627928j -0.00132328-0.0115202j 0.000287813-0.00275929j 0.00322361-0.000952627j 0.000837428-0.0068462j 0.000223884-0.000901647j 0.00411737+0.0125907j 0.000300302-0.00296691j 0.000239727+0.00746364j -2.12917e-05+0.0050338j -0.00139446-0.000770918j 0.00292059-0.000469192j 0.00308391+0.00611817j 0.00390716-0.000252847j -0.00370388+0.0158174j 0.00176338+0.00205058j -0.00655137-0.00226763j -0.00235092+0.00201674j -0.00311969+0.00109516j -0.00568344+0.00554337j 0.00308019+0.0187311j -0.00616141-0.0024739j 0.00154581+0.0118937j -0.000973056+0.00408338j 0.000581289-0.00667655j -0.00228783-0.0039028j 0.00288156+0.00795534j -0.00434339-0.00776083j 0.000945482+0.00456621j -0.00146269+0.000757227j -0.00315563-0.00271378j 0.002171+0.0172977j 
-0.00125356-0.00752802j -0.00109505+0.00440776j 0.00324467-0.00282577j -0.000343594+0.00912906j 0.000188156+0.00685132j 0.00351741+0.00228966j -0.00304541+0.00232709j -0.00349689-0.00683774j -0.000783029-0.00285892j -0.000337475+0.00294959j 0.00457546-0.00214506j -0.00159523-0.00413993j -0.00541871-0.00656559j -0.000219588-0.00346918j -0.00446147-0.0060749j 0.00199493-0.0021511j -0.000721439-0.00702775j -0.00188503+0.00197326j -0.00400455+0.000662601j 0.0071023+0.0080055j -0.000532268-0.00511683j -0.00115621-0.00194067j 0.00514988+0.00118201j 0.00421412+0.0100609j -0.00357044+0.000906023j -0.0018814+0.00330157j -0.000677674+0.00630033j 0.00243423+0.00961349j 0.0053144+0.00323512j -0.0117657-0.00355531j 0.00221559-0.00576167j -0.00756882-0.00812921j -0.00518678+0.00446422j -0.000318003+0.0158749j -0.000601989+0.00816026j 0.000268247+8.67308e-05j -0.000392986+0.00354389j -0.00685754-0.00199425j -0.00140383+0.000351619j -0.00199419-0.000735047j 0.00250726-0.00162919j 0.00231338+0.00215149j -0.000673948-0.00261658j 0.00399681+0.000248211j 0.000961775-0.00333113j -0.00313448+0.00325665j 0.00295227-0.00148387j -0.000796356-0.00620757j 8.74215e-05+0.00142539j 0.00296307-0.00311582j -0.00134672-0.00630524j -0.00550699-0.000737052j -0.00143776+0.00113624j -0.00156232-0.00274225j 0.00365492+0.00212617j -0.00418577-0.00264498j 0.00523216-0.00641479j -0.00106041+0.00272219j 0.00137778-0.000746257j 0.000492538-5.36222e-06j 0.00342584-0.00512766j -0.000812583+0.00984521j 0.00388295-0.00272522j 0.00448608-0.000792662j -0.00674575+0.00454362j 0.00355479+0.00402839j 0.00160754-0.00220747j -0.000259721+0.0150615j 0.0112638+7.66009e-05j 0.000398733-0.000140052j -0.0136738+0.00499117j -0.00340982-0.0027045j 
-0.00370503+0.00113868j 0.000332842+0.00662663j 0.000454397-0.00288074j 0.00654154-0.00161465j 0.00384445-0.000882006j 0.00369814-0.00204064j 0.00335954-0.00156899j -0.0043973-0.00389569j -0.00190773-0.00434976j 0.00527314-0.00650584j -0.000392382-0.0117221j -0.00333329+0.00534706j -0.0019171+0.00249527j -0.00655766+0.00328575j 0.00419834-0.00411738j -0.00189936-0.00346098j -0.00194889-0.00239531j -0.00183296-0.00681251j 0.00623823+0.0122741j 0.00412687-0.0129915j -0.00220406+0.000797547j -0.00142715-0.0146756j 0.0079901-0.00238255j 0.0064452-0.000927301j -0.00120608-0.00772594j 0.016593+0.00682252j 0.0104409+0.000526377j -0.00843611-0.00107945j 0.0107441+0.0110505j 0.00881592+0.0102801j 0.0132944+0.00344764j 0.00244661+0.0019397j -0.00425387+0.00137501j -6.92156e-05-0.000469823j -0.00161538+0.000289178j 0.000599382-0.00501494j 0.000983626-0.00496998j -0.000766541-0.00251162j -0.00282601-0.00268836j -0.00226268-0.0038021j 0.00220375+0.0051565j 0.000967036+0.00661594j -0.00153239+0.00343139j 0.000610782+0.00229631j -0.00272789+0.00408242j 0.000813669-0.000595195j -0.00374913-0.000604155j -0.000241406+0.00231608j -0.00166569-0.0038254j -0.000492124+0.0013073j 0.000963715+0.000115183j -0.00659377-0.00117295j -0.00223705-0.00204626j 0.000675161+0.00333724j -0.00417422-0.00501156j -5.29737e-06+0.000109011j 0.00174491+0.00295417j 0.00311704-0.00328966j -0.000202314+0.00196384j 0.00221656-0.00491692j -0.00434549+0.00287025j -0.00861712-0.00294391j 0.0056072+0.000443556j -0.0103942+0.00742262j -0.00388903+0.000375189j 0.00175304+0.00172619j -0.00179492+0.00555507j -0.0189769+0.00508658j -0.00207158+0.00368495j 0.0103928-0.00179839j -0.00180016+0.00587575j -0.0125836+0.00523699j 
0.00247051-0.00385214j -0.00163799-0.00611941j 0.00210291+0.00776059j -0.00713743-0.00547173j -0.00771816-0.00426551j -0.00378247+0.00208011j -0.000934014-0.00455643j 0.00873203-6.47424e-05j 0.0016242-0.00186792j -0.00230053-0.00190925j 0.000724022+0.00174334j 0.00429826+0.00148569j 0.00505642-0.000539312j 0.00216879+0.00225481j 0.00317049+5.84419e-05j 0.00400131-0.00349375j 0.00930075-0.0014568j 0.00118246-0.00265277j -0.000957056+0.00191753j -0.00389093-2.78936e-05j 0.00451453+0.00427867j -0.00655265-0.00406019j -0.000513119+0.00406574j -0.00533614-0.00503441j 0.0036201-0.000762217j -0.00139976-0.00467066j -0.00839113-0.00422033j -0.0106373+0.0142962j -0.00469522-0.00402922j 0.00776166-0.00296569j 0.00116165+0.00165818j 0.00850908-0.00690548j -0.000691837-0.0008458j -0.00342872-0.00227101j -0.00613575+0.00499348j 0.00229652+0.00189556j -0.000460011-0.00210284j 0.00290891-0.00728251j -0.000993127+0.00231948j -0.00192501-0.0049797j 0.00324236+0.00174867j 0.00100448+0.00478849j -0.000206869-0.0024351j 9.45585e-05+0.000114658j 0.000498825-0.0014075j -2.86251e-05-0.00305929j -0.00165845+0.00521769j 0.00525759-0.00509884j -0.00167327+0.00406419j 0.00282042+0.00709141j 0.0023747-0.00598401j -0.00597283-0.00655983j 0.000304504-0.00722132j 0.00194577-0.00627905j 0.00678803+0.00321748j -0.0021857-0.0102762j 0.0102005-0.00458069j -0.00387027+0.00244107j 0.00115701-3.78262e-05j 0.00666073-0.000647793j -0.00169948-0.00860202j 0.00601969+0.00044951j -0.00786526+0.00457893j -0.00135681-0.00196356j -0.00574317-0.00520423j 0.00424307+0.0072768j -0.00811683-0.000121973j -0.0013834+0.00261922j -0.00111302+0.00864549j 0.00997902+0.0111112j 0.000585133-0.0159148j 0.000289183+0.00370103j 
0.00522218-0.000915819j -0.00320614-0.00425763j 0.00109955-0.00240069j -0.00409332-0.00192048j 0.0017858-0.000464371j -0.00149222+0.00336233j -0.004321+0.000251853j 0.00174177+0.0031464j 0.00749339-0.0045547j -0.000631018+0.0042035j 0.00923969+0.00795834j 2.16402e-05-0.00137486j 0.000643518-0.00515187j 0.00129961-0.00101044j 0.00183596-0.0011292j 0.00252929+0.00589675j 0.0040064+0.00228213j 0.00285805-0.00162322j -0.00817449+7.5069e-05j 0.00683755+0.0118717j 0.00242733+0.00114166j 0.0173189-0.015192j 0.00053828+0.005995j -0.00208628+0.00795974j -0.00858965-0.00555734j -0.000809332-0.000143402j -0.00284448+0.0106286j -0.0219072-0.0130578j 0.00563877+0.00376304j 0.00260295-0.00749796j -0.00119605+0.0098808j -0.0106722-0.00422156j 0.00415591-0.000713334j -0.00362746-0.00651458j 0.00255083-0.00215469j -0.000492363+0.00142699j -0.00264514+0.00045667j 0.00256517-0.000312458j 0.000333334-0.00345061j 0.00131889-0.00189731j -0.00182819-0.0013652j -2.78889e-05+0.00235306j 0.00024316+0.000702068j -0.00166788-0.00192846j 0.00142875+0.00215121j 0.00190907-0.00499203j -0.00100645+0.00430328j 0.0033998-0.00253959j 0.000674323+0.00114461j 0.00242586+0.00246353j 0.00251873+0.00664487j -0.00163214-0.00278801j 0.00131959-0.00488319j 0.00196253-0.00180135j 0.00205403+0.00269337j 0.00317061-0.00912148j 0.00295445+0.0143713j -0.00261826-0.00349582j 0.00407719+0.00469309j 0.000505311+0.000432685j 0.00476064-0.00330101j -0.012642+0.00394629j 0.00429637-0.00402883j 0.0079865+0.00999496j 0.00163638+0.000827111j -0.00243932-0.000888888j 0.00577339-3.74058e-05j -0.00422756+0.00956492j -0.0183658+8.59928e-05j -0.00376457+0.00664866j -0.00370889-0.00183225j 0.00426135-0.00605737j 
-0.00597982+0.00202669j 0.00904324+5.91544e-05j -0.00470658-0.00608746j 0.0143162+0.00206969j 0.00803242+0.00287676j -0.00330687-0.00167827j 0.00406292-0.00236275j -0.00651238+0.00288164j 0.00554595-0.000226393j 0.0010875-0.00224558j -0.0067508+0.006387j -0.000633625+0.00635754j 0.00098793+0.00103715j 0.000186839+0.00837816j -0.00495002+0.00277946j 0.000304597+0.00368836j -0.00198825+0.00836332j 0.00357532+0.00643315j 0.00156536+0.00210196j 0.00344596+0.000568341j 0.00123917+0.00289052j -0.000322519-0.00924434j -0.00325275-0.00917695j 0.0059474-0.00810704j -0.00435127+0.00505608j -0.00479709-0.010355j -0.00404322+0.000390669j 0.00111983-0.00476494j 0.00548139-0.00110397j 4.50201e-05+0.0145477j -0.00315518-0.00861682j 0.00130398+0.00875369j -0.00373153+0.00809075j 0.00815445+0.00261355j 0.00703918-0.000880674j -0.000151153+0.00194368j -0.00276578+0.00558272j -0.000605718+0.00406345j -0.000816439+0.00106565j -0.0038106+0.00124883j 5.31547e-05-0.00254978j -0.000137325-0.00335145j -0.00163898-0.001696j 0.000301978-0.00379672j -0.00188721+0.00117374j 0.00649983-0.00587201j -0.00243372+0.00568063j 0.00987058+0.00145762j -0.00255574+0.00465742j 0.00291469+0.00690115j 0.004619+0.00579605j -0.00284657-0.00280783j 0.00499723-0.00143427j 0.00779893-0.00213924j 0.00902543+0.00118138j 0.00180672-0.00707015j 0.00650013+0.00279508j -0.00261604-0.00448566j -0.003415+0.00365141j 0.0138305-0.000927919j -0.00220391-0.0068957j 0.00424013-0.00176778j -0.0059113+0.00154179j -0.00278261-0.00223126j -0.0139511-0.00331794j -0.00130146+0.00623866j 0.000262114-0.00174953j 0.00496373+0.00832511j -0.00390944-0.00891616j -0.00272517+0.00172761j -0.00401298+0.00225082j 0.00411058+0.00698603j 
0.0012561+0.00187271j 0.00890628+0.00516573j -0.000964867-0.00163686j -0.00321325-0.00137949j -0.00565864-0.00095619j -0.00470106-0.00620337j -0.00069857-0.00586485j -0.00185594+0.00135227j -0.00156847+0.0047334j -0.00884636-0.00704591j -0.0134041+0.00105077j 0.00561283+0.00616556j 0.00182998+0.00256756j 0.00262028+0.00814103j -0.00336241-0.00633701j -0.00361902+0.000712934j -0.00182018+0.0036715j -0.0055667+0.00247196j 0.00714987-0.00760967j -0.0188578+0.00183718j -0.00291785+0.00482954j 0.0070967+0.00270359j -0.000906182-0.00554886j 0.000722166-0.0026864j -0.0160525-0.00710708j 0.00883794-0.0235112j -0.0047017-0.0168353j 0.00166304+0.00310698j 0.00711451-0.00618219j -0.000362811-0.00970286j -0.00730421-0.0206229j 0.00348129-0.0133691j 0.00200398+0.00452397j 0.00347452-0.00178384j -0.00175848+0.00117542j -0.00123335-0.00644519j 0.00100165-0.00753808j -0.000524222+0.00160092j 0.000820985+0.00236325j -0.00212746-0.00131649j 0.00372146+0.00313895j -0.000221078+0.00573983j 2.07132e-05+0.00464795j -0.00199444-0.001029j -0.000589249+0.00202614j 0.00060916-0.000319243j -0.00101136+0.00231272j -0.00135754+0.00171474j -0.000598887-0.00086333j -5.13078e-05+0.00253646j -0.000928505+0.00248943j -0.000599387-0.000789614j -0.00274402-0.000843765j -0.00508487+0.00445032j 0.00539168+0.00145424j -0.00180461+0.00127689j 0.00301386+0.00759994j 0.00475941-0.00602512j 0.000364043+0.00294195j -5.86438e-05+0.00129242j 0.00516231+0.000809413j 0.00443488+0.00439959j -0.0013529-0.00790014j 0.00524969+0.00512909j 0.00253171+0.000129254j 0.00253089+0.000272773j 0.00782747-0.00171606j -0.012124+0.0115432j -0.000530768-0.00502383j -0.00206799-0.00853811j -0.000132363-0.00242238j -0.00329471+0.00575021j 
-0.00108511-0.00527525j -0.00287407-0.00155569j -0.00380301-0.00285142j -0.00209411-0.00019544j 0.000854333-0.00524598j 0.0010795+0.0034382j -0.00174645+0.00529615j 0.0039618+0.00430112j -0.00542224-0.00697235j -0.00142316-9.24586e-06j 0.00448506-0.00620966j 0.00236129-0.00037486j -0.00109466+0.000344396j 0.00392318+0.00072951j -0.00167648-0.00293326j 0.00805111+0.000973673j 0.00368907-0.00125893j 0.00213294-0.00373591j 0.00714643+0.00528045j 0.00120144-0.00954993j 0.00226719-0.0061156j -0.0203153-0.0129469j -0.00334488-0.00764896j 0.00316537+0.00194871j -0.00933505+0.00699542j -0.0125447-0.0111739j 0.0095552-0.0048434j -0.00369225+0.0248045j -0.000494698-0.015571j -0.000178187-0.00726781j 0.0056564-0.00432364j 0.000222625+0.0135855j 0.00193269+0.00353729j 0.0019326-0.00107352j 0.00246648-0.00647707j 0.0029415-0.000897283j 0.000679841+0.00571798j 0.00134248-0.000135077j 0.00271097-0.00605972j 0.00119809-0.00241389j -0.00333632+0.0016852j -0.00219538+0.00290279j -0.00186012+0.000507405j -0.0020496+0.00234805j 0.00139302+0.000929945j -2.70171e-06-0.00107588j 0.00298885+0.000566136j -0.00159749-0.00442604j 0.00196807-0.000363806j 0.00291079-0.00454019j 0.000138407+0.000917479j 0.00256004-0.00163639j 0.000620682-0.00175882j 0.00182556-0.00245254j 0.00102231-0.0019393j 5.44568e-05-0.00406325j -0.00380945+0.00298479j -0.00344973+0.00170203j -0.000390961-6.01941e-06j -0.00121183-0.0022885j 0.000863975-0.00246949j 0.00213917+0.00356979j -0.00188316-0.00455667j -0.000825494-0.000439178j 0.00297894+0.00686544j -0.006381-0.00455847j 0.00649199-0.00132198j 0.00579607+0.0029016j -0.00839698+0.00885269j -0.00179538+2.27332e-05j 0.000520331+0.00355438j -0.00247107-7.28043e-06j 
-0.00281503+0.00122938j 0.00309704-0.00306079j -0.00549397+0.001417j 0.00491753-0.00126699j 0.000200371-0.00296669j 0.00271957-0.00330488j 0.00635701+0.00220065j -0.000995254+0.00560795j -0.00110235-0.00213323j 0.00612385+0.00113818j -0.000250125-0.00378175j -0.00209008+0.00110386j -0.00139806+0.00156274j 0.00263748-0.00646506j -0.00411366-0.00260435j -0.00237299-0.00355045j 0.000342068-0.00102726j -0.00463594+0.0026929j -0.00571764-0.000516735j 0.00104957+0.00244795j -0.00901622-0.00117704j -0.00195996-0.014303j -0.00753919-0.00468959j 0.00133315-0.00142226j 0.00140809+0.0259932j -0.000588116+0.00851307j -0.00609533-0.00316179j -0.0102759+0.00348963j 0.00495438-0.00679182j 0.00128379+0.00773794j -0.000733145+0.0032616j 0.00278016+0.010406j 0.0027971-0.00127533j -0.00062937+0.00422129j -0.00500404+0.00110526j -0.00159106+0.00123516j 0.00393427-0.00307738j -0.00185679+0.0069065j -0.00868923+0.00444597j 0.00139681+0.000230061j 0.00117411+0.00460624j -0.000319809-0.00120224j 0.00111706+0.00187174j 0.00825758-0.00603762j 0.000130939-0.00360056j -0.00499587-0.00167894j -0.0016881-0.000848164j 0.00332847-0.00203675j 0.000277311-0.00472246j -0.00170337+0.00606939j 0.00188428-0.00728693j 0.00319379-0.00362147j -6.86928e-05-0.00534537j -0.00890791+0.000510728j -0.00298897+0.0139039j 0.00190844+0.00209535j 0.00377177+0.00428498j 0.0121225+0.00142842j 0.00250804-0.00104807j -0.00149041+0.00538936j 0.00171324+0.000729491j -0.00304748+0.00656686j 0.00105844-0.00474424j -0.0049826-0.00503097j 0.00459388+0.000205603j 0.00629537+0.00823113j 0.00616334-0.00900283j -0.00765727-0.00367874j 0.00600978+0.00539963j -0.000387349+0.00558638j 0.000586733+0.000925097j 0.00517248+0.000622057j 
-0.0035661-0.00116786j 5.17955e-05+0.00339745j -0.0010352-0.00157183j 0.00352562-0.00295133j 0.00203957-0.00822714j 0.00368379+0.00672456j 0.00196487+0.00332239j -0.00126251+0.00216221j -0.00129232-0.00318825j 0.000180758+0.00135609j 0.00329455-0.000877872j -0.00171059-0.00212563j -0.000572996-0.001946j 0.00508046+0.00180451j 0.00746432+0.00147076j 0.00988425-0.00934346j 0.00529929+0.00153214j -5.62489e-05-0.00639915j 0.00270498-0.00233653j -0.00422818-0.00160167j -0.0036134-0.00706411j 0.00578111+0.00498172j 0.00184285+0.000847109j 0.00511835-0.00257991j -0.0158787+0.00181598j -0.00827045+0.0124915j 0.00289082-0.00305056j -0.00316663-0.00187591j 0.00175952+0.00260566j -0.0014732+0.002161j -0.000501449-0.00331917j 0.00393122-0.00139139j 0.000968147+0.00280263j 0.000976306+0.00074716j -0.00382912-0.00641354j 0.00299288+0.00217201j 0.000241501+0.00821606j -0.000291881-0.00621136j -0.00191226-0.00550103j -0.00240481+0.00230026j -0.00195145-0.00070843j 0.00346361-0.00249553j -0.000585456-0.000287468j 0.00210632+0.00882871j 0.00412182-0.000344725j 0.00273987-0.00280642j 0.000652382-0.00329318j -0.00082997+0.00314229j 0.00445583-0.00216429j -0.00287447-0.00262844j 0.00446652+0.00143131j -0.000736585+0.00252596j 0.00469224+0.000862258j 0.00317733-0.00575727j -0.00730069+0.00355387j -0.00581535+0.0012442j 0.00202011+0.000167243j -0.00120341+0.00846086j -0.00261573+0.00133548j -0.00239243+0.00401572j 0.00413437+0.000625568j -0.0045959+0.00467255j -0.000933465+0.00018051j 0.00864527-0.00373421j -0.00506402+0.00206642j -0.0100175+0.0124223j 0.0084493+0.00412387j 0.00972911-0.00544254j 0.00524068+0.00401722j 0.00135255+0.000104643j 0.0024162-0.000789738j 0.00376395+0.00298246j 
-0.0016695-0.00181928j 0.00200428+0.000154848j -0.00018424+0.0041713j 0.00168382-0.000411841j -0.000142747-0.0052235j -0.0014108+0.00318156j 0.00243983-0.000195203j -0.000342366+0.0017601j 0.00186998-0.000644612j -0.00066156+0.000688503j -0.00110313-0.00158807j -0.00154064-0.000362127j 0.0023247+0.00157819j -0.00253251+0.0017147j 0.000366595+0.00638877j 0.0107199-0.00519665j 0.00183622+0.00582882j 0.00219945-0.000499629j -0.00316637+0.00228744j -0.00548602+0.000901976j -0.00604504+0.00247367j 0.0123862-0.0046941j -0.0025002+0.00447078j 0.00863327+0.002912j -0.0120257+0.00187191j -0.00454215-0.00032768j -0.00573742-0.00497139j -0.0125654+0.001167j 0.00285379+0.00314702j -0.00525494+0.00723486j -0.000997592-0.000980602j 0.00634473-0.00269527j -0.00385417-0.000129731j 0.0015464+0.00239305j -0.00352404-0.00466237j 0.00243135-0.000404448j 0.00150191+0.00475971j 0.00144067-0.00432111j 0.00360144-0.00719045j -0.000717477-0.00194229j -0.00127238+0.00405279j -0.00183419+0.00202323j -0.0015197-0.000810823j -0.00506435+0.00793614j 0.000185864-0.00107645j 0.00163318+0.0042028j 0.000133659-0.00379338j -0.00627634+0.0048309j -0.000607596-0.00145347j -0.0060592-0.0021674j -0.00160339+0.00494309j -0.00103735-0.00782441j 0.000257612+0.00151466j -0.00283506+0.0025638j -0.0014192+0.00352315j -0.00275214-0.00336829j -0.0015185+0.00934517j 0.00137022+0.00319705j -0.00928832+0.00151005j -0.00549726+0.0095821j 0.003609-0.000180452j 0.0023759+0.00297897j 0.00169328-0.0008038j 0.00777777-0.00477534j 0.000567618-0.0054725j -0.0154716+0.00521264j 0.00432729-0.00339206j -0.00420827-0.0034989j 0.000395351-0.000438261j 8.71339e-05+0.00480618j -0.00417317-0.00255116j -0.0043135-0.00286599j 
-7.9496e-05+0.000660568j -0.00147961+0.00196153j 0.00472241+0.00183649j 0.0021237+0.00293425j -0.000186001+0.00145014j 0.00102568+0.000321052j 0.00149686-0.00089329j -0.00208494-0.00115518j 0.00348916+0.00305874j 0.00261238+0.0022181j -0.00151795+0.00243696j -0.00464632-0.000676656j 0.000366924-0.000860999j -0.00559106+0.000568246j 0.00416567+0.00540918j -0.000795038-0.0046593j -0.000324822+0.00188148j 0.00157606+0.00251548j -0.00502054+0.00132494j 0.00371619+0.00700688j -0.00428881+0.00667601j 0.0136714+0.000467118j 0.00644812+0.00554236j 0.00743957-0.00521266j 0.00349813+0.00178322j 0.0103443+0.00774078j -0.002008+0.0041593j -0.00302101-0.00992405j 0.00408175+0.00738409j -0.0006614+0.0115466j -0.00123268+0.00607154j -0.00181117-0.00520151j -0.000216242-0.00323502j 0.00199154-0.000829796j -0.00249876+0.00115646j -0.000454709-5.0611e-06j 0.00213417-0.00317698j 0.00178384-0.00130708j -0.00191687+0.000108793j -0.0005662+0.000683129j 0.00122313-0.00203671j 0.00282911-0.000650284j 0.000500256+0.000155893j 0.00110984+0.00266816j -0.000888466-0.00135168j 0.00343014+0.000949664j -0.00126174-0.00179596j -0.00176431+0.0071211j 0.00114757-0.000553524j -0.00300301+0.00169644j 0.00105025+0.00260987j -0.00542391+0.00378174j 0.00190093+0.00270312j 0.00197591+0.00228937j 0.00157815-0.00184234j -0.00488989+0.00384013j 0.00792897-0.00239576j -0.00154019+3.11282e-06j 0.0013326+0.000215509j 0.00189488+0.00445094j 6.14297e-05-0.00432768j 0.00384304-0.000565308j -0.00612767-0.000657102j 0.00845661-0.00831556j -0.000443177-0.00625989j 0.000546003+0.00574914j -0.00765025-0.00164143j 0.00724933-0.00193737j 0.00217167-0.00240358j 0.002634+0.00329031j 0.00701915+0.00336239j -0.00644921+0.000900135j 
-0.0028201-0.00175117j -0.00206183-0.000758975j 5.4775e-05+0.00145401j 0.00180374+0.00339905j 0.00337189+0.0032871j -0.00453399-0.00475578j 0.00238083-0.000903434j -0.000280899+0.00184973j 0.00203948+0.000451006j 0.00269679-0.00311413j -0.00212312-0.003541j -0.000676049+0.000793057j 0.00298207-4.48382e-05j -0.0112271-0.00465689j -0.0113059+0.00617262j 0.00413161+0.0106311j -0.00443396+0.00471745j 0.00301834+0.00992722j -0.00604886+0.00631831j -0.000694717-0.00358847j -0.00152019+0.004295j -0.00217882-0.00383225j -0.00448641+0.00415497j 0.00754599+0.0148751j 0.0100401-0.00373252j 0.00548875-0.0109307j -0.00527851+0.000870734j -0.00417545+0.000929652j -0.00245212-0.00276245j -0.00205484-0.000405259j 0.00520594+0.00145421j 0.00350562+0.00735045j -0.00361791-0.00540076j -0.00289912+0.00469692j 0.00184815+0.00426207j -0.00456123+0.00178538j -0.00313853-0.00200752j 0.0017791+0.000553742j 0.00305911+0.00101848j -0.00251017-0.00107655j 0.000708463-0.000289102j 0.000798767-0.00171901j 0.00276618-0.00420233j -0.00516406-0.000470517j -0.00599646+0.00145332j -0.00382582+0.00870819j 0.0026441-0.000359333j -0.00539828+0.00375834j -0.00878865+0.00286213j -0.00398303-0.000936777j -0.00454489+0.00218339j -0.00254086-0.000352222j -0.00575843+0.00465195j 0.000211179+0.0054663j -0.00360386+0.00255366j 0.00578034-0.00375583j -0.00115218+0.00244679j -0.00477227-0.0023537j -0.00478215-0.00190429j -0.0110833+0.00672119j -0.000613476-0.000176856j 0.00207477+0.00811732j 0.0068781-0.00133514j 0.00903247-0.000558848j 0.0042596-0.00994474j -0.00894499-0.0106746j -0.0074976-0.00237842j 0.00161728+0.00657404j 0.00672835+0.000671623j -0.00111668-0.00112281j 0.00180568-0.00132499j 0.0024459+0.000271475j 
