0.00933362-2.05797e-05j 0.00719448+0.0188495j 0.00387371+0.013533j -0.00699938+0.00149889j -0.00101308+0.000206935j 0.000495654+0.00060754j 0.00011539+0.00773408j 0.000611537+0.00611368j 0.000462171-0.00134428j -0.00111481-0.00120471j -0.00228386-0.00120215j 0.000762243-0.00895758j -0.00679169-0.0102983j 0.00162118+0.00592832j -0.0012899-0.000317098j 0.00741575+0.00609027j 0.00360498+0.00523j -0.00277299-0.00119109j -0.00329525-0.00085926j -0.00461906+0.00115642j -0.00229349-6.49277e-05j 0.00344278+0.00865538j -0.00208851-0.00248939j -0.000301071+0.00324995j -0.00184433-0.00272154j 0.00642361+0.00842779j -0.000999877-0.000193615j -0.000694446-0.00288363j -0.00179232-0.00798615j -0.00239749-0.000371562j -0.000661249-0.00109739j -0.000225637+0.00932475j -0.00152178+0.00173897j -0.00269776-0.00662185j 0.00255189-0.0042504j 0.00335669+0.00776452j 0.00651726-0.00682277j 0.00220225-0.00130812j 0.000264414+0.000104104j 0.000832755+0.00399805j 0.00412814-0.00498818j 0.00368777-0.00673311j 0.000157217-0.00193223j -1.18875e-05-0.0102244j -0.00262219-0.00371954j -0.00205287+0.000432593j 0.00365648-0.00451217j -0.00435461+0.000270771j 0.00197292+0.00145665j -0.00238523+0.0004929j -0.00432847-0.00205716j 0.00427593-0.00203056j -0.00415924+0.0110812j 0.0108152+0.00133784j 0.018612-0.0062012j 0.00438237-0.0173062j 
0.00600408+0.00102821j -0.00156004+0.00160028j -0.00256713-5.56265e-05j 0.00277266-0.000546003j 0.00285929+0.00044755j 0.00343549-0.000859023j 0.000146134+0.00164445j 0.00230595+0.000570715j -0.000258218-0.000743195j -0.000932392+0.00224169j 0.000639947-0.00435967j 0.00402242-0.00117172j 0.0020035-0.00223424j 0.000719528-0.00658848j 0.00817598+0.00246665j 0.000422209+0.00196384j -0.000148139-0.00213451j -0.00211706+0.00365335j -0.00120358+0.00339031j -0.00143309-0.00232611j 0.00234337+0.00109992j 0.00145402-0.00402112j 0.00244165-0.00122957j -0.0106109-0.0148228j 0.00592632+0.00599074j -0.00021977+0.000321869j -0.00713078+0.000585086j -0.000993225+0.00678774j -0.00355522-0.00693373j 0.000820855-0.00271227j 0.0010742-0.00298145j -0.00485506-0.00160468j -0.00361787+0.00399874j 0.00425463-0.0121642j -0.00267098-0.00239501j 0.00532755+0.00356263j 0.00605857-0.000149493j 0.0132745-0.0016423j -0.00295739+0.00928042j -0.00331742+0.000995064j 0.0037043+0.00940797j -0.00261489+0.00854662j -0.00592308-0.000740269j -0.00283323-0.00847109j -0.00258041+0.00769501j -0.00110122+0.00802173j 0.00628244-0.0100052j 0.00989248-0.00129821j 0.0094802-0.00335858j -0.00430452-0.0070689j 0.000516331+0.00737186j -0.0040646-0.00473319j 0.00481641+0.00563477j 0.00135169-0.000616771j -0.00140376+0.00120201j 0.00383297+0.00430279j 
-0.000253914+0.0032397j 0.00107179+0.0020754j -0.00170915-0.000421764j 0.00441606-0.00102518j 0.00265314+0.000152047j 0.00118859-0.00086848j -3.19495e-05-0.00415483j 0.00194443-0.00209965j 0.00180138-0.00394346j -0.00183147+0.000790388j 0.000257086-0.00410753j -0.000399249+4.9807e-05j 0.00233928+0.00260881j -0.00429961+0.00346248j 0.000391328+0.0100185j 0.00213261-0.00150377j -0.000112027+0.00111198j -0.000687624+0.00449812j 0.00211916-0.000134673j -0.00163328-0.000729118j 0.00661071+0.00027731j 0.00362012-0.00542182j -0.000984182-0.000293189j -0.00202199-0.0113809j 0.00424929+0.00215613j -0.00605622+0.00291722j -0.00170586-0.00185771j 0.0102331-0.00154389j -0.000886037-0.00101106j -0.005871-0.00594217j -0.00457456+0.000976843j 0.000101635-0.00732427j 0.00330958-0.00289076j -0.0138611-0.0111218j 0.00104117+0.00127866j -0.0015956+0.00307503j -0.0104638+0.00472285j -0.00798477-0.00629568j -0.000367805+0.00619306j -0.00220227+0.00859806j -0.000753284+0.00229885j 0.0132631-0.0055946j 0.0104999+0.000449012j -0.00318739-0.0138206j 0.00387913+0.0060564j -0.00974236-0.00183404j -0.003373+0.000156666j 0.000149858-0.00631073j -0.0131747-0.00322246j 0.00520583+0.00378669j -0.00100491+0.00345562j 0.000203824-0.000916708j 0.00307916+0.00437145j 0.00738542-0.00262833j -0.0047201+0.000776658j -0.00495195+0.000235187j 
-0.00133144-0.00136905j 0.000646521+0.000759791j 0.00107245-0.0014989j -0.000107898+0.002343j 0.00121544+0.000797554j 7.68734e-05-0.00126624j -0.00221085-0.00196599j 0.000158032-0.00259941j 0.00137192-9.96008e-05j -0.000813062+0.00287033j 0.00161671-0.00507165j 9.96353e-07+0.00291611j 0.000473929+0.000513931j -0.00225055-0.00223167j -0.00184846+0.00623221j -0.000621771+0.00442961j -1.3521e-05-0.00749363j 0.0010583+0.00201469j 0.00204211+0.000705455j 0.000818203-0.000163481j 0.00158487-0.00372863j 0.00277712-0.00283664j -0.0018717+0.00334533j 0.00931558+0.0101788j -0.00107048+0.00187879j -0.0017739-0.00212162j -0.00302948+0.00855083j -0.00111223-0.00596238j 0.0046339+0.00905387j -0.000363253-0.00820947j 0.0030437-0.00692358j -0.00206822+0.0093431j -0.00194304-0.00245268j 1.77297e-05-0.00478472j -0.00165849+0.00585411j -0.00029887+0.00612166j 0.00734146-0.00522921j 0.000502717-0.00468526j 0.00114721-0.00244198j -0.000484141-0.000561162j -0.00319475-0.00315746j -0.00202598-0.00362663j -0.00410242+0.00853387j -8.81261e-05+0.00331986j 0.00507948-0.00741544j -0.00928736-0.00152062j 0.00247562-0.00409536j 0.00954768-0.00130244j -0.00168708+0.00274111j 0.000478926+0.00394763j 0.000407267-0.00170868j -0.000873476-0.00320833j -0.000468997-0.000275998j 0.00229728-0.000726691j -0.000180823+0.000291611j 0.000648023-0.0013877j 
0.00339196-0.000885401j 0.00109169-0.00290215j -0.00276745-0.00148573j 0.00278898+0.0024483j 0.000944341+0.004513j -0.00201657+0.000356425j -0.00273144+0.00104503j 0.00151269-0.00109634j -0.00510423+0.00338385j 0.00260153-0.00158776j -0.00359247+0.000946549j -0.00146715+0.000364227j -0.00240207+0.00226322j 0.00458042-0.00593087j 0.0126748-0.0037216j -0.00188601+0.00166634j 0.00199765-0.00103972j 0.00516099+0.00393594j 0.000492268+0.00100714j -0.0015638+0.0001811j -0.000217916-0.00230363j -0.00628024+0.00363845j -0.00169343+0.00325315j -0.00961034-0.00202964j -0.000221969-0.00215321j 0.00549979+0.0021704j 0.00244416+0.00322479j 0.00442753-0.00369795j 0.0014918-0.00279667j -0.0103773+0.00209296j -0.00167945-0.00483802j -0.00375193-0.00188431j 0.00285764+0.0036333j -0.0164802-0.00128498j -0.00350414-0.00341124j -0.00153763-0.00120002j -0.00451298+0.00578254j -0.0131991+0.00254348j 0.00354031-0.00223631j 0.0133863-0.00144729j 0.000701463-0.000377789j -0.0129945-0.00180331j -0.00187351-0.00492356j -0.00719455+1.85627e-05j 0.00404051-0.00221261j -0.00210947+0.00557904j 0.00204247+0.000635567j -0.0157977-0.00643821j 0.00513421-0.0028025j -0.0094967-0.00320849j 0.000771634-0.000124391j 0.00264534-0.00494335j -0.00464155+0.00421421j -0.00767712+0.000671642j 0.00551527+7.82527e-05j 0.000493738+0.000852228j 
-0.00195851-0.00237923j -0.00132151-0.000526703j -0.00190785-0.000989859j 0.00248735+0.000466641j 0.00330006+0.00122013j -2.04543e-05-0.00109135j 0.0012781-0.00257002j -0.00282632-0.00313129j -0.000874161-0.000749942j 0.00607125-0.0007146j -0.00688066-0.0052145j 0.00222569+0.000682851j 0.000240794+0.00413608j -0.00698657-0.00108409j 0.00554922+0.000829434j 0.00685724+0.000738139j -0.0133811-0.000556714j -0.00115881-0.000714774j 0.00261854-0.00103959j -0.00571722-0.00424635j -0.0032835-0.00454447j -0.00290486-0.00631982j 0.0074606+0.0045107j 0.00517202-0.00248952j 0.00548819-0.0065828j -0.000859358+0.00191684j 0.00544297+0.0066224j -0.00733785-0.0029609j -0.000283825-0.00243116j -0.00532271+0.00420605j -0.00407936-0.00446568j 0.0137391+0.00558074j -0.00180543+0.00473106j 0.000181122+0.00493572j 0.00607118+0.00634351j 0.00700649+0.00360458j -0.00616491-0.00764685j 0.00455927+0.00510666j 0.00387236-0.000597754j -0.00193336+0.00377215j 0.00209085+0.00535053j 0.00445547+0.000845795j 0.00233372+0.00570517j 0.00540256+0.000933214j -0.00754612-0.00965698j 0.00567524+0.0167331j -0.0114425-0.00358867j -0.000154211-0.00809189j -0.000977308+0.00272117j -0.000906017+0.00481885j 0.00244689+0.000812147j 0.00132836-0.00016883j 0.00134075+0.00111074j 0.00121299-0.000417312j -0.00063855-0.00202279j 0.000894792-0.00119494j 
0.00276887+0.00155785j -0.000277787+0.000253604j -0.000154322-0.000402849j -0.000648125+0.00114798j -0.00262929+0.00141986j 0.00368269+0.000856932j 0.00351919+0.000473931j 0.0016394-8.9116e-05j -0.000619369+0.000602046j 0.000241769-0.00111096j -0.00243912-0.00148587j 0.00430834-0.00247061j -0.00154552-0.00452265j -0.00244126+0.000334634j 0.0042656+0.000835197j 0.00162506+0.00187594j -0.00331661+0.00336479j -0.00194608+0.00585537j -0.000857235-0.00312414j -0.00084596+0.00722039j -0.00103824+5.75999e-05j -0.00221944-0.000374342j 0.000652296-0.0151326j -0.00926087+0.0148678j 0.00924552+0.00234547j -0.000620781-0.00409394j -0.00141468+0.0044748j 0.00360327-0.0055026j -0.0102033+0.00815535j 0.000848844-0.00732717j 0.00479379-0.00983158j 0.00213957-0.00313039j 0.00186447+0.000679799j 0.000390464-0.0116435j 0.000963765-0.0021417j 0.00401249-0.00450379j -0.00200742+0.00394123j 0.00689012-0.0111428j 0.00701297-0.00550767j 0.00357351-0.00120501j 0.0105653-0.00742606j 0.00406539-0.0027863j -0.0038632+0.00683334j -0.00621351+0.00661809j 0.00619224+0.00510157j 0.0127314-0.000233799j -0.00743858+4.445e-05j 0.00167979-0.0024985j -0.0018861-0.00042969j -0.00276946-0.000928066j 0.00426029+0.00435373j 0.00519353+4.54926e-07j -0.00283524+0.00160953j -0.000224411+0.000693507j 0.000625545+0.00069488j 0.00106144+0.00163402j 
0.000334348+0.00284768j 0.000145048-0.000181137j -0.000736803+0.000119057j 0.00190044-0.00132489j -4.24876e-05+0.000338656j 0.00211278+0.00427169j 0.000709114+0.00231241j -0.00135271+0.000982876j 0.000184061-0.00291528j -0.00151548-0.00217261j -0.006662-0.00561111j 0.0044653+0.00131765j 0.00103011-0.00171003j -0.0023335-0.0046672j 0.0041529+0.00252649j -0.000726196+0.00402569j -0.00233301-0.00286545j 0.00173992+0.000326637j -0.00182383-0.00194863j 0.00161676+0.00233656j -0.00341125-0.00398j 0.000470643+0.000920584j -0.00141547-0.0134915j 0.00928371-0.00418271j 0.0023212+0.00622613j -0.00472788-0.010039j 0.00738567-0.00874163j -0.00490963-0.00493815j 0.00744875-0.000828686j -0.00215762-0.00225093j -0.00621394-0.0115385j 0.00194397-0.00738272j 0.000444506-0.000464964j -0.00595571-0.00840314j 0.00370166-0.000662473j 0.0025479+0.00526589j -0.000484133-8.5859e-05j -0.00320528-0.00430556j -0.00735997-0.00200736j -0.00267551-0.000575628j -0.00239832-0.0112384j -0.00661027+0.00151447j 0.00439354+0.0112561j 0.00196774-0.00016226j -0.00692165+0.00319653j -0.00236081+0.00623221j 0.00093306+0.00231652j -0.00264109-0.0015181j 0.00218272-0.000660651j 0.00232847+0.00061284j -0.00331102+0.00390782j -0.00252927+0.000434271j 0.000628123+0.000662862j -0.000794817-0.000420758j -0.000728459+0.000355936j -0.00202045+0.000695084j 
0.00176079+0.00152612j 0.000725163+0.00102417j -0.000972292+0.00101728j 0.00096817-2.83574e-05j -0.003198+0.000473156j 0.000520624-0.000532419j 0.00330214-0.000684225j 2.11084e-05+0.00060171j 0.00184259-0.000160408j 0.00644087+0.00354708j 0.00181323+0.00430323j 0.002895-0.0020497j -0.00562263-0.00118662j 0.00408989+0.0050811j 0.00179139-0.00111867j 0.00894787+0.00569171j -0.00974134-0.00458111j 0.00129656+0.00397463j 0.000246096+3.95447e-05j 0.00727296+0.00781199j -0.00245999+0.00734132j -0.00250185+0.00805667j -0.00241792+0.00208499j 0.00558022+0.0017741j 0.00837802+0.0149655j -0.00137973+0.000253455j 0.00864234+0.00911199j -0.00427947+0.00109674j 0.007497-0.00565281j -0.0105048-0.00856791j -0.00661855-0.00141964j 0.0110197+0.0117419j 0.000306489-0.0055231j -0.00247513-0.00523671j 0.00355139-0.00268694j 0.00209689-0.00106865j -0.00686207-0.0036185j -0.00235719-0.00127648j -0.00105506-0.000910568j 0.00306234-0.0143348j -6.61269e-05+0.00671772j -0.00289669+0.013105j 0.00688197+0.00439625j 0.0085879+0.00556126j -0.000942117-0.00268464j 0.00210171-0.00511398j -0.000984263-0.0072875j -0.00314671-0.00062844j -0.000112611-0.000837635j -0.00370341-0.00346038j -0.0003212+0.00436466j 0.00326444+0.000784296j -0.000226461+0.00200814j -0.000578331-0.000648422j -0.00127247+0.00119942j -0.000438188+0.000826762j 
0.00101943-0.00183579j 0.000789139-0.00104297j 0.000208375-0.001423j 0.00214796-0.000741549j 0.00379188-0.00498403j -0.00054237-0.00225201j -0.00372962+0.00594152j -0.00163449-1.69071e-05j 0.00355088+0.000378064j 0.001489+0.00608102j 0.000439221-0.0011112j 0.00512944-0.000511261j 0.00559292-0.00611045j -0.00355587+0.00414872j 0.00398772-0.00659079j 0.00451852-0.000164417j -0.00114394-0.00313058j 0.0037731-0.00511136j -0.00182736+0.000323475j 0.00145317-0.00203446j 0.00160029-0.00336252j 0.00140056-0.00553442j 0.00100942+0.0071483j -0.00516849+0.000129783j 0.00488042-0.00192275j -0.00213529+0.00586711j 0.000304667+0.00724824j -0.000145178+0.00132821j 0.00180647-0.000493569j -0.0086618+0.00183874j -0.00639378+0.00406997j -0.00558885+0.00843825j 0.00070411-0.0014152j -0.0134465+0.0117757j -0.00165826+0.00391916j 0.00512998-0.000115262j 0.00648747-0.00513595j -0.00409458+0.00287878j -0.00128643-0.00033799j -0.00531722-0.00143478j -0.00134052+0.00516713j 0.00038956+0.00395649j 0.00306748-0.00155863j -0.0124799+0.00464499j 0.00211142-0.00296487j 0.00029774+0.00698592j -0.0052141-0.00762949j 0.000995759-0.00300638j 0.00187424+0.000833084j 0.00884797+0.00038741j 0.0027309-0.00368185j -0.00839715+0.00074158j 0.00420122+0.000600109j -0.000388208-0.000869198j 0.00354497+0.000217063j 0.00227724-0.00026144j 
0.00483077-0.00167496j -0.00199877-0.000631618j -0.00143853-0.000819082j -0.00220473-0.000369068j -0.00203466+0.00137467j 0.00571402-0.00254989j 0.00497677-0.00110465j 0.00456333+0.000864398j -0.00656384-0.000345981j -0.000419425+0.00181014j -0.00623476+0.001307j -0.000355464-0.00531689j -0.00916801-0.00387762j -0.00490829-0.00234956j 0.00154427-0.00626584j 0.00429211+0.00370224j -0.000930368-0.00253788j 0.00498097+0.00138643j -0.00784196+0.00461691j 0.00456363-0.00229559j -0.00230967-0.00080356j 0.00152797-0.00293971j -0.0270491-0.00270453j 0.00371522+0.0016325j 0.0102754-0.00691337j -0.0132599+0.00189381j -0.0123604-0.00508127j -0.00468628-0.00188514j 0.00542996+0.00185672j -0.00244617+0.000753029j -0.0122366-0.00191416j -0.0111685+0.00244419j -0.0023018-0.000800031j -0.01496+0.00294426j -0.00515917+0.000306856j 0.000691774-0.00210106j 0.00553356-0.00284478j -0.0128641-0.00329725j -0.00129211+0.00577258j -0.00178147+0.00361068j -0.0150262-0.00861224j -0.00178859+0.00316438j 0.00876325+0.000764734j 0.00238969+0.00801344j 0.0105142+0.00238243j 0.00198331-0.000139713j 0.00373027+0.00113855j 0.000143467-0.00192368j -0.00141635-0.00319273j -0.00458795-0.00487079j 0.00436883+0.000974435j 0.00281793+0.00250344j 0.000670498+0.000318746j 0.000119585+0.00109333j 0.00126733-0.000251911j 0.00329294+0.00271375j 
-0.00204932+0.00126644j -0.000148732-0.0010597j -0.000212651-0.000830227j 0.000161051+0.000384796j 0.0012632-0.000117805j 0.000857027-0.000909292j 0.000479426-0.00110302j -0.00155377+0.000988582j -0.00202798+0.0012903j -0.00247225-0.00196243j -0.0088767+0.00785822j -0.000301763-0.000831235j 0.00594363+0.000683319j -0.00944607+0.00622287j 0.00519821-0.00228462j 0.00358316-0.0026534j -0.000739991+0.00892873j -0.00271747-0.000100903j -0.00188378-0.00354922j -0.00609537+0.00114548j -0.00821112+0.00253227j -0.00666795-0.00127857j -0.00263777-0.00234518j -0.00156365-0.00738586j -0.0079744-0.00716411j -0.00778848+0.00480685j -0.00631466-0.00352024j -0.00801014+0.00546929j 0.00209563-0.000336142j 0.00378201+0.0024808j -0.00948961+0.00317023j -0.00120852-0.00951913j 0.00864812+0.00582976j -0.00019033+0.00178406j 0.00446579-0.00419608j 0.00824295-0.00519911j -0.00541132+0.00355652j 0.000129732-0.000634492j 1.67038e-05+0.000540254j 0.00753051+0.00656734j -0.00728956+0.00143845j -0.00436885-0.00479506j 0.00914716-0.00288038j -0.000803898-0.00439494j -0.00289203+0.00501612j 0.0169277+0.00208407j 0.000693174+0.00677749j -0.00560668-0.00150021j 0.0006847+0.000487929j 0.00542409+0.00125935j 0.00309996-0.000913963j 0.00238777-0.000508019j -0.00286464+6.7044e-05j -0.00120169+0.000190571j 0.000279367-0.000926565j -0.00224632-0.000349116j 
0.00197895-3.10044e-06j 0.000712362-0.00242959j 0.000430107-0.00220766j -0.00128482+0.00149951j -0.00129269+0.00316818j -0.00148365-0.00103927j -0.00189079-0.00101058j 0.0029677+0.00225136j -0.004502-0.002285j 0.00473817-0.00354343j 0.00250642-0.000651364j -0.000876138-0.00367427j -0.0061558-0.00276131j 0.0104316-0.000610746j -0.00737332-0.00111083j 0.00680875-0.0086434j -0.0091149+0.0095303j 0.00349839+0.000380173j -0.00118593+0.00202763j 0.00731537-0.00728379j 0.00799387+0.00272976j 0.00685519-0.000145526j -0.000584896+0.000395793j 0.0062381-0.00342554j 0.015851-0.00734441j 0.000245208+0.00646204j 0.00794353-0.00536962j 0.00316627+0.0069935j -0.00398679-0.00400292j -0.0071718+0.00580002j 0.00565721+0.00711666j 0.0141159-0.00823333j -0.0114981-0.00376952j -0.000357355+0.00284717j 0.00214802-0.00178942j 0.000537811-0.00762314j -0.00644478+0.000391192j -0.00315368-0.000467864j -0.000262779-0.000549177j -0.0154239-0.00188707j 0.0031754-0.00206674j 0.014544+0.00223214j 0.00405657-0.00872866j 0.00433647-0.00246346j 1.30116e-05+2.15002e-05j -0.00274623-0.00369843j -0.00651083+0.00396793j 0.00120887-0.00289927j 0.00236374+0.000871678j -0.000489242-0.00336183j 0.00313355-0.0032216j 0.00295999-0.000740415j -0.00362605+0.00125539j -0.00170009+0.00105847j 0.00324261+8.00984e-06j -0.000513442+0.00103499j 
-0.000521924-0.00173089j 0.000616894+0.000965725j 0.00428257+0.00270225j -0.00248386-0.00091343j -0.00456187-0.00232655j 0.00195865+0.00182556j 0.00914466-0.000248517j -0.00315184-0.00122629j 0.00921617+0.00311931j 0.00393103-0.00279387j 0.00835038+0.00248764j 0.00161444-0.00330383j -0.00396442+0.00553197j -0.00202037-0.00215147j 0.00897368+0.00488471j 0.000443005-0.00623537j 0.00740814+0.0107401j -0.0030119-0.00624021j -0.00433981-0.00591676j 0.00902343+0.0030212j 0.000578939+0.00190486j 0.00359197+0.0034862j -0.000601503-0.00193124j 0.00249245+0.00367023j 0.0102992-0.00355459j -0.000342125-0.00437446j 0.00639089-0.00373957j -0.00167751-0.00248534j 0.000951174-0.00281592j -0.0100353+0.00662803j -0.0082149-0.00304125j 0.00201663-0.00648365j 0.00453804+0.00742981j -0.00478619-0.00237198j -0.00728984-0.0115026j -0.00575809-0.00350657j 0.00150687+0.008587j 0.000700963-0.00134342j -0.00236329+0.00124509j -0.00813704+0.000724376j 0.00680101+0.00364953j 0.00259125-0.00653965j 0.00466758+0.00131997j 0.00740882+0.00469675j -0.00156725+9.91514e-05j -0.00131639-0.00738129j -0.0062458-0.00359225j 0.00222128+0.0060124j -0.00140387-0.000134663j -0.00291213-0.000445335j 0.00233469+0.00253654j 0.00161535+0.00349674j 0.00279058-0.00216446j 0.00117232+0.00124536j -0.000702393+0.000117829j 0.000544498-0.000955694j 
0.00237585-0.000154132j 6.5455e-05+0.00147784j -0.000370705+0.000515897j 0.00267525-0.00303515j 0.00383304-0.00232284j 0.00449698-0.000147476j 1.9491e-05-2.55755e-05j -0.00117745-0.000244662j 0.00462832-0.00232399j -0.00352387-0.00447643j -0.011455-0.00536552j 0.00516456-0.00504056j -0.00403122-0.00366598j 0.00256552+0.000440503j -0.00211618-0.00472383j -0.00890634-0.00486579j 0.00257295+0.00119901j -0.0037028-0.000999254j 0.0114814+0.00756071j 0.00293051-0.000330109j -0.00365803-0.00608342j 0.000234997-0.00180084j 0.00714692-0.00162749j -0.00135175-8.29623e-05j -0.00235033-0.00799981j 0.00607402-0.000313258j 0.00815301-0.00592233j -0.00042816-0.00299192j -0.00959667-0.00614231j -0.00409056+0.00263801j -0.0021556+3.58175e-05j -0.0035672-0.00354244j -0.0069442-0.012j 0.00283254+0.0114632j 0.00169479+0.00202931j 0.000923658+0.00195512j -0.00125123-0.00134362j 0.00273122+0.000152896j -0.00533829-0.00110676j -0.000284313+0.00715767j 0.00201424-0.00803228j -0.000766517-0.000907466j 0.00303887+0.00359838j 0.000733694+0.00451947j -0.00127123+0.0045213j 0.00233527+0.000458707j -0.00183862+0.00364377j -0.00216585+0.0010392j 0.000319398-0.00142053j 0.000891691+0.000512779j 0.00188401+0.0018127j -0.00306856+0.000822831j 0.00649385-0.000105927j 0.00123808-0.00110042j -0.000763728+0.000964428j 0.000965981+0.000637718j 
-0.00021689-0.000647387j -0.0020726+0.00109098j -0.00394016-0.000100336j 0.00203025-0.00594959j 0.000456817-0.00305272j -0.00365991+0.000513588j -0.00086178-0.00224152j 0.00345053+0.00291192j -0.00376395-0.0113886j 0.00781719-0.00178702j 0.00254863-0.00530722j -0.00486922-0.00134813j 0.00506908-0.00189861j 0.000975678-0.00312335j -0.00154304-0.0119793j 0.00774826+0.00595364j -0.00499509-0.00891489j 0.00270772+0.0066781j -0.00845672-0.00388092j -0.00255737-0.00192553j 0.00272528+0.000933684j -0.00074841-0.000750803j 0.00140849-0.0143573j -0.00379521+0.00242902j 0.00335939+0.00292282j -0.00204642-0.00927639j 0.00481829-0.00829109j -0.00236123-0.000939345j 0.00482628+0.00807259j 0.00374242+0.0128826j -0.00208198+0.00302383j 0.00552972+0.0020898j 0.00382047-0.000450154j -0.0038305-0.00256828j -0.00134078+0.00704801j 0.000431191+0.00392354j 0.00447983+0.000874195j 0.00288684-0.0050224j 0.000312853+0.00385477j -0.00287124-0.0045528j 0.00943272-0.00936075j 0.0018974+0.00671951j -0.00409498-0.000902792j -0.00116105-0.00259985j -0.00498276+0.000920898j 0.00125584+0.0035688j -0.003967+0.00695435j -0.00288892-0.0010244j -0.00118567-0.00242422j -0.00234596-0.000542072j -0.00118401-0.0017496j -0.00385009+0.000926467j 0.00784698-0.00317345j 0.00151997-0.00228923j -0.00304491-0.000582496j 0.000343546+0.000261293j 
0.00263083+0.00173795j 0.00243603+0.00172636j 0.00033039+0.000515962j 0.00136156-0.00039627j -0.00211355+0.000635708j 0.00183287-0.00227459j 0.00218848-0.00161418j 0.00412608+0.000547678j 0.00590674-0.000696655j -0.00256362-0.00103933j -0.00175011-8.70323e-05j -0.00503636-0.00470841j 0.00681599-0.00422968j 0.00320419+0.0129025j -0.00131149-0.0104094j 0.0032868-0.000417625j 0.0041251-0.00621638j -0.00610837+0.00251035j 0.00152531+0.00920911j 0.00686301+0.00789065j -0.00153277+0.00547311j -0.00332219+0.00466909j 0.0074587+0.00772617j -0.0035926+0.00197127j -0.00484935+0.0042043j -0.000955085+0.00897916j 0.00254039+0.00760713j -0.00629204-0.00129378j 0.0030075-0.00508595j 0.00415536-0.00149341j -0.00106916+0.0113354j -0.000101072+0.00755096j 0.0125228-0.00973718j 0.0018264+0.00930055j -0.00217123+0.00250234j 0.00372758+0.00051068j 0.00332651-0.00191049j -0.000374587+0.000670566j -0.00115399-0.00103987j 0.00504214-0.00587119j 0.00283148+0.00144275j -0.0027381+0.00914105j 0.00167355-0.00291673j 0.00118365+0.00438096j 0.00390823+0.00200134j 0.000913755-0.00988024j -0.000774049-0.00212587j 0.00208079+0.00350929j -0.0022485-0.000878661j 9.3717e-05-0.00305543j 0.00292927+0.00147913j -0.000744472-0.000879137j 0.00106125+0.00132774j 0.000617604-0.00119243j -0.000919474+0.00213631j -0.000455059+0.000335917j 
0.00386082+0.000886119j 0.00400953-0.00232575j 0.0023117-0.00290301j -0.000882417+0.00284395j -0.00267762-0.000386087j -7.57991e-05+0.000294583j 0.000771329+0.00838358j 0.00709557+0.0021755j 0.00552688+0.000298296j -0.00167249+0.00228581j -0.00354042-0.00176514j -0.00736769-0.00642409j 0.00660317+0.00244982j 0.00553704-0.00461857j 0.000526472+0.00514343j 0.00221456+0.00752717j 0.00657027-0.000404342j -0.00765195-0.000337003j 0.00698966-0.00619175j 0.00734376-0.00101943j -0.000172193-0.00247086j 0.00150431-0.00365449j 0.0140373-0.000236512j -0.000363887-0.00331384j 0.000260895-9.64998e-05j 0.000131051-0.00188985j 0.00160839-0.00452674j -0.00508062-0.0104734j -8.31292e-05+0.00808719j -0.000555198+0.00241667j 0.00654868-0.00444036j 0.00261721-0.000376278j -0.000713735+0.0154826j 0.00511415-0.00175626j -0.0012224-0.00421218j 0.00350795+0.00380704j -0.000523324+0.0028305j -0.0012072-0.00315643j -0.00623367+0.000805142j -0.00354949+0.00239047j -0.000535087-0.00285331j 0.00131942-0.00204536j -0.00129635-0.0020089j -0.00176506+0.00275697j 0.00355158+0.0016934j -0.00700653+0.00246151j -0.000840189-0.0041992j 0.00413538-0.00207881j 0.00237897-0.00258009j 0.00196279-0.00494691j 0.00150287+0.00149549j 0.00117625+0.00199053j -0.00320173+0.00275539j -0.00219278+0.000166518j 0.0054888+0.00163171j -0.00081445+0.000596328j 
-0.00114501+0.000137078j -0.00123096-0.00459519j 0.00185819-0.00172289j -0.000257314-0.00225475j 0.00481199-0.00503778j -0.00375632+0.00105514j 0.000491486+0.0038067j -0.00341432+0.000921161j -0.00271222-0.00273147j 0.00192498+0.0115254j -0.00365106+0.00831611j 0.00291474+0.0086618j 0.00146077-0.0153873j 0.00490753-0.000544164j -0.000546992+0.00232668j -8.58134e-05+0.00302406j -0.00397091-0.00243878j 0.000527476+0.00327891j 0.00118213-0.0148763j -0.00275816+0.000307632j 0.000668717+0.00326276j 0.000560915+0.00286587j 0.00433383-0.019008j -0.00232167+0.00385589j -0.000636207+0.0163312j 0.00279463-0.00349625j 0.00208456-0.00148408j -0.0023556+0.00882408j -0.000680474+0.00264508j -0.00450236-0.00847572j 0.00353177-0.00542422j -0.000472747-0.000130808j -0.00237256-0.00657231j 0.00284095-0.0106571j 0.00465237-0.00414936j 0.00345689-0.00865527j -0.00330149-0.000843509j 0.00236266-0.00477946j -0.00409564+0.00235452j 0.000669196-0.00752214j -0.000414247+0.00162601j -0.00154555+0.00102186j 0.00171912+0.00257115j -0.0077841+0.00302566j -0.000724502-0.00015327j 0.00444012+0.00290044j 0.00256225+0.00023803j 0.000443639-0.0025616j 0.00254908+0.00205806j 0.006737-0.00421467j -0.000245062-0.00325184j -0.00278416+0.00593701j 0.00117941-0.000222891j -0.00183172+0.00113245j 0.00214606-0.0016764j -0.00256218+0.000925258j 
