0.00933362-2.05797e-05j 0.00719448+0.0188495j 0.00387371+0.013533j -0.00699938+0.00149889j -0.00101308+0.000206935j 0.000495654+0.00060754j 0.00011539+0.00773408j 0.000611537+0.00611368j 0.000462171-0.00134428j -0.00111481-0.00120471j -0.00228386-0.00120215j 0.000762243-0.00895758j -0.00679169-0.0102983j 0.00162118+0.00592832j -0.0012899-0.000317098j 0.00741575+0.00609027j 0.00360498+0.00523j -0.00277299-0.00119109j -0.00329525-0.00085926j -0.00461906+0.00115642j -0.00229349-6.49277e-05j 0.00344278+0.00865538j -0.00208851-0.00248939j -0.000301071+0.00324995j -0.00184433-0.00272154j 0.00642361+0.00842779j -0.000999877-0.000193615j -0.000694446-0.00288363j -0.00179232-0.00798615j -0.00239749-0.000371562j -0.000661249-0.00109739j -0.000225637+0.00932475j -0.00152178+0.00173897j -0.00269776-0.00662185j 0.00255189-0.0042504j 0.00335669+0.00776452j 0.00651726-0.00682277j 0.00220225-0.00130812j 0.000264414+0.000104104j 0.000832755+0.00399805j 0.00412814-0.00498818j 0.00368777-0.00673311j 0.000157217-0.00193223j -1.18875e-05-0.0102244j -0.00262219-0.00371954j -0.00205287+0.000432593j 0.00365648-0.00451217j -0.00435461+0.000270771j 0.00197292+0.00145665j -0.00238523+0.0004929j -0.00432847-0.00205716j 0.00427593-0.00203056j -0.00415924+0.0110812j 0.0108152+0.00133784j 0.018612-0.0062012j 0.00438237-0.0173062j 
0.00372262-0.000950219j -0.00625116-0.000201103j 0.00389505-0.00023665j -0.00146075-0.00307826j 0.00364245+0.00755903j -0.00505246-0.00563273j 0.00113826+0.000366055j 0.000477887-0.00398283j 0.008666+0.00616216j -0.00941603-0.00262545j 0.00102942+0.00645349j 0.01252+0.00617355j -0.00275065-0.00376465j 0.00782927+0.00534868j -0.0117197-0.00430464j -0.0069832+0.00349295j -0.00199307+0.00141142j 0.00363136+0.00436732j 0.00354251+0.000455829j 0.00364364+0.00645604j -0.00286973-0.00532226j -0.000173889-0.0105373j -0.0021169+0.00200571j 0.00793139+0.00552961j 0.00228833+0.0041103j 0.00230714+0.00634711j 0.00348584-0.00347668j -0.00334598+0.00161736j 0.0011029+0.0023957j 0.000412616+0.00293536j 0.000523936+0.00105421j 0.00146782-0.000343075j 0.00050942-0.000995917j -0.00140065-0.000406025j 0.00164001+0.00573938j -0.000398973+0.000722693j -0.000649058-0.00157199j -0.00116154+1.25296e-05j 0.0019165-0.000755233j 0.00282284+0.00202538j -0.00237124+0.00130005j -0.000860612-0.00373211j 0.0025836+0.00266038j -0.000977809-0.000699039j 1.04941e-05+0.00178416j -0.000375057+0.00277799j 0.00128958+0.000443604j -0.000228063+0.00367325j 0.00217631+0.00103845j -0.000925243+0.00159709j 0.0026375-0.00235763j 0.00239368-0.000250865j 7.78612e-05+5.05536e-05j 0.00366769+0.00168927j -0.00132528-0.0011577j 0.00202228+0.000143464j 
-0.00923255+0.00129573j -0.0067036-0.00146593j -0.00315712+8.29475e-05j -0.00621575-0.00393578j 0.014533+0.00652866j -0.00169086+0.010013j -0.00718395-0.0123594j 0.00076177+0.0116216j 0.00173008+0.00755526j -0.0107821-0.00662812j 0.00681938-0.00201325j -0.00578282-0.0129861j -0.000866017+0.00236839j 0.00511636+0.0028089j 0.00373123-0.00948937j 0.00437227-0.0100254j -0.00564754-0.0041831j 0.00267641-0.00429174j 0.000898739+0.00251513j 0.00356292-0.00461343j -0.00488237-0.0063239j -0.00190468-0.000838694j 0.000691327+0.00239014j 0.00193227+0.00150588j 0.00542718-0.00433198j 0.00409028-0.000366559j -0.00115944-0.00769976j 0.00123503+0.00161959j 0.00493001+0.00187063j -0.00828478-0.000232337j -0.000905423-0.00316659j -0.00164718+0.00123873j 0.00336968+0.000584959j 0.0011077+0.00314167j -0.000705991-0.000241894j -0.00130398+0.00199786j -0.00221595-0.00172867j 0.000935089-0.00105045j -0.000831501+0.00171115j 0.00198914+0.00180395j 0.00166839-0.000784599j 0.000540817+0.00263917j 0.00146335-0.00134043j -0.000485897+0.000130529j -0.00168427+0.00228526j 0.000662846-0.00173914j 0.00373008+0.000957471j 0.00177553+0.00121592j 0.00112275+0.00278036j 0.00354253+0.000704665j -0.00226075-0.000371053j 0.00272278+0.00115067j -0.00281445-0.00328762j 0.000693986+0.0023363j -0.00372663+0.000540593j -0.00204438+0.000154024j 
0.00228539-0.000767031j 0.00246736-0.00124464j 0.00140552+0.000690705j -0.00239923+0.00575831j -0.00601204+0.0013004j 0.00320576+0.0131627j 0.00720888-0.000322739j -0.00265211-0.00912359j 0.00594069-0.015307j -0.00274964+0.0062458j -0.00441699-0.00664653j 0.00425474+0.0140153j -0.00289357+0.00717576j 0.003399+0.00579397j -0.00683706-0.00445529j -0.00367409+0.00548773j 0.000424216+0.00918463j 0.00501741+0.012532j 0.00391+0.00383483j 0.000184119+0.00471341j -0.00026569+0.00714729j -0.00778726-0.00206262j 0.00104502-0.00304971j -0.00212096+0.00877646j 0.000767437-0.0105157j -0.000235404-0.00014245j -0.000990021-0.000973855j -0.000232701+0.0012252j 0.00335804-0.00931357j 0.00129872+0.00244775j 0.000275161+0.00181103j 0.00135711+0.00313202j -0.0038071+0.00685827j -0.000687971-0.00433563j 0.00210553+0.000747244j -0.000789878-0.00483329j -0.0019979+0.00337946j -5.42815e-05+6.44133e-05j -0.00360455+0.00064406j -0.000382316-0.00300698j 0.00275379+0.00226355j -0.00381871-0.00165568j -6.87712e-05+0.00132317j 0.000471506+0.00052652j 0.00417592-0.00383024j 0.00442507-9.39146e-05j 0.000437547-0.00122353j 0.00444218-0.00178973j -0.000734024-0.000758225j 0.0003654+0.000361526j -0.00506953+0.00251996j -0.00290269+0.00299259j -0.000413914+0.00165907j -0.00127914+0.00019815j 0.00246858-0.00313006j -0.00065371+0.000389629j 
-0.00243017+0.00105319j -0.00661644+0.00144443j -0.00639204+0.0056408j -0.00266856-0.00692994j -0.00278717+0.00494805j -0.00342511+0.0129117j -0.00113999+0.0130865j 0.00307011+0.0115658j -0.0170281+0.00122451j -0.000582358-0.00689856j -0.00298676+0.00522743j 0.00840382+0.00143941j 0.00145374+0.002969j -0.00382813+0.00397998j 0.00771428-0.00668795j 0.00465961-0.00876657j 0.00941111+4.59845e-06j 0.00343634+0.00354849j -0.00108928-0.00989524j 0.00882348+0.000614732j 0.00108424+0.00380153j 0.00963514-0.00835359j 0.00237551+0.00659189j 0.000345604-0.00572735j -0.0108181-0.00192415j -0.00537471-0.00363694j -0.00289625+0.0012365j 0.000185098+0.00135381j -0.00112973-0.00408456j 0.00225101-0.0058088j -0.00204369+0.00416118j 0.00167412-0.000278951j -0.00485346+0.00477604j -0.00208713-0.00687636j -0.00265958+0.0022722j 0.00175634-0.00302613j 0.00359169+0.00568152j -0.000173026-0.00095146j 0.00474303-0.00511519j -0.00111021-0.00833436j 0.00543797-0.00354046j 0.000943394+0.00284539j -0.000181105-0.00431766j -0.000922345+0.000611456j -0.00244781-0.00162364j 0.000547154+0.0011307j -0.00123715-0.00163325j -0.00334449+0.00136023j 0.000620769-0.00184774j 0.00194176-0.00380176j -0.00412012-0.000441599j -0.00104489+0.00438555j 0.00279954-0.00552143j -0.00259638+9.11272e-05j -0.00372182+0.000133113j -0.000233391-0.000292801j 
-0.00502985+0.000116282j 0.00628856-0.00407092j -0.000534284-0.00984898j -0.00139679+0.00422464j 0.00721847-0.0171873j 0.00709941+0.0152666j 0.00390437-0.0105154j -0.00116378+0.0114603j 0.00079924+0.0107169j -0.00130658-0.0118876j 0.00171256-0.0204247j -0.00305507-0.0041773j 0.00591402-0.00414978j 0.00950315-0.000805262j -0.0010767-0.00577928j 0.001547-0.00520086j -0.00483673+0.0051409j 0.0063135+0.00291488j 0.0033684-0.00126j -0.00302454+0.00557652j 0.00435517+0.00173481j -0.00386485-0.00382712j -0.00115477-0.00422436j -0.00312068+0.000555992j 0.00157599+0.00381914j 0.00477948-0.00187351j -0.0027096+0.00317959j -0.00830856+0.00458109j -0.0041871+0.00209121j -0.00690912+0.000978461j 0.00218486-0.000781434j -0.00406315+0.00364333j 0.00462627+0.000436115j -0.00312717-0.00140999j -0.000867517+0.00125607j -0.00681242+0.00237838j 0.000827321-0.00116687j 0.000420124+0.000420204j -0.000539999+9.87169e-05j -0.00230146+0.00282592j -0.00300193-0.000468729j 0.00174054-5.90687e-05j -0.00614345-0.000123765j 0.00569344-0.00015089j -0.00370819-0.00167317j 0.000919004+0.00166728j -0.00140768+0.00274772j 0.00194673-0.00055501j -0.00536887-0.00287613j 0.00091712+0.000598879j 0.00230435-0.000260074j -0.00167108-0.000800513j -0.00144579+0.000109752j -0.00230566-0.000369311j 0.0038605-0.0021444j -0.001356-0.000383939j 
0.000143203-0.0025516j 0.00291264+0.000682722j 0.00120581+0.0014125j -0.00442072+0.00804043j -0.00231979-0.014462j -0.00680075-0.00307981j 0.0011929+0.00810344j 0.00169704+0.0052569j 0.00807377+0.000501025j -0.0055027+0.00625396j 0.00549675-0.000461459j -0.00546638-0.00239645j -0.00705573-0.00367889j -1.28159e-05-0.00805168j 0.00490875+0.00887491j 0.00180972+0.00671589j 0.00146489+0.00178532j -0.00348293-0.00332912j -0.00351598-0.00671426j 0.000955317-0.00261977j -0.00201232+0.00039241j -0.0056314-0.00422304j -0.000639896+0.00438458j -0.00262702-0.012477j 0.00914026+0.00266853j 0.00377579-0.00319072j -0.0022456-0.000211864j 0.00135786+0.00510994j 0.00740725+0.0024202j -0.00308663+0.000392449j -0.00279976-0.00115831j -0.00126723+0.00119147j -0.00272398-0.0028803j 0.000384837+0.00230329j 0.00290335+0.000453804j -0.00241047+0.00489584j -0.00572547-0.000634322j 0.00225355+0.00184333j -0.00098501-0.0049095j 0.00419495-0.00205227j 0.00058926+0.00263041j 0.00181173-0.000753049j -0.0015807+0.000817452j 0.00312142-0.00342709j 0.000574457+0.00417971j 0.00210836-0.000308885j 0.00512326-0.000850494j 0.00109019+0.00303178j -0.0039243+0.00171009j 0.00163383-4.47533e-06j 0.00103493-0.00519129j -0.00161777-0.00182874j 0.00164515-0.00220329j -0.0022018-0.00175101j 0.000539185+0.00235423j 0.00300687-0.00270652j 
-0.00390583+0.00344984j -0.000914445+0.00134374j -0.000305028-0.00466777j 0.00267384+0.00808043j 0.00697874-0.00898679j 0.00256049+0.00612682j -0.00731758-0.00907595j -0.0179453+0.00782843j -0.0137062-0.00387312j 0.00417229+0.00784891j 0.00586116-0.000783547j 0.00105896-0.00278513j 0.000431297+0.00424234j 0.000907673+0.000648935j 0.00937529+0.0042047j 0.0175852-0.000238717j -0.00137965-0.00504571j 0.00792828+0.000469285j 0.00903293+0.00163352j 0.00521254-0.00397266j 0.000153747+0.0010377j 0.00429397+0.0089702j -0.00389865-0.00276446j 0.00654261+0.000855581j -0.000134082-0.00615284j 0.00329046-0.00105654j -0.00118874+7.48305e-05j 0.000543021-0.00201678j 0.000553523-0.00149071j -0.00160363+0.000957718j -0.000200558-0.00230797j -0.00252864+0.000226076j 0.000293048-0.000684826j 0.000352519+0.00200527j -0.00169575-0.00313264j -0.00440837+0.000992464j -0.00131526+0.00197655j 0.000840413-0.00066038j 0.00201974+0.00411729j 0.00116533+0.0019211j 0.00273255+0.000809552j -0.0026545+0.00299159j 0.00185991-0.000503318j 0.00176175+0.00144839j -0.00282839-0.00171651j 0.0015181-0.00341231j -0.000754216-0.000825309j 4.94866e-05-0.00427006j -0.000334371-0.000677888j 0.00313297-0.000183199j -0.00112947+0.00251496j -0.000889107-0.0015204j -0.000194405+0.00331733j -0.00117254-0.00147101j -0.00117514-0.00104084j -0.00161617+0.000584171j 
-0.0031587+0.00458381j 0.00578344-0.00793341j 0.00239928+0.00820104j -0.00143026-0.0012395j -0.00564082+0.000340674j 0.00907152-0.0127995j 0.0131498+0.00232113j -0.00784523-0.00424999j -0.00531087+0.00519671j 0.00506196-0.00511225j -0.00184162+0.00739284j 0.00284032-0.00216335j -0.00157646+0.000194001j 0.0027676+0.00487215j 0.00203818+0.000319883j -0.000415891+0.0026976j 0.00037932-0.0017215j 0.00679388-0.00050688j 0.000890739+0.00304927j 0.00114158-0.00513j 0.00235287+0.00159931j -0.00737995-0.00123739j -0.000321406-0.00237142j -0.000776458+0.00134163j 0.00194282+0.000295579j 0.00190848+0.00286591j -0.00104731-7.70795e-05j -0.000751515-0.00345048j -0.000562243+0.000754138j -0.0022797-0.00278187j 0.00131508+0.000248204j -0.00153826-0.00136451j 0.00253684+0.00168342j -0.000453018-0.00223828j 0.00114739+0.0019429j -0.00139401-0.00457558j 0.00158668-0.00266983j 0.000532798+0.00157457j -0.00384663+0.000261614j -0.00155243-0.000515851j -0.000644819+2.03094e-05j 0.000278726+4.30143e-05j -0.00181693+0.000388945j 0.00295718-0.000220031j 0.00029026-0.000131097j -0.000404278+0.000539136j -0.00240853+0.00204065j 0.000565817+0.00164831j -0.00254209+0.000459593j -0.000496047-0.000784107j 0.00112516+0.00110316j -0.000566744+0.00185012j -0.000750866+0.000846213j -0.0024321+0.00220042j 0.00216385-0.000439211j -0.00216242+0.00184508j 
-0.0043099+0.00815886j -0.00156982+0.00309429j -0.000258747+0.00685732j -0.00232234+0.00675627j 0.00584857-0.00933517j 0.0114083+0.00182006j -0.00216459+0.00850866j 0.00397806-0.0048645j -0.0021675+0.0033599j -0.00454878+0.00286729j -0.00312392+0.00471556j -0.00568399+0.00607798j 0.00259099+0.000277956j 0.00108345+0.00364849j -0.00321967+0.00149411j -0.00380771-0.000442106j -0.00307291+0.000567212j 0.0015022+0.00332575j -0.00225529+0.00319228j -0.00184619-0.000619478j -0.00226352+0.00231141j 0.00111678-0.00414356j 0.00292091-0.000678016j -0.00170124+0.00058235j -0.000441372+0.00118515j 0.000957347+0.000288651j -0.00139993-0.000663507j 0.000291173-0.0023319j -0.000753976+0.000216881j -0.00226767+0.000470038j -0.00124822+0.00128413j -0.000166839+0.000878753j 0.00203296+0.00161722j 0.001037-0.000533005j -0.00301829+0.00146956j 0.000928705+0.000215179j 0.00204537-0.000170429j -0.00056724+0.00055901j -0.000206346-0.00240797j -0.00025097-0.000767007j -0.000298716-0.000567885j 0.00127276-0.00117547j -0.00159123+0.000601267j 0.000930463-0.000642337j -0.00139623+0.00259381j -0.000764821-0.00168221j 4.45764e-05-0.00180324j 0.000157896+0.000496397j -0.000539235+0.00163135j 0.00159301-0.00177137j -0.000112656+0.00230285j 0.000933314+0.00102567j -0.00303627+0.000410698j -0.000685029+0.000790949j -0.000811885+0.00269132j -0.00166775+0.000300072j 
0.0042638-0.00760899j 0.00145595-0.00117859j -0.00463474-0.00341011j -0.000816413-0.00442559j -0.00516815+0.0174829j 0.00514735+0.00127658j -0.0143268-0.0125155j 0.00754098+0.0105537j 0.00687891-0.00355151j -0.000112334-0.00331089j -0.0106585-0.00667182j -0.000508843-0.0103468j 0.000745264+0.000952638j -0.000629373-0.00323762j -0.0119302-0.00392259j -0.00886906-0.00791697j 0.00139178-0.00237589j -0.000469936-0.00769934j 0.00407098-0.0051263j 0.000173022-0.00429206j 0.00190206-0.00478241j 0.00315186+0.00654677j -0.00496279+0.00144667j 0.00820054+0.00178702j -0.0068873+0.000214682j -0.00317047+0.00170732j 0.00785293-0.000227065j 0.00269798-0.00022095j -0.00196949+0.00075695j 0.005047+0.000235522j 0.000988924-0.00300098j -0.000632288+3.25737e-05j 0.000705277-0.000124025j -0.00096203+0.00327359j 0.00100706-0.00363514j -0.00158966+0.00175351j 0.000978483-0.000138385j -0.00200277-0.000723802j 0.00112569+0.00403371j -0.00191691+0.00349501j -0.0017259-0.00246571j 0.000178358+0.00458581j 0.00269083-0.00152609j -0.000344901+0.0009933j -0.000295978-0.00171768j 0.00211766-0.00246173j 0.00104905+0.00245539j -0.00242099-0.00382761j -0.000737436+0.000565773j -0.00215344+0.00142682j 8.60315e-05+0.00327923j 0.00293416+0.00123526j 0.00212594-0.000551911j -0.000425313+0.00109605j -0.00211975-0.00114396j 0.0026077+0.00164253j 
0.00100874+0.00117754j 0.00308584-0.00779046j 0.00476083+0.0149281j -0.00757798+0.00764203j -0.0025741+0.006885j 0.00396679-0.0174376j -0.00140553+0.00841554j 0.00290276+0.00634897j -0.0029955+0.00509646j 0.0043584-0.00306541j -0.00268931+0.0123091j -0.0101499+0.0042869j -0.0011122+0.00193278j 0.00179257+0.00369145j -0.00368391+0.000909935j -0.00539976+0.000532046j -0.00503489-0.00422841j -0.00454833-0.00464312j 0.00152641-0.0049025j -0.00841583-0.0113696j 0.000324816-0.00204383j 0.0020309+0.000114395j -0.0029803+0.00384146j -0.000453784-0.00309993j -0.00279345+0.00155149j 0.000370226+0.00281853j -0.000772717-0.00282695j 0.000152737-0.00545123j 0.00340298-0.000208281j -0.00228464-0.00304901j -0.00358162-0.000933712j -0.0025422+0.00140098j 0.000778908+0.00209219j 0.001187-0.00122818j -0.00072643-0.000159657j -0.00501837-0.000906408j -0.00308274-0.00101584j 7.79132e-05+0.00172797j 0.000572186-0.000435649j 0.000971574-0.000186031j -0.00066581-0.000314405j 0.00513227+0.00183287j -0.00173743-0.000455096j 0.0052496-0.00277249j -0.00129421+0.00133365j 0.00043668-0.00400866j 0.00433935+0.00215612j -0.0018999+0.00229637j -0.00672231+0.00368438j -0.000610004+1.49904e-05j 0.00299291+0.00280629j 8.10317e-05+0.00278805j 0.00368522-0.00223084j -0.00521662+0.00349578j 0.000179447+0.00276455j 0.00452563+0.000653985j 
0.00191183+0.000815135j 0.000480213-0.000291308j -0.00424256-0.00434611j 0.00286756+0.00244545j -0.00464034-0.0112794j -0.00551925+0.00259162j -0.0133388+0.00804764j 0.00649406+0.00976888j 0.001868-0.00195419j -0.000390935-0.00015294j -0.00239804-0.00733557j -0.0114586+0.00829627j 0.00137551-0.00237712j -0.00436336-0.00279277j 0.00581101+0.00103634j 0.00142189-0.00130742j -0.00144302+0.00564586j -0.0070832+0.00014529j 0.00229495-0.00599819j -0.00403153+0.00418589j -0.000494517+0.000484796j 0.0092615-0.00275125j -0.0018825+0.00364901j -0.00287241-0.0071136j -0.000960417+0.000700987j -0.00128851-0.00525561j -0.00124784-0.000994528j -0.00233255+0.00122809j 0.00337589+0.000804385j 0.00103761+0.00257713j -0.00327306-0.000314269j 0.000519973+0.00421467j -0.00457518-0.00332573j 0.00255487-0.00131575j -0.00333162+0.00147733j 0.00115733+0.004198j -0.00307052+0.00174769j 0.000399301-0.000389225j 0.00474468-0.000369085j 0.00439618-0.000203423j 0.000229965+0.00145602j 0.00275946+0.0011748j -0.00215098-0.00133596j 0.000590114-0.0018654j -0.000528377+0.000947939j -0.00125034-0.000209193j 0.00223518-0.000632522j -0.00417487-0.00058315j 4.69584e-06-0.000161054j 0.00157211-0.000962569j 0.0016273-0.00337462j -0.00270269-0.00197416j 0.00287834+0.00044352j -0.00137599-0.00146598j 0.000923106-0.000259874j 0.0016457-0.00034304j 
0.00410758+0.000836883j -0.00310279+0.0125059j 0.00418353+0.00180963j -0.00160772+0.0200014j 0.00321122-0.00363745j 0.01081+0.023037j -0.00529813+0.0031801j 0.0113411+0.00658712j 0.00180105-0.00252425j -0.00873911+0.0158621j 0.00116069-0.00882298j -0.00135254+0.00887726j 0.00125826+0.00111044j 0.00254226+0.00255779j -0.00523243-0.00396269j -0.00258629-0.00858879j -0.00200819-0.00215669j 0.00102084+0.00242066j -0.00246905-0.000933694j -0.00176743-0.00534867j -0.00126392+0.000965129j -0.000738646-0.00486453j 0.00288894-0.000313247j -0.00173458+0.00496728j -0.00416254-0.00125957j -0.00111328+0.00140291j 0.000791677+0.00386069j 0.00176427+0.000331304j -0.00080146-0.00384386j -0.0013798+0.00359167j -0.000883188+0.00306099j -0.00054059-0.000618605j 0.00071046+0.0052838j -0.00400334+0.00347605j 0.00142719+0.0002481j -0.00308097+0.00359565j 0.00303686+0.00460244j -0.000505399-0.00108223j 0.000157157-0.00442852j -0.00465592-0.00182992j 0.00100474-0.00482784j 0.00166215+0.000601611j -0.00050885+0.00127997j 0.000372888-0.000728962j -0.00233402+0.0024487j 0.00331708-0.00555519j 0.00142981-0.00395373j 0.00180846-0.00204158j -0.00288581+0.00294968j -0.000596695-0.0014517j -0.00329654+0.00697289j 0.00224489+0.00183069j -0.00122368-0.00170563j -0.00153984+0.00213469j -0.00267642+0.00350766j 0.00230466-0.00204678j 
-0.00436066+0.0160494j -0.00568685+0.0016584j -0.0028375+0.00334496j 0.00422227+0.0051548j 0.00862159-0.0186272j 0.020459-0.0112287j -0.0105716+0.00301812j -3.19898e-06-0.00426941j -0.00696743+0.00448783j -0.0057488+0.00965185j -0.0111535+0.00840363j -0.00600196+0.00207287j 0.00261601-0.0022891j 0.00591383-0.00273494j -0.00311167+0.0070764j -0.00354403+0.00290783j -0.0012687+0.000922244j 0.00352333-0.00689614j 0.00363221+0.00228765j 0.00115641-0.0011767j -0.00159863+0.0018481j 0.000777675+0.00485081j -0.00231076-0.00272428j 0.00763064-0.00099328j -0.000115053-0.000216975j 0.00408312-0.00314995j -0.000877951+4.5697e-05j 0.000104969-0.00152629j -0.00418972+0.0028327j -0.0015057+0.00369447j 0.000989199-0.000655351j -0.000688785+0.00145796j 0.00372448-0.00455808j 0.000592939+0.00111116j -0.00247647+0.00106085j 0.000732057+0.00202861j 0.00288372-0.00347343j 0.000357173+0.000181712j 0.00110477+0.00251452j 0.00114683+0.00265918j -0.00243243+0.000911573j -0.000490505-0.000607053j -0.000672135+0.00262476j -3.03959e-05-0.00106913j -0.00350879+0.00301024j -0.00155261-0.00117325j -0.00201084-0.000138437j -0.00100357-0.00220685j 0.00150296+0.00142873j 0.00263616-0.00295314j 0.00181288+0.00147697j 0.000702654-0.00117001j -0.0030544+0.00503144j 0.00221885+0.000521027j -0.00164406+0.000750688j -0.00303522+0.00298611j 
0.00436486-0.00691479j -0.00187006+0.0143435j 0.006309-0.00381415j -0.00354468+0.00224791j 0.0245674+0.00433132j -0.0120039+0.00493173j -0.0045323+0.00220792j -0.00437511-0.00495288j -0.00058999-0.00614891j -0.0031507+0.00508131j 0.0164733+0.00235789j 6.50987e-05-0.00682529j 0.00418842+0.000431823j 0.00240142-0.00124046j -0.000707959+0.0123241j -0.000347323+0.00496877j -0.00525736-0.00240862j -0.00305605+0.0012726j 0.000206326+0.00114619j -0.00361333-0.000571486j -0.0041919+0.00196765j 0.00377636-0.00262413j 0.00195852-0.00113703j 0.00477263-0.00452831j -0.000671968+0.00496022j 0.00455851+0.0027821j -0.000751291-0.00395299j -0.00387046-0.0018879j -0.00167632+0.00112071j -0.00143555-0.00453258j 0.000678057-0.000783309j -0.00169133-0.00230525j 0.000933201+8.1556e-05j -0.000573487+0.00218354j 0.000498524-0.00134051j -0.000976313-0.000507942j 0.00052287-0.0022106j -0.000496463+0.00166143j 0.00137456-0.0023968j 0.000598571+0.00263084j -0.00216585-0.000517735j 0.000865468+0.00122217j 0.000914073-0.00346096j -0.00202986+0.00462026j -0.000227903+0.000664022j -0.00119275-0.00108111j 0.00205504-3.37586e-05j -0.00169961+0.000333309j 0.00360474-0.00368753j -0.000581858+0.00154276j 0.00305714+0.00233803j 0.00333644-0.00372037j 0.000903878-0.000114058j 0.00446924-0.00369028j -0.00203476+0.00487055j 0.00325056-0.002024j 
0.000200128+0.0104945j -0.00395176+0.00661319j -0.00911368+0.0051284j -0.0121991-0.0118664j 0.00218845-0.0105385j 0.000373343+0.00336426j -0.00497084+0.000449652j -0.00300426+0.00219613j 0.000819611+0.0090025j -0.00909638-0.000224158j 0.00217355-0.00250825j -0.00956698-0.00728479j 0.000605626-0.00135143j -0.00188085-0.00107056j 0.00237918-0.00656853j -0.00185996-0.00800907j 0.00101728+0.000800169j 0.00080963-0.00477843j 0.00109214+0.00235658j 0.00744837-0.004448j -0.00107887+0.00288017j 0.00231055-0.00299961j -0.000833288-0.0010581j -0.000241524-0.00314005j 0.00150724-0.00154341j -0.00249138-0.00435666j -0.00168542+0.00184056j 0.000801812+0.000276014j 0.00186064+0.00327112j -0.000733351+0.000863457j 0.000632838-0.0014715j 0.000340396+0.000115679j -0.00318637-0.00159874j -0.000492586-0.00241096j -0.000701331+0.00205862j 0.00151329-0.00608873j -0.00110433-0.00390014j -0.00179561-0.000273452j 0.00286037-0.000487j 0.00124313-0.00217481j 0.000644887+0.000861153j -0.00123696+0.000960113j -0.000984331-0.000813452j -4.88365e-05+0.0037598j -0.00148693+0.0012555j 0.00325351+0.00567431j -0.000703058+0.00367913j -0.0011108+0.00142674j 0.000231424-0.00705181j 0.000381916-0.0032803j -0.00435448-0.00219809j -0.0016672+0.000795021j -0.000214045+0.00378837j 0.00111834-0.00522519j -0.00411559+0.00041555j -0.00246099+0.00662343j 
