-0.00612315-0.00186665j -0.000968774+0.00278387j -0.0165723-0.00671712j 0.0102537-0.00284961j -0.0316407-0.00543255j -0.0133378+0.00206361j -0.00700167-0.000480762j -0.0144005+0.00320599j 0.0119699+0.0023302j -0.000270423+0.000395813j 0.0110546-0.00237529j -0.00596309+0.00179525j 4.25545e-05-0.000944854j 0.00809799-0.00242892j -0.00879813+0.00235882j 0.00044886-7.22363e-05j 0.00011125+0.000176455j -0.00352151+0.000920857j 0.00388389-0.000696478j 0.00177721-0.00217277j 0.000933595+0.000239237j 0.00431391-0.00162858j 0.00352852-0.00130425j 0.0042221-0.00208633j 0.00794181-0.00408577j 0.00278195-0.00146267j 0.00143765-0.000688862j 0.0017663-0.0012466j -0.000645833+0.000268211j 0.00114308-0.000372826j 0.000758331-0.000368843j 0.000119218-0.000407041j 0.00153759-0.00041006j -0.00519507+0.00189063j 0.000925739-0.000912616j 0.00148081-0.00013406j -0.00402799+0.00366123j -0.000176611+0.000976266j -0.00130899+0.00155825j -0.00289167+0.00316404j -0.00135519+0.00154895j 0.000589231-0.000123152j 0.000754524-0.00149794j -0.0019367+0.00160457j -0.00181761+0.00268313j 7.02421e-05-0.00244271j 0.0013701+0.000752558j 0.000789842+0.00242565j 0.00391365+0.00127464j 0.00217399+6.59103e-05j -0.00320903+0.000649097j 0.00286241-0.0026112j -0.00234958-0.00211918j -0.00359306+0.00212453j 0.00100741+0.0017568j -0.00267295+0.00123442j 
0.00156747-0.000894626j -0.00157558-0.000765159j 0.00024586+0.00174211j 0.00330252-0.000591761j 0.00125034+0.000600471j -0.00133236-0.00112436j 0.000393632+0.00149049j -0.000164143-0.000410877j -0.00358077-0.000266614j 0.000359459+0.0028128j -0.000878273+0.00134007j -0.00357322+0.00270789j 0.00298288-0.003862j 0.00624531+0.00131552j 0.00415861-0.00125401j -0.00351029+0.00261451j -0.00152398-0.00216474j -0.00273787-0.00356905j 0.00579662-0.00171314j -0.00528069-0.00038943j 0.00411716+0.000622863j 0.00106923+0.00169576j 0.00658539-0.00702663j 0.000807265-0.0016416j -0.00110525+0.00431772j 0.00052318-0.00156825j 0.00107-0.00156241j 0.00155091-0.0067867j 0.00165444-0.00119636j 0.00202809+0.0022236j 0.00041618+0.00452584j -0.00257012+0.000594862j -0.000198223+0.0022784j 0.00239804+0.00126046j -0.00213736-0.000544346j 0.000189704-0.00488055j -0.00113234-0.00191312j -5.62225e-05+0.00152943j -0.00170884-0.00271073j -0.00199175+0.0010469j 0.00120413+0.00314454j -0.00098499-0.0017816j -0.000882494+0.00114543j 0.00315552+0.00129847j 0.00246638+0.000479943j -0.000293814+0.00325282j -0.000322969+0.00122995j 0.000782671+0.00147516j 0.000864668+0.00191654j -4.17097e-05+0.000237213j -0.000699496-0.000377415j -0.000576519+0.000964797j -0.00114312+0.000580879j 0.00174976-0.000185728j 0.00108439-0.00200397j 0.000359013+0.000236835j 
-0.000633374+0.000380499j -0.00130049-0.000782694j -0.00178859+0.000291387j 0.00164782-0.000706047j 0.00105188-0.0020816j 0.000946698-0.000358493j 0.00100611-0.00135694j -0.000321435-0.000133821j -0.0013003+0.00174936j 0.00335006-0.00199078j 0.00128917-0.00256961j 0.00307934+0.000280072j 0.00175376+0.00277292j 0.00360271-0.00369543j -0.000352018+0.000227016j 0.000421518+0.00103814j -0.000311434+0.00182071j -0.00123393+0.00226949j -0.000629805-0.00108336j 0.00314385-0.000254389j -0.000172189-0.00109795j 0.000137422-0.00112851j -0.00262682+0.000383173j -0.00315464+0.000805454j 0.000513231-0.00774888j 0.000689364+0.00206673j -0.00115451+0.00241667j -0.0042659+0.00517485j -0.000290201+0.00265059j 0.00132645-0.00162496j 0.000857082-0.00301942j 0.00117325-0.00192188j -0.000263337-0.00203462j -2.43907e-05-0.000524654j 2.63925e-05+0.00132669j -0.00201461+0.00477307j -0.00261748+0.000109497j 0.000785714-0.00279687j 0.000758649+0.00130438j 0.00292192-0.00593838j -0.00140885-0.00266083j -0.000331867+0.00350818j -6.69568e-06+0.000812118j -0.000695686-0.00169868j -0.0035785+0.000248952j -0.00249604-0.00160446j -0.00151758-0.00151629j -0.000398642-0.00156252j -0.00073905-0.00239917j -0.000852921+0.000851694j 0.000328521-0.000274569j -0.00218614+0.0010839j -0.000378441-0.00184585j 0.000584876+0.00146877j -2.88664e-05+0.00140284j 0.000362372-0.00182317j 
0.000344534-0.00135558j -0.00115326+0.000732159j 0.0007272+0.00118441j -0.000623111+0.000390501j -0.000698267-0.00133184j -0.00367575-0.00128767j 0.00535094-0.000660299j 0.00340658+0.000450071j -0.000387645-0.00228858j -0.00248466+0.000227198j 0.000955665+0.00102032j 0.00125217-0.00112054j 0.000936938+0.00284992j 0.00512827+0.000376024j -0.000288145+0.001529j 0.0042922+0.00190287j -0.0012811+0.00054204j -0.000933058+0.00150059j 0.00171875+0.00256049j -0.00291742-0.00497453j -0.00381281-0.00131248j 0.00123668+0.000363441j 0.00075152+0.000402648j 5.68489e-05-0.000202469j -0.0032674-0.00119027j 0.00122403+0.00188048j 0.00122842-0.00180894j 0.00139726+0.00201805j 0.000580002+0.00257765j 0.00338831-0.0037912j 0.00756055-0.00429436j 0.00141153-0.000521942j 0.00179389-0.00236265j 0.0020758-9.1344e-05j -0.00323044-0.00136316j 0.00139202-7.59396e-05j 1.42175e-05+0.000592733j 0.000461626-0.00148088j 0.0011692+0.002597j -0.00106904-0.00265089j -0.00223561+0.00347677j 0.0023595+0.000525323j 0.000775383+0.00189101j 0.00413416-0.000185355j -0.00133464-0.000716013j 0.000859079-0.00172942j -0.00429786+0.00184052j -0.000696092+0.000621017j 0.000919145-0.0031496j -0.00153685+0.00276684j -0.000597132+0.00271388j -0.000849546+0.000423949j -0.00154798+0.000578198j 0.00122185+0.00136221j 0.000227855-0.000410968j -0.000516451-0.00128997j 
-0.000614063-0.000753497j 0.00318956+0.00198593j -0.0014079-0.00205085j 0.0017757+0.000305209j 0.00374362+0.000681247j -0.00514704-0.00345285j 0.000669668-7.53352e-05j -0.00248339+0.00231146j -0.00397132-0.0065086j 0.00107278+0.000111009j -0.000655302+0.00356127j -0.00257342-0.00583506j -0.00172677-0.0044791j 0.00255732-0.0019497j 0.000101721-0.00111533j 0.0032464+0.00112331j -0.00164311-0.00258476j -0.00180926+0.0014638j 0.0069084-0.00552736j -0.00740512-0.00561529j -0.00344071-0.00111347j 0.000708219+0.00289058j -0.000348409+0.000584202j 0.00121002-0.000621182j 0.00298454-0.00228461j -0.00209957+0.00465163j -0.00113768+0.00210812j 0.00280438-0.00109676j -0.000266696-0.00261765j 0.000972864-0.00293997j 0.00297763-0.00232868j 0.00321833-0.00159307j 0.00418654+0.00528291j 0.00188398+0.00352537j -0.00156177+0.0029419j 0.00134079+0.00346711j 0.00476161+0.00217031j 0.000752027-0.00242209j 0.00121501-0.000328837j -0.00178741-0.00311398j 0.00368948+0.00242376j 0.00280703-0.000897318j 0.00214265+0.00134963j 0.00547263-0.00185686j 0.00557266-0.000555083j 0.00554525+0.004473j -0.00146538+0.00416346j -0.00239815+0.000289359j -0.00100521+0.0014953j 0.000780464+0.000568506j 0.00450253+0.00088944j 0.00120949-3.32643e-05j 5.1313e-05+8.47477e-05j -0.0012492+0.000567904j 0.00138381-0.000875215j -0.000964328+0.00285957j 
0.00200634+0.000725397j -0.0010973+0.00191768j 0.00464307-0.00328137j -0.00355458-0.00171055j -0.00223304+0.000876456j 0.000554233+0.0024611j -0.000503901-0.000232243j 0.00458299+0.000401154j 0.0054944+0.00517771j -0.00389333-0.00430345j 8.57058e-05+0.00280332j -0.00218942-0.000157244j -0.00524084-0.00408974j -0.00526417-0.0070954j -0.00422112-0.00329625j 0.00342693+0.00026013j -0.00103189+0.00113983j -0.00343768+0.00437615j -0.00854923-0.00209263j -0.00136036+0.00323232j 0.00162805-0.00381186j 0.00156493-0.00218636j -0.00524539+0.000926446j 0.0011473-0.000215161j -0.00305443+0.00257216j -0.00083665-0.000459788j 0.00401927-0.00317352j 0.000974846+0.00188967j -0.0015685-0.00604241j -0.00197205-0.00282962j 0.000858702+0.000491109j 0.000959581+0.00296541j 0.00445977-0.00118449j 0.000754241-0.00303445j 0.00299712+0.000554015j 0.00525954-0.00153505j 0.00171397+0.00220152j -0.00201127+0.000823329j -0.00221224+0.00105298j -0.00567429+0.00629197j -0.000279796+0.000457411j 0.0017467-0.00292038j 0.00299598-0.00169326j -0.00282341+0.000179477j 0.00218902-0.00191346j 0.00510566-0.000699969j 0.00306128+0.001756j 0.000127956+0.000372387j 0.00175721-0.00325992j 0.00180644-0.00152322j -0.000607964+0.000956336j 0.00230437+0.000104672j 0.000530494+0.00360954j -0.00200695-0.00251023j 0.000128855-0.00197649j 2.39122e-05+0.000145447j 
-0.00172538+0.0010514j 0.00208659-0.000258307j 0.00146745+0.000138583j -0.000717473+0.000164429j 0.000163628+0.000297331j -0.000159063-0.00357016j -0.00300724-0.00138961j -0.00174696+0.00460412j -0.00137846+0.000134252j 0.00186042+0.000820216j -0.000230603+0.00198453j 5.4306e-05+0.000776866j -0.00218213+0.00368538j -0.00154405+0.00230593j 0.000152892+0.00282205j 0.000531858+0.00568486j 0.000904101+0.000244069j -0.000365484+0.000177596j -0.000364917+0.00160396j 5.54068e-05-0.0027046j -0.000777449-0.00215353j 0.000242749+0.00419737j -0.00214119-0.000729323j 0.000186435-0.00390522j 0.00148864-0.00337826j 0.00152515+0.00634303j 0.000849819+0.00326744j -0.00243827+0.00167047j 0.00149354+0.00268149j 0.000438413+0.00210798j 0.00288902+0.0037986j 4.46715e-05-0.000800515j 0.000540982+0.000302633j -0.000788973+0.00191154j -0.00357534-0.00473903j -0.00118559+0.00251054j -0.000713885-0.0022309j 0.00432493+0.00258456j 0.00237062+0.00139165j -0.00300607-0.00320751j -0.000502263-0.00104102j -0.000184727+0.00227238j 5.63702e-05+0.000826567j 0.00295539+0.00268248j -0.0014931-0.00151666j 0.00158242-0.000614635j -0.00294301-0.0011001j 0.000401247-0.000457655j 0.00183103+0.0019031j 0.000345401-0.00203028j 0.00286543+0.000263024j 0.000619379+0.000174243j -0.000686842-0.000211625j 0.000368117-0.000676946j 0.000483442+0.00179528j -0.000730134+0.0019784j 
-0.00140914-0.00166836j 0.00130256+0.000277737j -0.00351869+0.00379j -0.00113064-0.000974013j 0.00105545-0.00230352j 0.000527705+0.0012866j 0.00124468+0.000133253j -0.0034989-0.0028973j -0.00067267-0.00176254j 0.000178572+5.76591e-05j -0.000471828-0.00374185j 0.000792076-0.000770265j 8.63575e-05-0.00291599j -0.00348159-0.000372745j -0.00140565-0.000636269j -0.00187528-0.00444424j 0.00037864-0.00054568j 0.0027945-0.00128728j -0.000825901-0.00290253j 0.00227322+0.00200487j -0.000467733+0.00266093j -0.00178334-0.0014908j 0.000242498+0.00069365j 0.00196151+0.00456361j 0.00237284+0.00132679j -0.00299063-0.00286271j -0.00361111+0.000509906j 0.000258396-0.00251094j -0.00094084+0.00135588j -0.00167109-0.000529344j -0.00424998-0.0022037j -5.936e-05-0.00195666j -0.000282172+0.000147706j -0.00183892-0.00118081j 0.00542346+0.00258285j -0.00176929-0.00014694j 0.00151129+0.000257341j -0.00387646-0.000862196j -0.000711996-0.00097867j 0.00434834-0.00116731j 0.00152629-0.00131171j -0.00107811+1.28819e-05j -0.000638218-0.00157164j -0.00331315-0.00273826j 0.000755232+0.00128473j -0.000783685+0.000879962j 0.00242415-0.00096208j -0.000738769+0.000507709j -0.00216352+0.00172155j -0.000238131+0.000587806j -0.000938069-0.0011929j -0.000130788-0.00071241j -9.43259e-05-0.00232746j 0.000539736+0.0024708j -0.00242705+0.000454688j -0.000601186-0.000882352j 
-0.00250838+0.00061811j -0.00345941+0.000440663j 0.00290503-0.000655199j 0.00299609+0.00426361j 0.00105829+0.00190021j -0.00172334-0.00347265j 0.000343987+0.00069166j 0.000395934-0.000846659j -0.00419653-0.00534532j 0.00238595+0.000960322j -0.00142863+0.00135049j -0.00600337-0.00601475j 0.000262132-0.00604494j 0.0108317+0.00255309j 0.00226307+0.000443627j -0.00242843-0.00155745j -0.00322947-0.00270349j -0.00235944-0.00149442j 0.00718478-0.00157189j -0.00646973-0.00996697j 0.000895024+0.00190862j -0.00118357+0.000723084j 0.00402295+0.00142738j 0.00123162-0.00158147j 0.00312532-0.00302612j -0.00378088-2.20069e-05j 0.000699459+0.000523861j 0.00033811-9.10933e-05j -0.000333321-0.00426094j 0.000922504-0.00222037j -0.00129884-0.00119422j 0.00287741-0.00197711j 0.00306933+0.00238745j 0.00217998+0.00580804j -0.000206103+0.000957798j 0.00189075+0.00380138j 0.00183886+0.00150747j -0.00134326-0.0026411j -0.00126095-0.00217802j -0.000135736-0.00503431j 0.00227893+0.00234674j 0.00263221+0.000573764j -0.00129514+0.000303396j 0.00134338+0.00200713j 0.00718498+0.00185746j 0.00246131+0.00307647j -0.000836341+0.00234856j -0.00201935+0.00109437j -8.36723e-05-0.00362819j 0.000616969+0.000612529j 0.00319657+0.00067348j -0.00299726+0.00209412j -0.00251799+5.08735e-05j 0.000898469-8.98987e-07j 0.00334053+0.00115658j 0.000993963-0.000789642j 
0.00114536+0.00108673j 0.00120976-0.000258847j -0.0025826+0.00200033j -0.000106741-0.00275854j -0.000425046-0.00167462j 0.00207508-0.000669084j 0.00245906+0.00312532j -0.00292326+0.00183947j 0.00253995+0.00178119j -0.000341935-0.00280665j -0.00292204-0.000853533j 0.00524359+0.00171218j 0.00181941+0.000159565j -0.00336311+0.000848673j -0.00084859-0.00201756j -0.00176943+0.0026225j 0.0027578-0.00171118j 0.00102413-0.0015876j -0.00149588+5.10566e-06j 0.00835786+0.000974092j 0.00202303-0.000808036j -0.00215087+4.22574e-05j -0.00164669-0.000699243j 0.00145958+0.00259476j -0.00105547-0.000910843j -0.00320639-0.00162258j -0.00138238+0.0024199j 0.000230422-0.000702063j 0.000679592+0.00175781j 0.00291269+0.00311432j 0.00110595+0.00563277j -0.00203516+0.00156698j -0.00302137+0.00314725j -0.00181032+0.000450454j 0.0024697-0.000748727j -0.00197292+0.00145521j -0.00167523+0.000643106j -0.000719386+0.00127367j -0.00190331-0.000737184j 0.00383091-0.00251334j -0.00365897-0.00131167j -0.00105778+0.00225219j -0.0016236+0.00197613j -0.00184719+0.00181213j -0.00174802+0.00170102j -0.00204974+0.00341482j -0.00186202-0.00288364j -0.00105459-0.00121963j 0.000660264+0.00337823j -0.00250308+0.00148567j -0.00525358+0.000295654j 0.000228101-0.00103051j 0.000136333-0.00196894j -0.000334917+0.000287378j -0.000194036+0.00107994j -0.00107134-8.1362e-05j 
0.000326183-0.00146782j -0.00331632+0.00408282j -0.00321146+0.00345081j -0.00291298-0.00446973j 0.00398075-0.000490377j 0.00189458-0.00502331j -0.00709509+0.00148674j 0.00248599-0.00126496j 0.00257268+0.00313407j 0.00158596-0.0016968j 0.00418915+0.000169145j -0.00314328+0.00244378j -3.88709e-05-0.00313427j -0.00210933-0.004757j -0.000624989-0.000100082j 0.00284881+0.00371932j 0.00158703+0.000525709j -0.00229789+0.00064906j -0.0021979-0.000567186j -0.00120082-0.00266091j 0.000454915-0.00270566j 0.00056017+0.00139606j -0.00428769-0.0031039j -0.00534907+0.00124421j -0.000417007+0.00317217j 0.00385053-0.000810573j 0.00337427-0.000347041j 0.00012423+0.00061747j -0.00077984-3.46513e-05j -0.000291035+0.00187j 0.00219739+0.00479765j 0.00539327-0.00230845j 0.0050439-2.33402e-06j 0.00061157-0.000768616j -0.00173489+0.000622445j 3.51188e-05-0.000924085j -0.00193468+0.00223864j 0.00226276-0.00230688j 0.00106773-0.000855257j -0.00467447-0.0003021j -0.000449274-3.35481e-05j -0.00169574+0.000637763j 0.0032017-0.00239283j 0.00219587+0.00035386j 0.000116576+0.00124356j 0.00177194+0.00162294j -0.000299486+6.71765e-05j -0.000525118+0.000487861j 0.00084599-0.00154504j 0.00192938-0.00633508j 0.00359994-0.0041488j 0.00224023+0.0021503j -0.002661-0.00187106j -0.00197133+0.00388246j -0.000891365-0.00195453j -0.00104121-0.00357989j 
-0.00245263+0.00278982j 0.000550431+0.0021438j -0.0025269+0.00122923j -0.00179404-0.00191322j -0.00118739+0.000717147j 0.00176819+0.00105759j 0.00560449+0.000934276j 0.00336806-0.00171284j 0.00176805+0.0027754j -0.00266567-0.000702713j 0.0004126+0.000671821j 0.00250349+0.00396294j -0.000255244+0.00138992j 0.000556101-0.00068856j -0.00288456-0.00136727j 0.00185198+0.00258927j 0.00140296-7.28885e-05j 0.00219656-0.00486549j -0.00454499-0.000447863j 0.00590732+0.000592477j -0.00242171+0.000640628j -0.00113488+0.000442168j -0.00277827-0.00380478j 0.000953296+0.000887545j -0.00130144+0.00396682j -0.0013297-0.00228242j -0.00128711-0.00170281j 0.000245225-0.00187386j -0.00125361+0.00289715j 0.00281332+5.31567e-05j 0.00539659+0.00227049j 0.00280045+0.00305733j 0.00146795-0.000354018j -0.000245412-0.00206935j 0.00156483-0.00114335j -0.00212466-0.0018918j -0.00357319-0.00285361j -0.00017251+0.00116j -0.00181807+5.294e-05j 0.00535205-0.000735614j -0.00370171+0.000191789j -0.0011915+0.000869369j -0.000329173+0.00140881j 0.000255537+0.00179625j -0.00244824-0.00079681j 0.000374628-0.00217531j -0.00165949-0.000813345j -0.00047252+0.000587761j 0.00247839-0.00305099j -0.00254798+0.00250645j -0.00368655+0.00131059j -0.000985868-0.000494165j 0.00102357-0.00278425j -0.00224906+7.88771e-05j -0.00250646+0.00264128j -0.00056406-0.00442722j 
0.000215248+0.00127712j 0.000631871-0.00116889j 0.000301143+0.00108797j -0.000995394-0.00100433j -0.00144801+0.000512981j 0.00141896+0.00177289j -0.00111839-0.00357369j 0.000618411-0.00029812j 0.00206319+0.00302938j 0.00166791+0.000319994j 0.00048042-0.00124875j 0.00663569-0.00226567j 0.00682222+0.000326203j -0.00106305-0.00231061j 0.00112457-0.000869776j 0.00397413-0.000574068j 0.00237297-0.000239034j -5.91764e-05-0.00157031j 0.000822639+0.000224884j 0.00462085+0.000341235j -0.000676104+0.00209977j 0.00146539-0.000758835j -0.00430398-0.00052508j -0.00285578+0.000515947j -0.000994051+0.00173748j 0.00316238-0.00283217j -0.000475551+0.00124305j -0.00157155+0.00135625j 0.00554116-2.78311e-05j 0.000918173-0.00190542j 0.000360494-0.00459731j -0.000213955+0.00192767j -0.00328525+0.00222257j -0.0023921-0.00114621j -0.0027374+0.00355588j -0.00306022+0.00244971j -0.00436748+0.0023597j 0.00251653-0.00261852j 0.00190934-0.000946553j -0.000825639-0.00146357j -7.34945e-05+0.00157327j 0.000312094+0.00167367j 0.00233402+0.00105182j -0.000311707-0.00308856j -0.00382407+0.00504608j -0.00413626+0.00143823j -0.00103656+0.00203867j 0.000286818-0.00155384j 0.000613147-0.000257231j 0.00193631+0.00200941j 0.000565658+0.00200894j -0.000492958+9.34434e-05j 4.0816e-05-0.000729492j 4.22256e-05-0.00104791j 3.66505e-05+0.00191922j -0.00116161+0.000105615j 
0.000739243-0.000770902j -0.00380068+0.000394879j 0.00223904+0.000650841j 0.00201526+0.00329786j 0.000990907-0.000232956j -0.000142848-0.00186104j 0.00102586+0.00187931j -2.6026e-05-0.00257582j -0.00200552-0.00209908j -0.000147169+0.00157997j 0.000543219-0.00073177j -0.006267+0.00340813j -0.00349654+0.000495567j 0.00682096+0.00284706j 0.00106187+0.00270703j -0.005675-0.000152611j -0.00287531+0.000514471j -0.00297448-0.000433071j 0.00058303+0.00313271j -0.00582148-0.00244612j 0.00419825-0.000426302j -0.00057335+0.000250777j 0.00621971+7.8752e-05j 0.00113213-0.00175557j 0.00135955-0.00236778j -0.00289089+0.00163152j 0.000959522-0.00200344j -0.000864352-0.000775454j -0.00339542+0.000679953j -0.000203506+0.00152783j -0.00106264+0.00288251j -0.000379173-0.00386786j 0.00192361-0.00487108j 0.00267786+0.00107409j 0.000807573-0.00411596j 0.00206889-0.00279746j 0.000854195-0.00175984j -0.00235859+0.00203253j -0.00215104+0.00112736j 3.30381e-07-0.000535804j -8.36456e-05-0.000184554j -0.000467468-0.00105944j -0.00326583-0.000944735j 0.000620739+0.00334324j 0.00250068-0.00350326j 0.000377977-0.00271349j 0.000775983-0.00208236j 0.00097355+0.00202956j -0.00122567-0.00277565j -0.00132829-0.00160645j -0.000553933-0.00168483j -0.00164279+0.0014171j -0.00247204+0.00145868j 0.00218511+0.00220293j 0.00132637-0.00192593j 0.00107022-0.00216711j 
0.00171753+0.00103081j -0.000653237-0.00110072j 0.000278137+0.00163788j -0.00218635+0.000177533j -0.000693347+0.000330436j 0.0020365-0.00168669j 0.000574371+0.00123563j 0.00064163+0.0014236j 0.00313467-0.00047442j -0.00296819-0.00209138j -0.00156135+0.00149045j -0.0026189-0.00256714j -0.0035974-0.00283134j -0.00333129+0.00334476j -0.00393472+0.00036228j -0.00172764-0.000323526j -0.000674643-0.00196823j -0.000662867-0.00153768j -0.00526182+0.000925434j 0.00287033-0.0050174j 0.00232636-0.000556676j -0.00169229+0.000934416j 0.000583526+0.00389292j 0.00341998+0.000220175j -0.000985922-0.000357934j -0.00432308+0.00106897j 0.00203239+0.00114191j 0.000343015+4.91969e-05j -0.0017396-0.00200153j -4.87913e-05+0.000636734j -0.000687288+0.0040807j 0.00130186+0.000262335j 0.00441583+0.00110459j 0.000233494+0.00195376j 0.00504586-0.00327257j 0.00372796+0.000931387j 0.0016312+0.000764819j -0.00279123+0.00167383j -0.002788+0.000242886j -0.000839373-0.00200326j -0.00195384-0.000293897j 0.00106158-0.000367629j -7.44065e-05-0.000718869j -0.00249134+0.00375756j 0.0033903-8.09355e-06j 0.00316678+0.00091183j 0.000460826-0.00145141j -0.00138434+0.00141513j 0.00173116-0.000546525j 0.000621718-0.000451534j -0.000932192+0.000979086j -0.000754486-8.02179e-05j -0.00160273-0.000857023j -0.00100963+0.00124446j 0.00166075+0.000482199j 0.000237217-6.63772e-05j 
0.00615181-0.00167394j -0.0015453-0.000403695j 0.00574204-0.000275971j 0.00117993-0.000702931j -0.0006117-0.00229322j -0.000616915-0.000571163j -0.000284053-0.00267334j -0.00500616+0.00138479j 0.00300458+0.00278509j 0.00101338-0.00101842j -0.00251284-0.000725093j 0.00493814+0.002356j -0.000528211+0.000620732j -0.000164587-0.00577574j 0.00119859-0.000559475j -0.00153469+0.004315j -0.00109317+0.00210941j -0.00866335+0.00525163j -0.000616062+0.00290727j -0.00195837+0.00238329j 0.00674878-0.00593619j 0.00236481-0.000960727j -0.0015468-0.00177079j 4.74973e-06-0.00225729j -0.000893419-0.00426871j -0.00187623+0.00401183j 0.000625838+0.000796972j -0.00433308+0.00304085j 0.00357129-0.000648027j 0.00126875-0.000580292j 0.000671494+0.000700955j -0.00583438-0.000511185j -0.00376996-0.00178338j 0.000200423-0.00183028j -0.00235257-0.00275039j -0.00015056-0.000256649j -0.00219552+0.00443547j 0.000927285+0.00259389j -0.00110262+0.00447979j -0.00582409-0.000746572j 0.000196284+0.00133686j 0.00117609+2.28811e-05j -0.000558039+0.0022875j 0.00137057-2.78988e-05j -0.00122794-0.000956383j -0.00296339+0.00231379j -0.000503646-0.00152218j 0.00264759-0.0013406j -0.00279239+0.00180433j 0.00134064+0.000482297j -0.00160641+0.00238185j 0.00138805+0.00195981j -0.00241037+0.00506139j 0.00386356-0.000794814j 0.00225542-0.00384321j -0.0018196+0.0022631j 
0.00206405-0.00151714j -0.00273941+0.000280742j 0.000515266+7.90162e-05j 0.00286223+0.00341069j 0.00202786+0.000335704j -0.00168308+0.000178651j 0.00150742+0.00238305j 0.00189397-0.006717j -0.000566829-0.00240173j 0.00122612+0.00252471j 0.00343937-0.00379514j -0.000540907+0.00279442j 0.00512352+0.000460741j 0.00880434+0.00105974j 0.00426383+0.00121045j -0.000577125-0.00383509j -0.00238082-0.000660788j -0.00234717-0.000942718j 0.00603912+0.00233002j -0.00568818+1.65741e-05j 0.00238843+0.00184895j 0.00269591-0.000954537j 0.00513175+0.00017228j -0.00370667+0.00163351j 0.00129703+0.0010306j 0.00173335-0.00461697j -5.45075e-05-0.00475192j -0.00013194-0.000799633j -0.000508117+0.000473745j 0.00205752-0.000708118j 0.00164713-0.0046103j -0.001017-0.0037541j -0.00147709-0.00367086j 0.00211913-0.00122972j -0.00297532+0.00399556j -0.000716853-0.00299948j -0.00147362+0.00116181j -0.000901289-0.0037872j -0.000802737-0.000811447j 0.00112176+0.00283656j 0.00130437+0.00223964j -0.000597505-0.00014424j -0.00116288-0.00102344j 0.00266925-0.00222588j -0.000735603+0.00116345j -0.00416047-0.00242799j 0.000813029+0.0016144j 0.00152893+0.00060773j -0.00209652-0.00397507j -0.00225443+6.32365e-05j -0.00106589-0.00158218j -0.0019367+0.00041061j -0.000748113+0.00170252j 0.00245686+0.0021917j 0.000480034-0.00232313j 0.000319002-0.00205119j 
0.00223763+0.00344576j 0.00155907+0.000693002j -0.0026083-0.00191283j 0.00086321-2.88009e-05j 0.000555838+0.00317257j 0.00238482+0.000929325j 0.00321966-0.00534578j -0.000496621-0.00316931j 0.00206552-0.000580211j -0.00283568+0.00170082j -8.12404e-05+0.00177473j 0.000895039-0.0007947j -0.000841343+0.000689764j -0.0015004-0.00248216j -0.00366175+0.00117612j -0.000802281+9.46464e-05j -7.82382e-05+0.000948504j -0.000968415-0.00404817j -0.00273184+0.0019299j 0.00206917-0.0022586j -0.000311126+0.00136247j -0.0017981+0.00162285j -2.53184e-05+0.000343948j 0.00126738-0.0021798j -0.000393378+0.00212972j -0.00330093+0.00259432j -0.00235147+0.000147964j 0.000414397-0.000823222j -0.00116493+0.00124815j -0.00120239-0.00226432j -0.000344948-0.0016848j 0.00300317+0.00128485j 0.000265838+0.000712533j -0.000459689-0.000975698j 0.0017773-0.00247241j 0.000290002-0.00141716j -0.00191615+0.000260646j -8.27978e-05+0.00228462j -0.00117926+0.00267287j 0.00198251-0.00361812j -0.000432901+0.00207918j 0.000541403-0.00144278j 0.000971522+0.00194148j 0.00101302+0.00229062j -0.000410662-0.000829544j -0.00138552-0.00130568j 0.000469488-0.000336813j 0.000240556+0.000976405j -0.0031674-0.00186038j 0.00316258+0.00338128j 0.00111708+0.0044315j -0.000790128+0.0014112j 0.000656916-0.00181999j -0.00321229+0.000640342j 0.00162596+0.00116322j -0.00214467-0.00147328j 
