-0.00612315-0.00186665j -0.000968774+0.00278387j -0.0165723-0.00671712j 0.0102537-0.00284961j -0.0316407-0.00543255j -0.0133378+0.00206361j -0.00700167-0.000480762j -0.0144005+0.00320599j 0.0119699+0.0023302j -0.000270423+0.000395813j 0.0110546-0.00237529j -0.00596309+0.00179525j 4.25545e-05-0.000944854j 0.00809799-0.00242892j -0.00879813+0.00235882j 0.00044886-7.22363e-05j 0.00011125+0.000176455j -0.00352151+0.000920857j 0.00388389-0.000696478j 0.00177721-0.00217277j 0.000933595+0.000239237j 0.00431391-0.00162858j 0.00352852-0.00130425j 0.0042221-0.00208633j 0.00794181-0.00408577j 0.00278195-0.00146267j 0.00143765-0.000688862j 0.0017663-0.0012466j -0.000645833+0.000268211j 0.00114308-0.000372826j 0.000758331-0.000368843j 0.000119218-0.000407041j 0.00153759-0.00041006j -0.00519507+0.00189063j 0.000925739-0.000912616j 0.00148081-0.00013406j -0.00402799+0.00366123j -0.000176611+0.000976266j -0.00130899+0.00155825j -0.00289167+0.00316404j -0.00135519+0.00154895j 0.000589231-0.000123152j 0.000754524-0.00149794j -0.0019367+0.00160457j -0.00181761+0.00268313j 7.02421e-05-0.00244271j 0.0013701+0.000752558j 0.000789842+0.00242565j 0.00391365+0.00127464j 0.00217399+6.59103e-05j -0.00320903+0.000649097j 0.00286241-0.0026112j -0.00234958-0.00211918j -0.00359306+0.00212453j 0.00100741+0.0017568j -0.00267295+0.00123442j 
0.00104832+0.00118636j -0.00140487+0.00139688j -0.000978972+0.00280289j 0.00245165-0.0052543j -0.000498186+0.00367535j -0.000906799+0.00101598j -0.000368137-0.00172641j -0.00151713+0.00140407j -0.00140587-0.00304296j -0.000988611-0.00493481j -0.00513723-0.000254435j 0.00330019-0.00502773j -0.00100207+0.000665841j -0.000392067+0.00826531j -0.00181862-0.0023178j 0.00139434-0.000306077j 0.000463665-0.00177231j -0.00101983-0.00746309j -0.00482223-0.00248776j -0.00251669-0.00871762j 0.000136292+0.0100211j -0.00601593+0.00175361j -0.00148362-0.00216458j -0.00454388-0.00233761j 0.00332294+0.00730735j 0.00184967-0.00272044j -0.00587268-0.00014758j 0.00396732+0.00073929j -0.00177543-0.0015244j -0.00152549-4.54135e-05j 0.00567529+0.005954j -0.00115005-0.0076712j 0.000446458+0.00150328j -0.00586799-0.00740112j 8.67529e-05-0.000556784j 0.000738746+0.00163087j -0.00226307+0.00122838j -0.000676905-0.00218288j 0.0062999+0.00182801j 0.00118375+0.00168448j 0.00193705+0.000171315j -0.000475216-0.00021785j -0.00332096-0.000542779j -0.00476582+0.00036766j -0.00433459-0.00421911j -0.00189036+0.00383224j 5.18786e-05+0.00128864j -0.003761-0.00589608j 0.00189868+0.00464208j 0.00118742+0.000808821j -0.00402864-0.00142851j 0.00355211-0.000751328j 0.00125587+0.000684564j -0.0045349-0.00465928j -0.00103833-0.00336084j -0.00131243-0.000543315j 
0.00122601+0.000206723j 0.000716694-0.000875546j 0.00117906+0.000353723j -0.00125008-0.0028178j -0.00160756+0.00132433j 0.00280763+0.00531807j 0.00268367-0.00123199j -0.000696996-0.00113409j 0.000396119+0.000152853j 0.00316591-0.000440782j 0.0046916-0.000183323j 0.00159223-0.000310862j -0.000688005+4.08049e-05j 0.000806463+0.00264139j 0.00365389+0.00502231j -0.00314523-0.00289324j 0.00201873-0.00150385j -0.00191219-0.00392297j 0.00298097-0.000108609j 0.000169948-0.00213322j -0.00213675+0.00498802j 0.00293921+0.00359952j -0.00598804+0.000858573j 0.00146006-0.00187948j -0.00179215+0.00651748j -0.00356424-0.000879076j 0.00673972+0.000430288j 0.00392331+0.000554386j -0.000963799+0.00420396j 0.000598755-0.000629764j -0.00137019+0.00410184j 0.00331759-0.00352589j -0.00192281+0.000907873j -0.00316603-0.00320927j 0.000953275+0.00026149j -0.00229342+0.00220181j -0.000135988-0.00328968j 0.000407593-6.60222e-05j -0.00285264+0.00335598j 1.82072e-05-0.00125862j -0.0017151-0.000326715j 0.000395467+0.00185741j -0.00175643-0.00119617j 0.00172365-0.0016491j -0.0033395-0.00352768j 0.00496161-0.00195514j 0.00363852+0.000923651j -0.00202643-0.00309469j -0.00117734-0.00221395j -0.00126678+0.00164976j -0.00265954+0.000494057j 4.23541e-05-0.001236j 0.000769951+0.00102855j -0.0016987-0.000873107j -0.000107209-0.00099636j 0.00144184+0.00186834j 
0.00314617-0.00236263j -0.00307546-0.00269329j 0.00410539-0.000963535j -0.00288818+0.000616426j -0.00226522-0.000289291j -0.00106338-0.00398325j -0.000809684-0.0015639j -0.00166625-0.00146954j 0.00206526+0.00241509j 0.000529119-0.00211152j 0.00475224-0.00299807j -0.00245576-0.00076766j 0.000707144-0.00214219j 0.00346298-0.00170936j 0.00100572-0.00641443j 0.00062906+0.00536795j 0.00205282+0.00142141j 0.000446854+0.0046949j 0.00272519-0.00254257j 0.00484452+0.00367783j -0.00344374-0.00351738j -0.00177709+0.00146378j -0.00585308+0.00264211j -9.43279e-05-0.00270698j -0.00757959-0.00497262j 0.00223151+0.00266293j -0.00272932-0.00748052j -6.53133e-05-0.00515117j -0.00348837+0.00275852j -0.00484359+0.00100457j -0.00748368-5.73447e-05j -0.00395554-0.00754011j -0.00467748+0.00357037j 0.0033017+0.0022358j -0.00536448+0.00141347j 0.000365817-8.77415e-05j 0.00382622-0.00137233j 0.00132659-3.75099e-05j -0.00113999+0.00295504j 0.00255908-0.000497013j 0.00227336+0.00165109j 0.00104384+0.000131829j -0.00242362-0.000625768j -0.000662428-0.000646861j 0.000160682-2.86383e-05j -0.00453202-0.00375873j 0.000499372-0.000895271j 0.00183912-0.00261237j 0.00365969-0.00290928j 0.0021455-0.00143583j 2.33743e-05+0.0032082j 0.000599817-0.00397707j -0.0045667+0.00286484j -0.00187131+0.00360429j 0.00157797-0.0022845j 0.00235219+0.00156285j 
-0.00148057+0.00320569j -0.00170684+0.00340918j -0.000195884+0.000645873j -0.00254584+0.00495512j -0.000775164-0.00282386j 0.000616786+0.00594144j 0.000326273-0.00142396j -0.00218162+0.000300877j 0.00114685+0.000229761j 0.00165944+0.00131568j 0.00375216+0.000424009j -0.00130056+0.00202495j -0.00172615+0.000117024j -0.000527811-0.00269942j 0.001268+0.00182261j 0.000318758-0.00239449j 0.00184163+0.000401693j 0.00531909-0.00222301j 0.00158065+0.00224473j 0.00340998+0.00326956j -0.00377746+8.26603e-05j 0.00445606+7.63656e-05j -0.00346217+0.00223018j 0.000173325-0.00309853j -0.00432988-0.000866423j -0.00449462+0.00222339j 0.0043273+0.00251193j 0.00145075+0.000839418j 0.000318315+0.00169851j 0.00388214+0.0016909j -0.00219025+0.0008716j -0.00120711+0.00210253j -0.000586738+0.00309265j 0.00115949+0.000307734j 0.000609485+0.0018972j -0.00566921-0.00253285j 0.00447014-0.000558014j -0.00216993-0.00253626j -0.00243862+0.00293582j -0.0011327-0.00180389j -0.0027823-0.00121758j -0.00305711-0.00302721j 0.0012946+0.00209742j 0.003903-0.00232132j -0.000101295-0.00281105j 0.000116928-0.000281532j 0.00145533-0.00116397j 0.000198742+0.00244255j -0.00253118-0.00186528j 0.000649845-0.00033388j -0.00378996-0.00162175j -0.00285306-0.00193588j -0.000192705+0.00381935j 0.00339838+0.0049602j 0.000365444+0.000715518j -0.00380432-0.00499257j 
0.000449902-0.00113051j -0.0011513+0.000210756j 0.000276174-0.000810963j 4.70675e-05-0.00166009j -0.00119489+0.00233436j 0.00249968-0.00358303j -0.00112411+0.001232j -0.000796074+0.00118902j -0.00121451+0.00323506j -0.00242923+0.00433288j -0.00114431+0.00201908j -0.00142982-0.00139897j -0.00342602+0.00369951j -0.00064723-0.000134017j 0.000403658-0.000752222j -0.00107501+0.00029444j 0.000755953-0.00159197j 0.000249805+0.000474707j -0.000819997+0.000444252j -0.000835009+0.00338966j -6.15814e-05+0.00160946j -0.000379402+0.00431357j 0.000741302-0.00154734j -0.00195213+0.00644397j 0.00118297-0.0058791j 0.00173624-0.00194314j -0.000298024-0.0023891j -0.00192263-0.00226417j 0.00154623-0.00306221j -0.000805986-0.00162923j -6.7523e-05-0.00144951j 0.000929928+0.0014439j 0.000433446-0.0010575j -0.00120735-0.000818617j -0.000223562+0.00124215j 0.00038044+0.00111436j 0.000355704+0.00272972j -0.000857921-0.000844699j -0.00120537-0.00365269j 0.000882746+0.000118935j 0.00143641+0.00429598j 0.00222222-0.0013599j 0.00169809+0.00426469j 0.00177326+0.00279111j 0.000174222-0.00161212j 0.0011643-0.000778773j -0.000690116-0.00191978j 0.000818934+0.00265306j 0.00209472+0.00394887j 0.0022797-0.000527198j 0.00229428+0.00574761j 0.000721433+0.00090429j 0.000197628+0.000213024j -0.00169168-0.00151833j -0.000743792-0.00159456j 0.00144019-0.000300276j 
-0.000267281-0.00229925j 0.000700561-0.000807558j 0.000851773-0.0030348j -0.00133641-0.000281921j 0.000964575-0.00281347j -0.00165558+0.00381957j 0.00106332-0.000429426j 0.00224001-0.0040615j -0.000854702+0.000224447j -0.00185745-0.00400069j -7.77056e-05+0.00345868j -0.000126444-0.000294583j 0.00190749-0.00462293j 0.00260227-0.00571219j -0.000583049+0.000438935j -0.000331173+0.000297303j -0.000501332+0.00451585j 0.000529889+0.0104413j 0.000441604+0.000992634j -0.00335224+0.00524623j 0.00175837-0.00786427j -0.000413239+0.000146464j 0.00440768+0.00108342j -0.00165456-0.00463654j 0.00312937-0.00371797j -0.00383832-0.000401384j 0.0021279+0.00496039j -0.00177944-0.00207753j 0.00362354+0.0038904j 0.00322239+0.00350873j 0.00108369-0.00533357j -0.00337119-0.000778899j 0.00154186-0.000848723j 0.00267533+0.00657004j 0.000162715-0.00270335j 0.000298277-0.00206557j -0.000723515+0.00120758j 0.00283404+0.000901716j 0.000446371-0.0034613j 0.000284713+0.00116465j -0.00257572-0.00405594j 0.00149622+0.00283693j -0.00312552-0.00253936j 0.000671714+0.00336846j 0.00219005+0.0056954j 0.00194419-0.000111033j 0.00408685+0.0033593j -0.00260974+0.00154506j -0.000994412-0.003125j -0.00229125+0.00177641j -0.00242622-0.00201399j -0.00179368-0.00218434j 0.00124449-0.00105042j -0.000623567+0.000446635j -0.000824597+0.000827385j 0.00235947+0.00225574j 
0.000805007-0.00146065j -0.001086+0.00116884j 0.00154724-0.000312935j -0.000453508+0.00233383j 0.000734725+0.00412495j 0.00242816-0.00340751j -0.000286383-0.00337201j -0.000531307-0.00134524j 0.00195837-0.00198236j 0.00356369-0.0052325j -0.0014748-0.00444912j 0.00211615-0.00228613j 0.00110237+0.00152133j 0.00238313+0.00230688j 0.00583673-0.00720112j -0.00307708+0.0047082j -0.00359621-0.00170109j -0.00642433-0.000605199j -0.000817805-0.00451373j 0.000941407-0.00158907j 0.000971089+0.00353621j 0.00543431-0.00359891j 0.00169533+0.00401144j 0.000749349-0.00550159j 0.00152463+0.00185204j 0.00134179+0.00417558j -0.00210473-0.00899914j 0.000559088-0.002374j 0.00288316-0.00100813j -0.00173491+0.000227366j 0.00257244+0.00311574j -0.00247724-0.0111271j 0.00146954+0.0014859j -0.00370233+0.000311379j 0.00225693-0.0036134j 0.00119704+0.00350503j -0.00209102+0.000251274j 0.000182445-0.000455852j 0.00324198+0.00661433j -0.00122229+0.00234739j 0.00244574+0.00115297j -0.000102926-0.0010445j -0.000663787-0.0033789j -0.00258368-0.00372364j -0.00431283+0.00128204j -0.00545561-0.00610476j 0.0014164-0.00127075j 0.00119552-0.00185529j 0.000400694+0.00282497j 0.00131157+0.0007357j 0.000464119-0.000511273j 0.000153607-0.0010886j 0.00232562+0.00115421j -0.000274361-0.00161233j -0.00238767-0.00180688j -0.000292897-0.00162175j 
-0.00160678-0.00167676j -0.000490781-0.00436776j -5.00964e-05-0.0026872j -0.000849483+0.00541707j 0.000816612-0.000440157j -0.000394152-0.0047259j -0.00118937-0.0014574j -0.00264486+3.77955e-06j 0.00258993-0.0019769j 0.000357067-0.00244098j 0.00301694-0.00873914j -0.00187348+0.00205385j 0.00134179-0.00324241j -0.000767471-0.00233817j 0.000710198-0.00485821j 0.0021298+0.00464231j -0.00100683+0.000398463j 0.00158908+0.00256491j 9.41312e-05-0.00453391j 0.00584441-0.000823081j -0.00252826-0.00403825j 0.00312959-0.00492352j -0.00135511+0.0054159j 0.00133468-0.00310614j -0.0040131+0.00262694j 0.00327915+0.00635093j -0.00302-0.00723279j -0.00185246-0.00122754j 0.000549413+0.000911016j -0.00190682-0.000275133j -0.00425105+0.00135708j -0.00608623+0.00142908j -0.00125946+0.00233287j 0.00525122+0.00322489j -0.0030066+0.000708465j 0.00244614+0.000252067j -0.000791239-0.00379622j 0.0014972+0.00144509j 0.000548099+0.00420831j 8.57302e-05-0.00181441j 0.000134571-0.000501106j 0.00113161-0.000114479j -0.00183167+9.01433e-05j -0.00127281-0.00487632j 0.0029747+0.00367555j -0.00679089-0.00477002j -0.000512193-0.00412107j 0.00184435-0.000353118j -0.0020063-0.00542742j 0.000987503+0.000337991j 0.00331155+0.000822755j -0.00366002+0.0004911j -0.00252277-0.000613998j 0.0026642+0.00419004j 0.00262926+0.00361145j 0.00271027+0.000354966j 
-0.00171495+0.000969437j -0.00117466-0.000950028j -0.000940928+0.00286348j 0.00228964+0.00240769j -0.000446897+0.0019512j -0.00358122+0.0018873j 0.000841786+0.00112478j -0.00360876-0.00599314j 0.00144902-0.00359103j -0.00074616+0.00338042j -0.0002364+0.00155296j 0.000509616-0.00123515j -0.00339539-0.00427703j -0.0031315+0.00646979j -0.00291099+0.00142573j 0.00352776-0.00226838j 0.000621265+0.000310208j 0.00111596-0.00731414j -0.0036674+0.00127409j 0.00419693-0.00273317j -0.0113444-0.00307199j 0.00232086+0.00527853j -0.00444388-0.00912222j 0.000265929-0.000177764j -0.00868281-0.00259192j 0.00415378+0.00156758j -0.000658688+0.00297559j 0.00223497+0.00712349j -0.00385228-0.00572764j 0.00141723+0.000634233j -0.00665932-0.000102841j -0.0021515+0.0001629j -0.00117183-0.00147544j 0.000884329-0.00702954j -0.000359725-0.000918088j -0.00370888-0.00173077j 0.00200343+0.00257335j -0.000118517-0.00171409j -0.0043985-0.000464059j 0.00356944+0.000919993j -0.000742883-0.000820469j -0.000328866-0.00130576j -0.00345667-0.00165498j 0.0030928+0.000507807j 0.00693108-0.00375435j -0.00322991+0.00262277j 0.00310421+0.00142373j 0.00472914-0.00214367j 0.00301871-0.000167995j 0.000804231+0.000644973j -0.0030708-0.00285925j -0.00075777-0.000166998j -0.00242916+0.000118238j -0.000216744-0.00160648j 0.00118172+2.16319e-05j -0.000110957-0.00162204j 
0.000966548-2.10883e-05j 0.000338853+0.00187627j -0.00062114-0.00123813j -0.00129316-0.00322538j -0.004536-0.000124157j -0.00202756-0.000318205j -0.00174185-0.00181865j 0.0006114+0.00262832j 0.00313353+0.00309315j -0.00142676-0.00433937j 0.00552884-0.000858715j -0.00140276+5.95419e-05j 0.00263293+0.000873132j -0.0049903-0.00230821j -0.00539223-0.00327737j 0.00380762+0.0027021j 0.00551855-0.000568706j 0.0138536-0.000791943j 0.00168901-0.00374817j 0.00788549-0.00201478j -0.000677665+0.00482558j -0.00906681+0.000797269j -0.00166501+0.00113587j -0.00496871-0.00133299j -0.0102983+0.00371972j -0.00217941-5.1051e-05j -0.00435632-0.00210607j -0.0047765-0.00151876j -0.00106814+0.00170616j -0.00153775-0.000744551j -0.00305191+0.00359834j -0.00496478-0.00535511j -0.00249719+0.00226115j 0.00694842-0.00266385j -0.00504309+0.00276689j 0.000625153+0.00154423j 0.00360441-0.00487432j -0.00113916-0.000503006j 0.0021179+0.001868j 0.000150958-0.00102494j 0.00323355-0.000269327j -0.00106538+0.000679807j -0.00105854-0.000102679j -0.00111493-0.00150753j -0.00317768-0.00202397j -0.00154272+0.000833431j -0.000867822+0.000494576j -0.0016034-0.0038221j 0.00226415-0.00191932j 0.000425013-0.00150838j 0.000167906+0.00124778j 0.000419252-0.0015469j 0.000730763+0.00200797j -0.00180562+1.90565e-06j -0.00106911-0.00156664j -0.000877285+0.00100151j 
-0.002763+0.00450347j 0.000425453+3.05871e-05j -0.00254321+0.00341985j -0.00191036-0.00332678j -0.000596749-0.000516274j -0.000548072+0.00356049j 0.00281593-0.00147425j 0.000147436+0.00199928j 0.00070656-0.00119632j 0.0035335-0.00253552j 0.00106503-7.54741e-05j 0.00321521-0.000895798j 0.000924107+0.000411473j -0.00354985+0.00579899j 0.00332388+0.0024506j -0.00222079-0.00215358j 0.000325357-0.00085078j 0.0048225-0.00585387j 0.00105752-0.00063653j -0.000529061-0.00461553j 0.000325425+0.00520294j -0.00158599-0.00140652j -0.00182584-0.00221973j 0.00289484-0.00383461j 0.00252475+0.00699073j -0.0053836-0.000853362j 0.00437372+0.000204126j 0.00271311+0.00510479j 0.000354231-0.00246178j 0.00128688-0.00183179j 0.0027768+0.00439719j 0.00621858-0.00332799j -0.00271062-0.000625726j -0.00078133-0.0048489j 0.000271334-0.00093445j 0.000342673-0.00121031j -0.00101012+0.00110658j 0.00103746-0.00199678j -0.0013147+0.00422167j -0.00279594+7.30552e-05j -0.00100728-0.000919047j 0.000251772-0.00236626j -2.56972e-05-0.000822215j -0.000210326-0.00412646j -0.00135057-0.004892j 0.00310529-0.00167006j 0.000481421+0.00032785j -0.00180135-0.00241474j -0.00291041+0.00126129j -0.000550613+0.00312578j -0.00224649-0.00619675j 0.00356615+0.00127754j -0.000528316-0.000556603j -0.00213534-0.00225789j 6.45111e-05+0.00143268j -0.000625473-0.00447258j 
0.000137586-0.000876335j -4.56051e-05-0.00113277j 0.00126811-0.00142217j -0.000761321+0.00181942j 0.000729558-0.00159544j -0.00274964+0.00321169j 0.00121114-0.00157071j 0.000176531-0.0033121j 0.00135316-0.00213691j 0.00179976-0.00482497j 0.00113196-0.00163303j 0.000457012+0.000140294j 0.00247327-0.00466174j 0.00205378-0.00174347j -3.07496e-05-0.0010924j 0.000604364+0.00131804j -0.00105697+0.00270735j -0.00112292+0.00421214j 0.000580586-0.00104822j 0.000733721+0.000161634j -0.00152783-0.00431433j 0.00138937-0.00138217j -0.00122931+0.00281186j 0.00115476-0.00755617j -0.0020947+0.0021139j -0.000739724+0.00183655j -0.000233214+0.00146022j 0.000655952-0.00052305j -0.000186279+0.00462898j 0.00057204+0.00369485j -0.00141967+0.000363143j -0.00302698-0.00421339j -0.000244971+0.00202781j 0.00162572+0.00304874j -0.000468987-0.00149967j -0.000562732-0.00136998j -0.000246101-0.0017026j 0.00212298+0.000605743j 0.000733443+0.00273677j 0.000317421+0.00016039j -0.00103043-0.00435311j -0.000414971+0.00161682j -0.0030657-0.00416672j -0.000287134-0.00100917j 0.000571631+0.00266401j -0.0019236-0.00104621j 0.00261716+0.00253181j -0.000612502-0.00253027j -0.000720105-0.00490227j -0.0021753+0.000699779j -0.0021732-0.00425784j -0.00156835-0.00285798j -0.000431829+0.00123461j 0.00090467+0.00184766j 0.000125036+0.000508242j 0.000890223+0.000874883j 
0.00202458-0.00068819j -0.00102343+0.00227853j 0.00402399-0.000579754j 0.00224301-0.00191418j 0.00312402-0.00108689j -0.00261837+0.0013564j 0.000238605+0.000221053j -0.00186872+0.000282878j -0.00336037+0.000441631j 0.0007068+0.000300704j -0.00214994+0.00532257j -0.00207367-0.00146265j -0.00102161+0.00201817j 0.00817793-0.00200141j -0.00261305-0.000554227j 0.000214521-0.000973342j -0.00178986+0.00315223j -0.00884502+0.00816918j -0.00102095+0.00494003j -0.00503814+0.00191076j 0.00125724+0.00201931j 0.00109661-0.00166049j -0.00380689+0.00187522j -0.000604689-0.000830009j -0.00080517-0.00248919j 0.00185996-0.0062225j -0.00294838+0.00435843j 0.00300647-0.00399935j -0.00541625+0.00364195j -0.000462682+0.002872j 0.00105637-0.00136773j -0.0031618-0.000234371j -7.53669e-05-0.000240308j -0.00541271+0.00487986j -0.000702918-0.00157337j -0.000637796+0.000266973j 0.0031056+0.00235606j -0.00138795+0.000964005j 0.0014224-0.00106458j 0.002131-0.000856435j 0.00160243-0.00121239j -0.0019271+0.000945928j -0.00114036+0.000587208j -4.33944e-06+0.00325372j -0.00195986-0.000857745j 0.000226051+0.00522061j 0.000171454+0.00153532j -0.0011735-0.00239487j 0.00396441-0.00174699j 0.000113142-0.00223353j -0.00183614+0.00149863j 0.000421835-0.00191843j 8.01651e-05+0.00220438j -0.00175877+0.000329303j -0.00109869-0.00212973j -0.00200148+0.00152814j 
0.000352273-0.000662031j 0.0019883-0.000365718j 0.000261851-0.000273053j 0.0029599-0.000584015j 0.000746574-5.13378e-05j 0.000411033-0.00169099j 0.00155653+0.00224892j -4.93547e-05+5.54348e-05j 0.000345226+0.000402734j 0.00301566+0.00343524j 0.000286514+0.000999187j 0.00102693+0.00146153j 0.000989579+0.00135057j -0.000448768-0.000356243j 0.000730172+0.00218514j -0.00200896-0.00122051j -0.00154758-0.000206795j -0.00346658+0.00095922j 0.00180052+0.00215433j 0.00133963+0.0003201j -0.00046818-0.000734053j 0.00275117-0.00200682j -6.61304e-05-0.00148454j 0.00411571+0.00355004j -0.00286163-0.000188255j 0.00102187-0.00184559j 0.00177263+0.000192653j 0.000218361+0.000797111j -0.00156313-0.000546155j 0.000166483-0.00225543j -0.00178915-0.00107341j 0.00492612+0.00463096j -0.000120301-0.00217102j -0.00120367+0.0012573j 0.00197323-0.00110024j -0.0001103+0.0019863j 0.000339915-0.000847766j -0.000459881+0.00247082j -0.00331081-0.000642236j 0.000402247-0.000502772j 0.000768514+0.00113175j -0.000125451+0.00188284j 0.00282255-0.00106882j 0.00179192-0.000499218j 0.000940353+0.00034767j 0.00198275+0.00100283j -0.00130457-1.1124e-05j 0.00338252-0.00047417j 0.0012484-0.00068959j -0.00138702-0.000938558j 0.00337054+0.00156864j -1.2881e-05+0.00261816j 0.000621397-0.00172372j 0.00111594-0.00204683j 0.000215861+0.000752243j -0.000312487+0.0027103j 
-0.00239685+0.00425306j -0.00131221-0.000103697j 0.00055058+0.0014842j 0.0010099-0.00121912j 0.00502958-0.00266393j -0.00268953+0.0010771j -0.000959272-0.00111019j -0.00501744+0.00503235j -0.00321047-0.00202441j 0.00131402-0.00159301j -0.00084358+0.000349354j -0.00276035-0.00118351j -0.00100831+0.00188308j 0.00530649+0.00257531j -0.00209954-0.00114924j 0.00133211-0.00131275j -0.00140103+0.00342924j -0.00259388+0.00323233j -0.00216655+0.00458464j -0.00324235-0.00360569j 0.00137577+0.00672507j 0.00128416-0.00932002j -0.00564843+0.00205492j -0.000692823-0.00341416j 0.000386192+0.00562185j 0.0011662-0.00363143j -0.00290718+0.00115483j 0.00435057+0.000928995j -0.00603116-0.00120852j -0.000307639-0.000819029j 0.0015092+0.00261745j -0.00425911+0.00495026j -0.00292533-0.00112084j -0.00387767+0.00256612j -0.00424292-0.00156111j 0.00193311-0.00139685j 0.00214062+0.00177118j -0.000937732-0.000467553j 0.00265669+0.00329792j 0.000525915-0.00203896j 0.000426907-0.00206351j -0.00172078-0.002684j -0.00233471+0.00358363j -0.0021483-0.0034138j -0.000903079-0.0036029j -0.00266462+0.00392074j -0.00110038-0.00441037j -0.00250546-0.00368181j 7.88128e-05-0.00364952j 0.0021179-0.000699593j -0.00126752-0.00230928j 0.000991557+0.00191373j -0.00192533-0.000595107j -0.00315199+0.00180045j 0.000905474+0.00317968j -0.00238033-0.00382661j 
-0.00157645+0.00194881j -0.000813052-0.000354088j -0.000656447-0.000385896j -0.000514997+0.00187486j 0.000914506-0.0019239j 0.00295346+0.000327156j 0.00296239-0.000184195j -0.00386428+0.00257561j 0.000458439-0.000386774j 0.00566973+0.0014778j 0.00370456-0.00099536j -3.44077e-06+0.00132296j -0.00187082+0.0019685j 0.000331094+2.01987e-06j 0.0060853+0.00141906j -0.00410834+6.0529e-05j -9.5225e-05-0.000818262j 0.000198369+0.00136589j 0.00434433+0.00131557j 0.00295125+0.00205692j -0.004593+0.00147799j 0.00717317-0.00457158j -0.00448807+0.00343918j 0.00539547-0.00112573j -0.0030971+0.00105203j -0.00296385+0.00127373j 0.00749187-0.00373288j 0.00343335-0.000714056j -0.00061358-0.000528816j 0.00250015-0.00263674j -0.0022395+0.00323803j 0.0066237+0.00214896j -0.00136009+0.000897886j -0.000282213+0.00315495j 0.000983704-0.000448098j -0.00163203+0.00108385j 0.00256918+7.82212e-05j 0.000257054-0.000756994j -0.00555936+0.00481673j -0.00021912-0.00264163j -0.00194832+0.00189282j 0.000159382-0.0026791j 0.0019445+0.0020461j 0.00399604-0.00569389j 0.00104774-0.00365472j 0.0027134-0.00404711j 0.000771729-0.00438143j 0.00207224+0.000514669j -0.0025265-0.00225638j -0.000122923+0.00128248j 0.000340673+0.00016053j -0.000938641+0.00125044j -0.00132567+0.000539005j 0.0010839+0.00264145j 0.000841655+0.00205858j -0.000103317-0.00360898j 
0.00125651-0.00200717j 0.00121125-0.000210345j 0.00260162-0.00109402j 0.00262462-0.0032308j 0.00120296+0.000384213j 0.00322698-0.00254047j 0.000339168-0.000232564j -0.0052107+0.000452318j -0.00272921+0.000267843j 0.00109021-0.00128954j 0.00226917+0.00159089j -0.000954598-0.00147255j -0.00320664+0.0016622j 0.00358345-0.000851565j 0.00226725-0.00170332j -0.00228483+0.00142581j 0.000288457+0.000567972j -0.00519049+0.00672011j 0.00213133+0.000786927j -0.00126058+0.000855982j -0.00203729+0.00462229j 0.00295509-0.00394684j -0.00441978+0.00139954j -0.00167935+0.000549057j -0.00223531+0.000893573j 0.00161174-0.00175185j 0.0022677-0.00436253j 0.00299975-0.00484945j -0.00190284+0.00107202j 0.000503491-0.00285838j -0.000717784+0.00113603j -0.00195746-0.0027698j -0.000731618-0.0027147j -0.00274527+0.00356416j -0.00241043-0.00346168j 0.000746016+0.00526448j 0.00196408-0.000249589j -0.000663941+0.00148802j -0.000492069+0.00134031j 0.00201905-0.000764172j 0.000100259+0.00282754j 0.00135778+0.00239845j -0.00348029+0.000669593j 0.000998944-0.00156894j -0.0007425-0.00164255j 0.00157888-0.000414846j 0.00267622-0.00284202j -0.000102932-0.00293596j 0.00190433-0.000914233j 0.000211046+0.000418016j -0.00150176+0.00519184j -0.000152258+0.00107984j 0.000396888-0.000885842j -0.00250241-0.0021013j -0.000767494-0.000552513j 0.000527708+0.00382219j 
-0.00210213+0.00138233j -0.000530101+0.00273404j -0.00248535-0.000114212j 0.00228675-0.00546132j -0.00278276-0.00298533j -0.00097978+0.00404165j 0.00215957-0.000372988j 0.00122302+0.000650632j -0.000625181+0.00247746j 0.00297618-0.00122684j 0.000316262+0.00685438j 0.00295594-0.00103241j 0.000980866+0.0016755j -0.00469569-0.00206134j 1.85054e-05+0.00242214j -0.000898392-0.00228367j 0.00366619+0.00298566j 0.00901278+0.0069819j 0.00404784+0.00307171j 0.0027013+0.000649524j -0.00270842+0.00311057j -0.00654836-0.00240193j 0.00262875-0.00328899j 0.000416171-0.00371113j -0.00241277-0.00169655j -0.00491491-0.00679329j 0.00369282+0.00481559j -0.00184931+0.000992746j 0.00245315+0.000303193j 0.0027388+0.000959903j -0.00149696+0.00142563j 0.00878555-0.0031858j -0.00121935-0.00205665j 0.00400751-0.000678917j -0.000560918-0.00208069j -0.0017952-0.000346616j 0.00143865+0.00168205j 0.00153392-0.00195249j -0.00157263-0.000561764j -0.00114053-0.000295616j -0.000675+0.000384754j 0.000182453+0.000408687j 0.00021415-0.00223018j 0.00201396+0.00175948j 0.000927099-0.00445714j 0.00472674+0.00361139j -0.000178586+0.00387986j -0.000688608-0.00326319j -0.00131616+0.00219721j -0.00240691+0.00081223j -0.00076444-0.00435819j 0.00226871+0.00134493j 0.00149669+0.00134631j 0.000279509-0.00548854j -0.00109365-0.00285237j 0.00106965-0.00191178j 
