-0.0296084+0.020388j -0.00169034-0.0187166j -0.0324829+0.0145831j 0.00107596+6.06158e-05j 0.0514886+0.000638639j -0.0219838+0.0171103j 0.0544854+0.0453949j -0.00198403-0.0199249j 0.02446+0.0176231j -0.014188-0.00857457j -0.0520318-0.00141828j 0.0203014+0.045585j -0.00423571+0.00421614j 0.0559954-0.00923806j -0.0363112+0.0186863j -0.00941528+0.0175719j 0.0176858-0.0162026j 0.0476979+0.012864j 0.0284979+0.0491427j -0.01403-0.0302629j -0.0150199-0.00103733j 0.00841035+0.00637069j -0.0165147-0.0203688j -0.000755419+0.0188445j -0.00712257-0.040533j -0.00155364-0.00885078j 0.0144176+0.030877j -0.0180629-0.0618442j -0.0369765-0.059051j -0.00746426-0.0143986j 0.0163875+0.00782983j 0.000411271+0.00263432j 0.000722969+0.0245587j -0.00189432+3.55276e-05j 0.0201121-0.0100312j -0.0112576-0.00298918j -0.0195663-0.0226929j -0.0216135-0.00155034j -0.00328851-0.00385852j 0.00109088-0.0112042j -0.00148305-0.0121631j 0.00595742-0.0037003j -0.00102385-0.00129846j -0.00325966-0.00738984j 0.0107892+0.00125582j 0.00696927-0.00443676j -0.00249913+0.00066664j 0.00939023-0.00241197j 0.00399904-0.00756048j -0.00231552+0.00181221j -0.00256973-0.0116025j -0.000272771-0.00470452j 0.00139038-0.00901681j 0.00310828-0.0109149j 0.000132115-0.0123052j -0.00441464+0.00175945j -0.00443599-0.00450476j 0.0177899+0.00698574j 0.00763056+0.00230286j -0.000994075+0.0054621j 0.00337255+0.0105302j 0.000620449+0.00398875j 0.00762128+0.00236384j -0.00420214-0.00657898j 0.0033437-0.000623528j -0.00645186-0.00420569j -0.00423931-0.00478154j -0.00254747-0.00877963j -0.00351735-0.00450849j -0.0044084-0.00325762j -0.00244964-0.00117042j -0.00120612-0.00123565j 0.000784819-0.00225988j 0.00355833+0.0038028j 0.0036649+0.00379555j 0.00186403-0.00249474j 0.00798561-0.00427796j -0.00394952+0.00167788j -0.00953762-0.00268217j -0.00173326+0.00418004j 0.00797243+7.54481e-05j -0.0206705-0.00727915j 0.0125359+0.00811491j -0.00924566-0.00871091j 0.00503333+0.0115636j 0.010921+0.024146j 0.00914627-0.00401537j -0.00244316-0.00261653j 0.00631787+0.00275836j 0.0172697+0.0143661j -0.0255184-0.0323451j 0.0191085-0.00670133j 0.0109646+0.00991368j 0.00441319-0.0127747j -0.00991246-0.0183172j 
0.0401839-0.0148847j 0.0177494+0.0145922j 0.0807125-0.0340602j 0.0533627-0.133041j -0.0368766-0.00264088j 0.0285589+0.020737j -0.113547-0.0843283j -0.0316774+0.114819j -0.00515846-0.0355877j -0.0076962-0.123913j 0.0441157-0.0995287j -0.0766691-0.00757508j -0.106729-0.00717691j 0.0526351+0.00647927j -0.00213882+0.14383j 0.153649-0.0317087j -0.0473004+0.070321j 0.00085354+0.0204219j -0.0462321+0.0954297j -0.0671814+0.0922745j 0.0409088-0.00336703j -0.0282456+0.0570364j 0.0332701+0.0192607j 0.010888+0.0311241j -0.00854699-0.00598872j 0.000690427+0.0020012j 0.0140432+0.0161011j -0.00156876-0.053971j -0.00320306-0.0187153j -0.01284-0.00172737j 0.00116738+0.00729647j 0.025606+0.01657j -0.0129165+0.000545574j 0.00783529+0.0131667j -0.0269624+0.0390179j 0.00768018+0.0128307j 0.00505962-0.00446189j -0.00353528-0.0164818j -0.00216925-0.00172164j -0.00956772+0.0147865j -0.00700747-7.12728e-05j 0.0154352-0.00703698j -0.00810339-0.00962757j 0.000333366-0.0041464j -0.0120633-0.00435463j -0.00348907-0.00819186j 0.00316497+0.00839066j 0.0107236+0.017105j -0.0156618+0.00325399j 0.00254177+0.0126258j -0.00389422+0.00528245j -0.0034515-0.00110371j -0.00577479-0.0226013j 0.00665589+0.00265872j -0.00271725+0.00035938j 0.00116057+0.00430827j 0.00109233+0.00182821j 0.00615339+0.00608332j -0.00879785+0.00455974j -0.00375959+0.00255901j 0.00122123-0.00987816j 0.00794478-0.00346356j -0.00375662+0.00505542j 0.000839542+0.000305055j 0.00347816-0.00198117j 1.2134e-05-0.00608564j 0.00644368-0.00186039j 0.00504364+0.00461012j -0.0180262+0.00225969j 0.0065994-0.0125946j -0.00100337-0.000337426j -0.00698078-0.0177929j 0.0233174-0.0131243j -0.0186644+0.00858314j -0.00557566+0.00350106j -0.0137645+0.0148257j -0.0182669-0.00463251j 0.00986961-0.00852354j 0.0165138+0.0033184j 0.0155804-0.00710978j 0.0105422+0.00606999j 0.0165554-0.0066493j -0.00391609-0.00131059j 0.00600728-0.000404478j -0.000251058+0.00122109j -0.00166905+0.0123066j -0.00977586-0.00442428j 0.00583687-0.00763953j -0.00772277+0.00435788j 0.010159-0.0259374j 0.0033826-0.00591412j -0.00279991-0.00526277j -0.00450279-0.00113157j -0.00306603+0.0236784j -0.00035526+0.00149624j 
0.00952057+0.0416483j 0.0533488-0.0174767j 0.0403623+0.171676j 0.00891243+5.79851e-05j 0.0256499-0.0659717j -0.037811+0.0227832j -0.100236-0.0737619j 0.0915415+0.00440666j -0.0851453+0.0574219j -0.0931699+0.00456557j -0.0653281+0.0281718j 0.0153242-0.110543j -0.0579812-0.029588j -0.00632581+0.0258727j -0.0986839+0.0488773j -0.0511249+0.0384834j 0.0146999-0.0451657j -0.00242507-0.0650928j 0.063764-0.0771796j 0.114462-0.0191085j 0.0313698+0.00351239j 0.0442175-0.0126053j 0.00462635+0.0097037j 0.019519+0.00103652j 0.0202599+0.0144969j 0.00984947+0.0232861j 0.030493-0.00155454j -0.0802338+0.0281793j -0.0105188+0.0534677j -0.0161463+0.0238641j 0.0257752-0.018617j -0.0143137-0.0264385j 0.0153429-0.00580597j 0.023515-0.000222779j 0.0394351-0.00645103j 0.00199815+0.00906684j -0.00215586+0.0274307j -0.0102426+0.0244576j 0.000914799+0.00499795j 0.0120199-0.0227003j 0.0141901+0.00479391j 0.00434887+0.00838012j -0.0106815-0.0041527j 0.00616324+0.00280529j 0.0127686-0.00729503j 0.0126401-0.0121943j -0.0181748-0.0045428j 0.00296493-0.0104223j 0.000846831-0.00496611j 0.0143836+0.00443124j 0.00206332-0.00195204j -0.0121845+0.0138061j -0.00644139-0.00798119j -0.00800482-0.0235848j -0.000362223+0.00190502j -0.00374796+0.00694331j 0.00494686+0.00278901j -0.00334436-0.00806229j 0.000273036-0.0064759j -0.00459218-0.00265818j -0.00866335+0.00197226j -0.000619375+0.00204908j -0.007099-0.013578j 0.00128527-0.000869817j 0.00619153-0.00426531j 0.00475117-0.00903087j 0.00638334+0.00289225j 0.0107382+0.00218917j 0.0021821+0.0124123j -0.00159935-0.00369821j 0.00706398-0.00748383j 0.000816169+0.00174213j 0.000937495+0.0117273j -0.00973519-0.00607226j 0.018531-0.015637j -0.00633669-0.00906222j -0.000361471+0.00632235j -0.00170484-0.012802j -0.00611275-0.0118559j -0.0113625+0.00735157j -0.00783322+0.00658177j 0.0202167+0.0100298j -0.0106321-0.00187643j 0.00956193+0.00473934j -0.00304553-0.00104713j 0.00839933-0.00326857j -0.0059359+0.00546276j 0.00781806-0.00114486j 0.000680623-0.00295571j -0.0155651+0.0157893j -0.00119533+0.0129893j -0.00198373+0.00558149j -0.00800629+0.00239092j 0.0181217-0.0185854j 0.00814728+0.00944257j 
0.0059895+0.0616483j -0.0251896+0.0161869j -0.0752622+0.182065j -0.0432986+0.0639441j -0.0151374-0.00238858j 0.0736599+0.108213j 0.0128465-0.0052735j 0.00310335+0.0329794j -0.0842331+0.0567431j -0.0538313-0.0329767j -0.0190908-0.104014j 0.213988-0.0176846j 0.120199-0.0235115j -0.24815+0.0109281j 0.14912+0.00696803j 0.0414032+0.0526874j -0.156328-0.0264149j -0.104074+0.015458j -0.00190419+0.134682j 0.0194971-0.0282815j -0.025509-0.0512955j 0.00798123-0.00672061j 0.0130249+0.0127293j 0.00968841+0.0288725j 0.025179+0.0255755j -0.0358337+0.0527693j 0.0281846+0.0487979j -0.0565663-0.118208j -0.0107385-0.0261657j -0.0100235-0.00355299j 0.00326997-0.016055j -0.0208934-0.00422565j -0.00714837+0.00219737j -0.019344-0.00505293j 0.0186549+0.0335131j 0.0242871+0.0277006j 0.0270312-0.0168329j -0.00178119-0.0135731j 0.000324305-0.0100569j 0.00530149+0.0116887j 0.00810635-0.0026813j -0.00881072+0.00314433j -0.00871557+0.0089961j 0.00697792+0.00849255j 0.00291285-0.0152016j -0.0106673-0.00808796j -0.0143352+0.0157858j 0.0171788-0.0221841j 0.00319009-0.0107549j 0.0109318+0.00542427j 0.0223377-0.00069198j 0.0122127+0.0116278j -0.0106194+0.000447696j -0.0100058-0.0196886j 0.0077426+0.0199992j 0.0164978+0.00513197j -0.0158834-0.00262749j -0.0170217+0.00626788j -0.0105119-0.00870911j 0.00227665-0.0119833j -0.0073184-0.0100185j 0.000236774-0.00436137j -0.00613784-0.00303087j 0.010604-0.000512742j -0.0109822+0.00422326j 0.00659163-0.00380699j 0.00644081+0.00174555j -0.000695878+0.00616205j -0.00602175+0.00155597j -0.00104406-0.0102759j -0.00246346+0.00660869j -0.00385335-0.00882811j -0.0119438+0.00319819j 0.0102728-0.016064j 0.0138379+0.0143952j 0.00469844-0.000130669j -9.15002e-05-0.00731988j -0.0124877+0.00326387j 0.00273+0.00461171j -0.0101219-0.0133481j 0.0040794-0.0043866j 0.00179874+0.00348646j 0.00124113-0.000768452j -0.00045584+0.0117591j 0.00332146+0.00676005j -0.00860847+0.00667154j 0.00870657+0.00522554j 0.00856453+0.00753379j -0.00215096-0.00405554j 0.0168679-0.010741j 0.0084681+0.0122656j 0.00331083+0.00241233j -0.00415998+0.00597527j 0.00121847+0.00738133j 0.012648+0.00505552j 
-0.0240265-0.0135131j -0.0211681-0.0248383j -0.0456459+0.0632585j -0.0148318-0.136333j 0.0149118-0.0203661j -0.0477055-0.0875308j 0.011548+0.00273324j -0.030597-0.0380599j 0.0445488-0.0635068j -0.178477+0.091995j -0.0672431+0.0294553j -0.122244+0.0348089j 0.0138859+0.0790996j -0.0775614-0.0320231j -0.0219818-0.157075j 0.00300792+0.163735j -0.048215-0.0228065j 0.263593+0.0582204j 0.12832-0.0697364j -0.0440297-0.142891j -0.011176+0.0132292j 0.047608-0.0129615j -0.0129904-0.0127778j 0.0187815-0.0041299j -0.0161669+0.0684016j 0.0152612+0.00300031j -0.016804-0.00610819j -0.05363-0.0275093j -0.0497988-0.00920334j -0.0197474+0.0117216j -0.0080809-0.000663544j 0.0163379-0.00724038j 0.00104884-0.02747j -0.00734595-0.0139495j 0.016307-0.00240616j 0.000854783+0.0194291j -0.0129176+0.000438909j -0.0162418+0.0102045j 0.00655042-0.00891372j 0.0127532-0.00667053j 0.00450019+0.0104875j 0.00677189+0.0139835j -0.00557377+0.0130777j -0.000583727-0.0103161j -0.00352487-0.00566546j 0.013162+0.0035641j 0.000944537-0.0150193j 0.00298418+0.0112454j -0.0270939+0.022157j 0.0208589+0.000319724j 0.00611947+0.00877085j -0.00600376-0.00316468j 0.00691156-0.0100821j -0.000870875-0.029706j 0.0114303-0.014619j -0.0112705-0.0211986j 0.021218+0.0251648j -0.0023591+0.00496358j 0.0110612+0.00224465j 0.00122746-0.00387398j -0.00361748+0.00696511j -0.000597124+0.00545216j 0.0112286-0.00635566j -0.0134093+0.00420324j 0.00501558-0.000491745j -0.00253414+0.00817309j -0.000604209-0.00459352j 0.0112703-0.0110379j 0.00186503+0.0018913j -0.00397928+0.013243j 0.00397525+0.00279693j -0.00628733+0.014439j 0.0162488+0.00430179j -0.0156998-0.00885082j -0.00564727+0.0132171j 0.00445274-0.0148031j 0.0171355+0.00069047j -0.00480433+0.00238024j 0.00106571-0.00499824j -0.00669107+0.00293791j 0.00724959-0.0123592j -0.00653751-0.00330787j 0.0122878+0.00666262j 0.000409981-0.00643085j 0.00721849+0.00208732j 0.00584153-0.0085214j 0.000655349+0.0145191j 0.010454-0.00588294j -0.00308179+0.00134751j 0.00333817+0.00805463j -0.0211144+0.00150456j 0.002615+0.00572611j 0.00704522+0.014077j 0.0110589-0.0147533j -0.0162383-0.00403073j 
-0.0178725+0.0194395j 0.022869-0.0593116j -0.0975147+0.112736j -0.0143825-0.0533822j 0.0288919-0.104629j -0.00446598-0.065381j -0.0682421-0.0410255j -0.0914286+0.0902413j -0.105517+0.120331j 0.0260817-0.04463j -0.0171428+0.0763814j -0.10015+0.0706679j -0.1044-0.0240698j 0.111685-0.0119965j -0.107278+0.217641j 0.0498684+0.0129886j 0.0121035+0.114207j 0.0678428-0.105232j 0.079385-0.0460711j -0.00318899+0.0812053j -0.0135187-0.00135876j 0.00924524+0.00271809j 0.0424581+0.0634445j -0.0133794-0.0151769j 0.0381905+0.126141j 0.0254411+0.034403j -0.0121518+0.00744849j -0.0252357-0.0979109j 0.0263593+0.0199835j 0.00519468+0.00659181j 0.00953522-0.0388324j -0.00636814-0.0479011j -0.0351349-0.0368401j -0.00671085-0.0305189j 0.0266524+0.0389956j 0.0273012+0.0540868j 0.010559+0.0578652j -0.00527676+0.0732277j 0.00201474+0.0110638j 0.00698362+0.000450041j 0.000820998+0.0108702j -0.00479853-0.0259519j -0.00512878-0.00955588j 0.0133443+0.0255703j -0.00572929+0.010674j -0.00722557-0.0042277j 0.00309835+0.00928103j 0.0115268+0.000157798j 0.00840687+0.0106661j 0.000788575-0.00347501j 0.0101108+0.00502681j -0.000970494-0.0182082j -0.0107096+0.0102837j 0.00768344-0.0281816j 0.0114369+0.000832074j 0.00575146-0.00508027j -0.00162056+0.0207333j -0.000658974-0.00453623j -0.00138041+0.00794259j 0.00377353-0.00376804j -0.0100742+0.000424789j 0.00272553-0.000408806j 0.000385108-0.0112182j 0.00309313-0.00104969j 0.00136259-0.0126956j 0.00132977+0.00509239j 0.00904406+0.00066271j 0.00446613+0.00707028j -0.0179044+0.00244292j 0.00241992-0.00711557j -0.012353-0.00368896j -0.0123856-0.00515499j 0.00694686-0.00553606j 0.0047821+0.000569942j 0.0042888+0.0139857j 0.0109449-0.00221874j -0.0111499+0.00076298j -0.0104449+0.00428767j 0.0206805-8.51096e-05j -0.0115779+0.00276075j 0.0043031+0.00193423j -0.000177388-0.0109041j -0.000476616+0.00605254j 0.00329518-0.0136013j 0.00373176-0.00142088j 0.00612931-0.00821214j -0.00328917+0.00799763j -0.00241596-0.00318067j 0.00344567+0.00364597j -0.00587833-0.0139958j -0.00035705+0.0355533j 0.00550999+0.00933955j 0.00178922+0.00919942j 0.0150055-0.012151j 0.00602495+0.0326208j 
-0.0306314+0.0475328j -0.0677351-0.0393873j 0.0492444+0.107702j -0.151892-0.0828712j -0.0569033-0.0279362j -0.106472-0.00140019j 0.0202646+0.0960492j -0.00579542-0.0934388j 0.100591-0.167843j 0.0532903+0.110508j 0.155127-0.065969j -0.0461717-0.0098823j -0.0158576+0.0448337j 0.10188+0.0161433j 0.0438018-0.00366134j -0.140622-0.191689j 0.0890854+0.0363184j 0.0234926-0.190262j -0.0343845-0.11814j 0.035266+0.140023j 0.00930991-0.031819j -0.0139715+7.29614e-05j 0.0086332+0.010002j -0.0174164-0.0433458j 0.0503372+0.059424j 0.0145256+0.042757j -0.089896-0.00454417j 0.131042-0.0577152j 0.0973554+0.0566851j -0.0118256-0.0188043j -0.0358045-0.0107274j 0.00397488-0.0154171j -0.032176-0.0221469j -0.0179259-0.0120941j -0.00260212+0.0266349j 0.0110233+0.0504797j 0.030209+0.0310203j 0.0140561+0.0421447j 0.0035328+0.0158497j -0.00224625-0.00502115j 0.0106133+0.00678621j 0.00302758-0.00623061j -0.0175022+0.0160564j 0.00780657+0.0131455j -0.0132464-0.000989737j -0.00380127+0.000859721j 0.0105556-0.0103868j 0.000988115-0.00343695j 0.00294364+0.00799415j -0.0100347-0.000892455j 0.016441+0.0113712j -0.00574944-0.00871887j 0.0238499+0.00573536j 0.00869706-0.0089682j 0.00312179+0.00315738j -0.00752451-0.012309j 0.0163393+0.0151196j -0.0110778-0.0143507j 0.00505108-0.00857718j 0.000887275-0.00808144j -0.0022845-0.000175085j -0.00174834-0.00136905j 0.0064537-0.0113059j -0.00695305+0.00816682j -0.0165114+0.00784464j 0.00502292+0.00319284j -0.00173379-0.0117898j -0.00128388-0.00883802j 0.0216666-4.75304e-05j 0.00975094+0.0133242j 0.00816419-0.00413794j 0.0209893+0.0174382j 0.00696667-0.00785915j -0.00866652+0.00478313j 0.0121809-0.00793235j -0.00683952+0.00666814j -0.00651981+0.00281712j -0.0142623-0.00884295j -0.00240868-0.00359033j -0.00250569-0.00155612j 0.00616131-0.00903891j -0.00703385-0.00588677j 0.00192349+0.00224919j -0.00206852-0.00329308j -0.00551671-0.00965227j -0.00581896-0.0150632j 0.00539175+0.00682245j 0.000373213+0.00082987j 0.000650021-0.000678612j 0.0129113-0.00574715j 0.00274784+0.0275753j 0.00952695+0.0045547j 0.00570856-0.000779438j -0.00552536-0.0157j 0.0024948+0.0251746j 
-0.00580008+0.00995503j 0.0105226+0.0270208j -0.000461384-0.0842085j 0.00310885+0.280743j -0.0753996+0.0202236j -0.0228144+0.0163941j -0.032545+0.0287332j -0.00231817-0.0414119j 0.0184622-0.0146238j 0.0564981-0.00393922j 0.0543521+0.057993j -0.201737-0.095999j 0.0656222-0.0347619j -0.0711755+0.0382482j -0.173537-0.0207387j -0.023242-0.00810195j 0.0345022+0.0352895j -0.0113554-0.0122679j -0.0216518-0.133689j -0.00672449-0.0202288j 0.0146282+0.0288722j 0.00318768-0.0195185j -0.0249143-0.00689945j -0.0137421-0.00991302j -0.0288656-0.0518929j -0.024825-0.00903741j -0.0239917-0.0111072j 0.0229123+0.0735847j 0.01202+0.0175026j -0.0178114+0.000650438j 0.00351378+0.00327092j 0.0143981+0.0423795j 0.000517541+0.00666995j 0.028307+0.00439131j -0.00297097-0.024193j -0.0281696-0.0265817j -0.0045746+0.00561993j -0.00362754-0.0169097j 0.00267695+0.00498848j -0.00127338-0.0124824j 0.00147329+0.00024673j -0.00533602-0.000330321j 0.0139108+0.00815907j -0.00547886-0.00152557j -0.00212864-0.00640985j -0.0118631-0.00279125j 0.0152073-4.75141e-05j -0.00203466+2.67293e-05j 0.00695048-0.0147205j -0.0138415+0.00729177j -0.00166126-0.0119286j 0.00258023-0.00493956j -0.000791799-0.00298302j 0.0157367-0.0036841j 0.000343061-0.0151392j -0.00974637+0.00758445j 0.0129882-0.00884803j -0.000972029-0.0059421j 0.0124347+0.00724687j -0.00407169+0.00856094j -0.000131001+0.00824021j -0.00582824-0.000878658j 0.00355706-0.00134759j -0.00207307+0.0069742j -0.00824348+0.00484196j 0.00188641+0.00590556j -0.0115188+0.00438611j -0.00464174+0.00708562j 0.0167476-0.00129048j -0.00511558+0.00360095j 0.00640765+0.0001852j 0.00733279+0.000901091j 0.000119458-0.00910933j -0.0129076+0.00563588j -0.00777952-0.0180647j 0.00102155+0.011058j 5.52043e-06-0.000435625j -0.00551945+0.0107276j 0.00454093+0.00816329j 0.00252751+0.00979238j 0.00338651-0.00241465j 0.000831135+0.00554887j -0.00433887-0.00740174j 0.00111138-3.35905e-05j -0.00819567-0.00716924j -0.0046814-0.0135919j 0.000670709-0.00261577j -0.00719543+0.00644658j 0.00211126-0.00354858j 0.000178719+0.0118347j -0.00889906+0.00607425j -0.00284702+0.000400609j -0.00315611-0.00999614j -0.00234503-0.00717597j -0.0016982-0.000420531j 
-0.00858364-0.00524919j -0.0225669-0.0684596j 0.000554363-0.025402j -0.00942708-0.174315j 0.0436956-0.00407257j 0.0228796+0.0130736j 0.0302887+0.0298685j -0.104649-0.0347459j -0.0573413-0.0781723j 0.0157078-0.0112117j -0.0407735-0.043819j 0.022553+0.00634147j 0.0256509+0.119364j -0.0583583-0.13471j -0.00546888+0.078612j -0.0408246-0.0368248j -0.12456-0.024791j -0.0264937-0.0414437j -0.071953-0.0684678j 0.0283611+0.0186086j -0.0107086-0.0378723j -0.0513068+0.0187189j -0.00841264-0.0235168j -0.00853628-0.00949855j 0.0292768+0.00250406j 0.00220272+0.00254267j -0.0507775-0.0577366j 0.048103+0.118j 0.0624273+0.0797749j 0.00206073+0.0259749j -0.0264259-0.0158392j 0.00381241-0.0117444j -0.0151206-0.00313417j -0.0224029-0.0207981j -0.00232387-0.0106788j -0.00185226+0.0116145j 0.0160444+0.022995j 0.0228117+0.0104484j -0.00544116+0.010863j -0.00864968-0.0179908j 0.00458379+0.00376854j 0.018393+0.00110696j 0.00751612+0.0129549j -0.00507908-0.000180058j -0.015868-0.0109939j -0.0159657+0.00968848j 0.00538829+0.008548j -0.00551007-0.0154231j 0.00162468+0.0131328j -0.00259365-0.0190606j 0.014312-0.0102137j 0.0166091-0.00297773j 0.0109702+0.00145789j 0.0089324+0.0063758j 0.00848331+0.0045669j 0.00429847+0.00105898j -0.00161732-0.00463478j 0.00838277-0.00708185j 0.0101249+0.00573147j 0.00272277+0.00410403j 0.00234114+0.00249132j 0.00283034+0.0062616j 0.00142447+0.000253058j -0.0074551-0.00916879j 0.00895821-0.0128697j -0.0118415+0.0152887j -0.00131189-0.00357134j 0.00735592-0.00641672j -0.00924178-0.00102793j -0.00220702+0.000310106j -0.00588463-0.00740254j -0.010518-0.00172167j -0.000221417+0.00205935j 0.00476665+0.00145622j -0.00613785-0.0104146j 0.00287883+0.00543673j 0.00167886-0.0081786j -0.00208091+0.000370923j 0.00211431+0.00299494j -0.00243198+0.0144713j 0.00354629-0.00365648j -0.00924561-0.00349017j 0.00298633+4.51272e-05j -0.00208349-0.00651043j 0.00129998-0.00367341j -0.00273426-0.00275046j 0.0031052+0.00673969j 0.000634416-0.00878724j -0.00294347+0.000621149j 0.00946145+0.00598568j 0.000663606+0.0028434j 0.00112892-0.00658317j 0.00248217+0.00138832j -0.00900291-0.00988852j 0.00101459+0.00308051j 
-0.0111783+0.0914588j -0.0413563-0.0254297j 0.0105492+0.0362147j 0.0367825+0.102106j -0.00187956-0.0504969j -0.0141386+0.107688j 0.0831418+0.0202308j -0.0696755-0.130003j 0.122608-0.0724195j -0.0727466-0.241319j 0.050617-0.00286553j -0.073322-0.245902j 0.0305967+0.0358843j 0.00867364-0.0619922j 0.0412495+0.147786j -0.027277+0.0214498j -0.0509224-0.0470878j 0.0866228+0.169686j -0.00344141+0.0162357j -0.0175669-0.000741095j -0.0317366+0.014253j 0.0152134+0.00717335j -0.0279727-0.0266166j -0.0110112+0.0105813j -0.00995363-0.0897862j 0.0320568-0.0284122j -0.00336528+0.000905676j 0.0223065-0.00567307j -0.0190055-0.0164135j -0.0199795-0.0254509j -0.0382556-0.0183738j -0.0155251+0.0332048j 0.0183131+0.0475185j -0.0118307+0.0215128j -0.00477509-0.0493797j -0.00844046-0.0131176j 0.00592945+0.00336123j 0.00303444-0.0293929j -0.00480505-0.00196281j -0.0075743-0.000686948j -0.00451921-0.0129085j 0.00569755-0.015172j 0.00397396-0.0158027j -0.0135287-0.0117494j -0.0112756+0.00968037j 0.000218857+0.000650917j -0.00542592-0.00172327j 0.014765+0.0160544j 0.00587744+0.00780394j 0.00432352+0.0103057j 0.00732104-0.0104103j 0.00712347-0.0129372j -0.0141223-0.0201226j -0.000947606-0.0194122j -0.00971-0.0245872j -0.000309957+0.012828j 0.00535722-0.0218518j -0.00237726+0.00639677j 0.0165107-0.0116247j 0.00981774+0.0106168j 0.0115834+0.000495877j 0.00448715-0.00309829j 0.000315539+0.00321008j 0.00692872+0.0103666j 0.00205082+0.00861901j -0.00184143-0.000871682j -0.00587325+0.00164424j -0.00370375-0.00626059j -0.00326074-0.00731157j 0.00631436+0.0169957j -0.0084642+0.0103634j 0.0014438+0.00867543j -0.00332375-0.0123147j 0.00644535+0.00283469j -0.0114014+0.00951005j -0.00164247-0.00051376j 0.0160721-0.00566978j 0.00577109+0.0052651j -0.00333981+0.00204332j 0.00417901+0.00779419j -0.00457135-0.00564641j -0.0131156+0.0138717j 0.00806118-0.00299806j -0.00959566-0.00185964j 0.00294983+0.00424752j -0.0055488+0.00380476j 0.0053676-0.00431611j -0.00284462+0.000490425j 0.00282286+0.000460205j -0.0130082+0.00199226j 0.00309129-0.00255505j -0.00121579-0.00858601j 0.00401717-0.00469582j -0.00515251+0.0106054j 0.00126218-0.00673664j 
0.0116482-0.048818j -0.00467634-0.0124494j 0.0150934-0.279672j -0.0663308-0.0788425j -0.0114252+0.0988228j 0.0389176-0.0217445j 0.0583486-0.0680078j 0.0709643-0.0437316j -0.0406017-0.209805j -0.0128921-0.0962708j -0.114114-0.0779469j 0.0511988+0.012967j 0.137047-0.0491129j -0.164186+0.0190798j -0.0487233+0.204715j -0.021827+0.0641829j 0.0420885+0.0203117j -0.0598186-0.000189495j 0.0851523-0.131492j 0.0314839+0.0230401j -0.0335097+0.024932j 0.0358334+0.00155256j -0.00819341-0.0121582j 0.00556088+0.0248068j 0.0358656-0.00658964j -0.0228627-0.0234637j 0.0157856+0.000483371j -0.0516814+0.0193606j -0.00430884-0.00101884j 0.00926111-0.00492661j 0.00554564-0.00370197j -0.0024633+0.0296138j -0.0162876-0.00186151j -0.000883638+0.00993122j 0.0295-0.0156517j 0.0149844+0.00481565j 0.0148671-0.00153325j 0.0116855-0.00502022j -0.00476474+0.00483028j 0.00384368-0.00628977j 0.00156232-0.00821862j -0.013793-0.00471784j -0.00108029-0.0277134j 0.00890522+0.00371929j 0.0148553-0.0125251j -0.005702-0.00261203j 0.0040068+0.00260246j -0.0112315-0.00443421j 0.00511995-0.00796019j 0.00350659-0.00631862j 0.00126167-0.00160568j -0.00746726-0.0149726j -0.0176507+0.0140636j 0.00304276+0.00280065j 0.00818445-0.00455875j 0.00396552+0.0048133j 0.00291133-0.00709042j 0.00143335+0.00588266j 0.00481112+0.00031594j 0.00356408+0.00503589j 0.00170274+0.00172012j -0.0119663+0.0103042j -0.00186973-0.00814364j 0.00358613+0.00429931j 0.0243406+0.0180058j -0.0213482+0.0036152j -0.00692056+0.00357274j -0.000917348+0.00622477j 0.00535797-0.0120065j -0.000292206+0.0150242j 0.0107591+0.00880543j 0.00138622+0.00711964j 0.0160671-0.000605621j -0.0158523-0.00284684j 0.00645741-0.00608561j 0.00140918+0.00060194j 0.00402724-0.0015676j 0.0101541+0.0036347j 0.00742838+0.00120535j -0.00688718+0.00109603j -0.00325184-0.00129925j -0.00990855+0.00533536j 0.00222659+0.00324184j -0.00680143-0.0044047j -0.00290391-0.00134949j 0.0059935-0.00821262j 0.00466651-0.00147987j -0.0036158-0.0112596j 0.000243912+0.00353255j -0.011172+0.00639479j 0.00135806-0.0043104j -0.00232591-0.00517818j 0.00294214-0.00473698j 0.0077511-0.00321851j 0.00700116-0.00182682j 
