0.0118401-0.0151835j 0.00433838+0.00318351j -0.00757754+0.00314522j -0.00759427-0.00783398j -0.00710419-0.0100461j -0.0165107+0.0100012j -0.00162526-0.00672999j 0.00696654-0.00521268j -0.0084983+5.12801e-05j 0.0158139+0.00370323j 0.00831759+0.00647314j 0.00695719+0.0475444j 0.00214435+0.00498201j -0.00098314+0.024325j -0.0337787+0.00972406j -0.0116362-0.0222055j 0.000622195-0.00368323j 0.00772651-0.00281954j -0.00850701+0.0124632j -0.0102091-0.00566003j -0.00313726-0.00398904j 0.000632245-0.00424983j 0.000545702+0.00397784j -0.00130836-0.00195436j 0.0143009-0.0182714j -0.00938895-0.00143048j 0.00132491-0.000622579j 0.000485068+0.00762163j -0.00150398-0.00160536j 0.00382936+0.00325929j 0.00543938+0.0184118j -0.00230954+0.00300634j 0.00132661+0.00658972j -0.00496998-0.00559315j -0.00825215+0.00465931j 0.00921411+0.00476023j -0.0130106+0.00702113j -0.0101956-0.00445133j -0.0255696+0.00185091j 0.00165966-0.0087038j -0.00933229+0.0251377j 0.045255+0.0114688j -0.0207121+0.0377982j 0.0171173+0.024205j 0.00686193-0.00813256j 0.0290225+0.00386477j -0.00766622-0.00961945j -0.011051-0.00158313j -0.00938317-0.000735455j 0.0010988+0.000744093j 0.00321411+0.00321878j 0.00205116-0.00183006j -0.00348188-0.00252507j 0.0066576+0.00104705j 0.00536139-0.00369718j -0.00591842-0.0143282j 0.00248427+0.00942033j -0.00649417+0.00625154j 0.0107354+0.00199182j 0.0161048+0.000229763j -0.0115096-0.00943565j 0.0212701+0.00588366j 0.0100647+0.0100082j -0.0144507+0.0053976j -0.00578531-0.000951j 0.02064+0.00310121j 0.0187398-0.00638641j 0.0414798+0.0186471j 0.0134668-0.0384321j 
0.0157218-0.0015864j 0.000248524+0.00272504j 0.00475284-0.000234256j -0.00893114+0.00318334j 0.00351204-0.00432182j 0.0135402-0.0112372j 0.0128386+0.00243247j 0.00416635-0.0119583j -0.0149335+0.00944876j 0.0113466-0.0148507j -0.0028177+0.0217791j -0.0034085-0.0163429j 0.00693438-0.00124403j 0.0138703+0.0217273j -0.00421797+0.0153959j 0.00225369+0.00220217j -0.0114486-0.00565698j 0.0274753+0.00160966j 0.0153687-0.000677703j 0.00927481-0.00987392j 0.0173694-0.0149659j 0.0127449-0.0209498j 0.014979+0.0013889j 0.023215-0.00877375j -0.00620048-0.000588471j 0.0252406-0.021532j 0.0207352+0.00083479j 0.0008783-0.00895968j -0.00621392+0.00434717j 0.00297887+0.011766j 0.0184433+0.00113728j 0.00122129+0.00253654j -0.0137444+0.0148681j 0.014265+0.0226605j -0.000673489+0.00948639j -0.00360601+0.00251321j -0.00801973-0.0159071j -0.0126158+0.0112133j 0.00393038+0.00388568j -0.00301671-0.018167j 0.00317353-0.00608381j -0.00968818+0.00788845j -0.00194334-0.0235743j 0.0286798+0.00385228j -0.00195882-0.0027539j 0.0131507-0.0127771j -0.00266867-0.0034928j -0.00985485+0.000848425j -0.0109302-0.0037156j 0.0109133+0.0003942j 0.027478+0.00280966j 0.022149+0.00136058j 0.0170493+0.00580148j -0.00355064+0.0155948j 0.000395038+0.00994984j -0.00666364+0.00514973j -0.0336228+0.000185522j -0.0213333-0.00201426j 0.00734451-0.00931499j 0.0078026+0.00433j 0.000963783-0.00840008j -0.0254339-0.0149858j 0.0127285+0.00775923j 0.00778474-0.00622877j -0.000454237-0.00198165j -0.0190193+0.00431365j -0.00325672-0.0161471j -0.00216062-0.000143151j 0.00382573+0.0132831j 
-0.0125764-0.00275841j -0.00116741-0.00302577j -0.0079886-0.00256122j 0.00428678-7.70012e-06j 0.00425495+0.00442886j 0.00279625-0.0246214j -0.00809441-0.0248835j -0.0127445-0.0173365j 0.00809809-0.00773809j -0.0116198+0.0173166j 0.00187146+0.00809236j 0.00889399-0.00142358j 0.000945076+0.00811445j -0.00383574+0.0326063j 0.0065151+0.0264728j 0.00274428-0.00465211j -0.00138821-0.000461882j -0.0122688+0.0132067j -0.00455536-0.00643888j 0.000263712+0.00751936j -0.0130669+0.0160171j -0.00979462+0.022105j -0.0123541+0.00107415j -0.0107199+0.00268836j 0.00480941-0.00515308j -0.0299404+0.00750748j -0.00629835+0.00810797j -0.00430507+0.00519247j 0.00585189-0.00334277j 0.0104167+0.0111303j -0.00668701+0.0269276j -0.00293975+0.00225918j 0.0140717-0.0194083j -0.00390678+0.0158764j -0.0045589+0.00462966j -0.0250513-0.0236732j 0.00932783-0.0135085j 0.0186623+0.00746247j -0.00586491-0.0238959j 0.00537802+0.0213307j -0.0118187+0.0237401j 0.00105848-0.00696067j -0.00668629-0.00159055j 0.00757515+0.00804938j -0.000183569-0.00584746j -0.01324+0.0026999j -0.010284-0.0150112j 0.00489618+0.00104187j 0.00789143+0.00869107j 0.00601945+0.000669821j -0.00744512-6.76088e-05j -0.00770489+0.000437951j -0.0324138+0.00336174j -0.00947204-0.00190466j -0.0297018-0.000604937j -0.0133869-0.00314871j -0.0108359+0.00865486j 0.0133998+0.00550916j 0.037265-0.00117012j 0.0167999+0.00403842j 0.00331948-0.00105322j -0.0220987+0.0018375j 0.0235307-0.00894606j 0.02013+0.00435884j 0.0257932+0.00181475j -0.00888852-0.00826639j 0.016175+0.0076444j -0.00683881+0.00587215j -0.00811341-0.0121902j 
-0.00249002+0.0123041j 0.00185049+0.000962938j 0.00178152+0.00785023j 0.000625746+0.00223368j -0.00482566-0.0030376j -0.00489462-0.00892842j -0.0119578-0.00402418j -0.00459014-0.0107484j 0.0018155+0.0079774j -0.000732233-0.00502671j -0.00369714-0.0195484j -0.00762085+0.00337637j 0.00113952-0.00280215j -0.00602276+0.0241197j 0.003427+0.0275928j 0.00569385+0.0261253j 0.00727756-0.0043666j -0.00621284-0.0118304j 0.00470236-0.00365528j -0.0138488-0.000551304j -0.00490779-0.0176102j -0.00601743-0.0152331j -0.0178739-0.0102266j -0.0163524+0.00171998j 0.014708+0.0203102j -0.00590104-0.00698553j 0.00781343-0.0143033j 0.00460526-0.00706205j -0.000756187+0.00279246j -0.00887367-0.00621992j -0.0022101-0.0215275j 0.00421777-0.0150683j 0.00126384+0.034311j -0.0198003-0.0334315j -0.00309172-0.0125328j 0.0310942+0.0500317j -0.00266451+0.0315188j -0.0109647-0.00841094j -0.00289694+0.0617278j -0.00451416-0.0467347j -0.00479525-0.025252j 0.00139421+0.00089909j -0.00265738+0.0136153j -0.00363054+0.0144972j -0.009384-9.18983e-05j -0.02464+0.000769178j -0.0070961+0.0194007j 0.0062017-0.00389958j 0.00523293-0.0272043j 0.00107935-0.00434489j 0.000264472-8.26012e-05j 0.00490688+0.0020637j 0.00555657-0.0080247j 0.00771312-0.015081j 0.0190057-0.000740106j -0.00988507+0.000235169j -0.00915644-0.00368168j -0.00184052+0.00124687j 0.0156767+0.00742464j 0.0214452-0.00383083j -0.0187295-0.00474103j -0.00373868-7.92056e-05j -0.0138548-0.00929949j 0.00213333-0.00443631j 0.00765472-0.00167591j -0.00282854+0.00285552j -0.00547117-0.000481086j 0.00903529-0.00666912j 0.00713858+0.00640534j 
-0.00134004-0.000297074j -0.00119496-0.00104879j 0.00211771+0.00397219j 0.00489612+0.00660199j -0.00429268-0.00688586j -0.00368811+0.00545281j 0.000646147+0.020398j -0.000397505-0.00247511j 0.000346839+0.0136604j -0.00126581-0.0262673j 0.00106526+0.0383465j -0.0032953-0.0464855j -0.00420379-0.0119384j -0.00488158+0.00123811j 0.00319609+0.00181846j 0.0018183-0.0101345j 7.46907e-05+0.000983763j 0.00639874+0.0117246j -0.00163287+0.0089909j -0.0104848+0.00224835j 0.00304651-0.000962129j -0.00368954-0.0105822j 0.00325527-0.00717783j -0.00359509-0.00450044j -0.00169854+0.00299367j -0.00485266-0.00998576j -0.0228463-0.0066494j 0.00655108-0.00328831j 0.00255675+0.00329426j -0.00619226+0.00451031j 0.00570991+0.00436175j -0.00557276-0.00754947j -0.00158134+0.00796132j -0.00427211-0.00730011j -0.00320777-0.00156316j 0.00377762+0.00198104j -0.00240228+0.0143136j 0.00672586+0.0119845j -0.000447528+0.0200217j -0.00187023-0.0177316j 0.00264382+0.000652007j -0.000834572+0.00324829j -0.00130934-0.00233513j 0.000221046+0.00312232j -0.00412913-0.00304487j -0.00742399-0.00313488j -0.00464253-0.000688266j 0.00851906+0.000665096j 0.00361397-0.00647057j -0.00895099+0.000239717j -0.0150546+0.000350536j -0.0231801+0.00266249j -0.0583311+0.00199094j 0.0164907-8.4277e-06j 0.0065555+0.000205303j 0.00553275+0.00270404j 0.0117681+0.00144401j 0.0108102+0.00296762j 0.0159992+0.00456652j -0.00958927-0.00151457j -0.0116872-0.00158849j -0.0113964-0.00362788j 0.00259118-0.00406437j 0.0100767+0.00192986j 0.0128721-0.00196783j 0.00098763+0.00112096j 0.00160714-0.000539214j 0.00178454-0.000838404j 0.00169856+0.000913552j 
-0.0131307+0.000612363j 0.00625536+0.00252677j 0.0115758-0.000798174j 0.00792112-0.00835527j 0.0134241+0.000324303j 0.0303599-0.00135304j -0.0117629-0.000171812j -0.000533842+0.00677613j 0.00245848-0.00592888j -0.00812626+0.00578212j 0.00695792+0.00607132j 0.0110972+0.00726361j 0.000297423+0.00288699j -0.00700121-0.000929808j -2.0341e-05-0.000942232j 0.00181518-0.00101129j 0.00446854+0.00304761j -0.00654248+0.0130616j 0.0181794-0.00196032j 0.0129994-0.003134j 0.0240345+0.00674817j -0.0108856+0.00790043j -0.00681295+0.0095805j 0.000432754+0.00722901j 0.0277677-0.00280928j -0.0194937+0.015909j -0.020518+0.00265774j -0.0223865+0.00293051j -0.00405293+0.00161168j 0.00698045-0.00157232j -0.00897382-0.000494624j -0.0361987+0.00982182j -0.0276559-0.0197775j 0.0218818-0.00505039j -0.0208023+0.00760688j 0.0077739+0.00234232j -0.0437626+0.00647655j -0.00388303-0.0124524j 0.00491614-0.0102011j -0.0126783+0.0142314j -0.0189322+0.00331012j 0.00458107-0.00506321j 0.00253707+0.00511079j 0.0108114-0.00256569j -0.000965716+0.0020346j -0.00634197+0.00664527j -0.0152399+0.000796254j -0.000888412-0.00121307j 0.00530102+0.00407909j -0.00461012+6.96308e-05j -0.0115202+0.000226062j -0.0130401+0.000971023j 0.0017696-0.0016349j -0.0253701+0.000221798j -0.0331945+0.00569244j -0.011897+0.000327105j 0.0138494-0.00196091j 0.0163218-0.00433922j 0.00187903+0.00216067j 0.00379129-0.00141446j 0.00120682+6.12111e-05j 0.0155539+0.00155665j 0.00874791-0.00510146j -0.0032544+0.00104273j 0.00618118+0.0015283j 0.0108764-0.0023088j 0.0113928+0.00946807j -0.00291411+0.00355347j -0.00923144-0.00462912j 
0.00142243+0.00122563j -0.00118464+0.00496651j 0.00271156-0.00299052j -0.00572137-0.00440493j -0.00412584+0.00842194j -0.00178248-0.00393571j -0.00722213-0.00425263j -0.00647032-0.00171884j 0.00388117-0.0072708j 0.00355294+0.0174546j -0.000968377+5.13509e-05j -0.000862204-0.014852j 0.00934076+0.011536j -0.00172407-0.0102835j -0.00213588-0.0131895j 0.00616181-0.000172862j -0.00834689+0.0231292j 0.00682359+0.0237887j 0.0164908+0.00272213j -0.00449473-0.0272584j -0.00855152-0.0355156j 0.00457573-0.0219238j -0.00794573+0.035351j -0.00833606-0.0084373j -0.000927998+0.0124886j -0.0258905-0.0516515j -0.0122059+0.00530369j 0.009234-0.00804445j 0.00219216+0.0185991j 0.00908061+0.00432214j 0.0195738-0.0214725j 0.0063468+0.0545661j 0.0110807+0.0192552j -0.00788942+0.0337951j 0.00467253+0.0418627j 0.00891946+0.0311368j -0.00253842-0.0176814j -0.00465927-0.0171266j -0.00535975-0.0185288j 0.000259163-0.00817747j -0.0113423+0.00584648j -0.00153354-0.0292798j 0.0141714+0.00117001j -0.0149963+0.014888j 0.015569-0.00144021j 0.00124252+0.0106496j 0.000969028-0.00767555j 0.000947333-0.0120403j 0.00246795-0.0187479j 0.0119718-0.00164563j 0.00426645+0.00301326j 0.00379014+0.00427286j 0.000186831-0.00595982j -0.00141545-0.0109554j -0.00184734-0.00136111j -0.00567687-0.0068613j 0.000205335+0.00295636j 0.00823568+0.00551376j -0.00420959+0.00515581j 0.00402498-0.000627918j 0.000794198-0.00873629j 0.000846253+0.00614929j -0.00602512+0.00182476j 0.000829699-0.00222123j -0.00236886-0.00113053j -0.00150109+0.00292531j -0.00350384+0.00168079j -0.000588743+0.00426701j -0.00285884-0.0032701j 
-0.00094359+0.0057688j 0.00439549+0.00986149j 0.00187277+0.00600134j 0.00475787-0.0279388j 0.00482967+0.0188898j 0.00233968-0.0105463j -0.00340032-0.00695457j 0.00732845+0.00236043j -0.00295243-0.00651392j -0.00677235-0.014201j -0.00346377+0.0357989j -0.00125447+0.0121986j 0.00522235-0.016095j 0.00946449-0.00283615j -0.00924871-0.000784738j -0.0134769+0.0203632j 0.0109137-0.000813366j -0.00691125+0.00539748j -0.010815-0.0148752j 0.00149836-0.0184886j -0.00854159-0.0022023j 0.0119151-0.00254909j -0.00409631+0.00269201j 0.00111557+0.00113711j -0.00370512+0.000800959j 0.00624042+0.0199214j 0.00306104+0.00730813j -0.0155083+0.00277445j 0.00192436-0.00414127j 0.00498252-0.0218321j -0.00651538-0.0228102j -0.00622203+0.0120546j 0.014648-0.00282558j 0.0192298-0.000114983j 0.0188763+0.0114116j 0.0116389+0.0208724j 0.00603554-0.0118449j -0.0300718-0.0475852j 0.0119682-0.0180481j 0.0160805+0.0325134j 0.00139563-0.0251298j 0.0107807-0.00707619j -0.00740233+0.00931208j -0.0105208-0.00520275j 0.0117447+0.00683685j -0.0169695+0.0188361j -0.0154786+0.0128737j 0.00318775-0.00910652j 0.0139438-0.00204567j -0.0150531-0.00191036j -0.026532-0.000412426j -0.0240909-0.00204162j -0.0064473-0.0077245j -0.0244247-0.00436799j 0.0108944+0.00161893j 0.00120031+0.00536522j -7.10773e-05-0.00294068j -0.00134135-0.0014385j 0.0269174+0.00226036j 0.0278458+0.00353208j 0.0140104+0.00271416j 0.006873+0.00356849j -0.00896261+0.00621886j -0.0090345+0.000170617j 0.000929058-0.000121877j 0.0167969-0.000199347j -0.00394722+0.0040826j 0.000593743-0.000145123j -0.00255376+0.0019058j 
-0.00282365-0.0031523j -0.00984644+0.0124817j 0.0117748-0.0076229j -0.0249744-0.0104292j 0.016611-0.00425759j -0.00859178+0.012694j 0.00093055-0.022507j -0.00196223+0.0190161j -0.000316123-0.00623266j -0.00718081-0.0184226j 0.0182118+0.0248105j -0.011508+0.00811223j 0.0109966-0.0066239j 0.00770269+0.00176543j 0.00253037+0.0016342j 0.00937377+0.0132718j 0.0117402+0.0122342j -0.0243217-0.00879113j 0.00103695-0.0178932j 0.0037711-0.00811116j 0.00362249-0.00387098j -0.0147187+0.0108168j 0.0423-0.00607149j 0.0154943-0.0073717j 0.00642107+0.000415345j -0.000149445+0.0114448j 0.00115878+0.0050208j 0.0205276-0.00456496j -0.00184558-0.00402623j -0.00589681-0.0103901j 0.0122328-0.0184162j 0.0337293-0.00464898j -0.0109811+0.0153608j -0.0388148-0.00405387j -0.0262791-0.0120966j 0.00939147+0.0205754j -0.0107302-0.0133419j -0.0152387-0.0282437j -0.016329-0.0202938j 0.000458321+0.0377719j 0.000805367-0.0296278j -1.68502e-05-0.000686466j 0.000289863+0.00544103j -0.00882003+0.0026052j 0.0123628+0.00509084j -0.00649226+0.0108262j 0.00630016+0.0125218j 0.00553453-0.0070153j 0.00522733-0.00136687j 0.00269903-0.00142639j -0.00173189-0.000269119j -9.62518e-05-0.00231134j 0.00433657-0.00448925j -0.00346073-0.00280555j 0.00627282+0.0016058j 0.00174171+0.00446645j -0.00536243-0.00334542j 0.00231092-0.00550231j 0.00870381-0.000223867j 0.0162379+0.00349474j 0.0147192+0.00154013j 0.00563316+0.00305226j -0.0168335+0.00473047j -0.00417492+0.00026894j 0.012088+0.00147953j 0.0190489+0.00266627j -0.0052718+0.00284772j 0.00176739+0.000749407j -0.00242572+0.0041914j 
0.00788317-0.003834j 0.00226713-0.000780728j 0.00734573+0.000458284j 0.0326522-0.017262j -0.00683992+0.00565208j -0.00604875+0.0117916j 0.00893107-0.0169794j 0.00374429+0.0338453j -0.000697634-0.014254j 0.0117714-0.00851717j -0.00496385+0.00584713j 0.00427785-0.0105762j -0.0199346+0.0262399j 0.00302265+0.0121355j 0.00335697-0.00105773j -0.00361821+0.00685907j 0.000130847+0.0315633j 0.00833217+0.0366493j -0.00534963-0.0194182j 0.00372577-0.0192806j 0.00601635-0.0112379j 0.005239-0.00145814j -0.00380193+0.0297081j -0.00441357+0.0130153j 0.00273962+0.027916j 0.0139957-0.0167927j 0.0247504+0.00926577j 0.00301881-0.00198639j -0.00378284+0.00320873j -0.0161769+0.00559911j -0.0197482+0.0125275j -0.0113427+0.0262632j 0.00798402-0.0100376j 0.00509965-0.00947763j -0.0145043+0.0363936j 0.00244563+0.0538801j 0.00157251+0.00107328j 0.030402-0.0304188j 0.00678097-0.0228751j 0.000466157+0.0299917j 0.00543693-0.021083j -0.00927572-0.0242361j -0.016663-0.00452464j 0.0161217+0.0184841j -0.042727-0.000366583j -0.000976744+0.0100653j 0.000810431+0.0021369j -0.0048325-0.00181348j -0.00346878+0.00108859j -0.010047-0.00258924j 0.00860199-0.000840125j 0.00794217-0.00332097j -0.00202695+0.00399851j 0.0101384+0.00631077j 0.00313997-0.0247516j 0.00451348-0.00666624j -0.00495271+0.00775182j -0.0096553-9.992e-05j -0.0044061+0.0132427j -0.0105902+0.000534164j -0.0153804-0.0108574j -0.00338857+0.0166152j 0.00411904+0.00788869j -0.00244689-0.00383035j -0.00650158-0.00168885j -0.00526531+0.00356418j 0.0012582+0.0143155j 0.00273154+0.00056468j 0.00688563-0.00767618j 
-0.00629373-0.00305116j -0.00743396+0.00577055j -0.0049228+0.0049936j 0.00375664+0.00607323j 0.00169889-0.0363888j 0.010978+0.0347866j -0.00827058-0.02745j 0.00970177+0.0123458j -0.00302895-0.00888061j -0.00423523+0.00903661j -0.00602132+0.00505296j -0.00253266-0.00811159j 0.0112148+0.00477061j 0.00452068+0.0173921j -0.00556516+0.000898305j -0.000680771-0.000572245j 0.00509674+0.0162066j 0.0116465-0.00874866j -0.0155301+0.000246688j -0.0147261+0.00467789j 0.00239605+0.000205324j -0.00411452+0.00295557j 0.00780437-0.00333537j -0.00625251-0.000662017j -0.00406335-0.00709328j -0.0115996+0.00282606j -0.0333642+0.00703264j 3.60954e-05-0.000864248j 0.000485725-0.00395586j 0.00639656-0.00148292j 0.0214063+0.00374104j -0.0120504-0.018096j 0.00912652+0.0180826j 0.00481716-0.0117053j 0.0116619-0.0137048j 0.00557501+0.00751248j -0.000657102+8.10751e-05j -0.0255334+0.00369497j 0.0041968+0.000253009j 0.00726201+0.00967408j -0.000131234-0.0113209j 0.00588973-0.000608191j -0.0019895-0.00165339j -0.0237934+0.00757968j -0.0293311+0.00352556j 0.00844877+0.00427289j 0.0111034+0.00354795j -0.00436087-0.00451555j 0.00419111-0.00689385j -0.00480805-0.00405695j 0.0205626+0.000452658j 0.0227197+0.000858954j 0.0216095-0.00392171j -0.0032494-0.00218293j -0.0146176+0.0120859j -0.0119147+0.00322435j -0.0246641-0.00521091j 0.00524673-0.00388913j 0.00406298-0.0066909j 0.0143904+0.00165588j 0.0100472+0.00147414j -0.000262468-0.00408968j -0.00426991-0.00726585j -0.000617598+0.000742298j -0.0193-0.00293766j -0.0104312+0.00173867j -0.00396432-0.00261672j 0.000651084+0.000707896j -0.00472055+0.00488117j 
-0.00586962+0.00679995j 0.00816936+0.00135279j -0.00446309+0.0239179j 0.000460456-0.00545772j -0.00997823-0.02779j -0.0172641+0.00992497j -0.00298677+0.00613242j -0.0123991-0.0272532j -0.0054645-0.00947759j 0.00459586+0.0422563j 0.00687776+0.0130406j 0.00426243-0.00165648j -0.0146545-0.0227329j -0.0100512-4.95758e-05j 0.00553712-0.00177799j -0.00406858-0.00536653j 0.0187924-0.00841965j -0.0379767-0.0153939j -0.00493626+0.00726493j -0.0123361+0.00281542j 0.0216446-0.0124248j -0.00569371-0.0198185j 0.00886691-0.00473235j -0.00647239-0.00902736j -0.00578035-0.00758976j 0.00997662-0.00831917j -0.0122409-0.00866917j -0.00154912-0.00280026j 0.00367326+0.00711228j -0.00909571-0.0113989j -0.026641-0.0323611j 0.00289399+0.0159042j -0.00573682+0.000133826j 0.00484398+0.0145566j 0.00199662-0.00541822j -0.011916-0.0265767j 0.015848-0.00189441j 0.0101653-0.00162142j 0.0120652+0.0159471j 0.0037873-0.0338004j 0.0109+0.0100218j 0.0020953+0.0119887j -0.00828235+0.00573905j 0.027407-0.0273483j 0.00809169+0.00215045j -0.0266697-0.0119152j -0.0209818+0.000754735j 0.00971198+0.00647624j -0.00811238+0.00855841j 0.00685799+0.00361227j -0.00771595-0.00275931j 0.00261975-0.00645373j 0.0221257+0.00451243j -0.0049187-0.00277109j 0.0348363-0.0243044j 0.0135932-0.00533655j -3.36911e-05+0.00582482j -0.0421766+0.00391353j 0.00454814+0.00448065j -0.00243997+5.14705e-06j -0.0104603+0.000759071j 0.00521874-9.62975e-05j 0.00188306+0.00900536j 0.000177038+0.00163033j 0.0206289+0.00128087j 0.0175276-0.000108204j 0.00177043+0.00269896j 0.00519347-0.0024265j 0.00944096-0.00357353j 
-0.0186516-0.00683263j -0.0252865+0.0170821j -0.0393726-0.00125276j 0.00429122+0.0291717j 0.00938738+0.036924j -0.00366144+0.0101972j -0.0125355-0.00862192j -0.00401727-0.00016012j -0.0038628+0.00369658j 0.00565836-0.00709131j -0.00264332+0.00478718j -0.00456595+0.00195885j 0.0113519-0.00962928j -0.00617276-0.00154603j 0.00060693-0.00940673j 0.00361796+0.0161586j 0.0167213+0.010574j 0.00777556-0.0199798j -0.0302018-0.00889591j -0.0148619-0.00463118j 0.00934071-0.019139j -0.0508693+0.0184631j -0.00793577-0.0141644j -0.0252177-0.0215781j 0.00390336+0.00518542j -0.0190651-0.0352335j 0.021846+0.00614551j -0.00224754-0.00535289j -0.00555712-0.000589517j 0.00456789+0.00904101j 0.0156942+6.341e-05j -0.0184726-0.0260228j -0.0175892+0.0599978j -0.00437554+0.0121482j -0.00387394-0.0243726j 0.00439033+0.0170261j 0.00270984-0.0329362j -0.00759331+0.00830998j 0.00264566-0.00497271j 0.0104122+0.0160342j 0.0202697-0.0210681j -0.00303179-0.00328148j 0.000278146-0.00623056j -9.81497e-05+0.0134752j 0.0145917-0.00639147j -0.0119257-0.00911181j 0.0161985-0.000519517j 0.0166023-0.00325316j -0.00402582-0.00247183j 0.0178752-0.00103845j 0.0147549-0.00343028j 0.0146734-0.00625857j -0.0136643+0.00568975j 0.0366732+0.000312285j 0.0313145-0.0165957j 0.0138088-0.000552189j -0.0143691+0.00245427j -0.015959+0.00252014j -0.00493375-0.00076944j -0.0101139+0.00426715j -0.00627572-0.00917993j -0.0089744+0.000376558j -0.0121437+0.00243615j 0.00500268-0.00481874j -0.000834398-0.00308692j -0.0101379+0.00449437j -0.00991153-0.000100054j 0.0077814+0.00130361j 0.00551762+0.00373707j 
-0.0103339+0.0113575j 0.00195283+0.00754874j -0.00696095-0.00104239j 0.00308938-0.0172028j -0.014995+0.0212151j -0.00364532-0.030044j -0.00676594+0.0203315j -0.0051151-0.00090048j -0.00219298-0.00179915j 0.000490485-0.00426855j 0.00363029+0.0066644j 0.00629254+0.0162862j -0.00942052-0.014534j -0.0103622-0.0168332j 0.00944004-0.0037314j 0.00179125-0.00709471j 0.00275964-0.00989725j 0.00449662-0.00874572j -0.0112098-0.00802732j -0.00620388+0.00928747j 0.0163381+0.00114936j 0.00149399+0.00361149j 0.0062547-0.0142022j -0.0132015+0.00631803j 0.00303642+0.000756764j -0.0212319+0.0220448j -0.0304404-0.00992553j 0.0207126-0.00386695j 3.07512e-05+0.0010484j -0.0179904-0.00931064j 0.000992951-0.022931j 0.0188999+0.00717779j -0.00299044-0.0253398j -0.0129184+0.0215138j -0.0182315+0.00955702j -0.00551199-0.0240969j -0.0103791-0.00121212j 0.00174876-0.00923303j -0.000116623+0.00277959j 7.27219e-05-0.00379181j -0.00103089-0.00186844j -0.00142271-0.000686011j 0.00041711+0.00639706j -0.0108565-0.00946301j -0.0409738+0.00475874j 0.0166218+0.010401j 0.0175574-0.00622145j -0.00431595+0.000572752j -0.000940424+0.00659184j -0.000163086-0.00298707j 0.0423569+0.000746904j 0.0343299+0.00118035j 0.0116423-0.000334686j 0.00892581-0.0100497j 0.00415408-0.0248125j -0.00607703-0.00187227j -0.0366706-0.00170741j -0.0179496+0.00868541j -0.00466538+0.000545577j -0.00696661-0.0065043j 0.000408165+0.00175473j -0.00707489+0.00597168j 0.00397919+0.00804376j 0.000467891+0.00559135j -0.032853+0.000669646j -0.0255808-0.00363783j -0.00583711+0.00848008j -0.000340097-0.00331253j 0.00134734-0.00636176j 
-0.0181355+0.0137793j 0.00972644+0.00260375j -0.0216118-0.0389028j -0.0273079+0.0129105j 0.00597998-0.0344859j -0.0121877-0.0220583j -0.00806181+0.00437608j -0.00412699+0.00427776j 0.0034264+0.00324958j -0.00166838-0.006686j 0.00194007-0.0122409j 0.00372557-0.0110559j 0.0110837-0.00406853j -0.00485997+0.00249111j 0.00710369+0.00592824j -0.016336-0.0188247j 0.0278035-0.00970634j -0.0219106-0.00957173j -0.00245915+0.0179578j 0.0149896+0.00875111j 0.00955747-0.00814275j -0.00562295+0.017288j 0.00833126-0.00155853j -0.0197189+0.00213269j -0.000600566+0.00300773j -0.0207222-0.0100306j 0.00612185-0.0137142j -0.0141126-0.00212655j 0.00968814+0.00891829j 0.000479569-0.0118641j -0.018966-0.0410365j 0.0117743+0.0283161j -0.0267997-0.00514451j -0.000713639+0.0234267j 0.010543+0.00346473j 0.00606073-0.0218674j 0.0102209-0.0137585j -0.0173369-0.00407153j -0.000203104+0.00373208j 0.0211814-0.0306825j 0.0261673+0.0076539j 0.0115981+0.0110317j -0.00658026+0.00222889j -0.00554313-0.0163962j -0.024139+0.00486294j 0.00865731+0.00475456j 0.0132596-0.00634517j -0.00762289+0.00116933j -0.00323959+0.0121245j -0.0473948+0.00170991j -0.0195419+0.000180612j -0.011634-0.00331973j 0.0140622-0.000866694j 0.0119066-0.00926542j 0.0431241-0.0151594j 0.00521957-0.000983749j -0.00314878+0.00128998j -0.0104695+0.00819096j 0.00401031+0.000495375j 0.0129334+0.000780019j 0.00536265+0.00719893j -0.00206393+0.00415627j -0.0125748+0.0194303j -0.00351806-0.00044459j 0.00578447+0.0015188j 0.0120871+0.004194j -0.0135726-0.0108909j -0.000364893-0.000388856j 0.00347088-0.00011305j 
