0.0118401-0.0151835j 0.00433838+0.00318351j -0.00757754+0.00314522j -0.00759427-0.00783398j -0.00710419-0.0100461j -0.0165107+0.0100012j -0.00162526-0.00672999j 0.00696654-0.00521268j -0.0084983+5.12801e-05j 0.0158139+0.00370323j 0.00831759+0.00647314j 0.00695719+0.0475444j 0.00214435+0.00498201j -0.00098314+0.024325j -0.0337787+0.00972406j -0.0116362-0.0222055j 0.000622195-0.00368323j 0.00772651-0.00281954j -0.00850701+0.0124632j -0.0102091-0.00566003j -0.00313726-0.00398904j 0.000632245-0.00424983j 0.000545702+0.00397784j -0.00130836-0.00195436j 0.0143009-0.0182714j -0.00938895-0.00143048j 0.00132491-0.000622579j 0.000485068+0.00762163j -0.00150398-0.00160536j 0.00382936+0.00325929j 0.00543938+0.0184118j -0.00230954+0.00300634j 0.00132661+0.00658972j -0.00496998-0.00559315j -0.00825215+0.00465931j 0.00921411+0.00476023j -0.0130106+0.00702113j -0.0101956-0.00445133j -0.0255696+0.00185091j 0.00165966-0.0087038j -0.00933229+0.0251377j 0.045255+0.0114688j -0.0207121+0.0377982j 0.0171173+0.024205j 0.00686193-0.00813256j 0.0290225+0.00386477j -0.00766622-0.00961945j -0.011051-0.00158313j -0.00938317-0.000735455j 0.0010988+0.000744093j 0.00321411+0.00321878j 0.00205116-0.00183006j -0.00348188-0.00252507j 0.0066576+0.00104705j 0.00536139-0.00369718j -0.00591842-0.0143282j 0.00248427+0.00942033j -0.00649417+0.00625154j 0.0107354+0.00199182j 0.0161048+0.000229763j -0.0115096-0.00943565j 0.0212701+0.00588366j 0.0100647+0.0100082j -0.0144507+0.0053976j -0.00578531-0.000951j 0.02064+0.00310121j 0.0187398-0.00638641j 0.0414798+0.0186471j 0.0134668-0.0384321j 
0.00062101-0.0102279j -0.00269038-0.00157081j -0.00228505-0.00298375j -0.00537907-0.00686944j 0.00343117-0.00299965j 0.0035749+0.00897266j -0.00796616-0.0137166j 0.00540559+0.00700411j 0.0041958-2.1343e-05j -0.00206943+0.00722289j -0.000651397+0.0214013j 0.00492862-0.00400954j 0.00189555-0.00394542j 0.00128741-0.00477904j -0.0013166-0.0119409j 0.000444855-0.0106776j -0.000810149-8.66919e-05j 0.00677402-0.00543516j 0.00600622-0.00683257j -0.00696661-0.00305603j 0.00874589+0.00296952j -0.0127966+0.00608731j 0.00693273-0.00258377j -0.00448767+0.00170661j 0.00133375-0.00790491j 0.00530478+0.00194919j -0.00701823-0.00235446j -0.0331104+0.00213687j -0.0342938-5.54886e-05j -0.0221684-0.00129336j 0.0220364+0.00769958j 0.0162074-0.00962868j 0.00452366-0.000865991j 0.00656268+0.00205544j 0.00260959-0.00889695j 0.00289491-0.00606538j -0.000239119-0.00168775j 0.00291825+0.00735391j -0.00935087-0.00614949j -0.00226309+0.017152j -0.00993322-0.00331247j -0.00101725+0.00494001j -0.00613432+0.00769702j -3.08271e-05+0.00329286j 0.00139029-0.00232692j 0.00261955+0.00258297j -0.00224553+0.00121588j -0.00072594+0.00201467j 0.000772088+0.00717828j -0.000986552+0.00126203j 0.00121725-0.00108439j 0.00109219-0.000521004j -0.0020983-0.00291541j 0.00200659+0.00178251j 0.00179684-0.00528322j -0.000330698-0.00256293j 0.00357036-0.00173649j -0.000148999+0.0028341j 0.00179632+0.00207563j 0.00293179+0.000899325j 0.00045485+0.000497295j -0.00160941+0.00357222j 0.00178588+0.00118726j -0.0055257-0.0626517j -0.00161843+0.0294474j 0.00595402-0.0294873j 0.000827846-0.00354317j 0.00872037-0.00466157j -0.00294862-0.000347112j 
9.24295e-05+0.0173093j 0.00353709-0.00116109j -0.000796963+0.00177666j 0.00776487+0.0114856j -0.00414449+0.00365676j -0.00521966-0.014894j 0.0117745+0.0178282j -0.00227283-0.00764238j -4.35842e-05+0.014044j 0.00865993-0.000158367j -0.000338958-0.0283266j -0.001339+0.0063129j -0.0012782+0.00494506j -0.000314812+0.00939551j 0.000168897+0.0152225j -0.00241419+0.0132032j -0.000230145+0.000378511j -0.0103109+0.00340994j -0.00573784+0.00793276j 0.0124998-0.00550983j 0.00109807-0.00643745j 0.0142206-0.00356158j -0.011131+0.00793079j -0.00811009+0.00337298j 0.00994784+0.00331855j -0.00966089-0.00967095j -0.0122356-0.00594611j -0.0247114-0.000263926j -0.020178+0.00230241j -0.0162395+0.000803556j -0.00296412-0.00663944j 0.0113046+0.0105053j 0.0109536-0.00435985j -0.00457496+0.00132834j -0.0105204+0.00805427j -0.00786818+0.0106493j 0.0138685+0.00867308j 0.00378689-0.0108179j 0.0073064+0.00983711j 0.00303729-0.0206094j 0.0158555-0.000464922j -0.00361159-0.00515741j 0.0129194-0.00815232j -0.0013614-0.00371433j 0.000616921-0.000241575j -0.00516373-0.00407575j 0.00499451+0.00282592j 0.00122368-0.00183232j -0.000195601-0.0125238j -0.00251488-0.00200317j -0.000717512+0.00148427j -0.000228383+0.00126743j 0.000368331-0.0022648j -0.00346818-0.000802783j -0.00272748+0.0099004j 0.00369978+0.00516477j -0.00202591-0.0015309j -0.00105782+0.000636201j 0.000301929-0.00165939j -0.00491708-0.00460757j 0.000446236+0.00312009j 0.00242197-0.00010069j -0.00215921+0.00690903j 0.00607662-0.03325j 0.00370787+0.0201466j -0.00825493-0.021854j -0.0018691-0.00122819j -0.0143535+0.00597456j 0.00409927-0.00081682j 
-0.0026874+0.00389588j 0.00513349-0.00794425j -0.000153394-0.0120401j -0.00587572+0.00117276j -0.00148173+0.0486273j 0.00175384-0.0246644j -0.00523032-0.032226j -0.0110395+0.00876816j 0.00926007-0.00989026j -0.00690264+0.00116558j -0.000942306-0.00678559j 0.00499276+0.0155971j -7.73452e-05+0.00182097j -0.000438813-0.0144596j -0.00611352+0.00748037j -0.00778212-0.0128554j 0.0028871-0.026227j 0.0100003+0.00159719j 0.00393383-0.00528388j 0.000229448+0.00262537j 0.0130901-0.00132639j 0.0021466+0.00816529j 0.0039116-0.00430295j -0.00230947+0.00600555j -0.00506705+0.010115j 0.00039172-0.000738082j 0.000959248-0.00431723j -0.00201509+0.00328159j -0.000293468-0.00175705j 0.00113954+0.00278726j -0.000490578-0.00448084j -0.00663238+0.00439035j -0.00886836+0.00138979j 0.00233418-0.00947655j -0.00329157+0.00317897j -0.00520942+0.00817471j 0.000971815+0.00895845j 0.00210193+0.000452417j -0.00293066+0.011899j -0.00283816-0.00755277j 0.0143663-0.000625906j -0.0012751-0.0100588j 0.0125243+0.0110218j 0.00471243-5.10158e-06j 0.00103574-0.00469009j 0.00349654-0.00444344j 0.00187217-0.00209976j 0.00102793+0.00419335j 0.003928-0.00362048j 0.00293303-0.000712606j 0.000884802+0.00088452j -0.0006558-0.000492612j -0.00192797-0.000445773j -0.00100957-0.0020558j -0.00956958-0.000914884j -0.00199167-0.00383462j -0.000812946+0.0021797j 0.00347115+0.00451539j 0.00593312+0.00222331j 0.00711889-0.00273482j 0.0100493+0.00135293j 0.00621014+0.000888057j -0.00376196+0.0021846j -0.00356254+0.0041879j -0.00191745-0.00433566j 0.0070411+0.00656358j -0.00645237+0.000344701j 0.00724758-0.0101732j -0.0154479-0.010002j 
0.00115414-0.00816555j -0.00796571-0.00207634j 0.00109121-0.00683202j 0.012288+0.0214517j 0.00236501+0.0183054j -0.000251455+0.00872965j -0.00282238-0.00359569j -0.00644722+0.0121196j 0.000742546+0.0128766j 0.00326372+0.00252545j 0.00258469+0.00660786j -0.01057+0.0265855j 0.00744016-0.0003508j 0.00546931-0.00065825j 0.0124378+0.0241673j 0.0118729+0.0151516j 0.00341357+0.00894888j -0.000228889-0.0164901j 0.00405207-0.00184444j -0.00117683+0.00334499j -0.00312578+0.00674823j 0.00151312+0.00686758j 0.00540058-0.00782536j -0.00160596+0.0016752j 0.000756276-0.0109073j -0.00638907+0.021147j 0.00368934+0.00788837j -0.00291283+0.00217583j 0.000700891-0.00804582j -0.000995058-0.00160202j -0.00205506+0.00841866j 0.000940646-0.0188129j 0.0101905-0.00519923j 0.00234404+0.00471975j 0.00974607-0.0117931j 0.0146309-0.0152654j -0.00155744-0.0163354j -0.00824609-0.00462182j 0.00248984-0.0186405j 0.010561+0.0269067j -0.00733237-0.00498016j 0.00338411-0.00140085j -0.0127549-0.0137635j -0.000943747-0.00994639j -0.00159867+0.0041988j -0.005102-0.00567236j -0.00882682+0.00634912j -0.00327443+0.0019672j -0.0050385+0.00709056j -0.000933458+0.000736132j -0.000764483-0.00421797j 0.000853312+0.00239691j 0.00358767+0.00450311j 0.00144601+0.00708065j 0.00828716+0.00144805j 0.00381682+0.00715182j 0.000391604-0.00417293j 0.00290914-0.00805063j -0.0129891-0.0041955j -0.0134682+0.00426881j -0.0158316+0.00278973j -0.0112554+0.00186918j 0.00119958-0.00370063j 0.0110676+0.0087028j 0.00342317+0.00150886j -0.0185739-0.00621933j 0.00228929+0.00287459j -0.0148192+0.00303829j 0.0140861+0.0163124j 
-0.0071736-0.0107j -0.00488867-0.00416285j 0.00702885+0.00409746j -0.000330389-0.0135731j 0.00699261-0.00994361j 0.000114176-0.000283675j 0.0178295-0.00321952j -0.00613369+0.000461883j -0.00215117+0.0226157j 0.00204653+0.00367661j 0.013807-0.0146076j -0.0055148+0.0139575j 0.00721133-0.00717265j 0.006421+0.00504218j 0.0241974+0.0131389j 0.0134199-0.000969048j 0.000717038+0.0134344j 0.00554248+0.0105626j 0.00590177-0.006215j -0.000101873-0.00549832j 0.00781419-0.00665246j -0.00946889-0.00907779j 0.00413951+0.0210833j 0.00258992+0.00634532j -0.0101248+0.00299029j 0.0109088-0.00480772j 0.00444601+5.87688e-05j -0.00135157-0.00899219j -0.00116638+0.00456275j -4.16975e-05+0.000370468j 0.00585495-0.0189427j -0.00130958+0.0128084j -0.00548482-0.000996087j 0.012881+0.000835246j 0.0188582+0.0114761j -0.0107605+0.0149662j 0.00286547+0.00888568j -0.00149357-0.00235966j -0.00508944+0.0216399j 0.0184041-0.0226136j -0.00384592+0.00679627j 0.0225099-0.0278237j -0.00536581+0.0114194j -0.00163171-0.000986202j -0.000458306-0.00235571j -0.0015083-0.00377895j -0.0179803+0.00368444j -0.00192583+0.000943281j 0.00919751+0.0029165j 0.00403964+0.00282193j 0.00565481-0.00453783j 0.00378667+9.326e-05j -0.00396003+0.00273747j 0.00141677-0.00117177j -0.0117876-0.0177421j -0.00811701+0.00349823j -0.000657857-0.00569988j 0.0280292-0.00149615j -0.0142481+0.00375659j -0.00282466+0.00498066j 0.00518767-0.00580834j -0.0100118+0.0075085j -0.0083818+0.00122999j 0.0104363-0.00226128j -0.00092151-0.00263709j -0.0192238+0.00485738j -0.00949585+0.00594149j 0.00331653-0.0310574j -0.0227318+0.00406092j 
-0.00314777-0.00176685j -0.000109174+0.0115623j 0.00312432+0.00510613j -0.00856802+0.00179648j -0.00327393-0.00241525j 0.00438451+0.0211645j -0.0160778-0.0105176j -0.00895273-0.000861796j 0.0127035+0.0117866j -0.0108446-0.0310518j -0.00429688+0.00826556j 0.00489651+0.0199962j -0.00487979-0.0172311j 0.00263171+0.00782214j -0.014002-0.00890474j -0.00495307-0.02978j -0.00694201-0.0121827j -0.00862074-0.00219969j -0.00843664+0.0129365j 0.00256821-0.00405076j -0.00821816-0.00403184j -0.00355725-0.00505043j -0.00946439-0.00747382j 0.00252682-0.00602894j 0.0108025-0.0111777j -0.0081799-0.00367243j -0.0102721-0.000760379j -0.0014515+0.00771687j 0.000143682+0.00301505j 0.000818398-0.00482864j -0.00725286+0.00586191j -0.00570282+0.0139743j 0.0115782+0.000116155j -0.0137337+0.00252097j -0.0111712+0.00964289j 0.0128176+0.00346502j 0.00616746-0.00126268j 0.00720312+0.0119345j 0.0197804+0.0192903j -0.0140754-0.0205882j -0.0105648+0.000334005j -0.0390078-0.0177728j 0.00462311+0.00207002j 0.0107724-0.00657601j -0.00735786-0.00629011j -0.0192714-0.00642497j 0.0182927-0.00856465j 0.00420431+0.000640365j -0.00975801-0.00302249j -0.00133171-0.000950874j -0.00126182-1.99888e-05j -0.000867617+0.00255007j -0.00282861-0.0010185j -0.00588341+0.00149058j 0.00802782+0.0195513j 0.0115359+0.000752688j -0.00407277-0.00224919j -0.00595974-0.00551942j -0.00588681-0.00600122j 0.00126456-0.00106606j 0.0227222-0.00467475j -0.0148639-0.00664608j -0.0223718-0.00832638j -0.0130261+0.000254064j -0.00930608+0.00159214j 0.018726-0.000950041j -0.0338459-0.0227463j -0.0295861-0.0173864j -0.0112856+0.00353509j 
-0.00293375-0.00363438j -0.00193627-0.00551336j -0.0034011+0.00812951j 0.00749092+0.0184932j 0.00107498+0.0106447j -0.00709624-0.00808374j 0.000311758+0.0204685j 0.0211578-0.0109952j -0.00761315-0.00333624j -0.0119689+0.00740652j 0.0212803+0.0249932j 0.0380625-0.0115496j -0.00369514+0.00472246j 0.00187265-0.00427213j -0.0100603+0.0436834j -0.0252993+0.0211335j 0.0164814+0.000207879j -0.00262398+0.00389327j -0.00980835+0.0149393j -0.00301322-0.00517686j -0.0131239+0.000568403j -0.0115241-0.00781714j 0.0163335-0.00608871j 0.0105482-0.00427107j -0.00173895-0.00220097j 0.00914818+0.00699735j 0.0160917-9.81613e-05j -0.001754-0.000748289j -0.00405249+0.00169459j 0.00290203-0.00154361j 0.00997707-0.0027731j -0.00173819-0.00517608j 0.00949775+0.00229405j 0.000607709+0.0115204j -0.0090364+0.0137036j 0.00216083-0.0110571j 0.000680119+0.00181229j -0.00457455-0.00483864j 0.00852961+0.00292737j -0.0219312-0.00511875j 0.0491713-0.00374223j 0.000863112+0.00192173j 0.00477041-0.00980277j 0.0142534-0.00944667j 0.0044513+0.00569736j 0.0156513+0.00231709j 0.00211163+0.0116148j -0.000915653-0.000405809j -0.00228019+0.00123786j 0.00343446-6.46471e-05j -0.000738418-0.00404095j -0.00357667+0.00340201j 0.00444645+0.00104207j 0.00756786+0.0045687j -0.0161471-0.00185985j 0.0122634+0.000940176j -0.00742165+0.00284866j -0.0101026-0.00235872j 0.00734504+0.00421218j 0.00317203+0.00744054j 0.00334459+0.00395186j -0.00102714-0.00668469j 0.0156755-0.00282999j -0.00235564-0.00135706j 0.0010565+0.000402216j 0.00567572-0.00167517j 0.00554449+0.00459991j 0.00858538+0.00932697j -0.00495796+0.014055j 
0.00125649-0.00414146j 0.00825116+0.00565701j 0.00545654+0.000210833j -0.0134879+0.00766277j 0.0131882-0.00892317j -0.00780577-0.0153002j -0.00374538-0.000835029j -0.0192483+0.0177504j 0.00956105+0.0153405j -0.00569337+0.012331j 0.0172776-0.00882845j -0.00814832+0.00235042j -0.0190306-0.00226499j 0.0174701-0.0092797j 0.01625+0.00689749j 0.00399921+0.00547915j -0.00143357+0.000790118j 0.00316946+0.0136649j -0.00921523+0.0178622j -0.00553513+0.00214261j -0.00518871-0.00171065j -0.00303334-0.00304685j -0.00476559-0.0036544j -0.00503747-0.00690632j -0.00889927-0.0104433j 0.00320596+0.00887574j 0.000962784-0.00190701j -0.00189218-0.0051563j -0.0039104+0.0231379j -0.00088752-0.00723199j 5.7712e-05+0.00738391j -0.00818336+0.00679141j 0.00816918-0.00460238j 0.0118785+0.00995794j 0.0168817-0.0101365j -0.0106549-0.00608074j -0.0040883-0.00618646j -0.0183465+0.00087219j 0.00665738-0.0206923j -0.00146416+0.00480852j -0.00306819+0.0065528j -0.0160597+0.033228j -0.0182855+0.00740774j 0.013619-0.00274771j -0.00320564+0.00336816j -0.0104177+0.00898237j 0.0107733-0.0138432j 0.00597409-0.0102808j -0.00409383+0.00537058j -0.0016751+0.00642067j 0.00349613-0.0297068j 0.00418248+0.0336673j -0.000698727-0.000620648j 0.0199941-0.00101024j 0.00246289-0.00558081j 0.00109737-0.00118607j 0.000946747-0.00467387j 0.0101032-0.0176944j -0.00174959-0.0110041j -0.00127744+0.00885048j -0.0143169+0.00664961j 0.00254889-0.00066548j -0.00947896+0.00637594j -0.00732697+0.0114297j -0.0121977+0.00532322j 0.00309036-0.00877866j -0.00282769+0.00119761j 0.00835382+0.0166878j 0.00985541-0.013827j 
0.000245892+0.00173063j -0.00213891-0.00717701j -0.0161561-0.0178568j -0.00470574+0.0209039j 0.00556089-0.0111062j 0.0317012+0.0184101j 0.0102634+0.00678788j 0.00911667+0.0192899j -0.00104544-0.0119857j -0.017303+0.00877654j -0.0134659-0.0138818j 0.00630279+0.0128325j -0.00196736+0.025872j -0.00192556-0.0182768j 0.0112909-8.02114e-05j -0.000834122+0.00880952j 0.00581301+0.00872312j -0.00987982-0.00598397j 0.00178006+0.0120537j -0.00806018+0.00518476j 0.00399464-0.0102245j -0.00483413+0.00507936j 0.00659037+0.0097881j -0.00372506-0.00701077j -0.0135892-0.00900041j 0.0119105+0.0127986j 0.00481678-0.0103589j -0.00319964-0.00397788j 0.00177796-0.00200139j -0.00226032+0.00866953j -0.00606235-0.0168612j -0.00463803+0.0127833j -0.000403047-0.00528714j 0.00973422+0.00213406j 0.00682794-0.0125408j -0.00854984+0.0214485j 0.0118855+0.00872375j -0.00869206-0.00467214j 0.0119258-0.00639312j -0.00654194+0.000664537j 0.0200961-0.012838j -0.0463938+0.00607135j 0.0259479+0.00586906j -0.000194997-0.00495025j -0.00807719+0.00800733j -0.0142133+0.00748434j 0.0196294+0.0059256j 0.00820076+0.00157841j 0.00578162-0.00218552j -0.00417269+0.000369028j -0.00342042+0.0207132j -0.00392822-0.011997j -0.000227717-0.00504899j 0.00117543-0.00321186j -0.0164699+0.00695785j 0.00131809-0.00378969j 0.00567087-0.0058173j -0.00800778+0.00172113j 0.0140655+0.0074591j -0.00790428-0.00540965j 0.00896046+0.0049043j -0.00386078-0.00334646j 0.00574337+0.00444995j -0.00108432-0.00372761j 0.000182587-0.00361436j 0.00380735+0.00992586j -0.00646615+0.000684398j -0.011254+0.00651194j -0.0131419-0.00332162j 
0.000398739+0.00495745j -0.0038375-0.00278904j -0.014185-0.00960288j 0.0029866-0.000393792j -0.0118838-0.00160925j 0.0205729+0.00809045j 0.000657068+0.0024978j 0.0118459-0.000120577j -0.00264621-0.0101565j 0.00351271+0.00350799j -0.0220662-0.0148182j 0.00747488+0.00252321j 0.0137023+0.016277j 0.00387782+0.00224862j 0.00690532-0.0098131j 0.00546857-0.00190454j 0.00656888+0.00172266j -0.0154074-0.0169724j 0.00559899-0.000436973j -0.00124863-0.00760069j 0.00903056+0.00504328j 0.00510515+0.00477922j 0.00833558+0.0039259j 0.00448485+0.0169928j -0.00236537+0.00869926j -0.000217811-0.0134671j 0.000933641+0.00598831j 0.00406364+0.000862935j -0.000612596+0.011313j 0.00094563-0.026302j -0.00666015+0.00296474j 0.0103425-0.00635184j -0.010742+0.00648827j -0.00692522-0.00443947j -0.0131153+0.0120342j 0.00584957-0.00322671j -0.00614121+0.00138512j 0.00607193-0.00942407j -0.0068003+0.00469204j -0.00281095-0.000912524j 0.00248518-0.00685265j -0.0196618-0.00580758j 0.0216092-0.00223379j -0.00322466+0.00768438j -0.00136291-0.00200344j -0.00599078-0.00306342j 0.0038056+0.00326949j 0.00242276-0.0143685j 0.00559247+0.000752849j -0.000689214+0.00182356j -0.00546768-0.057598j -0.00502837+0.0518433j 0.00295401-0.0132959j -0.0101224+0.0144339j -0.00303972-0.0146647j -0.00214813+0.00489623j 0.00855014-0.00465484j -0.00817859-0.00392017j 0.00807812-0.0127975j -0.0071716+0.0141378j 0.00478553+0.00282562j 0.00520841+0.00135616j 0.00367812-0.00112335j -0.000904602-0.000673315j 0.0064874-0.00312457j 0.00737257+0.00443135j -0.000800313+0.000949716j -0.0061539-0.00026583j -0.00738355-2.68061e-05j 
-0.00234278+0.00397944j -0.00147817+0.000849884j 0.00416955+9.05828e-05j 0.00709289-0.0132439j -0.0151099+0.0135357j -0.00191001+0.00497755j -0.00777021+0.00263286j 0.0178096-0.0192621j -0.00529636+0.00330593j 0.0103767-0.00108432j -0.0175223+0.0179947j 0.0116317+0.0002831j 0.00778927-0.00799163j -0.00911293+0.0135369j -0.0093865-0.000381578j -0.00291391+0.000841859j -0.000813296-0.0143616j 0.00212641+0.0062684j 6.68996e-05-0.019823j 9.96347e-05+0.00258236j -0.00111101-0.00709194j 0.00113859+0.00495067j -0.010119+0.00228101j -0.00119028-0.024983j 0.00827592-0.00315976j -0.000458878+0.0149455j -0.0018385-0.0148096j 0.0055481-0.0125111j -0.00232706+0.0105853j 0.00138636+0.0255031j 0.00113409+0.00228512j -0.00240828+0.0122307j 0.00598588-0.0050124j -0.00435127+0.00180301j 0.00628525-0.0181605j -0.00135315+0.018048j 0.00446605+0.0092573j 0.00332379+0.00672043j 0.00431923+0.00127866j 0.00618372-0.009033j -0.00359961-0.006345j 0.00950608-0.0112652j 0.00686474+0.00239114j -0.00997715+0.00224345j -0.00289876-0.00654824j 0.00742962-0.00860209j -0.0016852-0.00370707j -0.00447391-0.00471196j 0.000940599+0.00158409j -0.00299289+0.00634252j -0.00318604-0.0423434j -0.00336464+0.0477102j -0.00344467-0.00597025j -0.00878059+0.00353315j 0.00448183-0.00864176j -0.00393235+0.00742126j 0.00109738-0.00493154j -0.0025939-0.00843905j 0.00251447-0.00108272j 0.00259741+0.00767139j 0.00548144-0.00135103j -0.0027814+0.00201903j 0.00433569-0.000242066j 0.00298283-0.00220633j 0.00155566-0.00131722j -0.00441356+0.00400805j 0.00120947-0.000590841j -0.00412782-0.00706639j -0.00233827+0.00462157j 
0.00156378-0.003437j 0.00141497+0.000582895j 0.000226394+0.00350616j -0.00375762+0.00709361j 0.00893125-0.00985837j -0.000253514-0.000505557j 0.00297413-0.000360149j -0.00941597+0.00774733j 0.00283591-0.00898989j 0.0083137+0.000140634j 0.00798708-0.00428158j 0.00248694-0.00192256j -0.000639586-0.00096158j 0.00542968-0.00529737j 0.00266852+0.000553209j 0.00323048+0.00420152j -0.000582544+0.00637576j -4.44397e-06-0.001928j -0.000377464+0.00404825j -0.00149157+0.00334946j -0.00221824+0.00837558j -0.00139662+0.00200308j 0.00382763+0.0010474j -0.00539768-0.00143611j -0.00382368-0.0134898j -0.00177633-0.00372894j 0.000584654+0.00249335j -0.000757274+0.0220943j -0.00308761-0.0556923j 0.00253931+0.0318225j 0.00117255-0.018318j 0.000380281+0.00131581j 0.0017192-0.00340914j 0.00252211+6.0578e-06j 4.90146e-05+0.00995539j 0.000453093-0.00634678j -0.00200773-0.00449036j -0.00350944-0.00224369j -0.00161369-0.00142085j 0.00197792-0.00274647j -0.000533406+0.0026789j 0.00220848+0.00957448j -0.00760508+0.00162929j 0.0056964-0.0010644j 0.00093852-0.00329803j -0.00128042+0.00178979j -0.00171288-0.00608977j 0.00130244-0.00162957j -0.00188488+0.00170498j -0.000564125+0.00116553j 0.00176956-0.0461724j 0.00204877+0.0432427j 5.68037e-05-0.00787195j 0.00672255+0.00565644j 0.00237997-0.0102416j -0.000280113+0.00361708j -0.000524905-0.0018323j 0.00574102-0.00683982j -0.00224971-0.00898428j 0.000738831+0.00459172j -0.0059171+0.00250699j 0.00095915+0.00152868j -0.00430555+0.00113728j -0.00141485+0.00046374j -0.00298433+0.00307966j 0.000555428-0.00518855j -0.00104629+0.000695087j 0.0051585+0.00296145j 0.00256533-0.00343814j 
-0.0110994-0.000323801j -0.00156206+0.0073721j 0.0174232+0.0138503j 0.0139537-0.0106368j -0.00974773+0.0170938j -0.00446181-0.0185591j 0.000695255+0.00818023j 0.00619812-0.0303045j 0.00904932+0.0048125j -0.0065223+2.64529e-05j -0.0153585+0.0358517j -0.00568686-0.00376961j -0.00923914-0.018742j -0.013905+0.011137j 0.0272876+0.0123975j 0.0263835+0.0132362j 0.0139207+0.000957246j 0.00192688+0.0170953j 0.0122538-0.0036892j 0.00597947-0.0118508j -0.00177069+0.00660066j -0.00456571+0.00335123j -0.00936425+0.00297952j 0.00148575-0.00244411j 0.00479772+0.00153427j 0.000245502+0.00230697j -0.00643848+0.00595852j -0.000980967+0.000822977j 0.00310658-0.00590845j -0.000968822-0.00172401j -0.0103458-0.0125248j 0.00156949+0.000826233j 0.000251154+0.00958209j 0.00324434+0.00412004j 0.00869067+0.00735795j -0.00339578-0.00153863j 0.00258375-0.00294681j 0.00458062-0.0216686j 0.00391085-0.00428563j 0.00985677+0.0132314j -0.0183776-0.000942631j -0.0564831+0.0143682j 0.0201494+0.0137037j -0.0136675+0.00514694j -0.00681792+0.00198046j -0.0313279+0.0180281j 0.0302331-0.00288387j 0.0132798-0.00639149j 0.0067157-0.00483748j -0.00525419+0.000639963j -0.00320569+0.00618545j -0.000834542-0.00666117j 0.00286365-0.000985209j -0.000505931-0.00159436j -0.00473949+0.00310762j -0.00738301-3.33879e-05j 0.0134726+0.00199178j -0.00722828+0.00445485j 0.00610385+0.000106684j -0.00817244+0.00687491j 0.00476325+0.00484252j -0.000908954-4.831e-05j -0.00455067+0.0107422j -0.000769588+0.000738221j -6.04909e-05+0.000321687j 0.00129967+0.00120326j -0.00501935+0.00195949j -0.0165324+0.00524382j -0.0019303-0.0209573j 
0.0115214-0.00220162j -0.00838914-0.00479377j 0.00481565+0.00838294j -0.00284831+0.0152111j 0.00490221+0.00497759j -0.0136883+0.00046831j -0.028446+0.011376j -0.019569+0.0075055j 0.0164462-0.000734478j -0.00486343-0.00577796j -0.0252486+0.0197181j -0.0377376+0.00562435j -0.0269588+0.0311228j -0.00575044-0.0117478j -0.0165182+0.0205392j 0.0107579+0.0121016j -0.00558576+0.00165172j -0.000118628+0.00924119j -0.0143991+0.0118145j 0.00819783-0.00800321j 0.00200883-0.0086417j -0.00749032+0.00310763j 0.0155439-0.0111478j 0.0174277-0.00827051j 4.4639e-05+0.00973076j 0.017588-0.0145152j -0.00130097-0.00481698j -0.0161767+0.0110715j -0.00202986-0.00183881j 0.00352489-0.00587749j -0.0158439+0.0058549j -0.00928493+0.00686058j -0.0027426-0.0026866j 0.0192288-0.0162645j 0.00326655+0.00756905j -0.0165045+0.0263907j -0.0056458-0.000645596j 0.00546894-0.00594271j -0.0073414-0.00165948j -0.0105532+0.0169221j -0.0273625-0.0188904j 0.00275852-0.0238985j -0.0437397+0.00207984j -0.0194981-0.00189421j 0.00713691-0.000612417j 0.00103521-0.00631405j 0.00509191+0.00930672j 0.00106881-0.00183395j -0.0117288+0.00192798j 0.00281366-0.00204352j 0.00270474-0.0111417j 0.00267658+0.0111664j -0.00436293-0.00240008j -0.000459477-0.00838185j 0.00727698+0.00479456j 0.0189875-0.00435214j -0.00915497+0.00317491j -0.00502256+0.00181377j -0.00928598-0.00135462j -0.00541041-0.0027164j 0.0078293-0.00850965j -0.0129862+0.000302189j -0.00252189-0.00318703j 0.00301524+0.00107691j 0.00148813+0.00020318j -0.00732116-0.00191926j 0.00659692-0.00488472j -0.0167297-0.0128555j 0.0250544+0.0125553j 
