0.106775+2.34552e-14j -0.312657+5.0543e-15j -0.0569335-3.73229e-16j 0.106503+4.52428e-16j 0.115223-3.6141e-16j -0.0449625-7.84303e-16j -0.109059-1.4308e-16j 0.0645381-2.49621e-16j -0.0336133-2.41913e-16j 0.125388+3.82184e-15j 0.00742589+8.97897e-16j 0.0198816-1.79931e-15j -0.205727+1.80117e-15j 0.0928517-5.69956e-15j 0.0527922+1.10225e-14j 0.197192-2.4254e-14j -0.115831+3.92754e-16j 0.00954048-5.47391e-15j 0.0167318+1.20911e-14j -0.145923+1.4277e-14j -0.141728+9.23999e-15j 0.0754838+3.6526e-15j -0.184807-1.49903e-15j -0.000491364+1.74924e-14j 0.150957+7.34591e-15j 0.0360482-2.00096e-15j -0.0160959+6.16956e-15j 0.0728093+8.82168e-15j 0.171568-7.9708e-14j -0.0226279-8.21441e-15j 0.16626-4.34901e-14j 0.100294-3.13717e-14j -0.0383003-7.77786e-15j -0.00230593-1.71102e-14j -0.229748+4.62534e-15j 0.00252421+1.78634e-14j 0.0567547+1.46775e-14j 0.00528964+5.70686e-14j 0.0722888+4.81292e-14j 0.120955+6.16091e-14j -0.0584329+4.70404e-14j -0.115019-3.10903e-13j -0.114371-1.10205e-15j -0.167765-2.90372e-15j 0.120767-2.08489e-15j -0.0288416+1.09078e-15j 0.0249856-1.89264e-15j -0.012644-5.62079e-16j 0.0707572+7.48608e-16j -0.127962-2.47355e-16j 0.058701-1.12255e-15j 0.00214831+1.49358e-17j -0.0361195+5.52125e-17j 0.179537+1.91725e-16j -0.296081+3.38906e-15j 0.0732402-1.52128e-14j 
-0.000616143-4.06139e-16j -0.000891469-1.47285e-16j 0.00135412-1.18814e-16j 0.00132581-1.09518e-16j -0.000941413+2.11687e-17j 0.000955713-7.64474e-17j -0.000355716+1.83964e-16j 0.00188239-2.54835e-16j -0.000239607-6.60501e-17j 0.00128562+1.12953e-16j 0.000246742+5.5331e-17j -0.000811898-2.5033e-18j 4.10522e-05-4.38441e-16j 3.42751e-06+2.22971e-16j -0.000783381+1.40544e-16j 0.000496856-3.82097e-16j 0.00184949-6.3376e-16j 0.000164269-3.31037e-17j -0.0011168+1.84013e-16j -0.000106205+2.01513e-16j -0.000874214+1.8426e-16j 0.000811093-9.12132e-17j -0.000751389+1.72591e-16j 0.00102281+2.36261e-16j 0.00015619+2.5022e-16j -0.00182935+1.72006e-16j -0.0004787-2.12193e-16j -0.00230128+2.38521e-16j -0.00141998+6.39387e-16j 0.000509297-3.44725e-17j -0.000352742-4.00665e-17j 0.00104847-5.6092e-17j -0.000502445-1.33589e-16j -0.00159614+2.21274e-16j 7.82202e-06+7.1109e-17j -0.0012189-8.88245e-17j 0.00126948+7.77102e-17j 0.00141835+2.12245e-17j -0.00145704+3.31384e-16j -0.000347714-1.18333e-16j -0.00033517+3.87625e-16j -0.000754727-1.99915e-15j -0.000256199-1.53073e-16j 1.95659e-05-4.08296e-16j 9.11707e-05+1.10739e-16j 0.000256393-6.60635e-18j 0.00193369-7.23811e-17j 0.0010096-5.77582e-17j 0.00193876-2.505e-16j -0.000225448+1.75448e-16j -5.9669e-05+1.52152e-17j -2.39625e-05-4.0512e-17j -0.00183277+1.66736e-16j -0.000741572+7.70777e-17j -0.00100758-5.39407e-17j -0.000976505+1.67095e-16j 
0.00042901-2.59618e-16j -0.00147444+1.64255e-16j -0.000258386+4.97071e-16j -1.08414e-05+2.96614e-16j -0.000229361-1.49976e-16j -0.000520529+3.55616e-16j 0.000912807-4.97046e-16j -0.000894971+7.3796e-16j -0.000748552+1.60635e-16j 0.000848702-9.68076e-17j 0.0011571-2.42011e-16j -0.000327349-1.03731e-16j -0.00382784+1.2408e-15j 0.00229693-6.0279e-16j -0.000109993+2.4106e-17j 0.000415548-4.32386e-17j -0.000391162+7.15449e-16j -0.000701091+5.58657e-16j 0.000333621-3.44242e-16j 0.000557264-2.55655e-16j -6.02803e-06-2.32082e-16j 2.25515e-05+3.71169e-16j 0.00147109-5.22235e-16j 0.000270382+2.01402e-16j 0.00148336-3.81088e-16j 0.00183196-1.0458e-15j -9.93999e-05+1.49988e-16j 0.00194305-8.15703e-16j 0.00073058-8.81472e-16j 0.00162434-3.62695e-16j -0.00165405+7.26155e-16j 0.000645633+1.10655e-16j -0.00108765+3.31331e-16j 0.000302599-6.83872e-16j -0.000975063+2.71813e-16j 0.000602236-3.39115e-16j 0.000197289+1.12156e-16j -0.0017574+5.64424e-17j 0.000930252-1.06769e-15j 0.000137711-1.51109e-16j 0.0010173-1.16167e-16j -0.000506022-1.94663e-15j -0.00127825+4.0032e-16j -0.00392153+1.15952e-15j 0.000694104-2.9732e-16j -0.000727351+1.82718e-16j 0.00110097+6.7522e-17j -1.56955e-05+1.56553e-16j -0.00114459+7.7206e-16j 0.000948151-4.35504e-16j 0.000260667-1.02441e-16j -8.44807e-05+1.50421e-16j 0.000416024-5.51954e-16j 0.000529106-3.86348e-16j -0.00147612+1.21258e-16j 0.000284759-4.31119e-16j 
-0.000396401-1.27024e-16j -0.000993483-1.89869e-16j 0.000990998-3.70602e-16j 0.000643161-2.39145e-16j -0.000460397+1.03597e-16j 0.000314264-2.46999e-16j -0.000700536+4.43844e-16j 0.00104072-6.06263e-16j -0.000230907-1.18147e-16j 6.69348e-05+1.69941e-16j 0.000716501+6.75635e-17j -0.000552837+9.09158e-17j 4.13446e-05-1.06244e-15j 0.000662542+4.64417e-16j 3.56643e-05+7.15807e-17j 0.000711095-3.40494e-16j 0.00122206-8.21927e-16j -0.000704232+6.39088e-16j -0.000927828+5.53345e-16j 0.000236775+1.58814e-16j -0.000635153+2.98335e-16j 0.000719378-2.44589e-16j 0.000456934+3.29406e-16j 9.77996e-05+2.92647e-17j 0.000288747+3.58616e-16j -0.00156798+7.50051e-16j 0.000797921-3.09779e-16j -0.000734071+8.57457e-16j -8.80297e-05+3.03756e-16j 0.000871251+2.0141e-17j -0.000303264-1.59654e-16j 0.000684972-4.8375e-17j -0.000429083-1.73746e-16j -0.00181918+6.10013e-16j -0.000434782-7.48823e-17j -0.000595493+3.04851e-16j 0.0011343-2.98655e-16j -0.000260543-7.60444e-16j -0.000424977+1.33456e-16j -0.000559737-6.12242e-17j -0.000244632+6.64245e-16j -0.00091055-2.34621e-15j 0.000400165-4.5349e-16j -0.000354176-9.51065e-16j -0.000247637+2.68517e-16j -0.000521105-4.44689e-17j 0.00108089-1.14324e-16j 0.000189447-1.08851e-16j 0.000819937-6.03545e-16j -0.000457235+3.81532e-16j 4.56363e-05+4.69057e-17j 0.000544242-1.56371e-16j -0.000840752+4.10238e-16j -0.00043525+2.76526e-16j -0.00111995-8.31395e-17j -0.000586055+2.98041e-16j 
5.2576e-05+1.11154e-16j 0.000722365+4.47146e-17j -0.000562554+2.17882e-17j -0.00123162+3.27678e-17j 0.000897581-4.5332e-17j -0.00028573+1.20044e-17j 5.85976e-05+1.65824e-17j -0.00146363+4.89188e-17j 0.000704152-1.14758e-17j -0.00107812-2.7003e-17j -0.00106723+6.15114e-17j 0.000492732-1.50423e-17j 0.000391228+9.35624e-18j -0.000895556-5.32595e-18j 0.00029739-1.13813e-16j -0.000437262+2.42586e-16j -0.0013194+3.58266e-16j 0.00041934-5.38366e-16j 0.00173783-2.11901e-16j -0.000338442-8.53671e-17j 0.000974883-1.04275e-16j -0.000242887+2.68558e-17j -0.000132077+3.25182e-17j -0.000430844-9.10171e-17j -0.000623201-3.91644e-17j 0.000720994+7.8463e-17j -0.000165374+1.27951e-16j 0.00139195-2.6589e-17j 0.00121922-5.32862e-16j -0.00154776+1.66024e-16j 0.000232144-2.15956e-16j -0.000654399+2.94553e-17j 0.000921861+4.75309e-18j 0.00165795-2.72478e-17j 0.000425596-6.4316e-17j 0.000522392+4.49886e-17j -0.00107228+3.42129e-19j -0.000115919+3.4131e-16j 0.000850996+2.63787e-16j 3.26513e-05-5.04324e-17j -0.000586529-3.44487e-16j 0.000826725+2.55543e-15j -0.000177916+8.10072e-18j 0.000693847-1.94814e-17j -0.000120315-2.35001e-17j 0.000501731-1.97965e-17j -0.0017541+1.19661e-16j -0.000550792+5.20771e-17j -0.00122952+2.77568e-17j -0.00016393+1.76513e-17j -0.000366684+1.39697e-17j 0.000148555-9.84095e-18j 0.00120197-3.99414e-17j 0.000119851-2.23489e-17j 0.000816321+1.84132e-17j 0.000356288-3.88663e-17j 
-0.000409048-2.06653e-16j 0.000326021-6.81766e-17j 0.000343283-1.88398e-17j -0.000259316-8.35777e-17j -0.000180673+3.52336e-17j 0.000512603+2.52645e-17j 0.000641874+1.17754e-16j -0.00036247-1.58603e-16j 0.000347953+2.49791e-17j 0.000535108+9.1407e-17j -0.000850891-8.71954e-17j -0.000236033-2.0853e-17j -0.000652766-2.70544e-16j -0.000659653-1.97864e-17j -0.000788407-4.20617e-17j -0.000511183-2.81525e-17j 7.70122e-05-1.08496e-16j 0.000838471-6.98152e-16j 0.00112066+3.88606e-17j -0.000189873-1.05717e-16j 0.000589469+4.47989e-17j 9.53388e-05+7.02295e-17j -0.000520541-7.64977e-17j 0.000820947+2.66406e-16j -0.000332424+8.96568e-17j 0.000262334+2.58592e-16j -0.00130979-1.85365e-16j -0.000264454+1.07046e-16j -0.000447317+1.85624e-16j -0.000900317-8.31758e-17j -0.000835557-9.21955e-17j 0.000187441+5.69795e-17j 0.000275453+5.89206e-17j 0.00113593+3.28173e-16j 0.000748862+5.67561e-17j -0.00029576-1.19595e-16j -0.000370345-1.43798e-17j 0.00111171+5.58003e-16j -0.000375159+4.94261e-16j -0.000120924-9.68153e-17j -0.00032883-2.89631e-16j 0.000562676+1.76976e-15j -0.00104065-2.24014e-16j -0.000195428-2.14673e-16j 0.000226666+7.62599e-17j 0.000947377+1.34625e-16j 0.000170065-2.68621e-17j 0.000539758+4.43337e-17j -1.03967e-05-1.18269e-16j 0.0004487+8.25572e-17j -0.000458004-3.9108e-17j -0.000309475-4.06865e-17j -0.000193521+5.74817e-17j -0.000544432-5.78004e-18j 0.000343401-2.62392e-17j -0.000403638+5.23563e-17j 
0.000492098+6.49053e-16j -0.000198506-1.06456e-16j -0.0007439-5.86113e-16j -0.000347208-2.35753e-16j 0.000569702+3.88849e-16j -0.00045414-3.12111e-16j 0.00017755+2.92955e-16j -0.000762697-6.17602e-16j 1.39361e-05-4.06314e-18j -4.69707e-05+1.56952e-16j -0.000174634-1.88708e-16j 0.00036636+2.54229e-16j -0.000764399-8.46909e-16j 0.000173822+1.07439e-16j 0.000266383+3.6408e-17j 6.48777e-05+9.44583e-17j -0.00107537-6.27162e-16j 0.000126011+6.21843e-17j 0.000657424+5.86486e-16j -0.000264732-2.75717e-16j 0.000165069+1.28892e-16j -0.00026095-1.86987e-16j -0.000148115-2.26768e-16j -0.000253876-6.06772e-17j 0.000279014+2.30966e-16j 0.00114462+1.1788e-15j -0.000162611-3.02364e-16j 0.00112335+8.91127e-16j 0.000786984+1.56502e-16j -0.000306272-2.16446e-16j 0.000309566-3.39265e-17j -0.000215279-1.53276e-16j 9.67337e-05+5.93249e-17j 0.000978391+9.26197e-16j -0.000374714-2.79898e-16j 0.000535741+5.15783e-16j -0.000535303-5.02278e-16j -0.000424538-9.34841e-17j 0.000715619+5.94598e-16j 0.000472136+6.46279e-16j 0.000118082+8.79708e-17j 0.000206867+7.55049e-16j -0.00039877-5.41146e-16j -0.0005753-6.4366e-16j 0.000332816+3.41488e-16j -1.54221e-05+9.60597e-17j -0.000667503-3.83543e-16j -0.000332962-1.44129e-16j -0.000717055-5.43597e-16j 3.86515e-05+1.51004e-16j 0.000117486+6.82245e-17j -0.000146816-2.25542e-16j 0.000686263+4.77581e-16j 0.000676452+5.19005e-16j -0.000102265-6.61348e-17j 0.000566109+3.57581e-16j 
0.000250935+2.48794e-16j 0.00046772+4.70577e-17j -0.000481115-5.75404e-17j -0.000259888+1.38012e-17j 0.000324331-1.10777e-17j -0.000357491-2.94835e-17j -0.000229872+6.92603e-17j -0.000228356-2.49362e-17j 4.97643e-05-2.20951e-17j -0.000660656+4.30019e-17j 5.24179e-05+2.15242e-17j 0.000373964+1.65467e-17j 0.000906168-1.09378e-16j -0.000171197+3.97473e-17j 0.00049372-9.24322e-17j -8.25273e-05+9.53844e-17j -0.000457709+7.85843e-17j -0.000205755+2.19813e-16j -0.000201069+4.92434e-17j 3.06591e-05+1.23027e-17j 3.87064e-05-5.52169e-18j -0.000313019-7.92311e-17j 0.000148502+2.19192e-17j -0.000610525-1.27295e-16j -0.000190706-2.45836e-17j 0.000151451+1.37971e-16j 0.00058381-2.29165e-17j 0.000347894+2.19388e-17j 0.000329936-1.01276e-16j -6.03817e-05+8.11971e-17j 0.00067011-1.33629e-16j -0.000498162-2.85698e-18j 0.000209978-5.11598e-17j 3.27454e-06+4.49593e-17j -5.92118e-05-5.94005e-17j 0.00035001+1.20775e-16j -0.000276201-6.97579e-17j -0.000465899-1.56119e-16j 0.000342951-1.1336e-16j 0.000132861+1.30683e-16j 9.828e-05+2.89103e-17j 0.000126898+3.60594e-16j 0.00067681-4.67186e-17j 0.000764681-8.48874e-17j -0.0002257+3.96143e-17j -0.000277718-2.08854e-17j -0.000764322+5.58623e-17j -0.000451274+1.7916e-17j -0.000328376-2.41242e-17j -0.000202062+5.7359e-17j 0.000146791+1.58705e-17j 8.60624e-05-5.31882e-17j 0.000498009+1.4176e-17j 0.000303361+4.57988e-17j 0.000494171+1.48227e-17j 0.000374842+7.24308e-18j 
-0.000437447-5.19081e-16j -0.0021248-9.18884e-17j 0.0011997-1.03398e-17j 0.000715246+4.87555e-17j -0.00011677-4.20632e-17j 0.000694987+3.06907e-17j -0.000461362+4.79351e-17j 0.000774805+4.24213e-17j 5.64217e-05-4.52829e-17j 0.00115248+1.32483e-16j -0.000234416+1.56528e-17j -0.000777659-1.68154e-17j -0.00182159-2.09531e-17j 0.000406824-1.28959e-18j -0.000621796+1.45155e-16j 0.00104499-3.65803e-16j 0.000767219-2.89762e-16j 0.000238589-2.48777e-16j 0.000616979-1.08455e-16j -0.000608343+4.92625e-17j -0.000510529+3.03971e-17j 0.00124182+3.53986e-17j -0.000824386-5.95514e-17j 0.00103488+3.33352e-16j 0.000605904+1.82504e-16j -0.00111428-1.08226e-16j -0.000730727-1.05634e-16j -0.00050046-1.65808e-17j 0.000358968-3.97184e-16j -0.000289441-1.02658e-16j -0.000682351+8.94657e-17j 0.00139771-9.97842e-17j -0.000268203-4.40051e-17j -0.000494918-1.51197e-17j -0.000625336+1.25828e-16j -0.000908505-1.51036e-16j 0.000971679+1.43353e-16j 0.000905272+5.55698e-16j -0.000426032+3.59917e-16j -0.000245046-1.28489e-16j -0.000953409+2.92379e-16j -0.000799282-1.95805e-15j -0.00138408-3.54995e-17j -0.00153018-3.17799e-17j 0.000540156+3.38082e-17j 0.00042173+6.30715e-17j 0.0013645+6.06898e-18j 0.000717125+3.25565e-17j 0.000983349+4.98437e-17j -0.000523693+4.96077e-17j -0.000270915+2.53411e-17j 0.000290244-4.72809e-17j -0.00114875-4.53939e-17j -0.000305755+2.40453e-18j -0.00216331+1.55432e-17j -0.000760756+3.08217e-17j 
0.000140162+7.49271e-17j 0.000379887+1.21964e-16j -0.000377232+1.00395e-16j -0.000456567+1.70474e-16j 0.00036774-2.32457e-16j -0.000270985+8.19209e-17j -6.63469e-05+1.00262e-16j -0.00052616+2.25234e-16j 0.000175198-9.82603e-17j -0.000602246+1.51228e-16j -0.000183183+1.53053e-16j 0.000292298-8.18466e-17j 0.000425853+3.83522e-17j -0.00021431+5.61854e-17j 0.000323949-1.76839e-16j -0.000145739+4.60426e-17j -0.000556834+4.15809e-16j -4.78886e-05-1.47671e-17j 0.000342045-3.10759e-16j -2.30337e-05+9.12545e-17j 0.000278011-1.085e-16j -0.000216699-3.90813e-17j 0.000144835+7.56679e-17j -0.000415635+1.06839e-17j -0.000206946-2.93833e-17j 0.000307483-5.25734e-17j 0.000277747+1.918e-18j 0.000607765-3.1383e-16j 0.000501524-5.45219e-16j -0.000339051+2.97963e-16j 0.000304763-2.06939e-16j -0.000396671+5.8083e-17j 0.000295732-1.30501e-16j 0.000405433-2.19541e-16j 5.46222e-05+4.39914e-17j 0.000331281-2.83801e-17j -0.000394749+8.03772e-17j -0.000360287+6.12643e-17j 0.000424553-2.42092e-16j 5.42712e-05-1.4482e-17j -5.55138e-05+5.5833e-17j 0.000251572+7.05064e-16j 0.000271161+5.35849e-17j 0.000412721-6.68921e-18j -0.00013883-2.57974e-17j -5.52616e-05-3.81266e-17j -0.000783725+3.27495e-16j -0.000373636+1.42781e-16j -0.000534403+1.94019e-16j -0.000100195+1.33192e-16j -1.45334e-05+3.12761e-17j 9.35651e-05-8.06505e-17j 0.000577052-2.04506e-16j 0.000179451-1.10583e-16j 0.000412932+7.81618e-17j 0.000277242-1.13233e-16j 
-0.000661033-5.73161e-16j -0.0014448-1.66683e-16j 0.0013647-5.18573e-18j 0.000530256-7.56588e-17j -0.000577659+1.19844e-16j 0.000659514-1.81285e-17j -0.000213003-1.31039e-16j 0.000691467-5.55657e-17j -8.99112e-05+5.52915e-17j 0.000715335-1.24608e-16j 0.000275903-8.31784e-17j -0.000887394+4.17976e-17j -0.00143557+1.27106e-16j 0.000701145-3.96639e-17j -0.000586096+2.52855e-16j 0.000647154-2.47822e-16j 0.0012595-4.35409e-16j -0.000233372+1.0257e-16j 9.42943e-05+9.58326e-17j 7.81785e-05-4.94586e-17j -0.00029491+6.75366e-17j 0.00101956+8.07647e-17j 0.000238214-3.73746e-17j 0.000844006+1.04651e-16j 0.000436383+8.40891e-17j -0.00123336-2.61409e-16j -0.0002023+3.44638e-17j -0.000530479+1.84144e-16j -6.80907e-05+1.06062e-16j 0.000442157-2.83134e-16j -0.00127043+4.2288e-16j 0.00116156-3.1007e-17j -0.000448631+1.10372e-16j -0.00102946+1.0895e-17j -0.000241538+5.85701e-17j -0.000814541-1.26925e-16j 0.00105891+1.60623e-17j 0.000277747-4.02834e-17j -0.000508858+8.62149e-17j -0.000662088-3.6511e-16j -0.000496155+1.27212e-16j -0.000754422-1.98819e-15j -0.000789221+5.35104e-17j -0.0014815+1.21934e-16j 0.000124352-2.48415e-17j 5.84789e-05+2.4944e-17j 0.00154615-2.32158e-16j 0.000631069-1.00709e-16j 0.000703714-5.14972e-17j -0.000112621-1.30904e-16j -0.000276927-9.12694e-18j 0.000406317+9.05565e-17j -0.00102835+7.85004e-17j -0.000735757+2.59269e-17j -0.00156226-5.34609e-17j -0.000917579+8.49401e-17j 
-0.000103332+6.97688e-15j 0.000204027-1.28844e-14j 0.0001389-9.60092e-15j 0.000312996-2.09517e-14j -0.000469082+3.1062e-14j 0.000263541-1.77318e-14j 0.000496264-3.26926e-14j 0.000288667-1.93904e-14j -0.000168415+1.10494e-14j 0.000706116-4.71222e-14j 3.85183e-05-2.31548e-15j -0.000188468+1.27102e-14j -0.000383937+2.58831e-14j -5.12752e-06+3.99792e-16j -0.000494028+3.29945e-14j -0.000282229+1.83398e-14j 0.000409399-2.73991e-14j 0.0003016-2.03898e-14j -0.00024112+1.56202e-14j 0.000116841-7.44092e-15j -3.4735e-05+2.4323e-15j -0.000106237+6.63748e-15j -0.000165015+1.13572e-14j 0.000509205-3.39938e-14j 5.4043e-05-3.65544e-15j 0.000206749-1.32228e-14j -0.000646723+4.31385e-14j -0.00064687+4.30605e-14j -0.000889505+5.91552e-14j 0.00025117-1.63308e-14j -0.000432624+2.88657e-14j 0.000155156-1.0698e-14j -0.000249126+1.64993e-14j 0.000109691-7.18034e-15j 0.000299773-1.96953e-14j -0.000198497+1.34134e-14j 5.10156e-05-3.60885e-15j 0.000546807-3.66413e-14j -0.000498074+3.32465e-14j 5.84687e-05-3.78442e-15j 0.00031606-2.05379e-14j 0.000109906-6.90246e-15j -0.000365852+2.47213e-14j -0.000271572+1.82813e-14j 0.000171864-1.15627e-14j 0.000256594-1.72462e-14j 0.00066341-4.43236e-14j 0.000445706-2.97928e-14j 0.000358105-2.41058e-14j 0.000477207-3.13769e-14j -1.23398e-05+9.49245e-16j -0.000375443+2.47952e-14j -0.00043373+2.91298e-14j -0.000214777+1.43458e-14j 0.000191729-1.2064e-14j -0.000189042+1.28138e-14j 
-0.000180595-6.04773e-17j -0.00032042-1.85813e-16j 0.000377801-1.18716e-16j 0.000476769-2.46166e-16j -0.000357961+3.80774e-16j 0.000451994-2.02649e-16j 0.000289282-4.03297e-16j 0.000487254-2.24336e-16j -5.92319e-05+1.22177e-16j 0.000980798-5.23659e-16j -0.000223238-2.73168e-17j -0.00031064+1.44081e-16j -0.000656211+3.35831e-16j -0.000132596-1.42478e-17j -0.000630025+4.71745e-16j 3.28735e-06+1.14269e-16j 0.000462892-4.55213e-16j 0.000509504-6.41037e-16j 4.92542e-05+1.03682e-16j -0.000209418-7.54855e-17j -0.000164633+2.55036e-17j 0.000217354+1.14932e-16j -0.000664992+8.1546e-17j 0.000759455-2.24673e-16j 0.000124559+2.59738e-17j -0.000105015-1.54014e-16j -0.000927014+4.71752e-16j -0.000821001+4.53627e-16j -0.000719997+9.41606e-16j -0.000111524-2.27098e-16j -0.000367272+3.99529e-16j 0.000469139-1.59225e-16j -0.000181518+1.95994e-16j 0.000145453-6.69776e-17j 0.000145487-1.90714e-16j -0.000445013+4.31011e-17j 0.000210315+5.81176e-17j 0.000983569-8.90673e-17j -0.000604479+6.76764e-16j 8.21536e-05-1.34268e-17j -7.61141e-05-2.54729e-16j -2.74794e-05-1.64944e-16j -0.000743993+3.03998e-16j -0.000390519+2.33638e-16j 0.000340335-1.33097e-16j 0.000488324-1.8086e-16j 0.000821094-5.6759e-16j 0.000612726-3.63138e-16j 0.000667926-2.75637e-16j 0.000212409-3.83081e-16j -0.000100789+1.84705e-17j -0.000323614+2.97543e-16j -0.000708427+3.45509e-16j -0.000222262+1.75907e-16j -0.000321948-1.50173e-16j -0.000336746+1.85642e-16j 
8.70089e-06-7.48523e-19j -5.01643e-06+1.8072e-17j 2.91027e-05+2.04179e-18j 0.000647381+2.35632e-17j -0.000147789-4.57581e-17j 0.000549411+3.81453e-17j 0.000341914+8.06503e-17j 0.000677745+1.3576e-18j 8.59042e-05-3.48387e-17j 0.00137417+1.54797e-16j -0.000812216+2.79662e-17j -6.04843e-05-5.21215e-17j -0.00012788-9.10243e-17j -0.000908574-1.97654e-17j -0.000787005-1.37176e-17j -0.000156131-8.99517e-17j 0.000112143-3.7305e-17j 0.00119492-8.80155e-16j 0.00017587-1.4939e-16j -0.000707798+7.54214e-17j -0.000242584-1.81986e-18j 1.93028e-05+2.03127e-17j -0.00178412-6.61637e-17j 0.000932141+3.13576e-16j -9.77866e-05+9.75071e-17j 0.000134101+1.49971e-16j -0.00161494-1.35721e-16j -0.00138012-1.96418e-16j -0.00109117+3.22298e-16j -0.000839472+6.3449e-17j 0.000368798-2.70218e-16j 0.000299832-6.86547e-17j 8.97096e-05-8.05541e-17j 0.000806377+7.0881e-17j 0.000309826+7.02593e-17j -0.000510724-1.59127e-16j -0.000139781+2.14113e-16j 0.00196192+8.74229e-16j -0.00087564+6.40076e-16j 0.000550355+2.63413e-16j -0.000221633-1.03781e-16j 0.000304367+9.19241e-16j -0.000945446-6.34618e-17j 0.000462448-9.44288e-17j 0.00057441+3.88049e-17j 0.00100005+6.25097e-17j 0.000507444+6.34409e-17j 0.000779831+5.70581e-17j 0.00107239+2.14007e-17j 0.000110696+7.94741e-17j -7.64572e-05+4.98682e-19j -0.00073057-5.11105e-17j -0.000846473-3.42098e-17j 3.76977e-05-1.89841e-17j 7.05318e-05+1.33731e-17j -0.000150702+4.13266e-18j 
0.000388973+3.38531e-16j 0.000905469+6.36753e-17j -0.000738708+3.24466e-18j 0.000140461-1.83047e-18j -0.00032378+9.03349e-17j -0.000200128+2.84807e-17j 0.000894991-9.82547e-17j -0.000124054+3.28662e-17j -0.000358635+7.32636e-17j 0.000600973-1.45081e-18j 0.000210439-1.49039e-16j 0.000261759+2.64877e-17j -0.000185822+1.67554e-16j 4.36649e-05-1.86649e-16j -0.000234512-3.55437e-17j -0.000664373+1.46072e-16j -0.000270486+8.74784e-17j 0.000318797-7.62574e-17j -0.000513204+7.07131e-17j 0.000252878-1.36849e-16j 5.46602e-05-4.11116e-17j -0.000795989+5.50892e-17j -3.19142e-05-2.51076e-16j 0.000114235+2.97158e-17j 9.63076e-05-1.16015e-16j 0.00131977+8.19817e-17j -0.000597842-7.09036e-17j -0.000216156-1.38912e-16j -0.00102939+4.95611e-16j 0.000496178-1.36925e-16j 8.29256e-06+1.32848e-16j -0.000426966+2.63481e-17j -0.000296724+1.18885e-16j 0.000666979+9.6389e-17j 0.000309959-1.56809e-17j 0.000371623-1.9592e-17j -0.000496705-5.35814e-17j 0.000126354+7.47601e-17j -0.000175934-8.7008e-17j 0.000521778+3.10863e-16j 0.000978735-2.41464e-16j 0.000457946+9.62986e-16j -7.42685e-05-1.03245e-17j -8.91781e-05+2.10932e-16j 0.00023703-9.06139e-19j 5.7787e-05+8.52902e-17j 0.000136177-1.10973e-16j 0.000152013-3.97481e-18j -0.000131121+7.68397e-17j 0.000843605-1.18121e-16j 0.000262848-3.34403e-17j -0.000745018+6.13132e-18j 0.000129452-2.0809e-17j 0.000309849+1.45659e-17j 0.000956255+4.07897e-18j 0.000404623-2.33732e-17j 
0.000157625+1.00797e-16j 5.75034e-05+1.00614e-16j -0.000268382+6.11222e-18j -0.000157943+1.01737e-16j 0.000659923-3.20071e-16j -0.00012292+5.28742e-18j -0.000695849+3.82664e-16j 2.67389e-05-1.42496e-18j 0.000363388-2.06823e-16j -0.000585493+2.80736e-16j -0.000546284+3.22177e-16j 0.00036909-1.23144e-16j 0.00124823-5.13997e-16j -0.000765114+3.44822e-16j 0.000445976-2.35842e-16j 0.000228918-8.47017e-17j -0.000541821+2.7351e-16j 0.000181679-2.20828e-16j 0.000246848-2.32271e-16j -0.000544052+3.22284e-16j -8.03562e-05+1.69109e-17j 5.60185e-05-1.66628e-16j -0.000769625+3.84954e-16j -0.000453057+7.67648e-17j -0.000365115+1.54648e-16j -0.000436717+2.91401e-16j 0.000299751-8.92419e-17j 1.27178e-05-7.95729e-17j 0.000635636-5.86916e-16j -0.000927254+5.40769e-16j 0.00117492-7.34939e-16j -0.000291398-9.59093e-18j 0.000562716-3.48566e-16j 0.000146983-8.40838e-17j -0.000146385+3.60711e-17j 3.50629e-05+8.18181e-17j -0.000217247+1.30195e-16j 0.00029559+1.59658e-16j 0.000204598+1.57259e-16j 0.000200996+7.6953e-17j -0.000616661+3.21247e-16j 8.42973e-05+4.62602e-16j 0.000433331-1.24921e-16j 0.00133662-5.62814e-16j -0.000121723+6.78084e-17j 0.000129354-1.05927e-16j -0.000983141+4.724e-16j -0.000348165+1.59447e-16j 0.000116712-5.5824e-17j -0.000769088+4.12287e-16j -3.84222e-07+5.40671e-17j 0.000189728-1.60255e-16j 0.000242999-8.24351e-17j 0.0003192-7.32769e-17j 0.00011501+6.50771e-17j 0.000246817-6.14301e-17j 
