-0.0940107+1.77444e-14j 0.23473+9.08335e-15j 0.115374-7.31396e-17j 0.120846+1.3168e-16j -0.191901+8.96742e-16j -0.0815614-4.56608e-15j 0.245897-3.50464e-16j -0.244223+5.64931e-14j -0.154982-1.28817e-14j -0.0209826+1.099e-14j 0.309908-1.57944e-14j -0.0784754+1.46058e-14j -0.0484402+3.15684e-15j 0.197642-2.29224e-14j -0.170559+1.96761e-14j -0.277198+1.18963e-14j 0.116714-2.55213e-14j 0.166175+3.66202e-15j -0.143505-1.20189e-14j 0.238288-1.31834e-14j 0.0467315-1.00395e-16j 0.175076+4.89383e-14j 0.0729266+8.04992e-15j 0.285615-3.4129e-14j 0.0833066-2.14572e-14j -0.0182058+3.81588e-16j 0.206376+3.96875e-15j -0.0890421+3.39227e-15j 0.0721576+6.36262e-14j 0.153323-9.18894e-13j -0.0769943-3.65456e-13j 0.339938-2.51243e-14j 0.0331631-1.88242e-14j -0.0071345-1.12849e-15j 0.0303197-9.90828e-17j -0.0087204+9.80847e-17j -0.00825716-4.51103e-16j -0.00234934+2.31949e-16j 0.000804108-4.27778e-16j -0.00419552+2.0615e-16j -0.0144147+3.26728e-16j 0.0137045+1.31549e-16j -0.00748582-2.96269e-14j -0.014133+1.52796e-16j 0.00062495+3.46012e-16j -0.0114657-6.8377e-16j 0.00666728+4.91228e-16j 0.0133237+5.9077e-17j 0.000353815+6.90465e-17j -0.0157287-1.96468e-16j 0.00561642+2.00312e-15j -0.00542701-1.65692e-15j -0.00803402-9.06709e-17j 0.00517648+9.00119e-16j -0.0237987+9.42901e-16j 0.00348142-3.38421e-16j -0.00876899-5.29616e-16j 0.00849042-2.10019e-16j -0.000887699-9.40366e-16j 0.0165366-3.7112e-16j 0.00209783+2.50283e-16j -0.0227617-1.12492e-15j -0.0152398-3.90101e-16j -0.0081633-3.08707e-16j 0.00719473-3.97729e-16j -0.0457488-2.68299e-16j 0.00462833+1.92146e-16j 0.0115055-1.17995e-16j 0.0357339+2.84828e-16j 0.00478952+2.84602e-16j -0.0829636+1.02071e-14j -0.00852148-3.04981e-14j 
-0.00609863+6.47514e-17j 0.0121588+5.29039e-17j 0.000481539-4.34466e-18j -0.000429992+1.4783e-17j -0.0018546+5.38457e-18j -0.00180637-7.14503e-17j 0.00307352+5.68448e-18j -0.00302007+7.03141e-16j -0.00091075-2.94544e-17j -0.000534428+6.20346e-17j 0.00297672-1.05216e-16j 0.000410263+8.72869e-17j -0.00117713+1.01559e-16j 0.00187112-2.39039e-16j -0.000613939+8.02895e-17j -0.00176794+9.14002e-18j -1.50714e-05-5.06857e-17j 0.00166147-1.71277e-18j -7.32624e-05-1.09488e-16j 0.000674263-2.0458e-17j -0.000507328-8.82414e-18j 0.00135793+3.59109e-16j -0.000124527+4.87954e-17j 0.00052312+2.63933e-17j -0.000510316-6.77495e-17j -0.00138039-3.20865e-17j -0.0018279+5.13695e-17j 0.00403364+4.20566e-17j 0.00821111-1.65852e-15j -0.00330273+2.39594e-14j -0.00451167-2.78261e-14j -0.00209766-1.33889e-15j -0.00222862+1.42659e-15j -0.0010729+1.25954e-16j -0.0058283+5.41894e-17j -0.00283697+1.52784e-16j 0.00473254+1.40051e-17j 0.00842178-7.23324e-17j -0.00257897+5.28046e-17j 0.00389225+2.48934e-17j 0.00639781-7.91444e-17j -0.000642093+1.43909e-16j -0.00579711-2.2628e-14j -0.0103002+3.75447e-16j 0.00694529-6.8901e-17j -0.00588223-2.08298e-16j 0.0039301+1.72336e-16j -0.00289526-2.59056e-17j 0.00533903+3.72101e-16j -0.00670217+5.33197e-17j 0.00542128+1.06116e-15j 0.00139353-7.72889e-16j -0.0112853-4.68052e-16j 0.00280646+1.77215e-16j -0.00688259+1.98178e-16j 0.00296883-3.0611e-16j -0.00247846-2.46366e-16j 0.00327976+9.44487e-17j 0.00655494-2.43386e-16j 0.00946421-3.69428e-16j 0.0034328+2.43393e-16j -0.00702629-1.68405e-16j -0.00161082-5.46592e-17j -0.0029978+6.70425e-17j 0.00669708+3.16218e-17j -0.0100787-1.80775e-17j 0.00228044+3.92643e-17j 2.3947e-05+1.72265e-17j 0.001746+8.90947e-17j 0.00566578+7.59232e-17j -0.0162549+2.07338e-15j -0.00151399-6.24666e-15j 
-0.00118912+6.35904e-16j 0.00417589+2.70286e-16j -0.000761604+4.44591e-17j 0.000283348-1.4656e-17j -1.11652e-05-2.39518e-17j -2.70116e-05-3.00642e-17j 0.000904768-1.21299e-17j -0.000650776+1.48092e-16j -0.000153743-3.2309e-18j -0.000106204+4.50953e-18j 0.000506663-2.37236e-18j 0.000346077-1.14287e-17j -0.000515238+4.99693e-17j 0.00028923-3.63793e-17j -0.000128356+1.52843e-17j -0.00032366-6.62416e-18j -0.000105962+1.29164e-17j 0.000236008+3.44077e-18j 7.46399e-05-2.91861e-17j -0.00014967+1.4624e-17j -8.23202e-05-8.99727e-18j 0.000325124+1.06134e-16j 0.000238605+1.57753e-18j -0.000328937+9.68834e-17j -0.00036023+2.43726e-17j -0.000181771-1.26398e-18j -0.000394006+2.76019e-17j 0.00132052-3.74829e-18j 0.00315678-5.23009e-16j -0.000871689+6.75032e-15j -0.000763135-5.00574e-15j -0.00135646-1.83939e-16j 0.000772623-4.66063e-16j -0.00122415+2.16994e-17j -0.000933559-6.91201e-18j -0.000188769+5.89306e-18j 0.00270356-6.39678e-17j 0.00215655-2.07219e-17j -0.000523096+6.41459e-18j 0.000439977+1.82862e-17j 0.00205029-5.44781e-17j -0.000154196+4.67738e-17j -0.00263948-1.02889e-14j -0.00324134+1.76352e-16j 0.00226718-1.2074e-16j -0.000327052-4.18624e-17j -0.00135927+2.00294e-16j -0.00171416+1.41591e-17j 0.000544314-3.78701e-17j -0.00383666+8.18457e-17j 0.00203899+4.05106e-16j 0.000794064-3.15919e-16j -0.00312437-5.88127e-17j 0.00107714-5.91281e-17j -0.00142062+2.23198e-17j -0.000950602-2.32554e-17j 0.00050585-1.40757e-16j 0.0025592-6.56144e-17j 0.00315595-9.10021e-17j 0.00254282-1.45539e-16j 0.000196144+6.0857e-17j -0.00229689-1.45855e-17j -0.000727939+8.08872e-18j -0.000411309+1.57567e-17j 0.00244827-2.66955e-17j -0.00316817+4.00941e-17j -0.000391371+5.70806e-17j 0.00157234-6.03765e-17j 5.6487e-05+1.59442e-17j 6.0004e-05+5.10412e-17j -0.00549407+1.8923e-16j -0.00163062-2.80503e-16j 
-0.000897705+3.32067e-15j 0.0111806+1.68673e-15j -0.00342502-1.35349e-17j 0.0032062+1.68951e-17j 0.000422232+3.39609e-17j 0.00108128-6.64446e-18j 0.00445988+1.69738e-17j -0.0021522+5.174e-16j -0.00127635-1.39292e-16j 0.000613912+1.66592e-16j 0.00228492-1.02692e-16j 0.00138085+1.064e-16j -0.00245662+9.98913e-17j 0.00105944-1.97095e-16j -0.00201844+1.75113e-16j -0.00273593+8.56848e-17j 0.000958165-1.2007e-16j 0.000519336-3.8172e-17j -0.000102577+1.90679e-17j 0.00083105-1.18624e-16j 0.00114636+3.54255e-17j 0.00178307+5.89787e-16j 0.00264304+1.431e-16j 0.000240164+1.47617e-17j -0.000181236-3.30182e-17j -0.000527541-2.0661e-17j 0.000917853+2.99953e-17j 0.00179635+3.26722e-17j 0.00808671+2.56575e-17j 0.00063153-4.23008e-16j -0.000610955-4.06934e-15j -0.00133593-1.8213e-16j 0.00594974-3.38796e-15j -0.00480091-2.40029e-16j 0.00101704+6.88593e-18j 0.00146148+2.085e-17j 0.00849551-7.92026e-18j 0.00257544+4.87063e-17j 9.89815e-06-3.55472e-17j -0.0015648-1.61262e-17j 0.00378691-4.31179e-17j -0.000199456+1.38573e-16j -0.00728945-2.86794e-14j -0.00631346+3.41479e-16j 0.0046918-4.01475e-16j 0.00360021+2.04253e-16j -0.00999736+3.29915e-16j -0.0053306-1.5155e-16j -0.00236886-6.48532e-16j -0.0124323-1.20737e-16j 0.0048758+1.14886e-15j 0.00256651-7.39693e-16j -0.00490734+7.02573e-17j 0.00247644-2.75641e-16j -0.000741473-3.36982e-17j -0.00699788-2.45793e-16j 0.00454258-2.27575e-16j 0.00940101-4.52334e-17j 0.00914785+1.1023e-16j 0.0036719-2.90471e-16j -0.00231108-2.598e-17j -0.00474559-9.19538e-17j -0.0020337-9.99662e-18j 0.00081437+4.25484e-17j 0.00556382+7.48165e-17j -0.00644848+5.23034e-17j -0.00389337+4.18228e-17j 0.00764042+3.4364e-17j -0.000908513-1.01343e-16j -0.00482442-1.09744e-16j -0.012246-1.25369e-15j -0.00648343+3.74878e-15j 
-0.00319075+3.72057e-17j 0.00627995-3.23945e-17j 0.000576599-1.62489e-17j -0.000150532+2.22972e-17j -0.00130102+2.74166e-17j -0.00113483-3.54014e-17j 0.00217089+7.51399e-18j -0.00248471+5.93881e-16j -0.00121623-1.04043e-16j -9.40876e-05+1.17472e-16j 0.0025719-1.19129e-16j 4.91416e-05+1.15903e-16j -0.000648804+3.72787e-17j 0.001482-1.92628e-16j -0.000937181+9.27467e-17j -0.00185882+3.76785e-17j 0.000506101-1.0091e-16j 0.00135621-4.51551e-18j -0.000445638-5.81778e-17j 0.00117188-5.07032e-17j 8.67205e-05+1.53746e-17j 0.00093072+2.34811e-16j 5.39513e-06+5.13141e-17j 0.00138488-1.34781e-16j 0.000127044-1.03951e-16j -0.000807929-3.45076e-17j -0.000227852+2.25212e-17j 0.00130325-1.28978e-18j 0.00403031-5.42324e-16j -0.000902956+7.35119e-15j -0.00240068-1.42948e-14j 0.000595552-7.00767e-16j -0.00169779+1.10219e-15j -0.000949449+9.46804e-17j -0.00263801+5.56194e-17j -0.000276961+6.15471e-17j 0.00062416+6.19527e-18j 0.00542885-9.19906e-17j -0.00288209+1.65286e-17j 0.00294384+1.53433e-17j 0.00373094-4.68757e-17j 0.00184566+5.80575e-17j -0.00338176-1.32867e-14j -0.00390153+1.41401e-16j 0.00111288-1.25441e-16j -0.00280491+1.47218e-17j 0.00344121+2.60076e-17j -0.00189772+1.38628e-17j 0.00469902+5.42271e-16j -0.00124582+2.2034e-17j 0.002254+4.45236e-16j -0.000299254-2.63775e-16j -0.00323414-7.04908e-17j 0.00337149-1.49773e-16j -0.00391843+1.05168e-16j -1.60674e-05+8.32452e-18j -0.00133573+6.90767e-17j -0.000270119+1.02993e-16j 0.0016822-1.60912e-16j 0.00473059-1.24019e-16j 0.00367266+1.55412e-16j -0.00428047-1.0232e-16j -0.00182247-5.88058e-17j -0.00312103+2.35488e-17j 0.00484287+1.47083e-17j -0.00362279+4.57518e-17j 0.00153093-4.26757e-18j -0.000647919+1.58846e-17j 1.6357e-05+2.12692e-17j 0.00267508-8.4344e-18j -0.00756688+1.01864e-15j -0.000736653-2.85578e-15j 
0.00237843+2.89353e-15j 0.00370854+1.49431e-15j -0.00432696+6.27912e-17j 0.00223676-3.44078e-17j 0.0028256-3.88995e-17j 0.00239515-4.8561e-18j 0.00172527-2.16088e-17j 0.00048174-1.38625e-16j -0.00032566-1.41421e-16j 0.00165487+6.99636e-17j -0.000766176+7.52433e-17j 0.00211871-6.89504e-17j -0.00175044+7.01744e-17j -0.00118644+1.2013e-16j -0.00101949+5.88778e-17j -0.000574404+2.45422e-17j 0.000639417+1.90174e-17j -0.00141457-3.87018e-18j 0.00119471+1.50975e-16j -0.000733136-2.06219e-17j 0.00160998-4.608e-18j -0.000345773+1.211e-17j 0.00225352-1.39194e-17j -0.00145175+1.88898e-16j -0.00012214+9.37557e-17j -0.000295183-5.03174e-18j 0.000103574-2.97143e-17j -2.52875e-05-1.05524e-17j 0.00345593+5.79578e-16j 0.00160101-8.43618e-15j 0.00161742+9.29976e-15j -0.00149451+4.95935e-16j 0.00531219-3.0997e-15j -0.00456604-1.73883e-16j 0.00331377-7.84822e-17j 0.00415881-1.46735e-16j 0.0037422-9.8871e-19j 0.000826478+7.20516e-17j -0.0011665-7.94282e-17j -0.00160678+4.41818e-17j 0.001918+2.17198e-17j 0.00292909+7.4954e-18j -0.00514985-2.04266e-14j 8.76674e-06-4.72305e-18j -0.00160422-3.83737e-16j 0.00601582+3.02557e-16j -0.0089837+3.15625e-16j -0.00462072-6.72264e-17j -0.0015333-1.85392e-16j -0.00596935-1.32468e-16j 0.0017588+5.5572e-16j 0.00055541-1.9846e-16j 0.00327012+3.13688e-16j 0.00389901-6.91151e-16j 0.00159845-2.05755e-16j -0.00987216+2.79722e-16j 0.00521258+5.8146e-17j 0.00482503-3.14381e-17j 0.00380857+1.76561e-16j -0.000466832+7.0654e-17j -0.000856969-2.67895e-17j -0.00253723-7.3402e-17j -0.00252013-1.26342e-17j -0.000203135-2.85329e-17j 0.00460656+6.87185e-17j 0.000357657+2.02265e-17j -0.0040776+6.85829e-17j 0.0061857-5.0553e-17j -0.00309811-1.06624e-16j -0.00709179-3.94516e-17j -0.00349565-2.26472e-15j -0.00541424+6.76987e-15j 
-0.00502685-1.54848e-15j 0.00543933-7.95223e-16j 0.00345345-8.1618e-19j -0.000217537+7.86301e-18j -0.00365129-4.86465e-20j -0.00267532-8.97865e-17j 0.00297974-2.91532e-18j -0.00306356+7.0321e-16j -0.00126854-5.53805e-17j -0.000688433+6.45677e-17j 0.00394932-1.76652e-16j -0.000944664+1.4991e-16j -0.000482513+7.39794e-17j 0.00272901-3.07932e-16j -0.00133548+1.81063e-16j -0.00282706+9.48762e-17j 0.000830897-2.37975e-16j 0.0023131+4.50489e-17j -0.00109936-1.80301e-16j 0.00256365-9.98205e-17j -0.00029295-1.06722e-17j 0.00215894+5.56657e-16j -0.000127932+7.27953e-17j 0.00295223-3.21516e-16j 0.000764251-2.37585e-16j -0.00134726-1.6804e-17j -0.000115774+5.08676e-17j 0.00132507+3.78893e-17j 0.00209204-5.31043e-16j -0.0010628+7.46216e-15j -0.00412983-2.41738e-14j 0.00252598-1.24062e-15j -0.004+2.34674e-15j 0.00261972+1.81788e-16j -0.00475149+4.91576e-17j -0.0045663+1.50397e-16j 0.000298875-3.01017e-17j 0.00291746-6.78884e-17j 0.000245382+8.25885e-17j 0.00236897-5.97241e-18j 0.00139541-6.28012e-17j -0.00294836+5.5159e-17j 0.000790408+3.36614e-15j -0.00541566+2.10498e-16j 0.0052315+2.5614e-16j -0.00679274-3.82266e-16j 0.00710912-3.6854e-17j 0.00196314+5.48463e-17j 0.00265871+1.60208e-16j -0.000231867+1.61512e-16j 0.0016244+1.63375e-16j 0.000677187-3.02624e-16j -0.00839204-4.9043e-16j -0.00195859+6.07603e-16j -0.00426444+2.26617e-16j 0.00841022-3.30997e-16j -0.00455994-2.683e-16j -0.000737799-1.5022e-18j 0.00120407-2.55008e-16j 0.00482841-2.51262e-16j 0.00135187+1.23204e-16j -0.00155328-1.10173e-17j 0.00118287+8.8772e-18j -0.000659713+5.17238e-17j -0.000360252-6.78978e-17j -0.00586139-3.5368e-17j 0.00356992+1.12231e-17j -0.00354929-6.29251e-18j 0.00346864+1.38539e-16j 0.00723751+1.22296e-16j -0.00628741+2.54459e-15j 0.0026617-7.55545e-15j 
-0.000423504-3.68689e-16j -0.000244815-3.13205e-16j 0.000671026+5.55217e-17j -0.000419506-2.85884e-17j -0.000514255-2.96098e-17j -0.000442396-3.55999e-17j -7.87962e-05-3.54168e-17j -0.000645484+1.33224e-16j -0.00036922-3.88657e-17j -0.0002184+2.04358e-19j 0.000638831-1.37988e-17j -0.000413591-5.91943e-18j 0.000303166+2.19253e-17j 0.000432708-2.19742e-17j -7.84741e-05+2.08231e-17j -0.000311524+5.73048e-18j 8.55043e-05-3.63722e-17j 0.000513413+3.69756e-17j -0.00042796-7.09653e-17j 0.000427827+1.49648e-17j -0.000132496-1.73926e-17j 8.03648e-05-8.40384e-19j -0.000434413-3.9446e-17j 0.000720012-3.9072e-17j 0.000112907-3.85748e-17j 9.27044e-05+1.68764e-17j 0.000360525+4.37521e-17j -0.000301431-4.29373e-17j -0.000259088-7.35608e-17j 2.51312e-05-2.47264e-16j -0.00022527-1.09233e-15j 0.000874982+3.21834e-18j -0.00106952+5.76447e-16j 0.000141732+8.91725e-17j -0.00031628+1.22937e-17j 0.000347452+6.43274e-18j -0.00152093-1.21359e-16j 0.00101815-3.58132e-17j -0.00112593-3.81395e-17j 0.00101549+4.8568e-17j 0.00037067-2.86786e-17j 0.00125718+3.85249e-17j 3.83127e-05+1.809e-16j 0.000670602+4.8315e-17j -0.00139487-1.15665e-16j -0.000663591-5.12687e-18j 0.00211782+8.80413e-17j 5.80125e-05+7.31695e-17j 0.0017908+3.75446e-16j 0.00201979+1.85258e-16j -0.000390031-1.48598e-16j -0.000756843+4.41717e-17j 0.00115023+1.52263e-16j 0.00110573-8.12592e-17j -0.000663759+9.22002e-18j -2.22547e-06+1.43464e-16j -0.000669895+6.60525e-17j -0.00184017-9.59269e-17j -0.00140154-1.77132e-16j 0.000274213+1.14787e-17j 0.00162122+1.12387e-16j -0.00044486+1.34428e-17j -0.000514009-2.56742e-17j -0.00124451-5.47389e-17j 0.000771761-2.59322e-17j 0.000795532+1.1316e-16j 0.00076939+3.77193e-17j -0.00116103-9.596e-17j -0.00030231-2.92367e-18j 0.000783345+4.55114e-17j 0.000467358+3.7952e-16j 0.000563701-5.73231e-16j 
0.000346677+7.78666e-16j -0.000868881-2.21822e-15j 9.45815e-05+2.83147e-16j -5.54306e-05-1.43567e-16j 2.95385e-05+3.35304e-17j 3.49565e-05+6.13948e-17j -0.000172881-4.03633e-16j -1.2143e-05-8.26541e-17j -9.31659e-05-2.86228e-16j 3.33064e-05+8.99753e-17j 1.30687e-05+9.44373e-17j -0.000102522-2.72536e-16j 0.000130474+3.20744e-16j -1.07385e-05+1.71435e-17j -3.67464e-05-1.19521e-16j -2.96709e-05-1.2296e-16j 7.25621e-05+1.95907e-16j 2.20732e-05+9.61309e-17j -0.000102614-2.8597e-16j 0.000105833+3.13594e-16j 5.86872e-05+1.56312e-16j -7.92743e-05-2.03443e-16j -6.8965e-05-1.82671e-16j 0.00020214+5.45783e-16j 9.39985e-05+2.46453e-16j 9.82901e-05+2.40263e-16j 0.000255153+6.73145e-16j -0.000420416-1.09272e-15j -0.000610176-1.39914e-15j 0.000317704-1.3981e-15j 0.000269625+2.41946e-15j 0.000474992+1.36754e-15j -0.000115951-2.79306e-16j 7.45659e-06+3.48406e-17j 0.000391823+9.71723e-16j 0.000463878+1.16695e-15j -0.000852893-2.23295e-15j -0.000182033-4.132e-16j -0.000294169-8.05229e-16j 7.49746e-05+2.44547e-16j -0.000264437-6.43978e-16j 0.000633997+1.64778e-15j 0.000293116+1.86524e-15j 0.00102135+2.56286e-15j -0.00111144-2.88452e-15j 0.000334576+8.40035e-16j 0.000305803+8.63008e-16j 0.000104271+2.81386e-16j 0.000283599+8.98274e-16j 0.00112882+2.94839e-15j -0.000501786-1.38253e-15j -0.000387856-9.28883e-16j 0.00137859+3.59497e-15j 0.000349225+8.63422e-16j 0.000281512+6.56684e-16j -0.00049844-1.17854e-15j 6.10886e-05+1.81547e-16j -0.000838618-2.20104e-15j -0.000932431-2.42159e-15j -0.000595365-1.43668e-15j 0.00037311+1.02365e-15j 0.000261042+6.36416e-16j -0.000159193-4.33243e-16j -0.00028459-7.91633e-16j -4.70779e-05-8.08032e-17j 0.00106552+2.73148e-15j 2.51268e-05+1.0005e-16j -0.000287587-7.89228e-16j -0.000336522-8.66051e-16j -0.000305515-7.34561e-16j 0.00127239+3.1051e-15j 0.000179993+8.7841e-16j 
-0.000535427-1.18571e-16j 0.000545193-1.84559e-16j 0.000363349-4.31441e-17j -6.98818e-05-2.44881e-17j -0.000449133+7.01705e-17j -0.000285279+2.97773e-17j -0.000109144-5.67088e-18j 2.08464e-05-5.27115e-18j 0.00024476+2.25517e-17j -0.000436948+3.06871e-17j 7.62413e-06-1.14291e-17j -0.000291267+4.01929e-17j 0.000127921-1.6269e-18j 0.000199127-6.06025e-17j 0.000258654-3.77606e-17j 0.000208591-2.33268e-17j -0.000268994+4.52504e-17j 0.000194946-3.15388e-17j -0.000175645-4.42094e-18j -8.84462e-05+1.11147e-17j -0.000404341+4.97293e-17j 0.00023975+5.74426e-18j -0.000202343+1.59696e-17j -0.000118272+3.94865e-17j -0.000190788+3.17974e-17j 0.000127932-1.43726e-17j -9.95e-05+8.37484e-18j 0.00054736-6.2471e-17j 0.000341806-3.21115e-16j -0.000595463+3.88773e-15j -0.000301275-1.95771e-15j -0.000585657-9.02876e-18j 1.11017e-06-8.81778e-17j 0.000543022-7.97385e-17j -0.00063831+6.58592e-17j -0.00124565+2.37984e-16j 0.00119042-2.62172e-16j -0.000540706+1.64415e-16j 0.00108478-2.07035e-16j -0.000412891+1.09173e-16j -0.00024084+5.579e-17j -0.00174537+3.4535e-16j 0.000419427+1.66229e-15j -0.00138845+3.03107e-16j 0.00210555-3.06746e-16j -0.000813203-2.21608e-17j -0.000216635+1.68119e-16j 0.000530775-9.38247e-17j -0.00107917+3.24608e-17j -0.00140854+3.37864e-16j 0.0004593-1.80499e-17j 0.000715337-2.58459e-16j -0.0024754+2.82427e-16j -0.00152978+5.1613e-16j -0.000134935+1.32651e-17j 0.00190197-4.41052e-16j -0.000430968-1.18442e-16j 0.00117585-3.08516e-16j 0.00116489-2.49899e-16j 0.000505839-1.35323e-16j -0.00115628+2.47309e-16j 0.000361336-6.49152e-17j 0.000792042-1.24198e-16j 0.0010054-2.02782e-16j -0.00106605+1.96674e-16j -0.00158113+2.51256e-16j 0.000127419+3.22182e-17j 4.01066e-05-6.6103e-17j 0.000970415-1.40519e-16j 0.000898052-6.23332e-17j -0.00104587+4.90497e-16j 0.000290947-1.0371e-15j 
0.000569369-4.99057e-16j -0.00271959-3.88631e-16j -0.000311827-6.20188e-18j -0.00168589+3.49468e-17j 0.00117262+1.58049e-18j 0.000259948+5.18127e-17j -0.00261437+3.1116e-18j 0.00142982-3.00872e-16j 0.000966726+9.81052e-17j -0.000218333-7.53442e-17j -0.00212398+8.98301e-17j 6.54954e-05-9.76635e-17j 0.000976778-5.61724e-17j -0.00128578+1.55505e-16j 0.001585-1.81808e-16j 0.00229691-1.09147e-16j -0.00106186+2.05386e-16j -0.000833879-3.23291e-17j 0.000637723+4.62703e-17j -0.00173342+1.25124e-16j -0.000701496+6.60346e-18j -0.00156996-4.59991e-16j -0.00135504-5.79596e-17j -0.00173933+2.20843e-16j -0.000714941+1.52984e-16j 0.000516823+9.06292e-18j -0.00122208+1.23911e-17j 0.000342165-6.78699e-17j -0.00102017-6.32751e-16j -0.00136103+8.04751e-15j 0.000719352+3.76876e-15j -0.00210131+2.69539e-16j -0.00141793+9.09001e-16j 1.97998e-05+8.26645e-17j -0.00037378+7.32337e-17j 0.000871248-2.50123e-17j -0.00189924+2.71292e-17j 0.00123994-1.69518e-16j -0.0015656+7.59008e-17j 0.00125708-6.48186e-17j 0.000588156-8.22264e-17j 0.00178035-8.41409e-17j -2.09807e-05-7.63875e-17j 0.00132094-1.61944e-17j -0.00219557-3.17054e-17j -0.000313833+1.31318e-16j 0.00224544-1.62883e-16j -0.00023547+7.36461e-17j 0.00223717+2.72916e-16j 0.0027647-1.2695e-17j -0.000633376-1.68997e-16j -0.00100343+1.75162e-16j 0.00212922+1.2804e-16j 0.00161592-2.77729e-16j -0.000417389+7.55859e-17j -0.000666214+1.77441e-16j -0.000484004+2.09398e-16j -0.00243062+1.02944e-16j -0.00187214-4.26688e-17j -4.45838e-05-8.30416e-18j 0.00208129-5.27376e-17j -0.000347508+7.36816e-17j -0.000668367+1.76398e-17j -0.00157399+7.17384e-17j 0.00106689-1.03893e-16j 0.00180064+7.10661e-17j 0.000730862-5.77069e-17j -0.00138002+3.23079e-17j -0.000971095+1.00207e-17j 0.000512719-7.31123e-17j 0.00166232+1.83996e-16j 0.000606383-6.77008e-17j 
0.00250886-8.78506e-16j -0.00725667-2.63757e-16j 0.000676148-2.83368e-17j -0.000549256-2.74778e-17j 0.000510982+1.10223e-18j 0.000409539+2.75825e-17j -0.00233316+4.24135e-18j 0.00179808-4.43331e-16j 0.00081294+7.12168e-17j -0.000110509-8.72723e-17j -0.00180324+7.44109e-17j -0.000584304-4.90708e-17j 0.00108014-7.04466e-17j -0.00095886+1.36704e-16j 0.000846404-6.9553e-17j 0.00148356-1.99267e-17j -0.000351806+4.30256e-17j -0.000755508+1.2988e-17j 5.32929e-06+3.60206e-17j -0.000554895+1.71347e-17j -0.00023446-1.70326e-17j -0.000863934-2.62287e-16j -0.000611497-5.97261e-17j -0.000397013-2.02193e-17j 0.000143705+2.06475e-17j 0.000750568+1.74866e-17j 0.000471053-5.48964e-17j -0.00178162+4.26777e-17j -0.00501475+6.82012e-16j 0.00092925-7.96708e-15j 0.00188749+1.15836e-14j 0.000797596+4.8477e-16j -0.000321602+9.78035e-17j 0.0017505-6.37975e-17j 0.00190858-7.87443e-17j 0.000245056-3.23877e-17j -0.00317434+5.32042e-17j -0.00437945+1.76948e-16j 0.00165033-8.38033e-17j -0.00152764+5.06392e-17j -0.00362309+1.54035e-16j -0.000594912-2.39293e-17j 0.0042062+1.63849e-14j 0.00496536-3.08426e-16j -0.00283122+1.8703e-16j 0.00130488-3.86103e-17j 0.000336339-1.17848e-16j 0.00262065-5.09809e-17j -0.0023148-3.60759e-17j 0.00472701-7.59816e-17j -0.00308134-5.79335e-16j -0.000757382+4.26959e-16j 0.00451969+3.18448e-17j -0.00250232+2.08245e-16j 0.00299792-1.47505e-16j 0.00120892+3.23307e-17j -0.000133584+8.17987e-17j -0.00276069-8.85836e-18j -0.00409475+1.62397e-16j -0.00451336+2.98895e-16j -0.00156277-2.39977e-17j 0.0041604-2.70137e-17j 0.00152391-2.39679e-17j 0.00161776-1.04243e-16j -0.00455622+1.21282e-16j 0.00480729-1.14487e-16j -7.65429e-05-1.3297e-17j -0.00160277+1.70941e-17j -4.98138e-05-2.75921e-17j -0.000911508+2.59611e-17j 0.00892335-6.7279e-16j 0.00215936+1.26507e-15j 
