-0.221649+1.43495e-12j 0.191763+3.14973e-13j -0.10553-3.53903e-15j 0.183779+5.53892e-15j 0.0750578-3.65466e-15j -0.0557643-8.00221e-15j -0.0318248-1.47398e-15j -0.0162848+1.16491e-15j -0.0838409-2.08082e-15j 0.144112+1.08606e-15j 0.00848093+8.43559e-15j -0.049725-1.83413e-15j -0.150215-6.08316e-15j -0.140017-2.76067e-14j -0.00641913-2.82521e-15j -0.0425919+2.48606e-15j -0.0832968-2.45835e-14j -0.0723952-3.48004e-14j 0.208971+3.0751e-14j -0.0252898-5.08639e-15j 0.173541+2.96222e-14j -0.0270576-1.26963e-14j 0.169254-1.08506e-14j -0.0391338+4.82856e-14j 0.147838-1.11225e-14j -0.108271+3.60761e-14j 0.0572889+1.31355e-14j -0.146855-6.66335e-15j 0.00894277+1.60775e-14j 0.136335-1.78597e-14j 0.057958+2.93128e-15j 0.192739-5.34234e-15j -0.0785091+4.70013e-15j 0.0788708-1.1029e-13j 0.203267+2.54053e-14j 0.0014208+2.33249e-14j -0.0234448+1.09083e-14j -0.0684904+1.98934e-14j 0.042435-1.7583e-14j 0.00180857-9.52989e-15j 0.0701494-1.30893e-14j -0.0808264+1.60482e-14j 0.088079-8.87781e-15j -0.102689+1.13687e-13j -0.146436+7.76105e-15j 0.0529715+1.68919e-14j -0.00875069-2.77547e-14j -0.127358+3.33049e-14j -0.274954+4.91065e-15j 0.0207918+8.11168e-15j 0.112779-1.25787e-14j -0.0684978-5.03472e-14j 0.0794012+5.91877e-15j -0.00193463-5.33255e-15j -0.0451215-1.63486e-15j -0.0400549-4.06245e-15j 0.0737295+1.15477e-14j -0.00502064+6.55564e-15j 0.0478258-7.25331e-15j -0.0353828-5.54605e-14j -0.113592+3.24639e-14j 0.0715054+3.4569e-15j -0.0535886-2.54877e-15j 0.0612724-7.09863e-16j 0.0837428-1.48116e-15j -0.1563-1.248e-15j -0.0248547+2.47397e-15j 0.00833799-2.60677e-15j -0.0530087+1.904e-15j -0.0942649-1.73838e-15j 0.00665459+4.31517e-16j -0.0845531+4.63186e-15j 0.0420089+1.47527e-15j 0.0566254+2.8033e-15j -0.241596-7.8429e-16j 0.204234+3.04924e-13j -0.139815-1.36745e-12j 
-7.60225e-05-2.05768e-15j 0.00148586-3.45094e-16j 0.000429352-7.31983e-17j 0.000455068-1.42909e-16j 0.00147831+1.72769e-16j 0.000107154-5.58382e-17j -0.00115386-7.7131e-17j 0.0009229-1.0667e-16j 0.00128253+3.43866e-17j -0.00122591-1.54273e-16j 0.000392964-5.09468e-17j 0.000147009-1.20895e-17j -0.000891455-2.02541e-17j 0.000821555+2.24984e-16j -0.000499557-9.9041e-18j 0.00118159-3.65071e-16j -0.00114242-2.30714e-16j -0.000380852-1.67062e-16j 0.00110362+1.80003e-16j -0.00112043+1.42102e-17j -0.00154139-2.40595e-16j -0.000627597+7.44755e-17j 0.00112507+8.92423e-17j -0.00113801+1.08631e-15j 0.000378545+5.04482e-17j -5.48831e-05+1.83506e-16j 0.000637275+6.66029e-17j 0.000729849-1.75851e-16j 0.0011064-1.0398e-16j -2.41152e-05+1.15953e-18j -0.00117534+1.09054e-16j -0.000163941+2.90612e-16j -0.00101541+6.64725e-16j -0.000504228+9.92583e-16j 0.000664527-9.21306e-17j -0.00135074-2.26911e-16j 0.00264555-2.08733e-17j 0.000222568+3.16965e-16j 0.00103924-2.94624e-17j 0.00220322+5.68846e-17j 0.000694442-3.11454e-16j 0.00037379-1.77741e-16j -0.000342666-1.50864e-16j -0.00073874+6.67237e-16j 0.000106102+9.35684e-17j -0.000724915-1.04716e-16j 0.00238212+1.23493e-16j -0.001773+6.25354e-16j -0.000570058-1.52273e-17j 0.000443261+1.05587e-16j 0.00174582-1.24114e-16j -0.000914305-3.93895e-16j 9.4811e-06-3.46976e-17j -0.000155855-4.90297e-17j -0.000246549-1.52809e-16j -0.000321063-2.44942e-17j 0.000808011+1.27915e-16j 0.0014825+2.00856e-16j 0.000298301+8.7413e-17j -0.00044688-7.25514e-16j 0.000374124-8.80229e-17j -0.00232116-1.84671e-16j -0.000166452-1.62625e-17j 0.000197728-1.02874e-16j -0.001176-4.62453e-17j 0.000279009-7.68438e-17j 0.000840848+6.08345e-18j 0.000262045+1.98114e-16j 0.000628064-7.77693e-17j -0.000136287+8.86945e-17j 0.0020879+1.02351e-16j 2.01306e-05-3.56076e-17j -0.00120288-1.70959e-16j 0.000451275-1.82079e-16j -0.000651902-4.56635e-17j 0.00150124+2.01104e-16j 0.000275539-5.14029e-16j 
-0.000236952+1.85179e-15j 7.3069e-05+4.09084e-16j 0.000256128+3.41796e-17j 0.00177952-1.08159e-16j 0.00111731-1.85703e-16j 0.00113691+4.77359e-17j -0.00147162+2.46507e-16j 0.00173159-1.11363e-16j -0.00013073+1.31868e-16j 0.00148685-1.69098e-16j -0.00205512+2.71542e-16j -0.00125435+2.19702e-16j 0.000657975-1.36854e-16j 0.0015657+6.84941e-17j -0.000842032+8.69758e-17j -0.00106712+4.33697e-16j 0.00103989-1.5658e-17j 0.000203146+8.05573e-17j 0.00102582+5.30561e-17j 0.00105024-2.89557e-16j 0.000697567-5.65313e-18j 3.80762e-05-4.17184e-17j 0.000155205+2.33025e-17j 0.000965168-1.11764e-15j 0.00125224-2.74104e-16j -0.00249665+1.81748e-15j -0.00174817+4.70055e-16j 0.000135588-2.66995e-16j 0.000785029-2.85441e-16j 0.00176174-5.961e-16j 0.000100614-2.37558e-16j 0.000253639+4.75704e-16j -0.00201485+1.70694e-15j 0.00158298-2.91486e-15j 0.00118057+3.98772e-16j 0.00131706+1.64626e-16j -0.00142413+5.38364e-16j -0.00223991+5.20294e-16j 0.000402973-4.77787e-16j 0.00212033-7.52823e-16j -0.00122557+2.0103e-16j 0.00155495-1.88822e-16j 0.000441265-4.01248e-16j -0.0027546+3.03752e-15j -0.00174224+1.57097e-16j -0.00201849-4.88786e-16j 0.000218478+3.93051e-16j 3.21329e-05-2.83039e-17j 0.000366227+1.28726e-17j 0.00123812-3.4195e-16j -9.48293e-05+1.71076e-16j -0.000911995-6.53621e-16j 0.000934472-6.00949e-18j -0.000193747-9.91495e-17j 0.00184949-3.95953e-17j 9.2225e-06+2.1268e-17j -0.00191907+8.74437e-18j -4.30793e-05-1.04538e-16j -0.00177674+5.29478e-16j 0.00170985+2.39801e-15j -0.00139036+5.43065e-16j 0.00216449-2.5289e-16j 0.000246825-1.0402e-16j -0.000198029+1.5703e-16j -0.00105192+5.25928e-17j 0.000662664-2.2582e-18j -0.00145743+1.17442e-16j 0.000786423-1.77492e-17j -8.49172e-05+1.16823e-16j -0.00215566+2.30375e-16j 0.00203668-2.04218e-16j 0.000217383-3.2135e-17j 0.000369773+2.58029e-17j 0.0019609-1.0052e-16j -0.000879437+1.02953e-16j -0.000171774-1.02499e-16j 4.44328e-05+6.90649e-16j 
-0.000161049+3.45901e-15j -0.00121177+7.86036e-16j -0.00100556+3.23371e-17j -0.00192971-1.02277e-16j 0.000858667-8.19056e-17j -0.00108761-1.6583e-16j -0.00121301+4.85864e-17j -0.00103596-1.06867e-16j -0.000558977+1.49004e-17j -0.00218785-5.06186e-17j -0.000128194+4.11287e-17j -0.00100441+1.28115e-16j 0.00133423+5.37442e-17j 0.00122932+8.45211e-17j 0.000384723+4.42339e-17j -0.000634737+1.3423e-16j -6.12599e-05+6.60684e-17j -0.00134201-1.07363e-15j -0.00101958-3.90913e-16j 0.00218535+6.9701e-17j -0.00174128-1.75946e-16j 0.000193659+1.25464e-16j -0.000481022+2.20713e-17j 0.000191661-1.54901e-16j 0.000345821-1.23998e-16j 0.00110366-6.81184e-16j 0.000693151-2.12345e-17j -0.00074924+2.32685e-16j -0.000395726+2.2897e-16j -0.000582178+1.57412e-17j 0.00131211+1.04306e-16j 0.000634312-1.65531e-16j 0.000457618-4.64287e-16j -0.00120825+1.9368e-15j -0.000913234-4.13436e-16j 0.000567729-5.13531e-17j 0.00165532-7.27738e-17j -6.73137e-05+3.83148e-16j 0.00225559-2.19226e-16j 0.000789441-2.38611e-16j -0.00195877-8.05278e-17j -0.000693454-7.99301e-17j -0.000139597+1.55437e-16j 0.00129321-1.12754e-15j 0.00134204+4.01633e-17j 0.000797232+5.64051e-16j -0.00179675-1.14861e-16j 0.000518009-2.9121e-16j -0.00128747-7.56009e-18j -0.00104017+1.22813e-16j -0.000585098-3.64166e-17j 0.000997157+7.31937e-16j -0.000954515-1.80706e-16j 0.00101565-5.17931e-17j -0.00128966-1.14812e-16j 0.000339909-4.52601e-17j -0.00192411-9.89284e-17j 0.00110773-1.66945e-16j 0.00165478-3.31369e-16j -0.000165617-2.96534e-16j 0.000871815-2.88422e-16j -0.000250134-1.45125e-16j 0.000476839+4.37771e-17j -0.00292501-4.26135e-17j -0.000232584+9.60364e-17j 0.00033868-3.41479e-17j 0.00136075-1.09462e-17j 0.0018113+1.38956e-16j -0.00126637+3.27198e-18j 0.000499206+1.02587e-16j 2.84007e-05-9.7977e-17j -0.000481863+2.04648e-17j -0.00161153-6.84256e-17j -0.00242631-7.54108e-17j 0.000516193+7.94217e-17j -0.00101828+1.28271e-15j -0.000981868-5.51875e-15j 
-0.00111547+8.51805e-15j 6.21224e-05+2.01337e-15j -0.00143368-3.50393e-16j -0.000694335-3.9321e-17j 0.000947401+1.92639e-16j -0.000980043-2.8914e-16j -0.00024733-1.32444e-17j -0.000911316-1.60605e-16j 0.000169923+5.12512e-17j -0.000978265-8.06021e-17j 0.000558404+1.17056e-16j -0.000417746-8.40691e-17j -0.000374054-1.95402e-16j 6.11081e-05-3.1108e-17j -0.000268348-9.51334e-17j 8.85335e-05+1.32499e-17j -0.000399557-1.1824e-16j -0.000659254-5.0254e-16j 0.00069573+3.5099e-16j -0.000649009-2.89627e-16j -0.00120368-2.8229e-16j -0.000502786-5.70374e-17j 0.000880883+1.84543e-16j -0.00127883+1.10161e-15j 0.000642015+1.41462e-16j 0.00112787-6.21911e-16j 0.00112948+1.55555e-16j -0.000416693+9.18897e-17j -0.000740011+2.67147e-17j -0.00121905+2.9995e-17j 3.51493e-05+6.54012e-17j 0.00138739+1.07095e-16j -0.000104268-4.83584e-16j -6.48884e-05+4.02529e-16j 0.000419895+4.78904e-17j -0.000778526-2.68362e-16j 0.00219639+2.00113e-16j 0.00161194+3.00157e-16j 0.000630307+1.48084e-16j 0.000739344+2.59324e-16j 0.00016493+8.36942e-17j -0.000971061-1.63378e-16j 0.00122984+3.38713e-16j 0.000352247-1.58268e-16j -0.000330193-1.31232e-16j 0.000733281+3.51936e-16j 0.000777699+1.72392e-16j -0.000338891+5.48361e-17j -0.00148582-3.03222e-16j -0.000961423+2.46792e-16j 0.00147358+6.94056e-17j 0.000776636+6.1475e-16j 0.000464483+1.74366e-16j 0.000321559+8.3865e-17j -0.000336969-4.1928e-18j -0.000306347-1.85032e-16j -1.08167e-05+1.53181e-16j 0.000725238+1.48149e-16j 0.00196035-1.82801e-17j -0.00139256-2.4011e-15j 0.000822631-1.21665e-16j -0.00123591-2.93815e-16j -0.000168051-6.08409e-17j -0.000400246-8.91095e-19j -0.000928114-2.26499e-16j -0.000695773-2.12673e-16j 0.000832094+9.02503e-17j 0.00104272+2.63257e-16j -0.000402248-3.01307e-17j 0.000579646+8.29542e-17j 0.000213316+7.07928e-17j -0.000420366-6.90295e-17j -0.000443509-2.11952e-17j -0.00162375-2.56537e-16j -0.000995159-2.95089e-16j 0.000232928+2.44265e-15j -0.00136681-1.07648e-14j 
-0.00016686-1.32726e-16j 0.000677893+1.18064e-15j -0.000394124-4.36451e-16j -0.00160678-2.08364e-15j 0.000914306+1.23297e-15j -0.000717737-1.0598e-15j -0.000349635-5.36907e-16j -0.00144161-1.96358e-15j -0.000203934-3.39943e-16j -0.00130602-1.7077e-15j -6.145e-05-7.66766e-17j 0.000280998+4.66829e-16j 0.000163317+2.23497e-16j -0.000100543-3.40888e-16j 0.000415888+5.80491e-16j -0.0014498-1.82219e-15j -0.00022863-4.51094e-16j -0.000280602-6.02319e-16j -0.00100494-1.51989e-15j 0.00101349+1.45355e-15j -0.000207477-6.25717e-17j -0.000237336-3.60708e-16j 0.000827526+1.11241e-15j -0.000662198-1.51582e-16j 0.000173696+2.22138e-16j 0.00142832+1.07924e-15j 0.00062872+7.16135e-16j 0.000606256+8.62242e-16j 1.57629e-05+1.0917e-16j -2.32813e-05+1.34382e-16j 0.00127157+1.84528e-15j 0.000656753+6.03085e-16j 0.00099638+4.05256e-16j -0.000513537+6.77616e-17j -0.000603971-1.06083e-15j -0.000719721-1.18892e-15j 0.000942025+1.0979e-15j 0.00160745+2.13936e-15j 0.00104828+1.56638e-15j 0.000328927+4.75215e-16j -0.00180844-2.44556e-15j -0.00140568-1.9256e-15j -0.000127742-1.57822e-16j 0.000587843+1.95623e-16j 0.0010859+1.51192e-15j 0.00117363+2.00594e-15j -0.000621314-1.10699e-15j 7.82509e-05-5.8611e-17j -0.00126697-1.8712e-15j -0.000954299-1.06801e-15j -0.00038677-5.52035e-16j 0.00151298+2.95877e-15j -0.000729842-1.12962e-15j -0.000411208-6.24247e-16j -0.00140009-2.01612e-15j 0.000623227+8.81381e-16j -0.000545747-6.98447e-16j 0.000158115+1.05313e-16j 0.0012668+1.34604e-15j -0.000295263-8.08161e-16j 2.85464e-05-1.01197e-16j -0.000671482-9.20587e-16j 8.59464e-05+1.41991e-16j -0.00071714-9.42395e-16j 0.00057315+9.68401e-16j -0.000657635-9.70625e-16j 0.000324871+3.97586e-16j 0.00129891+1.82362e-15j -0.000883955-1.2435e-15j 0.00109386+1.44641e-15j -0.000217-3.03491e-16j 4.5477e-05+2.43194e-17j -0.00122177-1.73668e-15j -0.00182056-2.36461e-15j 0.000167163+1.83405e-16j 0.000742669+2.1439e-15j -0.000380043-4.50095e-15j 
0.000321875-5.10411e-15j 0.00138082-8.77034e-16j 0.000934287-1.04573e-16j 0.000291734-4.05723e-16j -0.000143937+2.61785e-16j 0.000275099-2.24789e-16j 0.000222024-1.58425e-16j 7.97904e-06-3.89908e-16j 5.4161e-06-5.05055e-17j 0.000270883-4.14697e-16j 0.00010746+9.65941e-17j 0.000862139+7.58469e-17j -0.000655481+8.39195e-17j -0.000819262-2.28437e-16j 0.000405903+7.17621e-17j -0.000249905-3.29031e-16j -0.00052836-2.73496e-16j 0.000302272+1.84155e-16j -0.000306586-2.13553e-16j 6.82827e-05+1.82292e-16j 0.00110434+2.20432e-17j 2.19221e-05-1.96635e-16j 0.000503801+1.73569e-16j 9.33658e-05-4.23277e-16j -0.000282438+2.4557e-17j -0.000140271+5.97359e-16j -4.55977e-06+1.75956e-16j 0.000563784-3.96061e-17j 0.00082635-1.62112e-16j 0.00105567-2.81362e-16j 0.000163881+3.13396e-16j -0.000498105+1.26858e-16j 0.000517986-1.88952e-17j -0.000246862+1.18753e-16j -3.64822e-05-2.01611e-16j -0.000475842-3.38034e-16j -0.0006875+4.3566e-16j -0.000138156+5.79107e-16j -9.51764e-05+2.67168e-16j -0.000522714+2.00198e-16j -5.36459e-05-3.93396e-16j -0.000239207-3.93047e-16j -0.00100716+6.76803e-18j -7.65866e-05+1.28299e-16j 0.000626242+2.73409e-16j 0.000271736+3.80501e-16j -7.90957e-05-2.20732e-16j -0.000580966+1.15415e-16j -0.000134813-3.60924e-16j 0.000392607-4.56286e-16j -0.000563079+2.18397e-16j -0.000267867+2.49654e-16j -0.000578417-1.98514e-16j -0.000640692-1.53797e-16j -0.000798913-4.34083e-16j 0.000299355+2.08753e-16j 0.000926347+4.68047e-18j -0.000316152+9.69273e-17j -0.00065905+5.21946e-16j 0.000448054+4.54799e-16j -0.00071543+3.11808e-16j -0.000174143-2.91942e-16j -0.000151387+2.89733e-17j 0.00076391-1.73569e-16j 0.00125704+1.11139e-16j -0.000307516-2.05322e-16j -0.000293346+1.92817e-16j -0.000613546+2.52526e-16j 0.000170247-2.66287e-16j 0.000203365+2.99079e-16j -0.000202173-2.42097e-17j 0.00020105-4.35528e-17j -0.000236341-3.78335e-16j 0.0006694-5.05539e-16j 0.000214304-1.37202e-17j 0.00132727-5.85438e-16j 0.000810676+3.63626e-15j 
0.0011695-1.00352e-14j 0.000361522-2.32996e-15j 0.00143466-1.34921e-18j 0.000695392+2.02379e-16j -0.000705664-1.87131e-16j 0.00117427+1.79608e-16j 0.000687704+1.51852e-16j 0.00115852+9.78807e-17j 0.000384627-4.42414e-17j 0.000760626+2.47004e-16j -0.000397547+5.53986e-17j 0.00059434-4.4618e-17j -0.000931247-1.33221e-17j 0.000274906-6.36792e-17j 0.000174817-2.93634e-17j 0.00100192-1.99518e-17j -0.000323045+2.22619e-17j 0.000218704+1.83302e-16j -0.000418799+6.43544e-17j 0.000252318-1.28931e-16j 0.000782551+1.68169e-16j 0.000482228+2.39799e-17j -4.84933e-05-1.54907e-17j 0.00157787-1.5961e-15j -0.000175038-3.16393e-17j -0.00119648+6.77111e-16j -0.000126088+4.2546e-18j 0.000440517-3.99271e-16j 0.00117572-2.48542e-16j 0.00121805-2.43943e-16j -0.0016306-5.03211e-17j -0.00098797-1.01132e-16j 0.000403824-1.31242e-16j 0.000258203-4.16033e-16j 0.000162902+2.77689e-16j 0.00017307+1.54919e-16j -0.00126138-1.12451e-16j -0.00229172+5.24886e-17j -6.57895e-05-4.836e-16j -0.0012152-2.7841e-16j 0.000742867+2.18894e-16j 0.00148016+7.53677e-18j -0.00137446+1.60451e-17j -0.000602035+3.24618e-16j 0.000670221-2.66059e-16j -0.000409988-1.94356e-16j 0.000166647+3.30411e-17j -0.000570147+1.75622e-16j 0.00127732+2.23718e-16j 0.0013204-4.63448e-16j -0.0014831+4.43258e-16j -0.00149571-1.02439e-15j -0.000455916+1.66397e-16j 0.000282593+3.52726e-18j 0.00010099+1.16504e-16j -0.000390754-6.6912e-17j 0.000953042+2.03262e-16j 0.000384754-6.67821e-17j -0.00157625+1.99824e-16j 0.00144954+2.13453e-15j -0.000740234+2.37032e-16j 0.000419534+1.8177e-16j -0.00015461-5.89298e-17j 0.000810312+1.94071e-16j 0.000866968-1.46515e-17j 0.000806982+7.61171e-18j -0.000501653-5.43213e-17j -0.00125429-3.21203e-16j 0.00111758+5.29117e-17j -0.000305345-1.09173e-16j 2.17749e-05-1.20232e-16j 0.000535975-5.81454e-17j 0.000422453+2.70934e-16j 0.00169662+1.82311e-16j 0.000922731-6.85254e-17j 0.000173908-2.65538e-15j 0.00157058+1.12603e-14j 
0.000654769-5.53928e-15j 9.32219e-05-1.10548e-15j 0.00100685-1.19486e-16j 0.000880657-1.08755e-16j -0.00145202+1.79905e-16j 0.00055217-7.77634e-17j 0.00107387-1.33472e-16j 0.000604967-1.31842e-16j 0.000200596-1.13619e-16j 0.00100785-1.54742e-16j 0.000664314+1.61386e-17j 0.000866024-1.04878e-16j -0.000434648-3.97195e-17j -0.00104309-1.3834e-16j 0.000163982+7.03041e-17j 0.00106092-2.93827e-16j -0.000101697-1.50939e-16j 0.000773588+4.37345e-16j 4.85048e-05+8.14646e-17j -0.00123302+1.99115e-16j 0.000872157+2.11855e-17j 0.000203499-5.46295e-17j -0.000688992+1.37861e-16j 0.000247031-3.74854e-16j -0.00101037+1.9279e-16j -0.000399639+3.59479e-16j -0.000373064+1.27354e-16j 0.000126232-1.58021e-16j 0.000114377-5.61274e-17j 2.52615e-05+7.85009e-17j -0.000757888+1.1203e-16j -0.00122794+2.51474e-16j 0.000201138+2.94589e-16j -9.90879e-05+2.74499e-17j -0.000172055+7.77315e-17j -5.82734e-05-3.86242e-17j -0.00127761+1.86872e-16j -0.000302383-2.00226e-16j -0.00158872+4.00203e-16j -0.00135514+2.38789e-16j 0.00166579-1.0521e-16j 0.000491406-1.45372e-16j -0.000614377+2.71e-18j 0.00032548-3.55169e-16j -6.61181e-05+1.11821e-16j -0.000306456+1.425e-20j 0.000349969-1.3314e-16j -2.96378e-05-3.45507e-17j 0.00136698-3.18112e-16j 0.000590703-2.62098e-16j -0.000144628+5.79457e-17j -0.0008332-4.34182e-16j 1.00428e-05-5.43747e-17j -0.000323354+8.50275e-17j 0.000366603-2.63154e-16j -0.000129941+7.88108e-17j 0.00150797+5.57889e-17j -0.000810235+2.09848e-16j -0.00119832+4.63937e-16j 3.73403e-05+1.55018e-17j -8.09707e-05+5.89702e-17j 1.33891e-05-6.79892e-19j -0.000171818-3.88474e-18j 0.00139782-1.88798e-16j 0.000636835+1.02676e-16j 0.00016807-9.65497e-17j -0.000324771+1.72382e-16j -0.00181573-2.10417e-17j 0.000864593-1.64967e-16j -3.92506e-05+3.95762e-17j -0.000764106+1.51363e-18j 0.000190611-7.87769e-17j 0.000968943-1.61358e-16j 0.00142074-2.25476e-16j 0.000505659-9.03389e-17j 3.93429e-05-1.52222e-15j 0.000999417+7.14636e-15j 
-0.000343728+1.03413e-15j 0.00102845+1.79147e-16j 0.000366828+7.12619e-17j 0.000271619+1.68596e-18j 0.000260461-1.10141e-16j -0.000810079-1.47638e-18j -0.0011703+1.38133e-16j 1.19891e-05+2.22019e-17j 3.74232e-05+2.94227e-17j -0.00125993+1.42823e-16j 0.00130654-5.39813e-17j 0.000266393+8.51382e-17j 0.000350115-5.8238e-17j -0.000772946-1.18569e-16j 0.000349029-4.00841e-17j 0.000599634-1.2806e-16j -0.0010963-1.61612e-16j -0.000422122-4.40071e-17j 0.000554645+4.25942e-17j -0.000490144-6.99565e-17j -0.000701762+4.80072e-17j -0.000288173+6.15136e-17j -0.000287851-9.6577e-17j -0.00129002+1.35498e-15j -0.000692658-9.24705e-18j 0.00051299-4.59293e-16j 0.000248512-1.16483e-16j -0.000379288+6.34651e-17j 0.00038043+4.50287e-17j -9.20198e-05-4.15933e-17j 0.00111967-2.89462e-16j -0.000787043+3.07639e-16j -0.000514966+6.62428e-16j -0.00184464+3.26599e-15j -0.000367118-3.80136e-16j -0.000527986-1.17135e-16j 0.00148124-2.99637e-16j 0.000675386+6.38569e-17j 0.000533879-1.8421e-16j 0.00121449-1.1573e-16j 0.00044651+1.79906e-17j -0.000906332+1.98956e-16j -0.000869936+1.40913e-16j 0.00114483-1.26419e-15j 0.000620751+2.15136e-17j -5.11142e-05+1.47206e-16j 3.94283e-06+1.11289e-17j -0.000908862+3.18714e-16j -0.00107415+2.4915e-16j -0.000268509+3.57564e-16j 0.00139443-3.10468e-16j -0.000342667-1.66202e-16j -0.000741907-3.38829e-17j -0.000388147-4.60235e-17j -0.00132697+5.77528e-17j 0.000473791-3.89844e-17j 0.000671661+2.10871e-16j 0.000133104+1.98613e-17j 0.0003308-1.65619e-16j -0.000992543-1.453e-15j 0.000591892-2.15145e-16j -0.00164906+1.86132e-17j 0.000104336+2.35674e-17j -0.000715529+1.23504e-16j 0.000251186+3.61252e-17j -0.000210802-1.46297e-18j 0.00134828-1.10717e-16j -0.000292685-1.80201e-16j -0.000444381+1.15286e-16j 1.14482e-05+3.91805e-17j 0.000453853-5.05811e-17j -0.000660823+1.00806e-16j -0.00129791+8.94699e-17j -0.000117445+8.46909e-17j -0.000320859+8.30638e-17j 0.00125505+5.96147e-16j -0.000109375-2.77143e-15j 
-0.000835513+5.6675e-15j 0.000292943+1.52273e-15j -0.000862331-6.4735e-16j -6.61152e-05-1.56852e-16j 0.000612452+4.59717e-16j -0.000180086-1.04611e-17j 4.93404e-05+2.44795e-16j -0.000642379-4.99243e-16j -0.000525685-2.60393e-16j 0.00061216+5.38432e-16j -0.000727347-6.6808e-16j -0.000414513-2.28457e-16j -0.00029084-3.38205e-16j -8.2188e-05+1.08133e-17j -9.11014e-05-1.58616e-16j -0.00126772-8.01149e-16j 0.000330748+4.02308e-16j -0.000167488-1.38389e-16j 0.000169888-1.4696e-18j 0.000672663+4.1202e-16j 0.000819739+7.6079e-16j -7.8992e-05-1.59941e-16j 0.000918902+7.8894e-16j 0.000113521+9.99397e-17j 0.000973171+7.17507e-16j -0.000119175+5.18874e-18j 0.000110564+1.41047e-16j -0.000206417+1.31647e-16j -0.000284987-1.93338e-16j 0.000483075+2.23972e-16j 0.000538035+1.88861e-16j 0.00138495+9e-16j 0.000117179-2.48098e-16j 0.000980937-6.26031e-16j 0.000641338+6.55807e-16j 0.000172048+1.05417e-16j -0.000464517-3.03955e-16j 0.000163272+2.97756e-16j 0.000318836+1.1807e-16j -0.000100121-2.51713e-16j -0.000933849-7.48729e-16j -0.000486628-2.24586e-16j 0.000867367+7.20592e-16j -0.000737865+1.07881e-16j -0.000610615-4.79116e-16j 0.000523249+4.97448e-16j -0.000439313-2.13799e-16j 0.000197772+1.41008e-16j -0.00104534-5.96116e-16j -0.000272389-1.8261e-16j -0.000266437-3.14976e-16j 0.000665822+9.69655e-16j 0.000451179+4.66715e-16j -3.64436e-05-7.09398e-17j 7.08496e-05+2.88817e-16j -1.31092e-05-7.81536e-17j -0.000663397-5.89501e-16j -0.000156691-1.70117e-16j 0.000523186+2.73699e-16j 0.00018803+5.11612e-16j -0.000661156-3.53913e-16j 0.000990129+7.88303e-16j -0.000119544-1.32556e-16j 4.01682e-05+2.77074e-16j 0.000214036+3.87423e-17j -0.000723827-5.02966e-16j -0.000640743-6.82425e-16j 0.000900457+8.29103e-16j -0.000544641-2.60811e-16j -8.4794e-05+4.41651e-17j -0.000163087-1.27677e-16j -4.84522e-05+1.40611e-16j 0.000259155+3.42634e-16j -0.000531096-3.9546e-16j -0.000774561-4.90045e-16j 0.000266142+1.52678e-15j -0.00080513-6.87563e-15j 
0.000629248-3.1728e-15j -0.00113389-6.29686e-16j -2.50221e-05-1.40914e-16j -0.000558292-3.32469e-17j 0.000391353+1.12151e-16j 0.00039761-1.32728e-17j -0.000344942-1.18045e-17j 0.000315172-9.87911e-17j 0.000776451-3.57439e-17j -0.000369891+1.13186e-17j -0.000536879-9.58306e-17j -0.00022101-5.02095e-17j 0.00125115+1.29265e-17j 0.00122268+2.1057e-16j -0.000754563+1.29147e-17j -0.000441459-5.62388e-17j 0.00121923+2.60443e-16j 0.000907011+5.54681e-16j -0.000251481+8.97487e-17j -0.000743163-2.78449e-17j -0.00129277-1.37423e-16j -0.000369367+3.85219e-17j -0.000595399+8.93475e-17j -0.000805637+7.14769e-16j -0.000365983+1.46231e-16j 0.000444712-8.00409e-18j -0.00100406-1.90898e-17j 0.0012567+1.3546e-19j -0.000519625-2.66987e-16j -0.00128004+1.82703e-16j -0.000125576+6.44693e-17j -0.000523509+4.53711e-16j -0.000745867+7.00568e-16j 0.00052973-8.89445e-16j -0.000594927+7.82111e-17j -0.000162693-8.68291e-17j 0.000502796-2.9941e-17j 0.00165151-1.67227e-16j -0.000867396+2.82775e-16j 0.00164796+8.08677e-17j -0.000654843+2.29775e-17j 0.000419984-2.29028e-16j 0.00091542+6.16003e-18j -0.000588239+6.76e-16j -0.000752116-8.17299e-17j -0.00115601-4.43599e-16j 0.00131884+2.98245e-16j 0.000997122-8.09291e-17j 0.00163056-2.68117e-16j -0.000313698+1.43433e-16j 0.000786551-1.40134e-16j 0.000939134+6.71059e-16j 0.000706959+8.49352e-17j -0.000581504+2.33838e-17j 0.00163097+1.14606e-16j 0.000259338+6.90202e-17j -0.00117565-2.77166e-16j -0.000362551-1.07887e-16j -0.000170081+1.53338e-16j -0.000275818-4.25106e-16j 0.000659034-2.2322e-16j -0.00027882+6.23372e-17j 0.000339525-1.32846e-17j 0.000152471-2.61064e-17j -0.00200721-3.00626e-17j 0.000648991-9.20404e-17j -0.000482069-7.29903e-17j 0.000705492+2.62397e-16j 0.000173483-9.62542e-17j 1.9999e-05+1.60221e-18j 0.000987649-4.78918e-18j 0.000564333-7.7463e-17j 0.000122233+4.96812e-18j -0.000173475-1.16822e-16j 0.000367749-1.27597e-16j -0.00126509-6.20707e-16j 0.00011861+2.82075e-15j 
