-0.011956+0.00615947j -0.00567227-0.00447028j -0.00577559+0.00505122j 0.00851668+0.000248514j -0.00449414+0.00138262j -0.0015024-0.003129j -0.00716902+0.00644475j 0.00543747+0.00250094j 0.0067009+0.00151213j 0.000381513-0.00340014j 0.00272395+0.00239747j -0.00185515+0.00695374j 0.00396698+0.00313248j -0.00115351-0.00530699j 0.00285521-0.00136734j -0.00410373+0.00390291j 0.0011432+0.00266135j -0.00324243+0.00324407j 0.00246616+0.00350178j 0.00226145+0.00139968j -0.00614648+8.11271e-05j 0.00236671+0.00539559j 0.000470696+0.00447684j -0.00311121-0.000310978j 0.00317946+0.0019356j -0.00275427-3.94395e-05j -0.0019101-0.0012678j -0.00128579+0.000751405j 0.00133449-0.00185386j 0.000695824-0.00189745j 0.00175652-0.0014669j -0.00407308-0.00252485j -0.00248453-0.000716243j -0.00231439+0.00224247j -0.000885153-0.000735253j 0.000611476+0.000895038j -0.00339485+0.000430866j -0.00171987+0.0024196j 0.00271552-0.00318062j 0.00634546-0.000345558j 0.00139304+0.00237891j 0.0032038+0.000572858j 0.00424846-0.00359429j -0.00371807+0.0040402j -0.00179067+0.00205549j -0.00454434+0.00449433j -0.0062274+0.00429224j -0.000956142+0.00704553j -0.00399237+0.00815368j -0.00563872+0.00455083j -0.00215078-0.0015855j -0.00664924+0.00756228j 0.00451389+0.00128354j 0.00169863-0.00976382j -0.00618763-0.00386685j -0.0113251+0.00588823j 0.00386077-0.00764042j -0.00697797+0.00253544j 0.00909794-0.0143661j 0.00325975+0.010653j -0.0195831-0.0113714j -0.00625856+0.0139843j -0.00462576-0.0039291j 0.00130881-0.00919366j -0.00577168+0.0143145j -0.0239908-0.0152308j -0.0125178+0.0133419j -0.0270674+0.000374435j 0.0475567-0.0126819j -0.0202999-0.049197j 
0.000299995+0.00135282j 0.000354379+0.00146352j 0.00146164+0.00342303j -0.00062561-0.00509497j -0.000955692+0.0003454j 0.000935759+0.00402826j -0.00122505-0.00463031j 0.00219152-0.00221373j 0.00308907+0.0107062j -0.0013357+0.00240093j 0.00123371+0.00394799j 0.00390872+0.00441048j 0.00044775-0.00384001j -0.000663421-0.000226986j -0.000179104+0.0029802j -0.00220092-0.0030105j -0.000120603-0.00567851j 0.000664997-0.0102372j 0.00216156+0.00342608j 0.00234835-0.00234968j -0.00406965+0.00467356j 0.00245875+0.0015712j -0.00094866-0.00588297j -0.00684429-0.0195745j 0.00154718+0.0105798j 0.00250455+0.00564572j 0.00214861+0.00662751j 0.000347631-0.00358551j 0.000208027-0.00273219j -0.000717858+0.00805096j -0.00292199+0.00904917j 0.00138658+0.00102245j -0.0092287-0.0310029j -0.00202325+0.0149429j 0.00307776-0.0123277j 0.00552143+0.00995578j -0.0113847-0.0323531j 0.0117818+0.0381201j -0.00112164+0.00937481j 0.00841052+0.00327261j 0.000439487+0.00089122j -0.00762044-0.0272404j 0.00340376+0.00639554j -0.00207008+0.017026j -0.00125324-0.015526j 0.0014124+0.014843j 0.00193763-0.0169714j -0.00802625-0.0128001j -0.00106423+0.0119131j -0.00951686+0.0278314j -0.00431868+0.00865546j -0.0188652+0.0412176j 0.00334975+0.000943377j -0.011208+0.0276214j -0.00425985+0.0120809j 0.0176748-0.0189639j -0.0111115+0.0142387j -0.000823828+0.000189222j -0.0114027+0.014792j 0.00574529+0.00432873j 0.0102288-0.0209646j 0.00958844-0.00388589j 0.000672259-0.0054238j -0.0018435+0.000326849j 0.0046799-0.00760575j -0.00193825+0.00149561j -0.0012546+0.00325676j -0.00347839-0.000573217j 0.000931627-0.00178729j -0.00277251+0.000533576j 
0.000538147+0.00044484j -0.000945958-0.00474055j 0.000458703+0.00622227j 0.000114121+0.00153287j 9.9595e-05-0.000281947j 0.00281053+0.00710836j -0.00425628+8.83346e-05j 0.0015648+0.004863j 0.00210331+0.00716581j -0.00359053-0.0111997j -0.00523084-0.00924768j -0.00361607-0.00689798j -0.0012095+0.000409743j 0.00141811+0.00100846j 0.00250947+0.00660788j -0.00694321-0.000154685j 0.00513766+0.0101908j 0.0038036+0.00707749j 0.00739564+0.0145193j 0.00231336+0.0027271j -0.00117445-0.00141514j 0.00080738-0.00939922j -0.00067535-0.00370228j 0.00474279+0.00650329j -0.00126338-0.00840005j 0.00360949+0.00417592j 0.00222116+0.0133553j -0.00902868-0.0166727j 0.0103381+0.00767345j 0.00247971+0.00300417j -0.00136794-0.0136861j 0.00417271-0.0136721j 0.00171877-0.00230858j -0.0110211-0.000358689j 0.0131537+0.0163749j 0.00109343+0.0128462j 0.0174604+0.00915886j -0.00199212+0.0312426j -0.00403029+0.0111651j -0.000553476-0.01759j -0.00317749+0.00101613j -0.0070327-0.00933198j 0.00921267-0.00782653j 0.010153-0.0297536j 0.00240552+0.0119135j -0.000481991-0.0132275j -0.00305118-0.00773807j 0.00178136+0.0123955j -0.00356524+0.0102191j 0.00583306-0.00647241j -0.00235811+0.0242401j 0.00325157+0.00554474j 0.00237526+0.00684263j -0.00219808+0.00379389j -0.00275128+0.00255821j -0.00567769+0.00617163j 0.00211552+0.00186147j 0.00930929-0.0180681j -0.00171433-0.0158056j -0.017081+0.0264543j 0.00733032-0.0033281j -0.000892677+0.00328347j 0.000661353-0.00565419j -0.00578377+0.0107892j 0.00610093-0.0108183j 0.0013708-0.00584465j -0.00375427+0.000662826j 0.000799424-0.0011842j 0.00121726+0.00117894j 0.00331509-0.00166615j 
-0.000882597-0.00315486j 0.000254604+0.00187176j 0.00240304+0.00382993j -0.000366162+0.00224442j 0.00116232-0.00158391j 0.000745106+0.00248j 0.000372016+0.000613526j 0.00153403+0.00316727j -0.00103534-0.00269816j 0.00447189+0.00115833j -0.00184431-0.0026009j -0.000808392-0.0091803j 0.000430475+0.00314633j 0.00047134-0.00536608j -0.00228665-0.00599937j -0.00346012-0.00881453j 0.000754028-0.000905468j 0.00208861-0.00183885j 0.00526625-0.00279645j -0.00481476-0.00865784j 0.00817596+0.0185656j 0.00134064-0.000258515j -0.00110089-0.00521412j -0.0029656+0.00688334j 0.00489188-0.00619216j 0.00356914+0.000798702j -0.00633801-0.0134152j 0.00303536-0.000561889j 0.00730244+0.00720026j -0.0013782-0.00109354j -0.0042494-0.0106064j -0.00292079+0.00920283j 0.00282068-0.0039512j 0.00449607-0.0150054j -0.00474099-0.00802992j -0.00556944-0.023129j 0.00284717+7.22197e-05j -0.000964297+0.0282796j -0.0041115-0.00454143j 0.00185668+3.8703e-05j 0.00243557-0.0341415j -0.00117204+0.0465727j 0.00489427+0.00552591j -0.00602296+0.00394824j -0.000118293+0.0147647j 0.002226+0.0472807j 0.00216526-0.0155172j -0.0106181+0.00714079j 0.0040272-0.0301942j 0.000372855-0.00124711j 0.0048311-0.0112933j 0.00471493-0.00117682j 0.00639566+0.00819537j 0.000956644+0.00319401j 0.0107331-0.00913051j 0.00216896+0.00719856j -0.0132538+0.0317776j 0.00400034+0.00665148j 0.00704309-0.00937196j 0.000475646+9.39085e-05j 0.0038713-0.00155535j -0.000146217+0.00790524j 0.000541381-0.00503207j -0.00337025+0.00230656j 0.000794986+0.00381578j 0.00200371-0.00628546j -0.00150029+0.00104761j 0.00506511-0.00441273j -0.00251174+0.000605934j -0.000237311+0.00137328j 
-0.00018212+0.00263364j 0.000865837+0.0028522j 0.000938206+0.00215915j 0.000849633-0.000261762j -0.00103526-0.00036047j -0.00110768-0.000403639j 0.00155147+0.00518536j 0.00382447+0.00683711j 0.00378906+0.00606983j -0.00048957-0.00463125j 0.00281891-0.00072229j 0.00138178+0.00644069j 0.0055221+0.00776011j -0.00323423-0.00268033j 0.00177983+0.00470441j 0.00161718+0.00416077j -0.000390098-0.00650981j -0.00347994+0.0026334j 0.000672311-0.000994347j 0.00775327+0.00252055j -0.00510194-0.00995833j 0.00057276-0.00237377j -0.00239349-0.00622199j 0.00286647-0.000153837j -0.00226953-0.00139244j 0.000881287+0.00319694j 0.00458387+0.00892878j -0.00661572-0.0204791j 0.000972643+0.0128493j -0.00151742+0.000511945j -0.00546505-0.0102676j 0.0117429+0.00459802j -0.00456219-0.0115241j -0.00382974-0.0181157j 0.0027513-0.0185503j -0.00341644-0.0201091j 0.00169312-0.020154j 0.00440864-0.0208644j -0.000339483+0.0215375j -0.0019421+0.0101721j 0.00174504-0.0411537j 0.00342866-0.003417j -0.00072125-0.0132889j 0.00350681-0.00711803j 0.00248823-0.00425964j -0.00604208+0.0319861j -0.00273534+0.00560325j -0.0133162+0.0289004j -0.00345905-0.0287009j 0.00841273-0.00378414j -0.0049408+0.00440965j 0.00347322-0.00616025j -0.0109283+0.00851194j 0.0110482-0.0202044j -0.00576921+0.0076431j 0.00202267-0.0125054j 5.53208e-05-0.00719032j -0.0014759-0.00384938j -0.00618992+0.0116775j -0.0018014+0.00816864j 0.00548381-0.00846431j -0.000237114+0.00445103j 0.0031274-0.00356526j 0.00195251-0.00631155j -0.00373906+0.00132998j -0.00156187+0.00371454j -0.000305686-0.00140234j 0.0015133-0.00247058j 0.00282797-0.00124563j -0.00140937+0.000286623j 
-0.00055299-0.00190086j 0.000210481+0.00200927j 0.000688076-0.00114403j -0.000842733-0.00172679j 0.000342171+6.99302e-05j -0.00222325-0.00730491j 0.000954081-0.00270994j -0.000700141-0.00417392j -0.00355139-0.00660076j 0.0023245+0.00373706j -0.00140177-0.00381449j 0.0016408-0.000154201j -0.00134909-0.000415237j 0.00125292+0.00472168j -0.00572776-0.00788343j 0.00433609+0.00315186j -0.00404524-0.00345103j -0.00187923-0.00592821j 0.00277596+0.000993517j -0.00306036-0.00262579j 0.00296467+0.0132353j 1.78042e-05-0.000550239j 0.00257669-0.00287071j -0.00869755-0.0115359j 0.00179687+0.00399164j -0.00658874-0.0139182j 0.00405772-0.00464813j -0.00550215-0.0249973j -0.0120036-0.024774j 0.0015945-0.0114203j 0.00126236-0.0154841j -0.00480887+0.0138468j 0.00644171+0.000525532j -0.00627224-0.0125327j -0.0116766-0.00169383j -0.00523378+0.0331183j -0.00514672+0.00133167j -0.00202409-0.00265147j -0.00216299-0.00687186j -0.0103866+0.0277047j -0.00119421+0.0415428j 0.000489015-0.0246343j -0.00488197+0.00624994j 0.00197662-0.0389322j -0.00332213+0.0129007j -0.00429725+0.0118026j -0.00837589+0.0111965j -0.00825709+0.0219615j -0.000689109+9.30842e-05j 0.00421069-0.0012039j -0.00781001+0.0181484j 0.00503308-0.0155507j 0.0054515-0.0226235j -0.00445975+0.0130876j -0.0114143+0.0190375j 0.00746966+0.00340193j -0.00129587+0.00539364j 0.000601107+0.00363042j 0.00391629-0.00745107j 0.00176041-0.00824826j -0.00175735+0.0062444j 0.000916018+0.000311722j 0.00137465-0.0022391j 0.00275259-0.00571582j -0.00107391+0.00395083j -0.000991007+0.00144407j 0.000279767+0.00226744j -0.000718601+0.00032127j -0.00175227-0.000131351j -0.00132201+0.000904952j 
-0.000315294-0.00221106j -0.000363525-0.00189194j 0.000679514+0.00251429j -0.000599896+0.00141305j 0.00111963-0.00232729j 0.00114235-0.000238684j -0.00194729-0.00257924j 0.000563569+0.0052783j -7.99051e-05+0.00183627j 0.00243638+0.00379182j -0.00264232-0.00363665j 0.0018729+0.00411685j -0.00201652+0.00117364j 0.000259677-0.00350993j 2.79678e-05+0.0090025j -0.0105896-0.0187478j -0.000988569-0.00894341j 0.00208504-0.00357103j -0.00549152-0.0205301j 0.0015246-0.00137724j 0.000859364-0.00809671j 0.000849046+0.00419363j -0.00764041-0.0105946j 0.000356942-0.0044179j 0.00571272+0.0155817j -0.000480251-0.00730674j -0.00275542-0.00661727j 0.00285645+0.00165389j -6.11182e-05-0.00595169j -0.00450745+0.0468894j -0.00891806-0.0287901j 0.00900979+0.00915428j 0.00496777+0.0321804j -0.00285583+0.0163919j -0.00324757+0.00288613j -0.0012941-0.00958948j -0.000301977+0.0154732j -0.00627291+0.0179412j 0.00270543-0.00366555j 0.00811155-0.0147139j 0.00426758+0.0582986j -0.00363524-0.0124891j 0.000410799-0.00595755j 0.00164902-0.006895j -0.00218753-0.0126278j 0.00380812-0.0142616j -0.000724965+0.00388178j -0.0105688+0.01828j -0.00165926+0.00474068j 0.000554815-0.012879j -0.00387691-0.00269013j -0.00534334+0.00382356j 0.00305604+0.00624708j -0.000402797-0.000306739j 0.0112389-0.0245698j 0.00411612-0.0132038j -0.00105568+0.010998j -0.000711-0.000917414j -0.00347875+0.00420883j 0.00244829+0.000775588j -0.000635552-0.00490886j 0.00415697-0.00722952j 0.0017027-0.00458947j 0.000218679+0.00403347j 0.00257584-0.00563069j 0.000524637-0.00451184j -0.00228164+0.00119051j 0.00111973-0.000639107j -0.0005465+0.0013674j 0.00269001+0.00017918j 
0.000884159+0.0034388j -0.00019898-0.00261429j -0.00260223-0.00371411j 0.00139988+0.00182696j -0.00191093+0.00014861j 0.000921797+0.00523585j -0.00078079+0.000867497j -0.00246787-0.00310336j 0.00205873+0.00205894j -0.00588737-0.00693183j 0.00261173+0.00832277j -0.00440378-0.00173333j -3.67165e-06+0.00401107j -0.0026275-0.00896829j 0.00595423-0.00661414j 0.00238221+0.00401628j 0.00622446+0.0123224j 0.00562748+0.0198632j 0.0011989+0.0109475j 0.00138534+0.000970365j 0.00126646+0.00354578j 0.000400853-9.49578e-05j -0.00422299-0.00969168j 0.00542097+0.00367782j -0.00281667-0.00505281j 0.00443732+0.0109262j 0.000120257-0.0310154j -0.00572929-0.0126537j -0.00104883-0.0146307j 0.0025778+0.0583071j 0.00048398+0.0231575j 0.00198337+0.0280467j 0.00252823+0.00287624j 0.0059087+0.00414152j 0.00750726-0.00166848j 0.00457825+0.0345115j -0.000151262-0.00508724j -0.00896573+0.00996438j -0.00632905-0.0234109j -0.000480163-0.00245921j -0.00219467+0.00621301j 0.00943091-0.0252935j -0.000836535+0.0128878j 0.000911749-0.0266795j 0.00480118-0.012212j 0.000228042+0.00792896j 0.00788061-0.0208563j 4.54933e-05+0.00375027j 0.0013901+0.00347475j -0.00680826+0.0121497j 0.00377305-0.0114965j 0.0011273+0.00428471j 0.00167575+0.00108058j -0.000640685+0.00494632j 0.0002576-0.00519906j -0.00381494+0.00672468j 0.000135847-0.00726416j 0.00267487-0.00829335j -0.000912719+0.000785643j -0.0015068+0.000962941j 0.00130195-0.000605779j -0.00268976+0.0039121j -0.00347604+0.00858444j -0.00135556+0.00239846j 0.000883024-0.00230367j 5.48976e-05+0.00134092j 0.00181917-0.00330396j -0.000955153+0.00201167j 0.00180072-0.000107361j 0.00103076-0.00154323j 
-0.000777018+0.000109443j 0.000403964+0.00518634j 0.00284235+0.00438317j -0.000270685-0.00294122j 0.00127118+0.00515724j -0.001954-0.00122723j 0.00450097+0.0108373j 0.00596155+0.00449773j 0.00122594+0.00329535j 0.00316414+0.00326627j 0.00427556+0.0034159j 0.00361624+0.00659428j 0.00678243-0.00227844j -0.00237726-0.00292731j 0.0042746+0.0149354j 0.00396194-0.00302152j -0.00200033+0.00557673j -0.00536255-0.00847081j 0.00085524+0.0125673j 0.00589078-0.000967005j -0.0049797-0.0116241j -0.00182793-0.00820492j -0.0109249-0.0220106j -0.00125843-0.000395415j -0.00362818-0.0246206j 0.00139408-0.0212881j -0.00246774-0.0183489j -0.0024556+0.00611286j -0.0030073-0.0267703j -0.00159571+0.00187002j 0.00208605+0.0161484j -0.00665554-0.0105316j 0.00335554-0.0172313j 0.00256626-0.0129594j 0.00420428-0.00907495j 0.00438235-0.00140783j 0.00324603-0.0033272j 0.00491037+0.00566493j 0.0140322-0.0210886j 0.00550024-0.0185253j -3.4301e-05+0.0188032j 0.0069007-0.000415388j -0.00177207+0.0155035j -0.00388373+0.00246418j 0.00371971+0.00609057j 0.0013005-0.0207236j -0.000765964+0.00333541j -0.00118761+0.00168512j 0.000107847-0.0178575j 0.00266625-0.000763579j -0.00333273+0.00940515j -0.0024483+0.0129045j -0.00502954+0.000510474j 0.00555415-0.0212002j -0.00307004+0.00884661j -0.00305543+0.00437309j -0.000842952-0.000177808j -0.00572806+0.0153774j 0.000105649+0.00668476j -0.000536646+0.00109428j 0.00166897-0.0023411j -0.00154173+0.00297617j 0.00334307-0.00736531j -0.000805976-0.00482712j -0.00535009+0.00648701j 0.000942894+0.00319838j -8.46438e-05+0.00102086j 6.12587e-05-0.00254327j 0.00142776-0.0015712j -0.00449454+0.00105702j 
0.000201256-0.000980537j 0.000282177+0.000391495j -0.00273196-0.0120756j 0.000421448+0.00408709j 0.000407547+0.0030191j -0.00159331-0.00329847j 0.00455796+0.000568244j -0.00736264-0.00696615j -0.00171399+0.00116372j -0.00131862+0.00955572j 0.00587728+0.00549247j 0.00453992+0.00987247j 0.000326864+0.000649739j 0.00550621+0.0110623j 0.00279041+0.000795999j 0.00923145+0.00786464j -0.0052273-0.0156062j -0.00383498-0.0084963j -0.00879478+0.000582774j 0.00102601-0.00125449j 0.00206748+0.00389143j -0.00332229-0.00137941j 0.00198523+0.00933712j -0.00154211+0.0288142j 0.00347003+0.0426248j -0.000695827-0.0135055j -0.00439423+0.0241471j -0.00354267+0.00810799j -0.00109289-0.0307197j -0.0017295+0.0355745j 0.00249746+0.00543397j 0.00895371-0.00414309j -0.00595772-0.0217377j 0.00673833-0.00446586j 0.00187999+0.0021686j -0.00371969+0.00762271j 0.00319401+0.0153091j 0.000701305+0.0141116j -0.00120516+0.00924065j -0.00179492+0.00404194j 0.000264843-0.00351514j 0.00625354-0.0054778j -0.000284429-0.00392778j -0.00198113-0.00201289j 0.00167384-0.000962266j -0.00368016-0.00168082j -0.000793999-0.0213869j 0.00216478-0.00673767j 0.000932551+0.00491369j 0.00800447-0.0236224j -0.00513279+0.00954433j -0.00890733+0.0088023j -0.000625624+0.00292325j -0.0010069+0.00456215j -0.00181791+0.0066994j 0.00175165-0.00450146j 0.00207528-0.013998j -0.00082315-0.00775021j -0.00583354+0.00490308j 0.00341995-0.0095168j -0.00101121+0.00261295j 0.00317505-0.00247431j -0.00399067+0.00771906j 0.00103966-0.00209041j -0.00384266+0.00937523j -0.00050879-0.00229669j 0.00583759-0.00252767j 0.00102536+0.00241885j -0.00284733+0.000197914j 0.0011547+0.000133505j 
-3.60263e-05-0.00243016j 7.33309e-05-0.000784115j -0.000587128-0.00312584j -5.62459e-05+0.00326035j 0.00124493-0.00345503j 0.00180709+0.00237385j -0.000797411-0.00497329j -0.0021624+0.006281j 0.000439475-0.000730632j 0.0044193+0.00734044j -0.00567623-0.0131346j 0.00533917-0.00368428j -0.00685284-0.0146941j 0.00539118+0.0108341j 0.000689885-0.00081708j 0.00757454+0.0303506j 0.00113763-0.00411471j -0.00141613+0.0025694j 0.00110385-0.0147975j 0.00882643+0.0281382j -0.0035001+0.00138648j 0.00168056+0.00662671j -0.00165314-0.0165094j 0.00361179+0.00638143j -0.00390827+0.00119686j 0.00369899+0.0177772j -0.00790558-0.0306275j -0.000651036+0.0112197j -0.000548609-0.028355j 0.00334342+0.0067261j 0.00293133+0.00194817j 0.00200886-0.0173431j -0.00724724+0.0122457j -0.00838469-0.00624994j -0.00235896+0.00391458j -0.00494381+0.0245317j 0.012866-0.00944464j -0.00226333-0.00819502j 0.00336587+0.0112114j 0.000265565-0.007269j -0.00123437-0.00389093j -0.00243524-0.00681298j -0.0167355+0.032712j -0.00733839+0.0223316j -0.00252628-0.00468932j -0.0015725+0.00270009j 0.00172432-0.0086934j -0.000996674+0.00299125j 0.00120698+0.0123459j 0.00625958-0.00555361j -0.00392625+0.00360932j 0.00482485-0.0156942j -0.00215773+0.00690545j -0.00285116+0.00756646j -0.000355872+0.00775087j 0.00342112-0.00782298j 0.00211832-0.000941243j 0.000543017-0.00394137j -0.00458336+0.00128926j -0.000901979+0.00646688j -0.00230809+0.00222275j 0.00327189-0.00658398j -0.00180251-0.000433376j -0.000774328+0.00385569j 0.000902922+0.00143578j -0.000262917-0.00421158j 0.000237598-0.000242102j 0.00235675+1.31518e-05j -0.00267221+0.000829666j 0.00222017+0.000724557j 
0.00119302+0.00372373j 4.47583e-05-0.00161205j -0.00258228-0.00523521j 0.00194209+0.00278209j -0.00253088-0.00679951j 0.00335928+0.0125384j -0.00204753-0.00627931j -0.00362087+0.00211203j 0.00893741+0.00996182j -0.00168763+0.0137632j 0.00478826+0.00200689j 0.0069086+0.0163726j -0.00155612-0.00605164j -0.00522187-0.00644552j 0.00915228+0.0121928j -0.00230434+0.0142616j 0.0092787+0.00833651j -5.11316e-05-0.00260512j -0.00919886-0.0356995j 0.00506618-0.0135978j 0.00288685+0.0225959j 0.0058024+0.019577j -0.00731837+0.0128282j 0.00034664-0.00918847j -0.00243893-0.0456778j 0.00243859-0.0019134j 0.00599901+0.0292353j -0.000322591+0.00161431j 0.00427686+0.0074249j -0.00148085-0.0267033j -0.00478231+0.00979221j 0.00547783-0.0086506j -0.0094531+0.0223619j 0.00853067-0.0371849j -0.00260106-0.0173679j -0.00271828-0.00637104j -0.000961071+0.00767515j 0.00542318-0.0251297j 1.13692e-05-0.00541625j 0.000478874+0.0164205j 0.000782326+0.00933616j -0.00294021+0.00544608j -0.0013575+0.0050992j -0.0004147-0.00548344j -0.00595838+0.0101534j 0.000713959-0.0054464j 0.00794783-0.0257124j -0.00256466+0.00784936j 0.00327748+0.00380594j 4.94798e-05+0.00157827j -0.00165199-0.00568j 0.00180301-0.00262758j -0.000988285+0.00900474j -0.000214787-0.00189794j 0.00506293-0.00815711j 0.00219701-0.00532847j 0.00021235-0.00118716j 0.00203853-0.0103735j -0.00567684+0.00842767j 0.00130851+0.00023574j -0.000658692-0.00163267j 0.00300713-0.00705744j -0.00462769+0.00701313j -0.00176563+0.00315819j 0.00247447-0.00576215j -0.00258042+0.00210079j 0.00241628-0.00386577j 0.000398677+0.000546994j 0.000720898-0.000518407j 0.000658567-0.000774667j 
-0.000142933-0.00116569j -0.000423775-0.00366986j -0.00201949-0.00469692j -0.00079103+0.00101968j -7.81211e-05+0.00100239j -0.00146082-0.0113992j -0.000981251-0.00385921j -0.00518594-0.00909448j -0.00650617-0.0115013j -0.00160818+0.00166899j -0.00113714+0.003953j -0.00299091-0.000792522j -0.00814763-0.00257587j -0.00229401-0.00542746j -0.00357396-0.00845086j 0.00108161-0.00828507j -0.011198-0.0188989j -0.000585168-0.00576058j 0.00448457+0.018851j -0.00937941-1.35207e-05j -0.00694854-0.000718112j -0.000561307+0.0515864j -0.0117593-0.033381j 0.00334243+0.021281j 0.00649943-0.0146716j -0.00298354+0.0147009j 0.000858711+0.0148746j -0.0032788+0.0114677j -0.0054209+0.0275783j -0.0072048-0.024938j 0.00287542+0.00834384j 0.00199241-0.0119447j -0.00247777-0.0109182j -0.001613+0.00572503j -0.00236557-0.0253431j 0.00620789-0.026991j -0.00257957-0.0191655j -0.00583702+0.00478764j -0.00179033+0.00473678j 0.00241707-0.020281j 0.0018365-0.0135233j -0.00203181+0.00943802j -0.00619183+0.0136679j 3.54169e-05-0.00646614j 0.000685379-0.00562618j -0.00238846+0.0126985j -0.00134429+0.00109439j 0.000399255+0.00253887j -0.000422574+0.0105894j -0.00185495-0.000403181j 0.00167991-0.00592182j -0.00344991+0.0059165j 0.00459036-0.0105995j -0.00243526+0.00946579j -0.000915203-0.00449368j -0.000185466+0.00262889j 0.000350535-0.00146713j -0.000658059-0.00119342j 0.00106074-0.00457867j 0.00268002-0.00793636j -0.00371479+0.00563236j 0.00257907-0.004165j 0.000758695+0.00270813j 0.00337758-3.36351e-05j 0.00103748-0.00256408j -0.000733264-0.000817295j 0.00044958+0.000417007j -0.00246956+0.00412654j -0.000203911+0.00127212j 0.00314123-0.000599243j 
-0.000322284-0.00230505j 0.000984675+0.00487792j 0.00222363+0.000429668j -0.00110171-0.00220748j 0.0004763+0.00047023j -0.0016383-0.00364577j 0.00348042+0.000461491j 0.00168521-0.00446047j -0.00396131-0.0141725j 0.00998089+0.0141938j 0.00668748+0.00779735j 0.00368602-0.0048774j -0.00148124+0.000774861j -0.00631735-0.0108709j 0.00454076-0.000140823j 0.0064734-0.00294973j 0.00391283+0.0421382j 0.00366407-0.0200293j -0.00801071-0.0102945j -0.00517133+0.0306243j -0.000364145+0.00786934j -0.00279784-0.0114159j -0.00584785-0.00249106j -0.00546988-0.0068677j 0.00947108+0.0239396j -0.00152367-0.0161076j 0.00165996+0.0214947j 0.0014202-0.0110315j 0.00659226-0.0246122j -0.00339778+0.0150699j -0.0026777+0.00146464j -0.00334757-0.00862045j -0.0011119+0.0409436j 0.00080154+0.00086318j -0.001409-0.011007j 0.00480133+0.00506108j -0.00288606+0.00780949j 0.00742464-0.0150969j -0.0017567+0.00785965j 0.00470652-0.0174105j -0.000725238-0.00300816j 0.00257999-0.00942548j -0.00142298+0.00198856j -0.00164342-0.00123863j 0.00273686-0.000876714j 0.00201478-0.00861544j 0.000671145+0.00217467j 0.000616704-0.00068829j 0.000990017-0.00744653j -0.0024498+0.00854745j 0.000743129+0.00338357j 9.0544e-06+0.00325475j -0.000450596+0.000102488j 0.000138051-0.00257299j -0.000384809+0.00133495j -0.00261846+0.0112857j -0.000290083+0.00298181j -0.00080746+0.00812511j 0.00299397-0.00428826j 0.00286826-0.0064905j 0.00183012+0.000444197j -0.00164167+0.00516371j 0.00039964-0.00246426j 0.00115431-0.00540962j -0.00284262+0.00871614j 0.000392127-0.000314898j 0.000993017+0.00284062j 0.00256734-0.00210167j -0.00294878-0.00119287j -0.00214612+0.0011035j 
0.000935089+0.00673668j -0.000571532-0.00245636j -0.000124062+0.00575092j 0.00270343-0.0047326j -0.00973153-0.0153731j 0.000605387-0.0026236j -0.00973019-0.00704547j 0.00247276+0.00152898j 0.00234946-0.000668011j -0.00862862-0.0174385j -0.00551589-0.0100447j 0.00495296+0.0223867j -0.00563509-0.0179984j -0.0109876+0.00418085j -0.00619959+0.00758353j -0.00555011-0.0347444j 0.00302188+0.0366556j 0.00252007+0.0315309j -0.00136023-0.0098195j -0.000124081+0.0133637j -0.00505893+0.0177456j -0.000927305-0.0241936j 0.00207133-0.0274904j 0.00169521+0.000775009j -0.00206771+0.0211588j -0.00363416-0.0103117j 0.00948106+0.00233178j -0.00014383+0.0138263j -0.00743793-0.0191064j -0.00115642+0.0111944j -0.000821435-0.0137534j 0.00266469-0.00822766j -1.21074e-05-0.00693368j -0.00692796+0.0069928j 0.00257738-0.0216455j -0.00207892+0.00403534j -0.00696481+0.0168837j -3.63613e-06-0.0105303j -0.00277135+0.00485136j 0.0017517+0.00193412j 2.55373e-05+0.000676215j -0.00427388+0.0126266j -0.00202471+0.00696121j 3.62622e-05+0.00365705j -0.00173158+0.000577765j 0.00278341-0.00131184j 0.000802611-0.00282143j -0.0009858+0.00782568j -0.000563896+0.00487768j -0.00338445+0.00372036j 0.00255863-0.006853j 0.00595861-0.00961856j 0.00396874-0.0155528j -0.00153618+0.00471228j 0.00108314-0.0119151j 0.00242854-0.00630388j 0.00331673-0.00309786j 0.0023953-0.00241299j 0.00173061+0.00199148j -0.00513393+0.00678879j -0.00145306+0.00507803j 0.000341592-0.00201811j 0.00185508-0.000437068j 0.0011502-0.00363878j 0.00243425-0.0129539j -0.00396582+0.0109018j -0.00174443-0.000175853j -0.00573054+0.00130561j 0.00483527-0.00094764j -0.00182517-0.00197511j 
