-0.0122841+0.00543388j 0.00736222+0.000745472j -0.00390828-0.00162967j -0.0122391+0.00373974j 0.00358782-0.000514483j -0.00169645-0.00224295j 0.0110981-0.00533339j -0.004309-0.00294705j -0.0062612-0.000928457j -0.00265325+0.00149927j 0.000635683+0.00270312j -0.00348714+0.00817656j 0.00447424+0.00231915j 0.000443428+0.00236329j 0.00309561-0.00197887j -0.000127275-0.00124105j 0.00422084-0.00498007j -0.00409369+0.00619049j 0.00664605-0.000104193j 0.00488134+0.00152593j -0.00442529-0.000603132j 0.00414372+0.000481149j 0.0049387+0.00302252j 0.000715696-0.00147443j 0.000337421-0.000305497j 0.00289933+0.000126421j 0.00254062+0.00171683j 0.000403048-0.00145704j -0.0056821-0.000149054j -0.00298554+0.00522666j -0.00359721+0.00347583j -0.00285305+0.00180717j -0.0176473+0.0102522j 0.0134341-0.00900181j -0.00100076-0.00461018j -0.00563279-0.00619868j -0.00117542-0.00155534j -0.0110028+0.00490392j 0.00696284-0.00567186j 0.00604215-0.000922888j -0.0122559+0.0147817j -0.0246245-0.00293692j 0.0262688+0.0058391j -0.00228383+0.012375j -0.0119699-0.00821335j -0.00880738-0.0070206j 0.00138563+0.0115285j -0.0178186-0.00623183j 0.0186139-0.0035651j 0.00583418+0.0106645j 0.0265874-0.00529257j 0.0203612+0.032733j 
-0.00131954+0.00265303j -0.0012599-0.00123893j 0.000434879-0.00459458j -0.000278429-0.00539059j -0.000504661-0.00146589j 0.00254983+0.00160886j -0.000549792+0.003338j 0.00323067-0.00505115j -0.000637829-0.00143723j -0.000980472-0.00490472j -0.000759024-0.00212829j 0.00257016-0.0044196j -0.00314955+0.00281145j -0.00171426+0.000570548j 0.000256376-0.0042072j -0.000230711+0.0048938j 0.00402623+0.00340247j -0.00524664-0.00702528j -0.000816331+0.00682488j 0.0021841+0.000949808j -0.003872-0.000949715j -0.0057061+0.00647191j -0.00158441+0.000432229j 0.00326522-0.00323905j -0.00313687+0.00239898j 0.00939068-0.00485231j 0.00781121-0.00127302j 0.00359536+0.000931432j 0.0153525-0.0024189j -0.0104377-0.0040982j 0.0047697-0.00695832j 0.00681243-0.000323234j -0.00276848+0.000721792j -0.0209887+0.00673313j -0.0205002-0.0198413j -0.0144054-0.00106343j -0.00571207+0.0167348j -0.0258951-0.0158506j 0.0178701-0.0191798j 0.00770762-0.0239164j -0.00852314-0.0111363j 0.0143804-0.0090991j 0.0367369+0.0113511j 0.0163215-2.19626e-05j 0.000536472+0.0299464j 0.00408756-0.00400335j 0.00625722+0.0246217j 0.00931757-0.014281j -0.00171793+0.0082371j 0.00446483-0.00914162j -0.000725304-0.00110475j -0.00190166-0.000937719j 
0.000458693-0.0024093j -0.00138098-0.000294028j -0.0015005+0.00612941j -0.00232754+0.000299687j 0.000362851-0.00382204j 0.000798751+0.00545775j 0.00245584-0.00635204j -0.00316234+0.00261704j 0.00219915-0.00256028j -0.00328686+0.00680319j -0.0046296-0.00111936j -2.53994e-05+0.00435705j 0.00443122-0.00396556j 0.000890518-0.00243041j -0.00231872+0.00886136j -0.00450662+0.00607077j 0.00215563+2.62261e-05j 0.00311134+0.0122269j -0.00198871+0.00103903j 0.00252045+0.00379569j 0.000785183+0.00407443j 0.0019136-0.00487925j -0.00319007-0.00182748j -0.000800327+0.00246819j -0.0143407+0.0112234j 0.000230659+0.00368647j -0.00550137+0.00618264j -0.00235275+0.00370378j 0.00221594-0.000423448j -0.00629554+0.00110456j -0.0186557+0.00439786j 0.0134163+0.00552613j 0.0233435+0.00129848j 0.0111745+0.0104329j 0.0230601+0.0181227j -0.0154717+0.0104511j 0.0140383+0.0269021j -0.00283435-0.0205363j 0.0203884-0.0198918j 0.0294156+0.021327j -0.0252765+0.0112816j -0.00831518-0.0145773j -0.0100185-0.0196652j -0.00224442-0.0227593j 0.0144886-0.0219022j -0.00229207-0.0124405j -0.0151805+0.0218877j 0.00171077+0.00633421j 0.00244523-0.000801729j -0.0059326-0.00341445j 0.000609209-0.00237005j 0.00125759-0.00337569j 
6.28476e-05-0.00356829j 0.00153218+0.00119772j -0.0025637+0.00260576j 0.00187476-0.00206023j 0.000662742+0.00132323j 0.00330525+0.0024841j -0.000962863-0.00295797j 0.00116871-0.00149156j -0.00224359+0.00128306j 0.00297858+0.00358875j 0.000924325+0.00232456j 0.00469022-0.00471125j 0.00251955-0.00294771j -0.0018101+0.00577131j -0.000595752-0.00287661j 0.00307544+0.00151932j 0.00161983+0.000108737j -0.0048073-0.00326929j 0.00581657-0.00631757j -0.000238169+0.00128441j -0.00288142-0.00602328j 0.00830702-0.000665143j 0.0122729-0.00162001j -0.000479583+0.00549874j 0.0110009-0.00679775j 0.0125788-0.00975928j -0.00537356-0.00560884j 0.000697153-0.00255715j -0.00607136+0.00987203j -0.00253118-0.00625142j -0.0130562-0.00437092j -0.0207214-0.00912558j -0.00540817+0.00623648j 0.0103967-0.000978702j 0.00505637-0.0108004j 0.011254-0.00125081j 0.01217+0.0281407j 0.0383981+0.00860538j -0.0114605-0.00998009j 0.000198072-0.00246718j 0.00770942-0.0303246j 0.00601907-0.0414818j -0.000109642-0.0260671j 0.0301666+0.010879j -0.00295839+0.00503188j -0.00796642+0.0242271j 0.00270876+0.0140481j -0.000875149-0.0143906j 0.00218416+0.00187355j 0.000319716+0.00348817j -0.000396903+0.00375757j 0.0021889-0.00164728j 
-0.00124491-0.00204643j 0.00190851+0.00239814j 1.39025e-05-3.42036e-05j -0.00224723+0.00241497j 0.000804983+0.00242494j -0.00146625+0.00460645j 0.00386234+0.00209113j -0.00160384+0.00384434j 0.00268785-0.00320776j -0.00367424+0.00320152j -0.00263319+0.00307797j -0.00679631+0.00466729j 0.00128143-0.000685594j 0.00555389+0.00439717j 0.000248869-0.00209292j -0.00539647-0.000539858j -0.00410403+0.000777276j 0.00663784-0.00430041j -0.00700727-0.00237156j 0.00218062-0.00270428j 0.00349425-0.0077986j -0.0031065-0.00265203j -0.0212095+0.010811j 0.00251009+0.00309067j -0.0101272+0.00720945j -0.005702+0.0116164j 0.0041639-0.015846j 0.0113101-0.000757383j -0.00200442-0.0119991j 0.000680227-0.0049229j 0.0025929+0.000351224j 0.01296-0.0289202j 0.0106438-0.000310882j -0.0223245-0.0203j -0.00557235-0.00509766j -0.00772181+0.0103701j 0.0123344+0.00825753j -0.0187226+0.0194233j 0.0106084+0.00857749j -0.0176296+0.00168364j -0.0286642-0.0221899j 0.0177795-0.0011573j 0.00727604-0.0260694j -0.0241402+0.0147017j -0.00461703+0.00373007j -0.0062041+0.0212986j -0.000637917-0.00558028j 0.00296531-0.0123293j -0.000189759-0.00176278j -0.00298494+0.00460674j 0.000233426+0.0060218j -0.000209088-0.000906916j 
0.00309825-3.1823e-05j -0.00038878+0.00314434j -0.00323493+0.00180347j -0.00140259-0.000695426j 0.00110853-0.000366842j 0.00141868+0.00420423j 0.00434122-0.00149115j -0.000845555+0.00204515j 0.000657079-0.00213978j -0.00545537-0.000150793j -0.00486474+0.00120447j 0.001774+0.00190822j 0.00582402+0.000228829j -0.00188562+0.00179916j -0.00337283+0.000638818j -0.00414281+0.000190001j 0.00212206-0.000529126j -0.000944419+0.0022208j 0.0038491+0.000553497j 0.00282104+0.00639398j 0.00129557-0.00129457j 0.00840138+0.0028576j 0.00339165+4.86847e-05j -0.00308395+0.00477223j -0.0146074+0.00505575j 0.0146547-0.000273014j -0.00452261-0.00202446j -0.00598546+0.00632904j -0.00793732-0.00176798j 0.00472221+0.00542068j -0.0294331-0.00153291j -0.00132808+0.00289853j 0.0159302-0.0211043j 0.0189783-0.0155816j 0.00971792-0.00214027j -0.0164153-0.0170677j 0.0094282-0.0248081j 0.0271406-0.0123731j 0.0248943+0.0111901j 0.0342516-0.0511615j 0.000141948-0.0101349j 0.00692273+0.011601j 0.00373706+0.0258036j 0.000606359+0.0195728j 0.0112088+0.0185236j 0.00352772-0.000351302j 0.00259421-0.00798059j 0.0010613-0.00866797j 0.000774338+0.00215541j -0.00386639-0.00675106j -0.00125697+0.00145445j 0.00119975+0.00396481j 
-0.000455147+0.00196697j 0.00240754-0.00101884j -0.000502413-0.00263837j -0.000290057-0.00280798j 0.000836296+0.000601983j -0.00147996-0.00810525j 0.000646206+0.00140965j 0.00124439-0.00709973j -0.000565868+0.00157451j 0.00101251-0.00587357j 0.000841131+0.00592507j -0.00107893-0.00999444j 0.000643285+0.000431992j -0.00280262+0.0045335j 0.00562788-0.00698248j -0.00112158-0.000570633j -0.000851542-0.00268186j -0.00825227-0.0028018j 0.00149001-0.00228223j -0.00254405-0.00170733j -0.0158927+0.00883701j -0.000647501+0.00512673j -0.00655993+0.00564941j 0.00214077-0.00729332j -0.00127155+0.0021783j -0.00629234-0.0179075j -0.000999382-0.00728308j 0.0159013-0.0110169j -0.0210243-0.00882106j -0.0164628+0.0220029j -0.000248807+0.0054894j 0.0189522-0.0120234j 0.0151387+0.0022528j 0.0166162+0.0199148j -0.00468851+0.00130045j -0.033306+0.017116j -0.00574818+0.00582286j 0.0118824+0.00801045j 0.0140241-0.0348777j -0.00984421-0.018972j 0.0160382+0.00717254j 0.0160885-0.0161366j 0.00805045-0.0253137j -0.00890608-0.0149706j -0.00768944+0.0111382j 0.00458633-0.000980814j 0.0047514-0.00379301j -0.00200626+0.00114604j -0.00095295-0.00118752j 0.00468644-0.00395035j 0.00140582+0.00249625j -0.000556594+0.00274293j 
0.00190048-0.00153621j -0.000389774+0.00290616j 0.00242206-0.00286424j 0.00111112-0.00184046j 0.00158141-0.000528816j -0.00267662+0.00335893j -0.000175116+0.00482603j -0.0012053-0.00100306j 0.00168476-0.000551047j -0.0046474+0.00160615j 0.00618538-0.00364167j -0.00494071-0.00870555j -0.0082657-0.000693847j 0.00809196+0.00208407j -0.0127251+0.0047691j -0.00327926+0.00342584j -0.00244914-0.00428395j 0.00076709+0.00463819j -0.0153534+0.00427583j -0.000361189-0.00274594j 0.00430586+0.00292475j -0.00208069-0.00704609j 0.0155435-0.0144287j 0.00128808+0.00472544j -0.0200655+0.00329948j -0.006444-0.00289354j 0.00958605+0.00831651j -0.0403655+0.0152205j 0.00388789-0.00844164j 0.0200681-0.00236764j -0.000345236+0.00600999j -0.0182103+0.00179428j 0.0139721+0.00909742j 0.0320035-0.00606267j -0.00291866-0.000400149j 0.0187317+0.00621497j 0.0126831+0.00421923j 0.00303832+0.00962814j -0.01114-0.0189437j -0.00824807-0.00823654j -0.0116022-0.0228564j -0.0360894-0.00494342j 0.01515-0.0212637j -0.00553583-0.01947j -0.000406331+0.00659968j 0.00384622+0.00706035j -0.00638856-0.00691541j 0.00305641+0.0021106j -0.00132146-0.00171232j 0.00153886-0.000611393j -0.0023902+0.00229445j 0.00122596+0.00078762j 
7.82917e-05+0.00057347j -0.00083872+0.00288433j -0.000595462+0.00408632j -0.00215313+0.000946864j -0.00156725+0.00271161j 0.00395121-0.00265943j -0.00108633-0.00223561j -0.00107339+8.23318e-05j 0.000487082-0.00164263j 0.000508082+0.00518859j -0.00446064+0.00556122j -0.000868739+0.00105092j -7.94599e-05+0.00132515j 0.00156458+0.000907537j 0.000179213+0.0031523j 0.00719132-0.00409989j 0.00307292-0.0046107j 0.00656544-0.00233493j 0.0106795-0.00208218j 0.0078973-0.00675599j 0.0192775-0.013495j 0.00579726+0.00300856j -0.0047818+0.00151877j 0.000147892+0.00713362j 0.0127806+0.0088905j 0.00244923-0.00194448j 0.0153961-0.0136075j -0.00112259+0.00182245j -0.00343763-0.00858851j 0.0250841-0.00714897j -0.0121344+0.0111289j -0.020901-0.000495393j -0.0128633-0.013932j -0.0132286+0.0145802j -0.0151043+0.010474j 0.029988+0.0103393j 0.0124382+0.000102148j -0.00109297+0.0111709j -0.0223212-0.0306188j -0.000477608-0.0327573j -0.0135932+0.0241342j 0.014656-0.00414437j -0.00075869-0.0119437j 0.00116233-0.00688879j 0.000341263-0.00116877j -0.0027752-0.00349999j 0.00428198+0.00369542j -0.00117985+0.00168903j 0.00194814-0.00212969j -0.00348551-0.00077652j -0.00154787+0.00110282j -0.00121735+0.00116601j 
0.000644109-0.0027542j 0.00154024+1.15562e-05j 0.000630945+0.00438935j 0.000175759+0.0020556j 0.000595714-0.00033607j -0.00428305+0.00419963j -0.000337657-0.0045425j -0.00317295+0.00330614j -0.00344187+0.00448306j 0.00198733+0.00183554j 0.0048176+0.000425721j 0.000925191-0.00182191j 0.00955782-0.0109692j -0.00287684+0.00804128j 0.001352-0.00393595j -0.00436414+0.00827055j -0.00266786-0.00371868j 0.00221045+0.0132791j -0.00659026-0.00407443j -0.00769336+0.0119809j -0.00762684+0.0113354j 0.010546-0.00691637j -0.00382255+0.00554089j -0.00464751-0.000403082j 0.0181208-0.00515681j -0.0135802-0.000829725j -0.0184077+0.00433611j 0.00382821-0.0130046j 0.0231305-0.0165704j -0.0187385+0.02329j 0.00973822+0.0171504j 0.0161594-0.0147839j -0.0223457-0.0199168j -0.00978036-0.00857442j 0.0266781-0.00859616j 0.00713548+0.0173675j -0.0244689-0.000267584j -0.0198944-0.0163596j 0.010509-0.0266842j -0.0116804-0.0293121j 0.0145503-0.00276695j -0.00514053-0.0110753j -0.00790174+0.00156504j -0.000254137-0.006236j 0.000279968-0.00296547j -0.000135113+0.00301402j -0.00623809+5.24057e-05j 0.00029112+0.00323962j -0.00122034-0.00347774j -0.0022736+0.00364124j 0.00116668+0.00101264j 0.00185733-0.000405291j 
-0.00287249-0.000259651j 0.000317046-0.00145614j 0.00275606+0.00265476j 0.000540466+0.000475917j -0.000614321+0.000859231j 0.00182005-0.00599131j -0.00369565-0.00180218j 0.00121428-0.00194425j 0.00156157-0.000986501j 0.00261179+0.00153558j -0.000267623+0.00595441j -0.000512495-0.0036209j -0.00700138+0.00023519j 0.00286019-0.000490028j 0.00443661+0.00247423j 0.00256935-0.00477853j 0.00267296-0.00264159j 0.00200097-0.00238974j -0.00435222-0.00728899j 0.00272235-0.00664925j 0.000510961-0.00269105j -0.00822029-0.00763716j -0.00852993-0.011089j 0.00819226+0.00488622j -0.00679121+0.0126081j -0.00597483-0.0164187j 0.0144399+0.00779196j 0.00242592+0.00935423j -0.0136439+0.0276429j 0.0099269-0.0107507j 0.00524969+0.0335102j 0.00294457+0.0119588j 0.00736875-0.0150336j 0.00385045-0.0346296j -0.00330459-0.020292j -0.0173936+0.0120207j 0.0103032-0.0186151j -0.00218399-0.0459171j -0.000908004-0.00729577j -0.0181704-0.0214348j -0.0129902+0.00082205j -0.00378985+0.00446315j -0.00227645+0.00878139j -0.000661272-0.0126378j -0.00737789-0.00946088j -0.00177118+0.000601887j 0.00166501+0.00369729j -0.00193566+0.00615388j 0.00139639-0.00360772j 0.00185193+0.00547694j 0.000515614-0.000355154j -0.00132768-0.00317527j 
8.04772e-05+0.000557051j -0.000176187-0.00185532j 0.000221663-0.00321416j 0.00277769+0.00186154j -0.00083731-0.0024359j 0.000921043+0.00198828j -0.0024666-0.00337788j 0.00113091+0.00115356j -0.00209585-0.000493166j 0.0028352+0.00393655j 0.00415323+0.000760931j 0.0021442+0.00579578j -0.0039123-0.000969808j 0.00186249-0.0050095j -9.25315e-05-0.00155303j 0.00124704+0.011345j 0.000257375+0.00333242j -0.0018187-0.003471j -0.00205486+0.0125877j -0.00213413-0.000821491j -0.00863032+0.00881176j -0.00795953+0.00349698j 0.00735158+0.0225093j -0.0081036-0.00185001j 0.00256762+0.02317j 0.0222901+0.00154468j -0.000784356+0.0180565j -0.0215468+4.88273e-05j -0.0122042+0.00985441j 0.00899554+0.00546119j 0.0029598-0.000289194j -0.01501-0.0294743j 0.0183557-0.0213109j 0.0096638+0.000177283j 0.00613074-0.013207j 0.00387923+0.0317439j 0.000188667-0.00743563j -0.0145001+0.023277j 0.00809562-0.0280063j 0.00500799+0.0100226j -0.000207283+0.0181925j -0.00626386-0.00716587j -0.00440928-0.00108455j 0.00139983+0.0303853j -0.000575481-0.00473444j 7.98638e-05-0.000169574j -0.00202369+0.00871129j -0.00049864-0.00159655j -0.00124738+0.00309577j 0.0012617+0.00562042j 0.000796656-0.00302194j 0.000157887+0.000546915j 
0.000313764-0.00184566j -0.000350495+0.00191132j 0.000130933-0.00127519j 0.00377101-0.00239465j 0.000758076-0.00267059j -0.000220759+0.00401199j -0.000934005-0.00243658j 0.00456134-0.000460605j 0.00420582-0.00617j 0.000115081+0.00879743j 0.00132583-0.000788856j 0.00397262-0.00143312j -0.00298566+0.00159849j 0.000458875-0.00763361j -0.0052936+0.0185175j -0.00453933+0.00799576j -0.00665715+0.00769452j -0.00114515-0.00138914j 0.0024881+0.00533336j 0.0030797-0.00560987j -0.00336688-0.00487998j -0.0181438+0.00384725j 0.0269794-0.0247752j 0.0295471-0.0113535j 0.00363446+0.0272459j -0.01102+0.0237096j -0.0100768-0.0119063j 0.0265469+0.00983478j 0.0280682-0.00309469j -0.0286914-0.00623252j 0.00411737+0.010887j 0.00416815+0.010457j -0.0220924-0.00359071j -0.0211432-0.00274086j 0.00853976-1.26471e-05j -0.0106192-0.000878062j -0.0248064-0.0182312j 0.0229296+0.000852895j -0.00281511-0.00195915j 0.000118995-0.0033739j -0.00719283+0.0184201j -0.00765633+0.0172518j 0.00129722-0.00375155j 0.00458977+0.00794573j 0.0030698-0.00465161j 0.00118643-0.000750534j -0.00527264+0.00701511j -0.000956609-0.00122624j 0.00115687+0.00126911j 0.00209669+0.0037351j -0.00139724+0.000496444j 0.000601478-0.00042245j 
0.00214157+0.00223737j -0.00226946+0.0011478j 0.000239771-2.32996e-05j -0.00176482-0.00161154j 0.000958278-0.000626113j -0.000525428-0.000167955j 0.00189221+0.00194371j -0.00129179-0.00410012j 0.00246923-0.00637921j -0.00598363-0.00266631j -0.000630325+0.00342566j -0.0039508-0.00438146j -0.00186824+0.000400014j 0.00278629+0.00544848j -0.00945592-0.00348881j -0.00161246-0.00329742j -0.0052296+0.00177001j 0.00102033+0.00345698j 0.000718444-0.00799738j 0.00914205-0.00828937j 0.0169106+0.00946391j -0.00192733+0.00783434j 0.00922238-0.00686921j 0.00300424-0.0122925j -0.00547521-0.00446531j -0.0217355+0.0199395j -0.00414407-0.00732099j 0.000329615-0.0438048j 0.016818+0.0130277j 0.015651+0.029558j -0.00599551-0.00574787j -0.00313425-0.0231687j -0.007815+0.00944465j -0.010833+0.0117151j -0.019269+0.00698056j 0.00328068+0.0428798j -0.00316263+0.0159453j 0.00445917-0.0114866j -0.0112096-0.0109249j -0.00106324+0.00412422j -0.00180418-0.0160507j 0.000288849-0.0187732j 0.00490946-0.00139837j -0.00479071-0.00289016j 0.00286308+0.00717834j 0.00147986-0.000265886j -8.87242e-05-0.0085484j 0.00114999+0.0023871j 0.000505794-0.00126958j -0.00126348-0.00678597j -0.00174913-0.00133816j -0.00036883+0.00178881j 
0.000248721-0.000416349j -0.000798041-0.00123029j -0.00257332-0.00130082j -0.00287608-0.00410371j -0.00194579-0.00324405j -6.25372e-05+0.00267143j 0.000476316+0.00235606j -0.00103874-0.000695983j 0.00220238+0.00155288j -8.68572e-05-0.00424744j -0.00222248-0.0107374j -0.00317534+0.000694612j 0.0020502+0.00223261j -0.00397329-0.00246657j 0.0038423+0.00102803j 0.0036783+0.00814127j 0.000529541+0.00336822j -0.00176862+0.00769867j 0.0157482+0.0119163j 0.00810171+0.00814306j 0.00577193+0.0270467j 0.000733436+0.00906517j -0.0143374-0.0154135j -0.00938478-0.0024312j 0.0212713+0.00787019j -0.00193634-0.0145476j 0.0142755+0.0100556j 0.0130012+0.0235499j 0.00146641-0.00239609j 0.00196512+0.0185829j -0.0111511-0.00952302j 0.0140397+0.00289755j 0.00756749-0.0208158j -0.00336123-0.0293257j -0.00857096-0.0138713j -0.00501734+0.00975248j -0.0172195+0.012085j -0.00398218-0.00506137j -0.00902345-0.0147875j 0.0115567-0.00135977j 0.00373753-0.00968652j 0.00592831+0.0282315j -0.000943972-0.00500439j -0.000278706-0.0054308j 0.00349959+0.00159388j -0.000383539-0.00948331j 0.00314155+0.00380643j 0.0019421-0.00238648j 0.000377655+0.0018543j -2.42354e-05-0.00959897j 0.000137376-0.000473139j 0.000603459-0.00123314j 
-0.00198912-0.00170595j -0.000351144-0.000749612j 0.00107681+0.00162067j 0.00100284-0.00054307j -0.00179091-0.00115481j 0.00352827+0.00355113j -0.00427087-0.00315365j 0.00122181+0.000162976j 0.00250683-0.000912017j 0.00262503+0.00404802j -0.00232191-0.00251219j 0.00201419+0.000883266j -0.00832483-0.00706311j 0.00111275+2.10321e-05j 0.0044955+0.00916629j 0.00306639+0.00864077j 0.00316909+0.0133363j 0.00311197+0.000123218j -0.0010988-0.00500815j 0.0114259-0.00232049j 0.0017979+0.00311585j -0.0127364-0.000917706j -0.0113766-0.0204335j 0.000442852-0.00765841j 0.000416502-0.0116234j 0.021732+0.0262203j -0.00981173+0.0303519j -0.0129121-0.0217501j -0.0211469-0.0388898j 0.0143285+0.0312844j 0.000140268+0.00839907j 0.00129944-0.0126358j -4.3553e-05+0.0317489j 0.000592903+0.0252589j 0.00795137-0.0229285j -0.00589241-0.00280525j -0.000498478+0.0292746j -0.000791501-0.00853561j -0.00482149-0.000691004j -0.00133571+0.000871802j -0.00644827-0.00615026j -0.00163451+0.00608819j -0.00215956+0.00726539j 0.00186735-0.00307001j -0.00209316-0.0102313j -0.00209976-0.00191916j 4.49588e-05+0.0105866j -0.000568979+0.00124888j 0.00103276+0.000187735j 0.000535306+0.00429148j -0.000137324-0.00103576j -0.000248792-0.00298859j 
-0.00127095+0.0021359j -0.0010148-0.00128198j 0.000101349+0.00232431j -0.000112899+0.000420445j 0.000193329+0.00182898j 0.00240343-0.00086219j -0.000729366-0.0030772j 0.00134615-0.000565493j -0.000556203+0.00709229j -0.000573763-0.000391114j -0.00190922+0.000593312j 0.00348061-0.00510554j -0.000252624-0.00641189j -0.00274377+0.00517587j 6.82104e-05-0.00259755j 0.00884611-0.010145j 0.0101859-0.0156528j 0.00400117-0.00066562j 0.000585648+0.0150872j -0.00331718+0.0278085j 0.0199045-0.0040842j 0.0204862-0.016922j 0.0205499-0.00117453j 0.0116265+0.013695j -0.0160483+8.09716e-06j -0.00860831+0.00167104j 0.00392189+0.00517552j 0.0155516-0.0043851j -0.00786049+0.00296405j 0.0107547+0.0117971j 0.014535-0.0338485j -0.0208382-0.000436899j -0.0338018+0.00675171j 0.000313803-0.0058274j -0.00600719-0.0145006j 0.0067883-0.00786793j 0.00977626-0.000856943j 0.00404286+0.00894158j 0.00209118-0.0178261j 0.00185645-0.0003581j 0.000665566-0.00862593j 0.000404856+0.0023763j 0.000783886+0.00459228j 0.00606723-0.00123277j 0.000254143-0.00214806j -0.00130729-0.00161971j 0.00174435+0.0037473j -0.00129981+0.000582918j 0.00119434+0.000464712j -0.000496772+0.000993133j 0.000261689-0.00242004j -0.00156346-0.000444854j 
0.000354962-0.000310684j -0.00152043-0.00123437j 0.000639078-0.000577822j 0.00229956+0.0018075j 0.000342585-0.000668758j 0.00121975+0.00407466j -0.00101932-0.000823583j 0.00165293+0.00109331j 0.00417037-0.00102045j -0.00196302-0.00165016j -0.000579684-0.00273471j 0.00188515+0.00525926j -0.00446876-0.00572805j 0.00407449-0.000449459j -0.00634406-0.00587318j -3.11505e-06+0.00580431j -0.00889665+0.0055804j 0.00366301+0.0042136j 0.00432752-0.00494857j 0.00921418-0.010487j 0.00931997+0.0218736j -0.0212085-0.00711271j 0.0210462+0.0279328j 0.0139948+0.0278012j -0.00749688-0.0242468j -0.0206432-0.0100371j 0.00644527+0.00412591j 0.0148748+0.0140111j 0.00237972+0.0130953j 0.00545566+0.0119405j -0.00806827+0.0228728j 0.00136132-0.0211116j -0.00715232-0.0228989j -0.0171084-0.00824233j -0.00131261-0.0137198j -0.0148407+0.00276557j -0.00246606+0.00517143j 0.000335668+0.021888j -0.00649928-0.00856641j -0.00242008-0.00132822j -0.0037225-0.01061j -0.0032543-0.00874925j 0.000531572+0.00930054j -0.000404971+0.00316058j 0.00103546-0.000684339j 0.000143429+0.00224905j -0.00186971+9.75399e-05j -0.000384052+0.000127722j 0.000227459+0.00214419j -0.00019882+0.00324524j -0.000517879-0.00309211j 0.000396165-0.00102846j 
0.000629298+0.000374557j 3.10817e-05-0.00259472j 8.38348e-05-0.00451868j 8.50312e-05+0.0019496j -0.000940166-0.00258156j -0.00158922+0.000610732j 0.000212205+0.00226791j -0.000236858-0.000337961j 0.000907407+0.00288267j -0.000580568-0.0089758j 0.00262788-0.00971384j -0.00330356+0.0117487j -0.00347882+0.00305866j 0.00470893-0.0074333j -0.00199279-0.0244516j -0.000266788-0.00154816j -0.0164264+0.000873151j 0.00101229-0.0120062j 0.0176226-0.0108266j -0.00632439+0.0224462j -0.00123671-0.0180438j -0.00785795-0.0211255j 0.00390693-0.00510294j 0.00102242-0.0132401j -0.0153942+0.0137754j -0.00722123-0.0235408j 0.00685511+0.0114274j 0.00876535-0.0243262j 0.0151028-0.0276369j 0.0211317-0.0311508j -0.0215245+0.0104863j -0.00673382+0.0176089j 0.00830436+0.0066154j -0.00407315-0.00605966j -0.00389212+0.00397504j -0.00947889-0.00221289j -0.00148049-0.00375006j -0.00597862+0.00982009j -0.00500841+0.0010959j -0.0042806+0.00588111j 0.00233056-0.00579176j -6.06873e-05-0.00275846j -0.0015797+0.00321837j -0.00424892+0.00152699j -0.000925963+0.00194242j 0.00135894-1.36143e-05j 0.000628448-0.00251107j 0.000948325-0.000786318j -0.00245401+0.00264032j 0.000304427+4.07281e-06j 0.00082198-0.00187928j 0.000551258+0.000383835j 
0.00152115+0.00102611j 1.25721e-05+0.00207903j 0.00137084-0.00232398j 0.000596738-0.000339593j 0.000374174-0.000555436j -0.00192949-0.000173787j -0.000148476+0.00124975j 0.00222002-0.00301836j 0.00480874-0.00139893j -0.00150329+0.000197549j 0.0014792-0.00152374j -0.00447965-0.00603872j -0.00361723-0.000410215j 0.00313427+0.0161445j -0.0041142+0.0110187j -0.00765705-0.0117272j -0.0107301-0.00414372j -0.00949268+0.00424275j 0.000630321+0.0166654j 0.0302593-0.007642j -0.0183004-0.00292359j -0.0124728-0.0380904j -0.00278494+0.00124637j -0.00218907+0.0199516j 0.0184458-0.00480613j -0.00448944+0.0176969j -0.00992851-0.0076339j -0.011753-0.00557485j -0.00730462+0.0140777j -0.0213235+0.00588038j -0.0262758-0.0118428j 0.0179112+0.00273758j 0.00701822+0.0255547j 0.00186989-0.0175335j 0.00274856-0.000238199j -0.00855051-0.0182721j -0.0075501-0.0118715j 0.00238853-0.00510136j -0.00337222-0.00608505j -0.00386531-0.0018233j -0.00169038-0.00420085j -0.00120954-0.00148237j 0.00212524-0.00140724j -0.00147447-0.00711155j 0.000632836+0.000367029j 0.00150876+0.00200121j -0.00115271-0.00221782j -0.000220722+0.000747648j -0.000818352-0.00016015j 0.000598129+0.00126778j -0.00110324+0.00017184j -7.61942e-06+0.00266061j 
