-0.0122841+0.00543388j 0.00736222+0.000745472j -0.00390828-0.00162967j -0.0122391+0.00373974j 0.00358782-0.000514483j -0.00169645-0.00224295j 0.0110981-0.00533339j -0.004309-0.00294705j -0.0062612-0.000928457j -0.00265325+0.00149927j 0.000635683+0.00270312j -0.00348714+0.00817656j 0.00447424+0.00231915j 0.000443428+0.00236329j 0.00309561-0.00197887j -0.000127275-0.00124105j 0.00422084-0.00498007j -0.00409369+0.00619049j 0.00664605-0.000104193j 0.00488134+0.00152593j -0.00442529-0.000603132j 0.00414372+0.000481149j 0.0049387+0.00302252j 0.000715696-0.00147443j 0.000337421-0.000305497j 0.00289933+0.000126421j 0.00254062+0.00171683j 0.000403048-0.00145704j -0.0056821-0.000149054j -0.00298554+0.00522666j -0.00359721+0.00347583j -0.00285305+0.00180717j -0.0176473+0.0102522j 0.0134341-0.00900181j -0.00100076-0.00461018j -0.00563279-0.00619868j -0.00117542-0.00155534j -0.0110028+0.00490392j 0.00696284-0.00567186j 0.00604215-0.000922888j -0.0122559+0.0147817j -0.0246245-0.00293692j 0.0262688+0.0058391j -0.00228383+0.012375j -0.0119699-0.00821335j -0.00880738-0.0070206j 0.00138563+0.0115285j -0.0178186-0.00623183j 0.0186139-0.0035651j 0.00583418+0.0106645j 0.0265874-0.00529257j 0.0203612+0.032733j 
0.0048964-0.00120093j 0.00665943-0.00333821j -0.0115534+0.00215264j -0.0129559+0.00861168j -0.0107425+0.00493881j 0.00635949-0.00169559j -0.0134284+0.00667267j 0.0053374-0.00101608j 0.0242402-0.0103158j 0.00971154-0.00256382j 0.00181738-0.00268866j -0.00267611+0.000549842j -0.0139901-0.0031796j 0.00565642-0.00509896j 0.0179697-0.000883703j -0.0246199+0.00737668j 0.0342108-0.00383162j -0.0149766-0.00637715j -0.00142944-0.00268383j 0.00924967-0.00128045j 0.00273944+0.00280925j -0.00352529-0.0025953j -0.0115713-0.00283588j 0.000980206+0.00424814j -0.00870232+0.00219597j 0.00475284-0.00127382j -0.00741604-0.00783729j 0.00480445-0.00157823j -0.0174977+0.00085348j 0.00802351+0.000941994j 0.0139219+0.000574313j 0.00946951+0.00632882j 0.00552301-6.97522e-05j -0.0171594-0.00231379j -0.00279163+0.00168703j -0.00159412+0.000933401j 0.00645574+0.000104407j 0.00688502+0.00608169j 0.000216841+5.47428e-05j 0.00494508-0.000859877j 0.0152654+0.00542552j 0.000195424+0.000406936j -0.00769297-0.00116778j 0.0218177+0.00918278j 0.00282658-0.00189882j 0.000164265+0.000632814j -0.00491286-0.0022576j -0.00485371-0.00339077j 0.00767426+0.00298578j 0.00114966+0.00118423j -0.00355276-0.00463636j 0.00292632+0.000624356j 
0.0123721-0.00561567j -0.00279736-9.52617e-05j -0.00702205+0.00397505j -0.00413323+0.00540974j 0.00373364-0.0069804j -0.00383347-0.000790712j -0.00767317+0.00873909j 0.0237953-0.0107003j -0.00456945+0.000863156j -0.00145393-0.00466241j -0.0037057+0.0013486j -0.0252401-0.000265257j 0.0124644-0.0032268j 0.0232897-0.00312808j 0.0202102-0.000964445j -0.00357556-0.00440378j -0.0214441+0.00135481j -0.0100537-0.0022989j 0.00224018-0.0020153j -0.0278333-0.00818636j 0.00232267-0.000565796j -0.00433307+0.001105j 0.0108921-0.00350506j -0.00369311+0.00351614j 0.00231244+0.00125394j 0.00892232-0.00122742j 0.00891504+0.00904945j 0.000471268-0.00214452j -0.00062359+0.00285899j -0.0103423-0.00353542j 0.00443431-0.00179132j -0.00441922-0.00371027j 0.00420191+0.00301382j -0.016384-0.00619383j 0.011256+0.00253774j 0.00256726+0.00372155j 0.00155796+0.0011999j 0.00886793+0.00406836j 0.00199912+0.00196803j 0.00191475-0.00065594j -0.00809883-0.00211561j 0.000330708+0.00371749j 0.00111233+0.000702234j 0.00902714+0.000598871j -0.00611333-0.00305408j -0.0114543-0.00348109j -0.00333291+0.00028281j 0.00171696+0.00053948j 0.00560417+0.00388432j -0.00142064-0.00025505j -0.00654643-0.002271j -0.00347624-0.00441732j 
-0.00281313+0.0043463j 0.0152954-0.00694627j -0.00265391+0.00310116j 0.0148313-0.00742575j -0.0215886+0.0115984j 0.00356185+0.00265513j -0.0112802+0.00194891j 0.00827746+0.00284048j 0.0267978-0.0052428j -0.0119249-0.000401801j -0.0320825-0.00473908j -0.0201601+0.0025333j 0.00518846-0.00541483j 0.022692-0.0014105j 0.00512363-0.00286141j -0.00425076-3.13691e-05j -0.0204595-0.00554151j 0.00788834+0.00362324j 0.00526785+0.00198706j 0.00735599+0.00504701j 0.00316876+0.00983119j 0.00685634+8.21084e-05j -0.00139072-0.00106477j 0.00257711-0.000770047j 0.00287393-0.000524171j -0.00541918-0.00225603j -0.00615431-0.00789038j -0.00377865-0.00220066j -0.00182161+0.000636498j 0.00879401+0.00309052j 0.000308224-0.000147516j 0.000132883+0.00348472j 0.00264453+0.000306485j -0.00130047-0.00136204j -0.0063404+0.000259391j -0.00406147-0.00168486j -0.00100791+0.000707718j -0.00143912+0.000127359j 0.00356802+0.000143441j -6.24024e-05-0.000308507j 0.0173058+0.00399009j -0.00925124-0.00396434j 0.00245707+0.00248967j 0.00304798+0.000922434j 0.0043076+0.00165291j 0.00829484+0.00369404j -0.00800002-0.0031815j 0.00373738+0.00166443j -0.0077503-0.00269202j -0.0022225-0.00341187j -0.00119119-0.00400877j 0.00642511+0.00158189j 
0.0144996-0.00632467j 0.00267744-0.00421169j 0.0091421-0.00471703j 0.000655185-0.00327194j -0.0213546+0.0111649j 0.00971571-0.00466497j 0.0252444-0.00822639j 0.00717179+0.000431363j 0.0190944-0.000622251j 0.0347995-0.0063732j 0.0242208-0.00556355j -0.0228833-0.00785357j 0.0131356+0.000253338j -0.00939419-0.00144801j -0.0180809-0.00607053j -0.00810461+0.00407553j -0.00377899+0.00322022j 0.00606269+0.00194023j -0.0123877-0.00962397j -0.00303243-0.0037403j 0.00920114+0.00255394j 0.00534975-0.00053477j -0.000821389-0.00396478j -0.00709424-0.00127449j -0.00661218-0.00476265j -0.00447757-0.000646821j -0.00236803-0.00612766j -0.00599607-0.0016316j 0.000886799+0.000646472j 0.010576+0.000435616j -0.00375145-0.0015228j 0.0119415+0.00283444j -0.0037822-0.000758951j -0.000143862-0.000637439j -0.00293225+0.000282597j -0.00396739+0.00141302j -0.00155887+0.000181451j -0.00321029+0.000356678j -0.00489445-0.000566711j 0.0060746+0.000438104j -0.000285552-0.000533177j -0.00970371-0.0010448j 0.00620389+0.00178679j -0.000541383-0.00234349j 0.00441858+0.00128842j -0.0065107-0.00223393j -0.00267592+0.000260759j 0.00547973+0.00190636j 0.00333704+0.00394793j -0.00560219-0.0015729j -0.00657894-0.00186542j -0.0022526-0.0037918j 
-0.00492723-0.00527929j -0.00192865-0.0092268j 0.000946542+0.00853895j -0.00233287-0.00437666j -0.000329015-0.00156453j 0.00261535+0.00343413j 0.00079221+0.00589409j 0.00115502+0.00832526j 0.000592573+0.00410472j -0.00478068-0.0023088j -0.00444446-0.00323588j 0.000482462-0.00893081j -0.00388429-0.00361157j -0.0041628-0.000909704j 0.00152009+0.000369375j 0.000846537-0.00142858j 0.00554285+0.00366816j -0.00238771-0.00652956j 0.0013611-0.00341056j 0.00351234-0.00510284j 0.00244607-0.00199971j 0.000279638-0.00249134j 0.00122111-0.00202177j 0.00107513+0.000618942j 0.00056474-0.000321628j 0.0029149-0.000964268j 0.00445785+0.00286275j -0.000434203+0.00169801j 0.00266646+0.00036707j -0.00471719-0.00282191j -0.00133228-0.00575446j 0.00343987-0.00476391j -0.0067278-0.00335909j 0.00810521+0.0025785j -0.000538129+0.00257342j -0.000934836+0.00341591j -0.00138534-0.00218842j 1.79338e-05-0.00360416j -0.00394612+0.0037381j 0.00427613+0.00040475j -0.0174378-0.012301j -0.01332+0.00586088j 0.0242175+0.00633137j -0.00397704-0.0272927j -0.00595334+0.00407931j -0.0270555+0.00796744j 0.00415415-0.0253855j 0.0148567+0.0126207j -0.0289004+0.0111019j -0.00251864-0.00162199j -0.0430596+0.0129801j 0.0123626-0.0374929j 
-0.00148628-0.0101648j 0.00567006+0.00679145j -0.0014605-0.00409546j -0.00245427-0.00760489j -0.00231779+0.00314609j -0.00119385-0.00607008j 0.000891949+0.00362546j 0.00579513-0.00459712j 0.00429769+0.000265813j 0.000867445+0.00424719j -0.00105664+0.00694859j -0.00308563-0.00174541j -0.00413994+0.00489054j 0.00129802+0.00293749j 0.00222406-0.000702768j 0.000522887-0.000891699j 0.00185988-0.00275367j -0.000338162+0.002659j -0.000916608+0.000360688j 0.00110015-0.00232761j -0.00383002-0.00603201j -0.00155616-0.00191794j -0.000437822+0.00256398j 0.00244217-0.000192247j -0.000130528-0.000793192j -0.00181931+0.0005085j -0.000574032+0.00308801j 0.00196104+0.000754506j 0.00132282-0.00544908j -0.00374448+0.00208547j 0.000309618+0.00178282j -0.00572076-0.00544172j 0.00539748-0.00048787j -0.000559166-0.00400727j -0.00203061+0.00264048j 0.00164446-0.000211327j 0.00127558-0.00278294j 3.65529e-05-0.00471872j 0.000262804+0.00104299j -0.00266664+0.00119222j -0.0142094+0.00388849j 0.0196364+0.0144181j -0.00281105-0.0187636j -0.0216605-0.00937256j -0.00886898+0.00381228j -0.00510224-0.022444j 0.0294947+0.0114032j -0.0274486+0.0264802j 0.00119645+0.00193549j -0.0331538+0.014473j -0.0114309+0.0381144j -0.0404796+0.0135668j 
-0.0023191-0.00905973j 0.00236773+0.00201668j 0.00146658+0.00491209j -0.000108411+0.000516556j -0.00295965-0.00275373j 0.000289477-0.00766572j -0.000697769-0.00197862j 0.0070977+0.0176536j 0.00207348-0.00103454j 0.00210014+0.00314648j -0.00227143+0.00695991j 0.000413672-0.00142652j -0.00637794-0.0159444j -0.00313928-0.00850437j 0.00316546+0.00728551j 0.00216611+0.00454949j 0.00241338+0.00545594j 8.06855e-05-0.0123418j -0.00147166+0.00309019j 0.00117565-0.00155967j -0.000391215-0.00292691j -0.00334104-0.0023704j 0.00116199+0.00479319j 0.00435827+0.0019466j 0.00453867+0.00749344j -0.00260226+0.001486j -0.000502211+0.0162928j 0.000718216-0.0018239j 0.00698523+0.00715389j -0.00799715-0.00744406j 0.00402524-0.0104603j -0.00175443-0.00836024j 0.00463537-0.00665394j 0.00531282+0.0167504j 0.00470181-0.00487133j 0.00354582+0.0010459j -0.0134562-0.013087j 0.0190418+0.00178771j -0.010773-0.0120339j 4.94052e-05-0.000627388j -0.0151586+0.00411695j 0.00460326-0.013761j 0.00257857-0.0163713j 0.00470243+0.0278152j 0.00687998+5.62206e-06j 0.0211726-0.0248694j 0.00463934+0.00675669j 0.0228946-0.0206177j 0.0336477-0.0339423j 0.0177975+0.015277j -0.0119912+0.00994968j 0.00121595-0.00365589j 
0.000770987-0.00137394j 0.00348875+0.00871044j 0.00362135+0.004387j -0.0024841-0.00256842j -0.00283654-0.00631516j -0.00215905-0.00963292j -1.24004e-05-0.000852133j 0.00605295+0.00739892j -0.00165506-0.00948253j 0.00425475-0.00152019j 0.00408988+0.00696184j -0.00161978+0.0039872j -0.00385153-0.00128558j 0.000845747+0.00246387j 0.00231173+0.00142702j -0.000267761+0.000840866j -0.000649836-0.00416904j -0.000260412+0.00383512j -0.00646856-0.00106617j -0.00419623-0.00153706j -0.0041737-0.00378035j -0.000817904+0.00484058j -0.00169501-0.000678828j 0.0033891-0.00549554j 0.00103256-0.00766886j -0.00923516-0.00495672j 0.00304127+0.0022797j -0.00299052-0.00313942j 0.00444644-0.00449696j -0.00242713+0.000684783j 0.00153681-0.00516757j -0.00809486-0.0141902j 0.0104711+0.00731241j -0.00113272-0.0239561j 0.00357101+0.0119647j 0.0143279+0.00973208j -0.00151414+0.00863678j 0.00566964-0.0231745j 0.00875899+0.00838655j -0.00497676+0.0114009j 0.00556853-0.0301993j 0.0110594+0.0104854j 0.00738332+0.0157231j -0.00535648+0.0350731j 0.00379633-0.0122549j -0.0186952+0.0329334j -0.00925461+0.0022598j -0.0262772+0.0205358j -0.00208169-0.0272125j 0.0208072-0.022478j -0.00193739+0.00610108j -0.00799239+0.00665812j 
0.000717783+0.00173407j 0.000841918+0.00129932j 0.00352542+0.00891816j -0.00278228-0.00532686j -0.00175226-0.00863914j -0.00333176-0.00822206j -0.00341934-0.0048153j 0.00146919+0.00330221j -0.00132453-0.00324744j 0.00188059-0.00130452j 0.00780558+0.00812902j 0.00101739+0.00653867j -0.00218742-0.00336374j 0.00102101+0.000830571j 0.000693628-0.00124961j -0.00254308+0.00700759j -0.00156829-0.00484268j 0.00176901+0.00974564j -0.00847381-0.00558058j -0.00440782-0.00645791j -0.00191816-0.00375362j -0.000254275+0.00462748j -0.000406132+0.000412986j 0.00196178-0.00923541j -0.000325017-0.0113416j -0.0196596-0.00579208j -0.00166533+0.0183399j -0.0106167-0.013104j 0.00461482+0.00500059j 0.0098414-0.00156862j 0.00710477-0.00534922j -0.000115316+0.00605269j 0.00106851-0.00733794j 0.00378546-0.00749498j 0.00867984-0.0162427j 0.00435734-0.0300477j -0.0200373+0.0116148j 0.00313827+0.0312866j 0.00227823+0.0399788j 0.00264414-0.0245022j 0.0067903-0.0066318j 0.0108608-0.0309576j 0.0018177-0.00484556j -0.00522346-0.0101932j -0.0144938+0.0192512j 0.009257-0.0160528j -0.0225445+0.0285614j 0.00470102+0.0181747j 0.000685988-0.0103527j 0.00901725-0.0122018j 0.0016041-0.000820684j 0.000797305+0.00187369j 
0.00157315+0.00614451j 0.000234632+0.00187754j 0.000846141+0.00153128j -0.000814539+0.00479031j 0.00203165+0.0014661j -0.00226902-0.00691361j 0.00136495-0.00021653j -0.000914887+0.00444643j -0.00165271+0.000233223j 0.00196602-0.00369568j 0.00586005+0.00912319j 0.00105105+0.00999871j 0.00368803+0.0038404j 0.00136241-0.00349445j -0.00197548-0.00215239j -0.0055421-0.00973746j -0.00230375-0.00228281j -0.0024646+0.00410545j -0.00425527-0.00634896j -0.0060488-0.00636876j -0.0100182-0.0104818j 0.000642217+0.00924783j 0.00463106+0.0123691j 0.00182851-0.00792571j 0.00526483+0.0158039j 0.00326208+0.00314842j -0.0125541-0.0108801j 0.00417706+0.020174j -0.00370015-0.0107515j -0.00376298-0.00242477j 0.000272364-0.00507253j -0.0122725-0.020834j 0.00203385-0.0281676j -0.00306332+0.0106202j -0.00457174+0.00617137j 0.00108532+0.00875664j -0.00605941+0.0401307j 0.0137922+0.0163515j 0.00638391-0.00928666j -0.00509911-0.00877359j -0.0178739+0.0300301j -0.0158211+0.0138516j -0.0164722+0.0285276j 0.0024043-0.00590287j 0.00951975+0.00858407j 0.0222456-0.0185651j 0.00264826-0.023628j -0.0126463+0.0177609j 0.00324659-0.00415732j 0.00271643-0.0036075j 0.00569593-0.0028009j -0.00223253+0.00333348j 
0.000132055-0.00303894j 0.00306708+0.00825506j 0.00288683+0.0024508j -0.00287824-0.00716852j -0.00201691-0.00482351j 0.00300747+0.00524037j -0.000301832-0.0005268j 0.00683736+0.00583894j -0.000713937-0.00753042j 0.00362339+0.000345037j 0.00211464+0.00693889j -0.00341094-0.00399113j -0.00691964-0.0117025j 0.00194184+0.00722278j 0.00354298-0.0043863j 0.00634102+0.0110294j 0.000231942-0.00546352j 0.00267347-0.00414845j -0.00510213-0.00187067j 4.67319e-05+0.00536595j -0.000758852-0.00814357j -0.00329016-0.00247923j -0.00544789+0.00503473j 0.00739131+0.00997601j 0.00496248+0.00680272j -0.00523855-0.00212562j 0.00631008+0.00239083j 0.00506543+0.00968309j 0.00188503-0.0197227j -0.00201573-0.00666921j 0.00544927+0.0231144j 0.00410932+0.0273331j 0.00479081+0.0108474j 0.000900681+0.00638772j -0.00633144+0.0425311j 0.00824922-0.0118246j 0.012037+0.00864084j -0.00372148-0.00053099j -0.00367157-0.0197773j 0.00157919-0.0193006j 0.00141034+0.0117117j -0.00537214+0.00634311j -0.00766476+0.0205042j -0.00621076+0.000514335j -0.0182706+0.0281344j -0.00321883+0.0223723j 0.00898756+0.00455113j 0.00579323-0.0115906j 0.00193822-0.00668107j 0.00395605-0.00467757j -0.00430185+0.00560903j -0.00441977+0.00373236j 
0.000197382-0.00239947j 0.0017821+0.00531025j 0.00206422+0.00285998j -0.000453626-0.00136657j -0.000665918-0.000768971j 0.00268858+0.00228559j 0.00299911+0.00885358j 0.00640797+0.00972641j -0.000725543-0.00718616j 0.00191873-0.00730341j -0.00496634-0.0103903j 0.00192698+0.000692094j -0.00639168-0.00956121j -0.00187588+0.00020054j 0.00364622+0.00844694j 5.02466e-05-0.0139411j 0.00113233-0.00237645j -4.87613e-05-0.00540134j -0.00143569+0.00125001j 5.0356e-05+0.0104996j -0.00365846-0.00162235j -0.00336177-0.0105276j 0.00213004+0.00854821j 0.00385672+0.0084876j -0.000980168-0.0069052j 0.0233492+0.0226422j -0.0147157+0.00170605j -0.000646712+0.0128668j 0.000711458+0.0244137j -0.00887919+0.0319978j 0.00144815+0.0263131j 0.00164124-0.0100583j -0.00160861-0.00447102j -0.00296524-0.0178007j -0.0103557+0.0241215j -0.00724795-0.00538067j -0.000449598+0.0331141j 0.00146722+0.023749j 0.0104493+0.00261806j -0.00675217+0.0254549j 0.00165269+0.00941295j 0.0035133-0.00422839j 0.00805897+0.00501299j 0.0155207-0.030834j -0.00461148+0.000409896j -0.00149421+0.0133293j 0.00698848-0.0112628j 0.00077405-0.00553957j 0.00458341-0.00772415j 0.00369933-0.00174147j -0.003175+0.00303263j -0.00201761+0.00142273j 
0.000246607+8.1853e-05j -9.62625e-05-0.000564383j 0.000344544+0.00247773j 0.000895261+0.00256081j 7.22882e-05-5.81219e-05j 0.000910876+0.00153596j 0.00125244+0.00550735j 0.00109461+0.00562195j -0.00238126-0.00874847j -0.000481228-0.00859634j -0.00130345-0.00690628j 0.00463667+0.00475189j -0.00164058-0.00217611j -0.000967058-0.000139794j 0.000145884+0.000793105j -0.00121483-0.0135416j 0.00198536+0.00844622j -0.00161086-0.00737672j 0.00158576-0.00112206j 0.000165761+0.0145893j -0.000198308+0.0168974j -0.000409903-0.00392366j 0.00783375+0.0159869j -0.00122695+0.0117063j 0.0111968+0.0486888j 0.0103405+0.00280723j 0.000798225-0.00668596j -0.00688167-0.0406397j -0.00534946-0.020907j -0.00347393-0.0215096j 2.30308e-05+0.0120699j -0.00796708+0.0160879j -0.00733773+0.00594014j 0.00620351-0.0459212j 0.000198414-0.0144313j 0.000761361+0.031905j 0.000113245+0.00153468j 0.0186382-0.0350085j -0.0107526+0.0182915j -0.00286617+0.00513469j 0.0111822-0.0151896j -0.0022884-0.00492019j -0.00674896+0.0159647j 0.00900973-0.00515988j 0.000931263-0.0053005j -0.000711718+0.00390701j 0.00413494-0.00779208j -0.000314666-0.000769572j 0.00281758-0.00342759j 0.00203828-3.59987e-05j -0.000240966-0.000768367j 0.00132629-0.000799153j 
-0.00070774-0.00235423j -0.000950091-0.00366541j 0.00101103+0.00536634j 0.000297317-0.00373859j -0.000921279-0.00326883j -0.0027891-0.00932988j -0.00373665-1.18031e-05j 0.00113121+0.00679931j 0.00491429+0.0102839j -0.00485588-0.0135066j 0.00177175-0.00274679j 0.00410533+0.00746962j -0.00341852-0.00328252j -0.00213696-0.00743106j -0.0059353-0.00294966j -0.00568055-0.00798679j 0.00137103+0.0151728j -0.0032292-0.00356095j -0.0124473-0.0290375j 0.00727158+0.022292j 0.00531479+0.00397465j -0.000822859+0.0187316j 0.0159664+0.0158598j 0.00279494-0.017104j -0.00319957-0.0194171j 0.00573017-0.00566971j 0.0229514-0.0220524j -0.0127566+0.0148022j 0.00327497+0.000566669j 0.000807065+0.0157956j -0.000296788+0.0357326j -0.00275856-0.00967665j -0.00354697-0.0179621j 0.00220552+0.00568587j -0.00270458+0.00911587j 0.00475641-0.0121113j 0.00155256-0.0125888j 0.00508718+0.00227089j -0.00354618+0.00506382j 0.00314661-0.00711787j -0.000359472-0.012484j -0.0146992+0.0267215j 0.0018035+0.00431449j 0.00646898-0.0119039j 0.000680168-0.000115477j 0.00402645-0.00926012j -0.00449733+0.00727282j -0.00133571+0.00486718j -0.000717608-0.00167423j 0.00267521-0.0017378j -0.00165707-0.000107417j 0.00252364-0.00262913j 
-0.000991831-0.00360435j 0.000117533+0.000675019j -0.00287199-0.00900413j 0.00328143+0.00736131j -0.000719663+0.00703227j 0.00292204+0.00375337j 0.00512098+0.00707938j -0.00184536-0.00702366j 0.00145566+0.0043122j -0.000734056+0.0069673j -0.0123823-0.0132153j -0.00208233-0.0109044j 0.00268216+0.00796281j -0.00083332+0.00398844j -0.00192741+0.00705367j 0.0105313+0.00406988j 0.00640773+0.0147681j 0.000969694-0.00643336j 0.00163635-0.018066j 0.00198918-0.00798534j 0.00509419-0.00021213j 0.00459903+0.000280278j -0.000268864-0.00196856j -0.0104349-0.0295551j -0.00635835+0.0152571j -0.033821-0.0109107j -0.0166811+0.0389691j 0.00264063+0.0256344j -0.0088334+0.0180455j -0.00392992+0.0155905j 0.00177416+0.024855j -0.00421321-0.00802741j -0.00308904+0.00224507j -0.00544632-0.000149332j -0.000867046-0.00595405j 0.00876626-0.0171266j 0.0124279-0.00696725j 0.00161435+0.0011281j -0.00573652+0.0248924j 0.00458644-0.0243885j -0.00464356+0.00716335j 0.00607764-0.0111841j 0.0011013-0.00650579j 0.00189+0.00014786j 0.0029398-0.0121727j -0.00397347+0.00800146j 0.00526659-0.00868833j 0.00183466-0.00804019j -0.000189403+0.00317735j -0.00655913+0.00809403j -0.0013792+0.00163406j -0.0013886-0.000453161j 
-0.000407693+0.0006764j -0.00138163-0.00534396j -0.0023645-0.00217248j 0.00253965+0.00553181j -0.000731795-0.000217078j -0.00177938-0.000398061j -0.00115548-0.00435102j -0.00686842-0.0118303j -0.00328012-0.0052806j -0.0035786-0.000756864j -2.00696e-06-0.00796146j 0.00753505+0.0113223j 0.0047958-0.00329071j -0.00120812-0.000159745j 0.00359611+0.0162847j -0.00667805-0.0161731j 0.00600294+0.0234135j -0.00627496-0.0150563j 0.00370687+0.010142j -0.0104236-0.0092406j -0.00330284-0.0129703j 0.00671351-0.0111879j -0.00100669+0.0141649j -0.000681366+0.0127611j 0.00208802-0.0192014j -0.0104796-0.0212905j 0.0132131+0.00439218j 0.000301561-0.0144488j -0.000411268-0.00783653j -0.00494129-0.0070746j 0.00555248+0.0134866j 0.00349056-0.00654026j -0.0106789+0.0142058j -0.00287385+0.00669494j 0.00784701+0.00921094j 0.00669085-0.0298628j -0.0102699+0.027169j 0.00287228-0.0132162j 0.00448008-0.00717709j 0.00585327-0.00402099j 0.00668377-0.0160825j 0.000449386-0.00990696j -0.00300233+0.00237559j 0.0018277+0.00178862j 0.00559634-0.0141733j 0.000895544-0.00514954j -0.00342885+0.000227552j -0.00120773+0.00231395j -0.000574541+0.0026572j -0.00205212+0.00363826j 0.00232883-0.00244291j 0.00243533-0.00186649j 
0.000986522+0.0035104j 0.000628455+0.00243193j 0.000648303+0.00028785j -0.00186127-0.000946459j 0.00127337-1.18321e-05j 0.00108988+0.0064933j 0.000375578-0.00206509j 0.000245315-0.00115313j -0.00637067-0.0128862j 0.00273589-0.00186488j 0.00779195+0.0122457j -0.00103789+0.00968394j 0.00350008+0.00956091j 0.00570341+0.0131391j 0.00637579+0.00113355j 0.0073533+0.0144183j 0.00755457+0.0202907j 0.00104054+0.000417618j -0.00214223-0.00482742j -0.00510632+0.0211721j 0.00350676-0.011635j 0.00202568-0.0430502j -0.0026996-0.0183315j -0.00495357-0.0150665j 0.00837847+0.017954j 0.00101187-0.0154633j 0.00802617-0.00349515j 0.000865833-0.00231751j -0.00474449+0.0317103j 0.0118878-0.0110934j 0.00134876-0.0062039j -0.00667861+0.00152574j 0.00585756-0.0242669j 0.0113297-0.0325682j 0.00289245-0.0118886j 0.00649967-0.024896j 0.00343985-0.000364725j -0.0036137-0.00314657j 0.000915231-0.00461919j -0.000668937+0.00369091j 0.00321394-0.00456321j 0.00262035-0.00900863j -0.00287045+0.00764703j -0.00210361+0.00311273j -0.00231373+0.00721878j -0.00120068+0.00381988j 0.000854831-0.002233j 0.000215429-0.000100645j 0.000170064+0.000445973j 0.00117661-0.00266242j 0.00188028-0.000640596j -0.00121349+0.00199465j 
-0.000880727-0.000787611j -0.00145109-0.00686335j -0.00303058-0.00221497j 0.00502539+0.0121377j -0.00226362-0.00550054j -0.00455528-0.00843197j -0.00152182-0.0110089j -0.00884016-9.95279e-05j 0.00609025+0.00538007j -0.00126723+0.0106916j 0.00161085+0.00852562j -0.00492108-0.0094652j 0.00469622+0.0125139j 0.00188675+0.0059513j -0.00901634-0.00797989j 0.00216052+0.0296933j -0.000180767+0.00128659j -0.00213614-0.0354925j 0.00165226+0.0345052j 0.00539515+0.0118346j 0.000146297-0.0107164j -0.00518909+0.0247345j 0.00831548+0.00646045j 0.00480286+0.00400309j -0.00171613+0.0153394j -0.000806854-0.0122408j 0.0124269+0.0101195j 0.00398378-0.0169133j -0.00638393+0.0224255j -0.000974199+0.0193585j 0.00216971-0.00958105j -0.00261+0.00344528j 0.00241857+0.0145165j 0.00319492-0.0177858j -0.00122237+0.0310885j -0.00247771+0.00394727j -0.00138193-0.00371781j -0.00671103+0.0100526j -0.00138469-0.00311038j 0.00328214-0.016582j -0.00668238-0.001378j -0.00427369+0.010019j -0.000346914-0.00421802j -0.00808714+0.0165338j 0.00691174-0.013455j 0.000793364-0.00696259j -0.00374671+0.00480011j 0.000921601+0.00312687j 0.00141707+0.000409064j -0.00213533+0.00497767j 0.00197101-0.00233581j 0.00420575-0.00265928j 
0.000354287+0.00174804j -0.00114387-0.00457427j -0.00146404-6.79103e-05j 0.000471334+0.00272091j 0.000389214+0.00165501j 0.00104858+0.00928293j -0.000870908-0.00112447j -0.00539067-0.00687175j -0.00605352-0.00276134j -0.00655025-0.0109447j 0.00289735-0.00110194j 0.00764818+0.00766447j 0.00154717-0.00543481j 0.00797564+0.0177832j 0.0139531+0.0330099j 0.00176778+0.0107439j -0.00231267-0.0416624j -0.00280434-0.0376912j -0.00355039-0.0340673j -0.00392636+0.000732829j 0.00556097+0.00713958j -0.00329628+0.00675633j -0.000112676+0.027359j -0.00397535+0.021167j 0.00630918-0.0376662j 0.00726894+0.00564052j 0.00519537-0.00258322j -0.00734959+0.0520474j -0.00318341-0.00325574j 0.00389584-0.00638246j 0.000331059-0.000735054j -0.00222417+0.0180984j 0.00108032-0.00849196j -0.00277548-0.0018452j 0.00158093+0.00514022j 0.00165318-0.00663555j -0.00360354+0.0124367j -0.00230297+0.0039757j 0.00041002-0.00398874j 0.0028708-0.00779318j 0.00151122-0.0056329j 0.00160078-0.00458219j -0.00229397+0.00330006j -0.000946824+0.00271224j -0.00108695-0.000277437j -0.00127498-0.00143873j -0.00136531+0.00156221j -0.000306361+0.00159351j -0.00168155+0.00323433j -0.00066325+0.00137885j 0.00102292-0.00206586j 0.00273306-0.00146629j 
