-0.103343-0.0220733j 0.00740602-0.0098239j 0.00563873+0.0210089j -0.0197235-0.068279j -0.00794396-0.0113633j -0.010587+0.0434145j 0.00664975+0.011616j -0.0137467+0.0427305j 0.000948693+0.00135755j -0.00105289-0.0166209j -0.00666705+0.064121j -0.00203337-0.0180526j -0.0313531-0.0258888j -0.0027502+0.0515693j -0.0278463+0.00521574j 0.00818353+0.00110262j 0.0166621-0.00716133j 0.0270557+0.0190328j -0.0353335+0.00562749j -0.00794636+0.00959568j 0.0295053+4.51307e-05j 0.00510057-0.0307921j 0.018505+0.00535037j 0.000989647-0.0587305j 0.0121266-0.014999j 0.0053397+0.000790097j 0.0211552-0.00884187j -0.0236388+0.0343218j -0.00860151+0.00274784j -0.00611571+0.0197406j 0.000418397-0.0034067j 0.00499387-0.0157423j 0.0190657+0.0059127j 0.00336458-0.00826609j 0.017477+0.0123007j 0.0155929-0.00770403j 0.0112619-0.0136401j 0.00824489+0.000920759j 0.0334895+0.00573326j 0.0233678-0.0134026j 0.040118+0.0155405j -0.0240864+0.00674966j 0.00287363-0.0146305j 0.00826135-0.0125516j 0.0133901+0.00436665j -0.0115768+0.0414389j -0.0099139-0.0160539j -0.0288175-0.0476373j -0.0272846-0.0332463j 0.00231288+0.00188381j -0.0195473-0.0375804j 0.00396444+0.00722946j -0.035738-0.0094682j -0.00601572+0.026323j 0.0276503-0.0204925j 0.0131807+0.00725621j -0.0205343-0.00657732j 0.0285252-0.0247685j -0.0666104-0.00941624j 0.0267662-0.0186956j -0.0483671-0.000858845j -0.143936+0.0601445j 0.0347826+0.0299898j -0.0501648+0.0353607j -0.0540214-0.00458902j -0.0422406+0.012077j 0.0486433+0.00486318j 0.0252496+0.0226268j 0.0269738-0.0317475j 0.0123259+0.00928721j -0.0410695-0.0318399j -0.012758-0.0193054j -0.0038736+0.00185121j -0.0239913-0.00227594j -0.0631963-0.0187279j 0.0838739+0.0072995j 0.00159205-0.0151325j 0.0813426-0.0157403j 0.0218288-0.0747783j 0.00564777-0.00957952j -0.00165863-0.0617428j 0.103509+0.0371935j -0.00391574-0.0953117j 0.0349369+0.0632803j 0.00141046-0.0643448j -0.0430567-0.0831393j -0.112354+0.0521966j 0.0561961-0.0882701j 0.120432-0.0143767j 0.0587794-0.19015j 0.25924+0.148197j -0.116165-0.198498j 
0.0171028+0.00960514j 0.00451662+0.00165398j -0.0232443+0.0132811j 0.0151053-0.0108079j 0.0126258+0.00025675j -0.0314891+0.0166443j 0.0241863-0.00905464j -0.0235579+0.0109802j 0.00837418+0.0035484j 0.00963301+0.00639199j 0.00105916+0.00551729j -0.0340975-0.00315446j 0.0090105-0.00628756j -0.0292421-0.0129272j -0.0112411+0.00470377j -0.00200061-0.0048234j 0.0198754-0.00612881j -0.0110634+0.00393626j -0.00251779-0.000897107j 0.00992135+0.0197348j -0.00929997+0.0143142j 0.0178843-0.0229716j -0.0069078-0.0174284j 0.0249156+0.0118605j 0.00548904+0.00124846j -0.0119073+0.00110073j -0.0303529-0.00767503j -0.020538-0.0296986j -0.00966042+0.0322511j -0.0261352+0.00515572j -0.00943356+0.0110603j 0.00561961+0.035043j 0.0263583-0.0218638j -0.00426402+0.0200317j 0.0247664-0.0309124j 0.00286702+0.0239353j 0.0215422+0.000125005j 0.000215355-0.022336j -0.00899431-0.0240512j -0.00615148+0.0225087j -0.00688658-0.0188967j -0.0101142+0.0162547j 0.00375169-0.00177705j 0.00925674-0.00369847j -0.00284786-0.017457j 0.0155378+0.00972952j -0.00531232+0.00114316j 0.011493+0.021637j -0.0072093-0.00754388j -0.00770896+0.0121865j -0.0208184+0.0116307j 0.00103033+0.0030248j -0.0141904-0.0138715j 0.0152578-0.00535458j 0.00148811-0.014884j -0.00390084-0.00545939j 0.0157943+0.025146j 0.0457456-0.0339747j 0.0157686+0.0429982j 0.0341567+0.0193059j 0.0346265-0.00999354j -0.000433256+0.0202851j -0.00125638+0.0321107j 0.0144934-0.0265149j -0.00855868+0.0205088j 0.0125213+0.0385846j -0.0270489+0.0190974j -0.00898511+0.0103237j -0.0222799+0.0349393j 0.00937844+0.0121189j 0.0256694-0.0213491j 0.0183292-0.00492943j -0.009081-0.0172956j 0.0103846+0.0051043j -0.0265263-0.00803362j -0.00703674-0.0467099j -0.0101297-0.0382997j -0.0360931+0.00167359j 8.22354e-05-0.0233807j -0.00301536-0.00586891j -0.0126159-0.00486884j 0.00486994+0.0021984j -0.00530063-0.00753392j 0.00549642-0.0362593j -0.0210971+0.039571j -0.00181619-0.0106388j -0.0133799-0.00142841j -0.0146856+0.0467092j 0.0047908+0.00613507j 0.00355205+0.0087057j -0.0125764-0.00915578j -0.000663525-0.000218612j 
0.0117725-0.0471585j 0.0288392-0.00686488j 0.0118116-0.00695729j 0.0025361+0.00748236j -0.00194032-0.0197168j 0.026546-0.0358627j 0.0174635+0.0031417j 0.00902459-0.0146153j -0.0173373+0.0143388j 0.00437179-0.00137516j 0.00308843+0.00246858j -0.00645895+0.00205098j 0.0046457+0.00941599j -0.0110209-0.0197146j 0.00236608-0.000749876j -0.0012467+0.000253044j 0.000181253-0.0142753j -0.00988872+0.0140472j -0.010349+0.0130551j 0.00225357+0.000693435j 0.017641-0.00598737j 0.0085856+0.0237253j -0.0141025+0.0119591j -0.00676767+0.0137594j 0.00221622+0.00991115j -0.0415769-0.026107j -0.018234-0.00710712j 0.0181405-0.000136738j -0.00638048+0.0212808j -0.00265282+0.0184481j 0.00356003-0.0074527j 0.00470184+0.00783519j 0.0260436+0.0238575j 0.00493768-0.031835j -0.00313999-0.00910231j 0.00927438-0.02604j 0.0162944-0.00143779j 0.0112434-0.000370752j 0.037845-0.00305924j -0.00185476+0.00416528j 0.00395228-0.00115336j -0.000854827-0.000284605j -0.0034267+0.000120941j -0.0180696+0.00271856j 0.00794568-0.00611199j -0.0119122-0.00359771j -0.0112098-0.00237848j -0.00759984+0.00525378j -0.000532396-0.000131949j -0.000319604-0.00648828j 0.0155936-0.0220282j 0.0100449+0.0104319j 0.0215395-0.00801203j -0.0105237-0.00176137j -0.000404989-0.0172821j 0.0261228+0.0139502j 0.00273218+0.0133375j 0.0193596+0.0272733j 0.0149434-0.0196173j -0.00856788-0.0193154j 0.000953047-0.0162265j 0.0385289+0.0259606j -0.00181331+0.0118391j -0.00301684+0.0296901j 0.020498+0.0128901j 0.0102845-0.0242469j -0.0332135+0.0277971j 0.0258955-0.00290831j 0.0161461-0.0169203j -0.0250987-0.0152224j -0.0206575+0.0212422j -0.0376514-0.000647864j -0.00698562+0.0226397j -0.00926891+0.0245073j 0.0247542+0.0128474j 0.00605456-0.00562074j 0.00760988+0.0092832j 0.0247389-0.0232275j -0.00937217-0.0142228j -0.00527052+0.0210306j -0.00794237-0.0150105j -0.015372-0.00303087j -0.00483306+0.0144873j -0.017012+0.0120412j 0.0127954-0.00418086j 0.00304764+0.011341j -0.0109455+0.0138622j 0.02776-0.00551371j 0.00772957+0.0126572j 0.0167416-0.0225358j 0.00440041-0.00820682j 0.00918982+0.0124801j 
-0.0171162+0.0335391j -0.0162101-0.0014062j -0.0166025+0.00256126j 0.00264759+0.00257103j 0.0126748+0.00570579j 0.0110784+0.0402713j -0.0341478+0.0113319j -0.000648144+0.00554998j -0.0128542-0.0154123j 0.0141889-0.0118446j 0.010767-0.0192865j -0.00967063+0.0138743j 0.0058552-0.00698556j 0.00361021+0.0154362j 0.00805783+0.0144891j -0.00699478-0.0110913j 0.00163464-0.0020847j 0.0175885-0.00950603j 0.00340378+0.00562341j 0.0042369-0.00344894j 0.000303668+0.0256021j -0.00158681-0.0167245j -0.0135079+0.00766246j 0.00966026-0.0161886j 0.0170803+0.0122956j -0.00489872+0.0170846j 0.011454-0.00335681j 0.0156252-0.0247431j 0.000720808-0.00688014j 0.0119256+0.00331824j 0.00428184+0.0143691j -0.0220943+0.0226424j -0.00687131-0.0289457j -0.00349269-0.0171794j -0.0194858+0.0181063j -0.0242453+0.0199611j -0.00460284-0.0203444j -0.00590026-0.000824585j 0.0077413-0.00509902j -0.0114973+0.0107584j -0.0184333+0.000904342j 0.00312083+0.0115428j -0.000218377-0.0011127j 0.0168467+0.0163643j -0.00915388-0.010042j 0.0212961+0.00816127j -0.009201+0.00358281j 0.0091016+0.0100083j -0.00652788+0.00517866j -4.64379e-05+0.00413485j -0.0311133+0.00424516j 0.0117269-0.0120392j -0.0281146-0.0412731j -0.00774497-0.0278511j 0.00574428+0.00294225j 0.00139747-0.018094j -0.00175286+0.0152503j 0.0220501-0.0267534j -0.0236432-0.0317876j 0.0129785+0.00951149j 0.0218028+0.00342533j -0.00136121-0.0096641j 0.00910135-0.0021714j 0.0182303-0.0103919j -0.0152444+0.00763895j 0.00792061+0.0133656j -0.00818514+0.0246376j 0.00810711+0.0010235j -0.0158589+0.0103651j -0.0175355-0.00535645j 0.00771675-0.0159903j 0.00577557+0.00596893j 0.00179766-0.0037711j 0.0123694-0.01019j -0.0169864-0.00621202j 0.00410636+0.0117307j -0.015536-0.0165027j -0.021833+0.0320812j -0.00101637+0.0339822j -0.00601631-0.0225555j -0.011581+0.0348375j 0.00788055-0.0168662j 0.0157131-0.000388822j 0.0198024-0.00101428j -0.000719244+0.0265409j -0.0238704-0.0579905j -0.00875854-0.0289141j -0.0522926+0.0444679j 0.000367963-0.00011454j -0.0076569+0.0473282j 0.00897041-0.00575178j -0.00309795-0.0181077j 
0.0334536-0.0179192j -0.0139423+0.0293486j -0.00222855+0.0120657j 0.0182566-0.000927533j -0.00465964+4.10136e-05j 0.0171732+0.0110947j -0.0608196+0.0114113j 0.0171579+0.0250007j 0.00441725+0.00377866j 0.00584439-0.0192581j 0.03188-0.0190953j 0.00147207-0.0180481j 0.0342669+0.00852083j 0.0152504+0.00424302j 0.0127922-0.00873185j 0.00226766+0.0113488j -0.0196268-0.0021769j 0.0321684+0.00359787j 0.0189579+0.0129549j -0.00267795+0.000953564j -0.0146896+0.0131971j -0.0063152+0.00667728j -0.0276219-0.00355237j -0.0191261-0.00830275j 0.00667332+0.0145544j 0.011651+0.0093862j 0.0177472+0.0137133j 0.0233767+0.0251562j -0.00873822-0.0168285j 0.0330099-0.001296j -0.0163028-0.0118787j 0.00280382-0.0142485j 0.00602703+0.0156074j -0.031753-0.00514435j -0.0119514+0.0183644j -0.00812813-0.00684044j -0.0307789-0.00627832j 0.00722749-0.0135421j 0.00221914-0.00712174j -0.00674801+0.00186641j 0.00459838-0.00589612j 0.0099291-0.00482331j 0.00479475+0.00536291j -0.00678987+0.00722513j 0.0110267-0.00379024j 0.00509909-0.0123004j -0.00564761-0.00196383j 0.000552612+0.00854077j -0.00205574-0.019126j 0.014161-0.00463393j 0.00347531-0.0181527j 0.0196553+0.0120142j -0.0157874+0.00401504j 0.0075583+0.00687195j 0.00362779-0.0182656j 0.00773226-0.00417744j 0.014257+0.0114403j -0.0118148+0.00729765j -0.0169756-0.0124914j 0.000175349+0.00396601j 0.0130937+0.00981555j -0.0027486-0.0179749j 0.00139739-0.00583158j -0.000742241-0.0211402j -0.00143709+0.0256073j -0.0167694+0.00384274j 0.0143717-0.0116388j 0.0201597+0.0121751j -0.00618161-0.00614755j 0.00102744+0.0242646j -0.00316382-0.00064951j 0.012688-0.0150849j 0.00595393+4.88868e-05j 0.00493673+0.00991593j -0.00896893-0.0212924j -0.00788402+0.00959975j -0.0156872+0.0158844j 0.00115409+0.00873164j -0.0156034+0.00437231j -0.0144711-0.0113778j -0.00498045-0.00566504j -0.0159547-0.0140679j -7.68699e-05-0.0125266j -0.00611868-0.00535022j 0.0183441-0.00668214j -0.0170404-0.0169796j 0.00415251-0.0103838j -0.0345147+0.00511728j -0.0101119+0.0021012j -0.000587539+0.00634165j -0.00505149+0.0159379j 0.0138845-0.00471876j 
0.0162235-0.0447764j 0.0399274-0.00621143j 0.0357851-0.0134126j 0.0264677-0.00129923j 0.0118924-0.0208864j 0.0382751-0.0203408j -0.0222507+0.0106135j 0.00866305-0.0108704j -0.00549196+0.00442848j -0.0102094-0.00258855j 0.0285143+0.00919852j 0.00976647-0.00173592j 0.00399694+0.00319963j 0.0118164-0.0024331j 0.0224148-0.00589435j -0.0107609+0.00452444j 0.00814216+0.00189554j 0.0202932+0.0142063j 0.00215033+0.00985679j -0.0116147-0.0110783j 0.000693005-0.0139193j -0.0344135+0.0120114j 0.00270659-0.0132724j -0.0222907+0.00933346j -0.00409358+0.00449562j 0.0101909-0.0187155j -0.0179536+0.0075727j 0.0195562+0.0270961j 0.000408063-0.00873569j 0.0221869+0.0131466j -0.00744419-0.0123293j -0.00112831-0.0132455j -0.00847145+0.0319869j 0.00391148-0.0196116j -0.00277548+0.00282667j -0.00938995-0.0198336j -0.0383431-0.00459121j -0.00551199-0.00513508j 0.00133656-0.0154213j -0.00042008-0.0154608j 0.00843059+0.00627742j -0.000916126+0.00616026j -0.0026838+0.0027837j 0.00354622+0.0106204j 0.00312186-0.0111939j -0.00520896+0.00895863j 0.0124311-0.00131365j -0.0172358+0.0075655j -0.00272659+0.00261562j -0.00941213+0.00150103j -0.00139038-0.0200656j -0.00231874+0.0109569j -0.0345007-0.0208378j -0.0255744+0.0221771j 0.00320925-0.0053688j -0.00729974-0.010192j 0.0195959+0.00703396j 0.0173866+0.0158571j -0.0296523-0.0290497j 0.0101035+0.0232449j -0.0102838-0.00156848j -0.0239205+0.0052825j 0.00396942+0.00243889j 0.00718951+0.00591618j -0.0102298+0.00780636j -0.005513-0.0169821j -7.54127e-05-0.0077119j 0.0236245+0.0280256j -0.0102527-0.0066692j -0.00773461-0.00107862j 0.00567979+0.0175664j -0.0180562+0.00653683j 0.00992575+0.00317256j 0.00985812+0.0233302j 0.0120351-0.0120464j -0.00832431-0.00209129j -0.0158233+0.021499j 0.0130106-0.0491623j -0.0139034-0.0133392j -0.0126493-0.0134557j -0.0179454-0.0135383j -0.0210139-0.0152298j -0.00344581-0.010575j -0.00543109+0.00233206j 0.00685389-0.0273249j -0.0197016-0.00135199j 0.00338316+0.0144649j -0.00361742-0.0187375j 0.0172508+0.00837339j 0.00917661-0.0261712j -0.00484426+0.00122798j 0.0235419+0.01392j 
0.0422-0.043447j 0.0381509+0.0223366j 0.0123301-0.0114961j 0.00434996-0.0122354j 0.00181264+0.00908336j 0.0128671-0.00810172j 0.00439052-0.0215947j -0.0129623-0.0033322j -0.0113387+0.00839625j 0.0072991-0.015149j 0.017039-0.00328771j -0.00819596-0.00110037j 0.00666851+0.00773466j -0.00683976-0.0176494j 0.0124704-0.00328827j -0.00341252-0.00167161j -0.00775674-0.0184726j -0.0154076+0.0160391j 0.00374385-0.0160511j 0.00124288+0.00684871j 0.00601091-0.0209152j 0.00913238+0.0187921j 0.0106208+0.0036757j 0.0126955+0.0136253j -0.00854738-0.00378724j 0.0054896+0.0158941j -0.016486+0.0292409j 0.00335464+0.00738306j 0.0196116+0.0120257j -0.0102434-0.00359599j -0.0128022-0.0294749j -0.0197759-0.028356j 0.0189734+0.00814406j -0.00128936-0.0306035j -0.0373228-0.013053j -0.0320617-0.0565042j 0.010658+0.006678j -0.00896113-0.00120404j 0.00302634+0.0121995j -0.00452439-0.0314155j -0.00374669-0.0289577j 0.00578536+0.0165599j 0.00751232-0.00660881j 0.0131359+0.00805111j 0.00156212-0.00815043j -0.0176801-0.00671721j 0.00460483+0.00743183j -0.000174348+0.0218998j -0.00306501+0.0284957j 0.000347892-0.00338267j 0.0033777-0.0109014j -0.00140406-0.0118361j 0.000600629-0.00947292j 0.0120262-0.00476087j 0.0132472+0.0238012j 0.00831222-0.0107922j 0.000304516-0.0312349j -0.000991024+0.0138592j -0.00538071-0.0159449j -0.00918544+0.0149081j -0.0270216+0.00599289j -0.000181591+0.0112072j 0.00127056-0.0283908j -0.00524797+0.0462699j 0.0273389+0.0521484j 0.0118093+0.0232858j 0.0296145+0.0367399j -0.0119684-0.0125303j -0.000201463-0.016056j -0.00461061+0.0323029j -0.0108696+0.0310435j 0.0022831+0.0318322j 0.00611496+0.00794065j -0.00965485+0.00828927j 0.0185394+0.00868816j -0.0217585-0.0526284j -0.00170695+0.0227634j 0.0432662-0.0307747j -0.00675667-0.0100384j -0.0329127+0.00716194j 0.00168982+0.0258667j -0.0387474-0.0465791j -0.00961316+0.0496145j -0.000885618+0.0584121j 0.00126756-0.0658831j -0.0048854+0.0855616j 0.0142362+0.0188873j 0.0229045-0.0745587j -0.00912005+0.0255062j 0.0300065-0.0427666j -0.00438419+0.022492j 0.0398773+0.0276589j 
0.0304884-0.027027j 0.0112703-0.00372779j 0.00519972+0.0171706j 0.0413657+0.00936247j 0.00945776-0.00452181j 0.00939283+0.0473637j -0.0489516+0.0122829j 0.00639375+0.0213395j -0.00283279+0.0190544j 0.0159612-0.0235245j 0.0298432-0.0103449j 0.0215497-0.00408281j 0.00600847+0.00660594j 0.0168577-0.00940676j 0.00818232-0.00175627j -0.0138372-0.00547196j 0.0118469-0.0161142j 0.0202512-0.000665713j 0.0016425-0.00381857j 0.00467415+0.0136269j -0.0290118+0.0153985j -0.0422736-0.0140199j -0.0207257-0.0225503j -0.0169521-0.0148349j 0.00877734+0.00431936j -0.00564118+0.000525764j -0.00273345-0.0066958j -0.000238539+0.0171891j -0.00324843-0.0138134j 0.00707804+0.000319012j 0.00434726+0.017941j 0.0101998+0.00933047j -0.0136041+0.000487081j -0.0278087+0.00549246j -0.00143696+0.0141795j -0.00676284+0.0131557j -0.0447851+0.00275005j 0.00625971-0.00901684j 0.006938+0.00251359j 0.00913596+0.011654j 0.013207-0.0109594j -0.00459969-0.0307377j -0.00113929+0.0160976j -0.0186458+0.0194211j -0.00128833-0.0052407j -0.00301818+0.0109111j -0.00116309-0.00888943j -0.00531978+0.00933291j -0.0125294-0.00624628j -0.00753551-0.00428969j -0.0266924-0.00943487j 0.0188146-0.0026718j 0.015996-0.00654727j -0.0043403-4.17088e-05j -0.0185197-0.0109182j 0.0273333-0.00601182j 0.0127699+0.0533448j 0.0282725-0.00807293j 0.0157414+0.00486108j -0.00252955-0.00560448j 0.0405189-0.0115212j 0.0580717+0.0220435j 0.0174891+0.0203037j 0.00383757-0.0131227j 0.0108454-0.0045622j 0.00718027+0.011558j -0.042216+0.00243242j 0.0210136+0.0207485j 0.0280192+0.0139469j 0.000153893-0.00920387j -0.00362504-0.00637018j -0.0105932+0.0163397j 0.00470988+0.0184854j 0.0105499-0.00979632j -0.02119+0.0191892j 0.0089807+0.0252203j 0.00253078-0.00420217j -0.0242327+0.0436194j -0.0385952+0.0215409j 0.0046342-0.0103809j -0.0313748+0.00320161j 0.00910757+0.00274361j -0.00700898-0.0356824j -0.0103497-0.0326784j 0.00762449+0.0606991j -0.0150043-0.0688506j -0.0156857-0.0210348j -0.0640521+0.0608499j -0.00655217+0.0214885j 0.00557003+0.0239741j -0.00382021-0.0062533j 0.0101243-0.00914618j 
-0.0293691+0.0413529j -0.022245-0.0028862j -0.0220726-0.0151367j -0.0227568-0.00925462j -0.0144624-0.00488352j -0.0045187+0.014749j -0.0303279-0.00286313j 0.0108359+0.0114621j 0.0207787-0.0110297j -0.00321899-0.00203921j -0.0161437-0.0164571j 0.00131114-0.0105746j -0.00798296+0.0069028j -0.0195273-0.00502889j -0.00838182+0.0118645j -0.0064482-0.00322042j -0.00625912+0.0200297j 0.00105093-0.0177552j 0.000719924-0.00934676j -0.00937075+0.0010105j -0.00372288-0.0168559j 0.0242043-0.0142178j 0.0105152-0.00255474j 0.00719987+0.00249763j -0.00158585-0.00495689j 0.0437643+0.0157141j 0.0184207-0.00947262j -0.0100604+0.00658604j 0.00263168-0.0213875j -0.0113976-0.0266914j 0.00460654+0.00491812j -0.0104811-0.0143348j -0.00331758-0.00839451j 0.01283+0.0165574j -0.00713907+0.0127554j -0.0106154+0.00384704j -0.0120766+0.0167783j 0.00378153-0.00816766j -0.0014609+0.0104057j -0.00167296-0.0112381j -0.00111725+0.0101347j 0.0124239-0.00238196j 0.0156206+0.00776128j 0.00126231+8.82469e-05j 0.00853908-0.000249409j -0.00448682+0.00359717j -0.00173856+0.00674293j 0.017143+0.00516801j 0.016932+0.00658586j 0.00985657+0.0148562j 0.0307201-0.00179536j -0.00657785+0.00504723j -0.00732885+0.0109575j -0.00569373+0.0128845j -0.000124108-0.00383855j -0.00814439-0.0217953j 0.00106629-0.00799468j -0.02999+0.000728576j -0.0119217+0.0157252j -0.00383034-0.00685244j -0.0135517-0.000402259j -0.031165-0.0262647j -0.0144941-0.0190314j -0.00427615+0.00328428j -0.00901512-0.00661436j -0.00298812+0.00414211j 0.0221587-0.0123918j -0.0240009-0.00780332j -0.00852816+0.00309531j 0.0108606+0.0234347j 0.0139174-0.0126951j 0.0167865-0.0169034j -0.00549404-0.0144565j 0.00460714-0.00449545j -0.00586842-0.00022731j 0.00871378-0.00657563j -0.00355517+0.0169967j 0.00638052-0.00354182j 0.00931896-0.0123341j 0.00382332-0.00350166j 0.0134229-0.00729986j -0.0137616+0.0111763j 0.0129686+0.00690814j -0.00490652+0.00697493j 0.00190385-0.00968894j 0.0102157-0.00167897j 0.0108081-0.00973349j 0.00283624-0.0208356j 0.00109089-0.0279557j -0.00881657+0.0103804j -0.00338419+0.00373832j -0.0186638-0.00324749j 
-0.00279849-0.00728237j 0.0307484-0.00251354j 0.00214149+0.00327309j -0.0205897-0.0462321j 0.0213189-0.0186464j 0.00043876+0.00586996j -0.0271234+0.00594784j 0.014401+0.0249178j -0.0122231-0.00117287j -0.0127254-0.0167249j -0.0313636-0.0145614j 0.00877096-0.0283564j -0.0121334-0.00247138j -0.0193888+0.0101j 0.016218-0.0134038j -0.0111813+0.00187901j -0.0229062-0.00629911j -0.00423686+0.00236481j -0.0177551+0.0158282j -0.0201861-0.0151011j -0.00517948-0.00286378j 0.0146403+0.0052773j -0.00529486-0.0206515j 0.0199218+0.0106204j 0.00688161+0.00657347j 0.0401481+0.0272508j -0.0155111+0.0120822j -0.0553161+0.0229128j 0.0358013-0.0247831j -0.00462767-0.0114169j -0.00703538-0.0269678j -0.0366545-0.0351564j -0.0104948+0.0125218j -0.012029+0.00124681j -0.0222275+0.00112145j -0.0238744-0.00774884j 0.00831354+0.0260928j 0.0133357-0.010065j 0.0108056+0.0021962j -0.0017395+0.000846158j 0.0195975-0.0142872j -0.0121617-0.00125866j -0.0166838+0.0176328j -0.0310258+0.0205547j -0.013758-0.00575769j -0.0156931-0.0128077j 0.0154168-0.00188761j 0.0223868+0.0174734j 0.0178322+0.00656685j 0.0114226-0.0114459j 0.0365907+0.00755536j -0.00597339-0.0177194j 0.0340579+0.00456442j 0.00270742+0.0368303j 0.00856282+0.0116422j -0.0140626-0.00135559j -0.0163105-0.00542639j -0.0102114-0.00534855j -0.0253287+0.0149955j 0.00353508-0.0130096j -0.0225348+0.0160849j -0.0469658-0.00349198j -0.000646039-0.0172998j -0.0201682+0.0308041j 0.0113679+0.0414112j 0.000448363+0.0391608j 0.0489007+0.0139687j -0.0341777+0.0268003j -0.0122966+0.00306323j 0.0198011+0.0387987j 0.014134+0.000339451j 0.0473838+0.006563j 0.00735555-0.0179264j -0.00208123+0.00606485j -0.0189275-0.0445762j -0.00783081-0.0182408j -0.005104+0.0219192j 0.0265025-0.0131559j 0.00762443-0.0145595j -0.0134343+0.00282947j 0.0180323-0.0122075j -0.0302674-0.0221498j 0.00674614-0.0024877j 0.0133351+0.0363654j -0.0121864-0.0551812j -0.00411118+0.0192647j 0.00969616+0.0126985j -0.0134481-0.0387973j 0.0211793-0.0143936j 0.000465142-0.0346856j 0.0189181+0.026593j -0.00275135-0.0222125j 
-0.00891994+0.0151032j -0.0155634-0.00960964j -0.00722037-0.0067289j 0.0236874+0.0105028j 0.00892673+0.0137758j -0.00342983+0.0185661j -0.0091975+0.0270031j 0.0167879+0.0140739j -0.00011413-0.00847571j 0.00793107-0.00616235j -0.0110983-0.00305614j 0.000237868-0.0114876j -0.0138305+0.00866166j -0.00440646+0.0051502j -0.00784527+0.00785392j -0.000926375-0.00114769j -0.0111472+0.00068209j 0.0139145-0.0125556j 0.00745273+0.0078123j 0.00209454-0.00949385j -0.02528+0.0155801j -0.0143878-0.00121546j -0.0380053-0.0186043j 0.00263838+0.00637868j 0.0207459+0.0154459j -0.0203796+8.58963e-05j -0.00531454-0.0300428j -0.00333631+0.0123077j 0.00224103-0.00223867j -0.0176513-0.00153337j 0.00534633+0.0326123j 0.0201171+0.0233097j 0.00732517+0.00542834j -0.01493-0.0446858j 0.0323281+0.0237944j 0.00168951+0.00375821j 0.00907709-0.0276923j -0.00629294-0.00145308j -0.00138296-0.0242582j -0.0185137-0.0150798j -0.00341907+0.015095j 0.0195808+0.018842j 0.00236283-0.00225863j 0.00721245+0.0104853j 0.00446794-0.00462883j 0.0153276+0.0241571j -0.00186584-0.0223609j 0.0032313+0.0124836j -0.0222175-0.0153451j 0.0122564+0.00615606j 0.00287918+0.0142716j -0.00587921+0.00225927j -0.0140101-0.0152083j 0.00327764+0.0311682j -0.0204627-0.0327903j 0.016302-0.0126607j -0.0184558+0.0425539j 0.0365946+0.0367177j 0.0407087+0.017024j 0.00687549+0.00956219j 0.0180789-0.000698402j -0.00231503-0.0181002j 0.003411+0.0160497j -0.0321468-0.0134102j 0.00349426-0.0114331j 0.0266638+0.000267612j -0.0414064-0.0254028j 0.0302877+0.0166425j -0.0351752+0.0286452j -0.000391731-0.0122586j 0.00578805+0.00529593j 0.00282351-0.0260533j -0.00159489+0.000154654j 0.0125604+0.00118655j -0.0217138+0.012959j 0.00376755+0.00839055j 0.0138397-0.0332412j -0.0382068+0.0434658j -0.00478787-0.00560581j -0.0139872-0.0115634j -0.00881642+0.0103852j 0.0159335+0.0445559j 0.00976724+0.00355385j 0.0154271-0.0121542j 0.0100287+0.063025j -0.0143665-0.0605114j -0.0152292-0.0182913j -0.0298461+0.0589956j 0.0130352-0.00377599j -0.00758701+0.0338914j -0.0140434-0.0281114j -0.0241244-0.0155682j 
