-0.109719-0.04327j -0.0893515+0.0264018j 0.0123306+0.081107j 0.034663+0.0516769j 0.00553318-0.0173219j -0.00420781-0.00928238j 0.0585697+0.0424719j 0.0516931-0.0148583j -0.0189852+0.0359188j 0.00376898-0.095341j 0.0081267+0.0699073j -0.00177505-0.00174344j 0.0411027-0.0210695j 0.0295997+0.00379925j 0.0602346-0.00305593j 0.0049493-0.00373198j -0.0254317-0.0411495j -0.0417758-0.0483478j 0.013815+0.0450345j 0.00909944+0.05542j -0.0145961-0.00850476j -2.00481e-05-0.0434341j 0.0409644+0.00775584j 0.01593+0.0472802j -0.0215134+0.0133378j -0.0111253+0.00447492j -0.000823691-0.00816415j 0.00948442-0.0427418j 0.0188417-0.0143878j 0.0142437+0.00301392j -0.00481757-0.0437845j -0.0113337-0.0443229j -0.0838426+0.0930865j -0.0198825-0.014296j -0.0251458+0.0263235j 0.0129843+0.0235967j -0.0253634+0.0133598j 0.077499-0.0521845j 0.0730263+0.0548201j 0.0227097+0.0127543j 0.0345279+0.0592812j 0.0559049-0.0458784j 0.134466+0.0374424j -0.0707067+0.0589079j -0.0193651-0.0648129j -0.120296+0.0250437j -0.052473+0.00177777j -0.0128573+0.0547703j 0.0522238+0.00778302j 0.00609493+0.0380294j -0.0391513-0.00537286j -0.00765489+0.0280053j 0.0901793+0.0588977j -0.0912678+0.0755777j -0.0827017+0.0180552j -0.00175374+0.0999511j -0.0983679-0.0373996j -0.0306598+0.00604226j -0.145348-0.0883692j -0.0264909+0.0080713j 0.101694-0.0680922j -0.0807506-0.0373573j 0.00315612+0.0834824j 0.0709317+0.0308623j 0.0225041-0.0890185j -0.0562501-0.00258746j 0.0443952-0.215283j -0.243088-0.0816056j -0.220521-0.290069j 
0.0255146+0.00242257j 0.0118788-0.0103989j -0.0393842+0.0015091j -0.0316612+0.0106115j 0.0852058-0.143795j 0.0127864-0.0248472j -0.170363+0.0529732j 0.113682-0.0936913j 0.198568+0.025013j 0.156615-0.18782j -0.0011045-0.0161201j -0.0905117-0.112638j -0.053308-0.0121547j 0.0149545+0.0727344j 0.153264-0.209027j 0.00812411+0.0325643j -0.013142+0.0389183j -0.0795898+0.0580204j -0.100949+0.0216299j -0.0563314+0.0712294j -0.00372856+0.0753473j 0.11695+0.092967j -0.0115306-0.0399089j 0.257162-0.101417j -0.107655+0.0198635j -0.00378035+0.0350634j 0.0468191-0.0150818j 0.0828791+0.108353j 0.0976205-0.105858j -0.011094+0.0414902j 0.0342849+0.0188466j 0.10289-0.110695j 0.0634103+0.0121144j 0.0272246+0.0472474j -0.097703-0.0279368j -0.000576447-0.0208615j 0.0725+0.0317951j 0.0598885+0.090006j -0.138236+0.0199206j 0.0598578+0.0929319j -0.0125431+0.053905j -0.00451459+0.0138404j 0.0665917-0.00700616j -0.00192171+0.00778612j -0.0139016-0.00639744j -0.012896+0.00182252j 0.0315432-0.0271245j 0.0189335+0.111048j 0.0397438-0.00706204j -0.00121119-0.0475232j -0.120161+0.232074j 0.0690042-0.218481j 0.0155986+0.0127702j -0.0359105-0.0467111j -0.0389659-0.0507385j 0.00419957-0.058646j -0.0665493+0.0178002j -0.0159644+0.0354238j -0.015207-0.0596565j 0.0229573+0.00447403j -0.0076002+0.0101743j -0.0484033-0.0448013j 0.111033+0.0317884j 0.00776486+0.00421526j 0.0073891-0.0048671j 0.0328981+0.0227067j -0.0299081+0.00891356j 0.0167905+0.0213319j 0.00535562-0.0177575j 
-0.0131943+0.0236139j 0.0103381+0.00848867j -0.00929948+0.00463935j -0.0943064+0.0384234j 0.109274-0.0428428j 0.0638964+0.0116448j -0.0950674-0.111558j 0.0324443-0.116921j -0.030278-0.0463783j -0.15545+0.137651j -0.119773+0.0846463j 0.00446609-0.147932j -0.157167+0.0308176j 0.00160294+0.0520083j -0.0620134-0.00320501j 0.000148961-0.0759025j -0.0917176-0.0845785j 0.00161123+0.0807988j 0.0428694-0.00733802j -0.125342+0.0324647j 0.150809+0.0498876j 0.0577716+0.0736021j -0.0404516+0.0888281j 0.0456086-0.0215403j 0.051592+0.10658j -0.122467+0.106789j -0.0909191+0.061265j 0.0884628-0.0662864j 0.120582-0.0879623j -0.0610584+0.0142486j -0.0825445+0.0290968j -0.0225159-0.0905696j -0.0281049+0.0943562j 0.113001+0.022706j -0.00512083-0.0341185j 0.158974-0.0752843j 0.0309271+0.061527j -0.084949-0.0655348j 0.0274369-0.0191763j -0.00980924-0.0482038j -0.0881143-0.00882216j 0.0834366-0.0742685j 0.121775+0.0640679j -0.0667169+0.0383218j -0.0448376-0.0136315j 0.0476638-0.0137976j -0.0371663-0.0225219j -0.0736213+0.0076603j -0.106459+0.0981401j 0.0252967+0.0370234j 0.0813108+0.11373j -0.0340627+0.0193589j -0.0103394-0.00697342j 0.00632647+0.0585543j 0.081401-0.0921573j -0.0480524+0.017212j 0.134581+0.103356j -0.0722961+0.0744936j 0.0224421+0.108303j 0.0278016-0.0432023j 0.0453876-0.0289893j 0.00635745-0.0689319j -0.0153526-0.00525175j 0.0540051+0.017334j 0.0721612+0.00982219j 0.0741221+0.0200078j -0.0389605+0.0410655j -0.0206742-0.0121361j 0.0289326+0.00258191j 
0.0411181-0.00573946j 0.0288717-0.0119111j 0.00553203+0.0977327j -0.00457738+0.0040116j 0.0756456-0.0263138j -0.0405843+0.00907996j -0.0625462-0.20824j -0.0172653-0.0980084j -0.239611-0.0820502j 0.0831804-0.0249425j -0.0184757+0.0862734j -0.0131923+0.0075676j 0.0117873-0.106746j -0.098593+0.0343822j 0.0789256+0.0021118j -0.0766156-0.0536013j 0.00129656-0.043319j -0.0176217+0.0374084j -0.00256324-0.0571979j 0.113638+0.111136j -0.091255+0.0685009j -0.0851256+0.0823169j 0.0531385-0.0616817j 0.0157559+0.021241j 0.0360663+0.031852j 0.00197101+0.0412965j 0.025897-0.0192977j -0.108968-0.0967677j 0.0675612-0.00443427j -0.0776107-0.0245972j -0.0262737+0.0332456j -0.136345-0.0547377j -0.155491+0.0198131j 0.0586527+0.00776213j -0.00476754-0.038395j -0.0694574-0.0357907j -0.0565952-0.0342572j -0.0328266+0.0766244j 0.0174187+0.0478848j -0.0875653+0.0961296j 0.0477063+0.0774319j -0.0632389+0.0762146j -0.029586-0.0104846j 0.0166494+0.043221j -0.00439742-0.00919898j -0.0335176+0.0300706j -0.0638936+0.0608985j 0.055135+0.0565308j 0.0594407-0.0107041j -0.0419826-0.0164497j 0.0712668+0.207491j -0.061024-0.282254j -0.00240531+0.0709454j -0.0128618-0.128676j -0.0434588+0.0165397j -0.0200733-0.070245j -0.108022-0.0379973j 0.077494+0.0544079j -0.0109206-0.0897625j 0.0409971+0.00627146j 0.0213998+0.0530205j 0.00191825+0.0443446j 0.164145+0.00250818j 0.0453534-0.0206837j -0.0659166-0.0123495j 0.00230231-0.00588521j -0.00735142-0.0291006j 0.0137874+0.0352312j -0.0306398-0.0292872j 
-0.0242498+0.00576348j -0.0205447+0.0134634j -0.0806217+0.0758797j 0.00670208+0.0709355j 0.0488958+0.0802137j -0.103071+0.00189727j 0.199779+0.0324849j 0.0754308-0.0650025j 0.0560136+0.1195j -0.181347+0.229173j -0.0503591+0.21929j -0.00434063+0.0765614j 0.0551838+0.0661918j -0.0542594-0.0383831j 0.0294404-0.034422j -0.00726795-0.0140054j -0.0314206+0.0521728j -0.111643+0.0329927j 0.0109884+0.088107j 0.00690562+0.0394397j 0.0687665+0.161068j -0.0380178+0.142101j -0.0952551+0.145526j 0.198042+0.0213218j 0.00404104+0.0713096j -0.104929-0.0555996j 0.052469-0.0234166j 0.157284+0.0358216j -0.0743436-0.300903j -0.0970852+0.00391138j 0.0486597-0.00892825j -0.0397563+0.149092j -0.108592-0.0562868j 0.0789001-0.0388208j -0.0381297-0.0312241j -0.0756634+0.0105556j 0.0140973-0.125024j 0.0338311+0.0880854j -0.0263221-0.0279346j -0.0324564-0.0395254j 0.0144473+0.0237646j 0.0245336-0.127761j 0.0354564+0.0422634j -0.0100525+0.0718257j 0.0074657-0.015325j -0.0266107+0.0236288j -0.0189704-0.0434068j 0.0151356+0.0367617j 0.0616649+0.0306205j 0.0039257-0.0308203j 0.0177837-0.16615j -0.02896+0.146549j 0.0427704-0.0232477j 0.00123821+0.0134969j -0.0870107-0.0388027j -0.00959048+0.00557877j -0.0268708-0.019309j 0.0766869-0.0509497j -0.0283578-0.0560318j 0.0072705-0.0188969j 0.0372127-0.000724861j 0.0249906+0.00964555j 0.106779-0.0480443j 0.0148282-0.00415618j 0.00570418-0.00369334j -0.0258809-0.0311357j -0.0537651-0.00597472j -0.0263463-0.00803486j -0.0167135-0.0237662j 
-0.0542156+0.0280831j -0.0205597+0.018666j 0.0532144-0.0262793j 0.0337128+0.00339228j -0.0908596-0.0485335j 0.240264-0.0429624j -0.0040381+0.0910054j -0.0342632+0.0906131j 0.00839452-0.167136j 0.12278-0.00609094j 0.0636368-0.0680453j 0.0310368-0.0445403j 0.0932294+0.0415443j 0.032778+0.0902107j 0.115767-0.0948879j -0.039156-0.0396127j 0.104882+0.00481035j -0.00696151+0.0742881j -0.102822+0.116495j 0.0568466+0.0360178j -0.0491607+0.0505152j -0.0121223+0.165986j 0.0320123+0.0698797j -0.223146-0.0502651j 0.0400997-0.0918392j 0.094622+0.0903805j -0.0208386+0.0106333j -0.0508878+0.079332j 0.0811025-0.0406022j 0.21853+0.172692j 0.00861385-0.0978838j 0.0464682+0.0404806j 0.0166653-0.0615771j -0.0797946+0.0534259j 0.0716265+0.10683j -0.193915+0.0095082j -0.0699429+0.0664725j 0.0580749-0.0280434j -0.0181723+0.0176901j 0.0133393+0.0120049j 0.0194648+0.0224296j -0.0349248-0.159275j 0.0393669+0.0102213j 0.012607-0.0391926j -0.0483228-0.0101858j -0.105864+0.00448661j -0.0890104-0.096173j -0.0510823+0.0977029j -0.0389511+0.0451583j 0.0520427-0.0898445j 0.0104099-0.0431361j -0.0283287+0.0179479j 0.0832878-0.047822j -0.0299333+0.0638883j 0.00271778-0.0408836j 0.00266945-0.0228144j 0.0429233+0.0260779j -0.0361592-0.0250859j -0.00693752+0.0167217j -0.00778206+0.0448202j 0.0192027-0.0365605j 0.0278217-0.0433051j 0.0997634-0.0233641j 0.0470528+0.0256284j -0.0053985+0.0258356j 0.0251174+0.0239978j -0.0569208+0.0189787j 0.00113434-0.00828273j 0.00981568-0.0171373j 
-0.055168+0.0363799j 0.0124029-0.0238084j 0.0204099-0.0221973j 0.048096+0.0595162j -0.0500793-0.0991691j 0.11828-0.0556087j -0.133524+0.0783365j -0.0439552-0.0325433j 0.119854+0.15418j -0.0358459-0.0033846j 0.10925-0.0135977j 0.100716-0.0355865j -0.00985806+0.0158544j 0.0276879+0.0673649j 0.0345884+0.0636414j 0.0586496-0.0574002j 0.0545585-0.0213597j -0.0624784+0.112768j 0.0380013-0.0480979j 0.0227325+0.032058j -0.0798519-0.0644955j -0.0918596+0.0430579j 0.0316186-0.0336349j -0.0636649+0.0278921j -0.154602+0.0552894j 0.101305-0.107908j -0.0326596+0.0454473j -0.0362242-0.01599j -0.193159-0.0120879j 0.040487+0.165382j -0.0796832-0.0712925j 0.0317206-0.00967951j 0.0192589+0.0287698j 0.0418528+0.180454j -0.0944435+0.129916j 0.0462373+0.056706j 0.0389487+0.0910882j -0.0214618+0.00381623j -0.0450191+0.0393967j -0.0866659-0.0615837j -0.042404+0.00225181j -0.0455096-0.0248669j -0.00542915+0.0147658j -0.102684+0.02803j 0.00961646-0.0367665j -0.0414769+0.0058123j -0.0580414+0.0713982j -0.00562573-0.148835j 0.0690937+0.0242049j -0.0538179+0.0873552j 0.0749859-0.208663j 0.0543075+0.180426j -0.122588+0.0751885j -0.0401848-0.0538058j -0.0274387-0.0563471j -0.0424126+0.0495016j 0.0342836-0.0346477j 0.0373019+0.0696375j -0.00193263+0.0682852j 0.0532234-0.0247638j 0.0396632+0.0183878j 0.0948367+0.0850515j 0.0603904-0.0239374j 0.122831-0.00784132j -0.0422718+0.0147584j 0.0510377-0.0144509j 0.0114606-0.0287028j -0.016919+0.00647079j -0.0325412-0.0146953j 
0.138738-0.0267694j 0.0646733-0.124846j -0.105445+0.0101606j -0.0150145+0.0170436j 0.0448689-0.154352j -0.0980665+0.0856172j 0.160418-0.076429j 0.194941+0.0283358j 0.0122702+0.0195028j -0.135896-0.051431j 0.0941742-0.0619817j 0.0374018-0.0988334j -0.123717+0.105517j 0.0047018+0.0516781j 0.0250772-0.0384651j 0.0397408+0.0358166j -0.00938506+0.00630123j -0.204629+0.129276j -0.025018+0.0574887j 0.0413916+0.0519469j -0.218697+0.0332268j 0.162655-0.198466j -0.0289766+0.0471533j 0.0157792-0.00325831j -0.0100327-0.197824j 0.102634+0.173086j 0.090876+0.117062j 0.150802-0.0710969j 0.05372-0.0647923j -0.0348418-0.00376666j -0.163903+0.162502j 0.0245329-0.028038j 0.168335+0.0274483j -0.0190675-0.0843968j -0.103257+0.144414j -0.017939+0.0229529j 0.0891096+0.114839j -0.00959672-0.0865825j 0.0258454+0.0325394j -0.0629258+0.0501231j -0.0619479+0.0735104j 0.014995+0.0245335j -0.0282034+0.0342261j -0.0701504+0.0102701j 0.0282287+0.0448385j -0.0352621-0.00868089j 0.0325677+0.00279263j -0.0406363-0.117872j -0.00958267+0.00369229j -0.028534+0.0273023j 0.000442463-0.0905509j 0.0177298+0.0391654j -0.021279-0.0226047j -0.0140947-0.0268912j 0.0512593+0.0705353j 0.0261877-0.0381805j -0.0408225-0.00567558j -0.0648763+0.0459931j 0.0391908-0.0324963j 0.0260386+0.101976j -0.0185493+0.00902617j -0.019109+0.00622358j -0.0194071-0.00649299j 0.0893999-0.000318927j -0.0773059-0.00205276j 0.0275995+0.0463135j 0.0871558-0.00563325j 0.0417213+0.0264032j 0.0170872+0.0271202j 
0.0200438-0.0229237j -0.0317082-0.00581432j -0.0544135-0.0113486j 0.0833929+0.0618985j -0.0739433-0.0288987j -0.117661-0.0608013j 0.188071+0.083834j -0.00771777-0.10642j 0.0181287+0.0164265j 0.0232553-0.0175558j 0.106183-0.0558105j -0.105702+0.101372j 0.0206269+0.110228j 0.0763749-0.0219994j -0.100652+0.0595034j 0.0446703+0.0952617j -0.121685+0.0505582j -0.123876-0.0815028j 0.0779701-0.206671j -0.0262614-0.0643092j -0.0800722-0.0225786j -0.00954093-0.200549j -0.0412923-0.0906324j -0.00906179-0.121472j -0.121455+0.0685962j -0.0770849-0.0879421j -0.0857516-0.00569099j -0.00996706+0.0177822j 0.0364636+0.146866j -0.0381409+0.0158694j -0.0923807+0.158584j 0.053904+0.0188463j 0.121252+0.0743926j 0.055503+0.0211473j -0.0978674-0.0227763j -0.0753057+0.00587394j -0.0273041+0.0578748j 0.144137+0.0554833j 0.00605892-0.0120257j 0.0113858+0.00128021j -0.0787512+0.0545421j 0.00713555+0.0602936j 0.02522-0.008099j -0.109302+0.0639927j -0.00543896-0.125714j -0.0192144-0.0280558j 0.0010906+0.0248569j 0.0405834-0.0268772j 0.0528538-0.0905911j -0.00198248-0.0176617j -0.00803713+0.0334023j -0.00750777+0.0348692j -0.00297466+1.24599e-05j -0.0494093+0.00212282j -0.161421-0.00955824j -0.048993+0.0205315j 0.0119886-0.029676j 0.0933353-0.0646927j -0.0186504-0.00379107j 0.0161008-0.075479j 0.094972-0.0105011j 0.0323327-0.0579785j 0.0619559-0.0921868j -0.065057-0.0194901j 0.0860334-0.0309565j -0.0232317-0.055526j -0.0570266+0.0208673j -0.0637522-0.0127076j 0.00463161-0.00714477j 
-0.141249+0.178639j 0.11311-0.0104802j 0.00169178+0.0038542j -0.0571667-0.00270742j -0.0274974-0.119891j 0.0150944-0.0152306j -0.104703-0.0156572j 0.0278521+0.0846893j 0.101107-0.0517024j 0.0229132+0.0400936j -0.0347829-0.00229766j 0.0386047-0.0793392j -0.0936599+0.0278646j -0.00272439-0.0281289j 0.0368481-0.0581422j -0.0225824-0.0108374j 0.0259789+0.037848j 0.0343151+0.2231j -0.0258587+0.0689827j -4.62615e-05-0.00805034j -0.128549+0.0680628j 0.0870651+0.0596592j -0.0223673+0.161679j 0.0218935+0.00515824j -0.0628395-0.058799j -0.0449123+0.138153j -0.0491826+0.0192215j 0.0833886+0.0789093j 0.0380847-0.180324j 0.0469662+0.00725205j 0.0390911-0.00433088j 0.032524-0.00899467j 0.0133293-0.0500071j 0.00843098+0.021177j 0.0226627+0.0206435j 0.100993-0.00790608j -0.00462902-0.0227895j 0.00247466+0.0884982j -0.0300908+0.0555658j 0.108424+0.0651629j 0.0422735+0.033581j 0.0467988-0.0791923j -0.0982922+0.0165206j 0.0985706-0.0896956j 0.0359083-0.0634j 0.109939+0.0900419j 0.13123-0.0095038j 0.141749-0.0701368j 0.0981138+0.0355529j -0.0228036+0.0897299j -0.000484099-0.046139j 0.0263063+0.0679088j -0.100908+0.0502281j 0.042054-0.0440045j 0.00681628+0.00279401j 0.0246395+0.0690833j -0.0414083-0.0558922j 0.0652611-0.0491728j -0.0157289+0.00760049j -0.0505142-0.092646j -0.0334986+0.00704606j -0.00441585+0.0493805j -0.138673+0.0315536j -0.157451+0.00916211j 0.0621975-0.0469755j -0.0602447-0.0717116j -0.00307773-0.0550862j -0.0128704-0.01131j -0.0412458+0.00732315j 
0.0591382-0.0385417j 0.0571747-0.0791644j 0.0325455-0.00829313j 0.0273859-0.0220562j -0.0394168+0.00996552j -0.0655129-0.0470881j -0.0627657+0.024243j -0.00697118-0.0342963j 0.0731785+8.35412e-05j -0.0420257+0.0445825j -0.0432118+0.0364337j 0.0468937+0.0360157j -0.0789242+0.00182904j -0.0530382+0.00813766j -0.0452765-0.0125551j 0.0440343+0.01108j 0.0684286-0.038272j 0.0990038+0.0336217j -0.0244951+0.0744547j 0.0326167+0.0472179j 0.0363133-0.105425j -0.0612118+0.0277652j -0.0921913-0.0865754j 0.0885206+0.00576449j 0.00438868+0.0406906j -0.0557165-0.0192726j -0.0435745-0.0226465j 0.022372+0.00361284j 0.0184611+0.00883138j 0.0296457-0.0490558j 0.0282315-0.0546054j -0.00306641-0.0891281j 0.00627925-0.0185383j 0.062755-0.0536281j -0.0150447+0.0690206j -0.016276+0.118577j 0.0201953-0.0499639j 0.0604838+0.100923j 0.000309503-0.172568j 0.0595866-0.0416999j -0.0374182+0.0345976j -0.032995+0.0447683j 0.0657818+0.0591889j 0.0691973-0.00642293j 0.100024+0.190148j 0.128975-0.123188j -0.054814-0.0437429j -0.0597271+0.0285415j -0.0619296-0.036128j 0.058606+0.0343489j 0.0249039+0.00483752j 0.0196177+0.0384853j -0.021264-0.0186613j -0.0197923-0.0534971j -0.060224-0.0531704j 0.0780652-0.115732j 0.0426459-0.0495948j -0.0331292-0.0795236j -0.0660485-0.0180678j -0.038424-0.0693065j -0.0611855-0.0664282j -0.0356421-0.0604381j -0.0711449-0.0673172j 0.117589-0.0205279j -0.102258-0.0577766j 0.0188289-0.0855928j -0.0360382+0.0671135j -0.00152135+0.047482j 0.02016-0.0268387j 
-0.0134499+0.00246351j -0.0504267+0.0497065j -0.024833+0.0496792j -0.0345798+0.0411755j 0.0337455-0.0303376j 0.119309+0.0148409j 0.0509295+0.0183362j -0.0614494+0.0911541j -0.00564478+0.0200261j 0.00316776+0.0246774j -0.00640814+0.0318304j -0.0192797+0.0111137j 0.0155903-0.051908j 0.0481704-0.0330918j -0.0234949-0.0417989j -0.0200894+0.0175737j -0.0372494-0.0814117j -0.0687845-0.0623377j -0.0661297+0.139754j 0.0709597-0.0201225j 0.0129918+0.114871j 0.0676574+0.00944262j 0.0675477+0.0838142j -0.0271333-0.012922j -0.070337+0.0077605j -0.0837612+0.0144642j -0.0170097+0.0454614j 0.0199383-0.000765635j 0.00500371+0.0647445j -0.0164664+0.0238879j 0.0478881-0.0285131j -0.0171363+0.0241223j -0.0876974-0.00207278j -0.0234938-0.0403742j 0.140836-0.0362115j 0.0369146+0.0192061j -0.0175726+0.0193337j 0.0297808-0.0677202j 7.81383e-05-0.0308164j 0.0290329+0.009848j 0.0270339+0.100815j 0.00946619+0.0192507j 0.0489502-0.0646648j 0.120448+0.116687j -0.0734216-0.0384101j 0.0810583+0.0545428j -0.107633+0.187738j 0.0487739+0.0875107j 0.0473276-0.00570521j -0.137615+0.0553889j 0.0289602+0.0513107j 0.0397092+0.191941j -0.0440124-0.0545298j -0.0862005-0.0384794j 0.045408-0.062361j -0.0920494-0.0510528j -0.0352857+0.0727004j -0.112069+0.0920851j 0.171806+0.0511763j 0.0399795-0.0626296j 0.0209241-0.00486802j -0.130356-0.0757267j 0.00616958-0.0965809j 0.00383903-0.120943j 0.0251258-0.0234195j 0.0587173-0.064294j 0.0792941+0.0499551j -0.0496448-0.0658605j 0.0516091+0.0211424j 
0.0556798-0.00543419j 0.0159255-0.0107189j -0.0757161-0.031613j -0.00061129-0.0325731j -0.0591049+0.0191165j 0.0549449+0.0324526j -0.0164677+0.102723j -0.0129989-0.00552869j 0.0359197-0.000845423j -0.049138-0.0382628j 0.0861411-0.0198765j -0.00189424+0.0745128j 0.0294206+0.0236439j -0.0599915-0.0267097j -0.0399498+0.0319285j 0.245599-0.0255956j -0.0817342-0.0486021j -0.0721829+0.035204j 0.0582294+0.000855202j -0.00635085-0.0984681j -0.0613734-0.0648872j -0.0258004+0.0333765j -0.0500244+0.00697955j 0.023931+0.0235692j 0.0144351+0.121221j 0.00412504-0.0283559j 0.103573+0.0614545j -0.0762608-0.000247757j -0.000239261-0.0591251j 0.00810579+0.0592601j 0.000272688-0.0886917j -0.0792735+0.0167338j -0.0658715-0.0264684j -0.0219931+0.0237721j 0.0407743-0.0950158j -0.087885-0.0925642j 0.0328627-0.0104756j 0.0790835-0.05178j -0.0482195-0.0165357j -0.0789785-0.0268471j 0.0567149+0.0156216j -0.0914196-0.0356165j -0.00107751-0.0167014j 0.122334+0.067828j -0.00895946+0.0362811j 0.0404031-0.163032j 0.0254985+0.0415697j 0.0537789-0.0668459j 0.0364828+0.03205j 0.00224207+0.159607j -0.0148873+0.00160421j 0.0474365-0.0676272j -0.0279005-0.00495809j -0.0411769+0.0499215j 0.0756344+0.0339448j -0.125841+0.111988j 0.0373661+0.162849j -0.0216611+0.112241j 0.156162-0.0973317j -0.0950531+0.0274157j -0.0048069+0.082684j -0.130238-0.142487j 0.212989+0.0529161j -0.00342587-0.0523626j 0.0254407-0.0816393j -0.00831502-0.0108091j -0.0576439+0.155649j 0.0562405+0.104336j 0.0502026+0.00584146j 
-0.0403653+0.0669609j 0.0930312-0.064421j -0.0192512+0.00949204j 0.0488193-0.0126567j -0.0250703-0.0367047j -0.0802367-0.0201206j -0.0430912-0.00280934j -0.00659096-0.0193654j -0.0166541+0.00653026j 0.0192055+0.001917j 0.0413073-0.0541738j -0.0328017+0.0615739j 0.00313881-0.0198646j 0.0258549-0.0634444j -0.0581566+0.0632295j 0.136459-0.0282924j -0.0127186-0.0147848j 0.0273858+0.103032j 0.0890261-0.0143396j -0.0690591-0.0391927j -0.0217877-0.076513j 0.0333482-0.00914642j -0.053181-0.0171578j -0.0192664+0.0328421j 0.0353541+0.0679462j -0.0181299-0.0352478j -0.164184-0.0531162j -0.00734342+0.0343357j 0.0138947-0.0746662j -0.0457425+0.0112547j 0.0119519+0.0360234j -0.0618853-0.0298337j -0.00708332+0.0173876j -0.125777-0.071297j 0.113126-0.0199294j 0.0395279+0.0398274j 0.0108081-0.0690096j 0.0845691-0.0150474j -0.123479-0.0783821j -0.0297187+0.0227129j -0.00155362-0.00281538j 0.0272209-0.0854731j 0.0417378+0.0641129j -0.124721-0.200807j -0.115286-0.0298967j -0.0574102-0.0262158j -0.0759967-0.0195686j 0.0415212-0.0474216j 0.046061+0.0320451j -0.0588841+0.0476032j -0.067625+0.0804658j -0.0916837+0.0373991j -0.0384707+0.0811375j 0.0513043+0.0506434j 0.0238784+0.0101968j -0.0386468+0.0566988j 0.0630639-0.121862j -0.114425-0.00037434j -0.118914-0.128176j -0.0236635+0.0139578j -0.0622317-0.0828861j 0.095338-0.140581j -0.0413934+0.0205031j 0.0266113+0.0905127j 0.017973+0.0873665j 0.0222841+0.151335j -0.0294116+0.0404735j 0.0543716+0.0741059j -0.0594599-0.111116j 
-0.0108336+0.0188457j 0.069431+0.0107932j -0.0407494+0.0154642j -0.0333438+0.0350083j 0.0158252-0.0231512j 0.0743404-0.0413668j 0.0136867+0.0273873j 0.0248168+0.0759432j 0.0233523+0.00383724j -0.0901806-0.0120944j 0.0228113+0.0237525j 0.0488522+0.0910086j 0.0250009-0.024866j -0.0363263+0.00872179j 0.0433668+0.0353421j 0.0184156-0.0475229j 0.0666935-0.00903903j -0.0803933-0.0214946j -0.0618027+0.0200231j -0.0486753+0.0635443j -0.0281568-0.118611j -0.10951+0.00554304j 0.0577249-0.0891634j -0.0737369+0.0269155j -0.00493247+0.0161764j 0.0505237-0.101595j -0.00211488-0.152784j 0.0759611-0.00863319j -0.0502659+0.0170371j -0.0631968-0.00584329j 0.0144125-0.0666628j 0.0355127+0.0450239j 0.0497143-0.0954682j 0.000825867+0.0814147j -0.10673+0.0289138j -0.00246812-0.121242j 0.018549-0.0118444j -0.073842+0.071648j 0.119159+0.0646767j -0.0464275-0.00120333j -0.0141912-0.0769923j 0.0443191+0.0883604j -0.0634268-0.107487j -0.0192481-0.0171834j -0.0794888-0.015342j 0.0287141+0.130469j -0.0874712-0.0295007j 0.0638312-0.0276616j 0.0549641-0.0125442j -0.0445615-0.00610702j -0.108602+0.0114638j -0.108796+0.0655257j -0.130662-0.0349669j -0.0224104-0.154221j 0.0124483-0.0870859j 0.00723422+0.0193793j -0.0718341+0.071838j -0.0341498+0.090543j 0.0658641+0.0413136j 0.0474795+0.115149j -0.0334707+0.0487839j -0.0560235+0.0442113j 0.028118-0.0245527j 0.00722902+0.101918j 0.0720511-0.0965483j 0.0346056+0.0345771j 0.0504727+0.0264295j 0.0318821+0.018615j -0.0520362-0.045358j 
0.059236-0.0501292j -0.0295311-0.0202754j -0.00987754+0.00148796j 0.0236993-0.00307541j 0.0319141+0.0763039j 0.0522363-0.010285j 0.0587261-0.00503519j -0.00951793-0.0464276j -0.0538672-0.00907015j 0.0393428+0.0354748j 0.00179478-0.03862j -0.00589583-0.0708689j 0.027301+0.00337324j 0.0194386+0.0368491j -0.000826818-0.00521379j 0.00998632-0.0594021j -0.085694+0.111567j -0.000854553+0.0489511j -0.0716904-0.0371219j 0.11972-0.0257245j 0.206279+0.00473595j -0.0170384+0.00940139j 0.0261164+0.0128354j 0.0299661-0.0345096j -0.0514783-0.0638379j -0.0592978+0.0507729j -0.131872-0.0229422j 0.0359183+0.0610935j 0.077406-0.0111069j 0.0113564-0.0584206j -0.0379462+0.0696051j 0.0634685-0.0214979j 0.0599302+0.0130768j 0.0145022-0.0628182j 0.0309313-0.0525364j -0.0544632-0.0091113j 0.0292208-0.0178876j 0.0015125-0.0219706j -0.0110455-0.0163495j 0.0294711-0.00829285j -0.087937-0.0930943j -0.0621561-0.0168177j 0.0298477+0.179789j 0.0431317-0.00141087j -0.080513-0.104904j -0.0131015-0.0181202j -0.172866-0.0168154j -0.0448301-0.0789422j 0.0344746-0.0245042j -0.0486087+0.0627194j -0.0852702-0.019274j -0.146473-0.0409815j -0.223893+0.0264599j 0.100849+0.0810415j 0.0112648+0.0192263j -0.0536803+0.159195j 0.0949338+0.102839j -0.102271-0.025327j 0.0596508+0.203765j 0.0749966+0.0704596j 0.048154-0.0613589j 0.0190093-0.0142632j 0.00387812-0.0307091j 0.0130079+0.0813481j 0.0594374-0.138957j 0.0267909-0.0483757j -0.0397882-0.000262182j 0.0240957-0.0136909j 0.0702988+0.108251j 
