-0.109719-0.04327j -0.0893515+0.0264018j 0.0123306+0.081107j 0.034663+0.0516769j 0.00553318-0.0173219j -0.00420781-0.00928238j 0.0585697+0.0424719j 0.0516931-0.0148583j -0.0189852+0.0359188j 0.00376898-0.095341j 0.0081267+0.0699073j -0.00177505-0.00174344j 0.0411027-0.0210695j 0.0295997+0.00379925j 0.0602346-0.00305593j 0.0049493-0.00373198j -0.0254317-0.0411495j -0.0417758-0.0483478j 0.013815+0.0450345j 0.00909944+0.05542j -0.0145961-0.00850476j -2.00481e-05-0.0434341j 0.0409644+0.00775584j 0.01593+0.0472802j -0.0215134+0.0133378j -0.0111253+0.00447492j -0.000823691-0.00816415j 0.00948442-0.0427418j 0.0188417-0.0143878j 0.0142437+0.00301392j -0.00481757-0.0437845j -0.0113337-0.0443229j -0.0838426+0.0930865j -0.0198825-0.014296j -0.0251458+0.0263235j 0.0129843+0.0235967j -0.0253634+0.0133598j 0.077499-0.0521845j 0.0730263+0.0548201j 0.0227097+0.0127543j 0.0345279+0.0592812j 0.0559049-0.0458784j 0.134466+0.0374424j -0.0707067+0.0589079j -0.0193651-0.0648129j -0.120296+0.0250437j -0.052473+0.00177777j -0.0128573+0.0547703j 0.0522238+0.00778302j 0.00609493+0.0380294j -0.0391513-0.00537286j -0.00765489+0.0280053j 0.0901793+0.0588977j -0.0912678+0.0755777j -0.0827017+0.0180552j -0.00175374+0.0999511j -0.0983679-0.0373996j -0.0306598+0.00604226j -0.145348-0.0883692j -0.0264909+0.0080713j 0.101694-0.0680922j -0.0807506-0.0373573j 0.00315612+0.0834824j 0.0709317+0.0308623j 0.0225041-0.0890185j -0.0562501-0.00258746j 0.0443952-0.215283j -0.243088-0.0816056j -0.220521-0.290069j 
0.010007+0.000130904j 0.004409-0.0009306j -0.0134212-0.00406238j -0.00573786+0.00921087j 0.000990958-0.00968873j -0.0116243-0.00542549j -0.00686616+0.0139827j -0.000255883+0.00722184j -0.00451515-0.00574989j 0.000771554-7.44257e-05j 0.00893722+0.00457533j -0.0092359+0.0129178j -0.00489078-0.000344018j -0.0114878-0.0138838j -0.0163783+0.00739317j 0.0135247+0.00586671j 0.0109452-0.00445693j -0.00787701+0.0120178j -0.0030399-0.00453066j -0.0159034-0.0026195j 0.0015932+0.0316828j 0.00573355+0.00455359j -0.00302037-0.0186285j 0.018231+0.00857215j 0.000776589+0.00864223j 0.002268+0.00722316j -0.0014959-0.00819795j -0.0147637+0.00799238j -0.00501315+0.00456492j -0.0080456+8.34665e-05j 0.000653172-0.0216943j -0.00349636-0.0083381j 0.00191106+0.019934j -0.00184206-0.000386333j 0.0135008+0.0136135j 0.00687105+0.00540799j -0.00617077+0.0074705j 0.00375881-0.0114767j -0.00270884+0.000623246j -0.00307315+0.0041553j 0.00277378+0.011074j -0.0142388-0.00958574j -0.0120261-0.0114197j -0.00465089-0.0030127j 0.015544+0.0163236j 0.00944459+0.00393444j -0.0105845+0.0129413j 0.00884128-0.0187213j -0.00163965-0.000788396j -0.0126909+0.00409943j -6.06932e-05-0.00509027j 0.000744546-0.00286069j -0.0102069-0.022505j 0.00758749-0.0245474j -0.00270665+0.00487813j -0.0175962-0.0321495j 0.00842905-0.00249197j -0.0160268-0.00452672j 0.000340638+0.00555796j -0.00431628-0.00571631j 7.44886e-05-0.00436698j -0.00110806-0.0022231j 0.0042946-0.00555198j 0.0193843+0.00673907j -0.00172635+0.00161705j 0.00649316-0.00557329j 0.0123004+0.000279971j 0.015151+0.00523755j 0.00791135+0.0135398j 
0.0118448-0.00154962j 0.0136735-0.00693199j -0.0047258-0.0126031j 0.00478418+0.0113241j 0.00596322-0.000166579j 0.00453669+0.0048616j 0.00870829-0.006659j -0.00265614-0.0122003j 0.0125674-0.00335755j -0.00387085-0.000144282j -0.00396289+0.000107169j -0.0111006-0.00844394j -0.000112798-0.00114428j 0.0020611+0.00355065j -0.00164891+0.00600736j -8.34022e-05-0.0106384j -0.0169639-0.00345991j 0.00331273-0.00541284j -0.00697154+0.00367434j 0.00533194-0.0240455j 0.00762816-0.0492326j -0.00630296+0.000687885j 0.00115535-0.00733277j 0.0145239+0.0129033j -0.0228563+0.00614984j -0.012837+0.00277114j -0.00796565+0.0104678j 0.0114709-0.0111588j 0.0230481-0.0251342j 0.00671223-0.010752j -0.0113828+0.00242556j 0.0136374+0.0113757j 0.0123636-0.0226698j 0.0152741+0.00168618j -0.00938942+0.0160689j -0.0123596+0.000371304j -0.00274985+0.00643423j -0.00999895+0.00447206j 0.0151338+0.0128519j 0.0145899+0.0201948j -0.0278744-0.00870849j 0.0031996+0.0100968j 0.0103783+0.00914258j 0.00726466-0.00878464j -0.000412144+0.00353931j 0.000896879-0.000936532j 0.00211093-0.0105229j -0.000401823+0.000430373j -0.0159446+0.0226634j 0.0245673-0.00233649j -0.00427196-0.00135226j -0.00192409-0.00900398j 0.0432366+0.0025556j 0.00533226-0.00642816j 0.000405909-0.0155552j 0.0174206+0.0382591j 0.000261404+0.00759898j 0.017496-0.00210642j 0.00928305-0.00455551j 0.00408007-0.00497541j -0.0148898+0.000930353j -0.00967457-0.0156101j 0.012663-0.02072j -0.0123773-0.00334762j 0.0270101+0.00705596j 0.0049668+0.00644722j 5.91412e-05+0.0117393j 0.00799218+0.000549219j -0.00178304+0.00227895j 
0.0029433+0.00147025j -0.017194-0.00686393j 0.00387385+0.00387877j 0.0173734-0.00599741j 0.0189813+0.0195191j -0.0102224+0.000528744j 0.0140755+0.0106976j -0.0104937+0.00249957j 0.0022176+0.00684374j -0.000584567+0.00369227j 0.00395625-0.0118662j 0.00544802-0.0233489j -0.0221072+0.0152569j 0.00021537+0.0181158j 0.00626767+0.0131134j -0.0210918-0.00220913j 0.0012755+0.00292804j -0.0115853-0.00496747j 0.00786185+0.0034753j 0.034678-0.00129512j 0.00470843+0.00558343j 0.00256694+0.0155716j 0.0113581+0.00414771j 0.00647383-0.0101585j -0.021116-0.000584494j -0.015409+0.00455647j 0.00729166+0.0108393j -0.0143409+0.0109521j 0.0132577-0.00407265j -0.0144043-0.00553661j 0.00990358+0.00697076j 0.0181529-0.00730962j -0.00100248-0.00687387j -0.00343198-0.0128404j 0.0127063-0.0189805j 0.0125774+0.0182882j 0.000739049+0.00207631j 0.000324332-0.00966274j 0.00752033+0.0192777j -0.000883062-0.019778j 0.00246475-0.00259876j 0.0290869+0.00102073j -0.0015904-0.0152497j -0.00408404-0.00443552j -0.00600249-0.013973j -0.0174996-0.0203873j 0.0123811-0.0087706j -0.0183703-0.00183668j -5.67872e-05-0.00893007j 0.00912166-0.00204642j 0.0050319-0.00758158j -0.00469-0.0111339j -0.00653226+0.0200865j 0.00176168+0.0408711j -0.00206698+0.0279697j 0.00473503+0.0374783j -0.000700353+0.00952504j 0.00117373+0.000517811j 0.0118137-0.00205374j 0.00673397+0.0137927j 0.00264665+0.0146841j 0.0158581+0.0342163j -0.0123156+0.0421723j -0.00791413+0.00827196j -0.000705919-0.0163821j 0.00500849-0.0109025j 0.00137268-0.0327992j -0.0190473-0.0211251j 0.0194793+0.00171003j 
-0.00219721+0.00647845j 0.0133531-0.00144007j 0.0069506-0.00684064j -0.00740794-0.00953576j -0.00505607+0.00166028j 0.0184097+0.00454879j -0.0225531+6.09541e-05j 0.00361796-0.00639293j -0.0095437+0.00419142j 0.0118742+0.00727244j -0.0006201-0.0097084j 0.0143116+0.00189484j 0.0256389+0.00282617j 0.0103205+0.0108582j -0.000245082-0.00769341j -0.0193964+0.00431692j -0.0135061+0.00610657j 0.025973+0.000280715j -0.00425617+0.0132848j 0.0014506-0.023908j 0.0174547-0.043239j 0.00746103+0.00357069j -0.00225575+0.00225045j -8.70528e-05-0.00534137j 0.000208587+0.0100669j -0.000976177+0.00339244j -0.0038473+0.00575457j -0.0046842-0.00144432j -0.0297331-0.00943968j 0.0011935-0.00754924j 0.0124166+0.00181087j 0.0292536-0.017371j -0.00352315-0.0247826j 0.00421286-0.000703778j -0.000664108-0.00632048j -0.00940235+0.00180554j 0.00500066-0.00424338j -0.00963609-0.00978353j -0.00134028+0.0170834j 0.0240092+0.0146147j -0.0211271+0.00204468j 0.00254509+0.0135944j 0.0103114+0.0128018j 0.00222282-0.00385916j -0.0028834+0.00699665j -0.0019709-0.000744865j 0.0156805-0.00763989j -0.00110042+0.00651992j -0.0176138+0.0109656j 0.0199047+0.00107605j -0.00492481-0.00103201j 0.00708436+0.00417408j 0.0237944+0.0120688j 0.00188002+0.0115543j 0.00282628-0.0109813j 0.0172144+0.0283006j -0.000980808+0.00563991j 0.00934767-0.00422632j 0.0125504-0.00638302j -0.000387247-0.0007743j -0.00758473-0.00742677j 0.00170494-0.00789737j -0.00270497-0.000583672j -0.0222224+0.00169967j 0.0155924+0.00461216j -0.00225704+0.0120592j -0.0109375+0.0104967j 0.005458+0.00347562j -0.00629658-0.0102546j 
-0.00557265+0.00739278j 0.00447678-0.00623462j -0.000618459-0.0352092j 0.00491458-0.0215139j -0.0115679-0.0100913j 0.00613374-0.0124827j -0.00978171+0.00541986j 0.0181614+0.0147335j 0.00845039-0.000898892j -0.00356885-0.00237584j 0.0121306-0.0115261j 0.015277+0.0100257j -4.04372e-05+0.00211682j 0.00280356+0.0144885j -0.0041253+0.0170693j -0.00199377-0.023548j -0.00423729+0.0167625j -0.00550634+0.0261632j -0.0102342-0.00891123j 0.0124449-0.00431287j 0.00194352-0.00575544j -0.0106385-0.0118285j 0.0012568-0.0112239j -0.011348+0.014307j 0.00281406+0.00512764j 0.000132328+0.00760997j -0.00902538-0.0316426j -0.0127811+0.0113122j 0.0204552-0.00190586j -0.0180102+0.00278827j 0.0125276-0.0127644j 0.00346202-0.00374054j 0.00526708+0.0220385j 0.00102336-0.000301052j 0.00652029+0.00758164j 0.00854386+0.00430845j 0.0135964-0.017143j -0.000744066+0.00215492j -0.0167304+0.00105773j 0.0128209+0.00597036j -0.00711978-0.00370943j -0.00470547-0.00806889j -0.000346711-0.00402379j 0.00874824-0.0251716j 0.00829488+0.0269906j 0.0183776-0.00359356j -0.00456885-0.00987118j 0.0055354-0.0349202j -0.00852357+0.00577379j 0.00602365+0.0168686j -0.0136767+0.00143989j -0.0055633-0.0120256j 0.0105763-0.00218597j 0.0262062+0.0174977j -0.0020871-0.00297263j -0.00587473+0.00584207j -0.00873932-0.0124994j -0.00481998-0.00305137j -0.00739691+0.00148793j 0.0035035-0.00735959j 0.0147009+0.000382507j 0.0116146+0.00440561j 0.00645848+0.0118199j 0.0112797+0.00600235j 0.00474707+0.0122096j 0.002994+0.00204279j 0.00457403-0.00424192j 0.00445399+0.00919636j 0.0124687+0.00552079j 
0.0150666-0.000517987j 0.00570797-0.00208038j -0.0160751-0.00285489j -0.00732338-0.0073816j 0.0134189-0.0211554j 0.00174662-0.00822612j -0.00557704-0.0176421j -0.0017249+0.0170325j 0.00477676+0.0109077j 0.00792583-0.014348j 0.00693084-0.0035092j -0.0166448-0.000494692j 0.00743481+0.00361188j -0.0050286+0.00316254j 0.0100872+0.0056199j -0.000495807+0.0242977j -0.00196571-0.0281193j 0.00202618+0.00660369j 0.00572544+0.00743446j -0.0230636+0.011503j -0.0117772-0.0034881j 0.00800155+0.00842484j -0.00193546-0.000384226j -0.00185427+0.00785918j 0.0274032-0.0034785j 0.00164732-0.0132799j 0.0171707+0.00581752j -0.017573-0.00848602j 0.012229-0.00416408j -0.0191723+0.00656672j 0.0102067+0.00609032j 0.00687243-0.00434471j 0.00310437-0.0124848j -0.0068428-0.0039579j -0.0158879-0.000526983j -0.019777-0.0113521j 0.0102059+0.00693649j 0.00377919-0.00419185j -0.00084365-0.00330305j 0.00483635-0.00392932j -0.0101401+0.00557815j -0.00574156-0.000381726j 0.00824329+0.00614946j -0.0159689+0.00720055j -0.011114-0.00266288j 0.00159408+0.00989562j -0.00878867+0.0170546j -0.00897252+0.0196632j 0.00231326-0.00511805j 0.00336768-0.00322594j 0.0102699+0.0239126j 0.0155497+0.0134207j -0.0206197-0.00592145j -0.00770294-0.0237149j 0.00560273-5.49699e-05j 0.0127197-0.0331135j 0.0103268+0.00145348j -0.0098689+0.00157103j -0.00484119+0.0138446j 0.000321929-0.00644905j -0.000161138-0.0295673j -0.0100472-0.0168594j -0.00930854-0.0257315j -0.0101459-0.00694356j -0.00112215+0.0145841j -0.00592137+0.007011j -0.00741269+0.0162638j 0.0110378+0.00838348j -0.00996399-0.0109027j 
0.00431204-0.0210516j -0.00948167-0.00286274j 0.0157857-0.00724254j 0.0270295+0.00455949j -0.00838435+0.0209126j -0.00318054-0.0156971j 0.00897143+0.00738379j -0.00966962-0.00310329j 0.0169482-0.00230398j -0.00477244+0.00107496j 0.00196154-0.00122847j -0.000497588+0.021745j -0.0151258-0.000803241j 0.00579866-0.000502359j -0.00441126+0.00236016j -0.00548684-0.0174129j -0.0305381+0.0145286j -0.0211388+0.005221j -0.00601124+0.00153988j 0.00234458+0.0302277j -0.00155986+0.0343059j -0.0230549-0.0297015j 0.00551407-0.0107949j 0.00331391+0.012886j -0.00714457+0.00656594j -0.0022473+0.0112281j -0.0200557-0.0386455j -0.0234991-0.00232712j -0.0169995+0.00548835j 0.000542566+0.00893954j -0.0235787-0.00617315j -0.00797508-0.000263334j 0.0296335+0.0114949j 0.00659569-0.00788036j -0.00171754+0.007485j 0.000820303-0.0116055j -0.00244375-0.00473457j 0.00122329+0.0107835j -0.0131539-0.0076279j -0.00277358-0.0048471j 0.00449594-0.0109619j -0.0180542-0.00388414j -0.0125581+0.00501301j 0.0143188-0.00682405j 0.00477626+0.00944172j 0.0276985-0.0054637j -0.0136367-0.000720444j 0.0174353-0.0145387j 0.0136741+0.00815859j 0.00552302-0.00507623j -4.78994e-05-0.00509904j -0.00684768-0.00255338j 0.0161635-0.000902624j 0.00194375-0.00138651j 0.00155574-0.00692339j -0.0107326-0.00237182j -0.00917842-0.0102723j 0.0108081-0.00472671j 0.000780965-0.00361593j 0.00855725-0.000206855j 0.00618748-0.0123775j -0.012995-0.00805661j 0.00824491-0.0148394j 0.0161816-0.00853037j -0.00570665-0.00156156j 0.00709543+0.00643574j 0.00504321+0.0108918j -0.00875526+0.00397672j 0.00776441+0.00263542j 
-0.00322265-0.0117282j -0.00374921-0.00880917j 0.0348957+0.000624765j 0.0112832-0.0242578j 0.0026937-0.00706968j 0.0142399-0.010663j 0.00958546-0.0012629j 0.00111428-0.0111189j -0.0131056-0.00523003j -0.0113779-0.00152734j -0.0053914+0.00295261j 0.00664227-0.00753321j -0.00465529+0.000417329j 0.0162927+0.0150665j 0.0151183+0.000597988j -0.0207194+8.21099e-05j -0.0323859+0.0344769j -0.00107076+0.0217951j -0.00371648+0.0133577j -0.00978867+0.0166413j 0.0113837-0.0103684j -0.0103888-0.00258853j -0.0115877-0.00038135j 0.00889213+0.0204265j 0.00646652-0.00437161j 0.000185797-0.0107955j -0.0205109-0.0274106j 0.0216789+0.0143261j 0.0148699+0.00517922j 0.0233371+0.00767804j -0.00299069+0.00504612j 0.00532376-0.0161489j -0.00498534+0.0217913j -0.00901469+0.00011827j -0.00746984-0.00900091j -0.00674487-0.0163186j -0.00474284+0.00697155j -0.0149138+0.00616815j -0.00740441-0.0049934j 0.0141795-0.0111067j -0.010654-0.00748102j -0.00432227+0.00498188j 0.0194659+0.017472j 0.0161689-0.00665038j 0.0202428+0.0147299j 0.0181941-0.0179615j -0.0121666+0.0148473j 0.0150182+0.0123892j -0.0230445+0.00353752j 0.00505164+0.0163366j -0.00301297+0.00914853j 0.0074768+0.0129677j 0.016392-0.00214398j 0.00599886+0.0333889j 0.00163988+0.00983613j 0.00418167-0.014468j -0.0212194-0.00646562j 0.0122578+0.000117519j 0.00235456+0.000810935j 0.00723766+0.000292869j 0.0205604-0.0126367j -0.0101871+0.00177618j -0.0130374+0.0133617j 0.000819448-0.00193984j 0.00553527+0.0163025j 0.00429941+0.0122887j -0.0104432+0.0170785j -0.0132255-0.00337628j 0.012154-0.00428772j 
0.0108033-0.00727168j 0.00496174+0.000680923j 0.00553821+0.00122275j 0.014423+0.00469182j -0.0162312+0.000765152j -0.0133767+0.00374224j 0.0225074-0.0115779j 0.00734337+0.00793066j -0.00900402-0.00448136j -0.00555751+7.58223e-05j -0.00469988+0.00273741j 0.0140749-0.0043664j -0.0100968+0.000239553j -0.00189014+0.00969098j 0.00807097-0.0133059j -0.0248841+0.00718952j -0.0145629-0.00207656j -0.00295232-0.00408473j -0.0167518+0.0105335j 0.011579+0.00242788j 0.00465076+0.0150698j 0.000640666-0.0185236j 0.0138375-0.0208844j -0.00543853-0.00874608j -0.00058801+0.00242517j -0.00260008+0.00369162j 0.00197789-0.0170519j 0.00610289+0.0187257j 0.00649312+0.0112256j -0.00150275-0.00483743j -0.0224821-0.0160046j 0.00689272+0.0132074j 0.00636723+0.0186177j 0.0077761-0.00811312j 0.00576146-0.00296272j 0.0118646-0.00381839j 0.00531621+0.00380454j -0.00969399-0.0170033j -0.00918012-0.0186255j -0.00243865-0.00261083j -0.00367383+0.0072063j -0.0010178-0.00959079j -0.0126431-0.00683735j -0.00126675-0.000342686j -0.000542263+0.0146119j 0.00677454-0.0123572j -0.000537993-0.000232898j 0.00659216+0.00715522j 0.00344779+0.00182503j 0.00477808-0.0308282j -0.00157114-0.00209445j -0.00705128-0.00625573j 0.0221315+0.00230654j 0.0122634-0.0109917j 0.00811901-0.00385304j -0.0147543+0.0129965j -1.25065e-06-0.00985876j 0.010329-0.000597669j 0.0090549-0.00297763j 0.0171238+7.17465e-06j -0.0109695-0.0168111j -0.0154771-0.00425064j 0.000690513+0.00180317j 0.0166374-0.012563j -0.00795916-0.0137174j 0.00353772-1.67094e-05j -0.00495375+0.0110156j -0.000462903-0.00208386j 0.00862277-0.00326823j 
0.000771655-0.016961j -0.00645607+0.00399385j -0.00327337-0.000297209j -0.00638896+0.0256874j 0.000721965-0.0143444j -0.00160219+0.0040926j -0.00125958-0.00234542j 0.0287393-0.0192327j -0.00679608+0.0229112j -0.00695251+0.00191943j 0.00956831-0.00622029j -0.00673373+0.012369j 0.00538098+0.00604209j -0.00189071+0.00423349j -0.0112471+0.0041176j 0.0165918-0.00676271j -0.0139297-0.00475614j -0.001166-0.0072078j -0.00751495-0.00885056j 0.00688356+0.00288676j -0.0045434-0.00866732j -0.013114-0.013374j -0.00132458-0.00712862j 0.00307412-0.0114787j -0.00102502+0.0112364j 0.00679807+0.0106476j -0.00428633-0.00626807j -0.00259455-0.00712803j -0.000405621+0.0140509j -0.000656056+0.0040832j 0.00372539-0.00905788j -0.0170685+0.00725684j 0.0104034-0.0111822j 0.000207377-0.000613721j 0.00676601+0.00915923j 0.00100322-0.00100908j 0.00592042+0.00985779j 0.00119255+0.00506284j -0.00135592-0.00902046j 0.00450628+0.0161388j 0.00255632+0.0107042j -0.00412777+0.0173501j -0.00560081-0.00296922j 0.0057145+0.00770806j -0.0172701-0.00815143j 0.00116627-0.000984198j -0.00124313-0.00171809j -0.0106446+0.00257565j 0.0145157+0.0139074j 0.00392411-0.0226621j -0.0130788-0.00452293j -0.00172107-0.0111721j 0.0119459+0.000264017j 0.0032155-0.0299489j -0.000921711-0.0142349j -0.00322897+0.00541519j 0.0101356+0.000425202j -0.00468011+0.00528555j -0.0116898-0.000487249j 0.00427028+0.000521225j -0.0160116-0.00590131j 0.00223094-0.0191054j 0.00551644-0.0275198j 0.00885441-0.00909725j 0.00754221-0.00733123j 0.00626567+0.0114574j 0.00261418+0.013262j 0.00161649+0.00829382j -0.0148528-0.00549884j 
-0.0112617+0.00750773j 0.00159692+0.0169903j 0.00125961+0.0146239j -0.0138619+0.00733686j 0.0078176-0.0171712j -0.0036575-0.0028495j -0.0020229-0.0056982j 0.000815912-0.0113782j -0.0106323+0.0037578j 0.00454251-0.0160927j 0.0171219+0.000867191j -0.00236814-0.00460897j -0.0147813-0.00997898j 0.00188843+0.0160404j -0.0026993-0.00227457j 0.017291-0.00763252j -0.00968141-0.0205152j -0.0119398-0.0253809j -0.021641+0.00146458j 0.0147741+0.000342592j -0.000286375+0.037681j -0.00949118-0.014561j 0.0210793+0.0128136j 0.0308241+0.012188j -0.0111718+0.00538252j 0.00207748+0.00459592j 0.0073239+0.0126503j -0.00609547+0.0239091j 0.00269029+0.00671235j -0.0054071-0.0158102j -0.00457872-0.0146053j -0.0184954+0.0281141j -0.00491431-0.0195821j -0.00464479-0.0176482j -0.00601973+0.00911509j 0.0131454+0.00341012j 0.00478715+0.00778878j 0.00549009-0.00460489j 0.00337532-0.0170784j 0.00416398+0.00833017j 0.00282706+0.00798435j -0.00501936+0.00969291j -0.00855592+0.00204154j -0.000190509+0.00607536j -0.0171857-0.0162573j -0.00466992+0.00454283j -0.0125588-0.00241716j -0.00931277-0.0106681j 0.0335876+0.0115442j -0.000896071-0.0280445j -0.00445556-0.0112687j 0.0015296-0.0202038j 0.00262763+0.0184516j 0.000248287-0.0333616j 0.00257911-0.0158547j -0.00366531+0.0176482j 0.000994169-0.000992355j -0.0136937-0.0061237j 0.00189168-0.00713934j 0.00573519+0.00457732j -0.0149527-0.00196007j -0.00607148-0.0194865j 0.0151029-0.0325348j 0.00926922-0.00654705j -0.0103439-0.0295481j -0.00993724+0.000157161j 0.00714089+0.00852918j -0.00314317+0.00465521j -0.0154463-0.00762995j 
0.0154166-0.0117388j 0.00795402-0.00166347j 0.000414758-0.00660438j -0.00205629-0.0137489j 0.00744563-0.00854267j -0.0135766-0.00676251j -0.00418298+0.00315168j -0.00299627-0.0259851j -0.0122642+0.0052772j -0.00531027-0.00916642j 0.013192+0.00459529j 0.000607073+0.00141902j -0.0110967+0.00396677j 0.0159159-0.0126523j -0.0230159+0.00535169j 0.0173775+0.000248205j 0.0174495+0.00293116j 0.0037203-0.0406143j 0.0231258-0.021222j -0.0221112-0.00810816j -0.0120858-0.02662j -0.00319968-0.0149486j -0.0215057+0.0188804j 0.00112786+0.0192242j 0.011163+0.00163135j 0.00722087+0.000291597j -0.00378291+0.0118846j -0.000775754-0.00999367j -0.00526559+0.00127555j 0.00821539-0.0155483j -0.00491134-0.0096144j 0.00181505+0.0014017j 0.0109234-0.0179634j 0.012474-0.000479094j -0.00379664-0.00823758j -0.0175153-0.00994634j 0.00163664-0.0186257j 0.0090007+0.0169682j 0.00257891+0.0250686j 0.000192367+0.0116124j -0.00164031-0.012778j 0.0010961-0.0016296j 0.00324388+0.0153379j -0.00373936-0.0038049j 0.00125645+0.0170928j -0.00436021+0.0187489j 0.00382672-0.014953j 0.00364073+0.00606564j -0.00906277-0.00468557j -0.00583831+0.0230619j -0.00175032-0.00302416j -0.00635004+0.000298996j -0.0167438-0.00380442j -0.011548-0.00968347j -0.0079016+0.00314823j 0.00693378-0.0190823j -0.00469844+0.0182305j 0.00240795-0.00895003j -0.0024086+0.00620375j -0.0112728+0.00288679j 0.0018678+0.00534722j 0.00279561-6.98695e-05j -0.0042516-0.00889315j -0.015205-0.00679253j 0.00437159-0.0019658j -0.00267175-0.0102919j 0.00180613-0.00811496j 0.0136122+0.0103205j -0.00515013+0.00599704j 
0.0200207+0.00598488j 0.0105843-0.018113j -0.0135921-0.0113097j 0.000476651+0.0100977j 0.00767309-0.0211723j -0.0018764-0.00570889j -0.00541147+0.0137703j 0.0104331+0.00416567j 0.00436905+0.00992764j -0.0136864-0.00128336j 0.00409109+0.0052418j 0.0158535-0.00346288j -0.0139677+0.0151932j -0.0064949+0.00242493j 0.00645923+0.00385582j 0.00572722-0.00479245j 0.00232504-0.0171076j -0.0125429+0.00503087j -0.0156114-0.0153437j 0.00465892+0.0216025j -0.0165346+0.00628637j 0.00682165-0.00487833j 0.00352636+0.039138j 0.0045976-0.00353079j 0.00715401+0.00391239j 0.0218912+0.0126978j 0.0066371+0.0124585j -0.00713641+0.00736475j 0.000651427-0.00723013j -0.00401985+0.00253909j -0.00245268+0.00976139j -0.0189481+0.00448537j -0.0164772-0.0114376j 0.00512677-0.00230387j 0.000932115+0.000503657j -0.0114365-0.00262365j 0.0101111+0.00342079j 0.0150216+0.00931049j 0.00285646+0.00916084j 0.00127261+0.0143498j 0.00189022-0.00786534j -0.00854697-0.00252254j -0.00559912+0.0127893j 0.00801083-0.0149146j 0.00298004+0.00688665j 0.0194703+0.00719737j -0.0128373-0.023511j 0.00655579-0.0179927j 0.0144772-0.000612393j -0.0201314+0.00635089j -0.00750911-0.00658077j -0.0117607-0.00631692j 0.00898337-0.00905199j 0.00533873+0.00438042j 0.00846179-0.00513768j -0.00562806-0.0057319j 0.0107058+0.00042778j 0.00801414-0.0142078j -0.00679582+0.00538998j -0.00338707-0.00171572j 0.000938616+0.00262086j -0.00125614-0.0171957j 0.00284757-0.0300192j -0.00291991-0.00653404j 0.00520748-0.00715687j -0.00413838-0.00292077j 0.00277624+0.00593111j 0.00699462+0.00645788j -0.00115504-0.00582649j 
0.00934135-0.00709326j 0.0176846+0.0136197j -0.00867564+0.00484938j -0.0271622+0.00231793j 0.00200943+0.00316404j 0.0141286+0.0183852j -0.00282959+0.00638429j -0.000325261+0.00816577j -0.0216656-0.00361556j -0.013038-0.0030739j 0.00354417-0.00710371j 0.0110947-0.00848036j -0.00690005-0.0019248j -0.00689293-0.00342608j 0.00516849+0.00799125j -0.014191+0.00676434j 0.0352617-0.0181967j 0.00500749-0.021706j -0.0188917-0.00795079j -0.0258802-0.0143966j 0.00799075-0.00295653j 0.0126799+0.0171584j -0.0225211-0.0118198j 0.00154126-0.0207844j -0.0114893+0.00350491j -0.00380448-0.00613708j 0.00638092+0.00851373j 0.0102404-0.00412725j -0.00163248+0.00614308j -0.00310308+0.00039793j 0.00774196+0.00164435j 0.0142926-0.00117719j -0.0101897-0.0187712j -0.014036-1.03841e-05j 0.00152198-0.00774046j 0.0130189+0.00311999j -0.0146699+0.00799786j -0.0160286+0.00613317j -0.00482896+0.00900144j -0.0102883-0.000432773j -0.00797182-0.000477274j 0.0062616-0.0101891j -0.0220618-0.0282129j -0.00320136-0.00407754j 0.00800248+0.00131991j -0.0195152+0.024263j 0.00871404-0.0108956j 0.00904913-0.00640875j -0.00758986-0.0236976j -0.00483911-0.00143758j 0.00291347+0.000514702j -0.00420063-0.00441518j -0.00623458+0.00454535j -0.00389625-0.0150864j -0.00376254-0.00829541j -0.0148434-0.00799528j 0.00427646+0.0038298j 0.00947326+0.00537328j 0.0192569+0.00301181j 0.00881829+0.00467009j -0.00947765+0.00916938j 0.010436+0.00794225j 0.00748342-0.000351321j -0.00305479+0.00052857j -0.0133812+0.0113202j 0.000686141+0.00235232j -0.00340943-0.00723424j 0.0249608+0.00555319j 0.0018462+0.00118068j 
