0.095572+0.0916926j 0.0830064+0.0550807j 0.0233719+0.0327209j 0.0415275-0.0686941j -0.0170182+0.00999967j -0.0446575+0.00687473j 0.0766617-0.0745824j 0.0542919-0.00860157j 0.00838605-0.00776117j 0.0129898+0.0369343j -0.026281+0.00325659j 0.0673316-0.0555514j 0.0152767-0.0810785j -0.0841614+0.00812226j -0.0730498-0.0671286j 0.0643261+0.0967562j -0.037731-0.0232544j -0.015921-0.110908j -0.0172053-0.0102094j -0.0305518+0.052896j -0.019135-0.0531652j 0.0231724-0.0471075j 0.00323232+0.0113159j 0.0178728-0.003018j -0.0341865-0.0260287j 0.0354221-0.0485015j 0.0402028-0.0181839j -0.00106068+0.0391299j 0.058478-0.0203511j -0.0108591-0.0054851j 0.0280737+0.0115719j 0.0471877+0.0197644j 0.0752648-0.00778845j -0.0203527+0.129985j -0.0574148-0.0457453j 0.0353761+0.0386743j -0.105564-0.0191747j 0.00444886-0.0188802j 0.0353582+0.0720855j 0.00895892+0.0189821j 0.0157115+0.0252722j 0.0341344-0.0390453j -0.012475-0.0581325j -0.0629994-0.00535975j 0.0320841+0.0225067j -0.0209284+0.00265163j 0.0120961+0.00708858j 0.00221342-0.0426612j -0.0210298+0.0477995j -0.00159445+0.0045047j 0.00685398+0.0183084j -0.00921392+0.0132896j -0.0173697-0.0257149j -0.000962409-0.00547051j -0.0114294-0.01842j 0.00244107+0.0235134j -0.00650915-0.0200975j 0.00289337+0.0150558j 0.0159102+0.00345051j -0.0110316+0.00376263j -0.00103591+0.020581j 0.00603132+0.00378547j 0.00677436+0.0179153j -0.018767+0.00943295j 0.00426576-0.00609955j 0.0197123+0.00688351j -0.00297907-0.0091416j 0.00354171-0.0164863j 0.0028674+0.0151285j 0.0135137+0.0216268j -0.0125192-0.0197907j -0.000284152-0.0110433j -0.0131375+0.0145258j 0.00504891+0.00251117j -0.0123995-0.0109451j 0.0140915-0.00292164j 0.00280339+0.011985j 0.0033351+0.0171112j -0.0276791-0.014051j 0.00333396+0.0171674j -0.0079294-0.0449626j 0.00747861+0.000227783j 0.0209407+0.0196258j 0.0249222+0.0431604j -0.00866952+0.00753857j -0.0192932-0.0119836j -0.0168744-0.013732j 0.0306514-0.0309904j 0.000179306+0.0839491j 0.0234734+0.0030867j -0.134239-0.0640297j -0.0171972-0.035454j -0.0757517-0.00801197j 0.311029+0.0702301j 0.0203757+0.305004j 0.00624429+0.0991453j -0.163159+0.057263j 
-0.000545584-0.0115356j 0.0151655+0.012422j -0.00387019-0.00512013j 0.00455017+0.0210044j -0.00923375-0.0117397j -0.0075701+0.000705756j -0.00718622+6.05419e-05j -0.00516825-0.00294544j -0.00398264-6.79163e-05j 0.00114519+0.00650705j -0.00327579-0.00506269j -0.00148494+0.0098723j -0.0094333+0.00114028j 0.000222923+0.00796968j 0.000874318-0.00397375j 0.0260207+0.0173078j -0.010772+0.00358604j 0.0534084+0.0131267j 0.00759404+0.00234108j -0.0285516-0.0423888j -0.0197446-0.0220008j -0.0631327-0.0168635j -0.0227762+0.00324435j -0.0285205+0.0182571j 0.018589+0.0106525j -0.0019741+0.00280844j 0.0227975+0.0102994j 0.0105306-0.0125277j -0.011688-0.0128301j -0.00417124+0.000421113j -0.00982966+0.00496801j 0.0178588+0.0184409j 0.00139195+0.00416867j 0.0165366-0.0108652j -0.00759285-0.00361978j -0.0099511+0.00221563j 0.00158237+0.000389814j 0.0223509+0.00258962j 0.0147018+0.0164792j 0.0561969+0.0681784j 0.0261405-0.0432679j -0.0948603+0.0143727j 0.0219414+0.0583326j 0.0675482+0.0921474j -0.0158064+0.169897j -0.156069+0.082494j 0.310152+0.0334075j 0.0376626-0.041498j 0.0255793+0.0522201j 0.0729317-0.0507581j -0.0896733+0.0758192j 0.0637696+0.0381966j 0.0290158-0.136327j -0.00175363+0.0842846j 0.0164272+0.0682491j -0.0161902+0.0628307j 0.0775644+0.0281115j -0.057314+0.0454721j -0.0171205+0.0151492j -0.0822529-0.015663j -0.0466796-0.0453336j -0.0264618+0.0675914j -0.00754281+0.058565j 0.0107549-0.0252201j 0.0382719+0.0168287j -0.00945816+0.0288381j -0.0591286-0.0111801j 0.0154041+0.0740616j -0.0426933-0.00492069j -0.0193-0.0444069j 0.0720228+0.0194823j -0.0320374+0.0716707j 0.0135342-0.0723254j 0.0428687-0.0926979j 0.0472319+0.0232025j 0.0233883-0.019118j -0.00608952-0.0434101j 0.0158134-0.0789619j -0.00728173+0.0572607j -0.00674442+0.0200835j -0.00710727-0.0273758j 0.0534975-0.0236787j 0.0131713-0.00145575j -0.0644337+0.0786433j 0.0130133-0.00342298j -0.00458168+0.0362501j 0.0192306-0.0367j 0.00981937-0.0136026j 0.0391011+0.0047148j -0.0514573+0.0413031j -0.0259197-0.0222343j -0.0098152-0.0254029j 0.00936096+0.0178123j 0.0221514+0.0196874j 0.00423864+0.0048247j -0.0100304+0.0118475j 0.00343789+0.0100494j 
-0.0376891-0.0606612j 0.0345454+0.0055857j 0.0141607-0.00543998j -0.00960464+0.0128287j -0.020282+0.0180704j 0.0233903+0.0122896j -0.00413553+0.00180807j 0.0095535+0.0034102j 0.0109647+0.00754664j -0.0142567-0.00526987j 0.000819991-0.00805294j 0.0114232+0.00367794j 0.00487103+0.0105718j 0.0121708-0.00232124j -0.000507737-0.00804589j 0.0234032+0.0165469j -0.000512707+0.015904j -0.00893824+0.0372359j -0.00744396+0.0217255j 0.0297367+0.0443207j -0.0459612-0.00606954j 0.024288+0.0508487j -0.0286172+0.0163934j 0.0096284-0.011195j -0.00711227-0.00952717j -0.00431586-0.0142882j -0.0191647+0.00393224j -0.0129978+0.00230465j 0.0158622-0.00454792j 0.00770997-0.0140234j 0.0147013-0.00916813j -0.00403965-0.0112232j -0.0117095+0.00503162j -0.0131612-0.011821j 0.000455367-0.000379627j 0.000190183+0.0127053j 0.0138997+0.00355414j -0.009406+0.0249952j -0.0374618-0.0144182j 0.0254067+0.0396104j 0.0352236+0.049441j -0.0551307+0.0191348j 0.0228201+0.0430344j -0.0858146-0.0862764j 0.0314829+0.0093207j -0.0190756+0.150802j 0.172226-0.0749749j -0.272085-0.0258076j 0.0805944+0.011983j 0.0755697-0.156905j 0.0059106-0.0380407j -0.0404374+0.000135698j -0.0899576+0.0395539j 0.019606-0.0570972j 0.0655595+0.0423131j 0.104791-0.0458638j 0.0760404+0.00303884j -0.122481+0.0371969j 0.0593335+0.0325737j -0.039274+0.0368143j 0.00402558+0.113779j 0.0387583-0.0757631j 0.0268411-0.0444192j 0.0649075+0.0426396j 0.00449264-0.101547j -0.0305791+0.0635873j 0.0857909+0.0260554j 0.0362759-0.0323987j 0.0463046-0.0800187j 0.0464431+0.000405372j 0.0469292-0.0115397j -0.0149204+0.0452547j -0.0526735+0.0548056j -0.0642244+0.0208564j -0.0310208-0.0221244j -0.0499351-0.0115655j 0.0412207+0.0101394j -0.0372882-0.0270691j 0.117334-0.0195266j 0.00347105-0.0257295j 0.0217692-0.0340577j 0.0599628+0.0177923j 0.0149075-0.0215248j -0.0443639+0.00785093j -0.00210897-0.0217662j 0.0497883+0.0611562j -0.0382623-0.0666825j 0.0551004+0.0396388j -0.0507563+0.00537691j 0.0494807+0.00219595j -0.0095614-0.0266283j 0.0175136+0.0146259j 0.0176422-0.0214054j -0.00669141+0.0301636j 0.00496608+0.0254486j 0.0197472+0.0492498j 0.00568008+0.0188272j 
-0.0188905-0.0327706j 0.0381638-0.0361726j 0.00597982-0.0199795j -0.00405876+0.0109118j -0.015083+0.0150685j 0.0245566+0.0031818j 0.00209887-0.00306299j -0.000379433+0.00282696j 0.00496907-0.00144436j -0.0181809-0.00963178j 0.00266732-0.00657427j -0.015214-0.00184173j 0.00356434+0.0108921j 0.00678623-0.00555923j -0.00694993-0.00825431j 0.0233454-0.000779118j 0.000107367+0.00179264j -0.0224451+0.0492512j -0.00687721+0.0445026j 0.091917+0.06584j 0.000974093+0.0587925j 0.0699351+0.0257757j -0.0103242-0.0573227j -0.0322376+0.00181716j 0.016806+0.0045593j 0.0254374+0.0253912j 0.00560934-0.0289474j 0.00368175-0.00177813j 0.021086+0.0108729j 0.00215583-0.00221647j 0.00135763+0.00708642j -0.01783-0.00293147j -0.0165081+0.0127595j 0.00632406-0.0164213j -0.0103969+0.0110221j 0.00977692-0.00285375j 0.0110124-0.0125188j -0.00846037+0.0689622j -0.028957-0.0412522j -0.0163445+0.048101j 0.0430199-0.046298j 0.0312855-0.104123j -0.0025425-0.0378562j -0.101635-0.119405j 0.0335956-0.12157j 0.172179+0.124271j -0.136318-0.0992582j -0.135252+0.0401038j 0.0654517-0.00774139j 0.0629761+0.0543493j -0.00998454+0.0803002j -0.0681846-0.0117412j 0.0524852-0.0710132j -0.0923379-0.0279176j 0.021919+0.000209441j 0.0247161+0.00699825j -0.0312373+0.0858826j -0.0533801-0.0444234j -0.0686741-0.0274342j -0.159064+0.0147365j 0.068202-0.0291655j -0.04418-0.0777505j 0.0723819+0.0108059j 0.00870635-0.0612054j 0.065811+0.0587339j -0.0620672+0.0107144j -0.0876658+0.0780096j 0.0995605-0.0610841j 0.00544003-0.0474693j -0.0211631+0.0300454j 0.0417868+0.0308872j 0.0560492+0.0223007j -0.0169803-0.0719416j -0.0368681+0.00422751j 0.0153002-0.0391987j 0.0399845-0.00864202j -0.0369736+0.00157201j -0.0513052+0.0267665j -0.00562246-0.0397834j -0.00387664+0.0529849j 0.0887718+0.0132977j 0.00615446-0.00779492j 0.0570207+0.00870035j 0.0153369+0.00133048j -0.0687292+0.0264958j 0.0285592+0.0108672j -0.0177045+0.000550556j -0.0177294-0.0193573j -0.0118199-0.0233636j 0.0834854+0.0108423j -0.0215499-0.0194206j -0.0233331-0.0373941j -0.00486266+0.0306871j 0.0180292+0.00941396j 0.0274474+0.0251445j 0.0130939-0.0210068j -0.0138958+0.0307352j 
0.000170843+0.0215845j -0.0114409-0.0474794j 0.0441406-0.0133239j -0.00534386+0.0219879j 0.00580929-0.0161683j -0.00199391-0.0213204j -0.00746253+0.00564735j -0.00613402+0.0106127j -0.0101314-0.00947302j 0.00133586+0.00164642j -0.000149407-0.00108122j -0.00881843+0.00320175j -0.00487003+0.00407812j 0.00279024-0.0180593j 0.000825041-0.00290257j -0.00865547-0.0480885j 0.0110921-0.000800296j -0.0971918+0.0388093j -0.0106937+0.0582156j 0.0140408-0.0591452j 0.0342728+0.0177552j -0.0475941+0.0476223j 0.00156845-0.0281371j 0.0214083-0.013819j -0.00652679+0.0230746j 0.00670791-0.0192412j -0.0126942-0.00986682j -0.00835169+0.00560168j 0.00193284-0.00629961j 0.000901425+0.00154251j -0.0122991-0.00327649j -0.00998253-0.0124962j -0.0164356+0.00627303j 0.00657151+0.0101445j -0.00232444+0.0133674j 0.0131767+0.020448j 0.00760478-0.0061801j 0.0337196-0.00850463j -0.00534655-0.00594667j 0.0880421-0.0436186j -0.0380582-0.0280778j 0.0289107-0.0757144j -0.0839324+0.0755395j -0.0887921+0.173563j -0.0419564-0.0422339j 0.0894106-0.0125848j 0.0726786-0.0357271j 0.0679334-0.0613183j -0.119883+0.102341j 0.0018136+0.0135922j 0.00654433-0.0284427j 0.00540805+0.0267509j 0.00663839+0.000480257j -0.0196616-0.0102908j -0.0603496-0.100465j -0.0161234-0.0230332j -0.0730739-0.101237j 0.0631964+0.0160734j 0.00891693+0.0393529j -0.105993-0.00361779j -0.0574311+0.0248738j 0.0378495+0.0435016j 0.100729+0.126676j 0.039114+0.0555095j -0.0121292+0.0201703j -0.049199+0.0153241j -0.0868277-0.038571j 0.0543244-0.0704812j -0.0649352+0.0379002j -0.0444225+0.0890803j -0.00895373-0.0879846j -0.0281421+0.00930569j 0.0163611-0.0143004j 0.0354678+0.0572793j 0.0367514+0.0258149j 0.0280389+0.0456101j -0.0574062+0.00993339j -0.038532-0.0177566j -0.0332611+0.0152359j -0.0134109-0.0539161j -0.073626-0.0218853j -0.0365325-0.0308317j 0.0461368-0.00150297j 0.0518383+0.00748083j 0.060152-0.0069314j 0.00705233+0.0140441j 0.0421468-0.0109624j 0.0155367+0.0495014j -0.0351068-0.0371763j 0.00347508+0.00397833j 0.0302301-0.00615033j 0.0340294+0.040604j 0.0217672-0.0028736j 0.0520258+0.0601785j 0.0469365+0.102857j -0.00411497-0.0750444j -0.00686427+0.0328091j 
-0.0430436-0.00939891j -0.046969-0.0325679j 0.0332349+0.0274692j -0.0150763-0.00147923j 0.0157137-9.92868e-05j 0.0128125+0.00743219j -0.00843828-0.00190047j -0.0148953+0.0122129j 0.00271641-0.00434204j -0.0127228-0.0031061j -0.000910016-0.00245486j -0.0137922-0.00419628j 0.00713256+0.00627316j 0.00342675-0.0099274j -0.00683405-0.00051516j -0.0136657-0.0337808j 0.0544234+0.0383213j -0.0883996-0.0851174j -0.0511861+0.00301456j 0.0673228+0.0160329j 0.0571374+0.0108586j 0.0170094-0.0235154j 0.0375659-0.0440442j 0.00215836+0.00899159j 0.0502688+0.0100951j -0.00111979+0.0068091j 0.00355529-0.0373858j 0.0138927+0.00174311j -0.0112016+0.0193626j 0.00319407+0.00988494j -0.00537949-0.0105909j -0.0145859-0.00869119j -0.0221494+0.00719623j -0.0055736+0.00874713j 0.00892319+0.0166563j 0.0158984+0.0198694j 0.0221499-0.0116147j -0.00304932-0.0643584j -0.0120677+0.0437784j 0.0168003+0.00601733j -0.00745526+0.036331j -0.011946+0.120184j -0.0431068-0.0430138j -0.156825+0.126234j -0.104522-0.114201j 0.0316954+0.0279618j -0.014858+0.146433j -0.0526038+0.0812839j -0.0778334+0.177618j 0.00844514+0.0731946j -0.0917798-0.0101991j -0.0196199+0.0166716j -0.0672734+0.0263353j -0.128978-0.0218634j -0.123116+0.0215425j 0.0217028-0.0269716j -0.157026+0.0936122j -0.0547107-0.100307j 0.00846014-0.0978319j -0.0619279-0.0441684j 0.0387573+0.0308793j -0.0288378+0.133614j 0.0639084-0.000306637j -0.0540096+0.00362185j 0.011675+0.00463999j 0.0633426-0.00872655j -0.0399355+0.0459724j 0.0477089-0.0167811j -6.54862e-05-0.0143526j 0.0678494+0.0216643j 0.0344057-0.025716j 0.000352004-0.000582417j -0.0591601+0.0584398j 0.00142037-0.0279342j -0.0154803+0.0515589j -0.0026763-0.0146608j 0.0874151+0.0131603j 0.0172089+0.0516974j 0.0401819-0.0143429j 0.00361181-0.0769727j -0.0544316-0.0312766j -0.000560997+0.0416306j -0.0227418-0.054147j 0.00017528-0.0226789j 0.0312472-0.0260117j 0.00382024-0.0396136j -0.00844995-0.03142j -0.0157181+0.0470251j -0.0463657+0.00386599j 0.0623142-0.0354411j -0.0292292+0.0170927j 0.0447113+0.0108258j 0.00956817-0.0234223j 0.0106131+0.0266741j -0.112493-0.0365808j -0.00110244+0.0223284j 0.00935004+0.030666j 
0.0258294+0.0149998j 0.00297489+0.0626693j -0.01381-0.00106459j -0.00603516-0.0264959j -0.00742285+0.00283627j 0.00364031-0.0055339j 0.0035818+0.00704039j -0.0105289-0.00161408j 0.00177191+0.00880709j 0.00364062+0.00646782j 0.00443556+0.00533818j 0.0129139+0.0114617j 0.00275232-0.00247228j 0.00796489+0.00138387j 0.00323965+0.00994157j 0.0291913+0.0301042j -0.034626+0.000415117j 0.0577395-0.0399627j -0.0208996-0.0579892j -0.032229+0.0135453j -0.0107624+0.00809052j 0.0226737-0.0344536j 0.0237621-0.00697144j -0.00197599+0.00211978j 0.000389083-0.0112104j 0.0148313-0.00852306j -0.00540895+0.00216552j 0.00195363+0.0066666j -0.00284933+0.00311833j -0.00429865-0.00157918j 0.00839391-0.00342349j 0.00861136+0.000583276j 0.0147828-0.00979904j -0.0221768+0.00825397j 0.0111359-0.00771978j -0.02062+0.00149244j -0.00138813+0.00154689j 0.0653419-0.0643267j 0.0517239+0.040487j -0.00200127-0.0875025j -0.0958161+0.091747j -0.0152306+0.115628j 0.097171+0.00892446j 0.0438771-0.138182j 0.130017-0.0518405j 0.0694339-0.0718684j 0.0356833+0.0326232j 0.0605391+0.0108675j 0.0473525-0.00863054j 0.00621534+0.0271347j -0.064464+0.00328819j -0.042373-0.00847621j 0.0309284+0.124208j -0.0196484+0.0397147j -0.00308813+0.0495548j -0.00484794-0.0477796j 0.0918012+0.0240254j 0.0253788+0.00689987j -0.130852-0.07307j 0.0195025+0.055571j 0.00768244+0.0458969j 0.0133137+0.00184863j -0.00983212-0.0933703j -0.00648696-0.0301994j -0.039833-0.0456062j -0.0193843+0.0704105j -0.010983-0.00978195j 0.0466413-0.0229818j -0.0261368+0.0594058j -0.0493021-0.000740389j -0.0393486+0.0295422j -0.0543165-0.00586493j -0.0917455-0.0160946j 0.0247057+0.0177442j -0.00030964+0.017302j -0.0880643+0.0110113j -0.0365743-0.0268163j 0.0563883-0.0338113j 0.0342442+0.0391984j 0.00891987+0.0224189j -0.014771-0.054189j -0.0234895-0.0120908j 0.0229707+0.000658302j 0.0050766+0.0196663j 0.0130138+0.0383652j -0.092937+0.00713708j 0.0612709+0.0328457j -0.0356137-0.0308609j 0.0206542+0.00805704j -0.0459167-0.0353983j 0.0358914+0.00167746j 0.0577336+0.0888242j 0.0644637+0.0486887j -0.0138605-0.00609538j 0.0352293-0.00781569j 0.00300713+0.0305239j 0.0208573-0.0205082j 
-0.0229525+0.00445459j -0.018023-0.0144644j -0.00903967-0.00829816j -0.0282702+0.0257382j -0.0214758-0.00137335j -0.0124531+0.000465874j 0.0132061+0.00499101j 0.00242081+0.00329072j -0.000437489+0.00027628j -0.00213073-0.0005381j 0.00087072+8.63011e-05j 0.0122431-0.00118986j 0.00289786+0.00111433j -0.000516488+0.0126666j 0.00108966-0.00913221j 0.00369158+0.042975j -0.0256587-0.000809415j -0.00410543-0.0547306j -0.0538265-0.0161224j -0.0437559+0.0354452j 0.00272769-0.0157228j 0.0208268-0.017543j -0.015573+0.00376003j -0.00294286-0.00607552j 0.00401148+0.000771263j 0.000355378+0.00200375j -0.0111835-0.00848795j 0.00189436+0.00845648j 0.00314532-0.00204569j -0.000717383-0.0043783j 0.00808462+0.000632907j 0.0097232+0.00653451j 0.00386102-0.000108534j 0.00110515-0.00155643j -0.00915777-0.0144678j -0.0116382+0.010688j 0.0129731+0.0208916j 0.0913578+0.0432592j -0.0188989+0.123345j 0.211261-0.0777203j -0.0813831-0.291824j 0.0337454+0.0361668j 0.087659-0.121188j 0.013174-0.0551828j -0.0307668+0.00639473j 0.0464976-0.126578j 0.0845915+0.0525091j -0.0723553+0.0326121j -0.0466978-0.030492j 0.0228385-0.0487005j 0.00920412-0.0284791j 0.0499092-0.105667j 0.0163148-0.0305582j -0.105751+0.0706919j 0.103083+0.0980136j -0.128228-0.0677077j -0.0215411-0.00494778j -0.0212892-0.117677j 0.00172386-0.0702408j -0.040873+0.0578749j -0.0408793-0.0197293j 0.0540176-0.0385714j 0.0609751+0.0451063j 0.0442806+0.113093j -0.0732495+0.0358871j 0.00817273-0.0207626j -0.0450176-0.000880826j 0.0278665-0.0206009j -0.0164411-0.021098j 0.0752507-0.0592231j -0.024523+0.000518463j 0.0566919-0.0402755j -0.0134445+0.0177999j -0.013203+0.0182499j -0.017229-0.026932j -0.0294412-0.00883576j -0.0397305+0.00207641j 0.0254257-0.0443181j -0.0115616-0.0238709j -0.0230945+0.0543615j -0.00420814+0.00321576j -0.0777391+0.0427162j 0.0185152+0.0150471j -0.0169876-0.0493083j 0.0321998+0.0020381j -0.0145936-0.0153433j 0.0884338-0.0031725j -0.00876053+0.0213989j -0.0115232+0.0247641j -0.0293352-0.00410403j 0.0283089+0.0222703j -4.3584e-05+0.0170165j -0.0666672-0.0381513j -0.0416718-0.0452603j 0.0173697-0.0193171j 0.0133964+0.0383756j 0.00533626-0.00200502j 
-0.0195743-0.0529842j 0.0721277+0.00264422j -0.0228342+0.0117461j 0.00594426+0.026071j -0.00142883-0.00573185j -0.000321374+0.00454939j 0.00318303-0.0130011j -0.000439076-0.00990597j 0.00590456+0.00438789j -0.00256526-0.000122919j 0.00174346+0.00228135j 0.00583938+0.00110995j -0.00785647-0.0015286j 0.0160954+0.00933319j -0.000428216+0.00567698j 0.0299291+0.00478919j -0.0265835-0.0060113j 0.0171565-0.00715059j -0.0618829+0.0054712j 0.00390934+0.00809828j 0.0106767-0.0216502j 0.00890202-0.0195386j -0.00159925+0.00336569j 0.00368645+0.00135707j -0.000165385+0.0117186j 0.00171303-0.000291567j -0.00312198-0.00286728j 0.0053477+0.00858646j -0.000644933-0.00254198j 0.00616763-0.00832601j 0.00937994-0.0145201j 0.000200411-0.000164785j -0.00628269-0.000285151j -0.000620506+0.00649674j 0.00137575-0.000622572j -0.0228697-0.00919478j 0.00899043+0.00713382j 0.0334153+0.0781837j -0.0461206-0.0403686j 0.147396+0.250595j 0.118606-0.0789763j 0.0237629+0.021416j 0.0322332-0.0276853j -0.0340545+0.00133463j -0.015011+0.0143907j -0.0204002-0.00873302j 0.0447503-0.029385j -0.0836149+0.117524j -0.0738016+0.0423607j -0.0272945-0.0642105j 0.043837-0.107208j -0.0399327+0.06236j 0.0456612-0.188483j -0.108536-0.128742j -0.00854503-0.0420176j 0.000180375+0.0483913j 0.0215866+0.112859j -0.0213946+0.0616264j 0.0140337-0.0755057j -0.0498719+0.0439381j 0.0290795+0.0163491j -0.0256091-0.0454953j -0.0376857-0.00353853j -0.0464524-0.0142958j 0.0764635-0.00579027j -0.130392+0.0740023j 0.0492001+0.0107533j -0.00428719-0.0514709j 0.0411155-0.0558413j -0.0339984-0.0616985j -0.0173581-0.00405909j -0.0228381+0.0130556j -0.0299312-0.0125983j -0.0200104+0.0255267j -0.0201998-0.0869788j -0.00246072-0.0457152j -0.0626843+0.000219635j -0.00916031-0.0179127j -0.050526-0.046269j -0.0177773-0.0190527j -0.00261791-0.0115512j 0.006413-0.00482553j 0.0762505-0.078248j -0.0205758-0.010972j 0.0543263-0.0126883j -0.0561688+0.0088566j 0.0494122-0.023951j 0.0955583-0.0010937j 0.00203-0.0292019j -0.0365546-0.0129232j 0.0407513+0.00514048j -0.0624187-0.0171283j 0.0519898+0.019898j -0.0124655-0.00115525j 0.0348793+0.0610913j 0.00624709-0.00134993j -0.020869-0.00203803j 
0.12645-0.0297274j 0.0664175+0.0740032j 0.000691366-0.0144391j 7.8248e-05+0.00710486j -0.0128402+0.0158922j 0.0173156-0.00966424j -0.00458061+0.00417603j 0.0171147-0.00423014j 0.00602489+0.01311j 0.0142528-0.00203999j 0.010486-0.013537j 0.016268+0.00359653j -0.0239726+0.0020254j 0.0131474+0.0128659j 0.02556-0.0148014j -0.018714+0.0768788j -0.128082-0.0150538j -0.00855168+0.0122512j -0.0102316-0.0152345j 0.02829-0.0469194j -0.0165066-0.00603242j 0.0178823-0.0416165j 0.023278-0.0386118j -0.00070556-0.00744992j -0.0246771+0.0068457j 0.0105682-0.0404605j -0.0191542+0.0151762j 0.0175051+0.0173307j 0.00888488-0.0143574j -0.00680371-0.0255747j 0.00767148-0.0306055j 0.0116619+0.00139084j 0.00630948+0.00626792j 0.00572322+0.00734873j -0.0104174-0.00712451j -0.027715+0.0371327j -0.0113538+0.00361841j 0.0151644+0.033308j -0.0665234+0.0263373j -0.0375272+0.0262244j 0.0668631+0.0330079j -0.00123214+0.023094j -0.0918284+0.0764179j -0.05732+0.0897156j 0.0411784-0.103632j -0.0757329-0.0754669j -0.0300751+0.0400865j 0.0513424-0.0073297j 0.0518568+0.0508156j -0.0600774+0.0697728j -0.119964-0.0750345j -0.056596+0.0632175j -0.0285958+0.0883569j -0.139866-0.00023712j 0.0593499-0.109684j 0.0279295-0.0988381j -0.0339616-0.124219j -0.0854146+0.0682618j -0.0364642+0.158235j 0.00205972+0.0601821j 0.11678+0.0289797j -0.0206209-0.113706j 0.0171154-0.0448569j -0.0453694+0.0779688j -0.0342607-0.0890081j 0.0445709-0.0185729j 0.0318818-0.0193288j -0.00380815-0.0529267j -0.00647154-0.0227769j -0.00960931-0.0265856j 0.0429957+0.0652028j 0.00575102+0.00282263j 0.0223898+0.0729357j -0.108373+0.0439253j -0.0207925+0.00170985j 0.0290801-0.0725947j -0.0477495-0.0817361j -0.0686108-0.0285773j 0.0232939+0.0727624j 0.0366493+0.0312033j -0.105302-0.00272478j -0.0309887-0.0201956j -0.0211917+0.0172048j -0.0178367+0.0358931j 0.0128716+0.0449643j 0.0205872+0.0178848j -0.0300132+0.0532206j 0.0528218-0.0103439j -0.014224+0.0441484j -0.0553705-0.0445788j 0.0259247-0.0337185j -0.00170953+0.00670883j -0.0310425-0.0414559j -0.0171251+0.0407721j 0.0583563+0.0141236j -0.0129565-0.0346044j -0.0101981-0.0215756j 
0.0541701+0.0606746j -0.118949+0.0542451j 0.0197848-0.00707573j -0.0219943+0.0305182j 0.00809453-0.00155917j -0.00997717+0.0193817j -0.0168975+0.00728842j 0.00737433-0.00153618j -0.00727146+0.0144695j 0.0164787+0.00726808j 0.00477554-0.00118295j -0.0130761+0.0116661j -0.0210436-0.0106913j -0.00926034+0.0256461j 0.00805144+0.0089758j -0.13124+0.0275217j -0.0145541-0.0964197j -0.0279734+0.0481469j 0.0217321+0.0300858j 0.0087153+0.0381805j -0.0446988+0.00879749j -0.03421-0.0192251j 0.00881568-0.0198883j -0.0332032+0.00919874j -0.0157868-0.0121929j -0.022895-0.0308784j 0.00609201+0.0176685j 0.0188882-0.00806221j -0.0116346+0.0106579j -0.0191661-0.00478342j -0.00762731-0.0104231j 0.0176224+0.00811498j 0.00365723-0.00106995j 0.0263572-0.00731421j 0.00041288-0.0174447j 0.0089378-0.00209987j -0.0124655+0.0357465j -0.0387788+0.100483j -0.0775017-0.0326393j 0.00823785-0.0184084j -0.10297-0.0241324j -0.0335949-0.0517279j -0.0773911+0.0579648j -0.0657625+0.00152541j 0.0794483-0.0874404j 0.0434251+0.121753j 0.166267-0.0789708j -0.069448+0.0815786j -0.0731638+0.125533j 0.0208625-0.0316377j -0.163051+0.112358j 0.096808-0.0310774j 0.0999071-0.166137j 0.0567175+0.159079j 0.00405512-0.00830066j 0.0269523+0.128082j -0.126492-0.0879225j 0.0363258+0.220245j 0.0820368+0.0988372j 0.0363565+0.0077756j 0.005862-0.0321043j -0.140772+0.0655566j -0.0459601+0.0492731j 0.0323427+0.0442606j -0.0208846-0.0435855j 0.0164627+0.00984342j -0.0165957-0.00203074j 0.00216282+0.0262673j -0.00756958+0.00319115j 0.0161455-0.0321951j -0.0457051-0.0277266j -0.0493206-0.0397799j -0.0126828-0.0142359j -0.012941+0.0464279j -0.0562204-0.0411496j 0.00301485-0.061125j 0.0321982-0.073108j 0.0244851-0.0121224j -0.0517072+0.0448697j 0.0503207+0.0444842j -0.0139783+0.0358736j -0.061145+0.0710172j 0.0475783-0.00342286j 0.030736+0.0266264j 0.0157484-0.0246303j 0.00724533-0.0823621j 0.0678047-0.00289921j -0.0620779-0.00184174j 0.00545924+0.0597995j 0.00345635+0.0252853j -0.0392273+0.0313333j -0.0159896+0.0123833j 0.00873928+0.0271729j 0.0192002-0.00505045j -0.0931577-0.0491952j -0.0164107-0.00624029j 0.00494603-0.0245244j 
