0.095572+0.0916926j 0.0830064+0.0550807j 0.0233719+0.0327209j 0.0415275-0.0686941j -0.0170182+0.00999967j -0.0446575+0.00687473j 0.0766617-0.0745824j 0.0542919-0.00860157j 0.00838605-0.00776117j 0.0129898+0.0369343j -0.026281+0.00325659j 0.0673316-0.0555514j 0.0152767-0.0810785j -0.0841614+0.00812226j -0.0730498-0.0671286j 0.0643261+0.0967562j -0.037731-0.0232544j -0.015921-0.110908j -0.0172053-0.0102094j -0.0305518+0.052896j -0.019135-0.0531652j 0.0231724-0.0471075j 0.00323232+0.0113159j 0.0178728-0.003018j -0.0341865-0.0260287j 0.0354221-0.0485015j 0.0402028-0.0181839j -0.00106068+0.0391299j 0.058478-0.0203511j -0.0108591-0.0054851j 0.0280737+0.0115719j 0.0471877+0.0197644j 0.0752648-0.00778845j -0.0203527+0.129985j -0.0574148-0.0457453j 0.0353761+0.0386743j -0.105564-0.0191747j 0.00444886-0.0188802j 0.0353582+0.0720855j 0.00895892+0.0189821j 0.0157115+0.0252722j 0.0341344-0.0390453j -0.012475-0.0581325j -0.0629994-0.00535975j 0.0320841+0.0225067j -0.0209284+0.00265163j 0.0120961+0.00708858j 0.00221342-0.0426612j -0.0210298+0.0477995j -0.00159445+0.0045047j 0.00685398+0.0183084j -0.00921392+0.0132896j -0.0173697-0.0257149j -0.000962409-0.00547051j -0.0114294-0.01842j 0.00244107+0.0235134j -0.00650915-0.0200975j 0.00289337+0.0150558j 0.0159102+0.00345051j -0.0110316+0.00376263j -0.00103591+0.020581j 0.00603132+0.00378547j 0.00677436+0.0179153j -0.018767+0.00943295j 0.00426576-0.00609955j 0.0197123+0.00688351j -0.00297907-0.0091416j 0.00354171-0.0164863j 0.0028674+0.0151285j 0.0135137+0.0216268j -0.0125192-0.0197907j -0.000284152-0.0110433j -0.0131375+0.0145258j 0.00504891+0.00251117j -0.0123995-0.0109451j 0.0140915-0.00292164j 0.00280339+0.011985j 0.0033351+0.0171112j -0.0276791-0.014051j 0.00333396+0.0171674j -0.0079294-0.0449626j 0.00747861+0.000227783j 0.0209407+0.0196258j 0.0249222+0.0431604j -0.00866952+0.00753857j -0.0192932-0.0119836j -0.0168744-0.013732j 0.0306514-0.0309904j 0.000179306+0.0839491j 0.0234734+0.0030867j -0.134239-0.0640297j -0.0171972-0.035454j -0.0757517-0.00801197j 0.311029+0.0702301j 0.0203757+0.305004j 0.00624429+0.0991453j -0.163159+0.057263j 
-0.0176891+0.0563256j 0.0125965-0.0215245j -0.0160462+0.00986169j -0.00730954+0.000668238j 0.0248616+0.00372741j -0.0418434+0.00225028j -0.013338-0.0173794j -0.0360642+0.000386523j 0.0312044-0.0116674j 0.0705991+0.0343813j 0.000170385+0.00527047j 0.00948028+0.00137877j 0.013988+0.00559635j 0.0315939-0.0180962j -0.0197617-0.0268696j 0.0705307-0.0530807j 0.011345+0.0324314j 0.110752+0.0304615j -0.0170226-0.0294435j -0.0368151+0.112783j 0.0267439-0.00595145j -0.0135969+0.0504941j -0.0493084-0.0877218j 0.0196686+0.0128366j -0.11707+0.0123961j -0.0959592-0.0895405j 0.0289051-0.0604279j 0.0472469-0.212184j 0.197916+0.112888j -0.0382642+0.0199371j 0.122844+0.0276826j -0.0893668-0.0480684j -0.0193246-0.135775j -0.105027-0.034532j 0.0440422+0.197483j 0.097351+0.135892j -0.00504541-0.0848445j -0.0683711+0.147173j -0.107269-0.00310244j 0.00469576-0.0136157j -0.0339069+0.0212275j 0.0574522+0.0416707j -0.0144574-0.0710653j -0.0156285+0.0226472j 0.0127115+0.0280282j -0.0128038-0.0419635j 0.00985603+0.0345396j 0.0255742+0.0221162j -0.0595144-0.0130487j -0.0245582-0.0101801j 0.0179457+0.0310143j 0.00541302+0.0241002j -0.0231486-0.000877177j 0.0209771+0.0251078j -0.0246784-0.0157448j -0.00892597+0.00116604j -0.03775-0.00471222j 0.0019853+0.018965j 0.0281179+0.0376326j -0.0105693-0.00134949j 0.000204975+0.0392354j 0.0139408-0.0259502j 0.047225+0.0228381j 0.000212221+0.0132769j 0.0232043-0.029714j -0.0173279+0.0183481j -0.00889941-0.0416572j -0.00809455-0.0208792j 0.0116594-0.00693101j 0.0659565+0.00771005j 0.000582054+0.0156154j 0.0449034-0.0290833j 0.0446923+0.0216962j -0.0275735+0.0836332j 0.019062+0.0285658j -0.0362195-0.0371911j -0.0601842-0.0567268j -0.00240856+0.00598538j 0.0569782+0.00175624j 0.0218818-0.0413114j -0.0310256+0.046295j -0.0295712+0.0183605j 0.0132721+0.0153278j -0.00730023-0.0265885j -0.0542685-0.0214337j -0.00814326+0.00319079j -0.0120412-0.00029213j 0.0142087-0.00442395j -0.000149734-0.0093512j 0.0205215+0.0241977j 0.0347752+0.0554451j -0.00135412-0.00513331j -0.00498098-0.0030626j 0.0229637-0.0513053j -0.0437568+0.02692j -0.0772377+0.0106493j -0.0273984-0.112381j 
-0.0042763+0.0356188j -0.0207162+0.0197239j 0.0187327+0.0525975j 0.0339202+0.0144588j -0.00139939+0.0226976j -0.0187674-0.0131589j -0.000619887-0.0105877j 0.0156644-0.01291j -0.0458452+0.0116829j -0.00486842+0.030899j -0.0272162+0.0328145j -0.0214598+0.0319869j -0.00346726-0.020911j -0.00158012-0.019815j 0.00158266+0.0339046j 0.0344732-0.0461836j 0.0449238+0.02079j 0.0223175-0.0249329j 0.0322437-0.000231678j -0.0819539+0.0343542j 0.0265992+0.00531489j -0.109304-0.0927822j 0.0457209+0.0991205j 0.0586283-0.00331716j -0.00276047+0.0338601j -0.00155333+0.036237j 0.0546598+0.0585375j 0.0438861+0.157422j -0.105116+0.117446j 0.105864+0.0590778j -0.203945+0.0268974j 0.0452712+0.0889026j -0.0341521+0.172762j 0.102131+0.226464j 0.269332+0.325013j 0.00890766+0.107368j 0.162519+0.0649133j 0.031753+0.0694341j -0.0675994+0.0734865j -0.0211795+0.00768137j 0.00310803+0.0300121j 0.0347654-0.0199979j 0.00370538-0.0237066j -0.0126949+0.0277045j 0.0518776+0.0384551j 0.000675926+0.00138272j 0.00144876-0.0164587j -0.0155441-0.0564789j 0.00915148+0.0254156j 0.00589306-0.00900815j 0.00560934+0.0166483j -0.00689964+0.00165366j 0.000694579-0.00658225j -0.00317572-0.012218j -0.00182492-0.0157848j -0.00968184-0.0101864j 0.0180291-0.0109186j -0.0235751-0.00630652j -0.0108367-0.00789556j 0.00191125+0.00280951j 0.0175267+0.0169472j 0.00262248-0.00368174j -0.00680945-0.00342676j 0.0132373-0.00798086j -0.0130892-0.0108481j -0.0119274+0.0106904j 0.0160962+0.00809205j -0.0171105-0.0170053j 0.0255394+0.006749j -0.0045265-0.000776106j -0.0099465+0.010135j -0.00116771-0.00892374j 0.00263706-0.0123514j -0.0238148-0.0188474j -0.0130462-0.00906574j -0.00225631-0.00114728j -0.00117332-0.0295667j 0.00412073+0.0190577j -0.0114343-0.0485948j 0.00714467+0.0206493j 0.0151458-0.0360529j 0.00675989-0.0086494j -0.00198748-0.0340744j 0.0404922+0.0316638j 0.00769879-0.00111963j 0.0494096-0.0172209j 0.0317154+0.0275959j -0.0125458-0.0114616j -0.00627323+0.0125703j -0.0318474+0.00665848j -0.00423875-0.0387804j 0.00462906+0.00454196j 0.00927946-0.000300037j -0.0692663-0.0117438j 0.000473303+0.026618j 0.0210072+0.0728944j -0.0274752+0.00906286j 
0.0268399+0.0153072j -0.0196689+0.0135141j -0.00531409+0.0532629j 0.00304461-0.0026538j -0.0230524+0.0280932j 0.0151241+0.0243111j 0.000893956+0.0265669j 0.0352498+0.00561606j -0.00859324+0.00718401j 0.0147826-0.0761337j 0.00862564-0.00945447j -0.00665142-0.0184907j 0.0311293+0.00482806j 0.0160476+0.0277548j -0.000440389-0.00227672j -0.019264-0.00573341j 0.00746079-0.0225536j -0.0701276-0.0693999j 0.00736152+0.0148846j 0.0482563-0.0299154j -0.0474549-0.0105039j -0.116907+0.0826418j -0.00112562+0.127888j -0.117992+0.0189104j -0.0850611+0.176427j -0.00685572-0.0621608j -0.0377773+0.0520811j 0.0282474-0.181678j -0.0500688-0.18022j -0.126994-0.0984115j 0.0509409+0.205981j -0.0506021+0.187256j -0.051582-0.0636154j -0.030274+0.153414j 0.038984-0.0142782j 0.0605569+0.0983121j 0.214142-0.140364j -0.00729667-0.00258406j -0.0212922-0.00898754j -0.0032939+0.00185679j 0.00564477-0.0103516j -0.0401914-0.00373722j 0.0823028+0.0479058j 0.0163101-0.0142293j 0.00466138-0.0236795j 0.015422+0.00958317j -0.0204475-0.0174351j -0.00301921+0.00912599j 0.0153373+0.0144729j 0.0208741+0.0294089j 0.00455755+0.00230571j -0.00617103-0.0216576j 0.0226419+0.0114387j 0.00800741-0.0257488j 0.0174014+0.047488j -0.000425926+0.0564597j 0.0314056+0.0111711j -0.00756374-0.0078057j -0.0197246-0.0480582j -0.00889838-0.0155813j -0.0221685-0.0057406j 0.000380255-0.0161611j -0.0206338-0.000322408j -0.0320293-0.0163845j 0.00474168+0.00615984j 0.0213559-0.00224544j 0.00852384+0.000253382j 0.00723012+0.0218169j -0.0333929+0.00640152j -0.0223579-0.0166571j 0.012654-0.0340991j -0.0117055+0.00722234j 0.023688+0.000428586j 0.0395246+0.0240101j -0.00206188-0.012422j 0.00385982+0.0325829j -0.0135532+0.0773165j 0.015974-0.0802058j -0.0187419+0.0280571j 0.0170527-0.0524698j -0.02667-0.0178963j -0.0340773+0.0129731j 0.0182186-0.0201736j -0.0378754-0.0280256j -0.0462574+0.00134646j 0.0162957-0.0621592j 0.00943174-0.000730279j -0.0204216+0.0119604j -0.00795883+0.00364435j 0.0169386+0.0170964j -0.0365651-0.019982j -0.00419599-0.0164926j 0.0217448+0.00149574j -0.0428814+0.000350396j 0.0334186+0.0455409j -0.0341849-0.0747882j 0.084883+0.00396595j 
-0.005168+0.00471004j -0.0108384+0.00415093j -0.0273893+0.0214624j -0.0167022-0.0130886j -0.0077621+0.0130906j -0.0337807-0.0082541j -0.00697273-0.0154549j 0.00126573+0.0192693j -0.00383418+0.00973796j 0.0341232+0.0526125j -0.0138685+0.0248345j -0.00515292-0.0137605j 0.0289304+0.00982852j -0.0181242-0.0117529j 0.0112624-0.0322087j -0.0183703+0.0152025j 0.0162018-0.012863j -0.0318898-0.0766014j 0.0580413-0.0201288j -0.0271467-0.0576095j -0.011121+0.160941j -0.0701105-0.0326821j -0.0459872-0.132075j -0.00555169-0.0201141j -0.0995391-0.146409j -0.0298802+0.0833413j 0.0777289-0.079986j 0.0884806+0.082183j -0.0504245+0.023988j 0.138423-0.0853732j -0.384643-0.013446j -0.138538+0.0280357j 0.0473106-0.0617776j 0.028178-0.0561284j -0.0756239-0.0452749j 0.137484-0.0833608j 0.0944524-0.0880272j 0.0852354+0.0052905j -0.0353956+0.0349119j -0.0303804-0.000529409j 0.0146045+0.0101636j 0.0294631-0.0248832j 0.068849+0.0225812j -0.0306056-0.0481874j 0.0698393+0.050454j -0.0154722-0.00531949j 0.00644407+0.000555174j -0.011652-0.0118516j -0.00470202+0.0454417j 0.00499222+0.0127918j -0.00971252-0.00620792j -0.00316795+0.0146937j 0.0121104-0.0109524j -0.0348693+0.00477639j -0.0163124-0.0371344j 0.00437049-0.0155058j -0.0102618+0.0260113j -0.0295642-0.000361702j -0.0437852+0.00859052j -0.00818632+0.00606331j 0.0368243+0.0177083j 0.00693768-0.018239j 0.0166299-0.0129022j -0.0261183+0.00744042j -0.0234478+0.0167467j 0.00362485-0.018184j 0.0183481-0.00780517j -0.0230245-0.0190968j 0.0308481-0.0175368j -0.00854326+0.0154338j 0.000180896+0.0121623j -0.0137479-0.00168423j -0.037576+0.063561j -0.0336023+0.0387097j -0.0205476+0.00967018j -0.0318925-0.029609j -0.033434-0.0170909j 0.0448111+0.00684029j 0.00286754+0.00547588j 0.0414208-0.0109211j 0.0428646+0.00363934j 0.00201663-0.0100068j 0.0229872+0.00139006j 0.00653724-0.0325461j -0.0311135-0.0171087j 0.0102342+0.00267447j -0.00658928-0.000767194j -0.00653931+0.00713801j 0.0100276+0.00161285j -0.0140636+0.0186136j -0.0302174-0.0214489j -0.0129021-0.00266836j 0.00365719-0.0131083j -0.0176055+0.0562653j 0.0385357+0.02257j -0.0382388+0.0361376j -0.050338-0.0271773j 
0.00365003-0.0330994j 0.00503767-0.00515378j 0.0314195-0.0251512j -0.00829641+0.025258j 0.0370033-0.00304513j 0.0126032-0.00825872j -0.0241054+0.0270565j -0.0187529+0.0392672j 0.0344924-0.00495658j 0.00203274+0.0246097j 0.00751872-0.000846696j -0.0341888-0.00769837j -0.00810439-0.0158466j 0.0218697+0.00624888j 0.00117941-0.010686j -0.0196851-0.00249423j -0.000225502+0.00276456j -0.00191603+0.00330526j -0.036591+0.0128526j -0.0141601-0.0166902j 0.010473-0.0253179j -0.0339858+0.0828615j 0.111931+0.0206167j 0.203157-0.106311j 0.0193295-0.0629384j -0.110571+0.049165j 0.131476+0.00761198j 0.128819+0.140627j -0.270871-0.180832j 0.19376+0.00171166j 0.0966496-0.0169516j 0.0988986+0.106229j 0.0250245-0.326358j -0.259199+0.1159j 0.088874-0.0500448j -0.038268-0.00763697j -0.109746-0.000390806j 0.0495574-0.0198016j 0.0324475+0.0286109j -0.00727134+0.00676865j 0.0119586+0.0106806j -0.00686596-0.0358604j -0.0733509+0.0275232j 0.00570037+0.0118387j -0.030521-0.0124615j 0.0232184+0.00575104j 0.00201955-0.00886315j -0.0266022+0.0127546j 0.0829582-0.0353509j 0.0127982-0.0122117j -0.0321186-0.0147431j 0.0279385-0.00775544j 0.0200516+0.00115787j 0.00596289-0.0130709j -0.00939556-0.00579065j -0.00515943-0.0435117j 0.0320262+0.0070027j -0.0232137-0.0228168j -0.0100158-0.018303j -0.00154678-0.00543592j -0.0143262+0.0103638j 0.0219691-0.00971771j -0.0376389-0.0150541j -0.00918878-0.0285515j 0.0167913+0.00479935j 0.0175323+0.0179307j 0.0227551-0.000645814j 0.0155431+0.0168796j -0.00970604-0.0297856j -0.044751+0.00443066j -0.0083105+0.00210823j 0.00341341+0.0108588j -0.0284121-0.0393293j 0.0122026-0.00464536j -0.0067108-0.0161634j 0.0124527-2.20723e-05j -0.00484231+0.028949j -0.0578809+0.00872833j 0.0301251+0.0159164j 0.00266428+0.000146182j -0.0200892+0.0315786j -0.0148373+0.0214113j 0.023531+0.0305729j 0.00510662-0.00999535j 0.00980488-0.0192471j 0.0183514+0.0127513j -0.00379217+0.0024627j 0.0136007-0.0222203j -0.0398118+0.0273105j 0.0270329+0.00972394j 0.00409527+0.000935627j 0.00541466+0.000692894j -0.0033171+0.00452574j -0.0295284+0.00539076j -0.0062477+0.0116561j 0.0519529-0.0190828j 0.00311101+0.0493008j 
0.018753+0.0459771j 0.0225897+0.00239676j 0.0289704-0.0366367j 0.0165894+0.000741742j 0.000146107+0.011955j -0.0111772-0.013104j -0.0123886+0.0153721j -0.00494493+0.0403395j -0.0245677+0.0248171j -0.0162359+0.00526597j -0.0212803+0.0177928j -0.0225127-0.0237247j 0.0271613-0.0128183j -0.0103573+0.00176217j -0.0105747-0.00613174j 0.0387258-0.016524j -0.0147133-0.0148653j -0.0476246+0.120259j -0.0295554+0.0694786j 0.0194038-0.0173177j 0.114878+0.00881726j -0.12123-0.0383952j -0.0705987-0.0432513j 0.0955866+0.0605168j 0.104501+0.0299677j -0.00509667-0.0594529j 0.0301518+0.0560514j 0.0232384+0.27679j 0.0228903-0.0755824j 0.136164+0.0676495j -0.170721+0.161602j -0.0495837+0.0367282j 0.267366+0.0119518j 0.0888131-0.0556145j -0.0316388-0.102546j -0.108974+0.11503j 0.0151946-0.136853j -0.0462986+0.0276631j -0.029354+0.0385311j 0.00193387+0.021798j -0.0170109+0.00886566j -0.0245918+0.0635093j -0.0102414-0.0514269j 0.0419936-0.00217094j 0.0195808+0.0386909j -0.005458-0.0174684j -0.0171635+0.014037j -0.0442759-0.0225177j 0.0137777-0.0345j -0.0016591-0.0312222j 0.0139399+0.00891147j -0.0132584+0.0054777j -0.013048+0.00473709j 0.00227406+0.011041j 0.0393139+0.0143994j 0.0217928-0.0117156j 0.0315921-0.00726848j 0.00902831-0.0106084j -0.00860723+0.00435074j 0.00854006-0.000894028j -0.00491618-0.0316252j -0.0217201+0.0243531j -0.0129152-0.00759747j 0.0241124-0.0276562j -0.00371924+0.0216166j -0.0258931+0.0290831j -0.00379606+7.15473e-05j -0.00933823+0.0335091j 0.0118538-0.0232837j -0.00194493-0.00391176j 0.0145576-0.00141184j -0.00768848+0.031385j 0.0218918-0.0399564j -0.00684006-0.00117991j 0.00544927-0.000428164j 0.00703405+0.00984133j -0.0198234+0.00686309j 0.00598772-0.0269402j -0.0241588+0.041604j 0.0231733+0.0142512j -0.0251922-0.0259083j -0.0307967-0.00795389j -0.0220417+0.0308344j 0.0215847+0.005557j 0.0275863-0.00770622j 0.000604539-0.00125927j 0.00272584-0.0257493j -0.00816263-0.0113418j -0.00787995-0.0228637j -0.0273002-0.00555781j 0.00599227-0.0237331j 0.00849274-0.0111494j -6.88652e-05-5.69871e-05j -0.00868993+0.0109873j 0.0207712+0.0409706j 0.0268402-0.00581029j 0.00586573-0.00922925j 
0.00800024+0.030186j 0.0243785+0.000520053j 0.0364589-0.0289075j 0.0166784+0.00947316j 0.0522793-0.0237269j -0.0189628-0.0292586j -0.0156233-0.0101845j -0.00711225-0.00725614j 0.0331371-0.0142938j 0.0273733-0.00907468j -0.00196848-0.0274373j 0.0153494-0.0135864j 0.0218941+9.5041e-05j -0.00992423+0.00209442j -0.00267837-0.0223232j 0.0304265+0.012916j -0.0275419-0.0115442j -0.0602195+0.0855445j -0.00685228+0.0688272j 0.0376191-0.0265664j 0.148049+0.0242375j 0.076902+0.0181777j 0.127018+0.047331j -0.0588247-0.0541321j -0.0326118+0.130423j -0.15964-0.0287037j 0.18394+0.137057j 0.0332527-0.10579j 0.108378-0.173041j -0.0101257-0.20333j -0.100753-0.149414j 0.00998118+0.189489j -0.25517+0.19202j 0.0787372+0.0463384j 0.0820812-0.0995378j -0.0960546+0.0196793j -0.0202619-0.039685j -0.0631311-0.00878938j -0.00100163-0.0180179j 0.0133992+0.00765252j -0.0186132-0.015755j -0.0453809+0.079953j 0.0154025-0.0285004j 0.0535722-0.0248906j -0.00837937+0.0108154j -0.023498-0.0236703j 0.0212465+0.0252677j 0.0167043+0.0141415j 0.0152947-0.0167777j 0.00828047+0.00764407j 0.0205851+0.0189657j 0.00543384-0.0246915j -0.014008-0.0110738j 0.00529104-0.0107149j 0.023881+0.0234496j 0.0128344+0.0180193j 0.0299204-0.0145781j -0.00869022-0.0244331j -0.027669-0.0279002j -0.00658893-0.0247815j 0.0253003+0.0208665j -0.0365248-0.035945j 0.00787646+0.007078j 0.0137949-0.0232561j -0.0113805+0.00225766j -0.0339366+0.0233439j -0.0110453-0.0423759j -0.0169337+0.0166415j 0.0209396-0.0069482j 0.00797614+0.0123316j -0.00356725+0.0465502j 0.0156474-0.0174808j 0.0193648-0.0121571j -0.0127195+0.0146096j 0.0160895+0.0205076j -0.0185984-0.0219052j -0.0231924-0.00208143j -0.0204857+0.0181629j 0.0287502-0.0216516j -0.00507244-0.0237216j 0.00670648+0.0089546j -0.0213653+0.00428527j 0.0157223-0.0346499j 0.0112417+0.00108265j 0.0039433+0.0319696j 0.0172639+0.0158116j 0.0146687-0.00619237j -0.0181944-0.012552j 0.0426088-0.0119402j -0.00864479-0.0393194j 0.0237726-0.0183973j 0.00917776-0.0121995j 0.00351428-0.000156034j 0.00818652+0.000999422j -0.0163807+0.0227718j -0.00346499-0.0108852j 0.00554314-0.0385066j 
0.0228384+0.0386865j -0.00553243+0.0279204j 0.0528485+0.00201137j -0.0201174+0.00731314j -0.00504483-0.00816787j -0.00615379+0.0219019j 0.0220256-0.0131869j -0.0174159+0.00940852j -0.043506+0.00206563j -0.00064199-0.0243027j 0.0012351+0.00685885j 0.0120337+0.00841234j -0.00463166-0.0200791j -0.0132116-0.0304341j 0.0146208-0.00105973j 0.0113123-0.0108444j 0.0151895-0.00336232j -0.034175-0.000591525j -0.0352996-0.0124484j -0.144239-0.0157274j 0.0223627-0.142026j -0.00143637+0.026548j 0.168-0.0070755j 0.119989-0.168544j 0.0445094+0.0157634j -0.0192165+0.100459j -0.0322139+0.181025j -0.019664-0.0243449j 0.0526675-0.0664672j 0.184919+0.121713j -0.0255525-0.258409j -0.251099-0.106733j -0.0678052-0.0255471j 0.0743554-0.0711987j -0.131645-0.0617685j 0.0257099+0.0464889j 0.00235716-0.0156009j -0.00325367+0.0173986j 0.00123444-0.00307574j -0.000702908+0.00199324j 0.00376237-0.0059713j -0.0485205+5.98577e-05j -0.00257834-0.0276765j -0.0278991+0.00970237j -0.00532882-0.0189244j 0.02272-0.0110303j 0.00481436-0.0125724j 0.0178907+0.00501369j 0.025896-0.0316378j 0.0131592-0.0181603j -0.0407678+0.0311768j -0.012404+0.0109286j 0.0198446-0.00465162j -0.00965065+0.00997342j 0.0108617+0.0120249j 0.00998427+0.0317668j 0.00444497-0.0303362j 0.0242769-0.0125324j 0.0150247-0.0286839j 0.00746146-0.0297909j -0.00888342+0.0153308j 0.0120606-0.00303602j 0.00913631+0.0129999j 0.0149838-0.0083218j -0.0111886-0.0553944j -0.00117427+0.0168808j 0.0160437+0.0097984j -0.00492791-0.0188562j 0.00972383+0.0418288j 0.0155757-0.0519597j -0.0244295-0.0179571j -0.00186516-0.0347105j 0.000882901-0.0289794j 0.000949328+0.00697716j -0.0219598-0.0148783j 0.0245539-0.00137431j 0.0239859-0.00956845j 0.0294571-0.00416169j -0.0111184-0.012854j 0.0162663+0.00261373j -0.00679425+0.0202939j -0.0131235+0.0012507j 0.0162212+0.0122706j -0.0149883+0.00588535j -0.0132527-0.00550509j -0.0107873-0.0033424j 0.000577285-0.000462392j -0.00949468+0.00595032j 0.00229979-0.00074272j 0.00458054+0.00625895j 0.00622116+0.0214808j -0.000311689-0.00901194j 0.00590628-0.00710939j 0.0228071+0.0204167j 0.000268038-0.00599978j 0.0157875-0.000238979j 0.0205257-0.0157024j 
0.0353587-0.0134203j 0.0386905+0.0849425j -0.0396513+0.00792745j -0.00313708+0.0357652j -0.0111844+0.00508505j 0.0266783+0.0220749j 0.0265886+0.00192033j 0.00761264+0.0249798j -0.0307459-0.0153331j 0.0259013+0.0245382j 0.0195738+0.00859774j -0.0109766-0.0142055j -0.00908919+0.0147158j 0.00288858+0.018551j 0.0217073+0.0195248j -0.0337389+0.0382293j -0.0121037-0.0659468j -0.00370187+0.0480826j -0.0292176+0.120208j -0.0709672+0.0905081j -0.00974265+0.105762j 0.0962282-0.0197163j 0.0189482+0.231666j 0.110662+0.0487011j -0.108119-0.015938j 0.0820154+0.131698j -0.200104+0.134673j -0.00820018+0.123772j -0.124927+0.138025j 0.0939034+0.150147j -0.0229525+0.0911716j 0.0484313+0.013275j 0.00804795-0.0355959j 0.220423+0.256494j -0.0852766+0.0824273j 0.0918989+0.0151684j -0.058184-0.0821511j 0.020927-0.11259j 0.0511328+0.0772029j 0.0155325+0.0348614j 0.0100765-0.016579j -0.0129403+0.0108598j -0.0572974+0.039812j -0.038582+0.0231674j -0.0145531-0.0125735j 0.0160562+0.0108216j -0.0267271+0.011365j -0.0177149-0.0365423j 0.0215205+0.0319911j 0.00704855+0.0290565j -0.0245667+0.00527151j -0.0112532-0.0156655j 0.00529039-0.021748j -0.0278362-0.0238743j 0.00509272+0.0183665j -0.0028182+0.00686721j 0.00812424-0.0125548j 0.0153478+0.00408402j 0.0125213+0.00658872j 0.0146704+0.0101495j -0.00747111+0.0055202j -0.000617548-0.018944j -0.00714514-0.00488455j 0.00841491+0.0260564j 0.0115305-0.0192793j 0.00254386-0.00881586j 0.00392439-0.00884874j 0.00300923-0.0125926j -0.0036229+0.00945455j 0.0191645+0.00980738j -0.0129191-0.00447463j 0.0100982+0.00617786j -0.00437077+0.0145347j -0.00634559-0.005261j -0.0141008+0.00531108j 0.00475969+0.00501068j 0.0222434+0.0110421j 0.00282914-0.0128281j 0.0157113+0.0183031j 0.0172845-0.00256467j 9.77874e-05-0.00297129j 0.0118334-0.0054842j 0.016061+0.00688441j -0.0147826+0.00608715j -0.0207675-0.00500311j -0.020996+0.00608328j -0.016288+0.00153149j -0.0165067-0.0156118j 0.0046782+0.017714j 0.000593695-0.00892201j -0.0127321-0.0183454j -0.000146903+0.00200063j 0.00146419-0.00767533j -0.00378839+0.050014j 0.012188-0.00405384j 0.0165218+0.00243446j 0.0200737+0.0339308j 
0.0174415+0.0217517j -0.0357378+0.0346037j 0.004711+0.0143408j -0.0140515+0.0305341j -0.000841866-0.026198j -0.0213555-0.00535268j -0.0182403-0.0173096j 0.0282395-0.0291415j 0.0513297-0.00184862j 0.00130606+0.0171286j 0.0128868-0.0153914j 0.00715351+0.023381j -0.0173888-0.000256783j 0.0273212+0.0117893j 0.00450515+0.0214852j -0.0227705+0.00427052j 0.00137431-0.00893741j -0.0294398+0.00945754j -0.0633857+0.0968659j -0.109897-0.0767667j 0.164317-0.208641j -0.150185-0.152991j 0.0705639+0.263415j -0.0103267+0.173903j -0.11358-0.228647j -0.245982-0.0850147j 0.0541133-0.0739597j 0.192595-0.172712j 0.157342-0.0766777j -0.191209+0.00262211j -0.0149008-0.0588853j -0.110439-0.0844545j 0.0563228+0.0815126j 0.0552031+0.0702122j -0.112374+0.0411786j 0.0436263+0.0668655j -0.0838433-0.0533655j -0.00138695-0.00452403j 0.00769904+0.013709j 0.00431436+0.00575663j 0.00130724+0.000849139j -0.038075+0.041707j -0.00473891+0.0200232j -0.0452055-0.0396143j 0.060835-0.0662442j 0.014946+0.055378j -0.00972996-0.048421j -0.0243622-0.0390912j 0.0703015+0.0241057j 0.034605+0.0202209j -0.0240371-0.0363222j -0.0238724-0.0172121j 0.0118814+0.00504494j -0.0405043-0.0306283j -0.0287265-0.0293465j -0.0194922-0.0327914j 0.037436+0.00588147j -0.0149102-0.0257444j -0.0214623+0.0106808j 0.0196821+0.0162659j -0.0229636-0.0154662j 0.048559+0.0189465j -0.00960677-0.0222343j 0.0044764-0.00124001j 0.0269188+0.03192j -0.0205467+0.0400165j 0.0295103+0.0232601j -0.000162817+0.000397851j 0.0149443-0.00934858j 0.013911+8.36248e-05j -0.013956+0.00488024j 0.0186961-0.00556194j -0.0016117-0.0164763j -0.0138833+0.000426184j -0.00514531-0.0199551j -0.0118594+0.0108668j 0.0196761+0.0207463j 0.00960263+0.00718193j 0.000167195-0.0118319j 0.00372492+0.0122863j 0.00629285-0.0111548j 0.00733367-0.000497175j -0.00951282+0.010025j -0.00638324-0.0225763j 0.0142593-0.0182515j 0.00402609-0.00925527j -0.0189685-0.00970243j -0.0135187-0.00139957j -0.000231632-0.0153442j -0.0330379-0.00980361j -0.00627039-0.0196142j -0.00612817+0.00450904j 0.000780092-0.00731455j -0.0208898+0.0222139j 0.0204647-0.0202687j 0.0110084-0.00702301j 0.0295396+0.0300753j 
