-0.00415405-0.0363862j -0.028178+0.0630554j -0.0456996-0.0114535j -0.0425538-0.0315598j 0.000221831+0.00521702j 0.00353772-0.0139494j -0.0323166-0.0834835j -0.0157015-0.0237212j -0.00338192-0.0373644j -0.00937345+0.00996658j 0.000286993+0.0303313j 0.0161363-0.0194493j 0.00505018+0.0291389j 0.0209312+0.021823j 0.0352877-0.0468505j -0.0150359-0.0052763j -0.00715075+0.049108j 0.0244165+0.031973j 0.0303642-0.0112441j -0.003007-0.00566916j 0.0022861+0.00176892j -0.0227655-0.0126336j -0.0161782-0.0127988j -0.0274677-0.00744089j 0.0178392-0.0328172j 0.00340664+0.0302931j -0.0149708+0.00295683j 0.0205191-0.0133924j -0.00149377-0.0167557j -0.0109713-0.0178441j -0.00116637-0.0180278j -0.00859549-0.0215007j 0.00841308-0.00371889j -0.00942781-0.0113869j -0.0226144-0.018863j -0.0235827-0.00839814j -0.00521262+0.00738412j -0.0105582+0.0279769j -0.0150056+0.0101461j 0.00104976+0.0101241j 0.023196+0.0103186j 0.00818999-0.0205375j 0.00441199-0.00792663j 0.0128391-0.0392483j 0.033957+0.00254148j -0.00532408+0.0155207j -0.0095896-0.00311324j -0.00923285-0.0099314j 0.0101058+0.0356204j -0.00643392-0.00791095j -0.0121145-0.0275898j 0.0106139-0.00977208j 0.00386514+0.0132547j -0.00730762-0.0148074j 0.0192663+0.0305188j 0.0397524+0.0285278j -0.00991892+0.0229486j 0.0218294+0.0246283j 0.0164968-0.0144855j -0.00662329+0.0234133j -0.027724+0.031714j 0.0146911+0.0213096j -0.0313732+0.0497053j 0.0083621-0.0101623j -0.0347685+0.0126294j -0.0103065-0.000693641j 0.0219278+0.00824117j 0.0183993-0.00261283j -0.0425795-0.0527278j -0.0261021-0.0650922j -0.00850051+0.0306596j -0.0813813+0.0934491j -0.027655+0.113725j -0.108012-0.0588415j 0.0701304-0.0484695j 0.0703597-0.00554371j -0.0231803+0.0278809j -0.0135056+0.061109j 0.0205726+0.00287785j -0.0148893-0.0666484j 0.0135129+0.0383085j 0.0513971-0.0630891j 0.0620547-0.0629599j 0.0674463-0.00592866j 0.00794502+0.0811484j 0.01174-0.0460294j -0.00195126-0.0137829j 0.138402-0.0296319j -0.0395749+0.115147j 0.124529-0.0341013j 0.107691-0.231035j -0.19921+0.135786j 
-0.00431688-0.00539907j 0.000166988-0.00579766j -0.0447656-0.0283578j 0.0310086+0.0120157j -0.0257354-0.0455224j 0.0489772+0.0305525j 0.0141409+0.0366139j -0.0481191+0.0229923j 0.00983178-0.0450945j -0.00170218-0.0246709j -0.0216763-0.0150041j -0.0113583+0.00653907j -0.0120398-0.0141878j -0.0211056+0.00349081j -0.00226792+0.00952066j -0.00760566+0.0375048j 0.0109321+0.0160606j -0.0149647-0.000767873j -0.0270872-0.0350599j -0.0629037+0.0220463j 0.00873178-0.00329261j 0.0250003+0.0113703j -0.00414703-0.018052j 0.00340227+0.00972421j -0.00362996-0.00888239j -0.0278532-0.0123882j 0.0220884-0.016552j -0.0204142-0.0020065j -0.0212947+0.00135701j 0.012374-0.0105109j -0.0315134+0.0338265j 0.0156691+0.0409062j 0.00100936-0.0514175j 0.0286643-0.00874759j 0.00404532-0.0510347j 0.010837+0.0159238j -0.0197149-0.00050496j -0.00534003-0.00984057j 0.0179799+0.00989199j -0.0309116+0.00547759j 0.0269446-0.0131385j -0.0139398+0.00118912j -0.0195196-0.00147114j -0.0292557+0.01127j -0.0484585-0.00465135j -0.0161286+0.00519891j 0.0128713-0.010739j -0.0308303+0.0159553j -0.0161312+0.00394911j 0.019366-0.00210786j 0.0375912+0.00302903j 0.00914113-0.0234753j 0.0181488+0.00243826j -0.0138507-0.0220687j 0.0159085-0.00230018j -0.0260201+0.00269277j -0.00153312+0.00238997j 0.0186021+0.00322691j -0.00487077-0.00932326j -0.0112483+0.00208339j -0.011983-0.00372802j -0.00351185+0.0233838j -0.0111509-0.000562585j -0.0114981-0.00209639j -0.00263415-0.0215871j -0.0139913-0.0200501j -0.0105172+0.00726644j -0.0113529+0.0130648j -0.00763234-0.0053726j -0.0050006+0.00479713j 0.010272-0.00432837j -0.00216951+0.000638574j 0.0139027+0.00330522j 0.0134353+0.0211668j -0.0435389+0.0085223j 0.038332+0.0175168j -0.00313029+0.00179828j -0.0239484+0.00443076j -0.0067102-0.011753j -0.0020282+0.000851634j 0.02008-0.00176318j -0.00013251+0.0076968j -0.0191468+0.020939j 0.00709108-0.0106794j -0.0141864+0.00459794j -0.0275578+0.0129691j 0.01868-0.0175532j -0.0183481+0.00575705j 0.00134748+0.010673j 0.00374856-0.0228659j -0.000635487+0.0197361j -0.00822384+0.00760271j 
-0.00426029+0.00178139j 0.0351486-0.0140874j -0.00745845-0.0440661j 0.0138288-0.0320694j -0.00291349-0.0257365j 0.0629282+0.0646261j 0.00753402+0.0502965j -0.0539619+0.0615861j 0.0555518-0.0178119j -0.0234092-0.0394562j -0.0462214-0.00752519j 0.00258698-0.050315j -0.0292675-0.00518285j 0.00458006-0.0662875j 0.0116022-0.00244861j -0.000736379+0.0452266j 0.0222745+0.010312j -0.0570377-0.00155894j -0.00836031-0.0276961j 0.04845+0.0442698j -0.034944+0.0561612j -0.0233526-0.0195392j -0.0103843+0.0203082j 0.0229981-0.00990049j -0.020627-0.0389548j -0.0330185-0.00696628j -0.00754543-0.0308338j 0.000507062+0.00249178j 0.0367289+0.0199494j 0.00390139+0.024553j 0.0172111+0.0122166j 0.0138741+0.0359517j -0.0366033+0.0165858j 0.0208213-0.0301697j 0.00477392-0.0307311j -0.0120382-0.00742994j 0.0207103+0.0215629j 0.00968314+0.0149018j -0.01394+0.0357225j 0.0188014+0.00709162j 0.0101662+0.00611425j 0.00708948-0.0194116j -0.00811633-0.0197328j -0.0321675+0.0207099j -0.0215802-0.00534449j -0.0107642+0.0227856j 0.00529346-0.0151128j -0.00462595-0.00383824j 0.00020073+0.0257709j 0.0246537+0.0185859j 0.0419262-0.0216645j 0.0265328-0.00768441j 0.00653822-0.0176231j 0.007977-0.0135571j 0.0140671-0.0352172j -0.0184744+0.00392499j -0.0205701+0.00815404j 0.0108911-0.00978152j 0.00694047-0.0227054j 0.00624293-0.00167149j 0.00877434+0.0161738j -0.0368257+0.0138587j 0.00524794+0.0109776j -0.00113742-0.00249981j -0.0116259-0.0462839j -0.0275412-0.0159786j -0.0145045+0.00544876j 0.0184792-0.00522867j -0.012892+0.0310409j 0.0176242+0.0197045j 0.0128802-0.0156381j -0.0153706+0.00834417j 0.017298+0.00357901j 0.0176644+0.0156064j -0.0299237+0.0271428j 0.0163264-0.0199885j -0.0118743-0.00223472j -0.00116231+0.00418248j -0.0106034-0.00437435j 0.0104044-0.0302636j 0.00329261-0.01657j 0.0260669+2.15867e-05j -0.013186+0.00318806j 0.00506499+0.00433165j -0.0158048+0.0217648j -0.0018016+0.0177612j -0.0104429-0.000843603j -0.0071091+0.00848751j 0.0050317+0.0128564j -0.0116094-0.0115749j -0.00349199+0.0146521j -0.00411924-0.00981029j 
0.01241-0.0127405j 0.0245668+0.00666763j -0.0235385-0.00433114j 0.010019-0.0128617j 0.0198316+0.0185109j -0.0249748+0.0860587j -0.0473548+0.0169553j -0.0557595-0.0159908j 0.0281593-0.0288717j -0.048916-0.0101715j 0.0170924-0.0317908j 0.00659035-0.0565752j -0.00767236+0.0132763j -0.0148666-0.00645841j 0.0193293+0.0151445j -0.0130237+0.0124223j -0.00460981+0.0283224j 0.0274916+0.00367309j -0.0251821+0.0128668j -0.00234043+0.00180233j -0.020017-0.0218049j 0.0387328-0.011092j 0.010112+0.00248189j -0.0203581-0.0206558j -0.0312584-0.0376768j 0.00206603-0.00207994j -0.0218802-0.0156988j -0.0139351-0.0127424j 0.0529212+0.0102167j 0.0195924-0.0113432j -0.0101825+0.0104463j 0.0232552-0.0209848j -0.0135439+0.0264512j 0.00393513-0.0184754j -0.00937293-0.0481812j -0.023203+0.00724936j 0.00834754-0.00240907j 0.0207659-0.0230868j 0.00762604+0.00828303j -0.0211478+0.0029169j -0.0103092-0.00282258j 0.0100794-0.00677883j 0.0117372+0.029316j 0.00194893+0.0188803j -0.0109672+0.00193687j 0.00155436+0.0236282j -0.00666985+0.0181867j -0.0110174+0.00599361j 0.0256214-0.0109461j 0.0182317-0.0318692j -0.0134932-0.00698067j 0.0142595+0.0134359j 0.0232169-0.0108159j 0.000837186-0.0203536j -0.0150296-0.00710865j -0.00917352+0.0227295j 0.0069515+0.022273j 0.0159618-0.00858868j -0.014033-0.0122763j -0.00653318-0.00238975j 0.0102495-0.0171218j 0.00267652+0.010777j -0.00838228-0.000134521j -0.00469851+0.00260616j -0.0127888-0.00386168j 0.00295923+0.00831104j -0.0213004+0.00428634j 0.00809877+0.0362813j 0.0131221+0.00428174j -0.000709004+0.0129341j 0.00577313-0.0110727j 0.00272929-0.000835576j -0.0024628-0.0119339j 0.0170414+0.000140816j -0.00527483+0.0198333j 0.0315028+0.006046j 0.00767125-0.00344589j -0.0107138+0.0284769j -0.00745797-0.0114063j -0.00652241+0.00338512j 0.0233863+0.0169221j -0.00791594-0.00295375j 0.00485595+0.00354078j -0.0141514+0.00712637j 0.0115904-0.0078354j 0.00620171-0.00748917j 0.0268797-0.00908407j -0.011866-0.00341257j -0.00603043+0.0116954j -0.00802088-0.00659206j -0.00364651+0.00672207j 0.00293199+0.0101927j 
-0.0296265-0.0193252j 0.0187911+0.0420841j -0.056806-0.0216031j -0.071399-0.00738142j 0.0155451+0.00361476j -0.0670738-0.024344j -0.0597028-0.0355405j 0.00705383-0.0321929j 0.0386581-0.102292j -0.102665-0.0462308j -0.0290568+0.0123316j 0.00251645-0.0559586j -0.0246217+0.11478j -0.0457766-0.0231813j 0.014028-0.0184559j -0.0321557+0.0138486j -0.0278005+8.79956e-05j 0.00881751+0.0164669j 0.0565222-0.00382067j 0.00961015+0.0251741j 0.0132535+0.0174639j -0.0185857-0.00135119j 0.0337225+0.0168343j -0.00683467-0.00481421j -0.0102233+0.0207257j -0.0161092+0.0165511j 0.00326757+0.0117608j -0.0172606+0.0074843j 0.0285785-0.0265424j -0.038502-0.042819j -0.0391023+0.0087658j -0.00677802-0.0443204j -0.00316751+0.00386574j -0.0127682-0.0117984j -0.0148103-0.029669j 0.00590803+0.0216016j 0.017842+0.0114292j -0.0386541-0.018748j 0.00784477-0.0109769j -0.0388308+0.00722609j 0.000663412+0.0259073j -0.00474287-0.023958j -0.015302-0.00700631j -0.0161389-0.0239834j 0.00265586+0.00816216j 0.00177521+0.0100684j 0.000660149+0.0205568j 0.00861532+0.0122055j 0.0460712-0.0214116j -0.0230533-0.0254603j -0.00858266-0.0117472j 0.0202176+0.017108j 0.0262205+0.0142776j 0.0104648+0.000267674j 0.0385143+0.00404127j -0.0376317+0.056029j 0.00680126+0.00506491j 0.0184545+0.0498547j 0.0402035-0.00602011j 0.00339757-0.00130965j -0.00603399+0.0118588j -0.0181894-0.00134298j 0.0308523+0.0202688j -0.0289649-0.00139158j -0.0289239+0.0126225j 0.0228079+0.0166235j 0.0290479-0.00873141j 0.0108248+0.029727j 0.021467+0.0138931j 0.0136005-0.00684075j -0.0098729-0.00937461j 0.00233499+0.000745876j -0.0200105+0.028409j 0.00486078-0.0200514j 0.0397541-0.0337076j 0.00306855+0.00338374j 0.0151997+0.00702606j 0.0258585+0.0259836j 0.0186835-0.0103156j -0.0226404-0.00686467j 0.00627174-0.00969741j 0.0151792+0.00778728j 0.0488006-0.022548j -0.00437325-0.014255j 0.00985178+0.0221027j 0.0172967-0.0115391j 0.035551+0.0179738j 0.0219038-0.0214068j -0.038298+0.0213968j 0.0287305-0.00977917j 0.0168529-0.0592348j -0.00156122+0.01733j 
0.0220256+0.0423352j 0.0205535+0.00781422j 0.0536202+0.0183118j -0.0617759-0.0411845j -0.0028656-0.0302242j -0.0326146+0.041501j 0.0114264-0.0041549j -0.00526675+0.011489j 0.0637458+0.0446462j 0.0232231-0.0961928j 0.0254964-0.078753j 0.0232109-0.0285898j -0.0213294-0.00884279j 0.0295158-0.061596j 0.0415917-0.0490155j -0.0157291-0.0129912j -0.0673183-0.000406946j 0.0152445-0.00649995j 0.0453004-0.0016442j 0.0268426-0.0130673j 0.0336094-0.0623595j -0.0021798+0.0470213j 0.0148067+0.000970188j -0.000871294+0.0186368j 0.0134697+0.0145207j 0.00807459-0.000985493j -0.0195848+0.0264635j 0.00177574+0.0507073j 0.00558491-0.0158229j 0.0001092+0.0382888j -0.00956057-0.0205416j -0.00708808+0.028275j 0.00926446-0.00742235j -0.000892123-0.0311637j -0.0171746-0.0405628j 0.00687428-0.022071j -0.0195659-0.0219441j -0.0163172+0.00721443j -0.0151671+0.000683205j 0.0129642+0.0166974j 0.0059591-0.0548484j 0.0307027-0.0172489j 0.0203009+0.00962303j 0.0215494+0.0172651j 0.0128782-0.0115366j 0.00438935-0.00467405j -0.0249627-0.00613063j -0.0115792-0.00774617j -0.000899225-0.0484374j -0.0147361+0.00955128j -0.0068273+0.00254596j 0.0245022-0.0132665j -0.0141607-0.00143445j 0.0145459+0.000433371j -0.0435051-0.0311043j 0.0265265+0.0323968j -0.0112384-0.0144277j -0.0118636-0.0159711j -0.0172087-0.030522j 0.0270298+0.00544085j -0.00358901+0.0167013j 0.028094+0.0107211j 1.36106e-05-0.01587j 0.026223+0.0219823j 0.031918+0.0212177j 0.0159334-0.0235251j -0.00887699-0.0146985j 0.0285245-0.00221619j 0.0580148+0.0227083j 0.00564832+0.0149035j -0.0202191+0.00948539j -0.0133451-0.0106048j 0.00309108+0.0077049j 0.00621908+0.0315545j -0.0267094-0.0688351j 0.0205396-0.0327467j 0.0362816-0.00338725j 0.0210029+0.00973625j -0.00508865-0.0160337j -0.013153+0.00982893j -0.00461666-0.0121354j 0.0126321-0.0016523j 0.00286554+0.00763542j 0.0178416-0.00207901j 0.027234-0.0277007j 0.0562242-0.0227633j 0.0215182+0.0209796j 0.00193642+0.0284154j -0.0185627+0.0139763j -0.0362847+0.0131193j -0.000178924-0.0118078j 0.00938798-0.0362348j 
0.0116434+0.036994j 0.0331614+0.0131607j 0.0182827-0.0339285j 0.0334268-0.0192403j -0.00394478-0.0977139j 0.0845243-0.0794456j 0.0872424+0.0568144j 0.00305745+0.118639j 0.0410662-0.0415124j 0.00322123+0.00761676j -0.01715+0.0131685j -0.0454606-0.0162673j 0.0672004-0.0122291j -0.0348752-0.0225103j 0.00585824+0.0194288j 0.0160289+0.0235477j -0.0426975+0.0406819j 0.0371302-0.00569361j 0.0110887+0.0233717j -0.0137576-0.0180639j 0.0358269-0.0241888j -0.0029881+0.0241368j -0.0284407-0.0294141j -0.0195367+0.00527985j 0.0688266-0.0102964j 0.0388719-0.00420459j 0.0107201+0.00737258j -0.00643252-0.0108682j -0.0216118-0.00350036j -0.0479807+0.0186099j -0.00186238-0.0116697j 0.00123465+0.025263j -0.029165-0.0463499j 0.0310957+0.0523992j 0.0454357+0.00814376j 0.00477694-0.0116478j 0.0431446+0.031711j -0.0127052+0.0257012j -0.00142222-0.001452j 0.0111832-0.00202726j 0.0287165+0.00418655j 0.00596026-0.0025115j -0.0125116+0.0213609j 0.00110184+0.00968413j -0.00748036-0.0173981j -0.01301-0.0094283j 0.0139611-0.0111006j -0.0122287+0.00898928j 0.00559012-0.00935122j -0.00900168-0.00995121j 0.0274743-0.00251717j 0.0201168+0.00238511j -0.00130127+0.022238j 0.00172127+0.0196701j 0.0190929-0.00831188j -0.0125372+4.14751e-05j -0.00274801+0.00375541j -0.00429251+0.0145434j 0.0206143-0.00103688j 0.0163562+0.00770794j -0.0120173+0.00873525j -0.00765673-0.00168828j 0.0068975+0.00123743j -0.00925354-0.00275901j 0.000435619-0.0087604j -0.00207855-0.00529145j -0.0188886-0.00290532j -0.0141295+0.0166764j -0.00526796+0.0395297j -0.0166624-0.0169303j -0.00883923-0.0180589j -0.0209828-0.000958254j 0.00523603-0.00635112j -0.0150106+0.0294695j -0.00543111-0.0573669j -0.0417606+0.0390321j 0.0140644-0.000918583j 0.000955247+0.00392515j -0.0181958-0.00102277j 0.00386769-0.0157248j 0.0197269-0.0300345j 0.0080604-0.00264069j -0.014612-0.0107162j -0.00425059-0.0113873j -0.0205772+0.0196347j 0.00517515-0.0208337j 0.00696592+0.0190846j -0.0442424-0.015162j -0.0378779-0.0114225j -0.00229292-0.00800264j -0.00487499+0.0114592j 0.00229251-0.0378913j 
-0.0149483-0.020608j -0.0129741-0.0306626j -0.0100177+0.048289j 0.0158517+0.0405436j -0.0500318+0.03397j -0.0255536-0.0252531j 0.0109929-0.00859925j -0.000260198-0.0219716j 0.00216839+0.0130676j 0.0047857+0.059674j -0.0097204+0.0125219j -0.00982687-0.0142147j -0.0616099-0.0321759j -0.00511784-0.00128773j -0.0169721+0.0284615j 0.0199941-0.0176244j -0.0225945-0.0243156j 0.027284-0.034529j -0.0265961+0.0022552j -0.0171292+0.0315489j -0.0434083-0.0420085j 0.047325+0.026664j 0.044745+0.015634j -0.0107148-0.00494922j -0.0250415-0.0125408j -0.011477-0.034647j 0.00875547+0.0303442j 0.0205239+0.0121298j -0.0222527-0.0152085j 0.0392242-0.0102261j -0.0165926-0.0182192j -0.0232709+0.00422397j 0.0239551+0.0337892j -0.00555872+0.0303461j 0.0244178+0.0296914j -0.0185808-0.00115734j -0.0110913+0.00355976j -0.00991868-0.0267885j -0.00444869+0.00237126j 0.0025245-0.0165902j 0.0350715+0.0353256j -0.00607466-0.0149249j -0.00857546-0.0308822j 0.00790236-0.00432287j -0.00435998-0.0116435j 0.00498473+0.0281067j 0.0128852-0.000763442j 0.0013886-0.0208401j -0.0101441+0.0116293j -0.0204158-0.000381267j 0.00332857+0.00803546j 0.00210083+0.0149788j -0.012863-0.0144441j 0.00426165-0.0224447j -0.00756553+0.00293439j 0.00816446-0.00891867j -0.0102919-0.0107114j 0.0132885-0.0250138j -9.01995e-05-0.00144966j 0.0116934+0.00593842j -0.0046067+0.0286411j 0.00279761-0.0194806j 0.00335697+0.00486544j -0.0132791+0.0045896j -0.00488782-0.0121913j 0.0025318+0.0407881j 0.00490515+0.0189554j 0.00386136+0.00070561j 0.00316552+0.0013227j 0.00613604+0.016919j 0.0226858+0.00710673j 0.00121796+0.0149625j 0.00335867+0.0197434j 0.0119508-0.0201024j 0.00369469+0.0181235j 0.00360506-0.00540585j 1.65679e-06-0.022639j 0.00976874+0.00237054j -0.00134179+0.0382218j 0.00523334+0.0184907j -0.00533585+0.00706644j 0.00778329-0.0208979j 0.00608835-0.000220347j -0.00653988+0.00127985j 0.00963682-0.0227134j 0.00283554+0.00569556j -0.00847861+0.014411j 0.0142338+0.00909975j 0.0259253+0.000164981j -0.00497593+0.0066141j 0.0065915+0.00856443j -0.000210767-0.00261254j 
-0.0104252-0.0279146j 0.00706973+0.000787021j -0.0407964-0.0348504j -0.00583023+0.0479645j -0.0168842-0.0138582j 0.0317344-0.0164871j -0.0106264+0.012636j 0.00793445+0.000622726j -0.00961365-0.079927j -0.0123843-0.00694488j -0.0127013+0.00384492j 0.0014174-0.00665632j -0.0154931+0.00659081j 0.0586076+0.0521596j -0.0210632+0.0213597j -0.0150067+0.023354j -0.00345624-0.0332297j -0.0789805-0.0184684j -0.0154887-0.015472j -0.0438978+0.0022238j 0.00108839-0.015469j 0.0132244-0.0226427j 0.0161886+0.00323635j -0.00423345+0.00993679j 0.00309568+0.055527j -0.0151339+0.00176574j -0.00615935-0.0195435j -0.0251841-0.0284642j 0.00787872+0.038821j -0.0106862-0.00486188j 0.000455767+0.0229747j 0.00529733+0.0286191j -0.00298257+0.0133614j 0.0275582+0.0159621j 0.00725811+0.000948441j 0.0173068+0.0215338j 0.0200251+0.0351435j -0.0439652-0.032856j -0.0200445-0.00673125j -0.00165969-0.00500554j 0.0246152-0.00330405j -0.00562284+0.0116861j 0.00471747+0.0123326j 0.00194024+0.000741255j -0.025808-0.00741634j 0.00957548-0.00898314j -0.000331852-0.00195513j -0.00540783+0.0082235j -0.0138447-0.019318j 0.00262244-0.0292222j 0.0147475+0.00993464j -0.010631+0.000879172j -0.00187661-0.0207923j -0.00291934-0.014321j 0.0131114+0.0120517j -0.00997542+0.00345593j -0.00352094-0.0103911j -0.009901-0.0134549j 0.00453581+0.00287745j -0.00485141-0.00583292j 0.00845199+0.00802952j -0.0136779-0.00965424j -0.0096216+0.0223685j -0.00776395-0.00958526j -0.00712345-0.0318683j 0.00462637-0.0246185j -0.0126905-0.00274144j -0.0239539+0.0123927j 0.00473552+0.0131499j 0.00392125+0.0323166j -0.00595063-0.0159393j -0.00943554-0.00650091j -0.000239421-0.0105094j -0.000330222-0.00440041j 0.00746214+0.0130926j -0.00788584+0.00280731j -0.00121111+0.0100458j -0.00249069+0.0203837j -0.01445+0.00128361j -0.00538396+0.0242429j -0.00405776-0.00293636j 0.00771415+0.0146935j -4.65006e-05-0.00600164j 0.00599255-0.0163718j -0.000369218+0.00877235j -0.0176722+0.0269038j -0.0062639-0.000106705j 0.00144682-0.00933413j 0.007101-0.00625985j 0.014045-0.00102943j -0.000904318+0.0174829j 0.0041147+0.0128859j 
-0.0476495-0.0609009j 0.0431571+0.0620594j 0.0268197-0.00792739j -0.105912+0.066816j -0.0749278+0.0144538j -0.0255765-0.125989j 0.0114272-0.094355j 0.13802+0.0248965j -0.00700074-0.00493273j -0.0326904-0.0114716j 0.0226572+0.049733j 0.00689366+0.0305954j 0.0268652+0.00986336j 0.0048457-0.0170235j 0.0058735-0.0262371j -0.0576028-0.0815571j -0.0297815+0.0182413j 0.0135279+0.00352771j 0.0624485-0.00726885j -0.0160538-0.00450837j -0.000982102-0.0497897j 0.0616095-0.0588499j -0.00860985-0.0136122j -0.0118805+0.000616625j 0.0125993+0.0364877j 0.00240679+0.0257103j 0.0238706+0.00482957j 0.00985435+0.00215435j -0.00793117+0.0459172j -0.0199126-0.0397961j -0.0286654+0.041527j -0.0347103-0.0317791j 0.0376787-0.0160616j -0.0150812+0.032135j -0.0104323+0.0130015j -0.00134578+0.0103315j 0.00632839+0.0219949j -0.0538522-0.00169732j -0.0233346-0.00472413j -0.0451435+0.00322008j -0.00757545+0.0222295j -0.00817765+0.0121953j -0.0180352+0.0202253j 0.0118195-0.0231079j 0.0231107-0.0305956j -0.00433938-0.0352063j 0.0212061+0.0398894j 0.0126467-0.0392475j -0.0170588-0.0250183j -0.0297593+0.0189675j 0.0241139+0.0364225j 0.00243087+0.00136209j -0.0193364-0.00586093j 0.00802125+0.0136631j -0.00722571+0.0232515j 0.0211513-0.0113616j -0.0227439-0.012408j 0.0278905+0.0156556j 0.00468101+0.00458706j -0.00318006+0.00505748j 0.000453091+0.0240009j 0.00211756-0.025481j -0.00456453+0.00649778j 0.0152528-0.0155463j -0.0178583-0.00273287j -0.00495469-0.0158991j 0.0109829-0.0146577j 0.00768078-0.0222797j 0.00655868-0.0429095j 0.00170292-0.0197104j -0.0035596+0.00543637j 0.00198368+0.0401019j -0.0151559+0.0129101j -0.00861997-0.039889j 0.0191667+0.0216319j 0.030746-0.022227j -0.0139097+0.0130652j 0.0191185-0.00296737j 0.0244243-0.00858043j -0.00152265+0.016766j -0.0329505+0.0390145j 0.00160087-0.00666623j 0.0311542-0.0233311j 0.0211511+0.00299113j 0.00226543-0.000682763j 0.00677559-0.00385725j -0.0222865-0.0275102j 0.0678222-0.000686438j -0.00380139+0.0103492j 0.00872164+0.00400899j 0.00158185-0.0649382j 0.0132371+0.0135144j 
0.0463859+0.0497093j 0.0478261+0.0412045j 0.0596536-0.0744766j 0.0209476-0.0170647j 0.000602007-0.00246022j 0.0800792-0.0341795j 0.049598+0.0405767j 0.0613147+0.095838j 0.0687045-0.056651j -0.00169924+0.0251513j -0.0112017-0.0279869j -0.0143806+0.0244668j -0.00675073-0.0441109j -0.0278031-0.0598277j -0.00335503-0.019606j -0.0333046+0.0518308j -0.00553188+0.0169351j -0.0616355-0.0257082j -0.00785421-0.0447947j 0.017665+0.0585241j -0.0621827+0.04274j -0.0374582-0.0126557j -0.0295093+0.0149924j -0.00676647+0.0511743j 0.0475691-0.0395203j 0.00998777-0.00217025j 0.0312145-0.00231406j 0.000851827-0.0309135j 0.0383058-0.000650825j -0.0344803-0.000112175j 0.0455922+0.0317346j -0.0081746+0.0346035j -0.00338025-0.0216058j 0.022251-0.00831634j 0.0158708+0.0290975j -0.0196694+0.0288538j 0.0209981+0.0129575j -0.00602469+0.0424264j 0.0152284+0.0277739j 0.0233774+0.0261639j 0.0383785-0.0146132j -0.0145077-0.0124463j 0.00195385-0.0205544j -0.00392146-0.0243347j -0.0204105-0.0367166j -0.0192127+0.0188172j 0.0504609+0.00294026j -0.018176+0.00622192j 0.00690682+0.0103385j 0.0207428+0.0216242j 0.0498195-0.0123677j 0.0374607-0.0232352j 0.00100004+0.0168989j 0.0133583-0.00916999j 0.030687-0.00582941j 0.0178323-0.0548471j -0.0188501+0.0379875j 0.0111671-0.0285963j 0.015816-0.022308j -0.00049409+0.00808378j 0.00510437+0.00838774j -0.0486512+0.00281894j -0.00479892+0.00255691j -0.0239406-0.0349968j -0.0251117+0.00265718j -0.0106434-0.0279591j -0.0141941-0.0245373j 0.0104801-0.0130549j -0.0187486+0.000710851j -0.00254791-0.0173454j 0.0260257+0.00468009j 0.0176089+0.0351612j 0.00896802+0.00689707j -0.00615658+0.0220664j 0.0286365+0.00250872j 0.0229098-0.054317j -0.0133039+0.0200556j 0.00540567+0.00789646j -0.0193537-0.0237137j 0.0168809-0.013049j 0.00635573-0.0315989j 0.0206579-0.0195398j 0.026939-0.0364819j 0.0180894-0.0328731j -0.0178251+0.0140616j 0.00481479+0.0141584j -0.0701203+0.0429989j 0.00955792+0.00520612j 0.00109011-0.00686232j -0.0337516+0.0160248j -0.0131971-0.00884407j -0.008672-0.0477072j 
