-0.00137916-0.0238588j -0.00462992-0.0067811j 0.00231353-0.00121806j 0.00514606-0.0597485j -0.00314441-0.00820934j 0.00214123-0.00535117j 0.000356386+0.00197999j -0.00107867+0.00713139j 0.00139761+0.0165508j -0.00277406+0.000919421j 0.00055453+0.00353147j 0.000291884-0.00272174j 0.00230066-0.00468047j 0.00038882-0.00731585j -0.00094349+0.00361871j 0.00101083+0.00223066j 0.000292069-0.00831683j -0.00313522+0.00494018j 0.00113819+0.00233438j -0.000643572+0.000641266j 0.000324924+0.00934922j -0.000554802-0.00945552j -0.00157756+0.00278671j -0.00183343-0.00582006j 0.0021459-0.0168452j 0.00114454-0.00228388j -0.00352305-0.000184328j -0.00224619+0.0317909j -0.000438139-0.00584566j 0.000442332+0.110761j 0.0103272-0.032542j 0.000714164-0.0264497j 0.00138383+0.010782j -0.000420621+0.00353372j 0.00016312+0.0104297j 0.000134779+0.00260939j 0.00118817-0.0198159j 0.000778416-0.0254443j -0.0019999-0.00584086j 2.77991e-05-0.00732181j -0.00152104-0.000600705j -0.000953935-0.0286061j -0.000313631-0.0183138j 0.000188213-0.0106511j -0.00174756+0.00900003j -0.000238715-0.0342557j -0.00194739+0.0144815j 0.00186727-0.0032112j -0.00315861-0.0762836j 0.0173815-0.134797j 0.0123954+0.158822j 0.0258623-0.0840197j 
-0.000636104-0.00782837j 0.00262831+0.0478427j 0.00338211+0.00994412j 0.000516203+0.0379536j 0.000986483-0.0759241j -0.00217412+0.000644456j -0.00280581-0.0353655j 9.99414e-05+0.0123809j -0.0019318+0.00893801j 0.00604624-0.0158828j 0.00313607+0.0228004j -0.000121231+0.0122327j -0.00262926+0.0202134j 0.00187557-0.0232391j -0.00193069+0.0229021j -0.000622157+0.0275926j -0.00184062-0.00245924j 0.00844118-0.0411063j 0.00272964+0.00225792j -0.00312468+0.0182311j 5.81719e-05-0.000207628j 0.000179248-0.0316237j -0.000371033-0.0397924j 0.00195462-0.0513907j 0.00148214-0.0228636j -0.0107828+0.0589343j 0.00439553+0.0607108j -0.00500538+0.0253539j 0.00730889-0.0657695j 0.00402513-0.0415184j -0.000741612-0.0359985j 0.00275822-0.0172743j -0.000987638-0.0208238j 0.000798698+0.00673866j 0.00210887-0.00742144j 0.00108923-0.000247694j -0.00443245+0.0255857j -0.00407925+0.00771544j -0.00183463+0.0231957j 4.88232e-05+0.00401219j -0.00268253+0.0154648j 0.00110804+0.00549159j 0.0029741-0.00831492j 0.00741554-0.00862439j -0.00508107+0.0281338j 0.00112245+0.0445091j -0.00319732+0.0840915j -0.00395202-0.0745029j -0.0120625+0.0674307j -0.016666+0.00115643j 0.00406104+0.0769669j -0.00275214+0.0412459j 
0.001699+0.011869j 0.00201009-0.0126908j -0.00268858-4.68253e-05j -0.00527981-0.0220808j 0.00082416+0.0361042j -0.00555749-0.00390816j -0.00332283-0.014153j 0.00121273+0.00349591j 0.00114881-0.0118588j 0.00251687+0.00594454j -0.000443241+0.0265996j -0.00140222-0.0142535j 0.00421618+0.0106331j 0.00227338+0.012996j -0.00479335+0.0134583j -0.00125904+0.00834164j -0.000619349+0.010409j -0.00786999+0.016715j 0.00121036+0.00936717j -0.000877599+0.0586491j 0.00199346+0.011986j 0.00205815-0.0170803j 0.00217516-0.0451078j 6.52716e-05-0.0320868j 0.000447462+0.0808598j 0.0059323-0.0260526j 0.000639695+0.113336j -0.00433477+0.0471676j 0.00990301+0.00547229j 0.00423705+0.0037471j 0.0072507+0.0350402j -0.0014874+0.00723471j 0.00389393+0.00910764j -0.00159381-0.008463j -0.00029453+0.00606307j -0.00058245+0.000387943j 0.0075215+0.0262169j 0.00386365+0.0221676j -0.0047725+0.00672482j -0.00142619-0.0134067j -0.00696165-0.0274928j -0.00330761+0.0206392j -0.00124442+0.0187022j -0.00540532+0.0530174j -0.00180872+0.0262909j 0.010197+0.036289j -0.0132647-0.0257843j -0.00557699+0.0650104j -3.28509e-05+0.0214116j -0.00171758-0.00348273j -0.000668429+0.0134445j 0.004194-0.0872029j 
-0.000106868-0.0249082j 0.00161309+0.0110688j 0.00361556-0.00395463j 0.00383635-0.0399613j -0.000180351-0.0294524j -0.00042028+0.00417285j -0.0014912+0.00496694j 0.00179621+0.0242688j 0.00244491+0.0153701j 0.00245393+0.0123376j 0.00497942-0.0140434j 0.000495197-0.0237305j -0.000458638-0.0121076j 0.000968527+0.00230821j -0.000878518+0.0325155j 0.00112713+0.0113925j 0.0038495-0.0449327j 0.00200017+0.00509712j 0.00186719-0.0119452j -0.0038273-0.0305029j -0.000473309+0.000711344j -0.00158385-0.0554023j -0.00227406-0.00329764j 0.000275974-0.0536345j -0.00351741+0.00900444j -0.00387706-0.135162j 0.00240251-0.000305083j 0.00391212-0.00299931j -0.00642604-0.0204562j 0.0026646-0.00944663j -0.00492444+0.0819788j -0.000307741-0.0151279j -0.000857408-0.00202282j 0.000562704+0.0137492j 0.000988173+0.0230953j 0.000647404+0.00561423j -0.00489585-0.0204314j -0.00266792-0.0201707j 0.0037296-0.0139129j 0.000786512-0.00525214j 0.00195604-0.00691434j -0.00161553+0.0480553j -0.00126803+0.0162131j 0.00307011+0.0570027j -0.000553105-0.0579642j -0.00739768-0.0282792j -0.00668478+0.00112602j -0.0120373+0.00475963j -0.0053097+0.0458994j -0.00420141-0.0044087j 0.00298952-0.000173366j 0.0054667-0.0776851j 
-0.000170978-0.000336276j -0.00112255+0.022259j 0.00276888-0.0185886j 0.0013288+0.0244862j -0.00349417+0.00974801j -0.0024835-0.000747157j -0.000978445-0.00620691j -0.00101576-0.0084813j -0.00309927-0.0101995j 0.00205592+0.0146752j -0.00327595-0.00563156j 0.00272093-0.0261042j -0.00167384-0.029259j -6.00315e-05+0.0198814j -0.000586014+0.0208862j -0.00586328+0.0062853j -0.00432428+0.0402457j -0.00385196+0.0358496j -0.00101647-0.0246574j -0.00633326+0.000551915j -0.00538506-0.0343495j 0.00589159+0.00683529j 0.00029979+0.0214236j 0.00293147+0.0892885j -0.00535443+0.0337302j -2.15345e-06+0.0452846j -0.00450609-0.0070466j -0.00832603-0.0394091j -0.0115333+0.0442507j 0.00489492+0.0680696j 0.0029895+0.017558j -0.00109957-0.0044676j 0.00219011+0.00559876j -0.00322268+0.019709j -0.00109117-0.00445736j -6.24988e-05+0.00214267j 0.00244746+0.0143598j 0.00132695+0.00374041j -0.000775754-0.0127242j 0.00160305+0.00468877j 0.00303038-0.02834j 0.00269794-0.0428166j -0.000921262-0.0276447j 0.000213652+0.0161222j 0.00223241-0.0269078j -0.00206143-0.0552105j -0.00700314+0.0433836j -0.00193726+0.046498j -0.00990854+0.00828722j 0.0031812+0.00101776j -0.00369317-0.0490781j -0.0039652-0.0172875j 
-0.00178411-0.00748759j -0.00101792+0.00343752j 0.000416775-0.0206515j -0.00152229-0.0121566j -0.00199682-0.00898106j 0.00273955+0.00533704j -0.00478979-0.00120381j 0.00688118-0.000331183j 0.00242409-0.00323713j -0.00492679-0.029877j 0.00240955-0.0230681j 0.00387701-0.0110734j 0.00483065+0.000690097j -0.00017893-0.0210861j -0.00155179+0.0130118j 0.00100023+0.023125j -7.36698e-05-0.0240063j -0.00208842-0.00981303j 0.00036898-0.0826539j 0.0041004+0.0408829j 0.00522673+0.0258124j -0.00398322-0.0104712j 0.00111143+0.0331079j -0.00327205-0.00442361j -0.00596007-0.0739279j 0.00530193+0.0048723j 0.0104091-0.0527527j 0.00662995-0.0670225j 0.00808545-0.00261653j -0.000352603-0.0466819j 0.00328377+0.0268925j 0.0049088-0.0128805j -0.000531561-0.00279028j 0.00228531+0.0035913j -0.00048522-0.00167235j 0.000650311-0.00919234j 0.000543254+0.0192687j 0.0011687+0.0144757j 0.00285879-0.0148477j 0.00134028+0.0131181j 0.00417496-0.0164547j 0.00601509+0.0361304j -0.000294086-0.00372545j -0.00190085-0.0307913j -0.00219496+0.0739533j 0.00425005-0.000791339j -0.00340256-0.00478259j 0.00469742+0.00432027j 0.0008605+0.048097j -0.00731321+0.00440059j -0.00499347+0.0601655j -0.00167445-0.00148116j 
-0.000885585+0.0023066j 0.000622428+0.00540358j -0.0028009-0.00531105j 0.00347542+0.026448j 0.0012918+0.0141413j -6.89175e-05+0.00777553j -0.00136816+0.0139484j 0.00149771+0.0296403j 0.000943109-0.0165074j -0.000583957+0.00390906j 0.00321692-0.0523637j -0.000249702-0.0322043j -0.00307266-0.0304613j -0.00159991+0.00172969j 0.00152841+0.029371j 0.0043567-0.0362686j 0.000205964-0.041051j 0.0028052-0.0038525j -0.00141369-0.0598909j 0.00326161+0.0450928j -0.000625909-0.0316298j 0.0058089-0.0135687j -0.000774363-0.0474905j -0.00211564+0.0456016j 0.00161121-0.00270405j -0.00411506+0.0121155j -0.00418521+0.0202713j 0.00582224-0.0355165j 0.00681854-0.0245778j 0.00335148+0.00362237j -0.000131825-0.00101436j -0.00224922+0.00299787j 0.000920704-0.0136278j 0.000304791-0.00350147j -0.000451225-0.00693893j -1.52823e-05+7.62052e-05j 3.08657e-05-0.00387222j -0.00072569-0.011502j -0.00774385+0.00735975j -0.000885954+0.0324256j -0.000423155+0.0403889j 0.00337481-0.00212656j 0.00590502-0.0728836j 0.00396676+0.0229727j -0.00631065+0.00105191j -0.00253209-0.0468863j 0.00178167-0.0487757j 0.00117903+0.0503024j -0.00315175+0.0415689j -0.00284087+0.0125879j -0.00734631+0.0129272j 0.00141008-0.0360859j 
-0.00337797-0.021283j -0.000276015+0.0112462j 8.68118e-05-0.0324707j -0.00355751-0.0251492j 0.00122963-0.0190333j 0.000826024+0.00875024j -0.00686809-0.00463911j -0.0028739+0.0158914j -0.0032311+0.0213536j 0.00131682-0.0010855j 0.000906151+0.0244293j 0.00136684+0.00890593j 0.00144894+0.0174311j -0.000239348-0.00980324j -0.00189657-0.0208394j 0.00265746-0.0253472j -0.00804088+0.0623076j -0.00342578+0.0194836j 0.000683623+0.0360219j -0.000158618-0.00529088j 0.00199545+0.0623317j 0.00873712-0.0719275j 0.00368771+0.0324647j 0.0022205+0.0124074j -0.00728782+0.010118j -0.00264073-0.0463572j -0.00321577-0.0429129j -0.00534987+0.0186733j 0.0033939-0.00761634j 0.000126157-0.0234282j 0.00467219-0.0141616j 5.2868e-06+0.00554764j 0.00160539-0.0141113j -0.00051773+0.0242625j -0.00233815+0.0119752j 0.000686082+0.00993301j 0.00323658+0.0121628j 0.00153165+0.0153747j -0.00588541-0.00684683j -0.000290861+0.0169653j 0.00399048-0.0267034j 0.00690219-0.0382666j 0.00188988-0.016507j -0.0069225+0.0304501j 0.0012532+0.010418j 0.00221932+0.0630552j 0.00216857-0.0181181j 0.00126994-0.0128306j -0.00139972+0.0133028j -0.00263364+0.00395624j 0.00112124+0.0322989j 0.00357112-0.00952862j 
0.00356715-0.0028488j -0.000241172-0.00991606j 0.00376734+0.00455824j -0.00175639+0.0182413j -0.00289492+0.0145979j -0.00226321+0.0037317j -0.000761437+0.0202978j -0.00015494+0.0302894j -0.00363232-0.000690894j 0.00209479+0.005232j -0.00223151-0.0395074j 0.00230078-0.0161135j -0.00472909+0.0137444j -0.00240495-0.00666799j 0.00291984-0.0091135j 0.00406592-0.0603153j -0.00219302-0.0251153j 0.00413281-0.0218479j -0.00180303+0.00912852j 0.00360498-0.0141291j -0.000393574-0.0189215j -0.00993272-0.0433821j 0.00155174-0.0414183j -0.00327151+0.00874356j -0.00384488-0.0541994j -0.000640957-0.00542612j 0.00303246+0.011548j -0.00293403+0.00477124j 0.0001963-0.0222881j -0.00192977-0.0197534j -0.00520541-0.000422707j -0.00391228+0.0127983j -0.00134135+0.00431079j -0.000275918+0.00269907j 0.00252922-0.000946919j 0.001052+0.000967942j -0.00430996-0.0147446j -0.0062046-0.0154043j -0.00039433+0.0165721j 0.00108341+0.0131127j 0.00236708+0.0608391j 0.00190616-0.020079j -0.00259834+0.00354539j 0.00203888+0.000405061j 0.00678932-0.0321256j 0.00400056-0.0136022j 0.00565451-0.0673346j 0.00485381+0.0043313j 0.00214867+0.00881383j -0.000760464+0.0093821j -0.0020177+0.0090261j 0.00418243-0.0189908j 
0.000558394-0.000951056j 0.00131266-0.0024471j 0.00295734+0.0010861j -0.000974863-0.0246528j -0.00644649-0.0106603j -0.00197554-0.000254789j 0.00241377+0.00539103j 0.00335971-0.00883873j 0.000281665-0.00384986j -0.000883056+0.00124966j -0.0014226-0.00296167j 0.000382261+0.00633566j 0.00984141-0.0393765j 0.00068306+0.00134286j -0.00420428+0.0194963j -0.000879622+0.00237311j -0.00107762-0.0428754j 0.00162603+0.000603292j 0.00580298-0.0245327j 0.00159052+0.0117848j 0.00366185-0.0409327j -0.00462103+0.0417793j 0.00308532-0.0140098j -3.89675e-05-0.012138j 0.00279394-0.0191056j -0.000728404+0.00811982j -0.00288228-0.0131411j 0.00844761-0.0252359j -0.00115377+0.0250917j -4.24431e-05+0.00284859j -0.00124312+0.0163855j 0.00106873-0.00646833j -0.00258356+0.00672889j 0.00317595+0.0174284j -0.000390164-0.0052805j -0.000548968-0.0175339j 0.000753516+0.00994864j 0.00100224+0.00883889j 0.00802529-0.00834542j -0.0018805-0.0192772j -0.0015121+0.0601023j -0.00238218-0.0434847j -0.000352194+0.0529638j -0.00443473+0.0263027j -0.00102104+0.0204327j -0.00231067-0.000292687j -0.00499161+0.00558881j 0.00023525+0.0134146j -0.00263862+0.0136304j -0.000968397-0.00038227j -0.00188148+0.000420711j -0.0021969-0.00710458j 
0.000199321+0.0132727j 0.00167203-0.00861573j 0.00302761+0.0131546j 0.00302281-0.00768859j -0.000412608+0.00198241j -0.00114984-0.00879878j -4.09463e-05+0.0249736j 0.00636944-0.0108764j 0.00229598-0.00886232j -0.00253736-0.00413116j 0.00185172-0.0202766j 0.000235126+0.0041334j 0.0030261-0.0207216j 0.0018292+0.0141443j 0.000328076+0.0201109j 0.000844629-0.0584453j 0.00811426+0.0282328j -0.00973945-0.0056969j -0.000456565-0.0421776j -0.0021697+0.013988j -0.00973593+0.113943j 0.0009078+0.0225316j -0.00231966+0.0768638j 0.00458531-0.0473212j 0.00549174+0.006797j 0.001408+0.0230308j 0.00509636-0.015048j 0.0037218-0.0363638j -0.00496317+0.00618914j 0.000212905-0.00769461j -0.00325703-0.00666589j 0.00847813+0.0158124j -0.00280457+0.00914304j -0.00155725-0.0207955j -0.00112793+0.017883j 0.00092206+0.000465306j -0.000590719-0.0122006j 0.00105723+0.0196704j -0.00101436-0.0139227j 0.00117027+0.000397137j -0.00332082+0.0234532j -0.00285321-0.0470499j 0.00206305-0.0209298j 0.00361718-0.0025511j 0.00187143-0.0320588j 0.000863958-0.00941638j 0.00445761-0.0218577j 0.00218938-0.0192715j -0.00142993+0.0251962j -0.000914637+0.00305698j -0.00268504+0.0189967j 0.00124593+0.0137813j 
0.000560148+0.00398906j -0.00355238+0.00925156j 0.000778861-0.0154693j -0.00119052-0.00168213j 0.00892158+0.0033742j 0.00164871+0.00240236j -0.00165225-0.00389318j -0.00351401+0.00323666j -0.000848035-0.00479931j -0.00151264-0.00457304j 0.00281329-0.0134426j 0.000341798-0.0020578j -0.00154283-0.0202589j 0.00246101-0.0348075j 0.00465333+0.0227605j 0.000895529+0.0406482j 0.00298274+0.0108659j -0.00122511+0.0529189j -0.00347803-0.0190555j 0.00324024+0.061075j -0.0050597+0.00639108j -0.00640039+0.00630172j -0.0043521+0.0310021j 0.00678871+0.0156165j 0.00533384+0.0394402j -0.00176766-0.00251521j 0.00264405+0.0195371j 0.00211819-0.0629772j 0.00199819-0.0459656j 0.00593577-0.00578163j 0.0111844+0.0129456j 0.00497536-0.0146597j 0.00402007+0.000332535j -0.00339906-0.0281389j -0.00042154+0.000904598j 0.00196095+0.00363608j 0.00112535+0.00514993j 0.000404364-0.00316525j 0.00258102+0.00333225j 0.000194304-0.0173917j -0.00214142+0.00841992j -0.00173928-0.0112139j -0.0025604+0.0313633j 0.00169841-0.0139186j -0.000186338-0.00601503j -0.00179527+0.00384788j -0.00209338+0.00673903j -0.00164181+0.0328829j -0.00221728+0.0453601j -0.00469498+0.00586965j -0.00341715+0.0392319j 0.000782782-0.0434546j 
0.00101496-0.00342641j -0.000267166+0.00229236j -0.000911021-0.0123803j -0.00123969-0.00538425j 0.00149018-0.00353676j -0.00178171+0.000129446j 0.0005021-0.0219299j -0.00549372+0.00559462j -0.00483016+0.0166631j 0.00369081+0.0124225j -3.75205e-05+0.0580501j -0.00420341+0.0250096j -0.00397109+0.0158571j -0.000604858+0.0109485j -0.00283028+0.00453003j 0.00117766-0.0416414j 0.00149731+0.0494585j 0.00235765+0.0375594j 0.00318722-0.0344643j -0.00330659+0.0114859j 0.00255048-0.0241845j 0.00439586-0.0502938j 0.00164454-0.00908286j 0.000940041+0.0270693j 0.0033794+0.0180755j 0.00171348-0.0264506j -0.00589141+0.00856258j -0.0035447+0.0123774j 0.00331624-0.00622496j 0.00291275+0.00739203j 0.00301207+0.0118082j -0.00365528+0.00762563j 0.00212614-0.0195004j -0.000553554-0.00389367j -0.000942732+0.0276359j -0.00308111-0.00268649j 0.00475297+0.0347749j 0.00200556-0.0340411j -0.00312045+0.00801541j -0.00296995+0.0377836j 0.000604997-0.027791j -0.000690959-0.0485197j -0.00200013+0.0630731j 5.67684e-05-0.00375106j -0.00265763+0.00352596j -0.000560527+0.0156066j -0.00110686+0.00550588j -0.00351927+0.0116867j -0.00225785+0.00181665j -0.000274628+0.00497973j -0.00043332+0.00158993j 0.00172564-0.0231188j 
0.00469989-0.00374868j -9.71627e-05-0.0200936j 0.00241295-0.00450205j -0.00621467-0.0235978j -0.00733869+0.0278543j -0.00348024+0.010636j 9.14029e-05-0.00358718j 0.000231659+0.00116382j 0.00206346+0.00181109j 0.000949361-0.0101088j 0.00514957+0.00771993j 0.00441504+0.0241076j 0.00199521+0.0387643j -0.00239891-0.00682285j 0.00439492-0.0298333j 0.00111618+0.00714107j 0.00435553+0.00504653j -0.000350706-0.0712692j -0.00296446-0.0236853j 0.00264012+0.0211775j -0.00718272-0.0198067j -0.000978687+0.00690602j -0.00710245+0.00362735j 0.00167702-0.00467357j 0.00954419+0.0065513j 1.20527e-06+0.00189947j -0.00045832+0.0245579j -0.00411905-0.00625759j -0.00157483-0.0265005j 0.000973021-0.010048j -0.0019068+0.00033859j -0.00447053+0.0254789j -0.00284149+0.0361894j -0.00380093-0.0373047j 0.000663144-0.00999598j -0.0022692-0.00167703j 0.000758029+0.0322165j -0.000652996+0.000846153j 0.00186351-0.00214298j -0.00273607+0.0358834j -0.00211865-0.0182466j 0.000935835+0.0292576j 0.00485189+0.0158875j 0.00478578-0.0411254j 0.007156-0.0315219j 0.0011129+0.0192363j -0.000929908-0.0146905j 0.00350962-0.0132455j 0.00783646+0.0154598j -0.00200043+0.000663207j -0.00157011+0.0291789j -2.44223e-05-0.00732793j 
-0.00135306+0.0111215j 0.00142424+0.0050667j 0.00410283+0.0126524j -0.00449073+0.0379105j -8.36533e-05-0.0174319j 0.000175418-0.0181576j -0.00218539-0.00338163j 0.00912914-0.00149374j 0.00175256-0.0180576j -0.00125951+0.0172251j 0.00149623+0.00716685j 0.000418594-0.0120289j -0.00112451+0.011286j -0.00131849-0.0019625j 0.00328487-0.0510765j 0.000765944+0.0292524j 0.00261218-0.0953596j -0.0014019+0.163746j -0.00185188+0.0410292j 0.00270725+0.0460538j -0.00287691+0.0439542j -0.000408172-0.0258058j -0.000659277+0.0278915j 0.00039585-0.0326112j 5.80562e-05-0.0331625j -0.00370394-0.0199643j 0.00915243+0.0115254j 0.0100524+0.0466964j 5.70926e-05+0.0193317j -0.00135266-0.00497472j 0.00436171-0.0235828j 0.00325615-0.0267185j -0.00160482+0.00109357j -0.000307777-0.00159356j -0.000762413+0.00370162j 0.00030033+0.0039237j -0.00119557-0.00834125j -0.00201211-0.0604462j -0.00937719+0.0410687j -0.00326052-0.00142969j 0.00195724+0.0082039j -0.00111541-0.00599855j -0.00216212-0.00659087j -0.00467708+0.00927191j 0.00522088-0.0152328j -0.00011848-0.0156393j 0.00526242+0.0270645j -0.0083014+0.0330589j -0.00347718-0.0317542j 0.00364235+0.00732784j 0.00346481-0.0345014j 0.00265544+0.000652947j 
-0.00141192-0.00799021j -0.00371791+0.000273443j 0.000228914-0.0138616j -0.0011083-0.015162j -0.00108684+0.000498002j 0.00218181+0.000903786j 0.0058874-0.0198776j -0.00128531-0.0305199j 0.000419928-0.0126974j -0.000257215+0.0108131j 0.0013905+0.00549214j -0.000711959-0.00402069j -0.00563699+0.0105127j 0.000880866-0.0146146j 0.000937378+0.0708789j 0.00440451+0.0481j 0.00176594-0.0123279j 0.000748967-0.0196308j 0.00262497-0.0262028j 0.000160803-0.0313348j 0.00117889-0.030556j 0.00106091+0.041121j 1.93484e-05+0.00691486j -0.00417706-0.00292507j -0.00170147+0.0448489j 0.00558493-0.0206258j -0.00139744-0.0278261j 0.00275231-0.000814219j 0.00107177+0.0219234j 0.000333827+0.0319667j 0.00196273+0.000449686j 0.000911221-0.0121883j -0.00054257-0.00967652j 0.000115733-0.0071775j 0.000517607-0.0108946j 0.00146477-0.00756045j -0.00267389+0.0053284j -0.00344047-0.0429839j 0.0028516-0.0276951j -0.00139548+0.0429043j -0.00120361+0.0311757j 0.0022292+0.00462342j 0.00263527-0.0122843j 0.00416905+0.00220907j -0.00180334+0.0186796j 0.00091384+0.049448j -0.00699402+0.0293044j -0.00594213+0.00750801j -0.00133712-0.00322223j 0.00101916-0.00438185j -0.000269459-0.0177655j -0.00453698+0.0228362j 
0.000394967-0.00562923j 0.00179079-0.00171524j -0.00550353-0.007985j 0.00208623-0.0150169j 0.000203897+0.000749006j -0.000580045+0.0058313j 0.000816772-0.0209103j -0.000935524-0.00545446j -0.00131481+0.0121278j 0.00170173-0.0113326j 0.0020188+0.0423606j 0.00331578+0.0162538j -0.00365913+0.00298368j 0.00319257+0.0210941j -8.5117e-05-0.0772372j -0.00295009-0.0106014j 0.00311458-0.00644689j 0.00257323-0.0461661j 0.00638318-0.00630502j -0.00349104+0.0492724j -0.00252016-0.0708271j -0.00255766-0.0293309j -0.00207223-0.022709j 0.000307959+0.0190149j 0.00809223+0.00185241j 0.00284356-0.0088982j 0.00109103-0.00102708j -0.00517125+0.0173066j -0.00212014-0.00138792j 0.0017257+0.00590804j 0.000165157-0.0167145j -0.007124+0.0134176j 0.00355546+0.0104954j -0.00193578-0.0142562j -0.00273647+0.0109423j 0.00230449-0.0230049j 0.00525813+0.0175515j 0.00220409+0.0381257j 0.0020745-0.00165722j 0.000611106-0.00939473j 0.000847349-0.0131652j 8.56706e-05+0.000290302j -0.00212125+0.0020777j -0.00172378+0.0047998j 0.0022302-0.0157141j -0.00416029+0.0229289j -0.000405358+0.0179942j 0.00206054-0.00698214j 0.003038-0.0137635j 0.000850293-0.00474821j 0.00136872-0.00482141j -0.00202417+0.0075041j 
0.00179444+0.00477741j -0.00093312-0.00567915j -0.00187321+0.0251871j 0.0043069+0.0268413j -0.000138085+0.0121055j -0.00240312+0.00192977j 0.00134557-0.00675184j 0.00421834-0.0028453j 0.00154843-0.0172494j 0.00416866-0.0133385j -0.00139084+0.00789411j -0.00270656-0.0138445j 0.00101115+0.0464776j 0.00437425+0.0436331j 0.000910663+0.0234636j 0.00124-0.0405228j 0.00225735-0.00482793j -0.00601746-0.0216561j 0.000219099-0.0254542j 0.00147496-0.027812j 0.00331924+0.0218307j -0.000313936-0.011226j -0.000675284-0.00594934j 0.00094752-0.0161273j -0.00745792-0.0328144j 0.00194085+0.0164294j 0.00149735+0.0334259j -0.00387927+0.0445569j 0.00168422+0.0162251j -0.00363292+0.0218847j -0.00724162+0.0179138j -0.00258627+0.01092j 0.00267454-0.0126284j -0.00026532-0.0069122j -0.000342839+0.0405021j 0.00355426-0.00272126j -0.000956143+0.00688959j -0.00369216-0.00702198j 0.00171819+0.00557507j -0.0004675+0.0152855j -0.00553006-0.00176932j -0.00103376+0.0076649j 0.00363496+0.0149781j -0.000635333-0.0180901j -0.00180855+0.00823602j 0.00294118-0.0423965j -0.000167136+0.00862027j -0.00201846-0.00958356j -0.000899571-0.0295069j 0.00328459-0.000851952j 0.00134967-0.039364j -9.54416e-05+0.0176664j 
-0.000390498-0.0067965j 0.000106747-0.0053001j -0.00117377+0.00742613j -0.00355932+0.00347761j -0.00156384+0.0136794j -0.00285615+0.00956532j -0.00388854+0.0270393j 0.00139333+0.0652202j -0.000798992-0.0127325j 0.00194787-0.017921j 0.00133357-0.00403027j -0.00245112-0.0237647j -0.00330648+0.0439413j -0.00345492+0.041195j 0.000230408+0.0201869j -0.00176306+0.0153223j 0.000164287+0.0276961j -0.00511914-0.0114211j 0.00211679+0.00717212j -0.00246734-0.0623508j 0.00320979+0.0142676j 0.00302183+0.0244517j -0.000230306+0.00508813j -0.00375865+0.0495483j -0.00173259-0.0428458j 0.000889021+0.0120171j 0.00320458+0.0384922j -0.00579453-0.00468209j 0.00221325-0.036419j -0.00122812-0.0216312j -0.0053063+0.0172972j -0.00241258+0.0101758j 0.000880864-0.00692454j -2.96253e-05+0.00141697j 0.000567175-0.0500327j -0.00027084+0.042964j -0.000410681-0.000766513j 0.00118116-0.00110125j 0.00273142+0.0184416j 0.000974797-0.00246688j -0.000790133-0.0068253j 0.00243968-0.00539193j 0.00333756+0.0238671j 0.00206984+0.00583457j -0.00208325-0.0122033j 0.0020375-0.0130057j 0.00432546-0.0618927j 0.00523419-0.0122065j -7.36664e-05+0.0487055j -0.00644755+0.0171364j -0.00215797+0.0564308j 0.00719713-0.0452702j 
-0.000941597-0.00651759j 0.00126208-0.0075047j -0.00573045-0.000965564j 0.00345726-0.0123045j -0.00109186+0.010559j -0.000719156+0.0152612j -0.00320459-0.00793611j 0.00543303-0.00270354j 0.00923107-0.0346542j 0.000211078+0.00844968j 0.00441856+0.0279665j 0.00174474+0.0298767j -0.00313228+0.0451307j 0.00471368+0.0416373j -0.0041687-0.0106506j -0.00260021-0.000664487j 0.0012038-0.0278808j -0.00316541-0.0213052j -0.0035001-0.0366941j -0.00261298+0.0110688j -0.00388214+0.000261977j -0.00135872+0.0163997j -0.00182582+0.0138242j -6.49681e-05-0.0192513j 0.00259626-0.00906299j 0.00245649-0.0113006j 0.000260561+0.0133732j 0.0015584+0.0332056j 0.000363659+0.0133061j -0.000202124+0.026694j -0.00556662-0.0154456j -0.00277503+0.0157118j 0.00393429+0.00277819j -0.000845425-0.0143424j 0.00192504-0.0162045j -6.8555e-05+0.00214484j 0.00345546+0.027236j 0.000923957-0.00844138j -0.00110717-0.0104044j 0.00260606+0.0380189j -0.00186042-0.00461666j 0.000964793-0.00387693j -0.00173546-0.0139155j 0.00306903+0.0194508j -0.00252126-0.0121326j 0.00273999+0.0159207j -0.000480485+0.00638973j -0.00201565-0.0106032j 9.83203e-05-0.00112845j 0.00118104+0.00227218j 0.000391447-0.00973367j -0.000313+0.0152391j 
