0.0140796-0.000965654j -0.0016321+0.0559632j 0.0019115-0.0567424j 0.00578907-0.00931063j -0.00399303+0.00613622j -0.000608103+0.0322519j 0.00891156+0.00788558j -0.000764858+0.0261763j -0.00409274-0.00422025j 0.00438967-0.0088913j 0.000794567+0.00889762j -0.0168103-0.0407917j 0.00554199+0.00324237j 0.0276292+0.0140265j 0.00207427-0.00959532j -0.00487142+0.0136078j 0.00593191+0.0355873j 0.000573983+0.012215j -0.00125479-0.00859358j -0.00104688+0.0199889j 0.00243972+0.0104997j -0.00130968+0.0181099j 0.000508158+0.00669497j 0.00282107+0.0320564j -0.0060107+0.00714445j 0.00112358-0.0206622j -0.00548349-0.0190827j -0.00201882+0.0338281j 0.001243-0.00162851j -0.000345928+0.00408718j -0.00259519+0.00638365j 0.00202642+0.0164043j -0.00165115+0.0195012j 0.000604781+0.0161924j -0.00700644-0.000193198j -0.0043808-0.00218538j -0.00307979-0.0613903j -0.00164162+0.00269241j 0.00817921+0.0425127j -0.0149337-0.00619314j 0.00137421-0.0146747j -0.0175507+0.0515225j -0.019706+0.0705983j -0.0539233-0.028835j -0.0055-0.0164875j 0.00388612+0.0981419j 0.017008+6.77804e-05j -0.000319019-0.0219701j -0.00202077-0.0569097j 0.00338492+0.0295059j -0.0024154-0.00540551j 0.00226546+0.0134752j -0.000133897-0.0145852j 0.000702682-0.0467189j 0.0152291-0.00327084j -0.00516051+0.024045j -0.00159045-0.00916927j 0.00283411+0.00297429j -0.000415279+0.0272994j 0.00159398+0.0359053j 0.00330483-0.00985403j -0.00758333-0.0251774j -0.000849771+0.0447574j -0.0137188-0.0922486j -0.000347823+0.0265262j 0.00141032-0.029335j 0.0103862-0.230514j 0.0110804+0.342208j 0.019912-0.270401j 
-6.28728e-05+0.0578131j -0.00212167-0.0109956j -0.0073114-0.0643058j -0.00431499+0.0363222j -0.006733+0.0447288j -0.0103947+0.0317968j 0.00487093+0.0655652j -4.47487e-05-0.0204156j -3.41856e-05+0.0197932j -0.0164193-0.0603176j -0.00968066+0.0180102j 0.0131845+0.0038578j 0.0134444-0.0135076j 0.000719358-0.0230878j -0.00284441+0.0788153j 0.0118737-0.0408756j 0.00313358+0.0341257j 0.00145882+0.0746457j 0.00167237+0.110403j -0.000278726-0.108592j 0.000901535+0.158355j -0.00262292-0.0246437j -0.00113+0.143106j 0.00156071-0.14066j -0.00296886-0.0230514j 0.000851858+0.112228j -0.00259522-0.136064j 0.00532139+0.0502478j -0.00322008-0.145283j -0.00210439-0.0211843j 0.00078759+0.111841j 0.00420539-0.237419j 0.00841885-0.0438487j -0.00311934+0.0150895j -0.00351923-0.236987j -0.00321147+0.0123195j -0.00471897-0.142934j -0.00599032+0.255807j -0.000517805+0.162395j -0.000743761+0.101725j -0.00346883+0.0195319j -0.00413209+0.311391j -0.00672507-0.128971j -0.0132282-0.117262j 0.0054951+0.138286j -0.000491712-0.0602198j 0.00394721-0.245494j 0.000624729+0.0364499j 0.00194407+0.0500592j -0.000516332-0.154305j 9.78551e-05+0.0837016j -0.000932408-0.00777739j 7.09077e-05-0.0255525j 0.000502518+0.0665046j -0.00152527+0.0374464j 0.00304704+0.0569645j 0.00113729-0.0387878j -0.000910175+0.0199394j -0.000729703-0.0739538j -0.00365656-0.0511077j 0.00154028+0.157769j -0.000510743-0.0540532j -0.00473985+0.131245j 0.00114853+0.0946338j -0.000442561-0.039731j 0.000185135-0.00806436j 0.00360268-0.062986j -0.000211833-0.127363j 0.00218547-0.0440503j 
-0.00175282+0.00372594j -0.000274414-0.044019j -0.00106455+0.0218469j 0.00361054+0.0323738j 0.00499231-0.0328723j -0.00244034+0.0398384j 0.00174812-0.0809888j -0.00729431+0.015844j 0.013078-0.0188543j -0.0182517+0.0677594j 0.0233364+0.0729594j 0.00340366-0.0185385j 0.000407681-0.0329875j -0.00270604-0.00181953j -0.0057206+0.0149083j -0.00183356-0.0111922j -0.00430734+0.0398451j 0.00165317+0.0362448j -0.00118109+0.00125703j 0.00166807+0.266386j -0.00063741-0.193264j -0.00408947-0.331883j 0.00491363-0.181559j -0.00465034+0.0952819j 0.000431418-0.303665j -0.000361669-0.0624212j 0.00404656-0.0812663j 3.89928e-05+0.0210248j 0.00131172+0.213888j 0.00496564-0.0468997j -0.00203044+0.0111909j 0.0104724+0.00269118j -0.00670041-0.111608j -0.00863646+0.31419j 0.00380034+0.0705287j 0.00790558+0.0422743j -0.000860298-0.0492772j 0.0059235+0.0917583j 0.00576606-0.0483619j 0.00187739+0.186169j 0.000513073+0.00725089j 0.00618234+0.149863j 0.000858292-0.15288j 0.0132362-0.0434447j -0.00607142+0.0685343j -0.00117737-0.000880188j -0.00749553-0.0182864j 0.000460533-0.0531123j -0.00122219-0.071093j -0.00164342+0.0469923j 0.00195493+0.0650939j 0.00129059+0.0117155j -0.000991292-0.0272414j -0.00124999-0.000677483j -0.00183547-0.10296j -0.000123932-0.12088j -0.000359722+0.108454j 8.06408e-05+0.159363j -0.00161339-0.00466391j 0.000549988+0.131337j 0.000519049-0.0806331j 0.000864973-0.14687j 0.00250519-0.048866j 0.00124293+0.105672j 0.000503377+0.0242332j 0.000382883+0.00393847j -0.00274695-0.0483514j -0.00170314+0.0943818j -0.00429622-0.104482j 
-0.000296106+0.01661j 0.00194805+0.0663984j 0.00628903-0.058878j 0.00062439-0.0415192j 0.0181936+0.0193665j 0.00893744+0.0539642j -0.00418167+0.0140965j 0.00164893+0.044795j -0.00161738-0.0244305j 0.0101806-0.0144388j 0.0206793+0.0134916j 0.00796633-0.0655743j 0.0113486-0.0638089j 0.0129502-0.0323281j -0.000232871-0.0614858j -0.00392359-0.0103044j -0.00102491-0.0787675j -0.00403746+0.016738j 0.000626679-0.0506564j -0.00224672-0.0420621j -1.89936e-05+0.0676632j 0.00119308+0.154165j 0.00433424-0.068941j 0.000998588+0.197595j -0.000396747+0.0169685j 0.000245038-0.0782836j 0.00100194-0.366593j -0.0047656-0.414383j 0.00560437-0.0436168j 0.00180706+0.0615198j 0.000905343-0.243921j -0.00476105+0.217259j -0.00196556+0.293783j 0.000257014-0.0718271j 0.00422601+0.169666j -0.00274908+0.0913235j 0.0036267+0.0320468j 0.00234322+0.191221j 0.00515811+0.0887244j -0.00154068+0.0032346j 0.00134649-0.0259444j 7.02052e-06+0.141705j -0.000339862-0.0168272j 0.00173569-0.00620991j -0.000548+0.153279j 0.00127204-0.0291267j 0.000656565+0.080414j -0.000773745-0.0472385j 0.000261027+0.0583833j -0.000932913-0.076663j -0.000146706-0.0258579j 0.000475537-0.0130347j 0.000480832+0.00434301j -0.00085343-0.115068j -0.00314088+0.0660585j 0.000987264-0.0712528j 0.00209861-0.0224594j -0.000767216-0.0647374j -0.000118773-0.0466707j -0.00129449-0.00120989j 0.00154273+0.0279673j 0.00150033-0.0214553j -0.00300996+0.0325757j -0.000491393+0.0891874j 4.6462e-05+0.0242113j -1.35109e-05-0.0178205j 0.000433634-0.0805429j -0.000508173-0.00417181j -0.000773211-0.0429297j 
0.00302802+0.017115j -0.00254665+0.132024j 0.00404215-0.119159j 0.00458797-0.0481753j 0.00251368+0.00412389j 0.00184901+0.138045j 0.00621903-0.0158644j -0.000213439+0.0227973j -0.00701493-0.0160029j 0.00647941+0.0364775j -0.00272779-0.0768853j -0.0123968-0.016179j -0.00766668+0.0641688j 0.00426331-0.00932653j -0.0028063-0.0729669j -0.00570103-0.00826874j 0.00459574-0.0914975j -0.00319043+0.00512093j 0.0022394+0.051447j -0.00226267-0.0320856j -0.000638306+0.0987043j 0.000727233-0.149373j -0.00631894+0.146557j -0.000431957-0.021636j -0.00298869-0.303185j 0.00266738+0.152312j -0.00277079-0.239864j 0.00128822+0.147644j -0.000673416-0.0059542j -0.00120188-0.104949j 0.00123856-0.0480414j 0.00248055-0.0640187j 0.00160825-0.350776j -0.000965168-0.0927119j -0.00926538+0.2206j -0.00590714+0.132316j 0.0075891+0.0617163j -0.000155297-0.114968j -0.00601491-0.109946j -0.00476999-0.104517j -0.00548576+0.0568183j 0.000990482+0.0618314j -0.00350306+0.0595714j -0.00532367+0.056193j 0.00372262+0.0715659j 0.0057574-0.0649707j 0.00686174+0.244594j -0.000926421+0.0175436j 0.0017865+0.0552543j -0.000485095-0.0939216j -0.00032373+0.000808083j -0.00187375-0.067987j 0.000282386+0.0601021j -0.000139394+0.106132j -0.0045859-0.000635339j 0.00183401-0.168621j 0.00108638-0.125434j 0.00121981+0.094627j 0.00138937-0.0244121j 0.000298584-0.0302567j 0.00232795+0.129454j 0.00102058+0.0772153j -0.00561386+0.0178756j -0.00303561+0.0448811j 0.000504066-0.0155139j -0.000412309-0.0231615j 0.000735716-0.0254947j 0.00333311-0.0736786j 0.00155268+0.111669j 
-0.00377159+5.53296e-05j 3.91814e-05-0.120599j -0.00493823+0.0996071j -0.0030884-0.0328796j -0.00329545-0.0225925j -0.00348206+0.137171j 0.00831432+0.0183568j -0.00309304-0.0646043j 0.000856429+0.0293564j -0.00211061+0.0358201j 0.00934682-0.0338345j 0.00910178-0.0477483j -0.00853514+0.0274322j 0.00168786-0.0317519j -0.00110689-0.114934j -0.00229318-0.0364877j -0.00706375+0.0142961j 0.00358054+0.124103j 0.00133487+0.0380121j -0.00560188-0.0235632j -0.000199686-0.319338j 0.0010671+0.167317j -0.0011016-0.0291964j 0.00324085-0.269339j -0.000809771+0.0512568j -0.000393361+0.0704487j 0.00210804-0.284012j 0.00477277+0.0162378j -0.000861155-0.203617j -0.000990293+0.0153415j -0.00168631+0.0395092j 0.00429832-0.225627j 2.507e-05+0.0355046j -0.00407676-0.124259j -0.00261206+0.15969j 0.000754381+0.0991071j -0.00116548+0.243191j 0.00367682+0.104569j -0.0096326+0.0654904j 0.0128623+0.262713j 0.00434253+0.0486253j 0.00461585-0.138874j 0.00109867-0.156199j 0.00952165-0.0605125j -0.00156167-0.095722j 0.00147155+0.00847305j -0.00156292+0.040874j -0.000131539-0.0112698j 1.39692e-05+0.00660241j 0.000925648-0.0359214j 5.53258e-06-0.0154226j 0.00100816+0.00279173j -0.000657615-0.0176371j -0.00100161+0.0125185j 0.00432112-0.10503j -0.00307903+0.050822j -0.00407617-0.0125103j -0.000356316-0.0238571j 0.00116099+0.0450053j 0.00174062+0.00518317j -0.00144903+0.0326163j -0.00136769+0.041703j 0.0055639-0.0502056j -0.000197579-0.0355736j -0.000372841-0.0708123j -0.000299902+0.0176697j -0.00253897+0.150602j 0.00234985+0.154498j -0.00170664+0.0706562j 
0.000722255-0.0517215j -0.000734171+0.0116986j -0.01115-0.0835762j -0.0124208+0.152308j -0.0226183+0.0245614j -0.0134336+0.0391283j 0.0174489-0.0755911j -0.00413496-0.0300174j 0.00940841+0.0847342j -0.00393523-0.0312146j -0.0107733+0.0499757j 0.0108632+0.0599462j -0.00276746-0.000794656j -0.00925143-0.00347237j 0.000933036+0.102819j 0.00382642-0.137502j -0.00462843+0.0639231j 0.0106643+0.10686j -0.00355514-0.0766178j 0.00285005+0.209691j -0.000334728-0.0415271j -0.00306964+0.407752j -0.000915116+0.0839212j -0.00160455+0.306346j 0.000791956-0.142869j -0.00482337+0.166669j -5.20512e-05-0.0386683j 0.00190701+0.191972j -0.00107066+0.0461604j -0.000915916+0.0656045j -0.00364779-0.1309j 0.00274457-0.017512j -0.00241564+0.137763j -0.00959312-0.0327016j -0.00094985+0.0204088j 0.00019451-0.0575473j -0.00516545+0.0908711j -0.000499386-0.181443j 0.00104832+0.0834097j 0.00356953-0.0264772j 0.00776786+0.104996j 0.00195221+0.0951996j 0.00468292-0.145706j 0.00431003+0.0915362j -0.0027212-0.0870566j -0.00189561-0.0552974j -0.00443827+0.0508402j -0.000603026+0.0470389j -0.000656323+0.0112753j 0.000920885+0.00222751j 0.00158392-0.0398783j -0.000264925+0.0114013j -0.000418083-0.0136067j -0.00208566-0.0638662j -0.00372092+0.00205148j 0.00106642-0.0825526j -0.000380015-0.0598387j -0.00197112-0.0763417j -0.00125989-0.0254076j -0.00268885-0.0479635j -0.000190526-0.0700415j -0.0015268-0.0467913j -0.000271416-0.0160432j -0.000547573+0.0272294j -6.83194e-05-0.0132823j -0.000261376-0.00933951j -0.00207663-0.0823681j -0.00293719+0.0132404j -0.0032913-0.0427534j 
-0.00341876-0.102649j 0.00248861+0.0563406j 0.00136526-0.0966087j 0.00585852-0.00413607j 0.00495222-0.0967555j 0.00440786-0.00306824j 0.00189465-0.0245132j -0.00629915+0.0304393j 0.00280613-0.01249j -0.00113631-0.0777038j 0.0233444-0.00493349j 0.00111264-0.000960422j 0.00194153-0.0223026j -0.0108442-0.000321707j 0.00237518+0.0406376j -0.000432031-0.0801949j -0.0103598-0.0183674j 0.00423185-0.10929j -0.00285268-0.0163966j -0.00483221-0.319763j -0.000185215-0.268862j -0.00181923-0.141744j 0.000804913+0.279615j -0.00259696+0.112407j 0.00695218+0.048536j -9.95661e-05-0.278857j 0.0042477-0.105504j -0.00194265+0.18266j 0.000211854-0.134527j 0.00138549-0.0338926j -0.00174969+0.148599j 0.00421753-0.119164j -0.00583006+0.0694685j 0.00273539+0.0112751j 0.00844578-0.102189j 0.0119307-0.101385j -0.000658098-0.0542643j -0.00245671-0.023593j 0.00170563+0.0769535j 0.00490238-0.205826j 0.011342+0.0174002j 0.00692733+0.123636j 0.00197515-0.0322443j 0.0139777+0.0988618j -0.00464584-0.184898j -0.00175402+0.162596j -0.00964052+0.0500859j 0.000283156-0.066937j 0.000204205-0.0315053j -0.000704368-0.0246685j 0.00167418-0.0285691j 0.00124325+0.0140154j -0.00209933-0.0351657j -0.00182678+0.0276585j -0.00130297-0.00578263j -0.000581938-0.0917591j -0.000550587-0.112824j -0.000591871-0.0947097j -0.000349788-0.0500086j 0.000840812+0.00838299j -0.000985849+0.00827019j -0.0021668-0.0596976j 0.00415478-0.038677j 0.000479227+0.0191658j -0.000167054-0.020699j -0.000173112-0.0117585j -0.00587787-0.0951386j -0.00227561+0.0985595j -0.00574879-0.0458072j 
-0.00177752+0.0635583j 0.00457217+0.033483j 0.00513563+0.0373195j -0.000691445-0.0175601j 0.0193218+0.0445506j 0.00924849-0.015556j -0.0100748-0.0234215j 0.00328731+0.0171559j -0.00399609-0.036417j 0.00630361-0.0307357j 0.00787378+0.05814j 0.0121557-0.0128835j 0.00202861-0.0379108j 0.0173749-0.05471j -0.00239003-0.0938572j -0.00651679+0.0481052j 0.00277052-0.017859j -0.00584404+0.0113192j 0.000771888-0.520316j 0.000608226-0.048267j 0.000418949-0.147289j -0.000880362+0.192194j 0.00393531+0.211934j 0.00368118-0.183157j -0.00112246-0.182589j 0.00484363+0.248182j 0.00144093+0.199621j -0.00349579+0.270004j 0.00295366+0.122796j -0.000575091+0.0412394j -0.00125571-0.140847j -0.00408661-0.0454288j 0.000165247+0.0825752j -0.00125345+0.0567198j -0.00152715-0.0826679j 0.00231842-0.0406789j 0.00486186-0.0416967j 0.00456544+0.0607573j 0.0045891+0.0132026j -0.00124711+0.0545709j -0.00245039-0.00681437j -0.00191326+0.00519792j -0.000111256+0.0899507j -0.00172837-0.0644508j -0.00385602+0.131878j 0.00236298-0.0473593j 0.00270476+0.018949j -0.0010993-0.134403j -0.001121+0.0120348j 0.000515505-0.00687277j -0.000320034+0.0223458j 0.000692578+0.0316571j 0.000821317-0.0459942j 0.000341883+0.00271022j 0.000608599+0.0419591j -0.000699186+0.0776609j 6.44746e-05-0.0205536j -2.02999e-05+0.0475525j 0.000259371-0.0436086j 0.000839962+0.0216204j 0.00046973-0.00875134j 0.00192212+0.0542631j -0.00138823+0.00250428j -0.00209777-0.011566j -0.000281745-0.0164249j 0.000140411-0.0200976j 0.00119661-0.016204j 0.000611343+0.0258457j 0.000822407-0.0449362j 
0.00174928+0.12497j -0.00303139+0.0774626j -5.25357e-07-0.0297335j 0.0091836+0.0939078j 0.00438255-0.0579702j -0.00304775+0.100421j -0.010535-0.0637458j 0.00872963-0.0051985j -0.00763635+0.0353871j -0.0135566-0.0971745j -0.0103841-0.0067493j -0.00391898+0.00247359j -0.00856839-0.0475552j 0.0132468-0.0244644j -0.011407-0.00824001j -0.00293007-0.0360551j 0.00768191+0.146439j -0.00770375+0.0912914j 0.00551879+0.229249j -0.0026117-0.0136513j 0.00412969-0.545145j 0.00284062+0.0434223j -0.00412861+0.0927153j -7.88906e-05+0.168162j -0.00860307+0.0298855j 0.00471493-0.206056j -0.00190248+0.297138j 0.00072849-0.12605j -0.000333297+0.034854j 0.00319418+0.0438187j 0.00141829-0.0257497j 0.00221138-0.0615437j 0.00178074+0.033606j 0.00210703-0.0903724j -0.00322634+0.00674728j -0.0079109+0.0373518j 0.00271687+0.0689972j 0.00195559-0.0703118j 0.00234847-0.0549736j -0.00802139+0.0278655j -0.0127667-0.0208821j -0.00630104+0.0627474j -0.00652767+0.0685484j -0.014075-0.121449j 0.00400932+0.120131j 0.00613864-0.134886j 0.00848275+0.0125693j 0.000929415-0.00212559j 0.00384898+0.163884j -0.00237149-0.0286866j -0.000727494-0.023826j -0.000920141-0.00118443j 0.00112244+0.0113778j 0.00105165+0.0712479j -0.0039932+0.0150723j 0.00373549-7.45984e-05j 0.0020821+0.00588952j 0.00129436+0.0432161j 0.000549193+0.0484073j -0.00144191-0.0255052j 0.00355105+0.0444491j 0.0028343-0.000644916j -0.0086667+0.0408474j -0.000857482+0.00616079j 0.000268775-0.0164525j -7.96019e-05+0.00380297j 0.00433368-0.0190699j 0.00450245-0.0932375j 0.00341296+0.0722769j 
-0.00434795+0.103191j 0.00514628+0.0364752j 0.00208593+0.104571j 0.00476986+0.186263j 0.0236498-0.0417016j 0.0145946-0.0774934j -0.00898864-0.04914j -0.00356906-0.059771j -0.00136546+0.0615468j 0.0132912+0.00362394j 0.0316205-0.0439244j 0.0126463+0.0661671j -0.00379648+0.0828411j 0.00316453+0.0175722j -0.00219239+0.00108977j -0.0109945-0.101569j -0.00446893-0.227953j -0.00563521+0.0794004j 0.00395884+0.339854j -0.010197+0.326481j 0.00158564+0.145634j 0.00210441+0.13649j 0.00330624+0.0660481j 0.00266856+0.108303j -0.00161467+0.138356j 0.00273622+0.111718j 0.00218459+0.0779424j -0.000716595+0.122219j 0.00533901-0.0753066j 0.00229998-0.015228j -0.00196828+0.155361j 0.00364229-0.00836309j -0.00398612-0.0528388j -0.00202265-0.00108915j -0.0025705-0.115865j 0.00103947-0.000340329j 0.00338759-0.036613j 0.00527766+0.0436154j -0.00275366+0.083328j 0.00857353-0.0368176j -0.000468604+0.0838401j 0.00310833+0.122455j -0.000214456+0.16882j 0.00420355-0.0489303j -0.00673224-0.00485272j 0.0045754+0.0505898j 0.000130321+0.0834999j -0.000332766+0.152034j -0.000320705+0.0703746j 0.000338258+0.00169628j -9.16612e-05-0.0516094j 0.00191279+0.00386312j -7.55842e-05+0.0253783j -0.00144074-0.0721498j 0.0027509+0.0401751j -0.0029454+0.0275486j -0.0022318+0.103287j 0.000667889+0.0724346j 0.00218808+0.101632j 0.00339234-0.0386312j -1.69196e-05+0.0325328j -0.000232648+0.0509232j 0.00307072+0.0223033j -0.00384781-0.0130829j 0.000422366+0.019017j -0.000155512-0.00599902j -0.00279929+0.0107744j 0.00205854+0.124388j -0.0022795-0.0326153j 
-0.0034147-0.0752055j 0.00478959+0.0611098j 0.00551996-0.0268175j 0.00262671+0.0112573j 0.00457439+0.260457j 0.00822561+0.0216491j -0.00319422+0.0464227j -0.00120834-0.0187138j -0.00576555-0.00146395j -8.93049e-05-0.000366577j 0.0205264+0.0334761j 0.00684189+0.0136364j 0.00157044-0.102573j -0.00478752+0.0619266j 0.003352+0.111534j -0.000463745+0.225064j -0.00291508+0.437269j -0.00253968+0.441777j 0.000276979+0.0829512j -0.00523226-0.151406j 0.0038209+0.149263j -0.00206777+0.00323169j 0.0066362-0.0636653j 0.00292229-0.0661067j 0.00212518-0.0393938j 0.00104121+0.0140664j 0.000251137+0.193616j -0.00289018-0.130584j 0.00138873+0.0487546j 0.000636832+0.0055265j 0.00422113-0.0175125j -0.000375436-0.0302444j 0.00363089-0.0800784j 0.00295788-0.0157497j 0.00307981-0.000748127j -0.000621593+0.0212351j 0.00737162+0.00331619j -0.00432834-0.0334582j -0.00564612-0.0206721j 0.0121099-0.00288397j 0.00375302+0.02679j 0.00625888+0.0444167j 0.00310184-0.132738j 0.0071738+0.0734135j -0.000131878-0.081643j 0.00198095-0.0770647j -0.0022138+0.0953595j -0.0002869-0.00768281j -0.0018366-0.0186411j 0.000100118+0.0542619j -0.000254647+0.00875416j 0.00027162-0.0151541j -9.07869e-05+0.0410443j 0.00019399+0.0287278j 0.00192628+0.0212559j -0.00117698+0.0413817j -0.00138667-0.0436034j 0.000581623+0.00867942j 0.00149118+0.107002j 0.00267919-0.03366j -0.000727134+0.0397886j -0.00235879+0.043341j 0.0027509+0.0518095j -0.00180687-0.0191747j 0.000327154+0.024054j -0.000595604-0.00962083j -0.00365579-0.102671j -0.000648973+0.143225j -0.00333294-0.0435504j 
-0.0019337+0.0332285j -0.00967598+0.267174j 0.0139979+0.0401023j 0.00284987+0.00629062j -0.00733759-0.0229658j 0.0180966+0.0274348j 0.0161033+0.0564206j -0.00877024-0.064501j -0.00479775+0.0390223j 0.0293656+0.0505372j 0.00381014+0.0200886j -0.0260997-0.0299785j 0.0111685+0.0249323j -0.0163886-0.0114669j 0.0107958-0.216098j 0.00533877+0.0700595j 0.00241312+0.198778j 0.00367011+0.02574j -0.000920508+0.155531j -0.00456717+0.050218j -0.00704875-0.0390325j 0.00501117+0.0513881j -0.0110791+0.0461287j -0.00107845-0.0651245j 0.000678478-0.0304985j -0.00059681+0.0629961j -0.00604604-0.0207373j 0.00369497+0.0125674j -0.000237207-0.0645709j 0.000463202-0.00389443j 0.00274301+0.0798929j -0.00211517-0.0612232j 0.00170958+0.0360036j 0.00953783-0.0211579j 0.00609666+0.0839038j 0.00959481+0.0314122j -0.014834-0.00969175j -0.00502489+0.0391021j 0.0120001-0.083389j -0.00882142-0.0192591j -0.00671403+0.170248j -0.00175445+0.0151727j 0.0122054+0.024836j 0.000323515-0.0238027j -0.010243-0.0413419j -0.0150812-0.0217955j -0.00681798-0.0410649j 0.000573333-0.0162048j -6.16359e-05+0.0914548j -0.000993361-0.003884j 0.000440955+0.0107717j -0.000354746+0.0100141j -0.000183778-0.00645835j 0.00120939-0.0104032j -0.00212842+0.0201061j 0.00170667-0.00450125j 0.00321547-0.0307344j -0.00103679-0.00649581j -0.00182194+0.0181876j -0.00377123+0.0469044j -0.000176105-0.05537j 0.00123933-0.0285974j 0.00202837-0.0531585j 0.00372852+0.0128179j -0.00117775-0.00894212j 0.0011534-0.0134346j 0.0046152-0.0329155j -0.0105478-0.156097j 0.00204791-0.253113j 
-0.00355486+0.110077j 0.00230891+0.0861455j -0.00531508-0.120658j 0.00201935-0.118943j 0.000783045-0.107291j -0.00172012+0.0199611j 0.00790777+0.108207j 0.00363505+0.00282104j -0.00327025+0.00646667j -0.0142471+0.0157498j -0.0151511+0.0634211j 0.0188055-0.00506347j -0.0180904-0.0862404j 0.0201493+0.0162277j -0.00507134-0.0714417j -9.73366e-05+0.00826972j -0.000203465+0.161298j 0.00293547-0.386202j -0.000965486+0.0346861j 0.00167671+0.0274278j 0.00133784+0.00179194j -0.00475113-0.0110451j -0.00271083-0.0346094j 0.00248958-0.0519272j -0.00758936+0.094683j -0.000502413-0.0734871j -0.00922645+0.0310862j -0.00205753+0.0270717j -0.00323041+0.0167095j 0.000876874+0.016338j 0.000108585-0.0181943j -0.00461358+0.0578605j 0.00810805-0.0326365j -0.00432667-0.010719j -0.00973528+0.010391j -0.0136846+0.0402482j -0.00211458-0.0911069j -0.00424938-0.0960759j -0.00874735+0.0503179j 0.0138958+0.124457j -0.000179745+0.131389j 0.00223128+0.042845j 0.0196736+0.0341671j 0.00140147+0.0223022j -0.00924436+0.0371065j -0.00772256-0.0224023j 0.00680755+0.0669568j -0.000288542-0.0551868j -0.00761-0.00888017j 0.00266537+0.0661108j -0.00223641+0.0194616j -0.000571607+0.0244096j 0.00034613-0.0382904j 0.00171365-0.047477j 0.00722449+0.0372815j -0.00533297-0.0196604j -0.00741002-0.0212115j -0.000638128+0.00527743j 0.000926112-0.058725j 0.00124805-0.141377j 3.29778e-05+0.0833672j -0.00472073+0.0793791j 0.00198372+0.0210096j -0.00706101+0.0318738j 0.000677171-0.00855911j -0.000354093+0.00897927j 0.001288+0.0315252j -0.00511051+0.0895907j 0.00161762-0.10351j 
0.00347228-0.306214j -0.00156497+0.243403j -0.00484908+0.228453j 0.00323193+0.0262468j 0.00494139-0.107158j 0.00208106-0.0753294j -0.0155574+0.0137622j 0.00350931-0.0885192j 0.00643023+0.00553624j -0.00826165+0.033653j -0.0198658+0.0168749j 0.014862-0.0234453j 0.00824406+0.139385j 0.0170862+0.0549515j -0.00112673-0.388709j 0.00412148-0.185608j 0.00489007+0.00543705j -0.00271292+0.171688j -0.00550493-0.101215j 0.00111124+0.0521399j -0.000219651+0.081427j -0.00173848-0.0687587j -0.00383316-0.0489321j 0.000173651-0.00595113j -0.000147527+0.15213j -0.00327906-0.0405124j -0.00332984+0.0393494j 0.0017526+0.0382863j -0.00452335-0.0174102j -0.00105818+0.0184032j -0.00430842+0.103972j -0.00511112-0.12565j 0.000960021+0.0676543j 0.000220329+0.098353j -0.00307848+0.0510795j -0.00833301+0.0144811j 0.00141643-0.0609666j 0.00094879-0.00543798j -0.00470285-0.0507504j -0.00259194+0.0267099j 0.00121208+0.0170729j -0.000966977+0.0114013j 0.00324983-0.11145j -0.000756005-0.00229942j 0.00571368-0.0345743j -0.00243033-0.0397563j 0.00408636+0.158341j 0.000653989+0.0638935j 0.00190861-0.0138578j -0.000161624-0.0121477j -0.000325441-0.0658281j -0.000573695-0.0197501j 0.000759287+0.0337069j 0.000259591+0.0750955j -0.00216533-0.0448787j 0.000228499-0.0190654j 0.000436819-0.0536828j 0.000736186-0.0983693j -0.000197645-0.0839323j -0.00122783+0.0932785j -0.000463842-0.183674j 0.000822746-0.0272158j -0.00421299-0.0144086j 0.00196245+0.0974478j 0.000208454-0.00633243j 7.57803e-05-0.00808684j 0.00224855-0.0585667j -0.00109558-0.017546j 0.000830138+0.0124355j 
