0.0140796-0.000965654j -0.0016321+0.0559632j 0.0019115-0.0567424j 0.00578907-0.00931063j -0.00399303+0.00613622j -0.000608103+0.0322519j 0.00891156+0.00788558j -0.000764858+0.0261763j -0.00409274-0.00422025j 0.00438967-0.0088913j 0.000794567+0.00889762j -0.0168103-0.0407917j 0.00554199+0.00324237j 0.0276292+0.0140265j 0.00207427-0.00959532j -0.00487142+0.0136078j 0.00593191+0.0355873j 0.000573983+0.012215j -0.00125479-0.00859358j -0.00104688+0.0199889j 0.00243972+0.0104997j -0.00130968+0.0181099j 0.000508158+0.00669497j 0.00282107+0.0320564j -0.0060107+0.00714445j 0.00112358-0.0206622j -0.00548349-0.0190827j -0.00201882+0.0338281j 0.001243-0.00162851j -0.000345928+0.00408718j -0.00259519+0.00638365j 0.00202642+0.0164043j -0.00165115+0.0195012j 0.000604781+0.0161924j -0.00700644-0.000193198j -0.0043808-0.00218538j -0.00307979-0.0613903j -0.00164162+0.00269241j 0.00817921+0.0425127j -0.0149337-0.00619314j 0.00137421-0.0146747j -0.0175507+0.0515225j -0.019706+0.0705983j -0.0539233-0.028835j -0.0055-0.0164875j 0.00388612+0.0981419j 0.017008+6.77804e-05j -0.000319019-0.0219701j -0.00202077-0.0569097j 0.00338492+0.0295059j -0.0024154-0.00540551j 0.00226546+0.0134752j -0.000133897-0.0145852j 0.000702682-0.0467189j 0.0152291-0.00327084j -0.00516051+0.024045j -0.00159045-0.00916927j 0.00283411+0.00297429j -0.000415279+0.0272994j 0.00159398+0.0359053j 0.00330483-0.00985403j -0.00758333-0.0251774j -0.000849771+0.0447574j -0.0137188-0.0922486j -0.000347823+0.0265262j 0.00141032-0.029335j 0.0103862-0.230514j 0.0110804+0.342208j 0.019912-0.270401j 
-0.000446019+0.105462j -0.000751175-0.0268726j -0.0026921+0.0213473j -0.000674424+0.00997457j 0.00010008-0.00410688j 0.0093171-0.00646803j 0.00714225+0.0357426j -0.0100912+0.0169546j 0.00886999-0.0405321j 0.00452563+0.00578524j -0.0145776-0.00453937j 0.01239+0.0268573j -0.00393159-0.00415801j 0.0112346-0.0158386j -0.00155578+0.0289079j 0.000205911+0.000825649j -0.000934577+0.0114533j 0.00377124-0.0356174j -0.00419147-0.114578j -0.003848+0.00112307j 0.000480591+0.0121832j -0.000506216-0.0420894j -0.00657141+0.0152469j 0.00605537-0.0651272j -0.000163619+0.027586j -0.00345852-0.0111642j 0.0035732-0.0419336j 0.00910271+0.00101006j -0.00607178-0.0196972j -0.00399084-0.000423371j -0.00195151+0.0133259j 0.002326-0.00607772j -0.00170654-0.0215239j -0.00200093-0.0158477j 0.00524236-0.00189376j 0.00637757+0.00445304j -0.0043127+5.31279e-06j 0.00239321+0.0249816j 0.00430258-0.0174048j -0.00505252+0.00667556j 0.00319354-0.0458005j -0.00363938-0.0119398j -0.000536428-0.0281347j 0.0012216+0.0428713j 0.00596629-0.076772j 0.000334904+0.069898j -0.00131875-0.00961207j -0.000526132-0.00395296j 0.00422747+0.122853j -0.00132577-0.0863087j 0.00183628+0.0406926j 0.00274272+0.00440185j 0.00349463+0.118567j -0.00150657+0.00796139j -0.00799321+0.145162j 0.00392629-0.137164j 0.00201471+0.083388j -0.00132426+0.0326772j -0.000442969+0.508354j -0.00531655-0.26775j 0.00190047-0.187422j 0.00299431-0.164748j -0.004683-0.120613j 0.00273245+0.104852j 5.94771e-06+0.00475856j -0.000918971-0.0803056j -0.000187828-0.0510315j 0.000428536-0.0262153j -0.00205367-0.0113012j 
-0.00352226+0.0634874j 0.00107576-0.0292745j -0.00317405-0.00477015j -0.00478743+0.0188318j -0.00320953-0.0281517j 0.000422956+0.00361642j -0.000275815+0.0409282j 4.17834e-05-0.00633496j -0.00595241-0.0164659j 0.0109896+0.0126539j 0.00865326+0.0137562j 0.0171518+0.0338862j -0.00415393+0.012284j -0.00764613+0.0107324j 0.000802637+0.0223202j -0.00271637-0.0320213j -0.000328504+0.0855046j 0.00624054-0.0462439j 0.00132095-0.00110917j -0.00394317+0.0472915j 0.00218039+0.0382624j 7.29797e-05-0.0448429j 0.000607002-0.026888j 0.00338191-0.027257j 0.0027108+0.0152575j -0.00615234-0.00256118j -0.00283408+0.0285467j 0.00803202-0.0123966j 0.0025321+0.00763242j -0.011916-0.00774898j -0.00506212+0.00813097j 0.00422769+0.0053413j 0.00184042+0.013902j -0.00253349+0.0230241j 0.000601931-0.0184206j -0.00224782-0.0313698j -0.00458269-0.0123806j -0.00297632-0.0268315j 0.000202591-0.0341486j 0.000660114+0.0372812j 0.00582454+0.0193254j -0.00350064-0.0766935j -0.000958206-0.0118385j -0.00581122+0.0280887j 0.00297654-0.0195349j 0.00158125-0.0274814j -0.00204953+0.0369699j -0.000237804+0.037241j 0.00186924+0.0950574j 0.00103476+0.0700247j 0.000257845-0.0274992j -0.00464578-0.0376709j -0.00364704-0.0377809j -0.000871554-0.0215608j -0.00755912+0.0463803j 0.00448424-0.000440107j 0.0030326-0.0335168j -0.00154197-0.270486j -0.000177099-0.263663j -0.00427223+0.375563j -0.000337244+0.284225j 0.000667551+0.143572j -0.00373279-0.0467781j 0.00223476+0.0925135j -0.000151014-0.00521881j -7.66456e-05+0.00931363j -0.000442287-0.0590615j 0.000887335+0.0330782j -0.00182493+0.0146461j 
-0.00185804+0.016415j 0.00114908+0.0408221j -0.000821904-0.00335476j 0.00496651-0.00879539j -0.0117029+0.0108975j 0.00998277-0.0271893j -0.0117388+0.00876533j -0.00132478+0.00811072j 0.00882297-0.00480405j 0.00125764+0.0222286j 0.00431401+0.0197905j 0.00899446+0.00546546j -0.00892176-0.0347866j 0.00235047+0.00422767j 0.000226248+0.00263816j 0.00541129+0.0627632j -0.00044536+0.0297371j 0.00382096-0.0299934j -0.00193697-0.0151931j -0.0066179+0.0170736j -0.00151328+0.00385402j 0.0105084+0.0732941j 0.00153282-0.028871j 0.00259144+0.0862193j 0.00552366+0.0325391j -0.00258273-0.0322911j -0.00903553-0.0375523j 0.00264691-0.0128163j 0.0104027-0.00177274j -0.0205475+0.00818618j 0.0117553+0.00615589j 0.00419442-0.0092246j 0.00155852+0.0421152j 0.000539265+0.00878387j 0.000784177-0.0200396j -0.00281103-0.00269747j -0.00680833-0.0201836j -0.00624172-0.022287j -0.00615808+0.0294173j 0.00602687-0.0359444j 0.000155827+0.0224168j -0.00154469+0.0139804j -8.74552e-05-0.034528j -0.00364315+0.017902j 0.00485953-0.0954976j -0.00462565+0.0715692j 0.00138981-0.122755j 0.000454125+0.0496399j -0.000302081-0.0445211j 0.000777544-0.0261204j -0.0011711-0.128264j -0.00153562-0.157751j -0.00228992+0.155334j -0.000496781+0.00527771j 0.000850487-0.10923j -0.000712637+0.189171j -5.25932e-05-0.387401j 0.000449106+0.557965j -0.00029747-0.145741j -0.000828174+0.0608905j -0.00108336-0.0406307j -0.00259823-0.120661j -0.000268729-0.0862747j 0.00167838+0.034507j -0.000674023-0.00551792j -0.000536251-0.036827j -6.16314e-05+0.0786219j -0.00036722-0.0466415j 0.000185991+0.0678815j 
0.000245436+0.00340754j 0.0003978+0.0387976j 0.00246439-0.038451j -0.000325443-0.0247549j -0.00476982+0.0193743j 0.00646652-0.0209716j -0.0155612+0.0181705j -0.00053646+0.00281862j 0.00260523+0.00617862j 0.0200945-0.0191534j 0.0178146+0.0152124j 0.00211503-0.0149885j 0.00450638-0.0474707j -0.0161807+0.0107955j 0.00306953+0.00176307j 0.00147616+0.0750334j 0.0030512+0.0521862j 0.00609791-0.0606794j 0.00476977+0.0114104j 0.000836887-0.0503377j -0.00348613+0.0415543j -0.00340075+0.0781919j -0.000959692+0.0561594j -0.00555394+0.050641j 0.00182206+0.0258441j -0.00042297+0.00996567j -0.0078482+0.0189866j 0.0100391+0.00532592j -0.00562252-0.00290547j -0.0119394+0.0184131j -0.00456807+0.0028347j 0.0175374-0.0619923j 0.00722776+0.0150395j -0.0108498+0.048214j -0.00997283-0.0433099j -0.0138077-0.00374498j -0.00762881-0.0552765j -0.00746491-0.0192917j -0.013579+0.073838j 0.00903331-0.00608967j 0.000578563+0.00888609j 0.00366089+0.0459419j -0.00169931-0.0104454j -0.00507756-0.0800771j 0.000846998+0.0204472j -0.00407434-0.0367366j 0.000541836-0.0817999j 0.000352929-0.0152502j -0.00339729-0.072543j 0.00185771-0.0908484j -0.000379478+0.0748022j 0.00227598-0.241892j 0.000290965+0.248703j -0.000989349-0.0676252j 0.00253734-0.262679j -0.00249538-0.365613j -0.00049336+0.0522214j 0.000857062-0.115991j -0.000470436+0.137466j 0.000710542+0.203718j -0.00171885-0.185851j -0.00338767+0.0317169j 0.00141012-0.0436975j 0.00197022-0.050891j -0.000658444-0.016851j 6.37193e-05-0.0202008j 0.00143253+0.138782j -0.000347737+0.0309584j 0.000792125+0.103557j 
-0.00627437-0.0295273j -0.00382657+0.0458019j 0.00334818-0.0129756j 0.00952649-0.0285976j 0.0193425+0.010124j -0.013021-0.00622655j 0.0211901-0.0191676j 0.0119422+0.0105423j -0.0128396-0.00270198j -0.0314561+0.00844799j -0.00203748+0.00396272j -0.00875014-0.0157651j -0.0176193+0.00891351j -0.00907195-0.000628755j -0.00783096-0.0544745j -0.00478609+0.0396334j -0.000369785-0.046006j -0.00283993-0.00190564j 0.00145319-0.00593263j -0.00582969-0.0104886j -0.00149465+0.0299742j 0.010822-0.0517434j -0.0109652+0.030708j 0.00436974+0.0691247j 0.00533937-0.0876465j -0.00146806+0.0120732j -0.00750981-0.000436373j 0.00367477-0.0174012j 0.0287934+0.02424j -0.0320056-0.00132771j 0.016808-0.0296973j -0.00949432-0.0249744j 0.0090163-0.0153887j -0.0141972+0.0164935j 0.00523214-0.0175513j -0.0116206-0.0145733j -0.0028445-0.021154j 0.00350825-0.023717j 0.0107069-0.0043554j 0.00416636-0.0472272j -0.00357049+0.0191492j -0.00270162+0.0369248j 0.00795312+0.00431246j 0.000797335-0.0315268j 0.000612042+0.0438088j -0.00528331-0.0993712j 0.0032033-0.0573434j -0.000383062-0.00787588j -0.000596323+0.0216375j -0.000509282-0.124618j -0.00260175-0.145344j -0.00276302+0.0275377j -0.00179103-0.00845579j 0.00179671+0.070884j 0.00506023-0.0954624j 0.000609186+0.0904712j -0.00265807+0.0341735j -0.00248951-0.31751j 0.00132232+0.171664j -3.86472e-05+0.0322598j 0.000133329-0.0094599j -0.00137004-0.118378j 0.00197552+0.10326j -0.000100449-0.169078j -0.000499283-0.000266617j -0.0012568-0.01263j -0.0005823-0.00434599j -0.00191033-0.00295599j 0.000457557+0.108083j 
0.00309891+0.00142416j 0.00115392+0.00516892j -0.00612683-0.010536j -0.000664406-0.00243867j -0.00130001+0.0242345j 0.00716164-0.00875045j -0.00641354+0.033064j -0.00871687-0.010014j 0.0187842+0.0109239j 0.0182366-0.0149465j -0.00349594-0.00327729j 0.00595339+0.0040552j 0.00818042-0.0284233j -0.00071401-0.00310136j -0.000337684+0.020994j 0.00434632+0.0235197j -0.000776679+0.0348562j -3.98099e-05+0.00645067j -0.00384872-0.0194907j 0.000839139-0.00546605j -0.00378833+0.0290383j 0.00687064+0.0899736j 0.00287684-0.0259366j 0.00120197-0.0199805j 0.00200839+0.06683j -0.000978547+0.00402187j -4.84518e-05-0.00626463j -0.00472129-0.0160588j 0.00529406-0.0363288j -0.029728+0.00695922j 0.00128429-0.00522448j -0.00142746+0.0247033j 0.00193066-0.00514384j -0.00436438-0.0305948j -0.00389717+0.0131089j -0.0068477+0.0167581j -0.00388101-0.0426927j -0.00361045+0.000159069j -0.000913309-0.0308681j 0.00408962+0.00960859j 0.00293867-0.0100692j -0.00238294+0.0224564j -0.00406403+0.033779j -0.0032103-0.00708154j 0.00366268+0.00979532j -0.000362856+0.0792808j 0.000902301-0.0172999j 0.000226351+0.0605781j 0.00132183-0.0309496j 0.00178116+0.0100909j -0.000810091-0.183955j -0.00187653+0.35831j -0.00204326-0.437427j -0.000527913+0.388874j 0.000348296-0.158663j 0.000155506-0.319655j 0.000743236+0.209809j 0.000538601+0.126256j 0.000773754+0.0531124j -0.00104937+0.012194j -0.0006026+0.0573662j -0.00108563+0.00712668j -0.000879071-0.0827823j -0.000338742+0.0361192j -0.000844342-0.00194078j 0.000398192+0.0697689j -7.30488e-06+0.0180867j 0.000837391-0.00939927j 0.000335212-0.0407272j 
0.00128597-0.0285819j 0.00378539+0.0342377j -0.00283015+0.0329334j 0.00204748+0.0038478j 0.0106649+0.012015j 0.00298536+0.0106397j 0.00410516-0.00587481j -0.00841855-0.00865148j 0.0232175-0.00254036j -0.00329337+0.00881173j -0.0154606+0.000157151j 0.00208933-0.0155818j 0.00238073+0.00228195j -0.00158152-0.014699j 0.00109295-0.0364136j 0.00429069+0.00263358j -0.000220975+0.0349025j -0.00193633+0.0728297j -0.00381106-0.00514758j 0.00477443+0.00459166j -0.00178628-0.0830697j 0.000363602-0.0215167j 0.00799785-0.0544461j 0.00410842-0.0893201j 0.0102772+0.0257504j 0.00315953-0.0106766j 0.00109806+0.0276216j -0.00802845+0.0520335j 0.00617462-0.00735564j -0.0321486-0.000310548j -0.0130461+0.0297501j -0.0142512+0.00168958j 0.00317964-0.0385644j 0.000937738-0.012303j -0.00106014-0.0327845j -0.00721752-0.0222605j -0.00266236+0.027951j -0.00231194+0.0264056j -0.00120968-0.0153474j 0.0036887+0.0922825j 0.00682125-0.0223421j -0.00512077-0.0161051j 0.000268412+0.0431115j -0.00357966+0.0071996j 0.00270992+0.0491251j 0.00206954+0.0972512j 0.0007759-0.0945048j 0.00054165-0.0408948j 0.00126548-0.0319881j 0.00263794+0.00705259j -0.000905522-0.0795887j -0.00303803-0.183332j -0.00154186+0.226579j 0.000655806-0.340186j 0.000686351+0.215691j 0.00153519-0.246235j -7.06809e-05+0.191042j 1.37647e-05-0.0330566j 0.001748-0.101382j -0.000291561-0.143956j -0.000939351+0.137382j -0.00119572+0.0938728j -0.000609772-0.131096j -0.00251264+0.0210017j -0.000429576+0.00704416j -0.000746384-0.0294416j -0.00094817+0.0171587j 0.00106267-0.0220645j -0.000195638-0.12278j 
-0.00153644+0.0302253j 0.0074132+0.0370992j 0.0102618+0.0377805j -0.0181043-0.0200756j -0.03557-0.023858j 0.0020557-0.000757793j -0.00641597+0.0190169j 0.00444444-0.00522647j -0.0125294-0.00563932j -0.00837316-0.00656378j 0.0139878-0.014483j 0.00605041-0.00362202j -0.00632071+0.0271097j 0.0193034-0.0100761j 0.0146799-0.0969749j 7.27549e-05-0.0340014j 0.0118359-0.0197031j 0.00141393-0.0134221j 0.00114128-0.0027719j 0.0112368-0.065606j 0.00656592+0.00597149j -0.00595396-0.0299312j 0.0224157+0.0243858j -0.00264503+0.00040758j 0.0142571-0.0269843j 0.0013398+0.0248423j 0.00446546+0.083037j -0.00246723-0.0331072j 0.00480777+0.0247458j -0.00757856+0.00500436j -0.000909572-0.0353102j -0.00677282-0.0450785j 0.00479097-0.0356037j 0.0147306-0.01536j 0.0205689-0.023109j 0.00918607+0.0246407j 0.0184062-0.00457239j 0.00105149-0.0283517j 0.00774814+0.0213937j -0.00649671-0.0344552j -0.0056264-0.026718j 0.00247986-0.0398335j 0.0021827-0.0060449j 0.0053983-0.0525662j 0.000643059+0.0871828j 0.000165571-0.105491j -0.00323329-0.0894357j 0.00182506+0.0157221j -0.00106444-0.035092j -0.000305194-0.0574281j -0.00151166-0.288095j -0.000659116-0.00165677j -0.000159174-0.0400287j 0.000875323-0.265479j -0.00134025-0.185805j -0.000845001-0.253616j 0.00080683-0.0288232j 0.000787798+0.0618171j 0.000312956+0.0613253j 0.000537534-0.0344306j -0.000333322+0.0829618j 1.07865e-05+0.0113122j 0.0018334+0.177513j 0.000651391-0.0869791j -1.47151e-05+0.0124916j -7.28755e-05-0.0350649j -0.000957494-0.126469j -0.00131643+0.0112154j -0.000741415+0.0755399j 
0.00112929-0.0302942j 0.00362788+0.0220598j -0.00570414+0.0391147j -0.0124838-0.0131417j -0.0190529-0.034186j -0.00354059+0.00964389j -0.0106916-0.019905j 0.00237087-0.00576209j -0.00686594+0.00343513j 0.0135285-0.00915493j 0.0174892-0.0036653j 0.00982774-0.0149372j -0.00255894+0.0363276j 0.00546099-0.0142715j 0.00645776-0.0846333j -0.00427033-0.0563421j 0.00509577-0.076323j 0.00279783+0.0194099j 0.00268886-0.0123674j 0.00664752+0.0280294j 0.00369914-0.0145501j -0.0026051+0.0487356j 0.0118515-0.00875959j -0.00663783+0.0357166j 0.00106935+0.0358667j -0.00299923-0.0268139j 0.00419016+0.0184433j 0.00246-0.0327669j 0.00975744+0.0220348j -0.0157392+0.00607197j 0.00476485-0.0161072j 0.00154503+0.0182812j 0.0115362+0.0444617j -0.00404069+0.00463374j 0.0109556+0.00662246j 0.0056908+0.00193722j 0.00646662+0.0158922j -0.00157037-0.0247202j 0.0134021-0.0220352j -0.00359109-0.0171584j -0.0052593-0.0145172j -0.00119227-0.0116352j -0.00228464+0.00954042j -0.000756535-0.0105207j -0.000671098+0.0114115j -0.00109898-0.0145102j -0.0011271-0.0524498j 0.00145892-0.0241213j 0.000618712-0.0183236j -0.000286517+0.169819j -0.00130356+0.617315j -0.000125396-0.139369j -0.00110667+0.126584j -0.000800761+0.271299j 0.00038239+0.00264698j -0.00050248-0.0729528j 0.00119177-0.0635546j 0.000128044+0.0298971j 0.000628883+0.058546j -0.00123136-0.0682324j 0.00140227+0.202139j -0.000937847+0.0239815j 0.00174339+0.047494j -0.0014234-0.159642j -0.000280013+0.0125576j -0.000698735-0.0724963j -0.00146232-0.103154j -0.000769042-0.0048861j 0.000544858+0.0195761j 
0.00265662-0.0630034j -0.00505939-0.0440448j -0.0101275-0.0225206j 0.00442814-0.0315257j 0.0174765+0.0251413j -0.00613604+0.0052179j 0.0119546-0.0105425j -0.00664853+0.0119262j -0.00323316-0.00154728j 0.00614863-0.0319207j -0.00933328-0.0172816j -0.00459153-0.0229782j 0.0092651+0.00500417j -0.00531503-0.00774055j -0.00724267+0.0392659j -0.000881683+0.00301463j -0.00405747-0.0863565j -0.00422535+0.035758j 0.00226858-0.0414996j -0.00550605-0.0705875j -0.000838124+0.0205259j 6.35893e-05+0.0163104j -0.014338+0.105779j 0.00265507-0.0337571j -0.0109313+0.0358571j 0.00335449+0.00700549j 0.00482433-0.0444417j 0.00208392-0.0343699j -0.00762456-0.0230034j 0.0123685+0.0169192j -0.00177478-0.0120403j -0.00270968-0.0236002j 0.000475069-0.0409083j 0.000558532-0.0177854j -0.00367839-0.0226317j 0.00113029+0.00994926j -0.00277639+0.013944j 0.00238399-0.0133218j 0.00343795+0.0385229j -0.00217807+0.0292127j -0.00360851-0.0481339j -0.00257405+0.081913j 2.96064e-05+0.0152556j -0.0018867-0.032373j -0.00327215+0.0220254j 0.000604796-0.115541j 0.0027925-0.0545817j -0.000177671+0.0115524j 0.000809869+0.281435j -8.98878e-05+0.511836j -4.77693e-05-0.224251j -0.00241263-0.0605445j -0.00110211+0.194944j 0.00150146+0.0275225j 0.0036189-0.184453j -0.000942709-0.162368j -0.00084898+0.141208j 0.000180937+0.137384j -0.000182523-0.0866769j -0.000306475+0.0300153j 0.000752285+0.00413422j 0.000396446-0.126881j 8.91921e-05+0.00716649j -0.00205764-0.136659j 0.000442721+0.00224347j -0.000215101-0.0251907j -0.000277413-0.0375665j -0.00101993-0.0179794j 0.00215123+0.00600633j 
0.00368796+0.0601826j 0.00732742+0.0427951j 0.000582658+0.00592792j -0.0268529+0.026658j -0.0128602-0.0351872j -0.000399715-0.0103482j -0.0109507+0.0139975j -0.0111665-0.00650117j -0.0306142+0.0123389j 0.00549203+0.0204339j 0.00733272+0.0134954j 0.000972585+0.0185747j -0.00485817-0.012078j 0.0104795+0.00898731j 0.0148585-0.0137682j -0.0111956+0.0159395j -0.00183178-0.00149532j 0.0107187-0.0517333j 0.000609638+0.0492242j 0.00602271+0.0806794j -0.00201102+0.00830239j 0.00415368+0.0523928j 0.0119947-0.0585314j -0.0109286+0.0151227j 0.0106824+0.0220033j -0.00448101-0.0266469j -0.00580633-0.0837748j -0.000961216+0.0693188j 0.0152906-0.0180397j 0.00122941+0.0059406j 0.0119782+0.0144636j 0.0121353+0.00546431j -0.000510517-0.0322366j -0.00769329+0.024248j 0.00316515+0.00376692j 0.00427333-0.00261939j 0.00108153-0.0364633j -0.00346157-0.0344552j -0.00239699+0.0290928j -0.00275745+0.070762j 0.00584512-0.0186472j 0.00384422+0.118169j -0.00380786-0.0814101j 0.00338165+0.0284352j 0.00082694-0.013303j -0.00074439+0.0100411j -0.0025786-0.113172j -8.45013e-05-0.437009j -0.000393948-0.0400723j -0.00156156+0.0563826j 0.00104137-0.28487j 0.00350134-0.0423391j 0.000194994+0.165141j -0.00293768+0.247092j -0.00158922+0.185613j -0.000407392+0.135507j 0.00199495+0.0649533j 0.00122135-0.0659583j -0.000220456+0.0582583j 0.000939487+0.102095j 0.000447-0.0490683j -0.000445545+0.16699j 0.0010603-0.171966j -0.0012002-0.0561106j -6.35426e-05+0.00810319j -0.000872062-0.095931j -0.00242198+0.0259534j 0.000687383-0.0819108j -0.00139694-0.0137771j 
0.00172739+0.0737147j -0.00312921+0.0289808j 0.00337534+0.0412311j 0.0124924+0.0385377j 0.0109154-0.00911512j -0.00161459-0.00246661j -0.002762+0.00176918j 0.00485599+0.00499365j 0.0204255-0.023717j -0.0110488+0.00117897j -0.00311481-0.00484965j -0.010715+0.0114929j -0.00417135+0.0148978j -0.000928658-0.00845137j -0.00344875-0.0383712j 0.00138013-0.0177129j -0.00293104-0.0238323j -0.00161841-0.0103595j -0.00447196+0.00973852j -0.000729571+0.0127742j -0.00625423+0.0752072j 0.00559474-0.0363727j 0.00229687-0.0303965j -0.000330031+0.0250409j 0.00700092-0.0243947j 0.00516761-0.0226449j -0.001183-0.00713319j -0.00968365+0.0397635j 0.00153757+0.00809885j -0.0114483+0.000805591j -0.000142861+0.0338555j -0.00201974-0.0142065j -0.0103499+0.0251411j 0.00450839+0.00817831j 0.00136149+0.0437008j -0.00600565+0.0210332j -0.00460131+0.0101935j 0.000133148+0.00183462j -0.00173943+0.0532184j 0.00207598-0.0240351j 0.00524545-0.0808652j 0.00103004+0.0304876j 0.000334191-0.131074j 0.00487658-0.0359349j 0.00242748+0.0155306j -0.000112994+0.0236537j -0.00278918-0.104983j 1.89209e-05-0.104526j 0.0004016+0.114479j 0.000661141+0.498175j 0.000546983+0.00343676j -0.00484101+0.0836195j -0.00385044-0.0101639j -0.000477636+0.0517497j -0.00354873-0.0260464j 0.00315427-0.0379664j 0.000574543-0.318096j -0.000363879-0.144608j 0.00202141+0.129815j -0.00019015-0.135469j -0.00123148-0.00560302j 0.00267565+0.220301j -0.000137552+0.0905265j 0.00243901+0.158814j -0.000418148-0.0100153j -0.000323876-0.0390053j 0.00230467+0.0757126j 0.00244113+0.120154j -0.0023888-0.0153876j 
0.000797092-0.0156006j 0.00163957+0.0159086j 0.00134459+0.0657515j 0.0231598-0.0162923j -0.0124738+0.0399092j -0.00467053-0.0187753j -0.0365483-0.0286508j 0.0142247+0.00248142j 0.000946194-0.0184445j -0.0164437+0.0375138j 0.0332425+0.00258804j -0.0132975-0.0287698j -0.0212419-0.023883j -0.0113506-0.00443506j -0.0010103-0.0419924j -0.00590987+0.0883195j -0.00203687+0.00733032j 0.00798446+0.066838j -0.00104047-0.0808209j 0.0031222+0.120576j -0.00389749-0.0402214j -0.00810357-0.0923117j -0.00698081-0.0590371j -0.0145725+0.0124368j -0.00221216-0.0459994j -0.00296626-0.0275028j -0.00251673-0.0244692j 0.00826096+0.00650448j -0.00878861+0.00813419j 0.00433922+0.00445823j 0.0010308+0.0234985j 0.0198467-0.0172508j 0.000959132+0.0488569j -0.013383+0.00334827j 0.0022238-0.0258352j 0.00173043-0.0517733j -0.0141011+0.0270506j -0.00319985+0.000850514j 0.00639395-0.0308125j -0.00227241+0.052237j 2.49469e-05-0.0473499j 0.00548737+0.0562746j -0.00217928+0.0481242j -0.00201483-0.00872867j -0.00167118-0.0634474j -0.0069321+0.127736j -0.00160214-0.180995j 0.00090089+0.118432j -0.000140789+0.195527j -0.00163842-0.00645669j 0.00079813-0.130151j 0.00191776+0.0763643j -0.000954073-0.0995785j -0.00176707-0.0918156j 0.00180048+0.075998j -0.000660106-0.0868965j 0.00173719-0.21408j 0.00169418-0.0946596j -0.000954543-0.0177792j 0.000199306-0.141418j 0.0022117+0.139694j -0.00284842-0.0417577j 0.00225688-0.163463j 0.000175784-0.0931072j 0.000790698+0.0045748j -0.000613222-0.0345373j -0.00298159+2.60993e-05j -0.00139215-0.133152j 0.000153103+0.0219583j 
-0.00061953+0.0017102j -7.97238e-05+0.14304j 0.0218853-0.0179551j -0.0140363+0.0181162j -0.00979004+0.0386164j 0.00655802+0.0299162j 0.000758555-0.0316253j 0.00079239+0.0155821j -0.0136121-0.0225302j -0.00641059+0.00121605j -0.00391551-0.000842394j -0.0105354-0.00497734j 0.00740038-0.0346515j 0.00633337-0.038279j 0.00721028-0.0570637j 0.00200703+0.0626965j 0.0113259+0.00283646j -0.0029956+0.12558j 0.00424469+0.0115624j 0.00337728-0.0433841j -0.000242271-0.10286j -0.00107642+0.0174177j 0.00625121-0.0336786j 0.000669771+0.0236909j 0.00606522-0.0931914j 0.00435617-0.00731226j -0.00284345-0.127378j -0.000119872+0.0745588j 0.00355636-0.00764329j -0.00450306-0.00958669j 0.00275607+0.004628j 0.00236403+0.0496481j 0.00591644+0.0136809j -0.00344979+0.0114299j -0.00360772-0.0139763j -0.0109596-0.033162j 0.00997087-0.0112677j 0.00142834+0.0442665j -0.0117023+0.0357911j 0.00783335-0.0323053j -0.00736135+0.00765792j 0.00688274+0.0116634j 0.00281015+0.0764935j 0.0090676+0.0802383j 0.00346153+0.0889381j -0.0014143+0.174939j 0.00226861-0.0884225j -0.00089634+0.293215j -0.00230587-0.196107j 0.000945835+0.294126j -0.00116185+0.0946534j -0.00221533+0.0620382j -0.00243786-0.00415491j 0.00095611-0.0220726j 0.00496471+0.135378j -0.00222323+0.0835539j -0.00109128+0.142569j 0.000830948-0.0714995j 0.00100682-0.091453j 0.00323561-0.102583j -0.00192318+0.0153607j -0.00180077-0.0969108j -0.000414228-0.125059j 0.000909025-0.0476467j -5.93869e-05-0.0177451j 0.000447399+0.0603863j -0.000612724+0.167295j -0.00256618-0.138408j -0.000673689+0.0979191j 
