-0.053947-0.0724518j -0.0166071+0.0296594j 0.0269379-0.0526597j 0.0257285-0.0454368j 0.0254712+0.0456013j 0.0266626+0.0395396j 0.0161622-0.093058j -0.147119+0.00231274j 0.048813+0.100856j -0.0132126-0.00312907j 0.0198733-0.0154538j -0.0137124-0.00885122j 0.0473075-0.0601609j 0.00730513+0.017206j -0.0083305+0.0251881j 0.0554805+0.0572471j 0.00226979+0.0679708j 0.0582078+0.0293357j -0.0337584-0.0342423j -0.0191679+0.050916j 0.00576196-0.0993829j 0.0206859-0.07908j -0.0309091-0.0102178j -0.0309047-0.0443114j 0.0264984-0.0140396j 0.0324107-0.0540827j 0.0130987-0.0183951j -0.0206249+0.000926754j 0.0129485+0.00812727j 0.00368305-0.0363137j -0.0169414-0.0677656j 0.0233653-0.00807103j 0.0978541+0.123988j 0.0577196+0.0679779j 0.0325885+0.0229215j -0.150416-0.114872j -0.0701794+0.000196909j -0.0126406+0.0194945j -0.175346-0.0794851j -0.101402+0.133269j -0.0500869+0.149882j -0.0196014-0.0620575j -0.0519051-0.111129j 0.0350102-0.0616385j -0.0801593+0.120992j 0.108625-0.0106365j 0.0127113+0.0238533j 0.0414763-0.0745586j 0.0327967-0.0826607j 0.02752+0.039662j 0.0584045+0.0182861j -0.0745116-0.0343846j -0.0301926-0.0133433j -0.0309568+0.0405653j -0.0103042+0.0431688j 0.00946377-0.0403806j 0.0883527+0.0797023j -0.0231145-0.0429145j -0.0101581+0.176712j -0.181891-0.0166791j -0.0307791-0.204569j -0.0240802+0.0357476j 0.0472123+4.21383e-07j -0.110315+0.000860862j 0.0309231-0.0270552j -0.0270478+0.0206444j -0.0177156+0.0194168j 0.0427238-0.144004j -0.0853416-0.077046j 0.0129168+0.179033j 
-0.0101971+0.0131738j 0.0140596+0.0176655j -0.0495777+0.0656195j -0.0322032+0.00953559j -0.00408022+0.10876j -0.0148874+0.00381494j -0.102714+0.121342j -0.0181128-0.0328698j 0.0440573+0.000657445j -0.0113233+0.147669j 0.0948059+0.000852455j -0.0183798-0.0229662j 0.00470607-0.0504663j 0.0251616+0.0094566j 0.0729552+0.0343693j 0.00961328-0.110112j -0.0618291+0.127076j -0.0346117-0.0280211j 0.0553496-0.0537693j -0.048625+0.0333097j 0.0326771+0.0391644j -0.0371997+0.0334083j -0.0378335+0.0343978j 0.0866708-0.0960726j -0.0301572-0.0301031j 0.00472346+0.000692365j -0.0699551-0.136781j -0.00604089-0.0527345j -0.103357-0.0730363j -0.11079+0.00451958j -0.0150253+0.0829755j 0.0328165+0.0847626j 0.0843934+0.0441267j 0.0483462+0.0207684j -0.015209+0.132556j 0.00579305+0.0456588j 0.0644103-0.00193723j 0.0130605-0.0184373j 0.105641-0.0401244j -0.0333053-0.0989872j 0.00451267-0.160002j -0.0525737+0.0170666j 0.0367936-0.0104468j 0.114835-0.00336881j -0.0314736-0.0438507j -0.0240781-0.0325509j -5.59148e-05-0.0102283j 0.0218694-0.0159117j 0.0315565-0.02001j 0.0313228+0.11123j -0.0525124-0.040446j 0.0492455+0.0540568j -0.0479489-0.00169989j -0.0317582+0.0176952j -0.00525952-0.0230128j -0.0367858+0.0753424j 0.0262923-0.0605614j 0.0909045+0.0691564j -0.081095+0.111352j 0.111542+0.0454881j 0.0261421-0.0145901j -0.0175261-0.0549457j -0.0421047-0.0941958j -0.0563048+0.055507j 0.0245802-0.0254304j 0.0224359+0.106922j 0.00817936-0.0188382j -0.0732877-0.0210771j -0.025344+0.07703j -0.046409-0.0651602j 
0.0227932+0.0291314j -0.0305991-0.0314178j -0.0502161+0.0185273j -0.0630278-0.0170388j 0.0614044+0.0870281j -0.0450403+0.0633861j 0.0526885-0.0481955j -0.142259+0.0323393j -0.0205492-0.087105j 0.0236839+0.0204854j -0.0159778+0.181614j -0.0398893+0.0646541j 0.0367274+0.051004j -0.0385511-0.0861346j -0.075898-0.053839j 0.1861-0.0348279j -0.0091759+0.082288j 0.000636008+0.0628261j 0.0181081-0.0669246j 0.0350366+0.0854262j 0.0706078-0.0161475j 0.0672739-0.15951j -0.0340387+0.0722573j -0.00773178+0.104649j 0.0426536+0.0101009j -0.0129534-0.115603j 0.0520432-0.102854j 0.0620582-0.0433781j -0.0329179-0.0644356j 0.00478671+0.0471772j -0.00819965+0.0538534j 0.0943402+0.0134775j 0.0415637-0.167961j 0.00347976-0.100977j 0.019085-0.0319381j -0.0646472-0.0300608j -0.0748202+0.009581j 0.00346157-0.136111j 0.0265403-0.0268556j -0.0269361-0.0112154j 0.0373998-0.0622191j 0.0602703+0.0339723j 0.0542166-0.0617403j -0.0743593-0.14598j 0.0075569+0.0897319j -0.01101-0.1277j 0.0503214-0.0278615j 0.0225701+0.0621211j -0.0214553+0.0771852j -0.0379884-0.0306873j -0.0280919-0.048296j -0.0354778-0.153972j -0.0935558+0.0626528j -0.0427981+0.148323j 0.0237898-0.0884924j -0.0332486+0.0508869j 0.033978-0.0274039j -0.0330833+0.0612712j -0.177221+0.0726354j -0.0443741+0.0255189j 0.0175766-0.0827954j -0.0369987+0.0440644j 0.0236032+0.0623195j -0.00545782-0.115652j -0.122027-0.0389861j 0.0790706-0.066827j -0.00307198+0.0574731j 0.00291936+0.112049j -0.0757252-0.044739j 0.0926149-0.0535301j 
0.0171934+0.0341944j 0.0143353-0.0269419j -0.0055555-0.0244896j 0.0567924+0.0219112j -0.049677-0.0256918j 0.029656+0.0888776j 0.000271391-0.0439265j 0.112114+0.0149851j 0.0324202-0.128416j -0.117143+0.0821105j -0.0308046-0.0161099j 0.0325066-0.0178967j -0.0516813+0.0487814j 0.00916859+0.110399j 0.0087196+0.0205915j -0.00734269-0.0986312j 0.000350419-0.0265624j -0.00787319-0.0978737j 0.0163584-0.0689111j 0.0400274-0.0583216j -0.0367392+0.0287606j -0.000794502-0.141719j -0.017431-0.0477691j 0.0198187+0.0708226j -0.0568789+0.0535085j 0.0659258-0.0167396j 0.104743+0.0649486j -0.0595008-0.190348j -0.0332974+0.124474j 0.0494739+0.0928834j 0.0638464+0.0256933j -0.0338943+0.0219377j 0.0366073-0.111446j 0.0279002+0.120931j -0.151776-0.0105052j 0.0903691-0.0014637j -0.0789734+0.0298894j -0.0490959+0.0431733j 0.00506939-0.0166727j -0.0693785+0.122005j 0.0746352+0.0815991j 0.0168859+0.127702j -0.0934128+0.0416056j 0.0958227-0.0185979j -0.0377851+0.0895554j 0.0501485+0.0947479j 0.140047-0.0159004j 0.0117985-0.0299905j -0.00563175+0.0078239j 0.0393764-0.00199826j 0.0820527+0.121721j -0.0428147-0.117024j 0.0627396-0.0953398j -0.123974+0.0146033j -0.044347-0.0056811j 0.054047-0.0694186j 0.0551111-0.0434549j 0.0605945+0.109812j 0.011193-0.0346629j 0.0584822+0.17102j -0.0101987+0.13273j 0.0291812-0.0624197j 0.0350683+0.077191j -0.0152356+0.0131048j -0.0929649+0.0394656j 0.0351086+0.0109774j -0.134095-0.00539093j 0.0387639+0.00769446j 0.0620433+0.0172533j 0.0173639+0.0449327j 
-0.0241058+0.037396j -0.0451028-0.0372282j -0.010905+0.00515159j -0.0699892-0.066j -0.0971891+0.053849j 0.0141894+0.0661286j -0.131833+0.0606908j -0.195979+0.0374421j -0.106301+0.0283154j -0.00426993-0.0645852j 0.0592738-0.0011004j -0.0446134+0.086263j 0.0154645+0.0036245j -0.00416312-0.0486402j -0.117577-0.00162105j 0.0577903+0.0430175j -0.0100558-0.00467433j -0.113281-0.0313192j 0.0343052+0.0437442j -0.0124258+0.0153955j -0.000874034+0.047663j -0.0198263-0.177137j 0.0772761+0.0170939j 0.0458457-0.121186j 0.148289-0.0077397j -0.0815871+0.0167511j 0.0304804-0.123077j -0.095578-0.0306326j 0.0190026-0.0503387j 0.0582158-0.006977j 0.100904+0.0802667j 0.0324699+0.034971j 0.045664-0.0588788j 0.0736845+0.0148256j -0.00161597-0.043614j 0.00268751-0.027166j 0.0663146-0.078509j 0.0188244-0.0628669j 0.0833243-0.00248081j 0.190659+0.0359861j -0.0360118-0.124452j -0.0208415-0.00558743j -0.0885526+0.112772j -0.0410365+0.050405j 0.0334412+0.0127263j 0.0761915-0.0395451j 0.0281634-0.0524962j 0.0277647-0.111723j 0.0169683+0.0158172j -0.119618-0.0151524j -0.153114+0.170014j 0.0671556-0.0763095j -0.00657576-0.0313945j -0.0168244-0.125554j -0.111149+0.0678086j -0.0472071+0.146527j 0.0485557+0.0172861j -0.0304339-0.0551773j -0.0129282-0.141271j -0.0414843-0.0236941j -0.0587601-0.0193375j 0.00217967+0.0905129j 0.00538497+0.0836439j 0.0189753-0.0616222j 0.248041+0.0414357j -0.0458734-0.0233481j 0.0595766+0.00948503j 0.00941211+0.0377943j -0.0329733+0.0303706j -0.033924-0.00609308j 
-0.00857277+0.0259459j -0.0591963+0.00138468j -0.0271962-0.0789668j -0.0282431+0.0152304j -0.00840786+0.0270292j -0.0602243-0.0945421j 0.0935572-0.0225196j -0.0134155-0.0640818j -0.0231365+0.123645j -0.024862-0.0460885j 0.106625-0.010378j 0.0447454+0.00938971j 0.0178027-0.0213383j -0.0295223-0.105798j -0.0179077-0.0350232j -0.0548009+0.047539j -0.0821385+0.0236428j -0.0662778-0.00190626j 0.0172403-0.0434462j 0.0254378+0.0375047j -0.0260284-0.0146049j 0.0170419+0.00535528j -0.0480459-0.0182801j -0.0770016+0.125286j 0.0506173+0.0414038j -0.056408-0.0576329j -0.0102112+0.0525563j 0.0249718-0.053767j 0.0447006+0.0726749j 0.0762935-0.00880187j 0.0742244-0.0612532j 0.00938854-0.042239j 0.0245518-0.0354242j -0.00365824-0.0179649j -0.017061+0.0175139j -0.0188163+0.0891055j -0.0938041-0.0421791j 0.0338945-0.0398883j 0.113548-0.0419613j 0.0525087+0.0119526j 0.0229145-0.093209j -0.00147141-0.0751034j -0.00484783+0.00375625j -0.0420967+0.0229699j -0.0198673+0.0448702j 0.0190436-0.136822j 0.01663+0.00483864j -0.0136824+0.0910863j 0.0135016+0.00317688j -0.0216893+0.164273j 0.0200895-0.0950861j 0.00511073+0.0132991j 0.0716168-0.0929183j -0.0239424-0.0100965j 0.0902849+0.0174682j 0.0774018+0.00629382j 0.00593125+0.0529723j -0.0054611-0.00886806j -0.0757097-0.154902j 0.0341327-0.075436j 0.100065+0.0358271j -0.0296629+0.0752634j -0.0365047-0.0215223j -0.0472624-0.0147765j -0.0941787+0.0118242j 0.0135394+0.10391j 0.00296757+0.0492508j -0.031602-0.0422664j -0.0545311+0.00436222j -0.064599-0.0482058j 
-0.0246544-0.0479917j -0.0333581-0.0768864j 0.0608446-0.00119456j -0.123408-0.0672796j 0.0815896-0.00819701j -0.0870826+0.0684145j -0.116533+0.030496j -0.168153+0.0378006j 0.000570503-0.00271386j 0.014974-0.0355279j -0.0227463+0.00798207j -0.0713611+0.1184j 0.0167382+0.0201517j 0.0811749-0.025245j -0.0221625+0.0508417j -0.00902233-0.0163633j -0.0290583+0.0280737j 0.101528-0.0243418j -0.0782979-0.0354132j -0.0571018-0.13341j -0.0749049+0.00462131j -0.00871911-0.0232374j -0.00806994+0.119293j 0.00263509-0.0506719j -0.122328-0.0670291j -0.0752059+0.0114056j 0.0371645+0.0330907j -0.0608018+0.00930105j 0.0302527+0.0367947j 0.0473416+0.100857j -0.0310935+0.0156003j -0.0259863+0.0729565j 0.061185+0.0331743j -0.0217353+0.00878764j 0.137545-0.0212291j 0.0123039-0.088938j 0.0221823-0.0655498j -0.0579632-0.0762328j -0.0952952-0.00146389j -0.020424+0.10107j -0.00343223+0.00513894j -0.0308508+0.0422161j 0.0137664-0.0440595j 0.0504184+0.0473772j -0.101557-0.045454j 0.0556103-0.0688089j 0.0643957-0.00979508j -0.0276119-0.0113451j -0.065813-0.0668023j 0.0541486-0.0559251j -0.0419421+0.0794458j -0.0562777+0.00730696j 0.030863-0.0174246j -0.0958431+0.00299341j 0.0103322-0.00248112j 0.00220619-0.0366594j 0.00264015-0.0473714j 0.0953621-0.0250708j 0.0389735-0.0401234j -0.0121304+0.0158178j -0.0643893-0.0329993j -0.00350351+0.00454246j -0.0466738+0.0505823j 0.0861205+0.0614627j 0.00700561+0.0650633j 0.0155475+0.0316422j -0.0184-0.0817919j -0.00417481-0.0161975j 0.0431426-0.00765507j -0.0154047+0.0710201j 
-0.0383627-0.0232822j -0.0586881-0.0468272j -0.0957333-0.0632309j -0.184433+0.103064j 0.0966341+0.0413007j -0.103255+0.0313809j -0.108282+0.00185786j -0.2071-0.106171j -0.0928553+0.0389395j 0.148492+0.0402818j 0.123444-0.0675223j -0.00518372+0.0539279j 0.0717187+0.0483571j 0.101237-0.0807401j -0.125211+0.0336978j -0.0380494+0.0159218j -0.063909+0.106941j 0.0097153-0.0269551j -0.00209287+0.11215j 0.0678081-0.105356j -0.00915837-0.058197j -0.0123278+0.0137068j 0.0661814-0.00355293j 0.103334-0.011628j -0.00817894+0.0412365j -0.0541491+0.0247098j -0.00580597-0.0663853j 0.0359634-0.0590345j 0.00736711-0.0164322j -0.0796046+0.0523445j -0.0342035+0.00719348j -0.0780467-0.0597115j 0.0337029+0.0617199j 0.0587212+0.0304117j -0.00663169-0.122204j -0.041768-0.0604405j -0.0574531+0.0362722j -0.0496693-0.0959828j -0.0308598-0.0755577j 0.0359737-0.033021j 0.0957599+0.007263j -0.0702906+0.0989494j 0.00315742-0.0723204j 0.0315486+0.0825077j -0.0207204+0.00244176j -0.0248591+0.0383017j 0.0387864-0.0572824j -0.0148822+0.12769j -0.0594974+0.00688363j 0.116278+0.00260169j -0.0102848+0.0249432j 0.000398274+0.0608008j -0.0748823-0.189889j -0.0108692+0.0187612j -0.0349674+0.114055j -0.0115842+0.0094231j -0.0737665+0.0353113j 0.0606843-0.00581006j 0.00853494-0.0869545j 0.0621381-0.0550974j 0.0259961+0.0387869j -0.037771-0.0367616j -0.0403589-0.0857709j -0.0459543+0.0543296j -0.0308992+0.0107598j 0.0393485-0.02239j -0.0252452+0.000640629j -0.0559938-0.0422333j -0.0234112-0.0072666j -0.0643318+0.00601075j 
-0.0154084+0.0131644j 0.00613611-0.0216361j -0.0167039+0.018354j -0.069989-0.00721692j 0.0720611+0.062767j -0.0140279+0.025003j 0.121792-0.017016j -0.0854515+0.000259421j -0.0409217+0.0106659j 0.0539417-0.0506916j 0.0116863-0.00340614j 0.0277144+0.0480549j -0.05676+0.0124907j 0.058748+0.0316707j -0.0607482-0.0840858j -0.0170624+0.0169009j -0.044345+0.0114077j -0.0168662+0.00912378j 0.0328195-0.118829j -0.0614906-0.0591456j 0.00266987-0.0970876j -0.00805651-0.0670071j -0.0901013+0.0553781j -0.00290539+0.0228476j 0.135474-0.0696489j -0.078925+0.0401334j -0.0594647+0.19756j -0.0245384-0.0828051j 0.0126938+0.0689367j 0.043072+0.131312j 0.00782811-0.00525725j -0.150198-0.099266j -0.0485849+0.0493729j 0.170051+0.0126829j -0.0770748+0.056849j -0.0125386+0.110534j -0.0265349-0.126725j -0.0169602-0.0203638j 0.0207324-0.0171192j 0.0175209+0.0306868j 0.00171135-0.0295315j -0.0176741-0.0116487j -0.115545+0.0353582j -0.0247413-0.0131622j 0.0904933+0.00336292j 0.144637-0.032132j -0.0235746+0.0822771j 0.0503137-0.00341617j 0.099542+0.076041j 0.112231+0.087617j 0.0920463+0.0339068j -0.0883173-0.0482403j 0.159445-0.0733859j -0.0675719-0.0939279j 0.19748-0.00648167j 0.0606748-0.0496644j -0.0226811-0.0238896j -0.0617565-0.0366619j 0.0635756-0.00715013j -0.0452328+0.0097628j -0.0488821+0.00663776j -0.0262349+0.0440883j 0.0016718+0.0487048j -0.00241534-0.00373465j 0.108034+0.0260369j 0.0253364-0.0263807j -0.0398122+0.0191373j -0.000295048+0.0389128j -0.00244137-0.0047036j 0.00600967-0.012275j 
-0.0063838+0.0267859j 0.0124566-0.0393609j 0.0144598-0.0554523j -0.0710957+0.00762869j -0.0961781-0.0347511j 0.00539987-0.015109j -0.0884493-0.0518527j -0.107439+0.0327103j -0.0609769+0.0632147j -0.0698839-0.00847703j 0.0331549-0.00124632j 0.0752527-0.00969423j -0.0646388-0.072323j -0.0212646-0.0782097j 0.0733307-0.0954805j 0.0249775+0.0128659j -0.0480174+0.0226844j -0.0206592-0.12618j 0.01896-0.0350251j -0.0931114+0.0534526j -0.035534+0.0238841j -0.00397165-0.0869573j -0.136864+0.0549703j 0.0800793-0.0932501j -0.0381418+0.0156405j 0.0372204+0.065238j -0.0536524+0.0762586j 0.10566-0.0458117j -0.201968+0.0733847j 0.0540794-0.0717615j 0.0415131+0.0418879j -0.00724277+0.110717j -0.0177625-0.0912899j 0.00343408-0.00868854j -0.00578379+0.0286121j 0.0196083+0.0588057j 0.105318+0.00750022j -0.0582494-0.0101634j -0.0477935+0.0747024j -0.0753069+0.0114376j -0.0175074-0.0927773j 0.00355659-0.114203j -0.0719152+0.0985858j 0.00699063+0.0306381j 0.0670978-0.057986j 0.0343877-0.0855253j 0.015089+0.265724j -0.0629761+0.0589607j 0.013512+0.0395446j 0.0151302-0.0181047j -0.0682836-0.0844853j -0.0706387+0.109615j 0.0200412+0.07404j 0.0214226+0.14503j -0.021645-0.0600455j -0.0129186+0.0253694j -0.0100277-0.0728204j -0.10782+0.0577987j 0.0866872+0.00463193j -0.0160494-0.0697752j -0.00101359+0.0341581j 0.00175747+0.00248771j -0.0406612-0.0238025j -0.0269654+0.0879403j -0.116195+0.0753932j -0.0143921-0.0658228j -0.0598819-0.00918054j -0.0236107-0.0147025j 0.035859-0.0147888j -0.0128464-0.0174666j 
0.0198028-0.00464793j -0.0473574-0.0295886j -0.0974234-0.0563181j -0.204862-0.0786062j 0.146293+0.0965245j -0.0891976+0.0353738j 0.0442959+0.0961305j -0.0107945+0.0195127j -0.00490464-0.0650989j -0.0340887+0.078667j 0.12997+0.0547701j 0.050501+0.075113j -0.0378168-0.00338561j 0.0489919+0.00690618j -0.0810031-0.000853757j 0.0108171-0.0485479j -0.101922-0.0105756j 0.0274773-0.064951j 0.0428022+0.0803511j 0.0170243-0.0276578j 0.00695274-0.00869914j -0.0597966+0.026434j 0.00994783-0.0598474j -0.0402727+0.0433079j 0.00887018+0.108028j 0.0268223+0.00734591j -0.0933813+0.146742j 0.00656309-0.0448205j 0.0166712-0.0274768j -0.0541733-0.0349984j -0.0297242-0.161421j 0.045928+0.0674385j -0.0557933+0.0744992j 0.0455325-0.100016j 0.0435502-0.0798431j 0.0553058+0.0709673j -0.0173724-0.0678924j 0.0331735+0.0613049j 0.0145489+0.0567358j 0.0353372+0.0270531j 0.019847+0.0237763j 0.00400002-0.0147844j -0.0185112-0.0421418j -0.0797793-0.0801329j -0.0502743+0.0126267j -0.0234109+0.0782566j -0.14167+0.0583054j -0.0334537+0.0809878j 0.0759334+0.111101j 0.0927776+0.120969j 0.032713-0.0229138j 0.0468904+0.0132278j 0.0503524+0.0196501j -0.0259921-0.0808506j 0.0590223-0.0662045j 0.0222349-0.0991216j 0.0146051-0.053923j -0.110373-0.0628904j 0.0127178+0.0585843j 0.0206618+0.0593121j 0.0781254+0.0496356j 0.0213261+0.0143014j 0.0118487-0.0374219j -0.00298196+0.0262428j 0.149431-0.00880807j -0.0509451+0.0158036j -0.0335881-0.0319148j -0.0318184-0.0368203j -0.0340046-0.00487363j 0.027606-0.0255102j 
0.00546553+0.00762405j 0.011305+0.0357219j 0.0830909+0.149052j -0.0704901-0.128208j 0.0162788+0.0670019j 0.0179045+0.187545j 0.0278669+0.0201022j -0.0750856-0.0839492j -0.0777321+0.00294827j -0.0125572-0.0638444j 0.0578402-0.146946j 0.0277454+0.0576347j 0.0431316+0.0742757j -0.00423144+0.0314188j 0.0614081-0.0245589j -0.0863264+0.0130435j -0.0679066+0.0430484j -0.0400409-0.105879j -0.109862-0.143388j 0.0245595+0.0615002j 0.0496269-0.0719366j 0.00141222-0.140631j -0.0427403-0.109055j -0.0162046+0.0326752j -0.0405811-0.0528958j 0.040896+0.0483453j -0.0470886-0.0996569j 0.0856493+0.079034j 0.0522662-0.0574987j 0.0960679+0.0837395j -0.102645-0.136465j 0.03915-0.0165194j 0.0698643-0.0355746j 0.0205176-0.0915918j 0.0615371-0.0317576j -0.0549935-0.07064j 0.0110547+0.0621125j -0.0192534+0.125801j -0.00344212+0.0114724j -0.0315089+0.0317286j -0.0349987-0.124713j -0.00458611+0.00936942j -0.131476+0.00837251j -0.0295817-0.0181703j -0.00845598+0.00907769j -0.0673601+0.0418961j 0.0952109-0.149173j -0.0275669-0.036607j 0.041113+0.0251518j 0.113405-0.0552695j 0.032428-0.025941j 0.0705327+0.00432809j -0.0404942+0.0233714j 0.0158258-0.144112j -0.0225298-0.0302141j 0.0186055-0.0313114j -0.0297987-0.0536978j 0.123725+0.0965777j 0.0729686+0.0289261j 0.0771407+0.0524894j 0.0614754+0.0794888j 0.0176499+0.0517392j -0.00737007-0.0178111j 0.0156045-0.0647678j -0.136906-0.0232763j -0.0657354-0.0697592j 0.0433761+0.0503464j -0.0118023-0.0340023j 0.0240461+0.0420485j -0.0414225-0.0204506j 
0.0150161-0.0370974j 0.0998743+0.0119944j 0.0382995+0.06414j 0.00281908+0.0673113j 0.082337+0.110812j 0.0938511-0.0344061j 0.0604042+0.0635902j 0.0183079+0.0557985j 0.0450245+0.00264322j 0.0841047+0.127721j -0.0218116-0.0292019j 0.00299665+0.0410113j 0.0124483+0.00180345j 0.0625068-0.0678531j 0.0460985-0.0155189j 0.023444-0.0761571j 0.0807849+0.0410784j -0.121618+0.0497794j -0.0229396+0.124168j 0.014356-0.0703079j 0.0141326+0.0492786j -0.0316815+0.011208j -0.0628318+0.0350296j -0.018977+0.104389j -0.0398086+0.0196533j -0.209437+0.0368997j -0.0981732+0.0942251j 0.0118909+0.0702271j -0.0523153+0.171719j -0.0621024+0.0479501j -0.0437108+0.0246731j -0.0147356-0.0433062j -0.116208+0.00885387j -0.01212-0.0696421j -0.0649069-0.0294274j 0.0498757-0.152966j 0.00353215+0.046223j 0.0202552-0.0126944j 0.0107008+0.126397j -0.0130303+0.0586487j 0.0239553-0.00351262j -0.00451521-0.00539952j -0.0412946-0.0629714j -0.00126263-0.051136j -0.0438313+0.0612036j 0.0859591-0.00115764j 0.070515+0.131746j 0.108436+0.0626724j -0.0144014+0.136955j 0.047906-0.107371j 0.0719165+0.0344448j 0.0274901+0.0125929j 0.02808+0.0959412j -0.0854874+0.106256j 0.0214999-0.0551729j -0.0492633+0.0427996j -0.0514017+0.138758j -0.0277364-0.0348627j -0.0115537-0.0423664j -0.035528-0.0802227j -0.0184979-0.0160878j -0.039483-0.0483109j 0.0289353-0.0177114j -0.00353658+0.0516056j 0.021214+0.0253184j -0.0091719+0.037265j -0.0788535-0.0151721j -0.0198939+0.0329342j -0.0396091-0.0616843j 0.0845986-0.0422258j 
-0.013125+0.0124397j -0.0252577+0.0964817j 0.0408117+0.0663617j 0.127609+0.0110428j -0.05264+0.0268786j 0.00272715+7.95692e-06j 0.0173873-0.0641893j 0.0395326-0.00149314j 0.0121065-0.0732028j -0.00122276+0.0329052j 0.0574851+0.000377491j -0.0421928-0.0118848j 0.0529912+0.0405002j 0.0373942+0.0441361j 0.00934269-0.0529407j -0.0384022-0.0720209j -0.0964988+0.0403691j 0.0296782-0.0165004j -0.046781+0.0625579j -0.0120898+0.0605937j 0.00461+0.0670535j 0.0569946-0.077829j 0.0796582+0.087494j 0.000163804-0.0152976j -0.0141037+0.0829746j -0.0319901+0.0298682j -0.0132836+0.0480267j 0.0490344+0.0183722j 2.43362e-05-0.0909318j -0.0841658-0.0221205j 0.0134652+0.024209j 0.0327517+0.0281587j 0.0678742-0.0513739j 0.0117318+0.0656639j 0.0634011-0.043008j 0.105842+0.0585645j -0.0516353-0.0522254j -0.176916+0.100333j -0.0212303-0.144785j 0.0468082-0.0341367j -0.0580388+0.039399j -0.00312878+0.00214392j 0.0410245+0.0587424j 0.129902-0.0177524j 0.0111285+0.0281144j -0.134719+0.0483968j 0.0535132+0.0608663j -0.0814478+0.0777096j -0.0202752+0.0264252j 0.0441043-0.0606895j -0.0586409+0.12314j -0.10983-0.0218585j -0.0802838-0.0156188j -0.0937728+0.0244768j 0.0784592-0.0296584j 0.0237903+0.00179266j -0.0118126-0.0167677j -0.0304051-0.131547j 0.0713303-0.0248441j -0.0169171-0.0149037j 0.0086407+0.0102403j -0.0192744-0.020147j -0.0686271-0.0221561j -0.0313651-0.048498j 0.138315-0.0219636j 0.0723199-0.00661419j -0.0366827-0.0250599j 0.00417123-0.0542991j 0.0965649+0.0089876j -0.0453166+0.0547212j 
0.0191136-0.0721899j -0.0167237+0.0511299j 0.0371631-0.000894971j 0.0618547-0.0483014j -0.0442431+0.0290616j -0.0149847-0.0441324j 0.0238576+0.0621131j 0.00480615+0.0460009j 0.0288189-0.0387874j -0.0570851+0.0571704j 0.124651+0.226781j 0.0398848+0.0917851j -0.00161191-0.15822j -0.0983877-0.00355993j 0.0970445+0.212124j -0.13365-0.0605815j -0.0879368+0.125558j -0.036685-0.0511435j -0.0707252-0.0467841j -0.0132139-0.0235746j -0.110017-0.0952282j -0.0672665+0.0965735j -0.0668572+0.0879559j -0.0693018+0.0247334j -0.0954954-0.0400832j 0.129669+0.0318957j 0.0668669-0.0568713j -0.00674698-0.0983648j -0.0207356+0.0398003j 0.0636303-0.0910688j -0.00190209+0.0547283j -0.122699-0.0294578j -0.00718296-0.063572j -0.0018272+0.190179j 0.0339165+0.0363683j 0.0346928-0.0141591j -0.0175703-0.066932j 0.00151991+0.0783664j 0.0814265+0.0345615j -0.0073335-0.0194291j 0.0162672+0.0290545j -0.0527197-0.0162605j -0.0760462-0.0235079j -0.0885604-0.030944j -0.018109+0.034771j 0.0835445+0.0684518j 0.0211062-0.215447j -0.00048822+0.10999j 0.0553094-0.0103044j -0.0225873-0.0591594j -0.0364824-0.0259745j 0.107887-0.0568075j 0.00577556-0.0130405j 0.0608546+0.0654832j 0.0384814+0.0296425j 0.0710895-0.00340857j 0.0238378+0.0763515j 0.0439224-0.00216389j -0.0427159+0.00969463j -0.0566891-0.00817136j 0.10328-0.0159735j -0.0604262+0.0239158j -0.0364158-0.0212851j -0.0632755-0.0406472j -0.0713178+0.0184966j -0.0185131-0.0826851j 0.0594291-0.0506361j -0.0690881+0.0160382j -0.108654-0.0456881j 0.032346-0.0816596j 
