0.0107494-0.0180308j -0.0089237-0.00745457j 0.0107939+0.00112235j 0.00398997-0.0141729j -0.014783+0.00293082j 0.00141929+0.00479514j -0.000155098-0.00070504j 0.00151549+0.000312528j -0.00298427+0.00774283j -0.00334292+0.00112454j -0.00656895-0.000174055j -0.00455086-0.00410276j 0.00187557+0.00735051j -0.00356692+0.000608988j 0.00267861+0.00335461j 0.00293174-0.0041542j -0.00687208-0.00376014j -0.0094342+0.00302593j -0.00273356+0.000889249j 0.00138376+0.00142126j -0.00211411+0.00297948j 0.000220113-0.00173207j -0.00143805+0.00109649j -0.00637611-0.00365812j -0.00509997+0.00701227j 0.00192827+0.000476994j -0.00926694+0.014975j -0.0102903+0.0113498j 0.00603614-0.00309696j -0.006563+0.0211315j 0.0277901+0.0165776j 0.00140332-0.00515967j 0.00484281+0.00680484j -0.00184812-0.00198639j -0.000992848+0.0016058j -0.00237603+0.00232826j 0.00742523-0.00264551j 0.00103146-0.00166344j -0.00718041-0.00254232j -0.00159063-0.000280473j 0.000452999+0.00395834j 0.00643348-0.00220009j -0.00173172-0.00613222j 0.000722498+0.0002861j -0.00647745-0.00237439j 0.00269391-0.0162152j -0.0121312-0.00900912j 0.01524+0.0126094j 0.00657646-0.0224001j 0.0285444-0.000362238j -0.0022404+0.029901j 0.0199647+0.00217826j 
0.00048637-7.38875e-05j 0.010604-0.00566373j 0.00158154+0.000289312j -0.00555293+0.00421815j 0.00258818-0.000359002j 0.0118494+0.00743719j -0.0021263+0.00602683j -0.00409232+1.7894e-05j -0.00311987+0.0135058j -0.00556564+0.00876799j -0.00310008-0.00461045j -0.00205729+0.000413873j 0.00789376+0.010222j -0.00147404-0.00534936j 0.00296368+0.00705846j 0.00401523-0.00969021j -0.00362923+0.00582085j -0.00331558-0.0122845j -0.00153646+0.00715788j -8.64571e-05+0.00636508j -5.50234e-05+0.00427501j -0.00270116+0.0115909j -0.00302482+0.00213136j 0.00372944+0.00632575j 0.00129191+0.000621517j -0.000431371+0.0115997j 0.00651001+0.00392319j -0.00873964+0.00949395j 0.00551618+0.000664831j -0.0195891-0.0113948j -0.00397547+0.0162318j 0.000555529+0.00158389j 0.0016385+0.00437904j 0.0031839-0.0119472j 0.00318409+0.0084281j 0.00151494+0.00693414j -0.00899932-0.027209j -0.00408465-0.0215883j -0.00514507+0.00264381j -0.00063214+0.00104275j -0.00415585+0.00796924j -0.00848412+0.00519641j 0.00106235-0.00133609j 0.00465848+0.00729276j -0.00510063+0.0101319j -0.00694906+0.00183628j -0.00354209+0.00582789j 0.00805402-0.0133331j -0.00862946+0.00653277j -0.00969681-0.0056794j -0.000904938+0.00348801j 0.00637065-0.00137888j 
6.84722e-05-0.00383775j 0.0161802+0.0133224j 0.00159747+0.000851689j -0.000609067+0.00660993j 2.68616e-05-0.00806083j 0.00479162-0.00162941j 0.00848578+0.0205835j -0.0131754-0.0161163j -0.00492507-0.00550112j -0.00218095-0.00792082j 0.00171115+0.0103181j -0.000222062-0.00687086j -0.00355079-0.00654067j -0.0011463-0.00491478j 0.00404957+0.0055384j -0.00319452-0.00148867j 0.000795112+0.00540602j 0.00763386+0.0141168j -0.00198219+0.000212322j -0.00303788-0.00435449j -0.00425131-0.00513072j -0.00223513-0.0076644j -0.00224205-0.00542755j 0.0058405-0.000382083j 0.00199472-0.00136837j -0.00314479-0.00694443j 0.00190282-0.00416891j 0.00313378+0.00583726j -0.00463494+0.0015112j -0.00605937-0.00529575j -0.00394024-0.0220554j -0.000916426+0.0191511j 0.0114879+0.0480636j -0.00542437-0.022279j -0.00111529-0.00750283j -0.00188246+0.00566981j 0.00821211+0.0103933j 0.00682337+0.00898633j -0.00539227+0.00155591j -0.00143984+0.0049565j -0.00224788-0.00390684j -0.0005975-0.00218126j 0.00389783+0.00123297j -0.000800541+0.00681087j -0.00122104-0.00183176j 9.0789e-06-0.00207557j -0.00322752-0.00509283j -0.00299195+0.00364264j -0.00493586-0.0124624j 0.000163711-0.000200134j 0.000975335-0.00499938j -0.00455808-0.000176133j 
-0.00133452+0.00232169j -0.0113035-0.00106227j -0.0026499-0.00329141j 0.00253844-0.00234052j -0.0011749+0.000674521j -0.0159709-0.0169253j -0.00705662-0.00792633j 0.00111515-0.0116862j -0.00127796+0.00438129j 0.00653543+0.01663j 0.00176863+0.00216062j -0.00295978-0.00305378j -0.00537078-0.000481505j -0.00405198+0.00390419j -6.89503e-05+0.0182753j 0.00729017+0.00361001j -0.00281611+9.76017e-06j 0.00104864+0.00772495j -0.000673153+0.00306677j -0.000120922+0.000244904j 0.0025608+0.0123312j -0.000367356+0.00309583j -0.00136843-0.00635725j -0.00778208-0.00992918j -0.00553563+0.0052831j -0.00064929+0.00504029j -0.00875675-0.00307462j 0.000803591-0.0115472j -0.00771509+0.00206152j 0.0157119-0.00836892j 0.00258041-0.00989765j 0.0171945-0.000291984j -0.00512806+0.0184829j 0.000738616+0.0225171j -0.00471123-0.000119871j -0.000844815+8.16942e-05j 0.00790201+0.00541536j 0.00624229+0.00300777j 0.00124007-0.0048503j 0.000759945+0.000805088j 0.000583789-0.00517835j 0.00120585-0.00843289j -0.00179839-0.000931409j -0.00290089-0.000262617j 0.00139825-0.00238282j 0.00194829-0.0056622j 0.000172017-0.00692434j 0.00130986+0.00771816j 0.00327083-0.00695704j 0.00946602+0.000942825j 0.000298975+0.00256333j -0.0027872+0.00221812j 
-0.00961005+0.0169201j -0.0206855+0.0162679j -0.00259222-0.00641503j 0.00805986-0.00171836j -0.00818473+0.00331977j -0.0117919+0.0157445j 0.000767106+0.00232732j 0.00524702+0.0134092j -0.000415785-0.00111625j 0.00137464+0.00619868j -0.00787844+0.00824715j -0.00575693-0.000446699j -0.00649742+0.010893j -0.00312257+0.00587525j 0.00411879-0.00675501j -0.000434629-0.0148694j 0.000738383-0.00378418j -0.00213107+0.0137676j -0.00284797+0.0107484j 0.00214621-0.00137852j 0.000592328-0.00445068j 0.000614074-0.00140481j 0.00425267-0.00244371j 0.00129757-0.00490531j -0.00422918+0.0162033j 0.00586717+0.0125926j -0.00589942-0.0145809j 0.0123517-0.0101843j -0.0119918+0.00854521j 0.0023705+0.00539858j 0.00578023+0.00704443j -0.00493953+0.00458189j 0.00518683-0.00842059j 0.000144032-0.00926678j -0.00122105+0.00304785j -0.000962472+0.00448429j 0.00808208-0.013533j 0.00368056-0.0118571j 0.00129553+0.0048521j -0.000307253+7.23924e-05j 0.000107681+0.00693073j 0.00464392+0.00823824j 0.00319957-0.00153813j -0.00126605+0.00100362j 0.00155288+0.00516826j 0.0041125+0.00491423j 0.00269826+0.0112388j -0.00374048-0.00981173j -0.00276601-0.00379757j 0.0128618-0.00309825j -0.000392928-0.00764344j -0.008542-0.000929798j 
-0.0177958+0.00200647j 0.00672939-0.0136353j 0.0098901-0.0201052j -0.00508644+0.00506282j 0.00646133-0.0158855j -0.0016387-0.0111514j -0.00752677+0.007696j -0.0134932+0.00481692j -0.00391309-0.000391492j 0.000668592+0.0110546j 0.00213207-0.00520899j -0.000403244-0.00517718j -0.00304536-0.0119647j -0.00224933-0.00470251j 0.00366381-0.00505261j 0.00634492-0.000779445j 0.00307974+0.000925963j -0.0070727+0.00492064j -0.00212127+0.00258653j 0.00220479+0.00226987j -0.000322002+0.000814164j -0.00273924-2.95851e-05j -0.001359+0.00917959j 0.000132586+0.00585994j -0.00612746-0.00344956j -0.000501608+0.00235499j 0.00214211-0.00706695j 0.00623815+0.00939003j -0.00249145-0.00795842j -0.00239692+0.00294081j -0.000698485+0.0115922j 0.0163168-0.0105578j 0.00128973-0.0145055j 2.37898e-05-0.0165356j -0.00409899+0.00155295j 0.000695955-0.000975374j 0.00101587-0.000760055j 0.0034433-0.00378865j -0.00514651+0.00393367j -1.20482e-05-0.000570001j 0.00219448-0.000156159j -0.00578439+0.00432966j -0.00332014+0.00101364j -0.00585682+0.00310776j 0.00201789+0.00124975j -0.00748484+0.00411435j 0.00208904+0.00223408j 0.000636493+0.0047544j -0.00887851+0.00614318j 0.00518895-0.00946167j 0.00409111-0.00603941j 0.00180632+0.0101855j 
0.0173186-0.0215262j -0.00606393+0.00526055j -0.015163+0.00239104j -0.00507465-0.00164401j -0.00378665-0.00050383j 0.00583016-0.00414887j -0.0128912+0.00418992j 0.00719763-0.00456987j -0.00357857+0.00511024j 0.0122405-0.00335897j 0.00466109+0.00196906j -0.000534511+0.00514419j 0.00340579+0.000596589j 0.00413196-0.00424415j -0.000837315-0.00434174j 0.000646431+0.00280888j -0.00174447+0.00188372j 0.00323582-0.00103614j 0.00335039+0.00658763j -0.000991991+0.00777047j 0.00267964-0.00351949j -0.00017139-0.0075082j -0.00357507+0.000528458j -0.000324792+0.00184157j 0.00533477+0.0062787j 0.0039568+0.00488293j -0.000612833+0.000702408j -0.0121821-0.00785397j 0.0027876+0.0171325j -0.00436642-0.00765208j 0.00721392-0.00116402j 0.00130913-0.00603408j -0.0013363-0.0252904j 0.00219006-0.0188407j 1.5898e-05+0.00129065j 0.00129913+0.00130384j -0.000572558-0.0080276j -0.00276797-0.00809296j -0.00311107-0.00225515j -0.0015869-0.000341595j 0.0018467+0.00191365j -0.000413893-0.00105072j -0.00261082-0.00438518j -0.00173184-0.00103666j 0.00272493+0.000979557j -9.05299e-05-0.00396137j -0.00199866+0.0030978j -0.0111708-0.00700914j 0.00154483-0.00631463j 0.00387681+0.00675749j 0.00780876+0.00390813j -0.00941156-0.00748696j 
-0.00381624+0.00588922j 0.00547029+0.00253892j 0.00771735+0.00646374j 0.00479053-0.00464533j 0.00324344+0.0039828j 0.000223434+0.00364354j 0.00534897-0.00472939j -0.00162005-0.0140189j 0.00218499+0.012493j -0.00583294+0.0186048j 0.0029671-0.00265973j -0.00264688+0.00253817j 0.000473708-0.0121065j -0.00244917-0.00691522j 0.00384952+0.0167143j 0.00273869+0.0121756j 0.000270775+0.00443638j 0.00140542+0.00107769j 0.000530825+0.00419024j 0.000394218-0.00738229j 6.71069e-06+0.00375435j -0.00283103-0.0058941j -0.00201905-0.00485454j -0.0037229-0.000858602j -0.00269608-0.00902774j -0.00221575-0.0023387j -0.00414805-0.00116856j 0.00291735+0.000881707j -0.0046426-0.00319185j 0.00941541-0.00358339j -0.00155063-0.00794304j 0.0123484+0.000165573j 0.00426379-0.0137251j 0.00301611-0.0485785j -0.00228238-0.00434781j -0.00181603-0.00741923j 0.00291911+0.00925694j 0.00564386+0.0106884j 0.00283121-0.00597336j 0.00139997-0.00245639j 0.00128076-0.00596373j 0.00355608-0.0107195j 0.00152533+0.00278587j 0.00111264+0.00612375j 0.000634816-0.00298178j 0.00307323-0.0104741j -0.00102182-0.008053j 0.00342794+0.00697356j 0.00245202-0.00109606j -0.00335246+0.000812043j -0.00418572+0.00472244j 0.0053923+0.00237209j 
0.0159973+0.00464446j 0.00537808-0.00494435j -0.010979-0.0146969j -0.00671145-0.00774208j -0.00264769-0.0125428j 0.00287716+0.0239458j -0.0131831-0.00569275j -0.00855383+0.00559565j -0.00388064-0.00352602j 0.00437582+0.00206028j 0.00984495-0.00211248j 0.00334945-0.00591072j 0.00268933+0.000936405j 0.00183142-0.00439172j -0.000714562-0.000774874j 0.00305716+0.00863092j 0.0010297+0.00207291j 0.00411246-0.00487807j 0.00399706-0.00186583j -0.00337697+0.00383036j 0.00370424+0.00254591j -0.00211976-0.00516059j -0.00394217-0.00418552j -0.00248777+0.00765044j -0.000181992+0.00137787j 0.000652176+0.00434364j -0.000164258+0.00166367j -0.0049911-0.00838722j 0.00119448+0.00932829j -0.000912816-0.0231638j -0.00215779+0.005544j 0.0042022-0.00273855j 0.00157075+0.00500523j 0.00452703-0.0180524j 0.000365671+0.00506652j 0.00206957+0.00255808j -0.00331341-0.0195929j -0.00184561-0.0127642j 0.00262834+5.245e-05j 0.001868+3.07215e-05j 0.00053297+0.00261661j -0.00157028+0.00123118j -0.00119978+0.00134328j 0.00321782+0.0107197j -0.00291694-0.00154993j -0.00818869-0.00455006j -0.00811486+0.000113561j 0.0062403-0.00934333j -0.000643358-0.00606971j -0.00102047-0.00877202j -0.00337947-0.000201516j 0.00256841-0.000897176j 
0.0271513+0.0180794j 0.00859233-0.0154501j -0.0178272-0.00302312j -0.00778895+0.0173574j -0.00220776-0.0106707j 0.0145134+0.00498732j -0.00439296+0.00962861j 0.0121099+0.00352263j -0.00385062+0.0043576j 0.00915409+0.00307386j 0.000876981-0.00197487j -0.00106193+0.00363666j 0.00609148+0.00297338j 0.00479271+0.00426157j -0.00403025+0.000362057j -0.00836086-0.0072829j -0.00328097-0.00172298j 0.00381805+0.00450446j 0.00108383+0.00371057j 0.0012196-0.00653159j -0.00110231+4.53695e-05j 0.00233632+0.00127568j 0.00292407-0.00157534j 0.00395831-0.0063128j 0.00757141+0.00240187j 0.00445581-0.0052264j 0.00169649-0.000772015j -0.000912618-0.00750841j 0.00461676+0.00458886j -0.00737521+0.0157438j 0.00752193-0.00454452j 0.000608394+0.000505254j -0.00332174-0.0074624j 0.00155421-0.00140219j 0.00211185-0.000242014j 0.000370445-0.00253749j -0.009642+0.00366791j -0.00606877+0.00259026j 0.00218689+0.00333961j -0.00159537-0.00140425j 0.0060205-0.000380184j 0.00595259+0.00307548j -0.00057024+0.00357822j -0.000428375+0.00106139j 0.00194834+0.000587347j 0.0033858+0.0047265j 0.00619526+0.00832121j -0.0178639+0.00298419j -0.00540454+0.000531163j 0.00866908-0.00176735j 0.00209187-0.0126582j -0.013776+0.00619442j 
0.000926906-0.00683957j -0.00509943-0.00337156j -0.00487758-0.00130964j -0.00147855+0.00373014j 0.000298563-0.0118729j -0.0123648-0.00468853j -0.00366891-0.000125903j 0.00153408+1.97223e-06j -0.00338576-0.00951146j 0.000761079-0.00243001j -0.00362312+0.00732682j 0.0016961-0.0146788j 0.000261474-0.00561569j -0.000864155+0.002571j -0.0041114+0.0110504j -0.0020655+0.0100581j -0.00245131+0.00309173j 0.00255425+0.010768j 0.00041565-0.00644411j -0.000394498-0.00228074j 0.00156302+0.00456201j 0.00127677-0.0097325j 0.00260421-0.0124453j -7.44171e-06-0.00941454j -0.00164455+0.00118306j -0.003518-0.00243707j 0.00276892-0.0106197j 0.00082074-0.00564069j 0.00212716+0.00208044j 0.00965044-0.00635241j 0.000549407-0.0164798j 0.00695884+0.0165422j -0.0021424+0.0329048j 0.00668697-0.00109654j -0.001914-0.0056904j 0.000883316+0.00701469j 0.00501861+0.00631713j 0.00246752+0.00191339j 6.55529e-05-0.00148805j -0.000883471+0.00601253j 0.00319203-0.0011965j 0.00387826-0.00141967j -0.000917995-0.00442727j -0.00764178+0.00124383j 0.0041066-0.00206088j 0.0023535-0.00396839j 0.00180219+1.81311e-05j -0.00960701+0.00408212j 0.000296243-0.015506j 0.0174998+0.00474304j 0.00485056-0.00456849j -0.0143861+0.00226241j 
-0.000874699-0.00156872j -0.000947526+0.00137212j -0.000251816-0.000565997j 0.000707878+0.00043677j -0.00035765+0.000119604j -0.000277737-0.00181222j 0.000402493+0.00161564j 0.000178451+3.23103e-06j -0.000874145-0.00195304j 0.000865635+4.43556e-05j -0.000175055+0.00346819j -0.000275401-0.00257366j 4.45044e-06+0.00240311j -0.000298663-0.00206312j 0.000308166+0.00241861j 0.000198057-0.00195463j -0.00015033+0.000265487j -0.000927255-0.000458527j -5.18073e-05+0.00316003j 1.08447e-05+0.00162664j -0.000364225-0.00226123j -3.41613e-05-0.00345766j 0.000407313+0.00374336j -0.000441894+0.000582588j 0.000279134-0.00179738j -0.00118666+0.00209641j -5.61099e-05+0.00249422j 0.000142543-0.00304874j -0.000141847-0.00157796j -0.000543229+0.00208981j 0.00121108+0.00191262j 0.000531393-1.35617e-05j 0.000423102+0.00577466j -0.000111393+0.000416858j 0.000521325+0.0050545j -0.00521763-0.0294314j -0.00187247-0.0156061j 0.00259099+0.016362j 0.00537421-0.00368267j -7.85233e-05-0.0212587j -0.00123828+0.00728323j -0.00235945-0.00579319j -0.0028956+0.028549j -0.00100733-0.00590597j 0.000963793-0.0031289j 2.54112e-05-0.0055336j 0.000655835+0.000766488j 0.000372067-0.00150369j -2.10421e-05+0.00190135j -0.000747264+0.000127856j -0.000168009+0.000236752j 0.000492585-0.000306336j 
0.00541433+0.013117j 0.0254845+0.017916j 0.00906033-0.0155836j -0.0181549-0.015981j 0.018958+0.00580799j 0.00758058-0.011022j -0.026116-0.0135044j 0.00630778-0.00897457j 0.00245562-0.0079006j 0.00331078+0.00340131j 0.0146144+0.00711409j 0.00140318+0.00427874j 0.00766284+0.00200998j 0.00334783+0.00396314j -0.0037444-0.00405934j 0.00574454-0.00137334j -0.00185982-0.00352751j 0.00314854+0.00239784j 0.00532231-0.000293453j 0.00105754-0.0012079j 0.00140603-0.000748962j -0.00525797+0.00539199j -0.00852095+0.000432701j -0.0113581+0.00684835j 0.0077823+0.00196009j 0.0150304-0.00194661j -0.0110953+0.00973367j -0.0130975-0.00298089j 0.00434634+0.0018025j -0.00368043-0.0114468j 0.00171116-0.000489996j 0.017135+0.00246158j -0.00755398+0.000513257j 0.00144315+0.0128598j -0.001102+0.00242051j 0.00245658+0.00416619j -0.00783476-0.00626042j -0.00366254-0.00650722j -0.00509404-0.00441545j -1.35973e-05+0.00165623j 0.00565896-0.00271832j -0.000496609-0.00623358j -0.00258133-0.00455086j -0.00196774+0.00124082j -0.000263346-0.0042338j -0.00613126-0.00526175j -0.000489583-0.0073748j -0.00629147+0.00227411j -0.00232626+0.000897102j 0.00104632-0.00701428j 0.00581463+0.00456858j -0.000974814-0.000533738j 
0.00329599-0.00250889j -0.000550703-0.00158513j -0.00265452-0.0067855j -0.00266459+0.00119597j 0.000521258-0.00146872j 0.000808338-0.00734127j -0.00555842-0.00209814j 0.0029981+0.0050539j -0.00119197-0.00581126j 0.00330041-0.000393222j -0.000243864+0.00778358j 0.000344658-0.006367j 0.000796059+0.00667785j 0.000983529-0.00193093j -0.00144644+0.00210044j 0.00111775-0.00349609j -0.000183997-0.000249043j 0.000143505-0.000109065j 9.58037e-05+0.00504213j -5.27943e-05+0.0030256j 0.000610672-0.00227692j -0.000343824-0.0044947j -0.00111166+0.00361883j -0.00226825-0.00152555j 0.00193585+0.00109914j -2.67207e-05+0.00409629j -0.00114208+0.001438j -0.00246297-0.00696943j 0.00244382+0.00132653j -0.000499117+0.000913242j 0.0019123+0.00166097j 0.00476893+0.00287761j -0.00310466+0.00623856j 0.000456521+0.00816391j -0.000983827+0.00454544j 0.00114807-0.0187689j 3.92605e-05-0.0153578j -0.00112652+0.00757571j 0.00463211-0.00290583j 0.00233973-0.0142571j 0.000605846+0.00626294j -8.65135e-05-0.00386243j -0.00599904+0.0183042j -0.00180009-0.00486205j 0.0019199-0.00144833j -0.00046633-0.00408135j 0.00162369+0.00297457j -0.00442192-0.00085317j -0.00227158-0.000330931j 0.00541286-0.000190115j 0.00172772-0.00150263j -0.00510486+0.001281j 
-0.019631+0.00334659j 0.0165382+0.0171999j 0.0123207+0.0148522j -0.00350051+0.00162924j 0.0121295+0.00234323j -0.00349543+0.0287549j 0.00345139+0.00996002j -0.0094519-2.88127e-06j -0.00339553+0.000936855j -0.00349027-0.00266735j 0.000198893+0.000288596j -0.00343427-0.005141j 0.0024195-0.00207053j -0.0010398-0.00280778j 0.00379012+0.00442877j 0.00237756+0.00158046j -0.000520454+0.00413619j 0.000940738+0.00440389j -0.000477754+0.000801815j -0.00033718-4.14004e-05j -0.000815946-0.00137126j -0.00428832-0.00665475j -0.00356245-0.00179867j -0.000969426-0.0019106j 0.00266159-0.00298555j -0.00371333-0.00111907j 0.000796907-0.00473181j -0.00906215+0.00774041j 0.0109583-0.000181956j -0.00120562+2.60535e-05j -0.0148731-0.00444987j 0.00136413+0.0128376j 0.00520013+0.00311194j 0.00267249-0.0158944j -0.000307541-0.00180287j -0.000931843-0.00122636j -0.000185789-0.00511347j 0.00198135+0.00257301j -0.00337569+0.00045166j -0.000417219-0.000737814j -0.00169712+0.00397502j -0.00685434+0.000783946j -0.00219719+0.00398856j -0.00555772+0.00278054j 0.00143946+0.000293785j -0.00429372-0.00405435j 0.00118378+0.00391664j -0.00457629+0.00120716j -0.0112448-0.00982583j 0.0181994-0.00516489j 0.00731173-0.00738922j -0.0151528+0.00738603j 
-0.00120393-0.00997271j -0.00702433-0.0135556j 0.0107166+0.00725389j 0.00673823-0.00306245j -0.00065247+0.0115101j 0.00815474-0.0119171j 0.00062023-0.0189553j 0.0130289+0.0150574j 0.00748305+0.0061663j -0.00535819+0.00296525j 0.00292402+0.00269923j -0.000447265+0.00355981j 0.00297603+0.00584124j 0.0010666-0.000575037j 0.001522-0.00351299j 0.00354484+0.00531499j 0.000577051-0.00225938j 0.00107674-0.00849234j 0.00144952+0.00142923j 0.00181246+0.00392142j 0.00133908+0.00264956j -0.00697232-0.00168176j -0.00739273-0.00308116j -0.0124839-0.0109733j 0.00444243+0.000988406j 0.00358365+0.00871138j -0.00863332-0.00507274j -0.0116834-0.00525724j 0.0107408+0.000862127j 0.00954821+0.00570529j -0.00728746+0.00574278j 0.018519+0.00886273j -0.0073168-0.0149267j -0.00129715+0.0105538j -0.00353984+0.000734548j 0.000624726+0.00230408j -0.0025937-0.00582126j 0.000355495-0.00581975j -0.00217734-0.00434149j 0.000723482+0.00143814j 0.00882278+0.00259959j 0.00619267-0.00236017j -0.000688282-0.0046768j -0.00303866-0.00172352j 0.00202065+0.000677287j -0.0018661-0.00502537j 0.0114133+0.00684344j -0.00933398+0.0115122j -0.0124815+0.0018792j 0.0247772-0.0102602j -0.00191087-0.00663567j -0.0155839+0.0225415j 
-0.0109162-0.0180079j -0.0148756+0.0120511j 0.00326767+0.00117666j 0.00205547-0.00119063j -2.85515e-05-0.00129505j -0.00675376-0.0180951j -0.0101852+0.0105591j 0.00637711-0.021631j -0.00232363-0.00547036j -0.000662647-0.00584757j -0.00306828+0.000627978j -2.75818e-05-0.00385957j 0.000758445-0.0099716j -0.00212793-0.00043415j -0.000749719+0.0051512j 0.00229009-5.2999e-05j -0.00201057+0.00247248j -0.00474419+0.00479869j -0.000645748-0.00316849j 0.00181502-0.00333408j 9.29537e-05-0.0020343j 0.000269568+0.00201688j -5.12995e-05+0.0027987j -0.00414087+0.00782882j -0.00245975-0.00416637j 0.00316608-0.00551607j -0.00306656-0.000694966j 0.00149134+0.00979799j -0.00525734-0.0120164j 0.00365752-0.000928251j 0.00765286-0.0023471j 0.00442573-0.00668425j -0.002444+0.0165337j 0.00286985-0.00457425j -0.000448355-0.00364825j 0.000771185-0.00283673j 0.0021542+0.014595j 4.07863e-05+0.0107418j -0.000301806+0.000944878j -5.87808e-05+2.14837e-06j -0.00105413-0.00588913j -0.000871191-0.00224775j -0.000984007+0.00275274j -0.00215016-0.00112567j 0.00183504-0.00204947j 0.00168995+0.0024043j 0.00316504-0.0103971j 0.00620623+0.00780925j 0.00412901+0.00530495j -0.00907105-0.00829398j -0.00215155+0.00360973j 0.0128245+0.00451992j 
-0.0281905-0.000528195j -0.00712477+0.03787j 0.0200474+0.0107902j 0.00712519-0.0194711j 0.00756749+0.0184138j -0.00139343+0.0128193j 0.00279561-0.0141389j 0.00130345-0.00991459j -0.000592757-0.00514808j -0.00394181+1.49035e-05j -0.00592604+0.00838343j -0.00413915+0.000288619j 0.0015066+0.00268577j -0.000803744+0.000923254j 0.0026319+0.000535018j 0.000437241+0.00442257j -0.00209834-0.00171874j -0.00504277+0.0036859j -0.00148122+0.0019158j 0.000176646+0.00106741j -0.00222659+0.000309054j -0.00156676-0.00272017j -0.00314182-0.00302672j -0.00695101-0.00125836j 0.00209488+0.00155227j 0.00668309+0.00390417j -0.0129698-0.00165769j -0.00555385-0.0026387j -0.00336122+0.00209752j 0.00636105-0.010336j -0.00070244-0.001547j 0.00340783+0.00915515j 0.001136-0.00170446j -0.000509154+0.00100067j -0.00180392+0.000158322j -0.000841388+0.00203059j 0.00463438-0.00891829j 0.00362378-0.00345016j -0.000748849-0.00647581j -0.000137879+0.000143607j -0.00165399+0.00171259j -0.00262888-0.0074974j -0.000585367-0.00380037j -0.00442885-0.00122359j 0.00275345-0.00179325j 0.00135422-0.0106687j 0.00785976-0.00485811j 0.00469404+0.000967932j -0.0052916-0.00481016j 0.00687038-0.00504254j 0.00042846+0.00646952j 0.00135135+0.00320545j 
0.000541406-0.0366078j -0.0268998-0.00457386j -0.00708509+0.025887j 0.014168+0.00572409j -0.0193987+0.00848899j 0.00281613-0.0100506j 0.00547923+0.00111657j 0.00235208-0.00292983j -0.000674146+0.00597844j -0.0100117-0.0147491j -0.00610589+0.000854215j 0.00417022-0.00102556j 0.00125999-0.000182047j -0.00227472-0.00368775j 0.00162252+0.00454834j -0.000795025+0.00856285j -0.000166606+0.00276991j -0.00466054-0.00730176j -0.00188517-0.00153812j 0.000967607+0.00186057j -0.000772148+0.000632817j 0.000675845-0.0064056j -2.68543e-05-0.00491242j 0.00107308-0.00935049j -0.00215155-0.00434858j -0.00649108-0.00116265j 0.00759326-0.00539925j -0.00300745-0.000234433j 0.0065462+0.00182763j 0.00305203+0.0107903j -0.0029783-0.00782137j -0.00772042+0.00733794j 0.000500051+0.00111793j 0.000595785-0.000303172j 0.00168527-0.00361416j 0.000164183-0.000700938j 0.000514363+0.00465465j -0.00131833+0.00456442j 0.00552521-0.00297755j 0.000806387+0.00114233j -0.000766457+0.0016525j 0.00437387-0.00188806j 0.00267049-0.00139776j 0.00359517-0.00479626j -0.00107474+0.00144672j 0.00320646-0.00429235j 0.000730013+0.00398793j -0.000619003+0.00674006j 0.000742742-0.00510315j 0.00819656+0.00914101j -0.00624237-0.00125289j -0.00800171+0.00489854j 
