0.0107494-0.0180308j -0.0089237-0.00745457j 0.0107939+0.00112235j 0.00398997-0.0141729j -0.014783+0.00293082j 0.00141929+0.00479514j -0.000155098-0.00070504j 0.00151549+0.000312528j -0.00298427+0.00774283j -0.00334292+0.00112454j -0.00656895-0.000174055j -0.00455086-0.00410276j 0.00187557+0.00735051j -0.00356692+0.000608988j 0.00267861+0.00335461j 0.00293174-0.0041542j -0.00687208-0.00376014j -0.0094342+0.00302593j -0.00273356+0.000889249j 0.00138376+0.00142126j -0.00211411+0.00297948j 0.000220113-0.00173207j -0.00143805+0.00109649j -0.00637611-0.00365812j -0.00509997+0.00701227j 0.00192827+0.000476994j -0.00926694+0.014975j -0.0102903+0.0113498j 0.00603614-0.00309696j -0.006563+0.0211315j 0.0277901+0.0165776j 0.00140332-0.00515967j 0.00484281+0.00680484j -0.00184812-0.00198639j -0.000992848+0.0016058j -0.00237603+0.00232826j 0.00742523-0.00264551j 0.00103146-0.00166344j -0.00718041-0.00254232j -0.00159063-0.000280473j 0.000452999+0.00395834j 0.00643348-0.00220009j -0.00173172-0.00613222j 0.000722498+0.0002861j -0.00647745-0.00237439j 0.00269391-0.0162152j -0.0121312-0.00900912j 0.01524+0.0126094j 0.00657646-0.0224001j 0.0285444-0.000362238j -0.0022404+0.029901j 0.0199647+0.00217826j 
-0.00368632+0.000104962j -0.000375133-0.000702486j 7.24582e-05-0.00534012j 0.00491289+0.00617923j 0.00709123-0.0020941j -0.00356649+0.000424283j 0.0174701+0.00471678j -0.00380923-0.00147116j 0.00954743+0.00556383j -0.00217375-0.00159255j 0.00181387+0.00413012j 0.0139325+0.00334579j 0.0219138+0.00102005j 0.00110908+0.00395095j -0.0170687-0.00561786j -0.00747547-0.00612873j -0.00103933+0.00212344j 0.00244666+0.00567997j 0.016997+0.00165915j -0.00842782+0.00172337j 0.00423239-0.000353838j -7.5485e-05-0.00298579j 0.00251358-0.00674787j -0.00291576-0.000598624j 0.00577683+0.00301548j 0.011871+0.000464741j -0.00755714+0.00761875j 0.0144999+0.00143144j 0.00994501+0.0140005j -0.0098555-0.00588505j -0.00986383-0.014557j 0.00264104-0.00681771j -0.000611348-0.000931518j -9.10156e-05+0.00134886j -0.00157327+0.00596912j 0.00169735-6.99693e-05j 0.00261561-0.00300171j 0.00439857-0.00245175j 0.0120909-0.00345016j -0.00376863-0.000911142j -0.00645106-0.0087877j -0.0139615-0.00716182j 0.00126212-0.00158032j -0.010387-0.00137246j -0.000455835-0.00425265j -0.000163025-0.00836632j 0.00311613-0.0154114j 0.0131489-0.014612j -0.000941963-0.0116547j -0.000621105+0.00230885j -0.000883982+0.011846j 0.00489629+0.0179796j 
0.00786393-0.00421393j -0.00125265+0.00108866j 0.0127307-0.00615788j -0.0100501-0.000389805j -0.00784714+0.00177014j 0.000357185-0.00102503j 0.000417026-0.00392104j -0.00250834-0.00328529j -0.00318028-0.00371809j 0.00124574-0.00420104j 0.00897309+0.0029402j -0.00914392+0.00734799j -0.00386727+0.00544085j 0.000468205-0.00351213j 0.00498255+0.0058438j -0.00290075+0.00329469j 0.00599655-0.0037423j 0.000623682+0.00694339j -0.00806111+0.00143486j -0.00662328-0.00377122j 0.00541277+0.000285816j -0.00566168-0.000923322j -0.0266838-4.74185e-05j 0.000541991-0.000737142j 0.000380317-0.00666386j -0.0131504-0.0135053j -0.00375201-0.000512677j 0.009081+0.00337061j 0.00577497+0.017261j -0.00230834+0.0097598j 0.00972314-0.00210439j -0.0105397-0.00463425j -0.00243063-0.000174092j 0.00325329+0.00216922j 0.00472021+0.00388296j -0.00612117+0.000543622j -0.00549621-0.00149899j -0.00419756-0.00691998j -0.0102826+0.000674729j -0.0104272-0.000804214j -0.00321304-0.00771474j -0.00464657-0.000821446j 0.00822584-0.00130274j -0.00160395-0.00155522j -0.00666383-0.00372645j 0.00555404+0.00658247j 0.0196059+0.00869923j -0.00249327+0.00233536j 0.011132+0.0134842j -0.0016299+0.00478833j 0.00666196+0.00129411j -0.00052742+0.000969028j 
-0.00946053-0.000901358j -0.00882071+0.000854079j -0.0178368-0.00381307j -0.000957406+0.00470338j 0.0179355+0.00496897j 0.00539084+0.00489895j -0.00051356+0.00262452j 0.0023041+0.00612281j 0.00706245+0.00118348j -0.00126284+0.00108166j -0.0033318-0.0020299j -0.0032466-6.61235e-05j 0.0022958-0.00808496j -0.00435433+0.000402938j -0.00272851+0.00349147j -0.00636858+0.00469201j -0.00892752+0.00161211j 0.00414001+0.00139723j 0.0154891-0.00428334j -0.0131874+0.00472902j 0.0139583-0.00489536j -0.00487139+0.00464707j -0.00177749+0.00611153j 0.00113712-0.00318706j -0.0272486+0.00105554j 0.0061818-0.00496284j -0.00771655-0.00145133j 0.0220465+0.00130034j 0.0365225+0.00119338j -0.00198945-0.000214184j 0.00960172+0.00702264j 0.002029+0.00785589j 0.0017082-0.00126437j 0.00416571+0.000779837j -0.00021253-0.00186536j 0.00244878+0.0016376j 0.00460451-2.25265e-05j 0.000716245+0.00348774j 0.000437595+0.00179896j 0.000906209+0.00767115j -0.0021556+0.00444339j 0.00454578+0.0111391j -0.000115234+0.00191665j -0.00520453+0.0114501j -0.0197052-0.0053874j 0.00889716-0.0103913j -0.00957973-0.0166078j 0.000617816+0.0144624j -0.00578501-0.00101372j -0.00348366+0.0045648j 0.00416861-0.0108887j -0.00552668-0.0115776j 
0.00477169-0.00143321j 0.00513794-0.00276118j 0.00471114+0.00192216j 0.023493-0.00164909j 0.0135528-0.00428207j -0.0145606+0.00188295j 0.00345335+0.0019373j -0.0104172+0.0123326j 0.0104963-0.00295852j -0.00315446+0.000307773j 0.00624914+0.00533842j 0.00417441+0.00236786j -0.0145378+0.00750129j 0.00235771+0.00142687j -0.0218117+0.0123348j -0.0213382+0.0123045j 0.00574827+0.00220524j -0.00760684-0.00187379j -0.00357595-0.00828243j 0.0109532-0.00152457j -0.00257272-0.00978169j 0.0129161+0.0037675j -0.0117817+0.000141429j -0.00235201-0.00544754j 0.00736478+0.00794248j 0.00177899-0.0100052j -0.00328232-0.00238614j -0.00375144+0.00557732j 0.00577978-0.00341593j -0.00778679-0.00886012j 0.00642536+0.0125585j 0.00452017-0.000278621j 0.00053681-0.00102932j -0.0033592+0.000146538j 0.00122986+0.00204004j -0.00316885+0.00159814j -0.00283191-0.00175195j 0.00530598-0.00261974j -0.00443376+0.00138771j -0.000636075+0.000944373j 0.00847117-0.00405573j 0.00872906+0.00496389j 0.0141808+0.0010891j 0.0120365+0.00264231j -0.0134861-0.000778137j -0.0098171+0.00797602j -0.0176381+0.0125092j -0.0109325-0.0110037j -0.0230251-0.00699538j -0.00788613-0.00604295j -0.00374105+0.000992845j -0.0018941+0.00255111j 
-0.00131937+0.00195758j -0.00359229-0.00460666j 0.00577484-0.00595705j -0.000645069+0.00251172j -0.00409085+0.00766052j -0.00104513-0.00371904j 0.00010026+0.00163081j -0.00307168+0.00168607j -0.000361679+0.00735826j -0.000438613+0.000685455j 0.00222686-1.87538e-05j -0.0103391-0.00623149j -0.00805018-0.00400621j -0.0069261+0.00488527j 0.000666864-0.00374118j -0.00746673-0.0111316j 0.00196195+0.00505203j -0.00435446-0.00321597j -0.00976014+0.00245185j -0.00393355-6.22543e-05j 0.0118954-0.00613236j 0.0106771+0.0011977j -0.0245834-0.0137653j 0.0197089+0.00899171j -0.00660746-0.000778534j 0.00297844+0.00764344j -0.0105186-0.000388661j -0.00264387-0.000412953j 0.00468135+0.00430203j 0.00579582-0.00802308j 0.00478057+0.00254845j 0.00282116+0.00137703j -0.00502233-0.000847381j 0.00286673+0.00123834j -0.00108736+0.00013859j -0.00272117-0.0006941j -0.011412+0.00122586j 0.00270571-0.00166135j 0.0205435-0.00464589j -0.0148411+0.00371804j 0.00398989+0.00340728j -0.0166032+0.00777978j 0.019029-0.00223917j -0.00992147+0.00129934j -0.0108815-0.0110564j -0.0206757-0.0117308j 0.000187346-0.0113276j -0.0012269-0.00415275j 0.001813-0.00159252j 0.000919148-0.00117559j -1.00961e-05+9.99025e-05j 0.000929582-0.00059162j 
0.00265991+0.00259135j -0.00104431-0.00100062j 0.0124267+0.00403956j -0.0119175+0.00867713j -0.0157777-0.00184786j -0.00268401+0.00641961j -0.0097724+0.00502785j 0.00271206-0.00625499j -0.00181605+0.00574427j 0.00150419-0.000323103j -0.0135017+0.00244789j 0.00603997-0.00131178j 0.0137837-0.0115104j -0.0129453+0.00103213j -0.0105907-0.000487789j 0.00266758+0.00234276j -0.0180695+0.00401075j -0.0129604-0.00659335j 0.00841769-0.00407754j 0.00265302-0.00491326j 0.0179552+0.00195105j 0.00305117+0.00473889j 0.0165073-0.011912j -0.000896624-0.00950292j -0.00905837-0.00620176j 0.00402762+0.00139028j 0.00376361-0.0130864j -0.00423386+0.0062867j 0.0152641+0.00149349j 0.00246297-0.000220679j 0.00882473+0.0150579j 0.00222925+0.0069219j 0.0108313-0.00172581j -0.00611152+0.00358602j -0.00626659+0.00220017j -0.00164244-0.00323233j 0.016691-0.0041324j 0.0156168+0.00133757j 0.0100062+0.00804315j -0.00727815-0.00506641j -0.000694033-0.00101486j 0.00578972-0.00722905j 0.0108019+0.00473555j -0.0156004-0.0015021j 0.00138184-0.0077941j 0.0178468-0.00378555j 5.47956e-05+0.00330267j 0.00347548+0.00719964j -0.0205218-0.00394285j -0.0104664+0.00614199j -0.00791542-0.00226328j -0.00371494+0.0063498j 
-0.00245616-0.00252781j -0.00126278+0.00138578j -0.0126001+0.00367955j -0.0106696+0.00170347j 0.0028201+0.00456111j 0.00674338-4.15941e-05j -0.00672568+0.00367443j 0.0044595-0.00537947j 0.00149891+0.00585195j -0.00451834+0.00101408j -0.00699578-0.00314264j -0.00306809-0.00198201j 0.00268101-0.0079505j 0.00278523-0.00392266j -0.00876754-0.00320542j -0.0103507-0.00888748j -0.0102895-0.00205818j 0.00177777+0.00163744j 0.00564451-0.00434194j 0.0155683+0.000403298j 0.0210234+0.00852253j -0.0251078+0.00710308j 0.0112501-0.00275204j -0.0069399+0.00329828j 0.00624889+0.00399354j 0.00182177+0.00237802j 0.0177533-0.00346209j 0.00286636+0.0032459j -0.0175234+0.00740276j 0.00317624-0.00161908j -0.0223173+0.0005666j -0.00145496+0.00215078j 0.0032108-0.000623491j -0.0058821-0.000939659j -0.00168279-0.000762834j 0.00100469-0.000747676j 0.00820328+0.00290037j 0.00592211+0.00521239j -0.0208805-0.00142875j -0.0112821-0.00289208j 0.00370812+0.00516818j 0.000168729+0.0044104j 0.0210904+0.0113539j -0.00502115-0.000663434j 0.0113919-0.00765752j 0.00123679-0.00546505j -0.00855857-0.00626691j 0.00503169+0.000959595j 0.0125144-0.0107335j 0.00676375-0.00530778j 0.00150692-0.00265868j -0.000213297-0.00655983j 
0.00452272+0.00173193j 0.00262359+0.00536294j -0.00682125+0.000238378j 0.0192948+0.000851318j 0.00307261-0.00296025j 0.00699929+0.00226135j -0.00715627+0.00605883j 0.0149194-0.00457253j -0.00247337+0.00263567j -0.00793232+0.0027535j 0.010066+0.000643809j 0.00456818-0.00638395j -0.0104869-0.00813908j 0.018073+0.00551965j -0.00902534-0.00143259j 0.00946962+0.00195067j -0.00814109+0.00863595j 0.00133164-0.0028726j -0.0166711-0.00390359j 0.0200809-0.0066884j 0.00520451+0.0047484j 0.0269485+0.00399065j 0.0123262-0.00715796j -0.0302143-0.00572j -0.0114525+0.0089672j 0.00326091-0.0107384j 0.00925624-0.000138797j -0.000169529+0.000400491j -1.93459e-05-0.00439449j -0.0163273+5.21917e-06j -0.00484988-0.00836638j 0.0015086-0.00555203j 0.00305171-0.00227183j -0.0101433+0.00196441j -0.00299224+0.00103445j -0.00374292-0.000978765j 0.00784048-0.0111438j 0.0128451-0.00723734j -0.000632767-0.00644402j -0.00371164+0.00119355j -0.00511242+0.00452439j -0.0102066+0.00145713j 0.00698862-0.000743704j -0.00307893+0.00468083j 0.0105412+0.00261043j 0.000936636-0.00641884j -0.00758361-0.00192859j 0.00895889-0.00895397j -0.00645809+0.0161965j 0.00349987+0.00615046j 0.00640142+0.00100264j 0.00408593+0.00174215j 
0.00023561-0.00478168j 0.00172313+0.00102686j 0.00272733+0.00270937j -0.00122376+0.00518187j 0.000526366+0.00111084j 0.00251442-0.0074948j 0.0048661+0.00652474j -0.00878303+0.000674805j 0.00523151-0.000257151j -0.00209639-0.00685742j 0.00205886-0.0062387j -0.00708736+0.00117469j -0.00281232-0.0050485j 0.0252587-0.000404699j -0.00485346+0.00492381j 0.00788407-0.0118858j 0.0146528-0.00537019j -0.0051052+0.00544658j -0.00279758-0.00812537j -0.00603884+0.00275159j 0.0101788-0.00273731j -0.0140184-0.000459383j 0.00806135-0.00103555j -0.00729563+0.00878869j 0.00993487+0.00838787j 0.000365708+0.00275468j 0.00596339-0.00455845j 0.0131017+0.000160995j 0.00984862-0.00594782j 0.0125717+0.00668106j 0.0024195+0.00549896j 0.00519435+0.0075484j 0.00212314-0.00402482j 0.00234327+0.00276889j 0.00355579+0.00462632j -0.00440364+0.00480538j -0.00644582-0.0183401j -0.00269884-0.00985071j 2.99154e-05+0.00572121j 0.00674085-0.00335643j -0.00199691+0.0136414j 0.00906192+0.00392078j -0.00907284+0.0131948j 0.0130124+0.0123216j 0.003837-0.00635458j 0.00724819-0.0182986j -0.00503874-0.00602325j 0.00217897-0.00692177j 0.00774348+0.0088527j 0.00326479+0.00242521j -0.00277599-0.00585451j -0.000814343-0.00102771j 
-0.00124666+0.00248529j -0.00676124+0.00228917j -0.00329875+0.0035006j -0.00996603-0.00776046j 0.00251916-0.00359338j 0.00411674-0.000961811j 0.00330188+0.00127222j 0.00145773-0.00666106j 0.000301739+0.00593845j 0.00692823+0.0051711j -0.00942799+0.00168969j -0.00966654-0.00416404j 0.0129774-0.00113644j -0.0207365+0.00216148j -0.011044-0.00227929j -0.0075107-0.0053022j 0.0065978+0.00830867j 0.00244219-0.00457998j 0.0126326+0.0107683j -0.00223411-0.00491516j 0.0104172-0.00270598j 0.00632498-0.0165174j -0.0171752-0.00513233j 0.0131708-0.0049834j -0.00524422+0.00387839j 0.00494729-0.0110269j -0.00970526+0.000958393j 0.0021848+0.00254094j -0.00139837+0.0022939j -0.00633884-0.000490097j -0.0139409+0.00189098j -0.00180087-0.00736932j -0.0046746+0.00176095j 0.00294745+0.00520308j -0.00597557+0.00186775j -0.00825575-0.00119857j 0.00856444+0.0030738j 0.000610502-0.00350041j -0.0128405-0.0243257j 0.0155565+0.000278617j -0.00407244+0.00471845j 0.00733307+0.0157493j -0.0291328+0.0018716j -0.00336269+0.00440677j -0.0102193-0.0075069j 0.00181222+0.00736752j -0.00995869-0.00149878j 0.00698189-0.00549034j -0.000856904+0.00343524j 0.00337037-0.00129027j 0.00437394+0.00327242j 0.00258112-0.00105985j 
0.00912365-0.000532099j -0.00887603+0.000913125j 0.00490806-0.00912629j 0.00446639-0.000972689j 0.0152274+0.00523248j -0.000829116-0.00016079j 0.00430589+0.00322603j -0.0094527-0.000953068j -0.00233953+0.0039691j 0.00672933-0.00370634j 0.0062643+0.00555648j -0.0132884+0.0063711j -0.0080686+0.0117543j 0.0221835+0.000295779j 3.27497e-05-0.00613455j 0.0123227+0.00159081j 0.0127295+0.00255363j -0.016049+0.00984468j 0.0035767+0.00381562j 0.00123402+0.00379796j -0.000687012+0.00794502j -0.0233162-0.0150306j 0.0174712-0.00199528j 0.00989242-0.014352j 0.016321-0.00261128j 0.00446497-0.00811951j 0.0101793+0.00679442j -0.00688945+0.00596643j 0.00246385-0.00659002j 0.00544591+0.000596626j 0.00867387+1.0378e-05j -0.000696218-0.00197746j 0.00839942+0.00105755j -0.00111179-0.00299218j 0.00131557+0.00166596j 0.00797096-0.00236042j 0.00335572+0.00169956j 0.00187521-0.00264086j 0.00994779-0.0186821j -0.00702179+0.00427055j -0.00209038+9.24994e-05j -0.0131757+0.014399j 0.00661014+0.000770972j -0.00478085+0.012643j 0.009917-0.00134743j -0.00310537+0.00854748j 0.000248756-0.00237303j 0.00453611+0.0032842j -0.00606209+0.00510078j -0.000807401+0.005191j 0.00525757+0.000817251j -0.000535058-0.000725403j 
-0.00577283-0.00332973j -0.00067006+0.00297952j -0.00246061+0.00172777j -0.0189327+0.00630567j -0.00566822+0.00106948j 0.00492526-0.000802089j 0.0051795+0.00242206j -0.00257541-0.00658441j 0.0041229+0.00276313j -0.00431043+0.000353742j 0.00239374-0.00118179j 5.28099e-05-0.000129607j 0.00400248-0.00746125j -0.00400905+0.00679279j -0.0110034+0.00487257j -0.0076357-0.00315111j -0.00241767+0.00771654j 0.00436607+0.00874524j -0.000644744+0.000571009j 0.0125212+0.00173877j 0.0109799-0.015076j 0.0128562+0.00475982j 0.00161168+0.0152275j -0.0163659-0.00560438j 0.00082953-0.00631822j -0.00920834+0.0133166j 0.00222068-0.000319094j 0.000119892-0.0081811j -0.00369209-0.000412372j 0.00551549+0.00837868j -0.00378464+0.00213234j 0.00177222+0.00339347j 0.00181312-0.00116015j -0.00464494+0.000764608j -9.16729e-05+0.001133j -0.00647252+0.00252853j 0.00659157-0.00257833j 0.00625764-0.0114357j -0.0053165-0.00618053j -0.00340835+0.0195897j 0.00197196-0.00315114j 0.00284576+0.0126107j 0.0122655-0.0301249j -0.000602127+0.0148557j -0.00193112+0.00315013j -0.00115297+0.00330894j -9.08842e-06-0.000217669j 0.00145444+0.00208045j -0.000793237-0.00366347j 0.000231448-0.00301334j -0.00549951-0.00153976j -0.000963709+0.00131817j 
0.00488104-0.00138225j -0.00197928+0.000448288j -0.0057565+0.00065759j 0.013141+0.00193169j 0.0145172-0.000744815j 0.00344744+0.0031105j -0.00158213+0.00727935j 0.00164255+0.00164839j -0.0114081+0.000287844j -0.0030653+0.00404384j 0.00251068-0.00155566j -0.00482839+0.00256836j 0.00878754+0.00975331j -0.00292052-0.0031267j -0.00474532+0.00475156j 0.0144408+0.00758759j 0.00788816+0.00847158j 0.00135075+0.0116333j -0.010958+0.00290504j 0.0252969-0.00206292j 0.0194975-0.000435231j 0.00186266+0.0010189j 0.00262507+0.000701761j 0.00439077+0.00831408j 0.0158141-0.00977359j -0.00532972+0.0126014j 0.00661237-0.00123897j 0.00399214+0.000878167j -0.00659682-0.00555697j -0.000486937+0.000696721j -0.00674805-0.00671582j 0.00204373+0.00394494j -0.00327183-0.00471019j -0.00847616+0.00472667j -0.00327467-0.000820181j 0.0014873-0.00259294j 0.00995335+0.000717449j 0.00193273+9.62361e-05j 0.00956476+0.00862658j 0.0132353+0.0115608j -0.012806-0.00253286j -0.000204+0.00153854j -0.0188937-0.0175469j 0.0043875+0.00121555j 0.00664591-0.00541402j 0.00410009-0.000556468j 0.000651151-0.00471939j 0.00246759+0.00554613j -0.00420314-0.00479982j 0.000217061+0.00136768j -0.000166749-0.00379268j -0.0016262-0.00169975j 
-0.00563488-0.00236212j 0.00921957-0.00195727j 0.00184031-0.00320884j 0.0120638+0.00142831j -0.00755293+0.00206755j -0.0010811-0.00653127j -0.00770233+0.00208614j 0.00325937+0.000107304j 0.000452421-0.000715649j -0.00139678-0.00190795j 0.00168542-0.00658054j -0.00425431-0.00147085j -0.00296335+0.00746056j 0.0212237-0.00450736j -0.00133116-0.00200255j 0.00510081+0.00241397j 0.00769636-0.00438925j -0.000408517-0.0147268j -0.0080697+0.0141468j 0.00596814-0.00494151j -0.0015358-0.00217148j 0.00375837-0.000866563j 0.0128865+0.012747j 0.00762404-0.0168918j 0.00421364-0.0063611j 0.0203344-0.00934409j 0.0130371+0.0028132j -0.0039482-0.000715365j -0.00815989+0.00928138j 0.0172868-0.00523439j -0.0106937+0.013013j -0.00243835-0.0010696j 0.00283708+0.00288123j -0.00471688-0.00119535j 0.00248997-0.000136636j -0.000497244+0.00469154j -0.00397331+0.00127024j -0.00675122+0.000122876j -0.0230211+0.0177364j 0.000699436+0.00650896j 0.00637307-0.000664821j 0.0054331-0.0041303j 0.00670653-0.0166317j 0.00855822-0.00106852j 0.00567511-0.00150191j -0.00306739-0.00168115j 0.0041788-0.0120699j -0.00102715-0.000614115j 0.0123269-0.00336605j -0.000158182+0.00533292j 0.00412621+0.0051464j 0.00178745-0.00060051j 
0.0106979+0.000628942j 0.00985652+0.00117035j 0.000301384+0.00583508j 0.0166304-0.00164609j -0.0132472-0.00088052j -0.00351012+0.00521203j -0.0097373+0.00231557j 0.0150477+0.0029135j -0.00245902-0.00420963j 0.00633393+5.2401e-06j -0.00221825-0.0100514j 0.00241148-0.00517773j 0.0175888-0.00450735j -0.01472+0.00520749j 0.00817661+0.0051788j 0.00987261-0.0124549j 0.0107295+0.00338361j -0.0112319-0.00537813j 0.0086691+0.00338954j -0.00250532-0.00061931j -0.00247404-0.0134298j -0.0226415-0.00665327j -0.0135377+0.0118194j 0.00583756-0.00978205j 0.000535991+0.0111402j -0.00679021-0.00208448j 0.00575142-0.00185049j 0.0065107+0.0109789j -0.00742573-0.00393372j -0.00540547-0.00671087j 0.000201144-0.0105603j -0.000246928+0.0119353j -0.00346836-0.00540973j 0.00569081+0.00202984j -0.00266197-8.73166e-05j 0.00559176+0.00174505j 0.0082133-0.00076593j 0.00034671-0.000757632j 0.00534384+0.0061443j -0.0012425+0.00562571j -0.00474661-0.00359614j -0.00419445-0.000331804j 0.00655039-0.00609135j -0.00314751+0.00385763j -0.00745939+0.00217047j 0.0085761+0.00120842j -0.00204988-0.00315392j 0.00192583-0.000912141j 0.00193129+0.00472623j 0.00639908+0.00248769j -0.00167986-0.00639694j -0.00059216+0.00123087j 
-0.00114692-0.00274278j -0.0025889+0.00652333j -0.00918176+0.000383486j 0.0012566+0.00113793j 0.0121057-0.00661517j 0.00206621+0.00160557j 0.0129235-0.00420965j -0.00389197+0.00696039j 0.00541477-0.00426482j 0.00567241-0.000659426j 0.000338303-0.000254486j 0.0113309-0.00231522j 0.0203614+0.000602934j -0.00086818+0.00136683j -0.0045082+0.00142448j 0.0160512+0.00159218j 0.0186857-0.00108326j 0.0122976+0.0025662j -0.00299746-0.00219651j -0.00178274-0.00219113j 0.00189628+0.00394739j -0.0113319+0.00554728j -0.0116285-0.00731458j 0.0146879-3.6112e-05j -0.0120387-0.00363018j 0.0138829-0.0024351j 0.00591759-0.00288703j -0.00232747+0.00226551j -0.00346272-0.00682345j 0.0117379+0.00670899j 0.00137989-0.00307091j -0.0026641+0.00278827j 0.00214331-0.00443794j 0.00192712+0.00095299j 0.00353915-0.00177077j -0.00724354-0.000187989j -0.00266903-0.000479037j 0.00620662-0.00265223j -0.0182444-0.0109339j -0.0146134-0.000921472j 0.00947198+5.47282e-05j 0.00457687+0.000217212j 0.0327943+0.0107932j 0.00141555+0.00424063j -0.0116485-0.00461656j -0.000931543+0.00439569j -0.000463066+0.00445511j 0.00103217+0.00229897j -0.00255926+0.00213773j 0.00182561-0.000529745j -0.00428251-0.00411358j -0.00214468+0.00159114j 
0.00244775+0.00098843j -0.003823+0.00150438j -0.00185022-0.00138317j 0.00380995+0.00281715j 0.00837475+0.000958513j 0.0011926+0.0038423j -0.00131686+0.00465181j 0.000322361+0.000125403j -0.00141961+0.00766027j -0.000393034+0.00445859j -0.00285031+0.00853969j 0.00510675+0.00752222j -0.000652165-0.00910669j 0.000558293+0.011624j -0.00151957+0.00829216j 0.00159717+0.00387897j -0.0048903-0.00571516j 0.00263749-0.000563064j 0.00187357+0.00728707j 0.00965662-0.00367051j 0.00176064-0.0115911j -0.00187128-0.0154027j 0.00911811+0.0203002j -0.0030062-0.00333407j -0.00270201-0.00907737j 0.00293679+0.0100249j 0.00317313+0.0113475j -0.00338157-0.00993258j -0.00210942-0.0029424j -0.00483824+0.00416703j -0.00254095+0.00174698j 0.000629901-0.00366621j 0.00305732+0.0059312j -0.000379828+0.00122637j -0.0003474+0.0020433j -6.59507e-05+0.0129373j 0.00421412-0.000140216j 0.00376457+0.00180025j -0.000418413-0.00361596j -0.000283212-0.0210873j -0.00117837+0.0108125j -0.000823288-0.00965825j 0.000409981+0.0396586j -0.00334084-0.00865786j -0.0025391+0.000801548j -0.000379481-0.00638517j -0.00341363+0.000141013j 0.000919575-0.00199386j -0.00498434+0.000743511j -0.00101453+0.000332545j 0.00207411+0.000294038j 0.000451308-0.000736146j 
0.000379487+0.00250872j 0.00178884+0.00270921j -5.67107e-05+0.00512616j -0.00101854+0.00449465j 0.00195829-0.000245027j 0.00610365-0.00447684j 0.00738245+0.000109404j -0.0020058-0.00366795j -0.00758215+0.00473574j 0.00418471-0.000718352j 0.0183856+0.00188462j -0.025449+0.00540468j 0.0100334-0.00543529j -0.0203235+0.000382899j -0.00652155-0.00118233j -0.000491345+0.00493859j 0.0256465-0.00640305j -0.00319145-0.00787436j -0.005521+0.00208425j 0.020784-0.00264319j 0.013649+0.0132798j 0.0241635-0.00548022j -0.0235144-0.00306553j 0.00476991+0.00165901j 0.00796625+0.00765397j -0.0165323-0.00907123j -0.00403359-0.00377702j 0.00196496+0.00244705j -0.00397748-0.00366101j 0.0071641+0.00283813j -0.00288448+0.00666713j -0.00337635+0.00384809j -0.00839848-0.00262266j -0.00165221+0.00113196j -0.00439449-0.00471361j 0.00207655+0.0239532j 0.00840608+0.00338479j 0.00333752-0.00949031j 0.00147007+0.0243346j 0.000991744+0.0029174j -0.00566392-0.00571778j -0.00307048-0.00628074j -0.0049703-0.000414224j 0.00191631-0.00197013j -0.00516435+0.00216657j -0.0050439-0.00726861j 0.00603592-0.00262233j 0.000905577+0.00121316j 0.00377151-0.00310611j 0.000904313+8.4013e-05j 0.000865024-0.00160949j -0.00129208-0.00259132j 
-0.00614636-0.00273553j 0.00366644-0.00259731j -0.00988912-0.00575645j -0.000132515-0.00772417j 0.00704184+0.00148213j -0.00594036-0.00132142j 0.00896441-0.00978452j -0.00399265-0.00154556j 0.00262314-0.00197021j -0.00851556+0.00111627j 0.00310096+0.000660645j 0.00808528-0.00375335j -0.00850114-0.00496448j 0.027146-0.00903888j -0.01118+0.00314091j 0.00830208-0.0117483j -0.0127293-0.0168228j -0.00247247-0.00218604j -0.0085992+0.0142027j -0.0028328-0.0019436j 0.0130531+0.00752634j 0.0182242-0.00617261j 0.0110465+0.00973077j -0.0212957-0.00743085j 0.00226914+0.00883196j -0.012222-0.00696515j -0.000370544-0.0061889j -0.00389722-0.000999829j 0.00265988+0.000545745j 0.0022955+0.000102158j 0.0112395+0.000644854j 0.00105952+0.0026729j 0.00397974-2.1259e-05j -0.0103979-0.00202035j -0.000748802-0.000911336j 0.00563907+0.000745796j -0.00562681+0.0073571j -0.0043648+0.00340305j 0.018206-0.00253043j 0.00101314+0.00323198j -0.000996286-0.00705319j -0.00795496-0.000790809j -0.00479873-0.0037947j 0.00396823-0.00221531j 0.00861793+0.000642439j -0.00593341+0.00921215j 0.00710824+0.0064881j -0.00210562+0.00992097j -0.00173097-0.00912964j 0.000533341-0.00720399j -0.00603453-0.00429769j -0.00349734-0.000301574j 
