-0.00412308+0.00455586j 0.0036451+0.00777013j -0.000468575-0.00769837j 0.00451192-0.000218346j 7.49872e-05+0.00405634j -0.00276354-0.00585886j -0.00434875+0.00129514j -0.000192029+0.00657767j -0.000746637-0.000219671j -0.000441959+0.00173991j 0.00113289-0.00439239j 0.00492079+0.00502563j 0.000478432-0.00613124j 0.0021654-0.00231092j -0.000862527-0.0033296j 0.00142698+0.00227073j -0.00059876-0.00311178j 0.00161003+0.000475024j -0.00170791-0.00383377j 0.00234594-0.00203077j -0.0003601-1.32479e-05j -0.000455804+0.000780797j -0.000451858-0.00651465j 0.00222004+0.00190449j -0.00112042-0.00211217j -0.00256876-0.00114568j 0.000700352-0.00109465j 0.000712734-0.00277583j -0.000282437+5.81833e-05j -0.00022843+0.00550027j -0.000218674-0.00314501j -0.000564073-0.00194851j -0.000154545-0.00116138j -0.000233827-0.00146178j 0.00124965-0.000273192j 0.000164231-0.00222068j 0.00257433+9.25718e-05j 0.000897082-0.00372699j -0.00060306-0.000917688j -0.00117937+0.00150702j -0.0011858+0.0009962j 0.000786888-0.00119415j 0.00115493+0.000863286j -0.000335269-0.000999967j 0.000602618-0.00246993j 0.00320486-0.00165429j 0.00107752+0.00207172j 0.00111644+0.000410446j 0.0010088-0.000769005j -0.000854302-0.0030066j -0.000204548-0.000355275j -0.00167717-0.00134122j -0.000372336-0.00396404j -0.00068881-0.00242245j -0.00247971-0.00311491j 0.000244071-0.000126187j -0.00117138+0.00231635j -0.000614084-0.00384033j -0.000777144-0.0018479j -0.000978123-0.0027025j 0.00067165+0.00204306j 0.00119577+0.0046627j 0.00159943-0.0027609j -0.00369706-0.00221711j -0.000668894+2.46913e-05j -0.000847729+0.00697052j -0.00454311-5.11952e-05j 0.00459694-0.00421823j -0.00119971+0.00644118j -0.000907051-0.00557231j -0.00870557+0.000110899j 0.00554277+0.0172989j -0.00671234-0.0146874j -0.0201277-0.0320026j 0.0113359-0.0681521j -0.0353032+0.010981j 0.0107875-0.32902j 
-0.00319029-0.00209232j -0.000426138+0.00471752j 0.000770817+0.00161867j -0.00103992+0.00132441j -0.000476899+0.000404111j -0.00109323-0.000381052j -0.000165907+0.00194432j 0.00212312+0.00303096j -0.000232891+0.0106229j -0.00531428-0.00240944j -0.000509665-0.000433135j -0.00145829-0.00356337j 0.00182896+0.00693922j -0.00192559-0.000873907j -0.00421178+0.00229203j 0.000607554+0.00391879j -0.000424182-0.000994229j 0.00139927-0.00953632j -0.000662976-0.0115442j 0.00446486+0.00574677j 0.0004509+0.00496779j -0.000142154-0.005767j 0.00467178+0.00494708j -0.000461777+0.00175783j -0.00356333-0.00544425j 0.0014871+0.00190806j -0.00463182+0.00481417j -0.000869675+0.00146471j 0.000277968-0.00118128j 0.00406659+0.00548931j -0.000126643+0.00892913j 0.00104575+0.0133865j -0.00492574-0.0179385j -0.00149546+0.00205787j 0.00290302+0.0060516j 0.00114133+0.00130336j 0.00199133+0.00234611j 0.00352672-0.00321906j -0.00110016+0.00660546j 0.00021504+0.00788464j 0.00240597+0.0227606j -0.00700842-0.0174339j 0.00166528+0.0103051j 0.00125413-0.00928241j 0.00272353+0.00568673j -0.00178156+0.0104616j -0.00144927+0.00519512j -0.00285558+0.00373373j -0.00378831-0.00872083j 0.000166554+0.00766204j -0.00629054-0.0075992j -0.000863613-0.00766788j -0.00183469-0.0224169j 0.0058971+0.010086j -0.00553729-0.0258605j 0.00637498+0.000747453j -0.00129328-0.00827806j -0.00113913+0.0284762j -0.00439267-0.0192237j 0.00608908+0.034684j 0.000115566+0.0089182j -0.00772368+0.0428663j -0.00764811-0.0317932j -0.00682375-0.0445784j -0.000817326-0.054836j -0.0119904+0.201074j -0.00688709-0.0627902j 0.00275599+0.0115315j -0.00656869-0.0150046j -0.0026375+0.0110831j -0.00167023+0.0157123j 0.00420399+0.00431284j -0.00178257+0.00402699j -0.00312275-0.00649404j -0.00425565+0.00690325j -0.00177056-0.000908585j 0.000876399-0.00312752j 
-0.000602751+0.00229709j 0.0016566+0.00172118j 0.00273175+0.00132837j 0.000221936+0.00437395j 0.000143539+0.00497205j -0.00288769-0.00293466j -0.00210362+0.00141879j 0.000392017+0.00664437j -0.00148575-0.0017501j 0.000196223+0.00250295j -0.00397581+0.000916735j 0.000654841-0.00619327j 0.0012156-0.00383093j -0.00159725-0.00977613j -0.00229473+0.00411851j 0.00492869+0.00441376j -0.00142938-0.00345794j 0.000845753-0.00226668j 0.00189401+0.0012489j -0.00140122+0.00465288j -0.00104939-0.000892403j -0.00291685-3.57682e-05j -0.000351982+0.00010068j -0.00188338-0.0110345j 0.00072521+0.00445935j 0.00228067+0.00551245j -0.00104776-0.00114921j -0.000207517-0.00284482j -0.000299411+0.000340188j 0.00259621+0.00200736j 0.000117066+0.0104318j -0.000819413-0.000433102j -0.000839292+0.000864222j 0.00342535+0.00291018j 0.00103421+0.00302517j 0.00144111+0.00355975j 0.00130506-0.00783216j 0.00259543-0.000564542j 0.000788996+0.0121979j -0.00295636+0.0108441j 0.00240792+0.00767152j -0.00212345-0.00373552j -0.000211985+0.0113271j 9.43012e-06+0.0149498j -0.00162132+0.000165214j -0.00241999+0.000724141j 0.000669037+0.00342232j 0.00195576+0.01924j -0.00015711-0.000230324j -0.00834279-0.0183741j -0.00559621-0.00728737j 0.00401112+0.0306965j -0.00256293+0.00919611j 0.00594034+0.0300524j 0.00713668+0.0168314j -0.00282417+0.0686592j -0.00748138-0.0359513j 0.00164465-0.00179592j 0.00143333-0.00887345j -0.00395887+0.0454863j 0.00557265+0.021884j 0.00484157+0.0433482j 0.00100888-0.0839629j -0.00948037+0.149111j -9.16884e-05+0.0921949j 0.00435847+0.0253732j -0.0060502-0.00390665j -0.00198231-0.00376358j -0.00492815-0.00245875j 0.00290067+0.0181248j 0.00231173+0.000939486j 0.00426099+0.000328045j -0.00212529+0.0115539j -0.00140287+0.0041245j 0.00215485+0.00121159j -0.00112897+0.00226489j -0.00113791-0.00142771j 
0.00200861+0.0018417j 0.000651506-0.00278377j 0.00156732+0.00331893j -0.0011973+0.00187653j -0.000496811+3.26734e-05j 0.000310271-0.000954939j -0.00043489-0.00215482j -0.00150148-0.00207378j 4.00803e-06-0.00592547j 0.00138307-0.000320179j -0.00243234-0.000154899j -0.000797593-0.0028959j -0.00152407+0.00409428j 3.20492e-05-0.00606658j -0.00150449+3.05779e-05j 0.00160526+0.00118469j 0.00207377+0.00293901j -0.00182216-0.000247326j 0.00310895-0.000455036j 0.00131607+0.00817827j 0.000214718-0.000385057j 0.00104046+0.0053857j -0.00124199-0.000910776j -0.002634-0.00354711j 0.00326204-0.00140802j 0.0016226+0.0010379j 0.00328562+0.00291107j -0.000474436+0.00323571j 0.00164903-0.00909058j 1.03285e-05-0.00404149j -3.8771e-05+0.00243788j 0.000649216+0.00253118j 0.0034213+0.0182728j -0.00166698-0.00789592j -0.00275408+0.00476509j 0.0073621+0.0094411j -0.00145359-0.00125212j -0.00333893-0.00741001j 0.00126432+0.00248416j -0.00505421-0.00690852j -0.000518469+0.0136673j 0.00218753+0.00974902j -2.79632e-05+0.000592803j -0.000911311+0.00260776j -0.00160234-0.01917j 0.00479746+0.0158764j 0.00250652-0.00530066j -0.00664877-0.0165294j 0.00285622+0.0298209j -0.00129131-0.00678747j 0.000329281-0.0262673j -0.00125198-0.0220645j 0.000832885+0.00587029j -0.00403405-0.0189854j 0.00311578+0.0320767j 0.00775687+0.0730836j 0.00137545-0.0752311j 0.00224827-0.0287217j -0.00570082-0.00324859j 0.00776092+0.000693234j 0.0076444-0.0286111j -0.00839573+0.0572175j -0.000926739+0.0552165j 0.00104107-0.0907905j 0.00272952+0.127516j 0.00173011-0.0210081j 0.000670719-0.0083208j -0.00366792-0.00628249j -0.00289762-0.00583763j 0.00165968+0.00766858j 0.00262227-0.00693278j -0.000597576-0.00238581j 0.00118709+0.00214933j -0.00178851+0.00428027j 0.00156353+0.00148794j 0.00206152-0.00125571j 0.000401053+0.00301876j 
-0.000725718-0.00207926j -0.00116561+0.000655172j -0.00044925-0.00267509j 0.00149937+8.22562e-05j 0.00115393+0.000816734j 0.00216049+0.00232181j -0.00122585-0.0063934j -0.00160683+0.00547193j -0.00190761+0.00193128j -0.00210151+0.00233902j -0.000439156-0.00039578j 0.00265136+0.00371305j 0.0021348-0.000105878j -0.001846-0.00449663j -0.0033324-0.00220036j -0.00038051+0.00332528j 0.00195745+0.00209169j 0.000322645+0.00757007j -0.00322934-0.0131309j 0.00121507-0.00927841j -0.00253324-0.00208754j -0.0012862-0.000948664j 0.000144969-0.0065336j 0.00392065-0.000230121j -0.000653197+8.49421e-05j 0.000170262-0.00287512j -0.000770224-0.00165165j 0.000163682-0.0156492j 8.50557e-05-0.000399755j 0.00367363+0.0056761j -0.00184806-0.00195144j 0.00312132+0.00329292j -0.000454368-0.00352219j 0.00419792+0.00666901j 0.000856391-0.0107126j 0.000473911-0.00820404j 0.00293521-0.0138182j -0.00224566-0.0199504j -0.00368617-0.00457576j 0.00164955-0.0208713j -0.00016533-0.0116589j -0.00811865-0.0196579j -0.00830574-0.0277802j 0.00615359+0.0268522j 0.000135982-0.00707156j 0.00250977-0.00238804j 0.000174304+0.0259248j 0.000702006+0.00622626j -0.00496203-0.012559j -0.000238663+0.0317601j 0.00117229+0.0261769j -0.00164245+0.00427499j -0.00464058+0.00518576j -4.19887e-05-0.022965j 0.0045442+0.0221098j -0.00184833+0.0131609j 0.00549198+0.00711094j 0.00348279+0.0345499j -0.000809051-0.057757j 0.00284475-0.0609498j -0.0044896-0.0550428j 0.00638877-0.0535541j 0.0113605-0.180298j -0.00896971-0.0304108j -0.000770646+0.000241176j 0.00108508+0.0133794j -0.00327949-0.00510939j 0.00127802-0.0106689j 0.00211983+0.0019667j 0.000109748-0.00119347j 0.0023989-0.00472105j -0.00303632-0.00155342j -0.000466807-0.00488588j 0.0034604-0.001755j 0.000451177-0.00548544j -0.00167249-0.00066858j 0.000812006-0.00286725j 
-0.0005518+0.00161604j 0.00122593+0.00134117j -0.00117755-0.00223698j 0.000939551-0.00169491j 0.00148885+0.00247231j -0.00137312+0.00498413j 0.00309903+0.00337923j -0.000448571-0.00114654j -0.0023612+0.000722734j -0.00200871-0.0073888j 0.000330548-0.000509306j -0.00116551-0.00050456j -0.00136957+0.00569803j -0.000218659-0.00474034j -0.00167425-0.000322225j -0.000154267-0.00787376j -0.00224004+0.00145982j -0.00345114-0.00611155j 0.000826067+0.00225143j -0.000251997-0.00165389j 0.000662272-0.0018645j 0.000785789-0.00201804j -0.00230555-0.000660659j -0.00284193-0.00749611j 0.000739237-0.00382829j 0.00245032+0.00779812j 0.0013929-0.00619554j 0.00133848+0.00594775j -0.00160661-0.00654003j 0.00280348-0.0137479j 0.000266963+0.00150793j 0.00313393+0.00413073j 0.00550224+0.00917541j 0.00234942+0.00240162j -0.00173356-0.00366713j 0.00166667+0.000653003j -0.00513692-0.0273378j 0.00102341+0.00863092j 0.00201106+0.0015317j -0.000272972+0.00252036j -0.00133693+0.00431558j -0.00258313-0.00212485j -0.00608847-0.0209768j 0.00365416+0.00575989j -0.000834872-0.00976997j 0.0103098+0.0599625j -0.00131115+0.00391338j -0.00539927-0.0294654j 0.00295257+0.0293059j -0.00367242-0.00733031j -0.000194361-0.025546j -0.000215475+0.00492953j 0.00551331+0.0261371j 0.00259878-0.0183192j 0.00257278-0.0316458j -0.00244728-0.0258961j 0.00448248+0.00400843j 0.00382048-0.0408078j -0.00361015-0.0142444j -0.00611107+0.0898696j 0.0111951-0.162451j 0.00368702+0.0647422j 0.00402345-0.0243018j 0.00111353+0.00606307j -0.00141157-0.00110733j -0.00272857-0.00548077j 0.00069128+0.00213268j -0.0019099+0.0117136j -0.000867683-0.00364223j -0.00357925+0.00189203j 0.00308463+0.00854064j 0.00419069-0.00986475j 0.00306243-0.000521078j -0.000642495-0.00089385j -0.00103086+0.00189977j 0.000405739+0.00176297j -0.00120332+0.000944235j 
0.00173695+0.00262979j 0.0012071-0.0021388j 0.00146039+0.00109124j 0.000186878+0.00188976j 0.00192221+0.00369745j -0.000707097+0.00319222j 1.81637e-05+0.000933827j 0.00107814+0.00637367j -0.00129531+0.000808545j 0.000703321+0.00421748j -0.00268436+0.00213185j 0.00151511-0.00682958j 0.000582979-0.0091388j -0.00214253-0.00702514j 0.000585577-0.00418434j 0.00123828+0.000893849j -0.00117288-0.000817092j 0.00427469+0.00770846j 0.00679839+0.0136256j -0.00262876+0.0111576j -0.00340274+0.00586012j -0.00247995+0.0111752j -0.000674041+0.0159373j 0.000824187-0.00244819j -0.000460205+0.00154359j 5.4224e-05+0.00728398j -0.00378819-0.0027825j -0.00136084-0.0114526j 0.000743365-0.000922572j 0.00101396+0.00688392j 0.00102101-0.00371861j -0.00421466-0.0156192j 0.000291697+0.0061073j 0.00172662-0.00481442j -0.00422072-0.000793827j 0.00146592+0.0134863j 0.00289205+0.00589243j 0.00378734+0.00886846j 0.00271261+0.00788736j 0.00418185-0.00612812j -0.0042159+0.00245193j 0.00161098-0.00352085j -0.00456723-0.0104724j -0.00185219-0.00192116j -0.00207763+0.0177919j -0.00358644-0.0052588j -0.00303167-0.00557944j -0.00493675-0.0600504j 0.00339077+0.0116643j -0.000549433-0.00219081j 0.00547929-0.00646114j -0.00239655+0.0286171j -0.00271927+0.0200576j 0.000960789+0.0748532j -0.0036833+0.064868j 0.00182865+0.00695761j 0.00752363-0.0478504j -0.00464411+0.0570976j 0.0077669+0.0151988j 0.00393152+0.0104892j 0.000639282-0.0717789j 0.00913766-0.145717j -0.00410177+0.0591441j 0.00786765+0.0281733j 0.000787515+0.0151775j 7.54631e-06+0.00774251j -0.00461538-0.00113875j 0.000649607-0.0026299j -0.000638151+0.0112522j 0.00347423+0.0103794j 0.00472304-0.00480188j 0.00180951-0.0046633j -0.00134811+0.00792321j 0.00180448+0.00483999j 0.00290688-0.0042806j 0.00120752+0.00193865j -0.00151964+0.00252959j 
-0.00149881+0.000177351j 0.000543393+0.00244419j -0.00249867-0.0020268j 4.20734e-05-0.00410741j -2.59393e-05-0.00153994j -0.00131149-7.73823e-05j 0.00166858+0.00542013j 0.00146244-0.00334377j 0.000709096+0.00196492j -0.000913528-0.00443133j -0.000345207-0.00370823j -0.00247288-0.00478111j -0.00256853+0.00867408j 0.000279318+0.00377236j -4.76366e-05+0.00022208j -0.0038333-0.00466696j 0.000568497+0.00519415j -0.00219735-0.00600534j 0.000472022+0.00223319j 0.00125912-0.000930039j 0.00155331+0.00239203j 0.00258146-0.00486519j 0.0014281+0.00525468j -0.0025441+0.00468529j -0.000359008-0.00369034j -0.000316947+0.00162716j -0.000707492+0.00114776j 0.000612068+0.0118751j -0.000424201+0.0013333j -0.000826075-0.0100301j 0.000616527+0.00525277j 0.00266464+0.0136232j -0.00172944-0.00652781j -0.00524326-0.00357363j -0.00226826-0.00741725j 0.00186999+0.00391275j -0.0025997-0.00354528j 0.000434181+0.00411652j 7.97432e-05-0.00183939j 0.00113167-0.00219203j -0.000416242+0.00700566j -0.00131824+0.00671735j 0.00109989-0.0136481j -0.00183009-0.00286486j 0.00270584+0.0120759j 0.00573539+0.0316493j -0.00366647+0.00832487j 0.00330346+0.0284076j 0.00309322+0.0186179j -0.000342291+0.00314302j 0.00124711-0.0169322j -0.000696784+0.0112738j -0.000256096-0.084083j 0.00376684-0.0529863j 0.00148326-0.0188394j 0.0049604-0.103371j 0.00619592-0.0455517j 0.00044584-0.0442297j -0.000676414-0.0104969j -0.0027652+0.117891j 0.00107766+0.025881j -0.00437575-0.0100588j 0.000899248-0.00305425j -0.00168025-0.0192689j -0.00215266-0.013726j -0.000779338+0.00287777j 0.00106419+0.00880584j -0.00405121+0.0057247j 0.00170044-0.0134101j -0.00505461-0.00284928j -0.00160862+0.00955118j 0.00197974-0.00147383j 0.00114858-0.00325682j -0.0016046-0.00439751j -0.00303022+0.00440551j -5.86024e-05+0.00155817j -0.00102908+0.0001787j 
0.00127702+0.00133896j 0.000508935-0.00164265j -0.00106077+0.000633213j -0.000861477-0.00235961j -0.000974283-0.00279241j 0.000904044-0.00391269j -0.00178745-0.0016117j -0.000438313-0.000811256j 0.000857098-9.41693e-05j 0.00052808+0.000588352j -3.44794e-05+0.00242296j -0.0016415-0.0012361j 0.00136727+0.00644217j -0.00255882+0.0105109j 0.00478263+0.0145219j -0.0025405-0.00656061j 0.00378721-0.000881814j 0.00168205+0.00852299j -0.00521501-0.00352496j 0.00205966+0.00589654j -0.00118608-0.00623014j 0.00168884-0.000450286j 0.000832233-0.00391725j -0.0020168+0.0137682j 1.32432e-05-0.016418j -0.00119446-0.0074194j 0.00111124+0.0135397j -0.00278196+0.00066191j 0.00137299+0.00308695j -0.00138625-0.00613108j 0.00166736+0.0161323j 0.000368595+0.0107845j -0.00427339-0.010629j -0.00468337-0.000364354j 0.00252553+0.011615j -0.000287359-0.000381862j 0.00366585+0.0145832j -0.00284838-0.0285533j 0.00660309+0.024347j 0.00267099+0.0230097j -0.00139502+0.0149017j -0.00268116-0.0104843j 0.00304848-0.0108509j -0.00154493-0.000676661j 0.00345286+0.0211913j 7.06744e-05-0.00301915j 0.000967319+0.00645808j -0.0008748+0.00601333j 0.0025972-0.0340109j 0.00109039-0.0309509j -0.000391511-0.00916814j -0.00201787-0.0462561j 0.000502463-0.0325514j 0.00630124-0.0142515j 0.00157533+0.0408172j -0.00275969+0.00590238j -0.00348863+0.00631264j -0.00600008-0.0541521j -0.00991096+0.177604j -0.00165922-0.000466081j -0.00161827+0.00739068j 0.000426492-0.0217345j -0.00712423-0.0122929j -0.00200078-0.010265j 0.00442953-0.00959412j 0.000299885-0.0123571j 0.00466018-0.00947787j -0.00266692+0.00133364j -0.00134123-0.010113j 0.000694728-0.00165149j -0.00290618-0.00573422j -0.00408932+0.00708228j 0.000705227-0.00313999j -0.0019176+0.000925408j -0.000117848+0.00324356j 0.000554189+0.000192504j -0.000145477+0.000984689j 
0.000699464-0.000595411j -0.00067868-0.001311j -0.00135464-0.00100912j 0.000273599-0.00224952j 0.00141355+0.00217173j -0.000415887+0.0021354j 7.23869e-05+0.000579966j -0.000543717+0.00492015j -0.00451147+0.00323479j -0.00241351-0.00791906j 0.0027403+0.00663987j -0.00117108+0.00359773j 0.00224701-0.0010872j -4.79344e-05+0.00290088j -0.00137398+0.0038472j 0.00135874-0.00263375j -0.000567413-0.00323686j 0.00187594+0.00028459j -0.00593885-0.0128031j 0.00209942+0.00335621j -0.00355176-0.0054539j -0.00266125+0.0016288j 0.00108761-0.00686802j -0.000780938-0.0036435j -0.000152689-0.00689595j 0.00341557-0.00746176j -0.000912538+0.00582531j -0.00282231-0.00506017j 0.0039741+0.0131748j 0.00517328+0.00316264j 0.000683426+0.0208438j 0.000670628+0.012108j -0.00328311-0.0129967j 0.00756804+0.0170308j 0.00589485+0.0156244j 0.00221168+0.0217364j 0.000261726-0.0140377j -9.10132e-05-0.0195617j -0.000567142-0.018297j 0.0023756+0.0154586j -0.00156159+0.0152555j -0.00712924-0.0229473j 0.0041308+0.0290858j -0.000668461-0.0275563j -0.00092304+0.00518203j -0.00317765-0.0385994j -5.02045e-05+0.0129283j 0.000527432+0.0115993j 0.00281195+0.00441266j -0.000105475+0.0537237j 0.00151418-0.0234579j 0.0024123-0.00669399j 0.00314054+0.0704958j -0.00330815-0.0378507j -0.00189757+0.0676173j 0.00327569-0.0235121j 0.00420372+0.0311337j -0.0108058+0.156701j -0.00240913+0.0466265j 0.00213949+0.0272464j -0.00167588-0.0135376j 0.00579538+0.00977146j -0.0036054-0.0267758j -0.00280272+0.00121359j 0.00155906-0.00851256j -0.00488788+0.00237296j 0.00295398-0.0191713j 0.00162138+0.0104047j -0.00424467+0.000337952j 0.000501945-0.000592133j -0.00127184+0.000507579j -0.00115591+0.00215855j 0.000509981-0.0023004j 0.0018573-0.000490877j 0.000257219-0.00250514j -0.000151298+0.000635306j -0.000312488+8.94364e-05j 
-0.00020974+0.00165476j 0.00117345+0.000879869j 0.000162015-0.00252553j 0.00155074+0.0008269j -0.000927621-0.000821733j 0.000263848-0.00140313j 0.000382917-0.000917987j -0.00108224-0.00441066j 0.00217712-0.00278077j 0.00191665+0.00368366j 0.00221033-0.00397583j 0.00311376+0.00773223j -0.000686144-0.00521187j -0.000561565+0.000308922j 0.00468651+0.00427954j -0.000583334-0.011325j -0.00105756+0.000926464j -0.00265772+0.00863261j -0.00255517+0.00636798j -0.00134266-0.014649j -0.00197612-0.00840293j -0.000841885+0.00237622j -0.00461114-0.0101407j 0.00204064+0.00720915j 0.00157057-0.0018899j -0.00251376+0.00641699j 0.00165295-0.00562856j 0.00287237+0.00224855j 8.07619e-05+0.00913561j 0.00102023+0.00413933j 0.00291027-0.00370648j 0.00202618-0.00148658j 0.00225251+0.00948545j -0.00161985+0.0152822j -0.00367943-0.0303237j -2.90118e-05-0.00576143j 0.00098204-0.013776j -0.00199504-0.0130454j 0.000956836-0.00958472j 0.00298426-0.0149708j -0.00217361+0.00399937j -4.80882e-05+0.0144389j -0.000624441-0.0410018j -0.00305948-0.0376672j 0.0011009+0.00867278j -0.00198542-0.0528887j -0.00181571+0.0584556j 0.0011241-0.0311093j 0.000350814-0.0381114j -0.0014944-0.00275811j -0.00331131-0.0235021j -0.00378662+0.0544756j 0.00319405-0.0274278j 0.00449233+0.0186756j -0.00856659+0.102143j 0.00177748-0.048722j 0.00512482+0.0742222j -0.00186479-0.0462743j -0.00208164-0.00651273j -0.00272881+0.00349012j 0.000428012-0.0112911j 0.00135915+0.00222577j 0.00305477-0.000711893j 0.0020581-0.000931098j -0.000304072+0.00408229j 0.00330312-0.0113511j 0.00158519+0.00647573j 0.00253713-0.00685893j 0.00357077+0.00498556j 0.00144005-0.00699735j -0.000404831-0.00241313j -0.00110233-0.0012529j 0.00111014-0.00223383j -0.000370292+0.0013951j 0.00095594+0.000588854j -0.00129606+0.00173935j -0.000726395-0.00169989j 
0.000853782-0.00157577j -0.00122092-0.00178383j 6.80578e-05-0.000562577j 0.00056511+0.00109932j -7.61062e-05-0.00101431j 0.00213408+0.00280358j 0.00149811-0.00366492j -0.000808068-0.00334272j 0.00193476+0.000334641j 0.000357235+0.00323706j 0.00139482+0.00109351j -0.00100949+0.00370129j 0.00212182+0.00498842j 0.000991155+0.00857744j 0.00256635-0.00309106j -0.00247278+0.00725693j 0.00396353+0.00254645j 0.000382174+0.00638449j 0.002325+0.00486882j -0.000578283-0.00116298j 0.00218793-8.81527e-05j 0.00335843-0.00461476j 0.0005113+0.0112403j 0.00378133+0.0105928j -0.00275061+0.0126009j -0.00288187-0.010624j -0.00127164-0.00517338j -0.000168015+0.00603188j 0.00032255-0.000310983j -0.00728727-0.00405458j -0.00844566-0.0408185j 0.000197726-0.0121233j 0.00508467-0.00215186j -0.00171612-0.00438242j 0.00247944+0.0086815j -0.00337499+0.00686913j 0.00121459+0.0153679j -0.00185458+0.00942567j -0.00431551-0.0201355j -0.00182792-0.0259731j -0.0054774-0.0548767j -0.00331648-0.0392852j 0.000377475+0.0391795j 0.0018692-0.0447834j -6.90186e-05-0.0248691j 0.00441124+0.0017312j -7.85077e-05+0.0792813j 0.00141527-0.0698672j 0.00132682+0.0286732j -0.000188534-0.110117j 0.00346672-0.0295898j 0.00657602-0.0489251j 0.00691971-0.0696874j 0.00730762-0.101978j -0.00213223-0.059961j -0.00297061-0.0326023j 0.00253456+0.00716766j -0.000763565+0.00865577j 0.00303635-0.0069412j -0.00242322-0.0336646j -0.00853792+0.00587104j -0.00412948-0.0152418j 0.00154578+0.0105168j 0.00451504-0.00893841j -0.00170639-0.00862713j -0.00209271-0.00409423j 0.00112408+0.00241164j -0.000377034+0.0009454j 0.00245778+0.00217608j -0.000293542-0.00469245j 1.7211e-05-0.00232828j -0.00113802-0.0019629j 0.00163127-0.00192453j -0.000385414+0.00151574j 0.000318557-0.00065738j 0.000913799-0.00345163j 0.00201117+0.000520106j 
-0.00225656-0.00258384j -0.00108613+0.00280571j -0.000195889-0.000101371j -0.000121626+0.000131761j 0.000550148+0.00248861j -0.00259339+0.000956417j 0.000944775+0.00588451j 0.00257537+0.00386266j -0.000882717+0.00730963j -0.00297511-0.00371975j -0.00183139-0.00199378j -0.00183221-0.00858674j -0.000976217+0.00267338j -0.00072538-0.00330834j -0.00240699-0.00255633j -0.0010865+0.00258943j -0.00062289+0.00240952j 0.000123222-0.0115602j 0.00345421-0.00191439j 0.00107811+0.00956811j 0.000464076+0.0117212j 1.36585e-05-0.00253915j 0.00306208+0.00989023j -0.000912373+0.000141676j -0.00294935+0.00361743j -0.000173843+0.0123797j -0.00538722-0.00453609j 0.000243955-0.00263543j 0.000236318-0.00540962j 0.00334134+0.0213719j -0.00217037-0.0174667j 0.00415032+0.0155712j -0.000166786-0.020583j -0.00185527-0.00573534j -0.00157178+0.0108808j 0.000110296+0.0127999j 0.000597636+0.0121608j 0.00740806+0.0444354j 0.00118171+0.0483199j -0.00153303-0.0288078j 0.00124934-0.00297255j 0.00350166-0.00168026j -0.000267552+0.0110225j 0.00121388-0.0356498j 4.36671e-05+0.026867j -0.00218778+0.0538962j -0.000822873+0.109841j 0.000313418+0.0462938j -0.00280429+0.0400677j -0.0035621+0.0448008j 0.00220341+0.0279782j -0.00777854+0.0586147j 0.00591115-0.0660626j 0.00254893+0.0540682j 0.0021723-0.0772342j -0.00530946-0.0101298j 0.000900272+0.00197466j 0.00103077+0.0218414j 0.00460232-0.00668255j 0.00128153+0.0113431j -0.000312854-0.00495103j -0.0011498-0.00632638j -0.00133279+5.62149e-05j -0.000675623+0.00270795j -0.00333222-0.0092424j -0.00278531+0.0213899j -0.00572299+0.00400217j -0.00119685+0.00454425j -0.000715819-0.00367528j -0.00262555+0.00538381j -0.000519778+0.00944072j 0.00399339+0.000440658j -0.00192853+0.00426351j 0.000227145-0.00366547j -0.00202212+0.000451163j -0.000352936-0.000383726j 0.000168964-0.000727575j 
