2.09773e-05+0.00388338j -0.00779218+0.0101221j 0.00668358-0.0383555j 0.00759232+0.00325284j -0.00319875+0.0201442j -0.00267273+0.00224117j -0.00352334+0.00768492j -0.000689439+0.00492742j 0.0116935-0.00968159j -0.00403984-0.00313436j -0.0101113+0.00148948j 0.00830714-0.00105058j -0.0172202+0.00278809j 0.00393473+0.0075586j -0.00116567+0.00349276j 0.000633978+0.00649717j 0.00384799+0.00345599j 0.00609333+0.00478555j 0.00515895+0.00159237j 0.000409676+0.00881443j 0.000760871+0.00614445j 0.00493084+0.00256647j 0.0211818+0.0178626j 0.000636853+0.00470244j 0.0181234-0.00628354j -0.00161664+0.0103854j -0.00843397-0.0131633j -0.000343375+0.00307938j 0.000942203-0.00208051j 0.00212153+0.00406463j 0.00787881+0.00133914j 0.00182643+0.00250821j -0.00218521+0.00083461j 0.00826409+0.00044593j -0.00400359-0.00267921j 0.00343182-0.00596777j 0.00510968-0.00561795j 0.00220459-0.00755019j -0.00380853+0.00104987j -0.00320495+0.000292422j -0.00174997-0.00141796j -0.0015171-0.0023708j -0.00163968+0.00523833j 0.00127182+0.000212612j 2.47937e-05-0.00441962j 0.00259676-0.0100995j 0.00794708+0.00014221j 0.00652982-0.00201691j 0.000512125+0.00454889j -0.00139392+0.00136821j 0.000363172-0.00183919j -0.00332769-0.00183646j -0.00304366-0.000127901j 0.00206529-0.0123931j 0.00160624+0.00228477j 0.000457049+0.00196777j -0.00346816+0.00418868j 0.00711961+0.00894374j 0.00563376-0.00495206j -0.00448781-0.000212982j 0.00521509+0.00184092j -0.00544576+0.0101015j 0.0092355-0.00300429j 0.00144825+0.0102521j -0.00681107+0.00698676j 0.00465262+0.00775834j -0.00143038-0.0113457j 0.0020332-0.0085236j 0.00307179-0.00176661j 0.00354314-0.00408861j 0.0036433+0.000333347j 0.00175177-0.000395294j 0.00454034+0.00764362j -0.00174415-0.00403071j -0.00213345-0.00463475j -0.00224635+0.000305397j 0.00299765+0.00396875j 0.00315195+0.00026101j 0.00247603-0.00186537j 0.00379224+0.00310571j 0.00013211-0.00201098j 0.00352078+0.00294053j 0.00644747+0.000666612j 0.00250863-0.00221952j 0.00236182-0.00051153j 0.00479283-0.00604612j -0.00146467+0.000625411j -0.00221158-0.00846421j -0.000690355-0.0114799j -0.00614547-0.00494925j -0.00296771+0.0104145j -0.00729763-0.00491987j 
0.000958948-0.00364672j -0.0045983+0.00133515j -0.00313528+0.00936287j -0.00634042-0.00988698j -0.00813122+0.0202926j 0.00659298-0.0142155j -0.00145193-0.00555698j -0.00671552+0.0101382j -2.08189e-05+0.00400243j -0.00210061+0.00680191j -0.00249313+0.0138513j 0.00138102+0.00323087j -0.00508612-0.00103145j 0.00720983-0.00714491j 0.00743919+0.00989344j -0.00346369+0.0111925j -0.00452053-0.00105986j -0.00334903+0.000988025j 0.00523133-0.000275767j 0.00497797+0.00288353j 0.000149816-0.00392689j -0.00152646+0.00312101j 0.00519166+0.000335011j 0.00235348+0.00556391j 0.000931296-0.00519284j -0.0128112-0.0023877j 0.00579458+0.000370608j -0.00323445-0.000496934j -0.0233798+0.00507095j 0.0107883-0.00795744j -0.00385273-0.00884538j 0.0101904+0.00216354j 0.0145416-0.0144025j -0.0109538+0.00942187j -0.00129133+0.00586519j 0.0159077-0.00375178j -0.0154697+0.00838697j -0.00332053-0.00771431j 0.00678341-0.0163794j 0.0137126+0.00516872j 0.00664629-0.00343802j -0.000562078+0.0157839j 0.00140813+0.00876782j -0.00735385-0.000868473j 0.00148887+0.00501191j -0.0118494-0.00290903j 0.0118918-0.00644462j 0.00553921+0.00257415j 0.00336744-0.00428186j 0.00247814+0.00569311j -0.00961069+0.0148363j 0.00720335+0.00267111j 0.00809756-0.00110331j 0.0106636+0.00373269j 0.00402112-0.00428382j -0.0139487-0.00165448j 0.00190586-0.00301082j -0.00333952+0.00660137j -0.000913511-0.0104956j -0.00954692-0.0076646j -0.015775+0.0114679j -0.0123192-0.00277202j -0.00938913-0.00212745j -0.000605503+0.00131322j 0.00269862-0.00146472j 0.000824232-0.0020416j -0.00873133+0.00640471j -0.00686145+0.00601691j -0.00233089-0.00634646j -0.00860459+0.0105992j 0.000279481-0.00540539j 0.00913314-0.000618283j -0.00182605-0.0106267j 0.00295068+0.00432958j -0.00193777-0.00726035j -0.00037593-0.00401683j 0.000552549-0.00210668j 0.0195037+0.01315j -0.00110759+0.00127217j 0.00222441-0.00447147j 0.00956429-0.0101162j -0.00109569-0.00193225j 0.0140509-0.00119684j 0.0083412+0.00730181j 0.0116984+0.00261066j 0.00479506+0.00240995j -0.0117736-0.0118249j -0.0037768+0.00165553j 0.00454563-0.00327036j -0.00303773+0.000864134j 0.00400618+0.00293283j -0.00138805-0.0015152j 
-0.00375954-0.000510712j 0.00048892-0.00147303j -0.00069248+0.00173948j -0.0055342+0.00112091j -0.00698365+0.00676033j 0.00550041-0.00865272j -0.00469765-0.00316636j -0.00654632-0.0038942j 0.0061843-0.00193607j -0.00761647+0.00579479j -0.000280679-0.00158654j -0.00142984+0.00669673j 0.00405062-0.0075633j -0.000559662-0.00395176j 0.0034136-0.00442386j 0.00112456+0.00674676j -0.0042617-0.00313547j -0.00584628-0.00545591j 0.00261146+0.00509342j 0.00139892-0.00145271j -0.000665078-0.0070282j -0.00334239-0.00247547j 0.00683631+0.000177842j -0.000993372-0.0005669j -0.00357263+0.00275924j 0.000639988-0.00796645j 0.00839956-0.00209267j -0.00595493+0.0241708j 0.0141083-0.00291701j 0.000812382-0.0137428j 0.0120723-0.0115738j -0.000663726+0.015644j -0.012322+0.00391235j 0.0111036-0.0112514j 0.0124318-0.0210699j -0.014186-0.00367016j -0.00944418+0.0101567j 0.0133533+0.0141326j 0.00860358+0.0326095j -0.00467923-0.0176394j -0.000921449+0.0156111j -0.000136748-0.0157597j -0.00450344+0.00572481j 0.00311807+0.00647793j 0.00529172+0.0073225j 0.0108386+0.000855443j -0.000136986-0.00380658j 0.00857158+0.00800468j -0.00146303-0.00455416j 0.00240921+0.00562184j -0.0112016+0.00676503j -0.00217088-0.001924j 0.00117809-0.00255297j 0.00252352-0.00599232j 0.00216553-0.00037692j -0.012587+0.00386029j -0.010247-0.00586356j -0.010154+0.00376236j -0.000340593-0.00192218j 0.00686359-0.00891631j -0.0122632+0.00682925j -0.00944892-0.000279115j -0.010132-0.00244794j -0.00140496+0.000786896j 0.0044191+0.00376862j -0.00490176-0.0028992j -0.0152522-0.00287883j -0.0149361+0.0031588j -0.0121774+0.00389768j 0.00348081-0.00632179j 0.00551264+0.000536209j 0.0118744+0.000169882j -0.00399015-0.000594081j 0.00435429+0.00118292j -0.00653644+0.00740352j -0.00243265+0.00132408j -0.0119673+0.00555862j 0.00555885+0.00385298j 0.00971592+0.00090845j 0.00308627-0.000193326j 0.00326312-0.00315708j 0.0161006-0.00252428j 0.0118815-0.00349443j -0.00112681-0.00391346j 0.0104679+0.00656129j 0.00667684+0.0035589j -0.017434-0.0102836j -0.00214725+0.00433082j 0.00294257-0.00313323j -0.0017503+0.00154779j 0.00184938+0.00341688j -0.000993937-0.000821761j 
0.00287502-0.00162997j 0.00431703+9.94253e-06j -0.00588508-0.0105527j -0.0054073-0.00142538j -0.0073265-0.00627254j -0.0119773-0.00352462j -0.00262527+0.00568155j -0.00760013-0.00820762j 0.00817249+0.0255976j -0.00351676+0.0118253j 0.00242007+0.0136552j -0.0049406+0.00304841j -0.0016816-0.0175378j 0.00132065-0.00873943j 0.000953287-0.00484134j 0.00236104+0.00453235j -0.00452806-0.00648821j -0.00470851-0.00232011j 0.00319086-0.00506323j 0.00365386-0.0131123j 0.00555021+0.000281894j 0.00331493-0.00145436j -0.00109188+0.00884564j 0.00381985-0.012155j 0.00044411-0.00531396j 0.00224205+0.00406973j 0.00128924+0.00697183j 0.011976-0.00115166j 0.00425473-0.00245686j -0.0265617-0.00463584j 0.00800123+0.00198779j -0.00752186+0.00782302j 0.0169324-0.00448095j -0.000435977-0.00287598j -0.00686795-0.00496913j 0.0101792+0.00339317j -0.018316+0.00643463j -0.0118246+0.00295484j -0.0069478+0.00697856j -0.00874384+0.000116268j -0.0105299+0.00746349j -0.0102773-0.00318732j -0.00125931+0.00459742j -0.008399+0.00558708j -0.00598176-0.00399121j -0.0131335+0.00211337j 0.00143286+0.00136008j -0.00157061+0.00712515j 0.00369768-0.00111137j -0.00609842+0.00721708j 0.0053094+0.00174344j -0.00184+0.00820296j -0.00833057-0.00661571j 5.74894e-05-0.000331061j -0.00645337+0.0114603j 0.00879117-0.00403668j -0.00912861-0.00478048j 0.001814+0.00949234j -8.77997e-05-0.00332272j -0.00669022-0.0105135j 0.00253201+0.00299226j -0.00357821+0.000131406j -0.00160389+0.00225306j -0.000172504-0.00265173j 0.00140997+0.00401434j 0.00389434+0.0052049j -0.00833625-0.00554653j -0.000354969+0.000613377j -0.00140306-0.00164267j -0.00609439+0.00695391j 0.00862807-0.00146068j 0.0195588-0.00123999j 0.00370733+0.00045186j 0.0136064+0.000725998j -0.00154761-0.00419612j -0.00308697-0.00194124j 0.00208683-0.00642247j 0.000621265-0.00261397j -0.0104878-0.00221003j -0.00682911-0.00130163j 0.000672773+0.00146452j -0.00683668+0.00134765j 0.00197057+0.00318999j 0.00835295+0.00547444j 0.0059722-0.0012954j -0.00487841+0.00173438j -0.00279891-0.000209478j 0.00149986-0.000235686j -0.000810594-0.00331796j -0.00038537+0.000780145j -0.00143497+8.0772e-05j -0.000495878+0.0010695j 
-0.00312298-0.000971959j -0.00184252-0.00725334j -0.00395045-0.00360959j -0.00211729+0.00181239j 0.00138929+0.00834039j -0.0160127-0.00568271j 0.00263673-0.0195873j -0.00418103+0.00527017j 0.00195262+0.00930497j -0.00941538+0.00822534j -0.00231557-0.00694078j 0.00232279-0.0104571j -0.00611099+0.00547459j -0.0020356+0.0159034j -0.000612823-0.0110382j -0.00110116-0.0045878j -0.00611849+0.0086114j -0.00445458+0.00394529j -0.00294061-0.00166025j -0.00109349-0.010817j -0.010158+0.00130506j -0.00572616-0.0058105j 0.00624554+0.00655828j -0.000667606-0.00371213j 0.00803153+0.00862715j 0.0148571-0.00141061j 0.0138222-0.00336291j -0.00203015-0.00610339j 0.00199729-0.00240951j -0.00454554+0.0221215j -0.00392823-0.00322378j 0.00571513-0.00553575j -0.00590274+0.0157005j -0.00919604+0.00752895j 0.00265085-0.00803704j 0.00821499-0.0041105j -0.00940297-0.00796342j 0.0161321-0.00478836j -0.0103187-0.0024342j -0.00616928+0.00702357j -0.00833876+0.000626676j 0.000718707-0.00296209j 0.00429967+0.00688579j 0.00724219-0.00592652j -0.000491066-0.00803599j 0.00103936+0.00839404j -0.00545976-0.0117746j -0.00183478-0.0150019j -0.000944188+0.00190848j -0.0107839+0.00216667j 0.00438241+0.00108983j 0.0164421-0.00408829j 0.0014108+0.0069198j 0.00586143-0.0090055j -0.000539557-0.00847041j -0.00715675+0.0106425j 0.0131407+0.00538931j 0.0044996-0.00981546j 0.00480308-0.0015203j 0.00602193+0.0123743j 0.00959173-0.00115111j 0.00479262+0.000151719j -0.000182608-0.0055214j -0.0081674+0.00135094j -0.00395894+0.00077367j -0.00496494-0.00166968j -0.0131651+0.00445984j 0.00200758+0.00166275j 0.00575573+0.00111472j 0.00544763+0.0002678j -0.0217597+0.00235397j -0.0358-0.000940343j 0.0120884+0.00262571j -0.0273687+0.000963749j 0.00566674+0.00634135j 0.00326987+0.000586471j -0.00322874-0.00709316j -0.00706937+0.00496262j 0.00238777+0.00155677j -0.0160033-0.0048232j -0.00604552-0.0046596j -0.000866106+0.00202748j -0.00519612-0.00301924j -0.00403533-0.00287072j 0.00609636+0.00839987j -0.00300161+0.00213457j -0.0125441-0.00275178j 0.0025725+0.0104372j 0.00198788+0.00546071j 0.0011306+0.00406625j 0.00373534+7.9276e-06j 0.000329636+0.000931634j 
0.00188018+0.00984569j 0.0158879+0.00883261j 0.000610927-0.00932245j -0.0113905-0.00815343j 0.000645956-0.00332116j 0.0198679-0.000866441j 0.0208246+0.00846833j -0.00614883+0.000491155j 0.00348557-0.0224374j 0.000829566+0.0200419j -0.00244074+0.0102297j 0.00588965-0.0128211j 0.00149352-0.00311802j 0.00474314+0.00244427j -0.00688843-0.00546192j -0.00910246+0.00223631j -0.00508019+0.00496569j 5.86306e-05+0.012746j 0.00701934+0.00259259j 0.00128918-0.00300818j 0.00514324+0.01273j 0.00211231+0.0014887j 0.0128199-0.0168463j 0.00197793-0.00298145j -0.00387974-0.00216951j -0.0196754+0.00265302j -0.00704311-0.000588924j -0.0103151+0.00486575j 0.0113372+0.000129629j -0.0123971-0.0013151j 0.00455663+0.00115053j 0.0159652+0.00144781j -0.00028384+0.000537027j -0.0114954-6.19834e-05j 0.00563324-0.00904383j 0.0157238-0.00481438j 0.00784195+0.000160001j 0.0021898+0.00339181j 0.000441012+0.00494397j 0.0017916-0.00153871j 0.00273552+0.0070101j -0.00440094-0.00521825j -0.000286413+0.0116487j -0.00215124+0.00570332j -0.00166507-0.00771762j -0.00223045-0.00266342j 0.00159092+0.00255206j -0.0012988+0.000714234j -0.00451379-0.00302545j -0.00241614+0.00222853j 0.00476276+0.00561311j -0.000188642+0.00221027j 0.00180523-0.00282796j 0.00822796-0.00383191j 0.00737977+0.00474797j 6.16661e-05-0.00583211j -1.39394e-05-0.00153246j 0.00332042+0.00154473j -0.000849248+0.00531559j 0.00117823-0.0130537j -0.00544572-0.00365173j -0.00550067+0.00276874j -0.00153471+0.00853603j -0.00247634-0.000320242j 0.00530875+0.00266753j 0.00560314-0.000549346j -0.00632973-0.0105255j 0.00345126-0.00145318j -0.00544966+0.0046112j 0.0011599+0.00382135j -0.00559507+0.00396328j -0.00606331-0.00241797j 0.00626234+0.00704971j -0.00705936+0.00200909j 0.00456986+0.00191155j 0.00141084-0.000671743j -0.0110308-0.00533946j -0.00191955+0.00237655j 0.00109438+0.00106528j 0.00456874-0.0054909j 0.0118884-0.00198662j 0.00512287+0.00328967j 0.00527677+0.00476155j 0.00190032-0.000752707j 0.00681698+0.00669506j -0.00151771-0.00134906j -0.00417973+0.00187216j 0.00129561+0.00061522j -0.0033709-0.00230336j 0.000958468+0.00266054j -0.00384624+0.00279225j 0.00282749+0.00393293j 
0.0074813+0.00598507j 0.00200761-0.00668651j -0.0131664+0.00579219j -0.00909453-0.0132453j -0.019128+0.00123858j 0.0108008+0.00690341j -0.00500341+0.00847086j 0.0220753+0.00762292j -0.000110842+0.0196303j -0.00241799+0.013548j -0.00954258+0.00200296j 0.00226733+0.00248646j -0.00331686-0.00218416j 0.00195963+0.00388023j -0.00335203+0.00688614j -0.0047602-0.00572467j -0.00141275+0.00700453j 0.00222418+0.00244133j 5.51541e-05+0.00321582j -0.000871448-0.00019484j -0.00310501+0.0043954j -0.00859194+0.0074395j 0.0101069+0.00396207j -0.0192368+0.0126203j -0.00867613-0.00394551j -0.00774815-0.00619489j -0.00767339-0.0142652j 0.00643134+0.00593965j 0.00533068-0.000892707j 0.0135316-0.0119369j -0.0207927-0.0103036j -0.016141+0.0146288j -0.0062862-0.0124981j -0.0159105-0.0133603j -0.00323539+0.00168604j 0.00341686+0.00202895j 0.00599891-0.00970855j 0.00329156+0.00268978j 0.00246809+0.00995952j -0.0025347-0.00799519j 0.00478058-0.00610492j 0.00532185-0.0102178j -0.00010112-0.00502298j 0.00431144+0.00584701j 0.00340299+0.00233162j 0.00438096+0.00262967j 0.00579068+0.00500884j 0.00556614+0.0146059j 0.00506057+0.00534561j -0.00735815+0.00121678j -0.00787389-0.00359624j -0.00187364-0.00391256j 0.000935791-0.000954225j 0.00430122+0.00564408j -0.00969685-0.000203074j -0.00626177-0.000320595j -0.00337937-0.00423972j -0.000583715+0.0029571j 0.00567085-0.0107817j -0.00672018-0.00763849j 0.00138936-0.000874208j 0.011136-0.00866357j 0.00619738-0.00337955j 0.00279021+0.000480055j -0.00938995+0.0105243j 0.0047764+0.00258614j 0.00693711+0.0034192j 0.00854785+0.00440459j 0.0122683+0.000723756j 0.00398844+0.00268348j -0.00117834+4.78573e-05j -9.96674e-05-0.00135987j 0.00466582-0.00546461j 0.00225629+0.000564796j -0.00341911-0.00273995j -0.00223592-0.000935431j -0.000866471+0.00330145j 4.40042e-05+0.0013821j -0.00453562+0.00111205j -0.0110611-0.00489807j -0.012884-0.0060678j -0.00746405-0.00250919j -0.0158078+0.00224758j 0.00176394+0.000623651j -0.00203665+0.00102366j -0.00247271+0.0020577j 0.00491685+0.0031033j -0.00683293-0.00298637j -0.00512487-0.00752137j -0.00373303-0.00185854j 0.00113791-0.00906022j 0.00763277+0.00134544j 
-0.0156211-0.00669159j 0.0110012+0.0132986j -0.00566498+0.00475527j 0.0127504-0.0131893j -0.00381095+0.00727736j -0.0109262-0.00171427j 0.00234309-0.0127326j -0.0141415-0.00245028j -0.0140098+0.00145729j 0.00609896+0.00438919j 0.00566262+0.00486103j -0.00996071-0.0138033j -0.00200922-0.00810652j -0.00303626-0.00314667j -0.00156047+0.0113174j 0.017143+0.0101103j -0.00170159-0.00694314j -0.00154668-0.00841733j 0.000946733-0.00427759j -0.0047475+0.00705476j 0.00772016-0.0100106j 0.00397049-0.00814676j -0.0116425-0.00466599j 0.0204065-0.00678629j -0.00103723+0.00487264j -0.00433819-0.00021919j 0.0043431+0.00606857j -0.000587856+0.00501059j 0.00318599-0.0100933j 0.00500829-0.00618594j -0.0160143-0.0016061j -0.00316045+0.00167275j -0.0012627-0.000186384j 0.0144849-0.000783703j 0.00755081-0.00767339j 0.00989401-0.00480709j 0.00234771+0.00124621j 0.0121211+0.00143612j 0.00267887+0.00836778j 0.000990714+0.00123173j 0.0100461+0.0106242j 0.00464585-0.00321232j 0.0140263+0.00965877j 0.00436556-0.000895164j -0.000575568-0.000148618j -0.00871233-0.000589942j 0.00712722-0.00555313j -0.00165112-0.000291264j -0.00363205-0.00623329j -0.0110755+0.00782524j 0.0118288+0.00584878j -0.0130689+0.00151324j -0.00306265+0.00178054j 0.00341776-0.0028917j -0.009985+0.00810517j 0.00453052-0.000480744j -0.00939404+0.00389022j -0.00715031-0.00660982j -0.00292186+0.00529878j 0.00372651+0.00181497j 0.0119095+0.00652686j 0.00213329+0.00260887j 0.00794284+0.00536671j 0.00714737-0.00910022j -0.00868397-0.00330332j -0.00443727+0.005246j -0.00585726-0.0100536j -0.00259569-0.00850744j 0.00530305+7.35162e-05j 0.000664914-0.0028871j -0.00924945-0.00318466j -0.00540586-0.000575683j 0.00340747-0.0086427j -0.00455763-0.000132557j -0.000745247-0.0036562j -0.000585506-0.00113601j -0.00202334+0.000934722j -0.00513242-0.00632417j -0.000122723+0.00123783j -0.0105213-0.00140856j -0.00356657+0.00123269j -0.00291785-0.003075j -0.00657459+0.00273775j -0.00037452+8.5008e-05j 0.00196316-0.000942754j -0.00223984-3.63223e-07j -0.000791934+0.00574785j -0.00626128-0.00462892j -0.00517764-0.00647563j -0.00631696-1.7187e-05j -0.00709023-0.0060296j 0.0052646+0.00507711j 
-0.00271621+0.00226048j 0.00587828+0.00379232j -0.00798897+0.0200577j -0.0185127-0.0103956j -0.00655785+0.0215089j -0.00469075+0.00531888j -0.0054426+0.00230172j 0.00524182+0.0195753j -0.00082747-0.0160392j 0.000106503-0.00595964j 0.00351528-0.000808589j -0.00916563-0.000696361j 0.00478334+0.00613559j 0.0020413+0.00205521j -0.00255138+0.00876638j 0.00542622-0.00481351j 0.00160503+0.000319504j 0.00694908+0.00275549j -0.000164854+0.00223729j -0.00536262+0.00903232j 0.00771542-0.000679807j 0.00506728-0.00200831j 0.00515629+0.00218126j 0.0118148-0.00639882j -0.00411456-0.00474394j 0.00577196-0.00202942j 0.00782037-0.00299479j 0.0175078-0.00629705j 0.0266815-0.0142894j -0.0122562+0.00782139j 0.00772445+0.00230878j -0.00691361-0.00500966j -0.00406681-0.000991362j 0.0022505+0.00284954j -0.0113024+0.00531055j 0.00669347-0.00320173j 0.00639387-0.00230937j -0.00639387-0.00509184j -0.00622167-0.0080128j -0.00965349+0.00938553j 0.00101822-0.00444161j -0.00278422+0.0100854j -0.00262782-0.00855558j 0.00129659-0.00086244j -0.00229401+0.00283655j 0.00131226-0.00354542j -0.00436255-0.000581529j 0.00245087-0.00145558j 0.00866558+0.00163971j -0.00340305-0.00408178j -0.0151782-0.000789729j 0.00667886-0.000293003j -0.00389769-0.00470432j 0.0129616+0.000572698j 0.00248127-0.00108058j 0.0071821+0.00123933j -0.00450731-0.00278048j -0.00628335+0.00416942j 0.00188052-0.0027235j 0.00612091+0.0037376j 0.00548489+0.00526212j 0.00438361+0.00323718j -0.00483392-0.00053367j -0.0033064-0.00157496j -0.00640306+0.000274691j 0.00557811+0.000181758j -0.0165756-0.0053712j -0.00368826-0.00346816j -0.00174198-0.00945129j -0.00971353+0.00860194j 0.0154863-0.00417962j 0.0192172-0.00035371j 0.00794251-0.00151314j 0.00966658+0.00129056j -0.00137408-0.0125474j -0.000731295-0.00489587j 0.000952441-0.0107484j -0.0163679+0.00234225j -0.0100465-0.00191563j -0.00809856-0.00607383j -0.0124708-0.0064991j -0.00408554+0.000205295j -0.00357702+0.0021404j 0.00504509+0.00507452j 0.00511182-0.00202338j 0.000210415+0.00698832j -0.0104535-0.000633513j 0.00157505+0.00252645j 0.00500134+0.00465696j -0.000225943+0.000461223j -0.000769337-0.0022509j 0.00202836+0.000798255j 
0.000479484+0.000577414j -0.000206919+0.00114446j -4.88496e-05-0.00183091j -0.000711473-0.00269554j 5.69927e-05+0.000792853j 0.000117829+0.000659389j 0.00131817+0.00120197j 0.0012507+0.000858315j 0.000272934-0.000651395j 0.00102578+0.00351098j 0.000759321+0.00252386j 0.000830728-0.00228856j 0.000748998-0.00172321j -0.000138544+0.000886561j -0.000258364+0.00139491j -0.000143012-0.000139824j 0.000490403+0.000104264j 0.000724857+0.000834292j -0.000313468+0.00359056j 0.00013691+4.74684e-05j -0.000396415-0.00108856j 0.000539023-0.00153917j 0.000585732+0.000172101j -0.0011605+0.000195101j -0.000681633+0.000997608j -0.000763178+0.000395799j -0.00136031-0.00128008j 0.000965984+0.00141455j 0.00208688-0.000119784j -0.00191078-0.000903082j 0.0052652+0.00275937j -0.00172218-0.000603343j -0.00251456+0.00192589j 0.00127516-0.00156527j -0.00120252+0.00252057j 0.000138622+0.00606668j 0.0041839+0.001965j -0.00101265+0.00516181j 0.00069147+0.0134972j 0.00215298-0.00817981j 0.000226287-0.00533249j 0.00411835+0.0246992j 0.00190702-0.00760249j -0.000982479-0.00343827j -0.0012207-0.00134882j 0.000657529+0.00161289j -0.000155483+0.0117385j 0.00197449-0.021588j 0.00334018+0.00537912j 0.00397857+0.0132858j -0.00348436-0.000396715j -0.00305278+0.00282046j -0.00124101-0.0121337j -0.00200226+0.0114215j 0.000139575-0.00330179j -0.000354502-0.00384737j -0.00059759-0.00457186j 0.00248243+0.00468452j -0.00521299-0.00153939j -0.00164164+0.00227727j -0.00261639-0.000514489j -0.000957694-0.000370426j 0.00165032+0.0019082j -0.00468678-0.00199798j 0.00191515-0.00172055j -0.00244447-0.00172753j -0.00387303+0.00277572j 0.00344491-0.00273407j 0.00994894+0.00323153j -0.0108734-0.0105232j -0.0280187+0.00456087j 0.0146873-0.000604183j 0.0085996+0.00688388j -0.0048907+0.000534181j -0.00330159+0.0344738j 0.00149172+0.0114368j 0.0105+0.0248771j 0.00316555-0.00795647j 0.00357178+0.000312196j -0.0230656+0.00544644j 0.0142807+0.00368807j 0.011983-0.00211659j -0.0104542-0.00339345j 0.0088281-0.00255252j 0.00161523+0.00470954j 0.00572466-0.00168743j 0.0020491+0.000818106j -0.00029249+0.000962009j 0.00084338+0.00122281j -6.99141e-05-3.4446e-05j -0.000143982+0.000326689j -0.000503509+0.000370396j 
-0.0023731-0.000349372j 0.00292408-0.00250048j -0.000218418-0.00135773j -0.00185287+0.00419813j 0.000269339+0.00224244j 0.00308733-0.00190819j -0.00151812-0.00327559j -0.00269376-0.000364209j 0.00161652+0.00268199j -0.000956369+0.00306099j -0.00153005-0.000834175j -0.00227938+0.000537545j 0.00249594+0.00187872j 0.000423383+0.000190093j -0.0010812-0.00173842j 0.00114557+0.00182937j -0.00170414+0.00138621j -0.00182902+0.00074377j 0.00150012+0.00155215j 0.00031459-0.000478734j 0.000863035-0.00046567j -0.0029484-0.000316341j 0.000938791-0.00052831j -0.000902447+0.00218495j 0.00137107+0.000828996j -0.0039503-0.000467339j -0.00246961-0.00422338j 0.00161562+0.00263115j 0.00289092+0.000310724j 0.000418305+0.0011317j 0.00164318+0.00233532j 0.00137089-0.00318201j 0.00690787+0.00589564j -0.00124997-0.000690651j -0.00139654+0.00326336j 0.00224756+0.003102j -0.00449699+1.60796e-05j 0.000891493+0.009087j 0.00260541+0.0147021j -0.00249337-0.0113187j 0.00108752-0.00270266j 0.000894688+0.0143377j 0.00184068-0.00608111j -0.00158922-0.0060033j 0.00249383+0.00493586j -0.00368436-0.00139581j -0.000902568+0.00567831j -0.00218968-0.0209853j -0.000697454+0.000130647j -0.00507542+0.00180558j 0.000694077-0.00368996j -0.00481988+0.000954479j 0.00186017-0.00446963j -0.003211+0.00403837j -0.000298607+0.000774422j -0.00295949+0.00310331j 0.000986333-0.00235919j 0.00130489+0.000488842j 0.00190108-0.00130281j 0.00373549+0.00213636j 0.00141135+0.000202533j -0.00151479-0.00222677j 0.000777421+0.000474488j 0.00239033-0.00206327j -0.00267063+0.00027576j -0.0034722+0.00230852j 0.00615989-0.00563571j -0.0108276+0.00737281j -0.0112483-0.00612966j 0.0303909+0.0225744j -0.00101562-0.00457444j -0.00197148-0.00156194j -0.0002454-0.017543j 0.00448204+2.27343e-05j -0.00207504-0.0676372j -0.000682553-0.0226688j 0.000728-0.049233j 0.00374233+0.0159725j 0.00167496-0.000191768j 0.00159013-0.0125682j 0.00571347-0.00611168j -0.00517437+0.00396486j 0.00154439+0.00618852j -0.0245453+0.00539846j -0.00017304-0.00713743j -0.00215397+0.00313145j -0.00309392-0.000343648j -0.000449797-0.00162272j -0.00397578-0.00248098j -0.00105254+0.000276887j -0.000499378-0.00178783j 0.00182094-0.000398236j 
