2.09773e-05+0.00388338j -0.00779218+0.0101221j 0.00668358-0.0383555j 0.00759232+0.00325284j -0.00319875+0.0201442j -0.00267273+0.00224117j -0.00352334+0.00768492j -0.000689439+0.00492742j 0.0116935-0.00968159j -0.00403984-0.00313436j -0.0101113+0.00148948j 0.00830714-0.00105058j -0.0172202+0.00278809j 0.00393473+0.0075586j -0.00116567+0.00349276j 0.000633978+0.00649717j 0.00384799+0.00345599j 0.00609333+0.00478555j 0.00515895+0.00159237j 0.000409676+0.00881443j 0.000760871+0.00614445j 0.00493084+0.00256647j 0.0211818+0.0178626j 0.000636853+0.00470244j 0.0181234-0.00628354j -0.00161664+0.0103854j -0.00843397-0.0131633j -0.000343375+0.00307938j 0.000942203-0.00208051j 0.00212153+0.00406463j 0.00787881+0.00133914j 0.00182643+0.00250821j -0.00218521+0.00083461j 0.00826409+0.00044593j -0.00400359-0.00267921j 0.00343182-0.00596777j 0.00510968-0.00561795j 0.00220459-0.00755019j -0.00380853+0.00104987j -0.00320495+0.000292422j -0.00174997-0.00141796j -0.0015171-0.0023708j -0.00163968+0.00523833j 0.00127182+0.000212612j 2.47937e-05-0.00441962j 0.00259676-0.0100995j 0.00794708+0.00014221j 0.00652982-0.00201691j 0.000512125+0.00454889j -0.00139392+0.00136821j 0.000363172-0.00183919j -0.00332769-0.00183646j -0.00304366-0.000127901j 0.00206529-0.0123931j 0.00160624+0.00228477j 0.000457049+0.00196777j -0.00346816+0.00418868j 0.00711961+0.00894374j 0.00563376-0.00495206j -0.00448781-0.000212982j 0.00521509+0.00184092j -0.00544576+0.0101015j 0.0092355-0.00300429j 0.00144825+0.0102521j -0.00681107+0.00698676j 0.00465262+0.00775834j -0.00143038-0.0113457j 0.0020332-0.0085236j 0.00307179-0.00176661j 0.00354314-0.00408861j 0.0036433+0.000333347j 0.00175177-0.000395294j 0.00454034+0.00764362j -0.00174415-0.00403071j -0.00213345-0.00463475j -0.00224635+0.000305397j 0.00299765+0.00396875j 0.00315195+0.00026101j 0.00247603-0.00186537j 0.00379224+0.00310571j 0.00013211-0.00201098j 0.00352078+0.00294053j 0.00644747+0.000666612j 0.00250863-0.00221952j 0.00236182-0.00051153j 0.00479283-0.00604612j -0.00146467+0.000625411j -0.00221158-0.00846421j -0.000690355-0.0114799j -0.00614547-0.00494925j -0.00296771+0.0104145j -0.00729763-0.00491987j 
0.00290576-0.00422479j -0.000870727-0.00106268j -0.0170793+0.00454332j -0.000241945+0.00670472j -0.0109678-0.00523747j 0.00402219-0.013922j -4.4484e-05-0.00467616j 0.00743803+0.00329787j -0.0023361-0.0100518j -0.00648799+0.011967j 0.00594908-0.000941181j -0.00435826+0.0132608j 0.00638338-0.0105775j 0.0004754+0.000213745j -0.00765609-0.0159002j 0.00349784+0.0104145j -0.0135133-0.0203427j -0.00120864-0.0086596j -0.00579796-0.00179361j -0.00388541+0.00499066j 0.000679841+0.00275065j 0.00424621-0.00689778j 0.0192294+0.00500376j 0.0184601-0.00242903j 0.00528466+0.00444743j 0.0175922-0.00276949j -0.0235758-0.00133121j -0.00606907-0.00555939j -0.0057793+0.00463107j -0.00327262-0.00387653j 0.000546422+0.00903436j 0.00246643+0.00238496j 0.00290372+0.00246684j 0.0123877+0.000348662j -0.0096851+0.00491755j -0.00734746-2.57744e-05j 0.00101526-0.00914968j -0.0020464+0.00649282j 0.00105997-0.00103589j -0.000708621+0.000677634j 0.00107361-0.00394878j 0.00565404-0.00554198j 0.00326846-0.00317512j -0.000170547-0.00590999j 0.00207194+0.00300073j 0.00650621+0.00279055j 0.00394629+0.00615497j 0.000124764+0.00629175j -0.0140534-0.00298341j 0.00759073+0.00340501j 0.00698515-0.00370928j 0.00964731+0.0014963j 0.00679595-0.00389569j -0.0118938-0.00177126j -0.00302328+0.000586594j -0.00433963+0.00286787j 0.00177207+0.00254588j 0.005186+0.00402262j 0.000275293+0.00138099j -0.0111632+0.00303893j 0.0143438-0.00791518j 0.00608095+0.00855017j 0.00204498-0.0110168j -0.0105747-0.00332244j -0.00129174-0.00198416j 0.0012824-0.00191624j -0.0122232+0.00034788j -0.0137715-0.00141478j -0.00190228+0.0029333j -0.00550787+0.00310749j -0.00458282-0.00259918j 0.000682403+0.000235939j -0.00380895-0.000965027j 0.000940831+0.00252926j 0.00220195+0.000437027j -0.00186372-0.00110077j -0.00902321+0.00105159j -0.00377408+0.00374876j -0.0010169+0.0022235j 0.00274241+0.00358955j 0.00782167+0.00135004j -0.00832798-0.00495861j -0.00546307-0.0102319j 0.00188274+0.00133204j 0.00592168-0.00190996j 0.00544551+0.0103108j -0.0148528+0.00120906j -0.000712446-0.00330299j -0.0064756+0.00191189j -0.00113683-0.00483715j -0.000809815-0.00260761j -0.00242297-0.00304142j 
-0.00155898-0.00161325j 0.000427159-0.0014508j -0.0098119+0.000817546j 0.00214639-0.000574068j 0.00783432-0.0014657j 0.00124144+0.00263155j -0.00603194+0.0031854j -0.0039556+0.00164486j -0.000996646-0.00538341j 0.000459025+0.00238977j -0.0049098-0.00893258j -0.00814201+0.000172597j 0.00234167-0.00493935j 0.00774706+0.00357063j 0.000386401+0.00936247j 0.00405379+3.91192e-05j 0.02113+0.00591946j -0.0198441-0.0112623j 0.00592605+0.00898055j -0.000172431-0.00548813j 0.0181216+0.0150771j -0.00691186-0.00435594j -0.0057848-0.000459395j -0.0109913+6.3904e-05j 0.0045619+0.00557604j 0.00340843-0.00506815j -0.000894725-0.0094121j -0.0063942-0.00262831j 0.00347603-0.00393604j -0.000500905+0.000996419j 0.00715975+0.00335499j 0.00827842-0.000649082j -0.00321598-0.0021866j -0.00195189-0.00517812j 0.0112003+0.0125951j -0.0102753-0.0033241j 0.0126871+0.00932519j -0.00313035+0.0135183j 0.000865003-0.00709394j -0.00113531+0.00260614j -0.00570999-0.00549217j 0.00288581-0.00574016j -0.00436901+0.00581712j 0.00322756+0.00605997j 0.00607703+0.00279894j -0.0075416+0.00381188j 0.00278094-0.00480939j 0.0153198+0.00114937j -0.00182201-0.0067382j -0.00821555+0.0162247j -0.00124262+0.000735523j 0.00201917+0.00773364j -0.00870002+0.0020404j 0.0179522+0.00165256j -0.000729203-0.0108429j -0.0101953+0.00702224j 0.0215474-0.00589453j 0.00382253+0.00428504j -0.0136132+0.003797j 0.00779505-0.00543011j 0.0194071-0.00451567j 0.00897434+0.000189849j -0.000297755-0.00565557j 0.00287847-0.00307058j -0.0106956+0.00782702j -0.0106798-0.00293571j 0.00420198+0.00513232j 0.00651652+0.00543043j 0.0056328+0.000837861j 0.000826795+0.00419961j 0.000762954+0.00308233j 0.00298957+0.000613377j -0.00184247+0.00722274j 0.00572236-0.00346904j 0.00280322-0.00883309j -0.000930657+0.00246687j -0.00253623+0.00996366j 0.0135+0.00325802j -0.000725608+0.00175208j 0.0086494-0.00637268j 0.00664177+0.00521203j -0.0110465+0.00605814j 0.00333518+0.00215424j 0.012538+0.00205418j 0.00545997-0.00288013j 0.0141139+0.00385182j 0.013319+0.00151319j 0.00381758-0.00952487j 0.00573351-0.00595422j 0.00248504-0.00287512j 0.00606753-0.000355398j 0.000535133+0.0013542j 
-0.00645057-0.00112603j 0.00314999+0.00202241j -0.000860557-0.00605634j -0.00473706+0.00340754j 0.00295943-0.000680958j -0.0143017-0.00227653j -0.00498832-0.00204032j 0.00940154-0.00270123j 0.0144064-0.00539829j 0.0169318-0.00106953j 0.0148628-0.00221355j 0.0124985-0.00791722j 0.00238653-0.00101577j -0.00429688+0.000108332j -0.00306544+0.00697449j 0.00177459+0.0133398j -0.018588-0.00276995j 0.014276-0.0124795j -0.0118774-0.000225974j 0.0318339-0.00193136j -0.00645568+0.0060195j 0.028438-0.00924858j 0.00668277-0.00590772j -0.00730818-0.0147374j -0.0126768-0.0128811j -0.00549341+0.00447299j 0.0113078-0.00601116j 0.00675203-0.0103046j 0.00739017+0.00607099j 0.0163296+0.00299776j -0.00477259-0.000603729j 0.00186195-0.000761522j 0.00861375+0.00399382j -0.00132558-0.0140426j 0.00931368+0.00101012j 0.000930478+0.0104247j 0.00518174+0.0149154j 0.00430038-0.00621986j 0.00353391+0.00314794j -0.00606462-0.00338588j -0.000462829-0.000449712j -0.00418981-0.00478186j 0.00565224-0.0066187j 0.00518702-0.00294979j -0.00339841+0.00426154j 0.000949669-0.00240599j 0.0046678+0.00391102j -0.00561069+0.00363006j -0.00269676-0.00351866j -0.0142876-0.00264346j -0.000394165-0.00279456j -0.01158+0.00455451j -0.000251018-0.00330012j 0.00795332-0.000921494j 0.0065709-0.00390983j 0.00153135-0.00197394j 0.0146656+0.00917934j -0.00558791-0.00222043j 0.00901719-0.00129308j -0.00358833+0.00742205j -0.0245237-0.0082011j -0.00403069-0.00995814j 0.0191387-0.00497586j 0.00224729+0.00851809j 0.000252509-0.00274979j 0.00140134-0.00572274j -0.000980789-0.00773715j 0.000373835-0.0038651j 0.000252859-0.000586377j -0.00339602+0.0016257j -0.00436765+0.00315754j 0.000821901-0.00114614j -0.00349046+0.00310073j 0.000406559+0.000361019j -0.000813791-0.000638993j -0.00142742-0.000419771j -0.000731405+0.00128145j 0.00131724+7.03774e-05j 0.00175971+0.00218861j 0.00108673-0.00338288j 0.00365467+0.00146332j -0.00417594+0.000989263j -0.00235773-0.00201838j -0.00897997-0.00159009j 0.00187263-0.00512712j -0.00408403-0.0049413j 0.00926844+0.000676884j 0.00570776-0.00448656j 0.0114626+0.00837001j 0.000741384-0.00308544j -0.00137994-0.00412507j -0.00365717+0.00253755j 
-0.000193659-0.00300316j 0.002571-0.000616492j 0.0190834+0.00518146j -0.00596092+0.000862512j -0.0181353+0.00519956j 0.00707648-0.00651828j 0.00209895+0.00381481j -0.00525949-0.00395831j 0.00408791-0.000332744j -0.00183811+0.00705005j 0.00471415-0.00416645j -0.0127417+0.00335381j 0.0026248+0.000984363j -0.0176454+0.00225296j -0.00950207-0.00529705j -0.0044975-0.00474626j -0.0048794+0.00144768j 0.0181528+0.00415926j -0.0137733+0.00434343j 0.00687287+0.00887641j -0.0143227+0.000328914j 0.0188631+0.0090793j 0.00249262+0.000931796j 0.00213693-0.0135829j -0.00395584+0.00885036j -0.000872987+0.00535265j -0.00778671-0.000216998j 0.00104865+0.0059889j -0.000712673+0.00144224j 0.00154223+0.00307658j 0.00359738-0.00786947j -0.00271262-0.000512685j 0.00500216+0.000707495j 0.000964552+0.000584726j -0.00648676+0.00834031j -0.00257291+0.00284023j 0.00297449+0.000812575j -0.00222464-0.00333094j 0.00550463+0.00280892j 0.00811624-0.00568683j 0.00549679-0.0101072j 0.00933071-0.00733578j 0.016417+0.00305353j -0.00833707+0.0038838j 0.00417061+0.00233536j 0.014858-0.0150017j 0.00272091-0.00696314j -0.00285157-0.00642314j -0.00882162-0.00262086j -0.0060057-0.000585556j -0.0124905-0.000750479j 0.00505293+0.00535202j 0.00188056+0.00319661j -0.00279669+0.00277395j -0.0248403+0.00190489j 0.0091907-0.0056293j 0.0103967-0.00111747j -0.000965516-0.00626274j -0.00949124-0.0125298j -0.00494947+0.0135171j 0.0127803-0.00369316j 0.00734432-0.0117265j 0.00401494-0.00643849j -0.0138463+0.00928396j 0.00687502-0.00931917j -0.0011824+0.001018j 0.000561537-0.0023874j 0.00157707+0.00252772j -0.00414306-0.00198914j -0.00277641+0.00288702j 0.00557003-0.00435349j -0.00602845+0.00434257j -0.001983+0.00520712j -0.00451159-0.00406033j -0.00127644-0.00132807j 0.000125879+0.00256755j 0.00127589+0.00653245j 0.00601516+0.000782358j 0.00192657-0.000509418j 0.0083468-0.0116479j 0.00743954+0.00490257j -0.000374025+0.00787558j 0.0175585+0.00133386j 0.0012279-0.000933567j 0.00730005+0.00230099j -0.00990109+0.00285251j -0.0108141+0.00237373j -0.00352262+0.00250043j -0.00598295-0.0023449j 0.000934101+0.00316855j 0.000985573-8.56532e-07j 0.00441662+0.00116096j 
-0.000925915-0.000661454j 0.000914543+0.00413374j -0.0179333-0.00134291j 0.00140365+0.000779489j 0.00838915-0.00138995j 0.00908038+0.00377697j 0.00478613-0.00090497j -0.000361319-0.00302074j 0.00506418-0.00167447j 0.00339165-0.00166772j -0.00214032-0.00841284j -0.00264499-0.00527857j 0.00340213+0.000162441j 0.0066196+0.00359503j 0.0043219-0.0099611j -0.00546584+0.00172428j -0.000295382+0.00629296j 0.00355694-0.00545134j -0.0128918+4.19053e-05j 0.002879-0.00324742j -0.0140233-0.00139957j 0.000228722-0.0123942j -0.00102448+0.000187863j 0.0117737+0.00291056j -0.0161986+0.00810248j 0.00140027+0.00473043j 0.00754849+0.00438998j 0.000611446+0.00626921j -0.00315925-0.0065418j 0.000647173-0.000273259j 0.00909964+0.00479884j -0.000169175+0.0109806j -0.000832674-0.00596181j 0.00840151+0.00197061j 0.012373+0.0133653j -0.0071373-0.0163584j 0.00954254+0.00435452j 0.00327785-0.00103882j 0.00186603+0.00255978j 0.00492159+0.00569881j -0.00618337-0.00126627j 0.00316613+0.0104541j 1.78158e-05+0.0106241j -0.00368267+0.00400435j 0.0106796+0.00564437j -0.00700858+0.00522834j -0.00679943-0.00234579j 0.00184909+0.00933949j -0.0168778-0.00340905j -0.00110766+0.00800854j 0.00210872-0.00558874j -0.00661836-0.000150679j -0.00222545-0.0102354j -0.000297901+0.00692359j -0.00949316-0.00283333j -0.00869825+0.00857606j 0.0156816+0.0094722j 0.0123217-0.00480068j 0.00849392-0.0027348j -0.00878787-0.0114124j 0.00561383+0.0105514j -0.00387395+0.000343724j 0.00531449-0.000518417j -0.00696018-0.00309751j -0.00118962-0.013883j -0.00155679+0.00492806j -0.00195227+0.00105172j -0.00143437-0.00405903j 0.0010308+0.00177901j -0.00113623-0.0019282j 0.00169284-0.0105485j 0.00324948+0.00418747j 0.00292278+0.00186536j -0.00172705+0.00432909j -0.00213226-0.00290933j 0.00109536-0.000819869j 0.00778233+0.00130386j -0.000183021+0.000756736j -0.00337013+0.00212552j -0.00335549-0.0102728j 0.00590877+0.00492455j -0.00103576+0.00173559j 0.00464114-0.00774j 0.0113437-0.00510581j 0.0028239-0.00180373j -0.00270733+0.00739658j -0.00613245-0.00668864j -0.00591468+0.00454573j -0.000616548-0.00328592j -0.00455672+0.00211235j -0.00252605-0.000889352j -0.00391774+0.00033012j 
0.00431519+0.000942762j -0.000467104-0.00186875j 0.00846426-0.00340262j -0.000871668+0.00682962j -0.0125235+0.00416674j 0.000971305-0.00661304j -0.00458985-0.0063038j -0.00197225-0.00498463j 0.00181366+0.000303861j 0.00425752-0.00535314j -0.00695046+0.00995023j -0.0088531+0.00110138j -0.0059405+0.00279581j 0.0174123+0.00301565j -0.00697235+0.00216299j -0.00533357-0.00107788j -0.0119491+0.0122881j 0.00921536-0.00963372j -0.0125258+0.00656383j -0.00961803+0.00337216j -0.00825506+0.00447592j 0.00898505+0.00235763j -0.00215754-0.00263559j -0.00441048-0.0214711j 0.000135348-0.0020402j -0.000853811-0.00372809j -0.00807331+0.00107517j -0.006089+0.00271514j 0.00548641+0.00714917j 0.00549355+0.0011717j -0.00243668-0.00663202j -0.00348646-0.00237543j -0.00347151-0.00460618j -0.00322756-0.00468177j -0.00625693+0.00097669j -9.41806e-05+0.00200466j 0.0093065+0.0099241j 0.00978427+0.00611604j -0.0100653-0.000414056j 0.000665654+0.000586114j 0.00240862+0.00745233j 0.0124213+0.00790483j -0.0123266-0.00928482j 0.0101755+0.0193475j 0.0131719-0.00315251j -0.0276159-0.00191716j -0.01666+0.00174913j 0.000836766+0.00593697j 0.0019217+0.0137032j 0.0105595+0.00306479j 0.0179795+0.00300217j 0.00523723-0.00478042j 0.0045154+0.00283324j -0.00845346+0.0029634j 0.00659539+0.0010377j -0.00887139+0.0108865j -0.00829998+0.00668643j 0.00454838-0.0140773j -0.00525023-7.50138e-05j 0.00757843-0.00420009j 0.00432895-0.00354164j -0.00502727-0.0133835j -0.00449407-0.00182184j 0.00237304+0.0041019j -0.00258415+0.00131879j 0.00372845-0.00634241j 0.00144808-0.00725301j 0.00450256-0.00564486j -0.00231124-0.000875944j -0.0020187+0.000404189j 0.00971818+0.00498599j 0.00226408-0.0063595j 0.00238408-0.00111741j 0.000365717+0.00109367j -0.00495041+0.000891028j 0.000632744+0.00124826j 0.0081076-0.00593416j -0.00352187-0.00442662j -0.00114589-0.00242817j -0.00538461+0.00624971j -0.00944327+0.000576126j 0.0054638-0.00266665j 0.00160915+0.00324075j 0.00597981+0.00393962j -0.00498704-0.00245393j -0.0130554-0.00200448j 0.00198761-0.00322192j -0.00256014-0.00441126j -0.00209287-3.99856e-06j 0.00121723-0.00176863j 0.000435058+0.00178125j 0.00175933+0.000435115j 
5.83939e-05-0.00195407j -0.000275438+0.00131679j 0.00063484+9.11725e-06j 0.000941533-0.0014075j 0.0012305+0.00140338j 0.00228641+0.00386229j 0.00275799-0.00269181j 0.00583232-0.00241627j 0.00424993+0.00298156j -0.0152536+0.000333772j 0.0146041+0.0072653j -0.00288095-0.00986183j 0.0070224-2.97477e-06j 0.00415177-0.00661469j -0.00813009-0.00519374j -0.00479603-0.00227478j -0.00675384+0.0135823j -0.00309142-0.0118484j -0.00154308+0.00291076j -0.00751008+0.00898284j 0.00753832+0.0113699j -0.00997171+0.0186533j -0.00386845+0.0065543j 0.00586198-0.00866934j 0.0102541+0.00383583j 0.00351713+0.00330996j -0.00127627-0.00249477j 0.00637226-0.0082132j -0.00704955-0.0058904j 0.000125321+0.00292678j 0.00173391+0.00995428j 0.000553599+0.0008999j -0.00100171+0.00452539j -0.00118189+0.00406762j 0.0161876+0.00373567j 0.00318043-0.00321351j 0.0102469+0.00629163j 0.00803554-0.0156441j 0.00335854+0.00841193j -0.00097085-0.00359701j -0.00296239+0.000215315j -0.00339556+0.00539794j 0.0156447+0.00636328j -0.000761234-0.0130374j -0.00565963+0.0143156j 5.85106e-05+0.00375718j 0.00319985+0.00315809j 0.000356558+0.0111646j -0.0076613-0.0175065j 0.0061034-0.0119382j -0.00786046-0.00802941j 0.00520147+0.00527758j -0.00258384-0.00721603j -0.00478417+0.00903295j -0.00160225-0.0183203j -0.00140536+0.000499061j 0.000135761+0.0166229j -0.00332294+0.0120066j 0.000875427+0.00579298j 0.00132201+0.00326745j -0.00607463+0.00736797j 0.00421508+0.00135102j -0.00443477+0.00392871j 0.0142567-0.00256236j 0.00732354-0.0018369j 0.00179776-0.00377175j -0.00105602+0.00105781j 0.000313862+0.000685288j -0.00380131+0.00333572j -0.000731336+0.00576193j -0.00228749+0.000242123j 0.00239193+0.00186149j 0.00802222+0.000373982j -0.00586784+0.00416919j -0.00704577-1.36702e-05j 7.44886e-06+0.00177705j 0.00995884+0.00131396j 0.00571178-0.00112615j -0.000656956-0.0051311j -0.0122095-0.00448929j 0.00242265+0.0032926j 0.00871787+0.00454545j 0.000975914-0.00441317j -0.00789659-0.00256583j -0.00393445-0.000421204j -0.00505825+0.00153974j 0.00509617+0.00230578j -0.00169564-0.00223417j -0.00439246+0.0011387j 0.000524558-0.00139933j 0.00392814+0.00192555j -0.00105459+0.000629322j 
-0.00221847-0.00125661j -0.00193329+0.00317286j -0.0011397+0.0056226j 0.00367913-0.00225607j 0.00247886+0.000719694j -0.00303119-0.00462632j -0.0031281-0.000526358j 0.00069909+0.00653287j 0.00199337+0.00514989j 0.00529116-0.00500464j -0.0143046+0.0144376j 0.00244612+0.00622824j -0.00384679+0.00447897j 0.00867124-0.0177752j 0.00384349-0.00240948j -0.000952092+0.00645863j 0.0131604-0.0104312j -0.00201825+0.00729154j 0.0037259+0.00517984j -0.00731771+0.0126278j -0.00395398-0.00147331j -0.00382661+0.00782576j -0.00393738+0.000419252j -0.00645125-0.00314095j -0.00581229-0.00684434j -0.00100567-0.00213544j 0.00782076+0.00669098j -0.00483636+0.000824676j 0.00680208-0.00425349j -0.009264+0.00869873j -0.00076657+0.000157028j 0.00827464+0.00428938j 0.000541149+0.00781867j 0.000265245-0.00942142j -0.00698284-0.00190024j 0.0097388+0.00627825j 0.00354647-0.00393701j -0.0142086-0.00710859j 0.00294714+0.0109264j -0.000992958-0.0015245j -0.0043087+0.00759022j -0.000629065-0.00791919j 0.0179005+0.0147801j -0.00969659-0.000986176j -0.00649189-0.0165428j -0.00460023+0.0264252j 0.00798871+0.0103093j 0.00150347-0.0128178j -0.0143426+0.00446901j -0.00650615-0.0081532j 0.000735296-0.011977j 0.0126511-0.00320167j -0.00496314+0.00187751j -0.00288863-0.00794641j 0.00397554-0.00188961j -0.0176182+0.00432046j -0.00365826+0.00160786j 0.0163313-0.00835796j -0.00951324+0.00116759j 0.00321911+0.00233962j 0.00333737-0.00350367j -0.0044642-0.0038074j 0.00626609+0.00156607j -0.00159606+0.000433358j -0.00491661-0.00155853j -0.000313943+3.38839e-05j -0.00422607-0.00252782j 0.00209443-0.00200464j -0.00118355+0.00140457j 0.00340504+0.00413756j 0.00307235-0.00703418j -0.00177057+0.00379492j -0.00408628+0.00101299j 0.000504856+3.74603e-05j -0.00235637+0.0022515j 0.00163591+0.000435107j -0.000601091+0.00474706j 0.000639515-0.0019266j -0.000930268+0.00162387j 0.00242261-0.0085996j -0.00191154+0.000564936j -0.00346611+0.00522758j 0.00257621-0.0073904j 0.00371151+0.00876984j -0.00223384+0.000269999j -0.00113922-0.000256017j 0.00233753+0.000688978j -0.000270436-0.00200354j 0.00269883+0.00380268j -0.00167652-0.00238464j 0.000116422-0.000221873j -0.00483419+0.00110127j 
0.00225958+0.0018594j -0.00120625+0.00163932j 0.0196577+0.00437275j -0.00439145+0.00196774j -0.00612799-0.00329606j -0.0089228+0.00483552j 0.00452741-0.000168861j 0.000106452-0.00142109j 0.00364565-0.00410662j 0.00698334-0.00518271j 0.0132098-0.00622352j 0.00430136+0.00221353j 0.00366206+0.000674168j 0.0109066-0.000720942j -0.0063706-0.00686178j -0.00764973+4.3473e-05j -0.0138503+0.00605348j 0.007623+0.00226286j -0.0150863+0.00535853j 0.00336924-0.00761565j 0.00498672-0.00181272j -0.00712241+0.000592895j 0.00210685+0.00548051j 0.00429394+0.00577141j -0.00354005+0.00292123j -0.00348248+0.00685167j -0.000279625+0.00365433j 0.0105434-0.00958832j 0.00254918-0.0027777j -0.00160567-0.00164172j 0.000323594+0.00828655j -0.0157856-0.00568363j 0.00489155-0.00472285j 0.0142455-0.00195063j -0.00584324-0.0123753j -0.000124422+0.0112374j -0.00305251-0.0101145j 0.012949-0.00162671j 0.00821593+0.00127661j 0.0153355-0.00250958j -0.00328695+0.00957624j -0.00791949+0.00522843j -0.00553012-0.0131745j -0.00663194+0.00519641j 4.9739e-05+0.00430383j -0.0023064-0.00220739j -0.00358693-0.00621814j 0.00275121-0.00294159j -0.00871182+0.00694095j -0.00222279+0.0118078j -0.0117052+0.00735429j -0.00722144-0.00366403j -0.0101708+0.0077091j 0.0109723-0.0122924j -0.00404272+0.00342299j -0.00514307+0.000573357j 0.0158525-0.010625j 0.00132093-0.0079954j -0.00864037+0.016213j 0.005714-0.000521822j -0.00394423-0.00397167j 0.00307207+0.000390672j 0.00669698+0.0124958j 0.00143515-0.00808122j -0.000148789+0.00153847j -0.00203221-0.0036186j -0.00474415+0.00379128j -0.00528885-4.84291e-06j 0.000761034+0.00717432j -0.00631676+0.00315705j 0.00618964-0.017357j -0.0084873+0.00428334j -0.00779187+0.00127401j 0.00103696+0.000843301j 0.00101755+0.000992607j 0.000621795+0.000904381j -0.0100097+0.00107902j -0.00303616+0.00759826j -0.00698655+0.00401306j 0.0130538-0.0113647j -0.00801726+0.0130942j -0.0145965+0.00279556j -0.00145559-0.0077026j -0.00150797-0.00314756j 0.00558029+0.00565275j -0.000417324+0.00432936j 2.14784e-05+0.000818494j 0.00936804+0.00217777j 0.000821968+0.00231414j 0.000312005-0.00293187j 0.00233226+0.00384529j -0.00742806-0.000501129j 
-0.00430339+0.00105289j -0.00509581+0.00139779j 0.0186194+0.00101813j 0.00835913-0.00152736j -0.00829928+0.00140284j -0.00845305-0.00322006j -0.00759323-0.0022639j -0.000678942+0.00990543j -0.00633405+0.00705615j 0.0126765+0.0107254j -0.0269289+0.0106591j 0.0102321-0.00725805j -0.00609601+0.000574928j 0.00695051+0.00572623j 0.00562046-0.0110526j 0.001988-0.00465418j 0.0161264-0.0030542j -0.000435144-0.00537138j 0.013194-0.0168066j -0.00644316+0.00628721j 0.00147656-0.00103406j -0.010233-0.00445319j -0.00309068-0.00221362j -0.0145287+0.00280538j -0.00520423-0.00881139j -0.00748329-0.00531462j 0.00853153+0.0109098j -0.00550181+0.000392328j 0.00788539+0.00235318j -0.00852212+0.00447157j 0.00294243+0.0016457j 0.000459563+0.00249024j -0.00781394-0.0029894j 0.00341251-0.0020872j 0.00218737-0.000822199j 0.00599376-0.00536979j 0.00514137+0.00282318j 0.00154271+0.000189802j 0.00348995-0.00302984j 0.000404725+0.00371582j -0.00176818-0.005038j 0.00687712+0.00767945j 0.00303477-0.0123076j 0.0162067-0.00481149j 0.000245689+0.0126671j -0.00236986-0.0171885j 0.00950548-0.00786844j 0.00521875+0.00901041j -0.0103292-0.00797628j 0.0093484-0.00192439j -4.78824e-05+0.00363226j 0.00702437-0.0039765j 0.00174778-0.00675516j -0.00468259+0.00784524j -0.00229954+0.00169524j 0.00902148-0.00723853j 0.00766256+0.00359847j -0.0049383+0.000138103j 0.00205917+6.98324e-05j -0.00920017+0.000737277j 0.000634002-0.000517129j -0.00496178-0.00445297j -0.00358101+0.00440969j 0.00169967-0.00335895j -0.000595104-0.000473086j -0.00267839-0.00341446j -0.00376724-0.00161504j -0.0069787-0.000317343j 0.00263231+0.00109062j 0.00221934+0.0051738j -0.00208453-0.00583226j -0.0027356+4.75521e-05j -0.00208256+0.000106428j 0.0023238+0.00401067j 0.00382269+0.000427915j -0.00330976-0.00149455j -0.00513073+0.00346914j -0.00364346+0.000683101j -0.00367279+0.00157962j 0.000508118-0.000726261j 0.00481067+0.00304825j -0.00473197-0.00247285j -0.00932206-9.05314e-06j -0.000576438+0.000925911j -0.00477073-0.00204763j 0.0143275+0.00100809j -0.00044798-0.00358233j -0.00118351-0.00236562j 0.00116083+0.000925815j -0.00399718-0.00326926j -0.00105732-0.000792436j -0.00646775-0.00109903j 
