-0.0894107+0.104335j 0.0379578-0.013077j 0.0013294+0.0262086j -0.107085+0.0183463j 0.000388504+0.0446618j 0.0165031+0.0250692j -0.0815832+0.00337441j -0.0454225+0.0200177j 0.0134234+0.0270799j 0.0022386+0.0313975j 0.0517229-0.0258151j 0.0225044+0.0461198j -0.0541911+0.000217621j -0.0142939+0.00883189j -0.0194842-0.0137326j -0.01508-0.00436877j 0.0178833-0.00919656j 0.00156478+0.0195399j 0.0021702-0.0207058j -0.0311849-0.0116581j -0.0268419+0.0273277j 0.0216025+0.0199307j -0.0222385+0.0435078j 0.0199499+0.0214394j -0.00175093+0.000316959j -0.0323251-0.0139685j -0.0210328-0.013415j -0.0035869+0.0315763j 0.053867-0.0209949j 0.022611-0.0006889j -0.0341684-0.0225476j 0.00836768-0.0113467j -0.0134742-0.0108702j 0.0331157-0.0182272j -0.00928324+0.0318714j 0.0234066-0.010265j -0.0187263-0.0366763j 0.0305871-0.0229933j 0.010578-0.0133956j -0.018902+0.0284303j 0.0156547-0.0216118j 0.0119835+0.0153748j 0.0017829+0.0346985j 0.0157051-0.0169569j -0.0134022-0.0107017j -0.0768192+0.0490446j -0.0265829-0.000929502j -0.00535322-0.0231065j -0.0302798+0.0785336j -0.0794379-0.0348742j -0.126871-0.0931776j -0.0862201+0.0357749j 0.183939-0.395232j 0.254147+0.130826j -0.0203748-0.0726663j -0.224126-0.184726j 
0.0775375+0.0240234j 0.0487342+0.0637924j -0.0269139-0.00228971j 0.0083847-0.0209558j -0.0180812+0.0126849j 0.0143118+0.0264673j 0.0323944-0.022447j -0.0348678-0.0189289j 0.00837774+0.00758851j -0.0457871+0.0436648j 0.0268645-0.0543435j 0.0489712+0.01986j -0.0195854-0.00874259j -0.0281188-0.0375105j -0.016014-0.00333305j 0.0293869-0.0247055j 0.00553638-0.0658688j 0.0817036+0.0387648j 0.0261629+0.00834856j -0.08132-0.00403409j 0.0400465+0.00654702j -0.00360081+0.0296514j 0.0659154-0.00933727j -0.022204+0.0134405j -0.0588492-0.0472252j -0.0158474-0.0155158j -0.0315846+0.0100073j 0.0109091-0.0124466j -0.0697674-0.0959245j 0.00629449-0.106319j 0.0011957+0.0429236j 0.0234301-0.0267916j -0.0654196-0.0625606j -0.0997308+0.0405083j 0.0162892-0.0101503j -0.0520778+0.072034j -0.0533544-0.0664394j 0.0785017-0.0257054j 0.073527-0.01398j -0.0149171-0.00277476j 0.0868943+0.113578j 0.183028+0.00544303j 0.163198-0.0886208j -0.12361-0.0880078j -0.0235172+0.0979828j 0.0868923-0.167827j 0.0133841-0.029457j -0.0437343+0.0309914j 0.0514176-0.0118764j -0.0483316+0.0450213j -0.0903974+0.0120296j 0.0121885-0.0918868j 0.0177674-0.0542481j -0.0771453+0.0727392j -0.0759351-0.177031j 0.0799984-0.106465j 
0.0594963+0.0276918j -0.0476176+0.00616267j -0.0159226-0.0383192j -0.0300223-0.00151481j -0.00241779+0.00584279j 0.0560511+0.0214642j 0.0447749-0.0563086j 0.0394566+0.0170026j -0.0562022+0.0096876j -0.0182122+0.0278304j -0.059108-0.0249029j -0.0579474+0.0204358j 0.00864905+0.0172747j 0.0106479-0.0400193j -0.0475722+0.0172739j 0.0296989-0.0782015j 0.0010182-0.0492848j -0.0419216+0.0181914j 0.0336358+0.015402j -0.010956+0.00218422j 0.00214512+0.0198929j -0.0519679-0.00329172j -0.0593296+0.0219878j 0.0611817-0.0149519j -0.0191695+0.0360554j -0.00238786-0.0528175j -0.0193182+0.0542773j 0.0314337+0.00222335j -0.0177561-0.044514j 0.00686218-0.0187979j 0.0216173-0.0480854j 0.026392-0.0566062j -0.0924926-0.0280261j 0.0158516-0.0534542j -0.0358647+0.0440611j -0.00620624+0.000720152j -0.11634-0.0810972j -0.0348759+0.109043j -0.065296+0.0858473j -0.0330599-0.0986953j -0.103437-0.147127j -0.107584+0.0115675j -0.13176-0.0691679j 0.122724+0.126431j 0.122758-0.0183675j 0.0819995-0.0347476j -0.0186487+0.0203416j -0.0695342+0.0395873j 0.139288-0.106295j 0.145274-0.149139j 0.0479831+0.0113177j 0.0914695-0.200477j -0.258381-0.05416j -0.00920225+0.205649j 0.0847865+0.043347j -0.0694569+0.0547838j 
-0.0386523-0.0225519j -0.0188457-0.0356786j -0.06034+0.0120643j 0.00755929+0.0464547j 0.0204991-0.052924j 0.0270001-0.0064463j -0.0349327-0.0448402j 0.0458441+0.0180825j 0.0451359-0.00756853j 0.00294029-0.0185568j 0.0351374+4.78146e-05j -0.0414357-0.0535285j 0.0708858-0.0140699j 0.0561631-0.041071j -0.0374348+0.0268122j -0.00498181-0.0520261j -0.0253464+0.041747j 0.0499334-0.0176281j 0.0329382-0.0932995j -0.0494238-0.0541775j -0.0312668-0.0614457j -0.0418227-0.00668632j -0.00406192-0.0110646j -0.0110245+0.00658773j 0.0533708+0.0238059j -0.0577936+0.0520936j 0.0313131-0.0268509j 0.0456924+0.118368j -0.0223651+0.068965j 0.0250637-0.0564048j 0.0242214-0.0151527j 0.0393169-0.0164773j -0.0701833+0.0787575j -0.0812463-0.0063186j -0.119593+0.0776236j 0.0196976+0.124338j 0.0967338-0.0458287j -0.00972379+0.0221943j 0.106716-0.0425383j 0.101223+0.0425947j 0.166182-0.0996814j -0.165203-0.0539022j -0.0434076-0.183651j 7.47653e-05-0.179912j -0.0644462+0.130975j -0.037751-0.00642246j 0.0607494+0.00384948j 0.0933365-0.100761j 0.118937-0.0244576j 0.00708432+0.084879j -0.133494+0.00568268j -0.0984039-0.217199j -0.0982103+0.0525851j 0.111349+0.103387j 0.0862463+0.035766j 0.0089304+0.0589328j 
0.0389545+0.0244705j -0.0222496+0.00905697j 0.0590238+0.00325346j -0.00285409-0.000464103j 0.00118547-0.0215639j -0.037971-0.0405275j 0.0218604+0.075763j 0.0222368-0.11714j -0.0388042-0.00535522j 0.025262-0.0187265j 0.042555-0.0198806j -0.0117659-0.000119934j 0.000944639-0.0573852j -0.00596617+0.00454291j -0.0447066-0.00616475j 0.0131563+0.00786596j 0.050133-0.00966884j 0.0140303-0.0484514j -0.0866757+0.0940138j 0.0095088+0.033974j 0.10388-0.00964506j 0.00355493+0.0356472j -0.0278906-0.0436954j -0.000256279+0.0531375j 0.00145138+0.0524694j 0.0156975-0.0554963j -0.000234258-0.0412076j 0.0411633-0.113599j 0.00328361+0.0551774j -0.0336703+0.00981537j 0.0753938-0.113768j 0.0109582+0.0350697j 0.0469543+0.0383061j 0.0186874+0.0745762j 0.0305405+0.120409j -0.0548511+0.0900969j 0.083955-0.0322635j 0.20742+0.0352456j 0.0753259-0.0818526j 0.0930404+0.007968j 0.0510628-0.0553115j -0.118709+0.0150331j 0.0158746-0.0129516j 0.0265589-0.276843j -0.0780927+0.0153328j 0.0829359+0.0511424j 0.0581276-0.0164467j 0.0128524-0.0821966j 0.0198865-0.0493j -0.132876-0.0519957j -0.0684173-0.161986j 0.126951+0.0193698j -0.0474426+0.000757303j 0.00325358-0.0173051j -0.0495384+0.02002j -0.0663018-0.0356045j 
0.00467045-0.00680888j 0.000596408+0.000163821j -0.0713675+0.0160686j -0.0160037+0.0249884j 0.0630587+0.0206085j -0.0320554-0.00645189j -0.0387238+0.0167823j 0.038412+0.0199199j 0.00364516+0.0607976j 0.036891-0.0835203j -0.0019937+0.0943206j -0.00116972-0.011289j 0.0321978+0.00754429j 0.101578+0.00647201j 0.0288065+0.030715j -0.0143917+0.0284788j -0.0152164-0.0341119j 0.0231199-0.00974696j 0.0685986-0.0557303j 0.029733-0.0726399j -0.0918835+0.0355345j 0.00375164-0.0887454j 0.033498+0.0152614j 0.0193774-0.00762311j -0.00973442-0.0627382j -0.0378616+0.0262789j -0.0509817+0.0219179j -0.0359782+0.0226912j -0.0365328-0.0860979j -0.0713136+0.048957j 0.0308022-0.0106967j 0.0541851-0.0201025j 0.0333156-0.0421507j 0.00117712-0.0496751j 0.0153391-0.0118174j -0.203708-0.0160002j 0.0540851+0.0555166j -0.057268+0.06696j 0.0943042-0.128243j -0.0664935-0.090126j -0.121942+0.151734j -0.0383112-0.0984029j -0.0454528+0.144816j 0.0270976+0.0752484j -0.0171357+0.0175719j 0.120323+0.183667j -0.0965792+0.046587j -0.0803954+0.0713027j -0.0218539-0.0502296j -0.160319-0.0179492j -0.0453659-0.0834004j 0.111888+0.0288915j 0.150793-0.00639462j 0.0781992-0.0489143j 0.035008+0.0646046j -0.0469532-0.0158112j 
-0.030188-0.0207994j 0.0326577+0.0103163j -0.0188324+0.00131531j -0.0184687-0.000103126j 0.022797-0.0516247j 0.034844+0.0859257j -0.021313+0.00522741j 0.0487297-0.0822219j 0.0120757+0.0555212j 0.00154558+0.00540686j -0.00306887-0.0600407j -0.0245997+0.0232801j 0.0127184-0.0408025j -0.0281805+0.00740091j 0.000631626-0.00427901j 0.000743683+0.00491461j -0.0175247-0.00544657j 0.0637944-0.0156796j 0.0209202-0.0102909j -0.0274223-0.0143022j -0.0486762+0.0282519j 0.0501798+0.00104368j 0.0136945-0.0197496j -0.0319592+0.0274561j -0.035447-0.0551481j -0.0578031-0.0182834j -0.00622989-0.0475917j -0.00818981+0.0404552j -0.0602186-0.0351678j 0.0369689-0.0464255j 0.114199+0.0898848j 0.0136729-0.0433531j -0.0528699-0.0365028j 0.0137184+0.0105714j -0.0808144-0.0438059j -0.0948351+0.00325363j -0.0688779+0.0291936j 0.0967868-0.0377671j -0.0095481+0.0276556j -0.0436266+0.0093231j -0.0329281-0.0610981j 0.138161+0.0554363j 0.0515222-0.0851936j -0.0363053+0.050979j -0.039675-0.0732124j -0.137437+0.0099725j 0.134607-0.0310487j -0.00202945-0.0925476j 0.0260739+0.176329j 0.0210034-0.24174j 0.257486+0.0299318j 0.0625861+0.0458764j -0.0398864+0.0211291j 0.0112117-0.0348861j -0.058709-0.041296j 0.0331457+0.000531475j 
0.0320765+0.0108782j 0.0414292-0.00408579j -0.09466+0.0131552j -0.00261986+0.0598588j 0.0653772+0.040701j -0.0166678-0.0146094j -0.0486468+0.0712022j 0.0216744+0.061935j 0.0677567+0.033114j 0.0455679-0.0805495j -0.0263475-0.0560021j -0.00900618-0.0868288j 0.0185844+0.0440789j 0.00410294-0.0128919j -0.0165884+0.0705286j -0.0247808-0.0331667j -0.0833858-0.0102572j 0.00399165+0.014869j -0.0280684+0.0968309j 0.0208187+0.0408142j 0.0477365-0.0512118j -0.0196677+0.00146636j -0.019015-0.131855j -0.0449644-0.0361939j 0.0315526+0.0221658j 0.0377234+0.0120537j 0.0395252+0.0136743j -0.00758048-0.0706943j 0.0199318-0.0189193j 0.0768522-0.0275541j 0.0550799-0.0898207j -0.118949+0.0667127j 0.105118-0.0772809j 0.0137994+0.0349457j 0.0731441-0.0214283j 0.127084-0.00021079j 0.0523573-0.145961j -0.00873212-0.0789692j 0.0450174+0.193138j -0.139144-0.0141427j -0.0903251-0.158374j 0.0265186+0.0764546j 0.0350593+0.00449278j -0.145639+0.0259511j -0.060391+0.0933801j -0.048137+0.00373962j 0.131123-0.0514833j -0.0516686-0.0914685j -0.0133825+0.046987j -0.2143-0.122578j -0.0193629-0.167586j 0.149856+0.039932j 0.0962975-0.0824068j -0.0189993+0.0252755j 0.00641694+0.0561188j -0.0206483-0.0377778j 
-0.0192787+0.00630916j -0.0304944-0.0354453j -0.0879225-0.078859j 0.0110254+0.0231232j -0.0486729+0.0184735j 0.0189183+0.10236j -0.00446982+0.0379631j -0.0980287+0.0887484j 0.0269643+0.0351166j 0.00775711-0.0373931j -0.0386815-0.00830036j 0.0606693-0.0898316j -0.00808561+0.0169508j -0.0369009-0.0058j 0.0568757-0.0670715j 0.00621368+0.0465691j -0.0393833+0.018329j -0.0151894+0.0378387j -0.0246353+0.0271673j 0.0774552-0.00518861j 0.0140838-0.0120094j 0.0725695-0.00562891j -0.115732-0.0928525j 0.00694854-0.024281j 0.0426325+0.0144161j 0.0751352+0.0145709j 0.0915789-0.0792397j 0.0172442+0.0259237j 0.0556117-0.00269726j -0.0741673+0.0295966j 0.0339023-0.0818352j -0.00255768-0.0451958j 0.0203246+0.0569587j 0.0911466-0.0204567j 0.113356-0.0535618j 0.135199-0.0307306j 0.17176-0.0102418j -0.0592753+0.0200453j -0.0175197-0.0941898j 0.0625925+0.125803j 0.0786338+0.078973j 0.0359232-0.0554217j -0.0461796+0.00495373j 0.0494397-0.0367909j 0.14458-0.00707082j 0.10059-0.0304217j 0.0244274+0.0651894j -0.159891+0.0909073j 0.00875919-0.105069j 0.0941012-0.0819268j 0.0815385+0.166106j 0.0252531-0.0837291j 0.0732556-0.0614871j -0.0402879-0.0433341j 0.0470011+0.0248346j 0.101016+0.0250148j 
0.043266+0.0289309j -0.0325243+0.0354776j 0.0473963+0.103559j -0.0181428+0.0354674j 0.069677-0.0591336j 0.0236993+0.0343145j 0.0393391+0.043536j 0.0476818-0.00887099j 0.0060552-0.0317139j 0.000549599+0.0311897j -0.0206444-0.0332826j -0.0307033-0.0942663j 0.0149433+0.0554007j 0.0606945+0.00547305j 0.041455-0.079006j 0.0296424+0.0222882j -0.0371027+0.1075j -0.0777665-0.0244532j -0.0236034+0.00100584j 0.0603164-0.0293826j 0.0257315+0.0308505j 0.0296449-0.11705j 0.00124719+0.013096j 0.0339131+0.006144j 0.128696+0.0430522j 0.0676237-0.0446782j 0.13005-0.0438658j 0.0636963-0.0241712j 0.0638593+0.0399234j 0.00492813-0.0277839j -0.141179-0.0542218j 0.051087-0.0572679j 0.174232-0.0989273j -0.0597356-0.0464378j -0.0561403-0.0769912j -0.196804+0.00240178j 0.065111-0.0504521j -0.094221+0.0974037j 0.0938331-0.0596063j -0.00391703-0.0652201j 0.0268992+0.0132633j 0.00444749-0.00136107j 0.0383067-0.0062296j -0.143083+0.0206955j 0.00268855+0.0400363j 0.0279293-0.0620775j 0.0315054+0.0646933j -0.0895786-0.0637166j 0.0226732+0.0529724j 0.0534925+0.0401024j 0.0530259+0.0704147j -0.0359968+0.103495j 0.0892035+0.199366j 0.0937611-0.0371784j 0.0592942+0.0203268j -0.0755406-0.039611j 
-0.0414733+0.0118105j -0.0219245-0.00247315j 0.0595803+0.00699948j -0.0117213-0.0486266j 0.0034469+0.0249619j -0.0167384+0.014416j 0.0083289-0.00106204j 0.00799223+0.00603775j -0.0425754-0.0129773j 0.00937941-0.0235452j 0.0103769+0.0492895j -0.0329134+0.0537349j -0.00897152+0.0228019j -0.012359-0.00171059j 0.027224-0.0140941j -0.0157985+0.0385833j 0.00242469+0.0461385j -0.0461946-0.00227927j -0.0566677-0.032786j 0.0489209-0.0848026j -0.102143+0.0442861j 0.0500909+0.0461276j -0.0420011+0.0770507j 0.0461115-0.0259899j 0.0850358-0.0946659j -0.00985942+0.0656641j -0.10664+0.0291401j -0.0389837+0.0481919j -0.0109968-0.0512754j 0.031605-0.0673939j -0.0434804+0.122571j -0.0686441+0.0553644j -0.0268486+0.0553193j -0.0236188+0.0411706j -0.0602673-0.0832054j -0.0777291+0.00257565j -0.00469846-0.0921032j -0.0522416-0.118632j -0.0152499+0.0336045j 0.105611+0.00397148j -0.170376-0.000393955j -0.086962-0.0231944j -0.0296995-0.0841255j 0.184634+0.0145855j 0.0553527-0.0650527j -0.0552836+0.0597836j 0.0859818-0.207509j 0.0527774+0.0731415j 0.129433-0.0655786j -0.10889-0.0321268j -0.0890628-0.0623245j 0.00375758-0.0583584j -0.0130633+0.027638j 0.00647761-0.0558576j 0.0075267-0.0226172j 0.0279054+0.0125905j 
-0.0316507+0.0330507j -0.0128952-0.0100805j 0.0629426+0.0160467j -0.00504061-0.00779645j 0.0314689+0.00171025j -0.0366996+0.0284362j 0.0389319+0.0583552j 0.00467205+0.0463131j -0.00498399-0.0286711j 0.0329359-0.0219905j 0.0424891-0.00729596j -0.0278089-0.0661677j 0.0206087+0.0751387j 0.0105587-0.0203267j 0.00461417-0.040473j 0.00264258+0.0586871j 0.0127139+0.0536649j -0.036668-0.0186468j -0.0244493+0.0142522j 0.0285961-0.0160188j -0.0242465-0.0412984j 0.056273-0.0336773j -0.0122959-0.0181156j -0.0217579-0.0384106j 0.0876782+0.00231625j -0.0257032+0.0299861j -0.0658108-0.0538778j -0.021171-0.0328448j -0.0669464+0.0339869j 0.0819115-0.0062799j 0.0397507-0.0653887j -0.0254006+0.00457721j 0.0469894-0.0930571j -0.0919313-0.0896345j -0.143123-0.121088j 0.217787+0.0672462j 0.0137845-0.0700487j -0.0024117+0.123858j -0.0222179-0.0210439j 0.102608+0.0955113j 0.0124109+0.0254153j -0.0166415+0.011977j -0.122056+0.0784431j 0.0262581-0.013436j 0.150955-0.0338016j -0.0909434+0.0138705j 0.0954664-0.113518j -0.131462-0.0625706j 0.123524-0.188482j -0.114295-0.0307098j -0.0338305+0.0328152j -0.0668097+0.00661774j 0.00897131+0.0773972j 0.035003+0.0106757j 0.00729883+0.0172979j 0.00947946-0.037982j 
0.0301883+0.00508181j -0.0428729+0.00884751j -0.0115884+0.0627804j -0.00642851-0.0121356j 0.0419028+0.0231446j 0.0393367-0.0121157j -0.0547127-0.00844183j 0.0377284-0.00673383j 0.0119477-0.000781381j -0.00431191-0.0198749j -0.0627519-0.0110903j -0.0490732+0.0359649j 0.0134264+0.0342796j -0.0192363+0.0227404j -0.0242997+0.0292552j -0.00110094+0.00647676j -0.00402241+0.0756135j -0.0856017+0.0241639j 0.00108526-0.0408192j 0.0343439+0.0447672j -0.0399964+0.078598j -0.0117823+0.0227615j -0.0301368-0.0433577j 0.0113561+0.10522j 0.092757-0.00175463j -0.0403207+0.000790777j -0.100658+0.0202083j -0.026362-0.0899634j 0.102278-0.0163996j 0.149022-1.86694e-06j -0.0256288+0.0515025j -0.000161517+0.0893986j 0.151791+0.133535j -0.0788853-0.0367659j 0.176465+0.0504613j 0.0917804-0.102361j -0.00156702-0.0383748j -0.12765-0.000456582j 0.0195624+0.112426j -0.0320305+0.085872j 0.00268256+0.0285429j -0.0344047+0.0914734j -0.0165183-0.0305631j -0.0686095+0.0195577j -0.0503635-0.0818997j -0.0162863-0.0171337j -0.0355342-0.0655287j 0.107527-0.0432352j -0.0342757+0.166732j 0.126506+0.0775541j -0.151477-0.0266362j 0.0433739-0.0439776j 0.0351414-0.0235626j -0.0485866-0.158477j 0.032133-0.0213446j -0.0178271+0.0348457j 
-0.0263761+0.0259128j -0.0761631-0.0277969j 0.0184524+0.0318013j 0.024043+0.0155834j 0.00071806-0.0669936j -0.0309736-0.0176762j -0.0170507+0.0263808j -0.0284936-0.0326371j 0.0447914-0.0432802j -0.0201389-0.00277066j 0.0399805+0.0425439j -0.0355486-0.0196271j 0.0533329-0.0363305j -0.00848041+0.0385837j 0.0798363+0.0651462j -0.0360575+0.024349j 0.028353-0.0303705j 0.0374469-0.0520765j -0.0048819-0.112853j 0.00917524+0.059362j -0.0967933-0.0646426j 0.00341067-0.000955821j 0.0174297-0.00684565j -0.0487466+0.0225995j -0.0360006+0.0215479j 0.00318262+0.0385567j 0.0266156+0.104204j -0.0203908+0.0742937j -0.064537+0.0280265j 0.0369644-0.00575041j 0.100415-0.016168j 0.00738504+0.00921952j -0.0304258+0.0291666j -0.017681+0.0917j -0.0591959+0.0670596j 0.0663477-0.0831358j 0.266351+0.0388746j -0.0544898-0.0304693j -0.105356+0.187686j 0.0887304-0.0834359j 0.00912674-0.0660211j 0.0293414-0.0556899j 0.208102-0.00806629j 0.0719138-0.0440591j -0.00950548-0.105103j 0.0604481+0.05069j 0.0502543+0.0326369j -0.0837998+0.0240416j 0.115853+0.0196148j 0.0759904-0.0710216j 0.0397099+0.0153476j 0.0522776+0.0883321j 0.0357064+0.0503961j 0.000281014+0.0300117j 0.0510536+0.0579836j 0.0242607-0.0108704j 
-0.0128492+0.00520781j 0.0234112+0.000253083j 0.0139595-0.0166872j 0.00632935+0.00726445j -0.0495533-0.0119605j 0.038468-0.0175482j 0.00212357-0.0189072j 0.0249764+0.0102326j -0.0524886-0.08628j -0.00067462+0.0228116j -0.096889-0.0634969j -0.0277736+0.0530632j 0.0346753+0.0477713j -0.0487313+0.0103537j -0.0111159-0.0408164j -0.0073132-0.0076147j -0.0296644+0.093836j 0.0114877-0.00956102j 0.00148469+0.12733j -0.0110184+0.0199966j 0.0527578-0.0231968j 0.00601-0.000437495j -0.127603+0.0185878j -0.00414422-0.0712519j 0.0651751+0.0393012j 0.0254991-0.0251042j 0.0392783-0.0106558j -0.00271546-0.00280713j -0.0916455-0.0464078j 0.0486083+0.0270111j -0.0115211-0.000393983j 0.0456258+0.156511j -0.0912729-0.0826056j -0.159722+0.1326j -0.219572+0.0891436j 0.105077+0.023708j -0.107591+0.0505159j -0.108204-0.0823287j -0.0597688+0.248081j 0.0156082-0.0549669j 0.0335216-0.115694j -0.02941+0.0816197j 0.0304201+0.0990805j -0.133023-0.0312499j 0.00630562+0.0761382j -0.0272801+0.0218544j -0.155473-0.0505334j -0.0596957+0.00193917j -0.0242246+0.013256j 0.0353703+0.0361061j -0.0642883+0.0254288j -0.0142378+0.0104576j 0.000824453+0.0214073j 9.36486e-05+0.100514j -0.00903376+0.010168j 0.0274944-0.0150443j 
0.0231177+0.00104974j 0.0561261+0.0233349j 0.0316018-0.00601043j -0.0178825-0.0115508j 0.0298535+0.0501418j 0.00492688+0.0309501j 0.0497356+0.00175497j 0.0151872+0.0211892j -9.58895e-05+0.0373471j 0.00368554+0.0108752j -0.000308397-0.0370678j 0.0597245+0.0427901j -0.00151819-0.0375529j 0.0348279-0.00777175j 0.0289947-0.00105461j 0.0584169+0.0283864j -0.0525444-0.0506499j -0.0262271-0.0210603j -0.0528958+0.00910705j 0.0763637+0.0683483j -0.0148975+0.0985305j -0.00407792-0.0214295j -0.0838804-0.0638541j 0.0773468+0.00766453j 0.0743096-0.0343442j -0.03629+0.0343432j -0.0648489+0.132715j 0.0178348+0.0119029j -0.0490861-0.0273493j 0.0659189-0.0969413j -0.174887-0.152017j 0.0805217-0.0648554j 0.0376011-0.0309864j -0.12822+0.0817368j 0.00465755-0.0425046j -0.0436827-0.0751622j 0.0108394+0.016922j 0.197811+0.00111133j -0.0149888+0.00988688j -0.0175441+0.0671593j 0.118047-0.023878j 0.0193445+0.0397908j 0.0242599+0.0434338j 0.0317278+0.150567j -0.00774643-0.00248007j -0.0580368-0.0873003j 0.0693957+0.0223374j 0.0211093+0.0118146j -0.0667732-0.00742408j -0.0636019-0.0163033j 0.0595302+0.0165657j -0.0142082+0.0174388j -0.0138749-0.0204296j 0.0149729-0.0189394j -0.0376154-0.0413022j -0.0340515-0.0362173j 
-0.00259995-0.00760775j 0.00221863-0.0165329j 0.00295652+0.0189328j 0.0251294-0.0515718j -0.0129536+0.0902086j 0.026448-0.0478322j -0.0580193-0.0724687j -0.00843058+0.0629497j 0.0305902+0.0152313j -0.0119641-0.0186049j 0.0425693-0.0491092j 0.0185744-0.0510378j 0.00373383-0.0260101j -0.00643056-0.0591285j 0.0193784+0.00338287j 0.0330164-0.0733766j -0.0146188+0.0713917j 0.0203032+0.0192731j -0.0767037-0.067904j -0.0680881+0.00600109j 0.0451144+0.0195513j -0.0165525-0.0209906j -0.13429+0.0426227j -0.00711158+0.0558255j -0.119302+0.0418649j -0.0417655+0.0493955j 0.11786+0.0113279j 0.129386-0.0146229j 0.0117424+0.077485j -0.1022+0.0268408j -0.055994+0.0263827j 0.0511675-0.117838j 0.0453679+0.0540706j 0.015576-0.198258j -0.00636047+0.090673j 0.0547763-0.0707892j -0.0869857+0.041308j 0.0670867-0.0329564j -0.0527312-0.0453317j -0.0211327+0.0795529j 0.0184969-0.127646j 0.103205+0.0225377j -0.15852+0.138546j 0.0054229-0.0520974j -0.00764276-0.135577j -0.0864353+0.175172j -0.0393802-0.110054j -0.0617851-0.172279j 0.0221347-0.0157068j 0.155262-0.0853948j -0.0522318+0.012973j -0.0114215+0.0421305j 0.00455045-0.109458j -0.0335443-0.0374754j -0.0202499-0.0675463j 0.010751+0.0149111j 
-0.0489508+0.0108259j 0.017795-0.0136033j 0.0218628+0.0455571j -0.0265222-0.0197704j 0.101599+0.0066063j -0.01789+0.00499417j -0.0303032+0.016119j 0.0205232+0.000965579j 0.0798961+0.0315409j 0.0193594+0.0109678j 0.0115064-0.000457103j -0.00386876+0.0324078j -0.0149888-0.0249997j 0.0642024+0.0198687j 0.0608775+0.0611593j -0.0745785+0.0111267j -0.0318317-0.0345091j 0.0330984-0.0106226j 0.0635451+0.0472828j -0.0710096+0.0254547j -0.041472+0.0725045j 0.0833643+0.0987381j 0.0617476-0.0480518j -0.0303808-0.0809734j 0.00699884-0.0100424j -0.0229088-0.113199j 0.113743-0.0765242j -0.0130847-0.06034j -0.0104976-0.0933133j -0.00943997+0.0209101j -0.0789706+0.0402086j -0.116546+0.029031j -0.111224+0.0572012j 0.171732+0.0984808j -0.0994555+0.0340731j 0.0217715-0.100799j 0.0983532-0.071854j -0.0458788-0.0604997j 0.0582767-0.0872815j 0.0718796+0.0550627j 0.183341+0.0409794j -0.0459428+0.105691j -0.0251311-0.0444128j -0.0336506-0.15934j 0.145597+0.0474021j 0.00917063-0.0884977j 0.12329+0.0530631j -0.0693511+0.0787885j 0.00309219-0.0525321j -0.0309382-0.0470866j 0.0572123+0.00731899j 0.0421247-0.0111428j -0.00887745-0.0271413j 0.0576463-0.0965897j -0.012666-0.0320211j -0.0128662-0.0112592j 
0.0176152+0.00583364j 0.000535659+8.16528e-05j 0.00455443+0.00597341j -0.00227277-0.0160792j 0.0598616+0.0405678j -0.0471947-0.00957822j 0.049162+0.0497861j -0.0117915+0.00588499j 0.0055343-0.0024212j -0.00995904+0.0164891j -0.0122405+0.000543198j 0.0101129+0.0113586j -0.0133592-0.00775432j 0.0613702+0.0752482j -0.026757-0.0244227j 0.00311766-0.0315615j 0.0609694+0.0679569j 0.0197464+0.071134j 0.0160711+0.057424j -0.0329975+0.190074j 0.119233-0.0935573j 0.0188984+0.0195536j 0.0287963-0.00148212j -0.0248983+0.0978379j -0.0106606-0.0490271j 0.0841595-0.080738j 0.0364203+0.0931462j 0.00420437-0.0457416j 0.0342191-0.0770274j 0.0412051+0.0875463j -0.0251355-0.16862j 0.0494033-0.0103541j 0.220615+0.0495198j 0.0673095+0.0449033j -0.0118853-0.0455335j 0.159683+0.0604579j 0.0732848-0.0297713j -0.0258219+0.0758556j -0.0868395+0.191559j -0.109177+0.10655j -0.119368+0.0868792j -0.0138157-0.0719093j 0.00768724-0.109065j 0.109881+0.122969j 0.0121071-0.135922j -0.100892-0.122115j 0.0491803-0.0435661j 0.139489+0.00540913j 0.012313+0.0269242j -0.0258237+0.0611842j 0.0158133+0.0891409j -0.0292682+0.0632035j -0.000963418-0.0222782j -0.0140593-0.00787673j 0.0152933+0.00923938j -0.0208384-0.0219726j 
