0.00708592-0.0250947j 0.0065764+0.0472556j -0.0536098-0.00449621j 0.0125305+0.00639879j 0.00384627+0.0115689j 0.0124868-0.0170479j -0.00965216-0.0410551j 0.0184373-0.0214392j 0.0445299+0.0132181j -0.0244981+0.0508755j 0.00563538+0.0101252j 0.00163504-0.0100621j 0.0154599-0.0188521j 0.00122642-0.00142581j -0.0332426-0.0118967j -0.000964871+0.0277619j -0.0264321+0.010934j -0.0313216+0.0135014j 0.0264426+0.00131469j -0.0293342+0.0351771j -0.0555863-0.000555194j 0.0345763-0.0105371j 0.0193348-0.000763496j 0.0251465-0.0067592j 0.00335915+0.0146576j 0.0385275-0.0274205j 0.0303187+0.0169798j 0.0111313+0.00974544j 0.0658385-0.0253658j 0.0232005-0.0124035j 0.00690328-0.0104421j -0.0101755-0.044863j -0.0359701-0.026646j -0.00101395-0.0437584j 0.0182587+0.0072786j -0.0205304-0.00536639j 0.0194475+0.0053124j -0.008036-0.036999j 0.0211289+0.027082j -0.00752191-0.0193141j 0.016549+0.0246048j -0.00906796-0.00251111j 0.027764+0.0192386j -0.0201543+0.0022606j -0.00134955-0.0358422j -0.0149436-0.0156772j 0.0104739+0.0175989j -0.00527821-0.0161716j -0.0176134-0.0393639j -0.000285162-0.0249004j 0.0126697-0.0424067j -0.00905625+0.0150301j 0.0139417-0.0107538j -0.0220945+0.0776665j 0.00415903+0.0303838j 0.02922+0.0130017j 0.0244072-0.0100752j 0.0337136-0.0087023j 0.00455338+0.0207555j 0.0119663+0.0144682j -0.00207837-0.0134963j 0.00527512-0.00199703j 0.00512898-0.00442243j 0.00408241+0.0076879j 0.0021848-0.0014446j 0.00386711-0.00418843j 0.00424507-0.0080849j 0.00516263+0.00560423j -0.00130449+0.00128741j 
0.019946+0.0190371j -0.0570643+0.0510399j 0.0550837-0.038561j 0.0367534-0.00764475j -0.118464-0.0219576j 0.123865-0.116273j 0.0560805-0.0429333j -0.138111+0.231552j -0.0583721+0.0108593j 0.0158761-0.0299334j -0.0737711+0.0359042j 0.0340956-0.0185886j 0.01484+0.0199025j -0.0623207-0.0112202j -0.00377135-0.0468453j -0.0476285-0.0196838j -0.0336502-0.108836j -0.0517986+0.0186443j 0.022023-0.04805j 0.0677333-0.00232395j 0.00690997+0.0464223j 0.0680309+0.0418402j 0.0437462+0.0766317j 0.126998-0.0933533j 0.0356027-0.0182095j -0.0595939-0.0719195j 0.0246938-0.108177j -0.0922827+0.00742757j 0.0572021-0.0122942j -0.0235022-0.00921911j -0.00673451-0.0122575j 0.0198659+0.0263403j 0.0835957-0.0069534j 0.0271695+0.000219188j -0.01132+0.0430053j -0.0643264-0.0436275j 0.00736388-0.0102484j -0.0226889-0.0125046j 2.29126e-05+0.0167009j 0.0100591+0.00271057j -0.00406497-0.0133478j 0.0286688-0.00645379j 0.0056267-0.0617073j -0.0103642-0.0218933j -0.0191075-0.016861j -0.0291632-0.0869304j -0.0217457-0.0409951j 0.0148759+0.0342607j 0.0088747-0.0161117j -0.0240174-0.0269452j -0.0369513+0.0145069j -0.012482+0.0186345j 0.00957257+0.0415726j 0.00222378+0.00280995j 0.0179237+0.01193j -0.0157969+0.000554822j 0.0646081+0.0170286j 0.0285277+0.00741905j 0.0351769+0.00870578j 0.00925734-0.00920878j 0.0324401-0.00786997j 0.00450085-0.00102269j 0.0214966+0.0012238j 0.0141585+0.00337837j 0.00375553-8.47766e-05j 0.0200306+0.00494881j -0.0231006+0.00663227j 0.00490925+0.00258737j 0.000283715-0.000376989j 
-0.0741213-0.0404516j -0.0703847-0.0444604j 0.118718+0.00126397j 0.0430426+0.088125j 0.0255888+0.0295209j 0.1012+0.070788j -0.0559553+0.117682j 0.132078+0.0468908j 0.00337182-0.0123146j 0.0890407+0.101257j -0.0539089+0.00858465j -0.0105008-0.0672762j 0.058554+0.0134031j -0.00637664+0.0481716j -0.0139371-0.0189998j -0.0510812+0.0478043j -0.0149091-0.0339518j 0.0208657-0.00270635j -0.00783665+0.00588288j -0.150977-0.00107633j 0.105174+0.0278814j 0.0786574+0.10236j 0.0445342+0.0114103j 0.0556219-0.184102j -0.0206917+0.0343621j -0.0307509+0.00641175j -0.0569002+0.11942j -0.161727+0.051947j -0.013818-0.021811j -0.0438386+0.00579069j -0.0246561-0.123959j -0.00999069-0.123315j -0.0284139-0.0822542j -0.0301597-0.0551225j -0.030849+0.0267998j -0.0119952+0.00184249j -0.00663725-0.0142286j -0.00131226-0.00205885j 0.0171992-0.0250535j 0.00104827+0.0129216j 0.033148+0.02675j -0.0227205-0.0782304j 0.0348124+0.0216433j -0.0215062-0.00518947j -0.0164395+0.118724j 0.0203818+0.0438727j -0.012551-0.0154622j 0.062533+0.0100648j -0.0385745+0.0862274j -0.0144669+0.00606896j -0.00244502-0.0171577j -0.033623-0.0422499j 0.00701509-0.0355823j 0.0131953+0.00829932j -0.00808258+0.0593972j 0.0387902-0.0138485j -0.015788-0.0205826j -0.0524749-0.000695995j 0.0153713+0.00820162j 0.00560429+0.0103562j 0.00338183-0.0117176j -0.00472044+0.0158573j 0.00772556+0.00216961j -0.00687593+0.0181071j 0.00160645+0.00934902j 0.0111296-0.00708871j -0.0254951-0.00485539j -0.0039361+0.00527285j 0.00646793-0.000691304j 
0.0396459+0.00557103j 0.0124253+0.0051069j 0.0228469+0.0122175j -0.0773833+0.0864296j -0.164336-0.0348993j 0.111085+0.192104j -0.0636759+0.190275j -0.0822146-0.0597461j -0.144283-0.152483j -0.0691337-0.159136j -0.000860228+0.0323461j 0.00664195-0.0534714j -0.0317718+0.0406038j -0.0396525+0.00744795j -0.0448371-0.0573828j 0.0290234+0.00985848j 0.024081-0.0702257j 0.0569486-0.018133j 0.014036+0.0278916j 0.089069-0.0261926j -0.0272281+0.0120529j -0.0199693+0.00324938j 0.0189762-0.0452524j -0.00609701+0.0779584j 0.0385574-0.00573573j -0.0665462-0.143652j 0.104838+0.05528j 0.00898262-0.043351j -0.0604064-0.107848j 0.078748+0.0116257j 0.0336558-0.0606278j -0.0300557-0.0474859j 0.0137693-0.0227095j 0.0351841-0.0308982j 0.00010822+0.000311921j -0.00669423-0.0126606j 0.0129983-0.00385389j 0.0331369-0.0071258j -0.00960814-0.0101479j -0.0280413+0.00327155j 0.0592644+0.0102143j -0.0187558-0.0195352j 0.0573666+0.0380743j -0.0242243-0.00377268j 0.0364329+0.0261324j 0.0372962+0.0538703j 0.0344254-0.0122172j -0.0384055+0.001905j -0.0430162+0.0134767j 0.0174244+0.0124263j 0.0539781-0.00936416j -0.0153716-0.0386549j -0.00626336+0.00116901j -0.0100389+0.015684j 0.00762663+0.0081323j 0.0808139+0.0203852j 0.0472227-0.0108217j 0.0267646-0.0233075j 0.0155335+0.000847075j 0.0185513+0.00858275j 0.0299107-0.0153069j -0.0105268+0.00172813j 0.0309169-0.00597854j -0.00509129-0.0012328j -0.00333713-0.0114468j 0.0346315-0.00208322j -0.0298023-0.00148475j -0.00306978+0.00615497j 0.00546635+0.0019751j 
0.0307353+0.0045021j 0.0116051+0.016743j 0.0203206-0.0242307j -0.00786216-0.0726311j -0.126054-0.00760757j -0.0297196-0.0293045j -0.011772-0.0823016j 0.0728092-0.0933445j -0.0122345+0.0188974j -0.0257044+0.012606j 0.0111197+0.0181933j 0.0380736+0.0204459j -0.021394-0.0166771j -0.0527919+0.101178j 0.0237366+0.0210525j -0.000938917+0.0507201j -0.0491741+0.0687337j -0.00349438-0.00977925j 0.0451889-0.0677963j 0.128264+0.0706971j 0.0353014-0.0262568j -0.0186014-0.0334457j -0.0290126-0.102336j -0.0591069+0.11418j 0.027069-0.0229052j -0.105269-0.070849j 0.0704099-0.0237921j 0.00525952+0.104932j -0.0403888-0.0625392j 0.0505482-0.0635911j -0.0521269-0.0590934j -0.0283045+0.00755986j 0.031092+0.0186524j 0.0572695-0.00933268j -0.0197287-0.0520841j -0.0107466+0.0370539j -0.00204698-0.010239j -0.0134753-0.00802825j -0.041933+0.00347588j -0.024841+0.00886726j -0.0206782+0.0134404j 0.0267963-0.0146728j 0.0117806-0.00715715j -0.000726813+0.00637319j 0.0253403+0.0045393j -0.0056383-0.0320891j 0.00194711+0.00211465j -0.00136759-0.00346774j 0.0448248+0.00622096j -0.0140554-0.00222161j -0.0154663-0.0481715j -0.0059464-0.0124064j -0.0563441-0.0172115j 0.0193277+0.00426306j 0.0173114-0.00103211j -0.0384319+0.0031578j 0.047568-0.0768531j -0.00836661-0.04901j 0.00982779-0.0404665j 0.0155721-0.0247441j 0.00216028-0.0165891j -0.00251258-0.000256554j -0.01377-0.0153897j -0.000715307-0.00254023j 0.000520095+0.00497514j 0.00108155-0.0214458j 0.00326222+0.0142748j 0.00341766-0.00984187j 0.00091004+0.000397566j 
0.000917385-0.0187485j 0.0183262-0.00338987j -0.00252928-0.0397824j 0.131957+0.0186613j -0.121337+0.0589324j -0.169521-0.0195993j 0.243514+0.059255j -0.136071+0.0681503j 0.0845689+0.0348542j -0.132138+0.0796978j 0.000415907+0.0350068j -0.0371008+0.0636096j -0.0158116+0.0252763j 0.0627773-0.0305901j -0.0760946-0.00780276j 0.0925886-0.0380062j -0.0097575+0.0368794j 0.0280049+0.0326324j -0.0859827-0.0689732j 0.00134595+0.072658j -0.116948+0.0503085j -0.0464803-0.00807763j -0.0386852+0.0144743j 0.0810372-0.0399546j -0.0355776+0.135559j -0.0565738-0.0901016j -0.15477+0.21145j 0.128635-0.0132038j -0.0132702-0.0527186j 0.0098632+0.0953493j 0.0551293+0.00119838j 0.00251654-0.0155299j -0.0778672+0.052152j -0.016348+0.0708286j 0.0530978-0.0162138j -0.0204301-0.011901j -0.0315687+0.0204466j -0.0625921-0.00079529j -0.0201133+0.0193144j 0.0116568+0.00797655j -0.0312129+0.0090407j 0.0367813+0.017036j -0.0490401+0.0391429j 0.0361882+0.0328712j -0.0120912-0.0506319j 0.0491058+0.0905079j 0.0314927+0.0477909j -0.0122845-0.0203069j 0.0234175-0.0550769j 0.00200957+0.0447853j -0.0349055+0.003813j 0.0071666-0.030398j -0.00849995+0.0267963j 0.0624174+0.0205585j 0.0160716-0.0262724j -0.0568991+0.03371j 0.0460339-0.0220684j 0.017115-0.00732147j 0.0174336-0.021092j 0.00885067-0.022398j -0.00604904-0.00524221j -0.00117145-0.00570695j -0.025348+0.00380716j 0.0104912-0.00869046j -0.00845125-0.00836157j -0.0155164-0.000142618j 0.00771502+0.0145769j 0.0120956-0.00895967j -0.00416417-0.0019088j 
0.00172549-0.00822488j 0.0294828-0.0238522j -0.0873819+0.0240745j 0.0394753+0.09789j 0.200662-0.061064j -0.0314879+0.222868j 0.0551673+0.252408j 0.2508-0.0118039j 0.0154248-0.18321j 0.0238473-0.116235j 0.0628698-0.0068748j 0.00935275+0.115812j 0.030428-0.000156095j -0.0257261+0.0102608j -0.0132015+0.0395223j -0.00626281-0.0722204j -0.0303157+0.00901166j -0.00102366-0.00431283j 0.0331854-0.0232083j 0.0134005-0.0557325j -0.0414641+0.0368421j 0.0899572+0.0446573j 0.074118+0.0546668j 0.00740392-0.0803341j 0.047436-0.0647975j 0.0334173+0.124232j 0.0417942-0.131099j -0.0511307-0.0160111j 0.0483259+0.0874531j -0.000818679-0.00383095j -0.0402863+0.00814871j 0.0377847+0.134334j 0.0348689+0.0527412j 0.0401607+0.116466j 0.029312+0.00737288j -0.0270263-0.0218724j -0.0155349+0.0386097j 0.0284091-0.00219928j -0.0320602+0.0419581j -0.0261944+0.011609j -0.0137077+0.0222038j -0.00799421-0.0141407j -0.0734812-0.0153854j -0.000740556+0.00980899j 0.0310334-0.0324401j -0.110516-0.0511008j -0.0512709-0.0198066j 0.0432473+0.0158401j 0.0233551-0.0279058j -0.0149808-0.0301119j 0.0136023-0.033047j 0.0668146+0.00793442j 0.00908705+0.0152306j 0.00236749+0.0372502j 0.0118716+0.0104585j -0.0264042+0.0209847j 0.0140382-0.0342931j 0.0171515+0.00104038j 0.00363268+0.000339362j -0.00262494-0.0203125j -0.0146845+0.0028143j 0.00585419+0.00759367j -0.0288913+0.01212j -0.00465774-0.000547495j -0.00225223-0.0123212j -0.0163156-0.000365157j 0.0243925+0.00846367j 0.00835163-0.00463326j -0.00458514-0.00252921j 
0.0150528+0.0257066j 0.00552941-0.028531j 0.0369101+0.0035539j -0.011623+0.0114456j -0.129798+0.0272287j -0.104307+0.0127353j 0.0272096-0.00235074j -0.161861-0.0214003j 0.0721646+0.00389323j -0.066403-0.0197037j -0.0158448-0.066235j 0.0338718+0.0268778j 0.0113111-0.00367874j 0.0914315+0.0333665j 0.0197276+0.0942672j -0.00451348-0.0675116j 0.0787328+0.0639963j -0.024609-0.00345562j -0.00802591-0.147313j -0.104899-0.151321j 0.0295166+0.140198j 0.0973065+0.0372202j -0.0371904+0.0101288j 0.103173-0.0865849j 0.00323346-0.0558786j 0.0299925+0.144289j 0.0929317-0.182213j -0.0359083-0.00014123j 0.0267576+0.109992j 0.0187018-0.0810615j -0.0500817+0.0317949j -0.0577961+0.0122606j -0.0131167+0.0433553j 0.0183433-0.0187605j -0.0364425-0.0417001j -0.00426608-0.000226991j -0.0377194+0.0110646j -0.0169212+0.0191791j 0.0147521+0.00119477j 0.00181406+0.0194438j -0.0167439+0.0485364j 0.00470037-0.0830428j 0.0205382-0.02435j 0.0646887+0.0233792j -0.0363046+0.0961805j 0.134389+0.022634j 0.0684941-0.0474195j 0.00992541+0.0192554j 0.0127507+0.0530429j 0.0461079-0.0116078j -0.0273144-0.0415366j 0.00977028-0.0663397j -0.0152818+0.00371057j 0.024418+0.00869467j -0.00903316+0.047691j -0.0181062-0.0247751j 0.00753743-0.0532985j -0.002619-0.017357j 0.0154652-0.0154981j 0.00929073-0.0244272j 0.019899-0.0127306j 0.00119167+0.00408247j 0.000982579+0.00349549j 0.00577855-0.00348398j -0.00180079+0.00655724j 0.00862782-0.00109224j -0.0149765+0.00922579j 0.00291771-0.0110923j 0.000541802-0.00146151j 
0.0348434+0.00462055j 0.0226818+0.0268842j -0.0457943+0.00877091j 0.0542902-0.0724357j -0.147267-0.0649158j -0.23457-0.0225563j 0.144056-0.103964j -0.0617247-0.0580013j 0.116263-0.0190004j 0.00373776-0.044431j 0.0225097+0.0179623j 0.0470466-0.0104952j -0.00989057-0.0476972j -0.0746942-0.0294374j -0.0444033+0.0205218j 0.023444+0.0983897j -0.0418101-0.028305j -0.0223763+0.00515161j -0.00551677+0.0312906j 0.138872+0.238162j -0.0795295-0.0716288j 0.0645095+0.122427j 0.0934355+0.0903874j -0.0711431-0.126046j 0.0470628+0.0126319j -0.0520901+0.0193605j 0.0213382+0.0702579j -0.0696772-0.0042983j 0.111338+0.0482104j -0.0173146-0.00346099j -0.0541904-0.084444j 0.0712966-0.0140455j 0.0476872+0.0136037j 0.0605675+0.00215084j 0.00471683+0.028534j -0.0146204-0.00227789j 0.0172845-0.0103337j -0.0192002+0.00540673j -0.0357648-0.0182739j 0.0180101+0.0146196j -0.00793275-0.0129621j 0.0163015-0.0248643j 0.0542005-0.0338323j 0.0249834-0.0268194j -0.00116264+0.050509j 0.151446-0.0598423j 0.0345281-0.0490197j -0.00765068+0.018984j 0.0158863+0.0435009j 0.0190471-0.007255j -0.0152226+0.013444j -0.0344047+0.0100494j -0.030424-0.00237015j -0.011809-0.00624069j -0.0217775+0.00711794j -0.0254251+0.00279866j 0.0189339-0.0168198j -0.0155097-0.00402798j -0.00330134-0.00191371j -0.00485571-0.00674166j -0.0042093-0.00236521j 0.00386629+0.0059404j -0.000572685-0.00307306j 0.00181534+0.00731078j 0.00502766+0.0033648j -0.00239824-0.00906625j 0.0064496+0.00158552j -0.00166719+0.00146585j 0.000752078-0.000182965j 
-0.032539-0.0322442j 0.0104953-0.0103137j 0.0151064-0.0687098j -0.0627183+0.000996224j -0.0756297-0.0556012j -0.0913671+0.0932972j -0.0715444+0.0441221j -0.223054-0.0511038j 0.0461185-0.0857225j -0.0621857+0.0850833j -0.042278-0.000428112j 0.0347038-0.0192619j -0.0124915+0.00290409j 0.00966512-0.00844249j 0.0753754-0.0688471j -0.0263403+0.0351628j 0.0147307+0.00122695j 0.0141336-0.0393819j -0.12625+0.0644937j 0.0782273+0.10374j 0.0463919-0.117173j -0.0342342+0.019701j -0.0122643+0.00829227j -0.0119844+0.0965229j 0.00710652+0.0218416j -0.0246674-0.0414557j -0.141618+0.0683712j 0.024592-0.00722733j 0.0829267-0.0772338j -0.0409392-0.0296075j 0.0649315-0.0515949j 0.0394622+0.0149774j 0.0351627+0.00593101j 0.00479454-0.0234483j -0.0395764+0.0407147j -0.0302458-0.0438486j -0.0213938-0.00720306j 0.00511497-0.0318203j -0.0127002+0.0271676j 0.00638461+0.00648342j 0.0141508+0.00345371j 0.00808569+0.0198153j -0.0302737-0.03428j 0.00982504-0.0279715j 0.00278384-0.0422274j -0.0112594-0.0753232j -0.0420486-0.0101929j 0.035073-0.0128563j -0.00063687-0.0370524j -0.0164013-0.02451j 0.0191003+0.0147786j 0.00853684+0.0308641j 0.0315772+0.0193242j 0.0395762-6.05285e-05j 0.0263451-0.00515169j -0.0125596-0.00603612j 0.0270307+0.0428792j 0.00486237+0.030134j 0.0312078+0.00903775j 0.00841294+0.000471261j 0.0336652-0.00526522j -0.00258633+0.00410817j 0.00893707+0.000862698j 0.00210674+0.00270517j -0.00464318+0.0032798j 0.0139092+0.00451128j -0.0262619+0.00758645j 0.00360998+0.0047308j 3.31646e-06-0.0026577j 
-0.0703113-0.0187417j -0.0767616-0.0438361j 0.0911385+0.0188345j 0.00335977-0.0361194j -0.0572172-0.104131j 0.0462254-0.0688903j -0.120135-0.0457774j 0.030005-0.0177779j 0.0122415+0.0173308j 0.107657+0.0909862j -0.0636261+0.0171386j 0.0093581+0.0820734j -0.0121541-0.000248912j 0.0450019+0.08151j -0.0154147+0.0885854j 0.0994767-0.00106262j 0.0529117-0.029443j -0.00274478+0.010553j 0.00680197-0.0879063j 0.0479271-0.0464461j -0.0831052+0.120753j 0.0306511+0.0371234j 0.0147171-0.0215628j 0.160635-0.128198j 0.0207141-0.0477898j -0.0427068-0.0870611j -0.00749397-0.0873063j 0.0108472-0.0482268j 0.0414225-0.0200572j 0.0173027-0.0776773j 0.00866318-0.116944j -0.0294894+0.0491174j -0.0550863-0.0252341j 0.00147795+0.0142342j -0.0244941-0.0903092j 0.020762-0.00995614j -0.0172541-0.041611j -0.0278893+0.0109327j 0.00964594+0.0358027j -0.0328694+0.00609748j -0.00174393-0.0110895j -0.0327145+0.0478719j -0.00659028+0.0530524j -0.0445884-0.00422748j 0.0303958-0.143993j -0.127584+0.0293049j 0.00909656+0.0415748j -0.00328088+0.0020422j 0.00550531-0.101997j -0.0482707+0.040369j -0.00914458+0.0438503j 0.0399785+0.02702j -0.0407677+0.0352949j 0.0312912-0.0320328j 0.0365758-0.0646667j -0.000538881+0.0545982j 0.0329737-0.0170931j 0.00243044-0.0431952j 0.0196717-0.0257095j 0.0346415-0.00552297j 0.0175782-0.0101187j 0.00372162-0.00892729j 0.0124078-0.0137589j 0.01633-0.00710701j -0.000734519-0.0078131j 0.00893485-0.0125995j -0.0271333+0.0089724j 0.00390776-0.00224692j 0.00366995+0.000412466j 
-0.0458528-0.00292683j -0.111933+0.0676974j 0.0770316-0.00433058j 0.0690523-0.097056j 0.120844-0.0889923j 0.0813364-0.043329j -0.0277377-0.115018j 0.140314-0.00456427j 0.0564947-0.0215665j 0.21614-0.0473141j -0.0281385+0.0202307j 0.015503-0.0653701j 0.00969499-0.0468587j 0.0219586-0.0340224j -0.00542357-0.0270492j 0.0194611+0.00565097j 0.0982153+0.0715869j 0.0489544+0.099836j -0.0102023-0.0493393j 0.0187127+0.00770785j -0.0228653+0.0231351j 0.0699433+0.111411j 0.0504615+0.12289j 0.0391687-0.0843046j 0.0486571+0.0126532j 0.042803+0.0241026j 0.136378+0.0634289j 0.0308491-0.00689929j -0.0432726-0.00261588j 0.0850314+0.0452503j 0.012507+0.066349j -0.0522606-0.0471052j -0.0403426+0.0104737j 0.0149256+0.00158756j -0.0101538+0.0463998j 0.025266-0.0066949j -0.0011312+0.00747893j -0.0401368+0.0185567j 0.00505239-0.0338642j 0.0258858+0.00955543j -0.0248624+0.0245293j 0.0199393-0.037037j 0.00545765+0.0107447j -0.0189845+0.0221213j -0.00830115+0.101404j -0.0201009+0.0678822j 0.0205832-0.0187934j 0.00331407-0.00973687j 0.0105545+0.0517448j -0.00348307+0.0115909j -0.0278215-0.00418907j -0.0297809-0.0482914j -0.0255685-0.00182613j -0.0160497+0.0122058j -0.0231896+0.0494177j -0.00338782-0.0155937j 0.00114992+0.00370068j -0.0216973+0.0106178j -0.0138825+0.00160105j -0.000907054-0.00757245j -0.00720804-0.00776218j -0.000692416-0.00367238j -0.0061628-0.00203541j 0.00274944-0.00514796j -0.00278344-0.00256662j -0.00753304+0.00342554j 0.00166574+0.00717668j -0.002049+0.000440026j 0.000598447-0.00295718j 
0.00630815+0.0126879j 0.0248192-0.0267728j 0.0398811+0.146461j -0.0137895+0.00568208j -0.0746542-0.159389j -0.0738847+0.0105442j -0.0708017-0.105603j -0.00724684+0.128437j 0.0416357-0.00970978j 0.0231534-0.0399981j -0.0188954-0.08566j -0.104111+0.00321003j -0.03884-0.0052076j -0.0328647-0.0382128j -0.064714-0.00414543j -0.0293513-0.0453859j -0.0400097+0.024667j 0.0748585-0.0323929j -0.0261718+0.132274j -0.121164-0.0774098j 0.0220744+0.000344187j 0.0854069+0.00153424j 0.115658-0.0149922j -0.151795-0.0521135j -0.0925141+0.00894889j 0.13488+0.105163j -0.0679197+0.07972j 0.060512-0.0807814j -0.0390447-0.0335295j 0.0392046-0.0168043j 0.0641337+0.010279j 0.0253003+0.0151925j -0.0137703+0.0278403j 3.86359e-05-0.000749174j 0.111615+0.0395708j -0.0653224-0.0218353j -0.0144881+0.0130067j -0.0158798+0.00282245j 0.0460857+0.0165087j 0.0309065+0.0262912j -0.0203957+0.0248812j 0.00783942-0.0356072j -0.00786305+0.00328044j 0.0034966+0.0370021j -0.0629845+0.00869138j 0.0343138+0.102687j -0.0518131-0.0185478j 0.00345495+0.00935656j -0.00610691+0.0159063j 0.00707177+0.0251159j -0.0331829-0.0249174j -0.0455972-0.0411323j 0.0281409-0.00241114j 0.000277217+0.0314122j 0.000829934+0.0153703j 0.00420823+0.0206959j 0.0503546-0.0238342j 0.0109513-0.0157571j 0.035104+0.0120923j -0.0179318-0.017856j 0.00691062-0.00791946j 0.00147634+0.00222116j 0.00975668+0.0107333j 0.00838024+0.00520571j 0.00580547-0.00124578j 0.0056265+0.00293587j -0.00322728-0.000923815j 0.00151835-0.00385887j -0.00176167+0.0014976j 
-0.0630063-0.023292j -0.0748378-0.00220657j 0.119354-0.00307188j 0.097282-0.0482935j -0.0617323+0.0103005j 0.0694835-0.0525962j 0.0401202-0.0847144j 0.00471394+0.111991j -0.000790144+0.00610388j 0.0466087-0.0522782j -0.0648067-0.00824698j -0.0354032+0.111045j -0.00383276+0.00607471j -0.0538827+0.0866841j -0.0205951+0.0750542j -0.0217513-0.0755811j -0.106131+0.066658j -0.0616427-0.0574467j 0.0850934-0.0171264j 0.0776781-0.00336088j -0.0135521-0.00850892j -0.0191777-0.1004j -0.00548658-0.129071j -0.168419+0.0833614j -0.0265421+0.0411553j 0.0373397+0.022044j 0.0146581+0.0789109j 0.0407163+0.085724j 0.015398-0.00905039j 0.010125+0.0159843j -0.0664424+0.000238796j 0.0120611+0.0461618j -0.00912792+0.0539759j 0.0138443+0.0489338j 0.0510094-0.0520528j -0.0414216-0.0361585j 0.0130585+0.00187064j -0.0625235+0.0183029j 0.0483756+0.0309342j 0.0142565+0.020474j -0.0161388+0.0258396j -0.0222221+0.00761481j 0.00521101-0.0237304j -0.0341713+0.0107918j -0.0855507-0.0772968j -0.0413686-0.0115546j -0.0810688-0.00822036j 0.0223886-0.00289029j -0.00182682-0.0573857j -0.0239259-0.00198758j -0.072381+0.00565275j 0.00309522+0.00158899j -0.00862292+0.0206305j 0.0241248+0.00429434j 0.0185949-0.0171966j -0.00258673+0.00505966j 0.0045447-0.011215j -0.0453343-0.00502524j 0.0376935-0.00546098j 0.00186881-0.0171037j 0.00809543-0.00967913j -0.0160867+0.00690906j 0.00330279+0.00118051j 0.00812916+0.00453503j -0.0106733+0.00262998j 0.00093431-0.00615578j -0.0190543+0.0110211j 0.000113263-0.00128025j 0.00195645-0.00459259j 
0.0447336+0.0247597j 0.0333023-0.00644801j -0.0944553+0.0118866j -0.0542856-0.0763851j 0.135219-0.0252633j 0.0291852-0.12069j -0.0310579-0.120401j 0.00228365-0.0531725j -0.0285183+0.0616863j 0.0289649+0.0012173j 0.0557734+0.0566323j 0.00173007+0.0450836j 0.0108724+0.0271566j -0.0770678-0.0882967j -0.0327788-0.0442186j 0.0100609-0.01175j -0.0574755-0.104844j 0.0215673-0.04004j 0.0364354+0.100957j 0.144173+0.0204218j 0.00719032-0.104805j 0.0664972-0.0163825j 0.0815668+0.0176017j 0.0132118-0.0132363j -0.0068177-0.0397939j -0.0966135+0.0204814j 0.0139093-0.106453j -0.0664075-0.0181096j 0.00258094-0.0179929j 0.001866+0.00324599j -0.0146274-0.0330311j 0.000955376+0.0829822j 0.0493954-0.0727646j 0.00158547+0.0189862j 0.0377486+0.0644793j -0.0286627-0.0386644j 0.0739856+0.0189414j -0.0500503-0.00802447j 0.0614019+0.0161226j 0.0306892-0.0148412j -0.0161836-0.0234265j 0.0226728+0.0515177j 0.0312189-0.0328536j -0.0362531-0.0258884j -0.0422069-0.0913854j -0.0806124-0.0979992j 0.0353833+0.0144974j -0.000440895+0.00748222j -0.0386096-0.0550194j -0.0510336-0.0327923j -0.0497821+0.00798753j -0.0329245+0.0589716j 0.0267447+0.0223022j 0.0194398+0.0175316j 0.0228413-0.00497566j -0.0136748-0.00105056j -0.0144952+0.0334921j 0.039991+0.0201168j -0.01463+0.0389355j -0.0109636+0.0132263j -0.0369818+0.0257837j -0.0115459-0.00994447j 0.0116807+0.014221j 0.00489298+0.00347053j -0.00292155-0.0180469j -0.00591748+0.0183005j 0.020366-0.0194537j 0.00393542+0.0052717j -0.00246212+0.0023457j 
